,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,closed_date,closed_reason,locked_date,migrated_from
1446,"['javascript', 'json', 'html', 'parsing']","{'account_id': 1021734, 'reputation': 942, 'user_id': 1031895, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/91506cf3411275d298260b1e7e6f3d79?s=256&d=identicon&r=PG', 'display_name': 'tborenst', 'link': 'https://stackoverflow.com/users/1031895/tborenst'}",True,1540,1,0,1386808157,1344231111,1386808157.0,11822957,CC BY-SA 3.0,https://stackoverflow.com/questions/11822957/javascript-how-to-un-jsonify-efficiently-correctly,Javascript: how to un-jsonify efficiently/correctly,,11825762.0,,,,
1447,"['html', 'css', 'navigation']","{'account_id': 327448, 'reputation': 1932, 'user_id': 649836, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/d985e25da26dca4ca63d75cad1e385ad?s=256&d=identicon&r=PG', 'display_name': 'Jon Kyte', 'link': 'https://stackoverflow.com/users/649836/jon-kyte'}",True,471,4,0,1386794512,1344334526,,11843761,CC BY-SA 3.0,https://stackoverflow.com/questions/11843761/navigation-ul-in-ie-7-and-8,Navigation UL in IE 7 and 8,,11844524.0,,,,
1448,"['javascript', 'jquery', 'css', 'html']","{'account_id': 1735693, 'reputation': 61, 'user_id': 1588320, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1e102cbc8030314cfcd7ca5384af1c9?s=256&d=identicon&r=PG', 'display_name': 'Ralph Slate', 'link': 'https://stackoverflow.com/users/1588320/ralph-slate'}",True,1718,2,5,1386759035,1344535259,1386759035.0,11889317,CC BY-SA 3.0,https://stackoverflow.com/questions/11889317/how-to-prevent-child-div-from-expanding-parent-without-specifying-width-of-paren,How to prevent child div from expanding parent without specifying width of parent?,,,,,,
1449,"['html', 'xslt', 'tags']","{'account_id': 1746632, 'reputation': 1, 'user_id': 1596669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c21f4088572e1c7fc3f690f506f2c8eb?s=256&d=identicon&r=PG', 'display_name': 'user1596669', 'link': 'https://stackoverflow.com/users/1596669/user1596669'}",True,547,1,0,1386561696,1344898717,1386561696.0,11943464,CC BY-SA 3.0,https://stackoverflow.com/questions/11943464/xsl-inside-an-html-tag,xsl inside an html tag,,,,,,
1450,"['html', 'checkbox', 'grid', 'extjs4.1']","{'account_id': 1749921, 'reputation': 1, 'user_id': 1599244, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42b12130e7ce9e3a834a5e184cc36a6b?s=256&d=identicon&r=PG', 'display_name': 'user1599244', 'link': 'https://stackoverflow.com/users/1599244/user1599244'}",False,368,1,0,1386561671,1346207304,1386561671.0,12170107,CC BY-SA 3.0,https://stackoverflow.com/questions/12170107/one-column-having-string-data-and-check-box-in-extjs4-1,one column having string data and check box in extjs4.1,,,,,,
1451,"['c#', 'html', 'regex']","{'account_id': 240477, 'reputation': 6087, 'user_id': 510731, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/a74c68ce91887486016938035a73245f?s=256&d=identicon&r=PG', 'display_name': 'Kasper Hansen', 'link': 'https://stackoverflow.com/users/510731/kasper-hansen'}",True,274,2,1,1386513646,1344410396,1344411108.0,11859574,CC BY-SA 3.0,https://stackoverflow.com/questions/11859574/how-do-i-extract-info-from-a-webpage,How do I extract info from a webpage?,,11859613.0,,,,
1452,"['html', 'forms', 'validation', 'scala', 'playframework-2.0']","{'account_id': 1684673, 'reputation': 31, 'user_id': 1548198, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/626d845fae9557c16f7563f241876081?s=256&d=identicon&r=PG', 'display_name': 'Nolaeh', 'link': 'https://stackoverflow.com/users/1548198/nolaeh'}",True,333,1,0,1386436861,1346246115,1386436861.0,12178860,CC BY-SA 3.0,https://stackoverflow.com/questions/12178860/how-to-display-form-validation-errors,How to Display form validation errors,,,,,,
1453,"['php', 'html', 'fat-free-framework']","{'account_id': 286356, 'reputation': 1146, 'user_id': 585566, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/28d065c01caf33a7e23fdbf7f7ca352e?s=256&d=identicon&r=PG', 'display_name': 'SleepingSpider', 'link': 'https://stackoverflow.com/users/585566/sleepingspider'}",True,1536,3,1,1386390862,1344374269,1344374574.0,11854280,CC BY-SA 3.0,https://stackoverflow.com/questions/11854280/f3-framework-template-serve-not-calling-php-functions,F3 Framework Template serve not calling PHP functions,,11871672.0,,,,
1454,"['javascript', 'html', 'css', 'cross-browser', 'd3.js']","{'account_id': 1794504, 'reputation': 441, 'user_id': 1634213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca0d01d5193016eb7913014b87959b31?s=256&d=identicon&r=PG', 'display_name': 'tmnt-rafael', 'link': 'https://stackoverflow.com/users/1634213/tmnt-rafael'}",False,1347,1,1,1386182148,1346271086,1346774911.0,12185757,CC BY-SA 3.0,https://stackoverflow.com/questions/12185757/tick-labels-in-d3-js-scatter-plot-chart-getting-cut-off-in-firefox-13-0-1,Tick labels in d3.js scatter plot chart getting cut off in Firefox 13.0.1,,,,,,
1455,"['php', 'html', 'css', 'wordpress']","{'account_id': 1557170, 'reputation': 1286, 'user_id': 1447908, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/b658381103df92e4d32797b49287ca54?s=256&d=identicon&r=PG&f=1', 'display_name': 'king', 'link': 'https://stackoverflow.com/users/1447908/king'}",True,398,2,2,1386159485,1346033730,1386159485.0,12135542,CC BY-SA 3.0,https://stackoverflow.com/questions/12135542/how-to-absolute-position-over-a-jquery-slideshow,how to absolute position over a jquery slideshow?,,12135587.0,,,,
1456,"['javascript', 'html']","{'account_id': 1673753, 'reputation': 1073, 'user_id': 1539690, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/767c0b4593619b88c1f1e98a52eb2780?s=256&d=identicon&r=PG', 'display_name': 'areke', 'link': 'https://stackoverflow.com/users/1539690/areke'}",True,1325,7,0,1386104259,1343785998,1386104259.0,11751571,CC BY-SA 3.0,https://stackoverflow.com/questions/11751571/is-it-possible-to-generate-html-from-javascript,Is it possible to generate html from JavaScript?,,11751602.0,,,,
1457,"['html', 'css']","{'account_id': 1422298, 'reputation': 5421, 'user_id': 1346690, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/15f1dff2f166af89e03328e0da7dbaa7?s=256&d=identicon&r=PG', 'display_name': 'Heetola', 'link': 'https://stackoverflow.com/users/1346690/heetola'}",True,239,7,0,1386038307,1346316486,1346328482.0,12193131,CC BY-SA 3.0,https://stackoverflow.com/questions/12193131/css-div-block-is-inheriting-his-parents-attributes,CSS div block is inheriting his parent&#39;s attributes,,12195706.0,,,,
1458,"['javascript', 'html', 'canvas']","{'account_id': 1124222, 'reputation': 297, 'user_id': 1111875, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b80cfd6dfccd55c2a045ffe079594e62?s=256&d=identicon&r=PG', 'display_name': 'LewSim', 'link': 'https://stackoverflow.com/users/1111875/lewsim'}",True,1227,1,1,1385961638,1344359878,1385961638.0,11850936,CC BY-SA 3.0,https://stackoverflow.com/questions/11850936/javascript-change-speed-of-a-ball-in-a-canvas,javascript change speed of a ball in a canvas,,,,,,
1459,"['php', 'html', 'forms', 'submit']","{'account_id': 223827, 'reputation': 1594, 'user_id': 483287, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/4e8d204e9848ee8f7552b45e5d7cc0ef?s=256&d=identicon&r=PG', 'display_name': 'ackerchez', 'link': 'https://stackoverflow.com/users/483287/ackerchez'}",True,50768,5,8,1385743644,1345222410,,12009910,CC BY-SA 3.0,https://stackoverflow.com/questions/12009910/html-form-submit-to-self,HTML Form Submit To Self,,12009981.0,,,,
1460,"['java', 'html', 'parsing', 'jsoup']","{'account_id': 1238057, 'reputation': 2662, 'user_id': 1201238, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/515eecfda83a2212e6782833d491352e?s=256&d=identicon&r=PG', 'display_name': 'No_name', 'link': 'https://stackoverflow.com/users/1201238/no-name'}",True,4801,1,14,1385734182,1345617620,,12067570,CC BY-SA 3.0,https://stackoverflow.com/questions/12067570/jsoup-remove-nested-tags-but-keep-text,Jsoup remove nested tags but keep text,,12068145.0,,,,
1461,"['javascript', 'html']","{'account_id': 1732622, 'reputation': 157, 'user_id': 1585907, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5a8954a81abe9345f44fd6fcc1395e03?s=256&d=identicon&r=PG', 'display_name': 'Jeff', 'link': 'https://stackoverflow.com/users/1585907/jeff'}",True,4251,5,1,1385719791,1344547774,,11892210,CC BY-SA 3.0,https://stackoverflow.com/questions/11892210/javascript-innerhtml-to-change-more-then-first-occurrence-plus-random-array,JavaScript - innerHTML to change more then first occurrence plus random array,,11892265.0,,,,
1462,"['html', 'css']","{'account_id': 1417803, 'reputation': 649, 'user_id': 1343040, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/d206393d825a0a9736a9afa3684d0e0e?s=256&d=identicon&r=PG', 'display_name': 'steeve', 'link': 'https://stackoverflow.com/users/1343040/steeve'}",True,174,2,2,1385676007,1346130802,,12153137,CC BY-SA 3.0,https://stackoverflow.com/questions/12153137/list-items-spacing-issue-in-ie7,list items spacing issue in IE7,,12153300.0,,,,
1463,"['css', 'html', 'image']","{'account_id': 1781762, 'reputation': 11, 'user_id': 1624299, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6a2b6651ee35cbca4044047d2b58142b?s=256&d=identicon&r=PG', 'display_name': 'user1624299', 'link': 'https://stackoverflow.com/users/1624299/user1624299'}",False,1369,4,1,1385526343,1345901740,,12122447,CC BY-SA 3.0,https://stackoverflow.com/questions/12122447/how-to-align-vertically-the-image-in-a-div,How to Align Vertically the image in a div?,,,,,,
1464,"['android', 'html', 'cordova']","{'account_id': 171407, 'reputation': 2049, 'user_id': 398802, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/86f0001ccc428e371a832074159a44b0?s=256&d=identicon&r=PG', 'display_name': 'Ayush Goyal', 'link': 'https://stackoverflow.com/users/398802/ayush-goyal'}",True,4337,4,0,1385451587,1346391732,,12209512,CC BY-SA 3.0,https://stackoverflow.com/questions/12209512/scrollable-list-bounces-back-to-topiscroll-rubber-band-effect,"Scrollable list bounces back to top[iScroll], rubber band effect?",,,,,,
1465,"['javascript', 'image', 'url', 'html', 'src']","{'account_id': 1772691, 'reputation': 3, 'user_id': 1617173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fce1805bacca0a626563f3cf9082dded?s=256&d=identicon&r=PG', 'display_name': 'user1617173', 'link': 'https://stackoverflow.com/users/1617173/user1617173'}",True,1273,1,0,1385036802,1345644939,1385036802.0,12075124,CC BY-SA 3.0,https://stackoverflow.com/questions/12075124/how-to-stop-img-src-from-using-current-url-plus-url-in-script,How to stop img src from using current URL plus URL in script,,12075159.0,,,,
1466,"['javascript', 'jquery', 'html']","{'account_id': 1684326, 'reputation': 7514, 'user_id': 1547901, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Codesen', 'link': 'https://stackoverflow.com/users/1547901/codesen'}",True,3536,3,2,1385025014,1344365673,1344366090.0,11852295,CC BY-SA 3.0,https://stackoverflow.com/questions/11852295/active-tab-based-on-query-string,Active tab based on query string,,,,,,
1467,"['html', 'css', 'facebook']","{'account_id': 1672916, 'reputation': 2995, 'user_id': 1539019, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/b46bbfb5b8972b8c64c8ab945d10a8a0?s=256&d=identicon&r=PG', 'display_name': 'Greg', 'link': 'https://stackoverflow.com/users/1539019/greg'}",True,6799,3,5,1384975648,1345321735,1362342858.0,12022007,CC BY-SA 3.0,https://stackoverflow.com/questions/12022007/facebook-like-button-box-opening-outside-window-area,Facebook like button box opening outside window area,,13104094.0,,,,
1468,"['php', 'html', 'wordpress', 'function', 'shortcode']","{'account_id': 1633048, 'reputation': 127, 'user_id': 1507233, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/65624b2e0aaf5817bd180f6391092742?s=256&d=identicon&r=PG', 'display_name': 'BeBe', 'link': 'https://stackoverflow.com/users/1507233/bebe'}",True,851,2,1,1384931015,1345469178,,12038570,CC BY-SA 3.0,https://stackoverflow.com/questions/12038570/ampersand-in-wordpress-shortcode,Ampersand in Wordpress Shortcode,,,,,,
1469,"['html', 'css', 'mobile-safari', 'z-index']","{'account_id': 898789, 'reputation': 3774, 'user_id': 935480, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/aa25cc6bb8f539feaa19ba7c0a54b19b?s=256&d=identicon&r=PG', 'display_name': 'Claudio', 'link': 'https://stackoverflow.com/users/935480/claudio'}",True,12801,2,7,1384855919,1344289603,1344306282.0,11836451,CC BY-SA 3.0,https://stackoverflow.com/questions/11836451/z-index-not-working-very-well-in-ipad,z-index not working very well in ipad,,11846388.0,,,,
1470,['html'],"{'account_id': 1767131, 'reputation': 69, 'user_id': 1612736, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9c418725a0663919bb3622bcefd975e5?s=256&d=identicon&r=PG', 'display_name': 'Sitha thai', 'link': 'https://stackoverflow.com/users/1612736/sitha-thai'}",True,3404,2,2,1384654708,1346193847,1346207167.0,12168574,CC BY-SA 3.0,https://stackoverflow.com/questions/12168574/smooth-streaming-on-browser-with-html5,Smooth streaming on browser with HTML5,,,,,,
1471,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1227244, 'reputation': 681, 'user_id': 1192576, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/9268732a5cb0da70a5e62e41a487f65b?s=256&d=identicon&r=PG', 'display_name': 'RulerNature', 'link': 'https://stackoverflow.com/users/1192576/rulernature'}",True,2204,3,-1,1384280700,1346065142,,12140697,CC BY-SA 3.0,https://stackoverflow.com/questions/12140697/ie8-checkbox-and-radio,IE8 checkbox and radio,,,,,,
1472,"['html', 'css']","{'account_id': 542952, 'reputation': 42558, 'user_id': 911930, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/HtpZB.jpg?s=256&g=1', 'display_name': 'Ilja', 'link': 'https://stackoverflow.com/users/911930/ilja'}",True,15141,5,5,1383996450,1344329018,1347099202.0,11842224,CC BY-SA 3.0,https://stackoverflow.com/questions/11842224/dotted-style-overlay-effect,Dotted style overlay effect,,11842375.0,,,,
1473,"['javascript', 'html', 'css', 'offsetwidth']","{'account_id': 459075, 'reputation': 424, 'user_id': 859328, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/e5yQL.jpg?s=256&g=1', 'display_name': 'Jordan Adams', 'link': 'https://stackoverflow.com/users/859328/jordan-adams'}",True,11642,3,5,1383948742,1344819399,,11927096,CC BY-SA 3.0,https://stackoverflow.com/questions/11927096/offsetwidth-is-returning-incorrect-value,offsetWidth is returning incorrect value,,11930373.0,,,,
1474,"['html', 'css', 'twitter-bootstrap']","{'account_id': 910448, 'reputation': 14932, 'user_id': 944430, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/4d2b181af01c96927ac05eb864d6b7b6?s=256&d=identicon&r=PG', 'display_name': 'Maik Klein', 'link': 'https://stackoverflow.com/users/944430/maik-klein'}",True,10502,6,1,1383866070,1345382666,,12026807,CC BY-SA 3.0,https://stackoverflow.com/questions/12026807/twitter-bootstrap-centering-content,Twitter Bootstrap - Centering content,,19847746.0,,,,
1475,"['javascript', 'performance', 'html', 'css', 'gpu']","{'account_id': 137028, 'reputation': 40119, 'user_id': 340947, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/D0CKc.jpg?s=256&g=1', 'display_name': 'Steven Lu', 'link': 'https://stackoverflow.com/users/340947/steven-lu'}",True,6786,3,12,1383784356,1345246507,1366406397.0,12014413,CC BY-SA 3.0,https://stackoverflow.com/questions/12014413/is-scroll-position-scrolltop-hardware-accelerated-in-browsers,Is scroll position (scrollTop) hardware accelerated in browsers?,,,,,,
1476,"['html', 'cross-browser', 'accessibility']","{'account_id': 233293, 'reputation': 6460, 'user_id': 498688, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/953a7793a36fd261495c1821e2c5ba12?s=256&d=identicon&r=PG', 'display_name': 'Andrea Turri', 'link': 'https://stackoverflow.com/users/498688/andrea-turri'}",True,1419,1,2,1383689496,1344350304,1344352590.0,11848351,CC BY-SA 3.0,https://stackoverflow.com/questions/11848351/accessibility-skip-navigation-doesnt-work,"Accessibility, skip navigation doesn&#39;t work",,11848448.0,,,,
1477,"['php', 'html', 'url-rewriting']","{'account_id': 1745478, 'reputation': 1, 'user_id': 1595818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e473ecad6e82ae664a9e8212738275da?s=256&d=identicon&r=PG', 'display_name': 'user1595818', 'link': 'https://stackoverflow.com/users/1595818/user1595818'}",True,103,2,-1,1383659245,1345250734,1495540575.0,12014860,,https://stackoverflow.com/questions/12014860/urls-with-12-instead-of-var-12,URLs with /12 instead of ?var=12,,,1345450714.0,exact duplicate,,
1478,"['html', 'html5-apps']","{'account_id': 559022, 'reputation': 235, 'user_id': 921393, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/604538d939d6aa254ed50b454ba43eef?s=256&d=identicon&r=PG', 'display_name': 'Ale', 'link': 'https://stackoverflow.com/users/921393/ale'}",True,232,1,1,1383589770,1343981848,1383589770.0,11791899,CC BY-SA 3.0,https://stackoverflow.com/questions/11791899/html5-webapp-design-app-cache,HTML5 webapp design: app cache,,11797717.0,,,,
1479,"['html', 'css', 'internet-explorer-9', 'css-float', 'html-lists']","{'account_id': 1671974, 'reputation': 1898, 'user_id': 1538275, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/357ec9523699e0eb916390d9ec32b5c5?s=256&d=identicon&r=PG', 'display_name': 'Josh Mountain', 'link': 'https://stackoverflow.com/users/1538275/josh-mountain'}",True,921,2,0,1383323769,1346099731,1383323769.0,12149222,CC BY-SA 3.0,https://stackoverflow.com/questions/12149222/floating-image-distorting-unordered-list-in-ie9,Floating image distorting unordered list in IE9,,12149528.0,,,,
1480,"['javascript', 'jquery', 'html', 'css', 'responsive-design']","{'account_id': 1060611, 'reputation': 1176, 'user_id': 1062327, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c3e1da16e656d238d7442e70063f2ec4?s=256&d=identicon&r=PG', 'display_name': 'hcharge', 'link': 'https://stackoverflow.com/users/1062327/hcharge'}",True,1032,3,6,1383170432,1344793282,,11924334,CC BY-SA 3.0,https://stackoverflow.com/questions/11924334/responsive-navigation-menu-items-tuck-under-eachother,"Responsive navigation menu, items &quot;tuck under&quot; eachother",,19694636.0,,,,
1481,"['html', 'htmltidy']","{'account_id': 446814, 'reputation': 43, 'user_id': 840095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/114275ba1cafcdc416ceed921e97095b?s=256&d=identicon&r=PG', 'display_name': 'toddlikesdesign', 'link': 'https://stackoverflow.com/users/840095/toddlikesdesign'}",True,584,1,2,1383001477,1345577374,1345578988.0,12061721,CC BY-SA 3.0,https://stackoverflow.com/questions/12061721/prevent-html-tidy-from-stripping-php,Prevent HTML Tidy from stripping PHP,,,,,,
1482,"['html', 'css', 'html5-animation']","{'account_id': 1763472, 'reputation': 9, 'user_id': 1609921, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7b803bc3080b6e0c068ab814e5872a5?s=256&d=identicon&r=PG', 'display_name': 'user1609921', 'link': 'https://stackoverflow.com/users/1609921/user1609921'}",True,3223,1,-2,1382876686,1345375276,1382876686.0,12026070,,https://stackoverflow.com/questions/12026070/how-to-create-an-image-strip-with-html5-and-css3,How to create an image strip with HTML5 and CSS3?,,,1382919882.0,Needs details or clarity,,
1483,"['javascript', 'html']","{'account_id': 1703004, 'reputation': 33, 'user_id': 1562640, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/1e7de51bdd6d9b978fa4e8a1226f224d?s=256&d=identicon&r=PG', 'display_name': 'androidprogrammer2012', 'link': 'https://stackoverflow.com/users/1562640/androidprogrammer2012'}",False,3050,3,0,1382834868,1345112161,1382834868.0,11985069,CC BY-SA 3.0,https://stackoverflow.com/questions/11985069/set-a-value-in-html-file-from-an-external-js-file,set a value in .html file from an external .js file,,,,,,
1484,"['jquery', 'html', 'slider', 'infinite-loop']","{'account_id': 1416119, 'reputation': 509, 'user_id': 1341763, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/cbf14c0b4c9acc6994a5d08bd8b055f9?s=256&d=identicon&r=PG', 'display_name': 'Robin Neal', 'link': 'https://stackoverflow.com/users/1341763/robin-neal'}",True,7226,1,7,1382690314,1344415681,1344417708.0,11860895,CC BY-SA 3.0,https://stackoverflow.com/questions/11860895/how-to-make-an-endless-scrolling-img-slider,How to make an endless scrolling img slider?,,11971588.0,,,,
1485,"['jquery', 'html', 'function', 'title', 'page-title']","{'account_id': 1728828, 'reputation': 31, 'user_id': 1582901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b627303cf3f1ed8522462cccf351c07d?s=256&d=identicon&r=PG', 'display_name': 'Blitzer Clark', 'link': 'https://stackoverflow.com/users/1582901/blitzer-clark'}",True,2311,4,0,1382682855,1344623566,1382682855.0,11907309,,https://stackoverflow.com/questions/11907309/jquery-change-title-to-h1-title-in-activepage,jQuery change title to h1 title in activepage,,11907401.0,1404809145.0,Duplicate,,
1486,"['html', 'css', 'css-selectors']","{'account_id': 180668, 'reputation': 403, 'user_id': 414130, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/6e424ebdd27d62a42c53349e896c4cb4?s=256&d=identicon&r=PG&f=1', 'display_name': 'talkingD0G', 'link': 'https://stackoverflow.com/users/414130/talkingd0g'}",True,1216,1,2,1382616660,1345229460,1382616660.0,12011551,CC BY-SA 3.0,https://stackoverflow.com/questions/12011551/css-conditional-effect,CSS conditional effect?,,,,,,
1487,"['javascript', 'html']","{'account_id': 1263002, 'reputation': 2180, 'user_id': 1220868, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/o7uWy.jpg?s=256&g=1', 'display_name': 'Ganesh Somani', 'link': 'https://stackoverflow.com/users/1220868/ganesh-somani'}",True,2035,3,2,1382540551,1344945794,1363625811.0,11951870,CC BY-SA 3.0,https://stackoverflow.com/questions/11951870/add-a-game-loader-for-html5-game,Add a Game Loader for HTML5 game,,11952163.0,,,,
1488,"['javascript', 'jquery', 'html', 'cursor', 'contenteditable']","{'account_id': 959245, 'reputation': 3752, 'user_id': 983969, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/8742f6b624078f24236fabe60ebf1b50?s=256&d=identicon&r=PG&f=1', 'display_name': 'Lemex', 'link': 'https://stackoverflow.com/users/983969/lemex'}",True,944,2,3,1382536785,1345754135,1345755136.0,12099575,CC BY-SA 3.0,https://stackoverflow.com/questions/12099575/javascript-jquery-set-cursor-in-editable-div,Javascript/jQuery set cursor in editable DIV,,12099720.0,,,,
1489,"['javascript', 'jquery', 'html']","{'account_id': 1354959, 'reputation': 63, 'user_id': 1293557, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/dfd3174d7d69fb366127a43f3365abea?s=256&d=identicon&r=PG', 'display_name': 'Chitta Sukla', 'link': 'https://stackoverflow.com/users/1293557/chitta-sukla'}",False,207,2,0,1382468713,1346103964,1346104764.0,12150038,CC BY-SA 3.0,https://stackoverflow.com/questions/12150038/get-id-of-li-tag-which-is-generating-asynchronously,get id of li tag which is generating asynchronously,,,,,,
1490,"['javascript', 'html', 'google-chrome', 'html5-audio']","{'account_id': 211461, 'reputation': 137, 'user_id': 463648, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b202bb4bef9ac332334b5017d1418c7?s=256&d=identicon&r=PG', 'display_name': 'Brian Ruff', 'link': 'https://stackoverflow.com/users/463648/brian-ruff'}",True,9724,1,5,1382379362,1344139424,1382379362.0,11813875,CC BY-SA 3.0,https://stackoverflow.com/questions/11813875/how-do-i-capture-microphone-input-using-getusermedia-in-chrome-21,How do I capture microphone input using getUserMedia in Chrome 21+?,,11852126.0,,,,
1491,"['c#', 'jquery', 'asp.net', 'html', 'pageload']","{'account_id': 1673973, 'reputation': 3545, 'user_id': 1539865, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/dre6U.png?s=256&g=1', 'display_name': 'Tarasov', 'link': 'https://stackoverflow.com/users/1539865/tarasov'}",True,2850,4,1,1382175552,1345710860,1345712764.0,12087737,CC BY-SA 3.0,https://stackoverflow.com/questions/12087737/jquery-and-asp-net-page-load,jQuery and ASP.NET Page load,,12088369.0,,,,
1492,"['javascript', 'jquery', 'html', 'css']","{'account_id': 1525116, 'reputation': 88, 'user_id': 1423756, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/4d61a038dd80add81649ce2440a627a7?s=256&d=identicon&r=PG', 'display_name': 'waqas', 'link': 'https://stackoverflow.com/users/1423756/waqas'}",True,97,3,0,1381855865,1345197013,1381855865.0,12003505,CC BY-SA 3.0,https://stackoverflow.com/questions/12003505/jquery-subtracts-css-property-value-when-i-fetch-it,jQuery subtracts css property value when i fetch it,,,,,,
1493,"['php', 'html', 'forms', 'file-upload', 'directory']","{'account_id': 462116, 'reputation': 703, 'user_id': 864243, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/0a68df0bd1a19173b8fea2d6969ef4f4?s=256&d=identicon&r=PG', 'display_name': 'Keith Drake Waggoner', 'link': 'https://stackoverflow.com/users/864243/keith-drake-waggoner'}",True,27298,2,1,1381750216,1344312479,1344313162.0,11839127,CC BY-SA 3.0,https://stackoverflow.com/questions/11839127/php-video-upload-script,Php Video Upload Script,,11839169.0,,,,
1494,"['javascript', 'html', 'forms', 'validation']","{'account_id': 912064, 'reputation': 123, 'user_id': 945671, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/b77f9f48111a086afb1f1e6e86acd215?s=256&d=identicon&r=PG', 'display_name': 'Nicole', 'link': 'https://stackoverflow.com/users/945671/nicole'}",True,167,2,0,1381672301,1345751718,1381672301.0,12099029,CC BY-SA 3.0,https://stackoverflow.com/questions/12099029/javascript-validation-page-still-submitting,Javascript Validation: Page still submitting,,12099190.0,,,,
