,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
1521,"['html', 'video', 'mobile-safari']","{'account_id': 1588589, 'reputation': 11140, 'user_id': 1472418, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/JayMB.jpg?s=256&g=1', 'display_name': 'afterglowlee', 'link': 'https://stackoverflow.com/users/1472418/afterglowlee'}",False,595,,1,0,1365102190,1347317850,12360575,CC BY-SA 3.0,https://stackoverflow.com/questions/12360575/fullscreen-mode-for-tablets-browsers-and-mobile-phone-browsers-when-playing-html,Fullscreen mode for tablets browsers and mobile phone browsers when playing HTML5 video,,,,,,
1522,"['javascript', 'html', 'canvas', 'drag-and-drop']","{'user_type': 'does_not_exist', 'display_name': 'user1646329'}",True,524,12268240.0,1,0,1365075998,1346767935,12265343,CC BY-SA 3.0,https://stackoverflow.com/questions/12265343/why-am-i-getting-a-cant-drag-image-symbol-in-ie-in-canvas-based-game,Why am I getting a can&#39;t drag image symbol in IE in Canvas based game,1365075998.0,,,,,
1523,"['jquery', 'html', 'svg', 'drag-and-drop']","{'account_id': 1851178, 'reputation': 1, 'user_id': 1677720, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1a3ba369dd39adeba8101c9585a5869?s=256&d=identicon&r=PG', 'display_name': 'Sam Ch', 'link': 'https://stackoverflow.com/users/1677720/sam-ch'}",False,481,,1,0,1365072374,1347890795,12461024,CC BY-SA 3.0,https://stackoverflow.com/questions/12461024/drag-html-text-and-that-text-dropped-on-svg-image,Drag html text and that text dropped on svg image,1365072374.0,,,,,
1524,"['jquery', 'html', 'drag-and-drop', 'reset']","{'account_id': 1851905, 'reputation': 207, 'user_id': 1678281, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/bGl0c.jpg?s=256&g=1', 'display_name': 'Jish', 'link': 'https://stackoverflow.com/users/1678281/jish'}",False,1885,,1,1,1365072371,1347903334,12464405,CC BY-SA 3.0,https://stackoverflow.com/questions/12464405/html-5-reset-drag-and-drop-position,html 5 reset drag and drop position,1365072371.0,,,,,
1525,"['html', 'css', 'sass', 'susy-compass']","{'account_id': 485573, 'reputation': 22460, 'user_id': 901944, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/d40e419b14bfe393b07206602ae0271a?s=256&d=identicon&r=PG', 'display_name': 'Andrey Mikhaylov - lolmaus', 'link': 'https://stackoverflow.com/users/901944/andrey-mikhaylov-lolmaus'}",True,7143,12658866.0,5,9,1365026076,1348931083,12653827,CC BY-SA 3.0,https://stackoverflow.com/questions/12653827/a-positionfixed-sidebar-whose-width-is-set-in-percentage,A `position:fixed` sidebar whose width is set in percentage?,1495542837.0,,,,,
1526,"['c#', 'html', 'html-agility-pack']","{'account_id': 1830476, 'reputation': 3, 'user_id': 1662021, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e55fc6cab23b76c9f8c3fc158486a2cd?s=256&d=identicon&r=PG', 'display_name': 'Greg Jones', 'link': 'https://stackoverflow.com/users/1662021/greg-jones'}",True,501,12406061.0,1,0,1365007569,1347353959,12366169,CC BY-SA 3.0,https://stackoverflow.com/questions/12366169/grabbing-a-timesheet-htmlagilitypack,Grabbing a timesheet HTMLAgilityPack,1486564639.0,1391463956.0,,,,
1527,"['flash', 'html', 'jpeg', 'agent']","{'account_id': 1237479, 'reputation': 59, 'user_id': 1200780, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/b5113ce55ee75d74824db4664fe76f7b?s=256&d=identicon&r=PG', 'display_name': 'Nick Passaro', 'link': 'https://stackoverflow.com/users/1200780/nick-passaro'}",True,320,12326468.0,1,0,1364977761,1347054032,12325761,CC BY-SA 3.0,https://stackoverflow.com/questions/12325761/html5-falls-back-to-flash-which-in-turn-falls-back-to-jpg,"HTML5 Falls back to Flash, which in turn falls back to JPG",,,,,,
1528,"['html', 'widget', 'soundcloud']","{'account_id': 1839483, 'reputation': 103, 'user_id': 1669195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/57de21a87d3ed7eddb73a94eaa809068?s=256&d=identicon&r=PG', 'display_name': 'FraDiGomma', 'link': 'https://stackoverflow.com/users/1669195/fradigomma'}",True,4932,12424624.0,1,8,1364944434,1347554674,12411006,CC BY-SA 3.0,https://stackoverflow.com/questions/12411006/soundcloud-play-multiple-tracks-simultaneously-html5-widget,Soundcloud: play multiple tracks simultaneously - HTML5 widget,,,,,,
1529,"['html', 'video', 'cross-browser']","{'account_id': 1344601, 'reputation': 453, 'user_id': 1285593, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/MR9CR.png?s=256&g=1', 'display_name': 'helhum', 'link': 'https://stackoverflow.com/users/1285593/helhum'}",True,504,15770836.0,1,0,1364925087,1347975138,12478093,CC BY-SA 3.0,https://stackoverflow.com/questions/12478093/video-element-play-button-non-functional-in-chrome-when-using-mediagroup-attr,&lt;video&gt; element: Play button non functional in Chrome when using mediagroup attribute,,,,,,
1530,"['php', 'html', 'sql-server', 'encoding']","{'account_id': 1845185, 'reputation': 26, 'user_id': 1673668, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/22123d1b249461c24b21ffbb723022e8?s=256&d=identicon&r=PG', 'display_name': 'panosrob', 'link': 'https://stackoverflow.com/users/1673668/panosrob'}",False,383,,2,1,1364909599,1347731112,12439666,CC BY-SA 3.0,https://stackoverflow.com/questions/12439666/fetching-greek-column-names-from-sql-server-with-php,Fetching greek column names from sql server with php,1364909599.0,,,,,
1531,"['html', 'css', 'scrollbar']","{'account_id': 202136, 'reputation': 819, 'user_id': 449011, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/02c1bb2d4fbcb3b12d56e900240aabd2?s=256&d=identicon&r=PG', 'display_name': 'hanazair', 'link': 'https://stackoverflow.com/users/449011/hanazair'}",True,4228,12230923.0,3,1,1364883701,1346526923,12230626,CC BY-SA 3.0,https://stackoverflow.com/questions/12230626/no-horizontal-scroll-bar-not-showing,No horizontal scroll bar not showing,,,,,,
1532,"['javascript', 'jquery', 'html']","{'account_id': 1674354, 'reputation': 920, 'user_id': 1540196, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/URu0r.jpg?s=256&g=1', 'display_name': 'halofourteen', 'link': 'https://stackoverflow.com/users/1540196/halofourteen'}",True,279,12622921.0,2,0,1364696240,1348750545,12621893,CC BY-SA 3.0,https://stackoverflow.com/questions/12621893/show-viewport-value-in-html-with-live-update-on-change,Show viewport value in html with live update on-change,1364696240.0,,,,,
1533,"['html', 'google-maps-api-3', 'geolocation', 'infowindow']","{'account_id': 1852275, 'reputation': 11, 'user_id': 1678561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dba0cc75403a5b4acdb690de4f2f3106?s=256&d=identicon&r=PG', 'display_name': 'user1678561', 'link': 'https://stackoverflow.com/users/1678561/user1678561'}",False,1504,,1,1,1364641497,1347914481,12466787,CC BY-SA 3.0,https://stackoverflow.com/questions/12466787/google-maps-api-3-geolocate-my-position-and-save-it-into-a-mysql-database,google-maps-api-3 - Geolocate my position and save it into a MySQL database,,,,,,
1534,"['android', 'html', 'mobile', 'mobile-safari']","{'account_id': 361423, 'reputation': 13429, 'user_id': 704015, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/rpCnn.png?s=256&g=1', 'display_name': 'Jezen Thomas', 'link': 'https://stackoverflow.com/users/704015/jezen-thomas'}",True,5006,12480397.0,1,5,1364290988,1347981179,12479897,CC BY-SA 3.0,https://stackoverflow.com/questions/12479897/detect-browser-file-input-support,Detect browser file input support,1495541185.0,,,,,
1535,"['php', 'jquery', 'html']","{'account_id': 1819500, 'reputation': 29, 'user_id': 1653850, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13dbd81048e2895813cd393e81a6e637?s=256&d=identicon&r=PG', 'display_name': 'user1653850', 'link': 'https://stackoverflow.com/users/1653850/user1653850'}",True,1472,12313207.0,1,2,1364222755,1347000284,12313066,CC BY-SA 3.0,https://stackoverflow.com/questions/12313066/click-add-to-insert-another-input-field-in-php,Click add to insert another input field in php,,,,,,
1536,"['iphone', 'html', 'ios', 'anchor', 'mfmailcomposeviewcontroller']","{'account_id': 1330006, 'reputation': 663, 'user_id': 1274120, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b87a993d4c4eb3ec5be289719631459f?s=256&d=identicon&r=PG', 'display_name': 'mrbangybang', 'link': 'https://stackoverflow.com/users/1274120/mrbangybang'}",True,2551,13605454.0,1,1,1364167880,1346951539,12305113,CC BY-SA 3.0,https://stackoverflow.com/questions/12305113/why-anchors-tag-containing-an-image-dont-work-in-iphones-mail-app,Why anchors tag containing an image don&#39;t work in Iphone&#39;s mail app?,1346952622.0,,,,,
1537,"['jquery', 'html', 'wordpress']","{'account_id': 282353, 'reputation': 1569, 'user_id': 579193, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/e28eb91baa7f8e9798b33b37288a9bbc?s=256&d=identicon&r=PG', 'display_name': 'max', 'link': 'https://stackoverflow.com/users/579193/max'}",True,140,12292427.0,1,1,1364103501,1346899849,12292325,CC BY-SA 3.0,https://stackoverflow.com/questions/12292325/how-to-change-criteria-for-sorting-in-jquery-slider,How to change criteria for sorting in jQuery slider?,1364103501.0,,,,,
1538,"['html', 'css']","{'account_id': 72263, 'reputation': 179, 'user_id': 208711, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/ad428977d25978d772219c3fde440198?s=256&d=identicon&r=PG', 'display_name': 'gareth', 'link': 'https://stackoverflow.com/users/208711/gareth'}",True,1441,,2,1,1363959839,1347824357,12450091,CC BY-SA 3.0,https://stackoverflow.com/questions/12450091/css-grid-div-2x2-centered-but-turns-to-1x4-on-smaller-screens,css - grid div 2x2 centered but turns to 1x4 on smaller screens,,,,,,
1539,"['javascript', 'jquery', 'html']","{'account_id': 953825, 'reputation': 6228, 'user_id': 979483, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/jfx6p.jpg?s=256&g=1', 'display_name': 'Mike Barwick', 'link': 'https://stackoverflow.com/users/979483/mike-barwick'}",False,198,,1,1,1363829956,1347987970,12481748,CC BY-SA 3.0,https://stackoverflow.com/questions/12481748/fixed-scroll-function-want-it-to-slide-jquery,FIXED SCROLL Function....want it to slide (JQUERY),1347999011.0,,,,,
1540,"['html', 'video', 'volume']","{'account_id': 1423367, 'reputation': 389, 'user_id': 1347511, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/7a39b5711a50be54a4bc23fead3c54fa?s=256&d=identicon&r=PG', 'display_name': 'mal200', 'link': 'https://stackoverflow.com/users/1347511/mal200'}",True,1065,,1,1,1363822378,1346938872,12301435,CC BY-SA 3.0,https://stackoverflow.com/questions/12301435/html5-video-tag-volume-support,HTML5 Video Tag Volume Support,,,,,,
1541,"['html', 'xml', 'perl', 'xslt']","{'account_id': 103225, 'reputation': 4282, 'user_id': 276595, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c9ab198b4fc84b4ee21ae809434e2571?s=256&d=identicon&r=PG&f=1', 'display_name': 'c11ada', 'link': 'https://stackoverflow.com/users/276595/c11ada'}",True,1318,,1,2,1363819864,1347963878,12475091,CC BY-SA 3.0,https://stackoverflow.com/questions/12475091/perl-convert-xml-to-html-using-xslt,Perl convert XML to HTML using XSLT,,,,,,
1542,"['javascript', 'html']","{'account_id': 1696819, 'reputation': 1056, 'user_id': 1558035, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/06aee8e06aadfc60bb734eb8b31b2a79?s=256&d=identicon&r=PG', 'display_name': 'Ostap Hnatyuk', 'link': 'https://stackoverflow.com/users/1558035/ostap-hnatyuk'}",True,2967,12590808.0,3,0,1363556769,1348605786,12590722,CC BY-SA 3.0,https://stackoverflow.com/questions/12590722/javascript-sections,Javascript Sections,1363556769.0,,,,,
1543,"['android', 'iphone', 'html', 'css', 'web']","{'account_id': 322973, 'reputation': 130, 'user_id': 642696, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/45a3111799ac0262ff353790c4dc6d19?s=256&d=identicon&r=PG&f=1', 'display_name': 'dsfg', 'link': 'https://stackoverflow.com/users/642696/dsfg'}",False,190,,1,1,1363539521,1348207054,12525022,CC BY-SA 3.0,https://stackoverflow.com/questions/12525022/is-rtl-support-android-for-web-base-application,Is RTL - support android for web base application,,,,,,
1544,"['html', 'post', 'web', 'plsql', 'get']","{'account_id': 185531, 'reputation': 5303, 'user_id': 422312, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/2cbf71e20364210d59058430367cd899?s=256&d=identicon&r=PG', 'display_name': 'Nate-Wilkins', 'link': 'https://stackoverflow.com/users/422312/nate-wilkins'}",True,1033,,3,0,1363441152,1348968989,12657963,CC BY-SA 3.0,https://stackoverflow.com/questions/12657963/unable-to-get-right-website-response-with-post,Unable to get right Website response with POST?,1363441152.0,,,,,
1545,"['css', 'html', 'positioning']","{'account_id': 1831651, 'reputation': 193, 'user_id': 1662927, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/095da8ae2e5cbd9cd2be420945b047eb?s=256&d=identicon&r=PG', 'display_name': 'user1662927', 'link': 'https://stackoverflow.com/users/1662927/user1662927'}",True,4141,,2,0,1363441151,1348513909,12571316,CC BY-SA 3.0,https://stackoverflow.com/questions/12571316/stick-div-to-bottom-right-corner-but-above-footer-at-all-time,"Stick div to bottom right corner, but above footer at all time",,,,,,
1546,"['javascript', 'css', 'html', 'facebook-like']","{'account_id': 1539978, 'reputation': 141, 'user_id': 1434869, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6c840af1985816d3830ddf2d4d0d4c1b?s=256&d=identicon&r=PG', 'display_name': 'Lahiru Chathuranga', 'link': 'https://stackoverflow.com/users/1434869/lahiru-chathuranga'}",False,631,,1,0,1363417991,1347734614,12440079,CC BY-SA 3.0,https://stackoverflow.com/questions/12440079/facebook-like-button-not-going-back-side-on-the-fixed-div,Facebook like button not going back side on the fixed div,1347766323.0,,,,,
1547,"['php', 'html', 'mysql', 'database']","{'account_id': 1545560, 'reputation': 113, 'user_id': 1439175, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c84f5451b4dad9c957e23810fc871a46?s=256&d=identicon&r=PG', 'display_name': 'Niel Sarvari', 'link': 'https://stackoverflow.com/users/1439175/niel-sarvari'}",True,65,12592086.0,2,0,1363315758,1348612006,12592022,CC BY-SA 3.0,https://stackoverflow.com/questions/12592022/how-can-i-allow-admins-to-edit-a-db-table-on-their-sites-backend,How can I allow admins to edit a db table on their site&#39;s backend?,1363315758.0,,,,,
1548,"['html', 'text']","{'account_id': 1394594, 'reputation': 3969, 'user_id': 1324631, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/22ea15aa505ee3fdcc5cb40b00a31f63?s=256&d=identicon&r=PG', 'display_name': 'AJMansfield', 'link': 'https://stackoverflow.com/users/1324631/ajmansfield'}",True,138,12476198.0,2,-1,1363266574,1347967209,12475989,CC BY-SA 3.0,https://stackoverflow.com/questions/12475989/extracting-text-information-from-a-webpage,Extracting Text Information from a Webpage,,,,,,
1549,"['html', 'css', 'mobile', 'dojo', 'html-lists']","{'account_id': 932077, 'reputation': 877, 'user_id': 961763, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ecc168572c08021acd083caa849f727b?s=256&d=identicon&r=PG', 'display_name': 'Creights', 'link': 'https://stackoverflow.com/users/961763/creights'}",True,298,15402238.0,1,0,1363240731,1348820291,12636209,CC BY-SA 3.0,https://stackoverflow.com/questions/12636209/formatting-a-dojo-list-items-icon,Formatting a Dojo list item&#39;s icon,,,,,,
1550,"['php', 'jquery', 'html']","{'account_id': 1793926, 'reputation': 343, 'user_id': 1633767, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d6275ace0c473a2bfbc4381385f07a80?s=256&d=identicon&r=PG', 'display_name': 'codek', 'link': 'https://stackoverflow.com/users/1633767/codek'}",True,85,12587274.0,2,0,1363220547,1348590317,12587154,CC BY-SA 3.0,https://stackoverflow.com/questions/12587154/open-page-depending-on-language,Open page depending on language,1363220547.0,,,,,
1551,"['jquery', 'html', 'google-chrome', 'modal-dialog']","{'account_id': 1793926, 'reputation': 343, 'user_id': 1633767, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d6275ace0c473a2bfbc4381385f07a80?s=256&d=identicon&r=PG', 'display_name': 'codek', 'link': 'https://stackoverflow.com/users/1633767/codek'}",True,165,12422421.0,1,0,1363216048,1347616279,12422117,CC BY-SA 3.0,https://stackoverflow.com/questions/12422117/strange-loading-on-modal-window-jquery,Strange loading on modal window - jquery,1363216048.0,,,,,
1552,"['html', 'css', 'pageload']","{'account_id': 1793926, 'reputation': 343, 'user_id': 1633767, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d6275ace0c473a2bfbc4381385f07a80?s=256&d=identicon&r=PG', 'display_name': 'codek', 'link': 'https://stackoverflow.com/users/1633767/codek'}",True,69,12278855.0,2,-1,1363215964,1346838910,12278782,CC BY-SA 3.0,https://stackoverflow.com/questions/12278782/strange-page-loading,Strange page loading,1363215964.0,,,,,
1553,"['javascript', 'html', 'mobile', 'charts', 'highcharts']","{'account_id': 65806, 'reputation': 1647, 'user_id': 193414, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/5f54b776d334bc43e497f50e28e5cd89?s=256&d=identicon&r=PG', 'display_name': 'Stig Schmidt Nielsson', 'link': 'https://stackoverflow.com/users/193414/stig-schmidt-nielsson'}",True,3075,12652197.0,1,5,1363123766,1348915782,12652082,CC BY-SA 3.0,https://stackoverflow.com/questions/12652082/html5-chart-library-that-supports-pinch-zooming,HTML5 Chart library that supports pinch zooming,1348921614.0,,,,,
1554,"['javascript', 'html', 'css']","{'account_id': 1830162, 'reputation': 149, 'user_id': 1661790, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/c7338b5763923c67b7462a74f893f352?s=256&d=identicon&r=PG', 'display_name': 'Najib Razak', 'link': 'https://stackoverflow.com/users/1661790/najib-razak'}",True,91,12362938.0,2,-3,1363080763,1347337736,12362779,CC BY-SA 3.0,https://stackoverflow.com/questions/12362779/how-to-add-html-element-as-generated-content,How to add html element as generated content,1363080763.0,,,,,
1555,"['html', 'css']","{'account_id': 1363012, 'reputation': 3878, 'user_id': 1300012, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/5aSjA.jpg?s=256&g=1', 'display_name': 'JimmyRare', 'link': 'https://stackoverflow.com/users/1300012/jimmyrare'}",True,3166,,3,2,1363078861,1347969294,12476522,CC BY-SA 3.0,https://stackoverflow.com/questions/12476522/why-doesnt-css-height-behave-like-width-on-window-resize,Why doesn&#39;t CSS &quot;height&quot; behave like &quot;width&quot; on window resize?,1363077595.0,,,,,
1556,"['javascript', 'jquery', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user474901'}",True,5098,15190892.0,9,0,1362773980,1346781407,12268924,CC BY-SA 3.0,https://stackoverflow.com/questions/12268924/bind-datetime-javascript-to-table-column,Bind datetime javascript to table column,1362724717.0,,,,,
1557,"['javascript', 'html']","{'account_id': 1864538, 'reputation': 1722, 'user_id': 1688414, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/W4aB8.png?s=256&g=1', 'display_name': 'KriiV', 'link': 'https://stackoverflow.com/users/1688414/kriiv'}",True,511,12618836.0,3,1,1362735770,1348739194,12618536,,https://stackoverflow.com/questions/12618536/enabling-submit-button-when-word-count-is-reached,Enabling submit button when word count is reached,1495541544.0,,,1348757919.0,exact duplicate,
1558,"['css', 'html', 'internet-explorer-9']","{'account_id': 1055927, 'reputation': 2996, 'user_id': 1058646, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8d8b80b5266b05dae852093e7733236a?s=256&d=identicon&r=PG', 'display_name': 'NoviceMe', 'link': 'https://stackoverflow.com/users/1058646/noviceme'}",False,295,,1,0,1362328065,1346987447,12311212,CC BY-SA 3.0,https://stackoverflow.com/questions/12311212/ie9-css-is-not-aligning-menu-properly,IE9 css is not aligning menu properly,1362328065.0,,,,,
1559,"['html', 'css', 'internet-explorer-8', 'cufon']","{'account_id': 1079480, 'reputation': 118, 'user_id': 1076878, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/97a23d828a2213c2bb31c565d5ae9e26?s=256&d=identicon&r=PG', 'display_name': 'Kieran Wilson', 'link': 'https://stackoverflow.com/users/1076878/kieran-wilson'}",True,1371,12310030.0,2,0,1362204356,1346890144,12291374,CC BY-SA 3.0,https://stackoverflow.com/questions/12291374/cufon-text-not-appear-ie8,Cufon text not appear IE8,1362204356.0,,,,,
1560,"['javascript', 'jquery', 'html', 'image-uploading', 'jcrop']","{'account_id': 121689, 'reputation': 15306, 'user_id': 314963, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/0NqGl.jpg?s=256&g=1', 'display_name': 'williamsandonz', 'link': 'https://stackoverflow.com/users/314963/williamsandonz'}",True,5110,12417833.0,2,5,1362160823,1346737187,12257390,CC BY-SA 3.0,https://stackoverflow.com/questions/12257390/jcrop-how-to-clear-all-the-div-width-height-markup,"JCrop, how to clear all the div width/height markup?",1362160823.0,,,,,
1561,"['javascript', 'html']","{'account_id': 50323, 'reputation': 12710, 'user_id': 150062, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e84dd4950fb67151713cedbe74a99d63?s=256&d=identicon&r=PG', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/150062/steven'}",True,2778,12327686.0,3,0,1362152699,1347028241,12320134,CC BY-SA 3.0,https://stackoverflow.com/questions/12320134/ie8-displaynone-to-displayblock-causes-div-to-overlap-footer,IE8 display:none; to display:block; causes div to overlap footer?,1347029275.0,,,,,
1562,"['css', 'html']","{'account_id': 1285049, 'reputation': 2247, 'user_id': 1238303, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/c922d6499750c0ad8b85f63deeead30b?s=256&d=identicon&r=PG', 'display_name': 'Bird87 ZA', 'link': 'https://stackoverflow.com/users/1238303/bird87-za'}",False,846,,1,1,1362144855,1348666318,12602942,CC BY-SA 3.0,https://stackoverflow.com/questions/12602942/div-doesnt-want-to-fill-rest-of-body,Div doesn&#39;t want to fill rest of body,1495542473.0,,,,,
1563,"['javascript', 'html', 'css']","{'account_id': 1665259, 'reputation': 2177, 'user_id': 1532795, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/2ec22ca32824a2f84227a1822763fdfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dom', 'link': 'https://stackoverflow.com/users/1532795/dom'}",True,72,12448946.0,3,0,1362049465,1347814854,12448849,CC BY-SA 3.0,https://stackoverflow.com/questions/12448849/using-same-ids-on-different-pages-cause-of-picture-elements-not-rendering,using same ids on different pages cause of picture elements not rendering?,,,,,,
1564,"['html', 'css', 'firefox', 'firefox-addon', 'firebug']","{'account_id': 1079742, 'reputation': 697, 'user_id': 1148529, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3d387bff15d000b3b66fbcc03abe49e9?s=256&d=identicon&r=PG', 'display_name': 'blade19899', 'link': 'https://stackoverflow.com/users/1148529/blade19899'}",False,1745,,1,2,1362049321,1348066733,12497364,,https://stackoverflow.com/questions/12497364/firefox-the-html-editor,firefox the html editor?,1362049321.0,,,1348084919.0,not a real question,
1565,"['javascript', 'jquery', 'html', 'css']","{'account_id': 279574, 'reputation': 1576, 'user_id': 574814, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/69b72a208992f6fb1d58ee1535978853?s=256&d=identicon&r=PG', 'display_name': 'dscl', 'link': 'https://stackoverflow.com/users/574814/dscl'}",True,119,12408065.0,1,0,1361981572,1347544894,12408037,CC BY-SA 3.0,https://stackoverflow.com/questions/12408037/preventing-form-elements-from-submitting,Preventing form elements from submitting,1361981572.0,,,,,
1566,"['php', 'html', 'yii']","{'account_id': 1086440, 'reputation': 4823, 'user_id': 1082041, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/0395a755e3cb1979819652a981ded0fd?s=256&d=identicon&r=PG&f=1', 'display_name': 'eric', 'link': 'https://stackoverflow.com/users/1082041/eric'}",True,956,12486860.0,1,0,1361960943,1347986748,12481444,CC BY-SA 3.0,https://stackoverflow.com/questions/12481444/how-to-group-items-by-date-in-yii-clistview,How to group items by date in Yii CListView?,,,,,,
1567,"['javascript', 'html', 'google-chrome', 'google-chrome-extension', 'google-chrome-devtools']","{'account_id': 1009533, 'reputation': 307, 'user_id': 1022428, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a27372e4b043b25ba7fb5457650331a8?s=256&d=identicon&r=PG', 'display_name': 'JJin', 'link': 'https://stackoverflow.com/users/1022428/jjin'}",True,1506,15107643.0,2,4,1361954825,1347424514,12381284,CC BY-SA 3.0,https://stackoverflow.com/questions/12381284/debugging-tool-for-chrome-extension-notification-window,Debugging tool for Chrome Extension notification window,,,,,,
1568,"['php', 'html', 'redirect']","{'account_id': 1097877, 'reputation': 59, 'user_id': 1091075, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/96d4e6abb7dd5a11886d1de89e2e94d7?s=256&d=identicon&r=PG', 'display_name': 'Dani Queiroga', 'link': 'https://stackoverflow.com/users/1091075/dani-queiroga'}",True,391,12617674.0,3,2,1361897800,1348736188,12617602,CC BY-SA 3.0,https://stackoverflow.com/questions/12617602/whats-wrong-with-this-redirect-meta-refresh,Whats wrong with this redirect meta refresh,1361897800.0,,,,,
1569,"['javascript', 'html']","{'account_id': 345598, 'reputation': 1262, 'user_id': 678629, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/ABaXM.jpg?s=256&g=1', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/678629/rob'}",True,27431,12490483.0,1,5,1361778240,1348040578,12490439,CC BY-SA 3.0,https://stackoverflow.com/questions/12490439/adding-new-list-elements-to-an-unordered-list-with-javascript,Adding new list elements to an unordered list with Javascript,1348040880.0,,,,,
1570,"['html', 'embedding']","{'account_id': 136169, 'reputation': 11996, 'user_id': 339500, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/010d483024524db189cd33fdef6f6faf?s=256&d=identicon&r=PG', 'display_name': 'Cris', 'link': 'https://stackoverflow.com/users/339500/cris'}",True,99,,1,0,1361695881,1348847301,12643246,CC BY-SA 3.0,https://stackoverflow.com/questions/12643246/embedding-website-inside-another,Embedding website inside another,,,,,,
