,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,migrated_from
924,"['html', 'css']","{'account_id': 16669161, 'reputation': 646, 'user_id': 15449745, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10214736683796633/picture?type=large', 'display_name': 'Mads Sander H&#248;gstrup', 'link': 'https://stackoverflow.com/users/15449745/mads-sander-h%c3%b8gstrup'}",True,44,1,0,1632822390,1632820380,,69358898,CC BY-SA 4.0,https://stackoverflow.com/questions/69358898/svg-to-middle-of-div-in-ul-tag,svg to middle of div in ul tag,,69359061.0,,
925,"['javascript', 'html']","{'account_id': 22394588, 'reputation': 111, 'user_id': 16606039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31266705fa2cbf91aa88011d164b9bba?s=256&d=identicon&r=PG&f=1', 'display_name': 'terry5546', 'link': 'https://stackoverflow.com/users/16606039/terry5546'}",True,328,3,0,1632822192,1632820681,,69358987,CC BY-SA 4.0,https://stackoverflow.com/questions/69358987/how-to-add-new-column-and-row-in-html-table-with-javascript,How to add new column and row in Html table with JavaScript,,69359355.0,,
926,"['php', 'html', 'database', 'file-upload', 'image-upload']","{'account_id': 14792275, 'reputation': 21, 'user_id': 10682848, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6249ed57a80e155e620ab2d800a7352?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kirkulese', 'link': 'https://stackoverflow.com/users/10682848/kirkulese'}",False,104,1,1,1632821883,1632774253,1632821883.0,69352842,CC BY-SA 4.0,https://stackoverflow.com/questions/69352842/upload-object-including-image-php-html,Upload object including image (PHP/Html),,,,
927,"['javascript', 'html', 'css', 'reactjs', 'image']","{'account_id': 17738592, 'reputation': 518, 'user_id': 12879474, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NT5bz.jpg?s=256&g=1', 'display_name': 'Borislav Stefanov', 'link': 'https://stackoverflow.com/users/12879474/borislav-stefanov'}",True,1283,2,7,1632821627,1631884724,1632120702.0,69224134,CC BY-SA 4.0,https://stackoverflow.com/questions/69224134/how-to-load-image-from-shared-file-on-local-server,How to load image from shared file on local server?,,,,
928,"['javascript', 'html']","{'account_id': 21996493, 'reputation': 13, 'user_id': 16268924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63b2c600697cf97474c47b5e90e87d21?s=256&d=identicon&r=PG&f=1', 'display_name': 'NonDon', 'link': 'https://stackoverflow.com/users/16268924/nondon'}",True,47,1,1,1632821492,1632819868,1632821028.0,69358767,CC BY-SA 4.0,https://stackoverflow.com/questions/69358767/define-a-herf-link-based-on-if-else-scenario-in-js-file,define a herf link based on if/else scenario in JS file,,69359175.0,,
929,"['html', 'css']","{'account_id': 6220414, 'reputation': 55, 'user_id': 4840217, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f0ca71fef986b82100f2ab71125c0a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'code_buddy', 'link': 'https://stackoverflow.com/users/4840217/code-buddy'}",True,83,3,0,1632820424,1632750629,1632752132.0,69347843,CC BY-SA 4.0,https://stackoverflow.com/questions/69347843/how-to-avoid-menu-icon-image-falling-to-next-line-on-hover,How to avoid menu icon image falling to next line on hover,,69348480.0,,
930,"['javascript', 'html', 'css', 'fullcalendar', 'fullcalendar-5']","{'account_id': 15859340, 'reputation': 56, 'user_id': 11442874, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zxAJv.jpg?s=256&g=1', 'display_name': 'zeroSoCreative', 'link': 'https://stackoverflow.com/users/11442874/zerosocreative'}",False,354,1,1,1632820393,1632816930,1632820393.0,69358091,CC BY-SA 4.0,https://stackoverflow.com/questions/69358091/fullcalendar-v5-how-to-make-content-width-fit-screen,FullCalendar v5: How to make content width fit screen,,,,
931,"['python', 'html', 'jinja2']","{'account_id': 6858862, 'reputation': 1873, 'user_id': 5273594, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bc70db210575c6a3a2ee26181acaa5e0?s=256&d=identicon&r=PG&f=1', 'display_name': '39fredy', 'link': 'https://stackoverflow.com/users/5273594/39fredy'}",True,455,5,4,1632819705,1631291163,,69135253,CC BY-SA 4.0,https://stackoverflow.com/questions/69135253/dynamic-css-loading-using-variable-in-jinja,Dynamic CSS loading using variable in jinja,,69358737.0,,
932,"['javascript', 'html', 'jquery', 'css']","{'account_id': 20442385, 'reputation': 165, 'user_id': 14998952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aa63d6d5d5e926ca9d055cd2766e04be?s=256&d=identicon&r=PG&f=1', 'display_name': 'shee', 'link': 'https://stackoverflow.com/users/14998952/shee'}",True,822,1,0,1632819460,1632813406,1632814201.0,69357314,CC BY-SA 4.0,https://stackoverflow.com/questions/69357314/add-active-class-to-menu-li-on-scrolling-through-section-in-div,Add active class to menu li on scrolling through section in div,,69358687.0,,
933,"['c#', 'html', 'jquery', 'asp.net-core', 'asp.net-core-webapi']","{'account_id': 22487569, 'reputation': 25, 'user_id': 16685734, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj6IaNukRkpLEYiNO9ojpbvp7pIfKO-yQXJ6aiL0A=k-s256', 'display_name': 'Sharad Kulshrestha', 'link': 'https://stackoverflow.com/users/16685734/sharad-kulshrestha'}",False,342,2,0,1632819385,1632812520,1632819385.0,69357143,CC BY-SA 4.0,https://stackoverflow.com/questions/69357143/how-to-get-data-through-asp-net-core-api-call-using-html-and-jquery,How to get data through asp.net core api call using html and jquery?,,,,
934,"['html', 'blur']","{'account_id': 9890997, 'reputation': 27, 'user_id': 10797022, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-QWb4k4yaclk/AAAAAAAAAAI/AAAAAAAAABg/ysQvFXwrQJw/photo.jpg?sz=256', 'display_name': 'PRASANTH BATTULA', 'link': 'https://stackoverflow.com/users/10797022/prasanth-battula'}",False,63,0,0,1632819160,1632819160,,69358612,CC BY-SA 4.0,https://stackoverflow.com/questions/69358612/how-can-i-prevent-selection-of-text-in-div-block-which-is-blurred,How can I prevent selection of text in div block which is blurred?,,,,
935,"['javascript', 'html', 'jquery', 'video']","{'account_id': 2173188, 'reputation': 8785, 'user_id': 3044737, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/aa082032e8b8fe058630c6fee57d1c42?s=256&d=identicon&r=PG', 'display_name': 'qadenza', 'link': 'https://stackoverflow.com/users/3044737/qadenza'}",False,27,0,0,1632819097,1632819097,,69358598,CC BY-SA 4.0,https://stackoverflow.com/questions/69358598/upload-a-video-and-change-src-attr-of-an-existing-video,upload a video and change src attr of an existing video,,,,
936,"['javascript', 'html', 'jquery', 'ajax', 'bootstrap-5']","{'account_id': 18025801, 'reputation': 91, 'user_id': 13101805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/746854d6ba0994fc8a115d64ddc8b4e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'HappyProgrammer', 'link': 'https://stackoverflow.com/users/13101805/happyprogrammer'}",False,97,1,1,1632818461,1632738853,1632818461.0,69345154,CC BY-SA 4.0,https://stackoverflow.com/questions/69345154/how-to-call-a-function-after-another-ends,How to call a function after another ends?,,,,
937,"['javascript', 'html', 'google-apps-script', 'zendesk-api']","{'account_id': 22882018, 'reputation': 39, 'user_id': 17023484, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwlvXg8cIrSjxgQuPnHHs6hS608R1izWz2vJLbA=k-s256', 'display_name': 'Aoki SJ Seonok Yang', 'link': 'https://stackoverflow.com/users/17023484/aoki-sj-seonok-yang'}",False,100,0,2,1632818401,1632818401,,69358438,CC BY-SA 4.0,https://stackoverflow.com/questions/69358438/creating-ticket-with-gas-through-zendesk-api-n-not-working-properly,creating ticket with GAS through Zendesk api - \n not working properly,,,,
938,"['html', 'angular', 'typescript']","{'account_id': 19636292, 'reputation': 31, 'user_id': 14373508, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhySMIJ0ckIr-qFhQziPqc3AUvY9LrolQ1aZ9RdIw=k-s256', 'display_name': 'Da reen', 'link': 'https://stackoverflow.com/users/14373508/da-reen'}",False,56,1,0,1632818380,1632817439,,69358192,CC BY-SA 4.0,https://stackoverflow.com/questions/69358192/how-can-i-display-data-in-angular,How can I display data in angular?,,,,
939,"['html', 'css']","{'account_id': 20020911, 'reputation': 107, 'user_id': 14675890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cdbb5c4ad839b4193af63cc49cd6a8cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vector', 'link': 'https://stackoverflow.com/users/14675890/vector'}",False,95,0,1,1632818341,1632817167,1632817708.0,69358143,CC BY-SA 4.0,https://stackoverflow.com/questions/69358143/change-cursor-when-it-is-over-a-drop-element-html-drag,Change cursor when it is over a drop element html drag,,,,
940,"['php', 'html', 'global', 'footer', 'header-files']","{'account_id': 16662042, 'reputation': 3, 'user_id': 12041755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8834c24db05e576ff3fd87af7002e5db?s=256&d=identicon&r=PG&f=1', 'display_name': 'imnotarobot', 'link': 'https://stackoverflow.com/users/12041755/imnotarobot'}",False,86,1,0,1632818042,1632815259,1632817686.0,69357696,CC BY-SA 4.0,https://stackoverflow.com/questions/69357696/global-header-footer-prompting-object-missing-on-different-pages-php,Global Header/Footer prompting object missing on different pages (PHP),,,,
941,"['javascript', 'html', 'dom', 'web-frontend']","{'account_id': 22858532, 'reputation': 3, 'user_id': 17003005, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2ZGtz.jpg?s=256&g=1', 'display_name': 'Matin', 'link': 'https://stackoverflow.com/users/17003005/matin'}",True,33,1,0,1632817893,1632816358,,69357960,CC BY-SA 4.0,https://stackoverflow.com/questions/69357960/is-there-any-method-in-javascript-to-operate-a-function-singly-for-one-html-elem,is there any method in javascript to operate a function singly for one HTML element?,,69358319.0,,
942,"['javascript', 'html', 'html5-canvas']","{'account_id': 3419981, 'reputation': 3, 'user_id': 2867922, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gUoNe.jpg?s=256&g=1', 'display_name': 'Tre Babcock', 'link': 'https://stackoverflow.com/users/2867922/tre-babcock'}",False,138,1,0,1632817789,1632809494,1632813178.0,69356615,CC BY-SA 4.0,https://stackoverflow.com/questions/69356615/unwanted-half-circle-when-trying-to-draw-quarter-circles,Unwanted half circle when trying to draw quarter circles,,,,
943,"['javascript', 'html', 'reactjs']","{'account_id': 20978612, 'reputation': 89, 'user_id': 15413983, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgIhgLxsY8td7BBz8qsZ_2SgnLt_M44VM5DUtQh=k-s256', 'display_name': 'ceaiius', 'link': 'https://stackoverflow.com/users/15413983/ceaiius'}",False,252,0,0,1632817246,1632816893,1632817246.0,69358077,CC BY-SA 4.0,https://stackoverflow.com/questions/69358077/browser-page-doesnt-load-when-i-open-it-with-react-using-vsc,Browser page doesn&#39;t load when I open it with React using VSC,,,,
944,"['html', 'css', 'vue.js', 'vuejs3']","{'account_id': 10438188, 'reputation': 351, 'user_id': 7695783, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-n3KUFuOfJKU/AAAAAAAAAAI/AAAAAAAAAL8/WgZtWiah_lg/photo.jpg?sz=256', 'display_name': 'Nate', 'link': 'https://stackoverflow.com/users/7695783/nate'}",False,564,1,0,1632816957,1632816437,,69357977,CC BY-SA 4.0,https://stackoverflow.com/questions/69357977/vuejs-how-will-i-loop-through-an-array-of-objects-when-the-properties-of-the-o,"VueJS: How will I loop through an array of objects, when the properties of the object is variable",,,,
945,"['javascript', 'html']","{'account_id': 22881654, 'reputation': 11, 'user_id': 17023161, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giy-b5Qa0hzdHE84fOBAC-yehQDdPC-A1P_fcQs=k-s256', 'display_name': 'Rexury Boy', 'link': 'https://stackoverflow.com/users/17023161/rexury-boy'}",False,65,1,0,1632816898,1632815935,,69357874,CC BY-SA 4.0,https://stackoverflow.com/questions/69357874/how-to-check-if-the-element-has-child-without-click-button,How to check if the element has child without click ( button ),,,,
946,"['html', 'asp.net-mvc']","{'account_id': 22570136, 'reputation': 112, 'user_id': 16756416, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9yxcU.png?s=256&g=1', 'display_name': 'mordor619', 'link': 'https://stackoverflow.com/users/16756416/mordor619'}",True,233,1,0,1632816759,1632801878,1632803362.0,69355683,CC BY-SA 4.0,https://stackoverflow.com/questions/69355683/image-is-not-being-displayed-from-varbinary,Image is not being displayed from varbinary,,69358046.0,,
947,"['python', 'html', 'filenames']","{'account_id': 22523776, 'reputation': 21, 'user_id': 16716877, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiyNRA20dmLQz-H46LZo_ZQzYP2ehjIxSYIzb7W=k-s256', 'display_name': 'mbrown1963', 'link': 'https://stackoverflow.com/users/16716877/mbrown1963'}",True,204,1,0,1632816417,1632780637,1632816417.0,69353769,CC BY-SA 4.0,https://stackoverflow.com/questions/69353769/extracting-image-filename-with-extension-from-string-that-includes-file-path-and,Extracting image filename with extension from string that includes file path and other random text,,69353855.0,,
948,"['html', 'css', 'bootstrap-4']","{'account_id': 10300821, 'reputation': 409, 'user_id': 10791600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7fa43ae97ba0cc237a6cda68228d3fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kelsey', 'link': 'https://stackoverflow.com/users/10791600/kelsey'}",True,777,2,0,1632816038,1632776606,1632816038.0,69353232,CC BY-SA 4.0,https://stackoverflow.com/questions/69353232/change-bootstrap-range-slider-color-to-hex-color,Change Bootstrap range slider color to Hex color?,,,,
949,"['javascript', 'html', 'jquery', 'css', 'ajax']","{'user_type': 'does_not_exist', 'display_name': 'user14385290'}",True,113,1,0,1632814974,1632415530,1632814974.0,69303961,CC BY-SA 4.0,https://stackoverflow.com/questions/69303961/change-time-based-on-input-timezone-with-js,Change time based on input timezone with JS,,69305217.0,,
950,"['javascript', 'html']","{'account_id': 3323732, 'reputation': 701, 'user_id': 2794221, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/AZtRk.jpg?s=256&g=1', 'display_name': 'Imran Omer', 'link': 'https://stackoverflow.com/users/2794221/imran-omer'}",True,378,3,3,1632814514,1632722586,,69341869,CC BY-SA 4.0,https://stackoverflow.com/questions/69341869/auto-sum-input-values-and-display-using-javascript,Auto Sum Input Values and Display Using Javascript,,69342035.0,,
951,"['html', 'css', 'flexbox']","{'account_id': 21433186, 'reputation': 27, 'user_id': 15789129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4dd5ca117feecfe0e8e9b7d4246e3096?s=256&d=identicon&r=PG&f=1', 'display_name': 'Coop4Free', 'link': 'https://stackoverflow.com/users/15789129/coop4free'}",True,46,1,0,1632814509,1632766321,1632814509.0,69351435,CC BY-SA 4.0,https://stackoverflow.com/questions/69351435/items-must-not-affect-the-height-of-the-flexbox,Items must not affect the height of the flexbox,,,,
952,"['javascript', 'html', 'jquery', 'arrays', 'for-loop']","{'account_id': 20726631, 'reputation': 75, 'user_id': 15219789, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fe1fe25e3d215d4f2fdd158fcc1a1184?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/15219789/thomas'}",True,37,1,0,1632813841,1632813393,1632813841.0,69357308,CC BY-SA 4.0,https://stackoverflow.com/questions/69357308/why-is-this-html-append-structured-differently-than-the-array-structure,Why is this html append structured differently than the array structure,,69357378.0,,
953,"['javascript', 'html', 'reactjs', 'input']","{'account_id': 20331378, 'reputation': 43, 'user_id': 14913265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4237e4c15f7a90660581231677b0cc5b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Siddharth', 'link': 'https://stackoverflow.com/users/14913265/siddharth'}",True,459,1,4,1632813686,1632807180,1632813056.0,69356279,CC BY-SA 4.0,https://stackoverflow.com/questions/69356279/is-it-possible-to-select-multiple-directories-with-html-input-and-webkitdirector,Is it possible to select multiple directories with html input and webkitdirectory?,,69357363.0,,
954,"['javascript', 'html', 'jquery']","{'account_id': 9904498, 'reputation': 3463, 'user_id': 7333403, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/M0p3C.jpg?s=256&g=1', 'display_name': 'Rohit Verma', 'link': 'https://stackoverflow.com/users/7333403/rohit-verma'}",True,86,2,1,1632813533,1632812324,,69357092,CC BY-SA 4.0,https://stackoverflow.com/questions/69357092/how-can-i-get-first-letter-of-each-word-in-jquery,How can I get first letter of each word in Jquery?,,69357186.0,,
955,"['html', 'asp.net-core']","{'account_id': 22714201, 'reputation': 75, 'user_id': 16879723, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzKbjwPGSvyE7oMIPk-A-ujB5j3eEgvJfCp3GoS=k-s256', 'display_name': 'stoo frisat', 'link': 'https://stackoverflow.com/users/16879723/stoo-frisat'}",True,1058,1,1,1632813314,1632667464,,69336007,CC BY-SA 4.0,https://stackoverflow.com/questions/69336007/how-to-set-the-selected-value-in-dropdown-in-update-form,how to set the selected value in dropdown in update form,,69357291.0,,
956,"['html', 'css']","{'account_id': 22840036, 'reputation': 21, 'user_id': 16987214, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68f4e9a0480e7b72ee7971904c7b34df?s=256&d=identicon&r=PG', 'display_name': 'Armando Bringas', 'link': 'https://stackoverflow.com/users/16987214/armando-bringas'}",False,196,0,2,1632813073,1632420919,1632813073.0,69305063,CC BY-SA 4.0,https://stackoverflow.com/questions/69305063/right-css-rules-containers-for-4k-screens,Right CSS rules containers for 4k screens,,,,
957,['html'],"{'account_id': 8483655, 'reputation': 111, 'user_id': 6362610, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/2047a6f0e8e81d229a8f6a36d6b1eb97?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adil', 'link': 'https://stackoverflow.com/users/6362610/adil'}",False,29,1,-4,1632812285,1632759020,,69349878,CC BY-SA 4.0,https://stackoverflow.com/questions/69349878/i-would-need-to-have-an-html-generated-email-with-the-following-content,I would need to have an HTML generated email with the following content,,,,
958,"['javascript', 'php', 'html', 'email']","{'account_id': 22743015, 'reputation': 21, 'user_id': 16904153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzadDeGGYVfW1byesZ4Z_5Mlq-kOksEY0KhJwiL=k-s256', 'display_name': 'BYBB', 'link': 'https://stackoverflow.com/users/16904153/bybb'}",True,94,2,2,1632811828,1632811113,1632811319.0,69356867,CC BY-SA 4.0,https://stackoverflow.com/questions/69356867/how-can-reset-a-form-my-contact-form-after-successfully-mail-sent,How can reset a form my contact-form after successfully mail sent?,,,,
959,"['html', 'css']","{'user_type': 'does_not_exist', 'display_name': 'user15909643'}",True,28,1,1,1632811516,1632805917,,69356119,CC BY-SA 4.0,https://stackoverflow.com/questions/69356119/css-setting-up-a-flex-grid-that-takes-2-differ-sizes-of-items,CSS: Setting up a flex grid that takes 2 differ sizes of items,,,,
960,"['html', 'css', 'bootstrap-4']","{'account_id': 21205342, 'reputation': 39, 'user_id': 15595100, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjzGQ1pWRUsyecJOIpWMvS-4j_cKM2S0fGqt7Jm=k-s256', 'display_name': 'duck_go19', 'link': 'https://stackoverflow.com/users/15595100/duck-go19'}",True,60,2,0,1632811399,1632807115,,69356266,CC BY-SA 4.0,https://stackoverflow.com/questions/69356266/how-to-align-elements-of-a-navigation-bar-to-the-right-with-bootstrap,How to align elements of a navigation bar to the right with Bootstrap?,,69356428.0,,
961,"['html', 'css', 'frontend']","{'account_id': 9887085, 'reputation': 759, 'user_id': 7321290, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/QZOVh.jpg?s=256&g=1', 'display_name': 'CodeForGood', 'link': 'https://stackoverflow.com/users/7321290/codeforgood'}",True,37,1,1,1632811239,1632810301,,69356749,,https://stackoverflow.com/questions/69356749/making-a-child-div-non-transparent-on-top-of-the-transparent-div,Making a child div non-transparent on top of the transparent div,1632819361.0,69356887.0,Duplicate,
962,"['html', 'azure-devops', 'markdown']","{'account_id': 22772147, 'reputation': 21, 'user_id': 16929394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9cde38d90fa54d8b3e368b5e6ca14a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'user16929394', 'link': 'https://stackoverflow.com/users/16929394/user16929394'}",False,604,0,2,1632811212,1631806651,,69211355,CC BY-SA 4.0,https://stackoverflow.com/questions/69211355/is-there-a-way-to-add-a-markdown-link-within-an-html-table-in-an-azure-devops-wi,Is there a way to add a Markdown link within an HTML Table in an Azure DevOps wiki page?,,,,
963,"['html', 'user-interface', 'themes', 'upgrade', 'nopcommerce']","{'account_id': 1296580, 'reputation': 609, 'user_id': 1247487, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1fd0ef3dfda081b1e8de44814d076bb5?s=256&d=identicon&r=PG', 'display_name': 'UmeRonaldo', 'link': 'https://stackoverflow.com/users/1247487/umeronaldo'}",True,64,1,0,1632810996,1631090628,,69099800,CC BY-SA 4.0,https://stackoverflow.com/questions/69099800/is-it-safe-to-change-nopcommerce-layout-and-components-markup-will-it-cause-a,Is it safe to change NopCommerce layout and components markup ? Will it cause a problem later on updating NopCommerce?,,69356846.0,,
964,"['html', 'css', 'resolution']","{'account_id': 21979136, 'reputation': 13, 'user_id': 16254467, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7595da9b6db1a1f26331b72cceb0fd33?s=256&d=identicon&r=PG&f=1', 'display_name': 'Natalius', 'link': 'https://stackoverflow.com/users/16254467/natalius'}",False,101,1,1,1632810443,1632807562,1632810443.0,69356331,CC BY-SA 4.0,https://stackoverflow.com/questions/69356331/how-to-lower-the-resolution-of-my-website,How to lower the resolution of my website,,,,
965,"['html', 'css', 'flexbox']","{'account_id': 22819972, 'reputation': 35, 'user_id': 16969997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7e313113642da068bb75242a7bbe3da?s=256&d=identicon&r=PG', 'display_name': 'Earl_Jackson', 'link': 'https://stackoverflow.com/users/16969997/earl-jackson'}",True,666,1,2,1632810060,1632760584,,69350227,CC BY-SA 4.0,https://stackoverflow.com/questions/69350227/flexbox-container-slightly-taller-than-its-contents,Flexbox container slightly taller than its contents,,69351874.0,,
966,"['javascript', 'html', 'css', 'scroll']","{'account_id': 10597594, 'reputation': 129, 'user_id': 7805668, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1KyAt.png?s=256&g=1', 'display_name': 'SandyS', 'link': 'https://stackoverflow.com/users/7805668/sandys'}",True,183,1,1,1632809664,1632807156,,69356276,CC BY-SA 4.0,https://stackoverflow.com/questions/69356276/next-section-after-scroll,Next section after scroll,,69356519.0,,
967,"['html', 'django', 'chart.js']","{'account_id': 7083981, 'reputation': 1, 'user_id': 5421347, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d401f64790d1bb69ff99969b5ae0a6f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Xiqian Zheng', 'link': 'https://stackoverflow.com/users/5421347/xiqian-zheng'}",False,248,1,0,1632809651,1632728181,1632729580.0,69342825,CC BY-SA 4.0,https://stackoverflow.com/questions/69342825/rendering-charts-using-local-chart-js-in-overriding-django-templates,Rendering charts using local Chart.js in overriding Django templates,,,,
968,"['javascript', 'html', 'salesforce', 'salesforce-lightning', 'lwc']","{'account_id': 20404116, 'reputation': 21, 'user_id': 14969128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/620fe356081616170e4782da1af202dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'chandu', 'link': 'https://stackoverflow.com/users/14969128/chandu'}",True,4535,1,2,1632809171,1632778238,,69353467,CC BY-SA 4.0,https://stackoverflow.com/questions/69353467/salesforce-display-hover-text-when-hovering-on-the-standard-lightning-button-t,Salesforce - Display hover text when hovering on the standard lightning button that is disabled,,,,
969,"['html', 'css', 'html-select']","{'account_id': 21959075, 'reputation': 43, 'user_id': 16237217, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjkSjWJRfbBi8ykdcaXJXd5UVmEBUqVUumg_Y6B=k-s256', 'display_name': 'Ayush Patwari', 'link': 'https://stackoverflow.com/users/16237217/ayush-patwari'}",True,2555,2,2,1632807404,1632738570,1632739312.0,69345098,CC BY-SA 4.0,https://stackoverflow.com/questions/69345098/how-to-add-padding-to-the-arrow-present-in-html-select,How to add padding to the arrow present in html select?,,69356260.0,,
970,"['html', 'accessibility', 'toast']","{'account_id': 9989313, 'reputation': 831, 'user_id': 7389250, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/MuXZr.png?s=256&g=1', 'display_name': 'DumbDevGirl42069', 'link': 'https://stackoverflow.com/users/7389250/dumbdevgirl42069'}",True,214,2,1,1632807235,1632729306,1632729746.0,69343012,CC BY-SA 4.0,https://stackoverflow.com/questions/69343012/how-can-i-resolve-the-accesibility-error-for-have-an-accessible-name-on-a-toas,How can I resolve the accesibility error for &quot;Have an accessible name&quot; on a toast?,,69343440.0,,
971,"['javascript', 'html', 'css']","{'account_id': 19582279, 'reputation': 19, 'user_id': 14331059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aca73b21b9c16b6f2cb5f07b6c2b0dfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dawn', 'link': 'https://stackoverflow.com/users/14331059/dawn'}",True,178,1,0,1632807163,1632805689,1632807163.0,69356089,CC BY-SA 4.0,https://stackoverflow.com/questions/69356089/how-to-add-a-click-event-listener-to-nested-class-element,How to Add a click Event Listener to nested class element,,69356144.0,,
972,"['javascript', 'html']","{'account_id': 22844928, 'reputation': 15, 'user_id': 16991390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GieioYPDC6KLfg-bTjle4uRotxRnxRjqndMygSg6vY=k-s256', 'display_name': 'lgtits', 'link': 'https://stackoverflow.com/users/16991390/lgtits'}",True,56,2,0,1632807125,1632805697,,69356090,CC BY-SA 4.0,https://stackoverflow.com/questions/69356090/javascript-dom-difference-between-children-lastelementchild,javascript DOM difference between children &amp; lastElementChild,,69356267.0,,
973,"['html', 'css', 'flexbox', 'margin']","{'account_id': 20226937, 'reputation': 11, 'user_id': 14834535, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiP0Cs-iKnlsiYTUE76zhxax0uEtV2VY6hBar492A=k-s256', 'display_name': 'SleepyOkamii', 'link': 'https://stackoverflow.com/users/14834535/sleepyokamii'}",True,171,2,0,1632807075,1632781680,,69353901,CC BY-SA 4.0,https://stackoverflow.com/questions/69353901/margin-on-a-flex-item-pushes-another-flex-item-instead,Margin on a flex item pushes another flex item instead,,,,
