,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,migrated_from,closed_date,closed_reason,community_owned_date
1510,"['javascript', 'jquery', 'html', 'css', 'scrollbar']","{'account_id': 1018047, 'reputation': 34917, 'user_id': 1029146, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/a659be962c006e43e110b5a9dfda538e?s=256&d=identicon&r=PG', 'display_name': 'temporary_user_name', 'link': 'https://stackoverflow.com/users/1029146/temporary-user-name'}",True,679,5,3,1370039104,1336936723,,10574499,CC BY-SA 3.0,https://stackoverflow.com/questions/10574499/how-to-make-a-scrollbar-appear,How to make a scrollbar appear?,10574507.0,,,,,
1511,"['html', 'video', 'safari', 'delay']","{'account_id': 1263073, 'reputation': 305, 'user_id': 1220935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8063226c4c60d2617391d0de3683100?s=256&d=identicon&r=PG', 'display_name': 'mikel', 'link': 'https://stackoverflow.com/users/1220935/mikel'}",False,2183,3,0,1369801292,1337684111,1337707629.0,10700621,CC BY-SA 3.0,https://stackoverflow.com/questions/10700621/html5-video-delay-in-mobile-safari,Html5 video delay in mobile safari,,,,,,
1512,"['javascript', 'html', 'firefox-addon', 'web-worker']","{'account_id': 448294, 'reputation': 680, 'user_id': 842411, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/757a5a64e87b95434c14872f124700df?s=256&d=identicon&r=PG', 'display_name': 'Vivek', 'link': 'https://stackoverflow.com/users/842411/vivek'}",True,2543,1,1,1369763124,1336458664,1336483306.0,10493706,CC BY-SA 3.0,https://stackoverflow.com/questions/10493706/parsing-html-dom-in-web-worker,Parsing HTML DOM in web worker,16798322.0,,,,,
1513,"['jquery', 'jquery-ui', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user1357913'}",True,4956,5,1,1369673308,1337241074,1337241582.0,10631802,CC BY-SA 3.0,https://stackoverflow.com/questions/10631802/how-to-reset-slider-in-the-div-how-to-clear-elements-in-div,How to reset slider in the &lt;div&gt;?/ How to clear elements in &lt;div&gt;,10631917.0,,,,,
1514,"['java', 'html', 'jsf', 'canvas', 'graph']","{'account_id': 323621, 'reputation': 10453, 'user_id': 643742, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/d735898289dc3174f1a9a17cf45070d0?s=256&d=identicon&r=PG', 'display_name': 'Franz Kafka', 'link': 'https://stackoverflow.com/users/643742/franz-kafka'}",True,6100,2,3,1369659037,1337179826,1337198928.0,10621091,CC BY-SA 3.0,https://stackoverflow.com/questions/10621091/jsf-for-drawing-graphs-not-a-chart-but-a-dag-in-html5,"JSF for drawing graphs (not a chart, but a DAG) in HTML5",13219708.0,,,,,
1515,"['html', 'web', 'translation']","{'account_id': 1460806, 'reputation': 107, 'user_id': 1375205, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/61e29b88f865ff1c2a5ba08b54a4412f?s=256&d=identicon&r=PG', 'display_name': 'Coralie', 'link': 'https://stackoverflow.com/users/1375205/coralie'}",False,957,1,0,1369562982,1336142705,1369562982.0,10451071,CC BY-SA 3.0,https://stackoverflow.com/questions/10451071/create-and-use-translation-resources-in-an-html5-web-application,Create and use translation resources in an HTML5 web application,,,,,,
1516,"['html', 'firefox', 'scrollbar', 'hide']","{'account_id': 533346, 'reputation': 1194, 'user_id': 903877, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c8112e74c84fea5e2faccbc7da3c2ba9?s=256&d=identicon&r=PG', 'display_name': 'ATSiem', 'link': 'https://stackoverflow.com/users/903877/atsiem'}",True,6387,3,2,1369493520,1335975825,1352214840.0,10417796,CC BY-SA 3.0,https://stackoverflow.com/questions/10417796/hide-scrollbar-for-iframe-in-html5-on-firefox-without-editing-the-src,Hide Scrollbar for iFrame in HTML5 on Firefox without editing the SRC,,,,,,
1517,"['html', 'internet-explorer', 'conditional-comments']","{'account_id': 72444, 'reputation': 9894, 'user_id': 209139, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/083585eca61df2e31aa5768fa62872aa?s=256&d=identicon&r=PG', 'display_name': 'TRiG', 'link': 'https://stackoverflow.com/users/209139/trig'}",True,221,1,2,1369395654,1337867501,,10738828,CC BY-SA 3.0,https://stackoverflow.com/questions/10738828/valid-downlevel-revealed-conditional-comments,Valid &quot;downlevel revealed&quot; conditional comments,10739008.0,,,,,
1518,"['javascript', 'jquery', 'html', 'css', 'animation']","{'account_id': 1239441, 'reputation': 1362, 'user_id': 1202386, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/oTC9M.jpg?s=256&g=1', 'display_name': 'BSG', 'link': 'https://stackoverflow.com/users/1202386/bsg'}",True,9405,3,1,1369302591,1336817596,1336818830.0,10562813,CC BY-SA 3.0,https://stackoverflow.com/questions/10562813/possible-to-animate-each-letter-separatly,Possible to animate each letter separatly?,10562856.0,,,,,
1519,"['javascript', 'flash', 'html', 'canvas', 'easeljs']","{'account_id': 22698, 'reputation': 18892, 'user_id': 56256, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e57808f4634d221405c81d00b2e12b16?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/56256/nick'}",True,4025,2,3,1369238165,1337976211,,10760712,CC BY-SA 3.0,https://stackoverflow.com/questions/10760712/how-do-i-get-the-current-position-frame-of-a-movie-clip-in-easeljs,How do I get the current position (frame) of a movie clip in EaselJS?,10765900.0,,,,,
1520,"['c#', 'wpf', 'html']","{'account_id': 1457755, 'reputation': 703, 'user_id': 1372920, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/tj2Hz.jpg?s=256&g=1', 'display_name': 'Jacob O&#39;Brien', 'link': 'https://stackoverflow.com/users/1372920/jacob-obrien'}",True,291,2,0,1369209207,1337250331,1337263168.0,10633933,CC BY-SA 3.0,https://stackoverflow.com/questions/10633933/is-it-possible-to-access-functions-within-a-wpf-applications-using-html5,Is it possible to access functions within a WPF applications using HTML5?,10647502.0,,,,,
1521,"['php', 'mysql', 'html', 'recursion']","{'account_id': 291661, 'reputation': 4412, 'user_id': 593958, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b2a43f917e86d519bcea42c9f6f08f09?s=256&d=identicon&r=PG&f=1', 'display_name': 'skmasq', 'link': 'https://stackoverflow.com/users/593958/skmasq'}",True,12398,1,1,1369204466,1338199596,,10782810,CC BY-SA 3.0,https://stackoverflow.com/questions/10782810/echo-menu-tree-with-recursive-function,Echo menu tree with recursive function,10783004.0,,,,,
1522,"['jquery', 'html', 'css']","{'account_id': 1023392, 'reputation': 26286, 'user_id': 1033200, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/tfakI.jpg?s=256&g=1', 'display_name': 'Sowmya', 'link': 'https://stackoverflow.com/users/1033200/sowmya'}",True,6196,1,1,1369154044,1337252148,,10634367,CC BY-SA 3.0,https://stackoverflow.com/questions/10634367/dropdown-menu-for-ipad-tapping,dropdown menu for ipad tapping,10636586.0,,,,,
1523,"['jquery', 'html', 'slider']","{'account_id': 941832, 'reputation': 1885, 'user_id': 969792, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/d71f8fb4c120e4b308bab5c1548ac423?s=256&d=identicon&r=PG', 'display_name': 'JohnA', 'link': 'https://stackoverflow.com/users/969792/johna'}",True,431,4,1,1369088653,1335996927,1335997137.0,10422467,CC BY-SA 3.0,https://stackoverflow.com/questions/10422467/randomize-a-value-in-jquery,Randomize a value in jQuery,,,,,,
1524,"['javascript', 'jquery', 'html', 'css', 'jquery-mobile']","{'account_id': 178699, 'reputation': 3759, 'user_id': 410856, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/e5274054787d0ae035c54cb203efdbd8?s=256&d=identicon&r=PG', 'display_name': 'gabaum10', 'link': 'https://stackoverflow.com/users/410856/gabaum10'}",True,1552,1,2,1369062452,1335818915,1369062452.0,10390364,CC BY-SA 3.0,https://stackoverflow.com/questions/10390364/jquery-mobile-notext-erasing-button-icons,Jquery Mobile - &quot;notext&quot; erasing button icons,10390582.0,,,,,
1525,"['javascript', 'html', 'html5-canvas']","{'account_id': 1496186, 'reputation': 2572, 'user_id': 1402073, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/25cf567b6d9152fce06227b7746e40d3?s=256&d=identicon&r=PG', 'display_name': 'Andrew Howard', 'link': 'https://stackoverflow.com/users/1402073/andrew-howard'}",True,1475,1,7,1368465114,1337939579,,10752236,CC BY-SA 3.0,https://stackoverflow.com/questions/10752236/best-way-to-layer-in-html5-canvas,Best way to layer in HTML5 Canvas?,,,,,,
1526,"['javascript', 'html']","{'account_id': 1517528, 'reputation': 13, 'user_id': 1418172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a63f0a36f8d2fae7ca2d538b7772000?s=256&d=identicon&r=PG', 'display_name': 'Steven Thompson', 'link': 'https://stackoverflow.com/users/1418172/steven-thompson'}",True,6848,1,0,1368414691,1338397376,1338402996.0,10820890,CC BY-SA 3.0,https://stackoverflow.com/questions/10820890/message-unterminated-string-constant,Message: Unterminated string constant,10822160.0,,,,,
1527,"['javascript', 'jquery', 'html', 'asp.net-mvc-3']","{'account_id': 1319685, 'reputation': 26572, 'user_id': 1265753, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/7af2b6fd0dc9f7917d63fe028e85295d?s=256&d=identicon&r=PG', 'display_name': 'karaxuna', 'link': 'https://stackoverflow.com/users/1265753/karaxuna'}",True,13896,2,5,1368043628,1337870427,1337870831.0,10739734,CC BY-SA 3.0,https://stackoverflow.com/questions/10739734/remove-onmouseover-event-from-all-img-tags,Remove onmouseover event from all &lt;img&gt; tags,10739760.0,,,,,
1528,"['jquery', 'html', 'google-chrome', 'maskedinput']","{'account_id': 402926, 'reputation': 817, 'user_id': 770392, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee5ad842c62317efab27665a89faf977?s=256&d=identicon&r=PG', 'display_name': 'wilsonfoz', 'link': 'https://stackoverflow.com/users/770392/wilsonfoz'}",False,2446,1,1,1368039023,1337891655,,10744879,CC BY-SA 3.0,https://stackoverflow.com/questions/10744879/jquery-masked-input-digitalbush-doesnt-work-with-chrome-19-input-type-number,jQuery Masked Input (digitalBush) doesn&#39;t work with Chrome 19 input type=&quot;number&quot;,,,,,,
1529,"['javascript', 'jquery', 'html', 'performance', 'jquery-selectors']","{'account_id': 909063, 'reputation': 14551, 'user_id': 943340, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f7b5b9f0164c4854a8c9f148ddc97c8e?s=256&d=identicon&r=PG', 'display_name': 'Googlebot', 'link': 'https://stackoverflow.com/users/943340/googlebot'}",False,1306,2,0,1368018066,1337606334,1337607389.0,10686043,CC BY-SA 3.0,https://stackoverflow.com/questions/10686043/using-jquery-in-footer,Using jQuery in footer,,,,,,
1530,"['javascript', 'android', 'html', 'touch']","{'account_id': 1485110, 'reputation': 77, 'user_id': 1393539, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/8629f357509402518643dbcd97c05628?s=256&d=identicon&r=PG', 'display_name': 'Laxmi Kant', 'link': 'https://stackoverflow.com/users/1393539/laxmi-kant'}",True,43514,3,2,1367845037,1337250688,1337254180.0,10634038,CC BY-SA 3.0,https://stackoverflow.com/questions/10634038/call-a-function-onclick-a-button-in-html5,call a function onclick a button in html5,,,,,,
1531,"['javascript', 'html', 'filereader']","{'account_id': 1201411, 'reputation': 641, 'user_id': 1172007, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/44e02b3d944fadef5fd58d35a9280007?s=256&d=identicon&r=PG', 'display_name': 'Lasse', 'link': 'https://stackoverflow.com/users/1172007/lasse'}",True,2462,1,0,1367752849,1335960942,1367752849.0,10413548,CC BY-SA 3.0,https://stackoverflow.com/questions/10413548/javascript-filereader-using-a-lot-of-memory,JavaScript FileReader using a lot of memory,10414855.0,,,,,
1532,"['javascript', 'html']","{'account_id': 1333482, 'reputation': 1375, 'user_id': 1276799, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/18f796246d879535ce285776c79b33d1?s=256&d=identicon&r=PG', 'display_name': 'Anthony Do', 'link': 'https://stackoverflow.com/users/1276799/anthony-do'}",True,13589,2,2,1367557397,1336914545,1336914575.0,10572004,CC BY-SA 3.0,https://stackoverflow.com/questions/10572004/drop-down-list-display-div-when-clicking-an-option,Drop down list - display div when clicking an option,10572233.0,,,,,
1533,"['html', 'svg']","{'account_id': 351433, 'reputation': 15459, 'user_id': 687901, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/514e858fbe3c3465fc1f01970317f65b?s=256&d=identicon&r=PG', 'display_name': 'philipp', 'link': 'https://stackoverflow.com/users/687901/philipp'}",True,1618,1,5,1367504632,1337074020,,10597826,CC BY-SA 3.0,https://stackoverflow.com/questions/10597826/performance-issue-inline-svg-vs-embed-or-iframe,performance issue inline SVG vs. embed or iframe,16340610.0,,,,,
1534,"['jquery', 'html', 'animation', 'video', 'popcornjs']","{'account_id': 702358, 'reputation': 469, 'user_id': 585646, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/23f953625371757c45274a9f2fcdec20?s=256&d=identicon&r=PG', 'display_name': 'nax_', 'link': 'https://stackoverflow.com/users/585646/nax'}",True,1351,2,5,1367451914,1336417619,,10487619,CC BY-SA 3.0,https://stackoverflow.com/questions/10487619/use-of-popcorn-jquery-for-animations,Use of Popcorn + jQuery for animations,10489023.0,,,,,
1535,"['java', 'html', 'cordova', 'websocket', 'comet']","{'account_id': 903666, 'reputation': 674, 'user_id': 939102, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/13bc229fbc27687655b8d7bad5dd3bc6?s=256&d=identicon&r=PG', 'display_name': 'Aymen Taarit', 'link': 'https://stackoverflow.com/users/939102/aymen-taarit'}",False,600,1,1,1367403075,1338406561,1367403075.0,10823065,CC BY-SA 3.0,https://stackoverflow.com/questions/10823065/server-side-notification-phonegap-reverse-ajax,Server-side notification Phonegap reverse ajax,,,,,,
1536,"['jquery', 'html', 'css']","{'account_id': 446032, 'reputation': 1292, 'user_id': 838824, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://i.stack.imgur.com/4psWI.jpg?s=256&g=1', 'display_name': 'anglimasS', 'link': 'https://stackoverflow.com/users/838824/anglimass'}",True,7024,2,1,1367329670,1337691501,1367329670.0,10702513,CC BY-SA 3.0,https://stackoverflow.com/questions/10702513/jquery-tinyscrollbar-pop-up-scroll-bar-not-working,jquery.tinyscrollbar pop-up scroll bar not working,10702901.0,,,,,
1537,"['html', 'css', 'css-float']","{'account_id': 1505666, 'reputation': 11051, 'user_id': 1409082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b6b5a174d59c8e6609be6c984444770?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jocelyn', 'link': 'https://stackoverflow.com/users/1409082/jocelyn'}",True,1250,1,-5,1367068992,1338400073,1367068992.0,10821546,CC BY-SA 3.0,https://stackoverflow.com/questions/10821546/background-color-and-scrolling-problems-with-floating-layout-with-fixed-header-a,Background color and scrolling problems with floating layout with fixed header and fixed footer,10823056.0,,,,,
1538,"['php', 'html', 'mysqli']","{'account_id': 992687, 'reputation': 1481, 'user_id': 1009507, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/IRUPm.jpg?s=256&g=1', 'display_name': 'sammyukavi', 'link': 'https://stackoverflow.com/users/1009507/sammyukavi'}",True,105,4,0,1366923348,1335955813,,10412246,CC BY-SA 3.0,https://stackoverflow.com/questions/10412246/create-sql-using-variables,Create SQL using variables,10412324.0,,,,,
1539,"['javascript', 'html', 'skype']","{'account_id': 1393381, 'reputation': 911, 'user_id': 1323673, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0d0b5c2c0a8d6a027e8c64c8ed875bb7?s=256&d=identicon&r=PG', 'display_name': 'cgvector', 'link': 'https://stackoverflow.com/users/1323673/cgvector'}",True,5716,1,0,1366659855,1336458477,,10493652,CC BY-SA 3.0,https://stackoverflow.com/questions/10493652/how-to-integrate-skype-chat-on-website,How to Integrate skype chat on website,10493792.0,,,,,
1540,"['javascript', 'html']","{'account_id': 1237207, 'reputation': 10847, 'user_id': 1200555, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/4f304d6d2f8ec35a565ca50e537f8bf6?s=256&d=identicon&r=PG', 'display_name': 'ali', 'link': 'https://stackoverflow.com/users/1200555/ali'}",True,2492,1,2,1366655306,1337448631,1366655306.0,10667407,CC BY-SA 3.0,https://stackoverflow.com/questions/10667407/re-order-list-of-divs-with-the-mouse-using-pure-javascript,Re-order list of divs with the mouse using pure JavaScript,10668347.0,,,,,
1541,"['javascript', 'jquery', 'html']","{'account_id': 1448845, 'reputation': 325, 'user_id': 1366440, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/9543910d21c1df44dc3f32f32423b54d?s=256&d=identicon&r=PG', 'display_name': 'user1366440', 'link': 'https://stackoverflow.com/users/1366440/user1366440'}",True,1351,3,2,1366654826,1335937695,1335947763.0,10408350,CC BY-SA 3.0,https://stackoverflow.com/questions/10408350/blur-function-not-working-in-firefox,Blur Function Not working In Firefox,,,,,,
1542,"['css', 'html', 'gaps-in-visuals']","{'account_id': 1483837, 'reputation': 1479, 'user_id': 1392515, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5a98fbaceef56f150dbb2ee76b9bec12?s=256&d=identicon&r=PG', 'display_name': 'stackOverFlew', 'link': 'https://stackoverflow.com/users/1392515/stackoverflew'}",True,4188,1,2,1366313044,1336935923,1366313044.0,10574414,CC BY-SA 3.0,https://stackoverflow.com/questions/10574414/air-gap-between-top-of-page-and-first-divs-on-page,Air-gap between top of page and first divs on page,10574439.0,,,,,
1543,"['jquery', 'html', 'css', 'twitter-bootstrap']","{'account_id': 1080126, 'reputation': 404, 'user_id': 1077330, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/ef3ecd670dd3338a8fd09e95e41031d1?s=256&d=identicon&r=PG', 'display_name': 'Loed', 'link': 'https://stackoverflow.com/users/1077330/loed'}",True,5610,2,12,1366305571,1336049461,1336069351.0,10431767,CC BY-SA 3.0,https://stackoverflow.com/questions/10431767/bootstrap-from-twitter-ie7-bug,Bootstrap from Twitter IE7 bug,10559414.0,,,,,
1544,"['javascript', 'jquery', 'html', 'firefox']","{'account_id': 448093, 'reputation': 774, 'user_id': 842108, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/6opW3.jpg?s=256&g=1', 'display_name': 'mahesmohan', 'link': 'https://stackoverflow.com/users/842108/mahesmohan'}",True,4809,2,5,1366301970,1335904911,,10404038,CC BY-SA 3.0,https://stackoverflow.com/questions/10404038/reload-the-page-when-visited-by-clicking-back-button-in-firefox,Reload the page when visited by clicking Back button in Firefox,10406265.0,,,,,
1545,['html'],"{'account_id': 316665, 'reputation': 83661, 'user_id': 632951, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/77f196f4d3b4b89fc179071f3aa21e1e?s=256&d=identicon&r=PG', 'display_name': 'Pacerier', 'link': 'https://stackoverflow.com/users/632951/pacerier'}",True,1347,2,3,1366296484,1335812724,,10389120,CC BY-SA 3.0,https://stackoverflow.com/questions/10389120/what-is-a-html5-metadata-element,What is a HTML5 &quot;metadata element&quot;?,10389168.0,,,,,
1546,"['c#', 'html', 'asp.net-mvc-3', 'hyperlink', 'action']","{'account_id': 1421116, 'reputation': 271, 'user_id': 1345690, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/da210ee3f87f9970d1ff0c1c0f97fe80?s=256&d=identicon&r=PG', 'display_name': 'Ahsan', 'link': 'https://stackoverflow.com/users/1345690/ahsan'}",True,3286,5,-1,1366263322,1337672151,,10697712,CC BY-SA 3.0,https://stackoverflow.com/questions/10697712/how-to-send-hidden-parameters-when-i-click-on-a-link-in-asp-net-mvc3,How to send hidden parameters when i click on a link in asp.net mvc3,10697974.0,,,,,
1547,"['javascript', 'html']","{'account_id': 1465379, 'reputation': 27411, 'user_id': 1378388, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/txELp.jpg?s=256&g=1', 'display_name': 'William Kinaan', 'link': 'https://stackoverflow.com/users/1378388/william-kinaan'}",True,3737,1,2,1366205262,1336722014,1495540588.0,10547375,CC BY-SA 3.0,https://stackoverflow.com/questions/10547375/javascript-add-elements-to-li-tag,javascript add elements to li tag,10547450.0,,,,,
1548,"['java', 'html', 'browser']","{'account_id': 422964, 'reputation': 32606, 'user_id': 802050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b64ecf035c26728e5e3635b940d2cd38?s=256&d=identicon&r=PG', 'display_name': 'M Sach', 'link': 'https://stackoverflow.com/users/802050/m-sach'}",True,3035,2,0,1366059983,1336469299,1366059983.0,10496011,CC BY-SA 3.0,https://stackoverflow.com/questions/10496011/how-to-make-the-browser-interpret-the-text-as-html-content-instead-of-plain-text,How to make the browser interpret the text as html content instead of plain text?,,,,,,
1549,"['jquery', 'html', 'mobile', 'textarea', 'maxlength']","{'account_id': 1195636, 'reputation': 3978, 'user_id': 1167442, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/G9qR6.png?s=256&g=1', 'display_name': 'dgo', 'link': 'https://stackoverflow.com/users/1167442/dgo'}",True,987,2,0,1365957681,1337131685,1337199734.0,10610882,CC BY-SA 3.0,https://stackoverflow.com/questions/10610882/html5-textarea-max-length-ends-early,HTML5 Textarea Max-Length Ends Early,10619914.0,,,,,
1550,"['javascript', 'jquery', 'html', 'css', 'webkit']","{'account_id': 251296, 'reputation': 4958, 'user_id': 528576, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4be855416e3bfe3abad7f46222192908?s=256&d=identicon&r=PG', 'display_name': 'andrewpthorp', 'link': 'https://stackoverflow.com/users/528576/andrewpthorp'}",True,16585,5,20,1365767598,1336588469,1337366746.0,10522054,CC BY-SA 3.0,https://stackoverflow.com/questions/10522054/weird-rendering-bug-in-desktop-webkit-safari-chrome-with-absolutely-positioned,Weird rendering bug in desktop webkit (safari/chrome) with absolutely positioned elements,11847892.0,,,,,
1551,"['html', 'css', 'internet-explorer-8', 'css-selectors']","{'account_id': 1312837, 'reputation': 5537, 'user_id': 1260448, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/qU8RS.jpg?s=256&g=1', 'display_name': 'Modular', 'link': 'https://stackoverflow.com/users/1260448/modular'}",True,2403,2,0,1365758327,1335987663,1365758327.0,10420534,CC BY-SA 3.0,https://stackoverflow.com/questions/10420534/active-does-not-work-in-ie8,:active does not work in IE8,10420794.0,,,,,
1552,"['html', 'ruby-on-rails', 'ruby-on-rails-3', 'textarea', 'newline']","{'account_id': 137419, 'reputation': 54449, 'user_id': 341583, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/cf9edfdcf79bd399f9b077b815dece35?s=256&d=identicon&r=PG', 'display_name': 'sscirrus', 'link': 'https://stackoverflow.com/users/341583/sscirrus'}",False,197,2,2,1365590300,1335940977,,10408914,CC BY-SA 3.0,https://stackoverflow.com/questions/10408914/textarea-adding-spaces-for-every-n,textarea adding spaces for every \n,,,,,,
1553,"['html', 'struts2']","{'account_id': 1209792, 'reputation': 255, 'user_id': 1178575, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/e224c2b5124a33f1f8d127266731a85e?s=256&d=identicon&r=PG', 'display_name': 'Sonoo Jaiswal', 'link': 'https://stackoverflow.com/users/1178575/sonoo-jaiswal'}",True,5811,2,2,1365529938,1337419376,1592644375.0,10663944,CC BY-SA 4.0,https://stackoverflow.com/questions/10663944/character-decoding-failed-error,character decoding failed error,,,,,,
1554,['html'],"{'account_id': 1335107, 'reputation': 759, 'user_id': 1278054, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/beceebd1b77b07b2da6976ed2c3d9840?s=256&d=identicon&r=PG', 'display_name': 'keerthi', 'link': 'https://stackoverflow.com/users/1278054/keerthi'}",True,860,2,0,1365483153,1338463610,,10832670,CC BY-SA 3.0,https://stackoverflow.com/questions/10832670/how-to-share-content-from-our-site-to-google-plus,How to share content from our site to google plus,15879167.0,,,,,
1555,"['html', 'internet-explorer', 'dotnetnuke', 'x-ua-compatible']","{'account_id': 1420377, 'reputation': 41, 'user_id': 1345129, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6b52d4234079c784bb31d79f766bda94?s=256&d=identicon&r=PG', 'display_name': 'derschwigg', 'link': 'https://stackoverflow.com/users/1345129/derschwigg'}",True,1648,1,2,1365426276,1337090354,1365426276.0,10602364,CC BY-SA 3.0,https://stackoverflow.com/questions/10602364/x-ua-compatible-in-dotnetnuke,X-UA-Compatible in DotNetNuke,,,,,,
1556,"['javascript', 'jquery', 'html', 'browser-cache', 'offline-caching']","{'account_id': 417711, 'reputation': 71, 'user_id': 793862, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b05b652e7de9dd410dbaf0606984aa17?s=256&d=identicon&r=PG', 'display_name': 'Dominik', 'link': 'https://stackoverflow.com/users/793862/dominik'}",False,1698,1,1,1365423597,1337875386,1337883945.0,10741160,CC BY-SA 3.0,https://stackoverflow.com/questions/10741160/web-application-available-offline-from-cache,Web application available offline from cache,,,,,,
1557,"['jquery', 'jquery-plugins', 'html', 'rotation']","{'account_id': 1190937, 'reputation': 8279, 'user_id': 1163736, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/84bd990be976860bb4b49b753a17ae35?s=256&d=identicon&r=PG', 'display_name': 'Gaurav', 'link': 'https://stackoverflow.com/users/1163736/gaurav'}",True,265,2,0,1365415000,1337027544,1337259337.0,10590607,CC BY-SA 3.0,https://stackoverflow.com/questions/10590607/jquery-plugin-for-rotating-elements,jQuery plugin for rotating elements,10590631.0,,,,,
1558,"['javascript', 'facebook', 'html', 'audio', 'soundmanager2']","{'account_id': 1241036, 'reputation': 1926, 'user_id': 1203633, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/bd07514c6650673213a493bc1b5e6f80?s=256&d=identicon&r=PG', 'display_name': 'nialna2', 'link': 'https://stackoverflow.com/users/1203633/nialna2'}",True,137,1,1,1365407680,1336732402,,10549733,CC BY-SA 3.0,https://stackoverflow.com/questions/10549733/facebook-game-sound-in-javascript,Facebook game sound in javascript,15873992.0,,,,,
