,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,migrated_from,locked_date
1567,"['java', 'html', 'spring-boot', 'post']","{'account_id': 24202611, 'reputation': 1, 'user_id': 18160243, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgayfBiKZYGJu80Ss3LWL1nEyhvbguOssyUO7Px-g=k-s256', 'display_name': 'Abhishek Jha', 'link': 'https://stackoverflow.com/users/18160243/abhishek-jha'}",False,32,,,,0,0,1653430564,1653430564,,72370025,CC BY-SA 4.0,https://stackoverflow.com/questions/72370025/get-unencoded-payload-from-post-request,Get Unencoded payload from POST request,,,,,
1568,"['javascript', 'html', 'video', 'iframe', 'vimeo']","{'account_id': 13255744, 'reputation': 501, 'user_id': 9571906, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd7e532231fa53cbe04b5456f29ae18e?s=256&d=identicon&r=PG&f=1', 'display_name': 'theCrabNebula', 'link': 'https://stackoverflow.com/users/9571906/thecrabnebula'}",False,377,,,,0,0,1653430555,1653430555,,72370024,CC BY-SA 4.0,https://stackoverflow.com/questions/72370024/changing-embedded-vimeo-video-duration-and-setting-new-end-time-in-ui-through-ja,Changing embedded Vimeo video duration and setting new end time in UI through JavaScript,,,,,
1569,"['html', 'css', 'flexbox']","{'account_id': 23752186, 'reputation': 1, 'user_id': 17768792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6631fca31d33e3c3764bfdcccebfa317?s=256&d=identicon&r=PG', 'display_name': 'gogreen', 'link': 'https://stackoverflow.com/users/17768792/gogreen'}",False,51,,,,0,0,1653430418,1653425975,1653430418.0,72369410,CC BY-SA 4.0,https://stackoverflow.com/questions/72369410/newbie-front-end-question-regarding-padding-with-flexbox,Newbie Front-End question regarding padding with flexbox,,,,,
1570,"['python', 'html', 'django', 'django-forms', 'cs50']","{'account_id': 22248084, 'reputation': 125, 'user_id': 16481465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef634ca9befbc070428477f193a594bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'skateb2020', 'link': 'https://stackoverflow.com/users/16481465/skateb2020'}",False,33,,,,1,0,1653429697,1653342232,,72355095,CC BY-SA 4.0,https://stackoverflow.com/questions/72355095/how-to-access-the-submitted-value-of-a-django-form,How to access the submitted value of a django form?,,,,,
1571,"['javascript', 'php', 'html', 'jquery', 'ajax']","{'user_type': 'does_not_exist', 'display_name': 'user18366304'}",True,51,,,72369853.0,1,0,1653429025,1653426222,,72369448,CC BY-SA 4.0,https://stackoverflow.com/questions/72369448/i-am-sending-a-data-with-ajax-how-can-i-reset-the-data-sending-process,I am sending a data with ajax. How can I reset the data sending process?,,,,,
1572,"['javascript', 'html', 'node.js', 'express']","{'account_id': 25380062, 'reputation': 1, 'user_id': 19192599, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwPYiuHQK6jwnOLNCzH4AivPh4rT9pNZBAxOQNj=k-s256', 'display_name': 'Laura Valencia', 'link': 'https://stackoverflow.com/users/19192599/laura-valencia'}",False,94,,,,0,0,1653428934,1653428934,,72369847,CC BY-SA 4.0,https://stackoverflow.com/questions/72369847/upload-webp-an-sending-to-server-express-and-nodejs,Upload webp an sending to server express and nodejs,,,,,
1573,"['php', 'html', 'input']","{'account_id': 17179964, 'reputation': 7, 'user_id': 12435528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2e61c90bf7e7790a6bfdfdb32e599e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Luis Villegas', 'link': 'https://stackoverflow.com/users/12435528/luis-villegas'}",False,37,,,,0,0,1653428380,1652890248,1653428380.0,72292613,CC BY-SA 4.0,https://stackoverflow.com/questions/72292613/one-single-input-attribute-is-turning-into-multiple-attributes,One single input attribute is turning into multiple attributes,,,,,
1574,"['javascript', 'html', 'css']","{'account_id': 24496689, 'reputation': 3, 'user_id': 18412848, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiynpgnrQ0mJ_Egn8wGqMTGqbC3LifL36cTrgcCGg=k-s256', 'display_name': 'FuryRex09', 'link': 'https://stackoverflow.com/users/18412848/furyrex09'}",True,45,,,72369683.0,1,0,1653428147,1653426502,1653426779.0,72369492,CC BY-SA 4.0,https://stackoverflow.com/questions/72369492/why-is-my-text-going-vertical-at-a-certain-width,Why is my text going vertical at a certain width?,,,,,
1575,"['html', 'css', 'iframe']","{'account_id': 24953803, 'reputation': 11, 'user_id': 18818336, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghlyez2eCwG2MD66u5HFNeb_obxeNI48kDJEF618A=k-s256', 'display_name': 'mkc', 'link': 'https://stackoverflow.com/users/18818336/mkc'}",False,29,,,,0,0,1653427888,1653427888,,72369698,CC BY-SA 4.0,https://stackoverflow.com/questions/72369698/implementing-iframe-so-that-multiple-links-can-appear-in-the-same-div-box,implementing iframe so that multiple links can appear in the same div box,,,,,
1576,"['html', 'sms']","{'account_id': 24853338, 'reputation': 41, 'user_id': 18729991, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8147dfc339d5e8e0ecbcb383176f242?s=256&d=identicon&r=PG', 'display_name': 'codecyn', 'link': 'https://stackoverflow.com/users/18729991/codecyn'}",False,78,,,,0,1,1653427597,1653427597,,72369653,CC BY-SA 4.0,https://stackoverflow.com/questions/72369653/click-to-text-sms-message-and-image-attachment-html,Click to Text SMS message and image attachment HTML,,,,,
1577,"['javascript', 'html', 'reactjs', 'dom', 'events']","{'account_id': 7271786, 'reputation': 59, 'user_id': 7742855, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SAw5l.jpg?s=256&g=1', 'display_name': 'ghost', 'link': 'https://stackoverflow.com/users/7742855/ghost'}",True,106,,,72369453.0,1,1,1653426259,1651605986,1651607703.0,72104531,CC BY-SA 4.0,https://stackoverflow.com/questions/72104531/input-radio-buttons-defaultchecked-attribute-prevents-onclick-function-from-bei,Input radio button&#39;s defaultChecked attribute prevents onClick function from being triggered,,,,,
1578,"['javascript', 'html', 'jquery', 'css']","{'account_id': 17862706, 'reputation': 123, 'user_id': 12975819, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD0katkVTdf1DeNj20WSLvVQFaqWCkdK5tgBTVxHw=k-s256', 'display_name': 'Cristian25', 'link': 'https://stackoverflow.com/users/12975819/cristian25'}",False,44,,,,0,0,1653425598,1653424878,1653425598.0,72369228,CC BY-SA 4.0,https://stackoverflow.com/questions/72369228/treeview-not-working-properly-in-html-table,treeview not working properly in html table,,,,,
1579,"['javascript', 'html', 'reactjs', 'use-effect', 'use-state']","{'account_id': 24720201, 'reputation': 19, 'user_id': 18609403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/904e7a5cad54d55d4d66101df5c38a92?s=256&d=identicon&r=PG', 'display_name': 'HHHHELP', 'link': 'https://stackoverflow.com/users/18609403/hhhhelp'}",False,17,,,,0,0,1653424352,1653424352,,72369142,CC BY-SA 4.0,https://stackoverflow.com/questions/72369142/why-does-incorrect-answers-in-the-first-round-const-shows-the-incorrect-answer,Why does {incorrect_answers} in the First Round const shows the incorrect answers plus the correct answer twice?,,,,,
1580,"['javascript', 'html', 'optimization']","{'account_id': 19498774, 'reputation': 101, 'user_id': 17978333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/X8VuA.jpg?s=256&g=1', 'display_name': 'Johan', 'link': 'https://stackoverflow.com/users/17978333/johan'}",True,40,,,72369086.0,1,0,1653423977,1653422963,1653423020.0,72368924,CC BY-SA 4.0,https://stackoverflow.com/questions/72368924/reduce-number-of-lines-in-a-switch-case-with-javascript,Reduce number of lines in a switch / case with JavaScript,,,,,
1581,"['javascript', 'html', 'css', 'scale']","{'account_id': 25370053, 'reputation': 19, 'user_id': 19184047, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwIHoNImF9qWvv2mDXPz_OkIkQGYcjPta1whr3S=k-s256', 'display_name': 'dciweivq rfn1ur', 'link': 'https://stackoverflow.com/users/19184047/dciweivq-rfn1ur'}",False,37,,,,0,0,1653423912,1653423912,,72369073,CC BY-SA 4.0,https://stackoverflow.com/questions/72369073/how-can-i-make-this-image-scale-up-and-down-and-stay-in-the-same-position-no-mat,How can i make this image scale up and down and stay in the same position no matter screen size,,,,,
1582,"['javascript', 'html']","{'account_id': 18497151, 'reputation': 13, 'user_id': 14690846, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/3551248111559028/picture?type=large', 'display_name': 'Jerzy Sokołowski', 'link': 'https://stackoverflow.com/users/14690846/jerzy-soko%c5%82owski'}",True,14,,,72369051.0,1,1,1653423768,1653387906,,72361253,CC BY-SA 4.0,https://stackoverflow.com/questions/72361253/reacting-to-hover-over-img-map-area-outside-of-hierarchy,reacting to hover over img map area outside of hierarchy,,,,,
1583,"['html', 'css', 'reactjs', 'sass']","{'account_id': 25379421, 'reputation': 1, 'user_id': 19192042, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwSa8JURv5mkemcqGO40qeZ2gKH8PIeu_apMlzw=k-s256', 'display_name': 'Charnooh', 'link': 'https://stackoverflow.com/users/19192042/charnooh'}",False,87,,,,0,0,1653423740,1653421311,1653423740.0,72368637,CC BY-SA 4.0,https://stackoverflow.com/questions/72368637/how-to-detect-window-scrolly-when-main-container-is-100vh,How to detect window.scrollY when main container is 100vh,,,,,
1584,"['html', 'css', 'layout', 'html-table', 'margins']","{'account_id': 239815, 'reputation': 15104, 'user_id': 509670, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/aa1b1d32f11ffbc82d15a15961dcaf48?s=256&d=identicon&r=PG', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/509670/sam'}",True,122,,,72369037.0,1,1,1653423659,1653423140,1653423534.0,72368951,CC BY-SA 4.0,https://stackoverflow.com/questions/72368951/how-to-expand-an-html-table-sideways-left-and-right-in-css,How to Expand an HTML table sideways left and right in CSS?,,,,,
1585,"['javascript', 'html', 'cookies']","{'account_id': 23262803, 'reputation': 3, 'user_id': 17348847, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08abd5e38561e1b9652978daefa83aca?s=256&d=identicon&r=PG', 'display_name': 'Exch', 'link': 'https://stackoverflow.com/users/17348847/exch'}",True,1395,,,72368524.0,2,-1,1653421743,1653418952,1653418968.0,72368183,CC BY-SA 4.0,https://stackoverflow.com/questions/72368183/javascript-login-with-cookies,JavaScript login with cookies,,,,,
1586,"['javascript', 'html', 'css']","{'account_id': 24112093, 'reputation': 21, 'user_id': 18082554, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6990ea772997b68c70088c5e9958f871?s=256&d=identicon&r=PG', 'display_name': 'Konstei', 'link': 'https://stackoverflow.com/users/18082554/konstei'}",False,34,,,,0,0,1653421713,1653421327,1653421713.0,72368642,CC BY-SA 4.0,https://stackoverflow.com/questions/72368642/span-doesnt-resize-even-with-overflow-wrap-and-height-auto,Span doesn&#39;t resize even with overflow wrap and height auto,,,,,
1587,"['php', 'html', 'web-scraping', 'xpath']","{'account_id': 2110044, 'reputation': 53, 'user_id': 16886945, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f897b9449592696654a7adeb3d217a82?s=256&d=identicon&r=PG', 'display_name': 'Joseph', 'link': 'https://stackoverflow.com/users/16886945/joseph'}",False,44,,,,0,0,1653420123,1653416432,1653420123.0,72367707,CC BY-SA 4.0,https://stackoverflow.com/questions/72367707/xpath-scraping-data-from-nested-div-in-external-site,xPath - scraping data from nested div in external site,,,,,
1588,"['javascript', 'html', 'jquery', 'wordpress', 'lazy-loading']","{'account_id': 25142405, 'reputation': 69, 'user_id': 18988612, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/61c6a8aea65146a40f19b9df6aff0246?s=256&d=identicon&r=PG&f=1', 'display_name': 'Khrisna Mahendra', 'link': 'https://stackoverflow.com/users/18988612/khrisna-mahendra'}",True,202,,,72368049.0,1,-1,1653419862,1653410040,,72366435,CC BY-SA 4.0,https://stackoverflow.com/questions/72366435/lazy-load-iframe-inside-the-tabs,Lazy Load iFrame Inside the Tabs,,,,,
1589,"['c#', 'html', 'download', 'html-agility-pack', 'megaupload']","{'account_id': 23795001, 'reputation': 11, 'user_id': 17805979, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwOxBeWNJL-f9mwc7cnSHW24FvMC89yJkQS-A5L=k-s256', 'display_name': 'Poggman Friedolin', 'link': 'https://stackoverflow.com/users/17805979/poggman-friedolin'}",False,341,,,,0,1,1653419676,1653165579,1653419676.0,72333079,CC BY-SA 4.0,https://stackoverflow.com/questions/72333079/download-file-from-megaup-c,Download File from MegaUP C#,,,,,
1590,"['html', 'css']","{'account_id': 19498774, 'reputation': 101, 'user_id': 17978333, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/X8VuA.jpg?s=256&g=1', 'display_name': 'Johan', 'link': 'https://stackoverflow.com/users/17978333/johan'}",True,42,,,72368304.0,3,0,1653419600,1653415606,,72367549,CC BY-SA 4.0,https://stackoverflow.com/questions/72367549/absolute-element-in-front-of-relative-element-css,Absolute element in front of relative element CSS,,,,,
1591,"['javascript', 'html', 'jquery', 'reactjs', 'frontend']","{'account_id': 7100267, 'reputation': 3467, 'user_id': 5432156, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mLCl2.jpg?s=256&g=1', 'display_name': 'Big Cat Public Safety Act', 'link': 'https://stackoverflow.com/users/5432156/big-cat-public-safety-act'}",False,54,,,,2,1,1653418717,1653417824,,72367978,CC BY-SA 4.0,https://stackoverflow.com/questions/72367978/how-to-handle-uncaughtexception-in-react-and-render-a-simple-internal-bug-mess,How to handle uncaughtException in react and render a simple &quot;internal bug&quot; message to the UI?,,,,,
1592,"['javascript', 'html']","{'account_id': 22630101, 'reputation': 1, 'user_id': 16807613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47b776befb81c28fc241640b7c381b8a?s=256&d=identicon&r=PG', 'display_name': 'Dred Strauss', 'link': 'https://stackoverflow.com/users/16807613/dred-strauss'}",False,37,,,,0,0,1653417876,1653417876,,72367985,CC BY-SA 4.0,https://stackoverflow.com/questions/72367985/running-an-external-js-script-only-if-key-in-localstorage-is-present,Running an external JS script only if key in localStorage is present,,,,,
1593,"['javascript', 'html', 'google-chrome', 'ecmascript-6', 'module']","{'account_id': 23035262, 'reputation': 29, 'user_id': 17154104, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5B6Qe.png?s=256&g=1', 'display_name': 'Sanford A Staab', 'link': 'https://stackoverflow.com/users/17154104/sanford-a-staab'}",False,445,,,,0,0,1653417328,1653417328,,72367889,CC BY-SA 4.0,https://stackoverflow.com/questions/72367889/using-es6-module-exports-in-browser-from-html-script,using es6 module exports in browser from HTML script,,,,,
1594,"['html', 'asp.net', 'webforms', 'backend', 'web-development-server']","{'account_id': 25051553, 'reputation': 39, 'user_id': 18907407, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJys8US1MY54AW8J4rLz5Hfynh4CExgY0OT-WdZW=k-s256', 'display_name': 'Sneha Kumari', 'link': 'https://stackoverflow.com/users/18907407/sneha-kumari'}",True,51,,,72367845.0,1,0,1653417117,1653390793,,72361869,CC BY-SA 4.0,https://stackoverflow.com/questions/72361869/web-form-not-accepting-responsesasp-net,Web-Form not accepting responses(Asp.net),,,,,
1595,"['python', 'html', 'selenium', 'beautifulsoup', 'tags']","{'account_id': 25368922, 'reputation': 33, 'user_id': 19183071, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgC7E6J9AGf9qPkEJKeSUkrWECTTxev7dPnS7JL=k-s256', 'display_name': 'No&#233; ', 'link': 'https://stackoverflow.com/users/19183071/no%c3%a9'}",True,57,,,72354335.0,3,3,1653416792,1653331716,1653336250.0,72353509,CC BY-SA 4.0,https://stackoverflow.com/questions/72353509/scraping-issue-using-beautifulsoup-and-selenium,Scraping issue using BeautifulSoup and Selenium,,,,,
1596,"['html', 'css', 'css-animations']","{'account_id': 24666831, 'reputation': 11, 'user_id': 18562337, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c33e8023cc5874da8d5ec347e9d1ef16?s=256&d=identicon&r=PG', 'display_name': 'zzajc', 'link': 'https://stackoverflow.com/users/18562337/zzajc'}",False,31,,,,1,0,1653416582,1653413111,,72367045,CC BY-SA 4.0,https://stackoverflow.com/questions/72367045/adding-the-same-animation-but-in-reverse-css-html,"Adding the same animation but in reverse, Css/Html",,,,,
1597,"['html', 'css']","{'account_id': 25378877, 'reputation': 1, 'user_id': 19191569, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a26d06942139ff1a1c08c78c10d0a198?s=256&d=identicon&r=PG', 'display_name': 'thewebdeloper', 'link': 'https://stackoverflow.com/users/19191569/thewebdeloper'}",True,26,,,72367734.0,2,-1,1653416573,1653416095,,72367636,,https://stackoverflow.com/questions/72367636/how-to-get-ride-margin-around-the-div-at-the-top-of-the-page,how to get ride margin around the div at the top of the page,1653431838.0,Duplicate,,,
1598,['html'],"{'account_id': 25373196, 'reputation': 1, 'user_id': 19186666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5fe0b326bc3bfca51b9532c83d05ecf7?s=256&d=identicon&r=PG', 'display_name': 'Karolina', 'link': 'https://stackoverflow.com/users/19186666/karolina'}",False,11,,,,0,0,1653416183,1653416183,,72367660,CC BY-SA 4.0,https://stackoverflow.com/questions/72367660/woocomerce-product-category-re-order,Woocomerce product category re-order,,,,,
1599,"['javascript', 'html', 'jquery', 'css']","{'account_id': 19398026, 'reputation': 59, 'user_id': 14185251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc5b6c1bd664368d37b974403d4cbb10?s=256&d=identicon&r=PG&f=1', 'display_name': 'kyllaz', 'link': 'https://stackoverflow.com/users/14185251/kyllaz'}",False,141,,,,0,0,1653415845,1653415845,,72367587,CC BY-SA 4.0,https://stackoverflow.com/questions/72367587/show-hide-div-on-scroll-from-id-to-id,Show/hide div on scroll from ID to ID,,,,,
1600,"['javascript', 'html', 'vuejs2', 'nuxt.js', 'getelementsbyclassname']","{'account_id': 22551878, 'reputation': 187, 'user_id': 16740870, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7sfgh.jpg?s=256&g=1', 'display_name': 'Maxime', 'link': 'https://stackoverflow.com/users/16740870/maxime'}",False,196,,,,0,0,1653415698,1653322751,1653415698.0,72351776,CC BY-SA 4.0,https://stackoverflow.com/questions/72351776/accessing-one-element-from-an-htmlcollection-in-a-nuxt-vuejs-application-retur,Accessing one element from an HTMLCollection in a nuxt / vuejs application returns undefined whereas the collection itself is defined,,,,,
1601,"['javascript', 'html', 'visual-studio', 'intellisense']","{'account_id': 17234654, 'reputation': 33, 'user_id': 12478381, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDSTZiEorw_rMSsLvVOT9TrH8ZMN7dPJW1B0Dqgwg=k-s256', 'display_name': 'Akshay Kale', 'link': 'https://stackoverflow.com/users/12478381/akshay-kale'}",False,14,,,,0,0,1653415254,1653415179,1653415254.0,72367448,,https://stackoverflow.com/questions/72367448/any-intellisence-suggestion-is-not-given-inside-the-script-tag-in-html-file,Any Intellisence/suggestion is not given inside the &lt;script&gt; tag in html file,1653415423.0,Duplicate,,,
1602,"['javascript', 'html', 'api']","{'account_id': 25375159, 'reputation': 175, 'user_id': 19188403, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJweCpW0yyAVkDeLLnKTBfwDTdxCEGO3UzFQTc4x=k-s256', 'display_name': 'Jennifer De Goede', 'link': 'https://stackoverflow.com/users/19188403/jennifer-de-goede'}",False,40,,,,1,0,1653414994,1653390956,,72361911,CC BY-SA 4.0,https://stackoverflow.com/questions/72361911/struggling-with-an-api-call-and-getting-data-from-the-api-to-display-in-browser,Struggling with an api call and getting data from the api to display in browser,,,,,
1603,"['javascript', 'html', 'iframe']","{'account_id': 116795, 'reputation': 1278, 'user_id': 306143, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/56c5b2765926a9c6db9ba2229838ff18?s=256&d=identicon&r=PG', 'display_name': 'Cristian', 'link': 'https://stackoverflow.com/users/306143/cristian'}",False,26,,,,0,0,1653414724,1653414724,,72367356,CC BY-SA 4.0,https://stackoverflow.com/questions/72367356/dropdown-inside-an-iframe-closes-when-clicked-outside-the-iframe,Dropdown inside an IFrame closes when clicked outside the IFrame,,,,,
1604,"['javascript', 'html', 'webgl']","{'account_id': 24443532, 'reputation': 11, 'user_id': 18366874, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffccb3a5d2038d861d292b0057250d6b?s=256&d=identicon&r=PG', 'display_name': 'ThatOneGuy', 'link': 'https://stackoverflow.com/users/18366874/thatoneguy'}",False,101,,,,0,1,1653414170,1653414170,,72367242,CC BY-SA 4.0,https://stackoverflow.com/questions/72367242/approximating-sphere-recursively-using-webgl-but-getting-some-errors,"Approximating sphere recursively using WebGL, but getting some errors",,,,,
1605,"['javascript', 'html']","{'account_id': 25375670, 'reputation': 21, 'user_id': 19188854, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgTORfhuIfcTeXgthC0XMzQSHl1UhDDlGB3teYN=k-s256', 'display_name': 'pt5', 'link': 'https://stackoverflow.com/users/19188854/pt5'}",False,30,,,,1,-1,1653413991,1653411993,1653412317.0,72366837,CC BY-SA 4.0,https://stackoverflow.com/questions/72366837/javascript-next-prev-dropdown-copy-div-to-content,Javascript next prev dropdown copy div to content,,,,,
1606,"['python', 'html', 'beautifulsoup']","{'account_id': 25376758, 'reputation': 21, 'user_id': 19189777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/daea54d845918b563e232ff32e10bc90?s=256&d=identicon&r=PG', 'display_name': 'SittingNap', 'link': 'https://stackoverflow.com/users/19189777/sittingnap'}",True,64,,,,1,1,1653413680,1653402292,1653403102.0,72364637,CC BY-SA 4.0,https://stackoverflow.com/questions/72364637/remove-html-tags-and-unwanted-information-in-python-with-beautifulsoup,Remove HTML tags and unwanted information in Python With BeautifulSoup,,,,,
1607,"['html', 'css', 'variables', 'sass', 'frontend']","{'account_id': 21229861, 'reputation': 75, 'user_id': 15615810, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/237844f0dc0cd2b9c9c84c42b9534382?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brendon Medeiros', 'link': 'https://stackoverflow.com/users/15615810/brendon-medeiros'}",True,39,,,72367102.0,1,2,1653413414,1653412469,,72366926,CC BY-SA 4.0,https://stackoverflow.com/questions/72366926/sass-scss-variables-to-css-is-possible,SASS/SCSS variables to CSS is possible?,,,,,
1608,"['php', 'html', 'css']","{'account_id': 18656244, 'reputation': 13, 'user_id': 13598597, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2648407238727524/picture?type=large', 'display_name': 'Robert Botezatu', 'link': 'https://stackoverflow.com/users/13598597/robert-botezatu'}",True,80,,,72367023.0,1,1,1653413003,1653408596,,72366124,CC BY-SA 4.0,https://stackoverflow.com/questions/72366124/when-i-open-a-page-from-browser-localhost-its-different-than-when-im-opening-i,When I open a page from browser localhost it&#39;s different than when I&#39;m opening it from htdocs folder,,,,,
1609,"['html', 'pug', 'placeholder']","{'account_id': 24827981, 'reputation': 121, 'user_id': 18707490, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjSAO_HlMJzRG3096aw390lzkjPFlYlYnmxtnKpnQ=k-s256', 'display_name': 'Alexander Garc&#237;a', 'link': 'https://stackoverflow.com/users/18707490/alexander-garc%c3%ada'}",False,11,,,,1,0,1653411925,1653411925,,72366818,CC BY-SA 4.0,https://stackoverflow.com/questions/72366818/jade-placeholder-is-not-appearing-in-the-textarea-tag,Jade placeholder is not appearing in the textarea tag,,,,,
1610,"['javascript', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user11778808'}",True,30,,,72366815.0,1,1,1653411914,1653410653,,72366577,CC BY-SA 4.0,https://stackoverflow.com/questions/72366577/using-eventlistener-and-dom-to-change-text-on-another-html,using eventlistener and DOM to change text on another html,,,,,
1611,"['html', 'reactjs', 'react-native']","{'account_id': 12023613, 'reputation': 13, 'user_id': 8796303, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10212773963517642/picture?type=large', 'display_name': 'Spencer Brereton', 'link': 'https://stackoverflow.com/users/8796303/spencer-brereton'}",True,25,,,,1,1,1653411873,1653410847,,72366614,CC BY-SA 4.0,https://stackoverflow.com/questions/72366614/react-webpage-only-re-renders-when-i-change-some-code,React Webpage only re-renders when I change some code,,,,,
1612,"['javascript', 'html', 'css']","{'account_id': 19354255, 'reputation': 53, 'user_id': 16823069, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82a22407180a0bcdef237dc7a288811d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hello World', 'link': 'https://stackoverflow.com/users/16823069/hello-world'}",True,49,,,72366705.0,2,0,1653411551,1653410965,1653411420.0,72366630,CC BY-SA 4.0,https://stackoverflow.com/questions/72366630/text-blinking-in-textarea,text blinking in textarea,,,,,
1613,"['javascript', 'html', 'css']","{'account_id': 25301975, 'reputation': 31, 'user_id': 19126106, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzJTnH-tylCgx-dbLd6bdYlvzgCHJKV-M1ThJ6L=k-s256', 'display_name': 'Default', 'link': 'https://stackoverflow.com/users/19126106/default'}",False,31,,,,0,0,1653411043,1653411043,,72366647,CC BY-SA 4.0,https://stackoverflow.com/questions/72366647/i-dont-know-how-to-make-zoom-out-animation-for-multiple-photos,I don&#39;t know how to make zoom out animation for multiple photos,,,,,
1614,"['javascript', 'html', 'jquery', 'button', 'radio-button']","{'account_id': 24511075, 'reputation': 25, 'user_id': 18425390, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiCZ86lL2aXPBs9m8ngbNrCBmhWFsYcqFvzBi_7nA=k-s256', 'display_name': 'Adheed nihal', 'link': 'https://stackoverflow.com/users/18425390/adheed-nihal'}",False,190,,,,3,0,1653410705,1653052003,,72319429,CC BY-SA 4.0,https://stackoverflow.com/questions/72319429/enable-submit-button-only-if-radio-button-in-all-questions-are-selected-jquery,enable submit button only if radio button in all questions are selected jquery,,,,,
1615,"['python', 'html', 'django', 'django-views', 'django-templates']","{'account_id': 24818974, 'reputation': 97, 'user_id': 18699506, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwitU5pmoooB-9w9DiVzb3v-OP_WwZCkugSaZL1=k-s256', 'display_name': 'Kaynan Kaynan Felipe Rodrigues', 'link': 'https://stackoverflow.com/users/18699506/kaynan-kaynan-felipe-rodrigues'}",True,66,,,72366586.0,1,0,1653410702,1653408347,,72366080,CC BY-SA 4.0,https://stackoverflow.com/questions/72366080/how-to-use-multi-level-url-with-django-in-html-template-class-based-views,How to use multi-level {%url%} with Django in HTML template - Class Based Views,,,,,
