,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,protected_date,migrated_from
1240,"['html', 'css', 'bootstrap-4', 'bootstrap-tabs']","{'account_id': 14814397, 'reputation': 425, 'user_id': 10698922, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Z4jrBWKIU6c/AAAAAAAAAAI/AAAAAAAAAMU/9NSFwFddBsA/photo.jpg?sz=256', 'display_name': 'Abhishek Ghadge', 'link': 'https://stackoverflow.com/users/10698922/abhishek-ghadge'}",True,1349,61500819.0,2,0,1588160759,1588158523,61500393,CC BY-SA 4.0,https://stackoverflow.com/questions/61500393/bootstrap-tabs-not-changing-the-content-when-clicked-more-than-once,Bootstrap tabs not changing the content when clicked more than once,,,,,
1241,"['javascript', 'html', 'node.js', 'reactjs', 'webcam']","{'account_id': 17930326, 'reputation': 25, 'user_id': 13027920, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-BRZLaB9Xk1w/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nA1krtSobBdj8YjYJY1v_kt-BChIQ/photo.jpg?sz=256', 'display_name': 'Mr. Rutko', 'link': 'https://stackoverflow.com/users/13027920/mr-rutko'}",False,25,,1,0,1588160555,1588159818,61500777,CC BY-SA 4.0,https://stackoverflow.com/questions/61500777/is-there-a-way-to-re-trigger-video-dialog-in-browser,is there a way to re-trigger video dialog in browser?,,1588160555.0,,,
1242,"['javascript', 'html', 'css', 'css-transitions', 'effects']","{'account_id': 2538748, 'reputation': 2839, 'user_id': 2205197, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/f2933bb8e15b7ac0f090010004c77a46?s=256&d=identicon&r=PG', 'display_name': 'Lajd&#225;k Marek', 'link': 'https://stackoverflow.com/users/2205197/lajd%c3%a1k-marek'}",True,1716,61500981.0,1,4,1588160487,1588159829,61500780,CC BY-SA 4.0,https://stackoverflow.com/questions/61500780/navbar-show-after-scroll-with-transition-effect,Navbar show after scroll with transition effect,,,,,
1243,"['javascript', 'html', 'jquery', 'css']","{'account_id': 17541654, 'reputation': 55, 'user_id': 12723716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e3c2093b61aa205ea257e22f7636a8c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'DexPapa', 'link': 'https://stackoverflow.com/users/12723716/dexpapa'}",True,40,,1,-1,1588160443,1588156442,61499751,CC BY-SA 4.0,https://stackoverflow.com/questions/61499751/question-about-these-filter-or-dropdown-menus,Question about these filter or dropdown menus,,,,,
1244,"['python', 'html', 'css', 'django', 'frontend']","{'account_id': 18431526, 'reputation': 33, 'user_id': 13426518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a30a4faf897276a4639c85eb4644d34?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya Rawat1910', 'link': 'https://stackoverflow.com/users/13426518/aditya-rawat1910'}",False,273,,1,0,1588160063,1588159027,61500534,CC BY-SA 4.0,https://stackoverflow.com/questions/61500534/i-am-using-codepen-animation-with-django-templates-but-nothing-happen,I am using codepen animation with django templates but nothing happen,,,,,
1245,"['javascript', 'html']","{'account_id': 102134, 'reputation': 17913, 'user_id': 274354, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/2b145518aa5a6dbf09cc9ef7c7ae428b?s=256&d=identicon&r=PG', 'display_name': 'mydoghasworms', 'link': 'https://stackoverflow.com/users/274354/mydoghasworms'}",False,25,,0,0,1588159943,1588159943,61500807,CC BY-SA 4.0,https://stackoverflow.com/questions/61500807/open-file-to-view-manipulate-data-in-browser-before-sending-to-server,Open file to view/manipulate data in browser before sending to server,,,,,
1246,"['javascript', 'html', 'css']","{'account_id': 16628265, 'reputation': 567, 'user_id': 12016778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac79265971a06c5889e5fe39a8c5cb0d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robinhood', 'link': 'https://stackoverflow.com/users/12016778/robinhood'}",False,50,,1,-1,1588159110,1588151689,61498227,CC BY-SA 4.0,https://stackoverflow.com/questions/61498227/how-do-i-insert-content-inside-a-filter-button-without-duplicating,How do I insert content inside a filter button without duplicating,,,,,
1247,"['html', 'angular', 'angular-material', 'mat-input']","{'account_id': 6325213, 'reputation': 31, 'user_id': 4911898, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cdffad312313985191da5b77d4663aa?s=256&d=identicon&r=PG&f=1', 'display_name': 'mayank', 'link': 'https://stackoverflow.com/users/4911898/mayank'}",False,820,,0,3,1588158900,1588143977,61496037,CC BY-SA 4.0,https://stackoverflow.com/questions/61496037/when-i-use-mat-input-and-mat-field-in-same-row-and-add-mat-chip-these-2-fields,"When I use mat-input and mat-field in same row, and add mat-chip, these 2 fields not remain in same line",,1588158900.0,,,
1248,"['javascript', 'html', 'css', 'leaflet']","{'account_id': 14810675, 'reputation': 77, 'user_id': 10696430, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30a7b2bc561db6540be3dc2804563e95?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nadsah', 'link': 'https://stackoverflow.com/users/10696430/nadsah'}",True,293,61497765.0,1,1,1588157676,1588146306,61496677,CC BY-SA 4.0,https://stackoverflow.com/questions/61496677/leaflet-js-changing-the-size-of-the-geocoder-control,Leaflet js: Changing the size of the geocoder control,,,,,
1249,"['php', 'html', 'simple-html-dom']","{'account_id': 18191733, 'reputation': 19, 'user_id': 13237483, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiFUe_rmAHV3ogUoiF2H2AXnJ6Ye_0FFi4thMWgfQ=k-s256', 'display_name': 'shashi kumar', 'link': 'https://stackoverflow.com/users/13237483/shashi-kumar'}",False,48,,0,2,1588157521,1588157521,61500064,CC BY-SA 4.0,https://stackoverflow.com/questions/61500064/scrape-using-simple-html-dom-php,Scrape using simple_html_dom.php,,,,,
1250,"['javascript', 'java', 'html']","{'account_id': 12672398, 'reputation': 1192, 'user_id': 9209492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f46b3b84539d96d4d776ad9f03e3b232?s=256&d=identicon&r=PG&f=1', 'display_name': 'RuntimeError', 'link': 'https://stackoverflow.com/users/9209492/runtimeerror'}",True,117,61500063.0,2,0,1588157510,1588156418,61499740,CC BY-SA 4.0,https://stackoverflow.com/questions/61499740/passing-html-value-to-embedded-script,Passing HTML value to embedded script,,1588156511.0,,,
1251,"['php', 'html']","{'user_type': 'does_not_exist', 'display_name': 'user11458208'}",False,34,,1,0,1588156870,1588155128,61499319,CC BY-SA 4.0,https://stackoverflow.com/questions/61499319/not-able-to-reload-a-page-after-clicking-on-a-button-in-php,Not able to reload a page after clicking on a button in php,,1588156711.0,,,
1252,"['html', 'css']","{'account_id': 17787498, 'reputation': 57, 'user_id': 12917273, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-U5fls0JL9tk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcU8L5nQvLDjWmQBAnO1j4Sb2LPrg/photo.jpg?sz=256', 'display_name': 'Peter Davidson', 'link': 'https://stackoverflow.com/users/12917273/peter-davidson'}",False,67,,2,0,1588156870,1588152045,61498357,CC BY-SA 4.0,https://stackoverflow.com/questions/61498357/css-image-size-is-become-bigger-when-in-phone-view,CSS: image size is become bigger when in phone view,,,,,
1253,"['javascript', 'html', 'jquery', 'checkbox']","{'account_id': 3932060, 'reputation': 303, 'user_id': 3250142, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/a735b0d7070cd744dcaa08942ad56075?s=256&d=identicon&r=PG&f=1', 'display_name': 'xif', 'link': 'https://stackoverflow.com/users/3250142/xif'}",True,16,61499822.0,1,0,1588156676,1588155950,61499571,CC BY-SA 4.0,https://stackoverflow.com/questions/61499571/get-checkboxs-value-with-jquery-return-wrong-values-sometimes-but-not-everytime,Get checkboxs value with Jquery return wrong values sometimes but not everytime,,,,,
1254,"['html', 'css', 'bootstrap-4', 'flexbox']","{'account_id': 16133954, 'reputation': 87, 'user_id': 11646848, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8igx5eWOju8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcykmAVWeDMT4Bq4XsfnojuNW61hg/mo/photo.jpg?sz=256', 'display_name': 'Pomme', 'link': 'https://stackoverflow.com/users/11646848/pomme'}",True,103,61474015.0,2,0,1588156515,1588017343,61467372,CC BY-SA 4.0,https://stackoverflow.com/questions/61467372/stick-div-to-border-of-another-div-so-they-stay-together-during-resizing,Stick div to border of another div so they stay together during resizing,,1588055109.0,,,
1255,"['javascript', 'html', 'jquery', 'json', 'reactjs']","{'account_id': 12297955, 'reputation': 757, 'user_id': 8972966, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-00VNC7Fp3qw/AAAAAAAAAAI/AAAAAAAAG2s/R3-vAEZ_ZfU/photo.jpg?sz=256', 'display_name': 'John_ny', 'link': 'https://stackoverflow.com/users/8972966/john-ny'}",False,28,,1,0,1588156443,1588078836,61480789,CC BY-SA 4.0,https://stackoverflow.com/questions/61480789/how-to-add-undefined-checks-using-lodash,How to add Undefined checks using Lodash?,,,,,
1256,"['javascript', 'html', 'checkbox', 'drop-down-menu', 'label']","{'account_id': 17933058, 'reputation': 526, 'user_id': 13029968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/88631f7889c2a830a2debb430a3742e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'deathfry', 'link': 'https://stackoverflow.com/users/13029968/deathfry'}",False,34,,1,0,1588156318,1588110873,61490606,CC BY-SA 4.0,https://stackoverflow.com/questions/61490606/how-to-close-checkbox-dropdown-onblur-in-js,how to close &quot;checkbox&quot; dropdown onBlur in js?,,1588156318.0,,,
1257,"['javascript', 'html', 'jquery', 'css']","{'account_id': 3575305, 'reputation': 124, 'user_id': 2984714, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'dPatel1582', 'link': 'https://stackoverflow.com/users/2984714/dpatel1582'}",True,77,61499461.0,1,0,1588156015,1588154970,61499276,CC BY-SA 4.0,https://stackoverflow.com/questions/61499276/find-first-parent-element-with-specific-first-level-descendant,Find first parent element with specific first-level descendant,,,,,
1258,"['javascript', 'html']","{'account_id': 18403174, 'reputation': 13, 'user_id': 13405674, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5740d1a060db2eb2294d429510a53482?s=256&d=identicon&r=PG&f=1', 'display_name': 'dummycode', 'link': 'https://stackoverflow.com/users/13405674/dummycode'}",True,178,61499409.0,2,-1,1588155913,1588155162,61499324,,https://stackoverflow.com/questions/61499324/how-can-i-make-a-realtime-text-change-in-div-tag,How can i make a &quot;Realtime&quot; text change in div tag,1588155629.0,,Duplicate,,
1259,"['javascript', 'html', 'event-handling', 'onclicklistener', 'event-listener']","{'account_id': 18207551, 'reputation': 23, 'user_id': 13250702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9582c0f3c47485b69629d835e4a7993c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Askerma NaN', 'link': 'https://stackoverflow.com/users/13250702/askerma-nan'}",False,118,,0,1,1588155872,1588117322,61491817,CC BY-SA 4.0,https://stackoverflow.com/questions/61491817/javascript-attach-listener-to-table-column-in-order-to-sort,JavaScript attach listener to table column in order to sort,,1588155872.0,,,
1260,"['javascript', 'html', 'angularjs']","{'account_id': 9743957, 'reputation': 1931, 'user_id': 9283107, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0f182f8610cbb706d041e00fc43a389b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frank', 'link': 'https://stackoverflow.com/users/9283107/frank'}",True,52,61499199.0,1,0,1588155828,1588153733,61498909,CC BY-SA 4.0,https://stackoverflow.com/questions/61498909/angularjs-ng-click-dynamic-inside-of-ng-repeat,AngularJS ng-click dynamic inside of ng-repeat,,,,,
1261,"['html', 'angular', 'typescript', 'angular-material']","{'account_id': 18382626, 'reputation': 27, 'user_id': 13390399, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-mLqsttKG9gk/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNf6-EAlqm3n70OrFI2EWQrPObfhw/photo.jpg?sz=256', 'display_name': 'manigandan ', 'link': 'https://stackoverflow.com/users/13390399/manigandan'}",False,339,,1,-2,1588155794,1588152966,61498672,CC BY-SA 4.0,https://stackoverflow.com/questions/61498672/patch-value-issue-when-update-the-form,patch value issue when update the form,,1588153159.0,,,
1262,"['java', 'html', 'fonts', 'ms-word', 'struts']","{'account_id': 18429558, 'reputation': 1, 'user_id': 13425035, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bae9da4f15f93ee664776a7005e7f1cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'dynamicCoder', 'link': 'https://stackoverflow.com/users/13425035/dynamiccoder'}",False,1197,,0,0,1588155317,1588076130,61479955,CC BY-SA 4.0,https://stackoverflow.com/questions/61479955/calibri-body-font-family-in-html-microsoft-word-files-in-java-application,Calibri (Body) font-family in HTML &amp; Microsoft Word files in Java application,,1588155317.0,,,
1263,"['python', 'html', 'selenium', 'beautifulsoup', 'onclick']","{'account_id': 16629512, 'reputation': 99, 'user_id': 12017689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7683a560d20af33593e518043c6fda20?s=256&d=identicon&r=PG&f=1', 'display_name': 'belle', 'link': 'https://stackoverflow.com/users/12017689/belle'}",False,2086,,2,2,1588154373,1588002414,61462767,CC BY-SA 4.0,https://stackoverflow.com/questions/61462767/python-open-a-url-and-extract-location-href-value-from-onclick,Python open a url and extract location.href value from &#39;onclick&#39;,,1588154373.0,,,
1264,"['python', 'html', 'web-scraping', 'beautifulsoup', 'web-crawler']","{'account_id': 16629512, 'reputation': 99, 'user_id': 12017689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7683a560d20af33593e518043c6fda20?s=256&d=identicon&r=PG&f=1', 'display_name': 'belle', 'link': 'https://stackoverflow.com/users/12017689/belle'}",False,372,,1,0,1588154210,1587482538,61347066,CC BY-SA 4.0,https://stackoverflow.com/questions/61347066/how-to-download-images-in-nested-tags-from-a-website,How to download images in nested tags from a website,,1588154210.0,,,
1265,"['python', 'html', 'forms']","{'account_id': 14948763, 'reputation': 67, 'user_id': 10793203, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4195049eb6ba8040a27fc40f4f4d40e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tommy Mason', 'link': 'https://stackoverflow.com/users/10793203/tommy-mason'}",False,14,,0,0,1588153482,1588153482,61498842,CC BY-SA 4.0,https://stackoverflow.com/questions/61498842/data-on-a-webpage-depends-on-form-entry-how-to-get-access-to-the-forms-source-d,Data on a webpage depends on Form Entry- how to get access to the forms source data?,,,,,
1266,"['html', 'css']","{'account_id': 18437609, 'reputation': 13, 'user_id': 13431020, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72c0a66982f95a9e6c98a71dd5f1e2c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'sgag', 'link': 'https://stackoverflow.com/users/13431020/sgag'}",True,25,61496315.0,2,1,1588153420,1588144128,61496068,CC BY-SA 4.0,https://stackoverflow.com/questions/61496068/image-issue-not-going-to-next-column-when-resizing,Image issue not going to next column when resizing,,1588153420.0,,,
1267,"['html', 'css', 'sass']","{'account_id': 15435672, 'reputation': 247, 'user_id': 11135841, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RVZVu.jpg?s=256&g=1', 'display_name': 'Matt B', 'link': 'https://stackoverflow.com/users/11135841/matt-b'}",False,44,,0,0,1588153371,1588152846,61498639,CC BY-SA 4.0,https://stackoverflow.com/questions/61498639/how-do-i-style-a-link-inside-a-specific-div-tag,How do I style a link inside a specific div tag?,,1588153371.0,,,
1268,"['html', 'typescript', 'google-chrome']","{'account_id': 46162, 'reputation': 11804, 'user_id': 136285, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/hR8sT.png?s=256&g=1', 'display_name': 'malat', 'link': 'https://stackoverflow.com/users/136285/malat'}",False,39,,1,0,1588153316,1588147367,61496965,CC BY-SA 4.0,https://stackoverflow.com/questions/61496965/cannot-refresh-object-when-changing-from-application-pdf-to-text-html,Cannot refresh &lt;object/&gt; when changing from application/pdf to text/html,,1588151768.0,,,
1269,"['javascript', 'html', 'arrays', 'html-table']","{'account_id': 16969003, 'reputation': 17, 'user_id': 13431564, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-TNm-lapsf6A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdTvHpGEZlpI8Uo4uJeA7KnU2tg5g/photo.jpg?sz=256', 'display_name': 'teoEm009', 'link': 'https://stackoverflow.com/users/13431564/teoem009'}",True,6903,,5,1,1588153253,1588150957,61497993,CC BY-SA 4.0,https://stackoverflow.com/questions/61497993/how-to-insert-array-values-into-a-html-table-with-javascript,How to insert array values into a HTML table with javascript?,,,,,
1270,"['html', 'css', 'css-selectors', 'html-lists']","{'account_id': 16409715, 'reputation': 1, 'user_id': 11853342, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-xZjV-k4oHm0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcZAcQPaocj4JNlwGg-1vBMLlP3Xg/photo.jpg?sz=256', 'display_name': 'Karan Parsnani', 'link': 'https://stackoverflow.com/users/11853342/karan-parsnani'}",False,483,,3,0,1588153175,1588150364,61497793,,https://stackoverflow.com/questions/61497793/how-do-i-select-the-first-li-of-the-second-list,how do I select the first li of the second list?,1588151280.0,1588150401.0,Duplicate,,
1271,"['html', 'css', 'class', 'rendering']","{'account_id': 2311880, 'reputation': 2087, 'user_id': 2029836, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/yJm5R.jpg?s=256&g=1', 'display_name': 'dancingbush', 'link': 'https://stackoverflow.com/users/2029836/dancingbush'}",True,38,61498660.0,3,0,1588152907,1588152297,61498450,,https://stackoverflow.com/questions/61498450/input-type-email-not-behaving-same-as-other-input-elements-with-same-css-class,Input type email not behaving same as other input elements with same css class,1588160239.0,,Duplicate,,
1272,"['javascript', 'html', 'jquery', 'web']","{'account_id': 4357437, 'reputation': 33, 'user_id': 3555568, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'matrixxx', 'link': 'https://stackoverflow.com/users/3555568/matrixxx'}",True,71,,1,0,1588152819,1588140320,61495276,CC BY-SA 4.0,https://stackoverflow.com/questions/61495276/how-to-detect-the-image-that-not-load-correctly-completed-on-web-page,How to detect the image that not load correctly/completed on web page?,,1588152819.0,,,
1273,"['python', 'html', 'django', 'frontend', 'backend']","{'account_id': 18431526, 'reputation': 33, 'user_id': 13426518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9a30a4faf897276a4639c85eb4644d34?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aditya Rawat1910', 'link': 'https://stackoverflow.com/users/13426518/aditya-rawat1910'}",True,88,,1,1,1588152452,1588090586,61484902,CC BY-SA 4.0,https://stackoverflow.com/questions/61484902/i-cant-get-the-background-image,I can&#39;t get the background image,,1588134415.0,,,
1274,"['javascript', 'html', 'jquery', 'css']","{'account_id': 12486273, 'reputation': 69, 'user_id': 9089391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b921144a95e59840644532eebaf75c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'brianmcgowan', 'link': 'https://stackoverflow.com/users/9089391/brianmcgowan'}",True,159,61498484.0,2,0,1588152378,1588078681,61480751,CC BY-SA 4.0,https://stackoverflow.com/questions/61480751/how-to-make-navbar-links-appear-vertically-below-the-navbar-when-hamburger-icon,How to make navbar links appear vertically below the navbar when hamburger icon is clicked,,,,,
1275,"['javascript', 'html', 'delphi', 'mapbox', 'vcl']","{'account_id': 18327740, 'reputation': 71, 'user_id': 13347007, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-b_bJb7Ebi3o/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPN55VdQY8CteNCzS2tQ3HEotr87A/photo.jpg?sz=256', 'display_name': 'Oliver Hope', 'link': 'https://stackoverflow.com/users/13347007/oliver-hope'}",True,221,,1,2,1588151967,1587918967,61444336,CC BY-SA 4.0,https://stackoverflow.com/questions/61444336/return-mapbox-geocode-results-to-delphi-from-javascript,Return mapbox geocode results to Delphi from Javascript,,1588151967.0,,,
1276,"['javascript', 'html', 'angular']","{'account_id': 10545748, 'reputation': 656, 'user_id': 7770095, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e713046fd599c90d3f60a5c1a4d1f678?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hienz', 'link': 'https://stackoverflow.com/users/7770095/hienz'}",False,56,,0,0,1588151960,1588151960,61498329,CC BY-SA 4.0,https://stackoverflow.com/questions/61498329/element-focus-differs-in-firefoxedge-vs-chrome,element.focus() differs in Firefox&amp;Edge vs Chrome,,,,,
1277,"['javascript', 'html', 'api', 'notifications']","{'user_type': 'does_not_exist', 'display_name': 'user9963543'}",False,664,,0,0,1588151531,1588151531,61498171,CC BY-SA 4.0,https://stackoverflow.com/questions/61498171/sending-automatic-email-with-nodejs,Sending automatic email with NodeJS,,,,,
1278,"['javascript', 'html', 'checkbox', 'limit']","{'account_id': 18436114, 'reputation': 1, 'user_id': 13429917, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-3CSKhqqhFXo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPbuQ_ZJRXof0gJKmTZgu7S4L0X2Q/photo.jpg?sz=256', 'display_name': 'Jaya', 'link': 'https://stackoverflow.com/users/13429917/jaya'}",False,118,,2,0,1588151135,1588130016,61493600,CC BY-SA 4.0,https://stackoverflow.com/questions/61493600/limit-number-multiple-checkboxes-in-js,Limit Number Multiple Checkboxes in JS,,,,,
1279,"['html', 'css']","{'account_id': 13229815, 'reputation': 65, 'user_id': 9553818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5cda09787259c99babc4695f2729ba4f?s=256&d=identicon&r=PG&f=1', 'display_name': 'zab', 'link': 'https://stackoverflow.com/users/9553818/zab'}",False,237,,0,0,1588151054,1588150562,61497857,,https://stackoverflow.com/questions/61497857/select-button-with-options-style-in-pure-css,Select button with options style in PURE CSS,1588151017.0,,Duplicate,,
1280,"['javascript', 'html', 'jquery']","{'account_id': 10296925, 'reputation': 191, 'user_id': 7596768, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2afbc56b9e532ba106d725bd798df4bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'g0rdonL', 'link': 'https://stackoverflow.com/users/7596768/g0rdonl'}",True,677,61487893.0,2,-1,1588150834,1588098739,61487455,CC BY-SA 4.0,https://stackoverflow.com/questions/61487455/how-to-get-id-of-element-of-selector-class-in-jquery-on,How to get id of element of selector class in jquery on(),,1588150834.0,,,
1281,"['python', 'html', 'python-3.8']","{'account_id': 18437153, 'reputation': 1, 'user_id': 13430674, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b02ade0830d52b20dd2dcc146692c4d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hiiammister', 'link': 'https://stackoverflow.com/users/13430674/hiiammister'}",False,59,,1,0,1588150637,1588141371,61495457,CC BY-SA 4.0,https://stackoverflow.com/questions/61495457/i-was-making-an-app-and-i-am-getting-the-unexpected-indent-error-which-i-am-una,"I was making an app and i am getting the unexpected indent error, which I am unable to resolve, how do i remove it?",,1588150637.0,,,
1282,"['javascript', 'html', 'jquery', 'dom']","{'account_id': 13890624, 'reputation': 217, 'user_id': 10028715, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QsfSEZDJTYw/AAAAAAAAAAI/AAAAAAAAINg/jf53nitswMM/photo.jpg?sz=256', 'display_name': 'Shree Batale', 'link': 'https://stackoverflow.com/users/10028715/shree-batale'}",True,391,61497790.0,1,2,1588150357,1588145787,61496529,CC BY-SA 4.0,https://stackoverflow.com/questions/61496529/how-to-exclude-thead-tfoot-and-inputtype-checkbox-from-html-using-jquery,"How to exclude thead , tfoot, and input[type=checkbox] from HTML using jquery?",,,,,
1283,"['html', 'css', 'image', 'slider']","{'account_id': 18023902, 'reputation': 15, 'user_id': 13100403, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c219a726cd3a70336e137c04bfbad4c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'enars', 'link': 'https://stackoverflow.com/users/13100403/enars'}",True,403,61497537.0,1,0,1588150342,1588148319,61497193,CC BY-SA 4.0,https://stackoverflow.com/questions/61497193/css-slider-shows-only-first-3-images,css slider shows only first 3 images,,,,,
1284,"['html', 'html5-audio']","{'account_id': 11996688, 'reputation': 839, 'user_id': 8777990, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a876389a63abb45811150dfc4d39ec0?s=256&d=identicon&r=PG&f=1', 'display_name': 'vego', 'link': 'https://stackoverflow.com/users/8777990/vego'}",True,1396,,1,2,1588149694,1588149247,61497471,CC BY-SA 4.0,https://stackoverflow.com/questions/61497471/how-to-hide-the-surrounding-blue-border-of-html5-audio-controls,How to hide the surrounding blue border of html5 audio controls?,,,,,
1285,"['javascript', 'html', 'css', 'svg']","{'account_id': 4668696, 'reputation': 7005, 'user_id': 3781199, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'blue', 'link': 'https://stackoverflow.com/users/3781199/blue'}",True,1304,61497495.0,2,0,1588149360,1588148000,61497113,CC BY-SA 4.0,https://stackoverflow.com/questions/61497113/cant-align-svg-and-p-on-the-same-line-with-displayinline-block,Cant align svg and &lt;p&gt; on the same line with display:inline-block?,,,,,
1286,"['php', 'html']","{'account_id': 14007612, 'reputation': 77, 'user_id': 10117237, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-AbwYnYUPdxU/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7obW3yu1_ycw8JVMDd4T-9kjJftgw/mo/photo.jpg?sz=256', 'display_name': 'nick', 'link': 'https://stackoverflow.com/users/10117237/nick'}",False,312,,1,0,1588149294,1588093300,61485759,CC BY-SA 4.0,https://stackoverflow.com/questions/61485759/send-html-form-data-directly-to-email-without-opening-the-default-microsoft-outl,Send HTML form data directly to email without opening the default Microsoft outlook,,,,,
1287,"['javascript', 'html', 'jquery', 'css', 'google-chrome']","{'account_id': 18005712, 'reputation': 173, 'user_id': 13086542, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhiwExyz9qE_6KzeSd2EIs_OTqX7DkzjZb7bvl4=k-s256', 'display_name': 'The Author', 'link': 'https://stackoverflow.com/users/13086542/the-author'}",True,86,61497204.0,1,0,1588149252,1588146515,61496730,CC BY-SA 4.0,https://stackoverflow.com/questions/61496730/how-can-i-create-multiple-button-with-insertion-to-textarea-using-this-script,How can I create multiple button with insertion to textarea using this script,,1588148907.0,,,
