,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,locked_date
1255,['c'],"{'account_id': 6740244, 'reputation': 13, 'user_id': 5193719, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42fb054e8408b18f0097f7bb8bc580b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Goncalerta', 'link': 'https://stackoverflow.com/users/5193719/goncalerta'}",True,169,2,1,1616016487,1615997320,66676897,CC BY-SA 4.0,https://stackoverflow.com/questions/66676897/getline3-keeps-failing-on-loop-after-receiving-signal-sigint-ctrlc,getline(3) keeps failing on loop after receiving signal SIGINT (Ctrl+C),66677063.0,1616016487.0,,,,
1256,"['c', 'pointers', 'malloc']","{'account_id': 18826732, 'reputation': 43, 'user_id': 13731501, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gcqm64TV_yQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnr9v6Yk5n8IWFi5-tHgYWGJD1BWA/photo.jpg?sz=256', 'display_name': 'Some Goose', 'link': 'https://stackoverflow.com/users/13731501/some-goose'}",True,482,4,1,1616016097,1616006578,66679332,CC BY-SA 4.0,https://stackoverflow.com/questions/66679332/ways-to-declare-a-pointer-in-c,Ways to declare a pointer in C,,,,,,
1257,"['c', 'search', 'substring', 'c-strings', 'function-definition']","{'account_id': 14252922, 'reputation': 141, 'user_id': 10296062, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-uf3kvk2OhtQ/AAAAAAAAAAI/AAAAAAAAACQ/Q6f1dNEq89w/photo.jpg?sz=256', 'display_name': 'ExagonX', 'link': 'https://stackoverflow.com/users/10296062/exagonx'}",True,976,2,2,1616015961,1616012745,66680722,CC BY-SA 4.0,https://stackoverflow.com/questions/66680722/find-string-function-in-c,Find String Function in [ C ],66680765.0,1616015711.0,,,,
1258,"['c', 'linux', 'gcc']","{'account_id': 12949171, 'reputation': 35, 'user_id': 9362527, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VOm6X.jpg?s=256&g=1', 'display_name': 'FiveBlue', 'link': 'https://stackoverflow.com/users/9362527/fiveblue'}",True,67,2,0,1616015842,1616011106,66680370,CC BY-SA 4.0,https://stackoverflow.com/questions/66680370/printf-with-a-function-call-arg-sometimes-incorrect,printf() with a function call arg sometimes incorrect,66680504.0,1616015842.0,,,,
1259,"['c', 'matlab', 'mex']","{'account_id': 4926, 'reputation': 9624, 'user_id': 7648, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/1a27e9fea3c16775a54ee5f437af3db1?s=256&d=identicon&r=PG', 'display_name': 'Paul Reiners', 'link': 'https://stackoverflow.com/users/7648/paul-reiners'}",True,73,1,0,1616015728,1615995962,66676500,CC BY-SA 4.0,https://stackoverflow.com/questions/66676500/in-the-matlab-mexfunction-how-do-you-assign-gnu-scientific-library-matrices-and,In the MATLAB mexFunction how do you assign GNU Scientific Library matrices and vectors to plhs?,66677581.0,1616009350.0,,,,
1260,['c'],"{'account_id': 19781312, 'reputation': 33, 'user_id': 14486258, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WipLfKV0xhM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmM8eL21v7NGu-DjTleVvtkzV2L8w/s96-c/photo.jpg?sz=256', 'display_name': 'M Tee', 'link': 'https://stackoverflow.com/users/14486258/m-tee'}",True,68,1,-1,1616015454,1616009642,66680021,CC BY-SA 4.0,https://stackoverflow.com/questions/66680021/problem-when-adding-2-characters-together,Problem when adding 2 characters together,66680119.0,,,,,
1261,"['c', 'generics', 'atomic']","{'account_id': 10145571, 'reputation': 3544, 'user_id': 7493840, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://graph.facebook.com/227486944377608/picture?type=large', 'display_name': 'Zazaeil', 'link': 'https://stackoverflow.com/users/7493840/zazaeil'}",True,30,1,2,1616015404,1616007583,66679556,CC BY-SA 4.0,https://stackoverflow.com/questions/66679556/generic-atomic-channel-that-will-work-with-custom-structs-as-well,Generic atomic channel that will work with custom structs as well,66681156.0,1616007695.0,,,,
1262,"['c', 'file', 'pointers', 'bitstream']","{'account_id': 16320158, 'reputation': 39, 'user_id': 11786181, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/220c8513b1d9ff9984073f0be3ae52b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fabian M.', 'link': 'https://stackoverflow.com/users/11786181/fabian-m'}",True,275,1,2,1616014369,1615940496,66665355,CC BY-SA 4.0,https://stackoverflow.com/questions/66665355/write-bitstream-to-file-in-c,Write bitstream to file in C,,1616002024.0,,,,
1263,"['c', 'header-files']","{'account_id': 20150236, 'reputation': 167, 'user_id': 14999816, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-d8-i-ksAZj8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnspMGIK8mV-EVPErWbkEWf9411zA/s96-c/photo.jpg?sz=256', 'display_name': 'Carson James', 'link': 'https://stackoverflow.com/users/14999816/carson-james'}",True,48,1,1,1616014304,1616010928,66680326,CC BY-SA 4.0,https://stackoverflow.com/questions/66680326/avoiding-circular-includes-while-retaining-desired-functionality-and-not-making,avoiding circular includes while retaining desired functionality and not making extra declarations,66681045.0,,,,,
1264,"['c++', 'c', 'sdk', 'rfid']","{'account_id': 10843770, 'reputation': 31, 'user_id': 7974097, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-cIEl2giI5Vo/AAAAAAAAAAI/AAAAAAAAGH8/FPsXpwP4F9k/photo.jpg?sz=256', 'display_name': 'G&#225;bor Stefler', 'link': 'https://stackoverflow.com/users/7974097/g%c3%a1bor-stefler'}",False,285,1,0,1616012909,1616000685,66677869,CC BY-SA 4.0,https://stackoverflow.com/questions/66677869/connecting-to-my-uhf-rfid-reader-via-the-provided-sdk,Connecting to my UHF RFID reader via the provided SDK,,1616012909.0,,,,
1265,"['c', 'linux', 'inotify']","{'account_id': 328297, 'reputation': 104818, 'user_id': 651174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e2d79b9350ef4ebf04ac0ad5816a5c3?s=256&d=identicon&r=PG', 'display_name': 'David542', 'link': 'https://stackoverflow.com/users/651174/david542'}",False,71,0,0,1616011332,1616011332,66680433,CC BY-SA 4.0,https://stackoverflow.com/questions/66680433/how-to-get-access-time-in-inotify,How to get access time in inotify,,,,,,
1266,"['c', 'pointers', 'memory-management']","{'account_id': 15701016, 'reputation': 3, 'user_id': 15418098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a3f0f4fb14b52ce6067c6656e465d673?s=256&d=identicon&r=PG&f=1', 'display_name': 'leaR3', 'link': 'https://stackoverflow.com/users/15418098/lear3'}",True,79,1,0,1616011092,1616010648,66680270,CC BY-SA 4.0,https://stackoverflow.com/questions/66680270/c-memory-access-violation-but-why,C - Memory Access Violation (But Why?),66680367.0,,,,,
1267,"['c', 'project', 'header-files']","{'account_id': 9971254, 'reputation': 11, 'user_id': 7378145, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ShLQMNl7fCQ/AAAAAAAAAAI/AAAAAAAAAWA/y6sRtAIC4B0/photo.jpg?sz=256', 'display_name': 'Iuppiter Zeus', 'link': 'https://stackoverflow.com/users/7378145/iuppiter-zeus'}",False,243,1,1,1616010907,1614554804,66414899,CC BY-SA 4.0,https://stackoverflow.com/questions/66414899/c-project-with-multiple-files-header-files,C project with multiple files (header files),,1616010171.0,,,,
1268,['c'],"{'account_id': 17582416, 'reputation': 45, 'user_id': 12755935, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ab2e7ec4126367231236be8040294a4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Augustus', 'link': 'https://stackoverflow.com/users/12755935/augustus'}",True,64,1,1,1616010601,1616004277,66678787,CC BY-SA 4.0,https://stackoverflow.com/questions/66678787/is-this-a-correct-usage-of-struct,Is this a correct usage of struct?,66678941.0,1616006611.0,,,,
1269,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user15238439'}",False,178,1,0,1616009531,1616008363,66679749,CC BY-SA 4.0,https://stackoverflow.com/questions/66679749/creating-multiple-nodes-in-a-linked-list,Creating multiple nodes in a linked list,,,,,,
1270,"['c', 'gcc', 'thumb']","{'user_type': 'does_not_exist', 'display_name': 'user15417885'}",False,92,0,0,1616007789,1616007789,66679609,CC BY-SA 4.0,https://stackoverflow.com/questions/66679609/force-arm-gcc-to-bl-directly-to-address,Force ARM GCC to BL directly to address,,,,,,
1271,"['c', 'openmp']","{'account_id': 14008510, 'reputation': 389, 'user_id': 10117884, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d058bcb853137423ef17264cbfdabfd1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Odess4', 'link': 'https://stackoverflow.com/users/10117884/odess4'}",True,227,1,0,1616007209,1616005184,66678993,CC BY-SA 4.0,https://stackoverflow.com/questions/66678993/why-cant-the-following-loop-be-parallelized,Why can&#39;t the following loop be parallelized?,66679166.0,1616005301.0,,,,
1272,"['c', 'printf', 'posix', 'c-strings']","{'account_id': 9633390, 'reputation': 1923, 'user_id': 7150408, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-iJ-Hk3r0_Zc/AAAAAAAAAAI/AAAAAAAACJ4/5oV3lHcC-IM/photo.jpg?sz=256', 'display_name': 'Poohl', 'link': 'https://stackoverflow.com/users/7150408/poohl'}",True,46,1,5,1616006685,1616004538,66678849,CC BY-SA 4.0,https://stackoverflow.com/questions/66678849/portablilty-of-using-percison-when-printf-ing-non-0-terminated-strings,Portablilty of using percison when printf-ing non 0 terminated strings,66679254.0,,,,,
1273,['c'],"{'account_id': 15264670, 'reputation': 21, 'user_id': 11372866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32a5ce3e5cd7b13b856795753cc5bddf?s=256&d=identicon&r=PG&f=1', 'display_name': 'AvicT', 'link': 'https://stackoverflow.com/users/11372866/avict'}",True,32,1,-1,1616003387,1616002830,66678427,CC BY-SA 4.0,https://stackoverflow.com/questions/66678427/i-have-2-tables-and-i-want-to-sum-odd-numbers,I have 2 Tables and i want to sum odd numbers,,1616002894.0,,,,
1274,"['python', 'c', 'numpy', 'memory-management', 'malloc']","{'account_id': 430804, 'reputation': 1071, 'user_id': 814438, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/14ac9524144212f3a2c92376980a696e?s=256&d=identicon&r=PG', 'display_name': 'Jacob Quisenberry', 'link': 'https://stackoverflow.com/users/814438/jacob-quisenberry'}",True,173,1,0,1616002180,1615830620,66643031,CC BY-SA 4.0,https://stackoverflow.com/questions/66643031/numpy-tries-to-allocate-more-memory-than-available-in-windows,numpy Tries to Allocate More Memory than Available in Windows,,1616001476.0,,,,
1275,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user15238439'}",True,1646,2,0,1616001548,1615995211,66676280,CC BY-SA 4.0,https://stackoverflow.com/questions/66676280/header-h-no-such-file-or-directory,Header.h: No such file or directory,66676305.0,,,,,
1276,['c'],"{'account_id': 9812575, 'reputation': 570, 'user_id': 8602199, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/82219b7f1c6a2b47dd836d6d82bfe8cc?s=256&d=identicon&r=PG&f=1', 'display_name': 'JustANoob', 'link': 'https://stackoverflow.com/users/8602199/justanoob'}",True,62,2,1,1616001491,1615998453,66677240,CC BY-SA 4.0,https://stackoverflow.com/questions/66677240/generic-array-printer-not-working-for-doubles-type,Generic array printer not working for doubles type,66677472.0,1616001491.0,,,,
1277,"['c', 'stack']","{'account_id': 19789091, 'reputation': 67, 'user_id': 14492438, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-vz9dL30R_Lw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsvr9-l9PHIubQS3mq1is_dk7jCw/s96-c/photo.jpg?sz=256', 'display_name': 'Karnik Kanojia', 'link': 'https://stackoverflow.com/users/14492438/karnik-kanojia'}",True,42,1,0,1615998284,1615990838,66674991,CC BY-SA 4.0,https://stackoverflow.com/questions/66674991/problem-stack-implementaion-using-a-linked-list,problem Stack implementaion using a linked list,66675384.0,,,,,
1278,['c'],"{'account_id': 20891268, 'reputation': 91, 'user_id': 15346569, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi3NVbcfdjw3fBTr7sQgFadvVvlL2T3EIkhV29A=k-s256', 'display_name': 'kori the newbie', 'link': 'https://stackoverflow.com/users/15346569/kori-the-newbie'}",False,44,0,0,1615997927,1615997459,66676938,,https://stackoverflow.com/questions/66676938/how-many-digits-after-the-decimal-point-can-a-float-variable-save-in-c,How many digits after the decimal point can a float variable save in c?,,,1615998226.0,Duplicate,,
1279,"['c', 'sdl', 'raycasting', 'fisheye']","{'account_id': 16236277, 'reputation': 1013, 'user_id': 11723707, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-EZcsrbuPOic/AAAAAAAAAAI/AAAAAAAACak/g4jjIgJ6bRI/photo.jpg?sz=256', 'display_name': 'Caspian Ahlberg', 'link': 'https://stackoverflow.com/users/11723707/caspian-ahlberg'}",True,829,1,3,1615997649,1615499979,66591163,CC BY-SA 4.0,https://stackoverflow.com/questions/66591163/how-do-i-fix-the-warped-perspective-in-my-raycaster,How do I fix the warped perspective in my raycaster?,66591278.0,1615997649.0,,,,
1280,['c'],"{'account_id': 19389071, 'reputation': 37, 'user_id': 14178184, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiGT76YUnQmaQ4JR-Zdj0DBd_rQVdq8vABu8HMG=k-s256', 'display_name': 'Samit Kapoor', 'link': 'https://stackoverflow.com/users/14178184/samit-kapoor'}",True,313,1,2,1615996067,1615834887,66644100,CC BY-SA 4.0,https://stackoverflow.com/questions/66644100/why-does-my-code-show-different-output-on-different-compiler,Why does my code show different output on different compiler?,66644827.0,1615996067.0,,,,
1281,"['c', 'function']","{'account_id': 20460831, 'reputation': 21, 'user_id': 15369181, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lopfC.jpg?s=256&g=1', 'display_name': 'Tiago Caetano', 'link': 'https://stackoverflow.com/users/15369181/tiago-caetano'}",False,74,0,2,1615995259,1615995259,66676291,CC BY-SA 4.0,https://stackoverflow.com/questions/66676291/function-that-receives-a-float-and-return-an-int-or-a-float-in-c,"Function that receives a float, and return an int or a float in C",,,,,,
1282,['c'],"{'account_id': 14938926, 'reputation': 598, 'user_id': 10786209, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/iUj4O.png?s=256&g=1', 'display_name': 'Abdel Aleem', 'link': 'https://stackoverflow.com/users/10786209/abdel-aleem'}",True,125,3,-3,1615995220,1615978669,66671677,,https://stackoverflow.com/questions/66671677/rewriting-a-piece-of-code-to-become-more-readable,Rewriting a piece of code to become more readable,66671768.0,,1615980559.0,Duplicate,,
1283,"['c', 'microcontroller', '8051']","{'account_id': 20429763, 'reputation': 3, 'user_id': 14988872, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-WSqjNGCdqSA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnYGtIgGIlDyi22AfxU0k9BXWZEdw/s96-c/photo.jpg?sz=256', 'display_name': 'CheekiBreekiIVDamke', 'link': 'https://stackoverflow.com/users/14988872/cheekibreekiivdamke'}",True,147,1,-1,1615995183,1615992775,66675541,CC BY-SA 4.0,https://stackoverflow.com/questions/66675541/am-i-missing-something-in-c-code-programming-8051-mcus,am I missing something in C code? programming 8051 MCUs,66676271.0,1615992998.0,,,,
1284,"['c', 'assembly', 'makefile', 'iar']","{'account_id': 20541887, 'reputation': 41, 'user_id': 15076654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4243557c91289e20c1ddc014c849a81a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adeishere', 'link': 'https://stackoverflow.com/users/15076654/adeishere'}",True,131,1,1,1615994694,1615909100,66658485,CC BY-SA 4.0,https://stackoverflow.com/questions/66658485/build-assembler-file-using-makefile-with-iar-compiler,build assembler file using makefile with iar compiler,,,,,,
1285,"['c', 'endianness', 'unions']","{'account_id': 20980563, 'reputation': 1, 'user_id': 15415504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85d42caf2f0a37935a394471b8e7b923?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rongxuan He', 'link': 'https://stackoverflow.com/users/15415504/rongxuan-he'}",True,196,3,0,1615992641,1615991242,66675092,CC BY-SA 4.0,https://stackoverflow.com/questions/66675092/c-union-assignment-with-big-endian,C union assignment with big endian,,1615991796.0,,,,
1286,"['c', 'embedded', 'spi']","{'account_id': 9788349, 'reputation': 63, 'user_id': 7253916, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/S39kh.jpg?s=256&g=1', 'display_name': 'Ali Hamdy', 'link': 'https://stackoverflow.com/users/7253916/ali-hamdy'}",True,122,2,0,1615991337,1615908336,66658255,CC BY-SA 4.0,https://stackoverflow.com/questions/66658255/spi-serial-peripheral-interface-question,SPI (serial peripheral interface) question,66658957.0,1615925544.0,,,,
1287,"['c', 'gcc']","{'account_id': 1239155, 'reputation': 7772, 'user_id': 1202172, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8587094fc4666bee5d5852f163e6f86b?s=256&d=identicon&r=PG', 'display_name': 'Danijel', 'link': 'https://stackoverflow.com/users/1202172/danijel'}",False,44,0,0,1615991026,1615991026,66675047,,https://stackoverflow.com/questions/66675047/in-place-vector-abs-warning-operation-may-be-undefined,In place vector &quot;abs&quot; warning: operation may be undefined?,,,1615991392.0,Duplicate,,
1288,"['c', 'synchronization', 'spinlock']","{'account_id': 6081115, 'reputation': 300, 'user_id': 4746861, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b02d093c0e7e10074b7d572396022657?s=256&d=identicon&r=PG&f=1', 'display_name': 'mmichal10', 'link': 'https://stackoverflow.com/users/4746861/mmichal10'}",False,48,0,0,1615990457,1615990457,66674886,CC BY-SA 4.0,https://stackoverflow.com/questions/66674886/deinitialize-multiple-spinlocks,Deinitialize multiple spinlocks,,,,,,
1289,"['c', 'assembly']","{'account_id': 20808051, 'reputation': 1, 'user_id': 15382671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhhUpa2gTxsTDh_UBzgBvRP6NnBUPMMj5SPoT2DEA=k-s256', 'display_name': 'Pedro Victor Fonseca', 'link': 'https://stackoverflow.com/users/15382671/pedro-victor-fonseca'}",False,188,0,0,1615988674,1615988674,66674377,CC BY-SA 4.0,https://stackoverflow.com/questions/66674377/how-to-import-a-library-from-c-to-a-assembly-code,How to import a library from C to a Assembly code?,,,,,,
1290,"['c', 'io-redirection']","{'account_id': 20947629, 'reputation': 1, 'user_id': 15390103, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-MP2TK-xfBKM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmCDImEFy2DZ0e-DirMDsu9JK_X3w/s96-c/photo.jpg?sz=256', 'display_name': 'Aspiring SE', 'link': 'https://stackoverflow.com/users/15390103/aspiring-se'}",False,38,0,0,1615988237,1615988237,66674255,CC BY-SA 4.0,https://stackoverflow.com/questions/66674255/creat-or-open-not-working-please-suggest,Creat or Open not working. Please suggest,,,,,,
1291,"['c', 'structure', 'fgets']","{'account_id': 1106617, 'reputation': 1083, 'user_id': 4908189, 'user_type': 'registered', 'accept_rate': 24, 'profile_image': 'https://www.gravatar.com/avatar/e67dbb491cf350d1a6387e5dffeece2f?s=256&d=identicon&r=PG', 'display_name': 'nischalinn', 'link': 'https://stackoverflow.com/users/4908189/nischalinn'}",True,494,2,0,1615987773,1615972302,66670045,CC BY-SA 4.0,https://stackoverflow.com/questions/66670045/using-fgets-with-structure,using fgets with structure,,,,,,
1292,"['c', 'global']","{'account_id': 20980181, 'reputation': 1, 'user_id': 15415206, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-gcZyzLLcNDY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck9-990FFwQsbHVz005LewaMxuMYQ/s96-c/photo.jpg?sz=256', 'display_name': 'i am learning', 'link': 'https://stackoverflow.com/users/15415206/i-am-learning'}",True,76,1,-3,1615987099,1615986808,66673824,,https://stackoverflow.com/questions/66673824/in-c-can-you-modify-a-global-variable-in-a-function-and-then-use-the-modified-v,"In C, can you modify a global variable in a function and then use the modified value in the same function later",,,1615987020.0,Needs more focus,,
1293,"['c', 'process', 'pipe', 'fork']","{'account_id': 18308670, 'reputation': 199, 'user_id': 13448344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/616c577ed4b0e8f44f9cdef48ccc6952?s=256&d=identicon&r=PG&f=1', 'display_name': 'M A', 'link': 'https://stackoverflow.com/users/13448344/m-a'}",True,63,1,0,1615982288,1615981829,66672518,CC BY-SA 4.0,https://stackoverflow.com/questions/66672518/basic-pipe-does-not-terminate-in-c,Basic pipe does not terminate in c,66672627.0,,,,,
1294,"['c', 'linked-list', 'malloc', 'sparse-matrix', 'dynamic-memory-allocation']","{'account_id': 19416948, 'reputation': 13, 'user_id': 14200199, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-UK8poOu2Py8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmdN1T6SCIziyUz1Yra5j-w9evqRQ/photo.jpg?sz=256', 'display_name': 'Manik Badshah', 'link': 'https://stackoverflow.com/users/14200199/manik-badshah'}",True,49,1,1,1615982038,1615981053,66672301,CC BY-SA 4.0,https://stackoverflow.com/questions/66672301/there-is-some-issue-with-memory-allocation-segmentation-fault,"there is some issue with memory allocation, segmentation fault",66672568.0,1615981724.0,,,,
1295,"['c', 'api', 'sdk', 'abi']","{'account_id': 20977400, 'reputation': 21, 'user_id': 15413036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9354375edf7459d4aee8e6f140f3c4bc?s=256&d=identicon&r=PG&f=1', 'display_name': 'praveen', 'link': 'https://stackoverflow.com/users/15413036/praveen'}",False,41,1,1,1615981381,1615966786,66668800,CC BY-SA 4.0,https://stackoverflow.com/questions/66668800/how-to-pass-multiple-level-of-c-structure-between-applicaiton-and-library,How to pass multiple-level of C structure between Applicaiton and library,,1615973223.0,,,,
1296,"['c', 'data-structures', 'struct', 'stack', 'implementation']","{'account_id': 19789091, 'reputation': 67, 'user_id': 14492438, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-vz9dL30R_Lw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmsvr9-l9PHIubQS3mq1is_dk7jCw/s96-c/photo.jpg?sz=256', 'display_name': 'Karnik Kanojia', 'link': 'https://stackoverflow.com/users/14492438/karnik-kanojia'}",True,63,2,0,1615981199,1615968420,66669115,CC BY-SA 4.0,https://stackoverflow.com/questions/66669115/error-in-stack-with-linked-list-implementation,Error in stack with linked list implementation,66669489.0,1615973480.0,,,,
1297,['c'],"{'account_id': 14252922, 'reputation': 141, 'user_id': 10296062, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-uf3kvk2OhtQ/AAAAAAAAAAI/AAAAAAAAACQ/Q6f1dNEq89w/photo.jpg?sz=256', 'display_name': 'ExagonX', 'link': 'https://stackoverflow.com/users/10296062/exagonx'}",True,92,1,-1,1615980759,1615901081,66656126,,https://stackoverflow.com/questions/66656126/c-can-i-return-array-instead-pointer-and-if-not-can-i-work-with-pointer,C can I return array instead pointer and if not can I work with pointer?,66656611.0,1615980759.0,1615905271.0,Needs details or clarity,,
1298,"['c', 'pointers', 'dynamic-memory-allocation']","{'account_id': 18171079, 'reputation': 11, 'user_id': 13220734, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cc58362aa7be3a69feb7de80072c4e6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/13220734/kevin'}",True,40,1,-1,1615977918,1615976884,66671203,CC BY-SA 4.0,https://stackoverflow.com/questions/66671203/dynamic-allocation-of-2d-array-pointers-filling-printing,"Dynamic Allocation of 2d Array, pointers. filling, printing",66671317.0,,,,,
1299,"['arrays', 'c', 'printing']","{'account_id': 20978103, 'reputation': 11, 'user_id': 15413590, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-CpTxNRMh3-E/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmiRBkOpAj-7Uubd3j44wy8MXstiQ/s96-c/photo.jpg?sz=256', 'display_name': 'XXX TELTACIO', 'link': 'https://stackoverflow.com/users/15413590/xxx-teltacio'}",True,47,2,0,1615974904,1615971694,66669871,CC BY-SA 4.0,https://stackoverflow.com/questions/66669871/how-to-print-a-few-2d-arrays-with-a-fuction,How to print a few 2d arrays with a fuction?,66670309.0,,,,,
1300,"['c', 'variables', 'scope', 'lifetime', 'static-variables']","{'account_id': 10659657, 'reputation': 23, 'user_id': 11802346, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fEeYwn_NBIY/AAAAAAAAAAI/AAAAAAAABow/pe_r5zSxgSw/photo.jpg?sz=256', 'display_name': 'pankaj gulia', 'link': 'https://stackoverflow.com/users/11802346/pankaj-gulia'}",True,108,1,-1,1615973750,1615973156,66670249,CC BY-SA 4.0,https://stackoverflow.com/questions/66670249/i-want-to-understand-how-the-value-of-x-changes-when-recursive-function-fun-is,I want to understand how the value of x changes when recursive function &#39;fun&#39; is called,66670395.0,,,,,
1301,"['c', 'floating-point', 'fixed-point']","{'account_id': 20967155, 'reputation': 39, 'user_id': 15405107, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/abe6ee6374c773ecfa1f4c8725604f10?s=256&d=identicon&r=PG&f=1', 'display_name': 'hockey_buzz', 'link': 'https://stackoverflow.com/users/15405107/hockey-buzz'}",True,241,1,2,1615970887,1615871800,66649479,CC BY-SA 4.0,https://stackoverflow.com/questions/66649479/what-is-the-problem-with-this-fixed-point-conversion-from-floating-point-in-c,What is the problem with this fixed point conversion from floating point in c?,,1615970887.0,,,,
1302,"['arrays', 'c', 'function', 'pointers', 'matrix']","{'account_id': 20690902, 'reputation': 3, 'user_id': 15192311, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-mRZDn_6RX_8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckHeh-wC3mdg0radDVQe1XoIhpHfg/s96-c/photo.jpg?sz=256', 'display_name': 'Toky', 'link': 'https://stackoverflow.com/users/15192311/toky'}",True,407,3,0,1615970776,1615925416,66662668,,https://stackoverflow.com/questions/66662668/write-a-function-that-finds-the-biggest-element-of-a-2d-array-in-c,Write a function that finds the biggest element of a 2D array in C,66663125.0,,1615982539.0,Duplicate,,
1303,"['c', 'linux', 'sockets', 'udp']","{'account_id': 19626587, 'reputation': 166, 'user_id': 14365768, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e7ac04e41559ecdd5a9a14b1c77733d2?s=256&d=identicon&r=PG&f=1', 'display_name': 'psionic12', 'link': 'https://stackoverflow.com/users/14365768/psionic12'}",False,202,0,0,1615968592,1615968051,66669039,CC BY-SA 4.0,https://stackoverflow.com/questions/66669039/will-an-udp-client-socket-still-usable-if-the-network-changes,Will an UDP client socket still usable if the network changes?,,1615968592.0,,,,
