,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,protected_date,locked_date
911,"['c', 'memory-management', 'operating-system']","{'account_id': 17775466, 'reputation': 67, 'user_id': 12907928, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-2RuphzGfbDQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcBLyhTIE7rNBboPaYN-LZe8zfOhA/photo.jpg?sz=256', 'display_name': 'Gillian', 'link': 'https://stackoverflow.com/users/12907928/gillian'}",False,58,0,3,1587754372,1587747278,1587754372.0,61413455,CC BY-SA 4.0,https://stackoverflow.com/questions/61413455/avoid-memory-fragmentation-by-load-libraries-anywhere-we-want,avoid memory fragmentation by load libraries anywhere we want,,,,,,
912,"['c', 'optimization', 'openmp']","{'account_id': 6600515, 'reputation': 230, 'user_id': 5098972, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bb235a8cb8726798c667e68d0c6b2e5a?s=256&d=identicon&r=PG&f=1', 'display_name': 'hemmelig', 'link': 'https://stackoverflow.com/users/5098972/hemmelig'}",False,55,1,0,1587754179,1587472558,,61343698,CC BY-SA 4.0,https://stackoverflow.com/questions/61343698/time-series-stacking-c-algorithm-optimisation,Time series stacking - C algorithm optimisation,,,,,,
913,"['c', 'arrays', 'function', 'pointers']","{'account_id': 14190486, 'reputation': 13, 'user_id': 10251299, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/324709394770103/picture?type=large', 'display_name': 'Roma Roik', 'link': 'https://stackoverflow.com/users/10251299/roma-roik'}",False,11,0,0,1587753873,1587753873,,61415350,,https://stackoverflow.com/questions/61415350/save-modified-array-in-function,Save modified array in function,,1587755535.0,Duplicate,,,
914,"['c', 'string', 'concatenation']","{'account_id': 18135537, 'reputation': 177, 'user_id': 13190126, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg4cCtTBwnhvniAOycbB7HHQmdlcS2L9OVfLjyuIg=k-s256', 'display_name': 'KraveXL', 'link': 'https://stackoverflow.com/users/13190126/kravexl'}",True,77,2,0,1587753808,1587569595,,61369049,CC BY-SA 4.0,https://stackoverflow.com/questions/61369049/is-there-a-function-that-can-append-to-the-front-of-a-string-without-having-to-c,Is there a function that can append to the front of a string without having to create two different char arrays in C?,,,,,,
915,"['c', 'cs50']","{'account_id': 18395185, 'reputation': 3, 'user_id': 13399855, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f8bfac48b5f220f97cbcd64fe7cf166?s=256&d=identicon&r=PG&f=1', 'display_name': 'jerry', 'link': 'https://stackoverflow.com/users/13399855/jerry'}",True,222,2,0,1587753126,1587744210,,61412567,CC BY-SA 4.0,https://stackoverflow.com/questions/61412567/floating-point-exception-cs50-readability-assignment,Floating point exception CS50 readability assignment,61412620.0,,,,,
916,['c'],"{'account_id': 7201893, 'reputation': 21, 'user_id': 5498849, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-PpHNewPs_Vo/AAAAAAAAAAI/AAAAAAAAHkI/0VUYjTdEqlA/photo.jpg?sz=256', 'display_name': 'Ayushmaan Ganotra', 'link': 'https://stackoverflow.com/users/5498849/ayushmaan-ganotra'}",True,204,1,0,1587752500,1587751610,,61414715,CC BY-SA 4.0,https://stackoverflow.com/questions/61414715/char-value-changing-after-use-of-fgets,char* value changing after use of fgets,61414879.0,,,,,
917,"['c', 'arrays', 'multidimensional-array', 'cs50']","{'account_id': 14862446, 'reputation': 23, 'user_id': 10732756, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/244fe9e260e2c7b88bf2fd78c9082082?s=256&d=identicon&r=PG&f=1', 'display_name': 'Listya', 'link': 'https://stackoverflow.com/users/10732756/listya'}",True,35,2,2,1587750429,1587749393,,61414076,CC BY-SA 4.0,https://stackoverflow.com/questions/61414076/c-nested-loop-over-2d-array-giving-unexpected-result,C: Nested loop over 2d array giving unexpected result,61414238.0,,,,,
918,"['c', 'arrays', 'arduino', 'serial-port']","{'account_id': 7337005, 'reputation': 311, 'user_id': 5588032, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/TGvFS.jpg?s=256&g=1', 'display_name': 'Pmsmm', 'link': 'https://stackoverflow.com/users/5588032/pmsmm'}",True,176,1,0,1587750206,1587746946,,61413365,CC BY-SA 4.0,https://stackoverflow.com/questions/61413365/why-serial-received-message-getting-stored-in-char-array,Why Serial Received Message Getting Stored In Char Array,61414091.0,,,,,
919,"['c', 'printf']","{'account_id': 17558970, 'reputation': 43, 'user_id': 12737849, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2487610388121013/picture?type=large', 'display_name': 'Maxim Da&#239;neko', 'link': 'https://stackoverflow.com/users/12737849/maxim-da%c3%afneko'}",True,45,2,0,1587749613,1587748895,1587749329.0,61413929,,https://stackoverflow.com/questions/61413929/how-to-get-rid-of-a-new-line-after-string,How to get rid of a new line after string,,1587750659.0,Duplicate,,,
920,"['c', 'multithreading']","{'account_id': 10812955, 'reputation': 11, 'user_id': 7953041, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/ixRHN.jpg?s=256&g=1', 'display_name': 'Artiom A', 'link': 'https://stackoverflow.com/users/7953041/artiom-a'}",True,67,1,0,1587749531,1587749215,,61414023,CC BY-SA 4.0,https://stackoverflow.com/questions/61414023/unable-to-remove-file-in-c-using-threads,Unable to remove file in c using threads,61414107.0,,,,,
921,"['c', 'computer-science']","{'account_id': 18236400, 'reputation': 9, 'user_id': 13399952, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f311a5e441447eb0608b0e7ebe236db2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Justiceq123', 'link': 'https://stackoverflow.com/users/13399952/justiceq123'}",True,76,1,0,1587748820,1587745614,,61412975,CC BY-SA 4.0,https://stackoverflow.com/questions/61412975/how-are-things-stored-in-memory,How are things stored in memory,,,,,,
922,['c'],"{'account_id': 9979843, 'reputation': 1, 'user_id': 9740279, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1192649507509873/picture?type=large', 'display_name': 'Vibhak Golchha', 'link': 'https://stackoverflow.com/users/9740279/vibhak-golchha'}",False,66,2,0,1587746160,1587744223,1587744482.0,61412571,CC BY-SA 4.0,https://stackoverflow.com/questions/61412571/how-to-fix-the-array-identifier-and-initializer-errors,"How to fix the array, identifier, and initializer errors?",,,,,,
923,"['c', 'linux', 'multithreading', 'pthreads']","{'account_id': 6994921, 'reputation': 650, 'user_id': 5362886, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/115e222929ca061e04ed218752e75297?s=256&d=identicon&r=PG&f=1', 'display_name': 'mega_creamery', 'link': 'https://stackoverflow.com/users/5362886/mega-creamery'}",False,655,1,1,1587744496,1587732380,1587734043.0,61408685,,https://stackoverflow.com/questions/61408685/can-you-change-a-threads-name-from-within-itself-in-linux,Can you change a thread&#39;s name from within itself in Linux?,,1587744616.0,Duplicate,,,
924,"['c', 'int', 'output']","{'account_id': 18394699, 'reputation': 1, 'user_id': 13399488, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_7TN3D9assE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOOkBRauam6xZggayni6uZ_GyU_wg/photo.jpg?sz=256', 'display_name': 'Hobo Uhrin', 'link': 'https://stackoverflow.com/users/13399488/hobo-uhrin'}",False,55,0,0,1587744436,1587741296,1587744158.0,61411638,CC BY-SA 4.0,https://stackoverflow.com/questions/61411638/why-it-counts-these-numbers-so-weird,Why it counts these numbers so weird?,,,,,,
925,"['c', 'struct', 'linked-list']","{'account_id': 16604988, 'reputation': 35, 'user_id': 11999687, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAgrqMpr3CBc5enmLd6jhxjIfJIlMGxCqO7OU9JEg=k-s256', 'display_name': 'James Wong', 'link': 'https://stackoverflow.com/users/11999687/james-wong'}",False,39,0,0,1587744135,1587744135,,61412549,CC BY-SA 4.0,https://stackoverflow.com/questions/61412549/how-do-i-free-a-memory-block-when-i-have-to-return-it-back,how do i free a memory block when i have to return it back?,,,,,,
926,"['c', 'arrays', 'pointers']","{'account_id': 18105155, 'reputation': 399, 'user_id': 13162534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5c60ff490454b33be9d58abe4e62615?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alpha', 'link': 'https://stackoverflow.com/users/13162534/alpha'}",True,6246,1,2,1587743744,1587739205,1587741022.0,61410931,CC BY-SA 4.0,https://stackoverflow.com/questions/61410931/write-a-c-program-to-convert-1d-array-to-2d-array-using-pointers,Write a C program to convert 1D array to 2D array using pointers,61411202.0,,,,,
927,"['c', 'function']","{'user_type': 'does_not_exist', 'display_name': 'user13239177'}",True,440,2,0,1587743113,1587736552,,61410072,CC BY-SA 4.0,https://stackoverflow.com/questions/61410072/how-many-times-called-the-function-calculate-%c4%b0n-c,How many times called the function calculate? İn C,,,,,,
928,"['c', 'struct', 'malloc', 'token', 'dynamic-memory-allocation']","{'account_id': 18364194, 'reputation': 35, 'user_id': 13375644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7922b830ad073e34a4d82aa5c41f0cb1?s=256&d=identicon&r=PG&f=1', 'display_name': 'liamkr', 'link': 'https://stackoverflow.com/users/13375644/liamkr'}",True,39,1,0,1587742067,1587684302,1587741578.0,61398597,CC BY-SA 4.0,https://stackoverflow.com/questions/61398597/is-it-possible-to-take-a-token-from-a-file-and-create-a-struct-with-it-using-mal,Is it possible to take a token from a file and create a struct with it using malloc in C?,61411901.0,,,,,
929,"['c', 'segmentation-fault', 'core']","{'account_id': 18394691, 'reputation': 1, 'user_id': 13399481, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-G2X6KJ-oj7s/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPzPgkZKLZ8KOqZ1z4f4SC6u8bcnw/photo.jpg?sz=256', 'display_name': 'R.J. Williams', 'link': 'https://stackoverflow.com/users/13399481/r-j-williams'}",False,35,0,0,1587741799,1587741799,,61411808,CC BY-SA 4.0,https://stackoverflow.com/questions/61411808/concurrently-linked-list-with-locks-throwing-segmentation-faultcore-dump-every,concurrently linked list with locks throwing segmentation fault(core dump) every time I try to run it,,,,,,
930,"['c', 'language-lawyer']","{'account_id': 6496397, 'reputation': 786, 'user_id': 5028872, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ui38x.jpg?s=256&g=1', 'display_name': 'something_clever', 'link': 'https://stackoverflow.com/users/5028872/something-clever'}",True,112,1,2,1587738352,1587736937,1587738352.0,61410204,CC BY-SA 4.0,https://stackoverflow.com/questions/61410204/are-bitwise-operations-defined-and-portable-on-signed-fixed-width-integers,Are bitwise operations defined and portable on signed fixed-width integers?,,,,,,
931,"['c', 'debugging', 'gdb']","{'account_id': 17525638, 'reputation': 123, 'user_id': 12868956, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f075a296e2de96dbc753e0d360f3a29?s=256&d=identicon&r=PG&f=1', 'display_name': 'MGUdodik666', 'link': 'https://stackoverflow.com/users/12868956/mgudodik666'}",True,635,1,0,1587737986,1587737209,1587737986.0,61410299,CC BY-SA 4.0,https://stackoverflow.com/questions/61410299/layout-next-shows-no-source-available,layout next shows [ No Source Available ],61410427.0,,,,,
932,"['c', 'debugging', 'gdb']","{'account_id': 16641187, 'reputation': 47, 'user_id': 12026680, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-TO-2TDb-CF4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfdchb24NbHlg9YWzptIgRqvvCEHw/photo.jpg?sz=256', 'display_name': 'Cndu', 'link': 'https://stackoverflow.com/users/12026680/cndu'}",True,269,1,0,1587737900,1587711544,,61402849,CC BY-SA 4.0,https://stackoverflow.com/questions/61402849/how-to-step-into-a-function-with-gdb-ddebugger-when-that-function-is-located-in,How to step into a function with gdb ddebugger when that function is located in another c program that is located in another folder?,61410532.0,,,,,
933,"['c', 'sockets']","{'account_id': 16085756, 'reputation': 25, 'user_id': 11610507, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba2405f25dbbe7c132fc3b72b8b30158?s=256&d=identicon&r=PG&f=1', 'display_name': 'Bond', 'link': 'https://stackoverflow.com/users/11610507/bond'}",True,1382,1,0,1587737069,1587735258,1587737069.0,61409655,CC BY-SA 4.0,https://stackoverflow.com/questions/61409655/how-to-bind-address-in-socket-programming-in-c-c,How to bind address in socket programming in c/c++?,,,,,,
934,"['c', 'unix', 'signals', 'fork']","{'account_id': 17775367, 'reputation': 5, 'user_id': 12907856, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1601664833308643/picture?type=large', 'display_name': 'Christoforos Prodromou', 'link': 'https://stackoverflow.com/users/12907856/christoforos-prodromou'}",True,125,1,0,1587736070,1587728424,1587736070.0,61407512,CC BY-SA 4.0,https://stackoverflow.com/questions/61407512/parent-killing-n-children-using-signals-after-parent-creates-them,Parent killing n children using signals after parent creates them,61409079.0,,,,,
935,"['c', 'memory-management', 'linked-list', 'malloc']","{'account_id': 16986906, 'reputation': 63, 'user_id': 12532786, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c87294e8ec1bc5abf07e9267b8541c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'hdcdigi', 'link': 'https://stackoverflow.com/users/12532786/hdcdigi'}",True,209,2,1,1587735307,1587673744,1587724108.0,61396409,CC BY-SA 4.0,https://stackoverflow.com/questions/61396409/memory-management-in-linked-lists-c,Memory management in Linked Lists C,61398425.0,,,,,
936,"['c', 'assembly', 'reverse-engineering', 'lldb', 'cracking']","{'account_id': 6389466, 'reputation': 735, 'user_id': 4956160, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/4356aad47af39d9145caffd5cf0b4875?s=256&d=identicon&r=PG', 'display_name': 'Ozan Honamlioglu', 'link': 'https://stackoverflow.com/users/4956160/ozan-honamlioglu'}",True,1254,2,1,1587734963,1587661827,1587668909.0,61393040,CC BY-SA 4.0,https://stackoverflow.com/questions/61393040/debug-a-release-version-of-an-osx-app-via-lldb,Debug a release version of an OSX App via LLDB,61409552.0,,,,,
937,"['c', 'arrays']","{'account_id': 18105155, 'reputation': 399, 'user_id': 13162534, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5c60ff490454b33be9d58abe4e62615?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alpha', 'link': 'https://stackoverflow.com/users/13162534/alpha'}",True,94,1,1,1587734834,1587733445,1587734700.0,61409042,CC BY-SA 4.0,https://stackoverflow.com/questions/61409042/read-a-matrix-output-all-the-i-j-pairs-where-the-sum-of-ith-row-is-equal,"Read a matrix, output all the ​ (i, j)​ pairs where the sum of ith row is equal to jth column",61409194.0,,,,,
938,"['c', 'ubuntu', 'producer-consumer', 'coredump']","{'account_id': 16393760, 'reputation': 3, 'user_id': 11841897, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8Bi_egW0DxM/AAAAAAAAAAI/AAAAAAAAAAk/qc9fvojatVQ/photo.jpg?sz=256', 'display_name': 'Tyson Hamada', 'link': 'https://stackoverflow.com/users/11841897/tyson-hamada'}",False,221,0,0,1587734576,1587734533,1587734576.0,61409410,CC BY-SA 4.0,https://stackoverflow.com/questions/61409410/how-to-solve-segmentation-fault-core-dumped,How To Solve Segmentation fault (core dumped),,,,,,
939,"['c', 'constants', 'global', 'declaration']","{'account_id': 18389155, 'reputation': 52, 'user_id': 13395353, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f45439bb95b7b480bc835ffc2bf5e877?s=256&d=identicon&r=PG&f=1', 'display_name': 'somanyquestions', 'link': 'https://stackoverflow.com/users/13395353/somanyquestions'}",False,72,0,0,1587734131,1587692395,1587734131.0,61399685,CC BY-SA 4.0,https://stackoverflow.com/questions/61399685/declaring-const-variable-in-function-or-file,Declaring const variable in function or file?,,,,,,
940,['c'],"{'account_id': 18388867, 'reputation': 11, 'user_id': 13395155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb54255431ce8159bf6d6c90b6f632d2?s=256&d=identicon&r=PG&f=1', 'display_name': 'drinkbeer0x41', 'link': 'https://stackoverflow.com/users/13395155/drinkbeer0x41'}",True,50,1,-3,1587733719,1587688213,1587715266.0,61399132,CC BY-SA 4.0,https://stackoverflow.com/questions/61399132/is-this-a-bug-am-i-overflowing-the-array,is this a bug? am i &quot;overflow&quot;ing the array?,,,,,,
941,['c'],"{'account_id': 18271528, 'reputation': 51, 'user_id': 13302218, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bb2hMUkSp7Q/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMDQHgRj178Q_C2s-REOSD4RNTQUQ/photo.jpg?sz=256', 'display_name': 'Strike', 'link': 'https://stackoverflow.com/users/13302218/strike'}",False,73,3,0,1587733592,1587461007,1587468142.0,61340099,CC BY-SA 4.0,https://stackoverflow.com/questions/61340099/trying-to-read-a-specific-format-from-a-file,Trying to read a specific format from a file,,,,,,
942,['c'],"{'account_id': 18387559, 'reputation': 1, 'user_id': 13394215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/87249e6b7e02f97cfcf405925d3b1b04?s=256&d=identicon&r=PG&f=1', 'display_name': 'amukadam2001', 'link': 'https://stackoverflow.com/users/13394215/amukadam2001'}",True,124,1,-2,1587733354,1587675070,,61396753,CC BY-SA 4.0,https://stackoverflow.com/questions/61396753/accepting-an-input-of-multiple-formats,Accepting an input of multiple formats,,,,,,
943,"['c', 'pointers']","{'account_id': 15469855, 'reputation': 73, 'user_id': 11160245, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5cb47b2cd35b64e8ff779e4e547c833?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dennis', 'link': 'https://stackoverflow.com/users/11160245/dennis'}",True,739,2,1,1587731059,1587730271,,61408060,CC BY-SA 4.0,https://stackoverflow.com/questions/61408060/print-value-of-void-pointer,print value of void pointer,61408308.0,,,,,
944,"['c', 'visual-studio', 'scanf']","{'account_id': 18381907, 'reputation': 1, 'user_id': 13389827, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc66b64e76c3ccb105fb8fbcc25c9791?s=256&d=identicon&r=PG&f=1', 'display_name': 'guyguy', 'link': 'https://stackoverflow.com/users/13389827/guyguy'}",True,728,1,0,1587730835,1587729761,1587729950.0,61407895,CC BY-SA 4.0,https://stackoverflow.com/questions/61407895/visual-studio-wont-scanf,visual studio wont scanf,,,,,,
945,"['c', 'cs50', 'credit-card', 'mastercard']","{'account_id': 18329289, 'reputation': 3, 'user_id': 13348213, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghm_fpHmkkRm9Afh7J-eyOitn-LjiNhPgAsDYjB=k-s256', 'display_name': 'Lizz Thibodeau', 'link': 'https://stackoverflow.com/users/13348213/lizz-thibodeau'}",True,186,1,-1,1587730806,1587226142,1587358846.0,61292264,CC BY-SA 4.0,https://stackoverflow.com/questions/61292264/cs50-credit-problem-why-should-mastercard-number-be-invalid,CS50 credit problem why should mastercard number be invalid,61302866.0,,,,,
946,"['c', 'sockets', 'tcp', 'polling']","{'account_id': 14324949, 'reputation': 542, 'user_id': 10347292, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-OhMMolLithM/AAAAAAAAAAI/AAAAAAAAATI/pCcptXjRUQA/photo.jpg?sz=256', 'display_name': 'Zahreddine Laidi', 'link': 'https://stackoverflow.com/users/10347292/zahreddine-laidi'}",False,53,0,1,1587730658,1587728406,1587730658.0,61407504,CC BY-SA 4.0,https://stackoverflow.com/questions/61407504/recv-doesnt-retrieve-all-messages,recv doesnt retrieve all messages,,,,,,
947,"['c', 'clang', 'ld']","{'account_id': 16867033, 'reputation': 29, 'user_id': 12196498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74a7ca5e4a6de6590dcfe308dd99e9df?s=256&d=identicon&r=PG&f=1', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/12196498/david'}",True,52,1,0,1587730350,1587728988,1587730350.0,61407672,CC BY-SA 4.0,https://stackoverflow.com/questions/61407672/cannot-understand-linker-issue,Cannot understand linker issue,,,,,,
948,"['c++', 'c', 'linker']","{'account_id': 16847104, 'reputation': 43, 'user_id': 12181024, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-8Aj34zdkjAo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reb0zMU7eSUYmU608zeSarcO15aOA/photo.jpg?sz=256', 'display_name': 'Anudeep Karunakaran', 'link': 'https://stackoverflow.com/users/12181024/anudeep-karunakaran'}",False,176,1,1,1587730018,1587109461,1587730018.0,61266452,CC BY-SA 4.0,https://stackoverflow.com/questions/61266452/cannot-find-lpaho-mqtt3c-for-arm-none-linux-gnueabi-g-compiler,cannot find -lpaho-mqtt3c for arm-none-linux-gnueabi-g++ compiler,,,,,,
949,"['c', 'loops', 'for-loop', 'break']","{'account_id': 18347900, 'reputation': 51, 'user_id': 13362719, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10213269090001514/picture?type=large', 'display_name': 'Oz Haim', 'link': 'https://stackoverflow.com/users/13362719/oz-haim'}",True,80,3,3,1587729350,1587723497,1587724169.0,61406088,CC BY-SA 4.0,https://stackoverflow.com/questions/61406088/the-last-if-statement-is-not-working-when-i-run-the-program,The last &quot;if&quot; statement is not working when I run the program,61406181.0,,,,,
950,"['c', 'arrays', 'struct', 'malloc', 'realloc']","{'account_id': 18364194, 'reputation': 35, 'user_id': 13375644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7922b830ad073e34a4d82aa5c41f0cb1?s=256&d=identicon&r=PG&f=1', 'display_name': 'liamkr', 'link': 'https://stackoverflow.com/users/13375644/liamkr'}",True,531,2,0,1587729126,1587726952,,61407091,CC BY-SA 4.0,https://stackoverflow.com/questions/61407091/malloc-a-double-nested-struct-in-c,Malloc() a double nested struct in C,61407330.0,,,,,
951,"['c', 'if-statement']","{'account_id': 17788607, 'reputation': 13, 'user_id': 12918147, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-1EYYpoH89Y8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdfICGflONN5v2JgcNsbYKvrZr01w/photo.jpg?sz=256', 'display_name': 'Red Mailers', 'link': 'https://stackoverflow.com/users/12918147/red-mailers'}",True,76,3,0,1587729100,1587714971,,61403702,CC BY-SA 4.0,https://stackoverflow.com/questions/61403702/how-to-run-the-ai-0-statement,How to run the a[i] == 0 statement?,,,,,,
952,"['c', 'type-conversion']","{'account_id': 14944026, 'reputation': 77, 'user_id': 10789822, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-_SmIN6Nk8xI/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-jiPRh4OQb5Ex_VKpcWqMP1sarZjw/mo/photo.jpg?sz=256', 'display_name': 'Toni Ivanov', 'link': 'https://stackoverflow.com/users/10789822/toni-ivanov'}",True,99,1,0,1587728804,1587726111,1587726671.0,61406848,CC BY-SA 4.0,https://stackoverflow.com/questions/61406848/replacing-constant-with-variable-of-the-same-value-and-type-causes-different-re,"Replacing constant with variable of the same value and type, causes different results",61406987.0,,,,,
953,"['c', 'debugging', 'type-conversion']","{'account_id': 18391930, 'reputation': 13, 'user_id': 13397400, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1232c28732a7505e217b6f6ff446405?s=256&d=identicon&r=PG&f=1', 'display_name': 'EmbeddedEngr', 'link': 'https://stackoverflow.com/users/13397400/embeddedengr'}",True,64,3,1,1587728799,1587722460,1587724041.0,61405801,CC BY-SA 4.0,https://stackoverflow.com/questions/61405801/incompatible-argument-type-conversion-using-macro,Incompatible argument type conversion using macro,61407625.0,,,,,
954,"['c', 'sdl', 'sdl-2']","{'account_id': 18071003, 'reputation': 69, 'user_id': 13135667, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04d6b6830ed6d0390067417194173664?s=256&d=identicon&r=PG&f=1', 'display_name': 'it2901', 'link': 'https://stackoverflow.com/users/13135667/it2901'}",True,1285,1,1,1587726998,1587723336,1587725507.0,61406043,CC BY-SA 4.0,https://stackoverflow.com/questions/61406043/event-handling-using-sdl-and-c-for-my-hobby-game-engine,Event handling using SDL and C for my hobby game engine,61406565.0,,,,,
955,"['c', 'gcc', 'linker', 'linker-errors']","{'account_id': 8894477, 'reputation': 23, 'user_id': 9220911, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-6iL0EdzpfOI/AAAAAAAAAAI/AAAAAAAAAYQ/yDXwL9V5gAM/photo.jpg?sz=256', 'display_name': 'jacktheninja', 'link': 'https://stackoverflow.com/users/9220911/jacktheninja'}",False,75,0,0,1587726724,1587718950,1587726724.0,61404757,CC BY-SA 4.0,https://stackoverflow.com/questions/61404757/how-to-remove-bloat-from-a-compiled-shared-object,How to remove &#39;bloat&#39; from a compiled shared object?,,,,,,
956,"['c++', 'c']","{'account_id': 2842259, 'reputation': 20833, 'user_id': 2441637, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/Z8fpp.jpg?s=256&g=1', 'display_name': 'Hasan A Yousef', 'link': 'https://stackoverflow.com/users/2441637/hasan-a-yousef'}",True,398,1,-1,1587725917,1587688025,,61399108,CC BY-SA 4.0,https://stackoverflow.com/questions/61399108/what-is-the-c-equivalent-of-this-c-code,What is the C++ equivalent of this C code,61399312.0,,,,,
957,"['c', 'graph', 'segmentation-fault']","{'account_id': 14590451, 'reputation': 33, 'user_id': 12785539, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-CeVJ9uzR4gQ/AAAAAAAAAAI/AAAAAAAAAAc/8rdW6Wdk4nE/photo.jpg?sz=256', 'display_name': 'Don S', 'link': 'https://stackoverflow.com/users/12785539/don-s'}",False,97,0,1,1587724683,1587722866,1587724683.0,61405913,CC BY-SA 4.0,https://stackoverflow.com/questions/61405913/segmentation-fault-at-c-program-when-input-is-large,segmentation fault at c program when input is large,,,,,,
958,"['c', 'scanf']","{'account_id': 7178692, 'reputation': 537, 'user_id': 5483561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4bbb56446ad756004d6ad337795acbc?s=256&d=identicon&r=PG&f=1', 'display_name': 'JessePinkman', 'link': 'https://stackoverflow.com/users/5483561/jessepinkman'}",True,328,1,2,1587723542,1587722659,,61405869,CC BY-SA 4.0,https://stackoverflow.com/questions/61405869/how-to-parse-json-using-sscanf-in-c,How to parse json using sscanf in C?,61405979.0,,,,,
959,"['ios', 'c', 'linux', 'arm', 'ocaml']","{'account_id': 2210105, 'reputation': 989, 'user_id': 6655884, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/15149dee2071f3de22a8ae40db9b43e1?s=256&d=identicon&r=PG&f=1', 'display_name': 'PPP', 'link': 'https://stackoverflow.com/users/6655884/ppp'}",False,122,0,0,1587723240,1587537135,1587723240.0,61358656,CC BY-SA 4.0,https://stackoverflow.com/questions/61358656/using-ocaml-for-arm-android-ios-as-a-c-interface-library,Using OCaml for ARM (android/ios) as a C interface library,,,,,,
