,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,migrated_from
1413,"['c', 'ascii']","{'account_id': 18809502, 'reputation': 15, 'user_id': 13718010, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa83a20ba7b31cfb61bce3c069808643?s=256&d=identicon&r=PG&f=1', 'display_name': 'LP Jeev', 'link': 'https://stackoverflow.com/users/13718010/lp-jeev'}",True,64,,62296218.0,2,-1,1592204287,1591763112,1591849274.0,62295846,https://stackoverflow.com/questions/62295846/why-is-my-code-displaying-bizzare-numbers-in-the-output,,Why is my code displaying bizzare numbers in the output?,CC BY-SA 4.0,
1414,"['c', 'arrays', 'string', 'substring', 'c-strings']","{'account_id': 16228508, 'reputation': 57, 'user_id': 11718066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be678cd41c2593890d9c3741a29e4232?s=256&d=identicon&r=PG&f=1', 'display_name': 'Palreza', 'link': 'https://stackoverflow.com/users/11718066/palreza'}",False,85,,,2,0,1592203838,1592144807,1592145269.0,62373867,https://stackoverflow.com/questions/62373867/checking-if-a-string-is-in-another-string-without-pointers-in-c,,checking if a string is in another string without pointers in C,CC BY-SA 4.0,
1415,"['c', 'gcc', 'mingw']","{'user_type': 'does_not_exist', 'display_name': 'user13266580'}",False,1533,,,1,2,1592203232,1592106756,,62368156,https://stackoverflow.com/questions/62368156/not-able-to-execute-the-exe-file-generated-from-gcc-compiler,,Not able to execute the .exe file generated from GCC compiler,CC BY-SA 4.0,
1416,"['c', 'visual-studio', 'gets']","{'account_id': 18724652, 'reputation': 172, 'user_id': 13651625, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg6__bD4MOSq3VE0K0IiH8xqgu-H0r-tnZwYR2UTQ=k-s256', 'display_name': 'An Ant', 'link': 'https://stackoverflow.com/users/13651625/an-ant'}",True,74,,62381807.0,3,-2,1592202838,1592198204,1592202838.0,62381764,https://stackoverflow.com/questions/62381764/if-condition-not-working-as-expected-in-my-c-code,,&#39;If&#39; Condition Not Working As Expected In My C Code,CC BY-SA 4.0,
1417,"['c++', 'c', 'opengl', 'directx', 'obs']","{'account_id': 14822300, 'reputation': 83, 'user_id': 10704177, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-yXCP39d8FfQ/AAAAAAAAAAI/AAAAAAAAABA/yeAmMD3AxWE/photo.jpg?sz=256', 'display_name': 'chen junhan', 'link': 'https://stackoverflow.com/users/10704177/chen-junhan'}",False,255,,,0,0,1592202590,1591932389,1592202590.0,62337010,https://stackoverflow.com/questions/62337010/obs-display-draw-transparent-background,,OBS display draw transparent background,CC BY-SA 4.0,
1418,"['c#', 'c++', 'c', 'winforms']","{'account_id': 17656398, 'reputation': 11, 'user_id': 12815890, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDMVmFDXOfT1xXOsZttC_nZUuesutzzz51vyjF-gQ=k-s256', 'display_name': 'vodanhhehe', 'link': 'https://stackoverflow.com/users/12815890/vodanhhehe'}",False,105,,,0,0,1592202073,1592156640,1592202073.0,62376148,https://stackoverflow.com/questions/62376148/can-dllimport-dll-without-error-after-using-protector-software-c-winfo,,"Can [DllImport(“ ”)] , DLL without error after using protector software C# Winform",CC BY-SA 4.0,
1419,"['c', 'fgets']","{'account_id': 18738999, 'reputation': 33, 'user_id': 13662639, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-bi2wkN7wuzY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck9D_8uBSExla1TXJHkUpQkhO8ZQA/photo.jpg?sz=256', 'display_name': 'Justin Shi', 'link': 'https://stackoverflow.com/users/13662639/justin-shi'}",True,379,,,1,1,1592200693,1592195779,1592200693.0,62381413,https://stackoverflow.com/questions/62381413/a-question-about-char-s-getschar-st-int-n,,"a question about char *s_gets(char *st, int n)",CC BY-SA 4.0,
1420,"['c', 'address-operator']","{'account_id': 18847816, 'reputation': 1, 'user_id': 13747632, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/047963998cb29061bd7b09d31e59f170?s=256&d=identicon&r=PG&f=1', 'display_name': 'red', 'link': 'https://stackoverflow.com/users/13747632/red'}",False,60,1592206213.0,,1,-3,1592199877,1592199774,1592199790.0,62382002,https://stackoverflow.com/questions/62382002/in-c-what-does-the-operator-do-when-used-like-this-x-y,Duplicate,"In C, what does the &amp; operator do when used like this: (x &amp; y)?",,
1421,"['c', 'dev-c++']","{'account_id': 7503592, 'reputation': 677, 'user_id': 5700981, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6c01fa318c6c8676c00aac5bcb51776b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry', 'link': 'https://stackoverflow.com/users/5700981/henry'}",True,222,,62376442.0,1,0,1592199262,1592157208,1592199262.0,62376223,https://stackoverflow.com/questions/62376223/dev-c-is-not-displaying-any-available-compilers-any-more,,DEV-C++ is not displaying any available compilers any more,CC BY-SA 4.0,
1422,"['c', 'standards', 'variable-length-array', 'pointer-to-array']","{'account_id': 2008138, 'reputation': 225, 'user_id': 1797391, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/812f1a6c110229a08ecafd6bf58c6de0?s=256&d=identicon&r=PG', 'display_name': 'Puk', 'link': 'https://stackoverflow.com/users/1797391/puk'}",True,84,,62381741.0,1,1,1592198026,1592197564,,62381671,https://stackoverflow.com/questions/62381671/pointer-to-array-of-runtime-determined-size-pre-c99,,Pointer to array of runtime-determined size pre-C99,CC BY-SA 4.0,
1423,"['c', 'arrays']","{'account_id': 18764025, 'reputation': 13, 'user_id': 13682326, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4075110425893542/picture?type=large', 'display_name': 'GBinow', 'link': 'https://stackoverflow.com/users/13682326/gbinow'}",True,236,,62379946.0,3,0,1592196369,1592182679,,62379863,https://stackoverflow.com/questions/62379863/how-to-send-array-as-pointer-to-function-c,,How to send array as pointer to function C,CC BY-SA 4.0,
1424,"['c', 'c-strings']","{'account_id': 18194072, 'reputation': 69, 'user_id': 13239458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1146d5bbc332958c5247e9a53e82b562?s=256&d=identicon&r=PG&f=1', 'display_name': 'SadSalad', 'link': 'https://stackoverflow.com/users/13239458/sadsalad'}",True,528,,62380758.0,2,2,1592195160,1592184730,1592195160.0,62380104,https://stackoverflow.com/questions/62380104/the-memory-location-of-char-array-and-string-in-c,,The memory location of char array and string in c,CC BY-SA 4.0,
1425,"['c', 'memory', 'instruction-set']","{'account_id': 18194609, 'reputation': 37, 'user_id': 13239905, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-ftmg6gMXdYA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPW7Jkt6Dx1_vx45Zo5hOrTS1Xvig/photo.jpg?sz=256', 'display_name': 'juimdpp', 'link': 'https://stackoverflow.com/users/13239905/juimdpp'}",False,110,,,1,0,1592194661,1592190845,,62380775,https://stackoverflow.com/questions/62380775/what-are-the-memory-related-isa-features,,What are the memory-related ISA features?,CC BY-SA 4.0,
1426,"['c', 'fsm']","{'account_id': 18844015, 'reputation': 1, 'user_id': 13744785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d1adc64305b5f884b087fd8c0825e8c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'MrGreenery', 'link': 'https://stackoverflow.com/users/13744785/mrgreenery'}",False,93,,,1,0,1592182957,1592146949,1592157978.0,62374263,https://stackoverflow.com/questions/62374263/random-preset-generator-c-programming,,Random preset generator C programming,CC BY-SA 4.0,
1427,"['c', 'segmentation-fault', 'gdb']","{'account_id': 18678598, 'reputation': 3, 'user_id': 13615709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/886b5b67a28ac583120b63b1bdd88dd1?s=256&d=identicon&r=PG&f=1', 'display_name': 'SendHelpPlease', 'link': 'https://stackoverflow.com/users/13615709/sendhelpplease'}",True,49,,62379695.0,1,-2,1592181778,1592164577,1592180859.0,62377532,https://stackoverflow.com/questions/62377532/is-there-a-way-to-break-a-program-after-it-reaches-a-certain-number-of-frames,,Is there a way to break a program after it reaches a certain number of frames?,CC BY-SA 4.0,
1428,"['c', 'algorithm', 'cs50', 'adjacency-matrix', 'directed-graph']","{'account_id': 15839784, 'reputation': 54, 'user_id': 11428584, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Aj4VD.png?s=256&g=1', 'display_name': 'Breair Sabir', 'link': 'https://stackoverflow.com/users/11428584/breair-sabir'}",True,1268,,62379585.0,1,1,1592179716,1592152318,1592159601.0,62375337,https://stackoverflow.com/questions/62375337/check-if-there-is-a-cycle-in-directed-graph-cs50-tideman,,check if there is a cycle in directed graph CS50 tideman,CC BY-SA 4.0,
1429,"['c', 'static', 'declaration', 'extern', 'linkage']","{'user_type': 'does_not_exist', 'display_name': 'user13744616'}",True,293,,62379280.0,1,2,1592177028,1592175666,1592177028.0,62379166,https://stackoverflow.com/questions/62379166/using-static-keyword-in-definition-vs-declaration-in-c,,Using static keyword in definition vs declaration in C,CC BY-SA 4.0,
1430,"['c++', 'c']","{'account_id': 18764025, 'reputation': 13, 'user_id': 13682326, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4075110425893542/picture?type=large', 'display_name': 'GBinow', 'link': 'https://stackoverflow.com/users/13682326/gbinow'}",True,124,,,1,-1,1592176526,1592165425,,62377660,https://stackoverflow.com/questions/62377660/how-to-read-a-txt-file-and-store-only-int-in-c,,How to read a TXT file and store only int in C,CC BY-SA 4.0,
1431,"['c', 'pipe', 'fifo', 'mkfifo']","{'account_id': 18546296, 'reputation': 3, 'user_id': 13513578, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/53d12df19da19891cc760a01b7b129a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cryptos90', 'link': 'https://stackoverflow.com/users/13513578/cryptos90'}",False,50,,,1,0,1592176057,1592168443,,62378171,https://stackoverflow.com/questions/62378171/client-reads-empty-line,,Client reads empty line,CC BY-SA 4.0,
1432,['c'],"{'account_id': 18845736, 'reputation': 27, 'user_id': 13746082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0dbb3f0cbb566ac840b40d91f0966a81?s=256&d=identicon&r=PG&f=1', 'display_name': 'ankitha shetty', 'link': 'https://stackoverflow.com/users/13746082/ankitha-shetty'}",True,90,,,1,1,1592175430,1592171641,,62378675,https://stackoverflow.com/questions/62378675/pass-only-integer-datatype-as-command-line-argument-in-c,,pass only integer datatype as command line argument in c,CC BY-SA 4.0,
1433,"['c++', 'c', 'printf', 'ellipsis']","{'account_id': 1999735, 'reputation': 9989, 'user_id': 1794803, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/f3b30f8ee9338ee3d87152343ceb0665?s=256&d=identicon&r=PG', 'display_name': 'Peregring-lk', 'link': 'https://stackoverflow.com/users/1794803/peregring-lk'}",False,50,1592175338.0,,0,0,1592175194,1592174800,1592175194.0,62379064,https://stackoverflow.com/questions/62379064/the-printf-h-length-qualifier-and-variadic-arguments,Duplicate,The printf `h` length qualifier and variadic arguments,,
1434,"['c', 'shared-memory']","{'account_id': 16651588, 'reputation': 63, 'user_id': 12164757, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce287bd0ec17dbe2c1bb0deecd0fafdc?s=256&d=identicon&r=PG', 'display_name': 'Aleksander', 'link': 'https://stackoverflow.com/users/12164757/aleksander'}",True,47,,62378454.0,1,0,1592174215,1592164264,1592174215.0,62377481,https://stackoverflow.com/questions/62377481/assigning-string-in-shm-segment-breaks-the-whole-structure,,Assigning string in SHM segment breaks the whole structure,CC BY-SA 4.0,
1435,['c'],"{'account_id': 17224115, 'reputation': 1, 'user_id': 12470214, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-w1-CjO8gTEE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfbHwV4CElkSIiSxi8PzjT-ymKEQA/photo.jpg?sz=256', 'display_name': 'Ahnaf Abeyed', 'link': 'https://stackoverflow.com/users/12470214/ahnaf-abeyed'}",False,59,,,1,0,1592171734,1592170486,1592171734.0,62378502,https://stackoverflow.com/questions/62378502/is-there-any-way-to-print-out-the-return-of-a-function-in-main,,Is there any way to print out the return of a function in main?,CC BY-SA 4.0,
1436,['c'],"{'account_id': 15971578, 'reputation': 71, 'user_id': 11525525, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-seQQh_6wiGM/AAAAAAAAAAI/AAAAAAAAADk/Spn6zqonFPw/photo.jpg?sz=256', 'display_name': 'Ramzi Bouali', 'link': 'https://stackoverflow.com/users/11525525/ramzi-bouali'}",True,383,,,4,0,1592171087,1592089103,1592153268.0,62366500,https://stackoverflow.com/questions/62366500/how-getc-is-defined,,How getc is defined?,CC BY-SA 4.0,
1437,"['c', 'parsing', 'compiler-construction']","{'account_id': 11391936, 'reputation': 331, 'user_id': 8351650, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/2979e9f1415e57e46ad3e7cad184f91b?s=256&d=identicon&r=PG&f=1', 'display_name': 'nanoman', 'link': 'https://stackoverflow.com/users/8351650/nanoman'}",False,99,,,1,0,1592169074,1592107855,1592164938.0,62368256,https://stackoverflow.com/questions/62368256/why-arent-certain-prefix-and-infix-operators-included-in-the-parsing-rules-tabl,,Why aren&#39;t certain prefix and infix operators included in the parsing rules table in the &quot;Crafting Interpreters&quot; parser?,CC BY-SA 4.0,
1438,"['c++', 'c', 'gzip', 'zlib', 'deflate']","{'user_type': 'does_not_exist', 'display_name': 'user10047010'}",True,455,,,1,0,1592168836,1592103718,,62367879,https://stackoverflow.com/questions/62367879/zlib-gzip-returning-z-buf-error-5,,ZLib GZIP Returning Z_BUF_ERROR(-5),CC BY-SA 4.0,
1439,"['c', 'parallel-processing', 'openmp', 'pari']","{'account_id': 1595077, 'reputation': 245, 'user_id': 12103188, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5396bba226b223a74e5cf59596641d70?s=256&d=identicon&r=PG', 'display_name': 'terett', 'link': 'https://stackoverflow.com/users/12103188/terett'}",True,109,,62378238.0,1,0,1592168812,1591871292,1591908228.0,62322277,https://stackoverflow.com/questions/62322277/how-to-use-openmp-with-pari-gp,,How to use OpenMP with PARI/GP?,CC BY-SA 4.0,
1440,"['c', 'loops', 'input']","{'account_id': 17562107, 'reputation': 83, 'user_id': 13734672, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dHEDv.jpg?s=256&g=1', 'display_name': 'UnfreeHeX', 'link': 'https://stackoverflow.com/users/13734672/unfreehex'}",True,452,,62369611.0,1,1,1592163909,1592110928,1592163909.0,62368531,https://stackoverflow.com/questions/62368531/catch-user-input-when-running-while-loop-in-c,,Catch user input when running while loop in C,CC BY-SA 4.0,
1441,"['c', 'loops', 'for-loop', 'numbers', 'break']","{'account_id': 18730948, 'reputation': 1, 'user_id': 13656357, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-20Gx5Z35Mt8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclKAmMCEiHhNPJpVIucgRG2RR9waQ/photo.jpg?sz=256', 'display_name': 'deepaman sukh', 'link': 'https://stackoverflow.com/users/13656357/deepaman-sukh'}",False,41,,,1,0,1592161772,1592138860,1592161772.0,62372736,https://stackoverflow.com/questions/62372736/here-is-my-c-function-prog-it-takes-input-from-user-loop-with-if-condition-with,,Here is my C function prog it takes input from user loop with if condition with use of break statement,CC BY-SA 4.0,
1442,"['c', 'string', 'pointers']","{'account_id': 18603302, 'reputation': 37, 'user_id': 13557595, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-u3NUXn4mQf8/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl0sDcT9CtLdwsx_XWXPsl775NX-Q/photo.jpg?sz=256', 'display_name': 'operout', 'link': 'https://stackoverflow.com/users/13557595/operout'}",True,66,,62376175.0,1,0,1592161256,1592156295,,62376104,https://stackoverflow.com/questions/62376104/check-chars-in-a-string-while-using-pointers,,Check chars in a string while using pointers,CC BY-SA 4.0,
1443,['c'],"{'account_id': 18845167, 'reputation': 17, 'user_id': 13745654, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtC5ofg2nZ7L4X3kuA8k8lufD5d8LZNs8UfEV8=k-s256', 'display_name': 'Seval Mercan', 'link': 'https://stackoverflow.com/users/13745654/seval-mercan'}",True,78,,,2,0,1592160757,1592159396,1592159507.0,62376635,https://stackoverflow.com/questions/62376635/pointer-variables-changes-same-time-in-c,,Pointer variables changes same time in C?,CC BY-SA 4.0,
1444,"['c', 'list', 'null', 'allocation']","{'account_id': 18702812, 'reputation': 79, 'user_id': 13634643, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-eQ7E7RZKmGs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmn5XutgczJsK8SDHzkHixVzUdtOg/photo.jpg?sz=256', 'display_name': 'Ahmad Istaitih', 'link': 'https://stackoverflow.com/users/13634643/ahmad-istaitih'}",True,804,,62376613.0,1,1,1592160595,1592129050,,62371028,https://stackoverflow.com/questions/62371028/creating-an-empty-node,,Creating an empty node,CC BY-SA 4.0,
1445,['c'],"{'account_id': 18608137, 'reputation': 13, 'user_id': 13561273, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhugqLyoaDaoQ7o8OPg3bA6Oa-iOiuR0k542gLAuw=k-s256', 'display_name': 'SoapTastesOk', 'link': 'https://stackoverflow.com/users/13561273/soaptastesok'}",False,67,,,0,0,1592159029,1592159029,,62376573,https://stackoverflow.com/questions/62376573/how-do-i-generate-random-numbers-between-1-1,,"How do I generate random numbers between (-1, 1)",CC BY-SA 4.0,
1446,"['c', 'scanf', 'c89']","{'account_id': 17553238, 'reputation': 83, 'user_id': 12733218, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/870aae7adc2bc9cd4e8bfc88756abb60?s=256&d=identicon&r=PG&f=1', 'display_name': 'funazol', 'link': 'https://stackoverflow.com/users/12733218/funazol'}",False,40,1592170140.0,,0,0,1592157740,1592157740,,62376332,https://stackoverflow.com/questions/62376332/fscanf-comma-seperated-in-c90,Duplicate,fscanf comma seperated in C90,,
1447,"['c', 'sockets', 'select', 'pipe', 'posix']","{'account_id': 12938966, 'reputation': 97, 'user_id': 13040750, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Q8xtQ.jpg?s=256&g=1', 'display_name': 'Jetboy', 'link': 'https://stackoverflow.com/users/13040750/jetboy'}",True,163,,62375717.0,1,1,1592155374,1592152844,1592153920.0,62375435,https://stackoverflow.com/questions/62375435/c-posix-processes-pipe-socket-communication-exercise-second-process-gets-stuck,,C POSIX processes pipe/socket communication exercise second process gets stuck,CC BY-SA 4.0,
1448,"['c', 'file', 'fopen']","{'account_id': 18260312, 'reputation': 47, 'user_id': 13293258, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/624b4c4b7bcbe501991bea1bb5a945cd?s=256&d=identicon&r=PG&f=1', 'display_name': 'whatevahhh', 'link': 'https://stackoverflow.com/users/13293258/whatevahhh'}",True,471,,62375750.0,1,0,1592154991,1592150922,1592153149.0,62375076,https://stackoverflow.com/questions/62375076/fopen-no-such-file-or-directory,,fopen No such file or directory,CC BY-SA 4.0,
1449,"['c', 'static', 'extern', 'function-declaration']","{'user_type': 'does_not_exist', 'display_name': 'user13744616'}",True,194,,,1,0,1592151161,1592149196,1592151161.0,62374711,https://stackoverflow.com/questions/62374711/c-inline-function-generates-undefined-symbols-error,,C inline function generates Undefined symbols error,CC BY-SA 4.0,
1450,['c'],"{'account_id': 18841675, 'reputation': 21, 'user_id': 13742967, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjLwDUZT4SdnE_RzVO3sniUWBrOFezjPVC65yKA4A=k-s256', 'display_name': 'seul', 'link': 'https://stackoverflow.com/users/13742967/seul'}",True,86,,,1,2,1592148791,1592116541,1592118880.0,62369195,https://stackoverflow.com/questions/62369195/having-trouble-detecting-my-mistake-in-my-coding,,Having trouble detecting my mistake in my coding,CC BY-SA 4.0,
1451,"['c', 'linux', 'synchronization', 'pthreads']","{'account_id': 18688608, 'reputation': 43, 'user_id': 13623516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f7c2aa6965eafa4c7b6d12768f9bce6?s=256&d=identicon&r=PG', 'display_name': 'Alcachofra', 'link': 'https://stackoverflow.com/users/13623516/alcachofra'}",False,104,,,0,0,1592148754,1592061779,1592135117.0,62361825,https://stackoverflow.com/questions/62361825/block-main-thread-and-wait-for-5-other-threads-in-a-thread-pool,,"Block main thread, and wait for 5 other threads in a thread pool",CC BY-SA 4.0,
1452,"['c++', 'c', 'sdl', 'sdl-2', 'sdl-ttf']","{'account_id': 8805535, 'reputation': 109, 'user_id': 6580366, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://graph.facebook.com/1051720811602646/picture?type=large', 'display_name': 'Mister Babu', 'link': 'https://stackoverflow.com/users/6580366/mister-babu'}",True,446,,62374226.0,1,0,1592148113,1592145546,1592148113.0,62373990,https://stackoverflow.com/questions/62373990/sdl-init-everything-fails-in-c,,SDL_Init_Everything fails in C,CC BY-SA 4.0,
1453,"['c', 'linux', 'gcc', 'gcc-warning']","{'account_id': 15289256, 'reputation': 15, 'user_id': 11031290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ef1d75566755d4ce40d7c71ec09c0b9?s=256&d=identicon&r=PG&f=1', 'display_name': 'student', 'link': 'https://stackoverflow.com/users/11031290/student'}",False,112,,,1,-1,1592146703,1592145413,,62373971,https://stackoverflow.com/questions/62373971/how-do-i-fix-the-segmentation-fault-error-in-c,,How do I fix the segmentation fault error in C,CC BY-SA 4.0,
1454,"['c', 'types', 'structure']","{'account_id': 18404800, 'reputation': 3, 'user_id': 13406887, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgMcSSAVzoQTExPzfDUm7-qoKm4WJDihgGcDKPi=k-s256', 'display_name': 'Ahmad ali', 'link': 'https://stackoverflow.com/users/13406887/ahmad-ali'}",False,41,,,3,-1,1592146311,1592140600,,62373029,https://stackoverflow.com/questions/62373029/confusion-comparing-structures,,confusion comparing structures,CC BY-SA 4.0,
1455,"['c', 'function-declaration']","{'user_type': 'does_not_exist', 'display_name': 'user13744616'}",True,272,,62373750.0,4,1,1592146245,1592143711,1592146101.0,62373654,https://stackoverflow.com/questions/62373654/why-dont-i-get-a-conflicting-types-error-when-function-has-no-arguments,,Why don&#39;t I get a &quot;conflicting types&quot; error when function has no arguments?,CC BY-SA 4.0,
1456,"['c', 'linker']","{'account_id': 3340460, 'reputation': 691, 'user_id': 2806862, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HyK4R.jpg?s=256&g=1', 'display_name': 'Itay Bianco', 'link': 'https://stackoverflow.com/users/2806862/itay-bianco'}",False,36,,,0,0,1592145688,1592127217,1592145688.0,62370742,https://stackoverflow.com/questions/62370742/verify-type-size-in-c-static-library,,verify type size in C static library,CC BY-SA 4.0,
1457,"['c', 'sockets', 'select']","{'account_id': 1816242, 'reputation': 159, 'user_id': 1651270, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/b91ab0c251979de01cf166e6af75b423?s=256&d=identicon&r=PG', 'display_name': 'Nick', 'link': 'https://stackoverflow.com/users/1651270/nick'}",True,39,,62373272.0,2,1,1592145081,1592139405,,62372844,https://stackoverflow.com/questions/62372844/socket-multiplexing-with-select-does-not-work-as-expecting,,Socket multiplexing with select() does not work as expecting,CC BY-SA 4.0,
1458,"['c', 'pointers', 'reverse', 'c-strings', 'function-definition']","{'account_id': 9170114, 'reputation': 1060, 'user_id': 6817996, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/bBbg3.jpg?s=256&g=1', 'display_name': 'Leonard Michalas', 'link': 'https://stackoverflow.com/users/6817996/leonard-michalas'}",True,344,,62372889.0,2,1,1592142193,1592137845,1592139933.0,62372547,https://stackoverflow.com/questions/62372547/reverse-string-with-a-pointer-to-a-function-which-executes-the-string-reverse,,"Reverse String with a pointer to a function, which executes the String reverse",CC BY-SA 4.0,
1459,"['c', 'pipe', 'fork', 'exec', 'dup']","{'account_id': 15085290, 'reputation': 85, 'user_id': 10886747, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d29bc5a7d8d025acb61d34f6895f3065?s=256&d=identicon&r=PG&f=1', 'display_name': 'SaltyGiampy', 'link': 'https://stackoverflow.com/users/10886747/saltygiampy'}",False,367,,,1,-1,1592140078,1592071250,,62363755,https://stackoverflow.com/questions/62363755/cant-read-from-a-pipe-after-dup2-and-fork-c,,Can&#39;t read from a pipe after dup2() and fork. C,CC BY-SA 4.0,
1460,"['c', 'llvm', 'llvm-codegen']","{'account_id': 1911601, 'reputation': 116, 'user_id': 1725277, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33cb0af6716a54e11aa16c039a75d234?s=256&d=identicon&r=PG', 'display_name': 'Mirks', 'link': 'https://stackoverflow.com/users/1725277/mirks'}",True,373,,62372891.0,1,1,1592139722,1591818350,,62311918,https://stackoverflow.com/questions/62311918/llvm-c-creating-object-file-results-in-targetmachine-cant-emit-a-file-of-this,,LLVM-C creating object file results in: &quot;TargetMachine can&#39;t emit a file of this type&quot;,CC BY-SA 4.0,
1461,['c'],"{'user_type': 'does_not_exist', 'display_name': 'user11224591'}",True,52,,62372822.0,2,1,1592139601,1592137699,,62372518,https://stackoverflow.com/questions/62372518/why-the-result-type-of-two-operand-should-match-the-type-of-the-operands,,why the result type of two operand should match the type of the operands?,CC BY-SA 4.0,
1462,"['python', 'c', 'cython', 'doctest']","{'account_id': 11395296, 'reputation': 563, 'user_id': 8353926, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/v34Si.png?s=256&g=1', 'display_name': '0p3r4t0r', 'link': 'https://stackoverflow.com/users/8353926/0p3r4t0r'}",True,157,,,1,1,1592139335,1592117757,1592139335.0,62369372,https://stackoverflow.com/questions/62369372/how-do-i-run-a-doctest-from-cython,,How do I run a doctest from Cython?,CC BY-SA 4.0,
1463,"['c', 'memory', 'memory-management', 'heap-memory', 'low-level']","{'account_id': 13409702, 'reputation': 135, 'user_id': 10808045, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/CJsFa.jpg?s=256&g=1', 'display_name': '&#193;lvaro Rodrigo', 'link': 'https://stackoverflow.com/users/10808045/%c3%81lvaro-rodrigo'}",True,66,,62372345.0,1,0,1592137525,1592136335,,62372258,https://stackoverflow.com/questions/62372258/is-there-any-difference-on-allocating-memory-like-this,,Is there any difference on allocating memory like this?,CC BY-SA 4.0,
1464,"['c', 'cs50']","{'account_id': 18800395, 'reputation': 21, 'user_id': 13710836, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10102064766328918/picture?type=large', 'display_name': 'Luis Tamarez', 'link': 'https://stackoverflow.com/users/13710836/luis-tamarez'}",True,1339,1592497583.0,62356725.0,1,-1,1592136596,1592002228,1592081883.0,62353544,https://stackoverflow.com/questions/62353544/cs50-pset1-credit,Needs more focus,Cs50 pset1 Credit,,
