,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,community_owned_date,locked_date,migrated_from,protected_date
900,"['c', 'postgresql', 'libpq']","{'account_id': 385186, 'reputation': 6359, 'user_id': 742173, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/VDHPX.jpg?s=256&g=1', 'display_name': 'Abhishek Gupta', 'link': 'https://stackoverflow.com/users/742173/abhishek-gupta'}",True,1020,14059523.0,2,0,1356633466,1356621401,14056894,CC BY-SA 3.0,https://stackoverflow.com/questions/14056894/getting-size-of-field-in-libpq-fe,Getting size of field in libpq-fe,,,,,,,
901,"['c', 'tcp', 'buffer']","{'account_id': 2183261, 'reputation': 125, 'user_id': 1932275, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b882571faebb10fb190f9dd24973cd6c?s=256&d=identicon&r=PG', 'display_name': 'stackofervlow', 'link': 'https://stackoverflow.com/users/1932275/stackofervlow'}",True,786,14059272.0,1,4,1356633331,1356620145,14056618,CC BY-SA 3.0,https://stackoverflow.com/questions/14056618/handle-client-buffer-in-tcp-server,handle client buffer in tcp server,1356633331.0,,,,,,
902,"['c++', 'c', 'stl', 'struct']","{'account_id': 2183731, 'reputation': 11, 'user_id': 1932640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/715c677234aa44d4dfabf685afbd5147?s=256&d=identicon&r=PG', 'display_name': 'Mihai Jiplea', 'link': 'https://stackoverflow.com/users/1932640/mihai-jiplea'}",True,229,,2,-4,1356630508,1356627807,14058341,,https://stackoverflow.com/questions/14058341/speed-concern-in-stl-vs-struct,Speed concern in STL vs struct,,1356633620.0,not a real question,,,,
903,['c'],"{'account_id': 2042408, 'reputation': 1, 'user_id': 1830112, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/def2540f88c1abfdbb76a0902a102d99?s=256&d=identicon&r=PG', 'display_name': 'krishcal23', 'link': 'https://stackoverflow.com/users/1830112/krishcal23'}",True,134,,3,-1,1356629193,1356002552,13971091,CC BY-SA 3.0,https://stackoverflow.com/questions/13971091/copying-columns-from-a-text-file,copying columns from a text file,,,,,,,
904,"['c', 'vector', 'dynamic-arrays']","{'account_id': 2183719, 'reputation': 100, 'user_id': 1932630, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a64a0e8b373005e0d7803fb337a096df?s=256&d=identicon&r=PG', 'display_name': 'wirm', 'link': 'https://stackoverflow.com/users/1932630/wirm'}",True,871,14058525.0,2,-1,1356628937,1356628098,14058410,,https://stackoverflow.com/questions/14058410/vector-implementation-in-c,Vector implementation in C,,1356647450.0,not constructive,,,,
905,"['c', 'pthreads', 'semaphore']","{'account_id': 1478292, 'reputation': 2131, 'user_id': 1388172, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/92cea9fcec272f3518c04c4a339198fd?s=256&d=identicon&r=PG', 'display_name': 'Bogdan M.', 'link': 'https://stackoverflow.com/users/1388172/bogdan-m'}",True,568,14058391.0,2,0,1356628025,1356617078,14055933,,https://stackoverflow.com/questions/14055933/semaphore-waiting-case,Semaphore waiting case,,1356752087.0,not a real question,,,,
906,"['c++', 'c', 'eclipse', 'netburner']","{'account_id': 2115717, 'reputation': 11, 'user_id': 1880095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c399aa8a8dec708b7d2a4842b85613a1?s=256&d=identicon&r=PG', 'display_name': 'Ben Norris', 'link': 'https://stackoverflow.com/users/1880095/ben-norris'}",False,268,,1,1,1356626114,1354734045,13730499,CC BY-SA 3.0,https://stackoverflow.com/questions/13730499/error-with-f-close-writing-to-sd-card-my-final-project,Error with f_close (writing to SD card my final project),,,,,,,
907,"['c', 'cuda', 'add', 'blas', 'cublas']","{'account_id': 241851, 'reputation': 9275, 'user_id': 512947, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/db157f5dda9a08b97c28282e12d350b0?s=256&d=identicon&r=PG', 'display_name': 'Matt Phillips', 'link': 'https://stackoverflow.com/users/512947/matt-phillips'}",True,5780,14051315.0,2,6,1356626034,1356593460,14051064,CC BY-SA 3.0,https://stackoverflow.com/questions/14051064/add-scalar-to-vector-in-blas-cublas-cuda,Add scalar to vector in BLAS (cuBLAS/CUDA),,,,,,,
908,['c'],"{'account_id': 409805, 'reputation': 4510, 'user_id': 781252, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/ec72210a7b6a543152fa32b770d1eed0?s=256&d=identicon&r=PG&f=1', 'display_name': 'developer', 'link': 'https://stackoverflow.com/users/781252/developer'}",True,676,13993316.0,4,3,1356623879,1356105274,13993208,CC BY-SA 3.0,https://stackoverflow.com/questions/13993208/what-is-the-difference-between-do-freex-x-null-while-0-and-fre,what is the difference between &quot;do { free(x); x = NULL; } while (0);&quot; and &quot;{ free(x); x = NULL; }&quot;,,,,,,,
909,"['java', 'php', 'android', 'c', 'sms']","{'account_id': 1720753, 'reputation': 21, 'user_id': 1576704, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c87a01cbb9131be5226f00579a4a924?s=256&d=identicon&r=PG', 'display_name': 'Leaf Sy', 'link': 'https://stackoverflow.com/users/1576704/leaf-sy'}",True,395,,1,0,1356621685,1356620874,14056775,CC BY-SA 3.0,https://stackoverflow.com/questions/14056775/accessing-sms-from-usb-modem-to-be-uploaded-for-android-app,Accessing SMS from USB modem to be uploaded for Android app,,,,,,,
910,"['c', 'output']","{'account_id': 2166780, 'reputation': 727, 'user_id': 1919739, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/2ThCM.jpg?s=256&g=1', 'display_name': 'DodoSombrero', 'link': 'https://stackoverflow.com/users/1919739/dodosombrero'}",True,144,,2,1,1356619381,1356616004,14055713,CC BY-SA 3.0,https://stackoverflow.com/questions/14055713/database-not-outputting-on-c-even-though-im-saving,Database not outputting on C even though I&#39;m saving,,,,,,,
911,"['c', 'database-design']","{'account_id': 942462, 'reputation': 41, 'user_id': 970296, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50415f284d4cab95b389fb4a6e1fd9fa?s=256&d=identicon&r=PG', 'display_name': 'hari', 'link': 'https://stackoverflow.com/users/970296/hari'}",True,132,,3,0,1356617346,1355770345,13920269,CC BY-SA 3.0,https://stackoverflow.com/questions/13920269/alternative-to-reduce-large-number-of-binary-files-reading-access-time-from-hard,Alternative to reduce large number of binary files reading access time from hard disk,1356617346.0,,,,,,
912,['c'],"{'account_id': 2181529, 'reputation': 211, 'user_id': 1930901, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ff3bf05998b7075861c68822c01125b4?s=256&d=identicon&r=PG', 'display_name': 'user1930901', 'link': 'https://stackoverflow.com/users/1930901/user1930901'}",True,334,14054334.0,2,0,1356616470,1356607226,14053836,CC BY-SA 3.0,https://stackoverflow.com/questions/14053836/menu-not-working-properly,Menu not working properly,,,,,,,
913,"['c', 'gcc', 'global-variables']","{'account_id': 2035856, 'reputation': 903, 'user_id': 1818221, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/7b9799fa9a5f89fe6002a6d3dcfa4418?s=256&d=identicon&r=PG', 'display_name': 'בנימן הגלילי', 'link': 'https://stackoverflow.com/users/1818221/%d7%91%d7%a0%d7%99%d7%9e%d7%9f-%d7%94%d7%92%d7%9c%d7%99%d7%9c%d7%99'}",True,7829,14055561.0,5,0,1356616270,1356614918,14055507,CC BY-SA 3.0,https://stackoverflow.com/questions/14055507/c-function-not-seeing-global-variables,C function not seeing global variables,1356615918.0,,,,,,
914,"['c++', 'c', 'linux', 'windows', 'equivalent']","{'account_id': 470244, 'reputation': 6438, 'user_id': 877329, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/0b5c9fa7b8fa8139c1330b5fbbd5f934?s=256&d=identicon&r=PG', 'display_name': 'user877329', 'link': 'https://stackoverflow.com/users/877329/user877329'}",True,2797,14042705.0,1,5,1356612897,1356535694,14042586,CC BY-SA 3.0,https://stackoverflow.com/questions/14042586/getcommandline-linux-true-equivalent,GetCommandLine linux *true* equivalent,,,,,,,
915,"['c', 'image-processing', 'opencv', 'error-handling', 'header']","{'account_id': 2134087, 'reputation': 97, 'user_id': 1894272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f44ebdb94e0f2208250ad35f99fada4f?s=256&d=identicon&r=PG', 'display_name': 'Hacker', 'link': 'https://stackoverflow.com/users/1894272/hacker'}",True,736,14050004.0,3,0,1356612284,1356579516,14049073,CC BY-SA 3.0,https://stackoverflow.com/questions/14049073/opencv-c-library-is-not-working-in-my-ubuntu11-10,OpenCV - C library is not working in my Ubuntu11.10,,,,,,,
916,"['c', 'sorting']","{'account_id': 1029352, 'reputation': 3638, 'user_id': 1037988, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://graph.facebook.com/100002266143965/picture?type=large', 'display_name': 'Badal', 'link': 'https://stackoverflow.com/users/1037988/badal'}",True,1619,14053585.0,2,1,1356612219,1356605773,14053525,CC BY-SA 3.0,https://stackoverflow.com/questions/14053525/bubble-sort-in-c-language,Bubble sort in c language,1356606306.0,,,,,,
917,['c'],"{'account_id': 205831, 'reputation': 41839, 'user_id': 454780, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d8238ae773f9d75e510abe305209189f?s=256&d=identicon&r=PG', 'display_name': 'trusktr', 'link': 'https://stackoverflow.com/users/454780/trusktr'}",True,79,14054636.0,4,-1,1356611980,1356610919,14054624,,https://stackoverflow.com/questions/14054624/why-does-a-constant-give-me-errors-when-used-in-a-subscript,Why does a CONSTANT give me errors when used in a subscript?,,1356762274.0,too localized,,,,
918,"['c', 'arrays']","{'account_id': 435935, 'reputation': 55697, 'user_id': 1723893, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/dpcFl.jpg?s=256&g=1', 'display_name': 'NullPoiиteя', 'link': 'https://stackoverflow.com/users/1723893/nullpoi%d0%b8te%d1%8f'}",True,211,14053708.0,5,0,1356607472,1356606561,14053683,CC BY-SA 3.0,https://stackoverflow.com/questions/14053683/unexpected-output-when-printing-element-of-array-in-c,Unexpected output when printing element of array in c,1356606780.0,,,,,,
919,"['c++', 'c']","{'account_id': 1443705, 'reputation': 6286, 'user_id': 1363007, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/3b4c8c3000b42ba669c8d400a303ba65?s=256&d=identicon&r=PG', 'display_name': 'Krab', 'link': 'https://stackoverflow.com/users/1363007/krab'}",True,357,,4,4,1356606010,1356531417,14041831,CC BY-SA 3.0,https://stackoverflow.com/questions/14041831/how-to-compile-app-in-c-with-module,How to compile app in C with module?,1356532470.0,,,,,,
920,"['c', 'debugging', 'gdb']","{'account_id': 2046948, 'reputation': 2297, 'user_id': 1826830, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/2205af017c6591724627d2b55d0aadc6?s=256&d=identicon&r=PG', 'display_name': 'Shraddha', 'link': 'https://stackoverflow.com/users/1826830/shraddha'}",True,161,,2,0,1356604893,1356600081,14052248,CC BY-SA 3.0,https://stackoverflow.com/questions/14052248/gdb-debug-function-not-in-the-call-stack,gdb debug function not in the call stack,,,,,,,
921,"['c', 'opencl', 'gpu']","{'account_id': 441297, 'reputation': 1919, 'user_id': 831317, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/b03d2f333371de86586f2262ffb053bc?s=256&d=identicon&r=PG', 'display_name': 'kostas', 'link': 'https://stackoverflow.com/users/831317/kostas'}",True,1323,,1,1,1356603891,1356600210,14052279,CC BY-SA 3.0,https://stackoverflow.com/questions/14052279/issue-with-opencl-on-linux,Issue with opencl on linux,,,,,,,
922,"['c', 'tcp', 'client-server']","{'account_id': 2112264, 'reputation': 31, 'user_id': 1877315, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/735550568a9a8e45668641288fdb7d65?s=256&d=identicon&r=PG', 'display_name': 'Vincent Czubatiuk', 'link': 'https://stackoverflow.com/users/1877315/vincent-czubatiuk'}",True,628,,1,3,1356601099,1354661593,13713415,CC BY-SA 3.0,https://stackoverflow.com/questions/13713415/cant-seem-to-get-c-tcp-server-client-communications-right,Can&#39;t seem to get C TCP Server-Client Communications Right,1354744889.0,,,,,,
923,"['c', 'sequence', 'trace']","{'account_id': 1258740, 'reputation': 433, 'user_id': 1217630, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/3f5547485c8b92a635ea6e632b94e3a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'freddy', 'link': 'https://stackoverflow.com/users/1217630/freddy'}",False,246,,1,1,1356592093,1356589672,14050389,CC BY-SA 3.0,https://stackoverflow.com/questions/14050389/are-there-ways-getting-sequence-of-executed-statements-in-target-c-program,Are there ways getting sequence of executed statements in target C program?,1495541553.0,,,,,,
924,"['java', 'android', 'c++', 'c', 'java-native-interface']","{'account_id': 2181963, 'reputation': 562, 'user_id': 1931214, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/T26g4.jpg?s=256&g=1', 'display_name': 'AndroUser', 'link': 'https://stackoverflow.com/users/1931214/androuser'}",True,1809,14049779.0,1,1,1356586202,1356584292,14049531,CC BY-SA 3.0,https://stackoverflow.com/questions/14049531/is-there-any-api-in-android-for-ms-office-word-doc-docx-to-image-html-xml-pd,Is there any Api in android for ms office word(.doc/.docx) to (image/html/xml/pdf) conversion,1356585067.0,,,,,,
925,"['c', 'visual-c++', 'assembly', 'buffer-overflow', 'shellcode']","{'account_id': 98440, 'reputation': 9315, 'user_id': 266457, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c637581e3ac1604e93c492bb8dc5b312?s=256&d=identicon&r=PG', 'display_name': 'T. Webster', 'link': 'https://stackoverflow.com/users/266457/t-webster'}",True,791,13799821.0,2,0,1356586049,1355136698,13799472,CC BY-SA 3.0,https://stackoverflow.com/questions/13799472/access-violation-in-visual-c-2010-on-inline-assembly,access violation in Visual C 2010 on inline assembly,1355138817.0,,,,,,
926,"['c', 'gedit']","{'account_id': 1277362, 'reputation': 933, 'user_id': 1232311, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/3807373da8ee7d61f4cc3487a8760043?s=256&d=identicon&r=PG', 'display_name': 'Gomathi', 'link': 'https://stackoverflow.com/users/1232311/gomathi'}",True,2328,14048509.0,3,1,1356573465,1356497418,14036109,CC BY-SA 3.0,https://stackoverflow.com/questions/14036109/opening-a-file-externally-using-c-program,Opening a file externally using C program,1356497873.0,,,,,,
927,['c'],"{'account_id': 2170742, 'reputation': 131, 'user_id': 1922814, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4f1eae448d112fd725f9356c00e6b794?s=256&d=identicon&r=PG', 'display_name': 'JustTired', 'link': 'https://stackoverflow.com/users/1922814/justtired'}",True,384,14048441.0,1,0,1356573020,1356572219,14048398,CC BY-SA 3.0,https://stackoverflow.com/questions/14048398/pointer-to-a-char-array10-for-ptr-arithmetic,Pointer to a char array[10] for ptr++ arithmetic,1356572693.0,,,,,,
928,"['c', 'web-services', 'gsoap']","{'account_id': 2064954, 'reputation': 21, 'user_id': 1840644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9222c9324276f411e2a862c0161c644f?s=256&d=identicon&r=PG', 'display_name': 'timiil', 'link': 'https://stackoverflow.com/users/1840644/timiil'}",True,408,14048457.0,2,0,1356572788,1356421232,14028685,CC BY-SA 3.0,https://stackoverflow.com/questions/14028685/gsoap-client-can-not-pass-argument-value-to-server,GSoap client can not pass argument value to server,,,,,,,
929,"['c', 'libc']","{'account_id': 1742933, 'reputation': 534, 'user_id': 1593817, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/f0f7e0387e8a11c3a41c394da5856e2d?s=256&d=identicon&r=PG', 'display_name': 'Orion', 'link': 'https://stackoverflow.com/users/1593817/orion'}",True,2049,14048197.0,1,4,1356570410,1356570303,14048187,CC BY-SA 3.0,https://stackoverflow.com/questions/14048187/understanding-c-errno,Understanding C errno,,,,,,,
930,['c'],"{'account_id': 256915, 'reputation': 8965, 'user_id': 537943, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/910d6caf7e77a69b61fbf0b4e0d32532?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/537943/tom'}",True,129,14031758.0,2,0,1356567056,1356447239,14031667,CC BY-SA 3.0,https://stackoverflow.com/questions/14031667/c-change-pointer-of-a-variable-in-an-array,c - change pointer of a variable in an array,,,,,,,
931,"['c', 'casting', 'struct', 'constants']","{'account_id': 400530, 'reputation': 442, 'user_id': 766545, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d4211467c2477aa33d4ae4cdc8a3ebc3?s=256&d=identicon&r=PG', 'display_name': 'Michal Pietras', 'link': 'https://stackoverflow.com/users/766545/michal-pietras'}",True,1885,,3,2,1356566323,1356561859,14047193,CC BY-SA 3.0,https://stackoverflow.com/questions/14047193/c-modify-const-members-in-a-struct,C modify const members in a struct,,,,,,,
932,"['c++', 'c', 'sockets', 'udp', 'packet']","{'account_id': 1226358, 'reputation': 1024, 'user_id': 1191812, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/8b65db5b4d798565682635cc99096b31?s=256&d=identicon&r=PG', 'display_name': 'Jenny Shoars', 'link': 'https://stackoverflow.com/users/1191812/jenny-shoars'}",True,2285,,1,0,1356566233,1356561549,14047135,,https://stackoverflow.com/questions/14047135/c-c-how-to-send-a-video-file-in-packets-over-a-udp-socket,C/C++ - How to send a video file in &quot;packets&quot; over a UDP socket?,,1356566126.0,not constructive,,,,
933,"['c', 'linux', 'multithreading', 'posix']","{'account_id': 383385, 'reputation': 701, 'user_id': 739199, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/qcp1N.jpg?s=256&g=1', 'display_name': 'John Hargrove', 'link': 'https://stackoverflow.com/users/739199/john-hargrove'}",True,1595,14047514.0,1,12,1356564153,1356562164,14047227,CC BY-SA 3.0,https://stackoverflow.com/questions/14047227/how-to-trigger-spurious-wake-up-within-a-linux-application,How to trigger spurious wake-up within a Linux application?,,,,,,,
934,"['c', 'select', 'signals']","{'account_id': 502672, 'reputation': 1918, 'user_id': 1229893, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/56ccd79278aabd3a5585b4f2d86b79eb?s=256&d=identicon&r=PG', 'display_name': 'charliehorse55', 'link': 'https://stackoverflow.com/users/1229893/charliehorse55'}",True,1001,14047008.0,1,2,1356561397,1356553272,14045801,CC BY-SA 3.0,https://stackoverflow.com/questions/14045801/different-pselect-behaviour-on-osx-vs-linux,Different pselect() behaviour on OSX vs Linux?,1356558469.0,,,,,,
935,['c'],"{'account_id': 2181182, 'reputation': 13, 'user_id': 1930644, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9dfa310168bb438c5593fd744601d415?s=256&d=identicon&r=PG', 'display_name': 'stealthonion', 'link': 'https://stackoverflow.com/users/1930644/stealthonion'}",True,575,,1,-2,1356555181,1356553928,14045928,,https://stackoverflow.com/questions/14045928/c-language-multiplying-variables-with-value-of-1-i-get-2-as-a-result,"C language, multiplying variables with value of 1, I get 2 as a result",1356555181.0,1356573160.0,too localized,,,,
936,"['c', 'math', 'floating-point']","{'account_id': 266484, 'reputation': 6565, 'user_id': 554075, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/d6e525943b01e7ad35e63090c87c6bb0?s=256&d=identicon&r=PG', 'display_name': 'Arlen', 'link': 'https://stackoverflow.com/users/554075/arlen'}",True,269,14034657.0,1,3,1356554773,1356475171,14034489,CC BY-SA 3.0,https://stackoverflow.com/questions/14034489/formulas-for-the-constants-in-fdlibm-e-pow-c,Formulas for the constants in fdlibm/e_pow.c,,,,,,,
937,"['c', 'arrays', 'std', 'stdio', 'dynamic-arrays']","{'account_id': 2168535, 'reputation': 11, 'user_id': 1921098, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d70ad84aa9f4eb0bea89ea8adc07ec70?s=256&d=identicon&r=PG', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/1921098/john'}",True,105,,6,-2,1356551875,1356086556,13988573,CC BY-SA 3.0,https://stackoverflow.com/questions/13988573/a-simple-for-command-doesnt-work-using-only-the-stdio-library,A simple &quot;for&quot; command doesnt work using only the stdio library,1495542460.0,,,,,,
938,"['c', 'visual-studio', 'compiler-errors']","{'account_id': 203385, 'reputation': 14296, 'user_id': 451007, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/747a74ca335414adcd965acd8d7223b8?s=256&d=identicon&r=PG', 'display_name': '101010', 'link': 'https://stackoverflow.com/users/451007/101010'}",True,3374,14045351.0,1,4,1356550712,1356550551,14045325,,https://stackoverflow.com/questions/14045325/error-c2143-syntax-error-missing-before,error C2143: syntax error : missing &#39;)&#39; before &#39;&amp;&#39;,,1356558594.0,too localized,,,,
939,"['c', 'x86', 'embedded', 'arm', 'contiki']","{'account_id': 286643, 'reputation': 673, 'user_id': 586014, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/21e422ca226cd825975375788d6c373a?s=256&d=identicon&r=PG', 'display_name': 'Baarn', 'link': 'https://stackoverflow.com/users/586014/baarn'}",True,1717,14035351.0,5,7,1356549666,1356454241,14032434,CC BY-SA 3.0,https://stackoverflow.com/questions/14032434/casting-pointers-on-embedded-devices,Casting pointers on embedded devices,1356535732.0,,,,,,
940,"['c', 'function', 'pointers']","{'account_id': 984764, 'reputation': 39973, 'user_id': 1003575, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/cceded39fb12d936211b56afc86dcb04?s=256&d=identicon&r=PG&f=1', 'display_name': 'MOHAMED', 'link': 'https://stackoverflow.com/users/1003575/mohamed'}",True,1285,14043962.0,3,1,1356547635,1356542873,14043953,CC BY-SA 3.0,https://stackoverflow.com/questions/14043953/how-to-define-an-array-of-function-pointers-and-the-functions-dont-have-same-in,How to define an array of function pointers and the functions don&#39;t have same input argument definition?,1356543335.0,,,,,,
941,"['c', 'function', 'pointers']","{'account_id': 984764, 'reputation': 39973, 'user_id': 1003575, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/cceded39fb12d936211b56afc86dcb04?s=256&d=identicon&r=PG&f=1', 'display_name': 'MOHAMED', 'link': 'https://stackoverflow.com/users/1003575/mohamed'}",True,127,,2,0,1356547174,1356543828,14044120,CC BY-SA 3.0,https://stackoverflow.com/questions/14044120/in-term-of-optimization-what-is-the-difference-between-defining-function-pointe,"In term of optimization, What is the difference between defining function pointer with argument and without argument",,,,,,,
942,"['c++', 'c', 'algorithm', 'sequences']","{'account_id': 1415942, 'reputation': 8693, 'user_id': 1341622, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/e406a474ef56c0372aa2a25947ef8cd7?s=256&d=identicon&r=PG', 'display_name': 'Rontogiannis Aristofanis', 'link': 'https://stackoverflow.com/users/1341622/rontogiannis-aristofanis'}",True,8446,,3,6,1356543812,1356458869,14032903,CC BY-SA 3.0,https://stackoverflow.com/questions/14032903/longest-common-contiguous-subsequence-algorithm,Longest common contiguous subsequence - algorithm,1356459426.0,,,,,,
943,['c'],"{'account_id': 1170178, 'reputation': 1765, 'user_id': 1147536, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/c382bc6221ad8b8b50a95d152a6721f1?s=256&d=identicon&r=PG', 'display_name': 'Tudor Ciotlos', 'link': 'https://stackoverflow.com/users/1147536/tudor-ciotlos'}",True,1320,,2,-2,1356542992,1356539796,14043389,CC BY-SA 3.0,https://stackoverflow.com/questions/14043389/how-do-i-display-the-content-from-a-file-using-the-function-read-in-c,How do I display the content from a file using the function read in C?,,,,,,,
944,"['c', 'batch-processing', 'fseek']","{'account_id': 2166780, 'reputation': 727, 'user_id': 1919739, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/2ThCM.jpg?s=256&g=1', 'display_name': 'DodoSombrero', 'link': 'https://stackoverflow.com/users/1919739/dodosombrero'}",True,131,14038885.0,1,-1,1356542626,1356511814,14038132,CC BY-SA 3.0,https://stackoverflow.com/questions/14038132/method-to-batch-update-on-c-programming,Method to Batch Update on C Programming,1356542626.0,,,,,,
945,"['c', 'linux', 'linux-kernel', 'kernel', 'kgdb']","{'account_id': 1019142, 'reputation': 8858, 'user_id': 1030018, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/65f9ef2a64f6231f7a074afd04f17e27?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeyaram', 'link': 'https://stackoverflow.com/users/1030018/jeyaram'}",True,860,14043568.0,1,0,1356540979,1356521352,14039967,CC BY-SA 3.0,https://stackoverflow.com/questions/14039967/how-to-check-kgdb-is-enabled-or-not,How to Check Kgdb is enabled or not?,1356540979.0,,,,,,
946,"['c', 'stdin']","{'account_id': 1170178, 'reputation': 1765, 'user_id': 1147536, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/c382bc6221ad8b8b50a95d152a6721f1?s=256&d=identicon&r=PG', 'display_name': 'Tudor Ciotlos', 'link': 'https://stackoverflow.com/users/1147536/tudor-ciotlos'}",True,1514,14042885.0,3,0,1356539821,1356537033,14042861,CC BY-SA 3.0,https://stackoverflow.com/questions/14042861/how-do-i-read-from-stdin-a-text-and-write-it-to-a-file-using-low-level-file-proc,How do I read from stdin a text and write it to a file using low level file processing?,,,,,,,
947,"['c++', 'c']","{'account_id': 2180439, 'reputation': 1217, 'user_id': 1930067, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/052fb86ef6a3307bf4b373f4e7bdc831?s=256&d=identicon&r=PG', 'display_name': 'sosytee', 'link': 'https://stackoverflow.com/users/1930067/sosytee'}",True,492,,2,1,1356538744,1356537299,14042909,CC BY-SA 3.0,https://stackoverflow.com/questions/14042909/reading-external-file,Reading external file,1356538455.0,,,,,,
948,"['c', 'linux', 'macos']","{'account_id': 97872, 'reputation': 352, 'user_id': 265262, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb0fd07485efdfc05e02987075fdbab0?s=256&d=identicon&r=PG', 'display_name': 'Sylvestre', 'link': 'https://stackoverflow.com/users/265262/sylvestre'}",True,227,,2,1,1356537094,1356533558,14042240,CC BY-SA 3.0,https://stackoverflow.com/questions/14042240/get-fgetc-under-gnu-linux-to-process-mac-os-cr,Get fgetc under GNU/Linux to process Mac OS CR,1356535727.0,,,,,,
