,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,migrated_from
1156,"['c', 'pointers', 'struct', 'reference', 'parameter-passing']","{'account_id': 16674407, 'reputation': 39, 'user_id': 12051185, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAg3SdZphELj2CbS_xMtwHbTOEvkFXnIVHrnxgU=k-s256', 'display_name': 'Hritikesh Semwal', 'link': 'https://stackoverflow.com/users/12051185/hritikesh-semwal'}",True,157,1,2,1568627804,1568553366,1568627804.0,57944463,CC BY-SA 4.0,https://stackoverflow.com/questions/57944463/segmentation-fault-after-trying-to-access-a-structure-variable-outside-function,Segmentation fault after trying to access a structure variable outside function,,,57944494.0,
1157,"['c', 'matlab', 'code-generation', 'simulink']","{'account_id': 16697367, 'reputation': 1, 'user_id': 12068172, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-uUrz1D0usCY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcj3Xn1r58UlUJyoHZQXFpSXAtoSg/photo.jpg?sz=256', 'display_name': 'David Osten', 'link': 'https://stackoverflow.com/users/12068172/david-osten'}",True,224,1,-1,1568624604,1568490744,1568490988.0,57938786,CC BY-SA 4.0,https://stackoverflow.com/questions/57938786/resolve-compilation-errors-of-simulink-c-code-in-matlab-function-expected,"Resolve Compilation Errors of Simulink C-Code in matlab function: expected &#39;=&#39;, &#39;,&#39;, &#39;;&#39;, &#39;asm&#39; or &#39;__attribute__&#39; before &#39;.&#39; token",,,57953544.0,
1158,"['c', 'string']","{'account_id': 16700446, 'reputation': 9, 'user_id': 12070369, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/90108e5dafa28fdf72561053b412ed18?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pranav Prince', 'link': 'https://stackoverflow.com/users/12070369/pranav-prince'}",True,108,2,-2,1568624268,1568567485,1568568094.0,57946405,CC BY-SA 4.0,https://stackoverflow.com/questions/57946405/replacing-elements-of-a-string-in-c,replacing elements of a string in C,,,,
1159,"['c', 'set', 'pass-by-reference', 'adt', 'pass-by-value']","{'account_id': 12517913, 'reputation': 153, 'user_id': 9126289, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5b29550bd68ffca6f5bc35a64d90b32?s=256&d=identicon&r=PG&f=1', 'display_name': 'E. Ginzburg', 'link': 'https://stackoverflow.com/users/9126289/e-ginzburg'}",True,86,1,0,1568624144,1568617748,1568620142.0,57951932,CC BY-SA 4.0,https://stackoverflow.com/questions/57951932/what-are-the-considerations-when-returning-by-value-vs-by-reference-set-adt-c,What are the considerations when returning by value vs by reference - Set ADT C,,,57952424.0,
1160,"['c', 'embedded', 'gpio']","{'account_id': 3706227, 'reputation': 57, 'user_id': 3084686, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3084686', 'link': 'https://stackoverflow.com/users/3084686/user3084686'}",True,710,4,4,1568623610,1568613420,1568613534.0,57951076,CC BY-SA 4.0,https://stackoverflow.com/questions/57951076/writing-pointers-to-the-address-of-gpio-out-pin,Writing pointers to the address of GPIO out pin,,,,
1161,"['c', 'embedded']","{'account_id': 12223430, 'reputation': 17, 'user_id': 8921879, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-ZOvbkQI1BxI/AAAAAAAAAAI/AAAAAAAAEaU/VINk4YcsRY0/photo.jpg?sz=256', 'display_name': 'Adrian', 'link': 'https://stackoverflow.com/users/8921879/adrian'}",True,148,1,-1,1568622442,1568621727,,57952842,,https://stackoverflow.com/questions/57952842/why-free-does-not-release-memory,Why free does not release memory?,1568621989.0,Duplicate,57953021.0,
1162,"['c', 'multithreading', 'pthreads', 'thread-synchronization']","{'account_id': 5196755, 'reputation': 588, 'user_id': 6615337, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/Icgqz.jpg?s=256&g=1', 'display_name': 'Anthony O', 'link': 'https://stackoverflow.com/users/6615337/anthony-o'}",False,208,1,0,1568621300,1568613453,1568615677.0,57951082,CC BY-SA 4.0,https://stackoverflow.com/questions/57951082/how-can-i-implement-a-single-writer-multiple-reader-queue-with-pthreads,"How can I implement a single-writer, multiple-reader queue with pthreads?",,,,
1163,"['android', 'c']","{'account_id': 16466013, 'reputation': 67, 'user_id': 11896108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/68ad014fb3e568e93f5e8106781865bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'anonymous', 'link': 'https://stackoverflow.com/users/11896108/anonymous'}",False,919,0,1,1568618750,1568407550,1568618750.0,57930152,CC BY-SA 4.0,https://stackoverflow.com/questions/57930152/error-format-string-is-not-a-string-literal-potentially-insecure-werror-wf,"error: format string is not a string literal (potentially insecure) [-Werror,-Wformat-security]",,,,
1164,['c'],"{'account_id': 16703257, 'reputation': 1, 'user_id': 12072330, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCe3g-sW-oGpMGErI2jFBpp_tR8ccgDIp5FwtnzZg=k-s256', 'display_name': 'Krista Morelli', 'link': 'https://stackoverflow.com/users/12072330/krista-morelli'}",True,65,1,0,1568617629,1568610870,1568611127.0,57950728,CC BY-SA 4.0,https://stackoverflow.com/questions/57950728/having-trouble-fixing-array-sort-and-output,Having trouble fixing array sort and output,,,,
1165,"['c', 'bit']","{'account_id': 14883392, 'reputation': 1, 'user_id': 10747295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6a83aaa7f1584d7c5b994c0b6ce6c16?s=256&d=identicon&r=PG&f=1', 'display_name': 'JJ Doe', 'link': 'https://stackoverflow.com/users/10747295/jj-doe'}",False,82,1,-1,1568614629,1568606961,,57950270,CC BY-SA 4.0,https://stackoverflow.com/questions/57950270/set-last-3-bits-of-size-t,Set last 3 bits of size_t,,,,
1166,"['c', 'gcc']","{'account_id': 16703146, 'reputation': 13, 'user_id': 12072244, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-p52yh_UG2N8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rewmeCWOlLDav4TPyBYMe5j6IH30w/photo.jpg?sz=256', 'display_name': 'Kevin Ar&#233;valo Fern&#225;ndez', 'link': 'https://stackoverflow.com/users/12072244/kevin-ar%c3%a9valo-fern%c3%a1ndez'}",True,58,1,1,1568610893,1568608679,1568610219.0,57950454,CC BY-SA 4.0,https://stackoverflow.com/questions/57950454/assigning-a-value-from-pointer-indexing,Assigning a value from pointer indexing,,,57950663.0,
1167,"['c', 'input', 'file-io', 'visual-studio-code']","{'account_id': 16678853, 'reputation': 1, 'user_id': 12054546, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-mlcMklXha8w/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rftBivKrsO7P3iEWip8kEj_erPyjw/photo.jpg?sz=256', 'display_name': 'Gabrielle Pham', 'link': 'https://stackoverflow.com/users/12054546/gabrielle-pham'}",False,961,1,0,1568607542,1568606846,,57950255,CC BY-SA 4.0,https://stackoverflow.com/questions/57950255/how-to-you-read-input-file-in-visual-studio-code-using-c-programming,How to you read input file in Visual Studio Code using C programming?,,,,
1168,"['c++', 'c', 'sockets', 'windows-10', 'boost-asio']","{'account_id': 117403, 'reputation': 436, 'user_id': 307460, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/5cfec8eb215f2a290f2e949c01150b15?s=256&d=identicon&r=PG', 'display_name': 'phill', 'link': 'https://stackoverflow.com/users/307460/phill'}",False,789,0,9,1568606061,1568606061,,57950168,CC BY-SA 4.0,https://stackoverflow.com/questions/57950168/windows-10-ignores-setsockopt-ip-tos,Windows 10 ignores setsockopt IP_TOS,,,,
1169,['c'],"{'account_id': 16616500, 'reputation': 3, 'user_id': 12007975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b0ebffb7e5f7b5daa5e73d592f8f44b?s=256&d=identicon&r=PG&f=1', 'display_name': 'longhaireddictionary', 'link': 'https://stackoverflow.com/users/12007975/longhaireddictionary'}",True,532,2,0,1568605954,1568601090,,57949728,CC BY-SA 4.0,https://stackoverflow.com/questions/57949728/sorting-members-of-a-structure-using-pointer-function,Sorting members of a structure using pointer function,,,57950156.0,
1170,"['c', 'pointers', 'byte', 'bit']","{'account_id': 7438179, 'reputation': 51, 'user_id': 5656834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b0371da2ad47e76e6d6f989d32ace48?s=256&d=identicon&r=PG&f=1', 'display_name': 'overduekey', 'link': 'https://stackoverflow.com/users/5656834/overduekey'}",True,813,2,0,1568605751,1568600242,,57949648,CC BY-SA 4.0,https://stackoverflow.com/questions/57949648/finding-if-element-is-within-a-specified-array,Finding if element is within a specified Array,,,57950112.0,
1171,"['c++', 'c']","{'account_id': 16170709, 'reputation': 19, 'user_id': 11674558, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2404125679834151/picture?type=large', 'display_name': 'Tushar Sharma', 'link': 'https://stackoverflow.com/users/11674558/tushar-sharma'}",False,665,1,-3,1568603695,1568528497,,57941645,CC BY-SA 4.0,https://stackoverflow.com/questions/57941645/push-pop-peek-traverse-the-element-of-stack-statically,"push,pop,peek,traverse the element of stack statically",,,,
1172,"['c', 'arrays', 'function', 'pointers']","{'account_id': 16252912, 'reputation': 61, 'user_id': 11736350, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5UHJhM9WtdY/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc2aLxWXcd6OJhtINbaKy89-So2ug/photo.jpg?sz=256', 'display_name': 'MaG', 'link': 'https://stackoverflow.com/users/11736350/mag'}",True,357,1,-1,1568601694,1568576826,1568601694.0,57947668,CC BY-SA 4.0,https://stackoverflow.com/questions/57947668/why-address-of-the-variable-changes-after-passing-the-function,Why address of the variable changes after passing the function,,,57949730.0,
1173,['c'],"{'account_id': 16701605, 'reputation': 1, 'user_id': 12071188, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mDJj1Ii3xVvY0i5bujliz8AD1ffDTBZTs7uKBlRQQ=k-s256', 'display_name': 'games Con', 'link': 'https://stackoverflow.com/users/12071188/games-con'}",True,98,2,-3,1568599350,1568574509,1568580587.0,57947400,,https://stackoverflow.com/questions/57947400/what-might-a-c-compiler-produce-with-this-statement,What might a C compiler produce with this statement?,1568623622.0,Needs more focus,,
1174,"['c', 'linux', 'makefile', 'gnu-make']","{'account_id': 16108218, 'reputation': 606, 'user_id': 11627201, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fsHTHFWusvk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rf7-u-fDjEJTil4kWLmT0eJA7NgVw/mo/photo.jpg?sz=256', 'display_name': 'qwerty_99', 'link': 'https://stackoverflow.com/users/11627201/qwerty-99'}",True,788,2,3,1568598203,1568565452,1568598203.0,57946124,CC BY-SA 4.0,https://stackoverflow.com/questions/57946124/what-does-premature-end-of-file-mean-in-gnu-makefile,What does &quot;premature end of file&quot; mean in GNU makefile?,,,57946596.0,
1175,['c'],"{'account_id': 16698216, 'reputation': 3, 'user_id': 12071735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/aacb4d4981b1b41fc22e659a8997a8c3?s=256&d=identicon&r=PG&f=1', 'display_name': 'need2learnJAVA', 'link': 'https://stackoverflow.com/users/12071735/need2learnjava'}",True,83,1,-3,1568597146,1568591363,1568597017.0,57948994,CC BY-SA 4.0,https://stackoverflow.com/questions/57948994/what-issues-are-seen-in-these-c-code-fragments,What issues are seen in these C code fragments?,,,,
1176,"['c', 'cs50']","{'account_id': 4355028, 'reputation': 13, 'user_id': 3553965, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3553965', 'link': 'https://stackoverflow.com/users/3553965/user3553965'}",True,2131,1,1,1568593209,1568592487,1568593209.0,57949078,,https://stackoverflow.com/questions/57949078/undefined-reference-in-cs50-week-1-course,undefined reference in cs50 week 1 course,1568602936.0,Duplicate,,
1177,['c'],"{'account_id': 15038041, 'reputation': 55, 'user_id': 10853677, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-arzTa0WZAe0/AAAAAAAAAAI/AAAAAAAAJgs/5d12IPy1TiQ/photo.jpg?sz=256', 'display_name': 'miguel munoz', 'link': 'https://stackoverflow.com/users/10853677/miguel-munoz'}",True,639,2,2,1568592677,1568510808,,57940452,CC BY-SA 4.0,https://stackoverflow.com/questions/57940452/why-this-function-returns-null,why this function returns null?,,,57940526.0,
1178,"['c', 'mpi', 'simulation']","{'account_id': 8848023, 'reputation': 1708, 'user_id': 6608222, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/JyEYO.jpg?s=256&g=1', 'display_name': 'th3g3ntl3man', 'link': 'https://stackoverflow.com/users/6608222/th3g3ntl3man'}",False,44,1,0,1568585778,1568581648,1568585778.0,57948178,CC BY-SA 4.0,https://stackoverflow.com/questions/57948178/fetching-array-for-input-return-wrong-result,Fetching array for input return wrong result,,,,
1179,"['c', 'switch-statement']","{'account_id': 14065083, 'reputation': 171, 'user_id': 10160166, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af8fe9419b769d0c196053aa7c8cdf88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhay', 'link': 'https://stackoverflow.com/users/10160166/abhay'}",True,61,1,1,1568585052,1568584655,,57948464,,https://stackoverflow.com/questions/57948464/please-explain-this-behaviour-of-switch-statement,Please explain this behaviour of switch statement,1568585195.0,Duplicate,57948506.0,
1180,"['c', 'arrays', 'loops']","{'account_id': 15280827, 'reputation': 37, 'user_id': 11025278, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/505e8b2de0f903d9eb366c05f63ca18a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Loukil-M', 'link': 'https://stackoverflow.com/users/11025278/loukil-m'}",True,347,2,2,1568583192,1568557949,1568565274.0,57945100,CC BY-SA 4.0,https://stackoverflow.com/questions/57945100/find-longest-sub-array-with-no-repetitions,Find longest sub-array with no repetitions,,,57948328.0,
1181,"['c++', 'c', 'file', 'ofstream']","{'account_id': 4088741, 'reputation': 5148, 'user_id': 3357352, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/nfb7n.jpg?s=256&g=1', 'display_name': 'OrenIshShalom', 'link': 'https://stackoverflow.com/users/3357352/orenishshalom'}",True,606,2,0,1568580554,1568548741,,57943889,CC BY-SA 4.0,https://stackoverflow.com/questions/57943889/open-a-file-in-a-non-existing-directory-c-versus-c,open a file in a non existing directory c versus c++,,,57943923.0,
1182,"['c', 'gcc', 'shared-libraries', 'linker-errors']","{'account_id': 16701155, 'reputation': 1, 'user_id': 12070878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dae9dd002522a098f32d04834fb8e249?s=256&d=identicon&r=PG&f=1', 'display_name': 'pibov', 'link': 'https://stackoverflow.com/users/12070878/pibov'}",True,48,3,-1,1568580384,1568570508,,57946816,CC BY-SA 4.0,https://stackoverflow.com/questions/57946816/can-i-define-a-c-extern-function-required-by-a-library-without-an-extra-compilat,Can I define a C extern function required by a library without an extra compilation step?,,,57946956.0,
1183,"['c', 'floating-point']","{'account_id': 16700386, 'reputation': 75, 'user_id': 12070327, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD-VdEf_KO_WLN5LzI1t6jD2yW1PZkT9BWrC7w=k-s256', 'display_name': 'pythonraptor', 'link': 'https://stackoverflow.com/users/12070327/pythonraptor'}",True,353,3,2,1568580104,1568557421,1568559761.0,57945011,CC BY-SA 4.0,https://stackoverflow.com/questions/57945011/how-do-i-get-c-to-differentiate-between-single-and-double-floats-when-evaluating,How do I get C to differentiate between single and double floats when evaluating trig functions?,,,,
1184,"['c', 'arrays', 'multidimensional-array']","{'account_id': 15038041, 'reputation': 55, 'user_id': 10853677, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-arzTa0WZAe0/AAAAAAAAAAI/AAAAAAAAJgs/5d12IPy1TiQ/photo.jpg?sz=256', 'display_name': 'miguel munoz', 'link': 'https://stackoverflow.com/users/10853677/miguel-munoz'}",True,390,1,-3,1568579887,1568576065,1568576414.0,57947583,CC BY-SA 4.0,https://stackoverflow.com/questions/57947583/how-to-get-the-length-of-this-array-without-strlen-sizeofarr-sizeofarr0,"How to get the length of this array without strlen(), sizeof(arr) / sizeof(arr[0]); does not work, C language",,,57947964.0,
1185,"['c', 'calloc']","{'account_id': 4741979, 'reputation': 26811, 'user_id': 3834415, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/jKHGm.jpg?s=256&g=1', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/3834415/chris'}",True,75,1,1,1568577184,1568575435,1568576336.0,57947524,,https://stackoverflow.com/questions/57947524/is-there-any-specific-difference-between-calloc-calls-of-equivalent-length-but-d,Is there any specific difference between calloc calls of equivalent length but different per-object size?,1568576502.0,Duplicate,57947615.0,
1186,"['c', 'struct']","{'account_id': 6440126, 'reputation': 5925, 'user_id': 4990392, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/89acc35f0339a9c7e6ae36443a23e2d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dada', 'link': 'https://stackoverflow.com/users/4990392/dada'}",True,138,2,3,1568574435,1568571309,,57946935,CC BY-SA 4.0,https://stackoverflow.com/questions/57946935/filler-at-the-end-of-a-struct-for-future-growth,Filler at the end of a struct for future growth,,,57947281.0,
1187,"['python', 'c', 'python-3.x', 'matplotlib']","{'account_id': 12860814, 'reputation': 87, 'user_id': 9302627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97e51e951decd6fd7b3e37c0c3074564?s=256&d=identicon&r=PG&f=1', 'display_name': 'Raghav', 'link': 'https://stackoverflow.com/users/9302627/raghav'}",True,1314,2,-1,1568574219,1568491249,1568574219.0,57938839,,https://stackoverflow.com/questions/57938839/how-can-i-connect-the-output-of-a-c-program-to-a-python-program-at-runtime,How can I connect the output of a C program to a python program at runtime,1568544218.0,Needs more focus,57939177.0,
1188,"['c', 'mingw']","{'account_id': 16699544, 'reputation': 1, 'user_id': 12069688, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-hF12_zybv_E/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reoDxd_rJ28Fs0wum0iRPZ9QP6avg/photo.jpg?sz=256', 'display_name': 'Junaid Ansari', 'link': 'https://stackoverflow.com/users/12069688/junaid-ansari'}",False,343,1,-2,1568573791,1568547170,1568548510.0,57943705,CC BY-SA 4.0,https://stackoverflow.com/questions/57943705/error-in-compiling-c-program-in-gcc-mingw-running-in-visual-studio-code,Error in compiling c program in gcc mingw running in visual studio code,,,,
1189,"['java', 'c', 'oop']","{'account_id': 275763, 'reputation': 2635, 'user_id': 568822, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/57a936a99dd4b8e93fa10f40af444af5?s=256&d=identicon&r=PG', 'display_name': 'S.A.Parkhid', 'link': 'https://stackoverflow.com/users/568822/s-a-parkhid'}",True,132,2,-3,1568570760,1568568836,1568570624.0,57946594,CC BY-SA 4.0,https://stackoverflow.com/questions/57946594/return-code-equivalent-in-object-oriented-programming,Return Code Equivalent in Object Oriented Programming,,,57946710.0,
1190,"['c', 'ubuntu', 'unix', 'exec', 'execvp']","{'account_id': 10628726, 'reputation': 31, 'user_id': 12069998, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/397ef79b44eec29a7bdfb041a18540ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'user433367', 'link': 'https://stackoverflow.com/users/12069998/user433367'}",True,2172,1,1,1568570637,1568550608,1568556027.0,57944117,CC BY-SA 4.0,https://stackoverflow.com/questions/57944117/how-can-i-make-the-execvp-function-execute-each-command-line-argument,How can I make the execvp function execute each command line argument?,,,57944670.0,
1191,"['c', 'c-preprocessor', 'preprocessor']","{'account_id': 18658, 'reputation': 2373, 'user_id': 42968, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/405f80d55cb9bbab4ad3b4173e874e11?s=256&d=identicon&r=PG', 'display_name': 'Atilla Filiz', 'link': 'https://stackoverflow.com/users/42968/atilla-filiz'}",True,189,3,5,1568569384,1568382751,1568469143.0,57924933,CC BY-SA 4.0,https://stackoverflow.com/questions/57924933/how-can-i-define-some-arguments-of-a-c-macro-as-another-macro,How can I define some arguments of a C macro as another macro?,,,57946667.0,
1192,['c'],"{'account_id': 14157784, 'reputation': 71, 'user_id': 10227920, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-78uqzHZzJts/AAAAAAAAAAI/AAAAAAAAAEc/-MLD7bTW4So/photo.jpg?sz=256', 'display_name': 'Pasan Jayawickrama', 'link': 'https://stackoverflow.com/users/10227920/pasan-jayawickrama'}",True,874,1,5,1568568767,1568568196,1568568767.0,57946515,CC BY-SA 4.0,https://stackoverflow.com/questions/57946515/unknown-type-name-in-enum-c,&quot;Unknown type name&quot; in Enum C,,,,
1193,"['c', 'taylor-series']","{'account_id': 14065083, 'reputation': 171, 'user_id': 10160166, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af8fe9419b769d0c196053aa7c8cdf88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Abhay', 'link': 'https://stackoverflow.com/users/10160166/abhay'}",True,122,1,1,1568568327,1568563433,1568563883.0,57945839,CC BY-SA 4.0,https://stackoverflow.com/questions/57945839/why-is-my-taylor-series-for-calculating-cosine-inaccurate-for-some-inputs,Why is my Taylor series for calculating cosine inaccurate for some inputs?,,,,
1194,"['c', 'c-preprocessor']","{'account_id': 16661979, 'reputation': 69, 'user_id': 12041710, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-9l69xP94k8M/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcnNLSjJN9gESTUi5DBEr0RrGbXTw/photo.jpg?sz=256', 'display_name': 'Koalafied Koala', 'link': 'https://stackoverflow.com/users/12041710/koalafied-koala'}",True,48,1,-1,1568567581,1568567445,,57946397,,https://stackoverflow.com/questions/57946397/why-is-preprocessor-condition-giving-me-this-output,Why is preprocessor condition giving me this output,1568568920.0,Duplicate,57946416.0,
1195,"['c', 'arrays', 'variable-length-array']","{'account_id': 16700651, 'reputation': 11, 'user_id': 12070532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/74067c483bf4ba7ce2ff40371bf1ca7e?s=256&d=identicon&r=PG', 'display_name': 'user12070532', 'link': 'https://stackoverflow.com/users/12070532/user12070532'}",True,56,2,1,1568565746,1568560895,1568563193.0,57945508,CC BY-SA 4.0,https://stackoverflow.com/questions/57945508/why-does-array-allocation-with-a-variable-work,Why does array allocation with a variable work?,,,,
1196,"['c', 'linux', 'signals']","{'account_id': 7892340, 'reputation': 4710, 'user_id': 6121044, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d36000b5ea58961acf50354041457af9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andreas', 'link': 'https://stackoverflow.com/users/6121044/andreas'}",True,1325,1,3,1568565659,1568549396,,57943975,CC BY-SA 4.0,https://stackoverflow.com/questions/57943975/best-practice-for-exit-code-to-use-for-custom-signal-handler,Best practice for exit code to use for custom signal handler?,,,,
1197,"['c', 'function', 'pointers', 'variables', 'pass-by-reference']","{'account_id': 5664489, 'reputation': 665, 'user_id': 7806269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42aee41f8fa27e630ac2b89f1b5512ad?s=256&d=identicon&r=PG&f=1', 'display_name': 'sequence', 'link': 'https://stackoverflow.com/users/7806269/sequence'}",True,833,1,7,1568560978,1568538453,1568560978.0,57942658,CC BY-SA 4.0,https://stackoverflow.com/questions/57942658/change-variables-in-place-in-void-function-without-arguments,Change variables in place in void function without arguments,,,57945465.0,
1198,"['c', 'rewind']","{'account_id': 14572717, 'reputation': 23, 'user_id': 10525547, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-2fsfgVzxEpA/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DVamnCQEXnD_y54pyj_pu0qLuvLzQ/mo/photo.jpg?sz=256', 'display_name': 'Jongbo Im', 'link': 'https://stackoverflow.com/users/10525547/jongbo-im'}",True,65,1,1,1568560661,1568557584,1568558722.0,57945040,CC BY-SA 4.0,https://stackoverflow.com/questions/57945040/why-does-my-code-not-rewind-and-keep-the-inputs-in-the-buffer,Why does my code not rewind and keep the inputs in the buffer?,,,57945469.0,
1199,"['c', 'sorting', 'matrix']","{'account_id': 14643359, 'reputation': 87, 'user_id': 10575420, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/sNvVg.jpg?s=256&g=1', 'display_name': 'Tom Retterath', 'link': 'https://stackoverflow.com/users/10575420/tom-retterath'}",True,57,1,-1,1568560380,1568542430,1568557943.0,57943114,CC BY-SA 4.0,https://stackoverflow.com/questions/57943114/shift-all-non-null-elements-to-the-left,Shift all non-null elements to the left,,,,
1200,"['c', 'arrays']","{'account_id': 10682865, 'reputation': 631, 'user_id': 7864336, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/8a2d64bf3ba8d5d7bc5d961075241343?s=256&d=identicon&r=PG&f=1', 'display_name': 'schanti schul', 'link': 'https://stackoverflow.com/users/7864336/schanti-schul'}",True,742,6,4,1568555591,1568538639,1568555591.0,57942685,CC BY-SA 4.0,https://stackoverflow.com/questions/57942685/passing-array-as-a-parameter-with-its-size-inside-brackets,Passing array as a parameter with its size inside brackets,,,,
1201,"['c', 'visual-studio', 'macros', 'precompile']","{'account_id': 5548238, 'reputation': 230, 'user_id': 4402232, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/OSzeB.jpg?s=256&g=1', 'display_name': '0xAK', 'link': 'https://stackoverflow.com/users/4402232/0xak'}",True,101,1,0,1568553807,1568547620,1568549637.0,57943744,CC BY-SA 4.0,https://stackoverflow.com/questions/57943744/c-macro-to-compare-function-names-against-predefined-list-of-names,C MACRO to compare function names against predefined list of names,,,,
1202,"['c', 'windows', 'winapi', 'msdn']","{'account_id': 11652978, 'reputation': 109, 'user_id': 8533684, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/0yZLY.jpg?s=256&g=1', 'display_name': 'Lorenzo Di Giacomo', 'link': 'https://stackoverflow.com/users/8533684/lorenzo-di-giacomo'}",False,180,0,2,1568548136,1568548136,,57943805,CC BY-SA 4.0,https://stackoverflow.com/questions/57943805/override-ctrl-handlers-windows-c,Override CTRL-HANDLERS windows C,,,,
1203,['c'],"{'account_id': 16699295, 'reputation': 7, 'user_id': 12069499, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43579596536d9ef20f886de13d1e397c?s=256&d=identicon&r=PG&f=1', 'display_name': 'RoyalBubbleTea', 'link': 'https://stackoverflow.com/users/12069499/royalbubbletea'}",False,98,3,-2,1568546188,1568540112,,57942849,CC BY-SA 4.0,https://stackoverflow.com/questions/57942849/what-is-the-functionality-in-initializing-some-value-like-1-0-or-1-to-variabl,"What is the functionality in initializing some value like -1, 0, or 1 to variables?",,,,
