,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_from,locked_date
857,"['c++', 'c', 'c++11', 'gcc', 'g++']","{'account_id': 10902826, 'reputation': 433, 'user_id': 8014623, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/8c549808e163e1181894193e9678629b?s=256&d=identicon&r=PG&f=1', 'display_name': 'noureddine-as', 'link': 'https://stackoverflow.com/users/8014623/noureddine-as'}",True,153,,1,-1,1558393939,1558392996,1558393354.0,56229147,CC BY-SA 4.0,https://stackoverflow.com/questions/56229147/how-to-get-and-stdifstream-object-from-a-file-one,How to get and std::ifstream object from a FILE* one,,,,
858,"['c', 'malloc', 'realloc']","{'account_id': 15978186, 'reputation': 3, 'user_id': 11530536, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01e85f56cbd9d798606b4f784da5f0a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ecozabeth', 'link': 'https://stackoverflow.com/users/11530536/ecozabeth'}",True,190,56228769.0,1,-2,1558390276,1558389523,,56228700,CC BY-SA 4.0,https://stackoverflow.com/questions/56228700/how-to-fix-pointer-being-reallocd-was-not-allocated-error,How to fix &quot;Pointer being realloc&#39;d was not allocated&quot; error,,,,
859,"['c', 'function', 'int', 'return']","{'account_id': 15970485, 'reputation': 107, 'user_id': 11524784, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30e6f18a63928fdebfce754e2e9a9f3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'ThatGuy', 'link': 'https://stackoverflow.com/users/11524784/thatguy'}",True,12515,56211095.0,2,0,1558390236,1558292316,1558390236.0,56211041,CC BY-SA 4.0,https://stackoverflow.com/questions/56211041/how-to-return-an-int-value-in-c,How to return an int value in C?,,,,
860,"['c', 'random', 'probability']","{'account_id': 10535079, 'reputation': 11, 'user_id': 7763240, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5V14c.png?s=256&g=1', 'display_name': 'Andr&#233; Mendes', 'link': 'https://stackoverflow.com/users/7763240/andr%c3%a9-mendes'}",True,77,,4,-2,1558389930,1558387341,,56228352,,https://stackoverflow.com/questions/56228352/probability-of-happening-function,Probability of happening function,1558390448.0,Needs more focus,,
861,"['c', 'pointers', 'language-lawyer']","{'account_id': 12321033, 'reputation': 8111, 'user_id': 8990329, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/f073ad236ccf499ebfbe504bc79a2096?s=256&d=identicon&r=PG&f=1', 'display_name': 'Some Name', 'link': 'https://stackoverflow.com/users/8990329/some-name'}",True,302,56228358.0,3,7,1558388429,1558387053,,56228289,CC BY-SA 4.0,https://stackoverflow.com/questions/56228289/are-two-pointers-comparing-equal-converted-to-an-integer-type-compare-equal,Are two pointers comparing equal converted to an integer type compare equal?,,,,
862,"['c', 'pointers']","{'account_id': 5727321, 'reputation': 15, 'user_id': 4523956, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-AjqjADzGH24/AAAAAAAAAAI/AAAAAAAAAEs/1ygJARgyJQo/photo.jpg?sz=256', 'display_name': 'Haashim Fazal', 'link': 'https://stackoverflow.com/users/4523956/haashim-fazal'}",True,47,,2,0,1558387342,1558386599,,56228221,CC BY-SA 4.0,https://stackoverflow.com/questions/56228221/difference-between-using-a-pointer-to-assign-a-value-just-assigning-it-normally,Difference between using a pointer to assign a value/just assigning it normally?,,,,
863,"['c', 'casting']","{'account_id': 11533905, 'reputation': 89, 'user_id': 9759299, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-0erY8IkdhCI/AAAAAAAAAAI/AAAAAAAAAIA/nLM5VRDiRJg/photo.jpg?sz=256', 'display_name': 'undefined7887', 'link': 'https://stackoverflow.com/users/9759299/undefined7887'}",True,53,56228101.0,2,-4,1558385898,1558380628,,56227045,CC BY-SA 4.0,https://stackoverflow.com/questions/56227045/strange-typecast-behavior,Strange typecast behavior,,,,
864,['c'],"{'account_id': 14904932, 'reputation': 97, 'user_id': 10762563, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1979299855485304/picture?type=large', 'display_name': 'OptimusPrime', 'link': 'https://stackoverflow.com/users/10762563/optimusprime'}",False,1205,,3,0,1558382593,1558343888,1558356462.0,56217798,CC BY-SA 4.0,https://stackoverflow.com/questions/56217798/typecast-an-uint32-number-to-a-struct-pointer,Typecast an uint32 number to a struct pointer?,,,,
865,"['c', 'ubuntu']","{'account_id': 15966181, 'reputation': 75, 'user_id': 11521763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21fe913ec903c2cdc7d0aaf7e8e03e05?s=256&d=identicon&r=PG&f=1', 'display_name': 'protik', 'link': 'https://stackoverflow.com/users/11521763/protik'}",True,61,56227087.0,1,1,1558382444,1558380057,,56226936,CC BY-SA 4.0,https://stackoverflow.com/questions/56226936/c-shared-memory-reader-writer-segmentation-fault,C Shared Memory Reader-Writer Segmentation Fault,,,,
866,"['c', 'math']","{'account_id': 15690732, 'reputation': 121, 'user_id': 11321917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2fcb9d6b5dbfe1352947df331a04aaa?s=256&d=identicon&r=PG&f=1', 'display_name': 'akimata', 'link': 'https://stackoverflow.com/users/11321917/akimata'}",True,63,,3,2,1558382059,1558380673,,56227054,CC BY-SA 4.0,https://stackoverflow.com/questions/56227054/how-to-force-compiler-to-promote-variable-to-float-when-doing-maths,How to force compiler to promote variable to float when doing maths,,,,
867,"['c', 'if-statement', 'recursion']","{'account_id': 9824884, 'reputation': 1, 'user_id': 11481468, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7138176fdb5159f1c5b5451307a6ced5?s=256&d=identicon&r=PG&f=1', 'display_name': 'vincent baldassari', 'link': 'https://stackoverflow.com/users/11481468/vincent-baldassari'}",False,58,,2,0,1558381837,1557495502,1557495579.0,56078868,CC BY-SA 4.0,https://stackoverflow.com/questions/56078868/how-to-properly-sum-elements-of-an-array,How to properly sum elements of an array,,,,
868,"['c', 'ansi']","{'account_id': 1988910, 'reputation': 173, 'user_id': 1783432, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bf3f114493017243f95cf88effbe4827?s=256&d=identicon&r=PG&f=1', 'display_name': 'lukaswilkeer', 'link': 'https://stackoverflow.com/users/1783432/lukaswilkeer'}",True,5167,56227067.0,2,1,1558381445,1558379453,,56226808,CC BY-SA 4.0,https://stackoverflow.com/questions/56226808/incompatible-types-when-returning-type,incompatible types when returning type,,,,
869,"['c', 'linux', 'makefile']","{'account_id': 5098889, 'reputation': 121, 'user_id': 4089190, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-vZaRfPGJtB8/AAAAAAAAAAI/AAAAAAAABkI/ZLBonKhseEA/photo.jpg?sz=256', 'display_name': 'Protick', 'link': 'https://stackoverflow.com/users/4089190/protick'}",True,412,56226407.0,2,0,1558381183,1558375787,1558381183.0,56226116,CC BY-SA 4.0,https://stackoverflow.com/questions/56226116/the-rm-f-command-in-my-makefile-is-not-working,The rm -f command in my Makefile is not working,,,,
870,"['c', 'sockets', 'server']","{'account_id': 10731233, 'reputation': 103, 'user_id': 7897274, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-8JT20enHo3k/AAAAAAAAAAI/AAAAAAAAAHU/JYXjs2hAANw/photo.jpg?sz=256', 'display_name': 'kaptsea', 'link': 'https://stackoverflow.com/users/7897274/kaptsea'}",False,68,,0,0,1558379875,1558379353,1558379875.0,56226796,CC BY-SA 4.0,https://stackoverflow.com/questions/56226796/read-blocks-when-no-data-are-available-to-read-from-socket,Read blocks when no data are available to read from socket,,,,
871,"['c', 'indentation']","{'account_id': 14604741, 'reputation': 11, 'user_id': 10547970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-C23BQQRPRzs/AAAAAAAAAAI/AAAAAAAAAJQ/Y3TrcQVyq8U/photo.jpg?sz=256', 'display_name': 'aneimeyase', 'link': 'https://stackoverflow.com/users/10547970/aneimeyase'}",True,61,,2,-3,1558377836,1558375891,1558376906.0,56226135,CC BY-SA 4.0,https://stackoverflow.com/questions/56226135/can-these-c-codes-be-refactored-this-way,Can these C codes be refactored this way?,,,,
872,"['c', 'function']","{'account_id': 15976936, 'reputation': 1, 'user_id': 11529582, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a76c4835ca3e1a27c4f3ea53128db2b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'CookeiCutter', 'link': 'https://stackoverflow.com/users/11529582/cookeicutter'}",False,63,,1,0,1558377059,1558375876,1558376566.0,56226131,CC BY-SA 4.0,https://stackoverflow.com/questions/56226131/return-value-wont-change-always-returns-with-0,"Return value won&#39;t change, always returns with 0",,,,
873,"['c', 'indexing', 'hash']","{'account_id': 13624453, 'reputation': 3, 'user_id': 9828048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7675de88be873ddc510ddc07aa52a0e0?s=256&d=identicon&r=PG&f=1', 'display_name': 'EvaKn', 'link': 'https://stackoverflow.com/users/9828048/evakn'}",True,129,56226230.0,1,0,1558376400,1558375480,,56226055,CC BY-SA 4.0,https://stackoverflow.com/questions/56226055/hashingwith-chains-a-student-database-bit-folding-additive-hashing,Hashing(with chains) a student database (bit folding/ additive hashing),,,,
874,"['c', 'arrays', 'struct']","{'account_id': 15976736, 'reputation': 11, 'user_id': 11529432, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2EDB9A2gRLg/AAAAAAAAAAI/AAAAAAAAAHM/oJ33o9GiCu4/photo.jpg?sz=256', 'display_name': 'Neolog', 'link': 'https://stackoverflow.com/users/11529432/neolog'}",True,42,56225987.0,1,0,1558375621,1558374150,1558374285.0,56225791,,https://stackoverflow.com/questions/56225791/some-suggestions-to-solve-an-array-of-structs-and-the-realloc-in-it,Some suggestions to solve an array of structs and the realloc in it,1558375737.0,Needs details or clarity,,
875,"['c', 'linear-programming', 'solver']","{'account_id': 9606145, 'reputation': 294, 'user_id': 7230777, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/7ca80d30fbd9c2718cedc2b549310972?s=256&d=identicon&r=PG&f=1', 'display_name': 'Noah16', 'link': 'https://stackoverflow.com/users/7230777/noah16'}",True,251,56152452.0,1,-7,1558373715,1557928662,1558373715.0,56151149,CC BY-SA 4.0,https://stackoverflow.com/questions/56151149/minimize-a-linear-programming-system-in-c,Minimize a linear programming system in C,,,,
876,"['c', 'queue']","{'account_id': 7571911, 'reputation': 146, 'user_id': 5745505, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/29iKP.gif?s=256&g=1', 'display_name': 'JHk1821', 'link': 'https://stackoverflow.com/users/5745505/jhk1821'}",True,300,56225308.0,1,1,1558371801,1558370792,1558371508.0,56225109,CC BY-SA 4.0,https://stackoverflow.com/questions/56225109/how-to-display-a-queue-in-c-with-linked-list,How to display a queue in C with Linked list,,,,
877,['c'],"{'account_id': 15976066, 'reputation': 11, 'user_id': 11528955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9efb610adb0e23f98ce0c443f1de0988?s=256&d=identicon&r=PG&f=1', 'display_name': 'Netanel', 'link': 'https://stackoverflow.com/users/11528955/netanel'}",True,159,,1,0,1558369207,1558365950,1558366300.0,56223966,CC BY-SA 4.0,https://stackoverflow.com/questions/56223966/i-get-the-following-error-array-subscript-is-not-an-integer-but-the-array-is,I get the following error: &quot;Array subscript is not an integer&quot;. but the array is of type int. what do I do wrong?,,,,
878,"['c', 'loops', 'user-input']","{'account_id': 15970502, 'reputation': 3, 'user_id': 11524798, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15459254eeeb4b5b810f3429cd12026d?s=256&d=identicon&r=PG&f=1', 'display_name': 'cucumba', 'link': 'https://stackoverflow.com/users/11524798/cucumba'}",False,59,,2,0,1558368159,1558338596,1558340615.0,56216436,CC BY-SA 4.0,https://stackoverflow.com/questions/56216436/how-do-i-restrict-user-from-inputting-non-numeric-characters,How do I restrict user from inputting non-numeric characters?,,,,
879,"['c', 'while-loop']","{'account_id': 15974818, 'reputation': 11, 'user_id': 11528004, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2292007437722885/picture?type=large', 'display_name': 'Alexandros Toskas', 'link': 'https://stackoverflow.com/users/11528004/alexandros-toskas'}",True,49,56224133.0,1,-2,1558366603,1558353671,1558354584.0,56220618,CC BY-SA 4.0,https://stackoverflow.com/questions/56220618/why-this-program-ends-when-i-type-the-first-word-and-doesnt-loop-back,why this program ends when i type the first word and doesn&#39;t loop back,,,,
880,"['c', 'malloc', 'fgets']","{'account_id': 14036891, 'reputation': 15, 'user_id': 10139363, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/29409b3172e46e1c8549e74dce6a89d5?s=256&d=identicon&r=PG&f=1', 'display_name': 'jzpearson', 'link': 'https://stackoverflow.com/users/10139363/jzpearson'}",True,55,56223590.0,1,0,1558365983,1558363503,,56223322,CC BY-SA 4.0,https://stackoverflow.com/questions/56223322/cant-scan-in-txt-file-using-fgets-into-flexible-data-structure,Can&#39;t scan in .txt file using fgets into flexible data structure,,,,
881,"['c', 'arm']","{'account_id': 15246825, 'reputation': 339, 'user_id': 11001478, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-w7yahjaJzRg/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOafPGVIOjW24jjztnuFCglAqfcDQ/mo/photo.jpg?sz=256', 'display_name': 'snek_case', 'link': 'https://stackoverflow.com/users/11001478/snek-case'}",False,210,,1,-1,1558361867,1558360285,,56222371,CC BY-SA 4.0,https://stackoverflow.com/questions/56222371/illegal-instruction-error-on-simple-arm-arbitrary-code-execution-program,Illegal instruction error on simple ARM arbitrary code execution program,,,,
882,['c'],"{'account_id': 3635172, 'reputation': 185, 'user_id': 3030452, 'user_type': 'registered', 'accept_rate': 21, 'profile_image': 'https://www.gravatar.com/avatar/4449a304cb7804c7afe3b8573d8b3783?s=256&d=identicon&r=PG&f=1', 'display_name': 'mujtaba', 'link': 'https://stackoverflow.com/users/3030452/mujtaba'}",True,102,,1,0,1558361742,1557598517,1557599159.0,56093077,,https://stackoverflow.com/questions/56093077/compilation-error-cast-from-pointer-to-integer-of-different-size,compilation error: cast from pointer to integer of different size,1557600652.0,Duplicate,,
883,"['c', 'pointers']","{'account_id': 15893123, 'reputation': 23, 'user_id': 11467655, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ebd161254ee721844b40559918d4bcd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Joe_Z37', 'link': 'https://stackoverflow.com/users/11467655/joe-z37'}",True,776,56038730.0,1,1,1558361622,1557282946,1557330161.0,56032765,CC BY-SA 4.0,https://stackoverflow.com/questions/56032765/trying-to-recreate-the-strcpy-function-using-pointers,Trying to recreate the strcpy function using pointers,,,,
884,"['c', 'arrays', 'user-defined-data-types']","{'account_id': 12551091, 'reputation': 11, 'user_id': 10700714, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f3885877e80d5b9d7c34730a95b6822?s=256&d=identicon&r=PG&f=1', 'display_name': 'BenJam_Brady', 'link': 'https://stackoverflow.com/users/10700714/benjam-brady'}",False,47,,1,0,1558359755,1558280748,,56209420,CC BY-SA 4.0,https://stackoverflow.com/questions/56209420/how-to-access-array-elements-in-a-user-defined-data-type-c,How to access array elements in a user defined data type? (C),,,,
885,"['c', 'file', 'logging']","{'account_id': 5590388, 'reputation': 65, 'user_id': 4429783, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/153b9d28ed70c852c21b3bae9bd63185?s=256&d=identicon&r=PG&f=1', 'display_name': 'SergioAAV', 'link': 'https://stackoverflow.com/users/4429783/sergioaav'}",False,306,,1,0,1558359115,1558290680,1558359115.0,56210822,,https://stackoverflow.com/questions/56210822/how-to-move-the-cursor-to-write-a-new-line-in-a-file-without-having-to-read-the,How to move the cursor to write a new line in a file without having to read the whole existing line?,1558295103.0,Duplicate,,
886,['c'],"{'account_id': 15904737, 'reputation': 85, 'user_id': 11508270, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hkNF3V-ugG8/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3retmZJHgX6rgHCRLh7qCNX4yA8I6g/mo/photo.jpg?sz=256', 'display_name': 'user672518', 'link': 'https://stackoverflow.com/users/11508270/user672518'}",True,552,56221318.0,2,1,1558357705,1558355599,,56221127,CC BY-SA 4.0,https://stackoverflow.com/questions/56221127/ignoring-non-lower-case-characters-in-c,Ignoring Non-Lower Case Characters in C,,,,
887,"['c', 'memory', 'stack']","{'account_id': 1882230, 'reputation': 85, 'user_id': 1702144, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c22adcf710e17b6e768336acf1dd82df?s=256&d=identicon&r=PG', 'display_name': 'Alambek', 'link': 'https://stackoverflow.com/users/1702144/alambek'}",False,120,,1,0,1558356876,1558347407,1558356876.0,56218809,CC BY-SA 4.0,https://stackoverflow.com/questions/56218809/change-the-soft-limit-on-stack-using-ulimit-command,Change the soft limit on Stack using ulimit command,,,,
888,"['c', 'x86', 'operating-system', 'inline-assembly', 'osdev']","{'account_id': 14358280, 'reputation': 130, 'user_id': 10401900, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/224b1d8c14fcb706235a7ed72e5b197e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Menotdan', 'link': 'https://stackoverflow.com/users/10401900/menotdan'}",True,375,56213671.0,1,2,1558355867,1558316221,1558353581.0,56213418,CC BY-SA 4.0,https://stackoverflow.com/questions/56213418/how-do-i-call-hex-data-stored-in-an-array-with-inline-assembly,How do I call hex data stored in an array with inline assembly?,,,,
889,"['c', 'arm', 'microcontroller']","{'account_id': 10682865, 'reputation': 631, 'user_id': 7864336, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/8a2d64bf3ba8d5d7bc5d961075241343?s=256&d=identicon&r=PG&f=1', 'display_name': 'schanti schul', 'link': 'https://stackoverflow.com/users/7864336/schanti-schul'}",False,84,,1,0,1558355477,1557299372,,56035318,CC BY-SA 4.0,https://stackoverflow.com/questions/56035318/reading-a-value-via-an-interrupt-protection,Reading a value via an interrupt protection,,,,
890,"['c', 'visual-studio']","{'account_id': 13928162, 'reputation': 7, 'user_id': 10056924, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2999667c0f7240a3052610a4eb1a5bc8?s=256&d=identicon&r=PG', 'display_name': 'Ali K.', 'link': 'https://stackoverflow.com/users/10056924/ali-k'}",True,63,56213939.0,1,-1,1558351684,1558318483,1558318790.0,56213608,CC BY-SA 4.0,https://stackoverflow.com/questions/56213608/i-cant-take-input-from-user-properly,i can&#39;t take input from user properly,,,,
891,"['c', 'gcc', 'gcc-warning']","{'user_type': 'does_not_exist', 'display_name': 'user10898116'}",True,938,,1,0,1558349831,1558349749,,56219490,,https://stackoverflow.com/questions/56219490/warning-division-by-zero-wdiv-by-zero-when-not-dividing-by-zero,&quot;warning: division by zero [-Wdiv-by-zero]&quot; when not dividing by zero,1558349829.0,Duplicate,,
892,"['c', 'openssl']","{'account_id': 11123158, 'reputation': 31, 'user_id': 8165475, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/T3w3u.jpg?s=256&g=1', 'display_name': 'DeHuaLiu', 'link': 'https://stackoverflow.com/users/8165475/dehualiu'}",True,213,,1,1,1558348788,1558343658,1558346994.0,56217723,CC BY-SA 4.0,https://stackoverflow.com/questions/56217723/can-not-get-public-key-from-cer-files-using-openssl-on-c,Can not get public key from .cer files using openssl on C,,,,
893,"['python', 'c', 'windows', 'visual-c++', 'mingw-w64']","{'account_id': 355921, 'reputation': 23665, 'user_id': 695132, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c0a67f946a3b1ec8e5d5bfd5adc6f253?s=256&d=identicon&r=PG', 'display_name': 'Szabolcs', 'link': 'https://stackoverflow.com/users/695132/szabolcs'}",True,573,,1,1,1558348718,1558287645,1558348718.0,56210402,CC BY-SA 4.0,https://stackoverflow.com/questions/56210402/why-do-python-extension-modules-need-to-be-compiled-with-msvc-on-windows,Why do Python extension modules need to be compiled with MSVC on Windows?,,,,
894,"['php', 'c', 'pointers', 'reference']","{'account_id': 5533119, 'reputation': 6895, 'user_id': 5771750, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/mBNlv.png?s=256&g=1', 'display_name': 'Chris Happy', 'link': 'https://stackoverflow.com/users/5771750/chris-happy'}",True,179,56179828.0,3,3,1558348514,1558067297,1558116625.0,56179611,CC BY-SA 4.0,https://stackoverflow.com/questions/56179611/arrow-operator-in-php-vs-c,Arrow operator in PHP vs C,,,,
895,"['c', 'arrays', 'pointers', 'struct']","{'account_id': 15606068, 'reputation': 51, 'user_id': 11258760, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-lm4Mggn6ItU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfO4X5k6BvPJamfANCDN9wcmdod1Q/mo/photo.jpg?sz=256', 'display_name': 'intriguedandconfused', 'link': 'https://stackoverflow.com/users/11258760/intriguedandconfused'}",True,155,56218912.0,1,1,1558348081,1558346079,1558347677.0,56218440,CC BY-SA 4.0,https://stackoverflow.com/questions/56218440/how-to-read-and-data-from-text-file-to-array-structure-in-c-programming,How to read and data from text file to array structure in c programming?,,,,
896,"['c', 'pointers', 'c-strings']","{'account_id': 15868775, 'reputation': 15, 'user_id': 11450135, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e0027dd3f44b3f3569e36c6c08a93c6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johny21111', 'link': 'https://stackoverflow.com/users/11450135/johny21111'}",True,37,56211553.0,1,-5,1558347484,1558276546,1558295442.0,56208820,CC BY-SA 4.0,https://stackoverflow.com/questions/56208820/how-can-i-compare-three-strings-using-only-one-pointer-and-nothing-else,How can i compare three strings using only one pointer and nothing else,,,,
897,"['c', 'arrays']","{'account_id': 15971496, 'reputation': 19, 'user_id': 11525475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e96272f86c34bc9db9d9dce9c12556a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Coding Farmer', 'link': 'https://stackoverflow.com/users/11525475/coding-farmer'}",True,66,56213068.0,3,-1,1558346571,1558309904,1558310664.0,56212916,CC BY-SA 4.0,https://stackoverflow.com/questions/56212916/how-to-add-two-arrays-to-produce-a-third-one,How to add two arrays to produce a third one?,,,,
898,"['c', 'memory-management']","{'account_id': 8601744, 'reputation': 350, 'user_id': 6443097, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/grCX7.jpg?s=256&g=1', 'display_name': 'yasara malshan', 'link': 'https://stackoverflow.com/users/6443097/yasara-malshan'}",True,537,56218330.0,1,1,1558345700,1558344568,,56218002,CC BY-SA 4.0,https://stackoverflow.com/questions/56218002/how-to-remove-leading-trailing-white-spaces-in-c-without-memory-leak,How to remove leading/trailing white spaces in C without memory leak,,,,
899,"['c', 'hex', 'qbytearray']","{'account_id': 13446810, 'reputation': 105, 'user_id': 10249208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bfe38885846a1bcc0d1a7f461eb6356?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fracture', 'link': 'https://stackoverflow.com/users/10249208/fracture'}",False,1491,,2,0,1558345574,1558102941,1558103155.0,56188378,CC BY-SA 4.0,https://stackoverflow.com/questions/56188378/receive-and-saving-hex-values-to-arrays-stm32,Receive and saving hex-values to arrays [STM32],,,,
900,"['c', 'arrays', 'pointers']","{'account_id': 15973580, 'reputation': 422, 'user_id': 11527039, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd22ca322c7ea2174c1daf9628a2bc90?s=256&d=identicon&r=PG&f=1', 'display_name': 'EUS', 'link': 'https://stackoverflow.com/users/11527039/eus'}",True,356,56217763.0,1,3,1558345510,1558342584,1558343229.0,56217455,CC BY-SA 4.0,https://stackoverflow.com/questions/56217455/warnings-when-passing-a-fixed-size-array-to-a-function-as-a-pointer,Warnings when passing a fixed size array to a function as a pointer,,,,
901,"['c', 'matrix']","{'account_id': 14511399, 'reputation': 47, 'user_id': 10481660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5135cf166a9c9d7d22a786c59454d8b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/10481660/martin'}",True,53,,2,0,1558343098,1558341990,,56217284,CC BY-SA 4.0,https://stackoverflow.com/questions/56217284/how-to-fix-segmentation-fault-in-this-code,How to fix segmentation fault in this code?,,,,
902,['c'],"{'account_id': 15909658, 'reputation': 41, 'user_id': 11479917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0531a0d8500d0a8c52cc87057026d535?s=256&d=identicon&r=PG&f=1', 'display_name': 'qwertyuiop123456789', 'link': 'https://stackoverflow.com/users/11479917/qwertyuiop123456789'}",True,85,56200928.0,1,-4,1558343086,1558197126,,56200878,,https://stackoverflow.com/questions/56200878/why-does-modulus-return-these-values,Why does modulus return these values?,1558197776.0,Duplicate,,
903,['c'],"{'account_id': 15960950, 'reputation': 39, 'user_id': 11518059, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-pS54dl7QZwA/AAAAAAAAAAI/AAAAAAAAOe8/uOHy9Lvo0UM/photo.jpg?sz=256', 'display_name': 'Rishav', 'link': 'https://stackoverflow.com/users/11518059/rishav'}",True,100,56216764.0,2,-4,1558341419,1558339025,1558340006.0,56216532,,https://stackoverflow.com/questions/56216532/how-to-add-each-elements-of-two-unequal-arrays-and-store-it-in-third-array,How to add each elements of two unequal arrays and store it in third array?,1558341112.0,Needs more focus,,
904,"['c', 'windows', 'makefile', 'cmake']","{'account_id': 7338762, 'reputation': 1, 'user_id': 5589172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/842e90c4773d59985a30eb24d9855823?s=256&d=identicon&r=PG&f=1', 'display_name': 'BestSnowWitch', 'link': 'https://stackoverflow.com/users/5589172/bestsnowwitch'}",False,166,,1,0,1558340691,1558336983,1558338365.0,56216073,CC BY-SA 4.0,https://stackoverflow.com/questions/56216073/how-do-i-perform-make-file-in-windows,How do i perform make file in windows,,,,
905,"['c', 'struct', 'bit-manipulation', 'language-lawyer']","{'account_id': 8178440, 'reputation': 1815, 'user_id': 6156470, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/acc632c41c1f25791da16ca3093e80f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Z. Li', 'link': 'https://stackoverflow.com/users/6156470/john-z-li'}",True,328,56216423.0,1,2,1558339389,1558337762,1558339389.0,56216243,CC BY-SA 4.0,https://stackoverflow.com/questions/56216243/how-do-bit-fields-interplay-with-bits-padding-in-c,How do bit fields interplay with bits padding in C,,,,
