,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
882,"['c', 'algorithm', 'time-complexity']","{'account_id': 346742, 'reputation': 19792, 'user_id': 680441, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/f80ea51467691d66dfc369a21c04a060?s=256&d=identicon&r=PG', 'display_name': 'darksky', 'link': 'https://stackoverflow.com/users/680441/darksky'}",True,555,11727428.0,1,-1,1343673296,1343672578,1343673122.0,11727288,CC BY-SA 3.0,https://stackoverflow.com/questions/11727288/time-complexity-of-two-loops,Time Complexity of two loops,,,,,
883,"['java', 'c', 'java-native-interface', 'jogl']","{'account_id': 424035, 'reputation': 189, 'user_id': 803810, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/082cb9f48ffae935a0b9031218b23472?s=256&d=identicon&r=PG', 'display_name': 'ddukki', 'link': 'https://stackoverflow.com/users/803810/ddukki'}",False,552,,0,0,1343672336,1343667315,1343672336.0,11726062,CC BY-SA 3.0,https://stackoverflow.com/questions/11726062/launching-java-main-method-from-c-with-jni-causes-opengl-error,Launching Java main method from C with JNI causes OpenGL error,,,,,
884,"['c', 'linux', 'linux-kernel', 'embedded']","{'account_id': 1150871, 'reputation': 1479, 'user_id': 1132620, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/8c1a997c00afa2377d7af8e2c13370e4?s=256&d=identicon&r=PG&f=1', 'display_name': 'duslabo', 'link': 'https://stackoverflow.com/users/1132620/duslabo'}",True,102,11726960.0,1,1,1343671119,1343667574,1343668076.0,11726130,CC BY-SA 3.0,https://stackoverflow.com/questions/11726130/what-are-the-files-directories-we-need-to-build-a-module-in-linux-kernel,What are the files/directories we need to build a module in linux kernel?,,,,,
885,"['c', 'pointers', 'tcp', 'network-programming', 'pcap']","{'account_id': 1632681, 'reputation': 622, 'user_id': 1506928, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3918be50c0b45f5318baa30b54d9fcf7?s=256&d=identicon&r=PG', 'display_name': 'youjustreadthis', 'link': 'https://stackoverflow.com/users/1506928/youjustreadthis'}",True,318,,2,1,1343671081,1343663441,,11724966,CC BY-SA 3.0,https://stackoverflow.com/questions/11724966/pcap-functions-in-tcp-raw-program,PCAP functions in tcp raw program.,,,,,
886,"['c++', 'c', 'gcc', 'compiler-construction', 'platform']","{'account_id': 1644457, 'reputation': 1, 'user_id': 1516247, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b0b997ec1ed5ca95fb1fcb893489554?s=256&d=identicon&r=PG', 'display_name': 'Abdelghani Madridista Gadiri', 'link': 'https://stackoverflow.com/users/1516247/abdelghani-madridista-gadiri'}",True,323,,1,0,1343670934,1343668599,1343670934.0,11726334,,https://stackoverflow.com/questions/11726334/can-gcc-be-used-to-compile-to-customized-platforms,Can GCC be used to compile to customized platforms?,,,1343755309.0,not a real question,
887,"['c', 'windows', 'api']","{'account_id': 1140757, 'reputation': 1122, 'user_id': 1124737, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/601f32cea0180d330a2e74f31c7deea5?s=256&d=identicon&r=PG', 'display_name': 'Jori', 'link': 'https://stackoverflow.com/users/1124737/jori'}",True,19544,11726026.0,1,3,1343667832,1343666885,,11725958,CC BY-SA 3.0,https://stackoverflow.com/questions/11725958/getexitcodeprocess-return-1-when-process-is-not-yet-finished,GetExitCodeProcess() return 1 when process is not yet finished,,,,,
888,"['c', 'arrays', 'pointers', 'structure']","{'account_id': 464648, 'reputation': 1407, 'user_id': 868300, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/LXVSf.jpg?s=256&g=1', 'display_name': 'Shantanu Banerjee', 'link': 'https://stackoverflow.com/users/868300/shantanu-banerjee'}",False,161,,1,-1,1343667582,1343661173,1343661267.0,11724304,CC BY-SA 3.0,https://stackoverflow.com/questions/11724304/how-can-i-access-a-pointer-to-an-array-inside-a-structure,How can I access a pointer to an array inside a structure?,,,,,
889,"['c++', 'c', 'delphi', 'memory-management', 'dll']","{'account_id': 1206509, 'reputation': 3340, 'user_id': 1176008, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9d025c1972fbf0e7de22a5a181b8404b?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/1176008/ben'}",True,1394,11725803.0,3,0,1343666372,1343664967,1343665555.0,11725414,CC BY-SA 3.0,https://stackoverflow.com/questions/11725414/delphi-and-c-c-dll,Delphi and C/C++ DLL,,,,,
890,"['c++', 'c', 'vfs', 'ungetc']","{'user_type': 'does_not_exist', 'display_name': 'user1182183'}",True,229,11725481.0,1,0,1343665218,1343617747,1343617882.0,11714971,CC BY-SA 3.0,https://stackoverflow.com/questions/11714971/equivalents-for-these-functions-in-solfs,Equivalents for these functions in SolFS?,,,,,
891,"['c', 'linux', 'gcc']","{'account_id': 114350, 'reputation': 11565, 'user_id': 300745, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/7KEV8.png?s=256&g=1', 'display_name': 'Gearoid Murphy', 'link': 'https://stackoverflow.com/users/300745/gearoid-murphy'}",True,1392,11725365.0,2,5,1343664806,1343664534,1495541681.0,11725293,CC BY-SA 3.0,https://stackoverflow.com/questions/11725293/how-to-make-gcc-warn-about-unknown-functions,How to make gcc warn about unknown functions?,,,,,
892,['c'],"{'account_id': 1559155, 'reputation': 141, 'user_id': 1449471, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38c2327d4863872ec485ce7b79a8808a?s=256&d=identicon&r=PG', 'display_name': 'ldonoso', 'link': 'https://stackoverflow.com/users/1449471/ldonoso'}",True,144,11724569.0,1,6,1343662145,1343661832,,11724497,CC BY-SA 3.0,https://stackoverflow.com/questions/11724497/print-to-a-buffer-or-file-reusing-code,Print to a buffer or file reusing code,,,,,
893,"['c', 'string', 'numbers']","{'account_id': 1314120, 'reputation': 261, 'user_id': 1261433, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/9ac53660a04794ced1f9c7ef973ad778?s=256&d=identicon&r=PG', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/1261433/max'}",True,796,11724502.0,1,0,1343661863,1343661647,,11724447,CC BY-SA 3.0,https://stackoverflow.com/questions/11724447/convert-string-to-number-and-vice-versa-in-c-not-c,convert string to number and vice versa in C (NOT C++),,,,,
894,"['c', 'function-pointers']","{'account_id': 137106, 'reputation': 2453, 'user_id': 341078, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/ff2960c5b20bbbde80e0f6fc89c22113?s=256&d=identicon&r=PG', 'display_name': 'nandu', 'link': 'https://stackoverflow.com/users/341078/nandu'}",True,1451,,3,2,1343661437,1343659490,1343659928.0,11723836,CC BY-SA 3.0,https://stackoverflow.com/questions/11723836/instruction-pointer-and-function-pointer-constantness,Instruction pointer and function pointer constantness,,,,,
895,"['c#', 'c', 'crc', 'firmware', 'crc32']","{'account_id': 1605476, 'reputation': 221, 'user_id': 1485662, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/8d32a2ea1b6145bcd6a5ac1bd6afa244?s=256&d=identicon&r=PG', 'display_name': 'Recurrsion', 'link': 'https://stackoverflow.com/users/1485662/recurrsion'}",False,273,,0,0,1343660930,1343660930,,11724238,CC BY-SA 3.0,https://stackoverflow.com/questions/11724238/data-conversion-issue-possibly-char-to-unsigned-char-a-software-and-firmware-c,"Data conversion issue possibly, char to unsigned char. A software and firmware CRC32 interaction issue",,,,,
896,"['android', 'c++', 'c', 'android-ndk', 'freeimage']","{'account_id': 1557723, 'reputation': 3345, 'user_id': 1448316, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/wHOVd.jpg?s=256&g=1', 'display_name': 'Sreekanth Karumanaghat', 'link': 'https://stackoverflow.com/users/1448316/sreekanth-karumanaghat'}",True,4722,,1,0,1343660734,1343639984,1343660734.0,11718540,,https://stackoverflow.com/questions/11718540/how-do-you-build-freeimage-for-android-from-its-source-distribution,How do you build FreeImage for Android from its source distribution?,,,1343641170.0,not constructive,
897,"['c', 'sockets', 'networking', 'blackberry', 'telnet']","{'account_id': 233811, 'reputation': 2412, 'user_id': 499560, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b06782e378911cc57658d9da337d7911?s=256&d=identicon&r=PG', 'display_name': 'Louis', 'link': 'https://stackoverflow.com/users/499560/louis'}",True,1111,11724033.0,2,1,1343660232,1343659099,,11723732,CC BY-SA 3.0,https://stackoverflow.com/questions/11723732/telnet-clients-and-their-treatment-of-eol,Telnet Clients and Their Treatment of EOL,,,,,
898,"['c', 'string']","{'account_id': 360769, 'reputation': 19338, 'user_id': 702948, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/ELlln.png?s=256&g=1', 'display_name': 'ewok', 'link': 'https://stackoverflow.com/users/702948/ewok'}",True,200,11723785.0,3,1,1343660200,1343659118,,11723734,CC BY-SA 3.0,https://stackoverflow.com/questions/11723734/scan-string-for-occurrences-of-a-character-in-c,scan string for occurrences of a character in c,,,,,
899,"['c', 'fread', 'bmp']","{'account_id': 1220816, 'reputation': 1115, 'user_id': 1187499, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/525c21821721c34a5960fa5ae55c699b?s=256&d=identicon&r=PG', 'display_name': 'simon', 'link': 'https://stackoverflow.com/users/1187499/simon'}",True,5569,11717405.0,1,9,1343658648,1343633642,,11717120,CC BY-SA 3.0,https://stackoverflow.com/questions/11717120/unexpected-return-value-from-fread,Unexpected return value from fread(),,,,,
900,"['c', 'pointers']","{'account_id': 1247126, 'reputation': 4425, 'user_id': 1312147, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/KuZww.jpg?s=256&g=1', 'display_name': 'Sachin Mhetre', 'link': 'https://stackoverflow.com/users/1312147/sachin-mhetre'}",True,586,,6,1,1343658311,1343628132,,11716108,CC BY-SA 3.0,https://stackoverflow.com/questions/11716108/difference-between-char-pointer-and-pointer-to-char,Difference between char pointer and pointer to char?,,,,,
901,"['c', 'uint32', 'uint64']","{'account_id': 1698887, 'reputation': 1, 'user_id': 1559564, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77c9b1992284dcc63f4947238b37a7f4?s=256&d=identicon&r=PG', 'display_name': 'Nazareth', 'link': 'https://stackoverflow.com/users/1559564/nazareth'}",True,3632,11721525.0,1,-4,1343655353,1343650352,1343655353.0,11721301,CC BY-SA 3.0,https://stackoverflow.com/questions/11721301/how-to-convert-uint32-to-uint64-in-c,how to convert uint32 to uint64 in C?,,,,,
902,"['c', 'structure']","{'account_id': 1626184, 'reputation': 199, 'user_id': 1501703, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d67be0ae7c0ab4c05da6c7ef027385d2?s=256&d=identicon&r=PG', 'display_name': 'Jack Morton', 'link': 'https://stackoverflow.com/users/1501703/jack-morton'}",True,149,11722272.0,2,0,1343654718,1343653210,1343654718.0,11722130,CC BY-SA 3.0,https://stackoverflow.com/questions/11722130/pointers-structures,pointers/structures,,,,,
903,"['java', 'c']","{'account_id': 1660168, 'reputation': 4142, 'user_id': 1528610, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/9hMe3.gif?s=256&g=1', 'display_name': 'VishalDevgire', 'link': 'https://stackoverflow.com/users/1528610/vishaldevgire'}",True,738,11722496.0,1,0,1343654583,1343653835,1343654583.0,11722290,CC BY-SA 3.0,https://stackoverflow.com/questions/11722290/how-to-get-stdin-and-stdout-of-a-running-c-program,how to get stdin and stdout of a running c program,,,,,
904,"['c', 'switch-statement']","{'user_type': 'does_not_exist', 'display_name': 'user1557910'}",True,8499,11690099.0,4,2,1343654004,1343399441,1343400004.0,11689912,CC BY-SA 3.0,https://stackoverflow.com/questions/11689912/label-does-not-reduce-to-an-integer-constant,Label does not reduce to an integer constant,,,,,
905,"['python', 'c', 'list', 'free', 'python-extensions']","{'account_id': 1691870, 'reputation': 23, 'user_id': 1554053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04521dc9de3515c27d8f05e88f5ddae0?s=256&d=identicon&r=PG', 'display_name': 'user1554053', 'link': 'https://stackoverflow.com/users/1554053/user1554053'}",True,390,11666373.0,1,2,1343653477,1343294819,1343653477.0,11666283,CC BY-SA 3.0,https://stackoverflow.com/questions/11666283/freeing-a-python-list-from-c-extension-code,Freeing a python list from C extension code,,,,,
906,"['c', 'function', 'pointers']","{'account_id': 1694780, 'reputation': 269, 'user_id': 1556390, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/187ff714486edbca709c48b02e1b08a5?s=256&d=identicon&r=PG', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/1556390/ryan'}",True,72169,11714519.0,3,9,1343650975,1343612391,1343612878.0,11714505,CC BY-SA 3.0,https://stackoverflow.com/questions/11714505/pass-char-array-as-argument,pass char array as argument,,,,,
907,"['c', 'gcc', 'compilation', 'linker', 'program-entry-point']","{'account_id': 485688, 'reputation': 330, 'user_id': 902144, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/f490fbc71c157f140db57335e31322e6?s=256&d=identicon&r=PG', 'display_name': 'Pedro Perez', 'link': 'https://stackoverflow.com/users/902144/pedro-perez'}",True,277,11720906.0,3,0,1343649737,1343644597,1343644868.0,11719761,CC BY-SA 3.0,https://stackoverflow.com/questions/11719761/find-start-point-int-main,"Find start point, int main()",,,,,
908,"['c', 'arrays', 'char', 'malloc']","{'account_id': 1700347, 'reputation': 31, 'user_id': 1560613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b7f6c3ba1df362518cdc31280619dfd?s=256&d=identicon&r=PG', 'display_name': 'user1560613', 'link': 'https://stackoverflow.com/users/1560613/user1560613'}",True,1250,,3,2,1343648929,1343546844,,11707497,CC BY-SA 3.0,https://stackoverflow.com/questions/11707497/c-malloc-for-two-dimensional-char-array-by-passing-this-array-to-function,c malloc for two dimensional char array by passing this array to function,,,,,
909,"['c', 'performance', 'optimization', 'while-loop', 'infinite-loop']","{'account_id': 1304521, 'reputation': 542, 'user_id': 1492873, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/6ca50e48bfa38287ec3df664230a6e28?s=256&d=identicon&r=PG', 'display_name': 'Tapasweni Pathak', 'link': 'https://stackoverflow.com/users/1492873/tapasweni-pathak'}",True,160,11720776.0,2,3,1343648528,1343648219,,11720749,CC BY-SA 3.0,https://stackoverflow.com/questions/11720749/what-is-wrong-with-the-loops,what is wrong with the loops,,,,,
910,"['c++', 'c', 'data-structures']","{'account_id': 1216948, 'reputation': 223, 'user_id': 1184340, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cb35b9bc12a80b6370d8930ebc2b77b?s=256&d=identicon&r=PG', 'display_name': 'Adhithya', 'link': 'https://stackoverflow.com/users/1184340/adhithya'}",True,17808,,4,20,1343642138,1343633004,,11716997,CC BY-SA 3.0,https://stackoverflow.com/questions/11716997/queue-with-unique-entries-in-c,Queue with unique entries in c++,,,,,
911,"['c', 'linux']","{'account_id': 33157, 'reputation': 12483, 'user_id': 92568, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/7a83e1ba4b326a1b9a4552966da05231?s=256&d=identicon&r=PG', 'display_name': 'Avinash', 'link': 'https://stackoverflow.com/users/92568/avinash'}",True,3510,11718711.0,5,1,1343641969,1343640117,1343641046.0,11718573,CC BY-SA 3.0,https://stackoverflow.com/questions/11718573/snprintf-in-a-loop-does-not-work-on-linux,snprintf in a loop does not work on linux,,,,,
912,"['c#', 'c', 'dll', 'struct', 'marshalling']","{'account_id': 1702655, 'reputation': 33, 'user_id': 1562343, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e20c2b78adaced534c3fe6cbe039ccbb?s=256&d=identicon&r=PG', 'display_name': 'user1562343', 'link': 'https://stackoverflow.com/users/1562343/user1562343'}",True,425,11719042.0,1,3,1343641900,1343637857,,11718017,CC BY-SA 3.0,https://stackoverflow.com/questions/11718017/reusing-structs-from-c-in-c,Reusing structs from C in C#,,,,,
913,"['c', 'if-statement', 'curly-brackets']","{'account_id': 1697145, 'reputation': 469, 'user_id': 1558283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7b76bacf39190856c1f7d4812731930?s=256&d=identicon&r=PG', 'display_name': 'BenW', 'link': 'https://stackoverflow.com/users/1558283/benw'}",True,486,11712091.0,4,1,1343640908,1343587969,,11711995,CC BY-SA 3.0,https://stackoverflow.com/questions/11711995/are-there-any-drawbacks-to-using-cascading-else-if-statements,Are there any drawbacks to using cascading &quot;else if&quot; statements?,,,,,
914,"['c', 'arrays']","{'account_id': 1697474, 'reputation': 13, 'user_id': 1558543, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92a9de24120e946333c36d1556e068ba?s=256&d=identicon&r=PG', 'display_name': 'Jerry', 'link': 'https://stackoverflow.com/users/1558543/jerry'}",True,1540,11694816.0,2,1,1343640101,1343417878,1343640101.0,11694598,CC BY-SA 3.0,https://stackoverflow.com/questions/11694598/win32-api-working-with-arrays,Win32 API working with arrays,,,,,
915,['c'],"{'account_id': 102436, 'reputation': 1196, 'user_id': 274967, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/6fe0a23958170251983f039bfaa9aeef?s=256&d=identicon&r=PG', 'display_name': 'Dan Becker', 'link': 'https://stackoverflow.com/users/274967/dan-becker'}",True,7805,11715184.0,2,1,1343637865,1343620088,1343620523.0,11715179,CC BY-SA 3.0,https://stackoverflow.com/questions/11715179/is-there-a-simple-way-to-convert-a-signed-char-to-an-int-without-sign-extension,Is there a simple way to convert a signed char to an int without sign extension?,,,,,
916,"['c++', 'c', 'winapi', 'visual-c++', 'icons']","{'account_id': 259071, 'reputation': 200635, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",True,1987,11285643.0,1,1,1343637654,1341176994,,11285642,CC BY-SA 3.0,https://stackoverflow.com/questions/11285642/how-do-i-draw-an-hicon,How do I draw an HICON?,,,,,
917,"['c++', 'c', 'sqlite', 'shared-libraries', 'static-libraries']","{'account_id': 20917, 'reputation': 15085, 'user_id': 50419, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/S1nop.jpg?s=256&g=1', 'display_name': 'Navaneeth K N', 'link': 'https://stackoverflow.com/users/50419/navaneeth-k-n'}",True,307,11717651.0,1,0,1343636216,1343629529,,11716321,CC BY-SA 3.0,https://stackoverflow.com/questions/11716321/two-projects-linking-same-sqlite-library-statically-causes-problems,Two projects linking same SQLite library statically causes problems,,,,,
918,"['c++', 'c', 'embedded', 'lint']","{'account_id': 42721, 'reputation': 181, 'user_id': 124540, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/f063fdae69a76edceeb6582161d5a421?s=256&d=identicon&r=PG', 'display_name': 'tombjo', 'link': 'https://stackoverflow.com/users/124540/tombjo'}",True,716,,5,1,1343632485,1342776684,1342782956.0,11576645,CC BY-SA 3.0,https://stackoverflow.com/questions/11576645/difference-between-pointer-to-char-and-pointer-to-word,Difference between pointer to char and pointer to word,,,,,
919,"['c', 'bash', 'shell', 'unix']","{'account_id': 1644689, 'reputation': 1523, 'user_id': 1516425, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/35adf87e0603cbdf2ff2731e3f49e8f3?s=256&d=identicon&r=PG', 'display_name': 'user1516425', 'link': 'https://stackoverflow.com/users/1516425/user1516425'}",True,405,11714385.0,3,4,1343626257,1343610475,,11714341,CC BY-SA 3.0,https://stackoverflow.com/questions/11714341/c-program-return-codes-and-bash-symbol,C program return codes and &amp;&amp; bash symbol?,,,,,
920,"['c', 'memory-management']","{'account_id': 1163045, 'reputation': 23604, 'user_id': 1142167, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/f9MAS.jpg?s=256&g=1', 'display_name': 'Joel Cornett', 'link': 'https://stackoverflow.com/users/1142167/joel-cornett'}",True,300,11715552.0,1,1,1343623902,1343615874,1343616135.0,11714821,CC BY-SA 3.0,https://stackoverflow.com/questions/11714821/memory-allocation-tracking-in-c-am-i-doing-this-right,Memory Allocation Tracking in C -- Am I doing this right?,,,,,
921,"['c', 'valgrind', 'mtrace']","{'account_id': 1662560, 'reputation': 6600, 'user_id': 1530549, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9acb42e69fdeeaf6474022411fe61725?s=256&d=identicon&r=PG', 'display_name': 'Scooter', 'link': 'https://stackoverflow.com/users/1530549/scooter'}",True,356,11715036.0,1,1,1343618298,1343439965,,11697570,CC BY-SA 3.0,https://stackoverflow.com/questions/11697570/can-mtrace-be-successfully-run-with-valgrind,Can mtrace be successfully run with valgrind?,,,,,
922,"['c', 'null']","{'account_id': 974603, 'reputation': 1407, 'user_id': 996292, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/PJ1Jd.jpg?s=256&g=1', 'display_name': 'john-charles', 'link': 'https://stackoverflow.com/users/996292/john-charles'}",True,102,11714844.0,3,3,1343617253,1343615866,,11714818,CC BY-SA 3.0,https://stackoverflow.com/questions/11714818/c-or-large-block-of-memory-without-loop,C OR large block of memory without loop,,,,,
923,"['c++', 'ios', 'c', 'unicode', 'localization']","{'account_id': 1565977, 'reputation': 9846, 'user_id': 1454775, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/8e60677f62df3332acf530c7702bf543?s=256&d=identicon&r=PG', 'display_name': 'mskw', 'link': 'https://stackoverflow.com/users/1454775/mskw'}",True,485,11714702.0,1,5,1343614744,1343603318,1343614744.0,11713745,CC BY-SA 3.0,https://stackoverflow.com/questions/11713745/why-does-the-printf-family-of-functions-care-about-locale,Why does the printf family of functions care about locale?,,,,,
924,"['c', 'pointers']","{'account_id': 1620174, 'reputation': 879, 'user_id': 1496938, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/715697aaed37f943a4b9d8ddcc9f553c?s=256&d=identicon&r=PG', 'display_name': 'hannah', 'link': 'https://stackoverflow.com/users/1496938/hannah'}",True,1007,11714188.0,1,2,1343611027,1343608179,1343611027.0,11714160,CC BY-SA 3.0,https://stackoverflow.com/questions/11714160/incompatible-pointer-type-and-struct-issues,Incompatible pointer type and struct issues,,,,,
925,"['c', 'pointers', 'linked-list']","{'account_id': 426785, 'reputation': 3196, 'user_id': 808203, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/4b8a670393b0d55bab74e041ff18b501?s=256&d=identicon&r=PG', 'display_name': 'dejavu', 'link': 'https://stackoverflow.com/users/808203/dejavu'}",True,141,11713717.0,2,0,1343605439,1343602839,1343605439.0,11713707,CC BY-SA 3.0,https://stackoverflow.com/questions/11713707/what-happens-internally-when-passing-a-pointer-by-value,What happens internally when passing a pointer by value?,,,,,
926,"['c', 'windows', 'registry']","{'account_id': 1674516, 'reputation': 65, 'user_id': 1540336, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60c410fbbe3d470ab80bd4bba824d1ef?s=256&d=identicon&r=PG', 'display_name': 'user1540336', 'link': 'https://stackoverflow.com/users/1540336/user1540336'}",True,650,11711817.0,1,1,1343604166,1343585996,1343600098.0,11711789,CC BY-SA 3.0,https://stackoverflow.com/questions/11711789/determine-buffer-size-required-for-regqueryvalueex-in-c,Determine buffer size required for RegQueryValueEx in C,,,,,
927,"['c', 'arrays', 'function', 'pointers']","{'account_id': 1606105, 'reputation': 1215, 'user_id': 1486181, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8fef00967a1e6525a4257d0ac091027f?s=256&d=identicon&r=PG', 'display_name': 'GeekyOmega', 'link': 'https://stackoverflow.com/users/1486181/geekyomega'}",True,3272,11713262.0,3,4,1343600783,1343597784,1343599687.0,11713157,,https://stackoverflow.com/questions/11713157/creating-array-in-c-and-passing-pointer-to-said-array-to-function,Creating Array in C and passing pointer to said array to function,,,1412143005.0,Duplicate,
928,"['c', 'int', 'long-integer', 'c99', 'fixed-width']","{'account_id': 1631155, 'reputation': 61, 'user_id': 1505658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b352c9ac7de56cade648709c3925f35a?s=256&d=identicon&r=PG', 'display_name': 'user1505658', 'link': 'https://stackoverflow.com/users/1505658/user1505658'}",True,845,,1,1,1343594380,1342511649,1495542006.0,11518212,CC BY-SA 3.0,https://stackoverflow.com/questions/11518212/c99-s-fixed-width-integer-types,C99′s Fixed-Width Integer Types,,,,,
929,"['c', 'binary', 'angle']","{'account_id': 446767, 'reputation': 43, 'user_id': 840010, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/8fc0e8fb7474381c0cb1655e7f0640bc?s=256&d=identicon&r=PG', 'display_name': 'Tom Tetlaw', 'link': 'https://stackoverflow.com/users/840010/tom-tetlaw'}",True,662,11711933.0,5,0,1343590111,1343585656,1343590054.0,11711753,CC BY-SA 3.0,https://stackoverflow.com/questions/11711753/saving-space-when-writing-floats-radian-angles-to-a-file,Saving space when writing floats (radian angles) to a file,,,,,
930,"['c', 'linux', 'debugging']","{'account_id': 1700915, 'reputation': 23, 'user_id': 1561012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c72cdb12e5d8cd48c661d516f3c9245?s=256&d=identicon&r=PG', 'display_name': 'user1561012', 'link': 'https://stackoverflow.com/users/1561012/user1561012'}",True,299,11710282.0,2,2,1343587940,1343569776,1343587940.0,11709752,CC BY-SA 3.0,https://stackoverflow.com/questions/11709752/how-to-crack-intermittent-bug-in-c-linux,How to crack intermittent bug in C Linux?,,,,,
931,"['c', 'winapi', 'tabs']","{'account_id': 273863, 'reputation': 1274, 'user_id': 565739, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/c0ade41cedf94f802407d52c7956ad18?s=256&d=identicon&r=PG', 'display_name': 'user565739', 'link': 'https://stackoverflow.com/users/565739/user565739'}",True,1125,,1,0,1343585443,1343584556,,11711587,CC BY-SA 3.0,https://stackoverflow.com/questions/11711587/how-to-get-tcitem-structure-of-a-tab-item,How to get TCITEM structure of a tab item?,,,,,
932,['c'],"{'account_id': 1220766, 'reputation': 7097, 'user_id': 1187459, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/lTdMf.jpg?s=256&g=1', 'display_name': 'Ashwin Singh', 'link': 'https://stackoverflow.com/users/1187459/ashwin-singh'}",True,142,11710984.0,4,0,1343584316,1343580001,1343580392.0,11710973,CC BY-SA 3.0,https://stackoverflow.com/questions/11710973/why-this-output-of-this-c-program,Why this output of this C program?,,,,,
