,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
1040,"['java', 'euro']","{'account_id': 142884, 'reputation': 81, 'user_id': 350873, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/8f37a59a86cbc11c1bb0b9c8e15d11be?s=256&d=identicon&r=PG', 'display_name': 'praveen', 'link': 'https://stackoverflow.com/users/350873/praveen'}",False,88,0,0,1522941691,1349956076,12838820,CC BY-SA 3.0,https://stackoverflow.com/questions/12838820/apache-derby-database-euro-sign,Apache Derby Database euro sign,1522941691.0,,,,,,
1041,['java'],"{'account_id': 1855457, 'reputation': 536, 'user_id': 1681158, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/4c8842b23d262e9aa1995306ab8f081c?s=256&d=identicon&r=PG', 'display_name': 'BubbleTree', 'link': 'https://stackoverflow.com/users/1681158/bubbletree'}",True,166324,5,7,1522941602,1351132956,13060807,CC BY-SA 3.0,https://stackoverflow.com/questions/13060807/switch-with-if-else-if-else-and-loops-inside-case,"Switch with if, else if, else, and loops inside case",1351133447.0,13060852.0,,,,,
1042,"['java', 'swing', 'jspinner']","{'account_id': 1881626, 'reputation': 1, 'user_id': 1701701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cca49d11013a6deb9f32e521bbb6b2b5?s=256&d=identicon&r=PG', 'display_name': 'Jos&#233; Luis Villar Bardanca', 'link': 'https://stackoverflow.com/users/1701701/jos%c3%a9-luis-villar-bardanca'}",False,2306,2,0,1522884961,1349100633,12674944,CC BY-SA 3.0,https://stackoverflow.com/questions/12674944/jspinner-dynamicaly-updated-how-to-remove-elements,"JSpinner dynamicaly updated, how to remove elements?",1349101749.0,,,,,,
1043,"['java', 'swing', 'jscrollpane', 'jscrollbar']","{'account_id': 1646851, 'reputation': 1091, 'user_id': 1518244, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/0d5066609433192376777b307462c1b3?s=256&d=identicon&r=PG', 'display_name': 'nathan', 'link': 'https://stackoverflow.com/users/1518244/nathan'}",True,9348,4,7,1522827060,1350395360,12916192,CC BY-SA 3.0,https://stackoverflow.com/questions/12916192/how-to-know-if-a-jscrollbar-has-reached-the-bottom-of-the-jscrollpane,How to know if a JScrollBar has reached the bottom of the JScrollPane?,1350396227.0,12916623.0,,,,,
1044,"['java', 'quicksort']","{'account_id': 1637717, 'reputation': 943, 'user_id': 1510751, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/595b1952765efa4ff448f55a0e71b49a?s=256&d=identicon&r=PG', 'display_name': 'ueg1990', 'link': 'https://stackoverflow.com/users/1510751/ueg1990'}",True,1400,2,0,1522323879,1351273268,13091779,CC BY-SA 3.0,https://stackoverflow.com/questions/13091779/implementing-quicksort,Implementing Quicksort,1351273985.0,,,,,,
1045,"['java', 'rxtx']","{'account_id': 931958, 'reputation': 8933, 'user_id': 968233, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/fd92dd2c6d89472bb524303a56f4b944?s=256&d=identicon&r=PG', 'display_name': 'WildBill', 'link': 'https://stackoverflow.com/users/968233/wildbill'}",True,2516,3,1,1522165320,1349176438,12689241,CC BY-SA 3.0,https://stackoverflow.com/questions/12689241/cannot-run-rxtx-on-mac-os,Cannot run rxtx on Mac OS,1522165320.0,,,,,,
1046,"['java', 'string', 'console', 'formatter']","{'account_id': 374852, 'reputation': 5605, 'user_id': 725306, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/4c180072ca1ee006b06b985e33223cac?s=256&d=identicon&r=PG', 'display_name': 'Mohammad Faisal', 'link': 'https://stackoverflow.com/users/725306/mohammad-faisal'}",True,67069,3,16,1522063553,1349761926,12793593,CC BY-SA 3.0,https://stackoverflow.com/questions/12793593/how-to-align-string-on-console-output,How to align String on console output,,12793649.0,,,,,
1047,"['java', 'enums', 'scjp', 'ocpjp']","{'account_id': 921660, 'reputation': 7621, 'user_id': 953263, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://i.stack.imgur.com/srQL1.png?s=256&g=1', 'display_name': 'Joe', 'link': 'https://stackoverflow.com/users/953263/joe'}",True,27470,3,28,1521946983,1351173413,13070222,CC BY-SA 3.0,https://stackoverflow.com/questions/13070222/how-cant-we-compare-two-enum-values-with,How can&#39;t we compare two enum values with &#39;&lt;&#39;?,1351175610.0,13070279.0,,,,,
1048,"['java', 'cron', 'quartz-scheduler']","{'account_id': 464872, 'reputation': 369, 'user_id': 868631, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/3c207307e5f7a5186b39f66d8e232c89?s=256&d=identicon&r=PG', 'display_name': 'ides', 'link': 'https://stackoverflow.com/users/868631/ides'}",True,3167,4,0,1521895868,1350548661,12950186,CC BY-SA 3.0,https://stackoverflow.com/questions/12950186/java-quartz-cron-expression,Java Quartz - cron expression,,12951147.0,,,,,
1049,"['java', 'graphics', 'javafx']","{'account_id': 1597929, 'reputation': 315, 'user_id': 1479589, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/0034662521edacd9066c3465efb2ba48?s=256&d=identicon&r=PG', 'display_name': 'user1479589', 'link': 'https://stackoverflow.com/users/1479589/user1479589'}",True,11129,1,8,1521577108,1351108881,13056795,CC BY-SA 3.0,https://stackoverflow.com/questions/13056795/cubiccurve-javafx,CubicCurve JavaFX,,13059212.0,,,,,
1050,"['java', 'workflow', 'jbpm']","{'account_id': 1339514, 'reputation': 286, 'user_id': 1281500, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/qANUV.jpg?s=256&g=1', 'display_name': 'rocotocloc', 'link': 'https://stackoverflow.com/users/1281500/rocotocloc'}",False,873,1,2,1521554360,1350287965,12891442,CC BY-SA 3.0,https://stackoverflow.com/questions/12891442/jbpm-5-how-to-remove-or-change-a-completed-task,jBPM 5: how to remove or change a completed task?,,,,,,,
1051,"['java', 'date']","{'account_id': 1631800, 'reputation': 89, 'user_id': 1506175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ef7a3f5f958771309cd99249a89edaf?s=256&d=identicon&r=PG', 'display_name': 'saurabh j', 'link': 'https://stackoverflow.com/users/1506175/saurabh-j'}",True,41919,8,2,1521530341,1351145922,13062695,CC BY-SA 3.0,https://stackoverflow.com/questions/13062695/date-format-conversion-as-a-date-object-in-a-particular-format-in-java,Date format conversion as a Date object in a particular format in java,1351146126.0,,,,,,
1052,"['java', 'swing', 'jpanel', 'bufferedimage', 'paintcomponent']","{'account_id': 130506, 'reputation': 5340, 'user_id': 329829, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/5cb9b40f1b256bbb39f9bf6f726dcbb1?s=256&d=identicon&r=PG', 'display_name': 'Olivier_s_j', 'link': 'https://stackoverflow.com/users/329829/olivier-s-j'}",True,2168,3,2,1521522257,1350403129,12918780,CC BY-SA 3.0,https://stackoverflow.com/questions/12918780/draw-accurately-on-an-image-in-java,Draw accurately on an image in Java,1350427630.0,12921020.0,,,,,
1053,"['java', 'routing', 'network-programming', 'p2p', 'file-sharing']","{'account_id': 1034461, 'reputation': 4404, 'user_id': 1042124, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/f41bd8db2424f7895f2d19df47253e82?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rahul Sharma', 'link': 'https://stackoverflow.com/users/1042124/rahul-sharma'}",True,1096,3,1,1521139882,1349044963,12665773,CC BY-SA 3.0,https://stackoverflow.com/questions/12665773/peer-2-peer-connection-in-java,Peer 2 Peer connection in Java,,,,,,,
1054,"['java', 'gwt', 'servlets']","{'account_id': 1514520, 'reputation': 71, 'user_id': 1415853, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/89020fad4b9c4893bbc9626ea8a3b41f?s=256&d=identicon&r=PG', 'display_name': 'user1415853', 'link': 'https://stackoverflow.com/users/1415853/user1415853'}",True,3336,6,4,1521031176,1351207335,13078770,CC BY-SA 3.0,https://stackoverflow.com/questions/13078770/gwt-formpanel-does-not-call-onsubmitcomplete,GWT formpanel does not call onSubmitComplete,1351235913.0,,,,,,
1055,"['java', 'time']","{'account_id': 115919, 'reputation': 41842, 'user_id': 304151, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/98pQN.jpg?s=256&g=1', 'display_name': 'Mridang Agarwalla', 'link': 'https://stackoverflow.com/users/304151/mridang-agarwalla'}",True,3245,1,3,1521027513,1349175228,12688950,CC BY-SA 3.0,https://stackoverflow.com/questions/12688950/how-can-i-check-if-a-millisecond-timestamp-is-at-midnight-in-my-current-time-zon,How can I check if a millisecond timestamp is at midnight in my current time zone?,1349175632.0,12689094.0,,,,,
1056,"['java', 'jpa', 'entitymanager', 'joincolumn']","{'account_id': 1309458, 'reputation': 5809, 'user_id': 1257771, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/2e03659d52d5fa0d07ff8bd9e0d92a83?s=256&d=identicon&r=PG', 'display_name': 'kasavbere', 'link': 'https://stackoverflow.com/users/1257771/kasavbere'}",True,12477,2,5,1520965532,1350364444,12907921,CC BY-SA 3.0,https://stackoverflow.com/questions/12907921/entitymanager-query-by-joincolumn,EntityManager query by joinColumn,,12980708.0,,,,,
1057,"['java', 'arrays', 'numbers', 'reverse', 'modulus']","{'account_id': 1452462, 'reputation': 445, 'user_id': 1368970, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/sxUlC.png?s=256&g=1', 'display_name': 'user1368970', 'link': 'https://stackoverflow.com/users/1368970/user1368970'}",True,3812,2,0,1520940286,1351650395,13150410,CC BY-SA 3.0,https://stackoverflow.com/questions/13150410/reverse-number-in-java-using-array,Reverse Number in Java using Array,1400403756.0,13150567.0,,,,,
1058,"['java', 'wsdl', 'cxf']","{'account_id': 994457, 'reputation': 1611, 'user_id': 1010773, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/d85689e93fac849d165634b0a50df07f?s=256&d=identicon&r=PG', 'display_name': 'Techie', 'link': 'https://stackoverflow.com/users/1010773/techie'}",True,12508,4,6,1520925780,1350990371,13029088,CC BY-SA 3.0,https://stackoverflow.com/questions/13029088/error-while-generating-client-from-wsdl-using-apache-cxf,Error while generating client from wsdl using apache cxf,,13034361.0,,,,,
1059,"['java', 'geometry']","{'account_id': 1972343, 'reputation': 101, 'user_id': 1770961, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ad824459fd28a1255da044e77ef5c75f?s=256&d=identicon&r=PG', 'display_name': 'user1770961', 'link': 'https://stackoverflow.com/users/1770961/user1770961'}",True,11077,3,0,1520919713,1351170473,13069304,CC BY-SA 3.0,https://stackoverflow.com/questions/13069304/make-a-upside-down-triangle-in-java,Make a upside down triangle in java,1425174807.0,,,,,,
1060,"['java', 'timestamp', 'unix-timestamp', 'epoch']","{'account_id': 1802597, 'reputation': 411, 'user_id': 1640534, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/92jwy.jpg?s=256&g=1', 'display_name': 'sree127', 'link': 'https://stackoverflow.com/users/1640534/sree127'}",True,26132,2,4,1520872913,1351485099,13115875,CC BY-SA 3.0,https://stackoverflow.com/questions/13115875/remove-millisecond-from-epoch-time-timestamp-java,Remove millisecond from epoch-time/timestamp | java,,13116058.0,,,,,
1061,"['java', 'hibernate', 'hibernate-criteria']","{'account_id': 400721, 'reputation': 7915, 'user_id': 766855, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/322fe0da26cfd08f32ee539e7ca219b1?s=256&d=identicon&r=PG', 'display_name': 'Camilo Silva', 'link': 'https://stackoverflow.com/users/766855/camilo-silva'}",True,35909,4,14,1520864293,1349733551,12790080,CC BY-SA 3.0,https://stackoverflow.com/questions/12790080/criteria-eager-fetch-joined-collection-to-avoid-n1-selects,Criteria eager fetch-joined collection to avoid n+1 selects,1498229361.0,12803215.0,,,,,
1062,"['java', 'arraylist', 'compiler-errors']","{'account_id': 1247100, 'reputation': 85, 'user_id': 1217375, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/160edc4f2e27d4a400f4b624ed241ae6?s=256&d=identicon&r=PG', 'display_name': 'Timo', 'link': 'https://stackoverflow.com/users/1217375/timo'}",True,33997,4,7,1520631205,1350538722,12947806,CC BY-SA 3.0,https://stackoverflow.com/questions/12947806/unsafe-or-unchecked-operations-for-arraylist,Unsafe or unchecked operations for ArrayList,,12947837.0,,,,,
1063,"['java', 'set', 'guava', 'immutability']","{'account_id': 4774, 'reputation': 26203, 'user_id': 7345, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/488c52872d55e94bacb782f1142cb5e8?s=256&d=identicon&r=PG', 'display_name': 'mindas', 'link': 'https://stackoverflow.com/users/7345/mindas'}",True,344,4,0,1520601428,1350494940,12939961,CC BY-SA 3.0,https://stackoverflow.com/questions/12939961/reversed-view-of-immutablesortedset,Reversed view of ImmutableSortedSet,,12941539.0,,,,,
1064,"['java', 'installation', 'java-home']","{'account_id': 236909, 'reputation': 7713, 'user_id': 504717, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/598508c7ef12ece4ca6c1c0f542e5dcd?s=256&d=identicon&r=PG', 'display_name': 'Em Ae', 'link': 'https://stackoverflow.com/users/504717/em-ae'}",True,10325,6,3,1520595764,1350313558,12898494,CC BY-SA 3.0,https://stackoverflow.com/questions/12898494/java-home-not-being-set-properly,java_home not being set properly,1350314389.0,,,,,,
1065,"['java', 'eclipse', 'eclipse-plugin']","{'account_id': 433048, 'reputation': 1447, 'user_id': 818164, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/2b4e1be66cb26f89a88dc243be7305fe?s=256&d=identicon&r=PG', 'display_name': 'bellpeace', 'link': 'https://stackoverflow.com/users/818164/bellpeace'}",True,1972,3,7,1520595119,1350880345,13005003,CC BY-SA 3.0,https://stackoverflow.com/questions/13005003/add-java-code-template-programmatically,Add Java code template programmatically,1495539886.0,13189205.0,,,,,
1066,"['java', 'eclipse', 'svn', 'configuration', 'eclipse-plugin']","{'account_id': 1978072, 'reputation': 173, 'user_id': 1775376, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/452dc418ffecc0d03514845997178672?s=256&d=identicon&r=PG', 'display_name': 'brunohs', 'link': 'https://stackoverflow.com/users/1775376/brunohs'}",True,61802,2,17,1520516503,1351248717,13085534,CC BY-SA 3.0,https://stackoverflow.com/questions/13085534/problems-occurred-when-invoking-code-from-plug-in-org-eclipse-jface,Problems occurred when invoking code from plug-in: &quot;org.eclipse.jface&quot;,1486694680.0,13085848.0,1424862312.0,,,,
1067,"['java', 'android', 'url', 'url-encoding']","{'account_id': 125186, 'reputation': 6637, 'user_id': 320801, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/fb3c7fefcf4471f6110e4bbd0af8d0fc?s=256&d=identicon&r=PG', 'display_name': 'frankish', 'link': 'https://stackoverflow.com/users/320801/frankish'}",True,4418,1,4,1520448874,1351582226,13134488,CC BY-SA 3.0,https://stackoverflow.com/questions/13134488/how-to-extend-url-class-to-support-other-protocols-in-java-android,How to extend URL class to support other protocols in java (android)?,1351584186.0,,,,,,
1068,"['java', 'ssl', 'bouncycastle', 'keystore']","{'account_id': 1749386, 'reputation': 3891, 'user_id': 1598840, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/0921393a8d977f10a8ef7c8277769559?s=256&d=identicon&r=PG', 'display_name': 'K. D.', 'link': 'https://stackoverflow.com/users/1598840/k-d'}",True,19732,4,15,1520335834,1351527698,13125609,CC BY-SA 3.0,https://stackoverflow.com/questions/13125609/keystore-with-bouncycastleprovider-keystore-integrity-check-failed,KeyStore with BouncyCastleProvider: KeyStore integrity check failed,1495535449.0,13737447.0,,,,,
1069,"['java', 'ide', 'directory', 'src']","{'account_id': 449002, 'reputation': 21519, 'user_id': 843542, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/kZdih.png?s=256&g=1', 'display_name': 'Eric Francis', 'link': 'https://stackoverflow.com/users/843542/eric-francis'}",True,31605,2,19,1520290724,1349387753,12736632,CC BY-SA 3.0,https://stackoverflow.com/questions/12736632/what-is-the-difference-between-a-source-folder-and-a-normal-folder,What is the difference between a source folder and a (normal) folder,,12736779.0,,,,,
1070,"['java', 'recursion']","{'account_id': 1929883, 'reputation': 133, 'user_id': 1739525, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e96ecc69a86e517167c9eba9813bc619?s=256&d=identicon&r=PG', 'display_name': 'Rob Harris', 'link': 'https://stackoverflow.com/users/1739525/rob-harris'}",True,8580,3,12,1520003010,1350833277,12999214,CC BY-SA 3.0,https://stackoverflow.com/questions/12999214/get-the-value-of-a-field-given-the-hierarchical-path,"Get the value of a field, given the hierarchical path",,12999307.0,,,,,
1071,"['java', 'swing', 'generics', 'jcombobox', 'java-7']","{'account_id': 418864, 'reputation': 1662, 'user_id': 795688, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/a57f551fd7025ed4a3161ed28b5e73f4?s=256&d=identicon&r=PG', 'display_name': 'Krishna Shrestha', 'link': 'https://stackoverflow.com/users/795688/krishna-shrestha'}",True,7045,7,0,1519976467,1349800877,12804617,CC BY-SA 3.0,https://stackoverflow.com/questions/12804617/java-swing-jcombobox-cant-be-parametrized,Java swing JComboBox can&#39;t be parametrized,1349802060.0,12804727.0,,,,,
1072,"['java', 'spring']","{'account_id': 1935078, 'reputation': 51, 'user_id': 1743539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/86be3c8b4b0694e423ee1d726d9870b8?s=256&d=identicon&r=PG', 'display_name': 'user1743539', 'link': 'https://stackoverflow.com/users/1743539/user1743539'}",False,4903,1,5,1519904115,1350141214,12874404,CC BY-SA 3.0,https://stackoverflow.com/questions/12874404/spring-mvc3-errors-could-not-instantiate-bean-class-java-util-list-specified,spring MVC3 errors Could not instantiate bean class [java.util.List]: Specified class is an interface Occasional,1350141613.0,,,,,,
1073,"['java', 'hibernate', 'inheritance']","{'account_id': 1742324, 'reputation': 913, 'user_id': 1593370, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/fcd566e4b06dd9d5332a00c8cfee9812?s=256&d=identicon&r=PG', 'display_name': 'hasan', 'link': 'https://stackoverflow.com/users/1593370/hasan'}",False,437,1,2,1519728252,1351100417,13054722,CC BY-SA 3.0,https://stackoverflow.com/questions/13054722/hibernate-generic-inheritance,hibernate generic inheritance,1519728252.0,,,,,,
1074,"['java', 'c', 'class', 'java-native-interface']","{'account_id': 1760218, 'reputation': 1167, 'user_id': 1607545, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/415398bcf07001d70f01d660cceb41c6?s=256&d=identicon&r=PG', 'display_name': 'Y.E.P', 'link': 'https://stackoverflow.com/users/1607545/y-e-p'}",True,21348,3,16,1519702823,1349320027,12719766,CC BY-SA 3.0,https://stackoverflow.com/questions/12719766/can-i-know-the-name-of-the-class-that-calls-a-jni-c-method,Can I know the name of the class that calls a JNI C method?,,12730789.0,,,,,
1075,"['java', 'scala', 'iterator']","{'account_id': 17961, 'reputation': 4020, 'user_id': 40759, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/594e77addc6a82a7d647affae18e2abf?s=256&d=identicon&r=PG', 'display_name': 'Pete Montgomery', 'link': 'https://stackoverflow.com/users/40759/pete-montgomery'}",True,1792,2,3,1519456755,1351074862,13047454,CC BY-SA 3.0,https://stackoverflow.com/questions/13047454/scala-seq-grouped-eating-my-iterator,Scala Seq.grouped eating my iterator,1351078528.0,13050923.0,,,,,
1076,"['java', 'timezone']","{'account_id': 1490199, 'reputation': 1152, 'user_id': 1397462, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/cjuig.jpg?s=256&g=1', 'display_name': 'TheOnlyIdiot', 'link': 'https://stackoverflow.com/users/1397462/theonlyidiot'}",True,5424,7,0,1519347064,1350271178,12888842,CC BY-SA 3.0,https://stackoverflow.com/questions/12888842/java-how-to-get-the-specific-time-in-timezone-class,java - How to get the specific time in TimeZone class,1350273662.0,,,,,,
1077,"['java', 'swing', 'jframe']","{'account_id': 1831560, 'reputation': 165, 'user_id': 1662853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0ebe708d7e0e00eb824bd81e130d171b?s=256&d=identicon&r=PG', 'display_name': 'nomad2986', 'link': 'https://stackoverflow.com/users/1662853/nomad2986'}",True,45753,4,14,1519269124,1350959593,13022754,CC BY-SA 3.0,https://stackoverflow.com/questions/13022754/java-bouncing-ball,Java Bouncing Ball,1350959672.0,13022788.0,,,,,
1078,"['java', 'swing', 'draw', 'background-color']","{'account_id': 1788076, 'reputation': 109, 'user_id': 1629075, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/00f271ee242c329013bebf72e999f6a4?s=256&d=identicon&r=PG', 'display_name': 'user1629075', 'link': 'https://stackoverflow.com/users/1629075/user1629075'}",True,18980,3,2,1519234657,1349310817,12718827,CC BY-SA 3.0,https://stackoverflow.com/questions/12718827/some-help-on-a-java-program-to-draw-a-rainbow,Some help on a Java program to draw a rainbow,1349319926.0,12718999.0,,,,,
1079,"['java', 'android']","{'account_id': 23135, 'reputation': 1338, 'user_id': 57735, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/8d8af3b849c45cbd5a2eed26987772c0?s=256&d=identicon&r=PG', 'display_name': 'Genry', 'link': 'https://stackoverflow.com/users/57735/genry'}",False,2387,1,0,1519223577,1349126686,12681333,CC BY-SA 3.0,https://stackoverflow.com/questions/12681333/android-set-wallpaper-to-fit-the-screen,Android: set wallpaper to fit the screen,1349186088.0,,,,,,
1080,"['java', 'postgresql', 'sql-insert', 'quoted-identifier']","{'account_id': 1562795, 'reputation': 847, 'user_id': 1452285, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/4a667e31c8079caf80801ba9b4dc377d?s=256&d=identicon&r=PG', 'display_name': 'Thanassis', 'link': 'https://stackoverflow.com/users/1452285/thanassis'}",True,7272,3,3,1519196270,1350072348,12866326,CC BY-SA 3.0,https://stackoverflow.com/questions/12866326/postgres-with-java-i-cant-insert-data,Postgres with Java I can&#39;t insert data,1519196270.0,12866534.0,,,,,
1081,"['java', 'eclipse', 'eclipse-rcp', 'eclipse-emf', 'eclipse-juno']","{'account_id': 907854, 'reputation': 15625, 'user_id': 942391, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/hcwVP.jpg?s=256&g=1', 'display_name': 'Sumit Singh', 'link': 'https://stackoverflow.com/users/942391/sumit-singh'}",True,2441,1,21,1518783391,1351595612,13137797,CC BY-SA 3.0,https://stackoverflow.com/questions/13137797/how-to-reuse-menus-in-rcp-application-for-eclipse-4-2,How to reuse menus in RCP application for Eclipse 4.2?,1518783391.0,,,,,,
1082,"['java', 'unix', 'jsch']","{'account_id': 1919427, 'reputation': 41, 'user_id': 1731290, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c38de714b4c2bdb07ba0661d33f8565f?s=256&d=identicon&r=PG', 'display_name': 'Shreyas', 'link': 'https://stackoverflow.com/users/1731290/shreyas'}",True,3988,2,4,1518740291,1349775813,12797165,CC BY-SA 3.0,https://stackoverflow.com/questions/12797165/jsch-exit-after-shell-script-execution,Jsch - Exit after Shell Script Execution,1349775983.0,,,,,,
1083,"['java', 'email', 'attachment', 'sendgrid']","{'account_id': 1865409, 'reputation': 41, 'user_id': 1689117, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/6a15089833d0d10b8f39e3429c18cbf5?s=256&d=identicon&r=PG', 'display_name': 'user1689117', 'link': 'https://stackoverflow.com/users/1689117/user1689117'}",False,2865,1,0,1518679472,1349962964,12840972,CC BY-SA 3.0,https://stackoverflow.com/questions/12840972/how-to-send-attachment-using-sendgrid-mail-api,how to send attachment using sendgrid mail api,1461739907.0,,,,,,
1084,"['java', 'arraylist']","{'account_id': 1631875, 'reputation': 395, 'user_id': 1506241, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/68922ce66018a1eb320c0a5b345bc591?s=256&d=identicon&r=PG', 'display_name': 'Doesn&#39;t Matter', 'link': 'https://stackoverflow.com/users/1506241/doesnt-matter'}",True,1380,3,0,1518668659,1350752445,12990701,CC BY-SA 3.0,https://stackoverflow.com/questions/12990701/understand-iterating-through-arraylist,understand iterating through arraylist,1518668659.0,12990712.0,,,,,
1085,"['java', 'maven', 'build']","{'account_id': 1391304, 'reputation': 3752, 'user_id': 1322076, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/DBlhB.jpg?s=256&g=1', 'display_name': 'johnny-b-goode', 'link': 'https://stackoverflow.com/users/1322076/johnny-b-goode'}",True,4887,3,1,1518612275,1350464479,12930656,CC BY-SA 3.0,https://stackoverflow.com/questions/12930656/how-to-execute-maven-plugin-from-command-line,How to execute maven plugin from command line?,1350465034.0,,,,,,
1086,"['java', 'android', 'reference', 'parcelable']","{'account_id': 1650559, 'reputation': 2277, 'user_id': 1521258, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dcfea059ec2c47ff5c5733f96de0d9b4?s=256&d=identicon&r=PG', 'display_name': 'Zyga', 'link': 'https://stackoverflow.com/users/1521258/zyga'}",False,1027,1,4,1518519034,1350150858,12875415,CC BY-SA 3.0,https://stackoverflow.com/questions/12875415/android-parcelable-and-object-passing-by-reference,Android Parcelable and object passing by reference,,,,,,,
1087,"['java', 'tooltip', 'selenium-webdriver']","{'account_id': 306604, 'reputation': 36114, 'user_id': 617450, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/LlQDO.png?s=256&g=1', 'display_name': 'Ripon Al Wasim', 'link': 'https://stackoverflow.com/users/617450/ripon-al-wasim'}",True,22499,5,3,1518499217,1351575060,13133185,CC BY-SA 3.0,https://stackoverflow.com/questions/13133185/how-to-verify-tooltiptext-in-selenium-webdriver-using-java,How to verify tooltipText in Selenium WebDriver using Java,,,,,,,
1088,"['java', 'core']","{'account_id': 1785884, 'reputation': 1, 'user_id': 1627365, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4c3e692e858e40603e70356e7bf9316c?s=256&d=identicon&r=PG', 'display_name': 'Rajesh Gupta', 'link': 'https://stackoverflow.com/users/1627365/rajesh-gupta'}",True,16044,3,-2,1518191771,1350295429,12893350,,https://stackoverflow.com/questions/12893350/when-to-use-system-exit0,When to use system.exit(0)?,1495541080.0,,,1350295753.0,exact duplicate,,
