,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,locked_date,migrated_from
1330,"['java', 'encryption']","{'account_id': 442954, 'reputation': 16762, 'user_id': 833890, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/2b8b7fecc7773ce3e8c58c95357894c8?s=256&d=identicon&r=PG', 'display_name': 'Ollie', 'link': 'https://stackoverflow.com/users/833890/ollie'}",True,8626,2,3,1488573359,1330959377,1437480354.0,9568729,CC BY-SA 3.0,https://stackoverflow.com/questions/9568729/how-can-i-tell-easily-if-a-file-is-encrypted,How can I tell easily if a file is encrypted,9568783.0,,,,,
1331,"['java', 'hibernate', 'hql', 'left-join']","{'account_id': 238759, 'reputation': 11533, 'user_id': 507864, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/558049ca1de7b80f2f63b15747b5b33d?s=256&d=identicon&r=PG', 'display_name': 'ManuPK', 'link': 'https://stackoverflow.com/users/507864/manupk'}",True,53615,4,49,1488283961,1332859989,1495542877.0,9892008,CC BY-SA 3.0,https://stackoverflow.com/questions/9892008/hql-left-join-of-un-related-entities,HQL left join of un-related entities,10000640.0,,,,,
1332,"['java', 'calendar']","{'account_id': 461123, 'reputation': 435, 'user_id': 862637, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/f5c29e4e6113f739fb73da837c056c38?s=256&d=identicon&r=PG', 'display_name': 'joris', 'link': 'https://stackoverflow.com/users/862637/joris'}",True,656,4,2,1488097098,1331568646,1331568843.0,9670648,CC BY-SA 3.0,https://stackoverflow.com/questions/9670648/modify-the-week-in-a-calendar,Modify the week in a Calendar,9670699.0,,,,,
1333,"['java', 'calendar']","{'account_id': 338514, 'reputation': 1457, 'user_id': 667430, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4d19261599511138e81e74b4148feb3b?s=256&d=identicon&r=PG', 'display_name': 'user667430', 'link': 'https://stackoverflow.com/users/667430/user667430'}",True,6951,6,3,1488077494,1332614078,1332614235.0,9854379,CC BY-SA 3.0,https://stackoverflow.com/questions/9854379/how-to-get-date-of-first-wednesday-of-a-month-java-calendar,How to get date of first Wednesday of a month java calendar,,,,,,
1334,"['java', 'producer-consumer', 'blockingqueue']","{'account_id': 1268904, 'reputation': 85, 'user_id': 1225618, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/56572700875ed7fc55a48d431fe5ca23?s=256&d=identicon&r=PG', 'display_name': 'Emmanuel Kpoudosu', 'link': 'https://stackoverflow.com/users/1225618/emmanuel-kpoudosu'}",False,1844,2,0,1488038146,1330689508,1330689581.0,9532923,CC BY-SA 3.0,https://stackoverflow.com/questions/9532923/producer-consumer-using-blocking-queue,Producer Consumer using Blocking Queue,,,,,,
1335,['java'],"{'account_id': 1244979, 'reputation': 161, 'user_id': 1206635, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/66089a5744dc7ec4695211bbcd8dda5d?s=256&d=identicon&r=PG', 'display_name': 'Vishal Android developer', 'link': 'https://stackoverflow.com/users/1206635/vishal-android-developer'}",True,17896,2,9,1487933063,1331284347,1422008266.0,9631477,CC BY-SA 3.0,https://stackoverflow.com/questions/9631477/retrieve-text-from-html-file-in-java,Retrieve text from html file in java,,,,1440090414.0,,
1336,"['java', 'xml-parsing']","{'account_id': 337651, 'reputation': 2340, 'user_id': 666040, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/7d984140124829b05f7c01d3a1c9125e?s=256&d=identicon&r=PG', 'display_name': 'Francesco', 'link': 'https://stackoverflow.com/users/666040/francesco'}",True,497,1,1,1487931882,1331548823,,9665549,CC BY-SA 3.0,https://stackoverflow.com/questions/9665549/how-to-catch-http-response-code-with-saxparser-parse,How to catch (http) response code with SaxParser.parse,42436209.0,,,,,
1337,"['java', 'annotations', 'spring-security']","{'account_id': 1288319, 'reputation': 9054, 'user_id': 1240930, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/004b02dcd1f660ab83035e31922a78b4?s=256&d=identicon&r=PG', 'display_name': 'John Doe', 'link': 'https://stackoverflow.com/users/1240930/john-doe'}",True,6779,1,2,1487918130,1330720280,1330722430.0,9539936,CC BY-SA 3.0,https://stackoverflow.com/questions/9539936/rolesallowed-doesnt-work,@RolesAllowed doesn&#39;t work,9540610.0,,,,,
1338,"['java', 'tomcat', 'servlets', 'tomcat7']","{'account_id': 150456, 'reputation': 8623, 'user_id': 363663, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c59cd40f0edcd3feea80c7ca09bc8e76?s=256&d=identicon&r=PG', 'display_name': 'sof', 'link': 'https://stackoverflow.com/users/363663/sof'}",True,7712,4,8,1487901801,1333007603,1333025659.0,9921242,CC BY-SA 3.0,https://stackoverflow.com/questions/9921242/tomcat-does-not-flush-the-response-buffer,Tomcat does not flush the response buffer,9921370.0,,,,,
1339,"['java', 'junit', 'mockito']","{'account_id': 96444, 'reputation': 9814, 'user_id': 262125, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/32b070e2e9b6be90f31bb4a154acb91c?s=256&d=identicon&r=PG', 'display_name': 'LandonSchropp', 'link': 'https://stackoverflow.com/users/262125/landonschropp'}",True,10643,1,6,1487853120,1330851409,1330853241.0,9553606,CC BY-SA 3.0,https://stackoverflow.com/questions/9553606/mockito-verification-not-failing,Mockito Verification Not Failing,9553729.0,,,,,
1340,"['java', 'multithreading', 'locking', 'reentrancy']","{'account_id': 142682, 'reputation': 17188, 'user_id': 350542, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/024d1da9fad214ca44af8fcc649ebb86?s=256&d=identicon&r=PG', 'display_name': 'jayunit100', 'link': 'https://stackoverflow.com/users/350542/jayunit100'}",True,3950,4,4,1487823663,1331157886,1331224894.0,9609849,CC BY-SA 3.0,https://stackoverflow.com/questions/9609849/regarding-multiple-lock-attempts-using-java-concurrent-reentrantlock,"Regarding multiple lock attempts, using java.concurrent.ReentrantLock ",,,,,,
1341,"['java', 'spring', 'spring-mvc', 'web-frameworks', 'apache-tiles']","{'account_id': 437676, 'reputation': 4607, 'user_id': 825493, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6b189ef4c16e63dff671b4e549bd5a4e?s=256&d=identicon&r=PG', 'display_name': 'Fixus', 'link': 'https://stackoverflow.com/users/825493/fixus'}",True,18975,5,17,1487786555,1331973218,1331976924.0,9748481,CC BY-SA 3.0,https://stackoverflow.com/questions/9748481/better-alternative-to-apache-tiles,Better alternative to Apache Tiles,9839987.0,,,,,
1342,"['java', 'sorting', 'groovy']","{'account_id': 71344, 'reputation': 75812, 'user_id': 206446, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/d084e44bfe1566d87abf80d1f6c0b8a4?s=256&d=identicon&r=PG', 'display_name': 'ajsie', 'link': 'https://stackoverflow.com/users/206446/ajsie'}",True,9569,3,9,1487751006,1330899196,1330913712.0,9559309,CC BY-SA 3.0,https://stackoverflow.com/questions/9559309/how-to-sort-a-list-by-existing-properties,How to sort a list by existing properties,,,,,,
1343,"['java', 'command-line', 'db2']","{'account_id': 1236667, 'reputation': 1021, 'user_id': 1200132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80552b9a3682960e60aa357a24442136?s=256&d=identicon&r=PG', 'display_name': 'vaisakh', 'link': 'https://stackoverflow.com/users/1200132/vaisakh'}",True,2222,2,0,1487671002,1331020553,,9579817,CC BY-SA 3.0,https://stackoverflow.com/questions/9579817/how-to-retrieve-db2-command-output-from-within-java-program,How to retrieve db2 command output from within Java program,9587541.0,,,,,
1344,"['java', 'android', 'mobile', 'android-intent', 'android-service']","{'account_id': 437187, 'reputation': 4477, 'user_id': 824751, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/f087769399da5144ae10c892ae279490?s=256&d=identicon&r=PG', 'display_name': 'JibW', 'link': 'https://stackoverflow.com/users/824751/jibw'}",True,1311,2,4,1487603986,1330948115,1330949843.0,9566111,CC BY-SA 3.0,https://stackoverflow.com/questions/9566111/java-android-internet-access-wifi-or-3g,Java Android internet Access: WIFI or 3G,9568164.0,,,,,
1345,"['java', 'regex', 'string', 'string-parsing']","{'account_id': 486191, 'reputation': 3108, 'user_id': 902952, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/3990e134937951fc01182e4cb6b09952?s=256&d=identicon&r=PG', 'display_name': 'Watt', 'link': 'https://stackoverflow.com/users/902952/watt'}",True,1949,2,2,1487520573,1332886210,1487520573.0,9898455,CC BY-SA 3.0,https://stackoverflow.com/questions/9898455/using-java-remove-unbalanced-unpartnered-parenthesis,Using Java remove unbalanced/unpartnered parenthesis,9898533.0,,,,,
1346,"['java', 'numbers']","{'account_id': 226942, 'reputation': 628, 'user_id': 488274, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/ce73c2b209aa82cb3e1d9dad28ca542a?s=256&d=identicon&r=PG', 'display_name': 'Mr_CryptoPrime', 'link': 'https://stackoverflow.com/users/488274/mr-cryptoprime'}",True,3278,2,4,1487515960,1331735413,,9703907,CC BY-SA 3.0,https://stackoverflow.com/questions/9703907/converting-pi-into-letters,Converting Pi Into Letters?,9704001.0,,,,,
1347,"['java', 'linux', 'garbage-collection', 'jvm']","{'user_type': 'does_not_exist', 'display_name': 'user285594'}",True,99,1,0,1487509139,1332500261,1487509139.0,9838031,CC BY-SA 3.0,https://stackoverflow.com/questions/9838031/when-we-request-gc-for-information-or-request-to-clean-gc-does-it-clean-to-all,When we request GC for information or request to clean GC. Does it clean to all or it cleans by whom it was executed?,9838087.0,,,,,
1348,"['java', 'database', 'ms-access', 'driver']","{'account_id': 1131848, 'reputation': 1370, 'user_id': 1117753, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://i.stack.imgur.com/25hqB.png?s=256&g=1', 'display_name': 'Vinit ...', 'link': 'https://stackoverflow.com/users/1117753/vinit'}",True,45486,5,10,1487430611,1330752020,1412953903.0,9543722,CC BY-SA 3.0,https://stackoverflow.com/questions/9543722/create-an-access-database-file-mdb-or-accdb-using-java,Create an Access database file (.mdb or .accdb) using Java,9546186.0,,,,,
1349,"['java', 'testing', 'junit', 'mockito', 'powermock']","{'account_id': 482566, 'reputation': 879, 'user_id': 897034, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://i.stack.imgur.com/iFQ5j.jpg?s=256&g=1', 'display_name': 'LottaLava', 'link': 'https://stackoverflow.com/users/897034/lottalava'}",True,7207,4,12,1487391207,1331837417,1487391207.0,9726212,CC BY-SA 3.0,https://stackoverflow.com/questions/9726212/why-eclemma-doesnt-coverage-code-with-tests-with-runwithpowermockrunner-class,Why EclEmma doesn&#39;t coverage code with tests with @RunWith(PowerMockRunner.class),,,,,,
1350,"['java', 'testing', 'jakarta-ee', 'rmi', 'load-testing']","{'account_id': 104911, 'reputation': 116976, 'user_id': 280244, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/835Lz.png?s=256&g=1', 'display_name': 'Ralph', 'link': 'https://stackoverflow.com/users/280244/ralph'}",True,1733,1,3,1487329751,1331923039,,9742747,,https://stackoverflow.com/questions/9742747/rmi-load-test-tool,RMI Load Test Tool?,9895042.0,1486995793.0,Not suitable for this site,,,
1351,"['java', 'encryption']","{'account_id': 30780, 'reputation': 10166, 'user_id': 84128, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d1f63052c6046eb99e8ade3925a100d8?s=256&d=identicon&r=PG', 'display_name': 'Eric Conner', 'link': 'https://stackoverflow.com/users/84128/eric-conner'}",True,6661,2,11,1487236698,1330967205,1495542844.0,9570816,CC BY-SA 3.0,https://stackoverflow.com/questions/9570816/what-is-the-proper-way-to-perform-authenticated-encryption-in-java,What is the proper way to perform authenticated encryption in Java?,9574553.0,,,,,
1352,"['java', 'android', 'eclipse', 'android-layout', 'android-studio']","{'account_id': 359338, 'reputation': 918, 'user_id': 700693, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/c1259be539c935b23e98e613c223eae9?s=256&d=identicon&r=PG', 'display_name': 'Evren Ozturk', 'link': 'https://stackoverflow.com/users/700693/evren-ozturk'}",False,1796,3,2,1487100770,1330823932,1487100770.0,9551472,CC BY-SA 3.0,https://stackoverflow.com/questions/9551472/is-there-a-real-android-visual-designer-for-ides,Is there a real Android visual designer for IDEs?,,,,,,
1353,"['java', 'list', 'interface', 'polymorphism']","{'account_id': 1227430, 'reputation': 28915, 'user_id': 1192728, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/481baa815383ed3970e726842195f73f?s=256&d=identicon&r=PG', 'display_name': 'hqt', 'link': 'https://stackoverflow.com/users/1192728/hqt'}",True,131662,8,158,1487055522,1332602281,1495542888.0,9852831,,https://stackoverflow.com/questions/9852831/polymorphism-why-use-list-list-new-arraylist-instead-of-arraylist-list-n,Polymorphism: Why use &quot;List list = new ArrayList&quot; instead of &quot;ArrayList list = new ArrayList&quot;?,9853116.0,1332939075.0,exact duplicate,,,
1354,"['java', 'regex', 'string-matching']","{'account_id': 65673, 'reputation': 3476, 'user_id': 193116, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/43b00f97e10ddf451ac9a26ece35d3fa?s=256&d=identicon&r=PG', 'display_name': 'user193116', 'link': 'https://stackoverflow.com/users/193116/user193116'}",True,106303,3,37,1487003865,1330602551,,9515635,CC BY-SA 3.0,https://stackoverflow.com/questions/9515635/using-java-regex-how-to-check-if-a-string-contains-any-of-the-words-in-a-set,"Using Java Regex, how to check if a string contains any of the words in a set ?",9516242.0,,,,,
1355,"['java', 'enums', 'final']","{'account_id': 925888, 'reputation': 1337, 'user_id': 956686, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/bc9157f193e2d79b3306847a6b4a8eb4?s=256&d=identicon&r=PG', 'display_name': 'Zuned Ahmed', 'link': 'https://stackoverflow.com/users/956686/zuned-ahmed'}",True,26270,4,30,1486993698,1332858573,1419639966.0,9891613,CC BY-SA 3.0,https://stackoverflow.com/questions/9891613/why-cant-a-java-enum-be-final,Why can&#39;t a Java enum be final?,9891731.0,,,,,
1356,"['java', 'amazon-web-services', 'amazon-ec2', 'amazon-cloudwatch']","{'account_id': 24709, 'reputation': 957, 'user_id': 63029, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/18216a2a340030834fef094b948c90d4?s=256&d=identicon&r=PG', 'display_name': 'Tinclon', 'link': 'https://stackoverflow.com/users/63029/tinclon'}",True,4013,4,9,1486717061,1333139065,1486717061.0,9949965,CC BY-SA 3.0,https://stackoverflow.com/questions/9949965/aws-custom-cloudwatch-metrics-aggregate-by-auto-scaling-group,AWS Custom CloudWatch metrics - Aggregate by Auto-Scaling group,10015856.0,,,,,
1357,"['java', 'image', 'swing', 'jframe', 'jbutton']","{'account_id': 1057872, 'reputation': 947, 'user_id': 1060187, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/c210df8cff16a2ed05dc382e0d429ef3?s=256&d=identicon&r=PG', 'display_name': 'user1060187', 'link': 'https://stackoverflow.com/users/1060187/user1060187'}",True,1011,5,1,1486713568,1331664298,1331664596.0,9690120,CC BY-SA 3.0,https://stackoverflow.com/questions/9690120/jframe-actionperformed-jframe,jframe actionperformed jframe,,,,,,
1358,['java'],"{'account_id': 1085123, 'reputation': 383, 'user_id': 1080996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rakesh Patel', 'link': 'https://stackoverflow.com/users/1080996/rakesh-patel'}",True,4117,3,0,1486558863,1331723963,1495542819.0,9700912,,https://stackoverflow.com/questions/9700912/how-to-get-file-encoding-type,How to get file encoding type?,9701196.0,1334242249.0,exact duplicate,,,
1359,"['java', 'jsp', 'web']","{'account_id': 1047327, 'reputation': 365, 'user_id': 1052070, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/e6919c7500376f867cdb2b501c68c213?s=256&d=identicon&r=PG', 'display_name': 'farissyariati', 'link': 'https://stackoverflow.com/users/1052070/farissyariati'}",True,49933,5,5,1486524266,1331802828,1419105808.0,9716779,CC BY-SA 3.0,https://stackoverflow.com/questions/9716779/how-to-read-a-txt-file-in-java-server-page-directory,How to Read a TXT file in Java Server Page Directory,9716945.0,,,,,
1360,"['java', 'database', 'templates', 'save']","{'account_id': 255140, 'reputation': 914, 'user_id': 534984, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/6d4c05ffe17a496226cc70a86964e224?s=256&d=identicon&r=PG', 'display_name': 'swdeveloper', 'link': 'https://stackoverflow.com/users/534984/swdeveloper'}",False,1969,1,0,1486395548,1331403470,,9648952,CC BY-SA 3.0,https://stackoverflow.com/questions/9648952/how-to-save-template-craeted-by-digital-persona-into-database-through-java,How to save template craeted by Digital Persona into database through Java,,,,,,
1361,"['java', 'swing', 'redraw', 'swingx', 'jxtreetable']","{'account_id': 24075, 'reputation': 28900, 'user_id': 60956, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/906c0f71ce59f957527d739e9622c612?s=256&d=identicon&r=PG', 'display_name': 'Joel', 'link': 'https://stackoverflow.com/users/60956/joel'}",True,4991,6,1,1486389227,1332880308,1332880453.0,9897235,CC BY-SA 3.0,https://stackoverflow.com/questions/9897235/updating-jxtreetable-when-model-changes,Updating JxTreeTable when model changes,9945182.0,,,,,
1362,"['java', 'database', 'etl', 'talend']","{'account_id': 1251139, 'reputation': 614, 'user_id': 1211525, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/4c12838d9146b2b2f32164cfd915f446?s=256&d=identicon&r=PG', 'display_name': 'precose', 'link': 'https://stackoverflow.com/users/1211525/precose'}",True,5157,3,1,1486277783,1332796687,,9880036,CC BY-SA 3.0,https://stackoverflow.com/questions/9880036/error-could-not-find-the-main-class,Error: Could not find the main class,9897638.0,,,,,
1363,"['java', 'javafx-2']","{'account_id': 82278, 'reputation': 3784, 'user_id': 231464, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/159d70c9ff065456dc8254c48e7203fa?s=256&d=identicon&r=PG', 'display_name': 'jilt3d', 'link': 'https://stackoverflow.com/users/231464/jilt3d'}",True,31274,3,20,1486195475,1331137566,,9605346,CC BY-SA 3.0,https://stackoverflow.com/questions/9605346/how-to-make-javafx-2-0-choicebox-to-select-its-first-element,How to make JavaFX 2.0 ChoiceBox to select its first element,9605428.0,,,,,
1364,"['java', 'multithreading', 'concurrency', 'atomic']","{'account_id': 1136549, 'reputation': 18408, 'user_id': 1197249, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/1bd14b525fbc9b28f6ff37248ddc9074?s=256&d=identicon&r=PG', 'display_name': 'Jim', 'link': 'https://stackoverflow.com/users/1197249/jim'}",True,1689,2,4,1486165878,1333106705,1333107028.0,9942016,CC BY-SA 3.0,https://stackoverflow.com/questions/9942016/using-atomicinteger-safely-to-check-first,Using AtomicInteger safely to check first,9942207.0,,,,,
1365,['java'],"{'account_id': 1312011, 'reputation': 1857, 'user_id': 1259828, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/6d2e43713ae0d9219d62e6da7c8fb85f?s=256&d=identicon&r=PG', 'display_name': 'csss', 'link': 'https://stackoverflow.com/users/1259828/csss'}",True,732,2,0,1486159568,1332594458,1486159568.0,9852015,,https://stackoverflow.com/questions/9852015/warning-overridable-method-call-in-constructor-for-getters,Warning: Overridable method call in constructor...for getters?,,1486242051.0,Duplicate,,,
1366,['java'],"{'account_id': 1065043, 'reputation': 304, 'user_id': 1065841, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/a36759145a4d344d1f6901f782a2bf90?s=256&d=identicon&r=PG', 'display_name': 'Vitor Santos', 'link': 'https://stackoverflow.com/users/1065841/vitor-santos'}",True,1711,4,0,1486104982,1331567590,,9670341,CC BY-SA 3.0,https://stackoverflow.com/questions/9670341/copying-part-of-a-file-to-a-byte-array-in-java,Copying part of a File to a byte array in Java,9670402.0,,,,,
1367,"['java', 'database', 'web-applications', 'nosql', 'embedded-database']","{'account_id': 962952, 'reputation': 5885, 'user_id': 986890, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/b38ca05c2d7ebae9a3a75afb817af33f?s=256&d=identicon&r=PG', 'display_name': 'Cedric Martin', 'link': 'https://stackoverflow.com/users/986890/cedric-martin'}",True,32578,7,22,1485993353,1332167525,1332186776.0,9772058,,https://stackoverflow.com/questions/9772058/which-embedded-db-written-in-java-for-a-simple-key-value-store,Which embedded DB written in Java for a simple key/value store?,,1486049168.0,Not suitable for this site,,,
1368,"['java', 'spring', 'playframework-2.0', 'integration']","{'account_id': 255929, 'reputation': 22782, 'user_id': 536299, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/9b8612f4dbb037edc0f5ce82df05adde?s=256&d=identicon&r=PG', 'display_name': 'balteo', 'link': 'https://stackoverflow.com/users/536299/balteo'}",True,17634,4,20,1485973632,1331734662,1362055242.0,9703714,CC BY-SA 3.0,https://stackoverflow.com/questions/9703714/integrating-play-framework-2-0-and-spring-framework,Integrating Play framework 2.0 and Spring framework,9714534.0,,,,,
1369,"['java', 'gradle', 'test-suite', 'junit3']","{'account_id': 1306487, 'reputation': 151, 'user_id': 1255395, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e43db4c354a0e4dbf98724e4959a67a9?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/1255395/james'}",True,11001,1,15,1485965057,1331144059,1485965057.0,9606904,CC BY-SA 3.0,https://stackoverflow.com/questions/9606904/how-to-run-junit-testsuites-from-gradle,How to run Junit TestSuites from gradle?,,,,,,
1370,"['java', 'tcp', 'p2p']","{'account_id': 273532, 'reputation': 409, 'user_id': 565197, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/e663976294379ef3cdcb1923872b319b?s=256&d=identicon&r=PG', 'display_name': 'Ramon', 'link': 'https://stackoverflow.com/users/565197/ramon'}",True,1086,3,1,1485943831,1332225317,1485943831.0,9782311,CC BY-SA 3.0,https://stackoverflow.com/questions/9782311/java-tcp-so-resueaddr-cannot-connect,"Java TCP SO_RESUEADDR, cannot connect",,,,,,
1371,"['java', 'interface', 'wsdl', 'jaxb', 'xjc']","{'account_id': 323621, 'reputation': 10453, 'user_id': 643742, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/d735898289dc3174f1a9a17cf45070d0?s=256&d=identicon&r=PG', 'display_name': 'Franz Kafka', 'link': 'https://stackoverflow.com/users/643742/franz-kafka'}",False,6490,0,8,1485941654,1333027892,1485941654.0,9926402,,https://stackoverflow.com/questions/9926402/xjc-superinterface-and-superclass-only-for-all-classes,XJC superinterface and superclass only for all classes?,,1626160999.0,Duplicate,,,
1372,"['java', 'web-applications', 'tomcat', 'dns']","{'account_id': 422964, 'reputation': 32606, 'user_id': 802050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b64ecf035c26728e5e3635b940d2cd38?s=256&d=identicon&r=PG', 'display_name': 'M Sach', 'link': 'https://stackoverflow.com/users/802050/m-sach'}",True,7245,2,1,1485937444,1330843763,1485937444.0,9552975,CC BY-SA 3.0,https://stackoverflow.com/questions/9552975/how-to-access-the-local-web-application-with-domain-name-instead-of-localhost-ip,How to access the local web application with domain name instead of localhost/IP address?,9553016.0,,,,,
1373,"['java', 'tomcat', 'jpa', 'eclipselink']","{'account_id': 901540, 'reputation': 113, 'user_id': 937569, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://www.gravatar.com/avatar/bee37485f4facb7399379483fd7c014f?s=256&d=identicon&r=PG', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/937569/mike'}",True,5623,4,4,1485927363,1331090990,,9595400,CC BY-SA 3.0,https://stackoverflow.com/questions/9595400/enabling-jpa-static-weavingeclipselink,enabling JPA static weaving(eclipselink),,,,,,
1374,"['powershell', 'java']","{'account_id': 1713, 'reputation': 3663, 'user_id': 2312, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/9a5749cebd9dc80270311872daeac867?s=256&d=identicon&r=PG', 'display_name': 'cpuguru', 'link': 'https://stackoverflow.com/users/2312/cpuguru'}",True,4238,3,0,1485776574,1331418662,,9650755,CC BY-SA 3.0,https://stackoverflow.com/questions/9650755/how-can-you-programmatically-enable-disable-the-java-runtime-engine-on-windows,How can you programmatically enable &amp; disable the Java Runtime Engine on Windows?,9651027.0,,,,,
1375,"['c#', 'java', 'sockets', 'tcp', 'message']","{'account_id': 1235444, 'reputation': 935, 'user_id': 1199112, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/34efa32f8c76e4d82d50e88551ac2f98?s=256&d=identicon&r=PG', 'display_name': 'dontcare', 'link': 'https://stackoverflow.com/users/1199112/dontcare'}",True,2658,2,4,1485604690,1332917508,1485604690.0,9902495,CC BY-SA 3.0,https://stackoverflow.com/questions/9902495/java-c-socket-cant-receive-messages,Java &lt;-&gt; C# Socket: cant receive messages,9902607.0,,,,,
1376,"['java', 'hibernate', 'usertype']","{'account_id': 4892, 'reputation': 28375, 'user_id': 7581, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/6b3407202ad40e256721bbfb877481e8?s=256&d=identicon&r=PG', 'display_name': 'itsadok', 'link': 'https://stackoverflow.com/users/7581/itsadok'}",True,675,1,4,1485597185,1332433964,1495535367.0,9826567,CC BY-SA 3.0,https://stackoverflow.com/questions/9826567/how-to-avoid-excessive-hibernate-flushes-to-db,How to avoid excessive hibernate flushes to DB,9828055.0,,,,,
1377,"['java', 'android', 'jsoup']","{'account_id': 1365449, 'reputation': 81, 'user_id': 1301977, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7672fb57cdebf47e12ddf839256fb59?s=256&d=identicon&r=PG', 'display_name': 'red', 'link': 'https://stackoverflow.com/users/1301977/red'}",True,15453,8,8,1485554587,1333061720,1333070155.0,9934744,CC BY-SA 3.0,https://stackoverflow.com/questions/9934744/android-java-lang-noclassdeffounderror-org-jsoup-jsoup,Android java.lang.NoClassDefFoundError: org.jsoup.Jsoup,,,,,,
