,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
1024,"['java', 'spring']","{'account_id': 1622559, 'reputation': 447, 'user_id': 1498826, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/06cbf2e6558e33990ae172a66b1df020?s=256&d=identicon&r=PG', 'display_name': 'Sachin', 'link': 'https://stackoverflow.com/users/1498826/sachin'}",True,12965,4,8,1525265456,1345745859,12097765,CC BY-SA 3.0,https://stackoverflow.com/questions/12097765/javamail-with-spring-missing-imports,JavaMail with Spring - Missing Imports,12097822.0,1345748464.0,,,,,,
1025,"['java', 'linkedhashmap']","{'account_id': 1332214, 'reputation': 881, 'user_id': 1275859, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/755d5900a9150b1000e49725eed7c944?s=256&d=identicon&r=PG', 'display_name': 'Ramin', 'link': 'https://stackoverflow.com/users/1275859/ramin'}",True,78786,4,52,1524732251,1346265349,12184378,CC BY-SA 3.0,https://stackoverflow.com/questions/12184378/sorting-linkedhashmap,Sorting LinkedHashMap,27860358.0,1392807310.0,,,,,,
1026,['java'],"{'account_id': 556812, 'reputation': 3131, 'user_id': 919023, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8dc9e51d605b58d9aa0ccb94eaa08900?s=256&d=identicon&r=PG', 'display_name': 'mbrc', 'link': 'https://stackoverflow.com/users/919023/mbrc'}",True,15874,4,3,1524662599,1346267103,12184857,CC BY-SA 3.0,https://stackoverflow.com/questions/12184857/replace-substring-in-string-when-string-contains-characters,replace substring in string when string contains [] characters,12184868.0,,,,,,,
1027,"['java', 'utf-8', 'localization', 'ide']","{'account_id': 1761101, 'reputation': 1021, 'user_id': 1608208, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4sgod.jpg?s=256&g=1', 'display_name': 'TheRusskiy', 'link': 'https://stackoverflow.com/users/1608208/therusskiy'}",True,78,1,1,1524457828,1345255529,12015248,CC BY-SA 3.0,https://stackoverflow.com/questions/12015248/java-my-distrib-differs-from-ide-debugging,Java: my distrib differs from IDE debugging,12038324.0,1524457715.0,,,,,,
1028,"['java', 'apache', 'maven', 'windows-xp']","{'account_id': 285919, 'reputation': 42774, 'user_id': 584862, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/fac9a26740fdcf5ac05580a3f225274a?s=256&d=identicon&r=PG&f=1', 'display_name': 'mre', 'link': 'https://stackoverflow.com/users/584862/mre'}",True,124790,28,27,1524361519,1344538591,11890116,CC BY-SA 3.0,https://stackoverflow.com/questions/11890116/apache-maven-install-mvn-not-recognized-as-an-internal-or-external-command-a,Apache Maven install &quot;&#39;mvn&#39; not recognized as an internal or external command&quot; after setting OS environmental variables?,11890275.0,1344538945.0,,,,,1524361648.0,
1029,"['java', 'eclipse', 'project', 'invisible']","{'account_id': 1741929, 'reputation': 143, 'user_id': 1593085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b4a9c88b2085e4db67423453b4540d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aykut Akin', 'link': 'https://stackoverflow.com/users/1593085/aykut-akin'}",True,29961,7,11,1524294738,1344755561,11920392,CC BY-SA 3.0,https://stackoverflow.com/questions/11920392/eclipse-does-not-show-src-file,Eclipse does not show src file,11920414.0,1344756581.0,,,,,,
1030,"['java', 'maven', 'junit4', 'mockito', 'powermock']","{'account_id': 1650667, 'reputation': 2179, 'user_id': 1521346, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/VHHCo.jpg?s=256&g=1', 'display_name': 'Bhuvan', 'link': 'https://stackoverflow.com/users/1521346/bhuvan'}",True,21610,4,7,1524185885,1346304321,12190377,CC BY-SA 3.0,https://stackoverflow.com/questions/12190377/getting-javassist-notfoundexception-with-powermock-and-powerrule-in-junit-with-m,Getting javassist.NotFoundException with PowerMock and PowerRule in JUnit with Mockito,13043338.0,1524185885.0,,,,,,
1031,"['java', 'windows', 'calendar', 'weekday']","{'account_id': 370669, 'reputation': 26827, 'user_id': 718762, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ada36c55d9abe0a67c17ca6b17f8b2bf?s=256&d=identicon&r=PG', 'display_name': 'alwbtc', 'link': 'https://stackoverflow.com/users/718762/alwbtc'}",True,32468,4,8,1524146318,1344405979,11858565,CC BY-SA 3.0,https://stackoverflow.com/questions/11858565/how-to-set-first-day-of-week-in-a-java-application-calendar,How to set first day of week in a Java application calendar,11858721.0,,,,,,,
1032,"['java', 'directory', 'install4j']","{'account_id': 1771166, 'reputation': 31, 'user_id': 1615885, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80c457e3a6669e7f6c4a682b24f4ea63?s=256&d=identicon&r=PG', 'display_name': 'Anatoly Volkhover', 'link': 'https://stackoverflow.com/users/1615885/anatoly-volkhover'}",True,2408,2,3,1524129337,1345611512,12066525,CC BY-SA 3.0,https://stackoverflow.com/questions/12066525/customizing-installation-directory-in-install4j,customizing installation directory in install4j,,1524129337.0,,,,,,
1033,"['java', 'android', 'eclipse']","{'account_id': 339221, 'reputation': 1362, 'user_id': 668562, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/ae99dcf367cda92881d1df980dfebf2e?s=256&d=identicon&r=PG', 'display_name': 'olovholm', 'link': 'https://stackoverflow.com/users/668562/olovholm'}",True,76007,18,38,1524067014,1345638662,12073222,CC BY-SA 3.0,https://stackoverflow.com/questions/12073222/java-lang-object-cannot-be-resolved-in-eclipse,java.lang.Object cannot be resolved in Eclipse,12073264.0,1345638750.0,,,,,,
1034,"['java', 'mockito']","{'account_id': 1794858, 'reputation': 261, 'user_id': 1634477, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/faf4c8e0913d18be01ee9de4a8f73c9f?s=256&d=identicon&r=PG', 'display_name': 'Karl K', 'link': 'https://stackoverflow.com/users/1634477/karl-k'}",True,51606,4,22,1524066953,1346278504,12187274,CC BY-SA 3.0,https://stackoverflow.com/questions/12187274/mockito-exception-in-dothrow-that-looks-correct,Mockito exception in doThrow that looks correct,,1346312343.0,,,,,,
1035,['java'],"{'account_id': 1532785, 'reputation': 822, 'user_id': 1429570, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/31c821cb73f6b591496db7a96cbac41a?s=256&d=identicon&r=PG', 'display_name': 'kibar', 'link': 'https://stackoverflow.com/users/1429570/kibar'}",True,97,2,0,1523973125,1345846478,12117325,CC BY-SA 3.0,https://stackoverflow.com/questions/12117325/why-not-working-java-code,Why not working java code?,,,,,,,,
1036,"['java', 'sql-server-2008', 'exception-handling', 'raiserror']","{'account_id': 180488, 'reputation': 1236, 'user_id': 413832, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/QXpkc.png?s=256&g=1', 'display_name': 'SJ.Jafari', 'link': 'https://stackoverflow.com/users/413832/sj-jafari'}",True,3332,2,2,1523951429,1346135247,12153823,CC BY-SA 3.0,https://stackoverflow.com/questions/12153823/can-java-handle-exceptions-caused-by-ms-sql-server-raiseerror-command,Can java handle exceptions caused by MS SQL Server RAISEERROR command?,,,,,,,,
1037,"['java', 'design-patterns', 'chain-of-responsibility']","{'account_id': 21332, 'reputation': 5131, 'user_id': 51754, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/qP9ow.jpg?s=256&g=1', 'display_name': 'Bob Rivers', 'link': 'https://stackoverflow.com/users/51754/bob-rivers'}",True,3206,3,4,1523925960,1346290008,12188705,CC BY-SA 3.0,https://stackoverflow.com/questions/12188705/chain-of-responsibility-gof-disadvantages,Chain of Responsibility [GoF] disadvantages,,1352131104.0,,,,,,
1038,"['java', 'maven', 'classnotfoundexception', 'autowired']","{'account_id': 1486832, 'reputation': 366, 'user_id': 1394897, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://i.stack.imgur.com/pCxox.jpg?s=256&g=1', 'display_name': 'ThaisK', 'link': 'https://stackoverflow.com/users/1394897/thaisk'}",True,3825,1,0,1523616441,1343952064,11787517,CC BY-SA 3.0,https://stackoverflow.com/questions/11787517/maven-issue-dependencyclass-not-found-exception,Maven issue - dependency(class not found exception),11790168.0,,,,,,,
1039,"['java', 'android', 'android-layout', 'netbeans-7', 'android-xml']","{'account_id': 1151383, 'reputation': 35937, 'user_id': 1133011, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/hlWHy.jpg?s=256&g=1', 'display_name': 'David Kroukamp', 'link': 'https://stackoverflow.com/users/1133011/david-kroukamp'}",True,15272,7,17,1523614715,1344977363,11960501,CC BY-SA 3.0,https://stackoverflow.com/questions/11960501/dynamic-vs-xml-layout-in-android,Dynamic vs XML layout in Android?,11960645.0,1344979215.0,,,,,,
1040,"['java', 'jsp', 'properties', 'struts2']","{'account_id': 1750817, 'reputation': 5970, 'user_id': 1599937, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/cdffd485e82a55667e2ee992e5a6ff83?s=256&d=identicon&r=PG', 'display_name': 'Aleksei Bulgak', 'link': 'https://stackoverflow.com/users/1599937/aleksei-bulgak'}",True,9694,3,5,1523547281,1346410881,12213982,CC BY-SA 3.0,https://stackoverflow.com/questions/12213982/how-make-struts2-see-my-properties-file,How make struts2 see my properties file,12214122.0,1346411653.0,,,,,,
1041,"['java', 'hibernate']","{'account_id': 475785, 'reputation': 1135, 'user_id': 1342688, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/13ee98a4304c36dc3a4e6d8b24ac6153?s=256&d=identicon&r=PG', 'display_name': 'seesee', 'link': 'https://stackoverflow.com/users/1342688/seesee'}",True,6151,2,0,1523544802,1343975352,11790420,CC BY-SA 3.0,https://stackoverflow.com/questions/11790420/hibernate-projection-on-list-field-attribute-and-restricted-in,Hibernate Projection on list Field/Attribute and Restricted.in,,1495540547.0,,,,,,
1042,"['java', 'eclipse', 'ubuntu', 'lwjgl']","{'account_id': 1688193, 'reputation': 43, 'user_id': 1551054, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/203687fcdfd7d93d3f55ec166ece7ce2?s=256&d=identicon&r=PG', 'display_name': 'petergood', 'link': 'https://stackoverflow.com/users/1551054/petergood'}",True,67991,6,4,1523528664,1344491978,11877538,CC BY-SA 3.0,https://stackoverflow.com/questions/11877538/how-can-i-install-eclipse-and-java-sdk-on-ubuntu,How can I install Eclipse and Java SDK on Ubuntu?,12282934.0,1523528301.0,,,,,,
1043,"['java', 'cron', 'crontrigger']","{'account_id': 1135341, 'reputation': 525, 'user_id': 1120498, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/771d86849c340713dc54fcab41d37a33?s=256&d=identicon&r=PG', 'display_name': 'Pradeep Gamage', 'link': 'https://stackoverflow.com/users/1120498/pradeep-gamage'}",True,1213,1,0,1523439938,1344833632,11928357,CC BY-SA 3.0,https://stackoverflow.com/questions/11928357/java-cron-jobs-stop-for-one-hour-a-day,Java Cron Jobs Stop for one hour a day?,11928422.0,1523439693.0,,,,,,
1044,"['java', 'boolean', 'boolean-logic', 'boolean-expression']","{'account_id': 465431, 'reputation': 8886, 'user_id': 869501, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/9c40e9d2e586286153d9f04e1aa0ae23?s=256&d=identicon&r=PG', 'display_name': 'ateiob', 'link': 'https://stackoverflow.com/users/869501/ateiob'}",True,122357,7,39,1523394194,1344269040,11831881,,https://stackoverflow.com/questions/11831881/if-boolean-false-vs-if-boolean,if (boolean == false) vs. if (!boolean),11831904.0,1523394194.0,1344279833.0,exact duplicate,,,,
1045,"['java', 'jsf', 'glassfish', 'primefaces']","{'account_id': 930023, 'reputation': 141, 'user_id': 960056, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/50d699e4fd102b679fec32a2cd15579d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Viplime', 'link': 'https://stackoverflow.com/users/960056/viplime'}",True,589,2,0,1523178954,1344194101,11819305,CC BY-SA 3.0,https://stackoverflow.com/questions/11819305/how-to-terminate-running-a-java-method-or-java-class-in-jsf-primefaces-3-0,How to terminate running a Java method or Java class in JSF (PrimeFaces 3.0),11851105.0,1523178954.0,,,,,,
1046,"['java', 'spring-data', 'spring-data-jpa', 'spring-data-mongodb']","{'account_id': 1143154, 'reputation': 19275, 'user_id': 1126526, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/0d7e0c1d97a4a4c95ed04ed3d7a40c1d?s=256&d=identicon&r=PG', 'display_name': 'manish', 'link': 'https://stackoverflow.com/users/1126526/manish'}",False,3281,2,0,1523007958,1346140742,12155032,CC BY-SA 3.0,https://stackoverflow.com/questions/12155032/spring-data-mongodb-cross-store-plugin-and-jpa-prepersist-and-preupdate,Spring Data MongoDB Cross-Store plugin and JPA PrePersist and PreUpdate,,,,,,,,
1047,"['java', 'arrays', 'shapes', 'point']","{'account_id': 1067792, 'reputation': 27, 'user_id': 1067838, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d94cdf5ed3d2b703e19e094dc604e086?s=256&d=identicon&r=PG', 'display_name': 'RikudouSennin', 'link': 'https://stackoverflow.com/users/1067838/rikudousennin'}",True,1633,3,0,1522957699,1344176995,11817227,CC BY-SA 3.0,https://stackoverflow.com/questions/11817227/check-if-an-array-of-points-is-inside-an-array-of-rectangles,Check if an array of points is inside an array of rectangles?,11817282.0,1344195968.0,,,,,,
1048,"['java', 'solr', 'solrj']","{'account_id': 1088632, 'reputation': 1367, 'user_id': 1083775, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2096f1a98fc0a606cb9ff805792d1a77?s=256&d=identicon&r=PG', 'display_name': 'samy', 'link': 'https://stackoverflow.com/users/1083775/samy'}",True,7545,3,2,1522935699,1345561174,12057734,CC BY-SA 3.0,https://stackoverflow.com/questions/12057734/solr-cannot-delete-anything,solr cannot delete anything,12089436.0,1495540364.0,,,,,,
1049,"['java', 'ruby-on-rails', 'ruby', 'jsp', 'tomcat']","{'account_id': 251296, 'reputation': 4958, 'user_id': 528576, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4be855416e3bfe3abad7f46222192908?s=256&d=identicon&r=PG', 'display_name': 'andrewpthorp', 'link': 'https://stackoverflow.com/users/528576/andrewpthorp'}",True,891,4,2,1522914298,1344016440,11800847,CC BY-SA 3.0,https://stackoverflow.com/questions/11800847/jsp-tools-for-a-ruby-rails-developer,JSP tools for a Ruby/Rails developer?,11801652.0,,,,,,,
1050,"['java', 'eclipse', 'eclipse-plugin', 'eclipse-rcp', 'eclipse-cdt']","{'account_id': 1778841, 'reputation': 703, 'user_id': 1622060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8fba64e7dfd5edf3f322fdf2da457260?s=256&d=identicon&r=PG', 'display_name': 'vin-zhao', 'link': 'https://stackoverflow.com/users/1622060/vin-zhao'}",True,121388,6,52,1522837847,1345801723,12106980,,https://stackoverflow.com/questions/12106980/how-to-see-my-eclipse-version,How to see my Eclipse version?,,1435402640.0,1605880626.0,Duplicate,1412602133.0,,,
1051,"['java', 'mysql']","{'user_type': 'does_not_exist', 'display_name': 'user915303'}",True,1446,3,0,1522822797,1343901891,11775231,CC BY-SA 3.0,https://stackoverflow.com/questions/11775231/monitor-user-activities-of-an-application,Monitor user activities of an application,11775433.0,1397104029.0,,,,,,
1052,"['java', 'aop', 'aspectj']","{'account_id': 197413, 'reputation': 2583, 'user_id': 441478, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/79cb93f07e0b84edc79431048c714b7f?s=256&d=identicon&r=PG', 'display_name': 'MikePatel', 'link': 'https://stackoverflow.com/users/441478/mikepatel'}",True,10490,3,6,1522754786,1344356584,11850160,CC BY-SA 3.0,https://stackoverflow.com/questions/11850160/aspectj-execution-order-precedence-for-multiple-advice-within-one-aspect,AspectJ: execution order (precedence) for multiple advice within one aspect,12219682.0,1410188130.0,,,,,,
1053,"['java', 'javascript', 'primefaces']","{'account_id': 1612962, 'reputation': 2366, 'user_id': 1491414, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/LjCJo.png?s=256&g=1', 'display_name': 'Ganesa Vijayakumar', 'link': 'https://stackoverflow.com/users/1491414/ganesa-vijayakumar'}",False,182,0,0,1522559665,1344840526,11929376,CC BY-SA 3.0,https://stackoverflow.com/questions/11929376/getting-ie-script-error-in-primefaces-multiple-upload,Getting IE script Error in PrimeFaces multiple upload,,1522559665.0,,,,,,
1054,"['java', 'json', 'performance', 'rest', 'filtering']","{'user_type': 'does_not_exist', 'display_name': 'user1419625'}",False,1142,1,1,1522438742,1343989916,11793953,CC BY-SA 3.0,https://stackoverflow.com/questions/11793953/how-to-filter-json-data-with-good-performances,How to filter JSON data with good performances,,,,,,,,
1055,"['java', 'android', 'mobile', 'null', 'android-activity']","{'account_id': 1770773, 'reputation': 13, 'user_id': 1615600, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://graph.facebook.com/668138992/picture?type=large', 'display_name': 'luwum', 'link': 'https://stackoverflow.com/users/1615600/luwum'}",True,169,1,-1,1522372258,1345595523,12064900,CC BY-SA 3.0,https://stackoverflow.com/questions/12064900/android-4-1-nullpointerexception-between-activities,Android 4.1 NullPointerException between activities,,1522372258.0,,,,,,
1056,"['java', 'android']","{'account_id': 1292374, 'reputation': 1705, 'user_id': 1244217, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/69bc56d661a571fc2a7564cd6aec0d52?s=256&d=identicon&r=PG', 'display_name': 'Pari', 'link': 'https://stackoverflow.com/users/1244217/pari'}",True,51883,4,101,1522237416,1344409776,11859403,CC BY-SA 3.0,https://stackoverflow.com/questions/11859403/no-empty-constructor-when-create-a-service,No empty constructor when create a service,11859576.0,1495541443.0,,,,,,
1057,"['java', 'variables', 'path', 'cmd', 'external']","{'account_id': 1562412, 'reputation': 53, 'user_id': 1451989, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5da8c0fc5c21cb70f7276a4cba3bbd00?s=256&d=identicon&r=PG', 'display_name': 'Yabo9797', 'link': 'https://stackoverflow.com/users/1451989/yabo9797'}",True,3040,2,4,1521875711,1344521388,11885326,CC BY-SA 3.0,https://stackoverflow.com/questions/11885326/executing-an-external-program-with-path-variable-set-in-java,Executing an external program with path variable set in Java?,,1521875711.0,,,,,,
1058,"['java', 'radio-button', 'selenium-webdriver']","{'account_id': 1263502, 'reputation': 166, 'user_id': 1221291, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4bd58874b70d7859fddb5c80214500d5?s=256&d=identicon&r=PG', 'display_name': 'Alexandru Burghelea', 'link': 'https://stackoverflow.com/users/1221291/alexandru-burghelea'}",False,4340,2,0,1521822005,1343811283,11755823,CC BY-SA 3.0,https://stackoverflow.com/questions/11755823/selenium-selector-to-get-radiobutton-text,Selenium selector to get radiobutton text,,,,,,,,
1059,"['java', 'bufferedreader', 'inputstreamreader']","{'account_id': 301071, 'reputation': 9423, 'user_id': 608576, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/0063cb6121183aef7d8ccc64a3a52f0c?s=256&d=identicon&r=PG', 'display_name': 'Pit Digger', 'link': 'https://stackoverflow.com/users/608576/pit-digger'}",True,42838,2,11,1521818913,1346336721,12199142,CC BY-SA 3.0,https://stackoverflow.com/questions/12199142/closing-bufferedreader-and-inputstreamreader,Closing BufferedReader and InputStreamReader,12199273.0,1346337332.0,,,,,,
1060,"['java', 'maven', 'deployment', 'jar', 'native']","{'account_id': 74486, 'reputation': 104268, 'user_id': 214010, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/2bfafb4d16a6dc78abef970bcab9ca97?s=256&d=identicon&r=PG', 'display_name': 'mikera', 'link': 'https://stackoverflow.com/users/214010/mikera'}",True,12786,3,19,1521809960,1345461044,12036607,CC BY-SA 3.0,https://stackoverflow.com/questions/12036607/bundle-native-dependencies-in-runnable-jar-with-maven,Bundle native dependencies in runnable .jar with Maven,12040310.0,1345462414.0,,,,,,
1061,"['java', 'eclipse', 'logging', 'jboss', 'log4j']","{'account_id': 1400520, 'reputation': 521, 'user_id': 1329402, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/e86d07252e328d03678f1fe81101b5b2?s=256&d=identicon&r=PG', 'display_name': 'srp', 'link': 'https://stackoverflow.com/users/1329402/srp'}",True,1515,2,1,1521734502,1345482228,12041919,CC BY-SA 3.0,https://stackoverflow.com/questions/12041919/logger-is-printing-the-message-twice-and-some-times-even-more-for-the-whole-prog,Logger is printing the message twice and some times even more for the whole program,,1345482899.0,,,,,,
1062,"['java', 'performance', 'jvm', 'jit']","{'account_id': 440158, 'reputation': 315374, 'user_id': 829571, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/zflGZ.png?s=256&g=1', 'display_name': 'assylias', 'link': 'https://stackoverflow.com/users/829571/assylias'}",True,880,2,19,1521641579,1345456900,12035676,CC BY-SA 3.0,https://stackoverflow.com/questions/12035676/performance-explanation-code-runs-slower-after-warm-up,Performance Explanation: code runs slower after warm up,12041431.0,1345470294.0,,,,,,
1063,"['java', 'swing', 'submenu', 'jmenu', 'jmenubar']","{'account_id': 1292246, 'reputation': 583, 'user_id': 1244113, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/43152806c51ba2000366961d87a8f8ef?s=256&d=identicon&r=PG', 'display_name': 'springcorn', 'link': 'https://stackoverflow.com/users/1244113/springcorn'}",True,4122,2,0,1521634386,1345943024,12126922,CC BY-SA 3.0,https://stackoverflow.com/questions/12126922/jmenu-submenu-little-arrow-icon-indicator,JMenu submenu little arrow icon indicator,,,,,,,,
1064,"['java', 'spring', 'spring-security']","{'account_id': 1023515, 'reputation': 4853, 'user_id': 1033305, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d33c4b3799dcf69819fbc055234e6ad6?s=256&d=identicon&r=PG', 'display_name': 'Raheel', 'link': 'https://stackoverflow.com/users/1033305/raheel'}",True,45443,9,25,1521543257,1344324379,11841156,CC BY-SA 3.0,https://stackoverflow.com/questions/11841156/preauthorize-annotation-not-working-spring-security,@PreAuthorize annotation not working spring security,11842154.0,1493286058.0,,,,,,
1065,"['java', 'keylistener', 'keylogger']","{'account_id': 1792043, 'reputation': 433, 'user_id': 1632191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f91c750dd104779abe4eecbcbdbeb6a5?s=256&d=identicon&r=PG', 'display_name': 'Arghya Chakraborty', 'link': 'https://stackoverflow.com/users/1632191/arghya-chakraborty'}",True,69466,6,22,1521540393,1346241623,12177416,,https://stackoverflow.com/questions/12177416/how-can-i-write-a-key-listener-to-track-all-keystrokes-in-java,How can I write a key listener to track all keystrokes in Java?,12215311.0,1521540393.0,1429745699.0,Needs more focus,,,,
1066,"['java', 'string']","{'account_id': 1758692, 'reputation': 945, 'user_id': 1606340, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/cccc913650a83f717cfbd907dfdb4b9e?s=256&d=identicon&r=PG', 'display_name': 'Kumar', 'link': 'https://stackoverflow.com/users/1606340/kumar'}",True,43252,6,11,1521482579,1345191736,12002264,,https://stackoverflow.com/questions/12002264/removing-unfilled-values-or-null-values-from-array-of-string-in-java,Removing unfilled values or null values from array of String in Java,12002489.0,1345273991.0,1659548856.0,Duplicate,,,,
1067,"['java', 'authentication', 'httpclient', 'connection-pooling']","{'account_id': 244528, 'reputation': 11339, 'user_id': 517408, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/oKTKN.png?s=256&g=1', 'display_name': 'dov.amir', 'link': 'https://stackoverflow.com/users/517408/dov-amir'}",False,256,0,1,1521474602,1345569176,12059820,CC BY-SA 3.0,https://stackoverflow.com/questions/12059820/apache-httpclient-3-multi-threaded-with-different-credential-for-each-request,"Apache HttpClient 3, multi threaded with different credential for each request",,1521474602.0,,,,,,
1068,"['java', 'android']","{'account_id': 112408, 'reputation': 8292, 'user_id': 296516, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/be7c7025a59edf147de15a2b6fed9b88?s=256&d=identicon&r=PG', 'display_name': 'Roger Travis', 'link': 'https://stackoverflow.com/users/296516/roger-travis'}",True,443,2,1,1521426426,1344362680,11851579,CC BY-SA 3.0,https://stackoverflow.com/questions/11851579/utf-8-not-working-with-cyrillic-text-from-raw-folder,UTF-8 not working with Cyrillic text from raw folder,,1521426426.0,,,,,,
1069,"['java', 'http']","{'account_id': 320446, 'reputation': 4052, 'user_id': 638734, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/8980ee76cb4a78111b10b064a884fd20?s=256&d=identicon&r=PG&f=1', 'display_name': 'RandomUser', 'link': 'https://stackoverflow.com/users/638734/randomuser'}",True,17432,4,5,1521135736,1345128061,11989651,CC BY-SA 3.0,https://stackoverflow.com/questions/11989651/best-way-to-parse-http-headers-from-http-request-string-using-no-3rd-party-libs,Best way to parse HTTP headers from HTTP request String using no 3rd party libs (Core Java),,1345128398.0,,,,,,
1070,"['java', 'reflection', 'avro']","{'account_id': 365991, 'reputation': 4485, 'user_id': 711243, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/a80fbc612794cecd56321429821f44de?s=256&d=identicon&r=PG', 'display_name': 'fodon', 'link': 'https://stackoverflow.com/users/711243/fodon'}",True,26845,1,25,1520968820,1344435382,11866466,CC BY-SA 3.0,https://stackoverflow.com/questions/11866466/using-apache-avro-reflect,Using apache avro reflect,11871250.0,1520968820.0,,,1542809241.0,,,
1071,"['java', 'android', 'networking', 'android-intent', 'android-service']","{'account_id': 1295520, 'reputation': 842, 'user_id': 1246683, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/0NpZp.jpg?s=256&g=1', 'display_name': 'Zeeshan Chaudhry', 'link': 'https://stackoverflow.com/users/1246683/zeeshan-chaudhry'}",True,31956,2,25,1520965327,1346148774,12157130,CC BY-SA 3.0,https://stackoverflow.com/questions/12157130/internet-listener-android-example,Internet listener Android example,12157194.0,1520965327.0,,,,,,
1072,"['java', 'android', 'android-manifest', 'searchbar']","{'account_id': 1225525, 'reputation': 693, 'user_id': 1191132, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9a59b6693ad952d8e4756d786abb8677?s=256&d=identicon&r=PG', 'display_name': 'myselfesteem', 'link': 'https://stackoverflow.com/users/1191132/myselfesteem'}",True,6176,7,9,1520950154,1344410096,11859479,CC BY-SA 3.0,https://stackoverflow.com/questions/11859479/search-bar-widget-not-starting-searchable-activity,Search bar widget not starting searchable activity,30488749.0,,,,,,,
