,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,protected_date,locked_date,migrated_from,community_owned_date
1075,"['java', 'javascript', 'date', 'timezone']","{'account_id': 239851, 'reputation': 1730, 'user_id': 509723, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/1a509f75ebbe42715511f75e0cc98c88?s=256&d=identicon&r=PG', 'display_name': 'ike3', 'link': 'https://stackoverflow.com/users/509723/ike3'}",True,4947,8933149.0,3,8,1497670127,1326901753,,8913059,CC BY-SA 3.0,https://stackoverflow.com/questions/8913059/javascript-date-and-java-util-date-constructor-argument,Javascript Date and java.util.Date constructor argument,,,,,,
1076,"['java', 'web-services', 'cxf', 'webservice-client']","{'account_id': 164943, 'reputation': 2941, 'user_id': 388038, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/05cfb2b829ec577360f6d31e736120b1?s=256&d=identicon&r=PG', 'display_name': 'Andr&#233; Ricardo', 'link': 'https://stackoverflow.com/users/388038/andr%c3%a9-ricardo'}",True,13326,9069435.0,4,19,1497617199,1327949529,1327950504.0,9069138,CC BY-SA 3.0,https://stackoverflow.com/questions/9069138/apache-cxf-client-loads-fine-in-eclipse-but-standalone-jar-throws-nullpointerexc,Apache CXF client loads fine in Eclipse but standalone jar throws NullpointerException in WSDLServiceFactory,,,,,,
1077,"['java', 'midi']","{'account_id': 259420, 'reputation': 2525, 'user_id': 542285, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/6bab902fc73b103648924f4b2bdc4e90?s=256&d=identicon&r=PG', 'display_name': 'james', 'link': 'https://stackoverflow.com/users/542285/james'}",True,7646,9049800.0,2,4,1497417558,1327458760,1497417558.0,8997196,CC BY-SA 3.0,https://stackoverflow.com/questions/8997196/writing-midi-files-in-java,Writing Midi Files in Java,,,,,,
1078,"['java', 'swing', 'jtextarea']","{'account_id': 378519, 'reputation': 10839, 'user_id': 731284, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/25dab8f6c3f207de985f845a790d2aa3?s=256&d=identicon&r=PG', 'display_name': 'Arun Badole', 'link': 'https://stackoverflow.com/users/731284/arun-badole'}",True,4953,9031757.0,2,1,1497394621,1327659238,1497394621.0,9031722,CC BY-SA 3.0,https://stackoverflow.com/questions/9031722/how-to-give-different-2-color-to-text-written-in-jtextarea,How to give different - 2 color to text written in JTextArea?,,,,,,
1079,"['java', 'android', 'unity3d']","{'account_id': 922075, 'reputation': 1039, 'user_id': 953579, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/14ad7e9a918c1bb37e7e54bcffd43efe?s=256&d=identicon&r=PG', 'display_name': 'Mindaugas Svirskas', 'link': 'https://stackoverflow.com/users/953579/mindaugas-svirskas'}",False,135,,1,0,1497271551,1327402042,1332506205.0,8985473,CC BY-SA 3.0,https://stackoverflow.com/questions/8985473/combine-2-apks-together-so-they-are-installed-together,Combine 2 apks together so they are installed together,,,,,,
1080,"['java', 'java-threads']","{'account_id': 1153114, 'reputation': 3252, 'user_id': 1134412, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/fUFFu.jpg?s=256&g=1', 'display_name': 'chathura', 'link': 'https://stackoverflow.com/users/1134412/chathura'}",True,2828,8877375.0,5,0,1496926609,1326701807,1496926609.0,8877220,CC BY-SA 3.0,https://stackoverflow.com/questions/8877220/run-method-in-thread-class,run method in Thread class,,,,,,
1081,"['java', 'rest', 'jersey']","{'account_id': 441225, 'reputation': 675, 'user_id': 831203, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/21e5151cdeff482e38e3e52dc43f6884?s=256&d=identicon&r=PG', 'display_name': 'avanderw', 'link': 'https://stackoverflow.com/users/831203/avanderw'}",True,11438,8939307.0,4,24,1496855238,1327049187,1495542833.0,8938752,CC BY-SA 3.0,https://stackoverflow.com/questions/8938752/why-use-a-framework-for-restful-services-in-java-instead-of-vanilla-servlets,Why use a framework for RESTful services in Java instead of vanilla servlets,,,,,,
1082,"['java', 'android']","{'account_id': 970733, 'reputation': 1727, 'user_id': 993346, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f6bf70eb06787316ed2fc6e8a7fcda31?s=256&d=identicon&r=PG', 'display_name': 'Matt', 'link': 'https://stackoverflow.com/users/993346/matt'}",True,62493,8969815.0,4,10,1496771184,1327312615,,8969805,CC BY-SA 3.0,https://stackoverflow.com/questions/8969805/arraylist-limit-to-hold-10-values,ArrayList Limit to hold 10 Values,,,,,,
1083,"['java', 'threadpool', 'executor']","{'account_id': 1149609, 'reputation': 92, 'user_id': 1131594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bd4f58c602d4bc3686eb9e5e4a552244?s=256&d=identicon&r=PG', 'display_name': 'arosima', 'link': 'https://stackoverflow.com/users/1131594/arosima'}",True,4510,8740082.0,3,2,1496661832,1325752263,,8739591,CC BY-SA 3.0,https://stackoverflow.com/questions/8739591/how-to-keep-core-threads-alive-and-die-out-excess-threads-in-threadpoolexecutor,How to keep core threads alive and die out excess threads in ThreadPoolExecutor? keepAliveTime doesn&#39;t work as expected,,,,,,
1084,"['java', 'regex', 'string']","{'account_id': 162919, 'reputation': 52214, 'user_id': 384706, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/4d4c5200e64564047976e390fa9ed1cc?s=256&d=identicon&r=PG', 'display_name': 'Cratylus', 'link': 'https://stackoverflow.com/users/384706/cratylus'}",True,113075,8938549.0,3,105,1496350571,1327047572,,8938498,CC BY-SA 3.0,https://stackoverflow.com/questions/8938498/get-the-index-of-a-pattern-in-a-string-using-regex,Get the index of a pattern in a string using regex,,,,,,
1085,"['java', 'switch-statement']","{'account_id': 439808, 'reputation': 5854, 'user_id': 828983, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/0ce15a88f45d63cc7d987f04a70a09e3?s=256&d=identicon&r=PG', 'display_name': 'Ank', 'link': 'https://stackoverflow.com/users/828983/ank'}",True,14539,8842116.0,6,3,1496299382,1326401509,,8842109,CC BY-SA 3.0,https://stackoverflow.com/questions/8842109/switch-case-with-string-java,Switch Case with string Java,,,,,,
1086,"['java', 'google-app-engine', 'servlets', 'deployment']","{'account_id': 1189961, 'reputation': 303, 'user_id': 1163009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/927f90874e561c0a8d55cc838771bf0d?s=256&d=identicon&r=PG', 'display_name': 'user1163009', 'link': 'https://stackoverflow.com/users/1163009/user1163009'}",True,66637,8972787.0,4,26,1496295353,1327196165,1327327194.0,8958267,CC BY-SA 3.0,https://stackoverflow.com/questions/8958267/java-lang-verifyerror-expecting-a-stackmap-frame,java.lang.VerifyError: Expecting a stackmap frame,,,,,,
1087,"['java', 'android', 'exception', 'callback', 'camera']","{'account_id': 482539, 'reputation': 8432, 'user_id': 896997, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/OaJnY.jpg?s=256&g=1', 'display_name': 'tom91136', 'link': 'https://stackoverflow.com/users/896997/tom91136'}",True,46080,13358179.0,9,60,1496055289,1326619792,1394643066.0,8868732,CC BY-SA 3.0,https://stackoverflow.com/questions/8868732/method-called-after-release-exception-unable-to-resume-with-android-camera,method called after release() exception unable to resume with android camera,,,,,,
1088,"['java', 'format', 'return', 'currency']","{'account_id': 164781, 'reputation': 4852, 'user_id': 387774, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/d0f131a1ed3db917bdfe5567758a755f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Some Java Guy', 'link': 'https://stackoverflow.com/users/387774/some-java-guy'}",True,3515,8699419.0,2,4,1495804089,1325497478,1488400177.0,8699359,CC BY-SA 3.0,https://stackoverflow.com/questions/8699359/creating-a-util-class,Creating a Util class,,,,,,
1089,"['java', 'android', 'mysql', 'database']","{'account_id': 1147622, 'reputation': 45, 'user_id': 1130045, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/489d06c60b27aba942f4a49bb6f6ad16?s=256&d=identicon&r=PG', 'display_name': 'PJChamb', 'link': 'https://stackoverflow.com/users/1130045/pjchamb'}",True,1100,,2,3,1495799862,1325697278,,8730992,CC BY-SA 3.0,https://stackoverflow.com/questions/8730992/best-way-to-implement-news-feed-similar-to-sky-news-app,Best way to implement news feed - similar to sky news app,,,,,,
1090,"['java', 'datetime']","{'account_id': 890176, 'reputation': 12215, 'user_id': 928611, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/da05aaa7485715ca1f59f19a6ba69d7a?s=256&d=identicon&r=PG', 'display_name': 'Jacek Kwiecień', 'link': 'https://stackoverflow.com/users/928611/jacek-kwiecie%c5%84'}",True,27476,8821496.0,1,27,1495730004,1326294125,1495730004.0,8821457,,https://stackoverflow.com/questions/8821457/get-the-number-of-days-in-the-current-month-in-java,Get the number of days in the current month in Java,1326305124.0,exact duplicate,,,,
1091,"['java', 'android', 'c++', 'c', 'android-ndk']","{'account_id': 952133, 'reputation': 2044, 'user_id': 1039175, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/cd2ddd8dbd08c635e1aac45238dd77fa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aristarhys', 'link': 'https://stackoverflow.com/users/1039175/aristarhys'}",True,11018,8922868.0,2,20,1495502453,1326959140,1495502453.0,8922608,CC BY-SA 3.0,https://stackoverflow.com/questions/8922608/android-ndk-write-only-in-c-c,Android NDK - write only in C/C++,,,,,,
1092,"['java', 'excel', 'apache-poi', 'poi-hssf']","{'account_id': 1206351, 'reputation': 1399, 'user_id': 1175892, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/RzAHj.jpg?s=256&g=1', 'display_name': 'lv10', 'link': 'https://stackoverflow.com/users/1175892/lv10'}",True,105460,9050159.0,2,12,1495374025,1327798366,1327802047.0,9049995,CC BY-SA 3.0,https://stackoverflow.com/questions/9049995/java-poi-how-to-find-an-excel-cell-with-a-string-value-and-get-its-position-ro,Java POI: How to find an Excel cell with a string value and get its position (row) to use that position to find another cell,,,1495374759.0,,,
1093,"['java', 'ajax', 'struts', 'dwr']","{'account_id': 422964, 'reputation': 32606, 'user_id': 802050, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/b64ecf035c26728e5e3635b940d2cd38?s=256&d=identicon&r=PG', 'display_name': 'M Sach', 'link': 'https://stackoverflow.com/users/802050/m-sach'}",True,284,8909137.0,2,0,1495173982,1326884992,1495173982.0,8909073,CC BY-SA 3.0,https://stackoverflow.com/questions/8909073/how-ajax-makes-the-data-retrieval-faster-than-struts,How Ajax makes the data retrieval faster than Struts?,,,,,,
1094,"['java', 'regex', 'validation']","{'account_id': 457819, 'reputation': 93, 'user_id': 857345, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/b4dd4d3188a20849197f587ee1817e3a?s=256&d=identicon&r=PG', 'display_name': 'Amit T', 'link': 'https://stackoverflow.com/users/857345/amit-t'}",True,1368,,4,1,1495129858,1327326229,1495129858.0,8972589,CC BY-SA 3.0,https://stackoverflow.com/questions/8972589/java-string-validation-only-one-alphanumeric-with-regex,Java String validation only one alphanumeric with Regex,,,,,,
1095,"['java', 'firefox', 'struts2', 'download']","{'account_id': 241288, 'reputation': 1813, 'user_id': 512008, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/448ca322d67d9128f2eee868243f9e47?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gnanz', 'link': 'https://stackoverflow.com/users/512008/gnanz'}",True,11475,9062982.0,1,0,1495098255,1327909008,1327910950.0,9060711,CC BY-SA 3.0,https://stackoverflow.com/questions/9060711/dynamic-file-download-in-struts2,Dynamic file download in Struts2,,,,,,
1096,"['java', 'debugging', 'intellij-idea']","{'account_id': 112379, 'reputation': 36767, 'user_id': 296452, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/15ba69c4116f6646b861202252d953ab?s=256&d=identicon&r=PG', 'display_name': 'Andreas Wederbrand', 'link': 'https://stackoverflow.com/users/296452/andreas-wederbrand'}",True,7989,,6,8,1495070246,1326458318,1326460693.0,8850698,CC BY-SA 3.0,https://stackoverflow.com/questions/8850698/debugger-only-stops-at-breakpoints-will-not-step-over,"Debugger only stops at breakpoints, will not &quot;step over&quot;",,,,,,
1097,"['java', 'performance', 'ibatis', 'resultset']","{'account_id': 153779, 'reputation': 1935, 'user_id': 369280, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/39c0c27f3095c7f06790272b5dace2ec?s=256&d=identicon&r=PG', 'display_name': 'nkukhar', 'link': 'https://stackoverflow.com/users/369280/nkukhar'}",True,19340,8852383.0,2,10,1494965888,1326459938,1375401095.0,8851044,CC BY-SA 3.0,https://stackoverflow.com/questions/8851044/how-to-set-fetchsize-for-ibatis-select-statement,How to set fetchSize for iBatis select statement,,,,,,
1098,['java'],"{'account_id': 1185591, 'reputation': 61, 'user_id': 1159640, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1b5bcfafb4a9cc4f71928845ba38e1d8?s=256&d=identicon&r=PG', 'display_name': 'rainmaker', 'link': 'https://stackoverflow.com/users/1159640/rainmaker'}",True,1575,8934844.0,8,5,1494929729,1327014211,1494929729.0,8934674,CC BY-SA 3.0,https://stackoverflow.com/questions/8934674/java-immutable-strings-confusion,Java immutable strings confusion,,,,,,
1099,"['java', 'jpa', 'relationship', 'jpa-2.0']","{'account_id': 422580, 'reputation': 9042, 'user_id': 801434, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/88f8280660d755809a4a44019a972f69?s=256&d=identicon&r=PG', 'display_name': 'Mr.J4mes', 'link': 'https://stackoverflow.com/users/801434/mr-j4mes'}",True,338,9080504.0,2,-1,1494614256,1328003727,1494614256.0,9077480,CC BY-SA 3.0,https://stackoverflow.com/questions/9077480/jpa-onetomany-relationship-table-does-not-have-enough-columns,JPA @OneToMany relationship table does not have enough columns,,,,,,
1100,"['java', 'statistics', 'ibm-mq']","{'account_id': 181066, 'reputation': 25531, 'user_id': 414813, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/83284c54c3fc960dcdf8844ed92227d7?s=256&d=identicon&r=PG', 'display_name': 'CAFxX', 'link': 'https://stackoverflow.com/users/414813/cafxx'}",True,14702,9070457.0,1,4,1494606397,1327942862,1494606397.0,9067657,CC BY-SA 3.0,https://stackoverflow.com/questions/9067657/getting-mq-queue-statistics-in-java,Getting MQ queue statistics in Java,,,,,,
1101,"['java', 'file', 'text', 'save', 'writefile']","{'account_id': 1202137, 'reputation': 143, 'user_id': 1172565, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/8c57348da374ca6bb0b4d1a1fb2f0a1d?s=256&d=identicon&r=PG', 'display_name': 'Rabiani', 'link': 'https://stackoverflow.com/users/1172565/rabiani'}",True,22305,9058046.0,4,6,1494599394,1327881381,,9057935,CC BY-SA 3.0,https://stackoverflow.com/questions/9057935/save-java-txt-file-to-folder,Save Java txt file to folder,,,,,,
1102,"['java', 'android', 'android-mediaplayer']","{'account_id': 1141033, 'reputation': 39, 'user_id': 1124925, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/71d964199823c752eddbeedad3254517?s=256&d=identicon&r=PG', 'display_name': 'lawrence', 'link': 'https://stackoverflow.com/users/1124925/lawrence'}",True,339,,5,0,1494452970,1325413544,,8692684,CC BY-SA 3.0,https://stackoverflow.com/questions/8692684/android-mediaplayer,Android Mediaplayer,,,,,,
1103,['java'],"{'user_type': 'does_not_exist', 'display_name': 'anon'}",True,79783,8839926.0,5,8,1494402126,1326389611,,8839541,CC BY-SA 3.0,https://stackoverflow.com/questions/8839541/hostname-in-certificate-didnt-match,Hostname in certificate didn&#39;t match?,,,,,,
1104,"['java', 'arrays', 'string', 'object', 'field']","{'account_id': 1006996, 'reputation': 18605, 'user_id': 1020470, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/155b46c9d301fa5a4c1a2a9ad4f2849e?s=256&d=identicon&r=PG', 'display_name': 'Mark Mikofski', 'link': 'https://stackoverflow.com/users/1020470/mark-mikofski'}",True,1634,8931993.0,1,1,1494391610,1327000673,1494391610.0,8931930,CC BY-SA 3.0,https://stackoverflow.com/questions/8931930/concatenate-fields-from-array-of-java-objects,concatenate fields from array of Java objects,,,,,,
1105,"['java', 'spring', 'hibernate', 'spring-mvc', 'autowired']","{'account_id': 1190548, 'reputation': 4607, 'user_id': 1163457, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/5b99a680509af6adfc6a55747e9fdcfe?s=256&d=identicon&r=PG', 'display_name': 'dtrunk', 'link': 'https://stackoverflow.com/users/1163457/dtrunk'}",True,237508,8961439.0,8,59,1494320729,1327237639,1369729909.0,8961275,CC BY-SA 3.0,https://stackoverflow.com/questions/8961275/no-matching-bean-of-type-found-for-dependency,No matching bean of type ... found for dependency,,,1455561053.0,,,
1106,"['java', 'scala', 'singleton', 'scala-java-interop', 'option-type']","{'account_id': 266342, 'reputation': 7262, 'user_id': 553865, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/zS3Wy.jpg?s=256&g=1', 'display_name': 'Mike Slinn', 'link': 'https://stackoverflow.com/users/553865/mike-slinn'}",True,8697,9059693.0,6,29,1494259545,1327899250,1359006729.0,9059511,CC BY-SA 3.0,https://stackoverflow.com/questions/9059511/accessing-scala-none-from-java,Accessing scala.None from Java,,,,,,
1107,"['java', 'jsf', 'tomcat', 'primefaces', 'el']","{'account_id': 169876, 'reputation': 2154, 'user_id': 396216, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/AdeT5.jpg?s=256&g=1', 'display_name': 'Murat Derya &#214;zen', 'link': 'https://stackoverflow.com/users/396216/murat-derya-%c3%96zen'}",True,13580,8798227.0,4,1,1494156914,1326142155,1495540956.0,8795009,CC BY-SA 3.0,https://stackoverflow.com/questions/8795009/cannot-pass-arguments-to-a-method-through-el-javax-el-methodnotfoundexception,Cannot pass arguments to a method through EL - javax.el.MethodNotFoundException,,,,,,
1108,"['java', 'url', 'resteasy']","{'account_id': 250780, 'reputation': 4753, 'user_id': 527699, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b63f6bfaf413d0e0f63b93cf1081744c?s=256&d=identicon&r=PG', 'display_name': 'Romi', 'link': 'https://stackoverflow.com/users/527699/romi'}",True,10563,8973516.0,4,4,1494153106,1327326231,,8972590,CC BY-SA 3.0,https://stackoverflow.com/questions/8972590/resteasy-path-with-zero-or-more-path-parameters,Resteasy @path with zero or more path parameters,,,,,,
1109,"['java', 'file', 'tomcat', 'grails', 'groovy']","{'account_id': 1149905, 'reputation': 63, 'user_id': 1131834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76ed90ed851305c90776cbc5449966ad?s=256&d=identicon&r=PG', 'display_name': 'funnypixy', 'link': 'https://stackoverflow.com/users/1131834/funnypixy'}",True,3340,8742037.0,3,5,1494041303,1325763084,1495535495.0,8741762,CC BY-SA 3.0,https://stackoverflow.com/questions/8741762/too-many-open-files-in-a-grails-application-how-do-i-close-opened-files-and,&quot;Too many open files&quot; in a grails application - how do I close opened files and streams correctly?,,,,,,
1110,"['java', 'android', 'sockets', 'nio', 'multiplayer']","{'account_id': 1144545, 'reputation': 53, 'user_id': 1127610, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac5afb134cbfcbde2d7dc38814e479f1?s=256&d=identicon&r=PG', 'display_name': 'Thom-', 'link': 'https://stackoverflow.com/users/1127610/thom'}",False,969,,2,3,1494029193,1325771433,,8743628,CC BY-SA 3.0,https://stackoverflow.com/questions/8743628/why-should-i-use-nio-for-tcp-multiplayer-gaming-instead-of-simple-sockets-io,Why should I use NIO for TCP multiplayer gaming instead of simple sockets (IO) - or: where is the block?,,,,,,
1111,"['java', 'sorting', 'grouping', 'store']","{'account_id': 1178609, 'reputation': 181, 'user_id': 1154030, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/1be6cdc797fc98cb543c3c14b70426e0?s=256&d=identicon&r=PG', 'display_name': 'tnaser', 'link': 'https://stackoverflow.com/users/1154030/tnaser'}",True,1354,8956780.0,2,2,1493984580,1327180453,1493984580.0,8956740,CC BY-SA 3.0,https://stackoverflow.com/questions/8956740/how-to-store-sort-and-group-items-list-set-map-in-java,"How to store, sort and group items (list/set/map) in java?",,,,,,
1112,"['java', 'javascript', 'lotus-notes']","{'account_id': 1160838, 'reputation': 1, 'user_id': 1140364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c0f61cdeca7717a3dc13b739600f4ed7?s=256&d=identicon&r=PG', 'display_name': 'user1140364', 'link': 'https://stackoverflow.com/users/1140364/user1140364'}",True,3691,,2,0,1493793685,1326182697,1329312489.0,8800191,CC BY-SA 3.0,https://stackoverflow.com/questions/8800191/automate-mails-in-lotus-notes,Automate mails in Lotus Notes,,,,,,
1113,"['java', 'reflection', 'method-signature']","{'account_id': 129766, 'reputation': 4381, 'user_id': 328558, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f550fb3eaa9cdb4a80538662b2285df6?s=256&d=identicon&r=PG', 'display_name': 'javatar', 'link': 'https://stackoverflow.com/users/328558/javatar'}",True,15638,9081327.0,3,4,1493736619,1328020208,1484134395.0,9081212,,https://stackoverflow.com/questions/9081212/how-to-get-parameter-names-with-java-reflection,How to get parameter names with Java reflection,1473251279.0,Duplicate,,,,
1114,"['java', 'jsf-2']","{'account_id': 442279, 'reputation': 227, 'user_id': 832817, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b82a6e21874db8d394a476d3f6b960b4?s=256&d=identicon&r=PG', 'display_name': 'newbie', 'link': 'https://stackoverflow.com/users/832817/newbie'}",True,8214,8972430.0,2,3,1493667055,1327312531,1327325378.0,8969791,CC BY-SA 3.0,https://stackoverflow.com/questions/8969791/using-managedproperty-to-call-method-between-managed-beans,Using @ManagedProperty to call method between Managed beans,,,,,,
1115,"['java', 'android', 'bash', 'owner']","{'account_id': 281431, 'reputation': 3866, 'user_id': 577732, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6f88e3a8ac6e31b48cc26b83894cebb9?s=256&d=identicon&r=PG', 'display_name': 'user577732', 'link': 'https://stackoverflow.com/users/577732/user577732'}",True,2493,8690144.0,2,3,1493602740,1325356088,1493602740.0,8689818,CC BY-SA 3.0,https://stackoverflow.com/questions/8689818/list-all-possible-owners-and-groups,List all possible owners and groups,,,,,,
1116,"['java', 'regex', 'whitespace']","{'account_id': 424031, 'reputation': 11831, 'user_id': 803801, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bf4b894dd2fe6b48c4e0265ce6956a31?s=256&d=identicon&r=PG', 'display_name': 'gsgx', 'link': 'https://stackoverflow.com/users/803801/gsgx'}",True,8934,8950243.0,3,4,1493491240,1327110372,,8950019,CC BY-SA 3.0,https://stackoverflow.com/questions/8950019/regex-options-in-java-string-matches,Regex options in Java String.matches(),,,,,,
1117,"['java', 'junit', 'intellij-idea']","{'account_id': 155702, 'reputation': 1655, 'user_id': 372528, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ba1b4aaff5f0dc3b80c8fe6c3b3aaf6c?s=256&d=identicon&r=PG', 'display_name': 'Otto', 'link': 'https://stackoverflow.com/users/372528/otto'}",True,59170,,2,33,1493331496,1326382216,1326384280.0,8837629,CC BY-SA 3.0,https://stackoverflow.com/questions/8837629/log-messages-to-junit-console,Log messages to JUnit console,,,,,,
1118,"['java', 'eclipse', 'jsp']","{'account_id': 155226, 'reputation': 1721, 'user_id': 371730, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/4dea6bd4c92807fd3dbd8277f9b7098a?s=256&d=identicon&r=PG', 'display_name': 'tt0686', 'link': 'https://stackoverflow.com/users/371730/tt0686'}",True,25321,,3,4,1493272908,1325512592,1325513884.0,8701699,CC BY-SA 3.0,https://stackoverflow.com/questions/8701699/where-are-the-generated-jsp-class-files-located,Where are the generated JSP class files located?,,,,,,
1119,"['java', 'image-processing', 'jpeg']","{'account_id': 344645, 'reputation': 4544, 'user_id': 778076, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/34b623da6dc843c3c275cedb9448ea96?s=256&d=identicon&r=PG', 'display_name': 'adrian', 'link': 'https://stackoverflow.com/users/778076/adrian'}",True,35891,8869940.0,4,12,1493219765,1326633598,1493219765.0,8869912,CC BY-SA 3.0,https://stackoverflow.com/questions/8869912/what-library-i-need-so-i-can-access-this-com-sun-image-codec-jpeg-in-java,what library I need so I can access this com.sun.image.codec.jpeg in Java?,,,,,,
1120,"['java', 'sql', 'database']","{'account_id': 238665, 'reputation': 3697, 'user_id': 507708, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bca29b8ff84819588e5c2d913680b1d2?s=256&d=identicon&r=PG', 'display_name': 'Gray Adams', 'link': 'https://stackoverflow.com/users/507708/gray-adams'}",True,8908,8691971.0,1,0,1493215736,1325380742,1493215736.0,8691389,,https://stackoverflow.com/questions/8691389/run-mysql-query-in-java,Run MySQL Query in Java?,1325412770.0,not a real question,,,,
1121,"['java', 'regex']","{'account_id': 165736, 'reputation': 1534, 'user_id': 389428, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/a4961bced498ecab63c064a1f30beb66?s=256&d=identicon&r=PG', 'display_name': 'Rakesh Sabbani', 'link': 'https://stackoverflow.com/users/389428/rakesh-sabbani'}",True,179,9064723.0,4,0,1493214467,1327929373,1327931489.0,9064460,CC BY-SA 3.0,https://stackoverflow.com/questions/9064460/how-to-check-for-every-12-th-characters-should-be-in-the-string-using-regex-pa,"how to check for every 12 th characters should be , in the String using Regex Pattern?",,,,,,
1122,"['java', 'swing', 'properties', 'jtable']","{'account_id': 1064256, 'reputation': 882, 'user_id': 1065207, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f7f9da1208d465b89542a822c2482517?s=256&d=identicon&r=PG', 'display_name': 'Pantaziu Cristian', 'link': 'https://stackoverflow.com/users/1065207/pantaziu-cristian'}",True,573,8743977.0,3,0,1493110408,1325772849,1493110408.0,8743907,CC BY-SA 3.0,https://stackoverflow.com/questions/8743907/create-a-properties-frame-in-java,Create a properties frame in Java,,,,,,
