,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,community_owned_date,closed_reason,protected_date,locked_date
650,"['java', 'linux', 'sockets', 'file-descriptor']","{'account_id': 14625, 'reputation': 1816, 'user_id': 30294, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/0d6e99a9440759fb0967bdfc2503bf64?s=256&d=identicon&r=PG', 'display_name': 'tigger', 'link': 'https://stackoverflow.com/users/30294/tigger'}",True,11024,429856.0,5,6,1323418103,1231535675,1232459154.0,429762,CC BY-SA 2.5,https://stackoverflow.com/questions/429762/is-there-a-file-descriptor-leak-when-using-sockets-on-a-linux-platform,Is there a file descriptor leak when using sockets on a linux platform?,,,,,
651,"['java', 'inheritance']","{'account_id': 22126, 'reputation': 21, 'user_id': 54311, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG', 'display_name': 'user54311', 'link': 'https://stackoverflow.com/users/54311/user54311'}",True,1544,,6,0,1323377154,1231789556,1323377154.0,436742,CC BY-SA 3.0,https://stackoverflow.com/questions/436742/java-not-inheriting-accessor-methods,Java not inheriting accessor methods?,,,,,
652,"['java', 'asp-classic', 'vbscript']","{'account_id': 21752, 'reputation': 81, 'user_id': 53130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d166888f43ba30f0288881e34649df6c?s=256&d=identicon&r=PG', 'display_name': 'molson', 'link': 'https://stackoverflow.com/users/53130/molson'}",True,3189,467082.0,3,3,1322767998,1231457472,1322767998.0,426483,CC BY-SA 3.0,https://stackoverflow.com/questions/426483/how-can-i-call-java-from-asp,How can I call java from asp?,,,,,
653,"['java', 'swing', 'applet', 'jeditorpane']","{'account_id': 10976, 'reputation': 6814, 'user_id': 20979, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/df287e1d330900f15e46338c34075ff1?s=256&d=identicon&r=PG', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/20979/tom'}",True,1818,483006.0,3,2,1321734559,1232449414,1321734559.0,460832,CC BY-SA 3.0,https://stackoverflow.com/questions/460832/applet-with-jre-1-5-ie6-fails-to-open-html-page-over-https-works-with-jre1-6,"Applet with JRE 1.5 (IE6) fails to open HTML page over HTTPS, works with JRE1.6",,,,,
654,"['java', 'multithreading', 'swing', 'synchronization', 'jtree']","{'account_id': 20245, 'reputation': 17476, 'user_id': 48181, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/fae1704291b10722d46c592ffed1815a?s=256&d=identicon&r=PG', 'display_name': 'martinus', 'link': 'https://stackoverflow.com/users/48181/martinus'}",True,1963,466677.0,3,2,1321288134,1232565469,1232568733.0,466599,CC BY-SA 2.5,https://stackoverflow.com/questions/466599/jtree-gives-arrayindexoutofboundsexception,JTree gives ArrayIndexOutOfBoundsException?,,,,,
655,"['c#', 'java', 'synchronization', 'microsoft-sync-framework']","{'account_id': 19669, 'reputation': 10213, 'user_id': 46279, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/df9614769cb56c2cc06330efa2599e3f?s=256&d=identicon&r=PG', 'display_name': 'coder_bro', 'link': 'https://stackoverflow.com/users/46279/coder-bro'}",True,1404,,4,1,1320866045,1230996542,1230997690.0,409209,CC BY-SA 2.5,https://stackoverflow.com/questions/409209/can-microsoft-sync-framework-for-ado-net-work-with-java,Can Microsoft Sync framework for ado.net work with Java?,,,,,
656,"['java', 'vista64', 'jai']","{'user_type': 'does_not_exist', 'display_name': 'imoschak'}",True,1142,,3,0,1320791409,1232833839,,476716,CC BY-SA 2.5,https://stackoverflow.com/questions/476716/consequences-of-java-32bit-on-winany-64bit,Consequences of Java 32bit on Win(any) 64bit?,,,,,
657,"['java', 'opengl', 'jogl']","{'account_id': 18286, 'reputation': 661, 'user_id': 41762, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG', 'display_name': 'user41762', 'link': 'https://stackoverflow.com/users/41762/user41762'}",True,2789,,3,4,1320765701,1231198365,,414915,CC BY-SA 2.5,https://stackoverflow.com/questions/414915/jmenus-caused-jogl-glcanvas-canvas-to-flicker,JMenus caused JOGL GLCanvas canvas to flicker,,,,,
658,"['c#', 'java', 'com']","{'account_id': 23155, 'reputation': 31, 'user_id': 57788, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/985323de9e9a39a197653c85b5afe145?s=256&d=identicon&r=PG', 'display_name': 'KithKann', 'link': 'https://stackoverflow.com/users/57788/kithkann'}",True,1072,,5,3,1320453517,1232605193,1320453517.0,468198,CC BY-SA 3.0,https://stackoverflow.com/questions/468198/consuming-a-net-library-via-com-or-direct-integration-in-java,Consuming a .Net library via COM or direct integration in Java,,,,,
659,"['java', 'user-interface', 'design-patterns', 'swing']","{'account_id': 17915, 'reputation': 13771, 'user_id': 40581, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2d56f1dfda3f4ea8159c620c1cc68cb3?s=256&d=identicon&r=PG', 'display_name': 'David Grant', 'link': 'https://stackoverflow.com/users/40581/david-grant'}",True,24299,496252.0,16,37,1320078858,1233333959,,496233,,https://stackoverflow.com/questions/496233/what-are-your-best-swing-design-patterns-and-tips,What are your best Swing design patterns and tips?,1320100552.0,1233333959.0,not constructive,,
660,"['java', 'jaxb', 'jax-ws']","{'account_id': 23724, 'reputation': 13132, 'user_id': 59666, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/03c5aa5ff40c5d91e67720a1a4290f11?s=256&d=identicon&r=PG', 'display_name': 'mgamer', 'link': 'https://stackoverflow.com/users/59666/mgamer'}",True,10655,486890.0,5,3,1320017029,1233130991,1320017029.0,486864,,https://stackoverflow.com/questions/486864/how-to-intercept-xml-response-and-request-during-web-service-invocation,How to intercept xml response and request during web service invocation?,1351694644.0,,not a real question,,
661,['java'],"{'account_id': 563949, 'reputation': 3919, 'user_id': 51659, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b8744f1342919baeea8a815457134c2e?s=256&d=identicon&r=PG', 'display_name': 'raja', 'link': 'https://stackoverflow.com/users/51659/raja'}",True,7110,,3,1,1318574586,1232713852,1318574586.0,472715,CC BY-SA 3.0,https://stackoverflow.com/questions/472715/how-to-give-dynamic-filepath-in-appender-tag-in-log4j-config-xml,How to give dynamic filepath in appender tag in log4j_config.xml?,,,,,
662,"['java', 'database', 'oracle', 'verification']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,262,495385.0,9,1,1317767591,1233318794,1233319044.0,495376,CC BY-SA 2.5,https://stackoverflow.com/questions/495376/verfying-a-database-is-as-you-expect-it-it-be,Verfying a database is as you expect it it be,,,,,
663,"['java', 'testing', 'junit']","{'account_id': 15871, 'reputation': 2541, 'user_id': 33977, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/9bfa0c151a6d294676db7c9649db0fcd?s=256&d=identicon&r=PG', 'display_name': 'Huntrods', 'link': 'https://stackoverflow.com/users/33977/huntrods'}",True,1858,486389.0,3,0,1317299769,1233113133,,486381,CC BY-SA 2.5,https://stackoverflow.com/questions/486381/junit-produces-strange-assertionfailederror,JUnit produces strange AssertionFailedError,,,,,
664,"['java', 'frameworks', 'integration', 'template-engine', 'stringtemplate']","{'account_id': 12704, 'reputation': 16721, 'user_id': 25167, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/WvvPh.jpg?s=256&g=1', 'display_name': 'Daniel Jomphe', 'link': 'https://stackoverflow.com/users/25167/daniel-jomphe'}",True,4129,,5,17,1317267854,1233169892,1233178838.0,488930,CC BY-SA 2.5,https://stackoverflow.com/questions/488930/which-java-mvc-frameworks-integrate-easily-with-stringtemplate,Which Java MVC frameworks integrate easily with StringTemplate?,,,,,
665,"['java', 'file-io', 'java-me', 'audio-recording', 'mmapi']","{'account_id': 23096, 'reputation': 7739, 'user_id': 57627, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/ff9e1e3ce7bd46fefe247340174ad94b?s=256&d=identicon&r=PG', 'display_name': 'Paradius', 'link': 'https://stackoverflow.com/users/57627/paradius'}",True,2245,,3,3,1317228976,1233200961,1317228976.0,490421,CC BY-SA 3.0,https://stackoverflow.com/questions/490421/deleting-a-file-using-j2me-throws-an-ioexception,Deleting a File using J2ME throws an IOException,,,,,
666,"['java', '.net', 'c++', 'equivalent']","{'account_id': 4278, 'reputation': 19267, 'user_id': 6367, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4cc6319b3a017074fdbb5067960841eb?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/6367/eric'}",True,1256,,4,2,1317167744,1231860079,1231860330.0,439323,CC BY-SA 2.5,https://stackoverflow.com/questions/439323/c-net-equivalent-to-java-public-static-void-main,C++ .NET equivalent to java public static void main()?,,,,,
667,"['java', 'c', 'hex', 'math.sqrt']","{'account_id': 18271, 'reputation': 33412, 'user_id': 41718, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/bd2166ab4d365f10447544ac14f9b001?s=256&d=identicon&r=PG', 'display_name': 'Nope', 'link': 'https://stackoverflow.com/users/41718/nope'}",True,3566,451912.0,3,6,1316548554,1232138093,1316548554.0,451886,CC BY-SA 3.0,https://stackoverflow.com/questions/451886/why-use-hex-values-instead-of-normal-base-10-numbers,Why use hex values instead of normal base 10 numbers?,,,,,
668,"['java', 'ms-word', 'file-format', 'apache-poi']","{'account_id': 639, 'reputation': 12975, 'user_id': 834, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ddd6716329bc7bf5b16c330717ba746b?s=256&d=identicon&r=PG', 'display_name': 'cringe', 'link': 'https://stackoverflow.com/users/834/cringe'}",True,4430,441177.0,2,1,1316531996,1231858453,1316531996.0,439215,CC BY-SA 3.0,https://stackoverflow.com/questions/439215/how-do-i-should-i-use-apache-poi-hwpfdocument,How do I (should I?) use Apache POI HWPFDocument?,,,,,
669,"['java', 'runtime', 'exec']","{'user_type': 'does_not_exist', 'display_name': 'CrazeD'}",True,2177,,2,1,1316100796,1232333085,,456388,CC BY-SA 2.5,https://stackoverflow.com/questions/456388/make-application-run-in-its-own-directory,Make application run in its own directory,,,,,
670,"['java', 'jsp', 'web-applications', 'servlets']","{'account_id': 9109, 'reputation': 1740, 'user_id': 16684, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/450cd1f8f35f6b08cad603fc0c0dab86?s=256&d=identicon&r=PG', 'display_name': 'Deano', 'link': 'https://stackoverflow.com/users/16684/deano'}",True,2127,,2,2,1316076957,1231970442,,444874,CC BY-SA 2.5,https://stackoverflow.com/questions/444874/escaping-special-characters-posted-to-servlet,Escaping Special Characters Posted to Servlet,,,,,
671,"['java', 'jmf', 'rtp']","{'user_type': 'does_not_exist', 'display_name': 'rpf'}",True,2057,,1,0,1316068563,1231321365,1316068563.0,419748,CC BY-SA 3.0,https://stackoverflow.com/questions/419748/jmf-and-rtp-protocol,JMF and RTP Protocol,,,,,
672,"['java', 'ftp']","{'account_id': 23804, 'reputation': 27526, 'user_id': 59947, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/veKXw.jpg?s=256&g=1', 'display_name': 'Yevgeny Simkin', 'link': 'https://stackoverflow.com/users/59947/yevgeny-simkin'}",True,3851,497373.0,3,4,1315947982,1233351404,1233356906.0,497343,CC BY-SA 2.5,https://stackoverflow.com/questions/497343/obtain-timestamp-of-items-from-ftp-file-list,Obtain timestamp of items from FTP file list,,,,,
673,"['java', 'c++', 'c', 'java-native-interface']","{'user_type': 'does_not_exist', 'display_name': 'Casey'}",True,2563,,11,10,1315614411,1232496125,,463618,,https://stackoverflow.com/questions/463618/as-a-java-developer-c-or-c,"As a Java developer, C or C++?",1357262819.0,,not constructive,,
674,"['java', 'tomcat', 'jboss', 'mbeans']","{'account_id': 4074, 'reputation': 25806, 'user_id': 6013, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/2c21bed614c58c9e1c48fe272e79efd2?s=256&d=identicon&r=PG', 'display_name': 'Joshua', 'link': 'https://stackoverflow.com/users/6013/joshua'}",True,2120,407413.0,4,4,1315394713,1230915409,1246578854.0,407405,CC BY-SA 2.5,https://stackoverflow.com/questions/407405/can-an-mbean-be-run-under-tomcat,Can an MBean be run under Tomcat?,,,,,
675,"['java', 'oracle', 'orm', 'jpa']","{'account_id': 14423, 'reputation': 2937, 'user_id': 29669, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/a9d5bde2f4695c86f6ef3f903faa0e82?s=256&d=identicon&r=PG', 'display_name': 'Nordin', 'link': 'https://stackoverflow.com/users/29669/nordin'}",True,101146,7308668.0,3,49,1315228665,1231491641,1231492134.0,427447,CC BY-SA 2.5,https://stackoverflow.com/questions/427447/is-there-such-thing-case-expression-in-jpql,Is there such thing CASE expression in JPQL?,,,,,
676,"['java', 'eclipse', 'apache', 'ant']","{'user_type': 'does_not_exist', 'display_name': 'user14070'}",True,11014,479078.0,2,13,1314350734,1232951612,1314350734.0,478985,CC BY-SA 3.0,https://stackoverflow.com/questions/478985/slim-down-and-or-understand-the-eclipse-files-in-a-dynamic-web-project,Slim down and/or understand the Eclipse files in a Dynamic Web Project,,,,,
677,"['c#', 'java', 'c++', 'string']","{'account_id': 582, 'reputation': 3636, 'user_id': 750, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/41a50ff00335e6b2e59f09a1eedc21fb?s=256&d=identicon&r=PG', 'display_name': 'eviljack', 'link': 'https://stackoverflow.com/users/750/eviljack'}",True,3405,492143.0,6,2,1312065830,1233243403,1233244593.0,492091,CC BY-SA 2.5,https://stackoverflow.com/questions/492091/c-scanner-string-fu,C++ scanner (string-fu!),,,,,
678,"['java', 'generics', 'overloading']","{'account_id': 2475, 'reputation': 16215, 'user_id': 3446, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b785d79619fc2a21e66d5b849341952a?s=256&d=identicon&r=PG', 'display_name': 'rcreswick', 'link': 'https://stackoverflow.com/users/3446/rcreswick'}",True,2775,452646.0,3,7,1311976081,1232156130,,452635,CC BY-SA 2.5,https://stackoverflow.com/questions/452635/how-does-java-method-dispatch-work-with-generics-and-abstract-classes,How does Java method dispatch work with Generics and abstract classes?,,,,,
679,"['java', 'workspace']","{'account_id': 18139, 'reputation': 40819, 'user_id': 41283, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/62af4c828e18a91dc60832fb1465f0cf?s=256&d=identicon&r=PG', 'display_name': 'Hosam Aly', 'link': 'https://stackoverflow.com/users/41283/hosam-aly'}",True,1629,476789.0,5,2,1311775208,1232835585,1309814301.0,476762,CC BY-SA 3.0,https://stackoverflow.com/questions/476762/setting-up-a-personal-java-workspace-what-do-i-need,Setting up a personal (Java) workspace: What do I need?,,,,,
680,"['java', '.net', 'applet']","{'account_id': 18420, 'reputation': 23, 'user_id': 42162, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae64b4d859e7442dbdd5458210682452?s=256&d=identicon&r=PG', 'display_name': 'BDekker', 'link': 'https://stackoverflow.com/users/42162/bdekker'}",True,795,493960.0,1,2,1311439739,1233249394,1234974584.0,492550,CC BY-SA 2.5,https://stackoverflow.com/questions/492550/interacting-with-java-applet,Interacting With Java Applet,,,,,
681,"['java', 'eclipse', 'profiling', 'java-native-interface', 'eclipse-tptp']","{'account_id': 11959, 'reputation': 17199, 'user_id': 23309, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/8cf13bc42e1a9062a0a5d11218a25934?s=256&d=identicon&r=PG', 'display_name': 'Chris R', 'link': 'https://stackoverflow.com/users/23309/chris-r'}",True,1103,,2,1,1310073146,1232221538,1310073146.0,453896,CC BY-SA 3.0,https://stackoverflow.com/questions/453896/how-can-i-profile-a-jni-application-using-the-eclipse-tptp,How can I profile a JNI application using the Eclipse TPTP?,,,,,
682,"['java', 'asp.net', 'web-parts', 'personalization']",{'user_type': 'does_not_exist'},True,906,,4,0,1309951326,1231250913,1231251986.0,416667,CC BY-SA 2.5,https://stackoverflow.com/questions/416667/java-webpart-like-asp-net,java webpart like asp.net?,,,,,
683,"['java', 'tomcat', 'servlets', 'caching']","{'user_type': 'does_not_exist', 'display_name': 'Elroy Budvis'}",True,15820,,5,7,1309203693,1231217834,1287935545.0,415520,CC BY-SA 2.5,https://stackoverflow.com/questions/415520/how-do-i-make-tomcat-stop-caching-my-servlet-responses,How do I make Tomcat stop caching my servlet responses?,,,,,
684,"['java', 'coding-style']","{'account_id': 12404, 'reputation': 61016, 'user_id': 24396, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/160d6580f280b5e9e5a1188b32c4ef2d?s=256&d=identicon&r=PG', 'display_name': 'Steve Kuo', 'link': 'https://stackoverflow.com/users/24396/steve-kuo'}",True,2367,406797.0,16,25,1308646207,1230872294,1495539841.0,406053,CC BY-SA 3.0,https://stackoverflow.com/questions/406053/in-java-why-do-people-prepend-fields-with-this,"In Java, why do people prepend fields with `this`?",,,,,
685,"['java', 'io', 'trace']","{'account_id': 12111, 'reputation': 74285, 'user_id': 23691, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ffd58f2ec488a7160c4e7bbfdf179493?s=256&d=identicon&r=PG', 'display_name': 'krosenvold', 'link': 'https://stackoverflow.com/users/23691/krosenvold'}",True,2785,,5,5,1308521735,1232008523,1232009065.0,446023,CC BY-SA 2.5,https://stackoverflow.com/questions/446023/tracing-io-in-java-application,Tracing IO in java application?,,,,,
686,"['java', 'eclipse', 'native']","{'account_id': 8636, 'reputation': 27953, 'user_id': 15649, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/69a59959380376a6685e25e7a87ed6e7?s=256&d=identicon&r=PG', 'display_name': 'Leonel', 'link': 'https://stackoverflow.com/users/15649/leonel'}",True,3854,479598.0,3,19,1307775441,1232971049,,479558,CC BY-SA 2.5,https://stackoverflow.com/questions/479558/why-does-eclipse-use-a-native-launcher,Why does Eclipse use a native launcher?,,,,,
687,"['java', 'testing', 'maven-2', 'continuous-integration', 'maven-cargo']","{'account_id': 9448, 'reputation': 2322, 'user_id': 17473, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/31a3f113c1b7d0d56e5d6d4d519455fe?s=256&d=identicon&r=PG', 'display_name': 'Olvagor', 'link': 'https://stackoverflow.com/users/17473/olvagor'}",True,5415,490744.0,2,2,1307635354,1233154467,,487901,CC BY-SA 2.5,https://stackoverflow.com/questions/487901/howto-pass-java-system-properties-to-maven-cargo-container,Howto pass Java system properties to maven-cargo container,,,,,
688,"['java', 'web-services']","{'user_type': 'does_not_exist', 'display_name': 'mahesh'}",True,9446,,3,2,1307611196,1231593019,,430936,CC BY-SA 2.5,https://stackoverflow.com/questions/430936/eclipse-plugin-for-apache-axis2-to-create-webservice,Eclipse plugin for Apache Axis2 to create webservice,,,,,
689,"['java', 'sql']","{'account_id': 12441, 'reputation': 3801, 'user_id': 24481, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/62672665ad1480ccfe7b13954cecfed3?s=256&d=identicon&r=PG', 'display_name': 'cdugga', 'link': 'https://stackoverflow.com/users/24481/cdugga'}",True,203,460959.0,3,1,1306170168,1232451215,1232451435.0,460920,CC BY-SA 2.5,https://stackoverflow.com/questions/460920/sql-exception-when-trying-make-an-prepared-statement,SQL exception when trying make an prepared statement,,,,,
690,"['java', 'file', 'locking', 'integrity']","{'account_id': 11354, 'reputation': 27144, 'user_id': 21838, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/b2896eaafd7ead3a3063a9162aa1dcce?s=256&d=identicon&r=PG', 'display_name': 'Pyrolistical', 'link': 'https://stackoverflow.com/users/21838/pyrolistical'}",True,3485,5542076.0,5,4,1305725972,1232479332,1495540166.0,462696,CC BY-SA 3.0,https://stackoverflow.com/questions/462696/how-to-ensure-file-integrity-on-file-write-failures,How to ensure file integrity on file write failures?,,,,,
691,"['java', 'cross-platform']","{'account_id': 17835, 'reputation': 296214, 'user_id': 40342, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/a648ccb47bbbe9497c073315aac4d33e?s=256&d=identicon&r=PG', 'display_name': 'Joachim Sauer', 'link': 'https://stackoverflow.com/users/40342/joachim-sauer'}",True,831,453557.0,8,20,1305356077,1232210214,,453538,CC BY-SA 2.5,https://stackoverflow.com/questions/453538/what-issues-prevent-java-applications-from-working-on-multiple-platforms,What Issues prevent Java applications from working on multiple platforms?,,1232210267.0,,,
692,"['java', 'jsp', 'servlets', 'frameworks', 'web-applications']","{'account_id': 17216, 'reputation': 21743, 'user_id': 1094969, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/82a0dd55627cc575f97d96988cb429e9?s=256&d=identicon&r=PG', 'display_name': 'MCS', 'link': 'https://stackoverflow.com/users/1094969/mcs'}",True,1523,403916.0,14,9,1304170617,1230750950,1495541491.0,403825,CC BY-SA 3.0,https://stackoverflow.com/questions/403825/does-it-make-sense-to-use-a-framework-for-a-simple-java-web-app,Does it make sense to use a framework for a simple java web app?,,,,,
693,"['c#', 'java', '.net', 'c++', 'desktop-application']","{'account_id': 12392, 'reputation': 2246, 'user_id': 24376, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4a4fd92352dce654350acf6606353ffe?s=256&d=identicon&r=PG', 'display_name': 'Prembo', 'link': 'https://stackoverflow.com/users/24376/prembo'}",True,4040,467804.0,8,6,1303689539,1232587645,,467762,,https://stackoverflow.com/questions/467762/which-language-platform-to-develop-desktop-application-based-on-following-criter,Which language/platform to develop desktop application based on following criteria,1411502050.0,,Opinion-based,,
694,"['java', 'oxm']","{'account_id': 425, 'reputation': 21341, 'user_id': 543, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://graph.facebook.com/547245455/picture?type=large', 'display_name': 'bpapa', 'link': 'https://stackoverflow.com/users/543/bpapa'}",True,5181,413712.0,4,6,1302639201,1231171637,,413597,CC BY-SA 2.5,https://stackoverflow.com/questions/413597/what-is-the-best-java-oxm-library,What is the best Java OXM library?,,,,,
695,"['java', 'jsp', 'jstl', 'el']","{'account_id': 988, 'reputation': 83881, 'user_id': 1310, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/9cb44812fc259d55c656dd8038ea5af3?s=256&d=identicon&r=PG', 'display_name': 'ScArcher2', 'link': 'https://stackoverflow.com/users/1310/scarcher2'}",True,36644,458706.0,4,15,1300872681,1232391173,1232391688.0,458697,CC BY-SA 2.5,https://stackoverflow.com/questions/458697/how-do-i-dynamically-access-request-parameters-with-jsp-el,How do I dynamically access request parameters with JSP EL?,,,,,
696,"['java', 'jsp', 'tomcat', 'web-applications', 'tags']","{'account_id': 1742, 'reputation': 41835, 'user_id': 2362, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/dd227d93096390e3fd2eeff1be0b70e5?s=256&d=identicon&r=PG', 'display_name': 'brabster', 'link': 'https://stackoverflow.com/users/2362/brabster'}",True,445,,2,0,1300547710,1232620753,1232621824.0,468649,CC BY-SA 2.5,https://stackoverflow.com/questions/468649/how-can-i-share-my-jsp-tag-files-between-multiple-contexts,How can I share my JSP .tag files between multiple contexts?,,,,,
697,"['java', 'multithreading', 'singleton', 'lazy-evaluation']","{'account_id': 15903, 'reputation': 315115, 'user_id': 34088, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/8a4d6f03a8879432d8563aefbf48e787?s=256&d=identicon&r=PG', 'display_name': 'Aaron Digulla', 'link': 'https://stackoverflow.com/users/34088/aaron-digulla'}",True,4800,5342344.0,4,0,1300446309,1231930686,1231941678.0,442589,CC BY-SA 2.5,https://stackoverflow.com/questions/442589/ways-for-lazy-run-once-initialization-in-java-with-override-from-unit-tests,Ways for lazy &quot;run once&quot; initialization in Java with override from unit tests,,,,,
698,"['java', 'unit-testing', 'jpa']","{'account_id': 20713, 'reputation': 2139, 'user_id': 49767, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/df0dec88f0a0a3094b18cf9512ee13c8?s=256&d=identicon&r=PG', 'display_name': 'Mohan Narayanaswamy', 'link': 'https://stackoverflow.com/users/49767/mohan-narayanaswamy'}",True,14308,452709.0,3,7,1300219610,1232155887,1300219610.0,452630,CC BY-SA 2.5,https://stackoverflow.com/questions/452630/suggest-a-jpa-unit-test-framework,Suggest a JPA Unit test framework,,,,,
699,"['java', 'groovy', 'jvm']","{'account_id': 13463, 'reputation': 2724, 'user_id': 1293123, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d1c46e17d4172f86f67f6bd9c67f2034?s=256&d=identicon&r=PG', 'display_name': 'Leonard H. Martin', 'link': 'https://stackoverflow.com/users/1293123/leonard-h-martin'}",True,4207,456182.0,5,35,1300203213,1232322263,,456140,CC BY-SA 2.5,https://stackoverflow.com/questions/456140/are-there-compelling-reasons-not-to-use-groovy,Are there compelling reasons not to use Groovy?,,,,,
700,"['java', 'unit-testing', 'tdd', 'junit']","{'account_id': 19115, 'reputation': 28680, 'user_id': 44523, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/ArLkf.jpg?s=256&g=1', 'display_name': 'Esko', 'link': 'https://stackoverflow.com/users/44523/esko'}",True,6649,405344.0,4,8,1299746900,1230837452,,405333,CC BY-SA 2.5,https://stackoverflow.com/questions/405333/should-i-unit-test-methods-which-are-inherited-from-super-class,Should I unit test methods which are inherited from super class?,,,,,
701,"['java', 'jvm', 'classloader']","{'account_id': 10340, 'reputation': 53834, 'user_id': 19479, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/8c3227175520ab65a0a24d75e3317150?s=256&d=identicon&r=PG', 'display_name': 'Steve B.', 'link': 'https://stackoverflow.com/users/19479/steve-b'}",True,5980,422083.0,5,4,1298670452,1231352525,1298670452.0,421422,CC BY-SA 2.5,https://stackoverflow.com/questions/421422/finding-running-instances-in-a-running-jvm,Finding running instances in a running JVM,,,,,
702,"['java', 'random']","{'account_id': 18541, 'reputation': 7719, 'user_id': 42562, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1f938807bce6dea1c691b28d8f319e66?s=256&d=identicon&r=PG', 'display_name': 'Parker', 'link': 'https://stackoverflow.com/users/42562/parker'}",True,4556,,1,3,1298568430,1231454737,1231538578.0,426350,CC BY-SA 2.5,https://stackoverflow.com/questions/426350/seeding-java-util-random-with-consecutive-numbers,Seeding java.util.Random with consecutive numbers,,,,,
