,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,community_owned_date,closed_date,closed_reason,migrated_from
1044,"['java', 'switch-statement']","{'account_id': 450898, 'reputation': 15046, 'user_id': 846476, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/18ca22c4b3efc91e5e498c7ca4125026?s=256&d=identicon&r=PG', 'display_name': 'RNJ', 'link': 'https://stackoverflow.com/users/846476/rnj'}",True,65975,6,12,1511763240,1348669156,12603824,CC BY-SA 3.0,https://stackoverflow.com/questions/12603824/using-integer-in-switch-statement,Using Integer in Switch Statement,12603863.0,1348669561.0,,,,,
1045,"['java', 'annotations']","{'account_id': 538604, 'reputation': 6494, 'user_id': 906523, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/JwvAX.jpg?s=256&g=1', 'display_name': 'Walery Strauch', 'link': 'https://stackoverflow.com/users/906523/walery-strauch'}",True,6828,1,19,1511693419,1348843588,12642266,CC BY-SA 3.0,https://stackoverflow.com/questions/12642266/getannotations-is-empty,getAnnotations() is empty,12642303.0,1511693419.0,,,,,
1046,"['java', 'date']","{'account_id': 985729, 'reputation': 13234, 'user_id': 1004278, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/1ecb99d4721b5c01345514c6cd8ae019?s=256&d=identicon&r=PG', 'display_name': 'antonpug', 'link': 'https://stackoverflow.com/users/1004278/antonpug'}",True,77461,6,24,1511630465,1348072587,12499079,CC BY-SA 3.0,https://stackoverflow.com/questions/12499079/how-to-generate-a-date-from-just-month-and-year-in-java,How to generate a Date from just Month and Year in Java?,12499122.0,,,,,,
1047,"['java', 'static-block', 'initialization-block']","{'account_id': 1323534, 'reputation': 7747, 'user_id': 1268844, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f37953028252ec8e42c0bdb855408238?s=256&d=identicon&r=PG', 'display_name': 'Anshu', 'link': 'https://stackoverflow.com/users/1268844/anshu'}",True,71338,2,87,1511608656,1348380272,12550135,,https://stackoverflow.com/questions/12550135/static-block-vs-initializer-block-in-java,Static block vs. initializer block in Java?,12550146.0,1511608656.0,,,1348664860.0,exact duplicate,
1048,"['java', 'google-app-engine', 'maven']","{'account_id': 350529, 'reputation': 81, 'user_id': 686467, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/6932651eb139bb0a3b12744400d04954?s=256&d=identicon&r=PG', 'display_name': 'Alejohuertas', 'link': 'https://stackoverflow.com/users/686467/alejohuertas'}",True,13906,4,7,1511414532,1346446473,12222348,CC BY-SA 3.0,https://stackoverflow.com/questions/12222348/how-to-build-project-after-code-changes-without-mvn-clean-install,how to build project after code changes without mvn clean install?,,,,,,,
1049,"['java', 'jar', 'classpath', 'google-calendar-api']","{'account_id': 943967, 'reputation': 25497, 'user_id': 971592, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/b8e0b12b5777510f350ab2a57b4628ed?s=256&d=identicon&r=PG', 'display_name': 'kentcdodds', 'link': 'https://stackoverflow.com/users/971592/kentcdodds'}",True,5674,1,4,1511381561,1348425334,12555117,CC BY-SA 3.0,https://stackoverflow.com/questions/12555117/how-to-setup-google-calendar-java-app,How to setup Google Calendar Java App,13911805.0,,,,,,
1050,"['java', 'android', 'epoch', 'milliseconds', 'date-conversion']","{'account_id': 1536055, 'reputation': 1702, 'user_id': 1432068, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://i.stack.imgur.com/UGjGC.jpg?s=256&g=1', 'display_name': 'Dawood Ahmed', 'link': 'https://stackoverflow.com/users/1432068/dawood-ahmed'}",True,267177,9,97,1511337305,1347958538,12473550,CC BY-SA 3.0,https://stackoverflow.com/questions/12473550/how-to-convert-a-string-date-to-long-millseconds,How to convert a string Date to long millseconds,12473614.0,1511337305.0,,,,,
1051,"['java', 'class', 'instance']","{'account_id': 1808004, 'reputation': 71, 'user_id': 1644679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0c9681095213f00c031115e272d537c?s=256&d=identicon&r=PG', 'display_name': 'Jason', 'link': 'https://stackoverflow.com/users/1644679/jason'}",True,4397,8,7,1511279751,1346710190,12254553,CC BY-SA 3.0,https://stackoverflow.com/questions/12254553/why-some-classes-dont-need-the-word-new-when-creating-its-instance,Why some classes don&#39;t need the word &quot;New&quot; when creating its instance?,,1511279751.0,,,,,
1052,"['java', 'pdf', 'itext', 'checkbox']","{'account_id': 1236854, 'reputation': 33, 'user_id': 1200280, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VY7Ne.png?s=256&g=1', 'display_name': 'Setesh', 'link': 'https://stackoverflow.com/users/1200280/setesh'}",True,2124,1,3,1511181236,1347479487,12395308,CC BY-SA 3.0,https://stackoverflow.com/questions/12395308/how-to-create-checkboxes-on-multiple-pages-in-java-itext-pdf,How to create checkboxes on multiple pages in java iText PDF?,12407386.0,1511181236.0,,,,,
1053,"['java', 'directory', 'package']","{'account_id': 1883441, 'reputation': 668, 'user_id': 1703129, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6635b860c5d35f80d83b3383e4b6d450?s=256&d=identicon&r=PG', 'display_name': 'jaymeht', 'link': 'https://stackoverflow.com/users/1703129/jaymeht'}",True,25852,3,25,1511115951,1348923565,12652899,CC BY-SA 3.0,https://stackoverflow.com/questions/12652899/difference-between-package-and-directory-in-java,Difference between Package and Directory in Java,12653042.0,1495542859.0,,,,,
1054,"['java', 'random', 'biginteger']","{'account_id': 1215217, 'reputation': 3357, 'user_id': 1182954, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/204b7ae0525f9273c26a66d7a6e7de1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryan Sayles', 'link': 'https://stackoverflow.com/users/1182954/ryan-sayles'}",True,15706,4,4,1511092638,1347733538,12439942,CC BY-SA 3.0,https://stackoverflow.com/questions/12439942/java-random-number-generator,Java random number generator,12439984.0,1347736099.0,,,,,
1055,"['java', 'android', 'gson']","{'account_id': 112364, 'reputation': 24027, 'user_id': 296427, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/8692a55fc3524ed4e7cb85b0b3b4693c?s=256&d=identicon&r=PG', 'display_name': 'pixel', 'link': 'https://stackoverflow.com/users/296427/pixel'}",True,3775,3,1,1510887810,1346835365,12277765,CC BY-SA 3.0,https://stackoverflow.com/questions/12277765/it-is-possible-to-fill-current-object-with-json-values-from-json,It is possible to fill current object with json values from json?,13368096.0,1346843018.0,,,,,
1056,"['java', 'date']","{'account_id': 121990, 'reputation': 1709, 'user_id': 315492, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/a76eeb193221ffdb312a3efc69d1678b?s=256&d=identicon&r=PG', 'display_name': 'Vinay Kumar Chella', 'link': 'https://stackoverflow.com/users/315492/vinay-kumar-chella'}",True,46989,1,7,1510861258,1348616378,12592648,CC BY-SA 3.0,https://stackoverflow.com/questions/12592648/date-to-integer-conversion-in-java,Date to Integer conversion in Java,12592654.0,1348616608.0,,,,,
1057,"['java', 'logging', 'glassfish', 'tinylog']","{'account_id': 330259, 'reputation': 5373, 'user_id': 654269, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/837b193bb43ef1dd3fb31ddae1b791b0?s=256&d=identicon&r=PG', 'display_name': 'Majid Azimi', 'link': 'https://stackoverflow.com/users/654269/majid-azimi'}",True,260,1,0,1510827515,1347098582,12329778,CC BY-SA 3.0,https://stackoverflow.com/questions/12329778/running-tinylog-inside-glassfish,running tinylog inside glassfish,15027200.0,1510827515.0,,,,,
1058,"['java', 'logging', 'tinylog']","{'account_id': 330259, 'reputation': 5373, 'user_id': 654269, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/837b193bb43ef1dd3fb31ddae1b791b0?s=256&d=identicon&r=PG', 'display_name': 'Majid Azimi', 'link': 'https://stackoverflow.com/users/654269/majid-azimi'}",True,236,1,0,1510827456,1348569361,12581179,CC BY-SA 3.0,https://stackoverflow.com/questions/12581179/tinylog-is-formatting-ordinary-numbers-like-money,tinylog is formatting ordinary numbers like money,12582089.0,1510827456.0,,,,,
1059,"['java', 'eclipse', 'docx4j', 'invocationtargetexception']","{'account_id': 1753987, 'reputation': 608, 'user_id': 1602430, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/acc61ceb3428cb479b795822e9219f6d?s=256&d=identicon&r=PG', 'display_name': 'roncsak', 'link': 'https://stackoverflow.com/users/1602430/roncsak'}",True,7157,3,2,1510650529,1348215734,12526773,CC BY-SA 4.0,https://stackoverflow.com/questions/12526773/how-to-prevent-invocationtargetexception-when-jar-is-running,How to prevent InvocationTargetException when jar is running?,12579199.0,1592644375.0,,,,,
1060,['java'],"{'account_id': 1850148, 'reputation': 279, 'user_id': 1676849, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0463692af337d46c131a5cecaa6e8c98?s=256&d=identicon&r=PG', 'display_name': 'Swapnal', 'link': 'https://stackoverflow.com/users/1676849/swapnal'}",True,242,4,4,1510604844,1347878828,12457695,CC BY-SA 3.0,https://stackoverflow.com/questions/12457695/java-comparators-and-comparable,Java comparators and comparable,,1347879774.0,,,,,
1061,"['java', 'swing', 'netbeans', 'jframe']","{'account_id': 1875981, 'reputation': 131, 'user_id': 1697190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/15c460c2e58080b5902a8b3bd2e93965?s=256&d=identicon&r=PG', 'display_name': 'Pankaj Kumar Thapa', 'link': 'https://stackoverflow.com/users/1697190/pankaj-kumar-thapa'}",True,3639,3,2,1510548212,1348574839,12582644,CC BY-SA 3.0,https://stackoverflow.com/questions/12582644/java-child-window-netbeans,Java Child Window: Netbeans,12582674.0,1348575398.0,,,,,
1062,"['java', 'android', 'graph']","{'account_id': 1617454, 'reputation': 1316, 'user_id': 1494754, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/fe9f5a74ba7c8afe37032d2be6990298?s=256&d=identicon&r=PG&f=1', 'display_name': 'ChanChow', 'link': 'https://stackoverflow.com/users/1494754/chanchow'}",True,221,2,0,1510361217,1348258062,12537513,CC BY-SA 3.0,https://stackoverflow.com/questions/12537513/effective-search-from-a-huge-number-of-points,Effective search from a huge number of points,12537625.0,1510361217.0,,,,,
1063,"['java', 'android', 'this', 'android-alertdialog']","{'account_id': 1762315, 'reputation': 125, 'user_id': 1609068, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/63bec40668b656a149ea586926f0bd32?s=256&d=identicon&r=PG', 'display_name': 'Harsh Lakhani', 'link': 'https://stackoverflow.com/users/1609068/harsh-lakhani'}",True,437,1,1,1510310267,1346761510,12263471,CC BY-SA 3.0,https://stackoverflow.com/questions/12263471/context-in-alertdialog,Context in alertdialog,12274727.0,1510310267.0,,,,,
1064,"['java', 'security', 'shell', 'tomcat', 'command']","{'account_id': 1652835, 'reputation': 3708, 'user_id': 1523072, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/300fdf9ab1bd6f3bb12aac1dacb2d41a?s=256&d=identicon&r=PG', 'display_name': 'Peter Ilfrich', 'link': 'https://stackoverflow.com/users/1523072/peter-ilfrich'}",True,22415,5,7,1510238472,1348242255,12533799,CC BY-SA 3.0,https://stackoverflow.com/questions/12533799/execute-shell-command-in-tomcat,Execute shell command in Tomcat,12538393.0,1348400071.0,,,,,
1065,"['java', 'database', 'pagination']","{'account_id': 1866756, 'reputation': 73, 'user_id': 1690122, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/51f86b367ca630079072b3c95dad5d6f?s=256&d=identicon&r=PG', 'display_name': 'ashm', 'link': 'https://stackoverflow.com/users/1690122/ashm'}",True,2748,2,6,1509910271,1348450430,12557837,CC BY-SA 3.0,https://stackoverflow.com/questions/12557837/paginated-queries-iterator-recipe,paginated queries / iterator recipe,12561496.0,1348468510.0,,,,,
1066,"['java', 'artificial-intelligence', 'a-star', 'sliding-tile-puzzle']","{'account_id': 100622, 'reputation': 2911, 'user_id': 271149, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/7f643020ce80dbe19bff42ed38b2500c?s=256&d=identicon&r=PG&f=1', 'display_name': 'quantum', 'link': 'https://stackoverflow.com/users/271149/quantum'}",True,27296,2,7,1509812004,1348215825,12526792,CC BY-SA 3.0,https://stackoverflow.com/questions/12526792/manhattan-distance-in-a,Manhattan distance in A*,47112730.0,,,,,,
1067,"['java', 'android']","{'account_id': 1617454, 'reputation': 1316, 'user_id': 1494754, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/fe9f5a74ba7c8afe37032d2be6990298?s=256&d=identicon&r=PG&f=1', 'display_name': 'ChanChow', 'link': 'https://stackoverflow.com/users/1494754/chanchow'}",True,341,2,1,1509733853,1347902370,12464181,,https://stackoverflow.com/questions/12464181/how-to-set-frequency-to-collection-of-location-updates-in-android,How to set frequency to collection of location updates in Android?,12464242.0,1509733782.0,,,1348011676.0,not a real question,
1068,"['java', 'spring', 'spring-security', 'cas', 'jasig']","{'account_id': 1495268, 'reputation': 821, 'user_id': 1401370, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/2970afaba9b9155f30ff9a5f550e3908?s=256&d=identicon&r=PG', 'display_name': 'John Smith', 'link': 'https://stackoverflow.com/users/1401370/john-smith'}",True,3453,2,1,1509675588,1348827599,12638111,CC BY-SA 3.0,https://stackoverflow.com/questions/12638111/casspring-security,cas+spring security,12638415.0,,,,,,
1069,"['java', 'apache', 'tomcat']","{'account_id': 75109, 'reputation': 1878, 'user_id': 215540, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/OCCXf.png?s=256&g=1', 'display_name': 'Mark Comix', 'link': 'https://stackoverflow.com/users/215540/mark-comix'}",True,100453,3,30,1509542759,1347542118,12407163,,https://stackoverflow.com/questions/12407163/pass-vm-argument-to-apache-tomcat,Pass VM Argument to Apache Tomcat,12407817.0,,,,1509736256.0,Duplicate,
1070,"['java', 'sql', 'hibernate', 'rest', 'hql']","{'account_id': 467528, 'reputation': 10430, 'user_id': 872975, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/17abbdb431c46eeb813febb66268a16f?s=256&d=identicon&r=PG', 'display_name': 'Pete', 'link': 'https://stackoverflow.com/users/872975/pete'}",True,1186,1,6,1509497530,1348563955,12579611,CC BY-SA 3.0,https://stackoverflow.com/questions/12579611/generate-search-sql-from-http-get-request-parameters,Generate Search SQL from HTTP GET request parameters,12585862.0,1348577091.0,,,,,
1071,"['java', 'eclipse', 'netbeans-7']","{'account_id': 1815355, 'reputation': 658, 'user_id': 1650556, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/PNTzZ.jpg?s=256&g=1', 'display_name': 'gooamoko', 'link': 'https://stackoverflow.com/users/1650556/gooamoko'}",True,446,1,1,1509222828,1347886863,12459754,,https://stackoverflow.com/questions/12459754/a-few-stupid-questions-about-eclipse,A few stupid questions about Eclipse,12460243.0,,,,1509278127.0,Needs more focus,
1072,"['java', 'junit', 'junit3']","{'account_id': 283609, 'reputation': 43660, 'user_id': 581205, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/2be517e3b51c48a1c514627a87a1dd53?s=256&d=identicon&r=PG&f=1', 'display_name': 'maaartinus', 'link': 'https://stackoverflow.com/users/581205/maaartinus'}",True,6146,2,2,1509097745,1347124362,12332809,CC BY-SA 3.0,https://stackoverflow.com/questions/12332809/should-junit3-testsuite-really-be-used-like-this,Should JUnit3 TestSuite really be used like this?,12332937.0,1347278599.0,,,,,
1073,"['java', 'arrays', 'generics', 'multidimensional-array', 'instantiation']","{'account_id': 1813722, 'reputation': 649, 'user_id': 1649282, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/cd8ZL.jpg?s=256&g=1', 'display_name': 'Jevison7x', 'link': 'https://stackoverflow.com/users/1649282/jevison7x'}",True,4225,4,5,1508832879,1346854156,12283384,CC BY-SA 3.0,https://stackoverflow.com/questions/12283384/how-can-i-instantiate-a-generic-array-type-in-java,How can I instantiate a generic array type in java?,12283533.0,,,,,,
1074,"['java', 'time', 'timezone', 'datetime-format']","{'account_id': 539830, 'reputation': 3018, 'user_id': 907810, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/fe37def808ad500c8cd4c3212fed156a?s=256&d=identicon&r=PG', 'display_name': 'user907810', 'link': 'https://stackoverflow.com/users/907810/user907810'}",True,39043,1,9,1508458652,1348062329,12496075,CC BY-SA 3.0,https://stackoverflow.com/questions/12496075/timezone-issue-in-java-xmlgregoriancalendar,TimeZone issue in Java XMLGregorianCalendar,12496251.0,1508458652.0,,,,,
1075,"['java', 'c++', 'windows', 'java-access-bridge']","{'account_id': 952632, 'reputation': 15457, 'user_id': 978486, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/mEjSr.jpg?s=256&g=1', 'display_name': 'ManuelSchneid3r', 'link': 'https://stackoverflow.com/users/978486/manuelschneid3r'}",True,772,2,2,1508338181,1348693835,12610451,CC BY-SA 3.0,https://stackoverflow.com/questions/12610451/how-do-i-install-the-java-access-bridge,How do I install the Java Access Bridge?,12736574.0,1508338181.0,,,,,
1076,"['java', 'oop', 'inheritance']","{'account_id': 1518381, 'reputation': 814, 'user_id': 1418801, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/217200817126dc45e064e25fc2a56758?s=256&d=identicon&r=PG&f=1', 'display_name': 'HakunaMatata', 'link': 'https://stackoverflow.com/users/1418801/hakunamatata'}",True,1432,4,1,1508109417,1347737167,12440348,CC BY-SA 3.0,https://stackoverflow.com/questions/12440348/inheritance-in-java-object-state-and-behavior,Inheritance in java : object state and behavior,12441436.0,1508109417.0,,,,,
1077,"['java', 'android', 'sms']","{'account_id': 1859776, 'reputation': 21, 'user_id': 1684579, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7f8cb8d8c4922f676c698cc89f6978c?s=256&d=identicon&r=PG', 'display_name': 'Thiago Neves', 'link': 'https://stackoverflow.com/users/1684579/thiago-neves'}",True,6967,3,0,1507906149,1348103063,12504870,CC BY-SA 3.0,https://stackoverflow.com/questions/12504870/how-to-send-an-sms-to-myself,How to Send an SMS to Myself,,1348104646.0,,,,,
1078,"['java', 'heap-memory']","{'account_id': 1632089, 'reputation': 951, 'user_id': 1506427, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/0b64dac7fb6fab22a198bd976e293966?s=256&d=identicon&r=PG', 'display_name': 'shadowfax', 'link': 'https://stackoverflow.com/users/1506427/shadowfax'}",True,5554,3,7,1507737255,1348826570,12637854,CC BY-SA 3.0,https://stackoverflow.com/questions/12637854/not-able-to-increase-java-heap-size,Not able to increase java heap size,,,,,,,
1079,"['java', 'algorithm', 'data-structures', 'hash', 'hashmap']","{'account_id': 127351, 'reputation': 5912, 'user_id': 324446, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/veSHY.png?s=256&g=1', 'display_name': 'Akh', 'link': 'https://stackoverflow.com/users/324446/akh'}",True,5067,3,5,1507631413,1348597010,12588802,CC BY-SA 3.0,https://stackoverflow.com/questions/12588802/how-does-hashmap-make-sure-the-index-calculated-using-hashcode-of-key-is-within,How does HashMap make sure the index calculated using hashcode of key is within the available range?,12588866.0,1348598030.0,,,,,
1080,"['java', 'android', 'libgdx']","{'account_id': 1884290, 'reputation': 300, 'user_id': 1703824, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://i.stack.imgur.com/bgAYu.jpg?s=256&g=1', 'display_name': 'Ramiz Raja', 'link': 'https://stackoverflow.com/users/1703824/ramiz-raja'}",True,4052,2,5,1507403101,1348853639,12644733,CC BY-SA 3.0,https://stackoverflow.com/questions/12644733/using-screenutils-to-save-screenshot-as-image-in-libgdx,using ScreenUtils to save screenshot as image in libgdx,24466227.0,1349476065.0,,,,,
1081,"['java', 'intellij-idea']","{'account_id': 941638, 'reputation': 26543, 'user_id': 969613, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/Gg9TK.png?s=256&g=1', 'display_name': 'JMK', 'link': 'https://stackoverflow.com/users/969613/jmk'}",True,12090,3,8,1506941135,1348078421,12500502,CC BY-SA 3.0,https://stackoverflow.com/questions/12500502/does-intellij-idea-have-a-ctrl-k-ctrl-d-equivalent,"Does IntelliJ IDEA have a `Ctrl` + `K`, `Ctrl` + `D` equivalent?",12500571.0,1348078517.0,,,,,
1082,"['java', 'android', 'android-fragments', 'android-viewpager', 'fragmentpageradapter']","{'account_id': 895521, 'reputation': 1934, 'user_id': 932899, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/fKb3w.jpg?s=256&g=1', 'display_name': 'Ruuhkis', 'link': 'https://stackoverflow.com/users/932899/ruuhkis'}",True,5069,2,2,1506638251,1348425929,12555191,CC BY-SA 3.0,https://stackoverflow.com/questions/12555191/android-changing-fragment-order-inside-fragmentpageradapter,Android changing fragment order inside FragmentPagerAdapter,12557813.0,,,,,,
1083,"['java', 'http', 'sockets', 'proxy']","{'account_id': 1683406, 'reputation': 63, 'user_id': 1547163, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7db8712a7978d64024a2ade74108be9b?s=256&d=identicon&r=PG', 'display_name': 'user1547163', 'link': 'https://stackoverflow.com/users/1547163/user1547163'}",True,4821,2,1,1506618618,1348482649,12563196,CC BY-SA 3.0,https://stackoverflow.com/questions/12563196/create-socket-through-proxy-java,create socket through proxy java,12608156.0,1506618618.0,,,,,
1084,"['java', 'swing', 'fonts', 'jeditorpane']","{'account_id': 907220, 'reputation': 397, 'user_id': 941846, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/79e047b93221c77417de919a95556ee9?s=256&d=identicon&r=PG', 'display_name': 'Sanjeev', 'link': 'https://stackoverflow.com/users/941846/sanjeev'}",True,15579,5,16,1506609480,1348307519,12542733,CC BY-SA 3.0,https://stackoverflow.com/questions/12542733/setting-default-font-in-jeditorpane,Setting default font in JEditorPane,,1348325071.0,,,,,
1085,"['java', 'android', 'arraylist']","{'account_id': 1645361, 'reputation': 1014, 'user_id': 1517000, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/68f7256b49b77f711aec5f14b4593c02?s=256&d=identicon&r=PG', 'display_name': 'Fahad Abid Janjua', 'link': 'https://stackoverflow.com/users/1517000/fahad-abid-janjua'}",True,128211,7,9,1506545051,1348203353,12524468,CC BY-SA 3.0,https://stackoverflow.com/questions/12524468/adding-multiple-values-in-arraylist-at-a-single-index,Adding Multiple Values in ArrayList at a single index,12524528.0,1348203496.0,,,,,
1086,['java'],"{'account_id': 1850128, 'reputation': 215, 'user_id': 1677564, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/880f6a63540b936f66890a15ff19e53e?s=256&d=identicon&r=PG', 'display_name': 'Michael Haywood', 'link': 'https://stackoverflow.com/users/1677564/michael-haywood'}",True,34762,3,4,1506535278,1347962430,12475503,,https://stackoverflow.com/questions/12475503/how-to-change-the-size-of-an-image,How to change the size of an image?,,,,,,,"{'other_site': {'aliases': ['https://programmer.stackexchange.com', 'https://programmers.stackexchange.com', 'https://swe.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#5D5D5D', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'softwareengineering.meta', 'site_url': 'https://softwareengineering.meta.stackexchange.com', 'name': 'Software Engineering Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=softwareengineering.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1292524346, 'open_beta_date': 1283972400, 'closed_beta_date': 1283367600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/apple-touch-icon@2.png', 'twitter_account': 'StackSoftEng', 'favicon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/apple-touch-icon.png', 'audience': 'professionals, academics, and students working within the systems development life cycle', 'site_url': 'https://softwareengineering.stackexchange.com', 'api_site_parameter': 'softwareengineering', 'logo_url': 'https://cdn.sstatic.net/Sites/softwareengineering/Img/logo.png', 'name': 'Software Engineering', 'site_type': 'main_site'}, 'on_date': 1347965381, 'question_id': 165250}"
1087,"['java', 'windows', 'internet-explorer', 'selenium', 'webdriver']","{'account_id': 1828469, 'reputation': 71, 'user_id': 1660579, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f35cadbb29a9c78346234792accf3a49?s=256&d=identicon&r=PG', 'display_name': 'jkieley', 'link': 'https://stackoverflow.com/users/1660579/jkieley'}",True,22646,2,5,1506520457,1347292047,12355126,CC BY-SA 3.0,https://stackoverflow.com/questions/12355126/selenium-iedriver-issue-launching-ie-nosuchwindowexception,Selenium IEDriver issue launching IE NoSuchWindowException,,1349522450.0,,,,,
1088,"['java', 'triggers', 'timezone', 'quartz-scheduler']","{'account_id': 67352, 'reputation': 11712, 'user_id': 197127, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/o3Pf7.png?s=256&g=1', 'display_name': 'checklist', 'link': 'https://stackoverflow.com/users/197127/checklist'}",True,7978,2,2,1506497442,1348494093,12566297,CC BY-SA 3.0,https://stackoverflow.com/questions/12566297/setting-a-timezone-for-quartz-simple-trigger,Setting a timezone for quartz simple trigger,,1375881702.0,,,,,
1089,"['java', 'android', 'camera']","{'account_id': 1794714, 'reputation': 167, 'user_id': 1634375, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/24da40674ac7fc7bfc227e5272a1432f?s=256&d=identicon&r=PG', 'display_name': 'Matan Kadosh', 'link': 'https://stackoverflow.com/users/1634375/matan-kadosh'}",False,566,1,0,1506451787,1348971224,12658088,CC BY-SA 3.0,https://stackoverflow.com/questions/12658088/get-picture-from-camera-without-saving-to-gallery-android,Get picture from camera without saving to gallery - Android,,,,,,,
1090,"['java', 'stream', 'inputstream', 'compression']","{'account_id': 1008043, 'reputation': 557, 'user_id': 1021233, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/a541141dbfef6ab68b9a29d40b2f43a4?s=256&d=identicon&r=PG', 'display_name': 'Ccortina', 'link': 'https://stackoverflow.com/users/1021233/ccortina'}",True,6058,3,2,1506426147,1347292570,12355255,CC BY-SA 3.0,https://stackoverflow.com/questions/12355255/detect-a-compressed-file-java,Detect a compressed file java,12355380.0,1347293047.0,,,,,
