,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
1036,"['java', 'swing', 'jcombobox', 'country-codes']","{'account_id': 2091224, 'reputation': 141, 'user_id': 1861020, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/Y1igy.jpg?s=256&g=1', 'display_name': 'ultimate.divinity', 'link': 'https://stackoverflow.com/users/1861020/ultimate-divinity'}",True,8838,2,4,1525026369,1354130214,1354130449.0,13612710,CC BY-SA 3.0,https://stackoverflow.com/questions/13612710/java-util-missingresourceexception-couldnt-find-3-letter-country-code-for-cs,java.util.MissingResourceException: Couldn&#39;t find 3-letter country code for CS,,,,,,
1037,"['java', 'swing', 'jtable']","{'account_id': 2022520, 'reputation': 79, 'user_id': 1808348, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/da076820cd5e4c9ac8c28be2931cd1d9?s=256&d=identicon&r=PG', 'display_name': 'user1808348', 'link': 'https://stackoverflow.com/users/1808348/user1808348'}",True,117,1,0,1524792112,1352709772,1524792112.0,13340559,CC BY-SA 3.0,https://stackoverflow.com/questions/13340559/how-to-output-objects-into-my-jtable-so-that-editing-a-field-affects-the-state-o,How to output objects into my JTable so that editing a field affects the state of the original object?,13340665.0,,,,,
1038,"['java', 'android']","{'account_id': 1616118, 'reputation': 931, 'user_id': 1493755, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/3be7596f33a51b5da11b422afdb7e15c?s=256&d=identicon&r=PG', 'display_name': 'B. Money', 'link': 'https://stackoverflow.com/users/1493755/b-money'}",True,93313,6,26,1524625029,1353372172,1353374040.0,13464954,,https://stackoverflow.com/questions/13464954/how-do-i-split-a-string-by-line-break,How Do I Split A String By Line Break?,13464983.0,,1475924862.0,Duplicate,,
1039,"['java', 'character-encoding', 'intellij-idea', 'javafx-2', 'system.out']","{'account_id': 2006535, 'reputation': 9983, 'user_id': 1796269, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/3bbfae902e1399d8ff4ad1c4a8d7b0d2?s=256&d=identicon&r=PG', 'display_name': 'NightRa', 'link': 'https://stackoverflow.com/users/1796269/nightra'}",False,915,2,0,1524315564,1353772939,1353836924.0,13542887,CC BY-SA 3.0,https://stackoverflow.com/questions/13542887/read-and-print-unicode-strings,Read and print unicode strings,,,,,,
1040,"['java', 'c++', 'c', 'import', 'include']","{'account_id': 1976540, 'reputation': 1803, 'user_id': 1774214, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/41c93c458cef51d34d2e6b3ef1041c95?s=256&d=identicon&r=PG', 'display_name': 'Eamon Moloney', 'link': 'https://stackoverflow.com/users/1774214/eamon-moloney'}",True,20448,9,20,1524294401,1353605540,1431178948.0,13517618,CC BY-SA 3.0,https://stackoverflow.com/questions/13517618/import-in-java-vs-include-in-c-c,&#39;import&#39; in Java vs. &#39;#include&#39; in C/C++,,,,,,
1041,['java'],"{'account_id': 2028728, 'reputation': 1747, 'user_id': 1813047, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/29f44a7878eac8f1ec3f4b97c55303c6?s=256&d=identicon&r=PG', 'display_name': 'Henrik', 'link': 'https://stackoverflow.com/users/1813047/henrik'}",True,11201,3,2,1524250062,1354097033,,13602465,CC BY-SA 3.0,https://stackoverflow.com/questions/13602465/convert-byte-array-or-strinbuilder-to-utf-8,Convert byte array or strinbuilder to utf-8,13602540.0,,,,,
1042,"['java', 'sha1', 'bittorrent']","{'account_id': 1499959, 'reputation': 332, 'user_id': 1404953, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/a7a5565670498226782870dd3d4314d3?s=256&d=identicon&r=PG', 'display_name': 'Simone', 'link': 'https://stackoverflow.com/users/1404953/simone'}",False,888,1,1,1524129969,1351983781,1524129969.0,13214371,CC BY-SA 3.0,https://stackoverflow.com/questions/13214371/invalid-info-hash-java-bittorrent-client,Invalid info_hash (Java BitTorrent client),,,,,,
1043,"['java', 'inheritance', 'polymorphism']","{'account_id': 1277020, 'reputation': 179, 'user_id': 1232041, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/BA7Zo.png?s=256&g=1', 'display_name': 'Michael Lai', 'link': 'https://stackoverflow.com/users/1232041/michael-lai'}",True,802,5,1,1523778962,1351875984,1523778962.0,13199923,CC BY-SA 3.0,https://stackoverflow.com/questions/13199923/a-reflection-after-a-java-interview-inheritance-and-polymorphism,A reflection after a Java interview: Inheritance and polymorphism,13199944.0,,,,,
1044,['java'],"{'account_id': 2075020, 'reputation': 4834, 'user_id': 1848639, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/ZvxWN.jpg?s=256&g=1', 'display_name': 'Tushar Monirul', 'link': 'https://stackoverflow.com/users/1848639/tushar-monirul'}",True,18880,3,1,1523618250,1354046626,1495539828.0,13592123,,https://stackoverflow.com/questions/13592123/can-i-run-a-jar-file-without-jdk,Can I run a .jar file without JDK?,13592232.0,,1354086651.0,exact duplicate,,
1045,"['java', 'user-interface', 'menu']","{'account_id': 380111, 'reputation': 185, 'user_id': 733922, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/e50cbe98bb468777d398376947959d5f?s=256&d=identicon&r=PG', 'display_name': 'Nabalad', 'link': 'https://stackoverflow.com/users/733922/nabalad'}",True,19782,2,10,1523546007,1353885532,1507831855.0,13556637,CC BY-SA 3.0,https://stackoverflow.com/questions/13556637/how-to-have-menus-website-style-navigation-links-in-java-desktop-application,How to have menus (website style navigation links) in java desktop application,,,,,,
1046,"['java', 'android', 'file']","{'account_id': 771193, 'reputation': 5825, 'user_id': 850271, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/6b04f323f33c4fafa6074e37d20b0244?s=256&d=identicon&r=PG', 'display_name': 'John Roberts', 'link': 'https://stackoverflow.com/users/850271/john-roberts'}",True,40247,3,7,1523412247,1354148973,1354218939.0,13616876,CC BY-SA 3.0,https://stackoverflow.com/questions/13616876/getting-file-path-for-local-android-project-files,Getting file path for local Android project files,13616898.0,,,,,
1047,"['java', 'excel', 'apache-poi', 'vba']","{'account_id': 483013, 'reputation': 43, 'user_id': 897809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fcde2341b29d7f2ba72deee9eb3b3e02?s=256&d=identicon&r=PG', 'display_name': 'Ahmed Abd El Atti', 'link': 'https://stackoverflow.com/users/897809/ahmed-abd-el-atti'}",True,14498,3,2,1523269598,1352201411,1531161705.0,13250095,CC BY-SA 4.0,https://stackoverflow.com/questions/13250095/how-to-make-cell-as-read-only-in-excel-using-apachi-poi,how to make cell as read-only in excel using apachi-POI,13270777.0,,,,,
1048,"['java', 'jersey', 'jax-rs']","{'account_id': 986908, 'reputation': 5688, 'user_id': 1005184, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/qn4HP.jpg?s=256&g=1', 'display_name': 'Artem Moskalev', 'link': 'https://stackoverflow.com/users/1005184/artem-moskalev'}",True,95318,3,132,1523219679,1353892675,1523219679.0,13557442,CC BY-SA 3.0,https://stackoverflow.com/questions/13557442/what-does-provider-in-jax-rs-mean,What does Provider in JAX-RS mean?,13557596.0,,,,,
1049,"['java', 'algorithm', 'complexity-theory', 'big-o', 'time-complexity']","{'user_type': 'does_not_exist', 'display_name': 'user277465'}",True,17983,2,24,1523219033,1353241188,1436757360.0,13440020,CC BY-SA 3.0,https://stackoverflow.com/questions/13440020/big-o-for-various-fibonacci-implementations,Big-O for various Fibonacci Implementations,13440108.0,,,,,
1050,"['java', 'github', 'github-api']","{'account_id': 1261229, 'reputation': 1987, 'user_id': 1219463, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/5b70d92c5b80f372948188951d86c015?s=256&d=identicon&r=PG', 'display_name': 'vishesh', 'link': 'https://stackoverflow.com/users/1219463/vishesh'}",True,3698,1,1,1523026748,1352371661,,13287509,CC BY-SA 3.0,https://stackoverflow.com/questions/13287509/github-authentication-for-java-application,Github authentication for java application,,,,,,
1051,"['java', 'android']","{'account_id': 1983169, 'reputation': 235, 'user_id': 1779228, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/c4799dcfed8b6afc2c5c1125b68211aa?s=256&d=identicon&r=PG', 'display_name': 'Hans Fredrik', 'link': 'https://stackoverflow.com/users/1779228/hans-fredrik'}",True,69,1,1,1522824346,1352047243,1522824346.0,13220560,CC BY-SA 3.0,https://stackoverflow.com/questions/13220560/sharedpreference-write-something-and-save-it-everything-disappears,"sharedPreference: write something and save it, everything disappears",13220692.0,,,,,
1052,"['java', 'servlets']","{'account_id': 1808992, 'reputation': 193, 'user_id': 1645434, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/5572545122af688d7f0d58757373644e?s=256&d=identicon&r=PG', 'display_name': 'user1645434', 'link': 'https://stackoverflow.com/users/1645434/user1645434'}",True,4255,1,0,1522818458,1354175355,1354176468.0,13621097,CC BY-SA 3.0,https://stackoverflow.com/questions/13621097/resultset-isnt-going-into-while-loop-and-set-the-value,resultset isn&#39;t going into while loop and set the value,13621129.0,,,,,
1053,"['java', 'jexl']","{'account_id': 2034060, 'reputation': 49, 'user_id': 1816880, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8d2dd6649f38027e15e9b7bc91d90fd?s=256&d=identicon&r=PG', 'display_name': 'user1816880', 'link': 'https://stackoverflow.com/users/1816880/user1816880'}",True,17396,4,4,1522737238,1352677857,,13336761,CC BY-SA 3.0,https://stackoverflow.com/questions/13336761/does-anyone-have-any-simple-jexl-examples-using-a-loop-i-am-looking-to-iterate,Does anyone have any simple JEXL examples using a loop. I am looking to iterate around a simple Array to output various string values?,,,,,,
1054,"['java', 'eclipse', 'scala', 'run-configuration']","{'account_id': 221741, 'reputation': 7718, 'user_id': 479905, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4f1b1eb37c5c280e2db98abbaace9f86?s=256&d=identicon&r=PG', 'display_name': 'Arne', 'link': 'https://stackoverflow.com/users/479905/arne'}",True,370,3,2,1522420102,1353500936,1353634298.0,13493308,CC BY-SA 3.0,https://stackoverflow.com/questions/13493308/how-do-i-map-a-key-in-eclipse-to-run-the-project-run-configuration,how do I map a key in eclipse to run the project run configuration?,13522380.0,,,,,
1055,"['java', 'html', 'applet']","{'account_id': 1787060, 'reputation': 166, 'user_id': 1628311, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/13d4acaac9897498a71a4b6c4f3a540c?s=256&d=identicon&r=PG', 'display_name': 'user1628311', 'link': 'https://stackoverflow.com/users/1628311/user1628311'}",True,3927,3,3,1522374228,1353446384,,13482331,CC BY-SA 3.0,https://stackoverflow.com/questions/13482331/browser-doesnt-show-java-applet,browser doesn&#39;t show java applet,13487833.0,,,,,
1056,['java'],"{'account_id': 2045854, 'reputation': 255, 'user_id': 1825949, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/59040ba20be855cc28eb307d241f9348?s=256&d=identicon&r=PG', 'display_name': 'user1825949', 'link': 'https://stackoverflow.com/users/1825949/user1825949'}",True,2621,1,2,1522292012,1353663381,1353664181.0,13526278,CC BY-SA 3.0,https://stackoverflow.com/questions/13526278/saml-encrypted-response-how-to-get-the-private-key,SAML encrypted response - how to get the private key?,,,,,,
1057,"['java', 'android', 'datetime', 'date-format']","{'account_id': 1079466, 'reputation': 3059, 'user_id': 1076868, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://i.stack.imgur.com/cjHTm.jpg?s=256&g=1', 'display_name': 'Rushabh Patel', 'link': 'https://stackoverflow.com/users/1076868/rushabh-patel'}",True,55958,3,3,1522091990,1354112395,1472441150.0,13607201,CC BY-SA 3.0,https://stackoverflow.com/questions/13607201/convert-date-string-to-a-particular-date-format-dd-mm-yyyy-in-java,Convert date string to a particular date format &quot;dd-MM-yyyy&quot; in Java,49499063.0,,,,,
1058,"['java', 'performance', 'random']","{'account_id': 466180, 'reputation': 2967, 'user_id': 870776, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9eaefc0b42d4bee7c5bf93613a81444a?s=256&d=identicon&r=PG', 'display_name': 'eversor', 'link': 'https://stackoverflow.com/users/870776/eversor'}",True,6763,2,11,1522049923,1351975977,,13213395,CC BY-SA 3.0,https://stackoverflow.com/questions/13213395/adjusting-xorshift-generator-to-return-a-number-within-a-maximum,Adjusting XORShift generator to return a number within a maximum,13533895.0,,,,,
1059,"['java', 'android']","{'account_id': 1934809, 'reputation': 1043, 'user_id': 1743341, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/5paZI.jpg?s=256&g=1', 'display_name': 'baron_bartek', 'link': 'https://stackoverflow.com/users/1743341/baron-bartek'}",True,85,2,0,1522047062,1352125595,1522047062.0,13234089,CC BY-SA 3.0,https://stackoverflow.com/questions/13234089/android-too-long-text-for-scrollable-view,android too long text for scrollable view,13234375.0,,,,,
1060,"['java', 'c++', 'boolean', 'eval', 'solver']","{'account_id': 2033815, 'reputation': 69, 'user_id': 1816710, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/e3262561cc1b3ce7d0105b6a9bfad6ae?s=256&d=identicon&r=PG', 'display_name': 'nt2005', 'link': 'https://stackoverflow.com/users/1816710/nt2005'}",True,11949,1,-1,1521973644,1353800405,1353849990.0,13546791,,https://stackoverflow.com/questions/13546791/boolean-expression-solver-simplifier,Boolean expression solver/simplifier,,,1603341998.0,Not suitable for this site,,
1061,"['java', 'ubuntu', 'service', 'special-characters']","{'account_id': 1001536, 'reputation': 265, 'user_id': 1016283, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/1e321ccc18423d35aeb6c407bb532fd7?s=256&d=identicon&r=PG', 'display_name': 'Andrea', 'link': 'https://stackoverflow.com/users/1016283/andrea'}",True,2756,2,15,1521965196,1353066398,1353321423.0,13415975,CC BY-SA 3.0,https://stackoverflow.com/questions/13415975/cant-read-utf-8-filenames-when-launched-as-an-upstart-service,Can&#39;t read UTF-8 filenames when launched as an Upstart service,13425026.0,,,,,
1062,"['java', 'hibernate', 'persistence', 'ejb-3.0', 'cascade']","{'account_id': 2090213, 'reputation': 1345, 'user_id': 1860222, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/dcd9cf0881ee1e7a5f28175308628e25?s=256&d=identicon&r=PG', 'display_name': 'pbuchheit', 'link': 'https://stackoverflow.com/users/1860222/pbuchheit'}",False,641,1,1,1521624070,1354115939,,13608387,CC BY-SA 3.0,https://stackoverflow.com/questions/13608387/saving-multiple-new-entities-in-a-single-hibernate-transaction,Saving Multiple New Entities in a Single Hibernate Transaction,,,,,,
1063,"['java', 'tomcat', 'logging', 'jersey', 'logback']","{'account_id': 435234, 'reputation': 8477, 'user_id': 821722, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/fecf1e52acf92d1391d5389cf32acf9f?s=256&d=identicon&r=PG', 'display_name': 'thatidiotguy', 'link': 'https://stackoverflow.com/users/821722/thatidiotguy'}",True,5536,3,3,1521510192,1352150205,1495540397.0,13240520,CC BY-SA 3.0,https://stackoverflow.com/questions/13240520/jersey-server-logging-w-logback,Jersey Server Logging /w Logback,,,,,,
1064,"['java', 'servlets', 'logout']","{'account_id': 1486037, 'reputation': 765, 'user_id': 1394305, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/b39f2348e2f2900901b9d1648533da86?s=256&d=identicon&r=PG', 'display_name': 'anujin', 'link': 'https://stackoverflow.com/users/1394305/anujin'}",False,4314,1,0,1521477154,1352089117,1521477154.0,13225855,CC BY-SA 3.0,https://stackoverflow.com/questions/13225855/how-to-session-expire-when-user-clicks-back-button-after-log-out-i-e-like-bank,How to session expire when user clicks back button after log out i.e. like bank website,,,,,,
1065,"['java', 'log4j']","{'account_id': 789443, 'reputation': 209, 'user_id': 873911, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/420623323602ce9ca9ce52768b601502?s=256&d=identicon&r=PG', 'display_name': 'Peeer', 'link': 'https://stackoverflow.com/users/873911/peeer'}",True,25666,3,18,1521351787,1352787516,1352787631.0,13356326,CC BY-SA 3.0,https://stackoverflow.com/questions/13356326/how-can-i-log-every-method-called-in-a-class-automatically-with-log4j,How can i log every method called in a class automatically with log4j,14670655.0,,,,,
1066,"['java', 'swing', 'jtable', 'jscrollpane', 'preferredsize']","{'account_id': 1959852, 'reputation': 355, 'user_id': 1761818, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/5b95c1108d745e553df483c4e86f6ee1?s=256&d=identicon&r=PG', 'display_name': 'user1761818', 'link': 'https://stackoverflow.com/users/1761818/user1761818'}",True,63201,4,7,1521291995,1351977891,1351983504.0,13213645,CC BY-SA 3.0,https://stackoverflow.com/questions/13213645/set-size-of-jtable-in-jscrollpane-and-in-jpanel-with-the-size-of-the-jframe,Set size of JTable in JScrollPane and in JPanel with the size of the JFrame,,,,,,
1067,"['java', 'windows', 'command']","{'account_id': 1310284, 'reputation': 1659, 'user_id': 1258407, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/648c8a3d49e8e87814a150204217ea53?s=256&d=identicon&r=PG', 'display_name': 'Seth', 'link': 'https://stackoverflow.com/users/1258407/seth'}",True,40482,2,13,1521233112,1351994275,,13215348,CC BY-SA 3.0,https://stackoverflow.com/questions/13215348/how-to-output-java-jar-errors-to-a-text-log-file,How to output java -jar errors to a text/log file?,13215395.0,,,,,
1068,"['java', 'ehcache']","{'account_id': 38028, 'reputation': 1120, 'user_id': 108942, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8ce7ff07a17ca8e77a8e724efbdf7359?s=256&d=identicon&r=PG&f=1', 'display_name': 'techarch', 'link': 'https://stackoverflow.com/users/108942/techarch'}",True,22234,3,8,1521131259,1352110626,1380834818.0,13230003,CC BY-SA 3.0,https://stackoverflow.com/questions/13230003/ehcache-cache-size-at-runtime,Ehcache cache size at runtime,19248356.0,,,,,
1069,"['java', 'maven', 'pom.xml', 'ivy']","{'account_id': 153395, 'reputation': 103496, 'user_id': 368630, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/107085826cfbb2700f535417a12c89cb?s=256&d=identicon&r=PG', 'display_name': 'David W.', 'link': 'https://stackoverflow.com/users/368630/david-w'}",True,2095,1,2,1521116081,1353357786,1521116081.0,13461876,CC BY-SA 3.0,https://stackoverflow.com/questions/13461876/how-do-i-specify-net-sf-json-libjson-lib2-3-in-ivy-or-maven,How do I specify net.sf.json-lib#json-lib#2.3 in Ivy or Maven?,13462023.0,,,,,
1070,"['java', 'swing', 'user-interface', 'hash', 'hashmap']","{'account_id': 2030395, 'reputation': 27, 'user_id': 1861933, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/560f44cdd7eb3444295f5b8d1ca292e6?s=256&d=identicon&r=PG', 'display_name': 'Salehin Suhaimi', 'link': 'https://stackoverflow.com/users/1861933/salehin-suhaimi'}",True,2075,2,0,1520963414,1354159339,1520963414.0,13618298,CC BY-SA 3.0,https://stackoverflow.com/questions/13618298/trying-to-show-hashmap-value-to-a-gui-in-another-class,Trying to show hashmap value to a GUI in another class,13618391.0,,,,,
1071,"['java', 'objective-c', 'xcode', 'xcode4', 'mahout']","{'account_id': 1905001, 'reputation': 47, 'user_id': 1720053, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/3b7cab552d99018ca4cd79087d352ba9?s=256&d=identicon&r=PG', 'display_name': 'Alaa12', 'link': 'https://stackoverflow.com/users/1720053/alaa12'}",False,1182,1,1,1520963307,1352980868,1352981095.0,13397151,CC BY-SA 3.0,https://stackoverflow.com/questions/13397151/xcode-and-java-code,xcode and java code,,,,,,
1072,"['java', 'javadoc', 'comments']","{'account_id': 1203926, 'reputation': 1264, 'user_id': 1366328, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/3b90ccb6684da92c26cbb92f97fd09bd?s=256&d=identicon&r=PG', 'display_name': 'theUg', 'link': 'https://stackoverflow.com/users/1366328/theug'}",True,95282,1,110,1520900189,1352594408,1398680874.0,13327534,CC BY-SA 3.0,https://stackoverflow.com/questions/13327534/details-of-difference-between-see-and-inheritdoc,Details of difference between @see and @inheritDoc,13327668.0,,,,,
1073,"['java', 'collections']","{'account_id': 1796338, 'reputation': 604, 'user_id': 1635669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/696705c0d1309b7d29e497b4da0bd7ef?s=256&d=identicon&r=PG', 'display_name': 'BennyBarns', 'link': 'https://stackoverflow.com/users/1635669/bennybarns'}",True,3378,5,1,1520601421,1352120430,1352121880.0,13232657,CC BY-SA 3.0,https://stackoverflow.com/questions/13232657/concurrentmodificationexception-in-single-threaded-unmodifiablelist,ConcurrentModificationException in single Threaded unmodifiableList,13233690.0,,,,,
1074,"['java', 'javap']","{'account_id': 1590496, 'reputation': 1304, 'user_id': 1473907, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/16cba8499bada37bc7a1f9b44ec39e64?s=256&d=identicon&r=PG', 'display_name': 'mcacorner', 'link': 'https://stackoverflow.com/users/1473907/mcacorner'}",True,13220,1,17,1520585968,1352790793,,13356811,CC BY-SA 3.0,https://stackoverflow.com/questions/13356811/java-javap-errorcould-not-find-class,Java : javap ERROR:Could not find .class,13356834.0,,,,,
1075,"['java', 'spring-mvc', 'nginx', 'jstl', 'taglib']","{'account_id': 97535, 'reputation': 809, 'user_id': 264536, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/6f4fcf6652f8f4d187de3669b5953ff7?s=256&d=identicon&r=PG', 'display_name': 'spike07', 'link': 'https://stackoverflow.com/users/264536/spike07'}",True,1496,1,1,1520516922,1351869008,1364218404.0,13197954,CC BY-SA 3.0,https://stackoverflow.com/questions/13197954/rewrite-rule-appending-webapp-context-path-conflicts-with-springurl-and-cur,Rewrite Rule appending webapp context path conflicts with &lt;spring:url&gt; and &lt;c:url&gt; taglibs,,,,,,
1076,"['java', 'multithreading', 'javafx-2', 'java.util.concurrent']","{'account_id': 1330287, 'reputation': 23, 'user_id': 1274355, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01521d6f81a159a0cebc1ff69031d4ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ben Goodwin', 'link': 'https://stackoverflow.com/users/1274355/ben-goodwin'}",True,4354,1,2,1520436750,1352263102,,13263201,CC BY-SA 3.0,https://stackoverflow.com/questions/13263201/javafx-thread-synchronization-with-java-thread,JavaFX thread synchronization with Java thread,13264677.0,,,,,
1077,"['java', 'exception', 'exception-handling', 'try-catch', 'try-catch-finally']","{'account_id': 1939917, 'reputation': 2288, 'user_id': 1746344, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/edd0aad5672711ec6a5ab6be8490cb8c?s=256&d=identicon&r=PG', 'display_name': 'arvin_codeHunk', 'link': 'https://stackoverflow.com/users/1746344/arvin-codehunk'}",True,25260,3,2,1520435512,1352459205,1520435512.0,13306922,CC BY-SA 3.0,https://stackoverflow.com/questions/13306922/can-i-have-more-than-two-finally-block-in-a-class,can I have more than two finally block in a class,13306987.0,,,,,
1078,['java'],"{'account_id': 149771, 'reputation': 2096, 'user_id': 362510, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/a47b906e4234a1c2d7e3eb0942467ae6?s=256&d=identicon&r=PG', 'display_name': 'Vjy', 'link': 'https://stackoverflow.com/users/362510/vjy'}",True,1050,3,0,1520386618,1352992277,1520386618.0,13400370,CC BY-SA 3.0,https://stackoverflow.com/questions/13400370/multibyte-character-pattern-matching,Multibyte Character - Pattern matching,13400433.0,,,,,
1079,"['java', 'encryption', 'vigenere']","{'account_id': 898274, 'reputation': 617, 'user_id': 935071, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/16e2b8148bde2ec35fb21237daf5d57d?s=256&d=identicon&r=PG', 'display_name': 'Bradley', 'link': 'https://stackoverflow.com/users/935071/bradley'}",False,3752,2,2,1520346931,1353005615,1520346931.0,13404204,CC BY-SA 3.0,https://stackoverflow.com/questions/13404204/decrypting-vigen%c3%a8re-cipher-in-java,Decrypting Vigen&#232;re cipher in Java,,,,,,
1080,"['java', 'sockets']","{'account_id': 1971377, 'reputation': 59, 'user_id': 1770193, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e41f16a1957cf631d4df7b5907ff25c1?s=256&d=identicon&r=PG', 'display_name': 'Anil Kumar AK', 'link': 'https://stackoverflow.com/users/1770193/anil-kumar-ak'}",False,4510,3,1,1520339492,1352159375,,13242311,CC BY-SA 3.0,https://stackoverflow.com/questions/13242311/socket-connection-pooling,Socket Connection Pooling,,,,,,
1081,"['java', 'string', 'types', 'inference']","{'account_id': 1036449, 'reputation': 240, 'user_id': 1043606, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e57038271294a37eb4af22e8e771f000?s=256&d=identicon&r=PG', 'display_name': 'ecostanzi', 'link': 'https://stackoverflow.com/users/1043606/ecostanzi'}",True,2606,3,1,1520339118,1352487438,1447941956.0,13314215,CC BY-SA 3.0,https://stackoverflow.com/questions/13314215/java-how-to-infer-type-from-data-coming-from-multiple-sources,Java how to infer type from data coming from multiple sources,13314525.0,,,,,
1082,"['java', 'sql-server', 'jdbc', 'prepared-statement']","{'account_id': 1681035, 'reputation': 600, 'user_id': 1545259, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d7e8ee4fb6df0cfb44c5db46d862b618?s=256&d=identicon&r=PG', 'display_name': 'jmrodrigg', 'link': 'https://stackoverflow.com/users/1545259/jmrodrigg'}",True,7370,1,12,1520236501,1354265837,1354268444.0,13641832,CC BY-SA 3.0,https://stackoverflow.com/questions/13641832/getgeneratedkeys-after-preparedstatement-executebatch,getGeneratedKeys() after PreparedStatement.executeBatch(),13642539.0,,,,,
1083,"['java', 'class', 'object', 'instance']","{'account_id': 2063012, 'reputation': 161, 'user_id': 1839155, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/5b863f8ba0900dc10d53b44cc270dcba?s=256&d=identicon&r=PG', 'display_name': 'Jonny Stewart', 'link': 'https://stackoverflow.com/users/1839155/jonny-stewart'}",True,3186,8,4,1519996626,1354215467,,13632750,CC BY-SA 3.0,https://stackoverflow.com/questions/13632750/java-two-objects-object1-object2-class-type-dont-understand,"Java, two objects, object1 = object2 = class/type ... don&#39;t understand",13632767.0,,,,,
