,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from
1220,"['java', 'multithreading']","{'account_id': 1421077, 'reputation': 17457, 'user_id': 1345655, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/2f01aca0b4d2d9347a6fd0f16f24d084?s=256&d=identicon&r=PG', 'display_name': 'Kshitiz Sharma', 'link': 'https://stackoverflow.com/users/1345655/kshitiz-sharma'}",True,44492,4,9,1500473845,1338011198,10763928,CC BY-SA 3.0,https://stackoverflow.com/questions/10763928/how-does-java-run-method-work,How does Java run() method work?,10764108.0,1375208696.0,,,,,
1221,"['java', 'swing', 'actionlistener']","{'account_id': 1455987, 'reputation': 43, 'user_id': 1371541, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7c2855c72a23f36e30bee69200abbaf4?s=256&d=identicon&r=PG', 'display_name': 'user1371541', 'link': 'https://stackoverflow.com/users/1371541/user1371541'}",True,830,4,0,1500464397,1337497292,10671449,CC BY-SA 3.0,https://stackoverflow.com/questions/10671449/java-swing-questions-in-actionlistener,Java swing questions in ActionListener,10671514.0,,,,,,
1222,"['java', 'mysql', 'uniqueidentifier']","{'account_id': 47875, 'reputation': 637, 'user_id': 142010, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/5721b583d7254591fc22400fa4c08fd1?s=256&d=identicon&r=PG', 'display_name': 'mots_g', 'link': 'https://stackoverflow.com/users/142010/mots-g'}",True,7622,6,2,1500388292,1337599380,10684283,CC BY-SA 3.0,https://stackoverflow.com/questions/10684283/generate-unique-id-for-client-server-authentication,Generate Unique Id for client server authentication,10684380.0,1337599565.0,,,,,
1223,"['java', 'hibernate']","{'account_id': 1496076, 'reputation': 536, 'user_id': 1401983, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/87f54080f8a12c6ac59ae9dc800fbe80?s=256&d=identicon&r=PG&f=1', 'display_name': 'mkowal87', 'link': 'https://stackoverflow.com/users/1401983/mkowal87'}",True,1613,3,8,1500385658,1337290764,10643909,CC BY-SA 3.0,https://stackoverflow.com/questions/10643909/hibernate-checking-all-elements-equal-in-collection,Hibernate checking all elements equal in collection,,,,,,,
1224,"['java', 'jakarta-ee', 'file-upload']","{'account_id': 1494823, 'reputation': 91, 'user_id': 1401030, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/c5041d0fcc8cf750acba6297d1e4d806?s=256&d=identicon&r=PG', 'display_name': 'Raktim', 'link': 'https://stackoverflow.com/users/1401030/raktim'}",True,7659,4,4,1500379689,1338300086,10800728,CC BY-SA 3.0,https://stackoverflow.com/questions/10800728/java-lang-nosuchmethoderror-while-uploading-file,java.lang.NoSuchMethodError while uploading file,,1465277988.0,,,,,
1225,"['java', 'collections', 'duplicates', 'equality']","{'user_type': 'does_not_exist', 'display_name': 'user321068'}",True,15145,7,11,1500298610,1337953985,10755632,CC BY-SA 3.0,https://stackoverflow.com/questions/10755632/finding-duplicate-entries-in-collection,Finding duplicate entries in Collection,10805234.0,1338319311.0,,,,,
1226,"['java', 'jsp', 'tomcat', 'web-applications', 'servlets']","{'account_id': 125181, 'reputation': 4991, 'user_id': 320791, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/nQ1Gb.jpg?s=256&g=1', 'display_name': 'MauroPorras', 'link': 'https://stackoverflow.com/users/320791/mauroporras'}",True,24737,2,7,1500288085,1336182399,10458109,CC BY-SA 3.0,https://stackoverflow.com/questions/10458109/specify-jre-jdk-when-starting-apache-tomcat-7,Specify JRE/JDK when starting Apache Tomcat 7,10460201.0,1374551942.0,,,,,
1227,"['java', 'rhino']","{'account_id': 1440771, 'reputation': 1135, 'user_id': 1361000, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/66d4b947af5a78cdccd0cdac1e7d2170?s=256&d=identicon&r=PG', 'display_name': 'Igor Brusamolin Lobo Santos', 'link': 'https://stackoverflow.com/users/1361000/igor-brusamolin-lobo-santos'}",True,3343,1,1,1500004774,1337600361,10684536,CC BY-SA 3.0,https://stackoverflow.com/questions/10684536/passing-parameters-to-a-javascript-function,Passing parameters to a javascript function,10684760.0,,,,,,
1228,"['java', 'algorithm', 'optimization', 'data-structures', 'graph']","{'account_id': 162919, 'reputation': 52214, 'user_id': 384706, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/4d4c5200e64564047976e390fa9ed1cc?s=256&d=identicon&r=PG', 'display_name': 'Cratylus', 'link': 'https://stackoverflow.com/users/384706/cratylus'}",True,2387,4,4,1499976806,1336899381,10570492,CC BY-SA 3.0,https://stackoverflow.com/questions/10570492/graph-implementations-and-initialization-of-adjacency-matrices,Graph implementations and initialization of adjacency matrices,,1336935971.0,,,,,
1229,"['java', 'svn', 'command-line']","{'account_id': 347598, 'reputation': 37115, 'user_id': 681807, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f12af4788f5589d79a19472c5e1c40bd?s=256&d=identicon&r=PG', 'display_name': 'My Head Hurts', 'link': 'https://stackoverflow.com/users/681807/my-head-hurts'}",True,1650,3,2,1499927574,1336395472,10482507,CC BY-SA 3.0,https://stackoverflow.com/questions/10482507/too-many-arguments-to-svn-import-command,Too many arguments to SVN import command,10483830.0,1336459105.0,,,,,
1230,['java'],"{'account_id': 1445344, 'reputation': 4110, 'user_id': 1364053, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://i.stack.imgur.com/KACnF.png?s=256&g=1', 'display_name': 'nr5', 'link': 'https://stackoverflow.com/users/1364053/nr5'}",True,2823,3,3,1499879659,1338148655,10776806,CC BY-SA 3.0,https://stackoverflow.com/questions/10776806/typecasting-in-java,Typecasting in java,10776819.0,,,,,,
1231,"['java', 'c++', 'java-native-interface']","{'account_id': 153562, 'reputation': 13205, 'user_id': 368896, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/86b2d19edca5143a705619f0bc0bb04e?s=256&d=identicon&r=PG', 'display_name': 'Dan Nissenbaum', 'link': 'https://stackoverflow.com/users/368896/dan-nissenbaum'}",True,12517,3,22,1499865218,1335941301,10408972,CC BY-SA 3.0,https://stackoverflow.com/questions/10408972/how-to-obtain-a-description-of-a-java-exception-in-c-when-using-jni,How to obtain a description of a Java exception in C++ when using JNI?,10410117.0,,,,,,
1232,"['java', 'ruby-on-rails-3', 'heroku']","{'account_id': 1007729, 'reputation': 2011, 'user_id': 1021018, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/30f58b67c9a6da7ce493536bd91238d0?s=256&d=identicon&r=PG', 'display_name': 'schmudu', 'link': 'https://stackoverflow.com/users/1021018/schmudu'}",True,715,3,0,1499862671,1337730035,10711605,CC BY-SA 3.0,https://stackoverflow.com/questions/10711605/yomu-and-heroku,Yomu and Heroku,10757464.0,,,,,,
1233,"['java', 'eclipse', 'hibernate', 'eclipse-scout']","{'account_id': 947502, 'reputation': 4415, 'user_id': 974442, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/4fb4c035f4288ee7f14a06d55221dc04?s=256&d=identicon&r=PG', 'display_name': 'pbaris', 'link': 'https://stackoverflow.com/users/974442/pbaris'}",True,1290,2,3,1499762337,1337722332,10710495,CC BY-SA 3.0,https://stackoverflow.com/questions/10710495/eclipse-scout-hibernate,Eclipse scout hibernate,,1407963633.0,,,,,
1234,"['java', 'logging', 'components', 'osgi', 'declarative-services']","{'account_id': 1470266, 'reputation': 1056, 'user_id': 1382008, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a657f59d8a7bc55dffe8128f7f1d2456?s=256&d=identicon&r=PG', 'display_name': 'benjamin', 'link': 'https://stackoverflow.com/users/1382008/benjamin'}",True,5047,1,4,1499698722,1336480987,10498846,CC BY-SA 3.0,https://stackoverflow.com/questions/10498846/how-do-you-properly-handle-logging-in-osgi-while-separating-service-components,How do you properly handle logging in OSGi while separating service components?,10528426.0,1499698722.0,,,,,
1235,"['java', 'math', 'interpolation', 'polynomial-math', 'calculus']","{'account_id': 1009056, 'reputation': 2214, 'user_id': 1022048, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/69babd81e38791888ccd4e0aed2c765a?s=256&d=identicon&r=PG', 'display_name': 'Alexandru Chirila', 'link': 'https://stackoverflow.com/users/1022048/alexandru-chirila'}",True,4926,2,4,1499517328,1336813284,10562345,,https://stackoverflow.com/questions/10562345/library-for-polynomial-calculus-in-java,Library for polynomial calculus in Java?,10562376.0,1337020494.0,,1518685138.0,Not suitable for this site,,
1236,"['java', 'multithreading']","{'account_id': 881180, 'reputation': 14163, 'user_id': 246394, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/69da6796966bffd0213c61027fad1d08?s=256&d=identicon&r=PG', 'display_name': 'Zo72', 'link': 'https://stackoverflow.com/users/246394/zo72'}",True,18802,3,45,1499351745,1335876695,10397881,CC BY-SA 3.0,https://stackoverflow.com/questions/10397881/java-locksupport-parknanos-vs-thread-sleep,Java: LockSupport.parkNanos vs Thread.sleep(...),10397964.0,1499351745.0,,,,,
1237,"['java', 'stored-procedures', 'informix']","{'account_id': 1494920, 'reputation': 101, 'user_id': 1401110, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/aeb56755977c2bdc8e23ecfd702a3f76?s=256&d=identicon&r=PG', 'display_name': 'Oytun Yilmaz', 'link': 'https://stackoverflow.com/users/1401110/oytun-yilmaz'}",True,884,2,2,1499337500,1337261986,10636842,CC BY-SA 3.0,https://stackoverflow.com/questions/10636842/informix-using-stored-procedures-in-java,Informix: using stored procedures in Java,10637035.0,1340400936.0,,,,,
1238,"['java', 'android', 'android-alertdialog', 'countdowntimer']","{'account_id': 412487, 'reputation': 1084, 'user_id': 785576, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/33411da3e98bb05dc189390448307bb8?s=256&d=identicon&r=PG', 'display_name': 'saravanan', 'link': 'https://stackoverflow.com/users/785576/saravanan'}",True,3313,2,3,1499280554,1338223007,10787863,CC BY-SA 3.0,https://stackoverflow.com/questions/10787863/countdown-timer-on-alert-box-in-android,countdown timer on alert box in android,10787920.0,1499278733.0,,,,,
1239,"['java', 'android', 'android-homebutton']","{'account_id': 1175283, 'reputation': 4303, 'user_id': 1151433, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/67ae87a9582923d0112d3bed9cce18ad?s=256&d=identicon&r=PG', 'display_name': 'Navdroid', 'link': 'https://stackoverflow.com/users/1151433/navdroid'}",True,3967,2,2,1499264672,1337324625,10648126,CC BY-SA 3.0,https://stackoverflow.com/questions/10648126/how-to-resume-from-the-last-screen-of-the-app-after-the-user-has-pressed-home-on,How to resume from the last screen of the app after the user has pressed home once?,10648188.0,1499264672.0,,,,,
1240,"['java', 'interface', 'static', 'nested', 'abstract']","{'account_id': 389838, 'reputation': 2663, 'user_id': 749521, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/302a64f5f51a7f8dc83c0881f4520eb5?s=256&d=identicon&r=PG', 'display_name': 'Steven Roose', 'link': 'https://stackoverflow.com/users/749521/steven-roose'}",True,1381,4,1,1499190169,1337027416,10590578,CC BY-SA 3.0,https://stackoverflow.com/questions/10590578/how-to-define-nested-static-classes-with-static-methods-inherited-from-a-nested,"How to define nested static classes with static methods, inherited from a nested interface in Java?",10590959.0,1499190169.0,,,,,
1241,"['java', 'json', 'tree']","{'account_id': 1486851, 'reputation': 33, 'user_id': 1394907, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38b6c9e3ee27c05cee11128e7d9949b3?s=256&d=identicon&r=PG', 'display_name': 'Bob Stein', 'link': 'https://stackoverflow.com/users/1394907/bob-stein'}",True,13503,1,3,1499182241,1337377855,10660167,CC BY-SA 3.0,https://stackoverflow.com/questions/10660167/creating-a-tree-using-json-from-a-list-table,Creating a tree using json from a list/table,10660468.0,1337818213.0,,,,,
1242,"['java', 'jfilechooser']","{'account_id': 1331202, 'reputation': 2472, 'user_id': 1275092, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/bc94e2c2b2e4a7338703ad4b28e0bc4b?s=256&d=identicon&r=PG', 'display_name': 'mattbdean', 'link': 'https://stackoverflow.com/users/1275092/mattbdean'}",True,19485,4,17,1499181712,1337893192,10745198,CC BY-SA 3.0,https://stackoverflow.com/questions/10745198/how-to-use-the-default-file-chooser-for-the-operating-system-java,How to use the default File Chooser for the operating system? java,10745286.0,1499181712.0,,,,,
1243,"['java', 'algorithm']","{'account_id': 412334, 'reputation': 32290, 'user_id': 785349, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/OuJeX.jpg?s=256&g=1', 'display_name': 'quarks', 'link': 'https://stackoverflow.com/users/785349/quarks'}",True,315,1,0,1499149281,1336477476,10497946,CC BY-SA 3.0,https://stackoverflow.com/questions/10497946/create-byte-stream-from-list-of-ieee-754-single-precision-32-bit-floating-poin,Create byte stream from list of IEEE 754 single-precision (32-bit) floating point,10498256.0,,,,,,
1244,"['java', 'android', 'jfuzzylogic']","{'account_id': 1380719, 'reputation': 237, 'user_id': 1313787, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cedffeecadd1f63f5a7e434c61acbe7d?s=256&d=identicon&r=PG', 'display_name': 'stenfeio', 'link': 'https://stackoverflow.com/users/1313787/stenfeio'}",False,799,2,0,1499090732,1336117186,10444712,CC BY-SA 3.0,https://stackoverflow.com/questions/10444712/running-a-libraby-for-fuzzy-logic-classification-jfuzzylogic-on-android,Running a libraby for fuzzy logic classification (jfuzzylogic) on Android?,,1499090732.0,,,,,
1245,"['java', 'generics', 'variadic-functions']","{'account_id': 37259, 'reputation': 3176, 'user_id': 106494, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/cb445ea1b11b91366f17d5fe898ab767?s=256&d=identicon&r=PG', 'display_name': 'Chip', 'link': 'https://stackoverflow.com/users/106494/chip'}",True,5023,1,46,1498997435,1337282735,10642241,CC BY-SA 3.0,https://stackoverflow.com/questions/10642241/ambiguous-overloaded-java-methods-with-generics-and-varargs,Ambiguous overloaded java methods with generics and varargs,10655109.0,1337708508.0,,,,,
1246,"['java', 'mongodb', 'mongodb-query', 'aggregation-framework', 'nosql']","{'account_id': 147932, 'reputation': 3352, 'user_id': 359376, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/b5bca316beb67de62203c2279549dca2?s=256&d=identicon&r=PG', 'display_name': 'user12384512', 'link': 'https://stackoverflow.com/users/359376/user12384512'}",True,2249,2,2,1498983726,1335805459,10387592,CC BY-SA 3.0,https://stackoverflow.com/questions/10387592/mongodb-aggregation,MongoDb aggregation,10388815.0,1506103282.0,,,,,
1247,"['java', 'mongodb']","{'account_id': 280941, 'reputation': 4416, 'user_id': 576954, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ffa0bdcf53d562cf4ec853d7ff1b99a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'MoienGK', 'link': 'https://stackoverflow.com/users/576954/moiengk'}",True,8319,2,11,1498252324,1336571273,10517455,CC BY-SA 3.0,https://stackoverflow.com/questions/10517455/query-syntax-in-mongodb-for-sql-like-i-am-using-java,Query Syntax in mongodb for sql &quot;like&quot; - i am using java,10517561.0,1495542630.0,,,,,
1248,"['java', 'scala', 'partialfunction']","{'account_id': 64545, 'reputation': 5532, 'user_id': 190480, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/d7f113e1f108096a1de704e4bbcf1dd6?s=256&d=identicon&r=PG', 'display_name': 'SoftMemes', 'link': 'https://stackoverflow.com/users/190480/softmemes'}",True,2769,3,12,1498190436,1337334528,10650338,CC BY-SA 3.0,https://stackoverflow.com/questions/10650338/what-is-the-easiest-way-to-implement-a-scala-partialfunction-in-java,What is the easiest way to implement a Scala PartialFunction in Java?,10653668.0,,,,,,
1249,"['java', 'hadoop', 'interface']","{'account_id': 1512744, 'reputation': 167, 'user_id': 1414436, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b7b471fee99c0fce8ac1379e60ab4a83?s=256&d=identicon&r=PG', 'display_name': 'Chao Peng', 'link': 'https://stackoverflow.com/users/1414436/chao-peng'}",True,3307,4,1,1498046477,1337908896,10747349,,https://stackoverflow.com/questions/10747349/is-there-a-java-interface-of-webhdfs-to-get-data-from-hadoop-cluster,Is there a Java interface of webhdfs to get data from hadoop cluster,10777155.0,1379637334.0,,1453174787.0,Not suitable for this site,,
1250,"['java', 'jsf', 'jsf-2', 'richfaces', 'jboss7.x']","{'account_id': 124590, 'reputation': 8216, 'user_id': 319773, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/3f9cbb52c1e97c01279a179615e73164?s=256&d=identicon&r=PG', 'display_name': 'Bevor', 'link': 'https://stackoverflow.com/users/319773/bevor'}",True,15909,4,3,1497956913,1338388549,10818473,CC BY-SA 3.0,https://stackoverflow.com/questions/10818473/how-to-implement-an-automatic-logout-in-a-web-application,How to implement an automatic logout in a web application?,10818698.0,1338557084.0,,,,,
1251,"['java', 'ruby', 'string', 'optimization', 'jruby']","{'account_id': 44228, 'reputation': 4658, 'user_id': 129688, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/95f450c0845a3976ad4b30609ea30c54?s=256&d=identicon&r=PG', 'display_name': 'Chiwai Chan', 'link': 'https://stackoverflow.com/users/129688/chiwai-chan'}",True,510,4,8,1497898660,1337902796,10746737,CC BY-SA 3.0,https://stackoverflow.com/questions/10746737/is-there-a-way-to-make-the-jruby-runtime-intern-all-strings,Is there a way to make the Jruby runtime intern all strings?,,1338175522.0,,,,,
1252,"['java', 'reflection', 'private-methods']","{'account_id': 947912, 'reputation': 350, 'user_id': 1161665, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/9c47b8213f4826e0fd288da61cb5c5f8?s=256&d=identicon&r=PG', 'display_name': 'josephino', 'link': 'https://stackoverflow.com/users/1161665/josephino'}",True,8081,2,6,1497727814,1337167674,10617561,CC BY-SA 3.0,https://stackoverflow.com/questions/10617561/how-to-call-a-private-method-that-exists-inside-a-private-inner-class,How to call a private method that exists inside a private inner class,10621965.0,1457522609.0,,,,,
1253,"['java', 'spring', 'jndi']","{'account_id': 1394191, 'reputation': 747, 'user_id': 1324320, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/28178fac942432ecc257bb94eae6bf66?s=256&d=identicon&r=PG', 'display_name': 'Kodi', 'link': 'https://stackoverflow.com/users/1324320/kodi'}",True,3849,2,3,1497652829,1336085344,10440379,CC BY-SA 3.0,https://stackoverflow.com/questions/10440379/accessing-a-remote-jndi-in-spring,Accessing a remote JNDI in Spring,10471818.0,,,,,,
1254,"['java', 'string', 'compression']","{'account_id': 2146, 'reputation': 51170, 'user_id': 2959, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/1bf77682e06e19438854c1ea3ec5f5fa?s=256&d=identicon&r=PG', 'display_name': 'Steve McLeod', 'link': 'https://stackoverflow.com/users/2959/steve-mcleod'}",True,31913,3,12,1497640113,1336918070,10572398,CC BY-SA 3.0,https://stackoverflow.com/questions/10572398/how-can-i-easily-compress-and-decompress-strings-to-from-byte-arrays,How can I easily compress and decompress Strings to/from byte arrays?,10572491.0,,,,,,
1255,"['java', 'string', 'algorithm', 'palindrome']","{'account_id': 875003, 'reputation': 3047, 'user_id': 924821, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/gHVJk.jpg?s=256&g=1', 'display_name': 'Nitin Kabra', 'link': 'https://stackoverflow.com/users/924821/nitin-kabra'}",True,8179,4,6,1497536683,1336968864,10577422,CC BY-SA 3.0,https://stackoverflow.com/questions/10577422/create-palindrome-from-existing-string-by-removing-characters,Create palindrome from existing string by removing characters,10577540.0,1336969616.0,,,,,
1256,"['java', 'mysql', 'jdbc', 'sql-update']","{'account_id': 202220, 'reputation': 18204, 'user_id': 449161, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/OcPWj.jpg?s=256&g=1', 'display_name': 'Ben Flynn', 'link': 'https://stackoverflow.com/users/449161/ben-flynn'}",True,11378,5,5,1497526875,1337879107,10742133,CC BY-SA 3.0,https://stackoverflow.com/questions/10742133/why-is-my-jdbc-prepared-statement-update-not-updating-the-database,Why is my JDBC prepared statement update not updating the database?,10742683.0,1357102250.0,,,,,
1257,"['java', 'ibatis', 'mybatis', 'postgresql']","{'account_id': 432244, 'reputation': 4632, 'user_id': 816892, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/203cadc8467e3add61b5cdcdfd224cf4?s=256&d=identicon&r=PG', 'display_name': 'Topo', 'link': 'https://stackoverflow.com/users/816892/topo'}",True,15291,1,1,1497522675,1335925975,10406969,CC BY-SA 3.0,https://stackoverflow.com/questions/10406969/error-in-mybatis-while-setting-parameters,Error in MyBatis while setting parameters,10440904.0,1335929747.0,,,,,
1258,"['java', 'tomcat', 'shared-libraries']","{'account_id': 1365812, 'reputation': 305, 'user_id': 1302257, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2c4421872390ed7d045c21cf7d563bb7?s=256&d=identicon&r=PG', 'display_name': 'Simon Knapp', 'link': 'https://stackoverflow.com/users/1302257/simon-knapp'}",False,5216,2,3,1497456559,1338116034,10773390,CC BY-SA 3.0,https://stackoverflow.com/questions/10773390/loading-a-shared-native-library-in-tomcat-on-ubuntu,Loading a shared native library in Tomcat on Ubuntu,,1497456559.0,,,,,
1259,"['java', 'jakarta-ee']","{'account_id': 1525199, 'reputation': 1852, 'user_id': 1423818, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/87cacafa19c5ca83f3264edc46b4f50c?s=256&d=identicon&r=PG', 'display_name': 'mallikarjun', 'link': 'https://stackoverflow.com/users/1423818/mallikarjun'}",True,738,1,0,1497450341,1338299796,10800652,CC BY-SA 3.0,https://stackoverflow.com/questions/10800652/copy-and-past-url-in-jsp-is-giving-white-page,Copy and past URL in JSP is giving white page,10846326.0,1338300686.0,,,,,
1260,"['java', 'swing']","{'account_id': 1488597, 'reputation': 301, 'user_id': 1396273, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/guU2m.png?s=256&g=1', 'display_name': 'Tim Carno', 'link': 'https://stackoverflow.com/users/1396273/tim-carno'}",True,37450,2,20,1497297948,1337088294,10601676,CC BY-SA 3.0,https://stackoverflow.com/questions/10601676/display-a-webpage-inside-a-swing-application,Display a webpage inside a swing application,10601777.0,1337088431.0,,,,,
1261,"['java', 'android', 'memory-leaks', 'out-of-memory']","{'account_id': 1465590, 'reputation': 665, 'user_id': 1378525, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/54420547651c5cbe8dd8f750de2060d8?s=256&d=identicon&r=PG', 'display_name': 'rels', 'link': 'https://stackoverflow.com/users/1378525/rels'}",False,94,0,2,1497292360,1336335309,10473902,CC BY-SA 3.0,https://stackoverflow.com/questions/10473902/android-java-gc-concurent-when-creating-many-strings,Android / Java : GC_CONCURENT when creating many String&#39;s,,1497292360.0,,,,,
1262,"['java', 'string', 'input', 'io', 'port']","{'account_id': 1489884, 'reputation': 835, 'user_id': 1397240, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/RyXD4.jpg?s=256&g=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/1397240/alex'}",True,4002,2,0,1497266371,1337969496,10759399,CC BY-SA 3.0,https://stackoverflow.com/questions/10759399/is-it-possible-to-take-a-string-and-put-it-in-the-system-in,Is it possible to take a string and put it in the System.in?,10759529.0,1484158249.0,,,,,
1263,"['java', 'android', 'pdf', 'webview', 'webviewclient']","{'account_id': 1445071, 'reputation': 580, 'user_id': 1363871, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/51b83ec24ded4c9c4177c455bacddc81?s=256&d=identicon&r=PG', 'display_name': 'user1363871', 'link': 'https://stackoverflow.com/users/1363871/user1363871'}",True,26234,5,4,1496989642,1336580113,10520009,CC BY-SA 3.0,https://stackoverflow.com/questions/10520009/android-load-pdf-inside-webview,Android - Load PDF inside webview,10521218.0,1418228385.0,,,,,
1264,"['java', 'api', 'maven', 'dependencies', 'aether']","{'account_id': 112607, 'reputation': 5837, 'user_id': 296959, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/hc3Q9.jpg?s=256&g=1', 'display_name': 'NagyI', 'link': 'https://stackoverflow.com/users/296959/nagyi'}",True,8947,4,15,1496578604,1336660220,10536221,,https://stackoverflow.com/questions/10536221/fetching-maven-artifacts-programmatically,Fetching Maven artifacts programmatically,10671795.0,1496578604.0,,1521617869.0,Not suitable for this site,,
1265,"['java', 'arrays', 'multidimensional-array', 'arraylist']","{'account_id': 1155426, 'reputation': 5695, 'user_id': 2442740, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/U7UZy.jpg?s=256&g=1', 'display_name': 'Christos Baziotis', 'link': 'https://stackoverflow.com/users/2442740/christos-baziotis'}",True,14586,5,4,1496561937,1338213080,10785760,CC BY-SA 3.0,https://stackoverflow.com/questions/10785760/data-structure-to-store-2d-arrays-in-java,Data structure to store 2D-arrays in JAVA,10785818.0,1353191086.0,,,,,
1266,"['java', 'logging', 'monitoring', 'logster']","{'account_id': 1453087, 'reputation': 303, 'user_id': 1369425, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/3d77573b92e7498ce3524f4fc438c230?s=256&d=identicon&r=PG', 'display_name': 'Maxime Lem', 'link': 'https://stackoverflow.com/users/1369425/maxime-lem'}",False,327,1,4,1496413451,1335945649,10409847,,https://stackoverflow.com/questions/10409847/which-tool-to-collect-and-display-application-traces-and-exceptions,Which tool to collect and display application traces and exceptions?,,1428492468.0,,1497942694.0,Not suitable for this site,,
1267,"['java', 'swing', 'null', 'jtextfield', 'file-read']","{'account_id': 1385692, 'reputation': 11, 'user_id': 1317802, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/664815561/picture?type=large', 'display_name': 'Leon Guerrero', 'link': 'https://stackoverflow.com/users/1317802/leon-guerrero'}",True,24288,2,1,1496252277,1335972400,10416821,CC BY-SA 3.0,https://stackoverflow.com/questions/10416821/jtextfield-gettext-returns-null-value-even-if-it-has-content-inside,JTextField.getText() returns null value even if it has content inside,10417834.0,1335972679.0,,,,,
