,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,closed_date,closed_reason,locked_date,community_owned_date
621,"['java', 'arrays']","{'account_id': 876446, 'reputation': 69, 'user_id': 59998, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/6d88d41b6929487fe206c2cf94e8adcb?s=256&d=identicon&r=PG', 'display_name': 'El Toro', 'link': 'https://stackoverflow.com/users/59998/el-toro'}",True,1792,,1,1,1349945733,1237521240,1349945733.0,664927,CC BY-SA 3.0,https://stackoverflow.com/questions/664927/how-to-convert-a-1-d-array-into-a-2-d-array,How To Convert a 1-D Array into a 2-D Array,,,,,
622,"['java', 'concurrency']","{'account_id': 23553, 'reputation': 3549, 'user_id': 59090, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/631f90f64b2dda030d0a6eba8067086e?s=256&d=identicon&r=PG', 'display_name': 'Ricardo Felgueiras', 'link': 'https://stackoverflow.com/users/59090/ricardo-felgueiras'}",True,701,661947.0,4,0,1349943631,1237459711,1349943631.0,661736,CC BY-SA 3.0,https://stackoverflow.com/questions/661736/java-concurrent-recursive-website-download,Java concurrent recursive website download,,,,,
623,"['java', 'arrays', 'if-statement']","{'user_type': 'does_not_exist', 'display_name': 'roberto duran'}",True,2415,,12,2,1349943283,1237415312,1349943283.0,660349,CC BY-SA 3.0,https://stackoverflow.com/questions/660349/if-else-alternative,If-else alternative,,,,,
624,['java'],"{'user_type': 'does_not_exist', 'display_name': 'KlaasJan'}",True,1476,,1,4,1349934820,1238503585,,700751,CC BY-SA 2.5,https://stackoverflow.com/questions/700751/how-to-correctly-report-timezone-using-string-format-tz,How to (correctly) report timezone using String.format %tz?,,,,,
625,"['java', 'powerbuilder']","{'account_id': 9448, 'reputation': 2322, 'user_id': 17473, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/31a3f113c1b7d0d56e5d6d4d519455fe?s=256&d=identicon&r=PG', 'display_name': 'Olvagor', 'link': 'https://stackoverflow.com/users/17473/olvagor'}",True,11762,,8,4,1349909390,1236070781,1237196769.0,605619,CC BY-SA 2.5,https://stackoverflow.com/questions/605619/powerbuilder-for-a-java-programmer,PowerBuilder for a Java programmer?,1297695743.0,,,,
626,"['java', 'arrays', 'function']","{'account_id': 876446, 'reputation': 69, 'user_id': 59998, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/6d88d41b6929487fe206c2cf94e8adcb?s=256&d=identicon&r=PG', 'display_name': 'El Toro', 'link': 'https://stackoverflow.com/users/59998/el-toro'}",True,749,652871.0,2,-6,1349710829,1237252791,1349710829.0,652726,,https://stackoverflow.com/questions/652726/how-do-i-do-my-homework-with-arrays-functions-and-binary-search,"How do I do my homework with Arrays, Functions and Binary Search?",,1349725819.0,too localized,,
627,"['java', 'config']","{'account_id': 21064, 'reputation': 32424, 'user_id': 50913, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/a2efbe5dd07faf6e3432863a8303dbcd?s=256&d=identicon&r=PG', 'display_name': 'Malachi', 'link': 'https://stackoverflow.com/users/50913/malachi'}",True,3757,,3,0,1349701099,1237151417,1349701099.0,648553,,https://stackoverflow.com/questions/648553/can-someone-help-me-with-a-java-reference-file-at-same-level-as-jar-for-my-homew,Can someone help me with a java reference file at same level as jar for my homework?,,1349731944.0,too localized,,
628,"['java', 'awt', 'panel', 'flicker']","{'account_id': 25143, 'reputation': 89, 'user_id': 64392, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/4f39e2f88e548c839c383d926f931ddd?s=256&d=identicon&r=PG', 'display_name': 'user64392', 'link': 'https://stackoverflow.com/users/64392/user64392'}",True,688,633509.0,1,1,1349700284,1236741129,1349700284.0,633201,CC BY-SA 3.0,https://stackoverflow.com/questions/633201/why-is-there-a-flicker-when-swapping-an-inner-panel,Why is there a flicker when swapping an inner Panel?,,,,,
629,"['java', 'generics', 'netbeans']","{'account_id': 21064, 'reputation': 32424, 'user_id': 50913, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/a2efbe5dd07faf6e3432863a8303dbcd?s=256&d=identicon&r=PG', 'display_name': 'Malachi', 'link': 'https://stackoverflow.com/users/50913/malachi'}",True,301,11101194.0,2,1,1349700015,1236633752,1349700015.0,628094,CC BY-SA 3.0,https://stackoverflow.com/questions/628094/why-is-this-noclassdeffounderror-being-thrown-when-the-class-exists,Why is this NoClassDefFoundError being thrown when the class exists?,,,,,
630,"['java', 'image', 'colors', 'png', 'transparent']","{'account_id': 29678, 'reputation': 11244, 'user_id': 80389, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/9baf7ed6081d3c82c97d81c45fc20d85?s=256&d=identicon&r=PG', 'display_name': 'corgrath', 'link': 'https://stackoverflow.com/users/80389/corgrath'}",True,80142,665428.0,2,28,1349687313,1237539835,1237542299.0,665406,CC BY-SA 2.5,https://stackoverflow.com/questions/665406/how-to-make-a-color-transparent-in-a-bufferedimage-and-save-as-png,How to make a color transparent in a BufferedImage and save as PNG,,,,,
631,"['java', 'graphics']","{'account_id': 26081, 'reputation': 808, 'user_id': 67586, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'ste', 'link': 'https://stackoverflow.com/users/67586/ste'}",True,1930,638590.0,2,4,1349664850,1236860234,1349664850.0,638363,CC BY-SA 3.0,https://stackoverflow.com/questions/638363/using-graphics-copyarea-with-transparent-image,Using Graphics.copyArea with transparent image,,,,,
632,"['java', 'arrays', 'variables']","{'account_id': 29808, 'reputation': 14993, 'user_id': 80796, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/90004f6e9493bc0eb0618eb30f560f5a?s=256&d=identicon&r=PG', 'display_name': 'Jessy', 'link': 'https://stackoverflow.com/users/80796/jessy'}",True,3227,671171.0,2,-2,1349522106,1237731891,1349522106.0,671088,CC BY-SA 3.0,https://stackoverflow.com/questions/671088/using-variable-name-as-array-index,Using variable name as array index,,,,,
633,"['java', 'oop', 'polynomial-math']","{'account_id': 11253, 'reputation': 9742, 'user_id': 21613, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/tB5iV.png?s=256&g=1', 'display_name': 'Dan Burzo', 'link': 'https://stackoverflow.com/users/21613/dan-burzo'}",True,2028,628072.0,8,2,1349278326,1236632877,1349278326.0,628049,CC BY-SA 3.0,https://stackoverflow.com/questions/628049/should-methods-be-destructive-in-custom-objects,Should methods be destructive in custom objects?,,,,,
634,"['java', 'swing', 'jlist']","{'account_id': 21064, 'reputation': 32424, 'user_id': 50913, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/a2efbe5dd07faf6e3432863a8303dbcd?s=256&d=identicon&r=PG', 'display_name': 'Malachi', 'link': 'https://stackoverflow.com/users/50913/malachi'}",True,840,621978.0,1,0,1349263841,1236438879,1349263841.0,621974,CC BY-SA 3.0,https://stackoverflow.com/questions/621974/how-do-i-bind-to-this-jlist-so-i-can-change-what-gets-displayed-to-the-user,How do I bind to this JList so I can change what gets displayed to the user?,,,,,
635,"['java', 'multithreading', 'repaint']","{'user_type': 'does_not_exist', 'display_name': 'Dawson'}",True,1188,619745.0,1,2,1349263668,1236359996,1592644375.0,619675,CC BY-SA 4.0,https://stackoverflow.com/questions/619675/why-is-my-panels-repaint-not-being-called,Why is my Panel&#39;s repaint not being called?,,,,,
636,"['java', 'multithreading', 'dining-philosopher']","{'account_id': 14396, 'reputation': 28967, 'user_id': 29595, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/0ef52a258caf51abc97e22f08a955d45?s=256&d=identicon&r=PG', 'display_name': 'Logan Serman', 'link': 'https://stackoverflow.com/users/29595/logan-serman'}",True,1969,604689.0,4,2,1349097526,1236040760,1349097526.0,604667,,https://stackoverflow.com/questions/604667/another-way-to-solve-the-dining-philosopher-need-a-point-in-the-right-direction,Another way to solve the Dining Philosopher (need a point in the right direction),,1349114844.0,too localized,,
637,"['c#', 'java', 'compiler-construction', 'programming-languages']","{'account_id': 1603, 'reputation': 186641, 'user_id': 2147, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b8e26b9942e7193a4fe32c407aacfef5?s=256&d=identicon&r=PG', 'display_name': 'Jason Baker', 'link': 'https://stackoverflow.com/users/2147/jason-baker'}",True,1996,693606.0,6,6,1349000717,1238271813,1349000717.0,693457,CC BY-SA 3.0,https://stackoverflow.com/questions/693457/how-do-languages-like-c-and-java-avoid-c-c-like-independent-compilation,How do languages like C# and Java avoid C/C++-like independent compilation?,,,,,
638,"['java', 'javadoc']","{'user_type': 'does_not_exist', 'display_name': 'Sasha'}",True,353,615089.0,5,1,1348772439,1236264294,,615063,,https://stackoverflow.com/questions/615063/implementing-friend-available-in-c-functionality-in-java,Implementing friend (available in C++) functionality in Java,,1379015389.0,Duplicate,,
639,"['java', 'arrays']","{'account_id': 29808, 'reputation': 14993, 'user_id': 80796, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/90004f6e9493bc0eb0618eb30f560f5a?s=256&d=identicon&r=PG', 'display_name': 'Jessy', 'link': 'https://stackoverflow.com/users/80796/jessy'}",True,29145,700784.0,3,0,1348672395,1238503537,,700748,CC BY-SA 2.5,https://stackoverflow.com/questions/700748/how-to-compare-value-in-array,How to compare value in array?,,,,,
640,['java'],"{'account_id': 22069, 'reputation': 39, 'user_id': 54152, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/299c26b7b00cce7d6eedc66a5d28f328?s=256&d=identicon&r=PG', 'display_name': 'efe', 'link': 'https://stackoverflow.com/users/54152/efe'}",True,13774,,4,2,1348604844,1238392423,1238431838.0,696113,CC BY-SA 2.5,https://stackoverflow.com/questions/696113/splitting-arrays,splitting arrays,,,,,
641,"['java', 'maven-2', 'maven-plugin', 'maven-archetype']","{'account_id': 22643, 'reputation': 16880, 'user_id': 56039, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bededa744012c87721d68f69342f81b0?s=256&d=identicon&r=PG', 'display_name': 'Matthew McCullough', 'link': 'https://stackoverflow.com/users/56039/matthew-mccullough'}",True,58027,641568.0,5,45,1348134679,1236792271,1348134679.0,635543,CC BY-SA 3.0,https://stackoverflow.com/questions/635543/what-are-the-urls-of-all-the-maven-archetype-catalogs-that-you-know-about,What are the URLs of all the Maven Archetype catalogs that you know about?,,,,,
642,"['java', 'quicksort']","{'account_id': 30594, 'reputation': 21483, 'user_id': 83475, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b295505887122cc6f69500bc9fb77045?s=256&d=identicon&r=PG&f=1', 'display_name': 'Roch', 'link': 'https://stackoverflow.com/users/83475/roch'}",True,5452,693297.0,5,7,1348093003,1238179622,1348093003.0,691026,,https://stackoverflow.com/questions/691026/is-this-a-correct-implementation-of-quicksort,Is this a correct implementation of quicksort?,,1347974387.0,too localized,,
643,"['java', 'networking', 'rmi']","{'account_id': 21064, 'reputation': 32424, 'user_id': 50913, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/a2efbe5dd07faf6e3432863a8303dbcd?s=256&d=identicon&r=PG', 'display_name': 'Malachi', 'link': 'https://stackoverflow.com/users/50913/malachi'}",True,13085,612547.0,4,19,1347977193,1236202117,1347977193.0,612520,CC BY-SA 3.0,https://stackoverflow.com/questions/612520/rmi-and-exceptions,RMI and exceptions,,,,,
644,['java'],"{'account_id': 23291, 'reputation': 3588, 'user_id': 58251, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0990b62e214f763e45fbcbfb3783794d?s=256&d=identicon&r=PG', 'display_name': 'rpf', 'link': 'https://stackoverflow.com/users/58251/rpf'}",True,4476,614287.0,4,9,1347953887,1236248422,1236345373.0,614227,CC BY-SA 2.5,https://stackoverflow.com/questions/614227/how-to-detect-that-a-pc-has-been-idle-for-30-seconds-using-java,How to detect that a PC has been idle for 30 seconds using Java?,,,,,
645,"['java', 'compiler-construction', 'bytecode']","{'account_id': 23028, 'reputation': 20191, 'user_id': 57414, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/rynDh.jpg?s=256&g=1', 'display_name': 'Allyn', 'link': 'https://stackoverflow.com/users/57414/allyn'}",True,14023,688110.0,5,21,1347809379,1238114624,1347809379.0,688098,CC BY-SA 3.0,https://stackoverflow.com/questions/688098/compile-to-java-bytecode-without-using-java,Compile to java bytecode (without using Java),,,,,
646,"['java', 'html', 'html-parsing']","{'account_id': 23553, 'reputation': 3549, 'user_id': 59090, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/631f90f64b2dda030d0a6eba8067086e?s=256&d=identicon&r=PG', 'display_name': 'Ricardo Felgueiras', 'link': 'https://stackoverflow.com/users/59090/ricardo-felgueiras'}",True,4321,672967.0,7,3,1347545324,1237802507,1347545324.0,672791,CC BY-SA 3.0,https://stackoverflow.com/questions/672791/how-to-search-in-a-html-file-for-some-tags,How to search in a HTML file for some tags?,,,,,
647,"['java', 'ms-word', 'applet']","{'account_id': 29577, 'reputation': 11, 'user_id': 80054, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/127adea9f4da66ff0abe5ddfd550e8fb?s=256&d=identicon&r=PG', 'display_name': 'user80054', 'link': 'https://stackoverflow.com/users/80054/user80054'}",True,1583,,1,0,1346383271,1237474092,1346383271.0,662491,CC BY-SA 3.0,https://stackoverflow.com/questions/662491/applet-to-view-word-documents,Applet to view Word documents,,,,,
648,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Maven Lee'}",True,2895,,5,3,1346358703,1235970616,,601328,CC BY-SA 2.5,https://stackoverflow.com/questions/601328/is-there-any-free-java-open-source-application-that-can-monitor-website-status,Is there any free java open source application that can monitor website status?,,,,,
649,"['java', 'gpl', 'jvm-hotspot']","{'account_id': 6393, 'reputation': 8736, 'user_id': 10728, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/8u7b4.png?s=256&g=1', 'display_name': 'Andrey Fedorov', 'link': 'https://stackoverflow.com/users/10728/andrey-fedorov'}",True,148,699710.0,4,1,1346256024,1238463019,1346256024.0,699707,,https://stackoverflow.com/questions/699707/what-happens-to-a-branch-of-an-os-project-covered-by-software-patents,What happens to a branch of an OS project covered by software patents?,,1346256028.0,off topic,,
650,"['java', 'audio', 'effects']","{'user_type': 'does_not_exist', 'display_name': 'Dew'}",True,14537,,1,3,1345566453,1237088619,,647252,CC BY-SA 2.5,https://stackoverflow.com/questions/647252/using-sound-effects-in-a-java-game,Using Sound Effects in a java game,,,,,
651,"['java', 'swing']","{'account_id': 878183, 'reputation': 83, 'user_id': 57499, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/56c65a371e3e71312ced581ffec4329e?s=256&d=identicon&r=PG', 'display_name': 'NewToJava', 'link': 'https://stackoverflow.com/users/57499/newtojava'}",True,7937,661987.0,2,3,1344892448,1237464309,,661962,CC BY-SA 2.5,https://stackoverflow.com/questions/661962/how-can-i-have-a-download-file-option-in-java-swing,How can I have a download file option in JAVA Swing?,,,,,
652,"['java', 'performance', 'jmx']","{'account_id': 31071, 'reputation': 6506, 'user_id': 85095, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/eb1db7e186641cd573ac1ed1a760293f?s=256&d=identicon&r=PG', 'display_name': 'McGovernTheory', 'link': 'https://stackoverflow.com/users/85095/mcgoverntheory'}",True,818,701159.0,4,10,1344000329,1238506659,,701002,CC BY-SA 2.5,https://stackoverflow.com/questions/701002/what-are-the-characteristics-of-a-well-designed-jmx-mbean,What are the characteristics of a well-designed JMX MBean,,,,,
653,"['java', 'netbeans', 'shared-libraries', 'netbeans6.5']","{'account_id': 45, 'reputation': 18342, 'user_id': 56, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/CqIac.png?s=256&g=1', 'display_name': 'doekman', 'link': 'https://stackoverflow.com/users/56/doekman'}",True,4216,,5,8,1343837392,1236261957,,614892,CC BY-SA 2.5,https://stackoverflow.com/questions/614892/how-to-get-netbeans-6-5-shareable-libraries-working,How to get Netbeans 6.5 shareable libraries working,,,,,
654,"['java', 'swing', 'modal-dialog', 'jdialog']","{'account_id': 4400, 'reputation': 37462, 'user_id': 6583, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/f758b3311bad48256cad485352104576?s=256&d=identicon&r=PG', 'display_name': 'Epaga', 'link': 'https://stackoverflow.com/users/6583/epaga'}",True,1380,,1,1,1343765216,1237197827,1342005327.0,649815,CC BY-SA 3.0,https://stackoverflow.com/questions/649815/troubleshooting-jdialog-which-is-modal-and-yet-not-modal,Troubleshooting: JDialog which is modal and yet not modal?,,,,,
655,"['java', 'performance', 'jboss']","{'account_id': 15087, 'reputation': 7490, 'user_id': 31515, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/f5982405eeec1fc0625ea154ea7b22aa?s=256&d=identicon&r=PG', 'display_name': 'gilm', 'link': 'https://stackoverflow.com/users/31515/gilm'}",True,7516,672834.0,5,3,1343747409,1237305482,1237307479.0,654872,CC BY-SA 2.5,https://stackoverflow.com/questions/654872/my-jboss-server-hits-100-sys-cpu-on-linux-what-can-cause-this,My JBoss server hits 100% SYS CPU on Linux; what can cause this?,,,,,
656,"['java', 'memory-leaks', 'glassfish', 'ejb-3.0']","{'account_id': 21157, 'reputation': 16605, 'user_id': 51230, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Nq6as.jpg?s=256&g=1', 'display_name': 'Maksim', 'link': 'https://stackoverflow.com/users/51230/maksim'}",True,202,636168.0,3,3,1343747400,1236801085,1592644375.0,636072,CC BY-SA 4.0,https://stackoverflow.com/questions/636072/class-loading-problem-in-java-enterprise-application,Class Loading problem in Java Enterprise application,,,,,
657,"['java', 'jsp', 'jstl']","{'account_id': 27505, 'reputation': 32352, 'user_id': 72673, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/b5daee5ebc4e63ae694a4a68c902c2e8?s=256&d=identicon&r=PG', 'display_name': 'Maurice Perry', 'link': 'https://stackoverflow.com/users/72673/maurice-perry'}",True,7899,692830.0,4,5,1343610342,1238238794,,692615,CC BY-SA 2.5,https://stackoverflow.com/questions/692615/method-calls-in-el,Method calls in EL,,,,,
658,"['java', 'generics', 'javac']","{'account_id': 166484, 'reputation': 4540, 'user_id': 390636, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/e1fd7d16d50936f8c191e90122eba028?s=256&d=identicon&r=PG', 'display_name': 'Kris Nuttycombe', 'link': 'https://stackoverflow.com/users/390636/kris-nuttycombe'}",True,1695,697970.0,3,10,1343524638,1238429721,1238429819.0,697879,CC BY-SA 2.5,https://stackoverflow.com/questions/697879/javac-flag-to-disallow-raw-types,Javac flag to disallow raw types?,,,,,
659,"['java', 'jakarta-ee', 'jboss', 'glassfish', 'ejb-3.0']","{'account_id': 15834, 'reputation': 12944, 'user_id': 33863, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/4UiL6.jpg?s=256&g=1', 'display_name': 'mainstringargs', 'link': 'https://stackoverflow.com/users/33863/mainstringargs'}",True,6250,662370.0,11,11,1343430005,1237418039,1237919889.0,660463,CC BY-SA 2.5,https://stackoverflow.com/questions/660463/singleton-in-java-app-server-how-bad-of-an-idea-is-this,Singleton in Java App Server.. How bad of an idea is this?,,,,,1237688220.0
660,"['java', 'logging', 'frameworks']","{'account_id': 12462, 'reputation': 158456, 'user_id': 24545, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://i.stack.imgur.com/omB1R.jpg?s=256&g=1', 'display_name': 'Yuval Adam', 'link': 'https://stackoverflow.com/users/24545/yuval-adam'}",True,11167,608184.0,17,42,1343429265,1236109897,,607863,,https://stackoverflow.com/questions/607863/do-you-find-java-util-logging-sufficient,Do you find java.util.logging sufficient?,,1366293707.0,not constructive,,
661,"['java', 'plugins', 'eclipse-plugin', 'osgi']","{'account_id': 30545, 'reputation': 910, 'user_id': 83321, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/fa41933f25532b0bb3f4d34dede03bff?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jerry', 'link': 'https://stackoverflow.com/users/83321/jerry'}",True,1245,687458.0,1,0,1343245132,1238098416,1343245132.0,687405,CC BY-SA 3.0,https://stackoverflow.com/questions/687405/getting-bundle-in-eclipse-of-all-the-bundles,Getting Bundle [] in Eclipse of all the bundles,,,,,
662,"['java', 'log4j']","{'account_id': 27655, 'reputation': 941, 'user_id': 73216, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/a6582b42ceaae595f38c145835bd5424?s=256&d=identicon&r=PG', 'display_name': 'BHS', 'link': 'https://stackoverflow.com/users/73216/bhs'}",True,2475,621652.0,4,0,1342628245,1236421330,1236421525.0,621633,CC BY-SA 2.5,https://stackoverflow.com/questions/621633/repeated-logging-in-log-4j-in-java,repeated logging in log 4j in java,,,,,
663,"['java', 'integer']","{'account_id': 25235, 'reputation': 281, 'user_id': 64737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/543412ca43f924ac9b8acc06fee4dbda?s=256&d=identicon&r=PG', 'display_name': 'Jeremiah Burley', 'link': 'https://stackoverflow.com/users/64737/jeremiah-burley'}",True,155798,646021.0,7,27,1342202526,1237042081,1237059226.0,646012,CC BY-SA 2.5,https://stackoverflow.com/questions/646012/how-can-i-tell-if-a-java-integer-is-null,How can I tell if a Java integer is null?,,,,,
664,"['java', 'eclipse']","{'account_id': 9398, 'reputation': 11979, 'user_id': 17337, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/daf0f8fc36f463fe2cb23bafb7ec209f?s=256&d=identicon&r=PG', 'display_name': 'IaCoder', 'link': 'https://stackoverflow.com/users/17337/iacoder'}",True,5352,,2,20,1342197455,1237404119,,659728,CC BY-SA 2.5,https://stackoverflow.com/questions/659728/detaching-editor-in-eclipse,Detaching editor in eclipse,,,,,
665,"['java', 'sms', 'sms-gateway', 'netbeans-plugins']","{'user_type': 'does_not_exist', 'display_name': 'miaw-miaw'}",True,1956,599955.0,1,0,1342013617,1235920036,1342013617.0,599941,,https://stackoverflow.com/questions/599941/recommendations-for-a-java-library-to-sms-internationally,Recommendations for a Java library to SMS internationally,,1416037490.0,Not suitable for this site,,
666,"['java', 'swing', 'user-interface']","{'account_id': 29942, 'reputation': 438, 'user_id': 81278, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7eacd8dd2437f4fb9f4b69c3fb28275f?s=256&d=identicon&r=PG', 'display_name': 'Yuval ', 'link': 'https://stackoverflow.com/users/81278/yuval'}",True,186,672541.0,6,1,1342005509,1237791909,1342005509.0,672442,CC BY-SA 3.0,https://stackoverflow.com/questions/672442/i-need-to-represent-allocation-of-100-of-some-resource-between-3-owners-in-gui,I need to represent allocation of 100% of some resource between 3 owners in GUI - any recommendations?,,,,,
667,"['java', 'swing', 'clojure']","{'account_id': 11309, 'reputation': 30541, 'user_id': 21734, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/8dc418c70767774048c3786721c3cab9?s=256&d=identicon&r=PG', 'display_name': 'Rayne', 'link': 'https://stackoverflow.com/users/21734/rayne'}",True,668,652645.0,2,3,1342005288,1237248579,1342005288.0,652617,CC BY-SA 3.0,https://stackoverflow.com/questions/652617/clojure-gui-calculator-always-returns-0-and-always-returns-1,Clojure GUI calculator. &quot;-&quot; always returns 0 and &quot;/&quot; always returns 1,,,,,
668,"['java', 'swing', 'jtable']","{'account_id': 27746, 'reputation': 2208, 'user_id': 73540, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/581dde6bf6453ee94b1c75c0254ede1a?s=256&d=identicon&r=PG', 'display_name': 'Allen', 'link': 'https://stackoverflow.com/users/73540/allen'}",True,825,609962.0,1,0,1341766928,1236149834,1341766928.0,609492,CC BY-SA 3.0,https://stackoverflow.com/questions/609492/an-efficient-way-to-display-a-time-counter-in-a-jtable-cell,An efficient way to display a time counter in a JTable cell,,,,,
669,"['java', 'optimization', 'collision-detection', 'performance', 'geometry']","{'account_id': 30649, 'reputation': 228, 'user_id': 83669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/39f97fab13351a01d5970d1089b13de0?s=256&d=identicon&r=PG', 'display_name': 'Oli', 'link': 'https://stackoverflow.com/users/83669/oli'}",True,15738,697232.0,6,15,1341366900,1238419629,1238420505.0,697188,CC BY-SA 2.5,https://stackoverflow.com/questions/697188/fast-circle-collision-detection,Fast circle collision detection,,,,,
670,"['java', 'junit', 'testing', 'ioexception', 'filenotfoundexception']","{'account_id': 27605, 'reputation': 2343, 'user_id': 73004, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/9bc4a883c77638852b66adbefb103dad?s=256&d=identicon&r=PG', 'display_name': 'magneticMonster', 'link': 'https://stackoverflow.com/users/73004/magneticmonster'}",True,2461,604523.0,9,1,1341294614,1236035455,,604449,CC BY-SA 2.5,https://stackoverflow.com/questions/604449/forcing-filenotfoundexception,Forcing FileNotFoundException,,,,,
671,"['java', 'ruby-on-rails', 'android', 'http']","{'account_id': 24424, 'reputation': 571, 'user_id': 62088, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/50373c0025c042211405d4d8711277b3?s=256&d=identicon&r=PG', 'display_name': 'brodie31k', 'link': 'https://stackoverflow.com/users/62088/brodie31k'}",True,2940,708049.0,3,5,1341055382,1238385603,1341055382.0,695971,CC BY-SA 3.0,https://stackoverflow.com/questions/695971/java-http-post-to-create-new-product-in-a-ruby-on-rails-application,Java: HTTP Post to create new &quot;Product&quot; in a Ruby on Rails application,,,,,
672,"['java', '.net', 'graphics', 'text', 'ikvm']","{'account_id': 4400, 'reputation': 37462, 'user_id': 6583, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/f758b3311bad48256cad485352104576?s=256&d=identicon&r=PG', 'display_name': 'Epaga', 'link': 'https://stackoverflow.com/users/6583/epaga'}",True,909,,1,21,1340741187,1236872665,1236933690.0,639243,CC BY-SA 2.5,https://stackoverflow.com/questions/639243/net-equivalent-or-alternative-to-javas-glyphvector,.NET equivalent or alternative to Java&#39;s GlyphVector?,,,,,
673,"['java', 'hibernate', 'hashmap']","{'account_id': 21845, 'reputation': 181, 'user_id': 53415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11de2750536cd026be1059c415e5f2c0?s=256&d=identicon&r=PG', 'display_name': 'jmpeace', 'link': 'https://stackoverflow.com/users/53415/jmpeace'}",False,4290,,3,0,1340670892,1236780974,1321531104.0,634687,CC BY-SA 3.0,https://stackoverflow.com/questions/634687/about-hibernate-save-using-dynamic-map-entity-mode,About Hibernate save using Dynamic-Map entity mode,,,,,
