,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date,community_owned_date
1185,"['java', 'jsp', 'servlets', 'httprequest']","{'account_id': 6115, 'reputation': 3019, 'user_id': 10161, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/bedc41359103366af53728a375b82e24?s=256&d=identicon&r=PG', 'display_name': 'drfloob', 'link': 'https://stackoverflow.com/users/10161/drfloob'}",True,5335,1,2,1287935537,1245383501,1016272,CC BY-SA 3.0,https://stackoverflow.com/questions/1016272/how-to-post-multiple-record-sets-from-an-html-form-to-jsp-or-a-java-servlet,How to POST multiple &quot;record sets&quot; from an HTML Form to JSP or a Java Servlet?,,1016285.0,1495535256.0,,,,
1186,"['java', 'environment-variables']","{'account_id': 27077, 'reputation': 1223, 'user_id': 71053, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/Xsye0.jpg?s=256&g=1', 'display_name': 'Amar Premsaran Patel', 'link': 'https://stackoverflow.com/users/71053/amar-premsaran-patel'}",True,10604,4,1,1287786310,1245163069,1001905,CC BY-SA 2.5,https://stackoverflow.com/questions/1001905/java-system-environment-variable-current-user,Java System Environment Variable Current User,,1001928.0,1245166630.0,,,,
1187,"['java', 'jakarta-mail']","{'account_id': 878308, 'reputation': 331, 'user_id': 126116, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/5a576c9fa688f16f9a9742628338fef0?s=256&d=identicon&r=PG', 'display_name': 'jezhilvalan', 'link': 'https://stackoverflow.com/users/126116/jezhilvalan'}",True,513,1,0,1287682060,1246348802,1062332,CC BY-SA 2.5,https://stackoverflow.com/questions/1062332/sharing-message-object-between-web-applications,sharing message object between web applications,,,1246350216.0,,,,
1188,"['java', 'unit-testing', 'blackberry', 'tdd']","{'account_id': 26356, 'reputation': 67753, 'user_id': 68507, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/uK3Jm.jpg?s=256&g=1', 'display_name': 'Ben S', 'link': 'https://stackoverflow.com/users/68507/ben-s'}",True,5159,2,21,1287062028,1245459285,1020656,CC BY-SA 2.5,https://stackoverflow.com/questions/1020656/how-can-i-easily-unit-test-blackberry-code,How can I easily unit test Blackberry code?,,1021109.0,1245469088.0,,,,
1189,"['java', 'mysql', 'hibernate', 'database-design', 'internationalization']","{'account_id': 27776, 'reputation': 14318, 'user_id': 73652, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/aa7f13a5b9c5f4358f80bc2ac3b757b0?s=256&d=identicon&r=PG', 'display_name': 'Kris', 'link': 'https://stackoverflow.com/users/73652/kris'}",True,2349,5,4,1287014295,1243892462,936936,CC BY-SA 2.5,https://stackoverflow.com/questions/936936/multilingual-fields-in-db-tables,Multilingual fields in DB tables,,937015.0,1287014295.0,,,,
1190,"['java', 'serial-port', 'rxtx']","{'user_type': 'does_not_exist', 'display_name': 'sunil'}",True,8451,1,2,1286988679,1244435175,963405,CC BY-SA 2.5,https://stackoverflow.com/questions/963405/serial-port-not-getting-closed-i-want-to-release-the-com-port,Serial Port Not getting closed. I want to release the COM port ,,,1269196663.0,,,,
1191,"['java', 'performance', 'hibernate', 'persistence']","{'account_id': 9116, 'reputation': 1909, 'user_id': 16709, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/53bb7206817e72ef85cc96e4b3b8b6f0?s=256&d=identicon&r=PG', 'display_name': 'David Plumpton', 'link': 'https://stackoverflow.com/users/16709/david-plumpton'}",False,221,4,1,1286726723,1245722236,1030287,CC BY-SA 2.5,https://stackoverflow.com/questions/1030287/how-to-keep-hibernate-mapping-use-under-control-as-requirements-grow,How to keep Hibernate mapping use under control as requirements grow,,,,,,,
1192,"['java', 'exception', 'checked-exceptions']","{'account_id': 34751, 'reputation': 4093, 'user_id': 98247, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/960d688b895eef1da10fa1818e9f9a98?s=256&d=identicon&r=PG', 'display_name': 'Anonymous', 'link': 'https://stackoverflow.com/users/98247/anonymous'}",True,4907,3,8,1286559901,1246060006,1051728,CC BY-SA 2.5,https://stackoverflow.com/questions/1051728/isnt-an-unchecked-exception-that-is-caught-in-a-try-block-a-checked-exception-i,Isn&#39;t an unchecked exception that is caught in a try block a checked exception in Java?,,1051731.0,1286559901.0,,,,
1193,"['java', 'hibernate', 'orm', 'hql']","{'account_id': 6745, 'reputation': 4207, 'user_id': 11466, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/066b4614e8052bbd4c4b24c1018ad098?s=256&d=identicon&r=PG', 'display_name': 'HeDinges', 'link': 'https://stackoverflow.com/users/11466/hedinges'}",True,1700,1,2,1286473406,1245929702,1043438,CC BY-SA 2.5,https://stackoverflow.com/questions/1043438/hibernate-dynamic-instantiations-with-collections-is-it-possible,"Hibernate dynamic instantiations with collections, is it possible?",,1052142.0,1286473406.0,,,,
1194,"['java', 'weblogic', 'classloader']","{'account_id': 43399, 'reputation': 1072, 'user_id': 126859, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/82ac9495cb960969344c1d215fc919df?s=256&d=identicon&r=PG', 'display_name': 'maneesh', 'link': 'https://stackoverflow.com/users/126859/maneesh'}",True,2964,4,0,1286105848,1245671717,1026774,CC BY-SA 2.5,https://stackoverflow.com/questions/1026774/how-do-i-get-a-list-of-all-package-names-loaded-by-the-jvm,How do I get a list of all package names loaded by the JVM,,,1286105848.0,,,,
1195,"['java', 'utf-8']","{'account_id': 44410, 'reputation': 6779, 'user_id': 130376, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8e7ddacb658e94b60aef5d70a20326d6?s=256&d=identicon&r=PG', 'display_name': 'KB22', 'link': 'https://stackoverflow.com/users/130376/kb22'}",True,2279,2,0,1285789184,1246272229,1057664,CC BY-SA 2.5,https://stackoverflow.com/questions/1057664/passing-an-utf8-string-via-java-to-a-net-web-service,Passing an UTF8 string via java to a .NET web service,,1057712.0,1251194606.0,,,,
1196,"['java', 'windows-server-2008', 'log4j']","{'account_id': 27004, 'reputation': 28482, 'user_id': 70795, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/fe85bc40e37968d4ea24785740f5da6a?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/70795/mark'}",True,1434,2,0,1285698299,1245332542,1012688,CC BY-SA 2.5,https://stackoverflow.com/questions/1012688/does-nteventlogappender-work-on-windows-server-2008,Does NTEventLogAppender work on Windows Server 2008?,,2005582.0,1285698299.0,,,,
1197,"['java', 'hibernate', 'jax-ws']","{'account_id': 13250, 'reputation': 5819, 'user_id': 26494, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/3ea96d840e7ca7b09b61f5ded4050624?s=256&d=identicon&r=PG', 'display_name': 'pihentagy', 'link': 'https://stackoverflow.com/users/26494/pihentagy'}",True,245,2,0,1285612866,1244797227,985708,CC BY-SA 2.5,https://stackoverflow.com/questions/985708/detachedcriteria-and-jax-ws,DetachedCriteria and jax-ws,,985753.0,,,,,
1198,"['java', 'email', 'cruisecontrol', 'exchange-server']","{'account_id': 3684, 'reputation': 42185, 'user_id': 5346, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/33feea54e02fb1147b41d2edb88659dd?s=256&d=identicon&r=PG', 'display_name': 'Nick Fortescue', 'link': 'https://stackoverflow.com/users/5346/nick-fortescue'}",True,1030,2,0,1285576378,1244104201,949258,CC BY-SA 2.5,https://stackoverflow.com/questions/949258/how-do-i-publish-cruise-control-emails-using-exchange-server,How do I publish cruise control emails using Exchange server,,949462.0,1244104951.0,,,,
1199,"['java', 'hibernate', 'persistence', 'interceptor']","{'account_id': 39031, 'reputation': 2293, 'user_id': 112467, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a920b93748c8abfcf4689c6f76a81cd9?s=256&d=identicon&r=PG', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/112467/max'}",False,1722,1,1,1285203162,1244702349,979660,CC BY-SA 2.5,https://stackoverflow.com/questions/979660/why-doesnt-interceptors-onload-work,Why doesn&#39;t interceptor&#39;s onLoad() work?,,,1245856422.0,,,,
1200,"['java', 'xml', 'xpath']","{'account_id': 12109, 'reputation': 5371, 'user_id': 23681, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/6xHP0.jpg?s=256&g=1', 'display_name': 'Sebastian M&#252;ller', 'link': 'https://stackoverflow.com/users/23681/sebastian-m%c3%bcller'}",True,903,2,4,1285023706,1244464800,964721,CC BY-SA 2.5,https://stackoverflow.com/questions/964721/evaluating-xpath-commands-with-java,Evaluating XPath Commands with java,,964763.0,1285023706.0,,,,
1201,"['java', 'jdbc', 'dao']","{'account_id': 17753, 'reputation': 1484, 'user_id': 40070, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/8e2fa5a87c98b3147a1feb90893beb8f?s=256&d=identicon&r=PG', 'display_name': 'Shaw', 'link': 'https://stackoverflow.com/users/40070/shaw'}",True,8810,5,5,1284868388,1244470236,965092,CC BY-SA 2.5,https://stackoverflow.com/questions/965092/jdbc-dao-any-good-reference-implementation,JDBC DAO - any good reference implementation?,,,1244476817.0,,,,
1202,"['java', 'mysql', 'jakarta-ee', 'jboss', 'character-encoding']","{'user_type': 'does_not_exist', 'display_name': 'Java Coder'}",True,2212,4,0,1284363858,1244807797,986254,CC BY-SA 2.5,https://stackoverflow.com/questions/986254/encoding-problems-in-linux-mysql,Encoding problems in Linux &amp; MySQL,,,,,,,
1203,"['java', 'performance']","{'account_id': 43667, 'reputation': 35, 'user_id': 127766, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb6502e55172aab07d9cafd28f7167e1?s=256&d=identicon&r=PG', 'display_name': 'Molehill', 'link': 'https://stackoverflow.com/users/127766/molehill'}",True,593,4,3,1284314108,1245781660,1034296,CC BY-SA 2.5,https://stackoverflow.com/questions/1034296/java-performance-inconsistent,Java performance Inconsistent,,,1284314108.0,,,,
1204,"['java', 'google-app-engine', 'cron']","{'account_id': 10539, 'reputation': 47889, 'user_id': 1311500, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/pljOr.png?s=256&g=1', 'display_name': 'JohnIdol', 'link': 'https://stackoverflow.com/users/1311500/johnidol'}",True,1533,1,1,1284203259,1244314701,960301,CC BY-SA 2.5,https://stackoverflow.com/questions/960301/help-with-cron-jobs-for-java-google-app-engine,Help with Cron Jobs for Java Google App Engine,,961394.0,,,,,
1205,"['java', 'entity', 'escaping', 'transformer-model', 'xslt']","{'account_id': 4022, 'reputation': 32095, 'user_id': 5921, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2854463112421fe6a69cfd104d57701c?s=256&d=identicon&r=PG', 'display_name': 'machineghost', 'link': 'https://stackoverflow.com/users/5921/machineghost'}",True,4530,4,2,1284144616,1246301471,1059854,CC BY-SA 2.5,https://stackoverflow.com/questions/1059854/how-do-you-prevent-a-javax-transformer-from-escaping-whitespace,How Do You Prevent A javax Transformer From Escaping Whitespace?,,1066380.0,1284144616.0,,,,
1206,"['java', 'tomcat', 'maven-2', 'endorsed']","{'account_id': 34911, 'reputation': 8360, 'user_id': 98726, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/70c05ae7b25cc50ea873ca1423d5fd9a?s=256&d=identicon&r=PG', 'display_name': 'rperez', 'link': 'https://stackoverflow.com/users/98726/rperez'}",False,1705,1,2,1284046372,1244737321,982121,CC BY-SA 2.5,https://stackoverflow.com/questions/982121/setting-endorsed-dir-in-an-embedded-tomcat-server,Setting &quot;endorsed&quot; dir in an embedded tomcat server,,,1248989036.0,,,,
1207,"['java', 'java1.4', 'backport']","{'account_id': 36501, 'reputation': 9094, 'user_id': 104143, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/4934fbd5d733dd4b0b7b1881ac141371?s=256&d=identicon&r=PG', 'display_name': 'Peter Kofler', 'link': 'https://stackoverflow.com/users/104143/peter-kofler'}",True,4288,5,8,1283882952,1245317062,1011706,CC BY-SA 2.5,https://stackoverflow.com/questions/1011706/backport-java-5-6-features-to-java-1-4,Backport Java 5/6 features to Java 1.4?,,1098923.0,1283882952.0,,,,
1208,"['java', 'jdbc']","{'account_id': 35932, 'reputation': 1751, 'user_id': 102139, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/c011774bf6476fcbcfbe96c571eb06f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'kilonet', 'link': 'https://stackoverflow.com/users/102139/kilonet'}",True,9085,3,1,1283543699,1245699376,1029026,CC BY-SA 2.5,https://stackoverflow.com/questions/1029026/classnotfoundexception-com-microsoft-sqlserver-jdbc,ClassNotFoundException: com.microsoft.sqlserver.jdbc,,1029042.0,,,,,
1209,"['java', 'jakarta-ee', 'pagination']","{'user_type': 'does_not_exist', 'display_name': 'Coder'}",True,7198,2,2,1282806467,1246000602,1047768,CC BY-SA 2.5,https://stackoverflow.com/questions/1047768/easy-pagination-in-java-ee-with-jsp,Easy pagination in Java EE with jsp,,,,,,,
1210,"['java', 'sql', 'database', 'oracle', 'websphere']","{'account_id': 23639, 'reputation': 342, 'user_id': 59374, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b63f66bf4bcb932be3ddf3820b65494b?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/59374/andrew'}",True,9761,8,10,1282730039,1244750402,983296,CC BY-SA 2.5,https://stackoverflow.com/questions/983296/oracle-lag-between-commit-and-select,Oracle lag between commit and select,1571574123.0,,1244752210.0,,,,
1211,"['java', 'lucene']","{'account_id': 878104, 'reputation': 83, 'user_id': 123636, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c46fd4839282d532008ac34275762245?s=256&d=identicon&r=PG', 'display_name': 'Halirob', 'link': 'https://stackoverflow.com/users/123636/halirob'}",True,4401,6,7,1282695083,1245153008,1001003,,https://stackoverflow.com/questions/1001003/best-cross-language-analyzer-to-use-with-lucene-index,Best cross-language analyzer to use with lucene index,,1001022.0,1245153124.0,1337689232.0,not constructive,,
1212,"['java', 'regex']","{'account_id': 39205, 'reputation': 2699, 'user_id': 112957, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/f7c4453d200f7cfcf8cef60bed383021?s=256&d=identicon&r=PG', 'display_name': 'erickreutz', 'link': 'https://stackoverflow.com/users/112957/erickreutz'}",True,297,6,1,1282641947,1244503024,967495,CC BY-SA 2.5,https://stackoverflow.com/questions/967495/matching-partial-strings-for-password-recovering,Matching partial strings for password recovering,,967632.0,1244503527.0,,,,
1213,"['java', 'orm', 'jpa', 'jpql']","{'account_id': 29229, 'reputation': 2387, 'user_id': 78793, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/47069ea3358c18b590fee3dd7f9bd177?s=256&d=identicon&r=PG', 'display_name': 'Lancelot', 'link': 'https://stackoverflow.com/users/78793/lancelot'}",True,1094,1,4,1282622719,1245970664,1046613,CC BY-SA 2.5,https://stackoverflow.com/questions/1046613/jpql-test-if-value-is-in-an-array,JPQL test if value is in an array,,1046692.0,1282622719.0,,,,
1214,"['java', 'database', 'visual-studio', 'math', 'vector']","{'account_id': 35747, 'reputation': 6841, 'user_id': 101375, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/0343f94ef722bd4f886e09b41bb3f794?s=256&d=identicon&r=PG', 'display_name': 'user101375', 'link': 'https://stackoverflow.com/users/101375/user101375'}",True,2472,10,15,1281530487,1245084018,997106,CC BY-SA 3.0,https://stackoverflow.com/questions/997106/efficient-comparison-of-100-000-vectors,Efficient comparison of 100.000 vectors,,1013951.0,1486563172.0,,,,
1215,"['java', 'asp.net', 'ajax', 'jsp', 'chat']","{'account_id': 33485, 'reputation': 18237, 'user_id': 93796, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/648137a2deb3a600c20e15add61139a5?s=256&d=identicon&r=PG', 'display_name': 'user93796', 'link': 'https://stackoverflow.com/users/93796/user93796'}",True,4407,3,2,1281160691,1244131514,951491,CC BY-SA 2.5,https://stackoverflow.com/questions/951491/implementing-a-ajax-chat-site,implementing a AJAX chat site,,951527.0,1244131919.0,,,,
1216,"['java', 'php', 'web-services']","{'user_type': 'does_not_exist', 'display_name': 'Mani'}",False,129,1,0,1281046691,1243878034,935870,CC BY-SA 2.5,https://stackoverflow.com/questions/935870/calling-jax-webservices-from-php-is-not-working,Calling JAX webservices from php is not working,,,,,,,
1217,"['java', 'apache-flex', 'web-services', 'soap']","{'account_id': 27945, 'reputation': 249, 'user_id': 74192, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/d4d345aaa8cecf6e86eb32acd257c1e4?s=256&d=identicon&r=PG', 'display_name': 'Patrick Kiernan', 'link': 'https://stackoverflow.com/users/74192/patrick-kiernan'}",False,1033,1,0,1281021507,1245845967,1038016,CC BY-SA 2.5,https://stackoverflow.com/questions/1038016/flex-soap-webservice-delayed-component-update,Flex + SOAP webservice delayed component update,,,1245874061.0,,,,
1218,"['java', 'sockets', 'pool']","{'account_id': 30369, 'reputation': 29511, 'user_id': 82804, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/XbinJ.jpg?s=256&g=1', 'display_name': 'David Rabinowitz', 'link': 'https://stackoverflow.com/users/82804/david-rabinowitz'}",True,12831,2,8,1280896976,1243937363,938784,CC BY-SA 2.5,https://stackoverflow.com/questions/938784/good-client-socket-pool,Good Client Socket Pool,,938820.0,,,,,
1219,"['java', 'jvm']","{'account_id': 30044, 'reputation': 16462, 'user_id': 81636, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/85cb15d3e6fe494b62176a89180cb095?s=256&d=identicon&r=PG', 'display_name': 'gatoatigrado', 'link': 'https://stackoverflow.com/users/81636/gatoatigrado'}",True,550,4,1,1280866172,1243848180,934110,CC BY-SA 2.5,https://stackoverflow.com/questions/934110/java-newbie-question-richer-java-subprocesses,java newbie question: richer java subprocesses,,934142.0,,,,,
1220,"['c#', 'java', 'c++', 'visual-studio', 'winforms']","{'account_id': 23219, 'reputation': 2019, 'user_id': 58013, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5837e8178f814e28840d32fc8601c52d?s=256&d=identicon&r=PG', 'display_name': 'Praesagus', 'link': 'https://stackoverflow.com/users/58013/praesagus'}",True,1381,2,1,1280678098,1244837539,988813,CC BY-SA 2.5,https://stackoverflow.com/questions/988813/app-to-read-form-document-scantron-ish,App to read form document (scantron-ish),,989565.0,1244842347.0,,,,
1221,"['java', 'eclipse', 'import']","{'user_type': 'does_not_exist', 'display_name': 'The Special One'}",True,8042,2,1,1280636247,1245952402,1045296,CC BY-SA 2.5,https://stackoverflow.com/questions/1045296/error-trying-to-use-import-jxl-statements,Error trying to use import.jxl... statements,,,,,,,
1222,"['java', 'jakarta-ee', 'struts', 'jstl']","{'account_id': 12001, 'reputation': 7854, 'user_id': 23414, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/52b06e59d5a43f36c31b0bfdf9787437?s=256&d=identicon&r=PG', 'display_name': 'ria', 'link': 'https://stackoverflow.com/users/23414/ria'}",True,1723,2,0,1280460467,1245155391,1001183,CC BY-SA 2.5,https://stackoverflow.com/questions/1001183/using-jstl-within-jsp-pages-in-struts-based-web-app,Using JSTL within JSP Pages in Struts based web app,,,1245295691.0,,,,
1223,"['java', 'static-analysis', 'extensibility', 'aspectj']","{'account_id': 9698, 'reputation': 11277, 'user_id': 18027, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/8723a22cc67390f68ce5fd57f4d2e02b?s=256&d=identicon&r=PG', 'display_name': 'Tahir Akhtar', 'link': 'https://stackoverflow.com/users/18027/tahir-akhtar'}",True,953,3,4,1280267233,1245822641,1036588,,https://stackoverflow.com/questions/1036588/which-static-analysis-tool-for-java-is-easiest-to-extend,Which static analysis tool for Java is easiest to extend?,,1078545.0,1495541318.0,1376408727.0,Not suitable for this site,,
1224,"['java', 'apache-flex', 'spring', 'blazeds']","{'account_id': 42185, 'reputation': 11852, 'user_id': 122835, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/ef0edb539b9d3fe637a377af32748880?s=256&d=identicon&r=PG', 'display_name': 'josef.van.niekerk', 'link': 'https://stackoverflow.com/users/122835/josef-van-niekerk'}",True,5669,3,1,1280080735,1245184611,1003823,CC BY-SA 2.5,https://stackoverflow.com/questions/1003823/servlet-spring-servlet-is-not-available-springblazeds-integration,Servlet spring-servlet is not available (Spring+BlazeDS Integration),,1004217.0,,,,,
1225,"['java', 'javascript', 'eclipse', 'diff']","{'account_id': 19223, 'reputation': 791, 'user_id': 44859, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/f6f48259e1e335e9655e3b1fd0545b85?s=256&d=identicon&r=PG', 'display_name': 'Rex', 'link': 'https://stackoverflow.com/users/44859/rex'}",True,3150,3,0,1279880117,1244176239,954270,CC BY-SA 2.5,https://stackoverflow.com/questions/954270/need-a-java-and-javascript-diff-tool-written-in-java,Need a Java and Javascript diff tool written in Java,,3246395.0,,,,,
1226,"['java', 'generics', 'compilation', 'type-erasure']","{'account_id': 25604, 'reputation': 6491, 'user_id': 65917, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/6ea8136c124d0821bc9c1bab4b5d1e1d?s=256&d=identicon&r=PG', 'display_name': 'Maddy.Shik', 'link': 'https://stackoverflow.com/users/65917/maddy-shik'}",True,714,2,1,1279836179,1244634377,975113,CC BY-SA 2.5,https://stackoverflow.com/questions/975113/does-java-implement-type-erasure-in-user-defined-generic-classes-too,Does java implement type erasure in user defined generic classes too?,,975122.0,1279836179.0,,,,
1227,"['java', 'glassfish', 'memcached', 'nginx']","{'account_id': 19562, 'reputation': 30212, 'user_id': 45935, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/76eb040bed8dc544b5b71aeb2d1a81ad?s=256&d=identicon&r=PG', 'display_name': 'Jim Ferrans', 'link': 'https://stackoverflow.com/users/45935/jim-ferrans'}",True,2974,1,4,1279820484,1245302994,1010905,,https://stackoverflow.com/questions/1010905/what-experience-do-you-have-using-nginx-and-memcached-to-optimize-a-web-site,What experience do you have using nginx and memcached to optimize a web site?,,1093054.0,1495541615.0,1599762699.0,Opinion-based,,
1228,"['java', 'google-app-engine', 'google-cloud-datastore']","{'account_id': 31445, 'reputation': 4071, 'user_id': 86302, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/1363302dbfa39b298981e09914a5c0fb?s=256&d=identicon&r=PG', 'display_name': 'ivo', 'link': 'https://stackoverflow.com/users/86302/ivo'}",True,473,1,2,1279741230,1246201448,1055075,CC BY-SA 2.5,https://stackoverflow.com/questions/1055075/how-do-datastore-and-app-versions-work-on-gae-j,How do Datastore and App versions work on GAE/J,,1055272.0,1279741230.0,,,,
1229,"['java', 'google-app-engine', 'gwt', 'google-cloud-datastore']","{'account_id': 21157, 'reputation': 16605, 'user_id': 51230, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/Nq6as.jpg?s=256&g=1', 'display_name': 'Maksim', 'link': 'https://stackoverflow.com/users/51230/maksim'}",True,1309,2,5,1279741180,1245357611,1015070,CC BY-SA 2.5,https://stackoverflow.com/questions/1015070/send-objects-from-to-java-using-gwt,Send objects from/to Java using GWT,,1016442.0,1279741180.0,,,,
1230,"['java', 'serialization']","{'account_id': 38358, 'reputation': 51436, 'user_id': 110028, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/089adf42acb1317826e9c08c3f06d904?s=256&d=identicon&r=PG', 'display_name': 'snakile', 'link': 'https://stackoverflow.com/users/110028/snakile'}",True,624,5,1,1279458321,1244047577,945792,CC BY-SA 2.5,https://stackoverflow.com/questions/945792/in-java-how-to-check-if-a-method-m-changed-the-state-of-its-receiver,"In java, how to check if a method m changed the state of its receiver",,945939.0,1279458321.0,,,,
1231,"['java', 'user-interface', 'swing', 'matisse']","{'account_id': 33996, 'reputation': 11776, 'user_id': 95624, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/c4bb5a3a3c155d420be6c6fc53caf91d?s=256&d=identicon&r=PG', 'display_name': 'm_vitaly', 'link': 'https://stackoverflow.com/users/95624/m-vitaly'}",True,1040,5,4,1279430959,1245869351,1040209,CC BY-SA 2.5,https://stackoverflow.com/questions/1040209/java-gui-creation-framework,Java GUI creation framework,,1040375.0,1279430959.0,,,,
1232,['java'],"{'account_id': 21211, 'reputation': 42499, 'user_id': 51382, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/d5c948086776fc91b4c7abff56bb7672?s=256&d=identicon&r=PG', 'display_name': 'willcodejavaforfood', 'link': 'https://stackoverflow.com/users/51382/willcodejavaforfood'}",True,88,2,0,1279334978,1245769121,1033106,CC BY-SA 2.5,https://stackoverflow.com/questions/1033106/customize-internet-explorer-for-showing-help,Customize Internet Explorer for showing help,,1033164.0,1279334978.0,,,,
1233,"['java', 'user-interface', 'swing', 'macos']","{'account_id': 44016, 'reputation': 4148, 'user_id': 128927, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d73a4e6ee75d60e44bef472e668fbb0e?s=256&d=identicon&r=PG', 'display_name': 'alanlcode', 'link': 'https://stackoverflow.com/users/128927/alanlcode'}",True,25210,4,11,1279241777,1246243249,1056360,CC BY-SA 2.5,https://stackoverflow.com/questions/1056360/java-swing-guis-on-mac-os-x,Java Swing GUIs on Mac OS X,,1056520.0,1246937721.0,,,,
1234,"['java', 'selenium-rc']","{'account_id': 35675, 'reputation': 303, 'user_id': 101129, 'user_type': 'registered', 'accept_rate': 8, 'profile_image': 'https://www.gravatar.com/avatar/e76154f828782992f5c82bfb02ea09a1?s=256&d=identicon&r=PG', 'display_name': 'JLau', 'link': 'https://stackoverflow.com/users/101129/jlau'}",True,15245,1,3,1279154107,1245027723,994172,CC BY-SA 2.5,https://stackoverflow.com/questions/994172/using-selenium-getbodytext-to-capture-html-source-using-java-how-can-i-save,"Using selenium.getBodyText() to capture HTML source, using Java, how can I save it into a HTML file locally?",,994188.0,1245075374.0,,,,
