,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,accepted_answer_id,protected_date
935,"['java', 'android', 'android-studio', 'gradle']","{'account_id': 4460413, 'reputation': 187, 'user_id': 3629488, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pzORu.jpg?s=256&g=1', 'display_name': 'Deepeshkumar', 'link': 'https://stackoverflow.com/users/3629488/deepeshkumar'}",True,54,1,1,1630398306,1630389869,68993620,CC BY-SA 4.0,https://stackoverflow.com/questions/68993620/inconsistent-behavior-performance-of-gradle-android-studio-especially-with-bool,Inconsistent behavior/performance of Gradle/Android Studio especially with bool variables,,,,68995255.0,
936,"['java', 'spring', 'spring-boot', 'spring-mvc', 'servlets']","{'account_id': 12695081, 'reputation': 47, 'user_id': 9223778, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/745cd6eb051349f2028b7960e3051e72?s=256&d=identicon&r=PG&f=1', 'display_name': 'pickoneusername', 'link': 'https://stackoverflow.com/users/9223778/pickoneusername'}",True,306,1,0,1630398152,1630334024,68985880,CC BY-SA 4.0,https://stackoverflow.com/questions/68985880/spring-boot-serving-public-and-private-restricted-static-content,Spring boot: Serving public and private (restricted) static content,1630398152.0,,,68994740.0,
937,"['java', 'spring', 'spring-aop']","{'account_id': 1217752, 'reputation': 551, 'user_id': 1185014, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/cJg7d.jpg?s=256&g=1', 'display_name': 'juanmorschrott', 'link': 'https://stackoverflow.com/users/1185014/juanmorschrott'}",True,88,1,0,1630398044,1630396992,68994997,CC BY-SA 4.0,https://stackoverflow.com/questions/68994997/is-it-posible-to-create-a-log-info-pointcut,Is it posible to create a log.info pointcut?,1630398044.0,,,68995151.0,
938,"['java', 'maven', 'web', 'tomcat']","{'account_id': 22614494, 'reputation': 11, 'user_id': 16794180, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj7IdSUseP7Vp0fTNqxnRm0zcvHePMQDoZ-S2qi=k-s256', 'display_name': 'Graphite Liang', 'link': 'https://stackoverflow.com/users/16794180/graphite-liang'}",False,188,0,1,1630397500,1630397500,68995086,CC BY-SA 4.0,https://stackoverflow.com/questions/68995086/maven-web-project-with-error-org-apache-tomcat-util-bcel-classfile-classformatex,maven web project with error org.apache.tomcat.util.bcel.classfile.ClassFormatException: It is not a Java .class file,,,,,
939,"['java', 'neo4j', 'spring-data-neo4j']","{'account_id': 4942306, 'reputation': 319, 'user_id': 3978694, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/AD4uQ.png?s=256&g=1', 'display_name': 'Prabudda Sri Rahal', 'link': 'https://stackoverflow.com/users/3978694/prabudda-sri-rahal'}",True,161,1,0,1630397398,1629982167,68938823,CC BY-SA 4.0,https://stackoverflow.com/questions/68938823/sdn6-projection-interfaces-with-property-mapping,SDN6 - Projection interfaces with Property Mapping,,,,68995071.0,
940,"['java', 'android', 'firebase']","{'account_id': 22605763, 'reputation': 13, 'user_id': 16786686, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJy6SdW_MOi6HmBCE6JThkZOu9_jJuKKm4Ob-GLP=k-s256', 'display_name': 'Chris Spickermann', 'link': 'https://stackoverflow.com/users/16786686/chris-spickermann'}",False,3263,1,0,1630396910,1630321744,68983101,CC BY-SA 4.0,https://stackoverflow.com/questions/68983101/firebase-sing-in-page-doenst-work-ignoring-header-x-firebase-locale-because-its,Firebase Sing in Page doenst Work Ignoring header X-Firebase-Locale because its value was null,1630323363.0,,,,
941,"['java', 'maven', 'apache-kafka-connect', 'confluent-platform']","{'account_id': 7734625, 'reputation': 525, 'user_id': 5856587, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/lunAb.jpg?s=256&g=1', 'display_name': 'Peter G. Horvath', 'link': 'https://stackoverflow.com/users/5856587/peter-g-horvath'}",False,220,1,1,1630396735,1630337240,68986584,CC BY-SA 4.0,https://stackoverflow.com/questions/68986584/custom-kafka-connector-build-fails-in-kafka-connect-maven-plugin,Custom Kafka connector build fails in kafka-connect-maven-plugin,1630348669.0,,,,
942,['java'],"{'account_id': 20521877, 'reputation': 7, 'user_id': 15061276, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/646af6abe48ad82aa51a718048da2f7d?s=256&d=identicon&r=PG&f=1', 'display_name': 'lakhe_112', 'link': 'https://stackoverflow.com/users/15061276/lakhe-112'}",True,109,1,-1,1630396625,1630395138,68994585,,https://stackoverflow.com/questions/68994585/i-want-mortgage-in-currency-format-but-in-my-program-instead-of-sign-it-is,"I want mortgage in currency format, but in my program instead of &quot;$&quot; sign it is giving me &quot;? &#39; sign",1630395412.0,1630399509.0,Needs details or clarity,,
943,"['java', 'android', 'mobile']","{'account_id': 18548390, 'reputation': 11, 'user_id': 13515125, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-5Wp_v9ap880/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck6LVIx0U9DBOPlc2GpA-7ORei-og/photo.jpg?sz=256', 'display_name': 'Aiden K', 'link': 'https://stackoverflow.com/users/13515125/aiden-k'}",True,75,2,-2,1630395949,1630382836,68992752,,https://stackoverflow.com/questions/68992752/how-to-create-a-step-by-step-instruction-in-android-java,How to create a step-by-step instruction in Android Java?,,1630398667.0,Needs details or clarity,,
944,"['java', 'spring-boot', 'service', 'jetty', 'mybatis']","{'account_id': 21249763, 'reputation': 53, 'user_id': 15632111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e732bd564dab65683101b1ab063f548a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Julia5049', 'link': 'https://stackoverflow.com/users/15632111/julia5049'}",False,598,0,0,1630395896,1629961610,68933995,CC BY-SA 4.0,https://stackoverflow.com/questions/68933995/java-springboot-autowired-mybatis-mapper-is-null,Java Springboot @Autowired Mybatis Mapper is null,1630395896.0,,,,
945,"['java', 'intellij-idea', 'opengl', 'lwjgl', 'glfw']","{'account_id': 14214751, 'reputation': 38, 'user_id': 10268980, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Mfp6x.jpg?s=256&g=1', 'display_name': 'rob', 'link': 'https://stackoverflow.com/users/10268980/rob'}",True,146,2,0,1630395479,1630311889,68980971,CC BY-SA 4.0,https://stackoverflow.com/questions/68980971/glgenvertexarrays-does-not-exist-in-the-gl30-library-java-lwjgl,glGenVertexArrays() does not exist in the GL30 library. (JAVA LWJGL),,,,68994677.0,
946,"['java', 'slack', 'bolt']","{'account_id': 22612676, 'reputation': 11, 'user_id': 16792593, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/67d1b764c13cbdd7dbb62618f668d9d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike_111', 'link': 'https://stackoverflow.com/users/16792593/mike-111'}",True,91,1,0,1630395367,1630389429,68993551,CC BY-SA 4.0,https://stackoverflow.com/questions/68993551/slack-development,Slack development,1630389805.0,,,68994645.0,
947,"['java', 'spring', 'spring-boot']","{'account_id': 16355149, 'reputation': 1291, 'user_id': 11812518, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-MUNZISAPFX4/AAAAAAAAAAI/AAAAAAAACPc/mfDhTIycm84/photo.jpg?sz=256', 'display_name': 'Petar Bivolarski', 'link': 'https://stackoverflow.com/users/11812518/petar-bivolarski'}",True,779,1,2,1630394453,1630307251,68980144,CC BY-SA 4.0,https://stackoverflow.com/questions/68980144/spring-boot-prioritize-bean-creation-order-from-external-jar,Spring Boot - Prioritize Bean Creation Order from External Jar,,,,68982656.0,
948,"['java', 'proguard', 'install4j', 'proguard-maven-plugin']","{'account_id': 7968667, 'reputation': 57, 'user_id': 6014126, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a542b89834544e073fc2aac1673b895c?s=256&d=identicon&r=PG&f=1', 'display_name': 'AMAY', 'link': 'https://stackoverflow.com/users/6014126/amay'}",True,80,1,1,1630394377,1630333121,68985657,CC BY-SA 4.0,https://stackoverflow.com/questions/68985657/java-lang-verifyerror-when-running-desktop-application,java.lang.VerifyError when running desktop application,,,,,
949,['java'],"{'account_id': 22613684, 'reputation': 21, 'user_id': 16793465, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzYq6hb0vTu9wfbOW8aELa6encLIgwLtwNfmIFr=k-s256', 'display_name': 'chobo', 'link': 'https://stackoverflow.com/users/16793465/chobo'}",True,98,4,1,1630394367,1630390456,68993703,CC BY-SA 4.0,https://stackoverflow.com/questions/68993703/java-split-method-exclude-specific-letters,Java split method Exclude specific letters,1630390538.0,,,,
950,"['java', 'assertion']","{'account_id': 22541025, 'reputation': 29, 'user_id': 16731584, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz_7OQmZY5enk3cRIVYhJgOUx7eceJSVpCb7vve=k-s256', 'display_name': 'JCALTS ako', 'link': 'https://stackoverflow.com/users/16731584/jcalts-ako'}",False,655,2,1,1630394081,1630390658,68993739,CC BY-SA 4.0,https://stackoverflow.com/questions/68993739/assert-list-of-maps-in-java-ignoring-the-order,Assert List of Maps in Java ignoring the order,1630393649.0,,,,
951,"['java', 'spring', 'spring-boot', 'inversion-of-control']","{'account_id': 21507820, 'reputation': 87, 'user_id': 15850958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e68ad19114d55c87a1aa685436b66d2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'mitali', 'link': 'https://stackoverflow.com/users/15850958/mitali'}",True,506,2,1,1630393816,1630367585,68991411,CC BY-SA 4.0,https://stackoverflow.com/questions/68991411/how-to-keep-duplicate-spring-bean-in-container-conflictingbeandefinitionexcept,How to keep duplicate spring bean in container. [ConflictingBeanDefinitionException],,,,,
952,"['java', 'cucumber', 'rest-assured']","{'account_id': 7278777, 'reputation': 15, 'user_id': 5549241, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/700958c341614e6b1dd08181f089daff?s=256&d=identicon&r=PG&f=1', 'display_name': 'niya', 'link': 'https://stackoverflow.com/users/5549241/niya'}",True,785,1,0,1630393159,1629895934,68923306,CC BY-SA 4.0,https://stackoverflow.com/questions/68923306/how-to-pass-requestparam-in-post-request-using-rest-assured,How to pass RequestParam in POST request using REST Assured,1629949009.0,,,68993154.0,
953,"['java', 'spring', 'spring-boot']","{'account_id': 22193542, 'reputation': 13, 'user_id': 16435294, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e2f81a6f9170daf9747069b4ed4360f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'jdargatz', 'link': 'https://stackoverflow.com/users/16435294/jdargatz'}",True,4034,4,1,1630393146,1630379483,68992419,CC BY-SA 4.0,https://stackoverflow.com/questions/68992419/spring-boot-spring-security-405-error-dispatch-for-post-error-parameters-m,"Spring Boot/Spring Security 405 Error: dispatch for POST &quot;/error&quot;, parameters={masked}",,,,68993879.0,
954,"['java', 'junit', 'ant', 'gitlab']","{'account_id': 22609426, 'reputation': 1, 'user_id': 16789844, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxo9MiPCEAYg3AOmK0jLZBPAlEeU5kHmwPnLKDD=k-s256', 'display_name': 'Chase f', 'link': 'https://stackoverflow.com/users/16789844/chase-f'}",False,63,1,0,1630393138,1630351146,68989299,CC BY-SA 4.0,https://stackoverflow.com/questions/68989299/junit-ant-task-not-reporting-assertion-errors-as-failures,Junit ant task not reporting assertion errors as failures,1630360494.0,,,,
955,"['java', 'events', 'ethereum', 'smartcontracts', 'web3-java']","{'account_id': 223484, 'reputation': 57441, 'user_id': 482717, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/82a1f0fb2478f517c945a53b697dd290?s=256&d=identicon&r=PG', 'display_name': 'Paul Verest', 'link': 'https://stackoverflow.com/users/482717/paul-verest'}",False,816,0,2,1630392652,1630392652,68994058,CC BY-SA 4.0,https://stackoverflow.com/questions/68994058/getting-smart-contract-events-web3j,Getting smart contract events (web3j),,,,,
956,"['java', 'lucene']","{'account_id': 2327811, 'reputation': 3365, 'user_id': 2041863, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c7533489b530f936ac904982eabfe916?s=256&d=identicon&r=PG', 'display_name': 'gotson', 'link': 'https://stackoverflow.com/users/2041863/gotson'}",False,55,0,1,1630392638,1629077773,68796583,CC BY-SA 4.0,https://stackoverflow.com/questions/68796583/lucene-query-parser-automatic-prefix,Lucene query parser automatic prefix,1630392638.0,,,,
957,"['java', 'ssh', 'virtual-machine']","{'account_id': 22180648, 'reputation': 333, 'user_id': 16424414, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c841d79209e3125198f65b014e3a1f6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Orly Orly', 'link': 'https://stackoverflow.com/users/16424414/orly-orly'}",True,159,1,0,1630392313,1630390878,68993769,CC BY-SA 4.0,https://stackoverflow.com/questions/68993769/connect-to-vm-with-ssh-in-java,connect to VM with SSH in java,,,,68993996.0,
958,"['java', 'spring-boot', 'gmail', 'jhipster']","{'account_id': 13540035, 'reputation': 90, 'user_id': 9768008, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1377266475751416/picture?type=large', 'display_name': 'Nam Tang', 'link': 'https://stackoverflow.com/users/9768008/nam-tang'}",False,209,1,0,1630392284,1630385751,68993086,CC BY-SA 4.0,https://stackoverflow.com/questions/68993086/javamailsender-authentication-failed,JavaMailSender: Authentication failed,1630392284.0,,,,
959,"['java', 'jar', 'windows-10']","{'account_id': 22610866, 'reputation': 1, 'user_id': 16791071, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/022b187d21b9ab8a3e7a1d86aad4fc8a?s=256&d=identicon&r=PG&f=1', 'display_name': 'PaintedRoses', 'link': 'https://stackoverflow.com/users/16791071/paintedroses'}",True,144,2,-3,1630392225,1630358566,68990462,,https://stackoverflow.com/questions/68990462/how-can-i-make-jar-files-to-run-on-my-computer,How can I make .jar files to run on my computer?,1630359866.0,1630507307.0,Duplicate,,
960,"['java', 'android']","{'account_id': 22546505, 'reputation': 9, 'user_id': 16736335, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/754fd6bff5b330ccca3fa2209f02c292?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sara Angelou', 'link': 'https://stackoverflow.com/users/16736335/sara-angelou'}",False,54,2,-1,1630392224,1630358751,68990493,,https://stackoverflow.com/questions/68990493/i-want-to-get-json-result-to-autocomplete-searchview-but-my-app-crashes,I want to get json result to autocomplete searchview but my app crashes,,1630428563.0,Duplicate,,
961,"['java', 'swing', 'jpanel', 'layout-manager']","{'account_id': 20306669, 'reputation': 247, 'user_id': 14894730, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E1nSK.jpg?s=256&g=1', 'display_name': 'Caminero', 'link': 'https://stackoverflow.com/users/14894730/caminero'}",True,89,1,3,1630391597,1630349598,68989058,CC BY-SA 4.0,https://stackoverflow.com/questions/68989058/how-to-make-embedded-jpanel-go-to-west,How to make embedded Jpanel go to WEST,1630391597.0,,,68989380.0,
962,"['java', 'android', 'firebase-analytics']","{'account_id': 10078026, 'reputation': 11, 'user_id': 16623550, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiOxv_i8yHXkHHH3XSUeC3simXK1ByT0KHJsmXt4w=k-s256', 'display_name': 'Md. Mahir Labib', 'link': 'https://stackoverflow.com/users/16623550/md-mahir-labib'}",False,558,2,1,1630390599,1630224432,68971009,CC BY-SA 4.0,https://stackoverflow.com/questions/68971009/how-to-use-firebase-analytics-in-some-other-class-which-is-not-an-activity-class,How to use Firebase Analytics in some other class which is not an Activity class in Android?,,,,,
963,"['java', 'android', 'android-studio']","{'account_id': 22613479, 'reputation': 7, 'user_id': 16793290, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiZG7fka6IDEUxC1nZpS2HDvHumo7ad9_NB_mWf=k-s256', 'display_name': 'NooBie SaNdY', 'link': 'https://stackoverflow.com/users/16793290/noobie-sandy'}",True,43,2,-1,1630390468,1630388873,68993458,CC BY-SA 4.0,https://stackoverflow.com/questions/68993458/how-to-pass-data-from-multiple-activities-to-on-activity,How to pass data from multiple activities to on activity,,,,,
964,['java'],"{'account_id': 22572580, 'reputation': 31, 'user_id': 16758550, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4rImv.jpg?s=256&g=1', 'display_name': 'Copernove', 'link': 'https://stackoverflow.com/users/16758550/copernove'}",True,64,2,-2,1630389433,1630377196,68992211,,https://stackoverflow.com/questions/68992211/can-you-dont-show-constructor-when-made-object,can you dont show constructor when made object,,1630386806.0,Needs details or clarity,,
965,['java'],"{'account_id': 19351726, 'reputation': 11, 'user_id': 14148992, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-3MEOI0wT0Lk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmBRJCjS7YqUu5eRjE2sPXOWM_61Q/photo.jpg?sz=256', 'display_name': 'Lutaaya Abdulsalaam', 'link': 'https://stackoverflow.com/users/14148992/lutaaya-abdulsalaam'}",False,33,0,0,1630388925,1630229430,68971566,CC BY-SA 4.0,https://stackoverflow.com/questions/68971566/failed-to-run-remotemessage,Failed to run RemoteMessage,,,,,
966,"['java', 'apache-camel']","{'account_id': 12682839, 'reputation': 149, 'user_id': 9215853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/896fba6831458ab7d584fd9570d98989?s=256&d=identicon&r=PG&f=1', 'display_name': 'Szil&#225;gyi Istv&#225;n', 'link': 'https://stackoverflow.com/users/9215853/szil%c3%a1gyi-istv%c3%a1n'}",True,615,1,1,1630388749,1630330306,68985024,CC BY-SA 4.0,https://stackoverflow.com/questions/68985024/camel-exchange-body-record-size,Camel Exchange body record size,,,,68993444.0,
967,"['java', 'android', 'google-translation-api']","{'account_id': 10510518, 'reputation': 63, 'user_id': 7746368, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1881e089e095761cb300e6fdd7904256?s=256&d=identicon&r=PG&f=1', 'display_name': 'BhushanDC', 'link': 'https://stackoverflow.com/users/7746368/bhushandc'}",False,596,0,1,1630388155,1630070089,68954065,CC BY-SA 4.0,https://stackoverflow.com/questions/68954065/duplicate-class-org-apache-commons-codec-binarydecoder-found-in-modules-jetified,Duplicate class org.apache.commons.codec.BinaryDecoder found in modules jetified-commons-codec-1.15 (commons-codec:commons-codec:1.15),1630388155.0,,,,
968,['java'],"{'account_id': 15307669, 'reputation': 3, 'user_id': 15854163, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjUVxpBI8uRWP6Yvy84rP0ui-WsQL6ypPpIPUG4ug=k-s256', 'display_name': 'welcome_java', 'link': 'https://stackoverflow.com/users/15854163/welcome-java'}",True,151,1,-2,1630386972,1630380942,68992548,,https://stackoverflow.com/questions/68992548/how-to-handle-nullpointer-exception-in-springboot,How to handle nullpointer exception in springboot?,1630386972.0,1630386944.0,Duplicate,68992711.0,
969,"['java', 'file', 'io']","{'account_id': 20109309, 'reputation': 1, 'user_id': 14746032, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhR-NO_5RXsrRFYAVEXbFlWJYMsiF5RngQIiH3f=k-s256', 'display_name': 'CookieBuffed_', 'link': 'https://stackoverflow.com/users/14746032/cookiebuffed'}",False,32,0,0,1630386225,1630386225,68993145,CC BY-SA 4.0,https://stackoverflow.com/questions/68993145/why-does-the-file-fail-to-log,Why does the file fail to log?,,,,,
970,"['java', 'aspose']","{'account_id': 21174037, 'reputation': 1, 'user_id': 15569723, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/763d4656263ea1e49e120116846b16ac?s=256&d=identicon&r=PG&f=1', 'display_name': 'ASUKA0948', 'link': 'https://stackoverflow.com/users/15569723/asuka0948'}",True,318,1,0,1630385550,1630304284,68979652,CC BY-SA 4.0,https://stackoverflow.com/questions/68979652/how-can-i-get-all-the-text-content-before-the-word-bookmark-by-java,How can I get all the text content before the word bookmark by java?,1630315246.0,,,,
971,"['java', 'reflection', 'jvm']","{'account_id': 21710238, 'reputation': 57, 'user_id': 16021958, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a98ba09b7f196d265ac936efa2b582f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'paiwmsn', 'link': 'https://stackoverflow.com/users/16021958/paiwmsn'}",True,258,3,0,1630381221,1629790968,68903575,,https://stackoverflow.com/questions/68903575/is-reflection-is-for-classloader,Is reflection is for classloader?,1629792393.0,1629814980.0,Needs details or clarity,68904057.0,
972,"['java', 'spring', 'spring-boot']","{'account_id': 1993073, 'reputation': 153, 'user_id': 1786639, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/502dcf86982dbc035245677d6a77b52a?s=256&d=identicon&r=PG', 'display_name': 'user1786639', 'link': 'https://stackoverflow.com/users/1786639/user1786639'}",True,466,1,-3,1630379881,1630365865,68991267,,https://stackoverflow.com/questions/68991267/java-spring-boot-call-method-after-all-set,Java spring boot call method after all set,1630378259.0,1630398189.0,Needs details or clarity,68992446.0,
973,"['java', 'spring']","{'account_id': 1967358, 'reputation': 348, 'user_id': 1767234, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/45746dff946ab6d8ecd708a54eed1f9b?s=256&d=identicon&r=PG', 'display_name': 'abo', 'link': 'https://stackoverflow.com/users/1767234/abo'}",True,182,1,0,1630379865,1630373089,68991855,CC BY-SA 4.0,https://stackoverflow.com/questions/68991855/configure-child-class-as-a-bean-in-spring,Configure child class as a Bean in Spring,,,,68992444.0,
974,"['java', 'html', 'http', 'web', 'okhttp']","{'account_id': 7856677, 'reputation': 1803, 'user_id': 5938276, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://lh6.googleusercontent.com/-zolc90p2grA/AAAAAAAAAAI/AAAAAAAAOBU/TloVnogHxWU/photo.jpg?sz=256', 'display_name': 'Al Grant', 'link': 'https://stackoverflow.com/users/5938276/al-grant'}",True,869,1,0,1630379748,1630376489,68992130,CC BY-SA 4.0,https://stackoverflow.com/questions/68992130/okhttp-post-mediatype-parse,OkHttp Post MediaType Parse,1630376913.0,,,,
975,"['java', 'android', 'nullpointerexception', 'dagger']","{'account_id': 7740136, 'reputation': 621, 'user_id': 5860233, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SATNwK-Qmhk/AAAAAAAAAAI/AAAAAAAAMW8/Wu6muy1lrhg/photo.jpg?sz=256', 'display_name': 'Tajuddin Khandaker', 'link': 'https://stackoverflow.com/users/5860233/tajuddin-khandaker'}",False,206,1,0,1630377599,1629812144,68908640,CC BY-SA 4.0,https://stackoverflow.com/questions/68908640/java-lang-object-javax-inject-provider-get-on-a-null-object-reference,&#39;java.lang.Object javax.inject.Provider.get()&#39; on a null object reference,1629825153.0,,,,
976,"['java', 'tensorflow']","{'account_id': 19432005, 'reputation': 31, 'user_id': 14212201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ffd92a04992c3684300e11b5b8d78222?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sennri', 'link': 'https://stackoverflow.com/users/14212201/sennri'}",True,490,1,1,1630376949,1629968747,68935644,CC BY-SA 4.0,https://stackoverflow.com/questions/68935644/is-there-any-simpler-way-to-convert-a-tensor-to-java-array-in-java-tf-api,Is there any simpler way to convert a tensor to java array in java tf-api?,1629968833.0,,,,
977,"['java', 'hashmap']","{'account_id': 15652140, 'reputation': 31, 'user_id': 11293320, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6-AvyhAR5cI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcUtN_Qrojy7aqYsCH91g6VlAu0jA/mo/photo.jpg?sz=256', 'display_name': 'Ivan Z', 'link': 'https://stackoverflow.com/users/11293320/ivan-z'}",True,96,1,1,1630376538,1630373998,68991952,,https://stackoverflow.com/questions/68991952/java-compare-values-of-two-hashmap,Java compare values of two HashMap,1630376538.0,1630376992.0,Duplicate,,
978,"['javascript', 'java', 'json', 'reactjs', 'api']","{'account_id': 12586219, 'reputation': 87, 'user_id': 9155008, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d2d874260553d08baea30a88369768a0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Neela', 'link': 'https://stackoverflow.com/users/9155008/neela'}",False,318,2,0,1630375695,1628564845,68720625,CC BY-SA 4.0,https://stackoverflow.com/questions/68720625/nested-object-iteration-with-conditional-statements-reactjs,Nested Object Iteration with conditional statements ReactJs,,,,,
979,"['java', 'testing', 'ide']","{'account_id': 22601747, 'reputation': 11, 'user_id': 16783174, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgjCe5mF8-dCqWt8LuoDzoWPWJ3wuu42n3ahaJg=k-s256', 'display_name': 'Gus Reiber', 'link': 'https://stackoverflow.com/users/16783174/gus-reiber'}",False,186,0,1,1630375688,1630288812,68978267,CC BY-SA 4.0,https://stackoverflow.com/questions/68978267/using-input-output-tests-in-replit,Using input/output tests in Replit,1630375688.0,,,,
980,"['java', 'scala']","{'account_id': 21478841, 'reputation': 39, 'user_id': 15826601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e459ada6754ab5adfc2dac73d4ac8d31?s=256&d=identicon&r=PG&f=1', 'display_name': 'user15826601', 'link': 'https://stackoverflow.com/users/15826601/user15826601'}",True,133,1,1,1630375076,1630304128,68979629,CC BY-SA 4.0,https://stackoverflow.com/questions/68979629/how-to-call-a-method-defined-in-java-from-scala-program,How to call a method defined in Java from Scala program?,1630353879.0,,,68992027.0,
981,"['java', 'freemarker']","{'account_id': 11966921, 'reputation': 85, 'user_id': 8756334, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/7fde8f1b0f5d33232816e81a0aa023f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'newbie', 'link': 'https://stackoverflow.com/users/8756334/newbie'}",False,76,1,0,1630373558,1630360986,68990781,CC BY-SA 4.0,https://stackoverflow.com/questions/68990781/freemarker-directory-path-is-not-readable-in-uat,Freemarker directory path is not readable in UAT,1630361950.0,,,,
982,"['java', 'kml']","{'account_id': 22607231, 'reputation': 25, 'user_id': 16787970, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx5-WAq9Tt4n1CvU6QEQw1Qwq2TRVHXlFTkZEPa=k-s256', 'display_name': 'Sabato Fasulo', 'link': 'https://stackoverflow.com/users/16787970/sabato-fasulo'}",False,120,0,1,1630372320,1630361033,68990787,CC BY-SA 4.0,https://stackoverflow.com/questions/68990787/error-while-getting-coordinates-from-a-kml,Error while getting coordinates from a kml,1630372320.0,,,,
983,"['javascript', 'java', 'api', 'postman', 'jira']","{'account_id': 16902077, 'reputation': 321, 'user_id': 12223162, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/zl9dL.jpg?s=256&g=1', 'display_name': 'William Zebrowski', 'link': 'https://stackoverflow.com/users/12223162/william-zebrowski'}",True,261,1,0,1630370357,1630359001,68990540,CC BY-SA 4.0,https://stackoverflow.com/questions/68990540/using-the-send-next-request-workflow-consecutively-postman,Using the Send Next Request workflow Consecutively (POSTMAN),,,,68991638.0,
