,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,community_owned_date,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason
617,"['java', 'linked-list', 'contains', 'equality']","{'account_id': 4278, 'reputation': 19267, 'user_id': 6367, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/4cc6319b3a017074fdbb5067960841eb?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/6367/eric'}",True,39376,,549816.0,6,,10,,1332510753,1234645740,1245096876.0,549808,CC BY-SA 2.5,https://stackoverflow.com/questions/549808/compare-objects-in-linkedlist-contains,Compare objects in LinkedList.contains(),,
618,"['java', 'io', 'stream']","{'account_id': 23524, 'reputation': 28175, 'user_id': 59015, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/0ab0ae433d1b3f8bee9b7d13392bf333?s=256&d=identicon&r=PG', 'display_name': 'Marty Pitt', 'link': 'https://stackoverflow.com/users/59015/marty-pitt'}",True,9623,,507546.0,5,,12,,1332196071,1233674532,1332196071.0,507522,CC BY-SA 3.0,https://stackoverflow.com/questions/507522/java-capturing-system-err-println-or-capturing-a-printstream,Java - Capturing System.err.println or Capturing a PrintStream,,
619,"['java', 'hibernate', 'spring', 'spring-security']","{'account_id': 8302, 'reputation': 2350, 'user_id': 14893, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/396d82e627fabb9374a2b5c84dbfeae5?s=256&d=identicon&r=PG', 'display_name': 'Peter Kelley', 'link': 'https://stackoverflow.com/users/14893/peter-kelley'}",True,13293,,535394.0,5,,12,,1330827038,1234241637,,531096,,https://stackoverflow.com/questions/531096/what-are-some-good-sample-applications-using-spring-and-hibernate,What are some good sample applications using Spring and Hibernate?,1413300555.0,Not suitable for this site
620,"['java', 'multicore', 'javac']","{'account_id': 15751, 'reputation': 13170, 'user_id': 33611, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/31e70bc52c40f56805487f8940ef44c8?s=256&d=identicon&r=PG', 'display_name': 'Elijah', 'link': 'https://stackoverflow.com/users/33611/elijah'}",True,5415,,,1,,22,,1330562726,1234002232,1234002718.0,523575,CC BY-SA 2.5,https://stackoverflow.com/questions/523575/is-there-a-way-to-improve-multicore-multiprocessor-performance-of-the-java-com,Is there a way to improve multicore / multiprocessor performance of the Java compiler?,,
621,['java'],"{'user_type': 'does_not_exist', 'display_name': 'abc'}",True,4131,,,3,,1,,1329385312,1235640368,1235640550.0,589799,CC BY-SA 2.5,https://stackoverflow.com/questions/589799/command-to-close-the-batch-file-in-java,command to close the batch file in java,,
622,"['java', 'jfreechart']","{'account_id': 17205, 'reputation': 7080, 'user_id': 38264, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/Ct43C.jpg?s=256&g=1', 'display_name': 'z  -', 'link': 'https://stackoverflow.com/users/38264/z'}",True,1122,,,2,,-1,,1328532092,1235769014,,596696,CC BY-SA 2.5,https://stackoverflow.com/questions/596696/jfreechart-xyplot-overlapping-data-artifacts,JFreechart XYPlot Overlapping Data Artifacts,,
623,"['java', 'delphi', 'arrays']","{'account_id': 877520, 'reputation': 5825, 'user_id': 68969, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pic6y.jpg?s=256&g=1', 'display_name': 'GrahamA', 'link': 'https://stackoverflow.com/users/68969/grahama'}",True,4007,,570365.0,3,,5,,1328390016,1235148767,1235149159.0,570338,CC BY-SA 2.5,https://stackoverflow.com/questions/570338/converting-an-array-of-bytes-to-an-array-of-floats,Converting an array of bytes to an array of floats,,
624,"['java', 'image-manipulation']","{'account_id': 17205, 'reputation': 7080, 'user_id': 38264, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/Ct43C.jpg?s=256&g=1', 'display_name': 'z  -', 'link': 'https://stackoverflow.com/users/38264/z'}",True,1342,,566679.0,4,,0,,1328072611,1235069888,1235070605.0,566670,CC BY-SA 2.5,https://stackoverflow.com/questions/566670/bufferedimage-rotation,BufferedImage Rotation,,
625,"['java', 'compiler-construction', 'overloading', 'autoboxing']","{'account_id': 18139, 'reputation': 40819, 'user_id': 41283, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/62af4c828e18a91dc60832fb1465f0cf?s=256&d=identicon&r=PG', 'display_name': 'Hosam Aly', 'link': 'https://stackoverflow.com/users/41283/hosam-aly'}",True,6515,,501451.0,6,,35,,1328046132,1233516047,,501412,CC BY-SA 2.5,https://stackoverflow.com/questions/501412/why-does-autoboxing-make-some-calls-ambiguous-in-java,Why does autoboxing make some calls ambiguous in Java?,,
626,"['java', 'eclipse', 'eclipse-rcp']","{'account_id': 23217, 'reputation': 2332, 'user_id': 58005, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1fa7c3fbf35b6b950ce5717ceb7e6cdd?s=256&d=identicon&r=PG', 'display_name': 'Caoilte', 'link': 'https://stackoverflow.com/users/58005/caoilte'}",True,16727,,515613.0,4,,2,,1327821287,1233753728,1233829835.0,511317,CC BY-SA 2.5,https://stackoverflow.com/questions/511317/how-to-diagnose-an-invalid-thread-access-swtexception,How to diagnose an Invalid thread access SWTException?,,
627,"['java', 'jasper-reports']","{'user_type': 'does_not_exist', 'display_name': 'Tom'}",True,8435,,,3,,2,,1327773851,1234494546,,544581,CC BY-SA 2.5,https://stackoverflow.com/questions/544581/jasperreport-size-limit,JasperReport size limit,,
628,"['java', 'browser', 'netbeans', 'applet']","{'account_id': 12109, 'reputation': 5371, 'user_id': 23681, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/6xHP0.jpg?s=256&g=1', 'display_name': 'Sebastian M&#252;ller', 'link': 'https://stackoverflow.com/users/23681/sebastian-m%c3%bcller'}",True,648,,573238.0,2,,1,,1327312280,1235220229,1235222864.0,572917,CC BY-SA 2.5,https://stackoverflow.com/questions/572917/applet-is-empty-with-absolute-layout,Applet is empty with absolute layout,,
629,"['java', 'ssl', 'coldfusion', 'https', 'authorize.net']","{'account_id': 22794, 'reputation': 6946, 'user_id': 56604, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2ed41b9fd71ff9a83722e8116920958e?s=256&d=identicon&r=PG', 'display_name': 'Sergey Galashyn', 'link': 'https://stackoverflow.com/users/56604/sergey-galashyn'}",True,1110,,587838.0,2,,2,,1326501633,1234976364,1326501633.0,561938,CC BY-SA 3.0,https://stackoverflow.com/questions/561938/cfhttp-find-out-supported-version-of-ssl-test-auth-net-with-ssl-3-0,CFHTTP: find out supported version of SSL &amp; test auth.net with SSL 3.0,,
630,"['java', 'chat', 'xmpp', 'tapestry', 'smack']","{'user_type': 'does_not_exist', 'display_name': 'Kace'}",True,1815,,,2,,0,,1326215085,1235251643,1326215085.0,573778,CC BY-SA 3.0,https://stackoverflow.com/questions/573778/smack-api-and-java,Smack api and Java,,
631,"['java', 'core']","{'user_type': 'does_not_exist', 'display_name': 'gangadhar'}",True,2652,,,6,,0,,1325768571,1234173349,1325768571.0,527595,CC BY-SA 3.0,https://stackoverflow.com/questions/527595/how-do-i-split-a-concatenated-string-into-multiple-floating-point-values,How do I split a concatenated string into multiple floating point values?,,
632,"['java', 'swing', 'look-and-feel']","{'account_id': 4958, 'reputation': 739, 'user_id': 7717, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/fbb76d6cb5284880cd771c42f3148d3c?s=256&d=identicon&r=PG', 'display_name': 'wolak', 'link': 'https://stackoverflow.com/users/7717/wolak'}",True,6026,,,5,,9,,1325524047,1234922074,1275032054.0,559559,CC BY-SA 2.5,https://stackoverflow.com/questions/559559/good-looking-java-swing-lookfeel,Good-looking Java Swing Look&amp;Feel?,,
633,"['java', 'oracle', 'stored-procedures']","{'account_id': 323, 'reputation': 24641, 'user_id': 404, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/0a99e26b3a51cd326e188a6a60de1eb6?s=256&d=identicon&r=PG', 'display_name': 'Chris Farmer', 'link': 'https://stackoverflow.com/users/404/chris-farmer'}",True,10903,,529634.0,2,,7,,1325180939,1234207013,1247244055.0,529471,CC BY-SA 2.5,https://stackoverflow.com/questions/529471/setting-classpath-for-a-java-stored-procedure-in-oracle,Setting classpath for a Java stored procedure in Oracle,,
634,"['java', 'jsp']","{'account_id': 10196, 'reputation': 3689, 'user_id': 19147, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/b4523b245bf92e0036d76382064340b6?s=256&d=identicon&r=PG', 'display_name': 'Ross', 'link': 'https://stackoverflow.com/users/19147/ross'}",True,6683,,558051.0,2,,3,,1324562193,1234893148,1234893754.0,557956,CC BY-SA 2.5,https://stackoverflow.com/questions/557956/pass-jsp-output-stream-to-a-method,Pass JSP output stream to a method,,
635,"['java', 'swing', 'netbeans', 'ubuntu-8.10']","{'account_id': 27015, 'reputation': 125, 'user_id': 70867, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/dab91281ef3e3d6e5495ef9b2aa9a3a5?s=256&d=identicon&r=PG', 'display_name': 'Dupdroid', 'link': 'https://stackoverflow.com/users/70867/dupdroid'}",True,1012,,819202.0,3,,1,,1324135794,1235571506,1236161166.0,586152,CC BY-SA 2.5,https://stackoverflow.com/questions/586152/why-do-my-swing-application-windows-intermittently-not-close-when-the-applicatio,Why do my Swing application windows intermittently not close when the application exits?,,
636,"['java', 'eclipse', 'merge', 'cvs']","{'account_id': 4003, 'reputation': 8840, 'user_id': 5885, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/1a6805f2c18eeb24df6092391bb4047a?s=256&d=identicon&r=PG', 'display_name': 'Alex Argo', 'link': 'https://stackoverflow.com/users/5885/alex-argo'}",True,37467,,,6,,37,,1324134132,1234216923,,530209,CC BY-SA 2.5,https://stackoverflow.com/questions/530209/how-do-i-merge-a-cvs-branch-into-head-using-the-eclipse-merge-tools,How do I merge a CVS branch into HEAD using the Eclipse merge tools?,,
637,"['java', 'asynchronous', 'jms', 'messaging', 'apache-camel']","{'account_id': 128044, 'reputation': 1300, 'user_id': 325613, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/4319c3a470c3da3668f1cd565ce91aba?s=256&d=identicon&r=PG', 'display_name': 'a-sak', 'link': 'https://stackoverflow.com/users/325613/a-sak'}",True,2358,,,3,,5,,1323589749,1235081752,,567478,CC BY-SA 2.5,https://stackoverflow.com/questions/567478/apache-camel-for-asynchronous-calls,Apache Camel for Asynchronous Calls,,
638,"['java', 'jboss', 'jakarta-ee']","{'account_id': 24272, 'reputation': 4474, 'user_id': 61628, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/84e40cead24668860e46d8fb8ef7915c?s=256&d=identicon&r=PG', 'display_name': 'Etam', 'link': 'https://stackoverflow.com/users/61628/etam'}",True,1004,,546147.0,3,,2,,1323062699,1234530197,1323062699.0,545831,CC BY-SA 3.0,https://stackoverflow.com/questions/545831/jboss-as-target-deploy,JBoss AS target deploy,,
639,"['java', 'memcached', 'terracotta', 'gigaspaces', 'datagrid']","{'account_id': 18282, 'reputation': 17570, 'user_id': 41754, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/0b73bfb7a53cc2c9e0321333d78f1755?s=256&d=identicon&r=PG', 'display_name': 'cliff.meyers', 'link': 'https://stackoverflow.com/users/41754/cliff-meyers'}",True,3294,,540280.0,4,,13,,1322826055,1234411996,,539985,,https://stackoverflow.com/questions/539985/what-would-you-recommend-for-a-large-scale-java-data-grid-technology-terracotta,"What would you recommend for a large-scale Java data grid technology: Terracotta, GigaSpaces, Coherence, etc?",1374618652.0,Not suitable for this site
640,"['java', 'sms', 'send']","{'user_type': 'does_not_exist', 'display_name': 'mahendran'}",True,38048,1398698172.0,,3,,11,,1322741295,1234520018,1308655012.0,545441,,https://stackoverflow.com/questions/545441/how-can-i-send-an-sms-from-java,How can I send an SMS from Java?,1412254887.0,Needs more focus
641,"['java', 'cross-platform', 'classloader']","{'account_id': 24441, 'reputation': 851, 'user_id': 62143, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/84e6dc2b7d9c386c8800f5d416179db1?s=256&d=identicon&r=PG', 'display_name': 'arnsholt', 'link': 'https://stackoverflow.com/users/62143/arnsholt'}",True,5362,,519901.0,6,,2,,1322499718,1233916584,1272340078.0,519816,CC BY-SA 2.5,https://stackoverflow.com/questions/519816/why-would-java-classloading-fail-on-linux-but-succeed-on-windows,"Why would Java classloading fail on Linux, but succeed on Windows?",,
642,"['c#', 'java', 'jakarta-ee']","{'user_type': 'does_not_exist', 'display_name': 'jiri'}",True,625,,,2,,3,,1322121197,1234099965,1322121197.0,525711,,https://stackoverflow.com/questions/525711/examples-where-is-java-more-elegant-than-c,Examples where is Java more elegant than C#?,1234102580.0,not constructive
643,"['java', 'saml']","{'user_type': 'does_not_exist', 'display_name': 'Amar'}",True,815,,,2,,1,,1321999560,1233926387,1321999560.0,520255,CC BY-SA 3.0,https://stackoverflow.com/questions/520255/need-info-on-saml-2-0,Need info on SAML 2.0,,
644,"['java', 'sockets']","{'account_id': 10732, 'reputation': 53497, 'user_id': 20400, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/40bd6fa511aed8cab1e12bb104b88b4e?s=256&d=identicon&r=PG', 'display_name': 'Omar Kooheji', 'link': 'https://stackoverflow.com/users/20400/omar-kooheji'}",True,5795,,511679.0,5,,1,,1321292357,1233757330,1233914454.0,511552,CC BY-SA 2.5,https://stackoverflow.com/questions/511552/reading-from-a-socket-not-waiting-for-input,Reading from a socket not waiting for input?,,
645,"['java', 'path', 'exec', 'network-shares']","{'user_type': 'does_not_exist', 'display_name': 'padmaja'}",True,1414,,,3,,0,,1321288813,1233416085,1321288813.0,499013,CC BY-SA 3.0,https://stackoverflow.com/questions/499013/why-am-i-getting-a-path-not-correct-error-while-running-a-batch-file-on-a-remo,Why am I getting a &quot;Path not correct&quot; error while running a batch file on a remote system?,,
646,"['java', 'swing', 'user-interface', 'jslider']","{'account_id': 24737, 'reputation': 181, 'user_id': 63107, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/afbbada7e0611f4c4bdac8ab133b29d4?s=256&d=identicon&r=PG', 'display_name': 'E. Hall', 'link': 'https://stackoverflow.com/users/63107/e-hall'}",True,6362,,518672.0,3,,13,,1320856348,1233876619,1233881238.0,518471,CC BY-SA 2.5,https://stackoverflow.com/questions/518471/jslider-question-position-after-leftclick,JSlider question: Position after leftclick,,
647,"['java', 'java-me', 'midp', 'lcdui']","{'account_id': 27104, 'reputation': 95, 'user_id': 71142, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd1d9c31480aca4cfc8af8c7b9dd73a9?s=256&d=identicon&r=PG', 'display_name': 'LoginError', 'link': 'https://stackoverflow.com/users/71142/loginerror'}",True,1925,,590852.0,2,,6,,1320266398,1235623533,1320266398.0,589141,CC BY-SA 3.0,https://stackoverflow.com/questions/589141/gameloop-for-j2me-turn-based-game,Gameloop for j2me &quot;turn-based&quot; game,,
648,"['java', 'android', 'message']","{'account_id': 15858, 'reputation': 231, 'user_id': 33917, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/8cce1b8a873ade78e8f4892a08b1f41b?s=256&d=identicon&r=PG', 'display_name': 'Tatyana Solovyeva', 'link': 'https://stackoverflow.com/users/33917/tatyana-solovyeva'}",True,15248,,,5,,6,,1319136276,1233434759,1319136202.0,499528,CC BY-SA 3.0,https://stackoverflow.com/questions/499528/what-happened-to-android-provider-telephony,What happened to android.provider.Telephony?,,
649,"['java', 'apache-flex', 'actionscript-3', 'number-formatting', 'pad']","{'account_id': 15749, 'reputation': 22244, 'user_id': 33604, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/039ec136f63e3f04dc69f198ae7c4a57?s=256&d=identicon&r=PG', 'display_name': 'adam', 'link': 'https://stackoverflow.com/users/33604/adam'}",True,2646,,582234.0,2,,0,,1318973866,1235488753,,582151,CC BY-SA 2.5,https://stackoverflow.com/questions/582151/does-as3-have-a-similar-class-to-javas-numberformat,Does AS3 have a similar class to Java&#39;s NumberFormat,,
650,"['java', 'file', 'applet']","{'account_id': 12109, 'reputation': 5371, 'user_id': 23681, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/6xHP0.jpg?s=256&g=1', 'display_name': 'Sebastian M&#252;ller', 'link': 'https://stackoverflow.com/users/23681/sebastian-m%c3%bcller'}",True,6340,,574684.0,3,,1,,1318677255,1235296718,,574675,CC BY-SA 2.5,https://stackoverflow.com/questions/574675/read-file-in-an-applet,read file in an applet,,
651,"['java', 'javadoc', 'nio']","{'account_id': 19061, 'reputation': 181316, 'user_id': 44330, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/dd5a7ef1476fb01998a215b1642dfd07?s=256&d=identicon&r=PG', 'display_name': 'Jason S', 'link': 'https://stackoverflow.com/users/44330/jason-s'}",True,18833,,570374.0,3,,8,,1318462092,1235146344,1235149881.0,570168,CC BY-SA 2.5,https://stackoverflow.com/questions/570168/transferring-bytes-from-one-bytebuffer-to-another,transferring bytes from one ByteBuffer to another,,
652,"['java', 'apache-flex', 'dataservice', 'lcds']","{'account_id': 24595, 'reputation': 5312, 'user_id': 62660, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/bd8a0ece1733e815442bac8ff61700be?s=256&d=identicon&r=PG', 'display_name': 'Travis Jensen', 'link': 'https://stackoverflow.com/users/62660/travis-jensen'}",True,2057,,,2,,39,,1318079805,1233788073,1318079805.0,513774,CC BY-SA 3.0,https://stackoverflow.com/questions/513774/flex-lcds-server-to-data-source-paging,Flex/LCDS Server-to-data-source Paging,,
653,"['java', 'inheritance', 'final', 'extends']","{'account_id': 19181, 'reputation': 1933, 'user_id': 44721, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/64880244955f2f72d913397dd7d0a74c?s=256&d=identicon&r=PG', 'display_name': 'Snukker', 'link': 'https://stackoverflow.com/users/44721/snukker'}",True,2133,,520011.0,10,,12,,1317137276,1233918644,,519914,CC BY-SA 2.5,https://stackoverflow.com/questions/519914/why-avoid-the-final-keyword,Why avoid the final keyword?,,
654,"['java', 'class', 'import', 'size']","{'account_id': 24433, 'reputation': 8490, 'user_id': 62122, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/6c046fcc635a064a9dfc175b9e910663?s=256&d=identicon&r=PG', 'display_name': 'William', 'link': 'https://stackoverflow.com/users/62122/william'}",True,3107,,585284.0,10,,5,,1317135484,1235553254,1254573204.0,585268,,https://stackoverflow.com/questions/585268/which-would-make-a-class-file-bigger-import-java-awt-or-a-bunch-or-single-im,"Which would make a Class file bigger? import java.awt.*, or a bunch or single import statements?",1363781249.0,exact duplicate
655,"['java', 'generics', 'type-inference']","{'account_id': 18461, 'reputation': 38238, 'user_id': 42303, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/bf2caefd09a9e0914f0f0bd2f7f18e4e?s=256&d=identicon&r=PG', 'display_name': 'hhafez', 'link': 'https://stackoverflow.com/users/42303/hhafez'}",True,818,,593535.0,3,,3,,1317131941,1235707450,,593478,CC BY-SA 2.5,https://stackoverflow.com/questions/593478/what-rules-are-used-for-type-inference-when-using-generics,What rules are used for type inference when using Generics,,
656,"['java', 'matrix', 'linear-algebra']","{'account_id': 26823, 'reputation': 1021, 'user_id': 70134, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/cc75e8a872ba3bf73cdf5ee28cb6b5df?s=256&d=identicon&r=PG', 'display_name': 'Dr. Faust', 'link': 'https://stackoverflow.com/users/70134/dr-faust'}",True,725,,,1,,0,,1316914510,1235431246,1316914510.0,579832,CC BY-SA 3.0,https://stackoverflow.com/questions/579832/assistance-needed-with-java-colt-matrix-package,Assistance Needed with Java Colt Matrix Package,,
657,"['java', 'jtable', 'column-width']","{'account_id': 8429, 'reputation': 55846, 'user_id': 15187, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/6901887336e94dfc45e6208206dddbae?s=256&d=identicon&r=PG', 'display_name': 'yanchenko', 'link': 'https://stackoverflow.com/users/15187/yanchenko'}",True,6239,,530772.0,2,,5,,1316868566,1234228550,1316868566.0,530752,CC BY-SA 3.0,https://stackoverflow.com/questions/530752/automatically-calculating-column-width-in-jtable,automatically calculating column width in JTable,,
658,"['java', 'audio']","{'account_id': 11253, 'reputation': 9742, 'user_id': 21613, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/tB5iV.png?s=256&g=1', 'display_name': 'Dan Burzo', 'link': 'https://stackoverflow.com/users/21613/dan-burzo'}",True,9625,,,3,,3,,1316611185,1233768625,1495541972.0,512436,CC BY-SA 3.0,https://stackoverflow.com/questions/512436/java-playing-wav-sounds,Java: Playing WAV sounds,,
659,"['java', 'ms-word', 'apache-poi']","{'user_type': 'does_not_exist', 'display_name': 'Hamed'}",True,24510,,,2,,5,,1316532049,1235799700,1316532049.0,597566,CC BY-SA 3.0,https://stackoverflow.com/questions/597566/how-do-i-use-apache-poi-to-read-a-doc-file-in-java-to-separate-images-from-text,How do I use Apache POI to read a .DOC file in Java to separate images from text?,,
660,"['java', 'eclipse', 'swt']","{'account_id': 19197, 'reputation': 24871, 'user_id': 44757, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/awhYw.jpg?s=256&g=1', 'display_name': 'Jared', 'link': 'https://stackoverflow.com/users/44757/jared'}",True,2700,,598007.0,5,,3,,1316519175,1235775329,1235962839.0,596999,CC BY-SA 2.5,https://stackoverflow.com/questions/596999/noclassdeffounderror-on-jface-fontregistry,NoClassDefFoundError on JFace FontRegistry,,
661,"['java', 'eclipse', 'jsp', 'xhtml']","{'account_id': 6090, 'reputation': 31543, 'user_id': 10098, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/a290b46ab2752aeaa235c66d429ba9ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'wds', 'link': 'https://stackoverflow.com/users/10098/wds'}",True,13648,,541353.0,4,,2,,1315937673,1234446924,1234448030.0,541335,CC BY-SA 2.5,https://stackoverflow.com/questions/541335/editing-xhtml-jsp-files-in-eclipse,Editing xhtml jsp files in Eclipse,,
662,"['java', 'memory-management']","{'user_type': 'does_not_exist', 'display_name': 'shilpa'}",True,69827,,,14,,13,,1315096442,1233748149,1233755447.0,511013,,https://stackoverflow.com/questions/511013/how-to-handle-outofmemoryerror-in-java,How to handle OutOfMemoryError in Java?,1377789848.0,Duplicate
663,['java'],"{'account_id': 563949, 'reputation': 3919, 'user_id': 51659, 'user_type': 'unregistered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/b8744f1342919baeea8a815457134c2e?s=256&d=identicon&r=PG', 'display_name': 'raja', 'link': 'https://stackoverflow.com/users/51659/raja'}",True,1467,,,5,,0,,1314403124,1233924803,1314403124.0,520168,CC BY-SA 3.0,https://stackoverflow.com/questions/520168/doubt-in-build-xml-file-in-apache-ant1-6-5,Doubt in build.xml file in Apache-Ant1.6.5,,
664,"['java', 'pdf', 'ms-word']","{'account_id': 10000, 'reputation': 7988, 'user_id': 18709, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/74c27b07549984a161b5239714e0883d?s=256&d=identicon&r=PG', 'display_name': 'kedar kamthe', 'link': 'https://stackoverflow.com/users/18709/kedar-kamthe'}",True,17326,1302556790.0,,4,,7,,1313875746,1233817998,1313875746.0,514885,CC BY-SA 3.0,https://stackoverflow.com/questions/514885/parse-pdf-file-and-write-content-in-word-file-using-java,Parse Pdf File and write content in word file using java,,
665,"['java', 'regex']","{'account_id': 6484, 'reputation': 5071, 'user_id': 10927, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/9c867068f94d30cbaa0d2e8bdf46f82c?s=256&d=identicon&r=PG', 'display_name': 'JSON', 'link': 'https://stackoverflow.com/users/10927/json'}",True,296,,507278.0,3,,8,,1313113684,1233671090,1313113684.0,507265,CC BY-SA 3.0,https://stackoverflow.com/questions/507265/what-is-the-effect-of-in-regular-expressions,What is the effect of &quot;*&quot; in regular expressions?,,
666,"['java', 'pass-by-reference', 'pass-by-value']","{'account_id': 23804, 'reputation': 27526, 'user_id': 59947, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/veKXw.jpg?s=256&g=1', 'display_name': 'Yevgeny Simkin', 'link': 'https://stackoverflow.com/users/59947/yevgeny-simkin'}",True,1372,,514498.0,15,,8,,1312896431,1233805900,1233807835.0,514478,CC BY-SA 2.5,https://stackoverflow.com/questions/514478/can-someone-explain-to-me-what-the-reasoning-behind-passing-by-value-and-not-b,Can someone explain to me what the reasoning behind passing by &quot;value&quot; and not by &quot;reference&quot; in Java is?,,
667,"['java', 'colors', 'puzzle']","{'account_id': 4909, 'reputation': 13597, 'user_id': 7613, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/1b83571daaddcad03235a1b8f5499549?s=256&d=identicon&r=PG', 'display_name': 'Andrew', 'link': 'https://stackoverflow.com/users/7613/andrew'}",True,987,,597441.0,4,,1,,1311824932,1235623673,1495540542.0,589145,CC BY-SA 3.0,https://stackoverflow.com/questions/589145/what-does-this-mysterious-color-method-do-what-does-it-return,What does this mysterious Color Method do? What does it return?,,
668,"['java', 'annotations']","{'account_id': 20713, 'reputation': 2139, 'user_id': 49767, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/df0dec88f0a0a3094b18cf9512ee13c8?s=256&d=identicon&r=PG', 'display_name': 'Mohan Narayanaswamy', 'link': 'https://stackoverflow.com/users/49767/mohan-narayanaswamy'}",True,1435,,549223.0,6,,2,,1311269977,1234620008,1234625453.0,549144,CC BY-SA 2.5,https://stackoverflow.com/questions/549144/commonly-reusable-annotations-or-commons-annotations,Commonly reusable annotations or commons annotations?,,
669,"['java', 'swing']","{'account_id': 11253, 'reputation': 9742, 'user_id': 21613, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/tB5iV.png?s=256&g=1', 'display_name': 'Dan Burzo', 'link': 'https://stackoverflow.com/users/21613/dan-burzo'}",True,9209,,516874.0,4,,5,,1310978467,1233853707,1233854300.0,516850,CC BY-SA 2.5,https://stackoverflow.com/questions/516850/java-image-as-toggle-button,Java: Image as toggle button,,
