,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,accepted_answer_id,community_owned_date,closed_date,closed_reason,locked_date
1315,"['java', 'user-interface', 'swing']","{'user_type': 'does_not_exist', 'display_name': 'somya agrawal'}",True,3271,2,0,1267191021,1247220948,1267191021.0,1108771,CC BY-SA 2.5,https://stackoverflow.com/questions/1108771/hiding-rows-from-jtable,hiding rows from JTable,,,,,,
1316,"['java', 'web-services', 'ejb-3.0', 'state']","{'account_id': 38110, 'reputation': 2872, 'user_id': 109191, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/2b5f4cf8b08ca687f9af3aedbec132ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zecrates', 'link': 'https://stackoverflow.com/users/109191/zecrates'}",True,1038,2,2,1266845747,1247557897,1266845747.0,1124056,CC BY-SA 2.5,https://stackoverflow.com/questions/1124056/keeping-state-with-remote-ejbs-and-web-services,Keeping state with remote EJBs and Web Services,,1130181.0,,,,
1317,"['java', 'email', 'jakarta-ee', 'mime-types']","{'account_id': 12846, 'reputation': 15476, 'user_id': 25498, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/3cc2ce3cbc8ee084bf9bd8c9ca1e62d3?s=256&d=identicon&r=PG', 'display_name': 'Adam Crume', 'link': 'https://stackoverflow.com/users/25498/adam-crume'}",True,1602,1,2,1266577221,1246977530,,1092727,CC BY-SA 2.5,https://stackoverflow.com/questions/1092727/content-type-set-incorrectly-in-javax-mail-part,Content type set incorrectly in javax.mail.Part,,,,,,
1318,"['java', 'generics', 'interface']","{'account_id': 27109, 'reputation': 1900, 'user_id': 71159, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e846470cc14eaa5ee577cbf554e737fd?s=256&d=identicon&r=PG', 'display_name': 'Richard Nichols', 'link': 'https://stackoverflow.com/users/71159/richard-nichols'}",True,4653,4,4,1266375212,1247793361,1247794052.0,1141068,CC BY-SA 2.5,https://stackoverflow.com/questions/1141068/is-there-a-way-with-java-generics-to-take-generic-parameter-that-requires-implem,Is there a way with Java Generics to take Generic parameter that requires implementation of 2 interfaces?,,1141082.0,,,,
1319,"['java', 'java-me']","{'user_type': 'does_not_exist', 'display_name': 'Blanc'}",True,1381,5,0,1266223579,1247054516,1247055174.0,1097633,CC BY-SA 2.5,https://stackoverflow.com/questions/1097633/illegalargumentexception-no-in-url-exception,IllegalArgumentException... no &#39;:&#39; in url exception,,,,,,
1320,"['java', 'assert', 'assertions']","{'account_id': 10836, 'reputation': 193199, 'user_id': 20654, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/94066dfa49c2feb14706cb081848fda7?s=256&d=identicon&r=PG', 'display_name': 'OscarRyz', 'link': 'https://stackoverflow.com/users/20654/oscarryz'}",True,2979,16,18,1266195948,1248978203,1249499477.0,1208404,,https://stackoverflow.com/questions/1208404/do-you-use-assertions,Do you use assertions?,,,1248978203.0,1356202405.0,not constructive,
1321,"['java', 'web-services', 'axis2']","{'user_type': 'does_not_exist', 'display_name': 'Murali d Sripadam'}",False,1887,3,0,1266170700,1247285434,1266170700.0,1112924,CC BY-SA 2.5,https://stackoverflow.com/questions/1112924/how-to-capture-soaprequest-xml-and-soapresponse-xml,How to capture SoapRequest.xml and SoapResponse.xml,,,,,,
1322,"['java', 'spring', 'static', 'mocking']","{'account_id': 36939, 'reputation': 4459, 'user_id': 105492, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/1cf0b0145a2c39d906a1ae43d9c0be7c?s=256&d=identicon&r=PG', 'display_name': 'Colin Harrington', 'link': 'https://stackoverflow.com/users/105492/colin-harrington'}",True,17563,8,16,1266161930,1248901373,,1203027,CC BY-SA 2.5,https://stackoverflow.com/questions/1203027/how-can-i-easily-mock-out-a-static-method-in-java-junit4,How can I easily mock out a static method in Java (jUnit4),,1358054.0,,,,
1323,"['java', 'user-interface', 'swing']","{'account_id': 45240, 'reputation': 763, 'user_id': 133295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e598cd4e727929ff972452966aaaecd?s=256&d=identicon&r=PG', 'display_name': 'Nadewad', 'link': 'https://stackoverflow.com/users/133295/nadewad'}",True,3780,7,16,1265287637,1246775943,,1083580,CC BY-SA 2.5,https://stackoverflow.com/questions/1083580/how-resource-intensive-are-listeners-in-java,How resource intensive are Listeners in java?,,,,,,
1324,"['java', '2d', 'path-finding', 'a-star']","{'account_id': 32232, 'reputation': 11071, 'user_id': 89211, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d8b4889359df45a8c8099ef16bd96be9?s=256&d=identicon&r=PG', 'display_name': 'Relequestual', 'link': 'https://stackoverflow.com/users/89211/relequestual'}",True,1398,3,1,1265175940,1246530468,1495542628.0,1073627,CC BY-SA 3.0,https://stackoverflow.com/questions/1073627/pathfinding-2d-java-game-further-issues,Pathfinding 2d java game further issues,,1073758.0,,,,
1325,"['java', 'xml', 'marshalling', 'castor']","{'account_id': 29475, 'reputation': 3341, 'user_id': 79676, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/2fbc580c75b0157f4bac065ab3c7566d?s=256&d=identicon&r=PG', 'display_name': 'Java Guy', 'link': 'https://stackoverflow.com/users/79676/java-guy'}",True,503,1,0,1265173164,1248999237,1248999613.0,1210066,CC BY-SA 2.5,https://stackoverflow.com/questions/1210066/castor-collection-field-to-empty,Castor Collection Field to empty,,2189811.0,,,,
1326,"['java', 'ant', 'junit']","{'account_id': 15206, 'reputation': 19521, 'user_id': 31899, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/afc3a96bd0e67dffed7193d9d229e247?s=256&d=identicon&r=PG', 'display_name': 'John Munsch', 'link': 'https://stackoverflow.com/users/31899/john-munsch'}",True,204,2,1,1265057383,1246982765,,1093267,CC BY-SA 2.5,https://stackoverflow.com/questions/1093267/can-you-help-me-avoid-a-kludging-junit-in-a-master-slave-ant-build-setup,Can you help me avoid a kludging JUnit in a master/slave Ant build setup?,,2179974.0,,,,
1327,"['java', 'junit', 'testing', 'test-suite', 'test-runner']","{'account_id': 23666, 'reputation': 18603, 'user_id': 59470, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/XR1wa.png?s=256&g=1', 'display_name': 'topchef', 'link': 'https://stackoverflow.com/users/59470/topchef'}",True,1796,2,3,1264783209,1248756983,1264783209.0,1191995,CC BY-SA 2.5,https://stackoverflow.com/questions/1191995/junit-test-runner-that-creates-tests-just-before-running-them,JUnit Test Runner that creates tests just before running them,,1192119.0,,,,
1328,"['java', 'integer', 'primitive']","{'account_id': 19578, 'reputation': 21550, 'user_id': 45963, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f118e11f0305ad16952d01b2fdb7c358?s=256&d=identicon&r=PG&f=1', 'display_name': 'andandandand', 'link': 'https://stackoverflow.com/users/45963/andandandand'}",True,744,7,8,1264677811,1247957524,1247958429.0,1148805,CC BY-SA 2.5,https://stackoverflow.com/questions/1148805/inconsistent-behavior-on-javas,Inconsistent behavior on java&#39;s ==,,1148816.0,,,,
1329,"['java', 'xml', 'parsing', 'osgi', 'sax']","{'account_id': 40539, 'reputation': 3127, 'user_id': 117463, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1f9fd13d8741c555c1bafd4ba627f319?s=256&d=identicon&r=PG', 'display_name': 'Manuel Bernhardt', 'link': 'https://stackoverflow.com/users/117463/manuel-bernhardt'}",True,4397,2,7,1264626578,1248174552,,1158550,CC BY-SA 2.5,https://stackoverflow.com/questions/1158550/using-xml-parser-implementation-as-osgi-service,Using XML parser implementation as OSGi service,,2150267.0,,,,
1330,['java'],"{'user_type': 'does_not_exist', 'display_name': 'Java_Noob'}",True,2712,2,0,1264624945,1247788118,1247790292.0,1140870,CC BY-SA 2.5,https://stackoverflow.com/questions/1140870/terminal-symbol-and-non-terminal-symbol,Terminal symbol and non-terminal symbol,,1140901.0,,,,
1331,"['java', 'maven-2']","{'account_id': 1552, 'reputation': 30209, 'user_id': 2077, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/565798f3420b2682c103a5e2c48f03f8?s=256&d=identicon&r=PG', 'display_name': 'Hanno Fietz', 'link': 'https://stackoverflow.com/users/2077/hanno-fietz'}",True,3424,2,3,1264572402,1248688116,1248689955.0,1187323,CC BY-SA 2.5,https://stackoverflow.com/questions/1187323/how-do-i-bundle-multiple-modules-and-3rd-party-jars-in-a-zip-using-maven2,How do I bundle multiple modules and 3rd-party JARs in a ZIP using Maven2?,,1187387.0,,,,
1332,"['java', 'jakarta-ee', 'glassfish']","{'account_id': 13185, 'reputation': 33291, 'user_id': 26334, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/3bfccd2a3e6b8a57f864d507bfeb9651?s=256&d=identicon&r=PG', 'display_name': 'Draemon', 'link': 'https://stackoverflow.com/users/26334/draemon'}",True,504,2,0,1264422056,1248181808,,1159080,CC BY-SA 2.5,https://stackoverflow.com/questions/1159080/how-to-use-login-callback-for-application-client,How to use login callback for application client,,,,,,
1333,"['java', 'unix', 'shell', 'scripting']","{'account_id': 44455, 'reputation': 3193, 'user_id': 130529, 'user_type': 'registered', 'accept_rate': 99, 'profile_image': 'https://www.gravatar.com/avatar/6692c99e8ce65eb8dcebdd4ec9cb4b62?s=256&d=identicon&r=PG', 'display_name': 'Harish', 'link': 'https://stackoverflow.com/users/130529/harish'}",True,3527,6,6,1264420317,1247754043,1247755315.0,1137946,CC BY-SA 2.5,https://stackoverflow.com/questions/1137946/java-code-formatting-using-shell-script,Java Code formatting using shell script,,1143217.0,,,,
1334,"['java', 'tomcat', 'log4j', 'jmx']","{'account_id': 11602, 'reputation': 3241, 'user_id': 22436, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/a256b21aa8b75058bcde2612431ec40b?s=256&d=identicon&r=PG', 'display_name': 'digitalsanctum', 'link': 'https://stackoverflow.com/users/22436/digitalsanctum'}",True,2096,2,0,1264409000,1246543348,,1074543,CC BY-SA 2.5,https://stackoverflow.com/questions/1074543/restarting-log4j-logging-via-jmx,Restarting Log4J logging via JMX,,1105039.0,,,,
1335,"['java', 'xml', 'dom', 'parsing', 'sax']","{'account_id': 46497, 'reputation': 8198, 'user_id': 137435, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/168ccfcf05ef966574d7132ed8b093fe?s=256&d=identicon&r=PG', 'display_name': 'Robert', 'link': 'https://stackoverflow.com/users/137435/robert'}",True,2381,1,2,1264229802,1247749693,1495542627.0,1137455,CC BY-SA 3.0,https://stackoverflow.com/questions/1137455/how-to-convert-from-parsing-with-dom-to-parsing-with-sax,How to convert from parsing with Dom to parsing with SAX,,1137516.0,,,,
1336,"['java', 'user-interface', 'data-binding']","{'account_id': 42963, 'reputation': 38285, 'user_id': 125380, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/EKzGD.jpg?s=256&g=1', 'display_name': 'User1', 'link': 'https://stackoverflow.com/users/125380/user1'}",True,1313,1,1,1264009296,1248878954,,1200828,CC BY-SA 2.5,https://stackoverflow.com/questions/1200828/whats-wrong-with-beans-binding,What&#39;s wrong with beans binding,,,,,,
1337,"['java', 'linker', 'gcj']","{'account_id': 11983, 'reputation': 69935, 'user_id': 23368, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2ace1b52352e1260c6a42df36e36f356?s=256&d=identicon&r=PG', 'display_name': 'Daniel Rikowski', 'link': 'https://stackoverflow.com/users/23368/daniel-rikowski'}",True,3102,1,6,1264002937,1248353619,,1171525,CC BY-SA 2.5,https://stackoverflow.com/questions/1171525/why-doesnt-gcj-find-the-classes-from-my-imported-packages,Why doesn&#39;t GCJ find the classes from my imported packages?,,2102657.0,,,,
1338,"['java', 'objective-c', 'sockets', 'ipc']","{'account_id': 2146, 'reputation': 51140, 'user_id': 2959, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/1bf77682e06e19438854c1ea3ec5f5fa?s=256&d=identicon&r=PG', 'display_name': 'Steve McLeod', 'link': 'https://stackoverflow.com/users/2959/steve-mcleod'}",True,1680,5,0,1263885197,1247240295,1263885197.0,1110304,CC BY-SA 2.5,https://stackoverflow.com/questions/1110304/sending-data-via-a-socket-from-objective-c-to-java,Sending data via a socket from Objective-C to Java,,1110342.0,,,,
1339,"['java', 'c++', 'windows', 'ipc']","{'account_id': 40717, 'reputation': 5651, 'user_id': 118058, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/2792d34e10d2897e2e42431ce4e4f77e?s=256&d=identicon&r=PG', 'display_name': 'David Coufal', 'link': 'https://stackoverflow.com/users/118058/david-coufal'}",True,6966,4,6,1263885183,1248988354,1263885183.0,1209406,CC BY-SA 2.5,https://stackoverflow.com/questions/1209406/interprocess-communication-between-c-app-and-java-app-in-windows-os-environmen,Interprocess Communication between C++ app and Java App in Windows OS environment,,1209473.0,,,,
1340,"['java', 'video', 'audio', 'multimedia', 'jmf']","{'account_id': 39757, 'reputation': 1307, 'user_id': 114844, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/8fa4100cb446fdb6ac390cf46dcc7d17?s=256&d=identicon&r=PG', 'display_name': 'Anoop', 'link': 'https://stackoverflow.com/users/114844/anoop'}",True,1746,6,2,1263706098,1248237716,,1163104,CC BY-SA 2.5,https://stackoverflow.com/questions/1163104/java-for-a-video-based-application-good-choice,Java for a video based application: Good choice?,,1163128.0,1248237716.0,,,
1341,"['java', 'session', 'tomcat']","{'user_type': 'does_not_exist', 'display_name': 'kinkos'}",True,1749,2,1,1262613953,1248117827,,1155427,CC BY-SA 2.5,https://stackoverflow.com/questions/1155427/how-create-httpsession-using-old-jsessionid,How create HttpSession using old JSESSIONID?,,,,,,
1342,"['java', 'continuous-integration', 'cruisecontrol']","{'account_id': 34950, 'reputation': 233, 'user_id': 98826, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77a7cd4ed901705a82563aa3bd3f581d?s=256&d=identicon&r=PG', 'display_name': 'user98826', 'link': 'https://stackoverflow.com/users/98826/user98826'}",True,176,1,0,1262473309,1248387492,1262473309.0,1174801,CC BY-SA 2.5,https://stackoverflow.com/questions/1174801/need-help-in-configuring-cruisecontrol-for-java-projects,Need Help In configuring CruiseControl for Java Projects,,,,,,
1343,"['netbeans', 'java', 'java-5']","{'user_type': 'does_not_exist', 'display_name': 'user95947'}",True,1663,2,0,1262278802,1247663325,,1131294,CC BY-SA 2.5,https://stackoverflow.com/questions/1131294/why-does-netbeans-still-use-jdk-1-5,Why does NetBeans still use JDK 1.5?,,1209890.0,,,,
1344,"['c#', 'java', '.net', 'hashtable', 'hashmap']","{'account_id': 17551, 'reputation': 4445, 'user_id': 2636656, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/6f6347031a123f9f6b9792c3802bb382?s=256&d=identicon&r=PG', 'display_name': 'CountCet', 'link': 'https://stackoverflow.com/users/2636656/countcet'}",True,4756,2,5,1262118151,1249002395,1249002936.0,1210197,CC BY-SA 2.5,https://stackoverflow.com/questions/1210197/differences-between-net-hashtable-java-hashtable-hashmap,"Differences between .Net Hashtable, Java Hashtable &amp; HashMap",,1210210.0,,,,
1345,"['java', 'jasper-reports', 'ejb']","{'account_id': 34397, 'reputation': 1717, 'user_id': 97233, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/f64e1a55b57f966baed015e41331ba0c?s=256&d=identicon&r=PG', 'display_name': 'SibzTer', 'link': 'https://stackoverflow.com/users/97233/sibzter'}",True,1558,3,3,1261672420,1248457931,1261672420.0,1179156,CC BY-SA 2.5,https://stackoverflow.com/questions/1179156/where-to-fit-in-jasper-reports-front-end-or-business,Where to fit in Jasper Reports - front end or business?,,,,,,
1346,"['java', 'ruby-on-rails', 'groovy', 'migration']","{'account_id': 21642, 'reputation': 3997, 'user_id': 52767, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/NTlz6.jpg?s=256&g=1', 'display_name': 'Shaun', 'link': 'https://stackoverflow.com/users/52767/shaun'}",True,2193,3,4,1261584432,1246980573,1495535584.0,1093025,,https://stackoverflow.com/questions/1093025/java-groovy-rails-database-migrations,Java/Groovy Rails Database Migrations,,,,1342849914.0,exact duplicate,
1347,"['java', 'eclipse', 'jsp']","{'user_type': 'does_not_exist', 'display_name': 'ultraman'}",True,1350,2,0,1261465202,1248747382,1250615114.0,1191621,CC BY-SA 2.5,https://stackoverflow.com/questions/1191621/jsps-give-me-a-bunch-of-errors-probably-due-to-doctype,"jsps give me a bunch of errors, probably due to DOCTYPE",,,,,,
1348,"['java', 'user-interface', 'swing', 'overlay', 'extensible']","{'account_id': 20268, 'reputation': 5548, 'user_id': 48234, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/3159b8680fb08969399e9ebbca1ee5de?s=256&d=identicon&r=PG', 'display_name': 'Cogsy', 'link': 'https://stackoverflow.com/users/48234/cogsy'}",True,800,4,0,1261235819,1246496934,1246528313.0,1072057,CC BY-SA 2.5,https://stackoverflow.com/questions/1072057/extensible-gui-framework-for-java,Extensible GUI framework for Java,,,,,,
1349,"['java', 'jakarta-mail']","{'user_type': 'does_not_exist', 'display_name': 'Meeeee'}",True,1233,1,0,1260957898,1248692416,1248692476.0,1187578,CC BY-SA 2.5,https://stackoverflow.com/questions/1187578/connection-exception-trying-to-send-email-in-java,Connection Exception trying to send email in Java,,,,,,
1350,"['java', 'xml', 'hibernate']","{'account_id': 42418, 'reputation': 82304, 'user_id': 123582, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/54f2e66903a4570df2e1c7727864df24?s=256&d=identicon&r=PG', 'display_name': 'Rich Seller', 'link': 'https://stackoverflow.com/users/123582/rich-seller'}",True,3641,4,3,1260908824,1247413397,1247417318.0,1116268,CC BY-SA 2.5,https://stackoverflow.com/questions/1116268/importing-and-normalising-xml-with-hibernate,Importing and normalising XML with Hibernate,,,,,,
1351,"['java', 'video']","{'account_id': 23804, 'reputation': 27526, 'user_id': 59947, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/veKXw.jpg?s=256&g=1', 'display_name': 'Yevgeny Simkin', 'link': 'https://stackoverflow.com/users/59947/yevgeny-simkin'}",True,214,2,1,1260572747,1246997136,,1094555,,https://stackoverflow.com/questions/1094555/can-anyone-recommend-a-good-java-lib-to-introspect-video,Can anyone recommend a good java lib to introspect video?,,1094949.0,,1374618256.0,Not suitable for this site,
1352,"['java', 'internationalization', 'code-analysis']","{'account_id': 38908, 'reputation': 8038, 'user_id': 111991, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ryan Fernandes', 'link': 'https://stackoverflow.com/users/111991/ryan-fernandes'}",True,981,3,3,1260400125,1246943041,1248326282.0,1090437,CC BY-SA 2.5,https://stackoverflow.com/questions/1090437/static-analysis-tool-to-detect-internationalization-issues,Static Analysis tool to detect Internationalization issues,,,,,,
1353,"['java', 'tomcat', 'caching']","{'account_id': 38002, 'reputation': 34357, 'user_id': 108869, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e87f5a2d2196212addc9ebb78a200ac8?s=256&d=identicon&r=PG', 'display_name': 'cometta', 'link': 'https://stackoverflow.com/users/108869/cometta'}",True,187,1,0,1260288390,1248265464,1260288390.0,1164892,CC BY-SA 2.5,https://stackoverflow.com/questions/1164892/implement-webcache-as-web-application,implement webcache as web application,,,,,,
1354,"['java', 'jpa', 'protocol-buffers']","{'account_id': 27152, 'reputation': 3302, 'user_id': 71354, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/8232f19f8d956f27131ec48b81639f9c?s=256&d=identicon&r=PG', 'display_name': 'Yrlec', 'link': 'https://stackoverflow.com/users/71354/yrlec'}",True,2536,1,8,1260247488,1247948503,,1148477,CC BY-SA 2.5,https://stackoverflow.com/questions/1148477/protocol-buffers-with-jpa,Protocol Buffers with JPA,,1864651.0,,,,
1355,"['java', 'spring', 'junit']","{'account_id': 46097, 'reputation': 3596, 'user_id': 136106, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/FRUp3.png?s=256&g=1', 'display_name': 'ravinikam', 'link': 'https://stackoverflow.com/users/136106/ravinikam'}",True,11000,3,9,1260065633,1247208757,1252677621.0,1108066,CC BY-SA 2.5,https://stackoverflow.com/questions/1108066/junit4-expected-exception-not-working-with-spring,Junit4 : expected=Exception not working with SPRING,,1819274.0,,,,
1356,"['java', 'spring', 'deployment', 'tomcat']","{'account_id': 21969, 'reputation': 1666, 'user_id': 53813, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/0b0316bb644992589f72c011de8a0867?s=256&d=identicon&r=PG', 'display_name': 'Jason Maskell', 'link': 'https://stackoverflow.com/users/53813/jason-maskell'}",True,3701,8,4,1259919206,1247084013,,1100298,CC BY-SA 2.5,https://stackoverflow.com/questions/1100298/deploying-a-spring-based-war-with-its-jar-dependencies-externalized,Deploying a Spring-based WAR with its JAR dependencies externalized,,,,,,
1357,"['java', 'eclipse', 'editor', 'eclipse-plugin']","{'user_type': 'does_not_exist', 'display_name': 'ido'}",True,687,2,4,1259874003,1247137365,,1103199,CC BY-SA 2.5,https://stackoverflow.com/questions/1103199/eclipse-plugin-editor,Eclipse plugin editor,,,,,,
1358,"['java', 'authentication', 'tomcat']","{'user_type': 'does_not_exist', 'display_name': 'why so serious'}",False,141,1,1,1259856022,1249038140,1249038967.0,1211946,CC BY-SA 2.5,https://stackoverflow.com/questions/1211946/whats-the-need-of-security-role-element-in-dd,What&#39;s the need of &lt;security-role&gt; element in DD,,,,,,
1359,['java'],"{'account_id': 27431, 'reputation': 48622, 'user_id': 72437, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/ay0Dg.jpg?s=256&g=1', 'display_name': 'Cheok Yan Cheng', 'link': 'https://stackoverflow.com/users/72437/cheok-yan-cheng'}",True,637,1,0,1259638564,1248256788,,1164230,CC BY-SA 2.5,https://stackoverflow.com/questions/1164230/get-current-time-of-calendarentry-of-google-calendar-api,Get Current Time of CalendarEntry of Google Calendar API,,1823831.0,,,,
1360,"['java', 'design-patterns', 'oop', 'architecture']","{'account_id': 47523, 'reputation': 87309, 'user_id': 140816, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/hXnlW.png?s=256&g=1', 'display_name': 'Jo&#227;o Silva', 'link': 'https://stackoverflow.com/users/140816/jo%c3%a3o-silva'}",True,2162,3,1,1259525470,1248065707,1248209741.0,1151756,CC BY-SA 2.5,https://stackoverflow.com/questions/1151756/architecture-design-of-a-pipeline-based-system-how-to-improve-this-code,Architecture/Design of a pipeline-based system. How to improve this code?,,1156788.0,,,,
1361,"['java', 'jax-ws', 'axis2']","{'account_id': 36858, 'reputation': 112209, 'user_id': 105224, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/1dc604233d8a0c48f0884769acb1fb93?s=256&d=identicon&r=PG', 'display_name': 'Andreas Dolk', 'link': 'https://stackoverflow.com/users/105224/andreas-dolk'}",True,1599,1,1,1259516754,1247157887,1259516754.0,1105104,CC BY-SA 2.5,https://stackoverflow.com/questions/1105104/axis2-jax-ws-error-when-unmarshalling-xml-file-with-large-text-elements,Axis2 / JAX-WS error when unmarshalling xml file with large text elements,,1105695.0,,,,
1362,"['java', 'annotations']","{'user_type': 'does_not_exist', 'display_name': 'Matthys Strydom'}",True,3205,4,10,1259229693,1247737966,1247739695.0,1136549,CC BY-SA 2.5,https://stackoverflow.com/questions/1136549/can-annotations-be-used-for-code-injection,Can annotations be used for code injection?,,1137212.0,,,,
1363,"['java', 'sql', 'gwt', 'lazy-loading', 'smartgwt']","{'account_id': 43625, 'reputation': 1894, 'user_id': 127629, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/51a52311be9818006a0387f9dad8a852?s=256&d=identicon&r=PG', 'display_name': 'Eric Koslow', 'link': 'https://stackoverflow.com/users/127629/eric-koslow'}",True,5041,2,2,1259064935,1247577438,1247581481.0,1125318,CC BY-SA 2.5,https://stackoverflow.com/questions/1125318/how-to-implement-a-lazy-list-using-smartgwt-and-sql,How to implement a Lazy List using SmartGWT and SQL,,1132395.0,,,,
1364,"['java', 'scalability', 'xmpp']","{'account_id': 5006, 'reputation': 11851, 'user_id': 7839, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3ebc7baf5b572cd893874b81890621fa?s=256&d=identicon&r=PG', 'display_name': 'Trap', 'link': 'https://stackoverflow.com/users/7839/trap'}",True,515,2,3,1258994839,1248429406,1248432512.0,1176726,CC BY-SA 2.5,https://stackoverflow.com/questions/1176726/connecting-thousands-of-clients-to-a-jabber-server-through-a-single-connection,Connecting thousands of clients to a Jabber server through a single connection,,1177516.0,,,,
1365,"['java', 'concurrency']","{'account_id': 560581, 'reputation': 443, 'user_id': 129480, 'user_type': 'unregistered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/9dfa9410918bef3c34bad5c5d317ec29?s=256&d=identicon&r=PG', 'display_name': 'looeeese', 'link': 'https://stackoverflow.com/users/129480/looeeese'}",True,696,5,3,1258578892,1247751699,,1137689,CC BY-SA 2.5,https://stackoverflow.com/questions/1137689/when-do-you-validate-connections-in-a-connection-pool,When do you validate connections in a connection pool?,,,,,,
1366,"['java', 'jsp', 'jakarta-ee', 'servlets']","{'account_id': 42514, 'reputation': 382, 'user_id': 123868, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/ae1af9b359c1f6d2816e552b75a89b80?s=256&d=identicon&r=PG', 'display_name': 'Manu', 'link': 'https://stackoverflow.com/users/123868/manu'}",True,4116,3,2,1258501825,1246458546,,1069442,CC BY-SA 2.5,https://stackoverflow.com/questions/1069442/requestdispatcher-forward-loop,RequestDispatcher.forward loop,,1069469.0,,,,
1367,"['java', 'ntlm']","{'user_type': 'does_not_exist', 'display_name': 'Hoe Chin'}",True,4469,4,2,1258364926,1247658076,1258364926.0,1130904,CC BY-SA 2.5,https://stackoverflow.com/questions/1130904/ntlm-window-authentication,NTLM Window Authentication,,,,,,
1368,"['java', '.net', 'security', 'active-directory']","{'account_id': 27862, 'reputation': 20206, 'user_id': 73948, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/4f2269dfd9414dc2b982f828e9574b57?s=256&d=identicon&r=PG', 'display_name': 'Troy Hunt', 'link': 'https://stackoverflow.com/users/73948/troy-hunt'}",True,282,3,1,1258363528,1248312614,1248661427.0,1169123,CC BY-SA 2.5,https://stackoverflow.com/questions/1169123/is-using-ad-credentials-entered-into-form-fields-as-opposed-to-the-browser-integ,Is using AD credentials entered into form fields as opposed to the browser integrated auth window bad practice?,,1169928.0,,,,
