,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
1037,"['java', 'jsf', 'facelets', 'java-ee-6']","{'account_id': 1079, 'reputation': 27421, 'user_id': 1432, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/eac4001b8c054ee994480f0a6e2cdcf8?s=256&d=identicon&r=PG', 'display_name': 'jsight', 'link': 'https://stackoverflow.com/users/1432/jsight'}",True,26790,,4,9,1314433332,1251256436,,1332169,CC BY-SA 2.5,https://stackoverflow.com/questions/1332169/how-do-you-call-list-size-from-a-jsf-2-0-facelets-template,How do you call List.size() from a JSF 2.0 Facelets Template?,1377274.0,,,,,
1038,"['java', 'jpa']","{'account_id': 42963, 'reputation': 38285, 'user_id': 125380, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/EKzGD.jpg?s=256&g=1', 'display_name': 'User1', 'link': 'https://stackoverflow.com/users/125380/user1'}",True,3849,,1,5,1314372681,1251521656,,1350493,CC BY-SA 2.5,https://stackoverflow.com/questions/1350493/creating-a-jpa-provider,Creating a JPA Provider,1350616.0,,,,,
1039,"['java', 'comparable']","{'account_id': 18889, 'reputation': 27877, 'user_id': 43756, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/2e1d183650e29061bd3811ccba1bcba7?s=256&d=identicon&r=PG', 'display_name': 'kal', 'link': 'https://stackoverflow.com/users/43756/kal'}",True,4528,,6,4,1313969359,1249522003,,1236544,CC BY-SA 2.5,https://stackoverflow.com/questions/1236544/in-java-what-does-extending-from-a-comparable-mean,In java what does extending from a comparable mean,1236598.0,,,,,
1040,"['java', 'servlets', 'contextpath']","{'user_type': 'does_not_exist', 'display_name': 'Chan Tee'}",True,1411,,4,0,1313337504,1250842377,1313337504.0,1310651,CC BY-SA 3.0,https://stackoverflow.com/questions/1310651/how-can-i-run-servlet-without-user-interacting,How can I run servlet without user interacting,,,,,,
1041,"['java', 'hibernate', 'gwt', 'gilead']","{'account_id': 28154, 'reputation': 5560, 'user_id': 74894, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/27a2920af001c2beed4b290b14d18893?s=256&d=identicon&r=PG', 'display_name': 'KevMo', 'link': 'https://stackoverflow.com/users/74894/kevmo'}",True,1171,,2,0,1313319105,1250888077,,1314178,CC BY-SA 2.5,https://stackoverflow.com/questions/1314178/persist-classes-with-inheritance-using-gilead,Persist classes with inheritance using Gilead,1547879.0,,,,,
1042,"['java', 'hibernate', 'spring', 'session']","{'account_id': 38121, 'reputation': 8732, 'user_id': 109227, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://i.stack.imgur.com/3mIMp.jpg?s=256&g=1', 'display_name': 'Tommaso Taruffi', 'link': 'https://stackoverflow.com/users/109227/tommaso-taruffi'}",True,984,,1,2,1313129999,1250330051,,1281557,CC BY-SA 2.5,https://stackoverflow.com/questions/1281557/hibernate-spring-and-struts-no-session-bound-to-thread,"Hibernate,Spring and Struts, No session bound to thread",,,,,,
1043,"['java', 'multithreading', 'concurrency', 'executorservice', 'futuretask']","{'account_id': 8410, 'reputation': 13558, 'user_id': 1252368, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/23b3f033b75ffd0b0fd8110da6b5823d?s=256&d=identicon&r=PG', 'display_name': 'Daniel Schneller', 'link': 'https://stackoverflow.com/users/1252368/daniel-schneller'}",True,5398,,4,3,1312335686,1249494701,,1234727,CC BY-SA 2.5,https://stackoverflow.com/questions/1234727/java-5-java-util-concurrent-futuretask-semantics-of-cancel-and-done,Java 5: java.util.concurrent.FutureTask - Semantics of cancel() and done(),1235064.0,,,,,
1044,"['java', 'jnlp', 'java-web-start']","{'account_id': 52567, 'reputation': 173, 'user_id': 157096, 'user_type': 'registered', 'accept_rate': 10, 'profile_image': 'https://www.gravatar.com/avatar/15527964dc3599ea73ecc292eb1ce02e?s=256&d=identicon&r=PG', 'display_name': 'Neil Sands', 'link': 'https://stackoverflow.com/users/157096/neil-sands'}",False,1156,,1,2,1312286486,1250382049,1312286486.0,1283188,CC BY-SA 3.0,https://stackoverflow.com/questions/1283188/jnlp-doesnt-show-splash-screen-when-launching-from-a-desktop-icon,JNLP doesn&#39;t show splash screen when launching from a desktop icon,,,,,,
1045,"['java', 'dependency-injection']","{'account_id': 21994, 'reputation': 72550, 'user_id': 53897, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/2e71c1745ebc5401c8c8dfbf7c9a5d30?s=256&d=identicon&r=PG', 'display_name': 'Thorbj&#248;rn Ravn Andersen', 'link': 'https://stackoverflow.com/users/53897/thorbj%c3%b8rn-ravn-andersen'}",True,846,,10,6,1311774098,1251278762,1311774098.0,1333438,CC BY-SA 3.0,https://stackoverflow.com/questions/1333438/is-there-a-simple-framework-allowing-for-dependency-injection-in-a-stand-alone-p,Is there a simple framework allowing for Dependency Injection in a stand alone program?,1333457.0,,,,,
1046,"['java', 'xml']","{'account_id': 49595, 'reputation': 85, 'user_id': 147707, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9330e1afcfbdad14656f910b03d2e227?s=256&d=identicon&r=PG', 'display_name': 'Pavan', 'link': 'https://stackoverflow.com/users/147707/pavan'}",True,2574,,5,4,1310895354,1249468176,1249468648.0,1232377,CC BY-SA 2.5,https://stackoverflow.com/questions/1232377/javaxml-parser,Java:XML Parser,1232931.0,,,,,
1047,"['java', 'generics', 'reflection', 'enums', 'polymorphism']","{'account_id': 1092, 'reputation': 111977, 'user_id': 1450, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3b687a35025c05dbc7627af428dff0da?s=256&d=identicon&r=PG', 'display_name': 'John Topley', 'link': 'https://stackoverflow.com/users/1450/john-topley'}",True,32204,,10,17,1310499810,1250005515,1250007970.0,1261233,CC BY-SA 2.5,https://stackoverflow.com/questions/1261233/polymorphically-convert-java-enum-values-into-a-list-of-strings,Polymorphically convert Java enum values into a list of strings,1261363.0,,,,,
1048,"['java', 'web-services', 'tomcat', 'axis2', 'wsdl2java']","{'account_id': 32386, 'reputation': 3496, 'user_id': 89825, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/2cd9b65d242040bcb17a78cf3fcd39f0?s=256&d=identicon&r=PG', 'display_name': 'Jo&#227;o Pereira', 'link': 'https://stackoverflow.com/users/89825/jo%c3%a3o-pereira'}",True,1981,,2,0,1310498244,1250774323,,1306131,CC BY-SA 2.5,https://stackoverflow.com/questions/1306131/axis2-war-tomcat-6-wsdl2java-missing,Axis2 (war) + Tomcat 6: WSDL2Java missing?,1306610.0,,,,,
1049,"['java', 'iphone', 'push-notification', 'sslhandshakeexception']","{'account_id': 878519, 'reputation': 2215, 'user_id': 130858, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/df2f411dcd1530630225ec40b15267df?s=256&d=identicon&r=PG', 'display_name': 'nilesh', 'link': 'https://stackoverflow.com/users/130858/nilesh'}",True,10481,,2,4,1310462040,1249478253,1310462040.0,1233206,CC BY-SA 3.0,https://stackoverflow.com/questions/1233206/sslhandshakeexception-unknown-ca-apns-java,SSLHandshakeException unknown_ca apns java,,,,,,
1050,"['java', 'ruby', 'jruby']","{'account_id': 52647, 'reputation': 2426, 'user_id': 157324, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/1263ff3465dd790d0b2052eb397fba9f?s=256&d=identicon&r=PG', 'display_name': 'RubyDubee', 'link': 'https://stackoverflow.com/users/157324/rubydubee'}",True,4389,,16,13,1310156325,1250760603,1269761472.0,1305018,CC BY-SA 2.5,https://stackoverflow.com/questions/1305018/advantages-of-java-over-ruby-jruby,Advantages of Java over Ruby/JRuby,1305076.0,,,,,
1051,"['java', 'apache', 'jdbc', 'applet']","{'user_type': 'does_not_exist', 'display_name': 'souleamane'}",True,219,,2,-1,1309659965,1249798263,1309659965.0,1250790,CC BY-SA 3.0,https://stackoverflow.com/questions/1250790/apple-jdbc-web-server,apple-jdbc-web server,,,,,,
1052,"['java', 'networking', 'ntp']","{'account_id': 274, 'reputation': 12145, 'user_id': 340, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/GTMNG.png?s=256&g=1', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/340/anton'}",True,3827,,2,2,1309360849,1249350048,1309360849.0,1225391,CC BY-SA 3.0,https://stackoverflow.com/questions/1225391/connecting-to-an-ntp-server-keeps-failing-java,Connecting to an NTP server keeps failing (Java),1225440.0,,,,,
1053,"['java', 'spring-mvc', 'freemarker']","{'user_type': 'does_not_exist', 'display_name': 'bobby'}",False,1979,,2,0,1309194860,1251287871,1309194860.0,1334196,CC BY-SA 3.0,https://stackoverflow.com/questions/1334196/java-spring-and-ftl,java spring and ftl,,,,,,
1054,"['java', 'jsp']","{'user_type': 'does_not_exist', 'display_name': 'Suresh S'}",True,3798,,3,1,1309057995,1251012163,1309057995.0,1317985,CC BY-SA 3.0,https://stackoverflow.com/questions/1317985/dynamic-html-table-rows-added-and-filled-and-inserted-in-to-database,Dynamic HTML Table rows added and filled and inserted in to database ,,,,,,
1055,"['java', 'session', 'tomcat', 'servlets', 'replication']","{'user_type': 'does_not_exist', 'display_name': 'Bossy Joe'}",False,452,,1,0,1308502128,1249877453,,1253083,CC BY-SA 2.5,https://stackoverflow.com/questions/1253083/whats-a-good-foss-java-servlet-session-replication-solution,What&#39;s a good FOSS java servlet session replication solution,,,,,,
1056,"['java', 'spring']","{'account_id': 47216, 'reputation': 827, 'user_id': 139712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c94e643fa3b3990d27b21a33ef684d5d?s=256&d=identicon&r=PG', 'display_name': '0sumgain', 'link': 'https://stackoverflow.com/users/139712/0sumgain'}",True,11965,,4,9,1308470840,1251290699,1251291068.0,1334414,CC BY-SA 2.5,https://stackoverflow.com/questions/1334414/naming-convention-for-spring-application-context-xml,Naming convention for Spring application context XML,1335647.0,,,,,
1057,"['java', 'database']","{'user_type': 'does_not_exist', 'display_name': 'buddyee'}",True,110,,1,0,1307618901,1250782754,1250783518.0,1307052,CC BY-SA 2.5,https://stackoverflow.com/questions/1307052/should-ibatis-domain-class-be-used-as-javabean,Should ibatis domain class be used as javabean?,,,,,,
1058,"['java', 'xml']","{'account_id': 9045, 'reputation': 32844, 'user_id': 16534, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/JnmCP.jpg?s=256&g=1', 'display_name': 'Mike Sickler', 'link': 'https://stackoverflow.com/users/16534/mike-sickler'}",True,5296,,8,6,1307497009,1251379009,,1341041,CC BY-SA 2.5,https://stackoverflow.com/questions/1341041/should-i-still-be-using-jdom-with-java-5-or-6,Should I still be using JDOM with Java 5 or 6?,1341082.0,,,,,
1059,"['java', 'content-management-system', 'portal', 'hippocms']","{'user_type': 'does_not_exist', 'display_name': 'John Peterson'}",True,1164,,1,3,1307100133,1249917993,1307100133.0,1255560,CC BY-SA 3.0,https://stackoverflow.com/questions/1255560/hippo-cms-jetspeed,Hippo CMS &amp; Jetspeed,,,,,,
1060,"['java', 'unit-testing', 'junit', 'intellij-idea']","{'account_id': 45943, 'reputation': 19196, 'user_id': 135624, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/effbdcb3217a3b90dd9bcebb2a62cd49?s=256&d=identicon&r=PG', 'display_name': 'Paul McKenzie', 'link': 'https://stackoverflow.com/users/135624/paul-mckenzie'}",True,2708,,3,5,1306848758,1250602422,,1293880,CC BY-SA 2.5,https://stackoverflow.com/questions/1293880/run-all-tests-in-a-source-tree-not-a-package,"Run all tests in a source tree, not a package",1294642.0,,,,,
1061,"['java', 'swing', 'java-2d', 'repaint']","{'account_id': 22694, 'reputation': 11306, 'user_id': 56242, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/7e73eb83cb7be0dffdc2556891c97ee0?s=256&d=identicon&r=PG', 'display_name': 'Savvas Dalkitsis', 'link': 'https://stackoverflow.com/users/56242/savvas-dalkitsis'}",True,1831,,1,5,1306637438,1249749227,1306637438.0,1249278,CC BY-SA 3.0,https://stackoverflow.com/questions/1249278/how-to-disable-the-default-painting-behaviour-of-wheel-scroll-event-on-jscrollpa,How to disable the default painting behaviour of wheel scroll event on JScrollPane,1249847.0,,,,,
1062,"['java', 'android', 'sqlite']","{'account_id': 44613, 'reputation': 9197, 'user_id': 131062, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c5456d26d04f1905de39f018bdb6c253?s=256&d=identicon&r=PG', 'display_name': 'Rajapandian', 'link': 'https://stackoverflow.com/users/131062/rajapandian'}",True,8554,,1,7,1306293259,1249908050,1306293259.0,1254644,CC BY-SA 3.0,https://stackoverflow.com/questions/1254644/how-to-store-an-object-into-a-sqlite-database-in-android,How to store an Object into a SQLite database in Android?,1254723.0,,,,,
1063,"['java', 'web-services', 'soap', 'wsdl', 'spring-ws']","{'account_id': 8365, 'reputation': 1493, 'user_id': 15045, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/ef1784475f4c6547e383ed0cf8a9b434?s=256&d=identicon&r=PG', 'display_name': 'Petr Macek', 'link': 'https://stackoverflow.com/users/15045/petr-macek'}",True,4685,,1,2,1306245553,1251095665,1251176304.0,1320767,CC BY-SA 2.5,https://stackoverflow.com/questions/1320767/how-to-add-custom-soap-header-element-to-the-generated-wsdl-in-spring-ws,How to add custom SOAP-Header element to the generated WSDL in Spring-WS,1613397.0,,,,,
1064,"['java', 'web-services', 'client', 'jax-ws', 'axis2']","{'account_id': 39578, 'reputation': 1885, 'user_id': 1450778, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/c86c29f18ecb98c8fab5be659b68d96a?s=256&d=identicon&r=PG', 'display_name': 'David Nouls', 'link': 'https://stackoverflow.com/users/1450778/david-nouls'}",True,4002,,4,0,1306155746,1250775480,1273973875.0,1306254,CC BY-SA 2.5,https://stackoverflow.com/questions/1306254/axis2-and-jax-ws-how-can-i-change-the-ssl-handshaking,AXIS2 and JAX-WS how can I change the SSL handshaking?,1496868.0,,,,,
1065,"['java', 'monitoring', 'jmx']","{'account_id': 6866, 'reputation': 4039, 'user_id': 11678, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/7d31078ba59b447892a5b9fd724b6c96?s=256&d=identicon&r=PG', 'display_name': 'otto.poellath', 'link': 'https://stackoverflow.com/users/11678/otto-poellath'}",False,3636,,0,3,1305811435,1250278527,1297006957.0,1279763,,https://stackoverflow.com/questions/1279763/monitoring-application-specific-metrics-using-jmx-and-hyperic,Monitoring application-specific metrics using JMX and Hyperic,,1563510239.0,Needs more focus,,,
1066,"['java', 'windows', 'diskspace']","{'account_id': 40817, 'reputation': 44566, 'user_id': 118437, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/0bc3f06118e3253ef1c1ae899e7dfa56?s=256&d=identicon&r=PG', 'display_name': 'glmxndr', 'link': 'https://stackoverflow.com/users/118437/glmxndr'}",True,1404,,3,1,1305795008,1249648364,1305795008.0,1244471,CC BY-SA 3.0,https://stackoverflow.com/questions/1244471/java-how-to-determine-disk-space-on-windows-system-prior-to-1-6,Java : how to determine disk space on Windows system prior to 1.6,1244516.0,,,,,
1067,"['java', 'regex', 'java.util.scanner']","{'account_id': 18419, 'reputation': 47975, 'user_id': 42155, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/bec1c77805ad9d7e6b1dca098442e984?s=256&d=identicon&r=PG', 'display_name': 'user42155', 'link': 'https://stackoverflow.com/users/42155/user42155'}",True,1955,,2,1,1305464205,1249339975,1305464205.0,1225009,CC BY-SA 3.0,https://stackoverflow.com/questions/1225009/problem-with-matching-token-in-a-line-using-scanner-in-java,"Problem with matching token in a line, using Scanner in Java",1225029.0,,,,,
1068,"['java', 'menu', 'console', 'java.util.scanner']","{'account_id': 25946, 'reputation': 6846, 'user_id': 67129, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/4bcf344fe5f5f24f2ecd426d144c97b9?s=256&d=identicon&r=PG', 'display_name': 'Progress Programmer', 'link': 'https://stackoverflow.com/users/67129/progress-programmer'}",True,1384,,1,2,1305463900,1249408177,1305463900.0,1228969,CC BY-SA 3.0,https://stackoverflow.com/questions/1228969/java-console-menu,java console menu,1228986.0,,,,,
1069,"['java', 'java.util.scanner']","{'account_id': 879930, 'reputation': 249, 'user_id': 163081, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/a27b8e96a607d5ed12750acce3a1f10f?s=256&d=identicon&r=PG', 'display_name': 'gingergeek', 'link': 'https://stackoverflow.com/users/163081/gingergeek'}",True,22827,,2,9,1305463893,1251260521,1305463893.0,1332297,CC BY-SA 3.0,https://stackoverflow.com/questions/1332297/how-to-get-line-number-using-scanner,How to get line number using scanner,1332316.0,,,,,
1070,"['java', 'buffer', 'java.util.scanner']","{'account_id': 49786, 'reputation': 23918, 'user_id': 148389, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/9f39c13ac4b4769b3ad6049cc530bb07?s=256&d=identicon&r=PG', 'display_name': 'Tony Stark', 'link': 'https://stackoverflow.com/users/148389/tony-stark'}",True,2257,,2,4,1305463886,1251381956,1305463886.0,1341345,CC BY-SA 3.0,https://stackoverflow.com/questions/1341345/does-a-java-scanner-implicitly-create-a-buffer-even-if-you-do-not-pass-it-one,Does a Java Scanner implicitly create a buffer even if you do not pass it one?,1341361.0,,,,,
1071,"['java', 'string', 'save']","{'user_type': 'does_not_exist', 'display_name': 'asma'}",True,561,,2,0,1305382405,1251176955,1305382405.0,1326164,CC BY-SA 3.0,https://stackoverflow.com/questions/1326164/writing-text-in-textfile-and-saving-it-using-savedialog,writing text in textfile and saving it using saveDialog,,,,,,
1072,"['java', 'servlets']","{'account_id': 53420, 'reputation': 863, 'user_id': 159652, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6f255efcfdc7de2883f5e19648f18115?s=256&d=identicon&r=PG', 'display_name': 'Juan Diego', 'link': 'https://stackoverflow.com/users/159652/juan-diego'}",True,891,,3,1,1305296935,1250724960,1305296935.0,1303193,CC BY-SA 3.0,https://stackoverflow.com/questions/1303193/an-issue-dealing-with-jsp-session,An issue dealing with JSP Session,1303419.0,,,,,
1073,"['java', 'google-app-engine', 'basic-authentication']","{'account_id': 8326, 'reputation': 253181, 'user_id': 14955, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/5DblQ.png?s=256&g=1', 'display_name': 'Thilo', 'link': 'https://stackoverflow.com/users/14955/thilo'}",True,20107,,6,27,1305122935,1251379488,,1341081,CC BY-SA 2.5,https://stackoverflow.com/questions/1341081/using-http-basic-auth-with-google-app-engine-urlfetch-service,Using HTTP Basic-Auth with Google App Engine URLFetch service,1364405.0,,,,,
1074,"['java', 'eclipse-plugin', 'eclipse-rcp', 'eclipse-emf']","{'account_id': 560373, 'reputation': 245, 'user_id': 145204, 'user_type': 'unregistered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/c2ae8b723f7e3a1b88f8106309985337?s=256&d=identicon&r=PG', 'display_name': 'Ido', 'link': 'https://stackoverflow.com/users/145204/ido'}",False,189,,1,0,1305113096,1249458481,1305113096.0,1231727,CC BY-SA 3.0,https://stackoverflow.com/questions/1231727/change-type-of-fields-in-emf-editor,change type of fields in emf editor,,,,,,
1075,"['java', 'eclipse-plugin', 'eclipse-rcp', 'eclipse-emf']","{'account_id': 560373, 'reputation': 245, 'user_id': 145204, 'user_type': 'unregistered', 'accept_rate': 14, 'profile_image': 'https://www.gravatar.com/avatar/c2ae8b723f7e3a1b88f8106309985337?s=256&d=identicon&r=PG', 'display_name': 'Ido', 'link': 'https://stackoverflow.com/users/145204/ido'}",True,1435,,4,3,1305113074,1249825429,1305113074.0,1251400,CC BY-SA 3.0,https://stackoverflow.com/questions/1251400/regenerate-ecore-after-schema-changes,regenerate ecore after schema changes,,,,,,
1076,"['java', 'logging', 'jakarta-ee', 'log4j']","{'account_id': 9540, 'reputation': 24421, 'user_id': 17675, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/70f9b657a393dcf311611765b0eb3174?s=256&d=identicon&r=PG', 'display_name': 'Zombies', 'link': 'https://stackoverflow.com/users/17675/zombies'}",True,330,,3,1,1304699117,1249500366,1304699117.0,1235229,CC BY-SA 3.0,https://stackoverflow.com/questions/1235229/junk-from-vendor-libraries-flooding-log4j,Junk from vendor libraries flooding log4j,1247446.0,,,,,
1077,"['java', 'button']","{'account_id': 44722, 'reputation': 7509, 'user_id': 131399, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/fc4e37a78469d84d3ad1df11ac5d0522?s=256&d=identicon&r=PG', 'display_name': 'Mike2012', 'link': 'https://stackoverflow.com/users/131399/mike2012'}",True,2196,,4,1,1304407978,1249340082,,1225017,CC BY-SA 2.5,https://stackoverflow.com/questions/1225017/how-to-measure-the-needed-size-for-a-button-in-java,How to measure the needed size for a button in Java,1225034.0,,,,,
1078,"['java', 'asp.net', 'cross-browser']","{'account_id': 22546, 'reputation': 1654, 'user_id': 55717, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/2762554bb3f396fe46ca594d9fa40d3d?s=256&d=identicon&r=PG', 'display_name': 'Ed.', 'link': 'https://stackoverflow.com/users/55717/ed'}",True,367,,3,1,1304316424,1250180806,1304316424.0,1273087,CC BY-SA 3.0,https://stackoverflow.com/questions/1273087/browser-compatibility,Browser compatibility,1273126.0,,,,,
1079,"['java', 'swing', 'jformattedtextfield']","{'account_id': 30416, 'reputation': 1022, 'user_id': 82956, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/82a8f803e9f31909b9acf9ab88b30032?s=256&d=identicon&r=PG&f=1', 'display_name': 'kwutchak', 'link': 'https://stackoverflow.com/users/82956/kwutchak'}",True,6842,,3,18,1304093137,1251077978,1495541245.0,1320117,,https://stackoverflow.com/questions/1320117/why-is-jformattedtextfield-evil,Why is JFormattedTextField evil?,1320292.0,1306253778.0,not constructive,,,
1080,"['java', 'colors', 'constructor', 'awt']","{'account_id': 560625, 'reputation': 449, 'user_id': 163957, 'user_type': 'unregistered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/546f3fb5d2d6d5060a82eda889a417b7?s=256&d=identicon&r=PG', 'display_name': 'kokokok', 'link': 'https://stackoverflow.com/users/163957/kokokok'}",True,9751,,6,2,1304085202,1251462024,1304085202.0,1346665,CC BY-SA 3.0,https://stackoverflow.com/questions/1346665/why-cant-i-create-a-color-in-java-with-new-keyword,Why can&#39;t I create a Color in Java with &quot;new&quot; keyword?,1346678.0,,,,,
1081,"['java', 'eclipse', 'build', 'jar']","{'account_id': 52270, 'reputation': 3077, 'user_id': 156153, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/38cadf0b56ff47d511ac012e14d7f31a?s=256&d=identicon&r=PG', 'display_name': 'Beier', 'link': 'https://stackoverflow.com/users/156153/beier'}",True,1469,,2,2,1303770648,1250621288,1250623111.0,1295767,CC BY-SA 2.5,https://stackoverflow.com/questions/1295767/question-about-java-eclipse-export-function,Question about Java Eclipse Export function,1295793.0,,,,,
1082,"['java', 'listeners', 'multiple-instances', 'mouse-listeners']","{'account_id': 32232, 'reputation': 11071, 'user_id': 89211, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/d8b4889359df45a8c8099ef16bd96be9?s=256&d=identicon&r=PG', 'display_name': 'Relequestual', 'link': 'https://stackoverflow.com/users/89211/relequestual'}",True,1146,,1,2,1303624984,1250256076,,1277811,CC BY-SA 2.5,https://stackoverflow.com/questions/1277811/a-class-which-implements-mouselistener-and-mousemotionlistener-in-java,A class which implements mouseLIstener and mouseMotionListener in java,1277840.0,,,,,
1083,"['java', 'file-io', 'desktop-application']","{'account_id': 21287, 'reputation': 35530, 'user_id': 51591, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/TsvFC.jpg?s=256&g=1', 'display_name': 'Michał Ziober', 'link': 'https://stackoverflow.com/users/51591/micha%c5%82-ziober'}",True,2100,,2,0,1303305600,1250845944,1303305600.0,1310877,CC BY-SA 3.0,https://stackoverflow.com/questions/1310877/how-to-open-file-without-extension,How to open file without extension,1310895.0,,,,,
1084,"['java', 'compression', 'lzo']","{'account_id': 1079, 'reputation': 27421, 'user_id': 1432, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/eac4001b8c054ee994480f0a6e2cdcf8?s=256&d=identicon&r=PG', 'display_name': 'jsight', 'link': 'https://stackoverflow.com/users/1432/jsight'}",True,3730,,2,3,1302804377,1250715697,,1302607,,https://stackoverflow.com/questions/1302607/are-there-benchmarks-of-java-lzo-vs-deflate-vs-gzip-available,Are there benchmarks of Java LZO vs. Deflate vs. Gzip available?,2419454.0,1404366061.0,Not suitable for this site,,,
1085,"['java', 'math', 'opengl', 'jogl']","{'account_id': 47365, 'reputation': 717, 'user_id': 140256, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/c22ef5632e09536cfba3a37e838472da?s=256&d=identicon&r=PG', 'display_name': 'Marc M&#252;ller', 'link': 'https://stackoverflow.com/users/140256/marc-m%c3%bcller'}",True,3224,,4,12,1302793781,1251389793,,1342149,CC BY-SA 2.5,https://stackoverflow.com/questions/1342149/how-would-one-implement-an-fps-camera,How would one implement an FPS camera?,1347455.0,,,,,
1086,"['java', 'jakarta-ee', 'glassfish']","{'account_id': 219, 'reputation': 80, 'user_id': 273, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ef4851a6571e3877287e9e4c72960497?s=256&d=identicon&r=PG', 'display_name': 'Henrik Bierbum Bacher', 'link': 'https://stackoverflow.com/users/273/henrik-bierbum-bacher'}",False,3075,,2,0,1302695955,1250331709,,1281594,CC BY-SA 2.5,https://stackoverflow.com/questions/1281594/connecting-java-se-client-to-glassfish,Connecting Java se Client to Glassfish,,,,,,
1087,"['java', 'video', 'merge', 'flv']","{'user_type': 'does_not_exist', 'display_name': 'domi'}",True,5480,,4,2,1302679192,1250168726,1250170125.0,1271837,CC BY-SA 2.5,https://stackoverflow.com/questions/1271837/what-is-the-easiest-way-to-merge-two-flv-videos,What is the easiest way to merge two flv videos?,,,,,,
1088,"['java', 'web-services', 'xsd', 'axis2']","{'account_id': 37911, 'reputation': 1513, 'user_id': 108546, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/e819b2408e9528b895dc192aee309912?s=256&d=identicon&r=PG&f=1', 'display_name': 'ravun', 'link': 'https://stackoverflow.com/users/108546/ravun'}",True,2065,,2,5,1302550491,1251463489,,1346790,CC BY-SA 2.5,https://stackoverflow.com/questions/1346790/axis2-and-customizing-an-xml-schema-in-a-bottom-up-approach,Axis2 and customizing an XML schema in a bottom-up approach,4183839.0,,,,,
