,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,accepted_answer_id,content_license,migrated_from,protected_date
919,"['html', 'css', 'bootstrap-4', 'frontend', 'web-frontend']","{'account_id': 11562865, 'reputation': 15, 'user_id': 8472075, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-iBmuITZM2-I/AAAAAAAAAAI/AAAAAAAAAAw/RjCdwPx3798/photo.jpg?sz=256', 'display_name': 'Md. Shajedul Hasan', 'link': 'https://stackoverflow.com/users/8472075/md-shajedul-hasan'}",True,102,,1,0,1590773758,1590769788,1590773123.0,62090551,https://stackoverflow.com/questions/62090551/progress-bar-and-text-are-not-aligned,,Progress bar and text are not aligned,62091654.0,CC BY-SA 4.0,,
920,"['css', 'svg']","{'account_id': 2667208, 'reputation': 157, 'user_id': 2305363, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/87acd0a2de9ce4f14750cb95201d5efa?s=256&d=identicon&r=PG', 'display_name': 'user2305363', 'link': 'https://stackoverflow.com/users/2305363/user2305363'}",False,116,,0,0,1590773634,1590769685,1590773634.0,62090523,https://stackoverflow.com/questions/62090523/how-to-resize-an-svg,,How to resize an SVG,,CC BY-SA 4.0,,
921,"['html', 'css', 'sass', 'font-awesome-5']","{'account_id': 7328198, 'reputation': 1434, 'user_id': 5581989, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/AnhV6.jpg?s=256&g=1', 'display_name': 'ClubberLang', 'link': 'https://stackoverflow.com/users/5581989/clubberlang'}",True,177,,1,1,1590773433,1590757680,,62086744,https://stackoverflow.com/questions/62086744/scss-animated-checkbox-dynamic-width,,SCSS Animated checkbox : dynamic width,62089142.0,CC BY-SA 4.0,,
922,"['javascript', 'html', 'css', 'electron', 'fancybox-3']","{'account_id': 18655614, 'reputation': 19, 'user_id': 13598104, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg1XoxEdR37sdrU5j4rhDBF7-GZ3Gl8AzdJa0S6=k-s256', 'display_name': 'Chip Brommer', 'link': 'https://stackoverflow.com/users/13598104/chip-brommer'}",False,62,,0,0,1590772995,1590772995,,62091427,https://stackoverflow.com/questions/62091427/fancybox3-close-button-issue-in-electron-app,,fancybox3 close button issue in electron app,,CC BY-SA 4.0,,
923,"['html', 'css']","{'account_id': 2274433, 'reputation': 181, 'user_id': 2001080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ac0086082e70aca70b913af38c4b5b5?s=256&d=identicon&r=PG', 'display_name': 'Maguii Ta', 'link': 'https://stackoverflow.com/users/2001080/maguii-ta'}",False,39,,1,0,1590772873,1590771564,1590772105.0,62091058,https://stackoverflow.com/questions/62091058/how-to-set-an-image-vertical-align-but-align-left-horizontally,,How to set an image vertical align but align left horizontally?,,CC BY-SA 4.0,,
924,"['html', 'jquery', 'css']","{'account_id': 4998433, 'reputation': 81, 'user_id': 4018134, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72866fee6bfd27d8ae435f475fd8917b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Riyad', 'link': 'https://stackoverflow.com/users/4018134/riyad'}",True,32,,1,0,1590772509,1590771918,1590772331.0,62091164,https://stackoverflow.com/questions/62091164/how-the-html-tables-editable-cell-data-will-be-selected-when-moved-from-one-cel,,How the html table&#39;s editable cell data will be selected when moved from one cell to another cell using Tab key,,CC BY-SA 4.0,,
925,"['javascript', 'html', 'css', 'button']","{'account_id': 18713654, 'reputation': 3, 'user_id': 13643213, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgvdjQtyYMxHPsj3SrowKM63kJUOX8dl_HR3RvlSA=k-s256', 'display_name': 'BinaryKiwi', 'link': 'https://stackoverflow.com/users/13643213/binarykiwi'}",False,43,,1,-1,1590771984,1590771185,,62090940,https://stackoverflow.com/questions/62090940/html-onclick-function-not-working-for-a-button,,HTML onclick function not working for a button,,CC BY-SA 4.0,,
926,"['html', 'css']","{'account_id': 18694079, 'reputation': 87, 'user_id': 13627803, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ztLjoBffE6k/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmkr365CP0L6ug9yJNmPO9Kpkh_hg/photo.jpg?sz=256', 'display_name': 'Wazowski Man', 'link': 'https://stackoverflow.com/users/13627803/wazowski-man'}",False,25,,2,0,1590771916,1590770660,,62090787,https://stackoverflow.com/questions/62090787/grid-system-in-css,,Grid System in CSS,,CC BY-SA 4.0,,
927,"['html', 'jquery', 'css']","{'account_id': 9859921, 'reputation': 95, 'user_id': 13588213, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f8673675a93b27feea8cc7e9beba7d5?s=256&d=identicon&r=PG', 'display_name': 'Dimitri', 'link': 'https://stackoverflow.com/users/13588213/dimitri'}",False,26,1590771036.0,0,0,1590770507,1590770382,1590770507.0,62090723,https://stackoverflow.com/questions/62090723/how-can-i-show-a-hidden-link-in-a-jquery-table,Duplicate,How can I show a hidden link in a jQuery table,,,,
928,"['css', 'reactjs', 'flexbox']","{'account_id': 86204, 'reputation': 39425, 'user_id': 239879, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b9e2d7ef70e61ce1c509e556c453626d?s=256&d=identicon&r=PG', 'display_name': 'Shamoon', 'link': 'https://stackoverflow.com/users/239879/shamoon'}",True,27,,1,0,1590770242,1590768596,,62090220,https://stackoverflow.com/questions/62090220/why-wont-must-flexdirection-column-push-space-between,,Why won&#39;t must flexDirection: &#39;column&#39; push space between?,62090683.0,CC BY-SA 4.0,,
929,"['html', 'css']","{'account_id': 7412105, 'reputation': 768, 'user_id': 5639165, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/b56a28cbcec101d86c73bb42f5ea2bf7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Diogo Santos', 'link': 'https://stackoverflow.com/users/5639165/diogo-santos'}",False,52,1590770565.0,1,0,1590769913,1590769545,1590769827.0,62090474,https://stackoverflow.com/questions/62090474/align-only-one-span-center,Duplicate,Align only one span center,,,,
930,"['html', 'css']","{'account_id': 15268897, 'reputation': 972, 'user_id': 11016652, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Uk4ey.png?s=256&g=1', 'display_name': 'somega', 'link': 'https://stackoverflow.com/users/11016652/somega'}",True,379,,5,0,1590769135,1590141605,1590761347.0,61952438,https://stackoverflow.com/questions/61952438/padding-missing-on-one-side-of-scrollable-div,,Padding missing on one side of scrollable div,62088252.0,CC BY-SA 4.0,,
931,"['html', 'css', 'web', 'responsive', 'device']","{'account_id': 7119033, 'reputation': 9, 'user_id': 5444259, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10154258102138332/picture?type=large', 'display_name': 'Vicky Lee', 'link': 'https://stackoverflow.com/users/5444259/vicky-lee'}",False,94,,1,-2,1590769049,1590688583,1590690464.0,62071381,https://stackoverflow.com/questions/62071381/how-to-write-a-rwd-css-for-all-devices,,How to write a RWD css for all devices?,,CC BY-SA 4.0,,
932,"['css', 'media-queries', 'media']","{'account_id': 18713008, 'reputation': 3, 'user_id': 13642702, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi_YOnzRjppX_M72BBA_079UbV2kpQFzZoTgwOr=k-s256', 'display_name': 'Dom', 'link': 'https://stackoverflow.com/users/13642702/dom'}",True,93,,3,0,1590768788,1590765917,1590766780.0,62089406,https://stackoverflow.com/questions/62089406/media-queries-not-responding-on-devices,,Media queries - not responding on devices,62090020.0,CC BY-SA 4.0,,
933,"['html', 'css', 'bootstrap-4']","{'account_id': 6885480, 'reputation': 128, 'user_id': 5290702, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-9qXKdunTOsM/AAAAAAAAAAI/AAAAAAAABGQ/skBzeWFuFco/photo.jpg?sz=256', 'display_name': 'Shashank Setty', 'link': 'https://stackoverflow.com/users/5290702/shashank-setty'}",True,185,,1,-2,1590768430,1590767417,,62089871,https://stackoverflow.com/questions/62089871/how-do-i-center-two-rows-inside-a-column-using-css,,how do I center two rows inside a column using css?,62090167.0,CC BY-SA 4.0,,
934,"['html', 'css']","{'account_id': 2927593, 'reputation': 83, 'user_id': 2508597, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://i.stack.imgur.com/CNBBX.jpg?s=256&g=1', 'display_name': 'Gautam Kumar', 'link': 'https://stackoverflow.com/users/2508597/gautam-kumar'}",False,284,,1,-1,1590767780,1590650092,,62059014,https://stackoverflow.com/questions/62059014/change-the-header-cell-background-color,,Change the header cell background color,,CC BY-SA 4.0,,
935,"['javascript', 'css', 'reactjs']","{'user_type': 'does_not_exist', 'display_name': 'user10248689'}",False,102,,1,0,1590767192,1590766570,,62089596,https://stackoverflow.com/questions/62089596/how-do-i-set-my-iframe-in-screen-for-mobile-devices,,how do I set my Iframe in screen for mobile devices,,CC BY-SA 4.0,,
936,"['javascript', 'html', 'jquery', 'css']","{'account_id': 13886487, 'reputation': 1067, 'user_id': 10025504, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a40fbd25d926edbc64fe7b465dbf0519?s=256&d=identicon&r=PG&f=1', 'display_name': 'ghost', 'link': 'https://stackoverflow.com/users/10025504/ghost'}",False,46,,1,0,1590767166,1590765807,,62089363,https://stackoverflow.com/questions/62089363/why-a-child-div-is-not-being-removed-when-the-height-of-parent-div-is-decreased,,Why a child div is not being removed when the height of parent div is decreased to 0?,,CC BY-SA 4.0,,
937,"['html', 'css']","{'account_id': 10223594, 'reputation': 131, 'user_id': 7547027, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/FflEV.jpg?s=256&g=1', 'display_name': 'abe', 'link': 'https://stackoverflow.com/users/7547027/abe'}",False,82,,0,0,1590767135,1590767135,,62089771,https://stackoverflow.com/questions/62089771/allowed-to-start-href-with-a-number,,Allowed to start href with a number?,,CC BY-SA 4.0,,
938,"['html', 'css', 'layout', 'flexbox']","{'user_type': 'does_not_exist', 'display_name': 'user12536153'}",True,547,,2,1,1590766945,1590759966,1590760678.0,62087437,https://stackoverflow.com/questions/62087437/css-grid-layout-issues-with-flexbox,,Css Grid Layout Issues ( with flexbox ),,CC BY-SA 4.0,,
939,"['html', 'css', 'svg', 'frontend']","{'account_id': 18710659, 'reputation': 23, 'user_id': 13640809, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-znY9S_HykVs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckNRtsptvlTF9KgB4EnctuaNrcxIw/photo.jpg?sz=256', 'display_name': 'Oussa', 'link': 'https://stackoverflow.com/users/13640809/oussa'}",True,138,,1,2,1590766005,1590746123,1590749438.0,62083255,https://stackoverflow.com/questions/62083255/svg-insert-image-in-arc,,SVG: insert image in arc,62089428.0,CC BY-SA 4.0,,
940,"['css', 'navbar']","{'account_id': 17404955, 'reputation': 51, 'user_id': 12613208, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAO6f9zW-mI6SW2N0i1qTL2kJEbnt-mEtN3C-24=k-s256', 'display_name': 'Renaldi Arlin', 'link': 'https://stackoverflow.com/users/12613208/renaldi-arlin'}",True,310,,2,2,1590765695,1590745489,1590757630.0,62083061,https://stackoverflow.com/questions/62083061/how-to-make-a-navbar-that-could-change-size-individually-on-mouse-hover,,How to make a navbar that could change size individually on mouse hover?,62083833.0,CC BY-SA 4.0,,
941,"['html', 'css']","{'account_id': 18707170, 'reputation': 11, 'user_id': 13638055, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-3yUcNznyPyE/AAAAAAAAAAI/AAAAAAAAA40/AMZuucnU6kZQxCasbWMzJiXGHhe5fW5c6Q/photo.jpg?sz=256', 'display_name': 'DriodGamer ', 'link': 'https://stackoverflow.com/users/13638055/driodgamer'}",False,60,,1,1,1590765280,1590707702,1590756528.0,62076069,https://stackoverflow.com/questions/62076069/my-button-layout-is-not-on-the-navigation-link-in-website,,my button layout is not on the navigation link in website,,CC BY-SA 4.0,,
942,"['javascript', 'css', 'reactjs']","{'user_type': 'does_not_exist', 'display_name': 'user10248689'}",True,175,,2,-2,1590764371,1590761008,1590761277.0,62087755,https://stackoverflow.com/questions/62087755/how-to-calculate-height-of-iframe,,how to calculate height of Iframe?,,CC BY-SA 4.0,,
943,"['html', 'css', 'css-position']","{'account_id': 18712583, 'reputation': 3, 'user_id': 13642351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0cdff5eb4e3ab2011d299016c2f434da?s=256&d=identicon&r=PG&f=1', 'display_name': 'blancc-page', 'link': 'https://stackoverflow.com/users/13642351/blancc-page'}",True,1410,1590770674.0,1,0,1590764312,1590763852,,62088705,https://stackoverflow.com/questions/62088705/stacking-images-on-top-of-each-other-css,Duplicate,Stacking images on top of each other CSS,62088879.0,,,
944,"['html', 'jquery', 'css', 'jquery-ui']","{'account_id': 4023896, 'reputation': 919, 'user_id': 4471049, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://graph.facebook.com/100006152978699/picture?type=large', 'display_name': 'Karue Benson Karue', 'link': 'https://stackoverflow.com/users/4471049/karue-benson-karue'}",False,307,,0,0,1590763371,1590750063,1590763371.0,62084402,https://stackoverflow.com/questions/62084402/jquery-horizontal-draggable-ruler-not-smooth,,JQuery Horizontal Draggable ruler not smooth,,CC BY-SA 4.0,,
945,"['javascript', 'html', 'css']","{'account_id': 18055195, 'reputation': 121, 'user_id': 13123845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1aad8508b3cf4fff2a46985805eab01e?s=256&d=identicon&r=PG&f=1', 'display_name': 'AliShahVis', 'link': 'https://stackoverflow.com/users/13123845/alishahvis'}",False,229,,1,1,1590763083,1590760338,1590760472.0,62087556,https://stackoverflow.com/questions/62087556/how-to-base-css-on-parallel-dom-elements,,How to base CSS on parallel DOM elements?,,CC BY-SA 4.0,,
946,"['css', 'fonts', 'onclick']","{'account_id': 13770208, 'reputation': 11, 'user_id': 9937871, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1903159913056966/picture?type=large', 'display_name': 'Marcel Koch', 'link': 'https://stackoverflow.com/users/9937871/marcel-koch'}",False,30,,2,0,1590762760,1590737859,,62080943,https://stackoverflow.com/questions/62080943/change-fontcolor-onclick,,Change fontcolor onclick,,CC BY-SA 4.0,,
947,"['javascript', 'html', 'css', 'user-interface', 'sisense']","{'account_id': 185862, 'reputation': 4947, 'user_id': 422845, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/19a780bc6754e1a9644ee1833d89b5c2?s=256&d=identicon&r=PG', 'display_name': 'jbyrd', 'link': 'https://stackoverflow.com/users/422845/jbyrd'}",False,499,,1,0,1590761994,1590605038,1590678507.0,62050588,https://stackoverflow.com/questions/62050588/sisense-how-to-customize-ui,,Sisense - How To Customize UI,,CC BY-SA 4.0,,
948,"['javascript', 'html', 'css', 'onmouseover']","{'account_id': 18606189, 'reputation': 35, 'user_id': 13559753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40f51d524d57cc0fe866a3f030fb534e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ARick12', 'link': 'https://stackoverflow.com/users/13559753/arick12'}",True,136,,2,1,1590761478,1590754065,1590754408.0,62085607,https://stackoverflow.com/questions/62085607/hover-over-one-element-to-make-a-different-element-visible,,Hover over one element to make a different element visible,62085878.0,CC BY-SA 4.0,,
949,"['html', 'css', 'asp.net', 'visual-studio', 'asp.net-core']","{'account_id': 18710426, 'reputation': 1, 'user_id': 13640634, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d83b529e35ea0caf8e3202c6adff0104?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul44873', 'link': 'https://stackoverflow.com/users/13640634/paul44873'}",False,149,,0,0,1590759520,1590744401,1590759520.0,62082709,https://stackoverflow.com/questions/62082709/form-design-is-not-rendering-correctly-in-browser-while-it-looks-good-in-visual,,Form design is not rendering correctly in Browser while it looks good in visual studio design,,CC BY-SA 4.0,,
950,"['php', 'html', 'css', 'wordpress', 'woocommerce']","{'account_id': 9519161, 'reputation': 1, 'user_id': 7074589, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb210ccc8660dfc36d19af40dd6f334d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frankii', 'link': 'https://stackoverflow.com/users/7074589/frankii'}",False,64,,1,0,1590759060,1590753654,1590759060.0,62085500,https://stackoverflow.com/questions/62085500/how-to-fetch-woo-commerce-product-categories-icons-with-names-with-get-termprod,,How to Fetch Woo Commerce Product Categories icons with names with get_term(product_cat) or something else .. can i fetch only name?,,CC BY-SA 4.0,,
951,"['css', 'google-maps', 'ionic-framework', 'google-places-api', 'googleplacesautocomplete']","{'account_id': 7059132, 'reputation': 61, 'user_id': 5405203, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://graph.facebook.com/991232944273019/picture?type=large', 'display_name': 'Joel Flores Sottile', 'link': 'https://stackoverflow.com/users/5405203/joel-flores-sottile'}",True,947,,1,-2,1590758513,1590701310,1590702917.0,62074839,https://stackoverflow.com/questions/62074839/styles-for-google-places-autocomplete-not-working,,Styles for google places autocomplete not working,62086994.0,CC BY-SA 4.0,,
952,"['html', 'css']","{'account_id': 18696613, 'reputation': 9, 'user_id': 13629780, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/808f807d0215228efb530eb60dfc5fce?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cheeseburger Eddy ', 'link': 'https://stackoverflow.com/users/13629780/cheeseburger-eddy'}",False,16,1590757947.0,0,0,1590758175,1590757664,1590758175.0,62086737,https://stackoverflow.com/questions/62086737/how-to-properly-spread-the-header-background-color-to-the-edge,Duplicate,How to properly spread the header background color to the edge?,,,,
953,"['html', 'css']","{'account_id': 18629673, 'reputation': 54, 'user_id': 13577917, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c649583c6dc2dfa26073ce5b25911cd?s=256&d=identicon&r=PG&f=1', 'display_name': 'tonitone', 'link': 'https://stackoverflow.com/users/13577917/tonitone'}",False,62,,1,-1,1590757317,1590754233,,62085662,https://stackoverflow.com/questions/62085662/how-can-i-open-an-html-css-file-on-my-macbook-on-my-iphone,,How can I open an html &amp; css file on my Macbook on my iPhone?,,CC BY-SA 4.0,,
954,"['html', 'css', 'internet-explorer', 'unicode', 'emoji']","{'account_id': 14688523, 'reputation': 400, 'user_id': 10607839, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Lfkuh.png?s=256&g=1', 'display_name': 'J4BEZ', 'link': 'https://stackoverflow.com/users/10607839/j4bez'}",True,1106,,1,2,1590756343,1590739288,1590756343.0,62081321,https://stackoverflow.com/questions/62081321/how-to-write-color-unicode-emoji-in-the-ie,,How to write color Unicode emoji in the IE,62081541.0,CC BY-SA 4.0,,
955,"['javascript', 'php', 'html', 'jquery', 'css']","{'account_id': 18711547, 'reputation': 1, 'user_id': 13641530, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f3ce1fe989f99a4f44b8f383a904972?s=256&d=identicon&r=PG&f=1', 'display_name': 'justinsmith', 'link': 'https://stackoverflow.com/users/13641530/justinsmith'}",False,32,,1,0,1590755324,1590754787,,62085826,https://stackoverflow.com/questions/62085826/command-external-field-value-to-be-sent-with-form,,Command external field value to be sent with form,,CC BY-SA 4.0,,
956,"['css', 'wordpress-theming']","{'account_id': 947356, 'reputation': 293, 'user_id': 1197025, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/VIUMb.jpg?s=256&g=1', 'display_name': 'Vicent', 'link': 'https://stackoverflow.com/users/1197025/vicent'}",True,508,,2,0,1590755198,1590738523,,62081121,https://stackoverflow.com/questions/62081121/how-to-get-a-scrollable-left-hand-side-menu-in-this-wordpress-theme,,How to get a scrollable left-hand-side menu in this Wordpress theme,,CC BY-SA 4.0,,
957,"['javascript', 'css', 'material-design']","{'account_id': 18173409, 'reputation': 1, 'user_id': 13222626, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiEsDD1L1_2nmWBtLknxYmP4yekLLrjwkoJRcys=k-s256', 'display_name': 'ABDUL BASIT', 'link': 'https://stackoverflow.com/users/13222626/abdul-basit'}",False,22,,0,0,1590754557,1590754354,1590754557.0,62085694,https://stackoverflow.com/questions/62085694/materailize-css-side-nav-is-not-navigating,,materailize css side nav is not navigating,,CC BY-SA 4.0,,
958,"['html', 'css', 'multiple-columns']","{'account_id': 7191434, 'reputation': 1, 'user_id': 5491601, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1366550ceb765fc62eb616b2ab90d83d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Adam Bretin', 'link': 'https://stackoverflow.com/users/5491601/adam-bretin'}",False,27,,0,0,1590754545,1590753019,1590754545.0,62085311,https://stackoverflow.com/questions/62085311/linebreak-on-multiples-columns,,Linebreak on multiples columns,,CC BY-SA 4.0,,
959,"['css', 'reactjs', 'react-hooks']","{'account_id': 11816098, 'reputation': 31, 'user_id': 8646265, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-RhTwIm7qsX0/AAAAAAAAAAI/AAAAAAAAreM/jRJkWKizNGg/photo.jpg?sz=256', 'display_name': 'Adrian Fletcher', 'link': 'https://stackoverflow.com/users/8646265/adrian-fletcher'}",True,305,,1,0,1590754446,1590747830,,62083800,https://stackoverflow.com/questions/62083800/how-to-prevent-white-text-from-css-file-from-appearing-in-rendered-react-app,,How to prevent white text from CSS file from appearing in rendered React app?,,CC BY-SA 4.0,,
960,"['javascript', 'html', 'css', 'fonts', 'github-pages']","{'account_id': 16633644, 'reputation': 91, 'user_id': 12020909, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-teXNDF3stC0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdEhb9eJThni55lZqUhBhRqvFD0Qg/photo.jpg?sz=256', 'display_name': 'al feratovic', 'link': 'https://stackoverflow.com/users/12020909/al-feratovic'}",True,603,,1,2,1590754352,1588387603,1590754352.0,61553843,https://stackoverflow.com/questions/61553843/why-do-my-fonts-layout-change-when-in-production-tried-netlify-and-github-pages,,Why do my fonts/layout change when in production? Tried Netlify and Github Pages,,CC BY-SA 4.0,,
961,"['html', 'css', 'angular']","{'account_id': 12429246, 'reputation': 59, 'user_id': 9052518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0c31b6fce3962fc0a970efba7d51f9c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jan Masta', 'link': 'https://stackoverflow.com/users/9052518/jan-masta'}",False,230,,0,0,1590754047,1590751684,1590754047.0,62084901,https://stackoverflow.com/questions/62084901/select-option-change-appearance,,Select option change appearance,,CC BY-SA 4.0,,
962,"['javascript', 'html', 'css']","{'account_id': 18206302, 'reputation': 103, 'user_id': 13249652, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/d8oOO.jpg?s=256&g=1', 'display_name': 'Sasha', 'link': 'https://stackoverflow.com/users/13249652/sasha'}",True,219,,1,0,1590753616,1590739588,1590753616.0,62081393,https://stackoverflow.com/questions/62081393/how-to-get-rid-of-blinking-fields-and-cursor-when-hovering-over-this-field,,How to get rid of blinking fields and cursor when hovering over this field?,62081703.0,CC BY-SA 4.0,,
963,"['javascript', 'css', 'html5-canvas', 'cssom']","{'account_id': 7090655, 'reputation': 517, 'user_id': 5425932, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ba55feb7bfae6dfdc7da5c192d996762?s=256&d=identicon&r=PG', 'display_name': 'defend orca', 'link': 'https://stackoverflow.com/users/5425932/defend-orca'}",True,132,,2,1,1590753236,1590293797,1590374479.0,61981581,https://stackoverflow.com/questions/61981581/why-backgroundimage-is-not-cssimagevalue-in-chrome-how-can-i-use-canvas-deal-wi,,why backgroundimage is not cssImageValue in chrome? how can i use canvas deal with background-image but not make a new image?,62019472.0,CC BY-SA 4.0,,
964,"['html', 'css']","{'account_id': 1684228, 'reputation': 31, 'user_id': 1547821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db275cc472a3365b979521b84931e57d?s=256&d=identicon&r=PG', 'display_name': 'user1547821', 'link': 'https://stackoverflow.com/users/1547821/user1547821'}",False,71,,1,-2,1590752342,1590751182,,62084734,https://stackoverflow.com/questions/62084734/remove-zero-bytes-in-a-div-element-with-css,,remove zero bytes in a &lt;div&gt; element with CSS,,CC BY-SA 4.0,,
965,"['html', 'css', 'flexbox', 'bulma']","{'user_type': 'does_not_exist', 'display_name': 'user10995526'}",False,284,,1,-2,1590752148,1590733472,,62079862,https://stackoverflow.com/questions/62079862/make-bulma-columns-occupy-complete-vertical-space,,Make bulma columns occupy complete vertical space,,CC BY-SA 4.0,,
966,"['html', 'css', 'colors', 'hyperlink', 'underline']","{'account_id': 18710939, 'reputation': 23, 'user_id': 13641031, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-1lu1gSZ3G3k/AAAAAAAAAAI/AAAAAAAAAUM/AMZuucmjgl0b19bTf2dPjazAHQi-8QN2iA/photo.jpg?sz=256', 'display_name': 'Morten', 'link': 'https://stackoverflow.com/users/13641031/morten'}",True,1487,,1,0,1590752121,1590749229,,62084163,https://stackoverflow.com/questions/62084163/how-can-i-remove-underline-and-purple-text-color-after-the-link-is-visited-in-ht,,How can I remove underline and purple text color after the link is visited in html,62084224.0,CC BY-SA 4.0,,
967,"['javascript', 'html', 'jquery', 'css']","{'account_id': 5335328, 'reputation': 369, 'user_id': 4254537, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://lh5.googleusercontent.com/-uzF1vxm40AQ/AAAAAAAAAAI/AAAAAAAAACg/-wrETg4exRg/photo.jpg?sz=256', 'display_name': 'codedudey', 'link': 'https://stackoverflow.com/users/4254537/codedudey'}",False,74,,0,0,1590751245,1590750737,1590751195.0,62084604,https://stackoverflow.com/questions/62084604/css-html-parallax-scrolling-on-3-columns-desktop,,CSS HTML parallax scrolling on 3 columns - desktop,,CC BY-SA 4.0,,
968,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 14171761, 'reputation': 1330, 'user_id': 10238136, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/pLlN2.jpg?s=256&g=1', 'display_name': 'bihire boris', 'link': 'https://stackoverflow.com/users/10238136/bihire-boris'}",True,133,,2,4,1590751141,1590748409,1590749027.0,62083954,https://stackoverflow.com/questions/62083954/how-do-we-call-this-type-of-navigation-tab-menu,,How do we call this type of navigation tab menu,62084721.0,CC BY-SA 4.0,,
969,"['html', 'css', 'flexbox', 'overflow', 'css-grid']","{'account_id': 9636410, 'reputation': 51, 'user_id': 7152325, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7efc9a03e6f71cb65d45fa13c17ab98?s=256&d=identicon&r=PG&f=1', 'display_name': 'Frank Rosario', 'link': 'https://stackoverflow.com/users/7152325/frank-rosario'}",False,190,,1,1,1590750507,1590688149,1590747835.0,62071242,https://stackoverflow.com/questions/62071242/flex-container-with-table-inside,,Flex container with table inside,,CC BY-SA 4.0,,
