,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from
836,"['css', 'twitter-bootstrap', 'less']","{'account_id': 1575599, 'reputation': 989, 'user_id': 1462150, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/a0359ed319f54ceafa4b2ec46c3777e8?s=256&d=identicon&r=PG', 'display_name': 'lito', 'link': 'https://stackoverflow.com/users/1462150/lito'}",True,6446,,16919352.0,2,1,1396116280,1341142356,,11281586,https://stackoverflow.com/questions/11281586/twitter-tabs-with-vertical-text,,Twitter Tabs with vertical text,CC BY-SA 3.0,,
837,"['html', 'css', 'forms', 'jquery-chosen']","{'account_id': 1491636, 'reputation': 2323, 'user_id': 1428109, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/VBHeU.jpg?s=256&g=1', 'display_name': 'deny7ko', 'link': 'https://stackoverflow.com/users/1428109/deny7ko'}",True,4393,,11609918.0,1,0,1395997901,1343035870,1395997901.0,11609826,https://stackoverflow.com/questions/11609826/cant-change-width-of-dropdown-using-chosen-plugin,,Can&#39;t change width of dropdown using Chosen plugin,CC BY-SA 3.0,,
838,"['css', 'variables', 'themes', 'less']","{'account_id': 1564840, 'reputation': 192, 'user_id': 1453866, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/c42e61c6bad85ca3b071dc3eb34ccb8a?s=256&d=identicon&r=PG', 'display_name': 'dozed', 'link': 'https://stackoverflow.com/users/1453866/dozed'}",True,8625,,11641294.0,3,4,1395952347,1342953074,,11599520,https://stackoverflow.com/questions/11599520/less-css-variable-depending-on-class,,LESS.css variable depending on class,CC BY-SA 3.0,,
839,"['css', 'dropshadow']","{'account_id': 1572037, 'reputation': 1890, 'user_id': 1507726, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b282ef760947abf975f3e0de254c8f91?s=256&d=identicon&r=PG', 'display_name': 'John Doe', 'link': 'https://stackoverflow.com/users/1507726/john-doe'}",True,443,,,2,2,1395940404,1342227682,1395940404.0,11480130,https://stackoverflow.com/questions/11480130/css3-drop-shadow,,CSS3 drop shadow,CC BY-SA 3.0,,
840,"['html', 'css']","{'account_id': 1084567, 'reputation': 1, 'user_id': 1492155, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f34416d9e3a6f90745e47c5d7f0c0da?s=256&d=identicon&r=PG', 'display_name': 'user1492155', 'link': 'https://stackoverflow.com/users/1492155/user1492155'}",False,102,,,1,0,1395687887,1341127556,1395687887.0,11280265,https://stackoverflow.com/questions/11280265/delay-time-for-the-menu-items-to-display-its-subitems,,delay time for the menu items to display its subitems,CC BY-SA 3.0,,
841,"['html', 'css']","{'account_id': 1496374, 'reputation': 17, 'user_id': 1402212, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/9595555af796d6f95e1e4bbdb89657b1?s=256&d=identicon&r=PG', 'display_name': 'AxelKishore', 'link': 'https://stackoverflow.com/users/1402212/axelkishore'}",True,2351,,11390158.0,2,0,1395593085,1341814931,,11389944,https://stackoverflow.com/questions/11389944/fluid-and-fixed-header,,Fluid and Fixed header,CC BY-SA 3.0,,
842,"['jquery', 'css', 'jquery-selectors', 'css-selectors', 'xml-namespaces']","{'account_id': 1192728, 'reputation': 4579, 'user_id': 1165155, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://i.stack.imgur.com/nYNjB.jpg?s=256&g=1', 'display_name': 'Stephan Kulla', 'link': 'https://stackoverflow.com/users/1165155/stephan-kulla'}",True,2300,,11502677.0,2,5,1395446704,1342435203,1395446704.0,11502641,https://stackoverflow.com/questions/11502641/how-can-i-handle-xml-namespaces-in-css-selectors-or-in-jquery,,How can I handle XML namespaces in CSS Selectors or in jQuery?,CC BY-SA 3.0,,
843,"['css', 'ruby-on-rails-3', 'styling', 'rating-system']","{'account_id': 1017761, 'reputation': 6136, 'user_id': 1028922, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/280512c88b48fbf82cbb6779b0234583?s=256&d=identicon&r=PG', 'display_name': 'Noz', 'link': 'https://stackoverflow.com/users/1028922/noz'}",True,183,,11728965.0,2,0,1395401018,1343147687,,11635386,https://stackoverflow.com/questions/11635386/rails-3-ajaxful-rating-styling-issue,,Rails 3 Ajaxful_rating Styling Issue,CC BY-SA 3.0,,
844,"['css', 'internet-explorer', 'mod-pagespeed', 'bless']","{'account_id': 478706, 'reputation': 440, 'user_id': 890963, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/86bce5cdc82916b9aad797a51e2e405e?s=256&d=identicon&r=PG', 'display_name': 'arush_try.com', 'link': 'https://stackoverflow.com/users/890963/arush-try-com'}",False,357,,,1,1,1395162061,1341406547,,11329575,https://stackoverflow.com/questions/11329575/does-modpagespeed-split-css-files-like-blesscss-com-to-avoid-ies-4095-selector,,Does modpagespeed split CSS files like Blesscss.com to avoid IE&#39;s 4095 selector limit?,CC BY-SA 3.0,,
845,"['html', 'css', 'image', 'hover']","{'account_id': 1669067, 'reputation': 121, 'user_id': 1535882, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/9e483fc9ba5710c72ce6725b7268f389?s=256&d=identicon&r=PG', 'display_name': 'user1535882', 'link': 'https://stackoverflow.com/users/1535882/user1535882'}",True,12575,,11549333.0,5,1,1394867545,1342639616,1342641050.0,11548856,https://stackoverflow.com/questions/11548856/change-image-and-text-on-hover-and-click,,Change image and text on hover and click,CC BY-SA 3.0,,
846,"['asp.net', 'css']","{'account_id': 1447733, 'reputation': 1536, 'user_id': 1365650, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/961b6e75a86327ea27436e36513f6951?s=256&d=identicon&r=PG', 'display_name': 'windowsgm', 'link': 'https://stackoverflow.com/users/1365650/windowsgm'}",True,23591,,11720647.0,6,3,1394219353,1343647624,,11720576,https://stackoverflow.com/questions/11720576/referencing-css-sheet-in-aspx-page-with-master-page,,Referencing CSS Sheet in Aspx page with Master Page,CC BY-SA 3.0,,
847,"['javascript', 'html', 'css']","{'account_id': 1614817, 'reputation': 792, 'user_id': 1492809, 'user_type': 'registered', 'accept_rate': 18, 'profile_image': 'https://www.gravatar.com/avatar/f6dbd379425e446a679798ae25e7d4bc?s=256&d=identicon&r=PG', 'display_name': 'Anuj Kaithwas', 'link': 'https://stackoverflow.com/users/1492809/anuj-kaithwas'}",True,3081,,11598778.0,4,0,1394182232,1342944720,1342945427.0,11598696,https://stackoverflow.com/questions/11598696/smooth-transitions-between-div-tags-on-click-in-css-or-javascript-in-a-single-ht,,Smooth Transitions between div tags on click in CSS or Javascript in a single HTML Page,CC BY-SA 3.0,,
848,"['css', 'html', 'jquery-mobile']","{'account_id': 251993, 'reputation': 11064, 'user_id': 1248720, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/cf00b52684c39d4b6ad43fd6aace2609?s=256&d=identicon&r=PG', 'display_name': 'maximus', 'link': 'https://stackoverflow.com/users/1248720/maximus'}",True,7356,,11362948.0,4,1,1393978983,1341580300,1393978983.0,11362867,https://stackoverflow.com/questions/11362867/custom-transparent-css-styling-for-jquery-mobile-button,,custom transparent css styling for jquery mobile button,CC BY-SA 3.0,,
849,"['html', 'css', 'email', 'outlook']","{'account_id': 162001, 'reputation': 650, 'user_id': 383191, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/4Mxsp.jpg?s=256&g=1', 'display_name': 'rootman', 'link': 'https://stackoverflow.com/users/383191/rootman'}",True,2906,,,3,0,1393929453,1342190243,1342192608.0,11472673,https://stackoverflow.com/questions/11472673/outlook-2010-email-rendering,,Outlook 2010 email rendering,CC BY-SA 3.0,,
850,"['html', 'css', 'vertical-alignment']","{'account_id': 1073605, 'reputation': 3420, 'user_id': 1072272, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/K9kBv.jpg?s=256&g=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/1072272/tom'}",True,750,,11370717.0,2,1,1393536992,1341615341,1393536992.0,11370664,https://stackoverflow.com/questions/11370664/unable-to-vertically-align-text-inside-container,,Unable to vertically align text inside container,CC BY-SA 3.0,,
851,"['css', 'regex', 'sublimetext2']","{'account_id': 337237, 'reputation': 23686, 'user_id': 665387, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/4bb3672d428cae6895af65209ba52790?s=256&d=identicon&r=PG', 'display_name': 'Ravi Ram', 'link': 'https://stackoverflow.com/users/665387/ravi-ram'}",True,4435,,11280701.0,2,2,1393483724,1341079185,1341160891.0,11276373,https://stackoverflow.com/questions/11276373/sublime-text-2-remove-all-class-items-from-entire-project-folder,,Sublime Text 2 remove all Class items from entire project folder,CC BY-SA 3.0,,
852,"['css', 'overflow']","{'account_id': 269573, 'reputation': 947, 'user_id': 558981, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/19R1o.jpg?s=256&g=1', 'display_name': 'chaoskreator', 'link': 'https://stackoverflow.com/users/558981/chaoskreator'}",True,105,,,2,0,1393438900,1341813407,1341813826.0,11389707,https://stackoverflow.com/questions/11389707/css-overflow-issues,,css overflow issues,CC BY-SA 3.0,,
853,"['javascript', 'html', 'css', 'noscript']","{'account_id': 535261, 'reputation': 4520, 'user_id': 5509839, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/dgxf7.jpg?s=256&g=1', 'display_name': 'aroooo', 'link': 'https://stackoverflow.com/users/5509839/aroooo'}",True,595,,,1,2,1393359805,1341637318,1341637512.0,11372388,https://stackoverflow.com/questions/11372388/freeze-screen-w-overlay-if-javascript-isnt-enabled,,Freeze Screen w/ Overlay if JavaScript isn&#39;t enabled,CC BY-SA 3.0,,
854,"['html', 'css', 'css-float', 'vertical-alignment']","{'account_id': 1641746, 'reputation': 1955, 'user_id': 1514042, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/8ca6a5b149cb9f612676d2012cdc7adc?s=256&d=identicon&r=PG', 'display_name': 'user1514042', 'link': 'https://stackoverflow.com/users/1514042/user1514042'}",True,20607,,11576569.0,2,2,1393271973,1342775917,1342777170.0,11576458,https://stackoverflow.com/questions/11576458/css-vertical-float-technique,,CSS Vertical Float Technique,CC BY-SA 3.0,,
855,"['css', 'ubuntu', 'nfs', 'vagrant']","{'user_type': 'does_not_exist', 'display_name': 'user623520'}",False,324,,,2,3,1393217456,1342791332,1342820113.0,11580478,https://stackoverflow.com/questions/11580478/css-not-formatted-correctly-in-vagrant-environment,,CSS not formatted correctly in vagrant environment,CC BY-SA 3.0,,
856,"['jquery', 'css', 'positioning']","{'account_id': 1696753, 'reputation': 130, 'user_id': 1557981, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bbc5ff35f7f059723beec2686dafd42d?s=256&d=identicon&r=PG', 'display_name': 'Vinicius Coelho', 'link': 'https://stackoverflow.com/users/1557981/vinicius-coelho'}",True,15279,,14234555.0,3,4,1393183336,1343402271,,11690777,https://stackoverflow.com/questions/11690777/stellar-js-issue-with-position,,Stellar.js issue with position,CC BY-SA 3.0,,
857,"['css', 'css-transitions']","{'account_id': 1223829, 'reputation': 32588, 'user_id': 1189880, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/638507d17c4a82735757ce091ab49538?s=256&d=identicon&r=PG', 'display_name': 'Marty Wallace', 'link': 'https://stackoverflow.com/users/1189880/marty-wallace'}",True,26718,,11684962.0,2,6,1393097741,1343380665,1343497906.0,11684895,https://stackoverflow.com/questions/11684895/css-transition-fade-element-on-hover-only,,CSS Transition - Fade Element on Hover only,CC BY-SA 3.0,,
858,"['jquery', 'html', 'css']","{'account_id': 1666676, 'reputation': 19, 'user_id': 1533928, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7245dc53b2066d6e8db77693126c5134?s=256&d=identicon&r=PG', 'display_name': 'user1533928', 'link': 'https://stackoverflow.com/users/1533928/user1533928'}",True,1702,,11536310.0,2,1,1392917462,1342596326,1392917462.0,11536266,https://stackoverflow.com/questions/11536266/all-in-one-banner-link-images,,All in one banner---link images,CC BY-SA 3.0,,
859,"['javascript', 'css', 'ruby-on-rails', 'drop-down-menu', 'twitter-bootstrap']","{'account_id': 1563028, 'reputation': 119, 'user_id': 1452463, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/d0f83f3e0e00dcfc0bbf43963d819fd7?s=256&d=identicon&r=PG', 'display_name': 'user1452463', 'link': 'https://stackoverflow.com/users/1452463/user1452463'}",False,2098,,,4,0,1392741079,1343408065,,11692260,https://stackoverflow.com/questions/11692260/why-does-my-drop-down-menu-work-on-my-local-server-but-not-when-i-push-to-heroku,,Why does my drop down-menu work on my local server but not when I push to heroku?,CC BY-SA 3.0,,
860,"['css', '3d', 'hardware-acceleration', 'css-transforms']","{'account_id': 1342140, 'reputation': 5076, 'user_id': 1408316, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/04f7c5db2ef6f7740021fcda0a5f0cf4?s=256&d=identicon&r=PG', 'display_name': 'Dan Eastwell', 'link': 'https://stackoverflow.com/users/1408316/dan-eastwell'}",True,6297,,,2,6,1392731930,1342453217,1495541360.0,11507683,https://stackoverflow.com/questions/11507683/webkit-css-force-hardware-acceleration-for-2d-transforms-without-using-3d-css-p,,Webkit: CSS force hardware acceleration for 2D transforms without using 3D CSS properties,CC BY-SA 3.0,,
861,"['css', 'internet-explorer', 'filter', 'opacity', 'transparent']","{'account_id': 430335, 'reputation': 254, 'user_id': 813710, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e229b83e24f19127fa0b91bde407a5de?s=256&d=identicon&r=PG', 'display_name': 'b_benjamin', 'link': 'https://stackoverflow.com/users/813710/b-benjamin'}",True,9450,,11706123.0,3,10,1392634298,1343313486,,11671745,https://stackoverflow.com/questions/11671745/multiple-css-filters-in-ie,,Multiple CSS filters in IE,CC BY-SA 3.0,,
862,"['mobile', 'css', 'responsive-design', 'media-queries']","{'account_id': 295003, 'reputation': 22982, 'user_id': 599184, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/tjsXC.jpg?s=256&g=1', 'display_name': 'Leo Jiang', 'link': 'https://stackoverflow.com/users/599184/leo-jiang'}",True,4486,,,3,6,1392482157,1342906597,1392482157.0,11596031,https://stackoverflow.com/questions/11596031/what-percentage-of-mobile-browsers-support-css-media-queries,,What percentage of mobile browsers support CSS media queries?,CC BY-SA 3.0,,
863,"['html', 'css', 'image']","{'account_id': 372173, 'reputation': 7323, 'user_id': 721073, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/45e49b78ba6ac9228bf7ee020195c304?s=256&d=identicon&r=PG', 'display_name': 'a coder', 'link': 'https://stackoverflow.com/users/721073/a-coder'}",True,976,,11505833.0,4,0,1392291510,1342399452,,11499392,https://stackoverflow.com/questions/11499392/why-cant-i-get-rid-of-the-space-below-this-image,,Why can&#39;t I get rid of the space below this image?,,,"{'other_site': {'aliases': ['https://webmaster.stackexchange.com'], 'styling': {'tag_background_color': '#FFF', 'tag_foreground_color': '#1B8FBB', 'link_color': '#1C69A4'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'webmasters.meta', 'site_url': 'https://webmasters.meta.stackexchange.com', 'name': 'Webmasters Meta Stack Exchange'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=webmasters.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['Prettify'], 'launch_date': 1286997420, 'open_beta_date': 1279220400, 'closed_beta_date': 1278615600, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon@2.png', 'twitter_account': 'StackWebmasters', 'favicon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/apple-touch-icon.png', 'audience': 'webmasters', 'site_url': 'https://webmasters.stackexchange.com', 'api_site_parameter': 'webmasters', 'logo_url': 'https://cdn.sstatic.net/Sites/webmasters/Img/logo.png', 'name': 'Webmasters', 'site_type': 'main_site'}, 'on_date': 1342421594, 'question_id': 32108}"
864,"['css', 'twitter-bootstrap', 'meteor']","{'account_id': 917725, 'reputation': 74865, 'user_id': 950147, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/dBHHI.jpg?s=256&g=1', 'display_name': 'Tarang', 'link': 'https://stackoverflow.com/users/950147/tarang'}",True,3042,,11298351.0,2,2,1392026181,1341068661,1392026181.0,11275139,https://stackoverflow.com/questions/11275139/bootstrap-examples-with-meteor,,Bootstrap examples with meteor,CC BY-SA 3.0,,
865,"['java', 'css', 'spring']","{'account_id': 77197, 'reputation': 5482, 'user_id': 220503, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/zQ2j9.jpg?s=256&g=1', 'display_name': 'Marco Aviles', 'link': 'https://stackoverflow.com/users/220503/marco-aviles'}",True,1919,,11554929.0,4,0,1391842276,1342664448,1342666810.0,11553058,https://stackoverflow.com/questions/11553058/including-style-sheet-in-a-jsp-page-with-spring,,including style sheet in a jsp page with spring,CC BY-SA 3.0,,
866,"['html', 'css', 'button', 'overflow']","{'account_id': 1015954, 'reputation': 8956, 'user_id': 1027520, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/b1LDA.jpg?s=256&g=1', 'display_name': 'Prashobh', 'link': 'https://stackoverflow.com/users/1027520/prashobh'}",False,3167,,,2,0,1391577539,1342761997,1391577539.0,11573375,https://stackoverflow.com/questions/11573375/how-to-give-padding-bottom-for-overflow-hidden-div,,How to give padding bottom for overflow hidden div?,CC BY-SA 3.0,,
867,"['html', 'css']","{'account_id': 1638545, 'reputation': 658, 'user_id': 1511429, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/f2c9ad13c047e1f84548654e0a35338d?s=256&d=identicon&r=PG&f=1', 'display_name': 'marcAntoine', 'link': 'https://stackoverflow.com/users/1511429/marcantoine'}",True,5605,,11541578.0,2,1,1391343638,1342614828,1342621519.0,11541467,https://stackoverflow.com/questions/11541467/horizontal-menu-with-horizontal-submenu,,horizontal menu with horizontal submenu,CC BY-SA 3.0,,
868,"['jquery', 'html', 'css']","{'account_id': 179692, 'reputation': 1205, 'user_id': 412520, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/11981e443eb1b985acf650185a66cdb6?s=256&d=identicon&r=PG', 'display_name': 'Christian Benincasa', 'link': 'https://stackoverflow.com/users/412520/christian-benincasa'}",True,5628,,11511189.0,2,3,1390865058,1342466530,1390863431.0,11511085,https://stackoverflow.com/questions/11511085/hover-event-firing-twice-when-child-is-hovered,,hover event firing twice when child is hovered,CC BY-SA 3.0,,
869,"['css', 'layout', 'html']","{'account_id': 380542, 'reputation': 1562, 'user_id': 734630, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/72b6a406b2c9bee94425bcff9b597fe6?s=256&d=identicon&r=PG', 'display_name': 'ragebunny', 'link': 'https://stackoverflow.com/users/734630/ragebunny'}",False,1953,,,4,0,1390787149,1342711878,1342775288.0,11564217,https://stackoverflow.com/questions/11564217/how-to-align-multiple-divs-using-css,,how to align multiple divs using CSS,CC BY-SA 3.0,,
870,"['html', 'css', 'google-chrome']","{'account_id': 71059, 'reputation': 3309, 'user_id': 205554, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/iqmDD.jpg?s=256&g=1', 'display_name': 'Arthur Kushman', 'link': 'https://stackoverflow.com/users/205554/arthur-kushman'}",False,1290,,,1,0,1390766776,1342689993,1390766776.0,11557771,https://stackoverflow.com/questions/11557771/slow-focusing-input-fields-in-chrome,,Slow focusing input fields in Chrome,CC BY-SA 3.0,,
871,"['css', 'html']","{'account_id': 969664, 'reputation': 14976, 'user_id': 992444, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/614f57dfa997ee647ef5e7f4df9d398c?s=256&d=identicon&r=PG', 'display_name': 'tkbx', 'link': 'https://stackoverflow.com/users/992444/tkbx'}",True,1104,,11378795.0,5,1,1390409119,1341696454,,11378765,https://stackoverflow.com/questions/11378765/div-background-translucent-not-contents,,"Div background translucent, not contents?",CC BY-SA 3.0,,
872,"['css', 'html', 'position', 'fixed']","{'account_id': 1189582, 'reputation': 73, 'user_id': 1162738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f1b31e0a8a9d848a8236c4464d661315?s=256&d=identicon&r=PG', 'display_name': 'user1162738', 'link': 'https://stackoverflow.com/users/1162738/user1162738'}",True,8794,,11302003.0,2,6,1389995713,1341182058,1341939876.0,11286141,https://stackoverflow.com/questions/11286141/how-to-style-a-div-content-after-fixed-div-header-with-dynamic-height,,How to style a div content after fixed div header with dynamic height,CC BY-SA 3.0,,
873,"['jquery', 'html', 'css']","{'account_id': 1210733, 'reputation': 797, 'user_id': 1179321, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/d8c6fe87d0aee2b8011ec40afb7152e2?s=256&d=identicon&r=PG', 'display_name': 'user1179321', 'link': 'https://stackoverflow.com/users/1179321/user1179321'}",True,237,,21181739.0,2,0,1389949488,1341495144,1341510073.0,11345413,https://stackoverflow.com/questions/11345413/elements-fixed-when-scrolling,,Elements fixed when scrolling,CC BY-SA 3.0,,
874,"['css', 'internet-explorer-8', 'background-image']","{'account_id': 228700, 'reputation': 10429, 'user_id': 491181, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5728e1eaf86f796b7b626f322b1ad956?s=256&d=identicon&r=PG', 'display_name': 'ridermansb', 'link': 'https://stackoverflow.com/users/491181/ridermansb'}",True,5759,,11433808.0,2,4,1389751188,1342013054,1389751188.0,11433677,https://stackoverflow.com/questions/11433677/problems-with-background-image-centered-fixed-in-ie8-and-below,,Problems with background-image centered/fixed in IE8 and below,CC BY-SA 3.0,,
875,"['javascript', 'html', 'css', 'less']","{'account_id': 222473, 'reputation': 4997, 'user_id': 481083, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/bab76ab6bc09fcd80425e6261f1e4020?s=256&d=identicon&r=PG', 'display_name': 'zallarak', 'link': 'https://stackoverflow.com/users/481083/zallarak'}",True,1289,,11660994.0,2,3,1389627298,1343264495,,11660933,https://stackoverflow.com/questions/11660933/javascript-library-for-editing-less-css-variables,,Javascript library for editing LESS CSS variables?,CC BY-SA 3.0,,
876,"['css-float', 'css']","{'account_id': 1450492, 'reputation': 1151, 'user_id': 1406439, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/e35c894e329ced1c29414083a28f00ef?s=256&d=identicon&r=PG', 'display_name': 'Th3Alchemist', 'link': 'https://stackoverflow.com/users/1406439/th3alchemist'}",True,1752,,11638404.0,3,4,1389507595,1343159684,1592644375.0,11638345,https://stackoverflow.com/questions/11638345/css3s-box-shadow-issue,,CSS3&#39;s box-shadow issue,CC BY-SA 4.0,,
877,"['javascript', 'css', 'twitter-bootstrap', 'tooltip']","{'account_id': 1672783, 'reputation': 135, 'user_id': 1538918, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/6bec129492be46d7c98602d35da5151e?s=256&d=identicon&r=PG', 'display_name': 'Jonathan', 'link': 'https://stackoverflow.com/users/1538918/jonathan'}",True,9423,,11568129.0,4,5,1389379876,1342726301,1342727610.0,11567969,https://stackoverflow.com/questions/11567969/how-to-flip-twitter-bootstraps-tooltips,,How to flip Twitter Bootstrap&#39;s Tooltips,CC BY-SA 3.0,,
878,"['css', 'colors', 'accessibility', 'outline']","{'account_id': 406542, 'reputation': 10432, 'user_id': 776121, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/c679e141dcea9a95965ab46236d78375?s=256&d=identicon&r=PG', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/776121/ben'}",True,237,,11617146.0,2,1,1388831504,1343004581,,11605242,https://stackoverflow.com/questions/11605242/how-to-remove-focus-outlines-in-firefox-13,,How to remove focus outlines in firefox 13,CC BY-SA 3.0,,
879,"['html', 'css']","{'account_id': 1622966, 'reputation': 87, 'user_id': 1499152, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/01a93a2bcc117a9b905564291f759d8e?s=256&d=identicon&r=PG', 'display_name': 'mrghost1988', 'link': 'https://stackoverflow.com/users/1499152/mrghost1988'}",True,3971,,11313711.0,2,0,1388317501,1341327474,1341327565.0,11313663,https://stackoverflow.com/questions/11313663/css-navigation-bar-centralised-with-no-gap-between-buttons,,CSS navigation bar centralised with no gap between buttons,CC BY-SA 3.0,,
880,"['html', 'css', 'responsive-design']","{'account_id': 222427, 'reputation': 1052, 'user_id': 481011, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/5f3a181b6eb4a759b2fc5cff1e536b42?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/481011/daniel'}",True,667,,11559023.0,1,0,1388289879,1342525923,1342694329.0,11521903,https://stackoverflow.com/questions/11521903/responsive-design-on-mobile-scaling-width-incorrectly,,Responsive design on mobile scaling width incorrectly,CC BY-SA 3.0,,
881,"['javascript', 'css', 'facebook', 'wordpress', 'facebook-social-plugins']","{'account_id': 1242041, 'reputation': 1245, 'user_id': 1204414, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://graph.facebook.com/37516462/picture?type=large', 'display_name': 'Rick Smith', 'link': 'https://stackoverflow.com/users/1204414/rick-smith'}",True,2805,,11423757.0,1,1,1388173052,1341964337,,11423668,https://stackoverflow.com/questions/11423668/how-to-get-facebook-like-box-dark-scheme-to-work-correctly-background-is-tra,,How to get Facebook Like Box &quot;Dark Scheme&quot; to work correctly? (Background is transparent.),CC BY-SA 3.0,,
882,"['html', 'css']","{'account_id': 1410861, 'reputation': 1237, 'user_id': 1337483, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b68d93c018db680343ed7291a2175e79?s=256&d=identicon&r=PG', 'display_name': 'gaurav jain', 'link': 'https://stackoverflow.com/users/1337483/gaurav-jain'}",True,2739,,11707078.0,7,1,1387823385,1343541601,1343565283.0,11707049,https://stackoverflow.com/questions/11707049/inline-block-div-wraps-with-width-50-and-some-text-in-it,,inline-block div wraps with width=50% and some text in it,CC BY-SA 3.0,,
