,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_from,closed_date,closed_reason,protected_date
1051,"['html', 'css', 'forms', 'sass', 'scss-mixins']","{'account_id': 16191776, 'reputation': 13, 'user_id': 11690313, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2394895903866641/picture?type=large', 'display_name': 'lady coder', 'link': 'https://stackoverflow.com/users/11690313/lady-coder'}",True,184,56747019.0,3,-3,1561439305,1561437366,1561437488.0,56746901,,https://stackoverflow.com/questions/56746901/background-color-for-ul-element-didnt-work,Background color for UL element didn&#39;t work,,1561439409.0,Not suitable for this site,
1052,"['javascript', 'html', 'css']","{'account_id': 16121878, 'reputation': 1, 'user_id': 11637670, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-1y3D5bLpfS0/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcKkSd9YfLycE1VadCZKhAgZvdl2g/mo/photo.jpg?sz=256', 'display_name': 'Vijay King', 'link': 'https://stackoverflow.com/users/11637670/vijay-king'}",False,310,,3,0,1561436807,1560352152,1560354561.0,56565373,CC BY-SA 4.0,https://stackoverflow.com/questions/56565373/display-time-based-on-my-operating-system-time-format,Display time based on my Operating System time format,,,,
1053,"['javascript', 'jquery', 'html', 'css']","{'account_id': 12397691, 'reputation': 154, 'user_id': 9036600, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7jhe4aVPawY/AAAAAAAAAAI/AAAAAAAAB8E/lhHZgJQpbmo/photo.jpg?sz=256', 'display_name': 'Santosh Kumar', 'link': 'https://stackoverflow.com/users/9036600/santosh-kumar'}",True,3904,56746691.0,4,6,1561435500,1561431965,1561432366.0,56746306,CC BY-SA 4.0,https://stackoverflow.com/questions/56746306/change-text-color-with-switch-toggle-css-javascript,Change Text Color with Switch/Toggle Css/javascript,,,,
1054,"['html', 'css', 'reactjs', 'react-transition-group']","{'account_id': 340756, 'reputation': 7313, 'user_id': 2917268, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g70PX.jpg?s=256&g=1', 'display_name': 'Jitender', 'link': 'https://stackoverflow.com/users/2917268/jitender'}",True,391,56746570.0,1,0,1561434467,1561188156,1561188467.0,56713471,CC BY-SA 4.0,https://stackoverflow.com/questions/56713471/slide-in-animation-in-react-js,Slide in animation in react js,,,,
1055,"['javascript', 'html', 'css', 'svg', 'svg-filters']","{'account_id': 6956624, 'reputation': 3083, 'user_id': 5337466, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/TChEm.jpg?s=256&g=1', 'display_name': 'Sanjeev Kumar', 'link': 'https://stackoverflow.com/users/5337466/sanjeev-kumar'}",True,304,56746557.0,1,1,1561434329,1561396750,1561397468.0,56741247,CC BY-SA 4.0,https://stackoverflow.com/questions/56741247/svg-center-image-in-circle-without-image-fill,SVG - Center image in circle without image fill,,,,
1056,"['javascript', 'html', 'css']","{'account_id': 16098404, 'reputation': 5, 'user_id': 11619926, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11e1f952957beec48b2828118fe942ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'HCiszewska', 'link': 'https://stackoverflow.com/users/11619926/hciszewska'}",True,74,56745971.0,1,0,1561431098,1561426535,1561431098.0,56745730,CC BY-SA 4.0,https://stackoverflow.com/questions/56745730/not-sure-why-the-css-selector-is-not-working,Not sure why the CSS selector is not working,,,,
1057,"['css', 'sass']","{'account_id': 12831315, 'reputation': 827, 'user_id': 9282381, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/f4ae9dfe85d463dcca2356b564a2997b?s=256&d=identicon&r=PG&f=1', 'display_name': 'batgerel.e', 'link': 'https://stackoverflow.com/users/9282381/batgerel-e'}",True,54,56745934.0,2,0,1561428825,1561427964,1561428366.0,56745874,CC BY-SA 4.0,https://stackoverflow.com/questions/56745874/why-is-button-element-unaffected-by-css,Why is button element unaffected by CSS?,,,,
1058,"['css', 'angular', 'ionic-framework', 'ionic4']","{'account_id': 15213782, 'reputation': 701, 'user_id': 10977686, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-rWxtKs1Y2yI/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQM0b40Lu_E7VLvYnwuiRCXeZF7AUQ/mo/photo.jpg?sz=256', 'display_name': 'theCoder', 'link': 'https://stackoverflow.com/users/10977686/thecoder'}",False,2350,,3,0,1561428655,1561426922,,56745774,CC BY-SA 4.0,https://stackoverflow.com/questions/56745774/unable-to-set-full-background-image-on-ion-card-ionic-4,Unable to set full background image on ion-card ionic 4,,,,
1059,"['css', 'bootstrap-4']","{'account_id': 16125759, 'reputation': 303, 'user_id': 11640547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b4be9ef062c917e32ae0bb160c0e6682?s=256&d=identicon&r=PG&f=1', 'display_name': 'Paul Mikki', 'link': 'https://stackoverflow.com/users/11640547/paul-mikki'}",True,91,56745747.0,1,0,1561427025,1561425916,,56745677,CC BY-SA 4.0,https://stackoverflow.com/questions/56745677/how-to-make-ellipsis-media-heading-in-second-line-using-bootstrap-media-object,How to make ellipsis media heading in second line using Bootstrap Media object,,,,
1060,"['html', 'css', 'angular']","{'account_id': 3433429, 'reputation': 555, 'user_id': 2877123, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/71e37b1809a4ab999ac1156e571ff1dc?s=256&d=identicon&r=PG&f=1', 'display_name': 'Oblivion', 'link': 'https://stackoverflow.com/users/2877123/oblivion'}",True,3461,56743481.0,2,0,1561426798,1561406711,1561426798.0,56743264,CC BY-SA 4.0,https://stackoverflow.com/questions/56743264/set-image-width-to-half-page-width,Set image width to half page width,,,,
1061,"['html', 'css']","{'account_id': 1756669, 'reputation': 785, 'user_id': 1604542, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/edfed2e8a3e258cbb7fe39899d560f85?s=256&d=identicon&r=PG', 'display_name': 'Jk33', 'link': 'https://stackoverflow.com/users/1604542/jk33'}",True,2065,56745546.0,1,3,1561424265,1561423988,,56745520,CC BY-SA 4.0,https://stackoverflow.com/questions/56745520/how-to-make-a-text-input-align-to-center-but-have-the-cursor-aligned-left-when,"How to make a text input align to center, but have the cursor aligned left when focused?",,,,
1062,"['html', 'css']","{'account_id': 15596932, 'reputation': 81, 'user_id': 11252145, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1f4dfa4c4227b1e735bf22c69a033f75?s=256&d=identicon&r=PG&f=1', 'display_name': 'Farah10', 'link': 'https://stackoverflow.com/users/11252145/farah10'}",True,1868,56744627.0,4,0,1561422833,1561414513,,56744589,CC BY-SA 4.0,https://stackoverflow.com/questions/56744589/adding-an-asterisk-before-the-colon-on-a-required-form-label,Adding an asterisk BEFORE the colon on a required form label,,,,
1063,"['html', 'css']","{'account_id': 11635631, 'reputation': 79, 'user_id': 8522060, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/e36ed9502aa9dfaccd8d34438b9d4d8c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ty H', 'link': 'https://stackoverflow.com/users/8522060/ty-h'}",True,87,,1,0,1561421611,1561421123,,56745285,CC BY-SA 4.0,https://stackoverflow.com/questions/56745285/issues-with-z-index-sidenav-overlapping-topnav,"Issues with z-index, sidenav overlapping topnav",,,,
1064,"['html', 'css', 'angular', 'sass']","{'account_id': 5848387, 'reputation': 7585, 'user_id': 4607841, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/71cd701f6826481858ee299f68f3205a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tom', 'link': 'https://stackoverflow.com/users/4607841/tom'}",False,1140,,1,0,1561418683,1561415022,1561415849.0,56744647,CC BY-SA 4.0,https://stackoverflow.com/questions/56744647/plus-minus-sign-for-accordion,Plus minus sign for accordion,,,,
1065,"['html', 'css', 'wordpress']","{'user_type': 'does_not_exist', 'display_name': 'user11687632'}",False,46,,1,0,1561417820,1561396216,1561406662.0,56741125,CC BY-SA 4.0,https://stackoverflow.com/questions/56741125/how-to-resolve-incoming-email-error-in-wordpress,How to resolve incoming email error in WordPress,,,,
1066,"['css', 'sass', 'less', 'transpiler']","{'account_id': 1446422, 'reputation': 4200, 'user_id': 1364723, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/3b65bceb58c0ce4c769debaac0d33185?s=256&d=identicon&r=PG', 'display_name': 'Jim B.', 'link': 'https://stackoverflow.com/users/1364723/jim-b'}",True,49,56744928.0,1,-1,1561417255,1561416470,1561416914.0,56744852,CC BY-SA 4.0,https://stackoverflow.com/questions/56744852/what-language-is-position-absolute-12px-10px,What language is &quot;position: absolute 12px * * 10px;&quot;,,,,
1067,"['javascript', 'css', 'asp.net', 'twitter-bootstrap']","{'account_id': 12048666, 'reputation': 3, 'user_id': 8812622, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43f6777efaa559d5ac1e8c983c58b76a?s=256&d=identicon&r=PG&f=1', 'display_name': 'akazzaaa_', 'link': 'https://stackoverflow.com/users/8812622/akazzaaa'}",True,1807,56744925.0,1,-1,1561417224,1561417083,1561417175.0,56744914,CC BY-SA 4.0,https://stackoverflow.com/questions/56744914/how-to-use-multi-select-dropdown-list-asp-net,How to use multi select dropdown list asp net,,,,
1068,"['css', 'jsx', 'primereact']","{'account_id': 14628948, 'reputation': 189, 'user_id': 10565406, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-5wRBPpjx77Y/AAAAAAAAAAI/AAAAAAAAABE/zj4JW5ZsN4c/photo.jpg?sz=256', 'display_name': 'JavaHava', 'link': 'https://stackoverflow.com/users/10565406/javahava'}",False,872,,1,0,1561415487,1561406795,1561408209.0,56743286,CC BY-SA 4.0,https://stackoverflow.com/questions/56743286/is-there-any-method-to-change-the-icon-image-to-an-local-image-in-prime-react,Is there any method to change the icon image to an local image in prime react?,,,,
1069,"['javascript', 'html', 'css']","{'account_id': 14557588, 'reputation': 169, 'user_id': 11677453, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ef5d036da5c2306b501c2353e698cc0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jason000', 'link': 'https://stackoverflow.com/users/11677453/jason000'}",True,590,56744531.0,2,0,1561415337,1561411795,,56744184,CC BY-SA 4.0,https://stackoverflow.com/questions/56744184/how-to-adjust-position-of-tooltip-so-its-next-to-my-label,How to adjust position of &#39;ToolTip&#39; so it&#39;s next to my &lt;label&gt;?,,,,
1070,"['css', 'reactjs']","{'account_id': 15342175, 'reputation': 5, 'user_id': 11068845, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/928deccb64a8caf740bbf518d3a4f8c0?s=256&d=identicon&r=PG&f=1', 'display_name': 'John', 'link': 'https://stackoverflow.com/users/11068845/john'}",False,82,,0,0,1561413970,1561327176,1561413970.0,56728042,CC BY-SA 4.0,https://stackoverflow.com/questions/56728042/rendered-height-and-client-height-arent-the-same,Rendered Height and Client Height aren&#39;t the same,,,,
1071,"['javascript', 'html', 'css', 'web']","{'account_id': 7259636, 'reputation': 875, 'user_id': 5536928, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://graph.facebook.com/10207174811101958/picture?type=large', 'display_name': 'Liroo Pierre', 'link': 'https://stackoverflow.com/users/5536928/liroo-pierre'}",False,50,,0,1,1561412047,1561412047,,56744220,CC BY-SA 4.0,https://stackoverflow.com/questions/56744220/infinite-scroll-without-infecting-element,Infinite scroll without infecting element,,,,
1072,"['css', 'vue.js', 'ionic-framework', 'materialize']","{'account_id': 10874970, 'reputation': 450, 'user_id': 8443777, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2ebf81808b554568bde324e353ffe72?s=256&d=identicon&r=PG', 'display_name': 'joshhemphill', 'link': 'https://stackoverflow.com/users/8443777/joshhemphill'}",True,4942,56719919.0,2,0,1561409879,1561178546,1561409879.0,56712649,CC BY-SA 4.0,https://stackoverflow.com/questions/56712649/materialize-css-components-in-ionic-vue-to-use-materialize-interchangeably-with,Materialize CSS/components in Ionic/Vue to use materialize interchangeably with Ionic?,,,,
1073,"['html', 'css', 'angular']","{'account_id': 4321939, 'reputation': 1530, 'user_id': 3529850, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3529850', 'link': 'https://stackoverflow.com/users/3529850/user3529850'}",True,55,56743687.0,2,0,1561409182,1561404911,,56742892,CC BY-SA 4.0,https://stackoverflow.com/questions/56742892/extract-own-ui-component-to-one-place,Extract own ui-component to one place,,,,
1074,['css'],"{'account_id': 1083641, 'reputation': 2014, 'user_id': 1083697, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/38016b5caf736ce69755c8abcf2d2cdf?s=256&d=identicon&r=PG', 'display_name': 'andrybak', 'link': 'https://stackoverflow.com/users/1083697/andrybak'}",True,107,,1,0,1561407743,1561406945,1561407379.0,56743321,,https://stackoverflow.com/questions/56743321/is-it-possible-to-use-local-filepaths-in-csss-url,Is it possible to use local filepaths in CSS&#39;s url()?,,1561408245.0,Duplicate,
1075,"['ios', 'css', 'input']","{'account_id': 16195721, 'reputation': 19, 'user_id': 11693416, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZVZCt.gif?s=256&g=1', 'display_name': 'TheEmperor', 'link': 'https://stackoverflow.com/users/11693416/theemperor'}",True,29,56743208.0,1,1,1561406447,1561394442,1561394918.0,56740782,CC BY-SA 4.0,https://stackoverflow.com/questions/56740782/css-input-number-field-rendering-weird-on-certain-versions-of-ios,css input number field rendering weird on certain versions of ios,,,,
1076,"['html', 'css', 'angular']","{'account_id': 2520655, 'reputation': 15629, 'user_id': 2191105, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/tPiCW.png?s=256&g=1', 'display_name': 'David Hoelzer', 'link': 'https://stackoverflow.com/users/2191105/david-hoelzer'}",True,468,56743138.0,1,0,1561406163,1561405006,,56742902,CC BY-SA 4.0,https://stackoverflow.com/questions/56742902/multi-div-horizontal-marquee-via-css,Multi-div horizontal marquee via CSS,,,,
1077,"['javascript', 'html', 'css', 'reactjs', 'redux']","{'user_type': 'does_not_exist', 'display_name': 'user10972884'}",True,373,,1,0,1561405997,1561405200,,56742945,CC BY-SA 4.0,https://stackoverflow.com/questions/56742945/using-value-in-usestate-but-when-i-use-it-in-this-state-the-switch-between-tabs,using value in useState but when I use it in this.state the switch between tabs not happening,,,,
1078,"['css', 'angular', 'material-design']","{'account_id': 8655981, 'reputation': 894, 'user_id': 6480245, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/e4ca78bf791aad2833bc3900a257ade7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Flash', 'link': 'https://stackoverflow.com/users/6480245/flash'}",True,1577,56742728.0,1,0,1561404630,1561403318,1561403437.0,56742567,CC BY-SA 4.0,https://stackoverflow.com/questions/56742567/change-color-of-contents-in-mat-expansion-on-hover-and-focus,Change color of contents in Mat Expansion on hover and focus,,,,
1079,"['javascript', 'jquery', 'html', 'css']","{'account_id': 15146608, 'reputation': 344, 'user_id': 10930155, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-8dYSFWysF8E/AAAAAAAAAAI/AAAAAAAAAdg/oFtLCG1cuMM/photo.jpg?sz=256', 'display_name': 'Anthony Gedeon', 'link': 'https://stackoverflow.com/users/10930155/anthony-gedeon'}",True,185,,1,1,1561403081,1561400156,,56741923,CC BY-SA 4.0,https://stackoverflow.com/questions/56741923/gradually-increment-the-opacity-for-etch-a-sketch-project,gradually Increment the opacity for etch-a-sketch project,,,,
1080,"['html', 'css', 'rotation', 'positioning']","{'account_id': 13932559, 'reputation': 133, 'user_id': 10060431, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/2iKCr.jpg?s=256&g=1', 'display_name': 'Ahmet Tuna POTUR', 'link': 'https://stackoverflow.com/users/10060431/ahmet-tuna-potur'}",False,407,,1,1,1561403038,1561393929,,56740667,,https://stackoverflow.com/questions/56740667/css-the-problem-of-rotating-the-centered-rectangle-inside-the-box,Css the problem of rotating the centered rectangle inside the box,,1561403771.0,Duplicate,
1081,"['html', 'css']","{'account_id': 9890552, 'reputation': 91, 'user_id': 11649999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/929005c3ec76c5f6dea0351d6d91c14e?s=256&d=identicon&r=PG&f=1', 'display_name': 'yunyun333', 'link': 'https://stackoverflow.com/users/11649999/yunyun333'}",True,174,,1,-1,1561401106,1561400704,,56742028,CC BY-SA 4.0,https://stackoverflow.com/questions/56742028/adding-dynamic-play-button-to-html-video,Adding dynamic play button to HTML video,,,,
1082,"['css', 'sass']","{'account_id': 7177105, 'reputation': 121, 'user_id': 5482598, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Tv2uf.jpg?s=256&g=1', 'display_name': 'ALopez', 'link': 'https://stackoverflow.com/users/5482598/alopez'}",True,38,56742026.0,1,1,1561400698,1561399456,,56741788,CC BY-SA 4.0,https://stackoverflow.com/questions/56741788/is-possible-to-avoid-properties-repetition-without-using-mixins,Is possible to avoid properties repetition without using mixins?,,,,
1083,"['css', 'twitter-bootstrap-3']","{'account_id': 8892765, 'reputation': 47, 'user_id': 6638789, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-7OciRVjuXTI/AAAAAAAAAAI/AAAAAAAAAI0/KIP1L8YjVEg/photo.jpg?sz=256', 'display_name': 'TripVik', 'link': 'https://stackoverflow.com/users/6638789/tripvik'}",True,326,56741373.0,2,0,1561398710,1561397025,1561398067.0,56741299,CC BY-SA 4.0,https://stackoverflow.com/questions/56741299/how-to-change-the-color-of-selected-dropdown-in-bootstrap-navbar,How to change the color of selected dropdown in bootstrap navbar?,,,,
1084,"['javascript', 'html', 'css']","{'account_id': 15809832, 'reputation': 21, 'user_id': 11407326, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/X1NjW.png?s=256&g=1', 'display_name': 'James Luna', 'link': 'https://stackoverflow.com/users/11407326/james-luna'}",True,73,,1,2,1561398478,1561396907,,56741281,CC BY-SA 4.0,https://stackoverflow.com/questions/56741281/difficulty-creating-an-infinite-anti-clockwise-carousel-using-javascript,Difficulty Creating an Infinite Anti-Clockwise Carousel using JavaScript,,,,
1085,"['html', 'css', 'twitter-bootstrap']","{'account_id': 10582802, 'reputation': 550, 'user_id': 7796043, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ac105be0330c617a30978d2e016644b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mv27', 'link': 'https://stackoverflow.com/users/7796043/mv27'}",True,43,56709701.0,1,0,1561397799,1561144739,,56709291,CC BY-SA 4.0,https://stackoverflow.com/questions/56709291/rewrite-to-bootstrap-and-use-transform-on-image,Rewrite to bootstrap and use transform on image,,,,
1086,"['html', 'css', 'bootstrap-4']","{'account_id': 5881648, 'reputation': 551, 'user_id': 5798214, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/17ddf6a0ca346d797c6b90ef5a1b415c?s=256&d=identicon&r=PG&f=1', 'display_name': 'user5798214', 'link': 'https://stackoverflow.com/users/5798214/user5798214'}",False,38,,0,0,1561397149,1561397149,,56741324,CC BY-SA 4.0,https://stackoverflow.com/questions/56741324/create-custom-input-box-with-autofill,Create custom input box with autofill,,,,
1087,"['javascript', 'html', 'css', 'd3.js', 'svg']","{'account_id': 16175041, 'reputation': 5, 'user_id': 11677940, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-ZVSyU6YWSEc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reHSHsgjORJYu8lRhZpSuvvcMgS2w/mo/photo.jpg?sz=256', 'display_name': 'pk1997', 'link': 'https://stackoverflow.com/users/11677940/pk1997'}",True,85,56741186.0,2,0,1561396592,1561060202,1561396592.0,56692977,CC BY-SA 4.0,https://stackoverflow.com/questions/56692977/how-do-i-apply-two-svgs-on-one-html-page,How do I apply two svgs on one html page?,,,,
1088,"['html', 'css', 'twitter-bootstrap']","{'account_id': 14491279, 'reputation': 146, 'user_id': 10467445, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1059445740904933/picture?type=large', 'display_name': 'Shrey', 'link': 'https://stackoverflow.com/users/10467445/shrey'}",True,43,56741136.0,2,0,1561396281,1561394824,1561395015.0,56740861,CC BY-SA 4.0,https://stackoverflow.com/questions/56740861/adding-a-bootstrap-button-removes-all-previous-css-positioning,Adding a bootstrap button removes all previous CSS positioning,,,,
1089,"['html', 'css', 'ionic-framework']","{'account_id': 16190821, 'reputation': 1, 'user_id': 11689645, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-4IQmjccusPI/AAAAAAAAAAI/AAAAAAAAAYI/3Pg1B_OoN8g/photo.jpg?sz=256', 'display_name': 'Th&#233;o Charlot', 'link': 'https://stackoverflow.com/users/11689645/th%c3%a9o-charlot'}",False,255,,0,0,1561395806,1561328616,1592644375.0,56728129,CC BY-SA 4.0,https://stackoverflow.com/questions/56728129/blur-part-of-image-on-smartphone-webviews,Blur part of image on smartphone webviews,,,,
1090,"['html', 'css', 'sass']","{'account_id': 16063099, 'reputation': 87, 'user_id': 11593461, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-wdW0xyrUOYI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3renJ133Ao6xjcQOVWcpMzdPj-3vew/mo/photo.jpg?sz=256', 'display_name': 'Lewis Smith', 'link': 'https://stackoverflow.com/users/11593461/lewis-smith'}",True,57,56738808.0,2,0,1561395305,1561384996,,56738292,CC BY-SA 4.0,https://stackoverflow.com/questions/56738292/word-break-not-working-even-though-max-width-showing-p-smaller-than-max,Word break not working even though max-width showing &lt;p&gt; smaller than max,,,,
1091,"['php', 'html', 'css']","{'account_id': 4530033, 'reputation': 195, 'user_id': 3680803, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/8f0124df588aa09bb16727605c936a81?s=256&d=identicon&r=PG&f=1', 'display_name': 'arooney88', 'link': 'https://stackoverflow.com/users/3680803/arooney88'}",True,53,56710446.0,1,0,1561394161,1561150196,1561297828.0,56710305,CC BY-SA 4.0,https://stackoverflow.com/questions/56710305/php-controlling-where-a-table-is-placed-on-a-web-page,PHP controlling where a table is placed on a web page,,,,
1092,"['jquery', 'css']","{'account_id': 15202201, 'reputation': 383, 'user_id': 10969861, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3829d656e257255744e1d6d4290e5f12?s=256&d=identicon&r=PG&f=1', 'display_name': 'TobiasM', 'link': 'https://stackoverflow.com/users/10969861/tobiasm'}",True,259,56740476.0,4,-1,1561393597,1561391083,1561392151.0,56739997,CC BY-SA 4.0,https://stackoverflow.com/questions/56739997/change-border-color-if-tr-hasclass,Change border color if tr hasClass,,,,
1093,"['html', 'css']","{'account_id': 15247439, 'reputation': 374, 'user_id': 11001920, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b08c34f60b7be8ed9ede11ff6ec5b72b?s=256&d=identicon&r=PG&f=1', 'display_name': 'moondc', 'link': 'https://stackoverflow.com/users/11001920/moondc'}",False,2013,,1,-4,1561393373,1561385825,,56738512,CC BY-SA 4.0,https://stackoverflow.com/questions/56738512/how-to-have-header-and-footer-inside-of-container,How to have header and footer inside of container?,,,,
1094,"['html', 'css']","{'account_id': 16195336, 'reputation': 41, 'user_id': 11693111, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f130076b1d5d478668f299475f1b3f90?s=256&d=identicon&r=PG&f=1', 'display_name': 'RyanSmith', 'link': 'https://stackoverflow.com/users/11693111/ryansmith'}",False,324,,1,3,1561393095,1561391882,1561393095.0,56740199,CC BY-SA 4.0,https://stackoverflow.com/questions/56740199/text-stuck-behind-div,Text stuck behind div,,,,
1095,"['javascript', 'css', 'reactjs', 'material-ui']","{'account_id': 14397593, 'reputation': 241, 'user_id': 10400381, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2073883009331041/picture?type=large', 'display_name': 'Jeyanth Kanagaraj', 'link': 'https://stackoverflow.com/users/10400381/jeyanth-kanagaraj'}",True,499,56733626.0,1,1,1561392471,1561365396,,56732741,CC BY-SA 4.0,https://stackoverflow.com/questions/56732741/creating-heart-shaped-progress-loader-reactjs,Creating Heart shaped progress loader | Reactjs,,,,
1096,"['html', 'css', 'angular']","{'account_id': 13718557, 'reputation': 933, 'user_id': 9899126, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-w3N3oKCO2bw/AAAAAAAAAAI/AAAAAAAAGaw/bT7zqY0zqy4/photo.jpg?sz=256', 'display_name': 'LaurenAH', 'link': 'https://stackoverflow.com/users/9899126/laurenah'}",False,766,,0,0,1561392056,1561391162,1561392056.0,56740019,CC BY-SA 4.0,https://stackoverflow.com/questions/56740019/how-to-dynamically-set-table-column-widths-in-angular-template,How to dynamically set table column widths in Angular template,,,,
1097,"['html', 'css', 'responsive-design']","{'account_id': 11483216, 'reputation': 71, 'user_id': 11692338, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10212572587726267/picture?type=large', 'display_name': 'Carina Thornval', 'link': 'https://stackoverflow.com/users/11692338/carina-thornval'}",False,40,,0,0,1561391403,1561382246,1561391403.0,56737443,CC BY-SA 4.0,https://stackoverflow.com/questions/56737443/media-in-child-theme-wordpress-is-not-at-all-responding-and-completly-ignorion,"@media in child theme wordpress, is not at all responding and completly ignoriong the css",,,,
1098,"['javascript', 'html', 'css']","{'account_id': 7534344, 'reputation': 121, 'user_id': 11691689, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ddc8f781a2be35419495eaeceb92f4ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Biker', 'link': 'https://stackoverflow.com/users/11691689/biker'}",False,63,,0,2,1561391316,1561386718,1561391316.0,56738797,CC BY-SA 4.0,https://stackoverflow.com/questions/56738797/3d-transform-weird-infinitely-spinning-duplicated-img,3D transform: Weird infinitely spinning duplicated Img,,,,
1099,"['javascript', 'html', 'css', 'random']","{'account_id': 16121211, 'reputation': 15, 'user_id': 11637153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5e16b35de657cc23d2efa9402309dbbe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jan Grabowski', 'link': 'https://stackoverflow.com/users/11637153/jan-grabowski'}",False,1672,,1,1,1561390455,1560978740,1561390455.0,56675905,CC BY-SA 4.0,https://stackoverflow.com/questions/56675905/how-to-fill-generated-table-with-random-values-in-javascript,How to fill generated table with random values in JavaScript,,,,
1100,"['javascript', 'css']","{'account_id': 11548412, 'reputation': 3117, 'user_id': 8461786, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/55878061e134ad81c5d169881b3c6d2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'barciewicz', 'link': 'https://stackoverflow.com/users/8461786/barciewicz'}",False,29,,0,0,1561388455,1561388455,,56739329,CC BY-SA 4.0,https://stackoverflow.com/questions/56739329/how-to-adjust-div-height-from-auto-to-content-height-first-and-then-fill-it-with,"How to adjust div height from auto to content height first and then fill it with content, not the other way around?",,,,
