,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,accepted_answer_id,last_edit_date,closed_reason,migrated_from
997,"['php', 'css', 'chat', 'livechat']","{'account_id': 23748466, 'reputation': 1, 'user_id': 17765542, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a10b07cd7fbaed0bf0d235e34dffad3?s=256&d=identicon&r=PG', 'display_name': 'user17765542', 'link': 'https://stackoverflow.com/users/17765542/user17765542'}",False,20,0,0,1640536794,1640536794,70488107,CC BY-SA 4.0,https://stackoverflow.com/questions/70488107/functional-and-not-so-juicy-open-chat-for-my-site,Functional and not so juicy open-chat for my site?,,,,,
998,"['html', 'css', 'twitter-bootstrap', 'checkbox']","{'account_id': 472928, 'reputation': 3921, 'user_id': 881712, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/852956f1a8a603a7d09d10e856f821be?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/881712/mark'}",False,507,1,0,1640534192,1639840082,70404528,CC BY-SA 4.0,https://stackoverflow.com/questions/70404528/customize-hover-effect-for-bootstrap-checkbox,Customize hover effect for Bootstrap checkbox,,,,,
999,"['css', 'bootstrap-4']","{'account_id': 21176691, 'reputation': 45, 'user_id': 15571869, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33b990039cb89f559aa9dfa174b83cd8?s=256&d=identicon&r=PG&f=1', 'display_name': 'GOKTU', 'link': 'https://stackoverflow.com/users/15571869/goktu'}",False,27,0,0,1640534070,1640530630,70487412,,https://stackoverflow.com/questions/70487412/different-lengths-in-the-grid-system,different lengths in the grid system,1640544374.0,,1640534070.0,Duplicate,
1000,"['html', 'css', 'parallax']","{'account_id': 19337329, 'reputation': 1, 'user_id': 14137658, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiXiGwdVVu2YDqUOB3YZ7Owskjo84yEw4Za7MK2dqI=k-s256', 'display_name': 'Francesco Bondini', 'link': 'https://stackoverflow.com/users/14137658/francesco-bondini'}",False,34,0,0,1640532068,1640531767,70487557,CC BY-SA 4.0,https://stackoverflow.com/questions/70487557/translatez-works-but-the-element-scrolls-at-the-same-speed-as-the-rest,translateZ works but the element scrolls at the same speed as the rest,,,1640532068.0,,
1001,"['html', 'css', 'bootstrap-4', 'flexbox']","{'account_id': 19302036, 'reputation': 17, 'user_id': 14109703, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37efa099e9e3630f63be3f2d44752c06?s=256&d=identicon&r=PG&f=1', 'display_name': 'Romain ', 'link': 'https://stackoverflow.com/users/14109703/romain'}",True,65,2,0,1640531759,1640523126,70486593,CC BY-SA 4.0,https://stackoverflow.com/questions/70486593/sub-columns-impossble-with-flexbox,Sub-columns impossble with flexbox,,70486737.0,,,
1002,"['css', 'tailwind-css']","{'account_id': 12971024, 'reputation': 15, 'user_id': 9376777, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Domica', 'link': 'https://stackoverflow.com/users/9376777/domica'}",False,168,0,0,1640530439,1640530439,70487385,CC BY-SA 4.0,https://stackoverflow.com/questions/70487385/using-position-absolute-with-overflow-y-hidden-and-overflow-x-auto,Using position: absolute with overflow-y: hidden and overflow-x: auto,,,,,
1003,"['javascript', 'css', 'google-chrome', 'google-chrome-extension', 'add-on']","{'account_id': 9945556, 'reputation': 307, 'user_id': 7360423, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/XqDZq.png?s=256&g=1', 'display_name': 'Costas', 'link': 'https://stackoverflow.com/users/7360423/costas'}",False,23,0,0,1640530144,1640530144,70487343,CC BY-SA 4.0,https://stackoverflow.com/questions/70487343/image-does-not-load-by-contnent-script-with-css,Image does not load by contnent script with CSS,,,,,
1004,"['html', 'css', 'reactjs', 'api', 'shopify']","{'account_id': 22246419, 'reputation': 1, 'user_id': 16480047, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GicbCub0CcpQTCI5BevRs-rvXhrUcHVN8AhLnpsoQ=k-s256', 'display_name': 'Nihal Padwal', 'link': 'https://stackoverflow.com/users/16480047/nihal-padwal'}",False,83,1,0,1640529919,1640529537,70487273,CC BY-SA 4.0,https://stackoverflow.com/questions/70487273/i-have-data-in-my-shopify-api-i-want-to-use-that-data-in-my-reactjs-app-how-do-i,i have data in my shopify api i want to use that data in my reactjs app how do i do that,,,1640529837.0,,
1005,"['javascript', 'html', 'css']","{'account_id': 11107129, 'reputation': 29, 'user_id': 8153997, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9ab3e2af9daa305cbcf33fed56f129d2?s=256&d=identicon&r=PG&f=1', 'display_name': '89XE10', 'link': 'https://stackoverflow.com/users/8153997/89xe10'}",False,200,0,1,1640527425,1640513989,70485672,CC BY-SA 4.0,https://stackoverflow.com/questions/70485672/line-breaks-with-whitespace-only-rather-than-with-special-characters,Line-breaks with whitespace only - rather than with special characters,,,1640527425.0,,
1006,"['html', 'css', 'reactjs', 'bootstrap-4']","{'account_id': 15191819, 'reputation': 2500, 'user_id': 10962364, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5rz7O.jpg?s=256&g=1', 'display_name': 'MagnusEffect', 'link': 'https://stackoverflow.com/users/10962364/magnuseffect'}",True,60,2,1,1640527203,1640504273,70484898,CC BY-SA 4.0,https://stackoverflow.com/questions/70484898/how-to-set-the-password-filed-inline-ui-issue,How to set the password filed inline (UI issue)?,,,,,
1007,"['javascript', 'html', 'css']","{'account_id': 1092709, 'reputation': 1063, 'user_id': 1086990, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://i.stack.imgur.com/RhF0I.jpg?s=256&g=1', 'display_name': 'markb', 'link': 'https://stackoverflow.com/users/1086990/markb'}",True,84,1,0,1640525797,1640489657,70484053,CC BY-SA 4.0,https://stackoverflow.com/questions/70484053/move-ul-element-into-the-previous-adjacent-li-element,Move &#39;ul&#39; element into the previous adjacent &#39;li&#39;` element,,70486873.0,1640523971.0,,
1008,"['css', 'input', 'range', 'styles', 'input-type-range']","{'account_id': 11367870, 'reputation': 33, 'user_id': 8334287, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Es6NdAOoVvs/AAAAAAAAAAI/AAAAAAAAAyU/afc1RGkMNIY/photo.jpg?sz=256', 'display_name': 'Tsotne Lomidze', 'link': 'https://stackoverflow.com/users/8334287/tsotne-lomidze'}",False,34,0,1,1640524524,1640212965,70455876,CC BY-SA 4.0,https://stackoverflow.com/questions/70455876/how-to-customize-the-input-type-range-with-our-costum-css-styles,How to customize the input type range with our costum css styles,,,1640524524.0,,
1009,"['css', 'reactjs', 'svg', 'font-awesome']","{'account_id': 19193512, 'reputation': 87, 'user_id': 14022762, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c6c2a079c4f225e4c850d696720378a?s=256&d=identicon&r=PG&f=1', 'display_name': 'User2000', 'link': 'https://stackoverflow.com/users/14022762/user2000'}",True,451,1,2,1640523294,1640337044,70471274,CC BY-SA 4.0,https://stackoverflow.com/questions/70471274/putting-a-font-awesome-svg-icon-inside-an-input-field,Putting a font awesome svg icon inside an input field,,,,,
1010,"['php', 'html', 'css']","{'account_id': 23749489, 'reputation': 1, 'user_id': 17766454, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhBo3YevSjyJYoaIc7vhUdYLQ7_fAugp8McFJxc=k-s256', 'display_name': 'Ninjat', 'link': 'https://stackoverflow.com/users/17766454/ninjat'}",False,33,0,0,1640522580,1640522255,70486495,CC BY-SA 4.0,https://stackoverflow.com/questions/70486495/how-to-use-html-text-just-on-homepage,How to use html text just on homepage,,,1640522580.0,,
1011,"['javascript', 'html', 'css']","{'account_id': 23748081, 'reputation': 23, 'user_id': 17765200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e0f6fb01cd322c2781b24b8c1e44d87?s=256&d=identicon&r=PG', 'display_name': 'thewebsitelearner', 'link': 'https://stackoverflow.com/users/17765200/thewebsitelearner'}",True,183,2,0,1640520215,1640506416,70485046,CC BY-SA 4.0,https://stackoverflow.com/questions/70485046/i-have-done-all-of-my-html-code-but-for-some-reason-its-just-showing-a-blank-p,"I have done all of my html code, but for some reason it&#39;s just showing a blank page",,70486098.0,,,
1012,"['javascript', 'css', 'reactjs']","{'account_id': 22031268, 'reputation': 325, 'user_id': 16298490, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/4121295487917274/picture?type=large', 'display_name': 'n_d22', 'link': 'https://stackoverflow.com/users/16298490/n-d22'}",False,34,3,0,1640519836,1640517698,70486046,CC BY-SA 4.0,https://stackoverflow.com/questions/70486046/change-navbar-colour-with-state-styled-components,Change Navbar Colour with State- Styled-Components,,,,,
1013,"['javascript', 'html', 'css', 'arrays', 'repeat']","{'account_id': 23607526, 'reputation': 35, 'user_id': 17643025, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/A43Fc.jpg?s=256&g=1', 'display_name': 'Siavash_Sk', 'link': 'https://stackoverflow.com/users/17643025/siavash-sk'}",True,25,1,-3,1640519422,1640519085,70486181,,https://stackoverflow.com/questions/70486181/this-code-will-return-true-if-item-does-exist-in-array-but-it-should-be-true-whe,this code will return true if item does exist in array but it should be true when item was duplicated,1640519266.0,,1640519412.0,Duplicate,
1014,"['javascript', 'html', 'css']","{'account_id': 13941563, 'reputation': 41, 'user_id': 10067298, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a7a204643f9e0611213fba41d04005f?s=256&d=identicon&r=PG&f=1', 'display_name': 'hipstorsmith', 'link': 'https://stackoverflow.com/users/10067298/hipstorsmith'}",False,25,0,0,1640518520,1640517718,70486050,,https://stackoverflow.com/questions/70486050/rotate-previous-element-on-next-hovered,Rotate previous element on next hovered,1640518350.0,,,Duplicate,
1015,"['html', 'css', 'twitter-bootstrap', 'bootstrap-4', 'bootstrap-5']","{'account_id': 12997718, 'reputation': 289, 'user_id': 9394747, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Amit Jathar', 'link': 'https://stackoverflow.com/users/9394747/amit-jathar'}",True,419,1,0,1640517733,1640504316,70484901,CC BY-SA 4.0,https://stackoverflow.com/questions/70484901/bootstrap-5-carousel-caption-text-disappears-when-the-website-is-seen-on-a-small,Bootstrap 5 carousel-caption text disappears when the website is seen on a smaller screen,,70485000.0,,,
1016,"['html', 'css']","{'account_id': 21953338, 'reputation': 97, 'user_id': 16232251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a4b6e175934fd5a6066ce8b6418a430?s=256&d=identicon&r=PG&f=1', 'display_name': 'nguyencuc2286', 'link': 'https://stackoverflow.com/users/16232251/nguyencuc2286'}",True,49,1,0,1640517099,1640493442,70484235,CC BY-SA 4.0,https://stackoverflow.com/questions/70484235/why-i-use-responsive-for-different-resolution-at-class-but-it-does-not-active,Why I use responsive for different resolution at &quot;class&quot; but it does not active?,,,1640517099.0,,
1017,"['javascript', 'html', 'css', 'materialize', 'darkmode']","{'account_id': 23748384, 'reputation': 19, 'user_id': 17765472, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33f0fa3cef281a347fe0bd0b3cf28007?s=256&d=identicon&r=PG', 'display_name': 'avico34', 'link': 'https://stackoverflow.com/users/17765472/avico34'}",True,81,2,0,1640516823,1640509940,70485323,CC BY-SA 4.0,https://stackoverflow.com/questions/70485323/why-the-dark-theme-colors-written-in-the-scss-file-does-not-apply,Why the dark-theme colors written in the SCSS file does not apply?,,70485345.0,1640510322.0,,
1018,"['html', 'css']","{'account_id': 20938407, 'reputation': 31, 'user_id': 15383077, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8c6224ce17dc3bb6a4881e1d154eab62?s=256&d=identicon&r=PG&f=1', 'display_name': 'lashtirsirik', 'link': 'https://stackoverflow.com/users/15383077/lashtirsirik'}",True,57,2,1,1640515425,1640495371,70484336,CC BY-SA 4.0,https://stackoverflow.com/questions/70484336/how-to-put-fixed-shadow-on-the-bottom-item-of-a-list,How to put fixed shadow on the bottom item of a list?,,70484544.0,1640515425.0,,
1019,"['html', 'css', 'unicode', 'font-face', 'unicode-string']","{'account_id': 23710610, 'reputation': 15, 'user_id': 17732533, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/r5b1O.jpg?s=256&g=1', 'display_name': 'rhyshighrise', 'link': 'https://stackoverflow.com/users/17732533/rhyshighrise'}",True,129,1,0,1640514075,1640508201,70485200,CC BY-SA 4.0,https://stackoverflow.com/questions/70485200/how-do-i-make-the-unicode-range-in-font-face-for-only-load-latin-characters-c,How do I make the unicode-range in @font-face for only load Latin characters? (css),,70485682.0,,,
1020,"['html', 'css']","{'account_id': 8706573, 'reputation': 71, 'user_id': 6514353, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Ixm-neOQYts/AAAAAAAAAAI/AAAAAAAACZY/kznYhbi3Wo8/photo.jpg?sz=256', 'display_name': 'ti saigon', 'link': 'https://stackoverflow.com/users/6514353/ti-saigon'}",True,63,1,0,1640512390,1640510566,70485383,CC BY-SA 4.0,https://stackoverflow.com/questions/70485383/heading-font-size-sticky-navigation-is-small-in-mobile-devices-with-or-withou,heading font size (sticky navigation) is small in mobile devices (with or without viewport),,70485533.0,,,
1021,"['html', 'css', 'image', 'background-image', 'html-helper']","{'account_id': 23736938, 'reputation': 1, 'user_id': 17755521, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjbbmg5zBu3_rfK5X98o-KowyiOE2kwrV0GTw3l=k-s256', 'display_name': 'kimush', 'link': 'https://stackoverflow.com/users/17755521/kimush'}",True,112,1,0,1640512306,1640350492,70473133,CC BY-SA 4.0,https://stackoverflow.com/questions/70473133/html-background-image-not-appearing,HTML - Background image not appearing,,,1640512306.0,,
1022,"['html', 'css']","{'account_id': 17746276, 'reputation': 113, 'user_id': 12885493, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UkbDU.jpg?s=256&g=1', 'display_name': 'Maher', 'link': 'https://stackoverflow.com/users/12885493/maher'}",False,387,1,1,1640508437,1640505256,70484963,CC BY-SA 4.0,https://stackoverflow.com/questions/70484963/tooltip-doesnt-show-outside-an-overflow-y-auto-container,Tooltip doesn&#39;t show outside an (overflow-y: auto) container,,,1640508093.0,,
1023,['css'],"{'account_id': 23471137, 'reputation': 59, 'user_id': 17524641, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/81120037effda746a0a042bd59baaa9e?s=256&d=identicon&r=PG', 'display_name': 'recabos710', 'link': 'https://stackoverflow.com/users/17524641/recabos710'}",False,125,1,-2,1640506092,1640502360,70484759,,https://stackoverflow.com/questions/70484759/how-to-automaticly-scale-the-size-of-child-parents-with-css-grid-or-flex,How to automaticly scale the size of child parents with Css Grid or Flex,1640505962.0,,,Duplicate,
1024,"['javascript', 'html', 'css', 'reactjs', 'material-ui']","{'account_id': 6686047, 'reputation': 1687, 'user_id': 5157268, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/5f5a613c6074acb8cdaa649011cad319?s=256&d=identicon&r=PG&f=1', 'display_name': 'SJ19', 'link': 'https://stackoverflow.com/users/5157268/sj19'}",False,409,0,0,1640504638,1640467498,70482814,CC BY-SA 4.0,https://stackoverflow.com/questions/70482814/reactjs-material-ui-box-width-inconsistent-different-between-pages-with-the,ReactJS - Material UI - Box width inconsistent different between pages with the same amount of px,,,1640504638.0,,
1025,"['javascript', 'jquery', 'css', 'gsap', 'scrolltrigger']","{'account_id': 5442051, 'reputation': 713, 'user_id': 4329847, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/30ee92afbfe5411604e6c4afe0b94af3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Freddy', 'link': 'https://stackoverflow.com/users/4329847/freddy'}",True,1368,1,1,1640504187,1640302865,70468356,CC BY-SA 4.0,https://stackoverflow.com/questions/70468356/using-gsap-to-create-horizontal-scroll-section,Using GSAP to create horizontal scroll section,,70484201.0,1640476458.0,,
1026,"['css', 'animation']","{'user_type': 'does_not_exist', 'display_name': 'user17525310'}",True,58,1,1,1640501483,1640500456,70484630,CC BY-SA 4.0,https://stackoverflow.com/questions/70484630/how-to-draw-l-shaped-animation-line,How to draw L shaped animation line?,,70484702.0,,,
1027,"['javascript', 'html', 'css']","{'account_id': 21814106, 'reputation': 67, 'user_id': 16111157, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jjU0g.png?s=256&g=1', 'display_name': 'larkx', 'link': 'https://stackoverflow.com/users/16111157/larkx'}",False,123,2,0,1640500606,1640405166,70477913,CC BY-SA 4.0,https://stackoverflow.com/questions/70477913/slideshow-with-fade-animation,Slideshow with fade animation,,,,,
1028,"['javascript', 'html', 'jquery', 'css', 'vue.js']","{'account_id': 23429244, 'reputation': 19, 'user_id': 17488329, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7c3Ew.jpg?s=256&g=1', 'display_name': 'Jae_JPN', 'link': 'https://stackoverflow.com/users/17488329/jae-jpn'}",True,57,1,0,1640499438,1640496421,70484390,CC BY-SA 4.0,https://stackoverflow.com/questions/70484390/vue-js-ignore-if-and-else-if-code-and-jump-straight-to-else,Vue JS ignore if and else if code and jump straight to else,,70484492.0,1640499438.0,,
1029,"['html', 'css']","{'account_id': 22791175, 'reputation': 3, 'user_id': 16945479, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8076c45b0d265c7eece16f32b6a2717?s=256&d=identicon&r=PG&f=1', 'display_name': 'Huzaifa Syed', 'link': 'https://stackoverflow.com/users/16945479/huzaifa-syed'}",False,47,1,0,1640488934,1640488258,70483986,CC BY-SA 4.0,https://stackoverflow.com/questions/70483986/why-doesnt-my-css-file-properly-link-to-my-html-file,Why doesn&#39;t my css file properly link to my html file?,,,,,
1030,"['javascript', 'html', 'css']","{'account_id': 23615274, 'reputation': 17, 'user_id': 17649485, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg2-cgdM5t3YZfTr-n0KEHOLbkeNAG02tjS7aonlw=k-s256', 'display_name': 'KrystalPotato 101', 'link': 'https://stackoverflow.com/users/17649485/krystalpotato-101'}",True,118,1,-1,1640488803,1640486158,70483896,,https://stackoverflow.com/questions/70483896/how-to-link-javascript-and-html5-pages-without-script-tag,How to link JavaScript and HTML5 pages without &lt;script&gt; tag?,1640487869.0,70483950.0,1640488803.0,Needs details or clarity,
1031,['css'],"{'account_id': 258651, 'reputation': 8816, 'user_id': 540955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f4768a0e2cb256c7fa968ef226f4d845?s=256&d=identicon&r=PG', 'display_name': 'myf', 'link': 'https://stackoverflow.com/users/540955/myf'}",True,455,2,5,1640486012,1639510300,70354616,CC BY-SA 4.0,https://stackoverflow.com/questions/70354616/css-lang-selector-for-elements-in-documents-of-undetermined-language,CSS :lang() selector for elements in documents of undetermined language,,70409583.0,1640486012.0,,
1032,"['javascript', 'html', 'css']","{'account_id': 17690366, 'reputation': 107, 'user_id': 12842275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54e6c1734cddfc32454f86fed629e089?s=256&d=identicon&r=PG&f=1', 'display_name': 'Usama Saleem', 'link': 'https://stackoverflow.com/users/12842275/usama-saleem'}",True,48,1,1,1640476613,1640474715,70483383,CC BY-SA 4.0,https://stackoverflow.com/questions/70483383/how-to-update-text-based-on-button-click,How to update text based on button click?,,70483487.0,1640476007.0,,
1033,"['javascript', 'css', 'reactjs']","{'account_id': 23039206, 'reputation': 65, 'user_id': 17157585, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cc7a784fbe36de23e9052b413abdd789?s=256&d=identicon&r=PG', 'display_name': 'lorijames95', 'link': 'https://stackoverflow.com/users/17157585/lorijames95'}",True,62,1,1,1640471888,1640435081,70480003,,https://stackoverflow.com/questions/70480003/react-js-start-a-new-line-after-every-number,React.js start a new line after every number,1640472693.0,70480250.0,1640471888.0,Duplicate,
1034,"['javascript', 'html', 'css']","{'account_id': 22838250, 'reputation': 35, 'user_id': 16985713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54700fe7a69f7310192b964fe3a591f4?s=256&d=identicon&r=PG', 'display_name': 'dortax', 'link': 'https://stackoverflow.com/users/16985713/dortax'}",True,58,1,0,1640470534,1640469525,70482980,CC BY-SA 4.0,https://stackoverflow.com/questions/70482980/cant-override-the-color-with-javascript,Cant override the color with javascript,,70483070.0,,,
1035,"['html', 'css']","{'account_id': 11122448, 'reputation': 9, 'user_id': 8164925, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZFBZk.jpg?s=256&g=1', 'display_name': 'Bhardwaj Thengal', 'link': 'https://stackoverflow.com/users/8164925/bhardwaj-thengal'}",True,56,2,-2,1640469626,1639564341,70362141,CC BY-SA 4.0,https://stackoverflow.com/questions/70362141/i-need-to-know-is-there-any-difference,I need to know is there any difference,,70362430.0,1640469611.0,,
1036,"['javascript', 'css', 'r', 'shiny']","{'account_id': 4677051, 'reputation': 1007, 'user_id': 3786999, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3786999', 'link': 'https://stackoverflow.com/users/3786999/user3786999'}",False,283,1,1,1640468162,1640452139,70481548,CC BY-SA 4.0,https://stackoverflow.com/questions/70481548/sticky-sidebar-in-shiny-dashboard-with-scrolling,Sticky sidebar in shiny dashboard with scrolling,,,,,
1037,"['html', 'css', 'flexbox']","{'account_id': 22403805, 'reputation': 15, 'user_id': 16613753, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36f3a0ea6b3e9e4b80dc22877d4995bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'stack dev', 'link': 'https://stackoverflow.com/users/16613753/stack-dev'}",True,134,2,0,1640465887,1640437622,70480234,,https://stackoverflow.com/questions/70480234/navbar-list-displayflex-does-not-flex,Navbar list display:flex does not flex,1640899093.0,70480259.0,1640442152.0,Duplicate,
1038,"['css', 'css-animations', 'keyframe']","{'account_id': 23729138, 'reputation': 11, 'user_id': 17748660, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjPeIsjnIuWUCoehKGywCBHYn-hb46D9qlRxNihhA=k-s256', 'display_name': 'Vladislav Cvetkov', 'link': 'https://stackoverflow.com/users/17748660/vladislav-cvetkov'}",False,172,2,0,1640465288,1640461103,70482314,CC BY-SA 4.0,https://stackoverflow.com/questions/70482314/how-to-properly-add-an-animation-to-the-login-icon,How to properly add an animation to the login icon?,,,1640465288.0,,
1039,"['css', 'bootstrap-5']","{'account_id': 23544464, 'reputation': 11, 'user_id': 17588130, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4ea733cbc65ffffe9effb230cd14d979?s=256&d=identicon&r=PG', 'display_name': 'Mirko kawa', 'link': 'https://stackoverflow.com/users/17588130/mirko-kawa'}",False,469,1,0,1640461712,1640440108,70480442,CC BY-SA 4.0,https://stackoverflow.com/questions/70480442/print-webpage-in-css-a4-size,print webpage in css a4 size,,,,,
1040,"['html', 'css', 'resize']","{'account_id': 23739723, 'reputation': 1, 'user_id': 17757916, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJz7UCKmn3LUXEudfUTA-Ink1e3WVIW6EwybJXv7oQ=k-s256', 'display_name': 'j.walt', 'link': 'https://stackoverflow.com/users/17757916/j-walt'}",False,321,1,0,1640461331,1640383091,70476735,CC BY-SA 4.0,https://stackoverflow.com/questions/70476735/css-how-to-make-a-side-bar-w-increasing-margin-when-you-zoom-out-decreasing,"CSS - How to make a side bar w/ increasing margin when you zoom out, decreasing when you zoom in",,,1640456428.0,,
1041,"['html', 'jquery', 'css', 'sass']","{'account_id': 4775729, 'reputation': 1612, 'user_id': 6929343, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/2SXNl.jpg?s=256&g=1', 'display_name': 'WinEunuuchs2Unix', 'link': 'https://stackoverflow.com/users/6929343/wineunuuchs2unix'}",False,115,0,1,1640459703,1640459703,70482194,CC BY-SA 4.0,https://stackoverflow.com/questions/70482194/html-details-when-summary-expanded-requires-scrolling,html &lt;details&gt; when &lt;summary&gt; expanded requires scrolling,,,,,
1042,['css'],"{'account_id': 23386760, 'reputation': 11, 'user_id': 17451981, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgpiZh_yuK76M1DVPJZHOQkntiJIm3Pe4fQmkV6=k-s256', 'display_name': 'Alvin', 'link': 'https://stackoverflow.com/users/17451981/alvin'}",False,92,0,1,1640458517,1640458517,70482098,CC BY-SA 4.0,https://stackoverflow.com/questions/70482098/can-you-use-var-in-root-pseudo-class-css,Can you use var() in :root pseudo-class CSS,,,,,
1043,"['html', 'css', 'asp.net-core']","{'account_id': 22714201, 'reputation': 75, 'user_id': 16879723, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzKbjwPGSvyE7oMIPk-A-ujB5j3eEgvJfCp3GoS=k-s256', 'display_name': 'stoo frisat', 'link': 'https://stackoverflow.com/users/16879723/stoo-frisat'}",False,30,0,0,1640458205,1640458205,70482078,CC BY-SA 4.0,https://stackoverflow.com/questions/70482078/how-to-spacing-pages-when-printing-large-tables,how to Spacing pages when printing large tables,,,,,
1044,"['html', 'css']","{'account_id': 8706573, 'reputation': 71, 'user_id': 6514353, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Ixm-neOQYts/AAAAAAAAAAI/AAAAAAAACZY/kznYhbi3Wo8/photo.jpg?sz=256', 'display_name': 'ti saigon', 'link': 'https://stackoverflow.com/users/6514353/ti-saigon'}",True,49,1,0,1640458091,1640454755,70481787,CC BY-SA 4.0,https://stackoverflow.com/questions/70481787/beautiful-highlight-selected-button-in-navigation-bar,beautiful Highlight selected button in Navigation bar,,70482032.0,,,
1045,"['javascript', 'html', 'css']","{'account_id': 22838250, 'reputation': 35, 'user_id': 16985713, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54700fe7a69f7310192b964fe3a591f4?s=256&d=identicon&r=PG', 'display_name': 'dortax', 'link': 'https://stackoverflow.com/users/16985713/dortax'}",False,52,1,0,1640454001,1640452559,70481596,CC BY-SA 4.0,https://stackoverflow.com/questions/70481596/pass-the-message-project-problem-with-settimeout-or-setinterval,Pass the Message project problem with setTimeout or setInterval,,,1640453269.0,,
1046,"['javascript', 'css', 'reactjs', 'next.js']","{'account_id': 22294782, 'reputation': 561, 'user_id': 16520980, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/da1b96032e875b44c974b9e854ad5311?s=256&d=identicon&r=PG&f=1', 'display_name': 'etranz', 'link': 'https://stackoverflow.com/users/16520980/etranz'}",True,285,1,0,1640453988,1640434053,70479916,CC BY-SA 4.0,https://stackoverflow.com/questions/70479916/how-do-i-style-a-child-div-in-nextjs-using-css,how do I style a child div in nextjs using css,,,1640451143.0,,
