,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,migrated_from,closed_date,closed_reason,locked_date,community_owned_date
927,"['html', 'css', 'fonts', 'font-face', 'squarespace']","{'account_id': 1086741, 'reputation': 829, 'user_id': 1082281, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/8344c4447ffac4c6003069c1f8a89188?s=256&d=identicon&r=PG', 'display_name': 'patricko', 'link': 'https://stackoverflow.com/users/1082281/patricko'}",True,1253,,,1,0,1354131099,1327699010,1327701171.0,9040201,CC BY-SA 3.0,https://stackoverflow.com/questions/9040201/font-face-on-squarespace-not-displaying-in-firefox,@font-face on Squarespace not displaying in firefox,,,,,
928,"['jquery', 'css', 'ios', 'mobile', 'user-agent']","{'account_id': 1148455, 'reputation': 746, 'user_id': 1130704, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/IImws.jpg?s=256&g=1', 'display_name': 'FurryWombat', 'link': 'https://stackoverflow.com/users/1130704/furrywombat'}",True,6046,,8733635.0,2,3,1354067519,1325706682,,8733073,CC BY-SA 3.0,https://stackoverflow.com/questions/8733073/check-if-ios-version-4-2-and-revise-css-based-on-result,Check if iOS version &gt;= 4.2 and revise CSS based on result,,,,,
929,"['html', 'css', 'cross-browser']","{'account_id': 1014615, 'reputation': 80037, 'user_id': 1026459, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/pv5mS.png?s=256&g=1', 'display_name': 'Travis J', 'link': 'https://stackoverflow.com/users/1026459/travis-j'}",True,6676,,8810013.0,3,0,1353973769,1326225897,1326226946.0,8809790,CC BY-SA 3.0,https://stackoverflow.com/questions/8809790/css-text-decoration-underline-not-working-when-applied-to-the-text-of-an-input-b,css text-decoration underline not working when applied to the text of an input button,,,,,
930,"['css', 'wordpress']","{'account_id': 1179980, 'reputation': 1973, 'user_id': 1155105, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/5b77026528b6e4cf1e73b7679a9c1fa1?s=256&d=identicon&r=PG', 'display_name': 'mickael', 'link': 'https://stackoverflow.com/users/1155105/mickael'}",True,13327,,,4,3,1353669415,1326853300,,8904379,CC BY-SA 3.0,https://stackoverflow.com/questions/8904379/wordpress-how-to-override-all-default-theme-css-so-your-custom-one-is-loaded-th,Wordpress: How to override all default theme CSS so your custom one is loaded the last?,,,,,
931,"['asp.net', 'css', 'dotnetnuke', 'relative-path']","{'account_id': 221962, 'reputation': 7527, 'user_id': 480231, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/fe2ab7095dcecd7465086d789eec795b?s=256&d=identicon&r=PG', 'display_name': '1110', 'link': 'https://stackoverflow.com/users/480231/1110'}",True,4479,,,4,1,1353547319,1327487886,,9001260,CC BY-SA 3.0,https://stackoverflow.com/questions/9001260/issue-wwith-relative-paths-in-dotnetnuke,Issue wwith relative paths in DotNetNuke,,,,,
932,"['css', 'internet-explorer-8', 'internet-explorer-7', 'opacity', 'haslayout']","{'account_id': 1080694, 'reputation': 1793, 'user_id': 1077783, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/de371dc49c66aa67e5bd0e9207637141?s=256&d=identicon&r=PG', 'display_name': 'huzzah', 'link': 'https://stackoverflow.com/users/1077783/huzzah'}",True,1483,,8736189.0,1,1,1353468340,1325713977,,8734587,CC BY-SA 3.0,https://stackoverflow.com/questions/8734587/css-opacity-not-working-in-ie7-or-ie8-even-with-haslayout-triggered,CSS Opacity not working in IE7 or IE8 even with hasLayout triggered,,,,,
933,"['html', 'google-chrome', 'css', 'svg']","{'account_id': 186291, 'reputation': 580, 'user_id': 423581, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13821db098599258bded9347708afbc5?s=256&d=identicon&r=PG', 'display_name': 'alex', 'link': 'https://stackoverflow.com/users/423581/alex'}",True,12152,,10781478.0,4,3,1353397727,1326671294,1495535328.0,8874422,CC BY-SA 3.0,https://stackoverflow.com/questions/8874422/grayscale-in-chrome-via-css,grayscale in chrome via css,,,,,
934,"['css', 'text-align']","{'user_type': 'does_not_exist', 'display_name': 'user955822'}",True,1285,,8966972.0,3,0,1353188160,1327290124,1327290282.0,8966951,CC BY-SA 3.0,https://stackoverflow.com/questions/8966951/confusing-text-align-issues,Confusing text-align issues,,,,,
935,"['php', 'javascript', 'jquery', 'html', 'css']","{'account_id': 493548, 'reputation': 572, 'user_id': 1151677, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/mMKsS.jpg?s=256&g=1', 'display_name': 'Haseeb Zahid', 'link': 'https://stackoverflow.com/users/1151677/haseeb-zahid'}",True,71,,8879186.0,1,1,1353157043,1326711552,1353157043.0,8879042,CC BY-SA 3.0,https://stackoverflow.com/questions/8879042/html-and-php-query,HTML and PHP Query,,,,,
936,"['jquery', 'css', 'internet-explorer-7', 'css-selectors']","{'account_id': 1142789, 'reputation': 11, 'user_id': 1126239, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18536c0169f7144e67c6c2a548ae4271?s=256&d=identicon&r=PG', 'display_name': 'Sam Stephenson', 'link': 'https://stackoverflow.com/users/1126239/sam-stephenson'}",True,4996,,,3,1,1353008407,1325509047,1325509678.0,8701119,CC BY-SA 3.0,https://stackoverflow.com/questions/8701119/jquery-nth-child-selector-not-working-in-ie7,jQuery: nth-child selector not working in ie7,,,,,
937,"['javascript', 'css']","{'account_id': 476841, 'reputation': 13, 'user_id': 887961, 'user_type': 'registered', 'accept_rate': 12, 'profile_image': 'https://graph.facebook.com/747955830/picture?type=large', 'display_name': 'user887961', 'link': 'https://stackoverflow.com/users/887961/user887961'}",True,392,,8920905.0,2,1,1352899355,1326943155,1326972085.0,8920634,CC BY-SA 3.0,https://stackoverflow.com/questions/8920634/how-do-you-get-the-height-of-a-form-div-error-messages-after-hitting-the-submi,How do you get the height of a form div + error messages after hitting the submit button in javascript?,,,,,
938,"['jquery', 'css', 'jquery-mobile']","{'account_id': 91683, 'reputation': 7514, 'user_id': 251614, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/38692d14d2da39a90bc404b30c530b1e?s=256&d=identicon&r=PG', 'display_name': 'Homer', 'link': 'https://stackoverflow.com/users/251614/homer'}",True,2559,,9008138.0,2,1,1352846714,1327513943,1327516726.0,9007576,CC BY-SA 3.0,https://stackoverflow.com/questions/9007576/jquery-mobile-grouped-checkboxes-search-filter,jquery mobile grouped checkboxes Search filter,,,,,
939,"['forms', 'html', 'input', 'submit', 'css']","{'account_id': 348402, 'reputation': 6807, 'user_id': 683068, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ee844481d12ccb25c5d399e56120358f?s=256&d=identicon&r=PG', 'display_name': 'Wordpressor', 'link': 'https://stackoverflow.com/users/683068/wordpressor'}",True,3110,,,1,3,1352762847,1327623768,,9027466,CC BY-SA 3.0,https://stackoverflow.com/questions/9027466/html-js-text-shadow-for-inputs,HTML/JS - text-shadow for inputs?,,,,,
940,"['html', 'css', 'seo', 'text-indent']","{'account_id': 158367, 'reputation': 66430, 'user_id': 376947, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/1b61fefdf47fd531f94a86516dba0521?s=256&d=identicon&r=PG', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/376947/alex'}",True,15116,,12286560.0,5,26,1352469484,1327319479,1327320849.0,8971152,CC BY-SA 3.0,https://stackoverflow.com/questions/8971152/is-text-indent-9999px-a-bad-technique-for-replacing-text-with-images-and-what,"Is text-indent: -9999px a bad technique for replacing text with images, and what are the alternatives?",,,,,
941,"['css', 'css-float']","{'account_id': 121808, 'reputation': 80117, 'user_id': 315168, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/fbcd3f115ce33ea2380f5a2dae0cf6d2?s=256&d=identicon&r=PG', 'display_name': 'Mikko Ohtamaa', 'link': 'https://stackoverflow.com/users/315168/mikko-ohtamaa'}",True,5341,,9043191.0,4,7,1352468868,1327706575,1337175565.0,9041397,,https://stackoverflow.com/questions/9041397/css-selecting-the-last-float-li-on-the-same-horizontal-row,CSS: selecting the last float &lt;li&gt; on the same horizontal row,,1440297581.0,Duplicate,,
942,"['css', 'facebook', 'internet-explorer', 'api', 'facebook-like']","{'account_id': 302526, 'reputation': 65, 'user_id': 610955, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ca389648ccdcf4aa195413fa783cd063?s=256&d=identicon&r=PG', 'display_name': 'Always21', 'link': 'https://stackoverflow.com/users/610955/always21'}",True,1627,,9062035.0,4,1,1352376965,1327912145,,9061154,CC BY-SA 3.0,https://stackoverflow.com/questions/9061154/how-to-fix-ie7-facebook-send-button-layout-running,How to fix IE7 &quot;Facebook Send Button&quot; layout running?,,,,,
943,"['javascript', 'jquery', 'html', 'css']","{'account_id': 50010, 'reputation': 105648, 'user_id': 149080, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/685eca46bfebf9233cc276b415a74ddb?s=256&d=identicon&r=PG', 'display_name': 'AnApprentice', 'link': 'https://stackoverflow.com/users/149080/anapprentice'}",True,1872,,8918090.0,2,0,1352329791,1326923206,1326923702.0,8917929,CC BY-SA 3.0,https://stackoverflow.com/questions/8917929/ios-5-style-switch-control,iOS 5 Style Switch Control,,,,,
944,"['jquery', 'css', 'cross-browser', 'jquery-animate']","{'account_id': 1182878, 'reputation': 55, 'user_id': 1157419, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6386843da0eff81c8425acd080edb64?s=256&d=identicon&r=PG', 'display_name': 'entrprnr', 'link': 'https://stackoverflow.com/users/1157419/entrprnr'}",True,120,,8946113.0,1,1,1352210263,1326950486,1327084165.0,8921408,CC BY-SA 3.0,https://stackoverflow.com/questions/8921408/how-can-i-show-this-jquery-animation-in-ie-7-8-9,"How can I show this jQuery animation in IE (7,8,9)?",,,,,
945,"['css', 'webkit', 'phantomjs']","{'account_id': 1174257, 'reputation': 2168, 'user_id': 1150652, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b24677f9edc08a093d77546be677a50f?s=256&d=identicon&r=PG', 'display_name': 'Jesse Fulton', 'link': 'https://stackoverflow.com/users/1150652/jesse-fulton'}",True,4541,,,2,3,1352141991,1327356887,1327357464.0,8979372,CC BY-SA 3.0,https://stackoverflow.com/questions/8979372/phantomjs-webkit-transform-scale-causes-page-to-flow-outside-viewport,PhantomJS: Webkit-Transform scale causes page to flow outside viewport,,,,,
946,"['html', 'css', 'browser', 'fonts', 'cross-browser']","{'account_id': 1022084, 'reputation': 1250, 'user_id': 1032223, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d783841fad6fb25e7fbe172f65a40718?s=256&d=identicon&r=PG', 'display_name': 'MOleYArd', 'link': 'https://stackoverflow.com/users/1032223/moleyard'}",True,3521,,9020780.0,3,1,1351813485,1327586678,1327871154.0,9019253,CC BY-SA 3.0,https://stackoverflow.com/questions/9019253/how-to-achieve-a-cross-browser-letter-spacing-for-the-star-and-other-character,How to achieve a cross-browser letter-spacing for the star (and other) character (if font-family that supports it is present)?,,,,,
947,"['javascript', 'html', 'css', 'cdn', 'less']","{'account_id': 60131, 'reputation': 248132, 'user_id': 179736, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/e77327f7ef0c6213525de4dcea19b200?s=256&d=identicon&r=PG', 'display_name': 'TIMEX', 'link': 'https://stackoverflow.com/users/179736/timex'}",True,5738,,9067233.0,3,6,1351757670,1327912794,1329856617.0,9061242,CC BY-SA 3.0,https://stackoverflow.com/questions/9061242/less-js-does-not-work-with-cdns,Less.js does not work with CDNs?,,,,,
948,"['javascript', 'html', 'css', 'file-upload', 'input']","{'account_id': 998363, 'reputation': 965, 'user_id': 1013774, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/sU1y3.jpg?s=256&g=1', 'display_name': 'Chris James Champeau', 'link': 'https://stackoverflow.com/users/1013774/chris-james-champeau'}",False,800,,,1,1,1351731769,1326137307,,8794018,CC BY-SA 3.0,https://stackoverflow.com/questions/8794018/custom-file-upload-script-does-not-work-in-safari,Custom File Upload Script does not work in safari,,,,,
949,"['html', 'css', 'internet-explorer']","{'account_id': 911028, 'reputation': 875, 'user_id': 944894, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/dad2596274674e9cfddd3ccdb973a19e?s=256&d=identicon&r=PG', 'display_name': 'Ravi Sharma', 'link': 'https://stackoverflow.com/users/944894/ravi-sharma'}",True,367,,,1,-2,1351700087,1326105103,1329291027.0,8787027,CC BY-SA 3.0,https://stackoverflow.com/questions/8787027/ui-issue-on-localhost,UI issue on localhost,,,,,
950,"['javascript', 'jquery', 'css', 'ajax', 'jquery-mobile']","{'account_id': 282268, 'reputation': 4637, 'user_id': 579049, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/fa6abce4306657d7a2f186199f4a3236?s=256&d=identicon&r=PG', 'display_name': 'David', 'link': 'https://stackoverflow.com/users/579049/david'}",True,660,,8705522.0,2,0,1351677719,1325538125,,8705293,CC BY-SA 3.0,https://stackoverflow.com/questions/8705293/generate-jquery-mobile-styling-on-ajaxd-data-role,generate jquery mobile styling on ajax&#39;d data-role,,,,,
951,"['html', 'css', 'internet-explorer-9', 'css-selectors', 'pseudo-element']","{'account_id': 1070624, 'reputation': 75, 'user_id': 1070009, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a223aee0b371bea209fcb1dfbed5821d?s=256&d=identicon&r=PG', 'display_name': 'Vance', 'link': 'https://stackoverflow.com/users/1070009/vance'}",True,1055,,9236688.0,2,3,1351361848,1325925362,1325925892.0,8768401,CC BY-SA 3.0,https://stackoverflow.com/questions/8768401/ie9-and-after-hover-css-property-causing-page-to-grow,IE9 and :after/:hover Css property causing page to grow,,,,,
952,"['jquery', 'css', 'media-queries']","{'account_id': 41817, 'reputation': 3907, 'user_id': 121630, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7422e334ea52d94ee19416f7f8204983?s=256&d=identicon&r=PG', 'display_name': 'JCHASE11', 'link': 'https://stackoverflow.com/users/121630/jchase11'}",True,21640,,8943979.0,3,9,1351101910,1327073543,1327075403.0,8943816,CC BY-SA 3.0,https://stackoverflow.com/questions/8943816/changing-a-class-name-with-jquery-given-a-specific-width-range-media-query,Changing a class name with jquery given a specific width range (media query),,,,,
953,"['internet-explorer', 'css', 'media-queries']","{'account_id': 1160402, 'reputation': 603, 'user_id': 1140019, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/01576a03df0ab3613d6fdb1e779d2ec7?s=256&d=identicon&r=PG', 'display_name': 'kia4567', 'link': 'https://stackoverflow.com/users/1140019/kia4567'}",True,4331,,,2,0,1351071508,1327711773,1328416938.0,9041993,CC BY-SA 3.0,https://stackoverflow.com/questions/9041993/css-3-media-queries-support-for-ie,CSS 3 Media Queries support for IE,,,,,
954,"['php', 'css']","{'account_id': 1205453, 'reputation': 11, 'user_id': 1175222, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b414d1c3b6231bc44a0e69e13a6df475?s=256&d=identicon&r=PG', 'display_name': 'Silviu', 'link': 'https://stackoverflow.com/users/1175222/silviu'}",False,1682,,,2,0,1350902924,1327929156,1350902924.0,9064402,CC BY-SA 3.0,https://stackoverflow.com/questions/9064402/css-php-how-to-make-left-and-right-float-div-the-same-height-regardless-of-much,CSS/PHP: How to make left and right float div the same height regardless of much information is in them?,,,,,
955,"['html', 'w3c', 'css']","{'account_id': 144740, 'reputation': 11520, 'user_id': 354018, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ad1a2ff594f5afe3e3f8819a9cd9f8c7?s=256&d=identicon&r=PG', 'display_name': 'fabb', 'link': 'https://stackoverflow.com/users/354018/fabb'}",True,10967,,8739995.0,2,3,1350810167,1325753806,1495540871.0,8739838,CC BY-SA 3.0,https://stackoverflow.com/questions/8739838/displaytable-breaking-set-width-height,display:table breaking set width/height,,,,,
956,"['javascript', 'jquery', 'css', 'google-chrome', 'webkit']","{'account_id': 340862, 'reputation': 1251, 'user_id': 671114, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/7df81d236db4d35d7288a1e5547b1216?s=256&d=identicon&r=PG', 'display_name': 'Mateo', 'link': 'https://stackoverflow.com/users/671114/mateo'}",True,7936,,8928389.0,3,10,1350789426,1326982285,1339546922.0,8927478,CC BY-SA 3.0,https://stackoverflow.com/questions/8927478/jquery-css-rendering-works-in-firefox-not-in-chrome,"jQuery CSS rendering - works in Firefox, not in Chrome",,,,,
957,"['css', 'stylus']","{'account_id': 352016, 'reputation': 12144, 'user_id': 688869, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/206e81dd131697326b3db3e226e7fb04?s=256&d=identicon&r=PG', 'display_name': 'Udo G', 'link': 'https://stackoverflow.com/users/688869/udo-g'}",True,683,,,1,3,1350681152,1326379850,1326388024.0,8837005,CC BY-SA 3.0,https://stackoverflow.com/questions/8837005/how-to-make-generic-stylus-mixins-for-a-certain-prefix,How to make generic Stylus mixins for a certain prefix?,,,,,
958,"['html', 'css', 'google-chrome']","{'account_id': 138257, 'reputation': 4515, 'user_id': 343067, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/d03eb82cc41bc87427e0aa946c00d765?s=256&d=identicon&r=PG', 'display_name': 'daveyfaherty', 'link': 'https://stackoverflow.com/users/343067/daveyfaherty'}",True,2859,,,3,8,1350470104,1326203422,1326792874.0,8804296,CC BY-SA 3.0,https://stackoverflow.com/questions/8804296/cant-make-rgba-background-colour-on-select-element-work-in-chrome,Can&#39;t make rgba() background-colour on select element work in Chrome,,,,,
959,"['javascript', 'css', 'facebook', 'html']","{'account_id': 36253, 'reputation': 60713, 'user_id': 103264, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/82e758ccce74a8723ebba3d12c1a59da?s=256&d=identicon&r=PG&f=1', 'display_name': '001', 'link': 'https://stackoverflow.com/users/103264/001'}",True,8600,,,3,3,1350426231,1325725785,,8736366,CC BY-SA 3.0,https://stackoverflow.com/questions/8736366/how-to-make-own-custom-widgets-like-facebook-social-plugins,how to make own custom widgets like facebook social plugins?,,,,,
960,"['css', 'richfaces', 'primefaces']","{'account_id': 404579, 'reputation': 198, 'user_id': 772994, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/f52b5fdd1cd34c5def2beae0ad5a4c47?s=256&d=identicon&r=PG&f=1', 'display_name': 'B.M.', 'link': 'https://stackoverflow.com/users/772994/b-m'}",True,820,,,1,1,1349957754,1326711407,,8879019,CC BY-SA 3.0,https://stackoverflow.com/questions/8879019/richfaces-primefaces-css-conflict-with-enablecontrolskinning,Richfaces Primefaces CSS Conflict with enableControlSkinning,,,,,
961,"['jquery', 'css']","{'account_id': 960140, 'reputation': 137, 'user_id': 984689, 'user_type': 'registered', 'accept_rate': 17, 'profile_image': 'https://www.gravatar.com/avatar/17eb792bd72f01b5dcf07e4197dc0fb8?s=256&d=identicon&r=PG', 'display_name': 'user984689', 'link': 'https://stackoverflow.com/users/984689/user984689'}",True,1519,,,5,0,1349896217,1325787185,1325789546.0,8747538,CC BY-SA 3.0,https://stackoverflow.com/questions/8747538/how-to-use-css-rollover-for-multiple-background-images,How to use CSS rollover for multiple background images,,,,,
962,"['html', 'css', 'youtube']","{'account_id': 542952, 'reputation': 42558, 'user_id': 911930, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/HtpZB.jpg?s=256&g=1', 'display_name': 'Ilja', 'link': 'https://stackoverflow.com/users/911930/ilja'}",True,3853,,8873338.0,1,0,1349885466,1326660430,1349885466.0,8873250,CC BY-SA 3.0,https://stackoverflow.com/questions/8873250/how-to-pause-a-youtube-video-on-button-click,How to pause a YouTube video on button click?,,,,,
963,"['css', 'drop-down-menu', 'menu', 'navigation']","{'account_id': 1150056, 'reputation': 79, 'user_id': 1131959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49bd4434ca6a2d5fdac83612b62d4563?s=256&d=identicon&r=PG', 'display_name': 'Fulvio Futre Corsini', 'link': 'https://stackoverflow.com/users/1131959/fulvio-futre-corsini'}",True,4655,,,1,2,1349625224,1325762030,1349625224.0,8741521,,https://stackoverflow.com/questions/8741521/accessible-css-dropdown-menu,accessible css dropdown menu,,1466178563.0,Not suitable for this site,,
964,"['jquery', 'html', 'css', 'image']","{'account_id': 1068443, 'reputation': 1269, 'user_id': 1068321, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/FsCz7.jpg?s=256&g=1', 'display_name': 'Michał Lach', 'link': 'https://stackoverflow.com/users/1068321/micha%c5%82-lach'}",True,12637,,,4,0,1349463753,1325957690,1325958249.0,8771636,CC BY-SA 3.0,https://stackoverflow.com/questions/8771636/how-to-insert-image-into-div-using-form-and-jquery,How to insert image into div using form and jquery,,,,,
965,"['html', 'css']","{'account_id': 216041, 'reputation': 35, 'user_id': 471039, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/60f9dfbe15081b77df4ed78cb7f37483?s=256&d=identicon&r=PG', 'display_name': 'girlafraid', 'link': 'https://stackoverflow.com/users/471039/girlafraid'}",True,1278,,,1,1,1349386089,1327537974,,9012506,CC BY-SA 3.0,https://stackoverflow.com/questions/9012506/how-to-force-a-container-element-to-the-width-of-its-widest-child-element-using,How to force a container element to the width of its widest child element using CSS?,,,,,
966,"['html', 'css']","{'account_id': 1154779, 'reputation': 1863, 'user_id': 1135684, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/d1c3a0679fc3081f310d475e32a7aa50?s=256&d=identicon&r=PG', 'display_name': 'Katti', 'link': 'https://stackoverflow.com/users/1135684/katti'}",True,5661,,9065580.0,2,-1,1349307746,1327931328,,9064864,,https://stackoverflow.com/questions/9064864/how-to-make-zig-zag-borders-using-css,How to make Zig Zag borders using CSS?,,1372874050.0,Not suitable for this site,,
967,"['php', 'jquery', 'css', 'ajax', 'datatables']","{'account_id': 384505, 'reputation': 1307, 'user_id': 741073, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/9c08ee89586f17920dff61b92a114f39?s=256&d=identicon&r=PG', 'display_name': 'Vasanthan.R.P', 'link': 'https://stackoverflow.com/users/741073/vasanthan-r-p'}",True,11656,,8701552.0,3,8,1349174846,1325511343,1349174846.0,8701480,CC BY-SA 3.0,https://stackoverflow.com/questions/8701480/jquery-datatables-ajax-method-cell-alignment,Jquery Datatables Ajax method cell alignment,,,,,
968,"['javascript', 'jquery', 'css']","{'account_id': 483927, 'reputation': 981, 'user_id': 899276, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/c4ff191bfbd4953d36abe6fd6d92cced?s=256&d=identicon&r=PG', 'display_name': 'Tony', 'link': 'https://stackoverflow.com/users/899276/tony'}",True,2990,,8775974.0,2,1,1348916508,1326006328,1348916508.0,8775946,CC BY-SA 3.0,https://stackoverflow.com/questions/8775946/jquery-conditional-add-and-remove-css-property,jQuery conditional add and remove CSS property,,,,,
969,"['asp.net', 'css', 'visual-studio-2010']","{'account_id': 291771, 'reputation': 906, 'user_id': 594131, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/ecMWa.jpg?s=256&g=1', 'display_name': 'Shuyi', 'link': 'https://stackoverflow.com/users/594131/shuyi'}",True,517,,9017449.0,1,-1,1348916435,1327576462,1348916435.0,9017320,CC BY-SA 3.0,https://stackoverflow.com/questions/9017320/visual-studio-2010-does-not-follow-my-css-help-pls,Visual Studio 2010 does not follow my CSS ... help pls,,,,,
970,"['javascript', 'jquery', 'html', 'css']","{'account_id': 30799, 'reputation': 144835, 'user_id': 84201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/5cce99e9bf6154703d8ecdf474a750bd?s=256&d=identicon&r=PG', 'display_name': 'Jitendra Vyas', 'link': 'https://stackoverflow.com/users/84201/jitendra-vyas'}",False,85,,,1,0,1348916383,1326016974,1348916383.0,8776695,CC BY-SA 3.0,https://stackoverflow.com/questions/8776695/how-to-get-this-scaling-boxes-image-and-text-in-proportion-when-you-resize-the-w,How to get this scaling boxes image and text in proportion when you resize the window to any size?,,,,,
971,"['javascript', 'jquery', 'html', 'css']","{'account_id': 267680, 'reputation': 19178, 'user_id': 556006, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/b0dce52fa056d59908345b2e1944fae0?s=256&d=identicon&r=PG', 'display_name': 'JVG', 'link': 'https://stackoverflow.com/users/556006/jvg'}",True,297,,8788729.0,2,0,1348914393,1326112811,1348914393.0,8788578,CC BY-SA 3.0,https://stackoverflow.com/questions/8788578/html-div-isnt-displaying-full-height,HTML div isn&#39;t displaying full height,,,,,
972,"['html', 'css', 'pre', 'ascii-art']","{'account_id': 1125064, 'reputation': 794, 'user_id': 1112551, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/e502455cebbdd5efce12abb5e5d71af6?s=256&d=identicon&r=PG', 'display_name': 'Zack Zatkin-Gold', 'link': 'https://stackoverflow.com/users/1112551/zack-zatkin-gold'}",True,6971,,8886112.0,3,2,1348772491,1326747027,1326747547.0,8886094,CC BY-SA 3.0,https://stackoverflow.com/questions/8886094/horizontally-and-vertically-center-a-pre-tag-without-the-use-of-tables,Horizontally and vertically center a pre tag without the use of tables?,,,,,
973,"['css', 'font-face']","{'account_id': 153435, 'reputation': 65481, 'user_id': 368691, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/74a5bd659b3a8af09a336a932eebe3b1?s=256&d=identicon&r=PG', 'display_name': 'Gajus', 'link': 'https://stackoverflow.com/users/368691/gajus'}",True,7246,,,1,8,1348657507,1326840533,1348657507.0,8902790,CC BY-SA 3.0,https://stackoverflow.com/questions/8902790/how-to-offset-line-height-base-line,How to offset line-height base line?,,,,,
974,"['animation', 'css', 'position', 'element']","{'account_id': 57024, 'reputation': 13100, 'user_id': 170830, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/pR3GW.jpg?s=256&g=1', 'display_name': 'sergionni', 'link': 'https://stackoverflow.com/users/170830/sergionni'}",True,632,,8759451.0,1,0,1348414958,1325860313,1348414958.0,8759376,CC BY-SA 3.0,https://stackoverflow.com/questions/8759376/css3-animationelement-moved-to-its-initial-position-after-keyframes-actions,CSS3 animation:element moved to its initial position after @keyframes actions,,,,,
