,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,migrated_from,protected_date,community_owned_date,locked_date
1135,"['html', 'css']","{'account_id': 2146671, 'reputation': 169, 'user_id': 1904153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/11b159b2a9d36a660e49734b09a74614?s=256&d=identicon&r=PG', 'display_name': 'Rupert', 'link': 'https://stackoverflow.com/users/1904153/rupert'}",True,14626,3,0,1365433212,1355495531,13880670,CC BY-SA 3.0,https://stackoverflow.com/questions/13880670/css-change-button-color-on-selection,CSS Change button color on selection,,1355520435.0,,,,,,
1136,"['css', 'printing', 'zebra-striping']","{'account_id': 1766033, 'reputation': 401, 'user_id': 1611900, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/d99f97998d6cc5d29df9282b00585531?s=256&d=identicon&r=PG', 'display_name': 'CoMo G-Dawg', 'link': 'https://stackoverflow.com/users/1611900/como-g-dawg'}",True,2028,2,3,1365430840,1354907102,13769437,CC BY-SA 3.0,https://stackoverflow.com/questions/13769437/my-zebra-striped-table-doesnt-print-the-striping,My &#39;zebra striped&#39; table doesn&#39;t print the striping,13769683.0,1354909683.0,,,,,,
1137,"['css', 'positioning']","{'account_id': 58360, 'reputation': 21197, 'user_id': 174718, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/387b8d4f4edb48a43ca94cb32a8db373?s=256&d=identicon&r=PG', 'display_name': 'dmr', 'link': 'https://stackoverflow.com/users/174718/dmr'}",True,408,3,2,1365307073,1356538997,14043241,CC BY-SA 3.0,https://stackoverflow.com/questions/14043241/how-to-correct-div-overlapping-the-title,How to correct div overlapping the title,14043946.0,1365307073.0,,,,,,
1138,"['asp.net', 'html', 'css', 'gridview']","{'account_id': 2094020, 'reputation': 2307, 'user_id': 1863201, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/1024284d65791454056ea7ea2cb6ab4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'rikket', 'link': 'https://stackoverflow.com/users/1863201/rikket'}",True,2000,5,1,1365251391,1356362416,14023036,CC BY-SA 3.0,https://stackoverflow.com/questions/14023036/limit-gridview-columns,Limit GridView Columns,,,,,,,,
1139,"['php', 'css', 'facebook']","{'account_id': 2141723, 'reputation': 45, 'user_id': 1900199, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ad44590cea90d44d18525a8cd869adb?s=256&d=identicon&r=PG', 'display_name': 'Algar', 'link': 'https://stackoverflow.com/users/1900199/algar'}",True,244,1,2,1365003432,1355385978,13855502,CC BY-SA 3.0,https://stackoverflow.com/questions/13855502/facebook-connect-login-switch-back-to-user-breaks-out-of-div,Facebook connect login switch back to user breaks out of div,15791778.0,1355390534.0,,,,,,
1140,"['javascript', 'html', 'css', 'cordova']","{'account_id': 1937475, 'reputation': 111, 'user_id': 1744568, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/3cf0c1646b46e09a1c8f6771c1ac9d3f?s=256&d=identicon&r=PG', 'display_name': 'Alex Opent', 'link': 'https://stackoverflow.com/users/1744568/alex-opent'}",True,68,1,0,1364905806,1354527744,13680565,CC BY-SA 3.0,https://stackoverflow.com/questions/13680565/list-affected-by-keyboard-size,List affected by keyboard size,15764158.0,,,,,,,
1141,"['jquery', 'css', 'webkit', 'rotation', 'css-transforms']","{'account_id': 1918976, 'reputation': 2126, 'user_id': 1730908, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/68bb0e1d9bc9363e95f3cc1b34fb07d6?s=256&d=identicon&r=PG', 'display_name': 'Justin McDonald', 'link': 'https://stackoverflow.com/users/1730908/justin-mcdonald'}",True,715,2,4,1364427082,1355637080,13898998,CC BY-SA 3.0,https://stackoverflow.com/questions/13898998/cannot-rotate-from-one-specific-orientation-to-another,Cannot rotate from one specific orientation to another,13899150.0,1364427082.0,,,,,,
1142,"['html', 'css', 'responsive-design', 'windows-phone', 'internet-explorer-10']","{'account_id': 2118582, 'reputation': 21, 'user_id': 1882350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/91cff4175d79434634a93630e822fd76?s=256&d=identicon&r=PG', 'display_name': 'user1882350', 'link': 'https://stackoverflow.com/users/1882350/user1882350'}",False,527,1,2,1364300465,1354798164,13743992,,https://stackoverflow.com/questions/13743992/ie-bug-responsive,IE bug responsive,,1364300465.0,1364300469.0,too localized,,,,
1143,"['html', 'css', 'positioning', 'image']","{'account_id': 1943860, 'reputation': 123, 'user_id': 1749428, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/85fcc6f7ab4448ffec14653c1150c5b3?s=256&d=identicon&r=PG', 'display_name': 'user1749428', 'link': 'https://stackoverflow.com/users/1749428/user1749428'}",False,568,1,1,1364220599,1356891257,14093253,CC BY-SA 3.0,https://stackoverflow.com/questions/14093253/position-image-in-center-with-spillover-regardless-of-window-size,Position image in center with spillover regardless of window size,,1364220599.0,,,,,,
1144,"['css', 'position', 'css-float']","{'account_id': 2193113, 'reputation': 11, 'user_id': 1939588, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/813486f5fae754c5a1e1f6a5ca6f60d7?s=256&d=identicon&r=PG', 'display_name': 'Maxie King', 'link': 'https://stackoverflow.com/users/1939588/maxie-king'}",False,71,2,1,1364057255,1356955738,14101407,CC BY-SA 3.0,https://stackoverflow.com/questions/14101407/positioning-three-divs-inside-a-div-but-it-overlaps,"Positioning three divs inside a div, but it overlaps",,,,,,,,
1145,"['html', 'css', 'internet-explorer-8']","{'account_id': 2122492, 'reputation': 11, 'user_id': 1885473, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9434c9770a5e537eae397d31ebc9b0f?s=256&d=identicon&r=PG', 'display_name': 'Andre oZaca', 'link': 'https://stackoverflow.com/users/1885473/andre-ozaca'}",True,900,3,1,1363973257,1354887300,13764163,CC BY-SA 3.0,https://stackoverflow.com/questions/13764163/css3-how-to-display-horizontally-html5-elements-at-internet-explorer-8,CSS3 - How to display horizontally HTML5 elements at internet-explorer-8?,,1354891714.0,,,,,,
1146,"['html', 'css']","{'account_id': 1993980, 'reputation': 5066, 'user_id': 1787314, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://i.stack.imgur.com/1zDXh.png?s=256&g=1', 'display_name': 'Nick Div', 'link': 'https://stackoverflow.com/users/1787314/nick-div'}",False,263,1,0,1363958805,1355103018,13793803,CC BY-SA 3.0,https://stackoverflow.com/questions/13793803/crop-the-image-reflection-using-other-div-or-any-other-method,"Crop the image reflection using other div, or any other method",,1361439786.0,,,,,,
1147,"['javascript', 'jquery', 'html', 'css', 'jquery-mobile']","{'account_id': 930623, 'reputation': 31412, 'user_id': 960567, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d95e231d783a218eba22a6bd04652255?s=256&d=identicon&r=PG', 'display_name': 'Imran Qadir Baksh - Baloch', 'link': 'https://stackoverflow.com/users/960567/imran-qadir-baksh-baloch'}",True,1757,2,0,1363904749,1356852477,14089047,CC BY-SA 3.0,https://stackoverflow.com/questions/14089047/jquery-mobiles-table-is-not-responsive,Jquery Mobile&#39;s Table is not Responsive?,14089324.0,1363904749.0,,,,,,
1148,"['javascript', 'html', 'css', 'fixed', 'flexslider']","{'account_id': 2146315, 'reputation': 776, 'user_id': 1903864, 'user_type': 'registered', 'accept_rate': 39, 'profile_image': 'https://www.gravatar.com/avatar/1acc59f9cc95577826a71b786c1e8289?s=256&d=identicon&r=PG', 'display_name': 'Pete Naylor', 'link': 'https://stackoverflow.com/users/1903864/pete-naylor'}",False,252,1,0,1363868509,1356087820,13988932,CC BY-SA 3.0,https://stackoverflow.com/questions/13988932/flexslider-wont-scroll-in-ie7,Flexslider won&#39;t scroll in IE7,,1363868509.0,,,,,,
1149,"['css', 'twitter-bootstrap']","{'account_id': 1874620, 'reputation': 371, 'user_id': 1696090, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a12b57df8c982d71ed129300a6f2873b?s=256&d=identicon&r=PG', 'display_name': 'user1696090', 'link': 'https://stackoverflow.com/users/1696090/user1696090'}",True,1933,2,0,1363850467,1356020473,13976325,CC BY-SA 3.0,https://stackoverflow.com/questions/13976325/height-of-100-not-working-on-side-navigation,height of 100% not working on side navigation,,,,,,,,
1150,"['jquery', 'ajax', 'html', 'css', 'jquery-mobile']","{'account_id': 2100746, 'reputation': 115, 'user_id': 1868445, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/32f702f2ca097b122d86883c544599fe?s=256&d=identicon&r=PG', 'display_name': 'RaveN', 'link': 'https://stackoverflow.com/users/1868445/raven'}",True,2237,1,2,1363722746,1356013420,13974221,CC BY-SA 3.0,https://stackoverflow.com/questions/13974221/jquery-mobile-programmatically-show-ajax-loader,jQuery Mobile: Programmatically show ajax loader,,1363722746.0,,,,,,
1151,"['javascript', 'css', 'internet-explorer-8', 'internet-explorer-7', 'fine-uploader']","{'account_id': 1022546, 'reputation': 23765, 'user_id': 1032531, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/938ce772de83dc07272b66f4b12a5453?s=256&d=identicon&r=PG', 'display_name': 'user1032531', 'link': 'https://stackoverflow.com/users/1032531/user1032531'}",True,857,2,0,1363712188,1355955936,13962283,CC BY-SA 3.0,https://stackoverflow.com/questions/13962283/fineuploader-button-doesnt-show-for-ie7-8,fineuploader button doesn&#39;t show for IE7/8,,1362878457.0,,,,,,
1152,"['css', 'sass', 'frontend', 'zurb-foundation']","{'account_id': 1827614, 'reputation': 253, 'user_id': 1659913, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3207657086d0487aae81042ae3524829?s=256&d=identicon&r=PG', 'display_name': 'WDP', 'link': 'https://stackoverflow.com/users/1659913/wdp'}",True,1704,1,0,1363681876,1356630326,14058872,CC BY-SA 3.0,https://stackoverflow.com/questions/14058872/is-it-possible-to-use-foundation-semantic-grid-mixins-inside-mediaqueries,Is it possible to use Foundation semantic grid mixins inside mediaqueries?,14061538.0,1363681876.0,,,,,,
1153,"['javascript', 'html', 'css', 'css-selectors']","{'account_id': 1934199, 'reputation': 4171, 'user_id': 1742874, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/IS7Kl.jpg?s=256&g=1', 'display_name': 'abbotto', 'link': 'https://stackoverflow.com/users/1742874/abbotto'}",True,1100,2,3,1363471229,1355038971,13785601,CC BY-SA 3.0,https://stackoverflow.com/questions/13785601/how-do-i-parse-the-results-of-a-queryselectorall-selector-engine-allow-method,How do I parse the results of a querySelectorAll selector engine &amp; allow method chaining?,13785627.0,1363471229.0,,,,,,
1154,"['html', 'css', 'forms', 'layout']","{'account_id': 1227578, 'reputation': 2046, 'user_id': 1192861, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9c0f371f4e929a397a7149daf3477eee?s=256&d=identicon&r=PG', 'display_name': 'styke', 'link': 'https://stackoverflow.com/users/1192861/styke'}",True,893,1,1,1363416700,1354485148,13674276,CC BY-SA 3.0,https://stackoverflow.com/questions/13674276/form-elements-not-floating,Form elements not floating?,13674299.0,1363416700.0,,,,,,
1155,['css'],"{'account_id': 888179, 'reputation': 19574, 'user_id': 927092, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/8f2310486d1c89ca4f1c03bdb9a518c7?s=256&d=identicon&r=PG', 'display_name': 'Jonathan Ong', 'link': 'https://stackoverflow.com/users/927092/jonathan-ong'}",True,1869,2,3,1363399866,1355542581,13889053,CC BY-SA 3.0,https://stackoverflow.com/questions/13889053/make-a-box-shadow-show-over-an-adjacent-floated-element,Make a box-shadow show over an adjacent floated element,13889158.0,,,,,,,
1156,"['html', 'css', 'email', 'html-lists']","{'account_id': 2063965, 'reputation': 179, 'user_id': 1839905, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/bc648d38af9f860746b30ad07910be9d?s=256&d=identicon&r=PG', 'display_name': 'codesforcoffee', 'link': 'https://stackoverflow.com/users/1839905/codesforcoffee'}",True,4823,3,0,1363355014,1355514531,13885319,CC BY-SA 3.0,https://stackoverflow.com/questions/13885319/how-can-i-make-list-item-spacing-more-acceptable-in-html-css-email-for-all-viewe,How can I make list item spacing more acceptable in html/css email for all viewers?,13920678.0,1355516884.0,,,,,,
1157,"['css', 'ckeditor']","{'account_id': 2181280, 'reputation': 17563, 'user_id': 1930721, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/dA0Tx.jpg?s=256&g=1', 'display_name': 'GreyRoofPigeon', 'link': 'https://stackoverflow.com/users/1930721/greyroofpigeon'}",True,2093,2,2,1363265383,1356556877,14046408,CC BY-SA 3.0,https://stackoverflow.com/questions/14046408/ckeditor-4-combinate-css,CKEditor 4 combinate css,15409768.0,1356558323.0,,,,,,
1158,"['html', 'css', 'internet-explorer', 'html-validation']","{'account_id': 319634, 'reputation': 8733, 'user_id': 637493, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/746879c416a97cd2b6237c5866ce2dbf?s=256&d=identicon&r=PG', 'display_name': 'cpoDesign', 'link': 'https://stackoverflow.com/users/637493/cpodesign'}",True,226,4,0,1363198356,1355504356,13883056,CC BY-SA 3.0,https://stackoverflow.com/questions/13883056/compatibility-mode-in-ie-9,Compatibility mode in IE 9,13961775.0,1355522466.0,,,,,,
1159,"['javascript', 'css', 'jsf-2', 'resources', 'location']","{'account_id': 280829, 'reputation': 28298, 'user_id': 576758, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/6305cbb1c738e615feb48584d705d64a?s=256&d=identicon&r=PG', 'display_name': 'Tapas Bose', 'link': 'https://stackoverflow.com/users/576758/tapas-bose'}",True,4968,3,2,1363115689,1354468819,13671704,CC BY-SA 4.0,https://stackoverflow.com/questions/13671704/is-it-possible-to-change-the-resources-folder-name-which-is-used-by-houtputsty,Is it possible to change the /resources folder name which is used by h:outputStylesheet and h:outputScript,13710264.0,1592644375.0,,,,,,
1160,"['css', 'compass-sass', 'css-sprites']","{'account_id': 1978945, 'reputation': 2017, 'user_id': 1776019, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/fd201d946a77d622d9b6e6748d8f8118?s=256&d=identicon&r=PG', 'display_name': 'linjuming', 'link': 'https://stackoverflow.com/users/1776019/linjuming'}",False,442,1,1,1363105467,1355727022,13909561,CC BY-SA 3.0,https://stackoverflow.com/questions/13909561/how-to-generate-sprite-position-such-as-right-300px-in-compas-sass,how to generate sprite position such as &quot;right -300px&quot; in compas sass?,,,,,,,,
1161,"['css', 'yii', 'yii-events', 'cbuttoncolumn']","{'account_id': 1590410, 'reputation': 1543, 'user_id': 1473841, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/dGwYX.jpg?s=256&g=1', 'display_name': 'tnchalise', 'link': 'https://stackoverflow.com/users/1473841/tnchalise'}",False,176,2,2,1363097141,1356585514,14049689,CC BY-SA 3.0,https://stackoverflow.com/questions/14049689/button-image-is-not-working-properly,Button image is not working properly,,1363097141.0,,,,,,
1162,"['css', 'firefox']","{'account_id': 2189588, 'reputation': 93, 'user_id': 1937065, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Hi5oJ.png?s=256&g=1', 'display_name': 'PhiRune', 'link': 'https://stackoverflow.com/users/1937065/phirune'}",True,6519,3,9,1363090021,1356814384,14085822,CC BY-SA 3.0,https://stackoverflow.com/questions/14085822/css-firefox-box-shadow-and-outline,CSS Firefox box-shadow and outline,15360768.0,,,,,,,
1163,"['css', 'cross-browser', 'font-face', 'webfonts']","{'account_id': 1034612, 'reputation': 6634, 'user_id': 1042232, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/5ea4b9ed5294dee2d3877124fb3e7ca5?s=256&d=identicon&r=PG', 'display_name': 'eselk', 'link': 'https://stackoverflow.com/users/1042232/eselk'}",True,2025,1,0,1363020929,1355273128,13830970,CC BY-SA 3.0,https://stackoverflow.com/questions/13830970/random-letter-spacing-when-using-font-face,Random letter spacing when using font-face,13845017.0,1363020929.0,,,,,,
1164,"['php', 'jquery', 'html', 'css', 'jquery-mobile']","{'account_id': 1566684, 'reputation': 1859, 'user_id': 1455317, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/fc8703ebceaf742c863bd2c1f209e5de?s=256&d=identicon&r=PG', 'display_name': 'Vishnu R', 'link': 'https://stackoverflow.com/users/1455317/vishnu-r'}",True,5557,2,2,1362996413,1355825423,13930567,CC BY-SA 3.0,https://stackoverflow.com/questions/13930567/how-to-style-table-as-responsive-using-jquery-mobile,How to style table as responsive using Jquery mobile?,13932352.0,1356789233.0,,,,,,
1165,"['css', 'google-chrome', 'responsive-design']","{'account_id': 298396, 'reputation': 4355, 'user_id': 604401, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/93003bf760643e95fa03935f3d3322db?s=256&d=identicon&r=PG', 'display_name': 'Tetaxa', 'link': 'https://stackoverflow.com/users/604401/tetaxa'}",True,1961,2,4,1362996284,1355841538,13935255,CC BY-SA 3.0,https://stackoverflow.com/questions/13935255/chrome-float-right-resize-bug,Chrome float right resize bug?,,,,,,,,
1166,"['jquery', 'css', 'html', 'printing']","{'account_id': 85119, 'reputation': 1395, 'user_id': 237533, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/f549c8b37a1b2aaaffd9b4622ad588a9?s=256&d=identicon&r=PG', 'display_name': 'mukamaivan', 'link': 'https://stackoverflow.com/users/237533/mukamaivan'}",True,15488,4,2,1362959165,1356891341,14093262,CC BY-SA 3.0,https://stackoverflow.com/questions/14093262/how-to-print-div-contents-keeping-css,How to print div contents keeping CSS,,,,,,,,
1167,"['html', 'css', 'twitter-bootstrap']","{'account_id': 2181989, 'reputation': 11, 'user_id': 1931233, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12495e79a771f121f5552a0dfc570aee?s=256&d=identicon&r=PG', 'display_name': 'RARSA', 'link': 'https://stackoverflow.com/users/1931233/rarsa'}",True,772,2,1,1362793540,1356586203,14049780,CC BY-SA 3.0,https://stackoverflow.com/questions/14049780/html-bootstrap-css,"HTML, BOOTSTRAP CSS",,1357674036.0,,,,,,
1168,"['css', 'webkit', 'transform', 'css-transitions']","{'account_id': 1583945, 'reputation': 14341, 'user_id': 1468708, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/PkcvP.jpg?s=256&g=1', 'display_name': 'gherkins', 'link': 'https://stackoverflow.com/users/1468708/gherkins'}",True,5808,3,3,1362747061,1356700212,14070056,CC BY-SA 3.0,https://stackoverflow.com/questions/14070056/css-rotate-with-transition-seem-to-affect-other-elements-opacity,css rotate with transition seem to affect other elements opacity?,14081115.0,,,,,,,
1169,"['css', 'html', 'tags', 'css-float']","{'account_id': 2127817, 'reputation': 9, 'user_id': 1889454, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42fb084d216892ed95ac7099797d02ca?s=256&d=identicon&r=PG', 'display_name': 'user1889454', 'link': 'https://stackoverflow.com/users/1889454/user1889454'}",True,2252,4,0,1362596341,1355059429,13787770,CC BY-SA 3.0,https://stackoverflow.com/questions/13787770/why-are-my-div-tags-are-being-pushed-to-the-left-by-a-few-pixels,why are my Div Tags are being pushed to the left by a few pixels?,,1355065448.0,,,,,,
1170,"['google-chrome', 'css']","{'account_id': 2040060, 'reputation': 181, 'user_id': 1821501, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b041e5fbb02303c22b102d61b859e2d7?s=256&d=identicon&r=PG', 'display_name': 'TomD', 'link': 'https://stackoverflow.com/users/1821501/tomd'}",False,177,1,1,1362586151,1354537011,13683082,CC BY-SA 3.0,https://stackoverflow.com/questions/13683082/css3-webkit-different-from-vista-windows-7,CSS3 -webkit different from vista - windows 7,,,,,,,,
1171,"['html', 'css', 'transform']","{'account_id': 272852, 'reputation': 18644, 'user_id': 564157, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/3686aff1d140fd9919c430e151ffdef5?s=256&d=identicon&r=PG', 'display_name': 'Joseph Lust', 'link': 'https://stackoverflow.com/users/564157/joseph-lust'}",True,108,1,0,1362585412,1355341401,13847358,CC BY-SA 3.0,https://stackoverflow.com/questions/13847358/mozilla-scale3d-ignores-select-elements,Mozilla scale3d() ignores &lt;SELECT&gt; elements,15252061.0,1362581521.0,,,,,,
1172,"['css', 'html']","{'account_id': 200437, 'reputation': 2078, 'user_id': 1722656, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0acfbab134088266a30d05b85b792cc?s=256&d=identicon&r=PG', 'display_name': 'Ravi', 'link': 'https://stackoverflow.com/users/1722656/ravi'}",True,195,2,3,1362577300,1356440243,14030830,CC BY-SA 3.0,https://stackoverflow.com/questions/14030830/font-get-changed-on-html5-validation-in-chrome,Font get changed on HTML5 validation in chrome,15248933.0,,,,,,,
1173,"['jquery', 'html', 'css']","{'account_id': 1677009, 'reputation': 150214, 'user_id': 1542290, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/k3Yly.jpg?s=256&g=1', 'display_name': 'Mr. Alien', 'link': 'https://stackoverflow.com/users/1542290/mr-alien'}",True,4387,2,9,1362477513,1356625412,14057780,CC BY-SA 3.0,https://stackoverflow.com/questions/14057780/prevent-an-element-to-rotate-itself-in-a-circular-css3-animation,Prevent an element to rotate itself in a circular CSS3 animation,14057984.0,1356625730.0,,,,,,
1174,"['css', 'twitter-bootstrap']","{'account_id': 420626, 'reputation': 6083, 'user_id': 798420, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/c3a67b6601d494309845b93b90791e66?s=256&d=identicon&r=PG', 'display_name': 'Adam Youngers', 'link': 'https://stackoverflow.com/users/798420/adam-youngers'}",False,265,1,0,1362437235,1356136809,13998989,CC BY-SA 3.0,https://stackoverflow.com/questions/13998989/invert-columns-in-twitter-bootstrip-grid,Invert columns in Twitter Bootstrip Grid,,1362437235.0,,,,,,
1175,"['javascript', 'jquery', 'html', 'css']","{'account_id': 2130318, 'reputation': 3, 'user_id': 1891297, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09647a9223610b213c5c6100d42e2f2b?s=256&d=identicon&r=PG', 'display_name': 'user1891297', 'link': 'https://stackoverflow.com/users/1891297/user1891297'}",False,924,1,0,1362419699,1355309943,13838239,CC BY-SA 3.0,https://stackoverflow.com/questions/13838239/content-slider-issue-with-jquery,Content Slider - issue with JQuery,,1355310927.0,,,,,,
1176,"['css', 'html', 'height', 'overflow']","{'account_id': 1482427, 'reputation': 446, 'user_id': 1391469, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d32991a4755f5f25682c16e084819e1a?s=256&d=identicon&r=PG', 'display_name': 'Marc05', 'link': 'https://stackoverflow.com/users/1391469/marc05'}",True,6549,2,1,1362399757,1354978439,13778619,CC BY-SA 3.0,https://stackoverflow.com/questions/13778619/css-html-child-div-overflows-parent,CSS/HTML: Child DIV overflows parent,13778659.0,1355492072.0,,,,,,
1177,"['css', 'font-size']","{'account_id': 1238312, 'reputation': 2726, 'user_id': 1201447, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/29d646048b511da21031ace065236fd3?s=256&d=identicon&r=PG', 'display_name': 'andy', 'link': 'https://stackoverflow.com/users/1201447/andy'}",True,1806,1,1,1362383674,1355364738,13851867,CC BY-SA 3.0,https://stackoverflow.com/questions/13851867/resizing-fonts-sized-in-rems,Resizing fonts sized in rems,13852173.0,,,,,,,
1178,['css'],"{'account_id': 1803828, 'reputation': 17023, 'user_id': 1641422, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/5MDkC.jpg?s=256&g=1', 'display_name': 'jviotti', 'link': 'https://stackoverflow.com/users/1641422/jviotti'}",True,5341,2,1,1362355669,1355250018,13826132,CC BY-SA 3.0,https://stackoverflow.com/questions/13826132/input-password-font-family,Input password font -family,13826251.0,1495535698.0,,,,,,
1179,"['html', 'internet-explorer', 'css', 'internet-explorer-9']","{'account_id': 2190248, 'reputation': 1, 'user_id': 1937510, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd6e8ff4c182bcbedeb387197db9240d?s=256&d=identicon&r=PG', 'display_name': 'Hitesh Talukdar', 'link': 'https://stackoverflow.com/users/1937510/hitesh-talukdar'}",True,386,3,0,1362328067,1356846059,14088603,CC BY-SA 3.0,https://stackoverflow.com/questions/14088603/ie-9-compability-with-html-5,IE 9 compability with HTML 5,,1362328067.0,,,,,,
1180,"['javascript', 'jquery', 'css']","{'account_id': 1896787, 'reputation': 157, 'user_id': 1713559, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/e3d872e9dcaf3352b394228c4c80c2c8?s=256&d=identicon&r=PG', 'display_name': 'abc', 'link': 'https://stackoverflow.com/users/1713559/abc'}",True,5671,5,-1,1362323169,1355396244,13858352,CC BY-SA 3.0,https://stackoverflow.com/questions/13858352/sticky-footer-using-css-or-jquery,Sticky Footer using css or jquery,13858444.0,,,,,,,
1181,"['css', 'internet-explorer-8', 'google-visualization', 'jsfiddle', 'ie8-browser-mode']","{'account_id': 1642602, 'reputation': 7258, 'user_id': 1514776, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://i.stack.imgur.com/5uc8P.jpg?s=256&g=1', 'display_name': 'Selvamani', 'link': 'https://stackoverflow.com/users/1514776/selvamani'}",True,949,1,1,1362237520,1356523143,14040277,CC BY-SA 3.0,https://stackoverflow.com/questions/14040277/bug-on-ie8-and-jsfiddle-in-google-chart,bug on ie8 and jsfiddle in google chart,14040717.0,1362237520.0,,,,,,
1182,"['iphone', 'css', 'video-embedding']","{'account_id': 50587, 'reputation': 167, 'user_id': 150984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/edc7fb3ebb7dd1af5205c30cbc7ae446?s=256&d=identicon&r=PG', 'display_name': 'Toft', 'link': 'https://stackoverflow.com/users/150984/toft'}",True,186,1,1,1362110342,1355406054,13861074,CC BY-SA 3.0,https://stackoverflow.com/questions/13861074/weird-css-behaviour-for-ui-widget-active-on-iphone,Weird css behaviour for ui-widget :active on iPhone,,1355406557.0,,,,,,
1183,"['html', 'css', 'webkit', 'centering', 'overlap']","{'account_id': 1739173, 'reputation': 2132, 'user_id': 1591067, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/kVfM7.png?s=256&g=1', 'display_name': 'Casey Dwayne', 'link': 'https://stackoverflow.com/users/1591067/casey-dwayne'}",True,1608,2,-1,1362073082,1355781711,13922954,CC BY-SA 3.0,https://stackoverflow.com/questions/13922954/how-can-i-center-these-overlapping-elements,How can I center these overlapping elements?,13923133.0,1355788441.0,,,,,,
