,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,migrated_to,locked_date
755,"['sql', 'json']","{'account_id': 15422118, 'reputation': 1, 'user_id': 11125888, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-QmxMQrIm6ew/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfh2ZWMdcstdE1TqTmCBpYPUe5ELw/mo/photo.jpg?sz=256', 'display_name': 'shadaab farhan', 'link': 'https://stackoverflow.com/users/11125888/shadaab-farhan'}",False,26,,1,0,1666764823,1666764243,,74203300,CC BY-SA 4.0,https://stackoverflow.com/questions/74203300/combine-two-json-objects-in-sql,Combine two JSON Objects in sql,,,,
756,"['sql', 'arrays', 'postgresql', 'jdbc']","{'account_id': 11426760, 'reputation': 91, 'user_id': 8376708, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5XNUh.jpg?s=256&g=1', 'display_name': 'isaadabbasi', 'link': 'https://stackoverflow.com/users/8376708/isaadabbasi'}",False,47,,1,0,1666764557,1666732238,1666761445.0,74200245,CC BY-SA 4.0,https://stackoverflow.com/questions/74200245/how-to-remove-single-occurrence-of-an-element-from-array-in-postgresql,How to remove single occurrence of an element from array in PostgreSQL,,,,
757,"['php', 'jquery', 'mysql', 'sql', 'fetch']","{'account_id': 26549933, 'reputation': 21, 'user_id': 20179416, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3tlt69khedj30aDQn_1q9EME7U5QhQ_ZzrtMFKHQ=k-s256', 'display_name': 'Aiyu', 'link': 'https://stackoverflow.com/users/20179416/aiyu'}",True,55,74203207.0,1,1,1666763412,1666756233,,74202507,CC BY-SA 4.0,https://stackoverflow.com/questions/74202507/fetching-my-data-in-the-table-to-input-boxes-based-on-their-id,Fetching my Data in the table to Input boxes based on their ID,,,,
758,"['javascript', 'php', 'html', 'sql', 'google-maps']","{'account_id': 26670449, 'reputation': 1, 'user_id': 20281961, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6ea48b6f171e715dac40631054ed249?s=256&d=identicon&r=PG', 'display_name': 'user20281961', 'link': 'https://stackoverflow.com/users/20281961/user20281961'}",False,35,,0,0,1666762401,1666686872,1666762401.0,74191224,CC BY-SA 4.0,https://stackoverflow.com/questions/74191224/show-markers-on-a-polyline,Show Markers on a Polyline,,,,
759,"['sql', 'sql-server']","{'account_id': 26678646, 'reputation': 39, 'user_id': 20288923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/be512d1b0e075cf365c148c3d5715636?s=256&d=identicon&r=PG', 'display_name': 'Mahan', 'link': 'https://stackoverflow.com/users/20288923/mahan'}",True,76,74194492.0,2,1,1666762018,1666699989,1666762018.0,74193900,CC BY-SA 4.0,https://stackoverflow.com/questions/74193900/combine-sql-server-iif-function-and-the-count-function,Combine SQL Server IIF function and the Count function,,,,
760,"['sql', 'postgresql']","{'account_id': 9854272, 'reputation': 1601, 'user_id': 7299313, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/3fed28acbbea3d47344e5fca960d6cf9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Robert C. Holland', 'link': 'https://stackoverflow.com/users/7299313/robert-c-holland'}",True,30,74199525.0,2,0,1666761568,1666726056,,74199223,CC BY-SA 4.0,https://stackoverflow.com/questions/74199223/copy-value-from-one-column-into-another-during-insert-using-postgresql,Copy value from one column into another during insert using postgreSQL,,,,
761,"['mysql', 'sql']","{'account_id': 26699890, 'reputation': 1, 'user_id': 20307133, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7bbbb72dbad4d8b2beaff1b1588dd13d?s=256&d=identicon&r=PG', 'display_name': 'nightowl898', 'link': 'https://stackoverflow.com/users/20307133/nightowl898'}",False,32,,0,-2,1666760963,1666755693,1666760963.0,74202455,,https://stackoverflow.com/questions/74202455/managing-database-sql,Managing database SQL,1666761205.0,Duplicate,,
762,['sql'],"{'account_id': 13873877, 'reputation': 81, 'user_id': 10016157, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3527ce7f6b06513e42639fead5deb38d?s=256&d=identicon&r=PG&f=1', 'display_name': 'awabs', 'link': 'https://stackoverflow.com/users/10016157/awabs'}",False,71,,1,2,1666760775,1666732084,1666760775.0,74200225,CC BY-SA 4.0,https://stackoverflow.com/questions/74200225/group-items-from-the-first-time-certain-time-period,Group items from the first time + certain time period,,,,
763,"['sql', 'sql-like', 'keyword-search']","{'account_id': 11521300, 'reputation': 969, 'user_id': 9325413, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6t0KM.png?s=256&g=1', 'display_name': 'Ben', 'link': 'https://stackoverflow.com/users/9325413/ben'}",False,25,,1,1,1666759600,1666757598,,74202632,CC BY-SA 4.0,https://stackoverflow.com/questions/74202632/sql-how-can-i-do-a-keyword-search-using-words-stored-in-a-separate-search-table,SQL: How can I do a keyword search using words stored in a separate search table?,,,,
764,['sql'],"{'account_id': 23270022, 'reputation': 21, 'user_id': 17355000, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxJWLON0RCzuWIoSsGCobP81TfS4pCzWhyYc6yD=k-s256', 'display_name': 'Muriel Mi', 'link': 'https://stackoverflow.com/users/17355000/muriel-mi'}",True,27,,2,-1,1666759532,1666723981,1666759532.0,74198879,CC BY-SA 4.0,https://stackoverflow.com/questions/74198879/how-to-write-three-days-completed-condition-in-sql,How to write Three days completed condition in sql,,,,
765,"['sql', 'postgresql', 'average']","{'account_id': 26732592, 'reputation': 1, 'user_id': 20334695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bcd305b54998d8ee324c27b405f0d53?s=256&d=identicon&r=PG', 'display_name': 'Abita ', 'link': 'https://stackoverflow.com/users/20334695/abita'}",False,40,,0,0,1666759189,1666739972,1666759189.0,74201105,CC BY-SA 4.0,https://stackoverflow.com/questions/74201105/sql-trying-to-do-avgcount-countdistinct-m,Sql trying to do avg(count)/ count(distinct m),,,,
766,"['sql', 'oracle19c']","{'account_id': 20719648, 'reputation': 3, 'user_id': 20331515, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60d0e06ee2e8210f41cca425f11d0ddf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Andres', 'link': 'https://stackoverflow.com/users/20331515/andres'}",True,40,74201861.0,2,0,1666759084,1666748570,1666759084.0,74201822,CC BY-SA 4.0,https://stackoverflow.com/questions/74201822/sql-group-by-with-case,SQL- GROUP BY with CASE,,,,
767,"['sql', 'sql-server', 'powershell']","{'account_id': 26732585, 'reputation': 31, 'user_id': 20334690, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu37DJ2YMz7t_jFNFmvfSd1rRWTJEfJp6iezs6lv=k-s256', 'display_name': 'Rand0m _', 'link': 'https://stackoverflow.com/users/20334690/rand0m'}",False,38,,0,2,1666757659,1666742366,1666757659.0,74201322,,https://stackoverflow.com/questions/74201322/how-to-retrieve-video-file-from-sql-server-database-with-filestream,How to retrieve Video file from SQL Server database with FileStream?,1666757681.0,Not suitable for this site,,
768,"['sql', 'sql-server']","{'account_id': 265121, 'reputation': 81, 'user_id': 4701820, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/59db25d4dd34fca5b9d6a40bd2d6974c?s=256&d=identicon&r=PG&f=1', 'display_name': 'rammi', 'link': 'https://stackoverflow.com/users/4701820/rammi'}",True,34,74202461.0,1,0,1666755908,1666755147,1666755908.0,74202408,CC BY-SA 4.0,https://stackoverflow.com/questions/74202408/update-different-values-into-other-tables-in-consequent-way,Update different values into other tables in consequent way,,,,
769,"['java', 'mysql', 'sql', 'navicat']","{'account_id': 24525044, 'reputation': 1, 'user_id': 18437603, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c356391ab1dc53fb3f15584ae43a81e0?s=256&d=identicon&r=PG', 'display_name': 'uuQi', 'link': 'https://stackoverflow.com/users/18437603/uuqi'}",True,62,74202093.0,1,-5,1666751639,1666750109,1666751126.0,74201953,,https://stackoverflow.com/questions/74201953/count-the-number-of-existing-values-in-a-field-in-a-record,Count the number of existing values in a field in a record,1666758950.0,Needs details or clarity,,
770,"['mysql', 'sql']","{'account_id': 21111274, 'reputation': 17, 'user_id': 15519172, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9c0aad6633192495e7fb9c1e2fb25ae7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nullified', 'link': 'https://stackoverflow.com/users/15519172/nullified'}",True,46,74154095.0,1,0,1666750119,1666343531,1666344606.0,74151380,CC BY-SA 4.0,https://stackoverflow.com/questions/74151380/union-function-mysql-not-accepting-order-by-date,UNION function mysql not accepting ORDER BY date,,,,
771,"['sql', 'postgresql', 'postgresql-12']","{'account_id': 26600175, 'reputation': 3, 'user_id': 20221925, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42467bef2e0ce68694197a6ff01f1591?s=256&d=identicon&r=PG&f=1', 'display_name': 'BananaBot', 'link': 'https://stackoverflow.com/users/20221925/bananabot'}",True,63,74172294.0,1,0,1666748494,1666527038,1666685918.0,74171028,CC BY-SA 4.0,https://stackoverflow.com/questions/74171028/postgresql-generated-column-is-not-always-up-to-date,PostgreSQL Generated Column is not always up to date,,,,
772,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 13028009, 'reputation': 1, 'user_id': 9415349, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ABkQLkFPz2Y/AAAAAAAAAAI/AAAAAAAADnk/LwpihFah--A/photo.jpg?sz=256', 'display_name': 'Scotti', 'link': 'https://stackoverflow.com/users/9415349/scotti'}",True,25,,1,0,1666748347,1666747877,1666747984.0,74201767,CC BY-SA 4.0,https://stackoverflow.com/questions/74201767/im-creating-a-json-column-from-a-table-but-i-want-the-to-be-ordered-by-date-ho,"I&#39;m creating a JSON column from a table but I want the to be ordered by date, how can I go about it?",,,,
773,['sql'],"{'account_id': 26733065, 'reputation': 1, 'user_id': 20335082, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu17Bw3gMKF_L9t3oYCjN-dVs3iWiXLwzK-GEzzi=k-s256', 'display_name': 'joshua peterson', 'link': 'https://stackoverflow.com/users/20335082/joshua-peterson'}",False,15,,0,0,1666746149,1666745288,1666746149.0,74201576,CC BY-SA 4.0,https://stackoverflow.com/questions/74201576/trying-to-get-the-maximum-weight-in-pounds-from-two-different-categories-that-bo,trying to get the maximum weight in pounds from two different categories that both fall into specifics traits,,,,
774,"['sql', 'amazon-redshift', 'pivot-table', 'transpose']","{'account_id': 20251921, 'reputation': 3, 'user_id': 14852769, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab3c6554767d62352a08272848427f41?s=256&d=identicon&r=PG&f=1', 'display_name': 'JJW', 'link': 'https://stackoverflow.com/users/14852769/jjw'}",False,18,,0,0,1666746059,1666746059,,74201634,CC BY-SA 4.0,https://stackoverflow.com/questions/74201634/how-to-pivot-columns-in-redshift-sql-without-aggregation,How to pivot columns in Redshift SQL without aggregation,,,,
775,"['sql', 'postgresql']","{'account_id': 5963180, 'reputation': 189, 'user_id': 4687705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7017bab6a96dc820500d1889ebbecdb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/4687705/james'}",False,28,,0,0,1666741859,1666741859,,74201287,CC BY-SA 4.0,https://stackoverflow.com/questions/74201287/getting-a-record-set-that-has-two-or-more-different-users,Getting a record set that has two or more different users,,,,
776,"['php', 'html', 'sql', 'wordpress']","{'account_id': 13252092, 'reputation': 1, 'user_id': 9569324, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Dulanga Weerasuriya', 'link': 'https://stackoverflow.com/users/9569324/dulanga-weerasuriya'}",False,44,,2,0,1666741299,1666675186,1666741299.0,74189395,CC BY-SA 4.0,https://stackoverflow.com/questions/74189395/how-can-i-show-array-content-inside-the-body-of-html,How Can I show array content inside the body of html,,,,
777,"['sql', 'ms-access']","{'account_id': 7533971, 'reputation': 172, 'user_id': 5753961, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://lh4.googleusercontent.com/-fkAt-xcK_E8/AAAAAAAAAAI/AAAAAAAAEqA/3HXrHaSP0F8/photo.jpg?sz=256', 'display_name': 'Todd Brannon', 'link': 'https://stackoverflow.com/users/5753961/todd-brannon'}",False,22,,0,0,1666739521,1666739521,,74201064,CC BY-SA 4.0,https://stackoverflow.com/questions/74201064/is-the-sql-pivot-operator-the-proper-approach-for-my-query,Is the SQL PIVOT operator the proper approach for my query?,,,,
778,"['sql', 'tsql']","{'account_id': 8040825, 'reputation': 67, 'user_id': 6062534, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mhcsZ.jpg?s=256&g=1', 'display_name': 'honey_badgerzz', 'link': 'https://stackoverflow.com/users/6062534/honey-badgerzz'}",True,73,74187228.0,2,0,1666739473,1666645400,1666645977.0,74186791,CC BY-SA 4.0,https://stackoverflow.com/questions/74186791/how-to-recursively-calculate-the-difference-in-departures-from-the-previous-mont,How to recursively calculate the difference in departures from the previous month,,,,
779,"['php', 'mysql', 'sql', 'arrays', 'json']","{'account_id': 21109925, 'reputation': 98, 'user_id': 15518110, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-9QUx4NBGqPM/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckFJrjBCsHE6hIx1vfoSP1RuKtpTQ/s96-c/photo.jpg?sz=256', 'display_name': 'Jason Ayala', 'link': 'https://stackoverflow.com/users/15518110/jason-ayala'}",True,60,74158750.0,1,0,1666737651,1666382917,1666737651.0,74158713,CC BY-SA 4.0,https://stackoverflow.com/questions/74158713/insert-array-data-from-file-into-mysql-using-php,Insert Array Data from File into MYSQL using PHP,,,,
780,"['python', 'sql', 'apache-spark', 'apache-spark-sql', 'hive']","{'account_id': 12633645, 'reputation': 1, 'user_id': 9184002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff0f8edb255a8a5320d8b56a1538cbd0?s=256&d=identicon&r=PG', 'display_name': 'user9184002', 'link': 'https://stackoverflow.com/users/9184002/user9184002'}",False,17,,0,-1,1666736228,1666736182,1666736228.0,74200720,CC BY-SA 4.0,https://stackoverflow.com/questions/74200720/need-to-get-query-or-program-to-get-a-group-of-values-using-hive-or-sql,Need to get query or program to get a group of values using hive or sql,,,,
781,"['sql', 'snowflake-cloud-data-platform']","{'account_id': 16561386, 'reputation': 47, 'user_id': 11967235, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-Sshg39Qjz7I/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rchfaADNcv5scTnbAjeZc1kasdidQ/photo.jpg?sz=256', 'display_name': 'kwarner', 'link': 'https://stackoverflow.com/users/11967235/kwarner'}",True,38,74198827.0,2,1,1666736100,1666722774,,74198662,CC BY-SA 4.0,https://stackoverflow.com/questions/74198662/sort-each-character-in-a-string-from-a-specific-column-in-snowflake-sql,Sort each character in a string from a specific column in Snowflake SQL,,,,
782,"['mysql', 'sql', 'database', 'rdbms', 'exists']","{'account_id': 23137451, 'reputation': 113, 'user_id': 17241489, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiqgTZKuZ3iHkgMdwwQsOoAsW_qfLvpr_pJdKBf=k-s256', 'display_name': 'Neutrino Watson', 'link': 'https://stackoverflow.com/users/17241489/neutrino-watson'}",True,72,73948252.0,2,1,1666735794,1664887997,1666735794.0,73948165,CC BY-SA 4.0,https://stackoverflow.com/questions/73948165/how-to-filter-out-a-table-using-sql-query,How to filter out a table using SQL query?,,,,
783,"['sql', 'oracle']","{'account_id': 24487610, 'reputation': 7, 'user_id': 18405080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/52cbecd7736e58087264e0c204687f82?s=256&d=identicon&r=PG', 'display_name': 'Axay', 'link': 'https://stackoverflow.com/users/18405080/axay'}",True,32,,1,-1,1666735047,1666685653,1666735047.0,74190971,,https://stackoverflow.com/questions/74190971/eroor-while-using-below-case-statement-related-to-date,Eroor while using below CASE STATEMENT related to DATE,1666736608.0,Not suitable for this site,,
784,"['sql', 'oracle']","{'account_id': 26724929, 'reputation': 37, 'user_id': 20328169, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fa5d0358e509c5e642de299f23d94251?s=256&d=identicon&r=PG', 'display_name': 'JenJenFenFen', 'link': 'https://stackoverflow.com/users/20328169/jenjenfenfen'}",False,28,,1,0,1666734869,1666686329,1666734869.0,74191114,CC BY-SA 4.0,https://stackoverflow.com/questions/74191114/how-to-remove-record-with-sum-and-condition,How to remove record with sum and condition?,,,,
785,"['javascript', 'sql', 'node.js', 'reactjs', 'postgresql']","{'account_id': 26731110, 'reputation': 1, 'user_id': 20333427, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcb218327347f5b0f4d2b9dd736ecf2d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mahadros', 'link': 'https://stackoverflow.com/users/20333427/mahadros'}",False,29,,1,0,1666733970,1666727820,1666730028.0,74199545,CC BY-SA 4.0,https://stackoverflow.com/questions/74199545/how-to-dynamically-insert-data-to-a-database-from-an-array-of-objects-using-java,How to dynamically insert data to a database from an array of objects using JavaScript and SQL,,,,
786,"['sql', 'sql-server', 'sql-server-2014']","{'account_id': 2751101, 'reputation': 23, 'user_id': 2370481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b7823ed4716073f9a2f8a4e640e51562?s=256&d=identicon&r=PG', 'display_name': 'tpthatsme', 'link': 'https://stackoverflow.com/users/2370481/tpthatsme'}",True,73,74200189.0,1,1,1666733359,1666726872,1666731640.0,74199388,CC BY-SA 4.0,https://stackoverflow.com/questions/74199388/sql-server-filtering-out-duplications-and-more,SQL Server filtering out duplications and more,,,,
787,"['sql', 'google-bigquery']","{'account_id': 26640369, 'reputation': 13, 'user_id': 20256162, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1_lX_GR4L0biSDIvwAxZ3Rra8NCr8FsNRHz7zt=k-s256', 'display_name': 'Costa Joy', 'link': 'https://stackoverflow.com/users/20256162/costa-joy'}",True,42,74200365.0,1,0,1666733130,1666730916,1666733130.0,74200030,CC BY-SA 4.0,https://stackoverflow.com/questions/74200030/using-like-operator-to-update-a-list-of-names,Using LIKE operator to update a list of names,,,,
788,"['mysql', 'sql', 'database']","{'account_id': 26669418, 'reputation': 3, 'user_id': 20281043, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3hS43B5pYBjH1gM93z82ePj0RJwscC-IEq-RCh=k-s256', 'display_name': 'Pro Learner', 'link': 'https://stackoverflow.com/users/20281043/pro-learner'}",True,30,74198824.0,1,0,1666732194,1666723414,1666732194.0,74198775,CC BY-SA 4.0,https://stackoverflow.com/questions/74198775/how-to-retrieve-null-value-from-self-joined-table,How to retrieve null value from self joined table,,,,
789,"['sql', 'sql-server', 'powershell']","{'account_id': 17026841, 'reputation': 51, 'user_id': 12317832, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dnZXA.jpg?s=256&g=1', 'display_name': 'Vssmm', 'link': 'https://stackoverflow.com/users/12317832/vssmm'}",False,25,,1,-1,1666732120,1666713228,1666732120.0,74196886,CC BY-SA 4.0,https://stackoverflow.com/questions/74196886/getting-script-sql-server-object-into-a-variable-in-powershell,Getting script (SQL Server object) into a variable in PowerShell,,,,
790,"['sql', 'oracle', 'substring']","{'account_id': 18029308, 'reputation': 19, 'user_id': 13104396, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b89c368aeae26f18d91775a5ac3a4308?s=256&d=identicon&r=PG&f=1', 'display_name': 'jeer', 'link': 'https://stackoverflow.com/users/13104396/jeer'}",False,26,,1,0,1666731841,1666729676,1666729697.0,74199826,CC BY-SA 4.0,https://stackoverflow.com/questions/74199826/oracle-regular-expression-substring-extract-number-after-dollar-sign,Oracle regular expression substring - Extract number after dollar sign,,,,
791,"['sql', 'hive', 'hiveql', 'lateral-join']","{'account_id': 1053202, 'reputation': 55759, 'user_id': 1056563, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/bc888aa658ab0e0d2a4d305ad7f69123?s=256&d=identicon&r=PG', 'display_name': 'WestCoastProjects', 'link': 'https://stackoverflow.com/users/1056563/westcoastprojects'}",False,18,,0,1,1666729734,1666729734,,74199832,CC BY-SA 4.0,https://stackoverflow.com/questions/74199832/why-is-group-by-needed-for-this-lateral-view-explode-hive-query,Why is group by needed for this `lateral view explode` hive query?,,,,
792,"['sql', 'oracle']","{'account_id': 23276896, 'reputation': 97, 'user_id': 17360903, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxrkRCHI4sMZMgLg3nH-1t9e_ltrQqycaZPSvjP=k-s256', 'display_name': 'Dudu Dudu', 'link': 'https://stackoverflow.com/users/17360903/dudu-dudu'}",True,35,,2,0,1666728976,1666713915,1666714093.0,74197051,CC BY-SA 4.0,https://stackoverflow.com/questions/74197051/how-would-a-nested-subquery-look-if-its-purpose-is-to-count-values-between-table,How would a nested subquery look if its purpose is to count values between tables?,,,,
793,"['sql', 'salesforce-marketing-cloud']","{'account_id': 26731077, 'reputation': 1, 'user_id': 20333400, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu3cNuw7sMv42eqcH0YEEBy82GRAeo7lN_fNmVjm=k-s256', 'display_name': 'Penkalski', 'link': 'https://stackoverflow.com/users/20333400/penkalski'}",False,24,,0,0,1666728561,1666728561,,74199655,CC BY-SA 4.0,https://stackoverflow.com/questions/74199655/could-not-be-bound-sql-error-from-inner-and-full-join-within-salesforce-market,&quot;Could not be Bound&quot; SQL error from inner and full join within Salesforce Marketing Cloud (SFMC),,,,
794,['sql'],"{'account_id': 16084822, 'reputation': 709, 'user_id': 11609834, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d173bbe8db2ccb421516f69b5dcf3a20?s=256&d=identicon&r=PG&f=1', 'display_name': 'philosofool', 'link': 'https://stackoverflow.com/users/11609834/philosofool'}",False,34,,1,0,1666728157,1666725975,,74199213,CC BY-SA 4.0,https://stackoverflow.com/questions/74199213/how-can-i-alias-this-sql-query,How can I alias this SQL query,,,,
795,"['sql', 'postgresql']","{'account_id': 26525304, 'reputation': 13, 'user_id': 20158395, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/ACNPEu-Pq3OUGv3RCZGyVGZu4hOGiJs5_CfnQvpMabVy=k-s256', 'display_name': 'Jericko Chi', 'link': 'https://stackoverflow.com/users/20158395/jericko-chi'}",False,22,,1,0,1666728087,1666719301,1666728087.0,74198070,CC BY-SA 4.0,https://stackoverflow.com/questions/74198070/spotify-dataset-how-to-query-the-max-highest-played-track-and-the-min-lowest,Spotify Dataset: How to query the MAX (highest played track) and the MIN (lowest played track) from the SUM (total stream per track) per Artist?,,,,
796,"['mysql', 'sql', 'indexing']","{'account_id': 12434767, 'reputation': 3387, 'user_id': 9055634, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/ad71851f7cd273e1ef70597c4231c92b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jim', 'link': 'https://stackoverflow.com/users/9055634/jim'}",False,18,,0,0,1666727471,1666726660,1666727276.0,74199340,,https://stackoverflow.com/questions/74199340/adding-a-third-column-in-an-index-and-order-of-the-columns-for-efficient-queries,Adding a third column in an index and order of the columns for efficient queries,1666727508.0,Duplicate,,
797,"['sql', 'sql-server', 'select']","{'account_id': 4546661, 'reputation': 2215, 'user_id': 3693060, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47c68cef20a7f01fb1ae55601f9810da?s=256&d=identicon&r=PG&f=1', 'display_name': 'user989988', 'link': 'https://stackoverflow.com/users/3693060/user989988'}",True,35,74199239.0,1,-1,1666726802,1666725141,1666725658.0,74199088,CC BY-SA 4.0,https://stackoverflow.com/questions/74199088/select-rows-with-distinct-values-for-columns-in-sql,Select rows with distinct values for columns in SQL,,,,
798,"['sql', 'db2-luw']","{'account_id': 14623070, 'reputation': 819, 'user_id': 10561139, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/167679214179572/picture?type=large', 'display_name': 'beep_boop', 'link': 'https://stackoverflow.com/users/10561139/beep-boop'}",False,29,,0,0,1666726605,1666725205,1666726605.0,74199101,CC BY-SA 4.0,https://stackoverflow.com/questions/74199101/why-does-sql-not-have-support-for-codepage-65001-but-has-support-for-1208,Why does SQL not have support for codepage 65001 but has support for 1208?,,,,
799,"['sql', 'postgresql']","{'account_id': 18959925, 'reputation': 99, 'user_id': 13835699, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d52b840b19cb2a3f54681e86839bf338?s=256&d=identicon&r=PG&f=1', 'display_name': 'Danny Adams', 'link': 'https://stackoverflow.com/users/13835699/danny-adams'}",True,50,74197210.0,2,1,1666726265,1666713545,1666721219.0,74196961,CC BY-SA 4.0,https://stackoverflow.com/questions/74196961/calculating-average-time-between-customer-orders-and-average-order-value-in-post,Calculating average time between customer orders and average order value in Postgres,,,,
800,"['mysql', 'sql', 'syntax', 'where-clause']","{'account_id': 16973284, 'reputation': 17, 'user_id': 12277327, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-SxldK0mKTDE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcJxg0ZKspWhBPByWgsLPl4Lbv46g/photo.jpg?sz=256', 'display_name': 'Jorge Meza', 'link': 'https://stackoverflow.com/users/12277327/jorge-meza'}",False,11,,0,0,1666725739,1666725557,1666725739.0,74199153,,https://stackoverflow.com/questions/74199153/where-clause-in-sql-statement-is-giving-a-syntax-error-when-similar-ones-work-fi,WHERE clause in SQL statement is giving a syntax error when similar ones work fine,1666725713.0,Duplicate,,
801,"['c#', 'sql', 'sql-server', 'dapper']","{'account_id': 21789843, 'reputation': 523, 'user_id': 16090212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ce12f052acd050cf494a07a42ba9c03?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jesus', 'link': 'https://stackoverflow.com/users/16090212/jesus'}",False,31,,0,-1,1666725138,1666725138,,74199087,CC BY-SA 4.0,https://stackoverflow.com/questions/74199087/multi-query-dapper-request-take-too-long,Multi query Dapper request take too long,,,,
802,"['sql', 'string', 'postgresql']","{'account_id': 21707121, 'reputation': 49, 'user_id': 18609422, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d8fe4a6c1a088cd98c3954bbf2db4105?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mariana', 'link': 'https://stackoverflow.com/users/18609422/mariana'}",True,53,74198503.0,3,1,1666725035,1666720373,1666724600.0,74198248,CC BY-SA 4.0,https://stackoverflow.com/questions/74198248/get-alphabets-only-before-number-postgresql,Get alphabets only before number - PostgreSQL,,,,
