,tags,migrated_from,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,accepted_answer_id,content_license,closed_date,closed_reason,protected_date,community_owned_date
1221,"['sql', 'sql-server', 'pivot', 'unpivot']",,"{'account_id': 53688, 'reputation': 593, 'user_id': 422570, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/d52082430bb09a815b485c08c075a422?s=256&d=identicon&r=PG', 'display_name': 'Kajah User', 'link': 'https://stackoverflow.com/users/422570/kajah-user'}",True,357,2,-2,1354185095,1354184047,1354184934.0,13623414,https://stackoverflow.com/questions/13623414/rows-into-columns-by-using-pivot,Rows into Columns by using pivot,13623641.0,CC BY-SA 3.0,,,,
1222,"['php', 'mysql', 'sql']",,"{'account_id': 2079783, 'reputation': 635, 'user_id': 1852050, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/79b01d4d3dcda7a258c55858c652c4e9?s=256&d=identicon&r=PG', 'display_name': 'user1852050', 'link': 'https://stackoverflow.com/users/1852050/user1852050'}",True,83,1,-2,1354184354,1354174605,1354179883.0,13620922,https://stackoverflow.com/questions/13620922/no-errors-but-no-print-either,"No errors, but no print either",13623509.0,CC BY-SA 3.0,,,,
1223,"['sql', 'zend-framework', 'sql-injection']",,"{'account_id': 1386036, 'reputation': 21, 'user_id': 1318078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/69895144adada92936cfaf50614af284?s=256&d=identicon&r=PG', 'display_name': 'kosiaciok', 'link': 'https://stackoverflow.com/users/1318078/kosiaciok'}",True,1476,2,0,1354184332,1354179556,,13622076,https://stackoverflow.com/questions/13622076/zend-sql-injection-prevention,Zend sql injection prevention,13623502.0,CC BY-SA 3.0,,,,
1224,"['sql', 'regex', 'database', 'postgresql', 'postgresql-8.4']",,"{'account_id': 284637, 'reputation': 3887, 'user_id': 582862, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/YR5mf.jpg?s=256&g=1', 'display_name': 'Ikthiander', 'link': 'https://stackoverflow.com/users/582862/ikthiander'}",True,130,1,0,1354184279,1354183866,,13623363,https://stackoverflow.com/questions/13623363/regex-in-postgres-8-4,regex in postgres 8.4,13623486.0,CC BY-SA 3.0,,,,
1225,"['sql', 'postgresql', 'tsvector']",,"{'account_id': 91388, 'reputation': 3995, 'user_id': 250944, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/725bf8f1d6111d05c7b7887d7f3ce7da?s=256&d=identicon&r=PG', 'display_name': 'Dfr', 'link': 'https://stackoverflow.com/users/250944/dfr'}",True,763,1,1,1354183016,1354177468,,13621560,https://stackoverflow.com/questions/13621560/postgresql-nest-select-statement-within-a-function-call,Postgresql nest SELECT statement within a function call,13623097.0,CC BY-SA 3.0,,,,
1226,"['java', 'sql', 'postgresql', 'jdbc']",,"{'account_id': 1437687, 'reputation': 4966, 'user_id': 1382234, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/9e8f0ea673334e2c5cb8a71a944fcc70?s=256&d=identicon&r=PG', 'display_name': 'Kliver Max', 'link': 'https://stackoverflow.com/users/1382234/kliver-max'}",True,426,3,1,1354182945,1354182032,,13622809,https://stackoverflow.com/questions/13622809/how-to-make-sql-query-with-empty-date,How to make SQL query with empty date?,13623057.0,CC BY-SA 3.0,,,,
1227,"['sql', 'oracle', 'function', 'exception']",,"{'account_id': 1731169, 'reputation': 663, 'user_id': 1584752, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/36244b5c8fa065e554bf55ac046307e4?s=256&d=identicon&r=PG', 'display_name': 'John Smithv1', 'link': 'https://stackoverflow.com/users/1584752/john-smithv1'}",False,2493,2,0,1354181841,1354113703,1354175559.0,13607666,https://stackoverflow.com/questions/13607666/oracle-read-file-from-directory-with-exception,Oracle read File from Directory with exception,,CC BY-SA 3.0,,,,
1228,"['sql', 'sql-server']",,"{'account_id': 48211, 'reputation': 1920, 'user_id': 143140, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0e2a55b592bc5582efb261c92812ad9a?s=256&d=identicon&r=PG', 'display_name': 'Dylan', 'link': 'https://stackoverflow.com/users/143140/dylan'}",True,184,1,1,1354181692,1354129247,1354129551.0,13612450,https://stackoverflow.com/questions/13612450/how-to-calculate-number-of-users-with-a-particular-status-across-a-time-period,How to calculate number of users with a particular status across a time period?,13622695.0,CC BY-SA 3.0,,,,
1229,"['sql', 'sql-server', 'tsql', 'sql-server-2005']",,"{'account_id': 367198, 'reputation': 6284, 'user_id': 713228, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/dabc688bb6a3e8d1f1f70b72224f1ed5?s=256&d=identicon&r=PG', 'display_name': 'Phil Murray', 'link': 'https://stackoverflow.com/users/713228/phil-murray'}",True,1421,1,1,1354181476,1354180306,1354181476.0,13622282,https://stackoverflow.com/questions/13622282/dynamic-cross-database-trigger-creation,"Dynamic, cross database trigger creation",13622585.0,CC BY-SA 3.0,,,,
1230,"['sql', 'sql-server', 'sql-server-2008']",,"{'account_id': 119203, 'reputation': 905, 'user_id': 310741, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/5853cad5520aac9b99a6e2a6c3904a42?s=256&d=identicon&r=PG', 'display_name': 'Josef Van Zyl', 'link': 'https://stackoverflow.com/users/310741/josef-van-zyl'}",True,164,3,1,1354181386,1354180192,1354181386.0,13622246,https://stackoverflow.com/questions/13622246/additional-autonumber-in-an-sql-table-that-has-an-identity,Additional Autonumber in an SQL table that has an identity,13622285.0,CC BY-SA 3.0,,,,
1231,"['sql', 'sql-server-2008']",,"{'user_type': 'does_not_exist', 'display_name': 'user1485528'}",True,54,2,4,1354181251,1354180390,1354181178.0,13622309,https://stackoverflow.com/questions/13622309/how-to-find-all-duplicates-in-a-link-table,How to find all duplicates in a link table?,13622489.0,CC BY-SA 3.0,,,,
1232,"['sql', 'oracle11g']",,"{'account_id': 2044524, 'reputation': 61, 'user_id': 1824931, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/155eac971fc342b639870a398d2ab671?s=256&d=identicon&r=PG', 'display_name': 'user1824931', 'link': 'https://stackoverflow.com/users/1824931/user1824931'}",True,3334,1,1,1354180914,1354158609,1354159368.0,13618194,https://stackoverflow.com/questions/13618194/list-the-name-of-division-that-has-the-most-employees-working-on-projects,List the name of division that has the most employees working on projects,13618700.0,CC BY-SA 3.0,,,,
1233,"['c#', 'sql', 'arrays', 'combobox', 'windows-mobile']",,"{'account_id': 1671065, 'reputation': 27, 'user_id': 1537535, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/00d9895b5beeb9c93858a70db016fe1d?s=256&d=identicon&r=PG', 'display_name': 'esoj', 'link': 'https://stackoverflow.com/users/1537535/esoj'}",True,1394,1,0,1354179584,1354178554,,13621814,https://stackoverflow.com/questions/13621814/show-array-in-a-combobox-c-from-query-sql,Show array in a ComboBox (C#) from query SQL,13622087.0,CC BY-SA 3.0,,,,
1234,"['c#', 'sql', 'sql-server', 'xml', 'sqlclient']",,"{'account_id': 2089553, 'reputation': 63, 'user_id': 1859695, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a8e0660acef797bd4cbfd35e99848ba?s=256&d=identicon&r=PG', 'display_name': 'Dmitriy  Pahovskiy', 'link': 'https://stackoverflow.com/users/1859695/dmitriy-pahovskiy'}",True,765,1,4,1354179083,1354167528,1354168847.0,13619533,https://stackoverflow.com/questions/13619533/why-does-sqlclient-use-unnecessary-xml-conversion-while-passing-sqlxml,Why does SqlClient use unnecessary XML conversion while passing SqlXml?,13621862.0,CC BY-SA 3.0,,,,
1235,"['php', 'mysql', 'sql']",,"{'account_id': 2084730, 'reputation': 43, 'user_id': 1855946, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/706a02c796f96dda7ac38affe8f3c72a?s=256&d=identicon&r=PG', 'display_name': 'rajiv gaur', 'link': 'https://stackoverflow.com/users/1855946/rajiv-gaur'}",True,344,3,2,1354179043,1354009430,1354179043.0,13581325,https://stackoverflow.com/questions/13581325/mysql-query-to-assign-value-to-the-same-variable-from-different-columns,mysql query to assign value to the same variable from different columns,13581376.0,CC BY-SA 3.0,,,,
1236,"['android', 'sql', 'upgrade']",,"{'account_id': 1927146, 'reputation': 923, 'user_id': 1737302, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/efb5de6e38d461fb016c8c10ca479b01?s=256&d=identicon&r=PG', 'display_name': 'Matthias Vanb', 'link': 'https://stackoverflow.com/users/1737302/matthias-vanb'}",True,1056,1,0,1354179014,1353873985,1354179014.0,13554959,https://stackoverflow.com/questions/13554959/replace-sql-database-but-keep-old-records,Replace sql database but keep old records,,CC BY-SA 3.0,,,,
1237,"['mysql', 'sql']",,"{'account_id': 2093126, 'reputation': 31, 'user_id': 1862477, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a71f826789ce766384a71b7b75edd135?s=256&d=identicon&r=PG', 'display_name': 'user1862477', 'link': 'https://stackoverflow.com/users/1862477/user1862477'}",True,1109,2,3,1354178431,1354177689,1354178431.0,13621616,https://stackoverflow.com/questions/13621616/dividing-one-result-of-a-query-by-the-result-of-another,Dividing one result of a query by the result of another,,CC BY-SA 3.0,,,,
1238,['sql'],,"{'account_id': 2093154, 'reputation': 11, 'user_id': 1862495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/05caf93be4d12cf185ce6886d12d0a2a?s=256&d=identicon&r=PG', 'display_name': 'user1862495', 'link': 'https://stackoverflow.com/users/1862495/user1862495'}",True,82,1,1,1354177457,1354176955,1354177115.0,13621440,https://stackoverflow.com/questions/13621440/how-to-insert-stored-procedure-value-to-parameters-in-other-stored-procedure,How to insert stored procedure value to parameters in other stored procedure,,CC BY-SA 3.0,,,,
1239,"['sql', 'oracle', 'intervals', 'timestamp']",,"{'account_id': 2092762, 'reputation': 363, 'user_id': 1862178, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/sRdML.jpg?s=256&g=1', 'display_name': 'MeachamRob', 'link': 'https://stackoverflow.com/users/1862178/meachamrob'}",True,1983,2,4,1354175602,1354170085,,13619992,https://stackoverflow.com/questions/13619992/next-occurance-of-day-of-next-week-specifically-the-next-occurance-of-wednesda,"Next Occurance of day of next week (Specifically, the next occurance of Wednesday) based on the current date",13620185.0,CC BY-SA 3.0,,,,
1240,"['sql', 'vb.net', 'excel', 'select']",,"{'account_id': 2092984, 'reputation': 11, 'user_id': 1862360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab47b70f8148a46154861ce10838f57d?s=256&d=identicon&r=PG', 'display_name': 'lazymonster', 'link': 'https://stackoverflow.com/users/1862360/lazymonster'}",True,2391,2,1,1354174747,1354173041,1354174747.0,13620563,https://stackoverflow.com/questions/13620563/select-from-sheet-where-column-0,select * from sheet where column &lt;&gt; 0,,CC BY-SA 3.0,,,,
1241,"['mysql', 'sql', 'distinct']",,"{'account_id': 408868, 'reputation': 3082, 'user_id': 779784, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/N8nd1.jpg?s=256&g=1', 'display_name': 'Jon', 'link': 'https://stackoverflow.com/users/779784/jon'}",True,150,4,2,1354173871,1354152795,1354153139.0,13617430,https://stackoverflow.com/questions/13617430/sql-statement-with-multiple-distinct,SQL statement with multiple DISTINCT,13617575.0,CC BY-SA 3.0,,,,
1242,"['mysql', 'sql', 'left-join']",,"{'account_id': 256204, 'reputation': 26953, 'user_id': 536768, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/430991b22a96d87c7880046590f22dbe?s=256&d=identicon&r=PG', 'display_name': 'frequent', 'link': 'https://stackoverflow.com/users/536768/frequent'}",True,113,1,2,1354173254,1354171740,1354173254.0,13620304,https://stackoverflow.com/questions/13620304/why-are-my-mysql-left-join-query-results-mixed-up,why are my MySQL Left Join query results mixed up?,13620405.0,CC BY-SA 3.0,,,,
1243,"['mysql', 'sql', 'mysql-error-1064']",,"{'account_id': 1289627, 'reputation': 93, 'user_id': 1241958, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/36417f98fc27dc33648dc5df0194ae06?s=256&d=identicon&r=PG', 'display_name': 'Choi Shun Chi', 'link': 'https://stackoverflow.com/users/1241958/choi-shun-chi'}",True,422,2,-1,1354173209,1354172365,,13620425,https://stackoverflow.com/questions/13620425/sql-error-1064-when-creating-a-table,SQL: error 1064 when creating a table,13620591.0,,1370110890.0,too localized,,
1244,"['sql', 'sql-server', 'sql-server-2008']",,"{'account_id': 930623, 'reputation': 31412, 'user_id': 960567, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/d95e231d783a218eba22a6bd04652255?s=256&d=identicon&r=PG', 'display_name': 'Imran Qadir Baksh - Baloch', 'link': 'https://stackoverflow.com/users/960567/imran-qadir-baksh-baloch'}",True,5089,2,5,1354171076,1354170402,,13620044,https://stackoverflow.com/questions/13620044/how-to-use-output-to-capture-new-and-old-id,How to use OUTPUT to capture new and old ID?,13620138.0,CC BY-SA 3.0,,,,
1245,"['php', 'mysql', 'sql', 'database', 'optimization']",,"{'account_id': 2084285, 'reputation': 167, 'user_id': 1855585, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/0562686062899b055a4aa2b169d56c0c?s=256&d=identicon&r=PG', 'display_name': 'sotirios9', 'link': 'https://stackoverflow.com/users/1855585/sotirios9'}",False,68,1,0,1354169985,1354169713,,13619935,https://stackoverflow.com/questions/13619935/database-query-optimization-two-queries-vs-one,"Database query optimization, two queries vs one",,CC BY-SA 3.0,,,,
1246,"['sql', 'sql-server', 'vb.net']",,"{'account_id': 1563682, 'reputation': 1450, 'user_id': 1452946, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/6df547f22de578779afb2720fbca5452?s=256&d=identicon&r=PG', 'display_name': 'Paks', 'link': 'https://stackoverflow.com/users/1452946/paks'}",True,100,1,0,1354169895,1354144652,1354169895.0,13616152,https://stackoverflow.com/questions/13616152/select-is-not-working-as-expected,SELECT is not working as expected,,CC BY-SA 3.0,,,,
1247,"['mysql', 'sql']",,"{'account_id': 65583, 'reputation': 37520, 'user_id': 192910, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/de26f9c446ae47545220ff9eff3e3ef7?s=256&d=identicon&r=PG', 'display_name': 'Mawg says reinstate Monica', 'link': 'https://stackoverflow.com/users/192910/mawg-says-reinstate-monica'}",True,44,2,0,1354168806,1354167882,1354168806.0,13619599,https://stackoverflow.com/questions/13619599/problems-with-division-using-a-constant-in-another-table,Problems with division using a constant in another table,13619657.0,CC BY-SA 3.0,,,,
1248,"['sql', 'oracle']",,"{'account_id': 1221340, 'reputation': 695, 'user_id': 1187936, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/987cd8021635ae71d4dd67585a4f4aab?s=256&d=identicon&r=PG', 'display_name': 'Nidhin_toms', 'link': 'https://stackoverflow.com/users/1187936/nidhin-toms'}",True,57,1,-1,1354168720,1354165939,1354168720.0,13619265,https://stackoverflow.com/questions/13619265/sql-pl-trigger-compilation-error,SQL-PL trigger compilation error,13619384.0,CC BY-SA 3.0,,,,
1249,"['mysql', 'sql', 'database', 'triggers']",,"{'account_id': 1227578, 'reputation': 2046, 'user_id': 1192861, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9c0f371f4e929a397a7149daf3477eee?s=256&d=identicon&r=PG', 'display_name': 'styke', 'link': 'https://stackoverflow.com/users/1192861/styke'}",True,87,3,1,1354168639,1354155477,,13617804,https://stackoverflow.com/questions/13617804/how-would-i-limit-the-number-of-table-rows,How would I limit the number of table rows?,13619618.0,CC BY-SA 3.0,,,,
1250,['sql'],,"{'account_id': 2092486, 'reputation': 1, 'user_id': 1861968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5850d7abed62509b8f3de6323eb93fec?s=256&d=identicon&r=PG', 'display_name': 'user1861968', 'link': 'https://stackoverflow.com/users/1861968/user1861968'}",False,128,3,0,1354168377,1354160979,1354162100.0,13618511,https://stackoverflow.com/questions/13618511/select-records-where-columns-value-not-change,select records where columns value not change,,CC BY-SA 3.0,,,,
1251,"['java', 'android', 'mysql', 'sql', 'sqlite']",,"{'account_id': 1228162, 'reputation': 17510, 'user_id': 1193321, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/3c6597370b476903ed475f70b4b3ce31?s=256&d=identicon&r=PG', 'display_name': 'EGHDK', 'link': 'https://stackoverflow.com/users/1193321/eghdk'}",True,167,3,3,1354166538,1354165658,,13619206,https://stackoverflow.com/questions/13619206/is-this-a-valid-sqlite-query,Is this a valid SQLite query,13619330.0,CC BY-SA 3.0,,,,
1252,"['sql', 'web-applications', 'azure', 'ssis', 'bulkinsert']",,"{'account_id': 1410353, 'reputation': 193, 'user_id': 1337084, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/bca4b5dae79c5e401df2ec77799b7ffc?s=256&d=identicon&r=PG', 'display_name': 'Grace Lin', 'link': 'https://stackoverflow.com/users/1337084/grace-lin'}",True,516,1,4,1354166238,1354147735,,13616677,https://stackoverflow.com/questions/13616677/bulk-user-account-creation-from-csv-data-import-ingestion,Bulk user account creation from CSV data import/ingestion,,CC BY-SA 3.0,,,,
1253,"['sql', 'sql-server-2008', 'tsql']",,"{'account_id': 354305, 'reputation': 9139, 'user_id': 692572, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://i.stack.imgur.com/tmid4.png?s=256&g=1', 'display_name': 'Michael A', 'link': 'https://stackoverflow.com/users/692572/michael-a'}",True,67,3,1,1354165126,1354163502,,13618860,https://stackoverflow.com/questions/13618860/can-i-be-more-specific-with-sql-ordering,Can I be more specific with SQL ordering?,13618912.0,CC BY-SA 3.0,,,,
1254,"['mysql', 'sql', 'tsql', 'magento']",,"{'account_id': 1017597, 'reputation': 2769, 'user_id': 1028804, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/3bbdbd69ad5657b908d73b4b7d9e040f?s=256&d=identicon&r=PG', 'display_name': 'Memor-X', 'link': 'https://stackoverflow.com/users/1028804/memor-x'}",True,1833,1,0,1354161739,1354157777,,13618101,https://stackoverflow.com/questions/13618101/reindexing-magento-though-sql,Reindexing Magento though SQL,13618244.0,CC BY-SA 3.0,,,,
1255,"['mysql', 'sql', 'database-design', 'join']",,"{'account_id': 389917, 'reputation': 2035, 'user_id': 749658, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/38221f32af50a9b9df3fd437c14fc40d?s=256&d=identicon&r=PG', 'display_name': 'Craig', 'link': 'https://stackoverflow.com/users/749658/craig'}",True,722,1,1,1354161565,1354152632,1354161565.0,13617394,https://stackoverflow.com/questions/13617394/mysql-natural-join-to-show-results-similar-to-left-outer-join,mySQL NATURAL JOIN to show results similar to LEFT OUTER JOIN,13618510.0,CC BY-SA 3.0,,,,
1256,"['sql', 'ruby-on-rails', 'logging', 'console', 'irb']",,"{'account_id': 368972, 'reputation': 23054, 'user_id': 716082, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/1fda4e5d37f665b1b15951b91b10878f?s=256&d=identicon&r=PG', 'display_name': 'Tyler DeWitt', 'link': 'https://stackoverflow.com/users/716082/tyler-dewitt'}",True,691,2,2,1354161288,1354155636,1495540571.0,13617824,https://stackoverflow.com/questions/13617824/disable-rails-3-2-1-console-sql-logging,Disable Rails 3.2.1 Console SQL Logging,13618396.0,CC BY-SA 3.0,,,,
1257,"['asp.net', 'sql', 'stored-procedures', 'crystal-reports']",,"{'account_id': 1378815, 'reputation': 2254, 'user_id': 1312250, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/aWNk0.jpg?s=256&g=1', 'display_name': 'Krishan', 'link': 'https://stackoverflow.com/users/1312250/krishan'}",False,1768,1,0,1354161204,1354096929,1354161204.0,13602439,https://stackoverflow.com/questions/13602439/how-to-add-multiple-stored-procedures-to-crystal-report,How To Add Multiple Stored Procedures to Crystal Report,,CC BY-SA 3.0,,,,
1258,"['sql', 'postgresql', 'null', 'left-join']",,"{'account_id': 958349, 'reputation': 1146, 'user_id': 983223, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/582a6973c1e77cbfbd2b44935d8916bf?s=256&d=identicon&r=PG', 'display_name': 'user983223', 'link': 'https://stackoverflow.com/users/983223/user983223'}",True,5827,1,7,1354160586,1354157531,1354160586.0,13618078,https://stackoverflow.com/questions/13618078/query-where-foreign-key-column-can-be-null,Query where foreign key column can be NULL,13618305.0,CC BY-SA 3.0,,,,
1259,"['php', 'mysql', 'sql']",,"{'account_id': 1962547, 'reputation': 3435, 'user_id': 1763652, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/TlG9j.jpg?s=256&g=1', 'display_name': 'gator', 'link': 'https://stackoverflow.com/users/1763652/gator'}",True,394,2,2,1354157239,1354154079,1354156957.0,13617611,https://stackoverflow.com/questions/13617611/joining-tables-and-then-referencing-themselves,Joining tables and then referencing themselves,13617723.0,CC BY-SA 3.0,,,,
1260,"['mysql', 'sql', 'one-to-many']",,"{'account_id': 53862, 'reputation': 34878, 'user_id': 161052, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/cc043bd3e7305db7daebedf511206fc8?s=256&d=identicon&r=PG', 'display_name': 'JYelton', 'link': 'https://stackoverflow.com/users/161052/jyelton'}",True,177,2,1,1354155250,1354153997,1354155250.0,13617589,https://stackoverflow.com/questions/13617589/how-can-i-select-parent-ids-that-have-two-specific-child-ids-from-the-many-t,How can I select parent id&#39;s that have two specific child id&#39;s from the &quot;many&quot; table of a one-to-many relationship?,13617651.0,CC BY-SA 3.0,,,,
1261,"['c#', 'sql']",,"{'account_id': 2054633, 'reputation': 5, 'user_id': 1832754, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e635d98ba28dd4948d6c8db960e4ec75?s=256&d=identicon&r=PG', 'display_name': 'Messi 10', 'link': 'https://stackoverflow.com/users/1832754/messi-10'}",True,190,1,-3,1354153760,1354151954,1495541077.0,13617292,https://stackoverflow.com/questions/13617292/how-i-can-increase-c-performance-to-real-time,How I can increase C# performance to real time,,,1354166729.0,not a real question,,
1262,"['sql', 'sql-server-2005', 'union']",,"{'account_id': 337344, 'reputation': 23597, 'user_id': 665557, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/10b31574b457051a4f033e149a10da81?s=256&d=identicon&r=PG', 'display_name': 'cdub', 'link': 'https://stackoverflow.com/users/665557/cdub'}",True,62,3,0,1354151949,1354147641,,13616665,https://stackoverflow.com/questions/13616665/getting-excluded-variables-between-2-tables,Getting excluded variables between 2 tables,13617289.0,CC BY-SA 3.0,,,,
1263,['sql'],,"{'account_id': 2086709, 'reputation': 17, 'user_id': 1857522, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/473eb8361cce5771231f2766a0ec88b8?s=256&d=identicon&r=PG', 'display_name': 'Tom Betts', 'link': 'https://stackoverflow.com/users/1857522/tom-betts'}",True,249,1,-3,1354151348,1354130638,1354151348.0,13612823,https://stackoverflow.com/questions/13612823/sql-statement-using-as-clause,"SQL statement, using AS clause",,,1354157636.0,not a real question,,
1264,"['sql', 'ms-access', 'vba', 'ms-access-2010']",,"{'account_id': 2092118, 'reputation': 11, 'user_id': 1861692, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/48c8723fd6ce304eee516b0beadca58c?s=256&d=identicon&r=PG', 'display_name': 'Kshitij Agarwal', 'link': 'https://stackoverflow.com/users/1861692/kshitij-agarwal'}",False,5287,2,1,1354150202,1354149124,,13616889,https://stackoverflow.com/questions/13616889/i-want-to-go-to-last-record-of-access-database-without-using-id,I want to go to last record of access database without using ID,,CC BY-SA 3.0,,,,
1265,"['c++', 'sql', 'oracle', 'mfc']",,"{'account_id': 1528203, 'reputation': 4684, 'user_id': 1426106, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/67b5bab68445cf71df9b77cef2fc3ec8?s=256&d=identicon&r=PG', 'display_name': 'ilansch', 'link': 'https://stackoverflow.com/users/1426106/ilansch'}",True,116,1,1,1354149934,1354116664,,13608607,https://stackoverflow.com/questions/13608607/oracle-sql-delete-values-located-in-array-carray-datastructure,Oracle SQL Delete values located in Array/CArray/DataStructure,13617001.0,CC BY-SA 3.0,,,,
1266,"['mysql', 'sql']",,"{'account_id': 1640570, 'reputation': 836, 'user_id': 1513096, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/721913c037a426fd58dae1973734d123?s=256&d=identicon&r=PG', 'display_name': 'unknown', 'link': 'https://stackoverflow.com/users/1513096/unknown'}",True,157,2,2,1354148420,1354127975,1495541923.0,13612134,https://stackoverflow.com/questions/13612134/deleting-a-duplicate-row,deleting a duplicate row?,,,1354154502.0,exact duplicate,,
1267,"['sql', 'database', 'tsql', 'clause']",,"{'account_id': 2091846, 'reputation': 3, 'user_id': 1861495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e948ac81f484f02b65c2593a6173980a?s=256&d=identicon&r=PG', 'display_name': 'nexguy', 'link': 'https://stackoverflow.com/users/1861495/nexguy'}",True,1830,1,0,1354145277,1354143144,1354145277.0,13615855,https://stackoverflow.com/questions/13615855/t-sql-return-list-of-values-to-in-clause-depending-on-another-list-of-values,T-SQL - Return list of values to IN clause depending on another list of values,13615998.0,CC BY-SA 3.0,,,,
1268,"['mysql', 'sql', 'database', 'phpmyadmin', 'primary-key']",,"{'account_id': 1790553, 'reputation': 121, 'user_id': 1631077, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/da9fe5fc2b8986f371cda9ca2cfaaabf?s=256&d=identicon&r=PG', 'display_name': 'mrinehart93', 'link': 'https://stackoverflow.com/users/1631077/mrinehart93'}",True,1634,1,2,1354145069,1354144970,,13616212,https://stackoverflow.com/questions/13616212/how-to-find-something-that-does-not-exist-in-another-table,How to find something that does not exist in another table?,13616229.0,CC BY-SA 3.0,,,,
1269,"['mysql', 'sql']",,"{'account_id': 1640570, 'reputation': 836, 'user_id': 1513096, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/721913c037a426fd58dae1973734d123?s=256&d=identicon&r=PG', 'display_name': 'unknown', 'link': 'https://stackoverflow.com/users/1513096/unknown'}",True,173,2,0,1354144596,1354125273,,13611413,https://stackoverflow.com/questions/13611413/querying-an-inner-join-with-two-conditions,querying an inner join with two conditions?,13611602.0,CC BY-SA 3.0,,,,
