,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,community_owned_date
1091,"['php', 'sql', 'forms']","{'account_id': 1520243, 'reputation': 5161, 'user_id': 1443702, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://i.stack.imgur.com/xNSp8.jpg?s=256&g=1', 'display_name': 'xan', 'link': 'https://stackoverflow.com/users/1443702/xan'}",True,2826,,2,1,1338473233,1338472679,1338472699.0,10835098,CC BY-SA 3.0,https://stackoverflow.com/questions/10835098/php-sql-form-validation,PHP SQL Form validation,10835140.0,,,
1092,"['sql', 'sql-server', 'duplicate-data', 'auto-generate', 'database-table']","{'account_id': 58966, 'reputation': 1397, 'user_id': 176484, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/f6d9183e2f0edc2195aceeea31344792?s=256&d=identicon&r=PG', 'display_name': 'tkahn', 'link': 'https://stackoverflow.com/users/176484/tkahn'}",True,90,,2,2,1338472601,1338471741,,10834850,CC BY-SA 3.0,https://stackoverflow.com/questions/10834850/generate-connection-table-from-table-with-duplicates,Generate connection table from table with duplicates,10834959.0,,,
1093,"['sql', 'sql-server', 'join', 'sql-server-2008-r2', 'query-optimization']","{'account_id': 221813, 'reputation': 4623, 'user_id': 480007, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/6H1m4.jpg?s=256&g=1', 'display_name': 'Timu&#231;in', 'link': 'https://stackoverflow.com/users/480007/timu%c3%a7in'}",True,5105,,3,3,1338472017,1338457001,,10831022,CC BY-SA 3.0,https://stackoverflow.com/questions/10831022/optimizing-sql-query-that-have-multiple-joins,Optimizing SQL query that have multiple joins,10831091.0,,,
1094,"['mysql', 'sql', 'subquery']","{'account_id': 1358966, 'reputation': 45, 'user_id': 1296717, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/38240752e8238eb7eadc57b9b8ea092c?s=256&d=identicon&r=PG', 'display_name': 'Titan plus', 'link': 'https://stackoverflow.com/users/1296717/titan-plus'}",True,97,,4,0,1338469567,1338467854,,10833779,CC BY-SA 3.0,https://stackoverflow.com/questions/10833779/mysql-query-with-count,mysql query with count,10833901.0,,,
1095,"['mysql', 'sql', 'database']","{'user_type': 'does_not_exist', 'display_name': 'user1401498'}",True,508,,3,1,1338469514,1338466285,,10833349,CC BY-SA 3.0,https://stackoverflow.com/questions/10833349/ranking-in-mysql-dynamically,ranking in mysql dynamically,10833460.0,,,
1096,"['sql', 'nosql']","{'account_id': 191445, 'reputation': 4180, 'user_id': 432024, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/f77133ba68c0eed3a5cef3c5fc585661?s=256&d=identicon&r=PG', 'display_name': 'user432024', 'link': 'https://stackoverflow.com/users/432024/user432024'}",True,658,,2,1,1338469506,1338466388,,10833374,CC BY-SA 3.0,https://stackoverflow.com/questions/10833374/nosql-or-sql-for-record-store-i-e-music-vinyl-cd-digital,"NoSQL or SQL for Record Store (I.e Music: vinyl, CD, digital).",10834228.0,,,
1097,"['sql', 'oracle', 'stored-procedures', 'plsql', 'oracle10g']","{'account_id': 1272873, 'reputation': 140, 'user_id': 1228766, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/fe83be44018606468151835cd0eb8ef0?s=256&d=identicon&r=PG', 'display_name': 'Girish R Acharya', 'link': 'https://stackoverflow.com/users/1228766/girish-r-acharya'}",True,178,,1,0,1338468674,1338459807,1338468674.0,10831741,CC BY-SA 3.0,https://stackoverflow.com/questions/10831741/how-to-assign-variable-dynamically,how to assign variable dynamically,10832502.0,,,
1098,"['mysql', 'sql', 'doctrine']","{'account_id': 1170953, 'reputation': 1117, 'user_id': 1148163, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/9e9b7487dfc0324dca8b49395d1a267b?s=256&d=identicon&r=PG', 'display_name': 'mr12086', 'link': 'https://stackoverflow.com/users/1148163/mr12086'}",True,8246,,7,4,1338467844,1338387265,1338467844.0,10818068,CC BY-SA 3.0,https://stackoverflow.com/questions/10818068/same-query-same-system-different-execution-time,"Same query, same system, different execution time",10819950.0,,,
1099,"['sql', 'sql-server']","{'account_id': 1118715, 'reputation': 15211, 'user_id': 1107474, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/1ed1a5311fa24392fb6c5f90f680c8dd?s=256&d=identicon&r=PG', 'display_name': 'mezamorphic', 'link': 'https://stackoverflow.com/users/1107474/mezamorphic'}",True,61,,2,0,1338467525,1338462391,1338462769.0,10832387,CC BY-SA 3.0,https://stackoverflow.com/questions/10832387/summing-values-based-on-a-group-by-as-well-as-all-of-them,Summing values based on a group by AS WELL as all of them?,10832424.0,,,
1100,"['sql', 'odbc', 'tcl', 'freetds']","{'account_id': 222226, 'reputation': 8575, 'user_id': 480692, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/6a12c9ff12f76adf7fdcab046abe8a4c?s=256&d=identicon&r=PG', 'display_name': 'SIMEL', 'link': 'https://stackoverflow.com/users/480692/simel'}",True,903,,2,1,1338466804,1338451455,1495542018.0,10829621,CC BY-SA 3.0,https://stackoverflow.com/questions/10829621/how-to-define-a-driver-for-tclodbc,How to define a driver for tclodbc?,,,,
1101,"['sql', 'excel']","{'account_id': 244526, 'reputation': 13343, 'user_id': 517406, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/7c909834bc613d5a83e4b283e65d88fe?s=256&d=identicon&r=PG', 'display_name': 'user517406', 'link': 'https://stackoverflow.com/users/517406/user517406'}",True,225,,2,1,1338466262,1338465397,,10833121,CC BY-SA 3.0,https://stackoverflow.com/questions/10833121/excel-syntax-for-sql-string,Excel syntax for SQL string,,,,
1102,"['mysql', 'sql', 'stored-procedures']","{'account_id': 923327, 'reputation': 770, 'user_id': 954579, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/c3a8cd2fc2d47791f5f9c48d578b0a72?s=256&d=identicon&r=PG', 'display_name': 'Both FM', 'link': 'https://stackoverflow.com/users/954579/both-fm'}",True,1910,,2,0,1338464627,1338464294,,10832827,CC BY-SA 3.0,https://stackoverflow.com/questions/10832827/execute-second-update-if-first-update-execute-successfully,Execute second update if first update execute successfully,10832916.0,,,
1103,"['android', 'sql', 'database', 'image']","{'account_id': 1529349, 'reputation': 1, 'user_id': 1426967, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d6bc1ca2a710e3d2238ba1fa3326b2c6?s=256&d=identicon&r=PG', 'display_name': 'user1426967', 'link': 'https://stackoverflow.com/users/1426967/user1426967'}",True,114,,1,-1,1338464568,1338462285,,10832359,CC BY-SA 3.0,https://stackoverflow.com/questions/10832359/how-can-i-insert-a-string-in-a-sql-database,How can I insert a string in a sql database?,10832484.0,,,
1104,"['mysql', 'sql']","{'account_id': 1169936, 'reputation': 1195, 'user_id': 1147344, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/ditMo.jpg?s=256&g=1', 'display_name': 'Vicky', 'link': 'https://stackoverflow.com/users/1147344/vicky'}",True,41,,5,0,1338464528,1338445371,1338445938.0,10828445,CC BY-SA 3.0,https://stackoverflow.com/questions/10828445/sql-query-not-able-to-compare-fields-values,SQL Query- Not able to compare fields values?,10828466.0,,,
1105,"['sql', 'sql-server', 'sql-server-2008', 'tsql']","{'account_id': 956988, 'reputation': 2631, 'user_id': 982119, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/0fa633aa2d85ef196480830101ee5b54?s=256&d=identicon&r=PG', 'display_name': 'notAnonymousAnymore', 'link': 'https://stackoverflow.com/users/982119/notanonymousanymore'}",True,266,,4,0,1338463943,1338460501,,10831909,CC BY-SA 3.0,https://stackoverflow.com/questions/10831909/sql-conditional-statement-to-include-operator,SQL conditional statement to include operator,,,,
1106,"['sql', 'msbuild']","{'account_id': 122120, 'reputation': 3714, 'user_id': 315711, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/LAfJp.jpg?s=256&g=1', 'display_name': 'Stuart Blackler', 'link': 'https://stackoverflow.com/users/315711/stuart-blackler'}",True,3022,,1,3,1338462479,1338394560,,10820181,CC BY-SA 3.0,https://stackoverflow.com/questions/10820181/building-sql-project-with-tfs-2010-error-msb4023,Building Sql Project with TFS 2010 - error MSB4023,10832324.0,,,
1107,"['mysql', 'sql', 'datetime', 'sum']","{'account_id': 1371195, 'reputation': 1278, 'user_id': 1306351, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/169b8e01f7f7e47596f4a4d77ba65f05?s=256&d=identicon&r=PG', 'display_name': 'john', 'link': 'https://stackoverflow.com/users/1306351/john'}",False,591,,2,3,1338461769,1338456286,1338457866.0,10830817,CC BY-SA 3.0,https://stackoverflow.com/questions/10830817/query-last-30-days-but-keeping-days-with-no-result-value,Query last 30 days but keeping days with no result/value,,,,
1108,"['mysql', 'sql', 'stored-procedures']","{'account_id': 923327, 'reputation': 770, 'user_id': 954579, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/c3a8cd2fc2d47791f5f9c48d578b0a72?s=256&d=identicon&r=PG', 'display_name': 'Both FM', 'link': 'https://stackoverflow.com/users/954579/both-fm'}",True,10450,,3,3,1338461477,1338459770,,10831727,CC BY-SA 3.0,https://stackoverflow.com/questions/10831727/in-mysql-stored-procedure-updating-more-than-one-time,In MySql Stored Procedure updating more than one time,10831939.0,,,
1109,"['sql', 'oracle', 'oracle11g']","{'account_id': 125412, 'reputation': 8208, 'user_id': 321172, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ab90909a87944ebc97e72d4a8e9847fb?s=256&d=identicon&r=PG', 'display_name': 'Data-Base', 'link': 'https://stackoverflow.com/users/321172/data-base'}",True,638,,2,-1,1338460993,1338460493,,10831906,CC BY-SA 3.0,https://stackoverflow.com/questions/10831906/oracle-sql-sub-queries,Oracle SQL - Sub-queries,10832026.0,,,
1110,"['sql', 'sql-server', 'sql-server-2000']","{'account_id': 1183429, 'reputation': 978, 'user_id': 1157846, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/79df56fe71428aeb5e0f5a974591fd99?s=256&d=identicon&r=PG', 'display_name': 'JetJack', 'link': 'https://stackoverflow.com/users/1157846/jetjack'}",True,99,,2,2,1338460540,1338452041,,10829739,CC BY-SA 3.0,https://stackoverflow.com/questions/10829739/how-to-display-the-value-from-2-tables-with-condition,How to display the value from 2 tables with condition,10830751.0,,,
1111,"['sql', 'sql-server-2008', 'triggers']","{'account_id': 1494169, 'reputation': 15, 'user_id': 1400519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/77b37e6e5033d05964a2f91188603e40?s=256&d=identicon&r=PG', 'display_name': 'Marcel Smuts', 'link': 'https://stackoverflow.com/users/1400519/marcel-smuts'}",True,298,,1,0,1338459652,1338458324,1338459652.0,10831348,CC BY-SA 3.0,https://stackoverflow.com/questions/10831348/create-database-trigger-for-custom-changetable,Create Database trigger for custom ChangeTable,10831484.0,,,
1112,"['sql', 'database', 'oracle10g']","{'account_id': 295230, 'reputation': 14125, 'user_id': 599528, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/HeGwj.jpg?s=256&g=1', 'display_name': 'Jacob', 'link': 'https://stackoverflow.com/users/599528/jacob'}",True,134,,1,1,1338458944,1338452908,,10829956,CC BY-SA 3.0,https://stackoverflow.com/questions/10829956/next-and-previous-record,Next and Previous Record,10830644.0,,,
1113,"['sql', 'sql-server', 'sql-server-2008', 'sql-server-2008-r2']","{'account_id': 1503492, 'reputation': 10934, 'user_id': 1407421, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Dfgrr.png?s=256&g=1', 'display_name': 'mehdi lotfi', 'link': 'https://stackoverflow.com/users/1407421/mehdi-lotfi'}",True,3949,,2,2,1338458568,1338444223,1338444702.0,10828222,CC BY-SA 3.0,https://stackoverflow.com/questions/10828222/generate-script-in-sql-server-2008-is-very-slow,Generate Script In SQL Server 2008 Is Very Slow,10831408.0,,,
1114,"['c#', 'sql', 'database', 'sql-server-ce']","{'account_id': 1259590, 'reputation': 8144, 'user_id': 1218285, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/88dfc20651a12c420f3f2b68af29bd1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nathan Smith', 'link': 'https://stackoverflow.com/users/1218285/nathan-smith'}",True,940,,2,1,1338458203,1338457148,1338458175.0,10831059,CC BY-SA 3.0,https://stackoverflow.com/questions/10831059/sql-server-ce-3-5-duplicate-rows,SQL Server CE 3.5 duplicate rows,,,,
1115,"['sql', 'sql-server', 'tsql', 'view', 'sql-execution-plan']","{'account_id': 57059, 'reputation': 25400, 'user_id': 170931, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/WA698.png?s=256&g=1', 'display_name': 'Just a learner', 'link': 'https://stackoverflow.com/users/170931/just-a-learner'}",True,517,,1,3,1338457393,1338456653,1338457393.0,10830910,CC BY-SA 3.0,https://stackoverflow.com/questions/10830910/sql-server-query-through-view-and-query-through-base-tables-get-different-execut,SQL Server query through view and query through base tables get different execution plan,10831032.0,,,
1116,"['android', 'sql', 'error-handling']","{'account_id': 1529349, 'reputation': 1, 'user_id': 1426967, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d6bc1ca2a710e3d2238ba1fa3326b2c6?s=256&d=identicon&r=PG', 'display_name': 'user1426967', 'link': 'https://stackoverflow.com/users/1426967/user1426967'}",False,91,,2,0,1338456805,1338451761,,10829693,CC BY-SA 3.0,https://stackoverflow.com/questions/10829693/how-can-i-have-two-outstate-statements-in-my-onsaveinstancestate-method-in-andro,How can I have two outState statements in my onSaveInstanceState method in Android?,,,,
1117,"['java', 'sql']","{'account_id': 1530635, 'reputation': 5, 'user_id': 1427910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd750aa617dbb897bb2bd306ef85af06?s=256&d=identicon&r=PG', 'display_name': 'Corsa di Tempo', 'link': 'https://stackoverflow.com/users/1427910/corsa-di-tempo'}",True,11682,,2,0,1338455699,1338453732,,10830145,,https://stackoverflow.com/questions/10830145/resultset-not-positioned-properly-perhaps-you-need-to-call-next,"ResultSet not positioned properly, perhaps you need to call next",10830305.0,1553328756.0,Duplicate,
1118,"['c#', 'sql', 'switch-statement', 'performance']","{'account_id': 939461, 'reputation': 800, 'user_id': 967797, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/e7bac695f2548ae36109ea3788eb6559?s=256&d=identicon&r=PG', 'display_name': 'kev670', 'link': 'https://stackoverflow.com/users/967797/kev670'}",True,64,,3,1,1338455660,1338455105,,10830480,CC BY-SA 3.0,https://stackoverflow.com/questions/10830480/efficiency-of-swapping-out-multiple-thousands-of-values,Efficiency of swapping out multiple thousands of values,10830534.0,,,
1119,"['sql', 'sql-server', 'tsql']","{'account_id': 1018264, 'reputation': 167, 'user_id': 1029321, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/abb78425b6ad9dd168462228a2c7dbd3?s=256&d=identicon&r=PG', 'display_name': 'nfnmy', 'link': 'https://stackoverflow.com/users/1029321/nfnmy'}",True,122,,1,0,1338455155,1338451266,1338454401.0,10829583,CC BY-SA 3.0,https://stackoverflow.com/questions/10829583/how-to-get-the-student-academic-progress,How to get the student academic progress?,,,,
1120,"['asp.net', 'sql']","{'account_id': 114382, 'reputation': 558, 'user_id': 300808, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/baea01e87dd299ebbf138a7c867120b8?s=256&d=identicon&r=PG', 'display_name': 'FizzBuzz', 'link': 'https://stackoverflow.com/users/300808/fizzbuzz'}",True,1290,,2,0,1338454152,1338452984,,10829969,CC BY-SA 3.0,https://stackoverflow.com/questions/10829969/asp-net-custom-delete-function,ASP.Net Custom Delete Function,10830064.0,,,
1121,"['c#', 'asp.net', 'sql', 'sql-server']","{'account_id': 1213979, 'reputation': 1567, 'user_id': 1181942, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/b0509bab70aea073e1a63bc4f611dbfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1181942', 'link': 'https://stackoverflow.com/users/1181942/user1181942'}",True,3231,,2,1,1338454020,1338451465,,10829625,CC BY-SA 3.0,https://stackoverflow.com/questions/10829625/error-converting-data-type-varchar-to-bigint,Error converting data type varchar to bigint,10830213.0,,,
1122,"['sql', 'sql-server', 'sql-server-2008', 'ssis', 'sql-server-2008-r2']","{'account_id': 1503492, 'reputation': 10934, 'user_id': 1407421, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Dfgrr.png?s=256&g=1', 'display_name': 'mehdi lotfi', 'link': 'https://stackoverflow.com/users/1407421/mehdi-lotfi'}",True,72,,1,1,1338454012,1338449204,1338453502.0,10829152,CC BY-SA 3.0,https://stackoverflow.com/questions/10829152/create-job-to-convert-data-with-ssis,Create Job To Convert Data With SSIS,10830209.0,,,
1123,"['mysql', 'sql']","{'account_id': 1437430, 'reputation': 97, 'user_id': 1358505, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c1f16ade6e2d9853ff32a24f5927dbda?s=256&d=identicon&r=PG', 'display_name': 'leo0110', 'link': 'https://stackoverflow.com/users/1358505/leo0110'}",True,51,,2,0,1338453882,1338452722,1338453286.0,10829909,CC BY-SA 3.0,https://stackoverflow.com/questions/10829909/re-update-sql-trouble,re-update sql trouble,10830176.0,,,
1124,"['javascript', 'mysql', 'html', 'sql']","{'account_id': 936421, 'reputation': 2787, 'user_id': 965273, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/Y6Qk3.jpg?s=256&g=1', 'display_name': 'Steaphann', 'link': 'https://stackoverflow.com/users/965273/steaphann'}",True,189,,1,-1,1338451376,1338447150,,10828738,CC BY-SA 3.0,https://stackoverflow.com/questions/10828738/check-if-there-is-already-a-reservation-between-a-giving-start-and-end-datetime,Check if there is already a reservation between a giving start and end dateTime,10828808.0,,,
1125,"['sql', 'sql-server', 'sql-server-2000']","{'account_id': 1183429, 'reputation': 978, 'user_id': 1157846, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/79df56fe71428aeb5e0f5a974591fd99?s=256&d=identicon&r=PG', 'display_name': 'JetJack', 'link': 'https://stackoverflow.com/users/1157846/jetjack'}",True,2143,,1,1,1338451194,1338445947,1338451194.0,10828538,CC BY-SA 3.0,https://stackoverflow.com/questions/10828538/how-to-get-firstdate-and-lastdate-of-eachmonth,How to get firstdate and lastdate of eachmonth,10828574.0,,,
1126,"['sql', 'tree', 'derby']","{'account_id': 498836, 'reputation': 78, 'user_id': 1407460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e628e200d07c7ff38c05b14997240062?s=256&d=identicon&r=PG', 'display_name': 'Mgmr', 'link': 'https://stackoverflow.com/users/1407460/mgmr'}",True,138,,2,0,1338451078,1337599712,1337679398.0,10684369,CC BY-SA 3.0,https://stackoverflow.com/questions/10684369/how-do-i-optimize-sql-for-reading-multiple-trees,How do I optimize sql for reading multiple trees?,10829540.0,,,
1127,"['sql', 'sql-server', 'sql-server-2008-r2', 'unique-constraint']","{'account_id': 1392393, 'reputation': 697, 'user_id': 1322890, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/e120d.jpg?s=256&g=1', 'display_name': 'Cesar Daniel', 'link': 'https://stackoverflow.com/users/1322890/cesar-daniel'}",True,3006,,3,6,1338450650,1338435669,1338450182.0,10827137,CC BY-SA 3.0,https://stackoverflow.com/questions/10827137/how-to-add-a-unique-constraint-using-a-column-from-another-table,How to add a unique constraint using a column from another table?,10829457.0,,,
1128,"['sql', 'sql-server-2008', 'sql-server-data-tools']","{'account_id': 482151, 'reputation': 1153, 'user_id': 896361, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/342bf0c2068685f193e7cc949984334d?s=256&d=identicon&r=PG', 'display_name': 'Bertie', 'link': 'https://stackoverflow.com/users/896361/bertie'}",True,5388,,1,1,1338450132,1338424774,1338450132.0,10826079,,https://stackoverflow.com/questions/10826079/sql-server-2008-restore-a-mdf-and-ldf-file,SQL Server 2008 Restore a MDF and LDF file,10826287.0,1338609821.0,off topic,
1129,"['sql', 'sql-server', 'tsql', 'indexing', 'sql-server-2008-r2']","{'account_id': 1503492, 'reputation': 10934, 'user_id': 1407421, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Dfgrr.png?s=256&g=1', 'display_name': 'mehdi lotfi', 'link': 'https://stackoverflow.com/users/1407421/mehdi-lotfi'}",True,3742,,1,22,1338450021,1338446171,1338450021.0,10828568,CC BY-SA 3.0,https://stackoverflow.com/questions/10828568/difference-of-create-index-by-using-include-column-or-not-using,Difference of create Index by using include column or not using,10828607.0,,,
1130,['sql'],"{'account_id': 31638, 'reputation': 49198, 'user_id': 87053, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3a1e9b8a1af177d323199c1fd3062424?s=256&d=identicon&r=PG', 'display_name': 'Arsen Mkrtchyan', 'link': 'https://stackoverflow.com/users/87053/arsen-mkrtchyan'}",True,284,,2,1,1338446885,1338444669,,10828299,CC BY-SA 3.0,https://stackoverflow.com/questions/10828299/how-to-query-countcustomer-countorder-pair,"How to query count(customer), count(order) pair",10828348.0,,,
1131,"['sql', 'version-control', 'redgate']","{'account_id': 1442005, 'reputation': 96, 'user_id': 1361862, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/799e1bf2b264f22500a4c2098622a768?s=256&d=identicon&r=PG', 'display_name': 'stonetiger', 'link': 'https://stackoverflow.com/users/1361862/stonetiger'}",True,460,,1,6,1338446308,1336426463,,10489484,CC BY-SA 3.0,https://stackoverflow.com/questions/10489484/linked-tables-in-red-gate-sql-source-control-ssc-performance-nightmare,Linked Tables in Red-Gate SQL Source Control (SSC) - Performance Nightmare?,,,,
1132,"['sql', 'azure', 'code-first', 'azure-sql-database']","{'account_id': 1287845, 'reputation': 1001, 'user_id': 1240574, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/765aa64bfdc2f505906d0ed94a75604c?s=256&d=identicon&r=PG', 'display_name': 'Martin', 'link': 'https://stackoverflow.com/users/1240574/martin'}",False,486,,1,0,1338445322,1338390196,1338405561.0,10818962,CC BY-SA 3.0,https://stackoverflow.com/questions/10818962/sql-azure-compatiblewithmodel-not-working,Sql Azure CompatibleWithModel not working,,,,
1133,"['sql', 'tsql', 'sql-server-2005']","{'account_id': 75964, 'reputation': 2821, 'user_id': 217757, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/3119222c9552211fd0a89cd42abcbc03?s=256&d=identicon&r=PG', 'display_name': 'Naveed Butt', 'link': 'https://stackoverflow.com/users/217757/naveed-butt'}",True,156,,2,1,1338444249,1338358227,1338444249.0,10810827,CC BY-SA 3.0,https://stackoverflow.com/questions/10810827/difference-between-in-and-join,Difference between IN and JOIN,,,,
1134,"['c++', 'sql', 'sap-ase']","{'account_id': 85411, 'reputation': 51, 'user_id': 238138, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/e904facf0ec736ef079ab475859d802e?s=256&d=identicon&r=PG', 'display_name': 'aehjaj', 'link': 'https://stackoverflow.com/users/238138/aehjaj'}",False,652,,0,1,1338444020,1338444020,,10828185,CC BY-SA 3.0,https://stackoverflow.com/questions/10828185/sybase-client-library-libsybdb-so-is-hanging-in-pollsys,sybase client library libsybdb.so is hanging in pollsys,,,,
1135,"['sql', 'oracle', 'function', 'procedure']","{'account_id': 1484541, 'reputation': 401, 'user_id': 1393064, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/9ec54828d6d03fd11f95f3dbfef0ca68?s=256&d=identicon&r=PG', 'display_name': 'user1393064', 'link': 'https://stackoverflow.com/users/1393064/user1393064'}",True,395,,1,0,1338442449,1338436867,1338442449.0,10827268,CC BY-SA 3.0,https://stackoverflow.com/questions/10827268/wrapping-a-stored-procedure-sql,Wrapping a Stored Procedure SQL,,,,
1136,"['sql', 'ms-access']","{'account_id': 713061, 'reputation': 41, 'user_id': 620799, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/7ec0d62b112a3d462770d66491098b19?s=256&d=identicon&r=PG', 'display_name': 'snooker841', 'link': 'https://stackoverflow.com/users/620799/snooker841'}",False,975,,2,-1,1338442156,1338441446,,10827802,CC BY-SA 3.0,https://stackoverflow.com/questions/10827802/calculating-average-lifetime-value,Calculating Average Lifetime Value,,,,
1137,"['sql', 'excel']","{'account_id': 1525421, 'reputation': 111, 'user_id': 1423997, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/b0538dbc4167e374cc2d079763c09b52?s=256&d=identicon&r=PG', 'display_name': 'user1423997', 'link': 'https://stackoverflow.com/users/1423997/user1423997'}",False,767,,2,0,1338442000,1338303250,,10801601,CC BY-SA 3.0,https://stackoverflow.com/questions/10801601/ms-query-sql-append-data,MS Query SQL - Append Data,,,,
1138,"['sql', 'sql-server', 'tsql']","{'account_id': 1407672, 'reputation': 1493, 'user_id': 1334942, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/ea05c8e9c3254577837da4c67e116fd3?s=256&d=identicon&r=PG', 'display_name': 'Different111222', 'link': 'https://stackoverflow.com/users/1334942/different111222'}",True,488,,3,4,1338441832,1337659001,1338441832.0,10695527,CC BY-SA 3.0,https://stackoverflow.com/questions/10695527/how-to-selectively-double-insert-t-sql-using-a-single-command,How to selectively [double] insert (T-SQL) using a single command?,10723574.0,,,
1139,"['sql', 'sql-server-2008', 'tsql', 'group-by']","{'account_id': 76188, 'reputation': 2727, 'user_id': 218297, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/4945f8e8cd71f8f3f3f114b7a8501656?s=256&d=identicon&r=PG', 'display_name': 'Dav.id', 'link': 'https://stackoverflow.com/users/218297/dav-id'}",True,173,,1,2,1338441666,1338412521,1338441666.0,10824382,CC BY-SA 3.0,https://stackoverflow.com/questions/10824382/a-grouping-and-count-select-for-tabular-results-in-sql-server-2008,A grouping and count select for tabular results in SQL Server 2008,10824507.0,,,
1140,['sql'],"{'account_id': 1018264, 'reputation': 167, 'user_id': 1029321, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/abb78425b6ad9dd168462228a2c7dbd3?s=256&d=identicon&r=PG', 'display_name': 'nfnmy', 'link': 'https://stackoverflow.com/users/1029321/nfnmy'}",True,47,,2,0,1338441594,1338435253,1338435842.0,10827099,CC BY-SA 3.0,https://stackoverflow.com/questions/10827099/calculating-the-total-elements-unique-to-each-data,Calculating the total elements unique to each data,10827124.0,,,
