,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,protected_date,bounty_amount,bounty_closes_date,closed_date,closed_reason,migrated_from
1584,"['python', 'google-app-engine', 'google-cloud-platform', 'google-bigquery']","{'account_id': 7393058, 'reputation': 478, 'user_id': 5625896, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/9e025f4a5aa7f838e5fac82c9119524d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jordan1200', 'link': 'https://stackoverflow.com/users/5625896/jordan1200'}",True,1297,,4,2,1606948582,1574685136,1574783530.0,59031931,CC BY-SA 4.0,https://stackoverflow.com/questions/59031931/connect-bigquery-to-python,Connect BigQuery to Python,,,,,,
1585,"['python', 'python-3.x', 'sentry']","{'account_id': 97482, 'reputation': 13717, 'user_id': 264419, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/XjhJF.jpg?s=256&g=1', 'display_name': 'Dejell', 'link': 'https://stackoverflow.com/users/264419/dejell'}",True,1552,58922198.0,2,2,1606929600,1574011329,1574057608.0,58903116,CC BY-SA 4.0,https://stackoverflow.com/questions/58903116/sentry-scrubbing-local-variables-sensitive-data,Sentry - scrubbing local variables sensitive data,,,,,,
1586,"['python', 'pytorch', 'torchscript']","{'account_id': 14737, 'reputation': 13939, 'user_id': 30579, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae5b42b31b934b305c8f6bdb7595b926?s=256&d=identicon&r=PG', 'display_name': 'CAdaker', 'link': 'https://stackoverflow.com/users/30579/cadaker'}",False,845,,1,3,1606837151,1574441002,,58998441,CC BY-SA 4.0,https://stackoverflow.com/questions/58998441/using-torchscript-classes-as-members-in-pytorch-modules,Using TorchScript classes as members in pytorch modules,,,,,,
1587,"['python', 'numpy', 'keras', 'pip', 'pycharm']","{'account_id': 17194992, 'reputation': 1, 'user_id': 12447974, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10157744466169376/picture?type=large', 'display_name': 'Spencer Pruitt', 'link': 'https://stackoverflow.com/users/12447974/spencer-pruitt'}",True,9316,,2,0,1606806058,1574882430,1574882739.0,59077162,CC BY-SA 4.0,https://stackoverflow.com/questions/59077162/why-is-the-pip-installer-not-functioning-for-certain-modules,Why is the pip installer not functioning for certain modules?,,,,,,
1588,"['python', 'python-3.x', 'numpy']","{'account_id': 15991866, 'reputation': 91, 'user_id': 12349046, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f3df690030a22f83382d285cdd3cc82?s=256&d=identicon&r=PG&f=1', 'display_name': 'JulianeB', 'link': 'https://stackoverflow.com/users/12349046/julianeb'}",True,438,59013629.0,3,3,1606774077,1574555492,1582401890.0,59013622,CC BY-SA 4.0,https://stackoverflow.com/questions/59013622/is-there-a-fast-way-to-create-a-vector-with-1-and-x-0,"Is there a fast way, to create a vector with 1 and x * 0?",,,,,,
1589,"['python', 'opencv']","{'account_id': 194559, 'reputation': 15015, 'user_id': 436976, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/ca5523dd495f8c0a6a6b20db65db2ef4?s=256&d=identicon&r=PG', 'display_name': 'stevendesu', 'link': 'https://stackoverflow.com/users/436976/stevendesu'}",True,2336,,1,3,1606759553,1573748200,1573753616.0,58861285,CC BY-SA 4.0,https://stackoverflow.com/questions/58861285/stitching-four-images-with-opencv-python,Stitching four images with OpenCV + Python,,,,,,
1590,"['python', 'machine-learning', 'artificial-intelligence', 'nlg', 'gpt-2']","{'account_id': 12841653, 'reputation': 33, 'user_id': 11130181, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155243381662322/picture?type=large', 'display_name': 'Chris M', 'link': 'https://stackoverflow.com/users/11130181/chris-m'}",False,1233,,1,1,1606651779,1573851054,1606651779.0,58884492,CC BY-SA 4.0,https://stackoverflow.com/questions/58884492/why-is-encoder-json-not-found-when-running-gpt2-small-model,why is encoder.json not found when running GPT2 small model,,,,,,
1591,"['python', 'debugging', 'pycharm', 'breakpoints']","{'account_id': 15185966, 'reputation': 37, 'user_id': 10957917, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-Qeepbj2v9Aw/AAAAAAAAAAI/AAAAAAAAWnI/SPXD797LOiQ/photo.jpg?sz=256', 'display_name': 'Jakub Červinka', 'link': 'https://stackoverflow.com/users/10957917/jakub-%c4%8cervinka'}",True,79,58990744.0,2,2,1606639171,1574355790,1606639171.0,58980116,CC BY-SA 4.0,https://stackoverflow.com/questions/58980116/can-you-use-pycharms-breakpoint-to-change-local-variable,Can you use PyCharm&#39;s breakpoint to change local variable?,,,,,,
1592,"['python', 'pyspark', 'hiveql']","{'account_id': 16772489, 'reputation': 113, 'user_id': 12124621, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-2TA5ZgNZl4A/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcsCKQsp4u20T3OlfMGif4Svka9_A/photo.jpg?sz=256', 'display_name': 'Robin Nicole', 'link': 'https://stackoverflow.com/users/12124621/robin-nicole'}",True,1448,58746393.0,1,3,1606603657,1573121067,,58746293,CC BY-SA 4.0,https://stackoverflow.com/questions/58746293/cannot-import-parse-url-in-pyspark,Cannot import parse_url in pyspark,,,,,,
1593,"['python', 'python-3.x', 'tkinter']","{'account_id': 17151249, 'reputation': 3, 'user_id': 12413119, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xgAO4.jpg?s=256&g=1', 'display_name': 'Ponzi', 'link': 'https://stackoverflow.com/users/12413119/ponzi'}",True,456,58984882.0,2,0,1606573369,1574374952,,58984643,CC BY-SA 4.0,https://stackoverflow.com/questions/58984643/python-tkinter-how-do-i-get-get-menu-select-all-function-to-work,python tkinter - How do I get get menu &quot;select all&quot; function to work?,,,,,,
1594,"['python', 'python-3.x', 'python-2.7', 'optimization', 'python-requests']","{'account_id': 16965199, 'reputation': 51, 'user_id': 12319238, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c122c0f420cd64368951b750707d0f01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emre Alpogunc', 'link': 'https://stackoverflow.com/users/12319238/emre-alpogunc'}",True,430,58689840.0,2,-1,1606518764,1572856960,1606518764.0,58689774,CC BY-SA 4.0,https://stackoverflow.com/questions/58689774/how-can-i-write-two-functions-next-to-each-other-in-python,How can I write two functions next to each other in python?,,,,,,
1595,"['python', 'snmp', 'pysnmp', 'mib']","{'account_id': 3170719, 'reputation': 55, 'user_id': 2679733, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wS9HZ.png?s=256&g=1', 'display_name': 'Visakh V', 'link': 'https://stackoverflow.com/users/2679733/visakh-v'}",True,1015,58980756.0,1,2,1606448376,1574346220,1574390673.0,58977166,CC BY-SA 4.0,https://stackoverflow.com/questions/58977166/error-oid-not-increasing-snmpv2-smidod-how-to-increase-oid,"Error: OID not increasing: SNMPv2-SMI::dod, How to increase OID?",,,,,,
1596,"['python', 'django', 'dms', 'mayanedms']","{'account_id': 7207059, 'reputation': 11, 'user_id': 5502357, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/797978903681967/picture?type=large', 'display_name': 'Inam Ul Haq', 'link': 'https://stackoverflow.com/users/5502357/inam-ul-haq'}",False,394,,0,1,1606393245,1574766890,1606393245.0,59049695,CC BY-SA 4.0,https://stackoverflow.com/questions/59049695/mayan-edms-rest-api-documents-are-not-getting-checked-in,MAYAN-EDMS REST API: Documents are not getting checked in,,,,,,
1597,"['python', 'azure', 'azure-blob-storage', 'azure-sdk', 'azure-sdk-python']","{'account_id': 16102288, 'reputation': 2596, 'user_id': 11622712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/01f3989fa62907f1d89449c106d92fa0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fluxy', 'link': 'https://stackoverflow.com/users/11622712/fluxy'}",True,1796,,1,0,1606384600,1574519043,,59008611,CC BY-SA 4.0,https://stackoverflow.com/questions/59008611/cannot-import-blockblobservice-when-calling-a-script-from-ml-pipeline,Cannot import &#39;BlockBlobService&#39; when calling a script from ML pipeline,,,,,,
1598,"['python', 'server', 'pytest', 'fixtures']","{'account_id': 3838762, 'reputation': 43, 'user_id': 3182462, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'c4dmus', 'link': 'https://stackoverflow.com/users/3182462/c4dmus'}",True,2120,,2,2,1606351815,1573135598,,58750500,CC BY-SA 4.0,https://stackoverflow.com/questions/58750500/create-server-at-the-beginning-of-pytest-test,Create server at the beginning of pytest test,,,,,,
1599,"['python', 'pygame']","{'account_id': 12727113, 'reputation': 267, 'user_id': 9245265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b64cda8755398d5a9cd0a38e0210a5a9?s=256&d=identicon&r=PG&f=1', 'display_name': 'asd', 'link': 'https://stackoverflow.com/users/9245265/asd'}",True,243,58662648.0,1,2,1606321402,1572623732,1603219655.0,58662215,CC BY-SA 4.0,https://stackoverflow.com/questions/58662215/check-collision-between-a-image-and-a-line,Check collision between a image and a line,,,,,,
1600,"['python', 'conditional-statements', 'pgmpy']","{'account_id': 16561846, 'reputation': 11, 'user_id': 11967572, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10159032203244657/picture?type=large', 'display_name': 'Andrew3193', 'link': 'https://stackoverflow.com/users/11967572/andrew3193'}",True,3533,,2,0,1606310853,1574093802,1574093880.0,58918798,CC BY-SA 4.0,https://stackoverflow.com/questions/58918798/problems-installing-and-working-with-pgmpy,Problems Installing and working with &quot;pgmpy&quot;,,,,,,
1601,"['python', 'plotly-dash']","{'account_id': 11126871, 'reputation': 61, 'user_id': 8168106, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1534753213236728/picture?type=large', 'display_name': 'Chris Downs', 'link': 'https://stackoverflow.com/users/8168106/chris-downs'}",True,5544,,2,5,1606296110,1574454201,,59001244,CC BY-SA 4.0,https://stackoverflow.com/questions/59001244/python-dash-app-updating-with-new-dataframe,Python Dash App updating with new dataframe,,,,,,
1602,"['python', 'machine-learning', 'deep-learning', 'speech-recognition', 'speech-to-text']","{'account_id': 200272, 'reputation': 1154, 'user_id': 446029, 'user_type': 'registered', 'accept_rate': 19, 'profile_image': 'https://www.gravatar.com/avatar/636935bc46cca1aa96ee8aefa540dac9?s=256&d=identicon&r=PG', 'display_name': 'Kuldeep Singh', 'link': 'https://stackoverflow.com/users/446029/kuldeep-singh'}",False,2301,,1,2,1606219436,1573456240,,58796931,CC BY-SA 4.0,https://stackoverflow.com/questions/58796931/build-speech-to-text-system-from-scratch-using-python,build speech to text system from scratch using python,,,,,,
1603,"['python', 'amazon-web-services', 'amazon-s3', 'joblib']","{'account_id': 4467823, 'reputation': 522, 'user_id': 3634886, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uelTq.jpg?s=256&g=1', 'display_name': 'Victor Maricato', 'link': 'https://stackoverflow.com/users/3634886/victor-maricato'}",True,315,64978177.0,1,2,1606174544,1573056340,,58734231,CC BY-SA 4.0,https://stackoverflow.com/questions/58734231/using-joblib-memory-to-cache-data-in-aws-s3,Using joblib.Memory to cache data in AWS S3,,,,,,
1604,"['python', 'python-3.x', 'python-import', 'python-importlib']","{'account_id': 14079613, 'reputation': 358, 'user_id': 10171000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/046e6955c0f232c378a2cb7f8dca2e0b?s=256&d=identicon&r=PG&f=1', 'display_name': 'DareYang', 'link': 'https://stackoverflow.com/users/10171000/dareyang'}",True,248,58947002.0,2,4,1606131621,1574225032,1574226566.0,58946837,CC BY-SA 4.0,https://stackoverflow.com/questions/58946837/reload-function-fails-to-erase-removed-variables,Reload function fails to erase removed variables,,,,,,
1605,"['python', 'cmd', 'rasa-core', 'rasa']","{'account_id': 17002599, 'reputation': 41, 'user_id': 12299604, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fd304e38bac74332f8184cd3db1c8ae4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max_Meadowcroft', 'link': 'https://stackoverflow.com/users/12299604/max-meadowcroft'}",True,727,,2,0,1606127836,1573681988,,58846194,CC BY-SA 4.0,https://stackoverflow.com/questions/58846194/importerror-cannot-import-name-online-from-rasa-core-training,ImportError: cannot import name &#39;online&#39; from &#39;rasa_core.training&#39;,,,,,,
1606,"['python', 'selenium', 'ubuntu', 'web-scraping', 'cron']","{'account_id': 14285178, 'reputation': 37, 'user_id': 10318683, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-PJGMpLeXSxk/AAAAAAAAAAI/AAAAAAAAAsA/qEUij1BcaKY/photo.jpg?sz=256', 'display_name': 'Monic Annadurai', 'link': 'https://stackoverflow.com/users/10318683/monic-annadurai'}",True,220,58706411.0,2,0,1605993389,1572938449,1605993334.0,58706295,,https://stackoverflow.com/questions/58706295/how-to-set-crontab-for-a-python-and-selenium-script-at-which-the-browser-is-to-b,How to set crontab for a Python and Selenium script at which the browser is to be opened at the time of script execution,,,,1572944818.0,Duplicate,
1607,"['python', 'tcpdump', 'dpkt']","{'account_id': 15861455, 'reputation': 51, 'user_id': 11444473, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9e9a4f6ed4bc15235e7470da048c6a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'grabbhalf', 'link': 'https://stackoverflow.com/users/11444473/grabbhalf'}",False,771,,1,0,1605983598,1573416385,,58792477,CC BY-SA 4.0,https://stackoverflow.com/questions/58792477/create-a-python-script-that-counts-the-amount-of-packets-to-reach-a-website-usin,Create a python script that counts the amount of packets to reach a website using tcpdump?,,,,,,
1608,"['python', 'python-3.x', 'import']","{'account_id': 17110780, 'reputation': 373, 'user_id': 12381652, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f2f84fd4cdd8767ef9a2a4e7543c775?s=256&d=identicon&r=PG&f=1', 'display_name': 'ShadowXL', 'link': 'https://stackoverflow.com/users/12381652/shadowxl'}",True,140,58887749.0,3,1,1605970608,1573880246,1605970608.0,58887723,CC BY-SA 4.0,https://stackoverflow.com/questions/58887723/using-import-in-python,Using import in Python,,,,,,
1609,"['python', 'opencv', 'neural-network', 'face', 'facial-identification']","{'account_id': 17067474, 'reputation': 125, 'user_id': 12349188, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-4Xt9icdSxzk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdSP7Ha9mNgnsvSy5g1Lvg8PIdx7Q/photo.jpg?sz=256', 'display_name': 'Jerome Ariola', 'link': 'https://stackoverflow.com/users/12349188/jerome-ariola'}",True,1606,,2,4,1605866029,1575029423,,59104545,CC BY-SA 4.0,https://stackoverflow.com/questions/59104545/using-mtcnn-with-a-webcam-via-opencv,Using MTCNN with a webcam via OpenCV,,,,,,
1610,"['python', 'opencv']","{'user_type': 'does_not_exist', 'display_name': 'user12332367'}",True,21447,,4,10,1605755458,1573299436,,58778865,CC BY-SA 4.0,https://stackoverflow.com/questions/58778865/undefined-symbol-atomic-fetch-add-8,undefined symbol: __atomic_fetch_add_8,,,,,,
1611,"['python', 'tokenize', 'spacy']","{'account_id': 8733287, 'reputation': 682, 'user_id': 6532658, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9da4b46c2704ff05c563de1ca2bae91c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dammio', 'link': 'https://stackoverflow.com/users/6532658/dammio'}",True,1571,58689253.0,1,0,1605748938,1572831976,1572844144.0,58686259,CC BY-SA 4.0,https://stackoverflow.com/questions/58686259/add-some-custom-words-to-tokenizer-in-spacy,Add some custom words to tokenizer in Spacy,,,,,,
1612,"['python', 'tensorflow', 'keras', 'reproducible-research']","{'account_id': 2997358, 'reputation': 1372, 'user_id': 2543623, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/f9d2ecddea0d9d33919d1571d3c4c672?s=256&d=identicon&r=PG', 'display_name': 'user2543623', 'link': 'https://stackoverflow.com/users/2543623/user2543623'}",True,3015,59076159.0,4,5,1605711560,1574874444,1574877768.0,59075244,CC BY-SA 4.0,https://stackoverflow.com/questions/59075244/if-keras-results-are-not-reproducible-whats-the-best-practice-for-comparing-mo,"If Keras results are not reproducible, what&#39;s the best practice for comparing models and choosing hyper parameters?",,,,,,
1613,['python'],"{'account_id': 7855543, 'reputation': 139, 'user_id': 5937528, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97223dd17ceb0ca0a311e5624138a7b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'CJChalmers', 'link': 'https://stackoverflow.com/users/5937528/cjchalmers'}",True,1771,,1,2,1605619649,1572960432,,58712336,CC BY-SA 4.0,https://stackoverflow.com/questions/58712336/struct-error-unpack-from-requires-a-buffer-of-at-least-4-bytes,struct.error: unpack_from requires a buffer of at least 4 bytes,,,,,,
1614,"['python', 'html', 'flask']","{'account_id': 17127426, 'reputation': 53, 'user_id': 12394292, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10206491642005089/picture?type=large', 'display_name': 'Mike Sandstrom', 'link': 'https://stackoverflow.com/users/12394292/mike-sandstrom'}",True,4431,58925202.0,1,2,1605612301,1574117044,1574120945.0,58924015,CC BY-SA 4.0,https://stackoverflow.com/questions/58924015/how-to-display-image-in-flask-after-a-button-is-pressed,How to Display Image in Flask after a button is pressed,,,,,,
1615,"['python', 'python-3.x', 'xml', 'xml-parsing']","{'account_id': 13937499, 'reputation': 135, 'user_id': 10064174, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uxfcc.jpg?s=256&g=1', 'display_name': 'Smita Patankar', 'link': 'https://stackoverflow.com/users/10064174/smita-patankar'}",True,87,,1,0,1605606535,1574254116,1605606535.0,58954744,CC BY-SA 4.0,https://stackoverflow.com/questions/58954744/how-to-find-a-specific-node-in-xml-in-python-while-checking-its-tree-structure,"How to find a specific node in xml in python, while checking its tree structure?",,,,,,
1616,"['python', 'flask', 'safari', 'momentjs']","{'account_id': 54089, 'reputation': 775, 'user_id': 161792, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QgcJO.png?s=256&g=1', 'display_name': 'James Cunningham', 'link': 'https://stackoverflow.com/users/161792/james-cunningham'}",False,615,,0,3,1605591778,1573429794,1573438689.0,58794016,CC BY-SA 4.0,https://stackoverflow.com/questions/58794016/cant-get-flask-moment-to-display-dates-in-safari,can&#39;t get flask-moment to display dates in safari,,,,,,
1617,"['python', 'json', 'django', 'ajax']","{'account_id': 16996696, 'reputation': 67, 'user_id': 12294944, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d2d63d13077b30f0d0f7aed34c03e3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'vipul', 'link': 'https://stackoverflow.com/users/12294944/vipul'}",True,10266,58749174.0,3,4,1605554344,1573130447,1573130772.0,58748996,CC BY-SA 4.0,https://stackoverflow.com/questions/58748996/object-of-type-queryset-is-not-json-serializable-django,Object of type QuerySet is not JSON serializable Django,,,,,,
1618,"['python', 'opencv', 'face-recognition', 'training-data']","{'account_id': 16650372, 'reputation': 19, 'user_id': 12033421, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-u2Ol3sp7QWQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rerZhjNW8s9VR6IAn0wRACaOauSnQ/photo.jpg?sz=256', 'display_name': 'Arush Jain', 'link': 'https://stackoverflow.com/users/12033421/arush-jain'}",False,1192,,0,0,1605551637,1574273871,,58960938,CC BY-SA 4.0,https://stackoverflow.com/questions/58960938/attributeerror-nonetype-object-has-no-attribute-predict,AttributeError: &#39;NoneType&#39; object has no attribute &#39;predict&#39;,,,,,,
1619,"['python', 'loops', 'dictionary', 'set', 'frozenset']","{'account_id': 14161445, 'reputation': 71, 'user_id': 10257593, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-yYM9IMYBY0U/AAAAAAAAAAI/AAAAAAAAAUE/Tcyeb3jCaQw/photo.jpg?sz=256', 'display_name': 'Jerry George', 'link': 'https://stackoverflow.com/users/10257593/jerry-george'}",True,486,59010321.0,2,0,1605459638,1574529438,1605459638.0,59010211,CC BY-SA 4.0,https://stackoverflow.com/questions/59010211/retrieve-values-from-a-frozen-set-dictionary-python,Retrieve values from a frozen set dictionary (python),,,,,,
1620,"['python', 'pdf', 'png']","{'account_id': 10261077, 'reputation': 447, 'user_id': 7572374, 'user_type': 'registered', 'accept_rate': 14, 'profile_image': 'https://lh4.googleusercontent.com/-AYl8FWoZXiM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rex8ZiUs8QhOKV1o_7S5MZYVefZzw/mo/photo.jpg?sz=256', 'display_name': 'new_programmer_22', 'link': 'https://stackoverflow.com/users/7572374/new-programmer-22'}",True,1922,59042517.0,1,1,1605458923,1574727487,,59041928,CC BY-SA 4.0,https://stackoverflow.com/questions/59041928/multiple-pngs-pdfs-per-page-using-python,Multiple pngs/pdfs per page using python,,,,,,
1621,"['python', 'json', 'dictionary', 'flask', 'httpresponse']","{'account_id': 10483928, 'reputation': 103, 'user_id': 7728110, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ee6a6caad5aeb1de500f74a66c395b30?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chandru Jc', 'link': 'https://stackoverflow.com/users/7728110/chandru-jc'}",True,1116,,1,7,1605375866,1572878697,1573034475.0,58695743,CC BY-SA 4.0,https://stackoverflow.com/questions/58695743/flask-what-is-difference-when-returning-jsonify-vs-dict,Flask - What is difference when returning jsonify vs dict?,,,,,,
1622,"['python', 'apache', 'mod-wsgi']","{'account_id': 1373075, 'reputation': 1328, 'user_id': 1307624, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/afaab4e4904fea6dd0fb97a37829fde4?s=256&d=identicon&r=PG', 'display_name': 'Viszman', 'link': 'https://stackoverflow.com/users/1307624/viszman'}",True,765,,1,0,1605352490,1574322951,1574336352.0,58969871,CC BY-SA 4.0,https://stackoverflow.com/questions/58969871/centos-python-mod-wsgi-is-not-working-properly,"CentOS Python, mod_wsgi is not working properly",,,,,,
1623,"['python', 'datetime', 'sqlalchemy', 'flask-sqlalchemy', 'alembic']","{'account_id': 11979356, 'reputation': 1004, 'user_id': 8765631, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Vc8Gd.jpg?s=256&g=1', 'display_name': 'Arunmozhi', 'link': 'https://stackoverflow.com/users/8765631/arunmozhi'}",False,341,,0,3,1605286957,1574647267,,59024295,CC BY-SA 4.0,https://stackoverflow.com/questions/59024295/migrate-sqlalchemy-models-having-dates-without-timezone-to-ones-with-timezone,Migrate SQLAlchemy models having dates without timezone to ones with timezone,,,,,,
1624,"['python', 'arima', 'pyramid-arima']","{'account_id': 16468350, 'reputation': 41, 'user_id': 11897999, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73e32d26e037df1d2d0f5e2cf6bdb8dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'elsag', 'link': 'https://stackoverflow.com/users/11897999/elsag'}",True,2007,59091344.0,2,0,1605271980,1574917329,,59082026,CC BY-SA 4.0,https://stackoverflow.com/questions/59082026/get-p-q-d-and-p-d-q-m-values-from-auto-arima-summary,"Get p,q,d and P, D, Q, m values from auto-arima summary",,,,,,
1625,"['python', 'pandas', 'sqlite']","{'account_id': 8187458, 'reputation': 3481, 'user_id': 6387095, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/fcb0fbacff1dc0be1633da29797f9bb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sid', 'link': 'https://stackoverflow.com/users/6387095/sid'}",True,37,59032832.0,2,2,1605119460,1574687888,1605119460.0,59032762,CC BY-SA 4.0,https://stackoverflow.com/questions/59032762/select-all-records-which-are-between-certain-time,Select all records which are between certain time?,,,,,,
1626,"['python', 'python-3.x']","{'account_id': 11987866, 'reputation': 101, 'user_id': 8784914, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6882b26e4f04c7e9bc1b15e881799079?s=256&d=identicon&r=PG&f=1', 'display_name': 'Peri', 'link': 'https://stackoverflow.com/users/8784914/peri'}",True,3333,,2,0,1605118980,1573590705,1574096328.0,58826228,CC BY-SA 4.0,https://stackoverflow.com/questions/58826228/write-a-program-that-generates-a-sequence-of-20-random-die-tosses-and-that-print,"Write a program that generates a sequence of 20 random die tosses and that prints the die values, marking only the longest run",,,,,,
1627,"['python', 'numpy', 'module', 'pip', 'importerror']","{'account_id': 17090169, 'reputation': 1, 'user_id': 12366500, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a7f1a1088fa21a73773de978e2fc9e51?s=256&d=identicon&r=PG&f=1', 'display_name': 'aidanb', 'link': 'https://stackoverflow.com/users/12366500/aidanb'}",False,5626,,1,0,1605085035,1573647027,1587178146.0,58836841,CC BY-SA 4.0,https://stackoverflow.com/questions/58836841/installed-numpy-but-cant-import,installed numpy but can&#39;t import,,,,,,
1628,"['python', 'tensorflow', 'keras', 'callback', 'gridsearchcv']","{'account_id': 13043710, 'reputation': 41, 'user_id': 12375149, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Francesco F', 'link': 'https://stackoverflow.com/users/12375149/francesco-f'}",False,320,,0,3,1605084185,1573767899,,58867004,CC BY-SA 4.0,https://stackoverflow.com/questions/58867004/access-to-validation-data-keras-while-using-gridsearchcv,Access to validation_data Keras while using GridsearchCV,,,,,,
1629,"['python', 'pandas', 'scikit-learn']","{'account_id': 13116344, 'reputation': 23, 'user_id': 9711029, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-KuCxgITweNo/AAAAAAAAAAI/AAAAAAAAAAA/5OMRXP09SC8/photo.jpg?sz=256', 'display_name': 'Robert Hatem', 'link': 'https://stackoverflow.com/users/9711029/robert-hatem'}",True,1861,58773718.0,2,2,1604991258,1573238615,1573247852.0,58772181,CC BY-SA 4.0,https://stackoverflow.com/questions/58772181/columntransformer-fails-with-countvectorizer-in-a-pipeline,ColumnTransformer fails with CountVectorizer in a pipeline,,,,,,
1630,"['python', 'multithreading', 'tkinter', 'scheduler']","{'account_id': 3358876, 'reputation': 353, 'user_id': 2821179, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'eric', 'link': 'https://stackoverflow.com/users/2821179/eric'}",True,54,58933442.0,2,0,1604956346,1574163440,1604956346.0,58933214,CC BY-SA 4.0,https://stackoverflow.com/questions/58933214/threading-not-successful,Threading not successful,,,,,,
1631,"['python', 'optimization', 'keras', 'deep-learning', 'parameter-passing']","{'account_id': 9277711, 'reputation': 450, 'user_id': 7554826, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/360230aa96fc45f37798935de6783929?s=256&d=identicon&r=PG&f=1', 'display_name': 'Des Grieux', 'link': 'https://stackoverflow.com/users/7554826/des-grieux'}",True,1504,58923974.0,3,1,1604920041,1574104508,1574166510.0,58921394,CC BY-SA 4.0,https://stackoverflow.com/questions/58921394/passing-keras-optimizer-as-string-parameter-to-keras-optimizer-function,passing keras optimizer as string parameter to keras optimizer function,,,,,,
