,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,migrated_from,closed_date,closed_reason,bounty_amount,bounty_closes_date,protected_date
1603,"['python', 'tkinter']","{'account_id': 24232397, 'reputation': 77, 'user_id': 18185987, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GipnrZysN3laVVnyKEX930yuUqifyLO8_bQ0WQq=k-s256', 'display_name': 'Nicholas Picklas', 'link': 'https://stackoverflow.com/users/18185987/nicholas-picklas'}",True,63,1,1,1650570044,1648247662,,71623818,CC BY-SA 4.0,https://stackoverflow.com/questions/71623818/strange-bug-when-cycling-dog-photos,Strange bug when cycling dog photos,71960064.0,,,,,,
1604,"['python', 'html', 'plone', 'zope']","{'account_id': 23714604, 'reputation': 107, 'user_id': 17735940, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyEhgftwJVV_j6pduhN8OawFsqvZ3cW9JLj0Z3g=k-s256', 'display_name': 'JThao', 'link': 'https://stackoverflow.com/users/17735940/jthao'}",True,74,2,0,1650559499,1646962036,1646966175.0,71432665,CC BY-SA 4.0,https://stackoverflow.com/questions/71432665/is-it-possible-to-add-a-if-condition-inside-taldefine,Is it possible to add a if condition inside tal:define?,,,,,,,
1605,"['python', 'python-3.x', 'tensorflow', 'hcaptcha']","{'account_id': 24620363, 'reputation': 1, 'user_id': 18520819, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgSXM7JaMHtPtdZ9bia8NhqwynJu65A2MYj9Hxc=k-s256', 'display_name': 'Nostorian', 'link': 'https://stackoverflow.com/users/18520819/nostorian'}",False,512,1,-2,1650552976,1647978362,,71578089,CC BY-SA 4.0,https://stackoverflow.com/questions/71578089/modulenotfounderror-no-module-named-hcaptcha,ModuleNotFoundError: No module named &#39;hcaptcha&#39;,,,,,,,
1606,"['python', 'python-3.x', 'powerpoint', 'python-pptx']","{'account_id': 19083110, 'reputation': 429, 'user_id': 13934941, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b93c8325e38144f166a9cd89db232a71?s=256&d=identicon&r=PG&f=1', 'display_name': 'guiguilecodeur', 'link': 'https://stackoverflow.com/users/13934941/guiguilecodeur'}",False,159,1,0,1650550602,1647940777,1650550602.0,71569561,CC BY-SA 4.0,https://stackoverflow.com/questions/71569561/python-pptx-find-special-text-and-replace-with-image,"Python-pptx, find special text and replace with image",,,,,,,
1607,"['python', 'regex', 'list', 'chatbot']","{'account_id': 15788348, 'reputation': 149, 'user_id': 14144084, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-fdL3fQAVjZ4/AAAAAAAAAAI/AAAAAAAABwc/k8TpxtEeAwg/photo.jpg?sz=256', 'display_name': 'Jhon Oliver', 'link': 'https://stackoverflow.com/users/14144084/jhon-oliver'}",True,201,1,0,1650547122,1646229372,1646230292.0,71323929,CC BY-SA 4.0,https://stackoverflow.com/questions/71323929/chatbot-specific-answers,Chatbot-specific answers,,,,,,,
1608,"['python', 'classification', 'average', 'binary-data', 'confusion-matrix']","{'account_id': 20434026, 'reputation': 1, 'user_id': 18612751, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/079c162c8ad403adbf8e21f5630b8a6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'ederli', 'link': 'https://stackoverflow.com/users/18612751/ederli'}",False,78,1,0,1650545828,1648503206,,71653959,CC BY-SA 4.0,https://stackoverflow.com/questions/71653959/create-confusion-matrix-average-in-python,create confusion matrix (average) in python,,,,,,,
1609,"['python', 'reinforcement-learning', 'stable-baselines']","{'account_id': 15011748, 'reputation': 21, 'user_id': 11372966, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_QFM46J_zGs/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcasrNXmaV7wKX03zwihMG9CwKoBAg/mo/photo.jpg?sz=256', 'display_name': 'Edvards Zakovskis', 'link': 'https://stackoverflow.com/users/11372966/edvards-zakovskis'}",False,205,1,2,1650534155,1647891188,,71563137,CC BY-SA 4.0,https://stackoverflow.com/questions/71563137/stablebaselines-3-ddpg-her-multiprocessing,StableBaselines-3 DDPG + HER Multiprocessing,,,,,,,
1610,"['python', 'matplotlib-basemap']","{'account_id': 24504990, 'reputation': 3, 'user_id': 18420136, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ghcr5E0a3nEGDA9DAs6zxapFc7LhHnYjeYDfCLbhcs=k-s256', 'display_name': 'Vagif Taghiyev', 'link': 'https://stackoverflow.com/users/18420136/vagif-taghiyev'}",True,7686,1,0,1650525145,1647074621,1650525145.0,71448214,CC BY-SA 4.0,https://stackoverflow.com/questions/71448214/gettingerror-legacy-install-failure-while-installing-basemap,"Gettingerror: legacy-install-failure, while installing basemap",71582256.0,,,,,,
1611,"['python', 'selenium', 'button']","{'account_id': 24442014, 'reputation': 1, 'user_id': 18365570, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzLCep4ldsAoHmVNmq0R3ysU1T2TRNRctNhaLYR=k-s256', 'display_name': 'Jassker', 'link': 'https://stackoverflow.com/users/18365570/jassker'}",False,71,1,0,1650507720,1646321862,1650507720.0,71339797,CC BY-SA 4.0,https://stackoverflow.com/questions/71339797/how-can-i-use-slenium-in-python-to-click-the-button,How can i use slenium in Python to click the button?,,,,,,,
1612,"['python', 'apache-spark', 'pyspark', 'anaconda']","{'account_id': 17528229, 'reputation': 858, 'user_id': 12712848, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-fGpSg6t4QZE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc-y8ozPoUem0DilG8gwJrW-vCW5w/photo.jpg?sz=256', 'display_name': 'Omar', 'link': 'https://stackoverflow.com/users/12712848/omar'}",True,378,1,0,1650504932,1647433573,1647435087.0,71497056,CC BY-SA 4.0,https://stackoverflow.com/questions/71497056/exception-java-gateway-process-exited-before-sending-its-port-number,Exception: Java gateway process exited before sending its port number,71947962.0,,,,,,
1613,"['python', 'r', 'rstudio', 'arcgis', 'reticulate']","{'account_id': 2852334, 'reputation': 1509, 'user_id': 3178354, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/5351995619482658238ccc0ead6239fc?s=256&d=identicon&r=PG', 'display_name': 'cherrytree', 'link': 'https://stackoverflow.com/users/3178354/cherrytree'}",True,245,4,0,1650487177,1648481439,,71649942,CC BY-SA 4.0,https://stackoverflow.com/questions/71649942/r-reticulate-specifying-python-executable-to-use,R reticulate specifying python executable to use,71917559.0,,,,,,
1614,"['python', 'import', 'pytorch', 'torchtext']","{'account_id': 24119941, 'reputation': 31, 'user_id': 18089273, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/L622T.jpg?s=256&g=1', 'display_name': 'humanlearning', 'link': 'https://stackoverflow.com/users/18089273/humanlearning'}",True,1934,1,3,1650487105,1647417481,1648190427.0,71493451,CC BY-SA 4.0,https://stackoverflow.com/questions/71493451/cant-import-torchtext-legacy-data,can&#39;t import torchtext.legacy.data,,,,,,,
1615,"['python', 'django', 'cron']","{'account_id': 18348932, 'reputation': 105, 'user_id': 15140000, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/899f68020338015140f787c566ce5cf8?s=256&d=identicon&r=PG&f=1', 'display_name': 'user74934', 'link': 'https://stackoverflow.com/users/15140000/user74934'}",True,2704,1,3,1650485007,1646996158,,71437435,CC BY-SA 4.0,https://stackoverflow.com/questions/71437435/how-to-manually-create-a-cron-job-to-run-a-django-script,How to manually create a cron job to run a Django script?,71945563.0,,,,,,
1616,"['python', 'setuptools', 'setup.py']","{'account_id': 4677143, 'reputation': 13735, 'user_id': 3787051, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/k2G2V.png?s=256&g=1', 'display_name': 'Alex Harvey', 'link': 'https://stackoverflow.com/users/3787051/alex-harvey'}",True,597,1,3,1650483667,1646827781,1650483667.0,71409139,CC BY-SA 4.0,https://stackoverflow.com/questions/71409139/building-a-package-referencing-a-package-in-a-parent-directory-in-setup-py,Building a package referencing a package in a parent directory in setup.py,71454451.0,,,,,,
1617,"['python', 'python-3.x', 'sharepoint', 'office365api', 'office365-rest-client']","{'account_id': 2182651, 'reputation': 862, 'user_id': 1931785, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wLwij.jpg?s=256&g=1', 'display_name': 'code_rum', 'link': 'https://stackoverflow.com/users/1931785/code-rum'}",True,1011,1,2,1650478851,1646736841,,71393821,CC BY-SA 4.0,https://stackoverflow.com/questions/71393821/listing-files-and-folder-in-sharepoint-with-office365-rest-python-client-respond,Listing files and folder in Sharepoint with Office365-REST-Python-Client responds : 404 not found error,,,,,,,
1618,"['python', 'atom-editor']","{'account_id': 14167285, 'reputation': 1, 'user_id': 18567936, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-XiYlaLBU-dc/AAAAAAAAAAI/AAAAAAAAA6M/ZyQjBk2yF7Q/photo.jpg?sz=256', 'display_name': 'Uroš Zalezina', 'link': 'https://stackoverflow.com/users/18567936/uro%c5%a1-zalezina'}",False,422,1,0,1650476945,1648122290,1648137295.0,71601899,CC BY-SA 4.0,https://stackoverflow.com/questions/71601899/runnig-python-in-atom-on-macbook-doesnt-work-any-more,Runnig Python in Atom on MacBook doesn&#39;t work any more,,,,,,,
1619,"['python', 'image', 'twitter', 'upload', 'tweepy']","{'account_id': 19579394, 'reputation': 140, 'user_id': 14328794, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Z8hPy.jpg?s=256&g=1', 'display_name': 'Anil Dhage', 'link': 'https://stackoverflow.com/users/14328794/anil-dhage'}",True,172,1,0,1650454516,1648292610,,71627479,CC BY-SA 4.0,https://stackoverflow.com/questions/71627479/tweepy-is-throwing-an-error-when-i-try-to-upload-an-image-attributeerror-dic,Tweepy is throwing an error when I try to upload an image. (AttributeError: &#39;dict&#39; object has no attribute &#39;media_id_string&#39;),71628218.0,,,,,,
1620,"['python', 'curve-fitting', 'lmfit']","{'account_id': 24679669, 'reputation': 11, 'user_id': 18573583, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/08062e7ed5227ff3d7ec966732037853?s=256&d=identicon&r=PG', 'display_name': 'GeoPenny', 'link': 'https://stackoverflow.com/users/18573583/geopenny'}",True,153,1,1,1650452733,1648333683,,71632289,CC BY-SA 4.0,https://stackoverflow.com/questions/71632289/fitting-two-voigt-curves-one-after-the-other-using-lmfit,"Fitting two voigt curves, one after the other using lmfit",,,,,,,
1621,"['python', 'tensorflow', 'keras', 'grid-search']","{'account_id': 24555533, 'reputation': 11, 'user_id': 18464173, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cb200255e85b2493cf8f73e9ad0acf8?s=256&d=identicon&r=PG', 'display_name': 'Mariam Hergnyan', 'link': 'https://stackoverflow.com/users/18464173/mariam-hergnyan'}",False,145,1,1,1650451459,1647271520,1647358605.0,71470220,CC BY-SA 4.0,https://stackoverflow.com/questions/71470220/listwrapper-object-has-no-attribute-get-config-error-when-doing-gridsearch,&#39;ListWrapper&#39; object has no attribute &#39;get_config&#39; error when doing gridsearch,,,,,,,
1622,"['python', 'python-3.x', 'access-token', 'dropbox', 'dropbox-api']","{'account_id': 20151551, 'reputation': 1, 'user_id': 14778748, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c250ec76bd8f39f51f12e497273f809a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dan', 'link': 'https://stackoverflow.com/users/14778748/dan'}",False,785,2,0,1650434236,1648588455,,71668845,CC BY-SA 4.0,https://stackoverflow.com/questions/71668845/how-to-correctly-implement-refresh-token-with-dropbox-python-sdk,How to correctly implement refresh token with Dropbox Python SDK?,,,,,,,
1623,"['python', 'telegram', 'telebot']","{'account_id': 23044883, 'reputation': 173, 'user_id': 18016959, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/168ebdab454fb450c4fbf3194b0108e6?s=256&d=identicon&r=PG', 'display_name': 'arnold', 'link': 'https://stackoverflow.com/users/18016959/arnold'}",False,369,1,0,1650428974,1646332593,1646333356.0,71342154,CC BY-SA 4.0,https://stackoverflow.com/questions/71342154/get-user-id-by-forwarded-message-telebot,Get user id by forwarded message (telebot),,,,,,,
1624,"['python', 'apache-spark', 'pyspark', 'apache-spark-sql']","{'account_id': 9059351, 'reputation': 89, 'user_id': 7320328, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1056788791042448/picture?type=large', 'display_name': 'Yana ', 'link': 'https://stackoverflow.com/users/7320328/yana'}",True,256,1,0,1650409369,1648540799,1648703192.0,71658409,CC BY-SA 4.0,https://stackoverflow.com/questions/71658409/how-to-pass-dataframe-to-pyspark-parallel-operation,How to pass dataframe to pyspark parallel operation?,71932267.0,,,,,,
1625,"['python', 'macos', 'pyqt5']","{'account_id': 24066767, 'reputation': 27, 'user_id': 18043226, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwJN7Bqkz5R48SDH40qUgMczENVU0v3FXgmZW84=k-s256', 'display_name': 'Apple Sun', 'link': 'https://stackoverflow.com/users/18043226/apple-sun'}",False,4416,1,1,1650400130,1647165593,,71455625,CC BY-SA 4.0,https://stackoverflow.com/questions/71455625/error-installing-pyqt5-error-metadata-generation-failed,Error installing pyQt5: error: metadata-generation-failed,,,,,,,
1626,"['python', 'opencv', 'camera', 'resolution']","{'account_id': 19177410, 'reputation': 36, 'user_id': 14009854, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjqcqB7S9iblr6k3ldkgc-X4qvlLchz1Dw3dtk-=k-s256', 'display_name': 'philippe-albert Leblanc', 'link': 'https://stackoverflow.com/users/14009854/philippe-albert-leblanc'}",False,1510,2,1,1650391818,1646145677,1646155539.0,71310212,CC BY-SA 4.0,https://stackoverflow.com/questions/71310212/python-cv2-videocapture-has-wrong-resolution-and-read-cropped-images,Python cv2.VideoCapture() has wrong resolution and read cropped images,,,,,,,
1627,"['python', 'sql', 'pyspark']","{'account_id': 8252023, 'reputation': 91, 'user_id': 6206332, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/057da92f397e87df7e66eb9395849523?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobE', 'link': 'https://stackoverflow.com/users/6206332/robe'}",False,47,0,0,1650390204,1648564557,1650390204.0,71664036,CC BY-SA 4.0,https://stackoverflow.com/questions/71664036/how-do-i-create-an-array-from-a-grouping-of-row-number,How do I create an array from a grouping of row_number()?,,,,,,,
1628,"['python', 'blender', 'bpy']","{'account_id': 23788838, 'reputation': 1, 'user_id': 17800480, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhBgtHYr3VBjX39jmSsin-xZ4wJRDaOlMYHb7js=k-s256', 'display_name': 'Andrew Stockton', 'link': 'https://stackoverflow.com/users/17800480/andrew-stockton'}",True,475,1,0,1650389800,1647657504,,71534956,CC BY-SA 4.0,https://stackoverflow.com/questions/71534956/can-i-dynamically-generate-boolean-options-on-a-custom-blender-operator,Can I dynamically generate boolean options on a custom Blender operator?,,,,,,,
1629,"['python', 'opencv']","{'account_id': 23525007, 'reputation': 1, 'user_id': 17571686, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gh1UeUQC9i-S8eiBsvjtyr25TVNNIYcKz9O_IUG8A=k-s256', 'display_name': 'firetomato', 'link': 'https://stackoverflow.com/users/17571686/firetomato'}",False,255,1,0,1650385396,1646381843,1646473167.0,71348394,CC BY-SA 4.0,https://stackoverflow.com/questions/71348394/cv2-error-opencv-4-5-3-occurs-in-raspberry-pi,cv2.error: OpenCV (4.5.3) occurs in raspberry pi,,,,,,,
1630,"['python', 'pandas', 'numpy', 'matplotlib']","{'account_id': 17345932, 'reputation': 91, 'user_id': 12565542, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mCRFmKSE3wpVr7FsGPEx7ubOCQ8uzHnBogrWaWlng=k-s256', 'display_name': 'silverpegasus', 'link': 'https://stackoverflow.com/users/12565542/silverpegasus'}",True,162,1,0,1650382113,1648163188,,71610419,CC BY-SA 4.0,https://stackoverflow.com/questions/71610419/formating-a-frequency-dataframe-to-a-table-and-a-histogram,Formating a frequency dataframe to a table and a histogram,71927496.0,,,,,,
1631,"['python', 'word-embedding', 'faiss']","{'account_id': 14608528, 'reputation': 125, 'user_id': 10550623, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1f97bbea2407dfc965008df4adea7d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nilou', 'link': 'https://stackoverflow.com/users/10550623/nilou'}",True,1493,3,2,1650380662,1648296628,,71627943,CC BY-SA 4.0,https://stackoverflow.com/questions/71627943/update-an-element-in-faiss-index,Update an element in faiss index,71927179.0,,,,,,
1632,"['python', 'mysql', 'sql', 'sqlalchemy']","{'account_id': 23752298, 'reputation': 11, 'user_id': 17768886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9770273acee39d470c2dd96f40446468?s=256&d=identicon&r=PG', 'display_name': 'Fernanda', 'link': 'https://stackoverflow.com/users/17768886/fernanda'}",False,259,0,0,1650367165,1647560891,,71520332,CC BY-SA 4.0,https://stackoverflow.com/questions/71520332/how-to-search-json-array-in-mysql-using-sqlalchemy,How to search JSON array in MySQL using sqlalchemy?,,,,,,,
1633,"['python', 'web', 'jinja2', 'sanic']","{'account_id': 17121030, 'reputation': 1, 'user_id': 12389237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1a0318563a33f730e3c7193bb225529?s=256&d=identicon&r=PG&f=1', 'display_name': 'HsLuoyang', 'link': 'https://stackoverflow.com/users/12389237/hsluoyang'}",False,255,1,0,1650360721,1647404847,1647433279.0,71491792,CC BY-SA 4.0,https://stackoverflow.com/questions/71491792/how-can-i-use-jinja2-in-python-sanic,How can I use jinja2 in python sanic？,,,,,,,
1634,"['python', 'pytorch']","{'account_id': 24572428, 'reputation': 1, 'user_id': 18478649, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyXGgrm9QoN33cjspkJwIQ-I1oae4bDtKJGn3Yr=k-s256', 'display_name': 'Asiya .ua', 'link': 'https://stackoverflow.com/users/18478649/asiya-ua'}",False,1583,1,0,1650359334,1647402420,,71491595,CC BY-SA 4.0,https://stackoverflow.com/questions/71491595/i-am-running-my-code-on-google-colab-am-getting-runtimeerror-cuda-error-devic,I am running my code on google colab. Am getting RuntimeError: CUDA error: device-side assert triggered.Error is showing for torch.manual_seed(seed),,,,,,,
1635,"['python', 'numpy']","{'account_id': 22006356, 'reputation': 115, 'user_id': 16277253, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxV_DG7b48uNvqFuwVZVSuXgg2L5YBGWnW54spl=k-s256', 'display_name': 'Tim', 'link': 'https://stackoverflow.com/users/16277253/tim'}",True,36,2,-2,1650358252,1648033511,1650358252.0,71586134,CC BY-SA 4.0,https://stackoverflow.com/questions/71586134/images-have-grey-values-of-true-and-false,Images Have Grey Values of True and False,71586192.0,,,,,,
1636,"['python', 'python-sphinx']","{'account_id': 299424, 'reputation': 439, 'user_id': 606006, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6deafa3b0dbe94de3a60a1faf7242d28?s=256&d=identicon&r=PG&f=1', 'display_name': 'user606006', 'link': 'https://stackoverflow.com/users/606006/user606006'}",False,99,1,0,1650353815,1648510285,1650353815.0,71654785,CC BY-SA 4.0,https://stackoverflow.com/questions/71654785/how-to-customize-python-domain-in-sphinx,How to customize Python domain in Sphinx?,,,,,,,
1637,"['python', 'selenium', 'web-scraping']","{'account_id': 24680231, 'reputation': 11, 'user_id': 18574080, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d1db1c2efe4c3aede947d038d0b74bd?s=256&d=identicon&r=PG', 'display_name': 'JayLil', 'link': 'https://stackoverflow.com/users/18574080/jaylil'}",False,37,1,0,1650335373,1648244681,1650335373.0,71623432,CC BY-SA 4.0,https://stackoverflow.com/questions/71623432/getting-the-same-href-link-instead-of-different-href-links-with-selenium,Getting the same HREF link instead of different HREF links with Selenium,,,,,,,
1638,"['python', 'python-3.x', 'beautifulsoup', 'python-requests']","{'account_id': 22118427, 'reputation': 5, 'user_id': 16372108, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3d9f0935950680fd4d4f173bde30e700?s=256&d=identicon&r=PG&f=1', 'display_name': 'yunum', 'link': 'https://stackoverflow.com/users/16372108/yunum'}",True,47,1,0,1650335310,1648314710,1650335310.0,71630170,CC BY-SA 4.0,https://stackoverflow.com/questions/71630170/how-to-change-url-for-beautifulsoup-scraper-every-time-the-program-runs-without,How to change URL for beautifulsoup scraper every time the program runs (without doing it manually)?,71630206.0,,,,,,
1639,"['python', 'generator', 'python-itertools']","{'account_id': 19634890, 'reputation': 3, 'user_id': 14372336, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae1a403c25d4107a9232e51f22c582d9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harshit', 'link': 'https://stackoverflow.com/users/14372336/harshit'}",True,80,1,-3,1650335200,1648460763,1650335200.0,71645402,,https://stackoverflow.com/questions/71645402/python-generator-function-not-yielding-output,python generator function not yielding output,71651898.0,,1650352429.0,Not suitable for this site,,,
1640,"['python', 'great-expectations']","{'account_id': 24492337, 'reputation': 25, 'user_id': 18409225, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e8a4776334890a11867312abe7509fe?s=256&d=identicon&r=PG', 'display_name': 'Tasbeeh', 'link': 'https://stackoverflow.com/users/18409225/tasbeeh'}",False,340,0,0,1650335088,1648642486,1650335088.0,71677030,CC BY-SA 4.0,https://stackoverflow.com/questions/71677030/great-expectation-error-when-using-save-expectations-config-function,Great expectation error when using save_expectations_config() function,,,,,,,
1641,"['python', 'google-cloud-platform', 'google-cloud-bigtable', 'bigtable']","{'account_id': 17330477, 'reputation': 121, 'user_id': 12553730, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAj8w0X4kagbQaqXe5qE2k70mLJAHB5XWuwht1L=k-s256', 'display_name': 'nikhil int', 'link': 'https://stackoverflow.com/users/12553730/nikhil-int'}",True,467,1,0,1650331201,1648641518,,71676794,CC BY-SA 4.0,https://stackoverflow.com/questions/71676794/how-to-write-bigtable-table-data-into-a-pandas-dataframe,How to write BigTable table data into a pandas dataframe?,71918662.0,,,,,,
1642,"['python', 'pandas', 'scikit-learn', 'yellowbrick']","{'account_id': 369868, 'reputation': 10311, 'user_id': 717481, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/0292aeefc5c774d3acd0ca14914c5db2?s=256&d=identicon&r=PG', 'display_name': 'sparc_spread', 'link': 'https://stackoverflow.com/users/717481/sparc-spread'}",True,114,1,0,1650324518,1646435449,1646444338.0,71358153,CC BY-SA 4.0,https://stackoverflow.com/questions/71358153/yellowbrick-predictionerror-dimensionality-issue,Yellowbrick: PredictionError dimensionality issue,71918071.0,,,,,,
1643,"['python', 'modulenotfounderror', 'django-taggit']","{'account_id': 24653051, 'reputation': 9, 'user_id': 18549964, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJygPT5OCfDYs8m84pNxXwZ0062q9NHGM9hxgOI=k-s256', 'display_name': 'James Graham', 'link': 'https://stackoverflow.com/users/18549964/james-graham'}",False,279,1,0,1650316939,1648000742,1648073247.0,71580987,CC BY-SA 4.0,https://stackoverflow.com/questions/71580987/modulenotfounderror-no-module-named-taggit,ModuleNotFoundError: No module named &#39;taggit&#39;,,,,,,,
1644,"['python', 'python-3.x', 'image']","{'account_id': 23427193, 'reputation': 1, 'user_id': 17486528, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GganB-ry7-Y24guloYen0I2kLO-pPzfvCc-Y1Jh=k-s256', 'display_name': 'Aarav Dayal', 'link': 'https://stackoverflow.com/users/17486528/aarav-dayal'}",False,294,1,0,1650310358,1647846029,1650310358.0,71553844,,https://stackoverflow.com/questions/71553844/how-to-convert-ppm-image-file-to-jpg-or-png-using-python,How to convert PPM image file to JPG or PNG using Python?,,,1650329487.0,Duplicate,,,
1645,"['python', 'apache-kafka', 'ksqldb']","{'account_id': 4880728, 'reputation': 25, 'user_id': 3934600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'hdbgdz', 'link': 'https://stackoverflow.com/users/3934600/hdbgdz'}",False,98,0,1,1650301959,1647355243,1650301959.0,71484114,CC BY-SA 4.0,https://stackoverflow.com/questions/71484114/ksql-rest-insert-not-inserting,KSQL Rest INSERT not inserting,,,,,,,
1646,"['python', 'pandas', 'dataframe', 'pandas-explode']","{'account_id': 15782881, 'reputation': 53, 'user_id': 11388675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d56d5635073631411be38190a436039e?s=256&d=identicon&r=PG&f=1', 'display_name': 'jn1351', 'link': 'https://stackoverflow.com/users/11388675/jn1351'}",False,140,1,0,1650300908,1648485821,1649692823.0,71650793,CC BY-SA 4.0,https://stackoverflow.com/questions/71650793/expanding-records-based-on-date-range-pandas,Expanding Records Based On Date Range Pandas,,,,,,,
1647,"['python', 'pandas', 'numpy', 'loops', 'nan']","{'account_id': 21253363, 'reputation': 189, 'user_id': 15635300, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26523f990da4a104aa1f71209dbf8003?s=256&d=identicon&r=PG&f=1', 'display_name': 'yoopiyo', 'link': 'https://stackoverflow.com/users/15635300/yoopiyo'}",True,281,2,1,1650296435,1647795407,1650296435.0,71548779,CC BY-SA 4.0,https://stackoverflow.com/questions/71548779/adding-new-column-with-first-non-nan-for-each-row-closest-to-a-chosen-column-fro,Adding new column with first non Nan for each row closest to a chosen column from a dataset Python,71548959.0,,,,,,
1648,"['python', 'installation', 'pip']","{'account_id': 21385789, 'reputation': 1, 'user_id': 15750864, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-l4XDIPs8YHY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn72nnhB5gQZMC5C-72tzB6dK6suQ/s96-c/photo.jpg?sz=256', 'display_name': 'Margo', 'link': 'https://stackoverflow.com/users/15750864/margo'}",False,933,1,0,1650286764,1646416155,,71355362,CC BY-SA 4.0,https://stackoverflow.com/questions/71355362/getting-error-while-generating-package-metadata-when-installing-tkfontawesome,Getting &quot;error while generating package metadata&quot; when installing TkFontAwesome,,,,,,,
1649,"['python', 'permutation', 'python-itertools']","{'account_id': 24735153, 'reputation': 15, 'user_id': 18622617, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1217032abcefc81c39630d5762d6341?s=256&d=identicon&r=PG', 'display_name': 'sot', 'link': 'https://stackoverflow.com/users/18622617/sot'}",True,54,1,0,1650282211,1648572991,1650282211.0,71666026,CC BY-SA 4.0,https://stackoverflow.com/questions/71666026/how-to-edit-a-permutation,how to edit a permutation,71666119.0,,,,,,
