,tags,owner,is_answered,view_count,bounty_amount,bounty_closes_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
961,['python'],"{'account_id': 23478861, 'reputation': 1, 'user_id': 17531283, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwRKsUw7QQUBrDdcPtop5ObHq8uIBFwHkVxpcVm=k-s256', 'display_name': 'martyna Szcz', 'link': 'https://stackoverflow.com/users/17531283/martyna-szcz'}",False,314,,,1,0,1649652427,1638106138,,70143877,CC BY-SA 4.0,https://stackoverflow.com/questions/70143877/cv2-error-opencv4-5-4-1-error-5bad-argument-in-function-forward,cv2.error: OpenCV(4.5.4) :-1: error: (-5:Bad argument) in function &#39;forward&#39;,,,,,
962,"['python', 'class', 'self']","{'account_id': 19063539, 'reputation': 13, 'user_id': 13919105, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiUMzz8ok4VauYpPL22iLvTA2WU6F2P_PCaP80y=k-s256', 'display_name': 'Sajjad Kavyani', 'link': 'https://stackoverflow.com/users/13919105/sajjad-kavyani'}",True,121,,,1,-2,1649625789,1636699400,1649625789.0,69938895,,https://stackoverflow.com/questions/69938895/what-is-the-purpose-of-varb-selfvara-in-a-python-class,What is the purpose of varB = self(varA) in a Python class?,69938979.0,,1636701700.0,Needs details or clarity,
963,"['python', 'django', 'orm']","{'account_id': 20203661, 'reputation': 65, 'user_id': 14818693, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgC9BOzZwDQZTzCxmXQLTP7L0qpO7LPJHi6YRmf=k-s256', 'display_name': 'yurasov', 'link': 'https://stackoverflow.com/users/14818693/yurasov'}",True,242,,,1,3,1649613523,1636824377,,69956620,CC BY-SA 4.0,https://stackoverflow.com/questions/69956620/how-do-you-avoid-sql-injection-attacks-in-your-django-rest-apis-if-using-native,How do you avoid SQL Injection attacks in your Django Rest APIs if using native ORM?,69956839.0,,,,
964,"['python', 'sockets', 'google-colaboratory']","{'account_id': 4679746, 'reputation': 610, 'user_id': 3788808, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Question-er XDD', 'link': 'https://stackoverflow.com/users/3788808/question-er-xdd'}",True,261,,,1,0,1649588696,1636358789,,69880285,CC BY-SA 4.0,https://stackoverflow.com/questions/69880285/receive-oserror-errno-99-cannot-assign-requested-address-on-google-colab,Receive &quot;OSError: [Errno 99] Cannot assign requested address&quot; on Google Colab,,,,,
965,"['python', 'pandas', 'optimization']","{'account_id': 6272891, 'reputation': 6018, 'user_id': 4876561, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/LrLr2.jpg?s=256&g=1', 'display_name': 'artemis', 'link': 'https://stackoverflow.com/users/4876561/artemis'}",True,130,,,1,1,1649581216,1637005444,1649581216.0,69980007,CC BY-SA 4.0,https://stackoverflow.com/questions/69980007/optimization-of-pandas-replace,Optimization of pandas replace,69980358.0,,,,
966,"['python', 'heroku', 'telegram', 'telegram-bot']","{'account_id': 23315219, 'reputation': 1, 'user_id': 17457020, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhL16rt9K80zJz6i_44BEzbVcvO0GkyUASQ3AzMyQ=k-s256', 'display_name': 'SirJegor', 'link': 'https://stackoverflow.com/users/17457020/sirjegor'}",False,45,,,1,0,1649534945,1637336903,,70037483,CC BY-SA 4.0,https://stackoverflow.com/questions/70037483/error-with-the-random-module-when-launching-the-telegram-bot-to-the-server,Error with the random module when launching the telegram bot to the server,,,,,
967,"['python', 'python-requests', 'fastapi', 'uvicorn']","{'account_id': 48486, 'reputation': 32899, 'user_id': 144088, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/275e84b46c74904dd0b376d89d6968ef?s=256&d=identicon&r=PG', 'display_name': 'Crashalot', 'link': 'https://stackoverflow.com/users/144088/crashalot'}",True,2560,,,2,0,1649534702,1637388527,1638113697.0,70043665,CC BY-SA 4.0,https://stackoverflow.com/questions/70043665/fastapi-unvicorn-request-hanging-during-invocation-of-call-next-path-operation,FastAPI/Unvicorn request hanging during invocation of call_next (path operation function) in middleware,,,,,
968,"['python', 'fastapi', 'starlette']","{'account_id': 12489727, 'reputation': 621, 'user_id': 9091716, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f84bf2f0dfa9d26fedaf9a43f5fce57?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hobin C.', 'link': 'https://stackoverflow.com/users/9091716/hobin-c'}",True,2059,,,1,3,1649533623,1638014770,1638016802.0,70134618,CC BY-SA 4.0,https://stackoverflow.com/questions/70134618/why-does-fastapi-hang-when-adding-a-middleware-to-print-the-http-request-body,Why does fastapi hang when adding a middleware to print the HTTP request body?,,,,,
969,"['python', 'importerror']","{'account_id': 2320593, 'reputation': 1285, 'user_id': 2155179, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/7426aa2b2a119593ceb346114bad7049?s=256&d=identicon&r=PG', 'display_name': 'jessica', 'link': 'https://stackoverflow.com/users/2155179/jessica'}",False,1388,,,1,1,1649522277,1636247769,1636248138.0,69869102,,https://stackoverflow.com/questions/69869102/python-3-10-modulenotfounderror-no-module-named-statsmodels,Python 3.10: ModuleNotFoundError: No module named &#39;statsmodels&#39;,,,1649538843.0,Duplicate,
970,"['python', 'odoo', 'odoo-14']","{'account_id': 10811429, 'reputation': 365, 'user_id': 7951901, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/17e1607f16aaeadda69d6531d22ac418?s=256&d=identicon&r=PG&f=1', 'display_name': 'A.Sasori', 'link': 'https://stackoverflow.com/users/7951901/a-sasori'}",False,238,,,0,0,1649516082,1638206978,,70158835,CC BY-SA 4.0,https://stackoverflow.com/questions/70158835/how-to-fix-image-url-error-in-odoo-website-template,How to fix image_url error in odoo website template,,,,,
971,"['python', 'time-series', 'hyperparameters', 'prophet']","{'account_id': 8570303, 'reputation': 87, 'user_id': 6421492, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d969344dbfceda798a82b9a8e563d38e?s=256&d=identicon&r=PG&f=1', 'display_name': 't25', 'link': 'https://stackoverflow.com/users/6421492/t25'}",True,3268,,,2,1,1649480523,1636128160,,69856048,CC BY-SA 4.0,https://stackoverflow.com/questions/69856048/hyperparameter-tuning-fb-prophet-model-how-to-reference-m-add-seasonality-cate,Hyperparameter Tuning FB Prophet Model - How to reference m.add_seasonality Categories in Parameter Grid,,,,,
972,"['python', 'python-3.x', 'dataframe', 'pandas-groupby']","{'account_id': 5053475, 'reputation': 672, 'user_id': 5508202, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/3759761a267253a5c4cfd45e906fdd55?s=256&d=identicon&r=PG', 'display_name': 'user177196', 'link': 'https://stackoverflow.com/users/5508202/user177196'}",True,99,,,1,-1,1649456113,1636000209,1649456113.0,69834552,CC BY-SA 4.0,https://stackoverflow.com/questions/69834552/find-the-city-with-highest-number-of-amenities,Find the city with highest number of amenities,69834679.0,,,,
973,"['python', 'python-3.x', 'pandas', 'dataframe', 'nlp']","{'account_id': 19279025, 'reputation': 171, 'user_id': 14091382, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-YJu7ZdAVeEQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckd6GafyWYtsvsyxwB7opjizeF8NA/photo.jpg?sz=256', 'display_name': 'DDM', 'link': 'https://stackoverflow.com/users/14091382/ddm'}",True,46,,,1,-1,1649455643,1635828028,1649455643.0,69805465,CC BY-SA 4.0,https://stackoverflow.com/questions/69805465/partial-matching-of-name-in-a-corpus-to-names-in-another-column-in-a-pandas-data,Partial Matching of name in a corpus to names in another column in a Pandas dataframe,69805526.0,,,,
974,"['python', 'python-3.x', 'linux', 'macos', 'tun']","{'account_id': 2934715, 'reputation': 121, 'user_id': 2513961, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://i.stack.imgur.com/hG95Z.jpg?s=256&g=1', 'display_name': '12435432nm', 'link': 'https://stackoverflow.com/users/2513961/12435432nm'}",True,192,,,1,0,1649440236,1635794326,1649440236.0,69801765,CC BY-SA 4.0,https://stackoverflow.com/questions/69801765/opening-tun-interface-throws-either-io-unsupportedoperation-or-filenotfounderror,Opening TUN interface throws either io.UnsupportedOperation or FileNotFoundError,71801143.0,,,,
975,"['python', 'keras', 'deep-learning', 'neural-network', 'conv-neural-network']","{'account_id': 18838410, 'reputation': 13, 'user_id': 13740526, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-e_h9NRSoXoI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckbczYWGdLf4BgnbAvc4jZ5uMgQoA/photo.jpg?sz=256', 'display_name': 'Alec Ledoux', 'link': 'https://stackoverflow.com/users/13740526/alec-ledoux'}",False,353,,,1,0,1649435093,1636404243,,69889748,CC BY-SA 4.0,https://stackoverflow.com/questions/69889748/how-many-kernels-are-used-for-2d-convolution-on-multiple-input-channels,How many kernels are used for 2D convolution on multiple input channels?,,,,,
976,"['python', 'sharepoint', 'office365api']","{'account_id': 4978521, 'reputation': 77, 'user_id': 4004201, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://www.gravatar.com/avatar/06d35f6902b52bd1053498f0916455dd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Simon', 'link': 'https://stackoverflow.com/users/4004201/simon'}",False,756,,,0,1,1649395490,1637229312,,70017746,CC BY-SA 4.0,https://stackoverflow.com/questions/70017746/python-sharepoint-api-office365-rest-api-fails-when-trying-to-update-sharepoint,Python SharePoint API office365-rest-api fails when trying to update sharepoint columns,,,,,
977,"['python', 'word', 'doc', 'docxtpl']","{'account_id': 20435326, 'reputation': 43, 'user_id': 14993329, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhbwQmbh6Zxxal00AlbwNNTFTe9mpUAftmiL4g3UA=k-s256', 'display_name': 'Johs', 'link': 'https://stackoverflow.com/users/14993329/johs'}",False,103,,,1,0,1649367892,1636625310,1648804642.0,69926475,CC BY-SA 4.0,https://stackoverflow.com/questions/69926475/docxtpl-add-heading-level-to-text,Docxtpl: Add heading level to text,,,,,
978,['python'],"{'account_id': 3973018, 'reputation': 1666, 'user_id': 3277064, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DXBzD.png?s=256&g=1', 'display_name': 'Vercingatorix', 'link': 'https://stackoverflow.com/users/3277064/vercingatorix'}",True,349,,,1,2,1649360034,1635884910,,69816562,CC BY-SA 4.0,https://stackoverflow.com/questions/69816562/how-to-write-a-context-manager-wrapper-for-open-that-satisfies-pylints-consid,How to write a context manager wrapper for &quot;open&quot; that satisfies Pylint&#39;s consider-using-with,,,,,
979,"['python', 'python-docx']","{'account_id': 23453128, 'reputation': 3, 'user_id': 17509024, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiUVbj4smhm8_A95KROQydbE_819UllTaf1SL6JoQ=k-s256', 'display_name': 'Vibin Gangadharan', 'link': 'https://stackoverflow.com/users/17509024/vibin-gangadharan'}",True,909,,,1,0,1649344117,1637935465,1637937626.0,70125668,CC BY-SA 4.0,https://stackoverflow.com/questions/70125668/how-to-delete-all-headers-and-footers-in-a-word-document-using-python-code,How to delete all Headers and Footers in a word document using Python code,71784618.0,,,,
980,"['python', 'discord', 'discord.py', 'interaction']","{'account_id': 20262259, 'reputation': 57, 'user_id': 14860344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/132c11ac7d3c297820076c3a95870440?s=256&d=identicon&r=PG&f=1', 'display_name': 'PoJIY_cJIaDeHbKuU', 'link': 'https://stackoverflow.com/users/14860344/pojiy-cjiadehbkuu'}",True,2306,,,1,0,1649341951,1637509327,,70056020,CC BY-SA 4.0,https://stackoverflow.com/questions/70056020/call-a-python-function-on-button-click-in-discord-components-python,Call a python function on button click in discord_components (python),70056062.0,,,,
981,"['python', 'netmiko']","{'account_id': 17412414, 'reputation': 23, 'user_id': 12619388, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10158375241879131/picture?type=large', 'display_name': 'Ariel Weiser', 'link': 'https://stackoverflow.com/users/12619388/ariel-weiser'}",True,1997,,,2,0,1649335630,1637495970,1638257825.0,70054323,CC BY-SA 4.0,https://stackoverflow.com/questions/70054323/netmiko-enter-configuration-terminal-mode,Netmiko - Enter configuration terminal mode,70054428.0,,,,
982,"['python', 'pandas', 'latitude-longitude', 'geopandas', 'geopy']","{'account_id': 18522541, 'reputation': 137, 'user_id': 13495153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgcNrXYl-PaasdIFBnuQ3nEfEQlJcmF6j_oThBH=k-s256', 'display_name': 'Tahsin Alam', 'link': 'https://stackoverflow.com/users/13495153/tahsin-alam'}",True,4658,,,2,1,1649333986,1636121811,,69854674,CC BY-SA 4.0,https://stackoverflow.com/questions/69854674/python-generate-lat-long-points-from-address,Python generate lat/long points from address,69856510.0,,,,
983,"['python', 'tensorflow', 'parallel-processing']","{'account_id': 12833326, 'reputation': 145, 'user_id': 9283788, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-I_iavQPFtVs/AAAAAAAAAAI/AAAAAAAAAB4/K2wHGW1JNaM/photo.jpg?sz=256', 'display_name': 'Patafikss', 'link': 'https://stackoverflow.com/users/9283788/patafikss'}",False,35,,,1,-1,1649333590,1637000937,,69979158,CC BY-SA 4.0,https://stackoverflow.com/questions/69979158/tensorflow-array-of-arguments-for-map-fn,Tensorflow array of arguments for map_fn,,,,,
984,"['python', 'python-3.x', 'list', 'numpy', 'torch']","{'user_type': 'does_not_exist', 'display_name': 'user17422898'}",True,276,,,2,0,1649333578,1637020478,1649333578.0,69982305,CC BY-SA 4.0,https://stackoverflow.com/questions/69982305/how-to-get-triplets-from-an-array,How to get triplets from an array?,,,,,
985,"['python', 'python-3.x', 'pystray']","{'account_id': 11944156, 'reputation': 165, 'user_id': 8739915, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/a24JN.jpg?s=256&g=1', 'display_name': 'JonLord', 'link': 'https://stackoverflow.com/users/8739915/jonlord'}",False,808,,,1,0,1649273660,1637948364,1638188535.0,70128200,CC BY-SA 4.0,https://stackoverflow.com/questions/70128200/how-to-properly-use-run-detached-and-stop-in-pystray,How to properly use run_detached() and stop() in pystray?,,,,,
986,"['python', 'scipy', 'ode', 'solver', 'differential-equations']","{'account_id': 23326522, 'reputation': 57, 'user_id': 17403625, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyldQTlR7ENowxdb78aq3_4bY8w-jdk7xao_SjJ=k-s256', 'display_name': 'john wick', 'link': 'https://stackoverflow.com/users/17403625/john-wick'}",True,223,,,1,0,1649269773,1636812146,,69954981,CC BY-SA 4.0,https://stackoverflow.com/questions/69954981/python-calling-scipy-integrate-solve-ivp-with-conditions-for-a-second-degree-sp,"Python, calling scipy.integrate.solve_ivp with conditions for a second degree spring-mass system",71771959.0,,,,
987,['python'],"{'account_id': 13830673, 'reputation': 2350, 'user_id': 9983652, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-W7Yb8pu6G5M/AAAAAAAAAAI/AAAAAAAAAUM/UGR-Id9ofEE/photo.jpg?sz=256', 'display_name': 'roudan', 'link': 'https://stackoverflow.com/users/9983652/roudan'}",True,55,,,1,-1,1649260754,1637005124,1637005221.0,69979937,,https://stackoverflow.com/questions/69979937/for-not-when-to-use-or-not,"For NOT, when to use ~ or NOT?",,,1637005757.0,Duplicate,
988,"['python', 'tensorflow']","{'account_id': 7846906, 'reputation': 3075, 'user_id': 5931672, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://lh5.googleusercontent.com/-Ljkm-NVRzOc/AAAAAAAAAAI/AAAAAAAAAFE/EelBBzc8ji0/photo.jpg?sz=256', 'display_name': 'Agustin Barrachina', 'link': 'https://stackoverflow.com/users/5931672/agustin-barrachina'}",True,109,,,2,2,1649256775,1637856728,1638804737.0,70114244,CC BY-SA 4.0,https://stackoverflow.com/questions/70114244/unbelievable-difference-of-custom-metric-between-fit-and-evaluate,Unbelievable difference of custom metric between fit and evaluate,70258049.0,,,,
989,"['python', 'tensorflow', 'keras', 'gpu']","{'account_id': 53211, 'reputation': 17036, 'user_id': 159072, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/217605bccd955128d5ffc2c6e3d8267e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user366312', 'link': 'https://stackoverflow.com/users/159072/user366312'}",True,4002,,,1,0,1649254787,1637651401,,70076689,CC BY-SA 4.0,https://stackoverflow.com/questions/70076689/internalerror-failed-copying-input-tensor-from-devicecpu0-to-devicegpu0-in,InternalError: Failed copying input tensor from device:CPU:0 to device:GPU:0 in order to run _EagerConst: Dst tensor is not initialized,,,,,
990,['python'],"{'account_id': 23182763, 'reputation': 11, 'user_id': 17280357, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/PLS3V.jpg?s=256&g=1', 'display_name': 'CHASSIE', 'link': 'https://stackoverflow.com/users/17280357/chassie'}",True,11289,,,1,1,1649250080,1635910873,1635911269.0,69819422,CC BY-SA 4.0,https://stackoverflow.com/questions/69819422/how-can-i-fix-cv2-error-opencv4-5-4-dev,How can i fix cv2.error: OpenCV(4.5.4-dev),,,,,
991,"['python', 'docker-compose', 'celery', 'microservices']","{'account_id': 18446853, 'reputation': 41, 'user_id': 13437927, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3d927e298850986809efc878dc5ccd2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sam00', 'link': 'https://stackoverflow.com/users/13437927/sam00'}",False,609,,,1,2,1649244351,1637922190,1637922526.0,70122869,CC BY-SA 4.0,https://stackoverflow.com/questions/70122869/celery-in-a-microservice-architecture,Celery in a microservice architecture,,,,,
992,['python'],"{'account_id': 17173174, 'reputation': 36, 'user_id': 12429875, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/143103fdc1d0a7fd72bdb73bd46f2dfb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Welemhret', 'link': 'https://stackoverflow.com/users/12429875/welemhret'}",True,154,,,2,1,1649243853,1636589679,1636611924.0,69921741,CC BY-SA 4.0,https://stackoverflow.com/questions/69921741/memory-management-of-mutable-and-immutable-data-structures,Memory Management of Mutable and Immutable Data Structures,69936634.0,,,,
993,"['python', 'automation', 'download', 'gmail', 'imap']","{'account_id': 23499434, 'reputation': 63, 'user_id': 17549483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dde3668b27cae4a9c58e7763b5e8665e?s=256&d=identicon&r=PG', 'display_name': 'tsukikosagi', 'link': 'https://stackoverflow.com/users/17549483/tsukikosagi'}",False,438,,,1,1,1649243758,1638256273,1638257680.0,70165559,CC BY-SA 4.0,https://stackoverflow.com/questions/70165559/download-attachments-received-for-the-last-5-days-in-python,Download attachments received for the last 5 days in Python,,,,,
994,"['python', 'amazon-s3', 'airflow', 'amazon-rds']","{'account_id': 13406489, 'reputation': 394, 'user_id': 9697428, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dccde77d8ca4ac4b747818daa7062301?s=256&d=identicon&r=PG&f=1', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/9697428/josh'}",True,305,,,1,0,1649243284,1636551676,,69914347,CC BY-SA 4.0,https://stackoverflow.com/questions/69914347/error-load-data-local-infile-file-request-rejected-due-to-restrictions-on-acces,Error &#39;LOAD DATA LOCAL INFILE file request rejected due to restrictions on access.&#39; when using the S3ToMySqlOperator Apache Airflow operator,71765677.0,,,,
995,"['javascript', 'python', 'electron', 'desktop-application', 'pyside2']","{'account_id': 14247063, 'reputation': 69, 'user_id': 10291780, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/6WMWZ.jpg?s=256&g=1', 'display_name': 'Ali Ouda', 'link': 'https://stackoverflow.com/users/10291780/ali-ouda'}",False,37,,,0,0,1649226488,1637637695,1649226488.0,70075020,CC BY-SA 4.0,https://stackoverflow.com/questions/70075020/designing-exam-page-as-desktop-application,Designing exam page as desktop application,,,,,
996,"['python', 'pyside', 'pyside6']","{'account_id': 11575333, 'reputation': 2800, 'user_id': 12975140, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/7HxBs.jpg?s=256&g=1', 'display_name': 'CrazyChucky', 'link': 'https://stackoverflow.com/users/12975140/crazychucky'}",True,237,,,1,3,1649204632,1636398581,1636417000.0,69888712,CC BY-SA 4.0,https://stackoverflow.com/questions/69888712/true-property-and-snake-case-breaking-property-keyword-widget-constructors-in-py,true_property and snake_case breaking property-keyword widget constructors in PySide6,70001582.0,,,,
997,"['python', 'pandas', 'aif360']","{'account_id': 17271539, 'reputation': 1, 'user_id': 12507149, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c5e17594499c33cd99a94f933019936?s=256&d=identicon&r=PG&f=1', 'display_name': 'Germa', 'link': 'https://stackoverflow.com/users/12507149/germa'}",True,203,,,1,0,1649166118,1636900830,,69964097,CC BY-SA 4.0,https://stackoverflow.com/questions/69964097/bias-mitigation-aif-360-dataframe-values-must-be-numerical,Bias mitigation AIF 360 DataFrame values must be numerical,,,,,
998,"['python', 'tensorflow', 'pip']","{'account_id': 23322033, 'reputation': 31, 'user_id': 17399755, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjkhhNWGM50L2HU0lxdiG1Cjidfbrs9lk39BOFCoA=k-s256', 'display_name': 'Richard O&#39;Brien', 'link': 'https://stackoverflow.com/users/17399755/richard-obrien'}",True,12093,,,3,2,1649128145,1636764038,,69950509,CC BY-SA 4.0,https://stackoverflow.com/questions/69950509/tensorflow-install-error-windows-longpath-support-not-enabled,"TensorFlow install error, Windows LongPath support not enabled",,,,,
999,"['python', 'twitch', 'twitch-api']","{'account_id': 4427404, 'reputation': 1, 'user_id': 10086195, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Zmy7v.png?s=256&g=1', 'display_name': 'AltF4', 'link': 'https://stackoverflow.com/users/10086195/altf4'}",False,381,,,1,0,1649119654,1637790984,,70103418,CC BY-SA 4.0,https://stackoverflow.com/questions/70103418/twitchio-bot-without-blocking,TwitchIO bot without blocking,,,,,
1000,"['python', 'fortran', 'apple-m1', 'f2py']","{'account_id': 18751889, 'reputation': 43, 'user_id': 13672795, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ad6f933f232355e6e5ef6e7ab279e7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'stegmaja', 'link': 'https://stackoverflow.com/users/13672795/stegmaja'}",True,257,,,1,2,1648995056,1636720176,,69942988,CC BY-SA 4.0,https://stackoverflow.com/questions/69942988/importerror-how-can-i-get-f2py-working-on-apple-m1,ImportError: How can I get F2PY working on Apple M1?,,,,,
1001,"['python', 'parallel-processing', 'multiprocessing', 'global-variables']","{'account_id': 17013944, 'reputation': 65, 'user_id': 12308324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6701f63c39da3366e0d94599d860f00b?s=256&d=identicon&r=PG&f=1', 'display_name': 'glo', 'link': 'https://stackoverflow.com/users/12308324/glo'}",True,949,,,2,2,1648977275,1635819348,,69804673,CC BY-SA 4.0,https://stackoverflow.com/questions/69804673/how-global-variable-works-in-parallel-programming-with-python,How global variable works in parallel programming with Python?,69809753.0,,,,
1002,"['python', 'c++', 'visual-studio', 'tensorflow', 'visual-c++']","{'account_id': 19612507, 'reputation': 1, 'user_id': 14354750, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiEfjoxyWDi2gVkRYrAgczbUmsQ5RTjKmbHoZ1PwA=k-s256', 'display_name': 'Linus Sorg', 'link': 'https://stackoverflow.com/users/14354750/linus-sorg'}",False,981,,,1,0,1648967658,1637399058,,70044565,CC BY-SA 4.0,https://stackoverflow.com/questions/70044565/pycocotools-microsoft-visual-c-14-0-or-greater-is-required-although-instal,pycocotools - &quot;Microsoft Visual C++ 14.0 or greater is required&quot; although installed,,,,,
1003,"['python', 'python-requests']","{'account_id': 21406138, 'reputation': 3, 'user_id': 15767313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a559fa4ea143f2440a6e5fb10bfb10ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vidy45agarvk', 'link': 'https://stackoverflow.com/users/15767313/vidy45agarvk'}",True,350,,,1,0,1648960513,1636078191,1636090853.0,69847923,CC BY-SA 4.0,https://stackoverflow.com/questions/69847923/python-trouble-downloading-excel-file-with-dynamic-url-with-no-extension,Python Trouble Downloading excel file with Dynamic Url with No extension,69848101.0,,,,
1004,"['python', 'discord', 'discord.py']","{'account_id': 23362172, 'reputation': 1, 'user_id': 17434222, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GinnWoFK9TAttm8nCDMFHyrueAjIMNVjU13zHuStg=k-s256', 'display_name': 'Timothy Yuri Kartika', 'link': 'https://stackoverflow.com/users/17434222/timothy-yuri-kartika'}",False,535,,,2,-1,1648899816,1637120470,,69998684,CC BY-SA 4.0,https://stackoverflow.com/questions/69998684/i-cant-play-song-with-youtube-url-on-my-discord-bot,I can&#39;t play song with Youtube URL on my Discord Bot,,,,,
1005,"['python', 'web3py']","{'account_id': 22904869, 'reputation': 9, 'user_id': 17043089, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wyR1K.jpg?s=256&g=1', 'display_name': 'Kamal Shah', 'link': 'https://stackoverflow.com/users/17043089/kamal-shah'}",True,463,,,2,0,1648838616,1636612823,,69924121,CC BY-SA 4.0,https://stackoverflow.com/questions/69924121/how-can-i-resolve-this-error-while-installing-web3,how can i resolve this error while installing web3,69925481.0,,,,
1006,"['python', 'django', 'django-forms']","{'account_id': 23334368, 'reputation': 67, 'user_id': 17410285, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b0946361f6fbaca6f2bb2a64fd49cd76?s=256&d=identicon&r=PG', 'display_name': 'Neha AK', 'link': 'https://stackoverflow.com/users/17410285/neha-ak'}",False,381,,,2,0,1648820550,1636896523,,69963450,CC BY-SA 4.0,https://stackoverflow.com/questions/69963450/django-form-is-not-being-valid-how-to-fix-it,"Django form is not being valid, how to fix it?",,,,,
1007,"['python', 'serialization', 'pickle', 'argparse']","{'account_id': 9660712, 'reputation': 21, 'user_id': 7168883, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gB7RvTKogXo/AAAAAAAAAAI/AAAAAAAAABs/GBWt79tYpAk/photo.jpg?sz=256', 'display_name': 'Tarletsky Andrey', 'link': 'https://stackoverflow.com/users/7168883/tarletsky-andrey'}",False,403,,,2,1,1648795028,1636455529,,69896931,CC BY-SA 4.0,https://stackoverflow.com/questions/69896931/cant-pickle-local-object-argumentparser-init-locals-identity,Can&#39;t pickle local object &#39;ArgumentParser.__init__.&lt;locals&gt;.identity,,,,,
