,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,bounty_amount,bounty_closes_date,protected_date,migrated_from
977,"['python', 'tensorflow', 'matplotlib', 'neural-network', 'histogram']","{'account_id': 25353899, 'reputation': 1, 'user_id': 19170344, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f84eff9bbb9e9539704cc3d03f0c87b7?s=256&d=identicon&r=PG', 'display_name': 'norberto', 'link': 'https://stackoverflow.com/users/19170344/norberto'}",False,57,,,0,-1,1667227057,1667227057,,74264941,https://stackoverflow.com/questions/74264941/plotting-confidence-histogram-of-a-neural-network,,Plotting confidence histogram of a neural network,CC BY-SA 4.0,,,,
978,"['python', 'discord.py']","{'account_id': 26592769, 'reputation': 17, 'user_id': 20215687, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu03gSHYeQ_Oe5FkUAOOSV3QpyKS4w1E7N_kLXmwCw=k-s256', 'display_name': 'Mathi&#39;S', 'link': 'https://stackoverflow.com/users/20215687/mathis'}",False,31,,,1,-2,1667227015,1667224436,1667226829.0,74264347,https://stackoverflow.com/questions/74264347/pourquoi-mon-bot-ne-veut-il-pas-effacer-les-messages,,Pourquoi mon bot ne veut il pas effacer les messages,CC BY-SA 4.0,,,,
979,"['python', 'matplotlib']","{'account_id': 26319008, 'reputation': 1, 'user_id': 20369114, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvml_605zPisQCt1BnfH5zeO-1O55LzAS678_-Jl2=k-s256', 'display_name': 'John H.', 'link': 'https://stackoverflow.com/users/20369114/john-h'}",False,52,,,1,0,1667226835,1667097118,1667226835.0,74250128,https://stackoverflow.com/questions/74250128/visualizing-market-closing-values-in-python-using-matplotlib-and-yahoofinance,,Visualizing Market Closing Values in Python Using MatPlotLib and YahooFinance,CC BY-SA 4.0,,,,
980,"['python', 'jquery', 'flask', 'datatable']","{'account_id': 13890579, 'reputation': 17, 'user_id': 10028792, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03dc51266e80eb908d4ec3fc34a7c7bd?s=256&d=identicon&r=PG&f=1', 'display_name': 'user123442', 'link': 'https://stackoverflow.com/users/10028792/user123442'}",False,21,,,0,0,1667226756,1667226756,,74264874,https://stackoverflow.com/questions/74264874/datatable-pagination-next-button-is-disabled,,DataTable pagination next button is disabled,CC BY-SA 4.0,,,,
981,"['python', 'java', 'android', 'kivy', 'speech-recognition']","{'account_id': 25086535, 'reputation': 51, 'user_id': 18938661, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxa8J5bj9ZLa2YyWNHbL963XNvmYq_TwY5HOkXj=k-s256', 'display_name': 'Wang Ting an', 'link': 'https://stackoverflow.com/users/18938661/wang-ting-an'}",False,25,,,0,0,1667226728,1667226262,1667226728.0,74264767,https://stackoverflow.com/questions/74264767/plyer-stt-encounter-error-on-huawei-device,,plyer stt encounter error on huawei device,CC BY-SA 4.0,,,,
982,"['python', 'interpolation', 'path-finding', 'spline']","{'account_id': 26785804, 'reputation': 11, 'user_id': 20380015, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07749906299b9d25fba1e784a1ba37cf?s=256&d=identicon&r=PG', 'display_name': 'IceAndFire', 'link': 'https://stackoverflow.com/users/20380015/iceandfire'}",False,22,,,0,0,1667226693,1667226516,1667226693.0,74264826,https://stackoverflow.com/questions/74264826/how-do-i-connect-these-points-together-to-form-cochlea-shape,,How do I connect these points together to form cochlea shape?,CC BY-SA 4.0,,,,
983,"['python', 'python-3.x', 'numpy', 'gradient-descent', 'calculus']","{'account_id': 18825500, 'reputation': 117, 'user_id': 13730499, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj8i3tHgN9q0t5RANRsx3QAqarxCYvuFbFb1_DO=k-s256', 'display_name': 'Mahmoud Hany', 'link': 'https://stackoverflow.com/users/13730499/mahmoud-hany'}",False,39,,,1,0,1667226508,1667224223,,74264293,https://stackoverflow.com/questions/74264293/numpy-overflow-error-when-implementing-gradient-descent-algorithm,,Numpy Overflow Error when implementing gradient descent algorithm,CC BY-SA 4.0,,,,
984,"['python', 'github', 'github-api']","{'account_id': 20785527, 'reputation': 11, 'user_id': 15264830, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiRfDef7_weE8vfrcgrBlMyNlEtxlG6k1NIboshgw=k-s256', 'display_name': 'mathan&#39;', 'link': 'https://stackoverflow.com/users/15264830/mathan'}",False,15,,,0,0,1667226469,1667226469,,74264815,https://stackoverflow.com/questions/74264815/get-the-commits-information-through-github-api-with-file-path-and-line-numbers-a,,Get the commits information through Github API with file_path and line numbers as the paramters,CC BY-SA 4.0,,,,
985,"['python', 'r', 'matplotlib', 'plotly', 'plotnine']","{'account_id': 16287837, 'reputation': 11, 'user_id': 20315552, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae45bb8ee662833ef43b82d3df8b0895?s=256&d=identicon&r=PG', 'display_name': 'Carpe Diem', 'link': 'https://stackoverflow.com/users/20315552/carpe-diem'}",False,74,,,1,1,1667226322,1666555940,1667226322.0,74174436,https://stackoverflow.com/questions/74174436/how-to-replicate-a-table-from-r-to-python-using-matplotlib-or-plotly,,How to replicate a table from R to python using Matplotlib or Plotly,CC BY-SA 4.0,,,,
986,"['python', 'csv', 'apache-spark', 'pyspark', 'apache-spark-sql']","{'account_id': 15902921, 'reputation': 350, 'user_id': 11474852, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xOKq0.jpg?s=256&g=1', 'display_name': 'Kai Roesner', 'link': 'https://stackoverflow.com/users/11474852/kai-roesner'}",True,52,,74264770.0,1,1,1667226318,1667225334,1667226318.0,74264562,https://stackoverflow.com/questions/74264562/how-to-explode-column-with-csv-string-in-pyspark,,How to explode column with csv string in PySpark?,CC BY-SA 4.0,,,,
987,"['python', 'pyspark', 'parallel-processing', 'window', 'sliding']","{'account_id': 26785801, 'reputation': 1, 'user_id': 20380012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9637cddae236c3ee44b489da2d2a3e1?s=256&d=identicon&r=PG', 'display_name': 'Alala', 'link': 'https://stackoverflow.com/users/20380012/alala'}",False,13,,,0,-1,1667226302,1667226302,,74264781,https://stackoverflow.com/questions/74264781/implementation-of-parallel-computing-of-pyspark-with-user-defined-sliding-window,,Implementation of parallel computing of pyspark with user-defined sliding window,CC BY-SA 4.0,,,,
988,"['python', 'pandas', 'dataframe']","{'account_id': 20107589, 'reputation': 601, 'user_id': 14744714, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhahOa41zelarbnVRTQpA4pqYN5wNFI2eZdh7ikkQ=k-s256', 'display_name': 'kostya ivanov', 'link': 'https://stackoverflow.com/users/14744714/kostya-ivanov'}",True,40,,,3,0,1667226097,1667223551,1667223916.0,74264140,https://stackoverflow.com/questions/74264140/expand-pandas-columns-with-dict-while-keeping-fragment-of-column-name,,Expand pandas columns with dict while keeping fragment of column name,CC BY-SA 4.0,,,,
989,"['python', 'visual-studio-code', 'vscode-debugger']","{'account_id': 26753896, 'reputation': 1, 'user_id': 20352837, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eead1c1d1e59106d1c54716fe4553ec7?s=256&d=identicon&r=PG', 'display_name': 'Carson', 'link': 'https://stackoverflow.com/users/20352837/carson'}",True,24,,74264717.0,1,-1,1667226051,1666988236,1666993024.0,74240471,https://stackoverflow.com/questions/74240471/python-vs-code-debugger-fails-with-embedded-python,,Python VS Code Debugger Fails with Embedded Python,CC BY-SA 4.0,,,,
990,"['python', 'arrays', 'class', 'grid']","{'account_id': 14598191, 'reputation': 25, 'user_id': 10543226, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-ygb2gRSaRYs/AAAAAAAAAAI/AAAAAAAADnU/oy1OEKXPmSA/photo.jpg?sz=256', 'display_name': 'Brais Romero', 'link': 'https://stackoverflow.com/users/10543226/brais-romero'}",False,7,,,0,0,1667225890,1667225890,,74264679,https://stackoverflow.com/questions/74264679/create-a-grid-with-moving-objects-of-different-sizes-using-classes-in-python,,Create a grid with moving objects of different sizes using classes in Python,CC BY-SA 4.0,,,,
991,"['python', 'python-3.x', 'opencv', 'google-cloud-platform', 'google-cloud-functions']","{'account_id': 186123, 'reputation': 4633, 'user_id': 1920003, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/gkgdd.jpg?s=256&g=1', 'display_name': 'Lynob', 'link': 'https://stackoverflow.com/users/1920003/lynob'}",True,66,,74264611.0,1,1,1667225734,1667221913,1667224142.0,74263810,https://stackoverflow.com/questions/74263810/python-how-to-install-opencv-on-google-cloud-functions,,Python: How to Install OpenCV on Google cloud functions?,CC BY-SA 4.0,,,,
992,"['python', 'c', 'function']","{'account_id': 26785701, 'reputation': 1, 'user_id': 20379930, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0DaM4V_6qDQn2lG6MocAFMXnKB_xV55KHJwXtFHw=k-s256', 'display_name': 'Joav', 'link': 'https://stackoverflow.com/users/20379930/joav'}",False,30,1667225598.0,,0,0,1667225651,1667225296,1667225651.0,74264555,https://stackoverflow.com/questions/74264555/function-prototype-in-python,Duplicate,Function prototype in python?,,,,,
993,"['javascript', 'python', 'django', 'django-smart-selects']","{'account_id': 25860145, 'reputation': 23, 'user_id': 19592745, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmksCBbGVZVns1CBlL_jxnOdVvyks0lvo1v-nnAm=k-s256', 'display_name': 'PythonNooob', 'link': 'https://stackoverflow.com/users/19592745/pythonnooob'}",False,53,,,0,0,1667225544,1667225190,1667225544.0,74264527,https://stackoverflow.com/questions/74264527/django-smart-selects-doesnt-work-with-js-cloning,,Django smart selects doesn&#39;t work with JS cloning,CC BY-SA 4.0,,,,
994,"['python', 'tensorflow', 'tensorboard', 'tensorboardx']","{'account_id': 16791783, 'reputation': 23, 'user_id': 12143413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59c248821b114bfea09d2d19a8c4a9f7?s=256&d=identicon&r=PG', 'display_name': 'Tryhard3r', 'link': 'https://stackoverflow.com/users/12143413/tryhard3r'}",False,17,,,0,0,1667225512,1667225512,,74264602,https://stackoverflow.com/questions/74264602/tensorboard-adding-clickable-urls-on-figure-titles,,Tensorboard: Adding clickable URLs on figure titles,CC BY-SA 4.0,,,,
995,"['python', 'arrays', 'numpy', 'vectorization', 'reshape']","{'account_id': 26785004, 'reputation': 1, 'user_id': 20379331, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef30c76bc3dcc08ad602466167e9e4bb?s=256&d=identicon&r=PG', 'display_name': 'viator93', 'link': 'https://stackoverflow.com/users/20379331/viator93'}",False,50,,,3,-1,1667225428,1667222993,1667225428.0,74264023,https://stackoverflow.com/questions/74264023/how-can-i-reshape-a-numpy-array-in-a-certain-way-without-using-a-loop,,How can I reshape a numpy array in a certain way without using a loop?,CC BY-SA 4.0,,,,
996,"['python', 'unit-testing']","{'account_id': 5287362, 'reputation': 3160, 'user_id': 4351030, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/5wjLY.jpg?s=256&g=1', 'display_name': 'Steven', 'link': 'https://stackoverflow.com/users/4351030/steven'}",False,20,,,1,0,1667225404,1667224519,,74264367,https://stackoverflow.com/questions/74264367/python-unit-testing-temporary-directories-multiple-tests-and-context-managers,,"Python unit testing: temporary directories, multiple tests, and context managers",CC BY-SA 4.0,,,,
997,"['python', 'dictionary', 'nested', 'rounding', 'normalization']","{'account_id': 26553921, 'reputation': 13, 'user_id': 20182832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6bb50ba7aebf9b95c2bafa1128ee12ce?s=256&d=identicon&r=PG', 'display_name': 'bb_zz', 'link': 'https://stackoverflow.com/users/20182832/bb-zz'}",False,32,,,0,1,1667225389,1667224054,1667225389.0,74264252,https://stackoverflow.com/questions/74264252/how-to-round-decimals-to-integers-while-normalizing-in-a-nested-dictionary-so-th,,How to round decimals to integers while normalizing in a nested dictionary so that it adds up to a whole number in python,CC BY-SA 4.0,,,,
998,"['python', 'jinja2']","{'account_id': 12679107, 'reputation': 1825, 'user_id': 9621172, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155376944239366/picture?type=large', 'display_name': 'Javier Lopez Tomas', 'link': 'https://stackoverflow.com/users/9621172/javier-lopez-tomas'}",True,72,,,1,0,1667225259,1667216007,1667223644.0,74262644,https://stackoverflow.com/questions/74262644/set-default-value-for-undefined-variables-in-jinja2-template,,Set default value for undefined variables in Jinja2 template,CC BY-SA 4.0,,,,
999,"['python', 'list', 'integer']","{'account_id': 26785333, 'reputation': 3, 'user_id': 20379616, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de455c30f999ef9be61d9e4041379091?s=256&d=identicon&r=PG', 'display_name': 'winters768', 'link': 'https://stackoverflow.com/users/20379616/winters768'}",True,18,,74264546.0,1,-1,1667225253,1667225033,,74264489,https://stackoverflow.com/questions/74264489/how-to-store-two-space-separated-variables-as-one-element-in-a-list-to-output-th,,How to store two space-separated variables as one element in a list to output the element later as integer datatypes,CC BY-SA 4.0,,,,
1000,"['python', 'python-requests', 'basic-authentication', 'bearer-token']","{'account_id': 12088419, 'reputation': 11, 'user_id': 16695317, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/541301362867763/picture?type=large', 'display_name': 'Kohei Yasan', 'link': 'https://stackoverflow.com/users/16695317/kohei-yasan'}",False,68,,,0,0,1667225016,1667225016,,74264485,https://stackoverflow.com/questions/74264485/how-do-i-use-basic-auth-and-bearer-token-auth-with-python-requests-module,,How do I use Basic Auth and Bearer Token Auth with python requests module?,CC BY-SA 4.0,,,,
1001,"['python', 'keras', 'model', 'google-colaboratory']","{'account_id': 26785470, 'reputation': 1, 'user_id': 20379732, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu38glG4cOxDmJ7e69pbZWG_iKMIHxP4kYU6CBzk=k-s256', 'display_name': 'Mohammed Waleed', 'link': 'https://stackoverflow.com/users/20379732/mohammed-waleed'}",False,88,,,0,0,1667225003,1667225003,,74264482,https://stackoverflow.com/questions/74264482/error-when-executing-fit-to-my-model-using-keras,,Error when executing fit to my model using keras,CC BY-SA 4.0,,,,
1002,"['python', 'pandas', 'numpy']","{'account_id': 16800815, 'reputation': 27, 'user_id': 12146102, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBUu6PG2G54WN3luho0rqBIfeXS25yk6sSi7vkI8A=k-s256', 'display_name': 'al ahmed', 'link': 'https://stackoverflow.com/users/12146102/al-ahmed'}",True,29,,74264368.0,2,0,1667224981,1667223565,1667223727.0,74264146,https://stackoverflow.com/questions/74264146/read-file-csv-two-columns-x-and-y-then-calculate-cumulative-moving-average-of,,Read file.csv (two columns; x and y) then calculate cumulative moving average of second column,CC BY-SA 4.0,,,,
1003,['python'],"{'account_id': 26785438, 'reputation': 1, 'user_id': 20379708, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f0b5dcfeabed919bcc10b7e474d48107?s=256&d=identicon&r=PG', 'display_name': 'izzy', 'link': 'https://stackoverflow.com/users/20379708/izzy'}",True,38,,,2,0,1667224978,1667223916,1667224185.0,74264216,https://stackoverflow.com/questions/74264216/a-string-is-the-same-if-they-have-the-same-length-and-differ-at-most-by-one-lett,,A string is the same if they have the same length and differ at most by one letter,CC BY-SA 4.0,,,,
1004,"['python', 'json', 'pandas', 'flatten']","{'account_id': 4211548, 'reputation': 1012, 'user_id': 3449093, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/DFSHe.gif?s=256&g=1', 'display_name': 'Malvinka', 'link': 'https://stackoverflow.com/users/3449093/malvinka'}",True,17,,74264469.0,1,1,1667224947,1667224183,,74264281,https://stackoverflow.com/questions/74264281/pipdeptree-json-result-to-csv,,pipdeptree json result to csv,CC BY-SA 4.0,,,,
1005,"['python', 'web-scraping', 'python-requests', 'bots', 'hcaptcha']","{'account_id': 15765312, 'reputation': 87, 'user_id': 13084078, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2f6354de7a870c0250b7ecd7c454d523?s=256&d=identicon&r=PG&f=1', 'display_name': 'Gabriel Marcondes', 'link': 'https://stackoverflow.com/users/13084078/gabriel-marcondes'}",False,54,,,0,-1,1667224787,1667224787,,74264426,https://stackoverflow.com/questions/74264426/is-it-possible-to-solve-hcaptcha-using-python-requests,,Is it possible to solve hCaptcha using python requests?,CC BY-SA 4.0,,,,
1006,"['python', 'azure', 'anaconda', 'automl']","{'account_id': 1251656, 'reputation': 375, 'user_id': 1211959, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a172216d7a3ae7cd2f43026359afd325?s=256&d=identicon&r=PG', 'display_name': 'tammuz', 'link': 'https://stackoverflow.com/users/1211959/tammuz'}",False,61,,,1,0,1667224735,1665078732,,73978104,https://stackoverflow.com/questions/73978104/importing-azure-automl-environement-with-a-registerd-model,,importing azure automl environement with a registerd model,CC BY-SA 4.0,,,,
1007,['python'],"{'account_id': 26780462, 'reputation': 1, 'user_id': 20375379, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu00PUkH1p8b2jkl0J69VMZiojaH9K_1_56MdRtc=k-s256', 'display_name': 'tris', 'link': 'https://stackoverflow.com/users/20375379/tris'}",False,31,1667180958.0,,1,-2,1667224457,1667180372,1667224457.0,74257995,https://stackoverflow.com/questions/74257995/ordering-dictionary-values-in-python,Duplicate,Ordering Dictionary Values in Python,,,,,
1008,"['python', 'vba', 'automation', 'outlook']","{'account_id': 26784194, 'reputation': 1, 'user_id': 20378646, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5bac49ea708aaf2be8868e740b012230?s=256&d=identicon&r=PG', 'display_name': 'Dimitrios', 'link': 'https://stackoverflow.com/users/20378646/dimitrios'}",False,56,,,2,0,1667224407,1667215762,1667224407.0,74262593,https://stackoverflow.com/questions/74262593/excecute-python-script-when-a-new-outlook-email-arrives,,Excecute Python Script When A New Outlook Email Arrives,CC BY-SA 4.0,,,,
1009,"['python', 'python-asyncio']","{'account_id': 26770506, 'reputation': 1, 'user_id': 20366965, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/80c9efe6613d481cd149a7125b5c763d?s=256&d=identicon&r=PG&f=1', 'display_name': 'riizy', 'link': 'https://stackoverflow.com/users/20366965/riizy'}",True,34,,,1,0,1667224373,1667212091,1667220092.0,74261913,https://stackoverflow.com/questions/74261913/how-to-launch-a-list-of-python-scripts-asynchronously,,How to launch a list of python scripts asynchronously?,CC BY-SA 4.0,,,,
1010,"['python', 'tensorflow', 'class', 'multiprocessing', 'locking']","{'account_id': 14157313, 'reputation': 375, 'user_id': 10227573, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c17aa93d551835239dce8a724211d337?s=256&d=identicon&r=PG&f=1', 'display_name': 'MarkD', 'link': 'https://stackoverflow.com/users/10227573/markd'}",False,34,,,1,0,1667224327,1666822249,,74214765,https://stackoverflow.com/questions/74214765/how-to-instantiate-a-class-only-once-which-is-accessible-by-multiple-processpoo,,"How to instantiate a class only once, which is accessible by multiple ProcessPoolExecutor processes?",CC BY-SA 4.0,,,,
1011,"['python', 'pandas', 'dataframe']","{'account_id': 21509703, 'reputation': 683, 'user_id': 15852600, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GijwkZLFO39ajtZk5RG_LGx8XBbEF2nSENFUvEP1A=k-s256', 'display_name': 'Khaled DELLAL', 'link': 'https://stackoverflow.com/users/15852600/khaled-dellal'}",True,57,,74264272.0,1,0,1667224148,1667217443,,74262938,https://stackoverflow.com/questions/74262938/typeerror-unhashable-type-series-while-trying-to-sort-dataframe,,TypeError: unhashable type: &#39;Series&#39; While trying to sort DataFrame,CC BY-SA 4.0,,,,
1012,"['python', 'excel', 'pandas']","{'account_id': 4132205, 'reputation': 516, 'user_id': 6218849, 'user_type': 'registered', 'accept_rate': 28, 'profile_image': 'https://i.stack.imgur.com/lCD7w.png?s=256&g=1', 'display_name': 'Yoda', 'link': 'https://stackoverflow.com/users/6218849/yoda'}",True,46,,74262073.0,2,1,1667224035,1667212415,1667224035.0,74261965,https://stackoverflow.com/questions/74261965/apply-background-color-style-to-rows-in-dataframe-in-a-groupby,,Apply background color style to rows in DataFrame in a groupby,CC BY-SA 4.0,,,,
1013,"['python', 'json', 'pandas']","{'account_id': 23992848, 'reputation': 11, 'user_id': 17978735, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhxFKYLbrrZQGUz8EG5bGPka45YKB4Me-696sFtDA=k-s256', 'display_name': 'Rob', 'link': 'https://stackoverflow.com/users/17978735/rob'}",False,36,,,1,-1,1667223759,1667223346,,74264099,https://stackoverflow.com/questions/74264099/nested-json-files-python,,Nested json files - Python,CC BY-SA 4.0,,,,
1014,"['python', 'excel', 'xlwings']","{'account_id': 20470542, 'reputation': 1, 'user_id': 15021082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7cbf24435d425851f81354d51027d42b?s=256&d=identicon&r=PG&f=1', 'display_name': 'ahap13', 'link': 'https://stackoverflow.com/users/15021082/ahap13'}",False,25,,,0,0,1667223693,1667223693,,74264175,https://stackoverflow.com/questions/74264175/excel-passing-unrecognizable-date-format-to-python-function-in-xlwings,,Excel passing unrecognizable date format to python function in xlwings,CC BY-SA 4.0,,,,
1015,"['python', 'cpanel', 'bluehost']","{'account_id': 26271117, 'reputation': 1, 'user_id': 19941002, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqv85nzUvWIUxnMtodQS5vMoo4K6GOk5lOZ-25R=k-s256', 'display_name': 'D-Rey', 'link': 'https://stackoverflow.com/users/19941002/d-rey'}",False,18,,,0,0,1667223524,1667223524,,74264133,https://stackoverflow.com/questions/74264133/steps-on-how-to-run-a-python-script-program-code-off-of-a-bluehost-wordpress-web,,Steps on how to run a python script/program/code off of a bluehost/wordpress website,CC BY-SA 4.0,,,,
1016,"['python', 'python-3.x', 'machine-learning', 'deep-learning', 'roc']","{'account_id': 25938311, 'reputation': 97, 'user_id': 19658195, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ff6ec9cb60f61ad5d72de9b3436e58f?s=256&d=identicon&r=PG', 'display_name': 'PKrange', 'link': 'https://stackoverflow.com/users/19658195/pkrange'}",True,41,,74264132.0,1,0,1667223524,1667185215,,74258347,https://stackoverflow.com/questions/74258347/valueerror-multilabel-indicator-format-is-not-supported-cannot-make-an-roc-cur,,"ValueError: multilabel-indicator format is not supported, cannot make an ROC curve due to error",CC BY-SA 4.0,,,,
1017,"['python', 'flask', 'sqlalchemy', 'flask-sqlalchemy', 'flask-wtforms']","{'account_id': 25909502, 'reputation': 69, 'user_id': 19634023, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9e1d9070e9ab44adfc3135a7f8d235a5?s=256&d=identicon&r=PG', 'display_name': 'Alexey', 'link': 'https://stackoverflow.com/users/19634023/alexey'}",False,34,,,1,0,1667223380,1666275313,1666684925.0,74141406,https://stackoverflow.com/questions/74141406/how-to-read-and-write-the-data-that-the-user-has-selected-to-the-database-wtfor,,How to read and write the data that the user has selected to the database? WTForms,CC BY-SA 4.0,,,,
1018,"['python', 'tkinter']","{'account_id': 14948365, 'reputation': 15, 'user_id': 19995269, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5c32df27c81ebc0144e7ca43f42c319?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ted Ersek', 'link': 'https://stackoverflow.com/users/19995269/ted-ersek'}",True,79,,74239941.0,1,1,1667223380,1666982317,,74239639,https://stackoverflow.com/questions/74239639/i-need-a-gui-to-get-the-rgb-values-at-the-cursor-position-in-a-png-or-jpg-image,,I need a GUI to get the RGB values at the cursor position in a PNG or JPG image,CC BY-SA 4.0,,,,
1019,"['python', 'sqlalchemy']","{'account_id': 21482003, 'reputation': 13, 'user_id': 15829227, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiGOl6tbVcZUCFQ4DrfiHznvc8uYuCvpfyHay2q0A=k-s256', 'display_name': 'Laurent', 'link': 'https://stackoverflow.com/users/15829227/laurent'}",False,17,1667219169.0,,0,-1,1667223326,1667208543,1667223326.0,74261201,https://stackoverflow.com/questions/74261201/unclear-python-flask-jsonify-and-to-dict-function,Duplicate,Unclear Python Flask Jsonify and to_dict() function,,,,,
1020,"['python', 'python-3.x', 'list']","{'account_id': 20112739, 'reputation': 148, 'user_id': 14748830, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-I3lyKgaDWNU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck2enrnV0Axj9gLKZaHPb-XGqbAiQ/s96-c/photo.jpg?sz=256', 'display_name': 'mgd6', 'link': 'https://stackoverflow.com/users/14748830/mgd6'}",True,43,,74263920.0,2,0,1667223262,1667221899,,74263806,https://stackoverflow.com/questions/74263806/python-find-substring-between-two-markers,,Python find substring between two markers,CC BY-SA 4.0,,,,
1021,"['python', 'tensorflow', 'dataset']","{'account_id': 23890065, 'reputation': 108, 'user_id': 17889840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9a63cdbff758c8c6c2710375accb79a?s=256&d=identicon&r=PG', 'display_name': 'adeljalalyousif', 'link': 'https://stackoverflow.com/users/17889840/adeljalalyousif'}",True,47,,74261196.0,1,2,1667223227,1667193139,1667195185.0,74258977,https://stackoverflow.com/questions/74258977/how-to-read-data-in-tf-tensor,,How to read data in tf.Tensor,CC BY-SA 4.0,,,,
1022,"['python', 'variables', 'telegram-bot', 'aiogram']","{'account_id': 26778357, 'reputation': 13, 'user_id': 20373617, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2B-9UTkJCPsxRtW9_SLZAAfYAXakOmJ99wu-Td=k-s256', 'display_name': 'Aomori 23', 'link': 'https://stackoverflow.com/users/20373617/aomori-23'}",True,48,,74256131.0,1,0,1667223080,1667157239,,74256013,https://stackoverflow.com/questions/74256013/is-there-a-way-to-access-a-variable-from-inside-a-function-without-passing-it-as,,Is there a way to access a variable from inside a function without passing it as an argument?,CC BY-SA 4.0,,,,
1023,"['python', 'github', 'environment-variables', 'dotenv']","{'account_id': 26784955, 'reputation': 1, 'user_id': 20379289, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu31el03u6PCeRpy3CAwlVdoKmc0fbytLzDrR1Pm1A=k-s256', 'display_name': 'David Harket', 'link': 'https://stackoverflow.com/users/20379289/david-harket'}",False,38,,,1,0,1667223048,1667220224,,74263464,https://stackoverflow.com/questions/74263464/how-do-i-hide-a-variable-in-github,,How do i hide a variable in Github,CC BY-SA 4.0,,,,
