,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,bounty_amount,bounty_closes_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from
1608,['python'],"{'account_id': 18391631, 'reputation': 13, 'user_id': 13397161, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-LmbN08BV3yU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMob8E05Xxt8pcct1r1DLArChj76A/photo.jpg?sz=256', 'display_name': 'Muhamad Zahir Wafiuddin Hamdan', 'link': 'https://stackoverflow.com/users/13397161/muhamad-zahir-wafiuddin-hamdan'}",True,5466,9,0,1623117649,1594044443,1594044532.0,62757834,CC BY-SA 4.0,https://stackoverflow.com/questions/62757834/make-a-single-string-to-be-a-part-of-list,Make a single string to be a part of list,,,,1623118322.0,,,
1609,"['python', 'azure', 'caching', 'azure-function-app']","{'account_id': 18635551, 'reputation': 62, 'user_id': 13582538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4259603a18bd9d08d096eca041e0065e?s=256&d=identicon&r=PG&f=1', 'display_name': 'muzykfs', 'link': 'https://stackoverflow.com/users/13582538/muzykfs'}",False,93,1,0,1623109654,1595511796,,63055732,CC BY-SA 4.0,https://stackoverflow.com/questions/63055732/how-do-i-cache-files-within-a-function-app,How do I cache files within a function app?,,,,,,,
1610,"['python', 'teradata']","{'account_id': 19121606, 'reputation': 11, 'user_id': 13965465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c6afe1004565511127480de1492de0cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'ThomasClark', 'link': 'https://stackoverflow.com/users/13965465/thomasclark'}",False,218,0,1,1623102006,1595277480,,63003422,CC BY-SA 4.0,https://stackoverflow.com/questions/63003422/dll-initialization-error-while-trying-to-connect-to-teradata-with-python,DLL initialization error while trying to connect to Teradata with Python,,,,,,,
1611,"['python', 'cv2', 'yolo']","{'account_id': 19009578, 'reputation': 21, 'user_id': 13875708, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cf201d14f5aec8d93c7d59484e6bc288?s=256&d=identicon&r=PG&f=1', 'display_name': 'mollstein', 'link': 'https://stackoverflow.com/users/13875708/mollstein'}",True,2270,2,1,1623089980,1594285385,1594289958.0,62811239,CC BY-SA 4.0,https://stackoverflow.com/questions/62811239/how-correct-the-import-error-of-libpng15-for-cv2resolve,How correct the import error of libpng15 for cv2?[resolve],,,,,,,
1612,"['python', 'plotly', 'facet', 'plotly-python']","{'account_id': 3034700, 'reputation': 17606, 'user_id': 2573061, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/t8eGV.jpg?s=256&g=1', 'display_name': 'C8H10N4O2', 'link': 'https://stackoverflow.com/users/2573061/c8h10n4o2'}",True,3422,2,4,1623086559,1594319643,,62821480,CC BY-SA 4.0,https://stackoverflow.com/questions/62821480/add-a-trace-to-every-facet-of-a-plotly-figure,add a trace to every facet of a plotly figure,,,67876130.0,,,,
1613,"['python', 'html', 'django', 'django-templates', 'iterable-unpacking']","{'account_id': 16248242, 'reputation': 1483, 'user_id': 11732811, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-24T4fMkHHZU/AAAAAAAAAAI/AAAAAAAAW5w/7YNT0Sfhq5o/photo.jpg?sz=256', 'display_name': 'Bijin Abraham', 'link': 'https://stackoverflow.com/users/11732811/bijin-abraham'}",True,266,1,0,1623085156,1594987320,1594988475.0,62953556,CC BY-SA 4.0,https://stackoverflow.com/questions/62953556/python-django-template-language-unpack-list,Python Django Template language unpack List,,,63136305.0,,,,
1614,"['python', 'python-3.x', 'rest', 'confluence', 'confluence-rest-api']","{'account_id': 13368411, 'reputation': 200, 'user_id': 9647762, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8d8c5edb11299ef982bad552a8c37bab?s=256&d=identicon&r=PG', 'display_name': 'Arghya', 'link': 'https://stackoverflow.com/users/9647762/arghya'}",True,929,1,2,1623051057,1595533357,,63061984,CC BY-SA 4.0,https://stackoverflow.com/questions/63061984/how-to-move-confluence-pages-along-with-the-contents-from-one-space-to-another-u,How to move Confluence pages along with the contents from one space to another using Python?,,,63372113.0,,,,
1615,"['python', 'html', 'css', 'django']","{'account_id': 15385748, 'reputation': 681, 'user_id': 11099842, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d7d07450dd1e1fa9b7fd8cd48fa73a55?s=256&d=identicon&r=PG&f=1', 'display_name': 'Al-Baraa El-Hag', 'link': 'https://stackoverflow.com/users/11099842/al-baraa-el-hag'}",True,368,2,-1,1623049773,1595116481,1595163952.0,62974882,CC BY-SA 4.0,https://stackoverflow.com/questions/62974882/corey-schafer-django-part-3-html-not-formatting-right,Corey Schafer Django (Part 3): HTML not formatting right,,,62980010.0,,,,
1616,"['python', 'string', 'sympy']","{'account_id': 18892464, 'reputation': 38, 'user_id': 13782447, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhPKtiAkx2MKuBh_UYFA64TTlni9i3VRmPou0DwqQ=k-s256', 'display_name': 'Sophie Li', 'link': 'https://stackoverflow.com/users/13782447/sophie-li'}",False,351,1,0,1623031860,1595875823,1595875978.0,63121692,CC BY-SA 4.0,https://stackoverflow.com/questions/63121692/how-do-i-convert-a-variable-from-string-to-sympy-core-add-add-explicitly-in-pyth,How do I convert a variable from string to sympy.core.add.Add explicitly in python?,,,,,,,
1617,"['python', 'pandas', 'datetime', 'matplotlib']","{'account_id': 6329197, 'reputation': 1083, 'user_id': 4914597, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://i.stack.imgur.com/I7fpy.jpg?s=256&g=1', 'display_name': 'catris25', 'link': 'https://stackoverflow.com/users/4914597/catris25'}",True,6941,1,2,1623028386,1595389495,,63026510,CC BY-SA 4.0,https://stackoverflow.com/questions/63026510/how-do-you-plot-month-and-year-data-to-bar-chart-in-matplotlib,How do you plot month and year data to bar chart in matplotlib?,,,63028583.0,,,,
1618,"['python', 'ubuntu', 'tkinter', 'ubuntu-18.04']","{'account_id': 16443446, 'reputation': 1, 'user_id': 12044012, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59b80ab36fe81f208d6d4978b356b750?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johnny Park', 'link': 'https://stackoverflow.com/users/12044012/johnny-park'}",True,152,2,0,1622993450,1594426595,1594428755.0,62843874,CC BY-SA 4.0,https://stackoverflow.com/questions/62843874/python-tkinter-does-not-completely-load-unless-ctrl-key-is-pressed,Python Tkinter does not completely load unless ctrl key is pressed,,,63238067.0,,,,
1619,"['python', 'image', 'opencv', 'image-processing', 'background']","{'account_id': 17559245, 'reputation': 49, 'user_id': 13604953, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9b8f84512e2e27960b7c358a8410e86c?s=256&d=identicon&r=PG&f=1', 'display_name': 'reham501', 'link': 'https://stackoverflow.com/users/13604953/reham501'}",True,45131,1,7,1622985561,1595270951,,63001988,CC BY-SA 4.0,https://stackoverflow.com/questions/63001988/how-to-remove-background-of-images-in-python,how to remove background of images in python,,,63003020.0,,,,
1620,"['python', 'tensorflow', 'model', 'nvidia']","{'account_id': 19048376, 'reputation': 1, 'user_id': 13907089, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_Go56RLAFqQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclUvTkhAjzkRXFrj4cv_nL23dbI3g/photo.jpg?sz=256', 'display_name': 'LordVress', 'link': 'https://stackoverflow.com/users/13907089/lordvress'}",True,482,1,0,1622979498,1594399258,,62838774,CC BY-SA 4.0,https://stackoverflow.com/questions/62838774/how-can-i-get-the-intermediate-layer-output-with-dnnlib-tflib-network-network,How can I get the intermediate layer output with dnnlib.tflib.network.Network,,,,,,,
1621,"['python', 'algorithm', 'matlab', 'computational-geometry', 'polyhedra']","{'account_id': 1718140, 'reputation': 7003, 'user_id': 1574779, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/c25fada23fa21731be5f92ea16216424?s=256&d=identicon&r=PG', 'display_name': 'GPrathap', 'link': 'https://stackoverflow.com/users/1574779/gprathap'}",True,399,1,1,1622943941,1595276559,1595397335.0,63003243,CC BY-SA 4.0,https://stackoverflow.com/questions/63003243/assume-we-know-the-vertices-of-a-polytope-and-want-to-get-its-halfspace-represe,"Assume we know the vertices of a polytope, and want to get its halfspace representation A * x &lt;= b",,,67855197.0,,,,
1622,"['python', 'ros', 'realsense']","{'account_id': 16108282, 'reputation': 93, 'user_id': 11627254, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-sYJgt1Srwek/AAAAAAAAAAI/AAAAAAAAvug/TbALW5rlhco/photo.jpg?sz=256', 'display_name': 'Kadhir', 'link': 'https://stackoverflow.com/users/11627254/kadhir'}",True,3791,2,3,1622901909,1594913368,1595007865.0,62938146,CC BY-SA 4.0,https://stackoverflow.com/questions/62938146/getting-realsense-depth-frame-in-ros,Getting RealSense depth frame in ROS,,,62959364.0,,,,
1623,"['python', 'amazon-s3', 'jupyter-notebook']","{'user_type': 'does_not_exist', 'display_name': 'user13676216'}",True,2774,1,0,1622840858,1594748036,,62900809,CC BY-SA 4.0,https://stackoverflow.com/questions/62900809/no-credentials-error-trying-to-load-files-from-aws-s3-bucket-into-jupyter-noteb,No Credentials Error: Trying to load files from aws s3 bucket into jupyter notebook,,,,,,,
1624,"['python', 'css', 'django']","{'account_id': 18193203, 'reputation': 182, 'user_id': 13238722, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e5042ae9a90c7efdf0451e5140d3f45?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rayyan', 'link': 'https://stackoverflow.com/users/13238722/rayyan'}",True,5151,2,0,1622826496,1596160791,1596203572.0,63184759,CC BY-SA 4.0,https://stackoverflow.com/questions/63184759/getting-mime-type-error-when-loading-django-css,Getting Mime Type Error when loading Django CSS,,,63184975.0,,,,
1625,"['python', 'pandas']","{'account_id': 13994583, 'reputation': 779, 'user_id': 10107738, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0d669b8e028fc4f4d451cc00382aeaa5?s=256&d=identicon&r=PG&f=1', 'display_name': 'The Rookie', 'link': 'https://stackoverflow.com/users/10107738/the-rookie'}",True,4077,5,7,1622815764,1595782441,1595782939.0,63103090,CC BY-SA 4.0,https://stackoverflow.com/questions/63103090/how-do-i-count-specific-values-across-multiple-columns-in-pandas,How do I count specific values across multiple columns in pandas,,,63103172.0,,,,
1626,"['python', 'google-cloud-platform', 'google-cloud-storage']","{'account_id': 16539431, 'reputation': 103, 'user_id': 11950519, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_A0OGAh_tHk/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reusqNh1cN0DJ_AGK6gjVlJP7B-BQ/photo.jpg?sz=256', 'display_name': 'Sam', 'link': 'https://stackoverflow.com/users/11950519/sam'}",True,1436,2,8,1622739098,1594286528,,62811608,CC BY-SA 4.0,https://stackoverflow.com/questions/62811608/how-to-show-progress-bar-when-we-are-downloading-a-file-from-cloud-bucket-using,How to show progress bar when we are downloading a file from cloud bucket using python,,,,,,,
1627,"['python', 'pycharm', 'setup.py', 'pypi']","{'account_id': 17955997, 'reputation': 85, 'user_id': 13053851, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/382e7ce6b34b4ecc1a89287c766e23b4?s=256&d=identicon&r=PG', 'display_name': 'VladKochetov', 'link': 'https://stackoverflow.com/users/13053851/vladkochetov'}",False,2032,2,1,1622730944,1595992736,,63145828,CC BY-SA 4.0,https://stackoverflow.com/questions/63145828/python-pypi-setup-py-error-usage-setup-py-global-opts-cmd1-cmd1-opts-cmd2,python pypi setup.py error (usage: setup.py [global_opts] cmd1 [cmd1_opts] [cmd2 [cmd2_opts] ...]),,,,,,,
1628,"['python', 'python-3.x', 'module', 'pyenv']","{'account_id': 122268, 'reputation': 903, 'user_id': 315975, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/f664bd05cc5cee6bbc644b6da1a30794?s=256&d=identicon&r=PG', 'display_name': 'Dan Donaldson', 'link': 'https://stackoverflow.com/users/315975/dan-donaldson'}",True,1062,1,2,1622728650,1595241510,,62993586,CC BY-SA 4.0,https://stackoverflow.com/questions/62993586/still-finding-system-python-with-pyenv-installed-installing-modules,still finding system python with pyenv installed - installing modules,,,,,,,
1629,"['python', 'plotly']","{'account_id': 15533035, 'reputation': 596, 'user_id': 13110995, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-4xBseGibCG8/AAAAAAAAAAI/AAAAAAAAAAA/1buGnn613ow/photo.jpg?sz=256', 'display_name': 'ncraig', 'link': 'https://stackoverflow.com/users/13110995/ncraig'}",True,3276,3,1,1622728260,1594336663,,62825101,CC BY-SA 4.0,https://stackoverflow.com/questions/62825101/plotly-graph-objects-add-df-column-to-hovertemplate,Plotly graph_objects add df column to hovertemplate,,,62837130.0,,,,
1630,"['python', 'django', 'django-models', 'django-views', 'django-ckeditor']","{'account_id': 18813441, 'reputation': 153, 'user_id': 13721166, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-pisN6yTJw4A/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck_XiKgpBKc6fnZGaAnXWrrKjzzog/photo.jpg?sz=256', 'display_name': 'Sudipto Sarker', 'link': 'https://stackoverflow.com/users/13721166/sudipto-sarker'}",True,985,2,9,1622726884,1595945668,,63136177,CC BY-SA 4.0,https://stackoverflow.com/questions/63136177/how-to-set-the-maximum-image-size-to-upload-image-in-django-ckeditor,How to set the maximum image size to upload image in django-ckeditor?,,,67822384.0,,,,
1631,"['python', 'scikit-learn']","{'account_id': 18882346, 'reputation': 107, 'user_id': 13774478, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5HMDS.jpg?s=256&g=1', 'display_name': 'E-WAVE', 'link': 'https://stackoverflow.com/users/13774478/e-wave'}",True,101,2,-1,1622707303,1593869915,1593901161.0,62729839,CC BY-SA 4.0,https://stackoverflow.com/questions/62729839/why-do-i-keep-getting-an-import-error-when-trying-initiate-the-kneighbors-classi,Why Do I keep getting an import error when trying initiate the KNeighbors Classifier?,,,62729892.0,,,,
1632,"['python', 'python-3.x']","{'account_id': 1982977, 'reputation': 7115, 'user_id': 1779091, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/197ef437993b3a2a35874498d40a391d?s=256&d=identicon&r=PG', 'display_name': 'variable', 'link': 'https://stackoverflow.com/users/1779091/variable'}",True,1281,5,22,1622609197,1593612567,1622609197.0,62678765,CC BY-SA 4.0,https://stackoverflow.com/questions/62678765/finally-always-runs-just-before-the-return-in-try-block-then-why-update-in-fina,"Finally always runs just before the return in try block, then why update in finally block not affect value of variable returned by try block?",,,67798576.0,,,,
1633,"['python', 'django', 'django-models', 'django-rest-framework']","{'account_id': 11102365, 'reputation': 662, 'user_id': 8150682, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UpZnQ.jpg?s=256&g=1', 'display_name': 'Romeo', 'link': 'https://stackoverflow.com/users/8150682/romeo'}",True,877,1,1,1622572145,1596034561,,63156476,CC BY-SA 4.0,https://stackoverflow.com/questions/63156476/django-rest-framrwork-assertion-error-class-productserializer-missing-meta-mod,Django rest framrwork assertion error: Class ProductSerializer missing &quot;Meta.model&quot; attribute,,,,,,,
1634,"['python', 'pytorch', 'torch']","{'account_id': 6233765, 'reputation': 2251, 'user_id': 5112804, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/YLPIr.png?s=256&g=1', 'display_name': 'inverted_index', 'link': 'https://stackoverflow.com/users/5112804/inverted-index'}",True,237,1,0,1622566236,1595779911,,63102642,CC BY-SA 4.0,https://stackoverflow.com/questions/63102642/gradient-checkpointing-returning-values,Gradient Checkpointing returning values,,,67792945.0,,,,
1635,"['python', 'data-analysis', 'plotly-dash']","{'account_id': 12061120, 'reputation': 155, 'user_id': 10297524, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a498bff2b1b88cf0c12b446e760fa5d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Diego Delgado', 'link': 'https://stackoverflow.com/users/10297524/diego-delgado'}",False,957,0,0,1622411011,1594172066,,62786239,CC BY-SA 4.0,https://stackoverflow.com/questions/62786239/how-to-add-a-piechart-to-dash-plotly,How to add a piechart to dash - plotly,,,,,,,
1636,"['python', 'selenium', 'cookies', 'selenium-chromedriver']","{'account_id': 19071181, 'reputation': 93, 'user_id': 13925312, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/569e394ca61d7bca576254ede93b7fc7?s=256&d=identicon&r=PG&f=1', 'display_name': 'cordmana', 'link': 'https://stackoverflow.com/users/13925312/cordmana'}",True,5271,1,0,1622303695,1595805974,,63106821,CC BY-SA 4.0,https://stackoverflow.com/questions/63106821/problem-loading-cookies-with-selenium-and-python,Problem loading cookies with selenium and python,,,63107774.0,,,,
1637,"['python', 'python-3.x', 'selenium-webdriver', 'yandex', 'instapy']","{'user_type': 'does_not_exist', 'display_name': 'user12099710'}",True,1161,1,0,1622293618,1593712841,,62702455,CC BY-SA 4.0,https://stackoverflow.com/questions/62702455/problem-with-interacting-with-comments-on-instagram,Problem with Interacting with comments on instagram,,,,,,,
1638,"['python', 'python-3.x', 'video', 'video-indexer']","{'account_id': 544807, 'reputation': 633, 'user_id': 914360, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/uFCEV.jpg?s=256&g=1', 'display_name': 'shackleton', 'link': 'https://stackoverflow.com/users/914360/shackleton'}",False,99,0,0,1622292425,1593544009,1622292425.0,62664532,CC BY-SA 4.0,https://stackoverflow.com/questions/62664532/comparing-json-files-from-microsoft-azure-video-indexer-with-python,Comparing JSON files from Microsoft Azure Video Indexer with Python,,,,,,,
1639,"['python', 'security', 'dns', 'scapy', 'netcat']","{'account_id': 1214796, 'reputation': 634, 'user_id': 1182612, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/f7d60bb63ac2f7a118879d1493f31d04?s=256&d=identicon&r=PG', 'display_name': 'mirhossein', 'link': 'https://stackoverflow.com/users/1182612/mirhossein'}",False,982,1,1,1622276102,1594445380,1594970636.0,62845566,CC BY-SA 4.0,https://stackoverflow.com/questions/62845566/dns-amplification-attack-demo,Dns amplification attack demo,,,,,,,
1640,"['python', 'c++', 'pybind11']","{'account_id': 37565, 'reputation': 73517, 'user_id': 107409, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/lGv9q.png?s=256&g=1', 'display_name': 'Contango', 'link': 'https://stackoverflow.com/users/107409/contango'}",True,965,2,1,1622253428,1595420108,,63033981,CC BY-SA 4.0,https://stackoverflow.com/questions/63033981/how-to-use-pybind11-to-return-a-dataframe,How to use pybind11 to return a DataFrame?,,,,,,,
1641,"['python', 'flask', 'server', 'gunicorn']","{'account_id': 16730729, 'reputation': 181, 'user_id': 12093128, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBOr_Fy1bX1OVbiEnUqxlSDlzmjcLA3fRMYT3O1hQ=k-s256', 'display_name': 'Shubham Singh', 'link': 'https://stackoverflow.com/users/12093128/shubham-singh'}",True,40728,3,18,1622228835,1594188912,,62788628,,https://stackoverflow.com/questions/62788628/modulenotfounderror-no-module-named-fcntl,ModuleNotFoundError: No module named &#39;fcntl&#39;,,,,,1619982985.0,Duplicate,
1642,"['python', 'command-line', 'anaconda', 'package', 'conda']","{'account_id': 9837665, 'reputation': 1613, 'user_id': 7287543, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/42ae93a6707c5a6b1d4b196eedf2a131?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yehuda', 'link': 'https://stackoverflow.com/users/7287543/yehuda'}",True,1652,2,4,1622225291,1593797517,1622225291.0,62720240,CC BY-SA 4.0,https://stackoverflow.com/questions/62720240/how-to-upgrade-when-conda-forge-installs-an-old-version,How to upgrade when conda-forge installs an old version,,,62725643.0,,,,
1643,"['python', 'numpy', 'tensorflow', 'keras', 'deep-learning']","{'account_id': 2744437, 'reputation': 3020, 'user_id': 13395230, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Gd4Jo.jpg?s=256&g=1', 'display_name': 'Bobby Ocean', 'link': 'https://stackoverflow.com/users/13395230/bobby-ocean'}",True,4758,3,12,1622199854,1593620885,1619439375.0,62681257,CC BY-SA 4.0,https://stackoverflow.com/questions/62681257/tf-keras-model-predict-is-slower-than-straight-numpy,TF.Keras model.predict is slower than straight Numpy?,,,67238117.0,,,,
1644,"['python', 'pip']","{'user_type': 'does_not_exist', 'display_name': 'user10593699'}",True,10573,1,0,1622197879,1595995587,1595998426.0,63146190,CC BY-SA 4.0,https://stackoverflow.com/questions/63146190/how-can-i-install-pip-on-my-windows-machine-in-visual-studio-code,How can i install PIP on my windows machine in Visual Studio Code,,,63146275.0,,,,
1645,['python'],"{'account_id': 18950343, 'reputation': 1, 'user_id': 13828204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b565334bb99180bf4e2894e1670fd9c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Chris4899', 'link': 'https://stackoverflow.com/users/13828204/chris4899'}",True,30,3,-2,1622196245,1593671961,1593672098.0,62690407,,https://stackoverflow.com/questions/62690407/why-the-class-is-not-taking-the-argument,Why the class is not taking the argument?,,,,,1593672290.0,Not suitable for this site,
1646,"['python', 'image', 'numpy', 'matplotlib']","{'account_id': 18975267, 'reputation': 396, 'user_id': 13847890, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5088050f68218225a54898db760d2143?s=256&d=identicon&r=PG&f=1', 'display_name': 'moosehead42', 'link': 'https://stackoverflow.com/users/13847890/moosehead42'}",True,109,1,0,1622196144,1594391957,1622196144.0,62836659,CC BY-SA 4.0,https://stackoverflow.com/questions/62836659/how-to-save-ax-plot-information-as-pixel-data,How to save ax.plot information as pixel data?,,,62837181.0,,,,
1647,"['python', 'pygame', 'media-player']","{'account_id': 18095108, 'reputation': 75, 'user_id': 13153582, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgUB-qbA_0897v0rnEFFs8hs-rkX23fie0K38OLYQ=k-s256', 'display_name': 'notproplayer 3', 'link': 'https://stackoverflow.com/users/13153582/notproplayer-3'}",True,2313,2,2,1622181349,1594621963,1594699938.0,62870381,,https://stackoverflow.com/questions/62870381/how-to-play-video-in-pygame-currently,How to play video in Pygame currently?,,,62870947.0,,1630749150.0,Duplicate,
1648,"['python', 'pandas']","{'account_id': 5143970, 'reputation': 158, 'user_id': 4383306, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/722409723/picture?type=large', 'display_name': 'Fuad Ak', 'link': 'https://stackoverflow.com/users/4383306/fuad-ak'}",False,75,0,0,1622131090,1595196368,1595233107.0,62986195,CC BY-SA 4.0,https://stackoverflow.com/questions/62986195/pandas-series-str-replace-doesnt-work-in-my-case,Pandas Series.str.replace () doesn&#39;t work in my case,,,,,,,
1649,"['python', 'google-colaboratory', 'sankey-diagram', 'plotly-python']","{'account_id': 4710319, 'reputation': 528, 'user_id': 3810999, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vAuWz.jpg?s=256&g=1', 'display_name': 'lucholland', 'link': 'https://stackoverflow.com/users/3810999/lucholland'}",True,402,1,0,1622124077,1595279312,,63003827,CC BY-SA 4.0,https://stackoverflow.com/questions/63003827/colab-python-and-sankey-in-plotly,Colab: Python and Sankey in Plotly,,,,,,,
1650,['python'],"{'account_id': 19017323, 'reputation': 514, 'user_id': 13881967, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b1ad46fef8ff39b54fdfab827e196630?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sashank', 'link': 'https://stackoverflow.com/users/13881967/sashank'}",True,1097,2,3,1622029507,1594350799,1594352473.0,62826794,CC BY-SA 4.0,https://stackoverflow.com/questions/62826794/win-10-toast-notification-with-an-image-in-python,win 10 toast notification with an image in python,,,67673226.0,,,,
1651,"['python', 'r', 'pandas', 'numpy', 'data.table']","{'account_id': 8415004, 'reputation': 697, 'user_id': 6315736, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/25e5c998aea6a316aea279802bf8860c?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1412', 'link': 'https://stackoverflow.com/users/6315736/user1412'}",True,1386,2,0,1621994601,1596203877,1621994601.0,63193247,CC BY-SA 4.0,https://stackoverflow.com/questions/63193247/pandas-dataframe-create-multiple-columns-based-on-multiple-conditions-calculat,Pandas dataframe - create multiple columns based on multiple conditions calculations,,,63196020.0,,,,
1652,"['python', 'scipy', 'mathematical-optimization', 'scipy-optimize', 'scipy-optimize-minimize']","{'account_id': 1004669, 'reputation': 3890, 'user_id': 1018733, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/gGYmO.jpg?s=256&g=1', 'display_name': 'SwimBikeRun', 'link': 'https://stackoverflow.com/users/1018733/swimbikerun'}",True,239,1,0,1621993034,1595009020,,62959501,CC BY-SA 4.0,https://stackoverflow.com/questions/62959501/how-to-minimize-a-real-function-with-only-integer-input,How to minimize a real function with only integer input,,,67697484.0,,,,
1653,"['python', 'r', 'pandas']","{'account_id': 12374357, 'reputation': 9, 'user_id': 13932023, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-zMqtIsHtZbs/AAAAAAAAAAI/AAAAAAAAALc/JiN6uXGc_UM/photo.jpg?sz=256', 'display_name': 'Derek Robinson', 'link': 'https://stackoverflow.com/users/13932023/derek-robinson'}",True,179,2,0,1621986855,1594766272,1594927571.0,62904989,CC BY-SA 4.0,https://stackoverflow.com/questions/62904989/how-do-i-translate-tidyverse-from-r-into-pandas-from-python,How do I translate tidyverse from R into pandas from Python?,,,,,,,
1654,"['python', 'matplotlib', 'scipy']","{'account_id': 17495712, 'reputation': 83, 'user_id': 13874777, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mC2YeJwDr2K09oHnV227F5SmmizpDbbYSmPjyFm=k-s256', 'display_name': 'RISHAV SAGAR', 'link': 'https://stackoverflow.com/users/13874777/rishav-sagar'}",True,7113,1,8,1621980315,1594814108,1594814460.0,62914259,CC BY-SA 4.0,https://stackoverflow.com/questions/62914259/valueerror-expect-x-to-be-a-1-d-sorted-array-like-i-am-trying-to-plot-smooth-cu,ValueError: Expect x to be a 1-D sorted array_like.I am trying to plot smooth curve but couldn&#39;t,,,,,,,
1655,"['python', 'geospatial', 'gdal', 'rasterio']","{'account_id': 13365454, 'reputation': 80, 'user_id': 11274510, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Maxfield Green', 'link': 'https://stackoverflow.com/users/11274510/maxfield-green'}",True,267,1,2,1621883497,1593604506,1593605392.0,62676277,CC BY-SA 4.0,https://stackoverflow.com/questions/62676277/are-north-and-west-parameters-in-rasterio-transform-from-origin-in-pixel-space,Are north and west parameters in rasterio.transform.from_origin() in pixel space?,,,,,,,
