,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,protected_date,last_edit_date,closed_date,closed_reason,migrated_from,community_owned_date
1242,"['python', 'kinect', 'openkinect']","{'account_id': 310362, 'reputation': 18013, 'user_id': 623300, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/ec3ba9362a9c2a43811d360af34ac31a?s=256&d=identicon&r=PG', 'display_name': 'Shan', 'link': 'https://stackoverflow.com/users/623300/shan'}",True,2206,,3,1,1410654055,1332434154,9826618,CC BY-SA 3.0,https://stackoverflow.com/questions/9826618/how-to-stop-and-start-kinect-in-openkinect,How to stop and start kinect in openkinect?,,1391719444.0,,,,
1243,['python'],"{'account_id': 467728, 'reputation': 7529, 'user_id': 873286, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/db771316e0b50754a73d83ff717373a2?s=256&d=identicon&r=PG', 'display_name': 'user873286', 'link': 'https://stackoverflow.com/users/873286/user873286'}",True,917,9802905.0,6,0,1410423904,1332325708,9802697,CC BY-SA 3.0,https://stackoverflow.com/questions/9802697/python-php-like-string-concatenation,Python PHP Like string concatenation,,,,,,
1244,"['python', 'mysql', 'django', 'syncdb']","{'account_id': 1314592, 'reputation': 3446, 'user_id': 1261774, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/909bdd7c5c2052d9e7cb0d007d350fe4?s=256&d=identicon&r=PG', 'display_name': 'user1261774', 'link': 'https://stackoverflow.com/users/1261774/user1261774'}",True,1787,9652736.0,3,1,1410307718,1331434972,9652062,CC BY-SA 3.0,https://stackoverflow.com/questions/9652062/python-manage-py-syncdb-error,python manage.py syncdb error,,1331466314.0,,,,
1245,"['python', 'django', 'get']","{'account_id': 428110, 'reputation': 5936, 'user_id': 810217, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b1afc35dd5e27dd04561e8974341c82e?s=256&d=identicon&r=PG', 'display_name': 'Nava', 'link': 'https://stackoverflow.com/users/810217/nava'}",True,520,9892969.0,2,1,1410276166,1332862846,9892893,CC BY-SA 3.0,https://stackoverflow.com/questions/9892893/how-to-send-bulk-data-in-url,How to send bulk data in url?,,,,,,
1246,"['python', 'statistics', 'scipy', 'skew']","{'account_id': 1199516, 'reputation': 235, 'user_id': 1170467, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/a1a8fade74c976875816df63339eb3d4?s=256&d=identicon&r=PG', 'display_name': 'eric p', 'link': 'https://stackoverflow.com/users/1170467/eric-p'}",True,2468,11301898.0,4,4,1410270276,1332656074,9858290,CC BY-SA 3.0,https://stackoverflow.com/questions/9858290/random-variable-from-skewed-distribution-with-scipy,random variable from skewed distribution with scipy,,1332656968.0,,,,
1247,"['python', 'tagging', 'nltk']","{'account_id': 980479, 'reputation': 328, 'user_id': 1000316, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/2815948bfa26257db16c6424ebc57087?s=256&d=identicon&r=PG', 'display_name': 'Duke', 'link': 'https://stackoverflow.com/users/1000316/duke'}",False,783,,3,0,1410203375,1332946607,9910194,CC BY-SA 3.0,https://stackoverflow.com/questions/9910194/nltk-internals-py-error,NLTK internals.py error,,1332946946.0,,,,
1248,"['loops', 'for-loop', 'python']","{'account_id': 177222, 'reputation': 4275, 'user_id': 408412, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/e82920ccda8bae22770b54e414427cd6?s=256&d=identicon&r=PG', 'display_name': 'Karthick', 'link': 'https://stackoverflow.com/users/408412/karthick'}",True,1321,9787842.0,11,4,1409966109,1332250160,9787741,CC BY-SA 3.0,https://stackoverflow.com/questions/9787741/how-to-do-c-styleindexed-nested-loops-in-python,How to do C++ style(indexed) nested loops in python?,,1332252757.0,,,,
1249,"['python', 'numpy', 'boolean', 'where', 'indices']","{'account_id': 14760, 'reputation': 26408, 'user_id': 30636, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/4778273746a92044a5bd6b4a751749ae?s=256&d=identicon&r=PG', 'display_name': 'Setjmp', 'link': 'https://stackoverflow.com/users/30636/setjmp'}",True,12618,9504181.0,3,7,1409917470,1330535396,9503510,CC BY-SA 3.0,https://stackoverflow.com/questions/9503510/how-to-invert-numpy-where-np-where-function,How to invert numpy.where (np.where) function,,1409917470.0,,,,
1250,"['python', 'xml', 'python-3.x', 'elementtree', 'celementtree']","{'account_id': 1122790, 'reputation': 980, 'user_id': 1110748, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/b4ca93de005b54cfdad0ad777a2f5254?s=256&d=identicon&r=PG', 'display_name': 'Fabian Henze', 'link': 'https://stackoverflow.com/users/1110748/fabian-henze'}",True,1995,9669603.0,1,4,1409758356,1331548856,9665558,CC BY-SA 3.0,https://stackoverflow.com/questions/9665558/elementtree-celementtree-difference,ElementTree / cElementTree difference?,,1409758356.0,,,,
1251,"['python', 'google-maps']","{'account_id': 423105, 'reputation': 16514, 'user_id': 802281, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/9a54b09052ae3d2c18c094f39f25777d?s=256&d=identicon&r=PG', 'display_name': 'iCodeLikeImDrunk', 'link': 'https://stackoverflow.com/users/802281/icodelikeimdrunk'}",True,4925,9809767.0,3,4,1409708548,1332349405,9809375,CC BY-SA 3.0,https://stackoverflow.com/questions/9809375/is-there-an-api-for-the-new-york-mta-subway-bus-train-etc,is there an api for the new york mta subway/bus/train etc?,,1332352836.0,,,,
1252,"['python', 'web2py', 'subprocess']","{'account_id': 360824, 'reputation': 707, 'user_id': 703040, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e414a3bcd45d6f53da37ef347a5b6bfe?s=256&d=identicon&r=PG', 'display_name': 'zashu', 'link': 'https://stackoverflow.com/users/703040/zashu'}",True,1021,10093384.0,1,3,1409682179,1330940402,9564432,CC BY-SA 3.0,https://stackoverflow.com/questions/9564432/unable-to-open-a-python-subprocess-in-web2py-sigabrt,Unable to open a Python subprocess in Web2py (SIGABRT),,1331173667.0,,,,
1253,['python'],"{'account_id': 1296071, 'reputation': 49, 'user_id': 1247096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/34cbe50dbbe985c205c3256878c7e670?s=256&d=identicon&r=PG', 'display_name': 'user1247096', 'link': 'https://stackoverflow.com/users/1247096/user1247096'}",True,26171,,5,3,1409633184,1330794979,9548070,CC BY-SA 3.0,https://stackoverflow.com/questions/9548070/how-can-i-make-my-program-return-to-the-beginning-in-python,How can I make my program return to the beginning in Python?,,,,,,
1254,"['python', 'decorator']","{'account_id': 129578, 'reputation': 6013, 'user_id': 328258, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/bb68408b9aaff4ac34d5f1679bc4d363?s=256&d=identicon&r=PG', 'display_name': 'olofom', 'link': 'https://stackoverflow.com/users/328258/olofom'}",True,8124,9702308.0,3,14,1409448589,1331729017,9702219,CC BY-SA 3.0,https://stackoverflow.com/questions/9702219/how-to-skip-or-ignore-python-decorators,How to skip or ignore python decorators,,1409448589.0,,,,
1255,"['python', 'arrays', 'resize', 'ctypes']","{'account_id': 22611, 'reputation': 8734, 'user_id': 55935, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/9dd3e86de462c468aa17e4cea37870e6?s=256&d=identicon&r=PG', 'display_name': 'Giovanni Funchal', 'link': 'https://stackoverflow.com/users/55935/giovanni-funchal'}",True,915,9879738.0,2,1,1409439640,1332794886,9879609,CC BY-SA 3.0,https://stackoverflow.com/questions/9879609/resize-shrink-a-ctypes-array,Resize (shrink) a ctypes array,,1409439640.0,,,,
1256,"['python', 'animation', 'wxpython', 'gif']","{'account_id': 1300660, 'reputation': 63, 'user_id': 1250660, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/49b0e2ce96baca3ccc578081666fdb5a?s=256&d=identicon&r=PG', 'display_name': '&#205;var H&#250;ni', 'link': 'https://stackoverflow.com/users/1250660/%c3%8dvar-h%c3%bani'}",True,4319,9579790.0,1,3,1409223053,1330977651,9573131,CC BY-SA 3.0,https://stackoverflow.com/questions/9573131/animating-gif-in-wxpython,Animating gif in wxPython,,1409223053.0,,,,
1257,"['python', 'macos', 'pygame', 'enthought']","{'account_id': 454566, 'reputation': 2074, 'user_id': 852224, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8c753a5ec66867630c4a3cddd1103356?s=256&d=identicon&r=PG', 'display_name': 'Maurits', 'link': 'https://stackoverflow.com/users/852224/maurits'}",False,462,,1,2,1409107098,1333140681,9950265,CC BY-SA 3.0,https://stackoverflow.com/questions/9950265/installing-pygame-on-os-x-10-6-8-with-epd-enthought-7-2,Installing pygame on OS X 10.6.8 with EPD enthought 7.2,,1495542469.0,,,,
1258,"['python', 'stringio']","{'account_id': 90162, 'reputation': 55053, 'user_id': 248296, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/ec020fe58f82e5b8e72544ee7108a825?s=256&d=identicon&r=PG', 'display_name': 'warvariuc', 'link': 'https://stackoverflow.com/users/248296/warvariuc'}",True,27865,9719180.0,4,44,1409081250,1331811658,9718950,CC BY-SA 3.0,https://stackoverflow.com/questions/9718950/do-i-have-to-do-stringio-close,Do I have to do StringIO.close()?,,1409081250.0,,,,
1259,"['python', 'html', 'django', 'forms', 'submission']","{'account_id': 974603, 'reputation': 1407, 'user_id': 996292, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://i.stack.imgur.com/PJ1Jd.jpg?s=256&g=1', 'display_name': 'john-charles', 'link': 'https://stackoverflow.com/users/996292/john-charles'}",True,1948,,1,0,1408746209,1330894310,9558698,CC BY-SA 3.0,https://stackoverflow.com/questions/9558698/html-form-submission-with-get-and-extra-arguments,HTML Form submission with GET and extra arguments,,1495539810.0,,,,
1260,"['python', 'google-app-engine', 'unicode', 'character-encoding', 'uri']","{'account_id': 252911, 'reputation': 3599, 'user_id': 531261, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/pRdPK.jpg?s=256&g=1', 'display_name': 'Joshua Smith', 'link': 'https://stackoverflow.com/users/531261/joshua-smith'}",True,7393,9880400.0,2,11,1408530339,1332797456,9880173,CC BY-SA 3.0,https://stackoverflow.com/questions/9880173/how-to-decode-encodeuricomponent-in-gae-python,How to decode encodeURIComponent in GAE (python)?,,,,,,
1261,"['python', 'regex', 'data-warehouse', 'etl', 'classification']","{'account_id': 1124011, 'reputation': 633, 'user_id': 1257793, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/054536d2b72ec8349d816d1fd36f2370?s=256&d=identicon&r=PG', 'display_name': 'ervingsb', 'link': 'https://stackoverflow.com/users/1257793/ervingsb'}",True,6768,,2,8,1408448904,1331235925,9623811,CC BY-SA 3.0,https://stackoverflow.com/questions/9623811/how-to-classify-categorize-strings-according-to-regular-expression-rules-in-pyth,How to classify/categorize strings according to regular expression rules in Python,,,,,,
1262,"['python', 'matplotlib']","{'account_id': 27353, 'reputation': 6618, 'user_id': 72106, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/0a2acf615018d5eeba6660a557540294?s=256&d=identicon&r=PG', 'display_name': 'victor', 'link': 'https://stackoverflow.com/users/72106/victor'}",True,83059,9708079.0,1,59,1408412347,1331748741,9707676,CC BY-SA 3.0,https://stackoverflow.com/questions/9707676/defining-a-discrete-colormap-for-imshow-in-matplotlib,Defining a discrete colormap for imshow in matplotlib,,,,,,
1263,"['python', 'sum']","{'account_id': 398288, 'reputation': 32533, 'user_id': 762886, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/XpAXA.jpg?s=256&g=1', 'display_name': 'ddinchev', 'link': 'https://stackoverflow.com/users/762886/ddinchev'}",True,3092,9903940.0,4,3,1407660300,1332923385,9903772,CC BY-SA 3.0,https://stackoverflow.com/questions/9903772/how-to-sum-column-values-with-python,How to sum column values with python,,,,,,
1264,"['python', 'django', 'installation']","{'account_id': 1184883, 'reputation': 1832, 'user_id': 1159050, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/8d7dd06bd18b8fce6a4c04dfede7f616?s=256&d=identicon&r=PG', 'display_name': 'Drew Verlee', 'link': 'https://stackoverflow.com/users/1159050/drew-verlee'}",True,15003,9558120.0,6,6,1407472909,1330889261,9558078,CC BY-SA 3.0,https://stackoverflow.com/questions/9558078/how-do-i-install-django-on-ubuntu-11-10,How do I install Django on Ubuntu 11.10?,,1349555957.0,,,,
1265,"['python', 'optimization']","{'account_id': 1153251, 'reputation': 53, 'user_id': 1134514, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0eef68d3376c4bdfb771487be01c16a9?s=256&d=identicon&r=PG', 'display_name': 'amhrpi', 'link': 'https://stackoverflow.com/users/1134514/amhrpi'}",True,173,,1,4,1407450977,1330662574,9527987,CC BY-SA 3.0,https://stackoverflow.com/questions/9527987/optimizing-python-code-reducing-allocation-deallocation-times,"Optimizing python code, reducing allocation/ deallocation times",,1407450977.0,,,,
1266,"['python', 'r', 'vim', 'terminal', 'screen']","{'account_id': 413875, 'reputation': 509, 'user_id': 787765, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/4d1191a636c279c72b901537c17a0d16?s=256&d=identicon&r=PG', 'display_name': 'fioghual', 'link': 'https://stackoverflow.com/users/787765/fioghual'}",True,1222,9553465.0,4,5,1407341799,1330801631,9549005,CC BY-SA 3.0,https://stackoverflow.com/questions/9549005/vim-for-python-and-r-scripting-in-screen-or-not,Vim for python and R scripting (in Screen or not),,,,,,
1267,"['python', 'compression', 'zip']","{'account_id': 602981, 'reputation': 16210, 'user_id': 940208, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/f915e5849f63f612de2832bad2348ab4?s=256&d=identicon&r=PG', 'display_name': 'mnowotka', 'link': 'https://stackoverflow.com/users/940208/mnowotka'}",True,14711,9680784.0,2,11,1407310177,1331627403,9680562,CC BY-SA 3.0,https://stackoverflow.com/questions/9680562/python-how-to-append-to-file-in-zip-archive,python how to append to file in zip archive,,,,,,
1268,"['python', 'file', 'parsing']","{'account_id': 1239441, 'reputation': 1362, 'user_id': 1202386, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/oTC9M.jpg?s=256&g=1', 'display_name': 'BSG', 'link': 'https://stackoverflow.com/users/1202386/bsg'}",True,246880,9787008.0,3,57,1406907537,1332247227,9786941,CC BY-SA 3.0,https://stackoverflow.com/questions/9786941/typeerror-expected-a-character-buffer-object-while-trying-to-save-integer-to,TypeError: expected a character buffer object - while trying to save integer to textfile,,1406907537.0,,,,
1269,"['python', 'wxpython']","{'account_id': 1079637, 'reputation': 5309, 'user_id': 1076965, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/lpCol.jpg?s=256&g=1', 'display_name': 'Arindam Roychowdhury', 'link': 'https://stackoverflow.com/users/1076965/arindam-roychowdhury'}",True,115,9568460.0,1,0,1406664503,1330951557,9566885,CC BY-SA 3.0,https://stackoverflow.com/questions/9566885/button-pointing-to-another-function-after-hiding-one-panel-and-showing-another,Button pointing to another function after Hiding one panel and showing another,,1406664503.0,,,,
1270,"['python', 'parsing', 'dns', 'dhcp']","{'account_id': 1306158, 'reputation': 13, 'user_id': 1255123, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/18886b77a501bf5df42078ea92260be1?s=256&d=identicon&r=PG', 'display_name': 'tigov', 'link': 'https://stackoverflow.com/users/1255123/tigov'}",False,3683,,3,0,1406663887,1331136698,9605081,CC BY-SA 3.0,https://stackoverflow.com/questions/9605081/how-to-parse-dhcpd-conf-files-with-python-and-bicop,How to parse dhcpd.conf files with python and bicop?,,1331137268.0,,,,
1271,"['python', 'postgresql', 'stored-procedures', 'virtualenv', 'plpython']","{'account_id': 75997, 'reputation': 9154, 'user_id': 217844, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/miFAJ.jpg?s=256&g=1', 'display_name': 'ssc', 'link': 'https://stackoverflow.com/users/217844/ssc'}",True,2034,24892335.0,2,3,1406582791,1331046640,9586331,CC BY-SA 3.0,https://stackoverflow.com/questions/9586331/postgresql-pl-python-call-stored-procedure-in-virtualenv,PostgreSQL PL/Python: call stored procedure in virtualenv,,1495535387.0,,,,
1272,"['python', 'browser']","{'account_id': 1356026, 'reputation': 21, 'user_id': 1294395, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2d2307ff420a9bff9688a59ddc198498?s=256&d=identicon&r=PG', 'display_name': 'Vincent de Vries', 'link': 'https://stackoverflow.com/users/1294395/vincent-de-vries'}",True,5601,,1,0,1406548676,1332817718,9882856,CC BY-SA 3.0,https://stackoverflow.com/questions/9882856/is-there-a-way-to-close-a-web-browser-that-is-already-opened-in-python,Is there a way to close a Web browser that is already opened in Python?,,1388452970.0,,,,
1273,"['python', 'csv']","{'account_id': 194804, 'reputation': 203, 'user_id': 437350, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/718c32c62164edce3b21953bbe94e064?s=256&d=identicon&r=PG', 'display_name': 'greenwar', 'link': 'https://stackoverflow.com/users/437350/greenwar'}",True,10039,,1,8,1406501879,1332982525,9917780,CC BY-SA 3.0,https://stackoverflow.com/questions/9917780/python-csv-write-only-certain-fieldnames-not-all,"python csv write only certain fieldnames, not all",,1406501879.0,,,,
1274,"['python', 'csv']","{'account_id': 414167, 'reputation': 933, 'user_id': 788228, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/63f45dd9576c4eac389540e1fae37047?s=256&d=identicon&r=PG', 'display_name': 'Sam Johnson', 'link': 'https://stackoverflow.com/users/788228/sam-johnson'}",True,7597,9878258.0,1,5,1406501875,1332782931,9876809,CC BY-SA 3.0,https://stackoverflow.com/questions/9876809/dictreader-fieldnames-vs-csv-reader-first-row,DictReader fieldnames vs csv reader first row,,1406501875.0,,,,
1275,"['python', 'command-line', 'cmd']","{'account_id': 532009, 'reputation': 1537, 'user_id': 903200, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/2b910cef4270315b02e4f38f3adcb4d1?s=256&d=identicon&r=PG', 'display_name': 'thefragileomen', 'link': 'https://stackoverflow.com/users/903200/thefragileomen'}",True,13564,9880699.0,4,5,1406189459,1332799370,9880540,CC BY-SA 3.0,https://stackoverflow.com/questions/9880540/python-command-line-arguments-windows,Python Command Line Arguments (Windows),,,,,,
1276,['python'],"{'account_id': 1362135, 'reputation': 414, 'user_id': 1299295, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/46e317045bf463804d136d18e5fda2df?s=256&d=identicon&r=PG&f=1', 'display_name': 'Austen Novis', 'link': 'https://stackoverflow.com/users/1299295/austen-novis'}",True,8961,9916314.0,1,2,1406120271,1332971083,9916120,CC BY-SA 3.0,https://stackoverflow.com/questions/9916120/trying-to-make-simple-minesweeper-game-in-python,Trying to make simple minesweeper game in python,,1406120271.0,,,,
1277,"['python', 'google-app-engine', 'google-cloud-datastore']","{'account_id': 298999, 'reputation': 3648, 'user_id': 605331, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/WoMTk.jpg?s=256&g=1', 'display_name': 'user605331', 'link': 'https://stackoverflow.com/users/605331/user605331'}",True,1141,9911514.0,1,4,1406002122,1332949149,9911006,CC BY-SA 3.0,https://stackoverflow.com/questions/9911006/app-engine-ndb-alternative-for-db-stringlistproperty,App Engine NDB alternative for db.StringListProperty,,,,,,
1278,"['python', 'css', 'sass', 'compass-sass']","{'account_id': 1256042, 'reputation': 2642, 'user_id': 1215474, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/c59ec60f5e38e357a84e983ffb6b458d?s=256&d=identicon&r=PG', 'display_name': 'pepperdreamteam', 'link': 'https://stackoverflow.com/users/1215474/pepperdreamteam'}",True,2595,,3,6,1405620512,1333152458,9951813,,https://stackoverflow.com/questions/9951813/which-should-i-use-for-python-based-sites-sass-compass-switchcss-alternat,"which should I use (for python-based sites)? sass, compass, switchcss...alternatives?",,1333320704.0,1405625269.0,Not suitable for this site,,
1279,"['python', 'qt4', 'pyqt4']","{'account_id': 1351406, 'reputation': 31, 'user_id': 1290910, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/83e2040d8f0689e04070122a030ee328?s=256&d=identicon&r=PG', 'display_name': 'ken brockman', 'link': 'https://stackoverflow.com/users/1290910/ken-brockman'}",False,862,,1,0,1405590324,1332995530,9919113,CC BY-SA 3.0,https://stackoverflow.com/questions/9919113/how-to-connect-keyboard-input-and-python-app-output-to-qplaintextedit-and-qtextb,How to connect keyboard input and python app output to QPlainTextEdit and QTextBrowser,,,,,,
1280,"['python', 'django', 'web-services', 'affiliate']","{'account_id': 176151, 'reputation': 6214, 'user_id': 406652, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/f4b97346d177e7988abc95f1f066e502?s=256&d=identicon&r=PG', 'display_name': 'Joseph Tura', 'link': 'https://stackoverflow.com/users/406652/joseph-tura'}",True,389,9569194.0,2,0,1405428898,1330959247,9568699,CC BY-SA 3.0,https://stackoverflow.com/questions/9568699/consuming-zanox-web-service-in-a-django-project,Consuming Zanox web service in a Django project,,,,,,
1281,"['python', 'google-app-engine', 'sitemap']","{'account_id': 304121, 'reputation': 7604, 'user_id': 613453, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/0c744d4e2bee639d69f3e78f7daeba6d?s=256&d=identicon&r=PG', 'display_name': 'themihai', 'link': 'https://stackoverflow.com/users/613453/themihai'}",False,191,,1,1,1404924407,1332610650,9853927,CC BY-SA 3.0,https://stackoverflow.com/questions/9853927/how-to-set-up-sitemaps-on-google-app-engine-there-is-no-filesystem-support,How to set-up sitemaps on Google App Engine ? (there is no filesystem support),,1404924407.0,,,,
1282,"['python', 'decorator']","{'account_id': 1228297, 'reputation': 10009, 'user_id': 1247509, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/e007b9fffa791bb9932086f44ed87c66?s=256&d=identicon&r=PG', 'display_name': 'Billjk', 'link': 'https://stackoverflow.com/users/1247509/billjk'}",True,2649,,2,1,1404914119,1333137641,9949678,CC BY-SA 3.0,https://stackoverflow.com/questions/9949678/wrapper-function-python,Wrapper Function Python,,1333138149.0,,,,
1283,"['python', 'google-app-engine', 'task-queue', 'deferred']","{'account_id': 298386, 'reputation': 19296, 'user_id': 604388, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/dfdf62e565f166f68c6772d96f6523e1?s=256&d=identicon&r=PG', 'display_name': 'LA_', 'link': 'https://stackoverflow.com/users/604388/la'}",True,1934,9598873.0,1,1,1404830348,1331064847,9591138,CC BY-SA 3.0,https://stackoverflow.com/questions/9591138/how-to-use-gae-deferred-functionality,How to use GAE deferred functionality?,,1495542846.0,,,,
1284,"['python', 'mysql', 'mysql-python']","{'account_id': 407408, 'reputation': 991, 'user_id': 777466, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/de2fd8360f60870dc70485c01c481e4a?s=256&d=identicon&r=PG', 'display_name': 'user777466', 'link': 'https://stackoverflow.com/users/777466/user777466'}",True,2271,9686061.0,2,1,1404762034,1331648637,9685953,CC BY-SA 3.0,https://stackoverflow.com/questions/9685953/mysqldb-double-quotes-passed-to-the-query,MySQLdb : double quotes passed to the query,,,,,,
1285,"['python', 'iterator', 'gtk']","{'account_id': 1296353, 'reputation': 4268, 'user_id': 1247301, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://i.stack.imgur.com/Ztvgo.png?s=256&g=1', 'display_name': 'Andreas Florath', 'link': 'https://stackoverflow.com/users/1247301/andreas-florath'}",False,256,,2,2,1404348037,1332315811,9800440,CC BY-SA 3.0,https://stackoverflow.com/questions/9800440/how-to-use-standard-dict-list-iterators-with-python-gtk-generictreemodel,How to use standard dict / list iterators with python gtk GenericTreeModel?,,1332402396.0,,,,
1286,"['python', 'build', 'scons', 'build-script']","{'account_id': 1368165, 'reputation': 168, 'user_id': 1304138, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8a6a7674827653aa194e4aa4b4c9b79?s=256&d=identicon&r=PG', 'display_name': 'Dave Huseby', 'link': 'https://stackoverflow.com/users/1304138/dave-huseby'}",True,3587,9955722.0,2,11,1404216031,1333141905,9950474,CC BY-SA 3.0,https://stackoverflow.com/questions/9950474/real-hierarchical-builds-with-scons,Real Hierarchical Builds with SCons?,,1495541620.0,,,,
1287,"['python', 'tornado', 'pyramid', 'wsgi', 'waitress']","{'account_id': 1075972, 'reputation': 41, 'user_id': 1074123, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/855f0f46447a58234df05ac86ce7e193?s=256&d=identicon&r=PG', 'display_name': 'stipetic', 'link': 'https://stackoverflow.com/users/1074123/stipetic'}",True,3050,,2,2,1404082332,1333107438,9942188,CC BY-SA 3.0,https://stackoverflow.com/questions/9942188/running-a-pyramid-wsgi-application-under-tornado,Running a Pyramid WSGI application under tornado,,1361034160.0,,,,
1288,"['python', 'string', 'date', 'type-conversion']","{'account_id': 1074110, 'reputation': 2346, 'user_id': 1072627, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/f2016f26350832e48dd4beaabd58611b?s=256&d=identicon&r=PG', 'display_name': 'Lucas Rezende', 'link': 'https://stackoverflow.com/users/1072627/lucas-rezende'}",True,178557,9504410.0,5,54,1404050154,1330538824,9504356,,https://stackoverflow.com/questions/9504356/convert-string-into-date-type-on-python,Convert string into Date type on Python,,1330541679.0,1517149116.0,Duplicate,,
1289,"['python', 'list-comprehension']","{'account_id': 1205307, 'reputation': 33570, 'user_id': 1175101, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/574a1e69c572acc1f946a4ebea5f7037?s=256&d=identicon&r=PG', 'display_name': 'fraxel', 'link': 'https://stackoverflow.com/users/1175101/fraxel'}",True,12649,9737013.0,4,3,1404028565,1331899875,9736991,CC BY-SA 3.0,https://stackoverflow.com/questions/9736991/is-if-else-if-possible-in-list-comprehension,Is if/else/if possible in list comprehension?,,,,,,
1290,"['python', 'postgresql', 'psycopg2']","{'account_id': 1325094, 'reputation': 23, 'user_id': 1270106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c716b127edfac3ff91ccbbb35abbabc?s=256&d=identicon&r=PG', 'display_name': 'IceSquad', 'link': 'https://stackoverflow.com/users/1270106/icesquad'}",True,3789,9712258.0,1,2,1403878145,1331758497,9710124,CC BY-SA 3.0,https://stackoverflow.com/questions/9710124/python-psycopg2-how-to-mix-tuples-and-strings-in-cur-execute,"Python - Psycopg2, how to mix tuples and strings in cur.execute()?",,1403878145.0,,,,
