,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,protected_date,closed_date,closed_reason,migrated_from,locked_date
1315,"['python', 'memory-management']","{'account_id': 18151436, 'reputation': 13, 'user_id': 13204088, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3BYI2.png?s=256&g=1', 'display_name': 'George Yanni', 'link': 'https://stackoverflow.com/users/13204088/george-yanni'}",True,44,2,1,1630922780,1585863968,61001711,CC BY-SA 4.0,https://stackoverflow.com/questions/61001711/will-making-a-new-assignment-for-a-variable-in-python-will-change-the-old-addres,Will making a new assignment for a variable in Python will change the old address of the variable?,1585870319.0,61001879.0,,,,,
1316,"['python', 'hadoop', 'hbase', 'alpine-linux']","{'account_id': 4092139, 'reputation': 67, 'user_id': 3359864, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/df94982d5c28ee6b10908f34b5ee1b4b?s=256&d=identicon&r=PG&f=1', 'display_name': 'user228', 'link': 'https://stackoverflow.com/users/3359864/user228'}",True,1223,1,0,1630916440,1585871007,61002948,CC BY-SA 4.0,https://stackoverflow.com/questions/61002948/hbase-shell-get-this-errorfstat-unimplemented-unsupported-or-native-support-fai,Hbase shell get this error:fstat unimplemented unsupported or native support failed to load,1592644375.0,,,,,,
1317,"['python', 'pandas', 'dataframe', 'pandas-styles']","{'account_id': 8454668, 'reputation': 211, 'user_id': 6342380, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/912366072218796/picture?type=large', 'display_name': 'Carlos Hernandez Perez', 'link': 'https://stackoverflow.com/users/6342380/carlos-hernandez-perez'}",True,1128,2,1,1630888690,1586957432,61230022,CC BY-SA 4.0,https://stackoverflow.com/questions/61230022/how-to-apply-different-styles-with-a-condition-using-pandas,How to apply different styles with a condition using pandas,1630888690.0,61230133.0,,,,,
1318,"['python', 'plotly', 'jupyter']","{'account_id': 12441185, 'reputation': 23, 'user_id': 9059324, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6293934349b12ad5acfb683a30b629f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'punjabWala81', 'link': 'https://stackoverflow.com/users/9059324/punjabwala81'}",False,817,1,0,1630872501,1587943781,61449478,CC BY-SA 4.0,https://stackoverflow.com/questions/61449478/python-plotly-scatterpolar-hovermode-to-show-multiple-data-points,Python Plotly Scatterpolar hovermode to show multiple data points,1630872501.0,,,,,,
1319,"['python', 'aws-lambda']","{'account_id': 3185984, 'reputation': 507, 'user_id': 2691583, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/d0892ea8658f62ab3b7e9a1298da344d?s=256&d=identicon&r=PG', 'display_name': 'bluePhlavio', 'link': 'https://stackoverflow.com/users/2691583/bluephlavio'}",True,1498,1,3,1630859017,1587140923,61276309,CC BY-SA 4.0,https://stackoverflow.com/questions/61276309/how-to-shrink-large-python-package-for-aws-lambda-layer,How to shrink large python package for AWS Lambda Layer?,,,,,,,
1320,"['python', 'automation', 'vsphere', 'vcenter', 'pyvmomi']","{'account_id': 9822636, 'reputation': 1, 'user_id': 7276818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8f129faefa6201b3cbed5bbd02a97cb1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Praseemol', 'link': 'https://stackoverflow.com/users/7276818/praseemol'}",False,942,3,0,1630852985,1585775812,60980474,CC BY-SA 4.0,https://stackoverflow.com/questions/60980474/how-to-automate-the-user-creation-in-vcenter-using-python,How to automate the user creation in vcenter using python,,,,,,,
1321,"['python', 'matplotlib', 'updating']","{'account_id': 18130736, 'reputation': 1, 'user_id': 13185867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6b9234216197af3da9b24a29e3702d3c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max', 'link': 'https://stackoverflow.com/users/13185867/max'}",False,131,1,0,1630851708,1585818464,60987910,CC BY-SA 4.0,https://stackoverflow.com/questions/60987910/updating-image-with-matplotlib,Updating Image with Matplotlib,1591530678.0,,,,,,
1322,['python'],"{'account_id': 2491469, 'reputation': 5594, 'user_id': 2585090, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/516c012aa706c22637287cd9287877f1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Complexity', 'link': 'https://stackoverflow.com/users/2585090/complexity'}",True,146,4,1,1630797034,1587617601,61379599,CC BY-SA 4.0,https://stackoverflow.com/questions/61379599/how-to-import-package-in-module,How to import package in module,,61379953.0,,,,,
1323,"['python', 'django']","{'account_id': 18072070, 'reputation': 13, 'user_id': 13136465, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-tRweXj028yE/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nAo_d57CfhWJIZYHHHKnzsE6xnUKA/photo.jpg?sz=256', 'display_name': 'Kupomix', 'link': 'https://stackoverflow.com/users/13136465/kupomix'}",True,2314,2,1,1630744843,1586198626,61066769,CC BY-SA 4.0,https://stackoverflow.com/questions/61066769/smtpsenderrefused-530-b5-7-0-authentication-required,"SMTPSenderRefused (530, b&#39;5.7.0 Authentication Required)",,,,,,,
1324,"['python', 'jira', 'python-jira']","{'account_id': 9860834, 'reputation': 537, 'user_id': 7303913, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://lh4.googleusercontent.com/-zJgh52_OcDA/AAAAAAAAAAI/AAAAAAAAAA0/wylVxhr184o/photo.jpg?sz=256', 'display_name': 'ghostwar 88', 'link': 'https://stackoverflow.com/users/7303913/ghostwar-88'}",True,935,2,1,1630739780,1586217816,61070783,CC BY-SA 4.0,https://stackoverflow.com/questions/61070783/jira-python-project-key,Jira-Python project key,1586218349.0,,,,,,
1325,"['python', 'variables']","{'account_id': 17826824, 'reputation': 61, 'user_id': 12947822, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mAU81k2FKqzmLz69tGh0Ng6sPYEN5coBJVgNH9q=k-s256', 'display_name': 'Cheung Riche', 'link': 'https://stackoverflow.com/users/12947822/cheung-riche'}",True,2019,4,6,1630704936,1588211642,61514638,,https://stackoverflow.com/questions/61514638/what-is-the-difference-between-single-asterisk-and-double-asterisks-before-varia,What is the difference between single asterisk and double asterisks before variable in python?,1630704936.0,,,1588221182.0,Duplicate,,
1326,"['python', 'libreoffice', 'odf', 'opendocument', 'odfpy']","{'account_id': 4602931, 'reputation': 449, 'user_id': 3733164, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3733164', 'link': 'https://stackoverflow.com/users/3733164/user3733164'}",False,672,2,0,1630653809,1585730183,60966702,CC BY-SA 4.0,https://stackoverflow.com/questions/60966702/add-line-in-writer-odt-document-using-odfpy,Add line in Writer (odt) document using odfpy,1585853387.0,,,,,,
1327,"['python', 'xml', 'pandas', 'elementtree']","{'account_id': 13039265, 'reputation': 526, 'user_id': 10468840, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e22a26852aeb6082ee6b6c8ea6d71b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yves', 'link': 'https://stackoverflow.com/users/10468840/yves'}",True,182,1,0,1630626546,1585990023,61025732,CC BY-SA 4.0,https://stackoverflow.com/questions/61025732/extract-values-with-iterparse-and-store-in-a-dataframe,Extract values with iterparse() and store in a dataframe,1585993837.0,61026492.0,,,,,
1328,"['python', 'macos', 'pip', 'pygame']","{'account_id': 18328299, 'reputation': 430, 'user_id': 13347452, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0b03daf1fac3c9821a4c71595ff9967b?s=256&d=identicon&r=PG&f=1', 'display_name': 'SoySoy4444', 'link': 'https://stackoverflow.com/users/13347452/soysoy4444'}",True,3030,5,0,1630622238,1587215790,61289734,CC BY-SA 4.0,https://stackoverflow.com/questions/61289734/install-pygame-with-pip-problems,Install `pygame` with Pip problems,1630622238.0,61312605.0,,,,,
1329,"['python', 'github', 'pygithub']","{'account_id': 1073826, 'reputation': 73, 'user_id': 1072428, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e6428ea82578a763815d01ae14677c4?s=256&d=identicon&r=PG', 'display_name': 'Poseidonius', 'link': 'https://stackoverflow.com/users/1072428/poseidonius'}",False,797,0,2,1630613330,1587839000,61430485,CC BY-SA 4.0,https://stackoverflow.com/questions/61430485/pygithub-receive-all-commits-of-a-specific-branch,pygithub - Receive all commits of a specific branch,,,,,,,
1330,"['python', 'multithreading', 'pyqt', 'pyqt5', 'qthread']","{'account_id': 17969138, 'reputation': 63, 'user_id': 13058357, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db264fead9c3a4f0402270af96fffd38?s=256&d=identicon&r=PG&f=1', 'display_name': 'neiht', 'link': 'https://stackoverflow.com/users/13058357/neiht'}",False,153,2,1,1630588276,1587493092,61350358,CC BY-SA 4.0,https://stackoverflow.com/questions/61350358/pyqt5-qthread-does-not-stop-neither-with-terminate-or-a-flag-variable,PyQt5 QThread does not stop neither with terminate or a flag variable,,,,,,,
1331,"['python', 'flask', 'python-requests', 'jupyter-notebook']","{'account_id': 13681702, 'reputation': 781, 'user_id': 10044560, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0559e3db9422029207ee0d2c342d6266?s=256&d=identicon&r=PG&f=1', 'display_name': 'Karl', 'link': 'https://stackoverflow.com/users/10044560/karl'}",True,421,1,4,1630546511,1588127865,61493298,CC BY-SA 4.0,https://stackoverflow.com/questions/61493298/flask-app-response-not-received-client-side,Flask App Response Not Received Client Side,1588128200.0,,,,,,
1332,"['python', 'parsing', 'compiler-construction', 'abstract-syntax-tree']","{'account_id': 2578672, 'reputation': 1992, 'user_id': 2235817, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/2XDLo.jpg?s=256&g=1', 'display_name': 'Nomiluks', 'link': 'https://stackoverflow.com/users/2235817/nomiluks'}",False,569,1,3,1630542200,1586631108,61162054,CC BY-SA 4.0,https://stackoverflow.com/questions/61162054/converting-string-typed-abstract-syntax-treeast-to-python-code,Converting string typed Abstract Syntax Tree(AST) to Python Code?,,,,,,,
1333,"['python', 'tensorflow', 'tensorflow2.0', 'tensorflow-datasets']","{'account_id': 6802463, 'reputation': 1924, 'user_id': 5235369, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/E3eBI.jpg?s=256&g=1', 'display_name': 'Florentin Hennecker', 'link': 'https://stackoverflow.com/users/5235369/florentin-hennecker'}",True,3111,2,8,1630509118,1587572650,61370108,CC BY-SA 4.0,https://stackoverflow.com/questions/61370108/tf-data-parallelize-loading-step,tf.data: Parallelize loading step,1588176554.0,69016419.0,,,,,
1334,"['python', 'docker', 'flask', 'redis', 'docker-compose']","{'account_id': 440464, 'reputation': 2691, 'user_id': 830037, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/c570ba170395e39c721461e95553fc96?s=256&d=identicon&r=PG', 'display_name': 'faizanjehangir', 'link': 'https://stackoverflow.com/users/830037/faizanjehangir'}",False,541,0,1,1630485250,1587569666,61369075,CC BY-SA 4.0,https://stackoverflow.com/questions/61369075/redis-queue-worker-module-not-found,Redis queue worker module not found,1587570216.0,,,,,,
1335,"['python', 'macos', 'tkinter']","{'account_id': 18346449, 'reputation': 61, 'user_id': 13361555, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d860ea63034f7e7fc87eb0d83d35a1e5?s=256&d=identicon&r=PG&f=1', 'display_name': 'PanFousek', 'link': 'https://stackoverflow.com/users/13361555/panfousek'}",True,10325,2,6,1630417412,1587381509,61321211,CC BY-SA 4.0,https://stackoverflow.com/questions/61321211/running-tkinter-on-mac,Running Tkinter on Mac,1630417412.0,,,,,,
1336,"['python', 'python-3.x', 'beautifulsoup']","{'account_id': 17885049, 'reputation': 103, 'user_id': 12992951, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/430ca8d5ddc16bb819304517d8130afa?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/12992951/daniel'}",True,1466,3,3,1630404997,1586190355,61064420,CC BY-SA 4.0,https://stackoverflow.com/questions/61064420/how-to-print-the-number-of-google-search-results-beautifulsoup,How to print the number of google search results (Beautifulsoup),,61065784.0,,,,,
1337,"['python', 'pyspark', 'apache-spark-sql', 'nested', 'drop']","{'account_id': 6474409, 'reputation': 189, 'user_id': 5013467, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/BnNug.jpg?s=256&g=1', 'display_name': 'Rajiv Krishnakumar', 'link': 'https://stackoverflow.com/users/5013467/rajiv-krishnakumar'}",True,2023,2,3,1630400467,1588199585,61512873,CC BY-SA 4.0,https://stackoverflow.com/questions/61512873/removing-columns-in-a-nested-struct-in-a-spark-dataframe-using-pyspark-details,Removing columns in a nested struct in a spark dataframe using PySpark (details in text),1588199947.0,61513093.0,,,,,
1338,"['python', 'web-scraping', 'beautifulsoup']","{'account_id': 12340735, 'reputation': 3, 'user_id': 11387561, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fb7e90e410113b716e0effba7a1df758?s=256&d=identicon&r=PG&f=1', 'display_name': 'Yash Pandey', 'link': 'https://stackoverflow.com/users/11387561/yash-pandey'}",True,185,4,0,1630389952,1586696311,61171857,CC BY-SA 4.0,https://stackoverflow.com/questions/61171857/trying-to-extract-genre-of-movie-using-beautiful-soup,Trying to extract genre of movie using Beautiful Soup,1613125994.0,61174903.0,,,,,
1339,"['python', 'beautifulsoup']","{'account_id': 15608298, 'reputation': 449, 'user_id': 11260440, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10217721888176090/picture?type=large', 'display_name': 'Felipe Dourado', 'link': 'https://stackoverflow.com/users/11260440/felipe-dourado'}",True,247,3,1,1630388025,1586744420,61180676,CC BY-SA 4.0,https://stackoverflow.com/questions/61180676/cant-find-the-results-of-a-google-search-with-bs4-python,Can&#39;t find the results of a Google Search with BS4 - Python,,61181004.0,,,,,
1340,['python'],"{'account_id': 16804247, 'reputation': 21, 'user_id': 12148825, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/92df59197dab1870678f5cfac4fe6bea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Some', 'link': 'https://stackoverflow.com/users/12148825/some'}",True,3183,4,1,1630259341,1587196541,61285913,CC BY-SA 4.0,https://stackoverflow.com/questions/61285913/unspecified-error-and-the-function-is-not-implemented-in-opencv,Unspecified error and the function is not implemented in opencv,1587199489.0,,,,,,
1341,"['python', 'freetds', 'pymssql']","{'account_id': 8567441, 'reputation': 1480, 'user_id': 6419513, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/9e16e8e070a276ad6ee0ca5f2b8d94a2?s=256&d=identicon&r=PG&f=1', 'display_name': 'a.powell', 'link': 'https://stackoverflow.com/users/6419513/a-powell'}",True,2085,2,1,1630090764,1586442472,61123478,CC BY-SA 4.0,https://stackoverflow.com/questions/61123478/error-during-install-of-pymssql-on-mac-freetds,Error during install of `pymssql` on Mac -- FreeTDS,,61147976.0,,,,,
1342,"['python', 'plotly', 'plotly-dash', 'cytoscape']","{'account_id': 14377625, 'reputation': 109, 'user_id': 10385711, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1913462582026240/picture?type=large', 'display_name': 'Juan Carlos Jchr', 'link': 'https://stackoverflow.com/users/10385711/juan-carlos-jchr'}",True,3416,2,1,1630090710,1587574473,61370691,CC BY-SA 4.0,https://stackoverflow.com/questions/61370691/change-individual-node-size-using-dash-cytoscape,Change individual node size using Dash-Cytoscape,1630090710.0,61397083.0,,,,,
1343,"['python', 'plotly', 'plotly-dash', 'quantmod']","{'account_id': 16207846, 'reputation': 23, 'user_id': 11706448, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gG0l81RCRH4/AAAAAAAAAAI/AAAAAAAAAJw/fJ9rKXoerRc/photo.jpg?sz=256', 'display_name': 'Arun Lama', 'link': 'https://stackoverflow.com/users/11706448/arun-lama'}",False,1036,1,0,1630090648,1586818472,61198084,CC BY-SA 4.0,https://stackoverflow.com/questions/61198084/how-to-plot-candlestick-chart-and-indicators-using-quantmod,How to Plot Candlestick chart and indicators Using quantmod?,1630090648.0,,,,,,
1344,"['python', 'for-loop']","{'account_id': 15614151, 'reputation': 157, 'user_id': 11264728, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f32b26215a4771dd44b83e39307d0e94?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr.Ulis', 'link': 'https://stackoverflow.com/users/11264728/mr-ulis'}",True,114,2,0,1630079480,1588190880,61510759,CC BY-SA 4.0,https://stackoverflow.com/questions/61510759/why-does-my-loop-not-iterate-the-whole-length,Why does my loop not iterate the whole length?,1588192628.0,61510922.0,,,,,
1345,"['python', 'apache-spark', 'pyspark', 'command-line-interface', 'argparse']","{'account_id': 1229966, 'reputation': 2578, 'user_id': 1194761, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/nfwTn.jpg?s=256&g=1', 'display_name': 'prrao', 'link': 'https://stackoverflow.com/users/1194761/prrao'}",True,2036,1,2,1630075945,1588021486,61468443,CC BY-SA 4.0,https://stackoverflow.com/questions/61468443/pyspark-and-argparse,PySpark and argparse,1588021864.0,61469805.0,,,,,
1346,"['python', 'azure', 'azure-web-app-service']","{'account_id': 5103611, 'reputation': 952, 'user_id': 4092412, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/882e5257675cbf4e65746c5bd3129d01?s=256&d=identicon&r=PG&f=1', 'display_name': 'Motoko', 'link': 'https://stackoverflow.com/users/4092412/motoko'}",True,786,3,1,1630071087,1586308658,61091884,CC BY-SA 4.0,https://stackoverflow.com/questions/61091884/where-is-local-logs-for-python-on-azure-app-service,Where is local logs for Python on Azure App Service?,,61282611.0,,,,,
1347,"['python', 'vim', 'sage', 'jedi', 'jedi-vim']","{'account_id': 148239, 'reputation': 9612, 'user_id': 359866, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/8305a5337ead32f1d78011e26ee0d19b?s=256&d=identicon&r=PG', 'display_name': 'petRUShka', 'link': 'https://stackoverflow.com/users/359866/petrushka'}",False,159,0,2,1630053486,1587066614,61258881,CC BY-SA 4.0,https://stackoverflow.com/questions/61258881/make-jedi-to-load-some-specific-library-from-unusual-place-sagemath-for-example,Make Jedi to load some specific library from unusual place (SageMath for example),1630053486.0,,,,,,
1348,"['python', 'docker', 'docker-compose', 'hyperledger-sawtooth']","{'account_id': 18427850, 'reputation': 11, 'user_id': 13423698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ef8203120f687cf1277503fd6b6cd1b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'george', 'link': 'https://stackoverflow.com/users/13423698/george'}",False,254,1,1,1630051303,1588258643,61526425,CC BY-SA 4.0,https://stackoverflow.com/questions/61526425/hyperledger-sawtooth-docker,Hyperledger Sawtooth + Docker,1588323137.0,,,,,,
1349,"['python', 'pandas', 'dataframe', 'pandas-groupby']","{'account_id': 17500063, 'reputation': 193, 'user_id': 12690527, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-hgIclyEvphc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcL7b17tAEylQ_wgaYdTmfwWDv4VQ/photo.jpg?sz=256', 'display_name': 'Tom&#225;s Carrera de Souza', 'link': 'https://stackoverflow.com/users/12690527/tom%c3%a1s-carrera-de-souza'}",True,12439,3,5,1630020888,1586687395,61170036,CC BY-SA 4.0,https://stackoverflow.com/questions/61170036/error-none-of-index-dtype-object-are-in-the-index,"Error: None of [Index([&#39;...&#39;], dtype=&#39;object&#39;)] are in the [index]",,61170540.0,,,,,
1350,"['python', 'prolog', 'logic-programming']","{'account_id': 10224766, 'reputation': 101, 'user_id': 7547781, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/JwkD2.png?s=256&g=1', 'display_name': 'mnoorfawi', 'link': 'https://stackoverflow.com/users/7547781/mnoorfawi'}",True,8770,5,2,1630007567,1586344249,61099308,CC BY-SA 4.0,https://stackoverflow.com/questions/61099308/logic-programming-in-python,Logic programming in python,1586550709.0,,,,,,
1351,"['python', 'pygame']","{'account_id': 18279184, 'reputation': 173, 'user_id': 13308305, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/78c5ab8893a847c409bb376c150bb159?s=256&d=identicon&r=PG&f=1', 'display_name': 'drcrisp', 'link': 'https://stackoverflow.com/users/13308305/drcrisp'}",False,789,1,6,1629929050,1586847600,61202251,CC BY-SA 4.0,https://stackoverflow.com/questions/61202251/speed-up-ai-obstacle-detection-in-python-pygame,Speed up AI obstacle detection in python pygame,1586850465.0,,,,,,
1352,['python'],"{'account_id': 8020044, 'reputation': 395, 'user_id': 12828475, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54607214317709a66f87809932bb5d7b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Charith', 'link': 'https://stackoverflow.com/users/12828475/charith'}",True,213,3,1,1629910452,1587487918,61348803,CC BY-SA 4.0,https://stackoverflow.com/questions/61348803/how-to-add-multivariable-functions-in-python,How to add multivariable functions in python,1587492285.0,,,,,,
1353,"['python', 'amazon-web-services', 'boto3']","{'account_id': 12625789, 'reputation': 123, 'user_id': 9179498, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/602175b195240c2f6e85fdfab31d90bc?s=256&d=identicon&r=PG', 'display_name': 'Allister Antosik', 'link': 'https://stackoverflow.com/users/9179498/allister-antosik'}",True,1292,3,1,1629854866,1586964754,61232628,CC BY-SA 4.0,https://stackoverflow.com/questions/61232628/aws-using-boto3-to-get-last-x-lambda-run-status,AWS - Using Boto3 to get last x Lambda Run Status,,,,,,,
1354,"['python', 'pypdf2']","{'account_id': 1576886, 'reputation': 59, 'user_id': 1463091, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/068f8b3cf09a99b5380b51d4ed05206d?s=256&d=identicon&r=PG', 'display_name': 'Shrief Nabil', 'link': 'https://stackoverflow.com/users/1463091/shrief-nabil'}",True,5075,1,4,1629834191,1588197380,61512437,CC BY-SA 4.0,https://stackoverflow.com/questions/61512437/unsupportedoperation-cant-do-nonzero-end-relative-seeks-python-pypdf2,UnsupportedOperation: can&#39;t do nonzero end-relative seeks : Python - PyPDF2,,,,,,,
1355,"['python', 'pandas', 'nominatim']","{'account_id': 18433734, 'reputation': 15, 'user_id': 13428189, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/09c528ca253a9586e9bce1038c969554?s=256&d=identicon&r=PG&f=1', 'display_name': 'Learner_001', 'link': 'https://stackoverflow.com/users/13428189/learner-001'}",True,2424,1,0,1629830286,1588106073,61489511,CC BY-SA 4.0,https://stackoverflow.com/questions/61489511/add-latitude-and-longitude-column-to-existing-data-frame,Add latitude and longitude column to existing data frame,,61490341.0,,,,,
1356,"['python', 'tensorflow']","{'account_id': 1218165, 'reputation': 369, 'user_id': 1185358, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://graph.facebook.com/215905254/picture?type=large', 'display_name': 'Jarrod Christman', 'link': 'https://stackoverflow.com/users/1185358/jarrod-christman'}",True,1666,2,4,1629810755,1585751980,60973491,CC BY-SA 4.0,https://stackoverflow.com/questions/60973491/tensorflow-multi-gpu-nccl,Tensorflow Multi-GPU - NCCL,,63461045.0,,,,,
1357,"['python', 'spyder']","{'account_id': 17068765, 'reputation': 61, 'user_id': 12350133, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2832038923496827/picture?type=large', 'display_name': 'Musab Ahmad', 'link': 'https://stackoverflow.com/users/12350133/musab-ahmad'}",True,20863,3,5,1629808190,1585748271,60972166,CC BY-SA 4.0,https://stackoverflow.com/questions/60972166/spyder-console-not-showing-output,Spyder console not showing output,1585751972.0,,,,,,
1358,"['python', 'python-3.x', 'pip']","{'account_id': 2245093, 'reputation': 622, 'user_id': 2180100, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/mAWtY.jpg?s=256&g=1', 'display_name': 'Sidharth Ghoshal', 'link': 'https://stackoverflow.com/users/2180100/sidharth-ghoshal'}",True,347,1,1,1629797371,1587486630,61348376,CC BY-SA 4.0,https://stackoverflow.com/questions/61348376/default-pip-in-python-virtual-environment-is-ancient-how-to-fix-it,"Default PIP in python virtual environment is ancient, how to fix it?",,61360279.0,,,,,
1359,"['python', 'html', 'django', 'templates', 'weasyprint']","{'user_type': 'does_not_exist', 'display_name': 'user8459365'}",True,934,1,-1,1629793327,1586779775,61187583,CC BY-SA 4.0,https://stackoverflow.com/questions/61187583/weasyprint-cant-load-images-when-rendering-html-string,Weasyprint cant load images when rendering html string,,,1629834008.0,,,,
1360,"['python', 'discord.py']","{'account_id': 9822466, 'reputation': 89, 'user_id': 7276704, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/37462b30c42b152e70ffa0db082afb74?s=256&d=identicon&r=PG&f=1', 'display_name': 'LockTheTaskBar', 'link': 'https://stackoverflow.com/users/7276704/lockthetaskbar'}",True,2820,3,1,1629772605,1587561543,61366148,CC BY-SA 4.0,https://stackoverflow.com/questions/61366148/python-discord-py-bot-interval-message-send,Python Discord.py Bot Interval Message Send,,,,,,,
1361,"['python', 'string']","{'account_id': 16866019, 'reputation': 147, 'user_id': 12195705, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c9cf3b0785b82b6ea3c476475308070?s=256&d=identicon&r=PG&f=1', 'display_name': 'user12195705', 'link': 'https://stackoverflow.com/users/12195705/user12195705'}",True,115,1,0,1629769341,1586345080,61099533,,https://stackoverflow.com/questions/61099533/get-groups-of-x-number-of-words-in-text,get groups of &quot;x&quot; number of words in text,,,,1586346411.0,Duplicate,,
1362,"['python', 'mongodb', 'docker', 'gitlab-ci']","{'account_id': 9832377, 'reputation': 115, 'user_id': 7283712, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e3870dacfbc4ac9afa8788a42b54ca3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zahovay', 'link': 'https://stackoverflow.com/users/7283712/zahovay'}",False,1431,1,2,1629764363,1586587853,61153087,CC BY-SA 4.0,https://stackoverflow.com/questions/61153087/mongodb-gitlab-ci-docker-connection-refused,Mongodb gitlab CI docker connection refused,1629764363.0,,,,,,
1363,"['python', 'pandas', 'scikit-learn']","{'account_id': 15940118, 'reputation': 428, 'user_id': 11502118, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/GIHA0.png?s=256&g=1', 'display_name': 'Pelide', 'link': 'https://stackoverflow.com/users/11502118/pelide'}",True,167,2,1,1629741444,1587635807,61384337,CC BY-SA 4.0,https://stackoverflow.com/questions/61384337/how-to-reduce-the-number-of-vector-features,How to reduce the number of vector features?,1587645997.0,61384747.0,,,,,
