,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,accepted_answer_id,protected_date,migrated_from
1428,['python'],"{'account_id': 12019681, 'reputation': 97, 'user_id': 11038974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af51d6ff01ac2684b34e5d1e6be9d98e?s=256&d=identicon&r=PG&f=1', 'display_name': 'John Smith', 'link': 'https://stackoverflow.com/users/11038974/john-smith'}",False,152,,1,-1,1599897667,1560781365,1560781444.0,56633296,https://stackoverflow.com/questions/56633296/retrieve-many-live-stock-quotes-to-one-csv-file-using-python,,Retrieve many live stock quotes to one CSV file using Python,CC BY-SA 4.0,,,
1429,"['python', 'pyspark', 'databricks', 'azure-databricks']","{'account_id': 16181644, 'reputation': 31, 'user_id': 11683017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0a27acbff4a1fc6d6635198f66baf71?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dheeraj Arya', 'link': 'https://stackoverflow.com/users/11683017/dheeraj-arya'}",True,8086,,3,3,1599850276,1561149626,1561154386.0,56710198,https://stackoverflow.com/questions/56710198/how-can-i-resolve-sparkexception-exception-thrown-in-future-get-issue,,How can I resolve &quot;SparkException: Exception thrown in Future.get&quot; issue?,CC BY-SA 4.0,,,
1430,"['python', 'pypi']","{'account_id': 6903568, 'reputation': 157, 'user_id': 10440669, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e904f1ef0914a531523ca520f17844c5?s=256&d=identicon&r=PG', 'display_name': 'HcN', 'link': 'https://stackoverflow.com/users/10440669/hcn'}",False,991,,2,0,1599821366,1560770117,,56630164,https://stackoverflow.com/questions/56630164/500-internal-server-error-when-trying-to-upload-a-package-to-pypi,,&quot;500: Internal server error&quot; when trying to upload a package to PyPI,CC BY-SA 4.0,,,
1431,"['python', 'python-3.x']","{'account_id': 16167860, 'reputation': 67, 'user_id': 11672379, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-oqEYL6Yuz0k/AAAAAAAAAAI/AAAAAAAAA5U/1jCkrlDypro/photo.jpg?sz=256', 'display_name': 'Abdo Sabry', 'link': 'https://stackoverflow.com/users/11672379/abdo-sabry'}",False,407,,1,-2,1599806159,1561469347,1561472646.0,56755227,https://stackoverflow.com/questions/56755227/how-to-make-the-input-accepts-arabic-in-python-3,,how to make the input accepts arabic in python 3,CC BY-SA 4.0,,,
1432,"['python', 'object', 'tensorflow', 'detection']","{'account_id': 15489541, 'reputation': 105, 'user_id': 11174451, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-6-F80gxUPBs/AAAAAAAAAAI/AAAAAAAAEeA/zbQcw0somFY/photo.jpg?sz=256', 'display_name': 'Rachna Pathak', 'link': 'https://stackoverflow.com/users/11174451/rachna-pathak'}",True,1393,,2,1,1599737684,1559823223,,56477391,https://stackoverflow.com/questions/56477391/training-and-validation-accuracy-in-tensorflow-object-detection-api,,Training and Validation Accuracy in Tensorflow Object Detection API,CC BY-SA 4.0,56477844.0,,
1433,"['python', 'django', 'factory-boy']","{'account_id': 447618, 'reputation': 6097, 'user_id': 841339, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0c6d669eb872c414d81490f00a2e626?s=256&d=identicon&r=PG', 'display_name': 'Mauro Baraldi', 'link': 'https://stackoverflow.com/users/841339/mauro-baraldi'}",True,697,,2,1,1599727924,1561670803,,56798656,https://stackoverflow.com/questions/56798656/factory-boy-with-django-manytomany-models,,Factory Boy with Django ManyToMany models,CC BY-SA 4.0,,,
1434,"['python', 'tensorflow', 'keras', 'cudnn']","{'account_id': 7651735, 'reputation': 2001, 'user_id': 5800182, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/166187032829caf350735f4d051c04ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'PabloDK', 'link': 'https://stackoverflow.com/users/5800182/pablodk'}",True,3442,,2,4,1599724462,1560626657,1560696685.0,56613536,https://stackoverflow.com/questions/56613536/keras-tensorflow-cuddn-fails-to-initialize,,"Keras, Tensorflow, CuDDN fails to initialize",CC BY-SA 4.0,56613666.0,,
1435,"['python', 'tensorflow', 'mapping', 'slice']","{'account_id': 10741622, 'reputation': 1870, 'user_id': 7934786, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://lh5.googleusercontent.com/-xmW8iytCR8I/AAAAAAAAAAI/AAAAAAAAAF0/xjP8r2FD6zk/photo.jpg?sz=256', 'display_name': 'sariii', 'link': 'https://stackoverflow.com/users/7934786/sariii'}",True,514,,2,1,1599701337,1561148596,1561150087.0,56710000,https://stackoverflow.com/questions/56710000/bucketize-real-valued-tensor,,Bucketize real valued Tensor,CC BY-SA 4.0,56710157.0,,
1436,"['python', 'tensorflow', 'gradient', 'tensorflow2.0', 'tf.keras']","{'account_id': 2520819, 'reputation': 5923, 'user_id': 2191236, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/2AlZn.jpg?s=256&g=1', 'display_name': 'Vahid Mirjalili', 'link': 'https://stackoverflow.com/users/2191236/vahid-mirjalili'}",True,16221,,4,9,1599657084,1559827071,1559831561.0,56478454,https://stackoverflow.com/questions/56478454/in-tensorflow-2-0-with-eager-execution-how-to-compute-the-gradients-of-a-networ,,"In TensorFlow 2.0 with eager-execution, how to compute the gradients of a network output wrt a specific layer?",CC BY-SA 4.0,,,
1437,"['python', 'python-3.x', 'aws-lambda', 'selenium-chromedriver']","{'account_id': 9450110, 'reputation': 62, 'user_id': 7027323, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2709e2db4e0489b88ac95ba88dcaf974?s=256&d=identicon&r=PG&f=1', 'display_name': 'feyZ1g', 'link': 'https://stackoverflow.com/users/7027323/feyz1g'}",True,1958,,5,1,1599583962,1561063755,1561123555.0,56693684,https://stackoverflow.com/questions/56693684/how-to-add-chromedriver,,How to add chromedriver?,CC BY-SA 4.0,,,
1438,"['python', 'win32com', 'win32gui']","{'account_id': 16126769, 'reputation': 11, 'user_id': 11641358, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2052942315cf18eb5d2c354553b464fb?s=256&d=identicon&r=PG&f=1', 'display_name': 'HCAWN', 'link': 'https://stackoverflow.com/users/11641358/hcawn'}",False,795,,0,1,1599577792,1560435017,1560435340.0,56582417,https://stackoverflow.com/questions/56582417/why-does-accessibleobjectfromwindow-only-work-on-microsoft-office-applications,,Why does AccessibleObjectFromWindow() only work on Microsoft Office applications?,CC BY-SA 4.0,,,
1439,"['python', 'openpyxl']","{'account_id': 15844126, 'reputation': 204, 'user_id': 11431863, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-kRaMd_0aCws/AAAAAAAAAAI/AAAAAAAAAlM/8J3-IvvrkaA/photo.jpg?sz=256', 'display_name': 'Khachatur Sarkisyan', 'link': 'https://stackoverflow.com/users/11431863/khachatur-sarkisyan'}",True,1898,,2,2,1599558140,1559561994,1559577129.0,56426577,https://stackoverflow.com/questions/56426577/undestanding-how-the-append-method-of-worksheet-from-openpyxl-module-works,,Undestanding how the append method of Worksheet from openpyxl module works,CC BY-SA 4.0,56427524.0,,
1440,"['python', 'python-3.x', 'https', 'server', 'gunicorn']","{'account_id': 4223102, 'reputation': 583, 'user_id': 3457384, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3457384', 'link': 'https://stackoverflow.com/users/3457384/user3457384'}",True,785,,1,4,1599509785,1559813440,,56474693,https://stackoverflow.com/questions/56474693/flask-application-being-run-by-gunicorn-gets-hanged-after-some-time,,Flask application being run by gunicorn gets hanged after some time,CC BY-SA 4.0,,,
1441,"['python', 'pandas', 'dataframe']","{'account_id': 15537119, 'reputation': 19, 'user_id': 11209035, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-e10z4V2MpHU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcuuaxtYLRIJHlfcma7u-n7_D_vJw/mo/photo.jpg?sz=256', 'display_name': 'marcos wernicke', 'link': 'https://stackoverflow.com/users/11209035/marcos-wernicke'}",True,48,,1,0,1599394316,1559832157,1599394316.0,56479931,https://stackoverflow.com/questions/56479931/pandas-how-to-count-successive-appearances-in-a-dataframe,,Pandas - How to count successive appearances in a dataframe?,CC BY-SA 4.0,,,
1442,"['python', 'pandas', 'dataframe', 'colors', 'seaborn']","{'account_id': 15670780, 'reputation': 35, 'user_id': 11307363, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/35xOU.jpg?s=256&g=1', 'display_name': 'Miranda', 'link': 'https://stackoverflow.com/users/11307363/miranda'}",True,3110,,2,0,1599340261,1561561191,1599340261.0,56775785,https://stackoverflow.com/questions/56775785/assign-color-using-seaborn-based-on-column-name,,Assign Color Using Seaborn Based on Column Name,CC BY-SA 4.0,56776687.0,,
1443,"['python', 'pandas', 'dataframe', 'multidimensional-array']","{'account_id': 15935940, 'reputation': 161, 'user_id': 11499137, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-lXcAb3gnJEQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3relrFORj_SY5FiKv_YA-bEDAoXRPg/mo/photo.jpg?sz=256', 'display_name': 'PythonRunner', 'link': 'https://stackoverflow.com/users/11499137/pythonrunner'}",True,6429,,3,7,1599316759,1560500372,1599316759.0,56594197,https://stackoverflow.com/questions/56594197/how-to-access-multi-level-index-in-pandas-data-frame,,How to access multi-level index in pandas data frame?,CC BY-SA 4.0,,,
1444,"['python', 'input', 'subprocess', 'output', 'exe']","{'account_id': 12786736, 'reputation': 81, 'user_id': 9252765, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-R2Jw7ol2kOc/AAAAAAAAAAI/AAAAAAAAAY4/EqaMf8JvpvI/photo.jpg?sz=256', 'display_name': 'Oscar Torres', 'link': 'https://stackoverflow.com/users/9252765/oscar-torres'}",True,3261,,2,1,1599294258,1561572509,1561574345.0,56778748,https://stackoverflow.com/questions/56778748/how-to-interact-with-an-exe-file-with-python,,How to interact with an exe file with python,CC BY-SA 4.0,56877199.0,,
1445,"['python', 'string', 'format']","{'account_id': 916578, 'reputation': 754, 'user_id': 949251, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2afa76f5fc3aecaae2c774337670773f?s=256&d=identicon&r=PG', 'display_name': 'Cerno', 'link': 'https://stackoverflow.com/users/949251/cerno'}",True,231,,1,2,1599226378,1560960453,1560963526.0,56671905,https://stackoverflow.com/questions/56671905/string-formatting-optional-section,,String formatting: optional section,CC BY-SA 4.0,,,
1446,"['python', 'turtle-graphics']","{'account_id': 16131070, 'reputation': 90, 'user_id': 11644725, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-USPEDr3PL8s/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rd-Tiut6iOrGDcU0YJVskiB6Aowkw/mo/photo.jpg?sz=256', 'display_name': 'Gabriel Sales', 'link': 'https://stackoverflow.com/users/11644725/gabriel-sales'}",True,2717,,1,5,1599219043,1560471408,1560473200.0,56589976,https://stackoverflow.com/questions/56589976/drawing-this-pattern-using-python-s-turtle-module-some-squares-on-top-of-each-o,,Drawing this pattern using Python’s turtle module. Some squares on top of each other but tilted sort of like a spiral,CC BY-SA 4.0,56590102.0,,
1447,"['python', 'pytest', 'pytest-xdist']","{'account_id': 1849952, 'reputation': 333, 'user_id': 1676685, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/6a487b64c17188d9b5657a171a12a797?s=256&d=identicon&r=PG', 'display_name': 'Bharath Kashyap', 'link': 'https://stackoverflow.com/users/1676685/bharath-kashyap'}",False,342,,1,0,1599161620,1561373756,1599161620.0,56735092,https://stackoverflow.com/questions/56735092/pytest-xdist-plugin-is-running-unconventionally-with-pytest-addoption-hook,,pytest xdist plugin is running unconventionally with pytest_addoption hook,CC BY-SA 4.0,,,
1448,"['python', 'git', 'file', 'commit', 'gitpython']","{'account_id': 10032586, 'reputation': 33, 'user_id': 7468666, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/384936025ec11c2571e429311a28f2cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Domenico Antonio Tropeano', 'link': 'https://stackoverflow.com/users/7468666/domenico-antonio-tropeano'}",True,643,,1,1,1599107047,1560855992,,56647723,https://stackoverflow.com/questions/56647723/how-get-source-code-of-files-in-a-commit-with-gitpython,,How get source code of files in a commit with GitPython?,CC BY-SA 4.0,,,
1449,"['python', 'ros', 'google-colaboratory']","{'account_id': 2544100, 'reputation': 55, 'user_id': 7788664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/234a06dbc3cb6c5c6824488c900f55e6?s=256&d=identicon&r=PG', 'display_name': 'Lew Leibowitz', 'link': 'https://stackoverflow.com/users/7788664/lew-leibowitz'}",False,954,,2,1,1599045923,1561765161,,56814080,https://stackoverflow.com/questions/56814080/why-cant-i-import-python-rosbag-in-google-colab,,Why can&#39;t I import python-rosbag in Google Colab?,CC BY-SA 4.0,,,
1450,"['python', 'python-3.x', 'python-2.7', 'pip', 'pygame']","{'account_id': 15034215, 'reputation': 23, 'user_id': 10851191, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26e12020f5bc1b50743e17e8f7113edb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Angelababy2018', 'link': 'https://stackoverflow.com/users/10851191/angelababy2018'}",True,10005,,3,0,1599045095,1561260132,1561285188.0,56720753,https://stackoverflow.com/questions/56720753/how-to-solve-the-pip-install-pygame-issue,,How to solve the &quot;pip install pygame&quot; issue?,CC BY-SA 4.0,56720803.0,,
1451,"['python', 'list']","{'user_type': 'does_not_exist', 'display_name': 'user4924811'}",True,866,,3,0,1598982756,1561681823,1598982756.0,56799732,https://stackoverflow.com/questions/56799732/set-values-and-variables-from-list-of-lists,,Set values and variables from list of lists,CC BY-SA 4.0,,,
1452,"['python', 'arrays', 'numpy']","{'account_id': 16094039, 'reputation': 1891, 'user_id': 11616717, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/12cdbe1b931109671227d3261ffe4cfe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Axois', 'link': 'https://stackoverflow.com/users/11616717/axois'}",True,4002,,1,3,1598911235,1561683571,1598911235.0,56799863,https://stackoverflow.com/questions/56799863/what-is-a-faster-way-to-iterate-through-a-numpy-array-in-python,,What is a faster way to iterate through a numpy array in Python,CC BY-SA 4.0,56802722.0,,
1453,"['python', 'poisson', 'sample-data']","{'account_id': 14601898, 'reputation': 63, 'user_id': 11203446, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10156150974329888/picture?type=large', 'display_name': 'Adri&#225;n Brice&#241;o Aguilar', 'link': 'https://stackoverflow.com/users/11203446/adri%c3%a1n-brice%c3%b1o-aguilar'}",True,572,,2,1,1598875930,1561449759,,56749446,https://stackoverflow.com/questions/56749446/generalizion-3d-possion-disk-sampling,,Generalizion 3d possion disk sampling,CC BY-SA 4.0,,,
1454,"['python', 'google-cloud-platform', 'raspberry-pi3', 'raspbian-stretch']","{'account_id': 16149735, 'reputation': 179, 'user_id': 11658483, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-E9Ki9Qe757M/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfqbdJ2GeszX4kXFtKAVP6dXWWueg/mo/photo.jpg?sz=256', 'display_name': 'saikumar', 'link': 'https://stackoverflow.com/users/11658483/saikumar'}",True,15578,,1,8,1598868399,1560768671,1560768705.0,56629793,https://stackoverflow.com/questions/56629793/importerror-lib-arm-linux-gnueabihf-libc-so-6-version-glibc-2-28-not-found,,ImportError: /lib/arm-linux-gnueabihf/libc.so.6: version `GLIBC_2.28&#39; not found,CC BY-SA 4.0,,,
1455,"['python', 'logging', 'database-connection', 'snowflake-cloud-data-platform']","{'account_id': 6087357, 'reputation': 1299, 'user_id': 4750852, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://www.gravatar.com/avatar/cb509bee975f86d8bab69bc63429c986?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vinay', 'link': 'https://stackoverflow.com/users/4750852/vinay'}",True,3675,,3,13,1598833271,1560165287,,56525319,https://stackoverflow.com/questions/56525319/turning-off-snowflake-db-logging-while-still-keeping-log-level-as-debug,,Turning off Snowflake DB logging while still keeping log level as DEBUG,CC BY-SA 4.0,,,
1456,"['python', 'pip', 'virtualenv']","{'account_id': 2988550, 'reputation': 988, 'user_id': 6259805, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db8b6e67f7908f0be5044af3c548dcb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'hardik24', 'link': 'https://stackoverflow.com/users/6259805/hardik24'}",True,11568,,2,6,1598811392,1561143208,,56708993,https://stackoverflow.com/questions/56708993/pip-installing-packages-in-global-environment-instead-of-virtualenv-on-windows,,Pip installing packages in global environment instead of virtualenv on Windows,CC BY-SA 4.0,,,
1457,"['python', 'matplotlib', 'smoothing']","{'account_id': 14353680, 'reputation': 499, 'user_id': 11210476, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f5f9d903571563a59d838fbbf577dc4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alex', 'link': 'https://stackoverflow.com/users/11210476/alex'}",True,579,,2,0,1598795618,1561189509,1598795618.0,56713620,https://stackoverflow.com/questions/56713620/how-to-make-a-noisey-signal-look-smooth-in-matplotlib,,How to make a noisey signal look smooth in matplotlib?,CC BY-SA 4.0,,,
1458,"['python', 'tensorflow', 'keras', 'tensorflow2.0']","{'account_id': 15285404, 'reputation': 123, 'user_id': 11028575, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73ce1c0d59ad2fee0e69773e78db3d8e?s=256&d=identicon&r=PG&f=1', 'display_name': 'rsm', 'link': 'https://stackoverflow.com/users/11028575/rsm'}",False,461,,1,5,1598628197,1560950555,1561320986.0,56668702,https://stackoverflow.com/questions/56668702/keras-and-autograph,,Keras and AutoGraph,CC BY-SA 4.0,,,
1459,"['python', 'google-cloud-platform', 'google-cloud-dataflow', 'apache-beam']","{'account_id': 11245490, 'reputation': 1615, 'user_id': 8248386, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Lv4BG.png?s=256&g=1', 'display_name': 'Rim', 'link': 'https://stackoverflow.com/users/8248386/rim'}",True,4855,,2,1,1598627332,1559654147,,56444716,https://stackoverflow.com/questions/56444716/how-to-read-and-manipulate-a-json-file-with-apache-beam-in-python,,How to read and manipulate a Json file with Apache beam in Python,CC BY-SA 4.0,56446076.0,,
1460,"['python', 'django', 'postgresql']","{'account_id': 10470567, 'reputation': 123, 'user_id': 7718547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0fc08dc21e71a29f4557618193b6f078?s=256&d=identicon&r=PG&f=1', 'display_name': 'runner05', 'link': 'https://stackoverflow.com/users/7718547/runner05'}",False,276,,1,0,1598579933,1560270760,1560378971.0,56548140,https://stackoverflow.com/questions/56548140/password-authentication-failed-when-trying-to-run-django-application-on-server,,Password authentication failed when trying to run django application on server,CC BY-SA 4.0,,,
1461,"['javascript', 'python', 'flask']","{'account_id': 1951095, 'reputation': 2021, 'user_id': 1755155, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/db3138f886c63075fdfc1efcf171fc39?s=256&d=identicon&r=PG', 'display_name': 'upendra', 'link': 'https://stackoverflow.com/users/1755155/upendra'}",True,8110,1598549863.0,1,1,1598549872,1560650045,,56615503,https://stackoverflow.com/questions/56615503/response-error-in-flask-when-returning-dictionary-object,Duplicate,Response error in flask when returning dictionary object,,56615689.0,,
1462,"['python', 'function', 'class', 'object']","{'account_id': 16180061, 'reputation': 59, 'user_id': 11681853, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d40bf00692eea4083c2965fa5d66cd66?s=256&d=identicon&r=PG&f=1', 'display_name': 'jsl5703', 'link': 'https://stackoverflow.com/users/11681853/jsl5703'}",True,1443,,3,1,1598509691,1561137548,1561140042.0,56707932,https://stackoverflow.com/questions/56707932/python-assignment-problem-about-voter-turnout-class-and-object-and-function,,Python Assignment problem about voter turnout: class and object and function,CC BY-SA 4.0,,,
1463,"['python', 'ibm-watson']","{'account_id': 16187180, 'reputation': 5, 'user_id': 11686930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94b5b42b70de01f9d7a38bbcb14154c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'AdamHutch', 'link': 'https://stackoverflow.com/users/11686930/adamhutch'}",True,2207,,2,0,1598466534,1561261506,1561339147.0,56720834,https://stackoverflow.com/questions/56720834/nosuchkey-error-when-using-s3-putobject-on-ibm-cloud-storage,,NoSuchKey error when using S3 .putobject on IBM Cloud Storage,CC BY-SA 4.0,56745796.0,,
1464,"['python', 'arrays', 'numpy']","{'account_id': 16115198, 'reputation': 23, 'user_id': 11632518, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f51bab8ff2eab4f91fb2c3896f517c01?s=256&d=identicon&r=PG&f=1', 'display_name': 'uwajgief', 'link': 'https://stackoverflow.com/users/11632518/uwajgief'}",True,5107,,4,1,1598465726,1560274541,1560274938.0,56549024,https://stackoverflow.com/questions/56549024/get-anti-diagonal-of-a-numpy-array,,Get anti-diagonal of a Numpy array,CC BY-SA 4.0,56549210.0,,
1465,"['python', 'python-requests']","{'account_id': 16117292, 'reputation': 43, 'user_id': 11634053, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/780d05f80c359e9545537037182e2e52?s=256&d=identicon&r=PG&f=1', 'display_name': 'tejas', 'link': 'https://stackoverflow.com/users/11634053/tejas'}",True,700,,2,4,1598451018,1560302371,1560548407.0,56553467,https://stackoverflow.com/questions/56553467/how-to-get-webpage-window-data-with-python,,how to get webpage window data with python?,CC BY-SA 4.0,,,
1466,"['python', 'python-3.x', 'string', 'object', 'immutability']","{'account_id': 13507104, 'reputation': 53, 'user_id': 11625453, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-_1cHUF-F9_k/AAAAAAAAAAI/AAAAAAAAAYE/e_YlUATaoVE/photo.jpg?sz=256', 'display_name': 'Akash Dubey', 'link': 'https://stackoverflow.com/users/11625453/akash-dubey'}",True,169,,1,-1,1598384845,1561024747,1598384845.0,56683477,https://stackoverflow.com/questions/56683477/how-can-re-sub-mutate-immutable-python-strings,,How can re.sub() mutate immutable Python strings?,CC BY-SA 4.0,56683636.0,,
1467,"['python', 'python-3.x', 'psycopg2', 'pipenv']","{'account_id': 4657005, 'reputation': 1730, 'user_id': 3772347, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/PXajO.jpg?s=256&g=1', 'display_name': 'AdjunctProfessorFalcon', 'link': 'https://stackoverflow.com/users/3772347/adjunctprofessorfalcon'}",True,4863,,4,4,1598279447,1561658223,,56796426,https://stackoverflow.com/questions/56796426/pipenv-consistently-failing-to-install-pyscopg2,,pipenv consistently failing to install pyscopg2,CC BY-SA 4.0,57044429.0,,
1468,"['python', 'azure', 'cmd', 'visual-studio-code', 'azure-function-app']","{'account_id': 16075838, 'reputation': 532, 'user_id': 11625533, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb1436dbdfe05c8c049cc876be3f4f99?s=256&d=identicon&r=PG&f=1', 'display_name': 'grand2019', 'link': 'https://stackoverflow.com/users/11625533/grand2019'}",True,27362,1597912948.0,2,21,1598265544,1560168400,1560326529.0,56526088,https://stackoverflow.com/questions/56526088/func-is-not-recognized-as-an-internal-or-external-command-operable-program-or,Duplicate,"&#39;func&#39; is not recognized as an internal or external command, operable program or batch file",,,,
1469,"['python', 'list']","{'account_id': 13928733, 'reputation': 41, 'user_id': 10057367, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/mJ4gW.jpg?s=256&g=1', 'display_name': 'segfault', 'link': 'https://stackoverflow.com/users/10057367/segfault'}",False,433,,2,0,1598231650,1561716487,,56804967,https://stackoverflow.com/questions/56804967/how-to-find-increasing-subsequence-of-a-list-using-recursion,,How to find increasing subsequence of a list using recursion?,CC BY-SA 4.0,,,
1470,"['python', 'tensorflow', 'tensorflow-datasets', 'tensorflow2.0']","{'account_id': 5475833, 'reputation': 848, 'user_id': 4353874, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Husd5.jpg?s=256&g=1', 'display_name': 'digitake', 'link': 'https://stackoverflow.com/users/4353874/digitake'}",True,570,,2,2,1598156528,1559562919,,56426839,https://stackoverflow.com/questions/56426839/why-does-tf-data-dataset-map-run-only-once,,Why does `tf.data.Dataset.map` run only once?,CC BY-SA 4.0,56429668.0,,
1471,"['python', 'excel']","{'account_id': 363413, 'reputation': 21874, 'user_id': 707145, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/e197f85fef96df3d441412545bb508f7?s=256&d=identicon&r=PG', 'display_name': 'MYaseen208', 'link': 'https://stackoverflow.com/users/707145/myaseen208'}",True,2134,,3,2,1598140559,1560302659,,56553493,https://stackoverflow.com/questions/56553493/converting-all-worksheets-in-an-excel-workbook-to-csv-format,,Converting all worksheets in an Excel workbook to csv format,CC BY-SA 4.0,56553621.0,,
1472,"['python', 'tensorflow', 'deep-learning', 'reinforcement-learning']","{'account_id': 14167195, 'reputation': 33, 'user_id': 10234830, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/54d76b3476c4c312b6bcbc180e4d963a?s=256&d=identicon&r=PG&f=1', 'display_name': 'J. Ali', 'link': 'https://stackoverflow.com/users/10234830/j-ali'}",True,2346,,2,0,1598117283,1561462193,1561464193.0,56753075,https://stackoverflow.com/questions/56753075/why-is-my-model-giving-different-result-each-time-i-train-it,,Why is my model giving different result each time I train it?,CC BY-SA 4.0,,,
1473,"['python', 'python-3.x', 'shared-directory']","{'account_id': 385240, 'reputation': 7632, 'user_id': 742269, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/7jRzE.jpg?s=256&g=1', 'display_name': 'Avi&#243;n', 'link': 'https://stackoverflow.com/users/742269/avi%c3%b3n'}",True,10882,,1,3,1598047716,1560522233,,56600109,https://stackoverflow.com/questions/56600109/accessing-a-windows-shared-folder-from-linux-using-python,,Accessing a windows shared folder from Linux using Python,CC BY-SA 4.0,,,
1474,"['python', 'pandas', 'dataframe']","{'account_id': 4636598, 'reputation': 2043, 'user_id': 3757672, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/miE8t.png?s=256&g=1', 'display_name': 'Markus', 'link': 'https://stackoverflow.com/users/3757672/markus'}",True,272,,1,2,1597944481,1560961340,1561085271.0,56672105,https://stackoverflow.com/questions/56672105/transpose-column-in-a-dataframe-into-a-binary-matrix,,Transpose column in a DataFrame into a binary matrix,CC BY-SA 4.0,56672152.0,,
1475,"['python', 'pandas', 'nlp']","{'account_id': 13098053, 'reputation': 678, 'user_id': 9463364, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c7009956ac49f574b6f35f0792cf8141?s=256&d=identicon&r=PG&f=1', 'display_name': 'acodejdatam', 'link': 'https://stackoverflow.com/users/9463364/acodejdatam'}",True,1775,,3,2,1597932461,1560536300,1560543086.0,56603333,https://stackoverflow.com/questions/56603333/bigram-finder-for-pandas-dataframe,,Bigram Finder for Pandas Dataframe,CC BY-SA 4.0,,,
