,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,locked_date
1104,"['python', 'windows', 'azure', 'visual-studio-code', 'azure-functions']","{'account_id': 17536721, 'reputation': 119, 'user_id': 12719702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6d2d9e5b4f005f74049a2c8bd4d35baf?s=256&d=identicon&r=PG&f=1', 'display_name': 'saifeemustafaq', 'link': 'https://stackoverflow.com/users/12719702/saifeemustafaq'}",True,3560,1,3,1636767426,1589650103,,61840884,CC BY-SA 4.0,https://stackoverflow.com/questions/61840884/error-could-not-find-a-version-that-satisfies-the-requirement-azure-functions,ERROR: Could not find a version that satisfies the requirement azure-functions,,,,,,
1105,"['python', 'pip', 'pypy']","{'account_id': 4051655, 'reputation': 1642, 'user_id': 3330979, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'chrispytoes', 'link': 'https://stackoverflow.com/users/3330979/chrispytoes'}",True,5138,3,4,1636729595,1590671657,1633485847.0,62065661,CC BY-SA 4.0,https://stackoverflow.com/questions/62065661/cant-install-numpy-ms-visual-c-14-1-is-required-but-it-is-installed,Can&#39;t install numpy - MS Visual C++ 14.1 is required. But it is installed,62093531.0,,,,,
1106,"['python', 'automation', 'keyboard', 'clipboard']","{'account_id': 5970053, 'reputation': 497, 'user_id': 4692635, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d34a47c293674af08faf2d35c55a7280?s=256&d=identicon&r=PG&f=1', 'display_name': 'oyster', 'link': 'https://stackoverflow.com/users/4692635/oyster'}",True,1081,1,3,1636726007,1588943253,1615042029.0,61679913,CC BY-SA 4.0,https://stackoverflow.com/questions/61679913/pynput-does-not-send-ctrlc-to-copy-selected-text,pynput does not send ctrl+c to copy selected text,,,,,,
1107,"['python', 'python-3.x', 'state', 'interpreter']","{'account_id': 94736, 'reputation': 44716, 'user_id': 258483, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://www.gravatar.com/avatar/dd4dee2094dcd427aaec8ee329d9cfd6?s=256&d=identicon&r=PG', 'display_name': 'Dims', 'link': 'https://stackoverflow.com/users/258483/dims'}",True,681,2,2,1636701814,1588857190,,61658699,CC BY-SA 4.0,https://stackoverflow.com/questions/61658699/is-it-possible-to-save-entire-interpreter-state-into-the-file,Is it possible to save entire interpreter state into the file?,,,,,,
1108,"['python', 'django', 'django-rest-framework']","{'account_id': 18251286, 'reputation': 123, 'user_id': 13286237, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/84a3da0396b6c6f84ddd6ae8b6e86658?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nik', 'link': 'https://stackoverflow.com/users/13286237/nik'}",True,2587,2,2,1636634080,1589287434,,61752042,CC BY-SA 4.0,https://stackoverflow.com/questions/61752042/exclude-fields-when-nesting-serializer-django-rest-framework,Exclude fields when nesting serializer Django REST Framework,,,,,,
1109,"['python', 'indexing', 'pytorch', 'batch-processing']","{'account_id': 14174559, 'reputation': 43, 'user_id': 10240256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8a820ea123679569d68c8bb798422544?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sascha S.', 'link': 'https://stackoverflow.com/users/10240256/sascha-s'}",True,5629,2,4,1636586443,1588935117,,61677466,CC BY-SA 4.0,https://stackoverflow.com/questions/61677466/pytorch-batch-indexing,Pytorch batch indexing,61682743.0,,,,,
1110,"['python', 'pandas']","{'account_id': 3284851, 'reputation': 147, 'user_id': 2764595, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/dffbdeab5fd1e9d4634fcdabb3a89a04?s=256&d=identicon&r=PG&f=1', 'display_name': 'jim_jones', 'link': 'https://stackoverflow.com/users/2764595/jim-jones'}",True,37,1,1,1636583828,1588342390,1588342714.0,61544134,CC BY-SA 4.0,https://stackoverflow.com/questions/61544134/create-table-by-grouping-mean-values-by-column-and-list-of-one-hot-encoded-colum,"Create table by grouping mean values by column and list of one-hot encoded columns (Python, pandas)",61544249.0,,,,,
1111,"['python', 'pandas', 'scipy', 'geolocation']","{'account_id': 17932123, 'reputation': 119, 'user_id': 13029291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1dff16bd2917a10d5e09b081e273cec8?s=256&d=identicon&r=PG&f=1', 'display_name': 'ZheniaMagic', 'link': 'https://stackoverflow.com/users/13029291/zheniamagic'}",True,90,2,-1,1636583774,1589224353,,61737509,CC BY-SA 4.0,https://stackoverflow.com/questions/61737509/create-a-matrix-with-distances-between-geopoints,Create a matrix with distances between geopoints,61737659.0,,,,,
1112,"['python', 'machine-learning', 'gam', 'pygam']","{'account_id': 16195918, 'reputation': 31, 'user_id': 13604407, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-deUNZY6smMQ/AAAAAAAAAAI/AAAAAAAAHLs/_eyh0AGJUrw/photo.jpg?sz=256', 'display_name': 'April', 'link': 'https://stackoverflow.com/users/13604407/april'}",False,870,1,3,1636564083,1590266687,1590269014.0,61978728,,https://stackoverflow.com/questions/61978728/partial-dependence-got-an-unexpected-keyword-argument-feature-for-a-python-g,partial_dependence() got an unexpected keyword argument &#39;feature&#39; for a python generalized additive model. How do I fix it?,,,,,"{'other_site': {'aliases': ['https://statistics.stackexchange.com', 'https://crossvalidated.com'], 'styling': {'tag_background_color': '#edefed', 'tag_foreground_color': '#5D5D5D', 'link_color': '#0077CC'}, 'related_sites': [{'relation': 'meta', 'api_site_parameter': 'stats.meta', 'site_url': 'https://stats.meta.stackexchange.com', 'name': 'Cross Validated Meta'}, {'relation': 'chat', 'site_url': 'https://chat.stackexchange.com?tab=site&host=stats.stackexchange.com', 'name': 'Chat Stack Exchange'}], 'markdown_extensions': ['MathJax', 'Prettify'], 'launch_date': 1288900046, 'open_beta_date': 1280170800, 'closed_beta_date': 1279566000, 'site_state': 'normal', 'high_resolution_icon_url': 'https://cdn.sstatic.net/Sites/stats/Img/apple-touch-icon@2.png', 'twitter_account': 'StackStats', 'favicon_url': 'https://cdn.sstatic.net/Sites/stats/Img/favicon.ico', 'icon_url': 'https://cdn.sstatic.net/Sites/stats/Img/apple-touch-icon.png', 'audience': 'people interested in statistics, machine learning, data analysis, data mining, and data visualization', 'site_url': 'https://stats.stackexchange.com', 'api_site_parameter': 'stats', 'logo_url': 'https://cdn.sstatic.net/Sites/stats/Img/logo.png', 'name': 'Cross Validated', 'site_type': 'main_site'}, 'on_date': 1590268964, 'question_id': 468152}",
1113,"['python', 'laravel']","{'account_id': 16545366, 'reputation': 11, 'user_id': 11955002, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e6925a85240f95f1843048dc4bc5d54?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zulfiqar Khan', 'link': 'https://stackoverflow.com/users/11955002/zulfiqar-khan'}",True,1258,1,-1,1636563276,1590909617,1590913573.0,62112882,CC BY-SA 4.0,https://stackoverflow.com/questions/62112882/run-python-script-from-a-laravel-application,Run Python script from a Laravel application,,,,,,
1114,"['python', 'python-3.x', 'pip']","{'account_id': 16321253, 'reputation': 39, 'user_id': 11787005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/501ab2b902bafbbf0726f5e9b5655db0?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alok', 'link': 'https://stackoverflow.com/users/11787005/alok'}",True,53,1,-2,1636550330,1590408802,,62002191,CC BY-SA 4.0,https://stackoverflow.com/questions/62002191/pip-not-showing-in-cmd,pip not showing in cmd,62002207.0,,,,,
1115,"['python', 'django', 'e-commerce', 'shopping-cart', 'django-sessions']","{'account_id': 16388890, 'reputation': 11, 'user_id': 11838167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/558b69d59cec80f20c9438d6525980f2?s=256&d=identicon&r=PG&f=1', 'display_name': 'wafa', 'link': 'https://stackoverflow.com/users/11838167/wafa'}",False,1531,1,1,1636539979,1590598990,1590876940.0,62048726,CC BY-SA 4.0,https://stackoverflow.com/questions/62048726/how-can-save-session-of-shopping-cart-data-after-logout-so-the-user-can-find-th,"How can save session of shopping cart data after logout, so the user can find them when login again in Django?",,,,,,
1116,"['python', 'pip', 'ansible']","{'account_id': 221891, 'reputation': 4977, 'user_id': 480118, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/0b19843ed421b29f339ff0371a073582?s=256&d=identicon&r=PG', 'display_name': 'mike01010', 'link': 'https://stackoverflow.com/users/480118/mike01010'}",True,17428,3,13,1636534812,1590833241,,62100869,CC BY-SA 4.0,https://stackoverflow.com/questions/62100869/ansible-error-the-python-2-bindings-for-rpm-are-needed-for-this-module,Ansible error: &quot;The Python 2 bindings for rpm are needed for this module&quot;,65370254.0,,,,,
1117,"['python', 'list']","{'account_id': 17260372, 'reputation': 459, 'user_id': 12498420, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/175b65d9497290df912a300ebee0b62d?s=256&d=identicon&r=PG&f=1', 'display_name': 'sirimiri', 'link': 'https://stackoverflow.com/users/12498420/sirimiri'}",True,111,2,1,1636532162,1588609831,1616258073.0,61597050,CC BY-SA 4.0,https://stackoverflow.com/questions/61597050/convert-list-input-to-string-out,Convert list input to string out,69906542.0,,,,,
1118,"['python', 'sharepoint', 'directory', 'upload', 'directory-structure']","{'account_id': 8821898, 'reputation': 71, 'user_id': 13470675, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4d56bbca4a7e656d00057c416b258616?s=256&d=identicon&r=PG&f=1', 'display_name': 'VMarshall', 'link': 'https://stackoverflow.com/users/13470675/vmarshall'}",True,14003,5,5,1636531138,1588633660,,61603107,CC BY-SA 4.0,https://stackoverflow.com/questions/61603107/upload-a-file-to-a-sharepoint-folder-using-python,Upload a file to a Sharepoint folder using Python,,,,,,
1119,"['python', 'dictionary']","{'account_id': 18262901, 'reputation': 63, 'user_id': 13295310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6958ac382eab08b8dd7deac118946dc3?s=256&d=identicon&r=PG&f=1', 'display_name': 'BintAmun', 'link': 'https://stackoverflow.com/users/13295310/bintamun'}",True,1350,6,1,1636492724,1589723641,,61852921,CC BY-SA 4.0,https://stackoverflow.com/questions/61852921/value-in-python-dictionary-without-value,Value in Python dictionary without value(),,,,,,
1120,"['python', 'c++', 'opencv', 'gradient', 'triangulation']","{'account_id': 2237172, 'reputation': 275, 'user_id': 1973207, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/557d7fa74d7ec23c6726f1c16986b032?s=256&d=identicon&r=PG', 'display_name': 'DuckQueen', 'link': 'https://stackoverflow.com/users/1973207/duckqueen'}",True,1801,3,1,1636491749,1589731854,,61854897,CC BY-SA 4.0,https://stackoverflow.com/questions/61854897/how-to-apply-a-three-point-triangle-gradient-in-opencv,how to apply a three point triangle gradient in opencv?,61862324.0,,,,,
1121,"['python', 'django', 'django-models']","{'account_id': 11678886, 'reputation': 441, 'user_id': 8551360, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a62b1b49d48fc4e440f0820d43967bda?s=256&d=identicon&r=PG&f=1', 'display_name': 'Harshit verma', 'link': 'https://stackoverflow.com/users/8551360/harshit-verma'}",True,844,3,0,1636482585,1590048847,,61930115,CC BY-SA 4.0,https://stackoverflow.com/questions/61930115/onetoone-primary-key-tue-to-foreignkey-in-django,OnetoOne (primary_key=Tue) to ForeignKey in Django,,,,,,
1122,"['python', 'computer-vision', 'object-detection', 'cv2']","{'account_id': 10833456, 'reputation': 149, 'user_id': 7967059, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce06b4c643c841da3a246f650c42a8b2?s=256&d=identicon&r=PG&f=1', 'display_name': 'McCree Feng', 'link': 'https://stackoverflow.com/users/7967059/mccree-feng'}",True,4153,1,1,1636469095,1588521239,,61577406,CC BY-SA 4.0,https://stackoverflow.com/questions/61577406/how-to-calculate-the-iou-of-polygons-in-python,How to calculate the IOU of polygons in python?,,,,,,
1123,"['python', 'pyspark', 'databricks', 'azure-databricks', 'protobuf-python']","{'account_id': 20437, 'reputation': 2059, 'user_id': 48834, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/043e63cc4561045619f4e94ec23e08db?s=256&d=identicon&r=PG', 'display_name': 'Marc Vitalis', 'link': 'https://stackoverflow.com/users/48834/marc-vitalis'}",False,868,0,11,1636466488,1588516866,,61576292,CC BY-SA 4.0,https://stackoverflow.com/questions/61576292/pyspark-and-protobuf-deserialization-udf-problem,PySpark and Protobuf Deserialization UDF Problem,,,,1635697015.0,,
1124,"['python', 'cv2']","{'account_id': 18128871, 'reputation': 643, 'user_id': 13184183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab23b1ba59dfab34db009324f5e06fb2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nourless', 'link': 'https://stackoverflow.com/users/13184183/nourless'}",False,265,1,1,1636461843,1589274981,,61747996,CC BY-SA 4.0,https://stackoverflow.com/questions/61747996/how-can-i-reduce-complexity-of-contour-by-cv2-python,How can I reduce complexity of contour by cv2 python?,,,,,,
1125,"['python', 'python-3.x', 'turtle-graphics', 'python-turtle']","{'account_id': 15226556, 'reputation': 11, 'user_id': 10986983, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-fJPINyA-00w/AAAAAAAAAAI/AAAAAAAAABU/YJtrBfjiMnk/photo.jpg?sz=256', 'display_name': 'Luke Aimson', 'link': 'https://stackoverflow.com/users/10986983/luke-aimson'}",True,624,2,1,1636444334,1590287665,1615361443.0,61980965,CC BY-SA 4.0,https://stackoverflow.com/questions/61980965/4-triangles-of-different-sizes-aligned-in-the-same-way,4 triangles of different sizes aligned in the same way,,,,,,
1126,['python'],"{'account_id': 17679627, 'reputation': 7, 'user_id': 12833908, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/36e7e30b94547bdf1bfbbdc3d56b8e29?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/12833908/sean'}",True,507,4,0,1636335272,1588608439,1588608680.0,61596582,CC BY-SA 4.0,https://stackoverflow.com/questions/61596582/how-do-i-count-up-the-number-of-letter-pairs-in-python,How do I count up the number of letter pairs in python?,,,,,,
1127,['python'],"{'account_id': 13894721, 'reputation': 108, 'user_id': 11451832, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3adaf63765b33d3f2ff98d25a905bf2?s=256&d=identicon&r=PG&f=1', 'display_name': 'chinguetti', 'link': 'https://stackoverflow.com/users/11451832/chinguetti'}",True,1852,1,2,1636272136,1589877412,,61886730,CC BY-SA 4.0,https://stackoverflow.com/questions/61886730/in-python-how-can-i-get-current-users-sid-in-windows,In python how can I get current users SID in Windows?,64297015.0,,,,,
1128,"['python', 'pandas', 'nlp', 'cosine-similarity']","{'user_type': 'does_not_exist', 'display_name': 'user12907213'}",True,178,1,2,1636216804,1590104668,1636216804.0,61945586,CC BY-SA 4.0,https://stackoverflow.com/questions/61945586/how-to-check-term-similarity-within-a-pandas-column-with-similarity-jarowinkler,How to check term similarity within a pandas column with similarity.jarowinkler,61946055.0,,,,,
1129,"['python', 'ms-word', 'python-docx']","{'account_id': 6280761, 'reputation': 367, 'user_id': 5660030, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ceenl.jpg?s=256&g=1', 'display_name': 'Benjamin', 'link': 'https://stackoverflow.com/users/5660030/benjamin'}",True,3498,2,6,1636157302,1589472156,1619307174.0,61801936,CC BY-SA 4.0,https://stackoverflow.com/questions/61801936/set-background-color-shading-on-normal-text-with-python-docx,Set background color (shading) on normal text with python-docx,,,,,,
1130,"['python', 'tensorflow', 'keras']","{'account_id': 629358, 'reputation': 13, 'user_id': 385183, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f5cd0dbeca063eee4870d6e7991eab7?s=256&d=identicon&r=PG', 'display_name': 'amitava Choudhury', 'link': 'https://stackoverflow.com/users/385183/amitava-choudhury'}",False,6966,3,0,1636114436,1589355473,,61768883,CC BY-SA 4.0,https://stackoverflow.com/questions/61768883/modulenotfounderror-no-module-named-tensorflow-python-keras-applications-mobil,ModuleNotFoundError: No module named &#39;tensorflow.python.keras.applications.MobileNetV2&#39;,,,,,,
1131,"['python', 'google-docs', 'google-docs-api']","{'account_id': 5666223, 'reputation': 560, 'user_id': 4482328, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/d87e62ddbdd2d813480a1d711909799e?s=256&d=identicon&r=PG', 'display_name': 'Yngve H&#248;iseth', 'link': 'https://stackoverflow.com/users/4482328/yngve-h%c3%b8iseth'}",True,824,2,3,1636101205,1589797342,,61867418,CC BY-SA 4.0,https://stackoverflow.com/questions/61867418/change-the-font-of-an-entire-document-without-affecting-formatting-using-google,Change the font of an entire document without affecting formatting using Google Docs API,61873702.0,,,,,
1132,"['python', 'gmail-api']","{'account_id': 2212916, 'reputation': 101, 'user_id': 1954255, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b29d26af56d97152aca32ff0372efa7d?s=256&d=identicon&r=PG', 'display_name': 'xilex', 'link': 'https://stackoverflow.com/users/1954255/xilex'}",True,424,1,2,1636100715,1589925106,1636100715.0,61901360,CC BY-SA 4.0,https://stackoverflow.com/questions/61901360/gmail-api-insert-email-with-attachment-does-not-show-attachment-is-present-in-me,Gmail API insert email with attachment does not show attachment is present in message list display,61933495.0,,,,,
1133,"['python', 'google-drive-api', 'pydrive']","{'account_id': 13640728, 'reputation': 45, 'user_id': 9840769, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'hinata', 'link': 'https://stackoverflow.com/users/9840769/hinata'}",True,1162,1,0,1636092612,1590776938,1636092612.0,62092499,CC BY-SA 4.0,https://stackoverflow.com/questions/62092499/how-to-find-the-sub-folder-id-in-google-drive-using-pydrive-in-python,How to find the sub folder id in Google Drive using pydrive in Python?,62127958.0,,,,,
1134,"['python', 'twitter', 'twitter-oauth', 'tweepy', 'twitter-streaming-api']","{'account_id': 11489296, 'reputation': 29, 'user_id': 8420828, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4mH1P.jpg?s=256&g=1', 'display_name': 'NITESH SHINDE', 'link': 'https://stackoverflow.com/users/8420828/nitesh-shinde'}",False,396,1,2,1636090902,1588676192,1616106101.0,61611482,CC BY-SA 4.0,https://stackoverflow.com/questions/61611482/tweepy-returns-same-tweets-when-scraping-data-repeatedly,Tweepy returns same tweets when scraping data repeatedly,,,,,,
1135,"['python', 'static-site', 'pelican']","{'account_id': 4709062, 'reputation': 191, 'user_id': 3810188, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3810188', 'link': 'https://stackoverflow.com/users/3810188/user3810188'}",True,490,2,1,1636068712,1590506077,,62025417,CC BY-SA 4.0,https://stackoverflow.com/questions/62025417/pelican-site-with-tags-and-categories-list,Pelican site with tags and categories list,,,,,,
1136,"['python', 'python-3.x', 'excel', 'automation', 'spreadsheet']","{'account_id': 18250323, 'reputation': 35, 'user_id': 13285452, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gge0lcIdd98aeMsag1Zw6t-JjLnj6bljjOc2RSi=k-s256', 'display_name': 'violette', 'link': 'https://stackoverflow.com/users/13285452/violette'}",False,357,2,0,1636044004,1590596280,1636044004.0,62047863,CC BY-SA 4.0,https://stackoverflow.com/questions/62047863/how-do-i-get-the-value-of-a-specific-column-cell-going-horizontal-in-an-excel,How do I get the value of a specific column / cell going horizontal in an excel using python,,,,,,
1137,"['python', 'scikit-learn']","{'account_id': 17095614, 'reputation': 103, 'user_id': 12370680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1d067bee88bc52f8790266cbe930303d?s=256&d=identicon&r=PG&f=1', 'display_name': 'sylvester', 'link': 'https://stackoverflow.com/users/12370680/sylvester'}",True,1541,1,0,1636031174,1590760027,1636031117.0,62087452,CC BY-SA 4.0,https://stackoverflow.com/questions/62087452/sklearn-confusion-matrix-valueerror-not-enough-values-to-unpack-expected-4-g,"sklearn confusion_matrix: ValueError: not enough values to unpack (expected 4, got 1)",62089014.0,,,,,
1138,"['python', 'julia', 'python-multiprocessing', 'python-multithreading', 'fire-and-forget']","{'account_id': 18055625, 'reputation': 405, 'user_id': 13124175, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c58d9141721382f96e4461d97a5ba0cd?s=256&d=identicon&r=PG', 'display_name': 'Ryan Shaffer', 'link': 'https://stackoverflow.com/users/13124175/ryan-shaffer'}",True,236,1,2,1635965445,1589116533,,61712642,CC BY-SA 4.0,https://stackoverflow.com/questions/61712642/how-to-effectively-use-pyjulia-or-other-non-thread-safe-libraries-in-a-backgroun,How to effectively use PyJulia or other non-thread-safe libraries in a background thread or process?,61712643.0,,,,,
1139,"['python', 'image-processing', 'cmd']","{'account_id': 14110002, 'reputation': 43, 'user_id': 10193106, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-vf_OI2n4wD4/AAAAAAAAAAI/AAAAAAAAC48/8X4cBlsxG1M/photo.jpg?sz=256', 'display_name': 'KUDZAI BOSHA', 'link': 'https://stackoverflow.com/users/10193106/kudzai-bosha'}",True,5512,4,4,1635965440,1588314628,1588474938.0,61537887,CC BY-SA 4.0,https://stackoverflow.com/questions/61537887/to-convert-a-batch-labelme-json-files-to-a-set-of-images-and-labels-using-anacon,To convert a batch Labelme json files to a set of images and labels using anaconda prompt,61583801.0,,,,,
1140,"['python', 'raspberry-pi3', 'tensorflow-lite']","{'account_id': 18591059, 'reputation': 1, 'user_id': 13548274, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiYOlLQr3vkFlbBwSRG8P41ZtTH5F-MUsck5hP6yg=k-s256', 'display_name': 'Talha Ali', 'link': 'https://stackoverflow.com/users/13548274/talha-ali'}",False,359,1,0,1635907375,1589540815,,61817770,CC BY-SA 4.0,https://stackoverflow.com/questions/61817770/raspberry-pi-gpio-pin-issue-in-tflite-object-detection,Raspberry Pi GPIO pin issue in tflite object detection,,,,,,
1141,"['python', 'google-colaboratory', 'gspread', 'google-drive-shared-drive']","{'account_id': 7845473, 'reputation': 65, 'user_id': 5930701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6f034d874173cf460fea61dc820bd80d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Emma', 'link': 'https://stackoverflow.com/users/5930701/emma'}",True,894,2,1,1635877812,1588928131,,61675513,CC BY-SA 4.0,https://stackoverflow.com/questions/61675513/gspread-file-not-found-error-when-creating-a-new-spreadsheet-in-team-drive-and-c,Gspread File not found error when creating a new spreadsheet in Team Drive and Colab,,,,,,
1142,"['python', 'selenium', 'selenium-webdriver', 'selenium-chromedriver']","{'account_id': 18592130, 'reputation': 11, 'user_id': 13549095, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/62f55251830c70e7b94605943bcce572?s=256&d=identicon&r=PG&f=1', 'display_name': 'bezad', 'link': 'https://stackoverflow.com/users/13549095/bezad'}",False,6994,1,1,1635857208,1589548943,,61820322,CC BY-SA 4.0,https://stackoverflow.com/questions/61820322/selenium-common-exceptions-webdriverexception-message-service-chromedriver-une,selenium.common.exceptions.WebDriverException: Message: Service chromedriver unexpectedly exited. Status code was: 1,,,,,,
1143,"['python', 'django', 'server', 'pycharm', 'manage.py']","{'account_id': 15461853, 'reputation': 11, 'user_id': 11154354, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Dw8BFnszcbk/AAAAAAAAAAI/AAAAAAAAFeM/iwZTvwJWtrA/photo.jpg?sz=256', 'display_name': 'HASEEB ASGHAR', 'link': 'https://stackoverflow.com/users/11154354/haseeb-asghar'}",True,1921,2,1,1635820514,1589647743,1589650769.0,61840329,CC BY-SA 4.0,https://stackoverflow.com/questions/61840329/python-manage-py-runserver-not-working-in-pycharm,python manage.py runserver not working in pycharm,,,,,,
1144,"['python', 'tkinter', 'tkinter-canvas']","{'account_id': 18458140, 'reputation': 29, 'user_id': 13446337, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/4eHsb.jpg?s=256&g=1', 'display_name': 'nozzy', 'link': 'https://stackoverflow.com/users/13446337/nozzy'}",True,4555,2,0,1635747205,1588370776,1635747205.0,61551522,CC BY-SA 4.0,https://stackoverflow.com/questions/61551522/how-do-i-get-return-self-funcargs-to-work-in-tkinter-python,How do I get return self.func(*args) to work in Tkinter Python?,61586455.0,,,,,
1145,"['python', 'function', 'printing', 'keyboard-shortcuts', 'shortcut']","{'account_id': 18519347, 'reputation': 11, 'user_id': 13492773, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhxD7RzqjmDx8FvNmeuDUWh6Nyr0pFgx0dMqKYWDg=k-s256', 'display_name': 'Jaaron Muters', 'link': 'https://stackoverflow.com/users/13492773/jaaron-muters'}",False,272,0,1,1635746408,1588872427,1635746408.0,61664002,CC BY-SA 4.0,https://stackoverflow.com/questions/61664002/how-do-i-assign-a-function-key-to-execute-a-string-of-commands,How do I assign a function key to execute a string of commands?,,,,,,
1146,['python'],"{'account_id': 18590346, 'reputation': 19, 'user_id': 13547703, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-RGB_y3GXg0Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckGfcr2TP5vrqVO4EneJmwcoAIqIg/photo.jpg?sz=256', 'display_name': 'ddevelp', 'link': 'https://stackoverflow.com/users/13547703/ddevelp'}",True,308,1,0,1635735717,1589534034,1589534281.0,61815758,CC BY-SA 4.0,https://stackoverflow.com/questions/61815758/how-to-make-string-appear-red-in-python,How to make string appear red in python?,,,,,,
1147,"['python', 'python-3.x', 'pynput']","{'account_id': 17938142, 'reputation': 45, 'user_id': 13034065, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b84833875eed0a63bbf9f46b85fbf577?s=256&d=identicon&r=PG&f=1', 'display_name': 'jjang', 'link': 'https://stackoverflow.com/users/13034065/jjang'}",True,477,1,0,1635676769,1589296503,,61755350,CC BY-SA 4.0,https://stackoverflow.com/questions/61755350/using-pynput-for-key-events-instead-of-tkinter,using pynput for key events instead of tkinter,61781969.0,,,,,
1148,['python'],"{'account_id': 18301233, 'reputation': 7, 'user_id': 13325976, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c1bea70c78ea352d9caaf36e511f354?s=256&d=identicon&r=PG&f=1', 'display_name': 'draeway', 'link': 'https://stackoverflow.com/users/13325976/draeway'}",False,178,2,-1,1635582628,1589865619,1635582628.0,61883766,CC BY-SA 4.0,https://stackoverflow.com/questions/61883766/how-can-i-get-rid-of-the-brackets-and-comma-in-python,How can I get rid of the brackets and comma in Python?,,,,,,
