,tags,owner,is_answered,view_count,protected_date,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,community_owned_date,migrated_from
1458,"['python', 'circular-reference', 'zope.interface']","{'account_id': 56249, 'reputation': 23007, 'user_id': 168465, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/f9a38df7ddf75a46b36c6a6ef5f98381?s=256&d=identicon&r=PG', 'display_name': 'kriss', 'link': 'https://stackoverflow.com/users/168465/kriss'}",True,301,,2,3,1346800685,1330016467,1345741245.0,9417571,CC BY-SA 3.0,https://stackoverflow.com/questions/9417571/defining-circular-references-using-zope-schema,Defining circular references using zope.schema,9422999.0,,,,
1459,"['python', 'mongodb', 'mapreduce', 'disco']","{'account_id': 371991, 'reputation': 265, 'user_id': 720813, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ecf8a012de1197f886bc23d54c64a3f9?s=256&d=identicon&r=PG', 'display_name': 'Andruf', 'link': 'https://stackoverflow.com/users/720813/andruf'}",True,185,,1,1,1346765589,1329881195,,9388692,CC BY-SA 3.0,https://stackoverflow.com/questions/9388692/specifying-output-uri-for-a-disco-mapreduce-job,Specifying output uri for a Disco mapreduce job,9389322.0,,,,
1460,"['python', 'tornado']","{'account_id': 418960, 'reputation': 1520, 'user_id': 795856, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/fd6e8131cf36b23deb1e54a4d297da07?s=256&d=identicon&r=PG', 'display_name': 'imbolc', 'link': 'https://stackoverflow.com/users/795856/imbolc'}",True,350,,1,3,1346687378,1328858851,,9224232,CC BY-SA 3.0,https://stackoverflow.com/questions/9224232/context-processor-for-tornado-framework,context_processor for tornado framework,12250896.0,,,,
1461,"['python', 'string', 'bucket', 'data-partitioning']","{'account_id': 544035, 'reputation': 4880, 'user_id': 608382, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/9a7069d055ca5b4522c4b0180fb8e001?s=256&d=identicon&r=PG', 'display_name': 'vsekhar', 'link': 'https://stackoverflow.com/users/608382/vsekhar'}",True,365,,2,1,1346685239,1329025152,1346685239.0,9246720,CC BY-SA 3.0,https://stackoverflow.com/questions/9246720/grouping-strings-lexicographically-python,Grouping strings lexicographically (python),9574315.0,,,,
1462,"['python', 'import', 'module']","{'account_id': 1234798, 'reputation': 501, 'user_id': 1198611, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/4a0c27dc44b9e3ccf22a26051ff98034?s=256&d=identicon&r=PG', 'display_name': 'ZCJ', 'link': 'https://stackoverflow.com/users/1198611/zcj'}",True,2282,,1,2,1346631748,1329510738,1346631748.0,9334987,CC BY-SA 3.0,https://stackoverflow.com/questions/9334987/purpose-of-skeleton-directory,purpose of skeleton directory,,,,,
1463,"['python', 'mod-wsgi', 'virtualenv', 'flask']","{'account_id': 1134269, 'reputation': 67, 'user_id': 1119676, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ea813f0ef5542517ca68cf6d6fac48e7?s=256&d=identicon&r=PG', 'display_name': 'rbailey', 'link': 'https://stackoverflow.com/users/1119676/rbailey'}",False,2359,,1,5,1346164471,1329508959,1341520013.0,9334624,CC BY-SA 3.0,https://stackoverflow.com/questions/9334624/ubuntu-virtualenv-flask-bottle-and-mod-wsgi-not-working-500-internal-server,"Ubuntu, virtualenv, flask/bottle, and mod_wsgi not working, 500 internal server error",,,,,
1464,"['python', 'django', 'paypal', 'paypal-ipn', 'paypal-adaptive-payments']","{'account_id': 141665, 'reputation': 4693, 'user_id': 348869, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/775783b93b373fc1e9c9f58f2357a644?s=256&d=identicon&r=PG', 'display_name': 'ApPeL', 'link': 'https://stackoverflow.com/users/348869/appel'}",False,638,,1,4,1346151137,1329918639,,9396120,CC BY-SA 3.0,https://stackoverflow.com/questions/9396120/paypal-python-pay-request-clientdetails,PayPal Python Pay request ClientDetails,,,,,
1465,"['python', 'windows', 'shell', 'powershell']","{'account_id': 1235024, 'reputation': 231, 'user_id': 1198785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/898c8679de7310fa6165feff6c27a6f1?s=256&d=identicon&r=PG', 'display_name': 'Erman', 'link': 'https://stackoverflow.com/users/1198785/erman'}",True,264,,2,2,1346111012,1328761003,1328837524.0,9205349,CC BY-SA 3.0,https://stackoverflow.com/questions/9205349/nosetests-closes-before-i-can-read-what-it-says,Nosetests closes before I can read what it says,,,,,
1466,"['python', 'graph', 'pickle']","{'account_id': 304892, 'reputation': 1430, 'user_id': 614684, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/876e6175ef4d23c92485c870d090f037?s=256&d=identicon&r=PG', 'display_name': 'JasonMond', 'link': 'https://stackoverflow.com/users/614684/jasonmond'}",True,2005,,3,7,1345623180,1329935897,,9400908,CC BY-SA 3.0,https://stackoverflow.com/questions/9400908/pickling-a-graph-with-cycles,Pickling a graph with cycles,,,,,
1467,"['python', 'distribution', 'setuptools', 'easy-install']","{'account_id': 66615, 'reputation': 19355, 'user_id': 195347, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/nk1XC.jpg?s=256&g=1', 'display_name': 'BastiBen', 'link': 'https://stackoverflow.com/users/195347/bastiben'}",True,2070,,3,1,1345590341,1330087069,,9430910,CC BY-SA 3.0,https://stackoverflow.com/questions/9430910/setuptools-easy-install-does-not-install-cfg-files-and-locale-directories,setuptools/easy_install does not install *.cfg files and locale directories?,9431803.0,,,,
1468,"['python', 'gps']","{'account_id': 1110618, 'reputation': 877, 'user_id': 1101148, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/bb96ded74f108881057b0f531f341741?s=256&d=identicon&r=PG', 'display_name': 'sma', 'link': 'https://stackoverflow.com/users/1101148/sma'}",True,2162,,2,3,1345569533,1329546172,1345569533.0,9339169,CC BY-SA 3.0,https://stackoverflow.com/questions/9339169/python-library-for-gps-trajectory-pre-processing,Python library for GPS trajectory pre-processing?,,,,,
1469,"['python', 'json', 'twitter', 'csv']","{'account_id': 1267923, 'reputation': 57, 'user_id': 1224809, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f56102fac19bad1b59e5441fb697970?s=256&d=identicon&r=PG', 'display_name': 'wsisaac', 'link': 'https://stackoverflow.com/users/1224809/wsisaac'}",True,4645,,3,0,1345379271,1329881202,1329924038.0,9388693,CC BY-SA 3.0,https://stackoverflow.com/questions/9388693/how-to-convert-json-twitter-data-to-csv-using-python,How to convert JSON (Twitter Data) to CSV using Python,12026470.0,,,,
1470,"['python', 'c', 'python-c-api', 'python-extensions']","{'account_id': 71513, 'reputation': 16442, 'user_id': 206855, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://www.gravatar.com/avatar/f30cb0731e54ce472874ff95289b2288?s=256&d=identicon&r=PG', 'display_name': 'zaharpopov', 'link': 'https://stackoverflow.com/users/206855/zaharpopov'}",True,1549,,2,5,1345368361,1328935155,1345368361.0,9237865,CC BY-SA 3.0,https://stackoverflow.com/questions/9237865/import-and-use-standard-python-module-from-inside-python-c-extension,Import and use standard Python module from inside Python C extension,9242656.0,,,,
1471,"['python', 'image-processing', 'opencv', 'computer-vision']","{'account_id': 42981, 'reputation': 1062, 'user_id': 125433, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/8ba9efc3bde38ac58e0b5d5cc4dacebb?s=256&d=identicon&r=PG', 'display_name': 'kscottz', 'link': 'https://stackoverflow.com/users/125433/kscottz'}",True,7577,,2,6,1345059967,1328284724,,9131552,CC BY-SA 3.0,https://stackoverflow.com/questions/9131552/feature-detection-in-opencv-python-bindings,Feature Detection in OpenCV Python Bindings,9132736.0,,,,
1472,['python'],"{'account_id': 328297, 'reputation': 105008, 'user_id': 651174, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/2e2d79b9350ef4ebf04ac0ad5816a5c3?s=256&d=identicon&r=PG', 'display_name': 'David542', 'link': 'https://stackoverflow.com/users/651174/david542'}",True,1897,,5,6,1344961551,1329421283,,9317954,CC BY-SA 3.0,https://stackoverflow.com/questions/9317954/possible-to-do-a-string-replace-with-a-dictionary,Possible to do a string replace with a dictionary?,9318042.0,,,,
1473,"['python', 'ruby', 'cookies', 'mechanize']","{'account_id': 1002832, 'reputation': 35, 'user_id': 1017304, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/60a97e6a2b6adfc69f765e93b40fb2fb?s=256&d=identicon&r=PG', 'display_name': 'user1017304', 'link': 'https://stackoverflow.com/users/1017304/user1017304'}",False,372,,1,0,1344939481,1329543975,1329555550.0,9338948,CC BY-SA 3.0,https://stackoverflow.com/questions/9338948/ruby-mechanize-not-getting-all-the-cookies-after-logging-into-a-page,Ruby/Mechanize: Not getting all the cookies after logging into a page,,,,,
1474,"['python', 'sql-server', 'html', 'websocket']","{'account_id': 121009, 'reputation': 1468, 'user_id': 313787, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/bccf4a1ced840c7b7fdb53ba885da91e?s=256&d=identicon&r=PG', 'display_name': 'Ethan', 'link': 'https://stackoverflow.com/users/313787/ethan'}",True,2496,,3,2,1344701561,1329750691,,9363363,CC BY-SA 3.0,https://stackoverflow.com/questions/9363363/writing-browser-based-mmo-server-in-python,Writing browser-based MMO server in Python,9363610.0,,,,
1475,"['python', 'excel', 'pywin32']","{'account_id': 271557, 'reputation': 11705, 'user_id': 562154, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/AqzDK.jpg?s=256&g=1', 'display_name': 'Xiao', 'link': 'https://stackoverflow.com/users/562154/xiao'}",True,2344,,2,3,1344452722,1329448825,,9322415,CC BY-SA 3.0,https://stackoverflow.com/questions/9322415/how-to-fill-values-to-one-single-column-efficiently-in-excel-file-using-pywin32,how to fill values to one single column efficiently in excel file using pywin32?,11871405.0,,,,
1476,"['java', 'javascript', 'python', 'erlang', 'couchdb']","{'account_id': 191190, 'reputation': 7706, 'user_id': 431620, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/LrQNh.jpg?s=256&g=1', 'display_name': 'Muzaaya Joshua', 'link': 'https://stackoverflow.com/users/431620/muzaaya-joshua'}",True,3411,,3,7,1344368324,1330336340,1330346918.0,9462995,CC BY-SA 3.0,https://stackoverflow.com/questions/9462995/couchbase-mixed-with-memcached-loss-of-most-couchdb-philosophies-and-functional,"CouchBase mixed with Memcached, loss of most CouchDB philosophies and functionality?",9508840.0,,,,
1477,"['python', 'ocr', 'tesseract']","{'account_id': 1080115, 'reputation': 1595, 'user_id': 1077321, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0bb8114a52e1da869e555695658e4478?s=256&d=identicon&r=PG', 'display_name': 'Giorgio', 'link': 'https://stackoverflow.com/users/1077321/giorgio'}",True,10661,,1,3,1344367992,1328893832,1495541453.0,9231817,CC BY-SA 3.0,https://stackoverflow.com/questions/9231817/take-a-screenshot-and-use-ocr-on-it,Take a screenshot and use OCR on it,11852818.0,,,,
1478,"['python', 'class', 'object', 'instance']","{'account_id': 938554, 'reputation': 147, 'user_id': 967050, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/57cc7fc78bc4a2355685a63f3b8e3bdd?s=256&d=identicon&r=PG&f=1', 'display_name': 'TechnoCat', 'link': 'https://stackoverflow.com/users/967050/technocat'}",True,56378,,2,7,1344334572,1330356617,1330358913.0,9467604,CC BY-SA 3.0,https://stackoverflow.com/questions/9467604/python-creating-multiple-instances-for-a-single-object-class,Python creating multiple instances for a single object/class,9467833.0,,,,
1479,"['python', 'numpy', 'bpython']","{'account_id': 266047, 'reputation': 30863, 'user_id': 553404, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/XkLRP.png?s=256&g=1', 'display_name': 'YXD', 'link': 'https://stackoverflow.com/users/553404/yxd'}",True,646,,2,5,1344286401,1328184604,,9112071,CC BY-SA 3.0,https://stackoverflow.com/questions/9112071/bpython-configuration-importing-numpy-and-matplotlib-by-default,bpython configuration - importing numpy and matplotlib by default,9112213.0,,,,
1480,"['python', 'virtualenv']","{'account_id': 49554, 'reputation': 16935, 'user_id': 147562, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/53nwl.jpg?s=256&g=1', 'display_name': 'boatcoder', 'link': 'https://stackoverflow.com/users/147562/boatcoder'}",True,592,,2,0,1344057880,1329194200,,9271772,CC BY-SA 3.0,https://stackoverflow.com/questions/9271772/adding-mysqldb-to-sys-path-in-a-virtualenv,Adding MySQLdb to sys.path in a virtualenv,9714006.0,,,,
1481,"['python', 'file-io', 'dictionary', 'numpy', 'scipy']","{'account_id': 58965, 'reputation': 31450, 'user_id': 380038, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/56881de591adf646543e735ff28e77ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Framester', 'link': 'https://stackoverflow.com/users/380038/framester'}",True,1453,,5,4,1344053902,1328899040,1495540080.0,9232944,CC BY-SA 3.0,https://stackoverflow.com/questions/9232944/how-to-save-big-not-huge-dictonaries-in-python,How to save big (not huge) dictonaries in Python?,9233087.0,,,,
1482,"['python', 'matrix', 'numpy', 'scipy', 'mat-file']","{'account_id': 438255, 'reputation': 43, 'user_id': 826415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c94069786fb1046a74b13774e0afbcbc?s=256&d=identicon&r=PG', 'display_name': 'Hephaestus', 'link': 'https://stackoverflow.com/users/826415/hephaestus'}",True,1903,,1,1,1344053734,1330211343,1344053734.0,9448940,CC BY-SA 3.0,https://stackoverflow.com/questions/9448940/creating-a-three-dimensional-matrix-structure-and-writing-in-mat-file-in-python,Creating a Three Dimensional Matrix structure and writing in mat file in Python,9449025.0,,,,
1483,"['python', 'scipy', 'mat-file']","{'account_id': 58965, 'reputation': 31450, 'user_id': 380038, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/56881de591adf646543e735ff28e77ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Framester', 'link': 'https://stackoverflow.com/users/380038/framester'}",True,30707,,2,10,1344053479,1328898067,1344053479.0,9232751,CC BY-SA 3.0,https://stackoverflow.com/questions/9232751/saving-and-loading-python-dict-with-savemat-results-in-error,Saving and loading Python dict with savemat results in error,9233028.0,,,,
1484,"['python', 'hover', 'pyqt', 'pyqt4']","{'account_id': 1267163, 'reputation': 1817, 'user_id': 1224233, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://i.stack.imgur.com/x0qLB.jpg?s=256&g=1', 'display_name': 'Uahmed', 'link': 'https://stackoverflow.com/users/1224233/uahmed'}",True,6845,,3,4,1344026796,1329854487,1329854954.0,9384305,CC BY-SA 3.0,https://stackoverflow.com/questions/9384305/hover-issue-in-pyqt,Hover issue in PyQt,9425039.0,,,,
1485,"['python', 'django', 'unit-testing', 'http-headers']","{'account_id': 289354, 'reputation': 61, 'user_id': 590285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/wFfey.jpg?s=256&g=1', 'display_name': 'Sbrom', 'link': 'https://stackoverflow.com/users/590285/sbrom'}",True,2857,,2,5,1344018159,1328296493,,9134189,CC BY-SA 3.0,https://stackoverflow.com/questions/9134189/django-test-client-how-to-remove-http-headers,Django Test Client: How to remove http headers,,,,,
1486,"['python', 'argparse']","{'account_id': 482217, 'reputation': 1321, 'user_id': 896473, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/a129b2034daa85af70f567f4190514ce?s=256&d=identicon&r=PG', 'display_name': 'Deleted', 'link': 'https://stackoverflow.com/users/896473/deleted'}",True,3722,,4,4,1343921001,1329823334,,9376670,CC BY-SA 3.0,https://stackoverflow.com/questions/9376670/python-argparse-force-a-list-item-to-be-unique,Python argparse: Force a list item to be unique,9377686.0,,,,
1487,"['python', 'animation', 'matplotlib']","{'account_id': 305956, 'reputation': 2141, 'user_id': 616404, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/f44b9ba72f4554a4686ce7e407b29c0f?s=256&d=identicon&r=PG', 'display_name': 'carla', 'link': 'https://stackoverflow.com/users/616404/carla'}",True,8073,,1,6,1343918625,1328800750,1495542198.0,9213554,CC BY-SA 3.0,https://stackoverflow.com/questions/9213554/matplotlib-animation-error-the-system-cannot-find-the-file-specified,matplotlib.animation error - The system cannot find the file specified,9598860.0,,,,
1488,"['python', 'chameleon']","{'account_id': 1229888, 'reputation': 61, 'user_id': 1194698, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b51452f04a67b00665df341ba89c6166?s=256&d=identicon&r=PG', 'display_name': 'janu', 'link': 'https://stackoverflow.com/users/1194698/janu'}",True,47,,1,0,1343490367,1328641043,1343490367.0,9182136,CC BY-SA 3.0,https://stackoverflow.com/questions/9182136/compatible-versions-for-python-and-chameleon,Compatible versions for python and chameleon,,,,,
1489,"['python', 'import', 'canonical-name']","{'account_id': 3057, 'reputation': 229973, 'user_id': 4323, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/qqgFU.png?s=256&g=1', 'display_name': 'John Zwinck', 'link': 'https://stackoverflow.com/users/4323/john-zwinck'}",True,1058,,2,4,1343437924,1330108717,,9436198,CC BY-SA 3.0,https://stackoverflow.com/questions/9436198/python-import-and-change-canonical-names-in-the-current-module,Python: import and change canonical names in the current module,11697409.0,,,,
1490,"['python', 'centos', 'yum', 'centos5']","{'account_id': 1264881, 'reputation': 659, 'user_id': 1222391, 'user_type': 'registered', 'accept_rate': 38, 'profile_image': 'https://www.gravatar.com/avatar/1855fed40e21d76686fda43376ed5334?s=256&d=identicon&r=PG', 'display_name': 'maolingzhi', 'link': 'https://stackoverflow.com/users/1222391/maolingzhi'}",True,34377,,2,11,1343377204,1329988471,,9410021,CC BY-SA 3.0,https://stackoverflow.com/questions/9410021/how-to-install-python-devel-for-2-6-version,how to install python-devel for 2.6 version?,,,,,
1491,"['python', 'mp3', 'id3-tag']","{'account_id': 255024, 'reputation': 11258, 'user_id': 534790, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/UNWBK.jpg?s=256&g=1', 'display_name': 'Ahsan', 'link': 'https://stackoverflow.com/users/534790/ahsan'}",False,1490,,1,0,1343310083,1329985694,1332313411.0,9409438,CC BY-SA 3.0,https://stackoverflow.com/questions/9409438/update-mp3-tags-by-eyed3-in-python,Update mp3 tags by eyeD3 in Python,,,,,
1492,"['python', 'floating-point', 'exponential']","{'account_id': 1150443, 'reputation': 241, 'user_id': 1132289, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/fe58a334b8bb39d0ca78d6acaac2a8a0?s=256&d=identicon&r=PG', 'display_name': 'StefanS', 'link': 'https://stackoverflow.com/users/1132289/stefans'}",True,9649,,1,4,1343307695,1328706124,1343307695.0,9193815,CC BY-SA 3.0,https://stackoverflow.com/questions/9193815/displaying-6-5235375356299998e-07-without-exponential-notation,Displaying 6.5235375356299998e-07 without exponential notation,9193882.0,,,,
1493,"['python', 'string', 'split']","{'account_id': 976815, 'reputation': 4665, 'user_id': 997704, 'user_type': 'registered', 'accept_rate': 36, 'profile_image': 'https://www.gravatar.com/avatar/2f14d93702d3a39060e4202e9b510369?s=256&d=identicon&r=PG', 'display_name': 'username_4567', 'link': 'https://stackoverflow.com/users/997704/username-4567'}",True,6199,,5,6,1343224053,1329763539,1329765083.0,9366650,CC BY-SA 3.0,https://stackoverflow.com/questions/9366650/string-splitting-after-every-other-comma-in-string-in-python,string splitting after every other comma in string in python,9366759.0,,,,
1494,"['python', 'tuples', 'iterable-unpacking']","{'account_id': 4165, 'reputation': 2942, 'user_id': 6173, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/7facd6a5ff245d8c71824fec6e7e73d6?s=256&d=identicon&r=PG', 'display_name': 'technomalogical', 'link': 'https://stackoverflow.com/users/6173/technomalogical'}",True,6291,,7,8,1343223912,1329937145,,9401209,CC BY-SA 3.0,https://stackoverflow.com/questions/9401209/how-to-merge-an-arbitrary-number-of-tuples-in-python,How To Merge an Arbitrary Number of Tuples in Python?,9401283.0,,,,
1495,"['python', 'string', 'sorting']","{'account_id': 1267475, 'reputation': 65, 'user_id': 1224477, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43ae21e606f673395e1683fe15a0f8e3?s=256&d=identicon&r=PG', 'display_name': 'florian', 'link': 'https://stackoverflow.com/users/1224477/florian'}",True,4037,,4,5,1343223829,1329864224,1329867405.0,9386501,CC BY-SA 3.0,https://stackoverflow.com/questions/9386501/sorting-in-python-and-empty-strings,"Sorting in python, and empty strings",9386564.0,,,,
1496,"['python', 'web-hosting', 'webfaction']","{'account_id': 542104, 'reputation': 507, 'user_id': 910849, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/2adda040b99a8a3c464fd6ad8bd293bf?s=256&d=identicon&r=PG', 'display_name': 'Madawar', 'link': 'https://stackoverflow.com/users/910849/madawar'}",True,140,,1,0,1343139500,1329052893,1343139500.0,9249105,CC BY-SA 3.0,https://stackoverflow.com/questions/9249105/using-python-psutil-on-a-shared-webhost,Using python psutil on a shared webhost,9249155.0,,,,
1497,"['python', 'fortran', 'finder', 'halo']","{'account_id': 461780, 'reputation': 12976, 'user_id': 863713, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/79eea8cbc644126249d96a4b820305c2?s=256&d=identicon&r=PG&f=1', 'display_name': 'Brian', 'link': 'https://stackoverflow.com/users/863713/brian'}",True,5946,,3,1,1343131856,1329501410,1329902186.0,9333084,CC BY-SA 3.0,https://stackoverflow.com/questions/9333084/friends-of-friends-algorithm-written-in-python-need-to-be-in-fortran-90-95,Friends-of-friends algorithm written in Python need to be in Fortran 90/95,9392370.0,,,,
1498,"['python', 'operators']","{'account_id': 432050, 'reputation': 950, 'user_id': 816537, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/VIWEc.jpg?s=256&g=1', 'display_name': 'ratsimihah', 'link': 'https://stackoverflow.com/users/816537/ratsimihah'}",True,546,,4,-1,1343112551,1328737309,1495540600.0,9201930,,https://stackoverflow.com/questions/9201930/python-operator,Python operator &quot;&gt;&gt;&quot;,9201976.0,1328737943.0,exact duplicate,,
1499,['python'],"{'account_id': 1258562, 'reputation': 51, 'user_id': 1217487, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d22f58d4df185bc28a6da19a771db681?s=256&d=identicon&r=PG', 'display_name': 'Nick Akst', 'link': 'https://stackoverflow.com/users/1217487/nick-akst'}",True,18401,,5,2,1342987078,1330116446,1330117667.0,9437808,CC BY-SA 3.0,https://stackoverflow.com/questions/9437808/getting-an-integer-input-in-a-range,Getting an Integer Input in a Range,9437855.0,,,,
1500,"['python', 'csv']","{'account_id': 49686, 'reputation': 4886, 'user_id': 539542, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2f5e3493d3fb6af4a236232dac5c86ee?s=256&d=identicon&r=PG', 'display_name': 'Animesh', 'link': 'https://stackoverflow.com/users/539542/animesh'}",True,1081,,1,3,1342986441,1329802514,1342986441.0,9372705,CC BY-SA 3.0,https://stackoverflow.com/questions/9372705/how-to-write-a-list-to-a-csv-file,How to write a list to a csv file?,9372731.0,,,,
1501,"['python', 'mysql']","{'account_id': 152057, 'reputation': 29485, 'user_id': 366309, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/c06614881687ce3bdab86d3b5d1ae0f8?s=256&d=identicon&r=PG', 'display_name': 'Kit', 'link': 'https://stackoverflow.com/users/366309/kit'}",False,978,,1,1,1342717077,1329310547,1329311183.0,9293828,CC BY-SA 3.0,https://stackoverflow.com/questions/9293828/how-do-i-get-started-with-mysql-and-python,How do I get started with MySQL and Python?,,,,,
1502,"['python', 'web.py']","{'account_id': 41275, 'reputation': 90757, 'user_id': 119895, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/dEYOs.jpg?s=256&g=1', 'display_name': 'Macarse', 'link': 'https://stackoverflow.com/users/119895/macarse'}",True,1022,,1,2,1342711366,1328048348,,9087860,CC BY-SA 3.0,https://stackoverflow.com/questions/9087860/web-py-todo-list-example-but-with-database-in-memory,Web.py todo list example but with database in memory,11564032.0,,,,
1503,"['python', 'dictionary', 'facade']","{'account_id': 11261, 'reputation': 47632, 'user_id': 21640, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/492a3c5c13fb44d27229364e0993fa11?s=256&d=identicon&r=PG', 'display_name': 'Marcin', 'link': 'https://stackoverflow.com/users/21640/marcin'}",True,2627,,3,6,1342698640,1329487056,1329488244.0,9329537,CC BY-SA 3.0,https://stackoverflow.com/questions/9329537/python-create-own-dict-view-of-subset-of-dictionary,Python create own dict view of subset of dictionary,,,,,
1504,"['python', 'numpy', 'parallel-processing']","{'account_id': 1270407, 'reputation': 357, 'user_id': 1226846, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xO4FB.jpg?s=256&g=1', 'display_name': 'Wins', 'link': 'https://stackoverflow.com/users/1226846/wins'}",True,1715,,1,1,1342634669,1329945550,,9403191,CC BY-SA 3.0,https://stackoverflow.com/questions/9403191/importing-numpy-in-parallel-python,importing NumPy in Parallel Python,11547593.0,,,,
1505,"['python', 'vb6', 'byref']","{'account_id': 67597, 'reputation': 411, 'user_id': 197738, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/dd75e112154f80b76281e861d92c8cd8?s=256&d=identicon&r=PG', 'display_name': 'tosa', 'link': 'https://stackoverflow.com/users/197738/tosa'}",False,665,,0,5,1342630037,1330133134,1330133441.0,9440281,CC BY-SA 3.0,https://stackoverflow.com/questions/9440281/passing-byref-parameters-to-vb6-com-dll-from-python,passing byref parameters to VB6 COM DLL from Python,,,,,
1506,"['python', 'django', 'unit-testing', 'django-unittest']","{'account_id': 1168136, 'reputation': 654, 'user_id': 1145954, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/309163df0f090ab53f4b63b8a5e4d6cf?s=256&d=identicon&r=PG', 'display_name': 'Memke', 'link': 'https://stackoverflow.com/users/1145954/memke'}",True,1846,,2,3,1342557531,1328097584,1328104487.0,9095398,CC BY-SA 3.0,https://stackoverflow.com/questions/9095398/django-unittest-doesnt-load-fixtures,Django Unittest doesn&#39;t load fixtures,9096143.0,,,,
1507,"['python', 'django', 'sqlalchemy', 'django-piston', 'tastypie']","{'account_id': 1233240, 'reputation': 1634, 'user_id': 1197389, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://www.gravatar.com/avatar/577b7302367183ff8e66fbe0e6f36c36?s=256&d=identicon&r=PG&f=1', 'display_name': 'jho', 'link': 'https://stackoverflow.com/users/1197389/jho'}",True,2138,,2,3,1342454145,1328711669,,9195336,CC BY-SA 3.0,https://stackoverflow.com/questions/9195336/django-sqlalchemy-restful-api-tastypie,Django + SQLAlchemy + RESTful API (tastypie?),,,,,
