,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,accepted_answer_id,protected_date,migrated_from
955,"['python', 'numpy']","{'account_id': 101748, 'reputation': 1638, 'user_id': 273533, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/30bec577bfa212a8df40e58e38fb5fd4?s=256&d=identicon&r=PG', 'display_name': 'eugenn', 'link': 'https://stackoverflow.com/users/273533/eugenn'}",True,1424,4,5,1621274133,1557925866,1557929563.0,56150230,CC BY-SA 4.0,https://stackoverflow.com/questions/56150230/how-to-find-top-left-top-right-bottom-left-right-coordinates-in-2d-mask-where,"How to find top_left, top_right, bottom_left, right coordinates in 2d mask where cell has specified value?",,,56151041.0,,
956,"['python', 'pandas', 'dataframe', 'concatenation']","{'account_id': 11474660, 'reputation': 8653, 'user_id': 8410477, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/dVgCN.jpg?s=256&g=1', 'display_name': 'ah bon', 'link': 'https://stackoverflow.com/users/8410477/ah-bon'}",True,2505,1,1,1621260832,1557285234,,56033013,CC BY-SA 4.0,https://stackoverflow.com/questions/56033013/iterate-through-excel-files-and-sheets-and-concatenate-in-python,Iterate through excel files and sheets and concatenate in Python,,,56033064.0,,
957,"['python', 'django']","{'account_id': 14409668, 'reputation': 73, 'user_id': 10408847, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-jOFk_eAtsq4/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DUwfH7kRbFIpLkh09_h6vXElG7TGQ/mo/photo.jpg?sz=256', 'display_name': 'Zack', 'link': 'https://stackoverflow.com/users/10408847/zack'}",True,556,1,3,1621157916,1556654353,1556683737.0,55927922,CC BY-SA 4.0,https://stackoverflow.com/questions/55927922/django-2-1-7-populate-child-field-with-selected-parent-attributes-in-product-mo,Django 2.1.7: Populate Child field with Selected Parent Attributes in Product Model,,,55962117.0,,
958,"['python', 'python-3.x', 'physics']","{'account_id': 13899219, 'reputation': 566, 'user_id': 10035190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d955229774d265e3b2e11dd20c42832a?s=256&d=identicon&r=PG&f=1', 'display_name': 'zircon', 'link': 'https://stackoverflow.com/users/10035190/zircon'}",True,2171,1,1,1621154983,1558869990,1621154983.0,56313067,CC BY-SA 4.0,https://stackoverflow.com/questions/56313067/how-to-make-orbit-of-a-planet-by-using-python,How to make orbit of a planet by using python,,,56314177.0,,
959,"['python', 'opencv']","{'account_id': 1699959, 'reputation': 395, 'user_id': 1560336, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/FXiXh.png?s=256&g=1', 'display_name': 'Sorin Lascu', 'link': 'https://stackoverflow.com/users/1560336/sorin-lascu'}",False,97,0,0,1621026750,1556754574,1556782946.0,55944042,CC BY-SA 4.0,https://stackoverflow.com/questions/55944042/building-a-connection-graph-off-harris-corner-detector-output,Building a connection graph off Harris corner detector output,,,,,
960,"['python', 'matplotlib']","{'account_id': 1596227, 'reputation': 15884, 'user_id': 1478290, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/09iE4.png?s=256&g=1', 'display_name': 'Cheng', 'link': 'https://stackoverflow.com/users/1478290/cheng'}",True,3027,2,3,1620909703,1559030993,,56337732,CC BY-SA 4.0,https://stackoverflow.com/questions/56337732/how-to-plot-scatter-pie-chart-using-matplotlib,How to plot scatter pie chart using matplotlib,,,56338575.0,,
961,"['python', 'django', 'postgresql', 'psycopg2']","{'account_id': 12558710, 'reputation': 37, 'user_id': 9138096, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03e366ef7ae8b6588d180e7059bf3af3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Masoud Khani', 'link': 'https://stackoverflow.com/users/9138096/masoud-khani'}",True,3662,2,1,1620902330,1558707500,1558714315.0,56294511,CC BY-SA 4.0,https://stackoverflow.com/questions/56294511/python-django-pip-install-psycopg2-error-in-macos,Python( Django ) pip install psycopg2 error in MacOS,,,56294979.0,,
962,"['python', 'scipy', 'image-resizing']","{'account_id': 13616995, 'reputation': 303, 'user_id': 9822653, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'star123', 'link': 'https://stackoverflow.com/users/9822653/star123'}",True,33423,7,12,1620825781,1558541281,1558574308.0,56260998,CC BY-SA 4.0,https://stackoverflow.com/questions/56260998/how-to-fix-cannot-import-name-imresize-error-while-this-function-importing-fr,how to fix &quot;cannot import name &#39;imresize&#39; error while this function importing from scipy.misc?,,,,,
963,"['python', 'html', 'video', 'flask']","{'account_id': 12486326, 'reputation': 73, 'user_id': 9089430, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bec7a2253291c8839d7ac6acb4625b0c?s=256&d=identicon&r=PG&f=1', 'display_name': 'lmoore', 'link': 'https://stackoverflow.com/users/9089430/lmoore'}",True,12984,2,3,1620745620,1556841623,,55961665,CC BY-SA 4.0,https://stackoverflow.com/questions/55961665/flask-wont-play-a-video-in-the-html,Flask wont play a video in the html,,,55963265.0,,
964,"['python', 'prettytable']","{'account_id': 9040794, 'reputation': 103, 'user_id': 6735134, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/6cd74cf840baf9410599dd4ae5037cf8?s=256&d=identicon&r=PG&f=1', 'display_name': 'DeltaKilo', 'link': 'https://stackoverflow.com/users/6735134/deltakilo'}",True,2773,6,1,1620688715,1557926091,1557928747.0,56150310,CC BY-SA 4.0,https://stackoverflow.com/questions/56150310/how-to-create-footer-for-python-prettytable,How to Create Footer for Python PrettyTable,,,,,
965,"['python', 'lxml', 'xliff']","{'account_id': 13140466, 'reputation': 65, 'user_id': 9492208, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b99777970f84acc00d28a75d37ef6416?s=256&d=identicon&r=PG&f=1', 'display_name': 'Denis_HR', 'link': 'https://stackoverflow.com/users/9492208/denis-hr'}",True,2751,2,2,1620678840,1557503113,,56080925,CC BY-SA 4.0,https://stackoverflow.com/questions/56080925/python-parsing-xml-xliff-file-including-headers,Python: Parsing XML (xliff) file including headers,,,,,
966,"['python', 'keras', 'cross-validation']","{'account_id': 13007577, 'reputation': 79, 'user_id': 9401649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bae8d040e8fe1938549263b0dfca95af?s=256&d=identicon&r=PG&f=1', 'display_name': 'Beherit', 'link': 'https://stackoverflow.com/users/9401649/beherit'}",True,6803,1,2,1620652800,1556855747,,55963087,CC BY-SA 4.0,https://stackoverflow.com/questions/55963087/in-keras-imagedatagenerator-is-validation-split-parameter-a-kind-of-k-fold,"In Keras &quot;ImageDataGenerator&quot;, is &quot;validation_split&quot; parameter a kind of K-fold cross validation?",,,,,
967,"['python', 'html', 'django', 'django-templates']","{'account_id': 14995353, 'reputation': 45, 'user_id': 10824912, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47117986b1988277a9e51dc4ddc4c581?s=256&d=identicon&r=PG&f=1', 'display_name': 'O. Davis', 'link': 'https://stackoverflow.com/users/10824912/o-davis'}",True,1523,4,1,1620641799,1558458589,,56243283,CC BY-SA 4.0,https://stackoverflow.com/questions/56243283/how-can-you-display-either-a-video-or-image-file-in-a-django-template-depending,How can you display either a video or image file in a Django Template depending on what type the uploaded file is?,,,,,
968,"['python', 'jupyter']","{'account_id': 9007029, 'reputation': 498, 'user_id': 6713310, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e83ce667c0b8184d43e6b6143c2dade6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Phys', 'link': 'https://stackoverflow.com/users/6713310/phys'}",True,5482,3,1,1620640360,1556914746,1556917122.0,55976592,CC BY-SA 4.0,https://stackoverflow.com/questions/55976592/jupyter-not-sure-if-not-working-or-broken-link,Jupyter - Not sure if not working or broken link,,,55976761.0,,
969,"['python', 'wavelet-transform']","{'account_id': 14959943, 'reputation': 11, 'user_id': 10799960, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b3ff79320e40140d613cf3efe2b666f9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hunar', 'link': 'https://stackoverflow.com/users/10799960/hunar'}",False,439,1,1,1620616541,1557841135,,56131868,CC BY-SA 4.0,https://stackoverflow.com/questions/56131868/how-to-save-ll-lh-hl-of-a-wavelet-transform-as-a-3-channel-image,"how to save LL, LH, HL of a wavelet transform as a 3 channel image?",,,,,
970,"['python', 'pytorch']","{'account_id': 4962749, 'reputation': 22102, 'user_id': 3993270, 'user_type': 'registered', 'accept_rate': 66, 'profile_image': 'https://www.gravatar.com/avatar/1bee661ad7451ff3107ca6954560a06c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Edamame', 'link': 'https://stackoverflow.com/users/3993270/edamame'}",False,1866,1,2,1620472237,1559288175,1559323499.0,56390705,CC BY-SA 4.0,https://stackoverflow.com/questions/56390705/inconsistent-error-of-typeerror-supertype-obj-obj-must-be-an-instance-or,"inconsistent error of : TypeError: super(type, obj): obj must be an instance or subtype of type",,,,,
971,"['python', 'docker', 'sockets', 'kubernetes']","{'account_id': 3006638, 'reputation': 13, 'user_id': 11449870, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/291add9ffd998c0247e4a6dd12350d01?s=256&d=identicon&r=PG', 'display_name': 'mememan', 'link': 'https://stackoverflow.com/users/11449870/mememan'}",True,1395,3,0,1620432541,1556919159,,55977340,CC BY-SA 4.0,https://stackoverflow.com/questions/55977340/what-ip-to-bind-to-python-socket-in-kubernetes,What IP to bind to python socket in Kubernetes?,,,55977494.0,,
972,"['python', 'python-3.x', 'opencv', 'gstreamer', 'python-gstreamer']","{'account_id': 15937026, 'reputation': 137, 'user_id': 11499911, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b0ead9c65c498e027338ddcdf525b43?s=256&d=identicon&r=PG&f=1', 'display_name': 'basel.ai', 'link': 'https://stackoverflow.com/users/11499911/basel-ai'}",True,1298,2,3,1620401402,1557927892,1592644375.0,56150919,CC BY-SA 4.0,https://stackoverflow.com/questions/56150919/gstreamer-is-installed-but-not-built-with-opencv,Gstreamer is installed but not built with OpenCV,,,,,
973,"['python', 'python-3.x', 'pytorch', 'tensor']","{'account_id': 992688, 'reputation': 2635, 'user_id': 1009508, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/9726da1353936e07ab69a35d5f11d4f6?s=256&d=identicon&r=PG', 'display_name': 'MNM', 'link': 'https://stackoverflow.com/users/1009508/mnm'}",True,5149,2,3,1620328383,1559290352,1559535638.0,56391202,CC BY-SA 4.0,https://stackoverflow.com/questions/56391202/pytorch-expected-type-long-but-got-type-int,Pytorch expected type Long but got type int,,,56403996.0,,
974,"['python', 'python-3.x']","{'account_id': 16040747, 'reputation': 127, 'user_id': 11577212, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2ff8f9fe0d28ac7a81745becb70b65c?s=256&d=identicon&r=PG&f=1', 'display_name': 'BigPy', 'link': 'https://stackoverflow.com/users/11577212/bigpy'}",True,19401,3,6,1620327887,1559207156,1559207371.0,56375041,CC BY-SA 4.0,https://stackoverflow.com/questions/56375041/how-to-fix-valueerror-not-enough-values-to-unpack-expected-2-got-1,"How to fix &quot;ValueError: not enough values to unpack (expected 2, got 1)&quot;",,,56375374.0,,
975,"['python', 'django', 'heroku', 'spacy']","{'account_id': 5291248, 'reputation': 253, 'user_id': 8792512, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/afb7ebb6aa7437fc7652c55611188093?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kaptan Singh', 'link': 'https://stackoverflow.com/users/8792512/kaptan-singh'}",True,5656,3,8,1620327295,1557254415,,56028694,CC BY-SA 4.0,https://stackoverflow.com/questions/56028694/heroku-deployment-error-no-matching-distribution-found-for-en-core-web-sm,Heroku Deployment Error: No matching distribution found for en-core-web-sm,,,,,
976,"['python', 'html', 'google-chrome', 'autocomplete', 'autofill']","{'account_id': 16045015, 'reputation': 13, 'user_id': 11580408, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-oKHZFQ1doHk/AAAAAAAAAAI/AAAAAAAAACo/iua_X-78WXI/photo.jpg?sz=256', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/11580408/ryan'}",True,823,2,1,1620325623,1559254316,1559325189.0,56386280,CC BY-SA 4.0,https://stackoverflow.com/questions/56386280/chrome-identifying-field-as-address-for-autofill-incorrectly,Chrome identifying field as &quot;address&quot; for autofill incorrectly,,,56410760.0,,
977,"['python', 'pandas', 'date', 'time-series']","{'account_id': 2918567, 'reputation': 770, 'user_id': 2501295, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/32e3c059d1656c9321426bb638d2ddcd?s=256&d=identicon&r=PG', 'display_name': 'aslan', 'link': 'https://stackoverflow.com/users/2501295/aslan'}",True,1164,1,1,1620227194,1557318281,,56040743,CC BY-SA 4.0,https://stackoverflow.com/questions/56040743/check-if-list-of-dates-is-complete-in-python-using-pandas,Check if list of dates is complete in Python using Pandas,,,,,
978,"['python', 'string', 'dictionary', 'hard-coding']","{'account_id': 8560867, 'reputation': 93, 'user_id': 6606756, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40382e27d11ff0a090555d091b032a12?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dmitry', 'link': 'https://stackoverflow.com/users/6606756/dmitry'}",True,1790,4,2,1620221149,1556996566,,55985878,CC BY-SA 4.0,https://stackoverflow.com/questions/55985878/how-to-avoid-hard-coding-tons-of-dict-key-strings-in-python,How to avoid hard-coding tons of dict key strings in Python,,,,,
979,"['python', 'python-3.x', 'http', 'request']","{'account_id': 2967242, 'reputation': 2493, 'user_id': 2520150, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/baa4475d78f0819bc6a3397226805b10?s=256&d=identicon&r=PG', 'display_name': 'DNac', 'link': 'https://stackoverflow.com/users/2520150/dnac'}",True,11993,2,23,1620219684,1557681337,1557690665.0,56101612,CC BY-SA 4.0,https://stackoverflow.com/questions/56101612/python-requests-http-response-406,Python Requests HTTP Response 406,,,56113127.0,,
980,"['python', 'similarity']","{'account_id': 4209185, 'reputation': 1228, 'user_id': 3447369, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/OIsgu.jpg?s=256&g=1', 'display_name': 'Sandertjuhh', 'link': 'https://stackoverflow.com/users/3447369/sandertjuhh'}",False,90,0,2,1620219194,1557392138,1620219194.0,56055726,CC BY-SA 4.0,https://stackoverflow.com/questions/56055726/which-similarity-measure-should-be-used-when-reporting-accuracy-of-model-that-fi,Which similarity measure should be used when reporting accuracy of model that finds locations in text?,,,,,
981,"['python', 'django', 'django-rest-framework']","{'account_id': 123025, 'reputation': 2053, 'user_id': 317217, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/70b11c005ae96a341a4143979c7d9869?s=256&d=identicon&r=PG', 'display_name': 'datakid', 'link': 'https://stackoverflow.com/users/317217/datakid'}",True,23283,1,23,1620041858,1557380669,1557381204.0,56052906,CC BY-SA 4.0,https://stackoverflow.com/questions/56052906/django-rest-framework-type-object-x-has-no-attribute-get-extra-actions,Django REST framework: type object X has no attribute &#39;get_extra_actions&#39;,,,56053013.0,,
982,"['python', 'keras', 'lstm', 'cross-entropy', 'mean-square-error']","{'account_id': 15885283, 'reputation': 113, 'user_id': 11461835, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-hDOe2p_8kIo/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rc4HRFpr7G5bbQ0AXJ0H6XfsVVEVw/mo/photo.jpg?sz=256', 'display_name': 'Hussain Ali', 'link': 'https://stackoverflow.com/users/11461835/hussain-ali'}",True,9752,4,11,1620018006,1557186247,1578238454.0,56013688,CC BY-SA 4.0,https://stackoverflow.com/questions/56013688/why-not-use-mean-squared-error-for-classification-problems,Why not use mean squared error for classification problems?,,,56045324.0,,
983,"['python', 'opencv']","{'account_id': 4471425, 'reputation': 11, 'user_id': 3637649, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0f17474117eaddf1a67c3963bf5d63e3?s=256&d=identicon&r=PG&f=1', 'display_name': 'fro7en', 'link': 'https://stackoverflow.com/users/3637649/fro7en'}",False,281,0,1,1619992332,1557556967,1557558836.0,56087892,CC BY-SA 4.0,https://stackoverflow.com/questions/56087892/overflowerror-python-int-too-large-to-convert-to-c-long-when-using-cv2-line,OverflowError: Python int too large to convert to C long when using cv2.line(),,,,,
984,"['python', 'python-3.x', 'scikit-learn', 'scipy']","{'account_id': 15661884, 'reputation': 175, 'user_id': 11300658, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2306805182920656/picture?type=large', 'display_name': 'I&#39;mMotivated', 'link': 'https://stackoverflow.com/users/11300658/immotivated'}",True,47602,4,14,1619957508,1558243287,1558243351.0,56204985,CC BY-SA 4.0,https://stackoverflow.com/questions/56204985/how-to-fix-scipy-misc-has-no-attribute-imresize,How to fix &quot;-scipy.misc has no attribute &quot;imresize&quot;&quot;,,,,,
985,"['python', 'pdf']","{'account_id': 15855365, 'reputation': 37, 'user_id': 11439899, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2023101501132782/picture?type=large', 'display_name': 'Victor Medeiros', 'link': 'https://stackoverflow.com/users/11439899/victor-medeiros'}",False,99,1,0,1619796617,1557890704,1619796617.0,56141340,CC BY-SA 4.0,https://stackoverflow.com/questions/56141340/how-can-i-get-data-from-a-online-pdf-file-using-python,How can I get data from a online pdf file using python?,,,,,
986,"['python', 'pandas', 'dataframe']","{'account_id': 15977139, 'reputation': 99, 'user_id': 11529732, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-4NGBuTrcTmc/AAAAAAAAAAI/AAAAAAAAV6s/Eo_uZg4eXuE/photo.jpg?sz=256', 'display_name': 'amanda', 'link': 'https://stackoverflow.com/users/11529732/amanda'}",True,4190,2,3,1619791990,1559085307,1576611614.0,56351170,CC BY-SA 4.0,https://stackoverflow.com/questions/56351170/how-can-i-use-iterrows-to-create-a-new-dataframe,How can I use iterrows() to create a new dataframe?,,,,,
987,"['python', 'python-3.x', 'api', 'openweathermap']","{'account_id': 2909210, 'reputation': 141, 'user_id': 2493856, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7c3f09e44b4d72acb691dbd63916bdcb?s=256&d=identicon&r=PG', 'display_name': 'Yarry T', 'link': 'https://stackoverflow.com/users/2493856/yarry-t'}",False,1686,1,0,1619713865,1559211835,,56376365,CC BY-SA 4.0,https://stackoverflow.com/questions/56376365/key-error-main-when-trying-an-openweathermap-python-api-tutorial,Key Error &#39;Main&#39; when trying an openweathermap python api tutorial,,,,,
988,"['python', 'python-3.x', 'qgis']","{'account_id': 11528222, 'reputation': 836, 'user_id': 8447990, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/UnWcx.jpg?s=256&g=1', 'display_name': 'rmmariano', 'link': 'https://stackoverflow.com/users/8447990/rmmariano'}",True,901,1,1,1619706198,1557168442,1557169219.0,56010764,CC BY-SA 4.0,https://stackoverflow.com/questions/56010764/installation-of-qgis-on-ubuntu-16-qgis-plugin-grass-depends-grass760-but-it,Installation of QGIS on Ubuntu 16: qgis-plugin-grass : Depends: grass760 but it is not installable,,,,,
989,"['python', 'python-3.x']","{'account_id': 15943685, 'reputation': 33, 'user_id': 11504889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/406c59451f72a24207cf10c9a34d718a?s=256&d=identicon&r=PG&f=1', 'display_name': 'ecksdee', 'link': 'https://stackoverflow.com/users/11504889/ecksdee'}",False,277,0,2,1619674896,1557931978,1557935571.0,56152252,CC BY-SA 4.0,https://stackoverflow.com/questions/56152252/how-to-fix-modules-not-being-recognised-after-import-pyrtf,How to fix modules not being recognised after import - PyRTF,,,,,
990,"['python', 'tensorflow', 'machine-learning', 'jupyter-notebook']","{'account_id': 10116247, 'reputation': 89, 'user_id': 7474822, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-T89-OSm3kz4/AAAAAAAAAAI/AAAAAAAABhw/pYj6218rYVM/photo.jpg?sz=256', 'display_name': 'Badri Chorapalli', 'link': 'https://stackoverflow.com/users/7474822/badri-chorapalli'}",False,906,1,0,1619618150,1558721253,1597948215.0,56297644,CC BY-SA 4.0,https://stackoverflow.com/questions/56297644/keras-retinanet-is-not-recognized-as-an-internal-or-external-command-operable,"&#39;keras_retinanet&#39; is not recognized as an internal or external command, operable program or batch file",,,,,
991,"['python', 'import', 'jupyter-notebook', 'amazon-sagemaker']","{'account_id': 12679107, 'reputation': 1833, 'user_id': 9621172, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10155376944239366/picture?type=large', 'display_name': 'Javier Lopez Tomas', 'link': 'https://stackoverflow.com/users/9621172/javier-lopez-tomas'}",True,6475,3,5,1619613925,1558540323,,56260720,CC BY-SA 4.0,https://stackoverflow.com/questions/56260720/import-custom-modules-in-amazon-sagemaker-jupyter-notebook,Import custom modules in Amazon Sagemaker Jupyter notebook,,,56266600.0,,
992,"['python', 'python-3.x', 'http', 'flask']","{'account_id': 15486297, 'reputation': 71, 'user_id': 11243404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9f0818167494b7262deec27cbd20723?s=256&d=identicon&r=PG&f=1', 'display_name': 'Christopher V. Young', 'link': 'https://stackoverflow.com/users/11243404/christopher-v-young'}",True,2062,2,1,1619610393,1557557089,1557558509.0,56087903,CC BY-SA 4.0,https://stackoverflow.com/questions/56087903/how-to-accept-empty-url-route-in-flask,How to accept empty url route in flask?,,,,,
993,"['python', 'matplotlib', 'png', 'data-visualization', 'pie-chart']","{'account_id': 15358763, 'reputation': 1, 'user_id': 11080318, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-_KSPNpssqVk/AAAAAAAAAAI/AAAAAAAAACA/JT6XJlTpp0w/photo.jpg?sz=256', 'display_name': 'Kenny Daniels', 'link': 'https://stackoverflow.com/users/11080318/kenny-daniels'}",True,1191,1,0,1619588988,1556744663,1556758649.0,55942693,,https://stackoverflow.com/questions/55942693/how-do-i-save-the-entire-graph-without-it-being-cut-off,How do I save the entire graph without it being cut off?,1621635654.0,Duplicate,,,
994,"['python', 'tensorflow', 'keras', 'loss']","{'account_id': 12120144, 'reputation': 1117, 'user_id': 8852013, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/lv23u.jpg?s=256&g=1', 'display_name': 'Alexis Drakopoulos', 'link': 'https://stackoverflow.com/users/8852013/alexis-drakopoulos'}",True,1298,1,2,1619557463,1559112501,1619557463.0,56354580,CC BY-SA 4.0,https://stackoverflow.com/questions/56354580/log-keras-metrics-for-each-batch-as-per-keras-example-for-the-loss,Log Keras metrics for each batch as per Keras example for the loss,,,56354630.0,,
995,"['python', 'datetime', 'strptime']","{'account_id': 13904272, 'reputation': 69, 'user_id': 10039085, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6924f9bc7505a5a339858d5b0bc1f24e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jesse', 'link': 'https://stackoverflow.com/users/10039085/jesse'}",True,3824,3,6,1619539199,1559133628,1559165623.0,56360908,CC BY-SA 4.0,https://stackoverflow.com/questions/56360908/how-can-i-use-datetime-strptime-on-a-string-in-the-format-0000-00-00t0000000,How can I use datetime.strptime on a string in the format &#39;0000-00-00T00:00:00+00:00&#39;?,,,56361029.0,,
996,"['python', 'loops', 'tkinter', 'program-entry-point', 'plotly-dash']","{'account_id': 15902763, 'reputation': 11, 'user_id': 11474731, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/979517542238800/picture?type=large', 'display_name': 'TheraMa', 'link': 'https://stackoverflow.com/users/11474731/therama'}",False,792,0,1,1619509007,1557398667,1557399459.0,56057674,CC BY-SA 4.0,https://stackoverflow.com/questions/56057674/python-script-tkinter-and-dash-within-function-external-script-main,Python script - tkinter and dash within function / external script (___main___),,,,,
997,"['python', 'jupyter']","{'account_id': 15925325, 'reputation': 13, 'user_id': 11491065, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9o3mn.jpg?s=256&g=1', 'display_name': 'Batuhan Taştekin', 'link': 'https://stackoverflow.com/users/11491065/batuhan-ta%c5%9ftekin'}",True,50,1,-4,1619494211,1557728976,1557817915.0,56106824,,https://stackoverflow.com/questions/56106824/change-variable-in-text-file-according-to-the-different-table,Change variable in text file according to the different table,1557819115.0,Not suitable for this site,56109354.0,,
998,"['python', 'pip']","{'account_id': 1833467, 'reputation': 7028, 'user_id': 1664315, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/S5cYO.jpg?s=256&g=1', 'display_name': 'Arian', 'link': 'https://stackoverflow.com/users/1664315/arian'}",True,19016,3,16,1619471917,1559237429,,56382958,CC BY-SA 4.0,https://stackoverflow.com/questions/56382958/pip-install-uninstall-recursively-in-non-interactive-mode,pip install &amp; uninstall recursively in non-interactive mode,,,56383102.0,,
999,"['python', 'pyaudio', 'portaudio']","{'account_id': 14136582, 'reputation': 153, 'user_id': 11355567, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-c5P4Fw6913Q/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reNu-3-YKWvtu3yILh3beB86-cO8A/mo/photo.jpg?sz=256', 'display_name': 'The_Third_Eye', 'link': 'https://stackoverflow.com/users/11355567/the-third-eye'}",False,756,1,2,1619435159,1558979666,1619283319.0,56330524,CC BY-SA 4.0,https://stackoverflow.com/questions/56330524/build-and-install-the-portaudio-python-bindings-first,Build and install the PortAudio Python bindings first,,,,,
1000,"['python', 'jar', 'airflow', 'talend', 'airflow-scheduler']","{'account_id': 15459608, 'reputation': 305, 'user_id': 11152598, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-V9HlvvjqkVc/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdDPLV0YlMj3yhdk-nkiXrDayrMWw/mo/photo.jpg?sz=256', 'display_name': 'Yassin Abid', 'link': 'https://stackoverflow.com/users/11152598/yassin-abid'}",False,2015,3,-1,1619427143,1556646340,1557141585.0,55926245,CC BY-SA 4.0,https://stackoverflow.com/questions/55926245/how-to-run-a-talend-jar-job-on-airflow,How to run a Talend .jar job on Airflow?,,,,,
1001,"['python', 'pip', 'rdap']","{'account_id': 4793381, 'reputation': 7601, 'user_id': 3871924, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/w8UeP.png?s=256&g=1', 'display_name': 'agenis', 'link': 'https://stackoverflow.com/users/3871924/agenis'}",True,103,1,0,1619421298,1557236717,1619421298.0,56024070,CC BY-SA 4.0,https://stackoverflow.com/questions/56024070/environmenterror-when-installing-package-rdap-with-pip-on-windows,EnvironmentError when installing package rdap with pip on windows,,,56025327.0,,
