,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,community_owned_date,migrated_from,locked_date
1487,"['c++', 'synchronization', 'primitive', 'concurrent-programming']","{'account_id': 336486, 'reputation': 3161, 'user_id': 664160, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/e0c7dfdfb981d63a230619d0962c4d91?s=256&d=identicon&r=PG', 'display_name': 'kambi', 'link': 'https://stackoverflow.com/users/664160/kambi'}",True,1006,14041318.0,3,3,1360164946,1356509135,14037730,CC BY-SA 3.0,https://stackoverflow.com/questions/14037730/do-i-need-to-synchronize-primitives-in-c,Do I need to synchronize primitives in C++,,,,,,,
1488,"['c++', 'eclipse', 'parsing', 'eclipse-cdt', 'indexer']","{'account_id': 913133, 'reputation': 443, 'user_id': 1077048, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7abc7369f86adce57b522346f61cf7c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'champost', 'link': 'https://stackoverflow.com/users/1077048/champost'}",True,1631,14063111.0,1,0,1360160903,1355357990,13851002,CC BY-SA 3.0,https://stackoverflow.com/questions/13851002/eclipse-juno-cdt-indexer-error-while-parsing-a-makefile-project,Eclipse (Juno) CDT indexer: &quot;Error while parsing...&quot; a Makefile project,,,,,,,
1489,"['c++', 'opengl']","{'account_id': 2116638, 'reputation': 65, 'user_id': 1880785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f94c7670eaea75e5bda4bdcd26b8c0a7?s=256&d=identicon&r=PG', 'display_name': 'Pkerkm', 'link': 'https://stackoverflow.com/users/1880785/pkerkm'}",True,2555,13754988.0,1,3,1360115559,1354754971,13735202,CC BY-SA 3.0,https://stackoverflow.com/questions/13735202/right-way-to-display-an-image-using-c-with-opengl,Right way to display an image using C++ with OpenGL,1360115559.0,,,,,,
1490,"['c++', 'class', 'struct', 'unions']","{'account_id': 2180947, 'reputation': 862, 'user_id': 1930466, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/3df57ec3ef2c5e5f319c3cfe6e4a812a?s=256&d=identicon&r=PG', 'display_name': 'Krozark', 'link': 'https://stackoverflow.com/users/1930466/krozark'}",True,1684,14045011.0,3,2,1360077053,1356547270,14044738,CC BY-SA 3.0,https://stackoverflow.com/questions/14044738/how-to-access-class-member-from-inner-union-in-c,How to access class member from inner union in C++,1360077053.0,,,,,,
1491,"['c++', 'class', 'boost']","{'account_id': 1052875, 'reputation': 8812, 'user_id': 1056328, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/c1da3235261eea77050ca4df85948ac0?s=256&d=identicon&r=PG', 'display_name': 'myWallJSON', 'link': 'https://stackoverflow.com/users/1056328/mywalljson'}",True,82,13788994.0,2,0,1360076961,1355068020,13788953,CC BY-SA 3.0,https://stackoverflow.com/questions/13788953/how-to-create-union-class-structure,How to create union class structure?,1360076961.0,,,,,,
1492,"['c++', 'vb6', 'struct', 'unions']","{'account_id': 1693005, 'reputation': 15, 'user_id': 1555026, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b767db4d47c37fc921fe2ecf5a68fa28?s=256&d=identicon&r=PG', 'display_name': 'Matheus Henrique', 'link': 'https://stackoverflow.com/users/1555026/matheus-henrique'}",False,1049,,2,1,1360076936,1354474814,13672632,CC BY-SA 3.0,https://stackoverflow.com/questions/13672632/convert-c-union-struct-to-vb6,Convert C++ Union Struct to VB6,1360076936.0,,,,,,
1493,"['c++', 'boost', 'warnings', 'boost-asio']","{'account_id': 1971383, 'reputation': 319, 'user_id': 1770198, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/82e45fa500f729ad1580c4ab3fd746d7?s=256&d=identicon&r=PG', 'display_name': 'UberMongoose', 'link': 'https://stackoverflow.com/users/1770198/ubermongoose'}",True,7089,13719824.0,1,8,1360009180,1354697957,13719461,CC BY-SA 3.0,https://stackoverflow.com/questions/13719461/strange-c4512-warning-why,Strange C4512 warning. Why?,1360009180.0,,,,,,
1494,"['c++', 'multithreading', 'sockets', 'boost', 'boost-asio']","{'account_id': 1980843, 'reputation': 542, 'user_id': 1777508, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/6ba3df0f4297c21e9fd968cee91ac9f7?s=256&d=identicon&r=PG', 'display_name': 'lucastamoios', 'link': 'https://stackoverflow.com/users/1777508/lucastamoios'}",True,15474,14076418.0,2,3,1360007383,1356731139,14076211,,https://stackoverflow.com/questions/14076211/multithreaded-server-with-boost-asio,Multithreaded server with boost.Asio,1360007383.0,1356785646.0,not constructive,,,,
1495,"['c++', 'qt', 'qt4', 'qtreewidget', 'qtreewidgetitem']","{'account_id': 2074133, 'reputation': 743, 'user_id': 1847977, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/40fe56bc4d544f2451fec5c67e94d8f7?s=256&d=identicon&r=PG', 'display_name': 'waddlesplash', 'link': 'https://stackoverflow.com/users/1847977/waddlesplash'}",True,4881,14113426.0,1,1,1359973027,1356708256,14071734,CC BY-SA 3.0,https://stackoverflow.com/questions/14071734/qtreewidgetitem-editingfinished-signal,QTreeWidgetItem editingFinished() signal?,,,,,,,
1496,"['c++', 'linker', 'android-ndk', 'native', 'android-library']","{'account_id': 2109486, 'reputation': 113, 'user_id': 1875048, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/e2295245a48a3136269d7fb664c59d6a?s=256&d=identicon&r=PG', 'display_name': 'hanswe', 'link': 'https://stackoverflow.com/users/1875048/hanswe'}",True,2619,,1,1,1359885442,1354707491,13722428,CC BY-SA 3.0,https://stackoverflow.com/questions/13722428/using-native-android-system-libraries-outside-ndks-stable-api,Using native Android system libraries outside NDK&#39;s stable API,,,,,,,
1497,"['c++', 'iterator-traits']","{'account_id': 238501, 'reputation': 1644, 'user_id': 507433, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/3818d83836c493001105a54de88ccdbf?s=256&d=identicon&r=PG', 'display_name': 'MFH', 'link': 'https://stackoverflow.com/users/507433/mfh'}",True,552,14058712.0,1,10,1359869688,1356629124,14058642,CC BY-SA 3.0,https://stackoverflow.com/questions/14058642/are-forward-iterators-output-iterators,Are Forward-Iterators Output-Iterators?,1359869688.0,,,,,,
1498,"['c++', 'c++11', 'std']","{'account_id': 1929564, 'reputation': 2091, 'user_id': 1739271, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/f17ca369fdfffba1f53e461fff5400c5?s=256&d=identicon&r=PG', 'display_name': 'Calder', 'link': 'https://stackoverflow.com/users/1739271/calder'}",True,6638,13902759.0,5,70,1359781857,1355671551,13902742,CC BY-SA 3.0,https://stackoverflow.com/questions/13902742/why-does-stdmap-not-have-a-const-accessor,Why does std::map not have a const accessor?,,,,,,,
1499,"['c++', 'c', 'profiler']","{'account_id': 20883, 'reputation': 18979, 'user_id': 50305, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/f921948761062f7785a10e38b8402d2c?s=256&d=identicon&r=PG', 'display_name': 'Dervin Thunk', 'link': 'https://stackoverflow.com/users/50305/dervin-thunk'}",True,81,13896740.0,1,0,1359758168,1355608520,13896586,CC BY-SA 3.0,https://stackoverflow.com/questions/13896586/can-google-perf-tools-be-used-for-profiling-c-applications,can google perf tools be used for profiling C applications?,1359758168.0,,,,,,
1500,"['c++', 'string', 'casting', 'void-pointers']","{'account_id': 38212, 'reputation': 10273, 'user_id': 109525, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/1Ffj0.jpg?s=256&g=1', 'display_name': '0x26res', 'link': 'https://stackoverflow.com/users/109525/0x26res'}",True,589,13977700.0,3,0,1359661418,1356025043,13977579,CC BY-SA 3.0,https://stackoverflow.com/questions/13977579/is-there-something-wrong-in-casting-from-void-pointer-to-create-a-generic-stora,Is there something wrong in casting from void pointer (to create a generic storage)?,1359661213.0,,,,,,
1501,"['c++', 'serial-port', 'arduino']","{'account_id': 2026412, 'reputation': 761, 'user_id': 1811267, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/678f1b29fd81dc403413d068f03947a2?s=256&d=identicon&r=PG', 'display_name': 'Limavolt', 'link': 'https://stackoverflow.com/users/1811267/limavolt'}",True,2608,14073679.0,1,0,1359661007,1356659284,14063588,CC BY-SA 3.0,https://stackoverflow.com/questions/14063588/programming-serial-port-arduino-with-visual-c,Programming serial port arduino with Visual C++,,,,,,,
1502,"['c++', 'random', 'integer']","{'account_id': 2131577, 'reputation': 587, 'user_id': 1892304, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/032459944d4979a26de876a457b604c9?s=256&d=identicon&r=PG', 'display_name': 'user1892304', 'link': 'https://stackoverflow.com/users/1892304/user1892304'}",True,207,,5,4,1359508283,1356903779,14094947,CC BY-SA 3.0,https://stackoverflow.com/questions/14094947/make-a-random-integer-that-is-perpetually-changing,Make a random integer that is perpetually changing?,,,,,,,
1503,"['c++', 'enums']","{'account_id': 1650055, 'reputation': 134, 'user_id': 1520834, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/967d5e30130def24656dc8b15034584b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Hinchy', 'link': 'https://stackoverflow.com/users/1520834/hinchy'}",True,137,13708506.0,3,3,1359492453,1354641840,13708467,CC BY-SA 3.0,https://stackoverflow.com/questions/13708467/which-way-of-accessing-c-enumerators-is-better,Which way of accessing C++ enumerators is better?,1359492453.0,,,,,,
1504,"['c++', 'arrays', 'enums']","{'account_id': 1766821, 'reputation': 37, 'user_id': 1612518, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b84fa5086b92adc3fa668a6421e7bd7e?s=256&d=identicon&r=PG', 'display_name': 'Stablecannon', 'link': 'https://stackoverflow.com/users/1612518/stablecannon'}",True,5081,13866723.0,5,2,1359492145,1355425637,13866683,CC BY-SA 3.0,https://stackoverflow.com/questions/13866683/enumeration-versus-array,Enumeration versus array,1359492145.0,,,,,,
1505,"['c++', '.net', 'active-directory', 'kerberos']","{'account_id': 59190, 'reputation': 586, 'user_id': 177159, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d7c78f8757327b65a637aece98939f01?s=256&d=identicon&r=PG', 'display_name': 'Andy March', 'link': 'https://stackoverflow.com/users/177159/andy-march'}",True,909,14580055.0,1,0,1359453319,1355389919,13856460,CC BY-SA 4.0,https://stackoverflow.com/questions/13856460/kerberos-password-change-protocol,Kerberos password change protocol,1633588304.0,,,,,,
1506,"['c++', 'objective-c', 'ios']","{'account_id': 67390, 'reputation': 58781, 'user_id': 197229, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/80a68e69526f81d2dc560c47eedd198a?s=256&d=identicon&r=PG', 'display_name': 'Mr. Boy', 'link': 'https://stackoverflow.com/users/197229/mr-boy'}",True,1397,13975752.0,4,4,1359351818,1355134750,13798944,CC BY-SA 3.0,https://stackoverflow.com/questions/13798944/handle-ios-touch-to-emulate-mouse-for-c-input-library,Handle iOS touch to emulate mouse for C++ input library,,,,,,,
1507,"['c++', 'qt', 'qt4']","{'account_id': 2148773, 'reputation': 191, 'user_id': 1905739, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d32e41ecd7247c2b18696996e58edccf?s=256&d=identicon&r=PG', 'display_name': 'dv8', 'link': 'https://stackoverflow.com/users/1905739/dv8'}",False,99,,0,1,1359277870,1355551327,13889806,CC BY-SA 3.0,https://stackoverflow.com/questions/13889806/qt4-actionx-added-to-multiple-widgets-how-to-determine-which-widget-triggered,Qt4: ActionX added to multiple widgets. How to determine which widget triggered the action in the on_actionX_triggered() slot,1359277870.0,,,,,,
1508,"['c++', 'map', 'iterator']","{'account_id': 1696719, 'reputation': 451, 'user_id': 1557956, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/3d3838be138dc67100b1f4364e024096?s=256&d=identicon&r=PG', 'display_name': 'mareks', 'link': 'https://stackoverflow.com/users/1557956/mareks'}",True,105,13789852.0,3,0,1359261308,1355074297,13789818,CC BY-SA 3.0,https://stackoverflow.com/questions/13789818/control-the-order-of-elements-in-map,Control the order of elements in map,,,,,,,
1509,"['c++', 'python', 'c', 'interop', 'ctypes']","{'user_type': 'does_not_exist', 'display_name': 'user1883017'}",True,2061,13887211.0,2,2,1359261214,1355522568,13886887,CC BY-SA 3.0,https://stackoverflow.com/questions/13886887/shared-library-symbol-names,shared library symbol names,,,,,,,
1510,"['c++', 'inheritance', 'methods', 'compiler-errors', 'base-class']","{'account_id': 401716, 'reputation': 1743, 'user_id': 768446, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/3c0b755ceeab7998e877cc70793b9f83?s=256&d=identicon&r=PG', 'display_name': 'dtg', 'link': 'https://stackoverflow.com/users/768446/dtg'}",True,697,14023632.0,2,3,1359260995,1356366051,14023607,CC BY-SA 3.0,https://stackoverflow.com/questions/14023607/cant-call-method-of-derived-class-compiler-identifies-object-instance-as-base,Can&#39;t call method of derived class - compiler identifies object instance as base class,,,,,,,
1511,"['c++', 'pointers', 'artificial-intelligence', 'chatbot']","{'account_id': 1596126, 'reputation': 11, 'user_id': 1478209, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/55357e109cf533a8aca186b2e101a478?s=256&d=identicon&r=PG', 'display_name': 'user1478209', 'link': 'https://stackoverflow.com/users/1478209/user1478209'}",True,1904,,2,0,1359203071,1355437383,13869558,CC BY-SA 3.0,https://stackoverflow.com/questions/13869558/c-program-has-stopped-working,C++ program has stopped working,1359203071.0,,,,,,
1512,"['c++', 'sql', 'directive']","{'account_id': 2116558, 'reputation': 899, 'user_id': 1880729, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/23ec2295def1c28abb78a1608ce6846f?s=256&d=identicon&r=PG', 'display_name': 'hong pei', 'link': 'https://stackoverflow.com/users/1880729/hong-pei'}",True,64,13807684.0,1,0,1359160520,1355167108,13807634,,https://stackoverflow.com/questions/13807634/does-include-directive-make-sense-for-sql,does #include directive make sense for sql,,1355167438.0,not constructive,,,,
1513,"['c++', 'performance']","{'account_id': 388557, 'reputation': 137, 'user_id': 747562, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/5c15b03c434ed5ebaa5d74e52e00db6d?s=256&d=identicon&r=PG', 'display_name': 'CPW', 'link': 'https://stackoverflow.com/users/747562/cpw'}",True,1192,,6,5,1359130067,1354681847,13716330,CC BY-SA 3.0,https://stackoverflow.com/questions/13716330/why-c-virtual-call-is-not-much-slower-than-a-non-virtual-one,Why C++ virtual call is not much slower than a non-virtual one?,1354683021.0,,,,,,
1514,"['c++', 'dynamic-linking', 'libtool']","{'account_id': 18298, 'reputation': 5243, 'user_id': 41803, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/75423c2a3d084092c095214834698fc8?s=256&d=identicon&r=PG', 'display_name': 'teerapap', 'link': 'https://stackoverflow.com/users/41803/teerapap'}",False,563,,0,1,1359058278,1354876311,13761311,CC BY-SA 3.0,https://stackoverflow.com/questions/13761311/dynamic-linking-and-encounter-dyld-lazy-symbol-binding-failed-symbol-not-found,Dynamic linking and encounter dyld: lazy symbol binding failed: Symbol not found:,,,,,,,
1515,"['c++', 'c', 'build-process', 'build-automation', 'distributed-computing']","{'account_id': 2043836, 'reputation': 4213, 'user_id': 1824407, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/e5796a1d5a3a39df1ae725421c5f9e40?s=256&d=identicon&r=PG', 'display_name': 'user1824407', 'link': 'https://stackoverflow.com/users/1824407/user1824407'}",True,899,14065570.0,2,0,1359020252,1356675012,14065374,CC BY-SA 3.0,https://stackoverflow.com/questions/14065374/tools-for-remote-linux-based-machines-for-compiling-c-c-projects,tools for remote linux based machines for compiling C/C++ projects,,,,,,,
1516,"['c++', 'jenkins', 'continuous-integration', 'artifacts']","{'account_id': 279382, 'reputation': 1045, 'user_id': 574506, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/a6f692c1a797e43ec8d0f0264bc4b4f0?s=256&d=identicon&r=PG', 'display_name': 'Benjamin K.', 'link': 'https://stackoverflow.com/users/574506/benjamin-k'}",False,2457,,1,3,1359019568,1355409199,13862033,CC BY-SA 3.0,https://stackoverflow.com/questions/13862033/c-build-artifacts-management,C++ build artifacts management,,,,,,,
1517,"['c++', 'visual-studio', 'dll']","{'account_id': 2033357, 'reputation': 99, 'user_id': 1816388, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/48f2cd767f95c7b34f2f19f378c4f38f?s=256&d=identicon&r=PG', 'display_name': 'user1816388', 'link': 'https://stackoverflow.com/users/1816388/user1816388'}",True,537,14078034.0,1,0,1358941577,1356742092,14077638,CC BY-SA 3.0,https://stackoverflow.com/questions/14077638/moving-my-visual-studio-c-project-to-32-bit-system-from-64-bit,Moving my Visual Studio C++ project to 32 bit system from 64 bit,1356745568.0,,,,,,
1518,"['c++', 'box2d', 'marmalade']","{'account_id': 956497, 'reputation': 374, 'user_id': 981690, 'user_type': 'registered', 'accept_rate': 40, 'profile_image': 'https://i.stack.imgur.com/S2onf.jpg?s=256&g=1', 'display_name': 'Delcasda', 'link': 'https://stackoverflow.com/users/981690/delcasda'}",True,349,14470013.0,1,0,1358897714,1355782727,13923180,CC BY-SA 3.0,https://stackoverflow.com/questions/13923180/memory-access-violation-on-box2d-marmalade,Memory Access Violation on Box2d Marmalade,,,,,,,
1519,"['c++', 'windows', 'winapi', 'desktop-application', 'shortcut']","{'account_id': 449124, 'reputation': 19860, 'user_id': 843732, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/8e7b3eb1f6bb311c47610a9d230485f0?s=256&d=identicon&r=PG', 'display_name': 'c00000fd', 'link': 'https://stackoverflow.com/users/843732/c00000fd'}",True,1834,14467255.0,1,5,1358885850,1355551295,13889801,CC BY-SA 3.0,https://stackoverflow.com/questions/13889801/is-there-a-special-method-to-remove-a-shortcut-from-a-desktop,Is there a special method to remove a shortcut from a desktop?,,,,,,,
1520,"['c++', 'templates']","{'account_id': 1627276, 'reputation': 540, 'user_id': 1502548, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Xx0TT.png?s=256&g=1', 'display_name': 'tecu', 'link': 'https://stackoverflow.com/users/1502548/tecu'}",True,688,14465616.0,1,3,1358879829,1356654494,14063083,CC BY-SA 4.0,https://stackoverflow.com/questions/14063083/c-templated-member-function-as-an-interface-to-another-templated-class,C++ templated member function as an interface to another templated class,1592644375.0,,,,,,
1521,"['c++', 'recursion', 'quadtree']","{'account_id': 184862, 'reputation': 9697, 'user_id': 421178, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/9fa51d322613d477fd82330340c46ff3?s=256&d=identicon&r=PG', 'display_name': 'Casey', 'link': 'https://stackoverflow.com/users/421178/casey'}",True,198,14445653.0,1,0,1358795889,1355176902,13810029,CC BY-SA 3.0,https://stackoverflow.com/questions/13810029/querying-quadtree-causes-overflow,Querying quadtree causes overflow,,,,,,,
1522,"['c++', 'algorithm', 'class', 'sorting', 'vector']","{'account_id': 2072938, 'reputation': 2954, 'user_id': 1846979, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/7d247cd6a1e86c8e3f135743d0e51527?s=256&d=identicon&r=PG', 'display_name': 'Stanimirovv', 'link': 'https://stackoverflow.com/users/1846979/stanimirovv'}",True,17806,14081355.0,2,5,1358786131,1356781658,14081335,CC BY-SA 3.0,https://stackoverflow.com/questions/14081335/algorithm-vector-sort-with-objects,&lt;algorithm&gt; vector sort with objects?,1358786131.0,,,,,,
1523,"['java', 'c++', 'python']","{'account_id': 2116604, 'reputation': 59, 'user_id': 1880760, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ae6bb7c1272b9372199896312a57e1d0?s=256&d=identicon&r=PG', 'display_name': 'user1880760', 'link': 'https://stackoverflow.com/users/1880760/user1880760'}",False,4329,,4,0,1358714765,1355304612,13836648,CC BY-SA 3.0,https://stackoverflow.com/questions/13836648/complex-number-class,Complex number class,1355305046.0,,,,,,
1524,"['c++', 'windows-8', 'png', 'jpeg']","{'account_id': 18276, 'reputation': 8586, 'user_id': 41742, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Curyous', 'link': 'https://stackoverflow.com/users/41742/curyous'}",True,4162,,4,2,1358683319,1354781645,13739463,CC BY-SA 3.0,https://stackoverflow.com/questions/13739463/how-do-you-convert-a-jpg-to-png-in-c-on-windows-8,How do you convert a .jpg to .png in C++ on Windows 8?,,,,,,,
1525,"['c++', 'multithreading', 'caching']","{'account_id': 1519088, 'reputation': 12987, 'user_id': 1419315, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/e13603f86a9561d16a944963943fb8a9?s=256&d=identicon&r=PG', 'display_name': 'JohnB', 'link': 'https://stackoverflow.com/users/1419315/johnb'}",True,106,13689131.0,1,0,1358645644,1354557091,13688906,CC BY-SA 3.0,https://stackoverflow.com/questions/13688906/cached-immutable-value-avoid-lock,Cached immutable value: avoid lock,1354610088.0,,,,,,
1526,"['c++', 'directx', 'buffer', 'constants', 'hlsl']","{'account_id': 1614824, 'reputation': 1222, 'user_id': 1492812, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/8c53bd1c4cfa23b278fd611c982be08c?s=256&d=identicon&r=PG', 'display_name': 'Miguel P', 'link': 'https://stackoverflow.com/users/1492812/miguel-p'}",True,815,14418367.0,1,0,1358626151,1356435691,14030314,CC BY-SA 3.0,https://stackoverflow.com/questions/14030314/hlsl-id3d11devicecontextupdatesubresource-error,HLSL ID3D11DeviceContext::UpdateSubresource Error,,,,,,,
1527,"['c++', 'calculator']","{'account_id': 1664566, 'reputation': 8652, 'user_id': 1532256, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/LHKME.jpg?s=256&g=1', 'display_name': 'imulsion', 'link': 'https://stackoverflow.com/users/1532256/imulsion'}",True,148,13669157.0,2,0,1358605438,1354449660,13669086,CC BY-SA 3.0,https://stackoverflow.com/questions/13669086/how-to-break-calculation-into-two-doubles-and-a-char-in-c,How to break calculation into two doubles and a char in c++,,,,,,,
1528,"['c++', 'boost', 'boost-spirit']","{'account_id': 188809, 'reputation': 918, 'user_id': 427762, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/b1f66537ac006bee9be739fa7e2d8e80?s=256&d=identicon&r=PG', 'display_name': 'GreyGeek', 'link': 'https://stackoverflow.com/users/427762/greygeek'}",True,403,,1,4,1358559146,1354472502,13672291,CC BY-SA 3.0,https://stackoverflow.com/questions/13672291/boostspirit-how-to-get-the-value-of-a-placeholder,"boost::spirit , How to get the &quot;value&quot; of a placeholder",,,,,,,
1529,"['c++', 'qt', 'qt4', 'filesystems']","{'account_id': 2130453, 'reputation': 171, 'user_id': 1891416, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/3e5913ea6788c62bd093ba623693ce9f?s=256&d=identicon&r=PG', 'display_name': 'Gojira', 'link': 'https://stackoverflow.com/users/1891416/gojira'}",True,1718,13883890.0,2,1,1358552283,1355506101,13883518,CC BY-SA 3.0,https://stackoverflow.com/questions/13883518/qt-display-filesystem-in-a-customized-way-inside-qtreeview,Qt: Display Filesystem in A Customized Way inside QTreeView,,,,,,,
1530,"['c++', 'this', 'chaining', 'method-chaining']","{'account_id': 1046173, 'reputation': 6938, 'user_id': 1051115, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/b37fdf7928b7aecd15a973b250979333?s=256&d=identicon&r=PG', 'display_name': 'Krazy Glew', 'link': 'https://stackoverflow.com/users/1051115/krazy-glew'}",True,3917,14408967.0,2,4,1358549705,1355975052,13964970,CC BY-SA 3.0,https://stackoverflow.com/questions/13964970/c-chaining-member-functions-using-chain-method-vers-chained0-method,C++ chaining member functions using .chain().method() vers -&gt;chained(0-&gt;method(),,,,,,,
1531,"['c++', 'opencv', 'cvblobslib']","{'account_id': 1703556, 'reputation': 5240, 'user_id': 1563123, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/fJprA.jpg?s=256&g=1', 'display_name': 'Engine', 'link': 'https://stackoverflow.com/users/1563123/engine'}",False,376,,0,0,1358546184,1355489075,13878965,CC BY-SA 3.0,https://stackoverflow.com/questions/13878965/tracking-multiple-objects-on-opencv,tracking multiple objects on opencv,,,,,,,
1532,"['c++', 'opencv']","{'account_id': 2108261, 'reputation': 123, 'user_id': 1874070, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e1d456f9f90dec32056c2f587f2c5aa1?s=256&d=identicon&r=PG', 'display_name': 'Ikemesit Ansa', 'link': 'https://stackoverflow.com/users/1874070/ikemesit-ansa'}",False,1083,,0,1,1358506151,1354577119,13693631,CC BY-SA 3.0,https://stackoverflow.com/questions/13693631/reading-a-video-file-using-opencv,Reading a video file using OpenCV,1354609638.0,,,,,,
1533,"['c++', 'ubuntu', 'c++11', 'g++', 'warnings']","{'account_id': 1842943, 'reputation': 674, 'user_id': 1671981, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/5b7445074686dbe35ed2bb4c393680c2?s=256&d=identicon&r=PG', 'display_name': 'Max Rahm', 'link': 'https://stackoverflow.com/users/1671981/max-rahm'}",True,4407,,6,3,1358461261,1354484904,13674241,CC BY-SA 3.0,https://stackoverflow.com/questions/13674241/how-to-hide-g-c11-compile-warnings-in-ubuntu-12-10,How to hide g++ c++11 compile warnings in ubuntu 12.10,1354494999.0,,,,,,
1534,"['c++', 'iphone', 'objective-c', 'audio', 'core-audio']","{'account_id': 1216050, 'reputation': 666, 'user_id': 1183629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c678c8d2ef67338612a3d8567d35217?s=256&d=identicon&r=PG', 'display_name': 'manderson', 'link': 'https://stackoverflow.com/users/1183629/manderson'}",True,496,14208374.0,1,4,1358394127,1356314262,14016259,CC BY-SA 3.0,https://stackoverflow.com/questions/14016259/granular-synthesis-in-ios-6-using-audiofileservices,Granular Synthesis in iOS 6 using AudioFileServices,1357612988.0,,,,,,
1535,"['c++', 'pointers', 'vector']","{'account_id': 2072938, 'reputation': 2954, 'user_id': 1846979, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/7d247cd6a1e86c8e3f135743d0e51527?s=256&d=identicon&r=PG', 'display_name': 'Stanimirovv', 'link': 'https://stackoverflow.com/users/1846979/stanimirovv'}",True,2086,14369231.0,1,0,1358375999,1356189184,14003932,CC BY-SA 3.0,https://stackoverflow.com/questions/14003932/vector-of-pointers-of-the-base-class,Vector of pointers of the base class,,,,,,,
