,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,protected_date,closed_date,closed_reason,community_owned_date,migrated_from,locked_date
1132,"['c++', 'windows', 'bandwidth']","{'account_id': 374581, 'reputation': 1529, 'user_id': 724863, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/6cdf3dbade5a11ef5647d061ba63af20?s=256&d=identicon&r=PG', 'display_name': 'aviit', 'link': 'https://stackoverflow.com/users/724863/aviit'}",True,6987,,2,5,1364153768,1338526665,10844631,CC BY-SA 3.0,https://stackoverflow.com/questions/10844631/how-can-i-get-windows-data-like-cpu-usage-etc,"How can I get Windows data like CPU usage, etc.?",1338542266.0,,,,,,
1133,"['c++', 'trim', 'wchar-t']","{'account_id': 167954, 'reputation': 27157, 'user_id': 393087, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/fe541f7ee2308f46a19230cb3a4b4d06?s=256&d=identicon&r=PG', 'display_name': 'rsk82', 'link': 'https://stackoverflow.com/users/393087/rsk82'}",True,1725,10918108.0,3,0,1364070040,1338996702,10917404,CC BY-SA 3.0,https://stackoverflow.com/questions/10917404/how-to-rtrim-wchar-t-using-specific-unicode-codepoint,how to rtrim wchar_t using specific unicode codepoint?,,,,,,,
1134,"['c++', 'parsing', 'bnf', 'information-extraction']","{'account_id': 49441, 'reputation': 276453, 'user_id': 147192, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/E78Vj.png?s=256&g=1', 'display_name': 'Matthieu M.', 'link': 'https://stackoverflow.com/users/147192/matthieu-m'}",True,1507,,2,7,1363789642,1339510857,10998626,CC BY-SA 3.0,https://stackoverflow.com/questions/10998626/extracting-information-using-bnf-grammars,Extracting information using BNF grammars,1339511218.0,,,,,,
1135,"['c++', 'stringstream']","{'account_id': 372293, 'reputation': 175894, 'user_id': 721269, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/346ca03edfbde2a468adc289867ab975?s=256&d=identicon&r=PG', 'display_name': 'David Schwartz', 'link': 'https://stackoverflow.com/users/721269/david-schwartz'}",False,146,,0,2,1363184816,1338507807,10842713,,https://stackoverflow.com/questions/10842713/why-cant-i-derive-from-ostringstream,Why can&#39;t I derive from ostringstream?,1495535684.0,,1338508543.0,exact duplicate,,,
1136,"['c++', 'stringstream']","{'account_id': 514413, 'reputation': 745, 'user_id': 1027330, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3eb09dd2689595383666cc10e161b180?s=256&d=identicon&r=PG', 'display_name': 'stringparser', 'link': 'https://stackoverflow.com/users/1027330/stringparser'}",True,4901,10882550.0,2,-1,1363184793,1338817359,10882376,CC BY-SA 3.0,https://stackoverflow.com/questions/10882376/stdstringstream-does-not-name-a-type-global,std::stringstream does not name a type (Global),1363184793.0,,,,,,
1137,"['c++', 'windows-7', 'ide', 'usb-drive']","{'account_id': 355190, 'reputation': 1045, 'user_id': 693985, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/e55135a3fbd2d22f1bd86f34cec13d3c?s=256&d=identicon&r=PG', 'display_name': 'Thomas', 'link': 'https://stackoverflow.com/users/693985/thomas'}",True,9708,10844266.0,2,8,1363119801,1338523087,10844213,CC BY-SA 3.0,https://stackoverflow.com/questions/10844213/standalone-c-compiler,Standalone c++ compiler,1363119801.0,,,,,,
1138,"['c++', 'sip']","{'account_id': 104501, 'reputation': 1931, 'user_id': 279368, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/77548e3361833cb963b4a4a0d585aff4?s=256&d=identicon&r=PG', 'display_name': 'Sunil', 'link': 'https://stackoverflow.com/users/279368/sunil'}",True,1884,,2,1,1363093909,1340613227,11185871,CC BY-SA 3.0,https://stackoverflow.com/questions/11185871/out-of-dialog-notify-message-in-sip,Out Of Dialog NOTIFY message in SIP,,,,,,,
1139,"['c++', 'boost', 'boost-msm']","{'account_id': 1298334, 'reputation': 5666, 'user_id': 1248779, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/8a7f90eda5da78d84bc374fdc5000d55?s=256&d=identicon&r=PG', 'display_name': 'Kam', 'link': 'https://stackoverflow.com/users/1248779/kam'}",True,574,11053806.0,1,2,1362789265,1339559833,11008016,CC BY-SA 3.0,https://stackoverflow.com/questions/11008016/boost-msm-how-can-i-determine-if-a-transition-occurred,"boost msm, how can I determine if a transition occurred?",1339561174.0,,,,,,
1140,"['c++', 'c', 'pointers']","{'account_id': 1493906, 'reputation': 1662, 'user_id': 1400313, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9b82717c6ce66165a17980fe366c82bd?s=256&d=identicon&r=PG', 'display_name': 'Satyam', 'link': 'https://stackoverflow.com/users/1400313/satyam'}",True,5619,11223016.0,2,0,1362728847,1340788704,11223002,,https://stackoverflow.com/questions/11223002/how-to-convert-integer-to-string,How to convert Integer to string,1495535355.0,,1340790277.0,exact duplicate,,,
1141,"['c++', 'namespaces', 'friend']","{'account_id': 465289, 'reputation': 3153, 'user_id': 869277, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/eSiYW.jpg?s=256&g=1', 'display_name': 'AlexDan', 'link': 'https://stackoverflow.com/users/869277/alexdan'}",True,2632,,3,6,1362685877,1339091359,10937096,CC BY-SA 3.0,https://stackoverflow.com/questions/10937096/friend-functions-of-a-class-inside-a-namespace,friend functions of a class inside a namespace,1362685877.0,,,,,,
1142,"['c++', 'arrays']","{'account_id': 1597687, 'reputation': 21, 'user_id': 1479384, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c41219e26a4b87b1306f981c3d1fde9?s=256&d=identicon&r=PG', 'display_name': 'Ali Nowruzi', 'link': 'https://stackoverflow.com/users/1479384/ali-nowruzi'}",True,1546,11185905.0,2,1,1362685458,1340613027,11185824,CC BY-SA 3.0,https://stackoverflow.com/questions/11185824/declare-2nd-array-without-size,declare 2nd array without size,1362685458.0,,,,,,
1143,"['c++', 'templates', 'boost', 'forward-declaration']","{'account_id': 285797, 'reputation': 540, 'user_id': 584675, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/ca15e5f9f668569ef890504e0b81a890?s=256&d=identicon&r=PG', 'display_name': 'jorgander', 'link': 'https://stackoverflow.com/users/584675/jorgander'}",False,192,,1,2,1362684556,1340306500,11145283,CC BY-SA 3.0,https://stackoverflow.com/questions/11145283/boost-container-fails-to-compile-with-undefined-but-declared-class,Boost container fails to compile with undefined (but declared) class,,,,,,,
1144,"['c++', 'function', 'templates', 'member']","{'account_id': 465289, 'reputation': 3153, 'user_id': 869277, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/eSiYW.jpg?s=256&g=1', 'display_name': 'AlexDan', 'link': 'https://stackoverflow.com/users/869277/alexdan'}",True,1012,,1,1,1362679738,1341013355,11270247,CC BY-SA 3.0,https://stackoverflow.com/questions/11270247/difference-between-member-function-template-of-a-template-class-and-member-funct,difference between member function template of a template class and member function of a template class,1362679738.0,,,,,,
1145,"['c++', 'heap']","{'account_id': 1492922, 'reputation': 4245, 'user_id': 1399580, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/2fbf9c98919fca2c1c9892929c7f7ed3?s=256&d=identicon&r=PG', 'display_name': 'forthewinwin', 'link': 'https://stackoverflow.com/users/1399580/forthewinwin'}",True,590,10965250.0,1,2,1362588813,1339206549,10957764,CC BY-SA 3.0,https://stackoverflow.com/questions/10957764/simple-heap-program-what-does-this-variable-do,Simple heap program- what does this variable do,1362588813.0,,,,,,
1146,"['c++', 'image-processing']","{'account_id': 1271157, 'reputation': 35, 'user_id': 1227372, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/1e677e9f24144774e7242650be669b66?s=256&d=identicon&r=PG', 'display_name': 'user1227372', 'link': 'https://stackoverflow.com/users/1227372/user1227372'}",True,1783,10922727.0,2,1,1362578264,1339014906,10921835,CC BY-SA 3.0,https://stackoverflow.com/questions/10921835/pixel-conversion-to-raw-bits-bit-stream,pixel conversion to raw bits (bit-stream),1362578264.0,,,,,,
1147,"['c++', 'winapi', 'windows-7']","{'account_id': 65729, 'reputation': 39321, 'user_id': 193251, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/86b0f1f58edb6b31bcb975c1114d1438?s=256&d=identicon&r=PG', 'display_name': 'Jichao', 'link': 'https://stackoverflow.com/users/193251/jichao'}",True,6966,11200670.0,6,3,1362492370,1340671874,11199430,CC BY-SA 3.0,https://stackoverflow.com/questions/11199430/how-to-ask-for-administrator-privileges-in-windows-7,How to ask for Administrator privileges in Windows 7?,1340721391.0,,,,,,
1148,"['c++', 'templates', 'pointers', 'binary-search-tree', 'dereference']","{'account_id': 1027355, 'reputation': 2617, 'user_id': 1036386, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://i.stack.imgur.com/OeIuP.jpg?s=256&g=1', 'display_name': 'Kalec', 'link': 'https://stackoverflow.com/users/1036386/kalec'}",True,1360,11012433.0,3,0,1362272658,1339581211,11012398,CC BY-SA 3.0,https://stackoverflow.com/questions/11012398/creating-new-instance-of-class-using-template-dont-know-how-to-handle-error,"Creating new instance of class using template, don&#39;t know how to handle error",1362272658.0,,,,,,
1149,"['c++', 'oop', 'boost', 'ode']","{'account_id': 428639, 'reputation': 1247, 'user_id': 811098, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/78ca775b6441de8bdeb605a72a52aae7?s=256&d=identicon&r=PG', 'display_name': 'Pouya', 'link': 'https://stackoverflow.com/users/811098/pouya'}",True,1835,,1,1,1362272169,1339400208,10976078,CC BY-SA 3.0,https://stackoverflow.com/questions/10976078/using-boostnumericodeint-inside-the-class,Using boost::numeric::odeint inside the class,1362272169.0,,,,,,
1150,"['c++', 'eigen', 'kdevelop']","{'account_id': 63945, 'reputation': 5275, 'user_id': 189035, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/39c115a166788050ce9f1d1f5eacdd96?s=256&d=identicon&r=PG', 'display_name': 'user189035', 'link': 'https://stackoverflow.com/users/189035/user189035'}",True,6660,11184185.0,2,5,1362268447,1340581279,11182051,CC BY-SA 3.0,https://stackoverflow.com/questions/11182051/kdevelop-include,kdevelop #include,1340696508.0,,,,,,
1151,"['c++', 'typedef']","{'account_id': 1137972, 'reputation': 671, 'user_id': 1122623, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/8f0e5f8a4aac2f77ff8329abf7707158?s=256&d=identicon&r=PG', 'display_name': 'genekogan', 'link': 'https://stackoverflow.com/users/1122623/genekogan'}",True,1275,11168005.0,3,2,1362202544,1340434059,11167520,CC BY-SA 3.0,https://stackoverflow.com/questions/11167520/dynamic-typedef,dynamic typedef,,,,,,,
1152,['c++'],"{'account_id': 1015354, 'reputation': 51, 'user_id': 1027015, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/d5b9a5ac173ef9f53635eaec160d28b2?s=256&d=identicon&r=PG', 'display_name': 'e_hello', 'link': 'https://stackoverflow.com/users/1027015/e-hello'}",True,10803,,4,-2,1362081265,1339492588,10993666,CC BY-SA 3.0,https://stackoverflow.com/questions/10993666/how-to-display-the-min-and-max-values-of-integers-read-from-a-file,How to display the min and max values of integers read from a file?,1339494541.0,,,,,,
1153,"['c++', 'algorithm', 'random', 'mapping', 'permutation']","{'account_id': 1204363, 'reputation': 7899, 'user_id': 1174378, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/a8e5416e29987d91116420dc387e7153?s=256&d=identicon&r=PG', 'display_name': 'Mihai Todor', 'link': 'https://stackoverflow.com/users/1174378/mihai-todor'}",True,6055,11149325.0,4,5,1361980988,1340327493,11149018,CC BY-SA 3.0,https://stackoverflow.com/questions/11149018/random-permutations,Random Permutations,1340367497.0,,,,,,
1154,"['c++', 'arrays', 'random', 'c++11']","{'account_id': 450915, 'reputation': 5720, 'user_id': 846504, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/32e5bf7187d52fa477a5d4757147d3c9?s=256&d=identicon&r=PG', 'display_name': 'george mano', 'link': 'https://stackoverflow.com/users/846504/george-mano'}",True,835,11109873.0,2,0,1361812681,1340140060,11109451,CC BY-SA 3.0,https://stackoverflow.com/questions/11109451/random-stdarray,Random std::array,1340149957.0,,,,,,
1155,"['c++', 'inheritance', 'struct']","{'account_id': 260880, 'reputation': 10395, 'user_id': 544721, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/690b6f4d543b41e22e795a42ca67dfc2?s=256&d=identicon&r=PG', 'display_name': 'Grzegorz Wierzowiecki', 'link': 'https://stackoverflow.com/users/544721/grzegorz-wierzowiecki'}",True,2565,10930239.0,3,5,1361527168,1339065245,10930091,CC BY-SA 3.0,https://stackoverflow.com/questions/10930091/struct-and-class-and-inheritance-c,struct and class and inheritance (c++),1339065414.0,,,,,,
1156,"['c++', 'windows-8', 'microsoft-metro']","{'account_id': 32940, 'reputation': 88481, 'user_id': 91757, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/afaf752cb41c3968dbd570c6f6fa0dc3?s=256&d=identicon&r=PG', 'display_name': 'Frerich Raabe', 'link': 'https://stackoverflow.com/users/91757/frerich-raabe'}",True,973,15001595.0,2,3,1361447616,1340194858,11119437,CC BY-SA 3.0,https://stackoverflow.com/questions/11119437/how-can-i-detect-if-the-metro-ui-is-shown,How can I detect if the Metro UI is shown?,,,,,,,
1157,"['c++', 'excel', 'interfacing']","{'account_id': 1174774, 'reputation': 247, 'user_id': 1151026, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://www.gravatar.com/avatar/9096ebbe4564f12e1a08579ed9448d4a?s=256&d=identicon&r=PG', 'display_name': 'speedyTeh', 'link': 'https://stackoverflow.com/users/1151026/speedyteh'}",False,2331,,1,0,1361181179,1340414735,11166074,CC BY-SA 3.0,https://stackoverflow.com/questions/11166074/c-excel-saving-workbook,C++ Excel saving workbook,1340415735.0,,,,,,
1158,"['c++', 'opencv', 'image-processing']","{'account_id': 951758, 'reputation': 2807, 'user_id': 977749, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/au6As.jpg?s=256&g=1', 'display_name': 'T&#245;nu Samuel', 'link': 'https://stackoverflow.com/users/977749/t%c3%b5nu-samuel'}",True,15570,10946300.0,2,5,1360940662,1339126263,10942742,CC BY-SA 3.0,https://stackoverflow.com/questions/10942742/opencv-c-usage-of-cvmoments,OpenCV C++ usage of cv::Moments,1360940662.0,,,,,,
1159,"['c++', 'image', 'opencv']","{'account_id': 158872, 'reputation': 2479, 'user_id': 377816, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://i.stack.imgur.com/mRF5I.jpg?s=256&g=1', 'display_name': 'Moataz Elmasry', 'link': 'https://stackoverflow.com/users/377816/moataz-elmasry'}",True,147,10972352.0,1,2,1360940474,1339358074,10971868,CC BY-SA 3.0,https://stackoverflow.com/questions/10971868/weird-behaviour-saving-image-in-opencv,weird behaviour saving image in opencv,1360940474.0,,,,,,
1160,"['c++', 'windows', 'event-handling']","{'account_id': 1546184, 'reputation': 371, 'user_id': 1439691, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3b4181b0eb971e25c03455b6f027e0ad?s=256&d=identicon&r=PG', 'display_name': 'user1439691', 'link': 'https://stackoverflow.com/users/1439691/user1439691'}",True,3966,10978080.0,2,0,1360751020,1339408928,10977995,CC BY-SA 3.0,https://stackoverflow.com/questions/10977995/check-for-named-event,Check for Named Event,1339409872.0,,,,,,
1161,"['c++', 'opencv']","{'account_id': 1569013, 'reputation': 369, 'user_id': 1457149, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/132de536435028043233800376e536ce?s=256&d=identicon&r=PG', 'display_name': 'lexma', 'link': 'https://stackoverflow.com/users/1457149/lexma'}",True,6029,11042022.0,3,5,1360654967,1339709007,11041547,CC BY-SA 3.0,https://stackoverflow.com/questions/11041547/finding-the-distance-of-a-point-to-an-ellipse-wether-its-inside-or-outside-of-e,"Finding the distance of a point to an ellipse, wether its inside or outside of ellipse",1339710042.0,,,,,,
1162,"['c++', 'directx', 'directx-9']","{'account_id': 1566920, 'reputation': 1, 'user_id': 1455494, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e78514c9d660f14b62391160f7d2c272?s=256&d=identicon&r=PG', 'display_name': 'Neevo', 'link': 'https://stackoverflow.com/users/1455494/neevo'}",False,1355,,2,0,1360529980,1339657597,11028252,CC BY-SA 3.0,https://stackoverflow.com/questions/11028252/drawing-value-of-a-variable-with-c-and-directx9,Drawing value of a variable with C++ and DirectX9,,,,,,,
1163,"['c++', 'c++11', 'mocking', 'smart-pointers', 'unique-ptr']","{'account_id': 43858, 'reputation': 33815, 'user_id': 128384, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/cf6f92bfb2a16c0e2c6ca7aef4440862?s=256&d=identicon&r=PG', 'display_name': 'stijn', 'link': 'https://stackoverflow.com/users/128384/stijn'}",True,4992,14769734.0,4,6,1360409327,1339687707,11036403,CC BY-SA 3.0,https://stackoverflow.com/questions/11036403/unit-testing-mocking-and-unique-ptr,"Unit testing, mocking and unique_ptr",1340012617.0,,,,,,
1164,"['c++', 'google-chrome', 'firefox', 'npapi', 'browser-plugin']","{'account_id': 368811, 'reputation': 177, 'user_id': 715826, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://i.stack.imgur.com/RRElX.png?s=256&g=1', 'display_name': 'hapyfishrmn', 'link': 'https://stackoverflow.com/users/715826/hapyfishrmn'}",True,1335,11238497.0,1,0,1359639211,1340816084,11231328,CC BY-SA 3.0,https://stackoverflow.com/questions/11231328/scriptable-plugin-error-calling-method-on-npobject,Scriptable plugin: Error calling method on NPObject,1359639211.0,,,,,,
1165,['c++'],"{'account_id': 182530, 'reputation': 29172, 'user_id': 417292, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/d3520ad50fa42c9319830bd9f0900c5d?s=256&d=identicon&r=PG', 'display_name': 'jcoder', 'link': 'https://stackoverflow.com/users/417292/jcoder'}",True,10560,11205246.0,3,31,1359447681,1340705860,11205186,CC BY-SA 3.0,https://stackoverflow.com/questions/11205186/treat-c-cstyle-array-as-stdarray,Treat C cstyle array as std::array,1340706325.0,,,,,,
1166,['c++'],"{'account_id': 338498, 'reputation': 1812, 'user_id': 667409, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0ac46f9edf4508a6caec4706efe8246d?s=256&d=identicon&r=PG', 'display_name': 'kispaljr', 'link': 'https://stackoverflow.com/users/667409/kispaljr'}",True,1311,11074566.0,1,4,1359374570,1338970844,10910584,CC BY-SA 3.0,https://stackoverflow.com/questions/10910584/assembling-a-compile-time-list-of-types-one-by-one-c,Assembling a compile-time list of types one by one (C++),1338971979.0,,,,,,
1167,"['c++', 'xml', 'qt', 'serialization', 'newline']","{'account_id': 62755, 'reputation': 33414, 'user_id': 186193, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/df61dcc6eec08cb7d62f1959b89ae843?s=256&d=identicon&r=PG', 'display_name': 'Ferenc Deak', 'link': 'https://stackoverflow.com/users/186193/ferenc-deak'}",False,848,,1,2,1359121016,1340708281,11205856,CC BY-SA 3.0,https://stackoverflow.com/questions/11205856/qt-xml-serialization-adds-extra-characters,Qt XML serialization adds extra characters,1353274929.0,,,,,,
1168,"['c++', 'visual-studio-2010', 'visual-studio']","{'account_id': 938248, 'reputation': 2338, 'user_id': 966786, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/3ae80f65b0858963ce9c4211087db110?s=256&d=identicon&r=PG', 'display_name': 'metacircle', 'link': 'https://stackoverflow.com/users/966786/metacircle'}",True,796,,2,0,1359106232,1339392725,10974871,CC BY-SA 3.0,https://stackoverflow.com/questions/10974871/moving-c-project-errors-in-atlplus-h,"Moving C++ project, errors in atlplus.h",1339394205.0,,,,,,
1169,"['c++', 'statistics', 'gaussian', 'normal-distribution']","{'account_id': 251482, 'reputation': 583, 'user_id': 528894, 'user_type': 'registered', 'accept_rate': 27, 'profile_image': 'https://www.gravatar.com/avatar/35f83f5f3d24555bacc38326563fa074?s=256&d=identicon&r=PG', 'display_name': 'adam', 'link': 'https://stackoverflow.com/users/528894/adam'}",True,6673,14517484.0,2,10,1359099894,1340140120,11109465,,https://stackoverflow.com/questions/11109465/multivariate-normal-cdf-in-c-c-or-fortran,"multivariate normal cdf in C, C++, or Fortran",1340149527.0,,1415241214.0,Not suitable for this site,,,
1170,"['c++', 'windbg', 'pageheap']","{'account_id': 161590, 'reputation': 5001, 'user_id': 382485, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/422fe6da66c4912411106a60a3de4da1?s=256&d=identicon&r=PG', 'display_name': 'Maanu', 'link': 'https://stackoverflow.com/users/382485/maanu'}",True,370,10950515.0,2,2,1359057163,1339164430,10950424,CC BY-SA 3.0,https://stackoverflow.com/questions/10950424/multi-threaded-access-in-heap-no-serialize-heap,Multi-threaded access in HEAP_NO_SERIALIZE heap,1359056653.0,,,,,,
1171,"['c++', 'boost', 'uuid', 'boost-uuid']","{'account_id': 49316, 'reputation': 51401, 'user_id': 146780, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/48ea519fede5177604945a5c430e6e19?s=256&d=identicon&r=PG', 'display_name': 'jmasterx', 'link': 'https://stackoverflow.com/users/146780/jmasterx'}",True,5681,10951940.0,3,3,1359041929,1339169590,10951828,CC BY-SA 3.0,https://stackoverflow.com/questions/10951828/is-it-safe-to-assume-boostuuid-wont-return-a-duplicate,Is it safe to assume boost::uuid won&#39;t return a duplicate?,1339170241.0,,,,,,
1172,"['c++', 'libphonenumber']","{'account_id': 392759, 'reputation': 211, 'user_id': 754223, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/9b231cdcc612bf34c285652e3f5d4e05?s=256&d=identicon&r=PG', 'display_name': 'setimouse', 'link': 'https://stackoverflow.com/users/754223/setimouse'}",True,438,,1,1,1358957450,1339034073,10924667,CC BY-SA 3.0,https://stackoverflow.com/questions/10924667/there-is-no-phonenumber-pb-h-in-libphonenumber,There is no phonenumber.pb.h in libphonenumber,1358957450.0,,,,,,
1173,"['c++', 'arrays']","{'account_id': 559484, 'reputation': 79, 'user_id': 921784, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/90f3c6e08f3b755bf05fc8a269a0f104?s=256&d=identicon&r=PG', 'display_name': 'mishkapp', 'link': 'https://stackoverflow.com/users/921784/mishkapp'}",True,272,11047259.0,9,1,1358955505,1339749439,11047239,,https://stackoverflow.com/questions/11047239/how-can-i-know-legth-of-array-in-c,How can I know legth of array in C++,1495535072.0,,1339754103.0,exact duplicate,,,
1174,"['c++', 'opengl', 'opengl-4', 'nurbs']","{'account_id': 1518404, 'reputation': 116, 'user_id': 1418817, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce6a544b670330a8dc6b9c3b1eea37c4?s=256&d=identicon&r=PG', 'display_name': 'Ahk4iePaiv8u', 'link': 'https://stackoverflow.com/users/1418817/ahk4iepaiv8u'}",True,2220,,2,3,1358730411,1339491906,10993486,CC BY-SA 3.0,https://stackoverflow.com/questions/10993486/what-about-nurbs-and-opengl-4-2-core,What about NURBS and opengl 4.2 core?,1339496121.0,,,,,,
1175,"['c++', 'optimization', 'bit-manipulation', 'modulo', 'bit-shift']","{'account_id': 918122, 'reputation': 651, 'user_id': 950456, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/dafd59a5d05d92f364e76169547aeca2?s=256&d=identicon&r=PG', 'display_name': 'PgrAm', 'link': 'https://stackoverflow.com/users/950456/pgram'}",True,29775,11077172.0,5,13,1358696061,1339984799,11076216,CC BY-SA 3.0,https://stackoverflow.com/questions/11076216/re-implement-modulo-using-bit-shifts,re implement modulo using bit shifts?,1339985616.0,,,,,,
1176,"['c++', 'windows', 'winapi', 'console']","{'account_id': 167954, 'reputation': 27157, 'user_id': 393087, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/fe541f7ee2308f46a19230cb3a4b4d06?s=256&d=identicon&r=PG', 'display_name': 'rsk82', 'link': 'https://stackoverflow.com/users/393087/rsk82'}",True,477,,1,1,1358295178,1338554107,10850377,CC BY-SA 3.0,https://stackoverflow.com/questions/10850377/how-prevent-console-window-from-extending-beyond-screen,How prevent console window from extending beyond screen?,1338556000.0,,,,,,
1177,['c++'],"{'account_id': 137952, 'reputation': 3417, 'user_id': 342534, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/fa7fa36ee1dc312e164314aa9b65af25?s=256&d=identicon&r=PG', 'display_name': 'Lior Ohana', 'link': 'https://stackoverflow.com/users/342534/lior-ohana'}",True,6525,10926371.0,3,0,1358271858,1339048291,10926351,CC BY-SA 3.0,https://stackoverflow.com/questions/10926351/how-to-handle-class-type-redefinition,How to handle &quot;class type redefinition&quot;,,,,,,,
1178,"['c++', 'memory-management', 'memory-leaks', 'vector', 'struct']","{'account_id': 379117, 'reputation': 1387, 'user_id': 732271, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://www.gravatar.com/avatar/16fd76413f87032d759664ce556f7a6e?s=256&d=identicon&r=PG', 'display_name': 'Satchmo Brown', 'link': 'https://stackoverflow.com/users/732271/satchmo-brown'}",True,1525,,4,2,1358211470,1339716783,11042780,CC BY-SA 3.0,https://stackoverflow.com/questions/11042780/c-will-deleting-a-vector-of-structs-that-contain-vectors-cause-memory-leaks,C++ - Will deleting a vector of structs that contain vectors cause memory leaks?,1358211470.0,,,,,,
1179,"['c++', 'recursion', 'segmentation-fault']","{'account_id': 1542010, 'reputation': 1, 'user_id': 1436411, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f832d587c2addb25dec25e5fc63ba47f?s=256&d=identicon&r=PG', 'display_name': 'Chris Norton', 'link': 'https://stackoverflow.com/users/1436411/chris-norton'}",False,103,,1,0,1358195055,1338865911,10891089,CC BY-SA 3.0,https://stackoverflow.com/questions/10891089/c-recursion-causing-segmentation-faults-and-and-or-queries-with-words,c++ recursion causing segmentation faults (AND and OR queries with words),1358195055.0,,,,,,
1180,"['c++', 'opencv', 'contour', 'image-segmentation']","{'account_id': 1400312, 'reputation': 129, 'user_id': 1329221, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/y315r.jpg?s=256&g=1', 'display_name': 'Alex Williams', 'link': 'https://stackoverflow.com/users/1329221/alex-williams'}",True,2970,11076075.0,1,2,1358192124,1339975794,11075607,CC BY-SA 3.0,https://stackoverflow.com/questions/11075607/opencv-how-can-i-properly-segment-an-image-with-thresholding-use-a-binary-ima,OpenCV: How can I properly segment an Image with Thresholding / use a Binary Image to segment the original Image?,1358192124.0,,,,,,
