,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,locked_date,community_owned_date
1162,"['c++', 'c', 'serial-port', 'usbserial', 'xbee']","{'account_id': 1207804, 'reputation': 132, 'user_id': 1176986, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/e526ebbd845b1645f9e690e57f9e6f9e?s=256&d=identicon&r=PG', 'display_name': 'cvicente', 'link': 'https://stackoverflow.com/users/1176986/cvicente'}",True,8838,2,3,1378547104,1341957324,,11422639,CC BY-SA 3.0,https://stackoverflow.com/questions/11422639/opening-dev-ttyusb0-returns-bad-file-descriptor,Opening /dev/ttyUSB0 returns &quot;Bad file descriptor&quot;,11423041.0,,,,,,
1163,"['c++', 'c', 'google-chrome', 'google-nativeclient']","{'account_id': 128158, 'reputation': 191, 'user_id': 325793, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://i.stack.imgur.com/E7ArV.jpg?s=256&g=1', 'display_name': 'Pantonaut', 'link': 'https://stackoverflow.com/users/325793/pantonaut'}",False,435,1,0,1378525305,1342453410,1495541548.0,11507754,CC BY-SA 3.0,https://stackoverflow.com/questions/11507754/how-to-set-up-linker-flags-when-developing-google-pepper-trusted-plugin-with-c,How to set up Linker Flags when developing Google Pepper Trusted Plugin with C++ API,,,,,,,
1164,"['c++', 'file', 'char']","{'account_id': 108369, 'reputation': 3953, 'user_id': 287693, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/a2b2f6453da084d8538fd521c0a0f264?s=256&d=identicon&r=PG', 'display_name': 'justik', 'link': 'https://stackoverflow.com/users/287693/justik'}",True,7335,3,2,1378389255,1341508800,1378389255.0,11349328,CC BY-SA 3.0,https://stackoverflow.com/questions/11349328/c-last-character-in-file,C++ last character in file,11349399.0,,,,,,
1165,"['c++', 'sockets', 'networking', 'ubuntu', 'client']","{'account_id': 1054754, 'reputation': 3143, 'user_id': 1057733, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/64e83d862a3f47b1a0bd118a9a37e7f6?s=256&d=identicon&r=PG', 'display_name': 'mister', 'link': 'https://stackoverflow.com/users/1057733/mister'}",True,28303,3,11,1378149813,1343377007,1495542870.0,11684008,CC BY-SA 3.0,https://stackoverflow.com/questions/11684008/how-do-you-cast-sockaddr-structure-to-a-sockaddr-in-c-networking-sockets-ubu,how do you cast sockaddr structure to a sockaddr_in - C++ networking sockets ubuntu UDP,18579605.0,,,,,,
1166,"['c++', 'g++', 'tr1', 'unordered-map']","{'account_id': 1663190, 'reputation': 721, 'user_id': 1531083, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/43840da34b4e79903bba6c6fff4bd76f?s=256&d=identicon&r=PG', 'display_name': 'user1531083', 'link': 'https://stackoverflow.com/users/1531083/user1531083'}",True,2506,2,1,1378116296,1342517298,1342518598.0,11519648,CC BY-SA 3.0,https://stackoverflow.com/questions/11519648/unordered-multimapequal-range-slow,unordered_multimap::equal_range slow,18570539.0,,,,,,
1167,"['c++', 'proxy', 'boost-asio']","{'account_id': 21847, 'reputation': 11797, 'user_id': 53420, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/7b22f0b3304066470193db063a024ea2?s=256&d=identicon&r=PG', 'display_name': 'RED SOFT ADAIR', 'link': 'https://stackoverflow.com/users/53420/red-soft-adair'}",True,7564,2,8,1377606062,1342532697,1377606062.0,11523829,CC BY-SA 3.0,https://stackoverflow.com/questions/11523829/how-to-add-proxy-support-to-boostasio,how to add proxy support to boost::asio?,11537603.0,,,,,,
1168,"['c++', 'objective-c', 'macos', 'objective-c++', 'getline']","{'account_id': 991898, 'reputation': 34009, 'user_id': 1008938, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/EOZbS.png?s=256&g=1', 'display_name': 'Linuxios', 'link': 'https://stackoverflow.com/users/1008938/linuxios'}",True,3754,2,5,1377443380,1341540269,,11354936,CC BY-SA 3.0,https://stackoverflow.com/questions/11354936/why-doesnt-stdgetline-block,Why doesn&#39;t std::getline block?,11355086.0,,,,,,
1169,"['c++', 'winapi']","{'account_id': 281394, 'reputation': 805, 'user_id': 577669, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/ed7d05b68167d52099fcf086eac2bc72?s=256&d=identicon&r=PG', 'display_name': 'Steven Van Ingelgem', 'link': 'https://stackoverflow.com/users/577669/steven-van-ingelgem'}",True,10694,2,5,1377144212,1342733005,,11569533,CC BY-SA 3.0,https://stackoverflow.com/questions/11569533/get-the-resource-id-from-hwnd,Get the (resource) ID from hWnd,11569819.0,,,,,,
1170,"['c++', 'namespaces']","{'account_id': 131639, 'reputation': 19900, 'user_id': 331785, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5348f77500c08a662088203ef1b4be27?s=256&d=identicon&r=PG', 'display_name': 'Baruch', 'link': 'https://stackoverflow.com/users/331785/baruch'}",True,8151,3,25,1377097718,1343210843,1343211905.0,11647376,CC BY-SA 3.0,https://stackoverflow.com/questions/11647376/import-nested-classes-into-namespace-c,Import nested classes into namespace - C++,11647933.0,,,,,,
1171,"['c++', 'arrays', 'memory-management', 'vector', 'set']","{'account_id': 1625802, 'reputation': 4922, 'user_id': 1501388, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/VFFaR.jpg?s=256&g=1', 'display_name': 'lashgar', 'link': 'https://stackoverflow.com/users/1501388/lashgar'}",True,8109,5,4,1377067527,1341401178,1377067527.0,11328162,CC BY-SA 3.0,https://stackoverflow.com/questions/11328162/stdset-for-each-element-in-an-array,std::set for each element in an array,11328234.0,,,,,,
1172,"['c++', 'synchronization', 'pthreads', 'conditional', 'mutex']","{'account_id': 1510297, 'reputation': 937, 'user_id': 1412605, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/6a1ca565b7eb9c8acf29c2cd1e802176?s=256&d=identicon&r=PG', 'display_name': 'Pontomedon', 'link': 'https://stackoverflow.com/users/1412605/pontomedon'}",True,376,1,3,1376981980,1341217471,1341220798.0,11290089,CC BY-SA 3.0,https://stackoverflow.com/questions/11290089/pthread-synchronization-on-two-different-conditions,pthread synchronization on two different conditions,11290185.0,,,,,,
1173,"['c++', 'data-structures', 'tree', 'binary-tree']","{'account_id': 1260072, 'reputation': 5765, 'user_id': 1218599, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/1a2348edcca645b4d24b274580777b40?s=256&d=identicon&r=PG', 'display_name': 'ordinary', 'link': 'https://stackoverflow.com/users/1218599/ordinary'}",True,1976,2,1,1376808481,1343544077,,11707248,CC BY-SA 3.0,https://stackoverflow.com/questions/11707248/getting-all-paths-from-root-to-leaf-nodes,Getting all paths from root to leaf nodes,11707267.0,,,,,,
1174,"['c++', 'broadcast', 'keylogger']","{'account_id': 201621, 'reputation': 2179, 'user_id': 448189, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/cF8pO.jpg?s=256&g=1', 'display_name': 'Zac', 'link': 'https://stackoverflow.com/users/448189/zac'}",True,1498,3,0,1376666519,1343599889,,11713428,CC BY-SA 3.0,https://stackoverflow.com/questions/11713428/c-keylogger-not-logging-first-shift-key-or-control-key-press,c++ KeyLogger not logging first shift key or control key press,,,,,,,
1175,"['c++', 'static-assert']","{'account_id': 1634240, 'reputation': 276, 'user_id': 1508167, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f8224008276b95a12da9d2ab774cc5da?s=256&d=identicon&r=PG', 'display_name': 'Tar', 'link': 'https://stackoverflow.com/users/1508167/tar'}",True,1606,2,11,1376480427,1342039956,1342250600.0,11441302,CC BY-SA 3.0,https://stackoverflow.com/questions/11441302/static-assertion-if-possible-dynamic-assertion-otherwise,"Static assertion if possible, dynamic assertion otherwise?",11442002.0,,,,,,
1176,"['c++', 'eclipse', 'sockets', 'gcc', 'eclipse-cdt']","{'account_id': 1342253, 'reputation': 491, 'user_id': 1283719, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1c43a328f6a1a84be9225eaf0130b6be?s=256&d=identicon&r=PG', 'display_name': 'user1283719', 'link': 'https://stackoverflow.com/users/1283719/user1283719'}",False,587,2,1,1376420950,1342355793,,11491950,CC BY-SA 3.0,https://stackoverflow.com/questions/11491950/eclipse-cdt-on-os-x-complaining-about-gcc-built-in-function-function-builti,Eclipse CDT on OS X complaining about gcc built-in function: &quot;Function &#39;__builtin_bzero&#39; could not be resolved&quot;,,,,,,,
1177,"['c++', 'python', 'segmentation-fault', 'python-c-api', 'pycairo']","{'account_id': 441645, 'reputation': 855, 'user_id': 831851, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/5daf06685a5bc9176f00da3831ec2863?s=256&d=identicon&r=PG', 'display_name': 'FernandoH', 'link': 'https://stackoverflow.com/users/831851/fernandoh'}",True,372,1,2,1376115047,1341595134,1376115047.0,11366852,CC BY-SA 3.0,https://stackoverflow.com/questions/11366852/pycobject-importcairo-capi-c-call-yields-segfault-import-cairo-on,"&#39;PyCObject_Import(&quot;cairo&quot;, &quot;CAPI&quot;)&#39; C++ call yields segfault, &#39;import cairo&#39; on python works",,,,,,,
1178,"['c++', 'database', 'qt', 'model-view-controller']","{'account_id': 86773, 'reputation': 2571, 'user_id': 241060, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/77bec7d5bc1c0582e7afac22ec7c9aed?s=256&d=identicon&r=PG', 'display_name': 'JadziaMD', 'link': 'https://stackoverflow.com/users/241060/jadziamd'}",True,10505,2,0,1376098699,1342549416,1342550425.0,11528557,CC BY-SA 3.0,https://stackoverflow.com/questions/11528557/using-qsqltablemodel-to-display-an-sql-view,Using QSqlTableModel to display an SQL view,11528580.0,,,,,,
1179,"['c++', 'visual-studio-2010', 'visual-c++', 'argument-dependent-lookup', 'copy-and-swap']","{'account_id': 64588, 'reputation': 6182, 'user_id': 190600, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/Sut9B.jpg?s=256&g=1', 'display_name': 'neuviemeporte', 'link': 'https://stackoverflow.com/users/190600/neuviemeporte'}",True,3386,4,0,1375817208,1342738342,1495540093.0,11570478,CC BY-SA 3.0,https://stackoverflow.com/questions/11570478/providing-swap-for-a-c-template-class-breaks-stdswap,Providing swap() for a C++ template class breaks std::swap()?,11572516.0,,,,,,
1180,"['c++', 'visual-studio-2010']","{'account_id': 244967, 'reputation': 13044, 'user_id': 518169, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/3e75b8b05b39ee50cb66f714a544f2e2?s=256&d=identicon&r=PG', 'display_name': 'hyperknot', 'link': 'https://stackoverflow.com/users/518169/hyperknot'}",True,3453,4,8,1375671391,1342546665,1342548790.0,11527852,CC BY-SA 3.0,https://stackoverflow.com/questions/11527852/do-an-or-in-switch-case-in-c,Do an OR in Switch-Case in C++,11527874.0,,,,,,
1181,"['c++', 'opengl', 'callback', 'keyboard', 'glut']","{'account_id': 1097486, 'reputation': 1009, 'user_id': 1090772, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/343a7a34d0924165db754cebfe5e6148?s=256&d=identicon&r=PG', 'display_name': 'Jonas', 'link': 'https://stackoverflow.com/users/1090772/jonas'}",True,2811,1,0,1375561691,1342354546,1375561691.0,11491797,CC BY-SA 3.0,https://stackoverflow.com/questions/11491797/callbacks-to-handle-keyboard-inputs,Callbacks to handle keyboard inputs,11491922.0,,,,,,
1182,"['c++', 'new-operator']","{'account_id': 1097486, 'reputation': 1009, 'user_id': 1090772, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/343a7a34d0924165db754cebfe5e6148?s=256&d=identicon&r=PG', 'display_name': 'Jonas', 'link': 'https://stackoverflow.com/users/1090772/jonas'}",True,530,2,1,1375561660,1342899616,1375561660.0,11595331,CC BY-SA 3.0,https://stackoverflow.com/questions/11595331/new-and-operators-all-at-one-instruction,"new, () and [] operators all at one instruction",11595353.0,,,,,,
1183,"['c++', 'rule-engine', 'clips']","{'account_id': 128910, 'reputation': 3932, 'user_id': 327096, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/cMHTm.jpg?s=256&g=1', 'display_name': 'kumar_m_kiran', 'link': 'https://stackoverflow.com/users/327096/kumar-m-kiran'}",True,4400,1,5,1375496049,1343299582,1343300647.0,11667628,CC BY-SA 3.0,https://stackoverflow.com/questions/11667628/clips-and-integration-with-c,CLIPS and integration with C++,,,,,,,
1184,"['c++', 'websocket', 'asyncsocket']","{'account_id': 1624724, 'reputation': 21, 'user_id': 1500513, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/20ea1879c8233795950a8e73101b0d55?s=256&d=identicon&r=PG', 'display_name': 'user1500513', 'link': 'https://stackoverflow.com/users/1500513/user1500513'}",True,1721,1,2,1375437205,1341376625,,11322480,CC BY-SA 3.0,https://stackoverflow.com/questions/11322480/does-anyone-know-of-any-attempt-to-implement-the-web-sockets-api-using-libevent,Does anyone know of any attempt to implement the Web Sockets API using libevent in C/C++?,,,,,,,
1185,"['c++', 'stream']","{'account_id': 1260072, 'reputation': 5765, 'user_id': 1218599, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/1a2348edcca645b4d24b274580777b40?s=256&d=identicon&r=PG', 'display_name': 'ordinary', 'link': 'https://stackoverflow.com/users/1218599/ordinary'}",True,9425,3,3,1375422513,1343617767,,11714973,CC BY-SA 3.0,https://stackoverflow.com/questions/11714973/istream-seekg-offsets-and-iosend,Istream seekg() offsets and ios::end,,,,,,,
1186,"['c++', 'class', 'vector', 'header', 'extern']","{'account_id': 1681918, 'reputation': 11, 'user_id': 1545986, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8ba14b9c74afa74e9e0383f1085d177?s=256&d=identicon&r=PG', 'display_name': 'Aske', 'link': 'https://stackoverflow.com/users/1545986/aske'}",True,2547,1,-2,1375362258,1343051676,1375362232.0,11613948,CC BY-SA 3.0,https://stackoverflow.com/questions/11613948/c-declaring-an-extern-vector-container-in-header-file-causes-errors,C++: declaring an extern vector container in header file causes errors,,,,,,,
1187,"['c++', 'download']","{'account_id': 431482, 'reputation': 7002, 'user_id': 815560, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/2b38d2b59a2dfdd3d78493f206827917?s=256&d=identicon&r=PG', 'display_name': 'mohamede1945', 'link': 'https://stackoverflow.com/users/815560/mohamede1945'}",True,2477,2,1,1375193092,1343530216,1343533779.0,11706263,CC BY-SA 3.0,https://stackoverflow.com/questions/11706263/c-downloading-file-with-pause-resume-controls,C++ Downloading File with Pause/Resume controls,11706350.0,,,,,,
1188,"['c++', 'performance', 'intel', 'performancecounter']","{'account_id': 917311, 'reputation': 8595, 'user_id': 970171, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/56d878eca2d65a35dc2b51434632541e?s=256&d=identicon&r=PG', 'display_name': 'Palace Chan', 'link': 'https://stackoverflow.com/users/970171/palace-chan'}",True,1473,1,3,1375080817,1343398061,1375080817.0,11689483,CC BY-SA 3.0,https://stackoverflow.com/questions/11689483/how-to-programmatically-access-performance-counters-in-c-c-a-la-rdtsc,How to programmatically access performance counters in c/c++ a-la-rdtsc?,11689778.0,,,,,,
1189,"['c++', 'multithreading', 'sockets', 'boost', 'boost-asio']","{'account_id': 105161, 'reputation': 2952, 'user_id': 280758, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://www.gravatar.com/avatar/196439db37b40bbd20479e11606b78d2?s=256&d=identicon&r=PG', 'display_name': 'qehgt', 'link': 'https://stackoverflow.com/users/280758/qehgt'}",True,6551,4,6,1374739427,1342796780,1342798057.0,11581978,CC BY-SA 3.0,https://stackoverflow.com/questions/11581978/write-to-boostasio-socket-from-different-threads,write to boost::asio socket from different threads,11582205.0,,,,,,
1190,"['c++', 'c', 'statistics', 'regression', 'least-squares']","{'account_id': 1563665, 'reputation': 1789, 'user_id': 1452934, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/b165d96eee03401a8d3ebbefc292e1b6?s=256&d=identicon&r=PG', 'display_name': 'ISTB', 'link': 'https://stackoverflow.com/users/1452934/istb'}",True,4572,4,20,1374662307,1342170167,1359094329.0,11467321,CC BY-SA 3.0,https://stackoverflow.com/questions/11467321/partial-least-squares-library,Partial Least Squares Library,,,,,,,
1191,"['c++', 'linux', 'qt']","{'account_id': 1614803, 'reputation': 117, 'user_id': 1492799, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d35bc737437a95f9f45e0fd6e8a29ed9?s=256&d=identicon&r=PG', 'display_name': 'Jis', 'link': 'https://stackoverflow.com/users/1492799/jis'}",True,306,2,0,1374640054,1341915601,,11411234,CC BY-SA 3.0,https://stackoverflow.com/questions/11411234/search-a-file-with-a-zimage-file-extension-in-qt,Search a file with a zimage file extension in Qt,11412924.0,,,,,,
1192,"['c++', 'xerces', 'xerces-c']","{'account_id': 12619, 'reputation': 10395, 'user_id': 24954, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/d8d149d3236df011a3037aab8313e7bd?s=256&d=identicon&r=PG', 'display_name': 'Nathan', 'link': 'https://stackoverflow.com/users/24954/nathan'}",True,3118,2,0,1374475943,1341435384,,11335370,CC BY-SA 3.0,https://stackoverflow.com/questions/11335370/what-is-the-difference-between-xerces-c-3-1-dll-and-xerces-c-3-1d-dll-in-apache,What is the difference between xerces-c_3_1.dll and xerces-c_3_1D.dll in Apache Xerces pre-built binaries?,11335416.0,,,,,,
1193,"['c++', 'c', 'linux', 'libpcap']","{'account_id': 1015959, 'reputation': 141, 'user_id': 1027524, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/0d4b07453a8e8e901462db86416ed8bc?s=256&d=identicon&r=PG', 'display_name': 'user1027524', 'link': 'https://stackoverflow.com/users/1027524/user1027524'}",True,2942,1,3,1374175721,1343089069,,11622397,CC BY-SA 3.0,https://stackoverflow.com/questions/11622397/convert-a-rtp-sequence-payload-in-a-wav-file,Convert a RTP sequence payload in a .wav file,,,,,,,
1194,"['c++', 'c', 'templates', 'struct']","{'account_id': 219584, 'reputation': 426, 'user_id': 476581, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/909711cb347cf57e3c1378a27310fb8e?s=256&d=identicon&r=PG', 'display_name': 'Neil', 'link': 'https://stackoverflow.com/users/476581/neil'}",True,3594,3,2,1374112079,1341524981,1341655498.0,11353062,CC BY-SA 3.0,https://stackoverflow.com/questions/11353062/using-c-templates-with-c-structs-for-introspection,Using C++ Templates with C structs for introspection?,11353350.0,,,,,,
1195,"['c++', 'visual-c++', 'allegro']","{'account_id': 1171878, 'reputation': 555, 'user_id': 1148882, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/rtg1f.jpg?s=256&g=1', 'display_name': 'rmaes4', 'link': 'https://stackoverflow.com/users/1148882/rmaes4'}",True,3839,2,3,1373923787,1341883281,1341883433.0,11405401,CC BY-SA 3.0,https://stackoverflow.com/questions/11405401/how-to-link-allegro-4-4-with-visual-studio-2010,How to link allegro 4.4 with visual studio 2010,11405670.0,,,,,,
1196,"['c#', 'c++', 'interop']","{'account_id': 235298, 'reputation': 244, 'user_id': 502021, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/c8cd3efd0672397dc77337c968a02e15?s=256&d=identicon&r=PG', 'display_name': 'Lap', 'link': 'https://stackoverflow.com/users/502021/lap'}",True,1203,1,5,1373715310,1341482310,1341482356.0,11341950,CC BY-SA 3.0,https://stackoverflow.com/questions/11341950/using-cxxi-to-wrap-c-libraries,Using CXXI to wrap C++ libraries,,,,,,,
1197,"['c++', 'gdb', 'solaris', 'dbx', 'watchpoint']","{'account_id': 40019, 'reputation': 39713, 'user_id': 115751, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/FkIiK.png?s=256&g=1', 'display_name': 'WilliamKF', 'link': 'https://stackoverflow.com/users/115751/williamkf'}",True,850,2,1,1373566670,1341348510,1341417411.0,11318947,CC BY-SA 3.0,https://stackoverflow.com/questions/11318947/how-to-set-a-hardware-watchpoint-in-dbx,How to set a hardware watchpoint in dbx?,17600577.0,,,,,,
1198,"['c++', 'opencv', 'sift', 'knn', 'orb']","{'account_id': 231800, 'reputation': 46223, 'user_id': 496223, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/jKHnH.jpg?s=256&g=1', 'display_name': 'dynamic', 'link': 'https://stackoverflow.com/users/496223/dynamic'}",True,1200,2,4,1373451940,1342556935,1342729719.0,11530403,CC BY-SA 3.0,https://stackoverflow.com/questions/11530403/lsh-for-fast-nn-similarity-search-based-on-hamming-distance,LSH for fast NN similarity search based on hamming distance?,11560066.0,,,,,,
1199,"['c++', 'qt', 'qtstylesheets']","{'account_id': 1331603, 'reputation': 788, 'user_id': 1275386, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/4M0HT.jpg?s=256&g=1', 'display_name': 'Brandon Clark', 'link': 'https://stackoverflow.com/users/1275386/brandon-clark'}",True,7339,2,8,1372877377,1343366763,1343374442.0,11681943,CC BY-SA 3.0,https://stackoverflow.com/questions/11681943/qt-global-style-sheet-loading,Qt global style sheet loading?,11683253.0,,,,,,
1200,"['c++', 'optimization', 'floating-point', 'arm', 'neon']","{'account_id': 1610378, 'reputation': 21, 'user_id': 1489502, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c3e7a5d9452bb5aced49ae2f3744845c?s=256&d=identicon&r=PG', 'display_name': 'Tan Man', 'link': 'https://stackoverflow.com/users/1489502/tan-man'}",True,5445,3,1,1372837796,1342021912,1342028786.0,11436551,CC BY-SA 3.0,https://stackoverflow.com/questions/11436551/dot-product-w-neon-intrinsics,Dot Product /w Neon Intrinsics,,,,,,,
1201,"['c++', 'matrix', 'multidimensional-array']","{'account_id': 1341305, 'reputation': 3250, 'user_id': 1282910, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/4ijmc.jpg?s=256&g=1', 'display_name': 'Patrick Bassut', 'link': 'https://stackoverflow.com/users/1282910/patrick-bassut'}",True,2360,6,4,1372724422,1342803160,1343049149.0,11583747,CC BY-SA 3.0,https://stackoverflow.com/questions/11583747/n-dimensional-c-array-hows-that-possible,n-dimensional c++ array. How`s that possible?,11583823.0,,,,,,
1202,"['c++', 'database', 'sqlite', 'soap']","{'account_id': 1493906, 'reputation': 1662, 'user_id': 1400313, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/9b82717c6ce66165a17980fe366c82bd?s=256&d=identicon&r=PG', 'display_name': 'Satyam', 'link': 'https://stackoverflow.com/users/1400313/satyam'}",True,1926,1,2,1372681486,1341206192,1372681486.0,11288092,CC BY-SA 3.0,https://stackoverflow.com/questions/11288092/c-create-dynamic-database-using-sqlite-for-transferring-voice-stream,C++: Create dynamic database using sqlite for transferring voice stream,11292915.0,,,,,,
1203,"['c++', 'winapi', 'bitmap', 'gdi+', 'gdi']","{'account_id': 1650246, 'reputation': 133, 'user_id': 1520994, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/24c5294a0336d60ce4f1e26d11eed0ee?s=256&d=identicon&r=PG', 'display_name': 'Blues76', 'link': 'https://stackoverflow.com/users/1520994/blues76'}",True,13190,1,2,1372672136,1343523667,1372672136.0,11705844,CC BY-SA 3.0,https://stackoverflow.com/questions/11705844/win32-create-bitmap-from-device-context-to-file-and-or-blob,Win32 Create Bitmap from Device Context To File and/or BLOB,11706432.0,,,,,,
1204,"['c++', 'variadic-templates']","{'account_id': 27427, 'reputation': 2927, 'user_id': 962474, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/95f5b7b88dca6d1733c1bae8ee57fe40?s=256&d=identicon&r=PG', 'display_name': 'M3taSpl0it', 'link': 'https://stackoverflow.com/users/962474/m3taspl0it'}",True,627,4,6,1372431776,1342180220,1342185426.0,11469933,CC BY-SA 3.0,https://stackoverflow.com/questions/11469933/how-do-i-get-a-specific-type-from-a-variadic-type-pack,How do I get a specific type from a variadic type pack?,11470169.0,,,,,,
1205,"['c++', 'constants', 'mutable']","{'account_id': 408442, 'reputation': 20570, 'user_id': 779111, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/808763efea1a993c937ac96e7e83032f?s=256&d=identicon&r=PG', 'display_name': 'JAN', 'link': 'https://stackoverflow.com/users/779111/jan'}",True,4917,4,9,1372344279,1342116550,,11457953,CC BY-SA 3.0,https://stackoverflow.com/questions/11457953/const-cast-vs-mutable-any-difference,const_cast VS mutable ? any difference?,11458071.0,,,,,,
1206,"['c++', 'biginteger']","{'account_id': 1681904, 'reputation': 87, 'user_id': 1545975, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/847d1deb93d4853cd974d800a1a5bb87?s=256&d=identicon&r=PG', 'display_name': 'user1545975', 'link': 'https://stackoverflow.com/users/1545975/user1545975'}",True,372,1,0,1372260770,1343281526,1372260770.0,11663118,CC BY-SA 3.0,https://stackoverflow.com/questions/11663118/bigunsigned-integer-c,BigUnsigned integer (C++),11663256.0,,,,,,
1207,"['c++', 'compiler-construction', 'compilation', 'inline']","{'account_id': 910755, 'reputation': 7646, 'user_id': 944687, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9e4b32705e40c455ffd41e0ca7c6db29?s=256&d=identicon&r=PG', 'display_name': 'Desmond Hume', 'link': 'https://stackoverflow.com/users/944687/desmond-hume'}",True,246,3,1,1372103594,1341601182,,11368149,CC BY-SA 3.0,https://stackoverflow.com/questions/11368149/if-a-heavy-function-located-in-a-header-file-is-not-marked-with-inline-wher,"If a &quot;heavy&quot; function located in a header file is not marked with &#39;inline&#39;, where its code is compiled to?",11368279.0,,,,,,
1208,"['c++', 'uml']","{'account_id': 22972, 'reputation': 7677, 'user_id': 57185, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/c7c0bd3b1c62185784ed1d715352d7e1?s=256&d=identicon&r=PG', 'display_name': 'PaulH', 'link': 'https://stackoverflow.com/users/57185/paulh'}",True,2606,2,7,1371505106,1342101723,1495541286.0,11453540,CC BY-SA 3.0,https://stackoverflow.com/questions/11453540/how-can-i-represent-inheritance-from-a-template-parameter-in-uml,How can I represent inheritance from a template parameter in UML?,11460576.0,,,,,,
