,tags,owner,is_answered,view_count,answer_count,score,locked_date,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason
1253,"['c++', 'c', 'linux', 'serial-port']","{'account_id': 6386543, 'reputation': 3, 'user_id': 4954270, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5WuMe.jpg?s=256&g=1', 'display_name': 'John Hentges', 'link': 'https://stackoverflow.com/users/4954270/john-hentges'}",False,73,0,0,,1624404422,1623876770,1624404422.0,68009882,CC BY-SA 4.0,https://stackoverflow.com/questions/68009882/how-to-correlate-pci-card-bus-function-or-vendev-and-the-dev-ttysn-installed-fr,How to correlate PCI card bus/function or VENDEV and the /dev/ttySn installed from Linux C/C++,,,
1254,"['c++', 'syntax', 'c++17', 'syntactic-sugar']","{'account_id': 8771715, 'reputation': 532, 'user_id': 6558299, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/e65e1d1e173c7dff74930ea70e3ce1a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aedoro', 'link': 'https://stackoverflow.com/users/6558299/aedoro'}",True,147,2,0,,1624399674,1623184404,1624399674.0,67894226,CC BY-SA 4.0,https://stackoverflow.com/questions/67894226/range-based-for-loop-on-r-value,range based for-loop on r-value,67895854.0,,
1255,"['c++', 'cmake']","{'account_id': 11673044, 'reputation': 867, 'user_id': 8547516, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b93529ac87219a1ae6568f506bce161f?s=256&d=identicon&r=PG&f=1', 'display_name': 'gerum', 'link': 'https://stackoverflow.com/users/8547516/gerum'}",False,155,1,0,,1624398578,1624354552,,68081111,CC BY-SA 4.0,https://stackoverflow.com/questions/68081111/cmake-imported-library-include-directories-before-other-ones,CMake imported library include_directories before other ones,,,
1256,"['c++', 'stringstream']","{'account_id': 17043438, 'reputation': 143, 'user_id': 12335153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d4c27fa989582419c69cefbadaddfc20?s=256&d=identicon&r=PG&f=1', 'display_name': 'ImTrying', 'link': 'https://stackoverflow.com/users/12335153/imtrying'}",False,45,0,0,,1624398448,1624398448,,68091069,,https://stackoverflow.com/questions/68091069/return-content-of-stringstream,return content of stringstream,,1624400232.0,Duplicate
1257,"['c++', 'unsigned-integer']","{'account_id': 10001014, 'reputation': 389, 'user_id': 16036013, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cd6b9a470a6847ca8605e68550595d6b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aisec Nory', 'link': 'https://stackoverflow.com/users/16036013/aisec-nory'}",True,736,3,6,,1624397174,1624394369,,68090461,CC BY-SA 4.0,https://stackoverflow.com/questions/68090461/c-unsigned-and-signed-conversion,C++ unsigned and signed conversion,68090590.0,,
1258,"['c++', 'pointers', 'binary-search-tree']","{'account_id': 21211485, 'reputation': 11, 'user_id': 15599986, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-uNpvR1l5m80/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclBfBl8fv4hpatRhda7WLXpjM0keg/s96-c/photo.jpg?sz=256', 'display_name': 'Anonymous User', 'link': 'https://stackoverflow.com/users/15599986/anonymous-user'}",True,56,1,0,,1624396147,1624394552,1624394782.0,68090495,CC BY-SA 4.0,https://stackoverflow.com/questions/68090495/why-did-we-used-preorderidx-instead-of-preorderidx,why did we used *preorderIdx instead of preorderIdx?,,,
1259,"['c++', 'perfect-forwarding']","{'user_type': 'does_not_exist', 'display_name': 'user16273653'}",True,130,1,0,,1624396067,1624388628,,68089433,CC BY-SA 4.0,https://stackoverflow.com/questions/68089433/stdforward-does-not-become-conditional-cast-if-there-are-no-templates,std::forward does not become conditional cast if there are no templates?,,,
1260,"['c++', 'stl', 'c++14', 'libc++']","{'account_id': 22020367, 'reputation': 33, 'user_id': 16289272, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eff94a0e54f8db1538bff34217bf021f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jeremie', 'link': 'https://stackoverflow.com/users/16289272/jeremie'}",True,187,1,3,,1624395487,1624362817,1624363798.0,68083080,CC BY-SA 4.0,https://stackoverflow.com/questions/68083080/is-this-behaviour-of-stdquote-bug,Is this behaviour of std::quote bug?,68083215.0,,
1261,"['c++', 'integer']","{'account_id': 22024448, 'reputation': 21, 'user_id': 16292679, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ed4849c803c6aeb2336b778173903117?s=256&d=identicon&r=PG&f=1', 'display_name': 'Phillip Gay', 'link': 'https://stackoverflow.com/users/16292679/phillip-gay'}",True,98,1,0,,1624394811,1624391566,,68089999,,https://stackoverflow.com/questions/68089999/get-10-integers-from-user-then-user-may-ask-to-display-the-count-of-positive-or,"Get 10 integers from user, then user may ask to display the count of positive or negative numbers",,1624393048.0,Not suitable for this site
1262,"['c++', 'mfc']","{'account_id': 21174211, 'reputation': 150, 'user_id': 15569855, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/eJIET.jpg?s=256&g=1', 'display_name': 'Yen Dang', 'link': 'https://stackoverflow.com/users/15569855/yen-dang'}",True,134,1,0,,1624394515,1624331236,1624349353.0,68077039,CC BY-SA 4.0,https://stackoverflow.com/questions/68077039/mfc-how-to-change-link-text-color-of-clinkctrl,MFC How to change link text color of CLinkCtrl?,68090490.0,,
1263,"['c++', 'language-lawyer', 'c++20']","{'account_id': 3762627, 'reputation': 975, 'user_id': 3127098, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uoTcV.jpg?s=256&g=1', 'display_name': 'akarin64', 'link': 'https://stackoverflow.com/users/3127098/akarin64'}",True,303,2,10,,1624393185,1624134214,1624149221.0,68050459,CC BY-SA 4.0,https://stackoverflow.com/questions/68050459/c-nested-designated-initializer-with-pointer,C++ nested designated initializer with pointer,68051777.0,,
1264,"['c++', 'types', 'type-systems']","{'account_id': 21071521, 'reputation': 23, 'user_id': 15487682, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3b049d49c1e720053032a113667893f3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kris', 'link': 'https://stackoverflow.com/users/15487682/kris'}",True,83,2,-1,,1624393136,1624389025,1624393136.0,68089506,CC BY-SA 4.0,https://stackoverflow.com/questions/68089506/types-should-be-the-same-but-are-not,Types should be the same but are not,,,
1265,"['c++', 'directx']","{'account_id': 436784, 'reputation': 905, 'user_id': 824142, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/08870948e40c5ea36ced062772d5f478?s=256&d=identicon&r=PG', 'display_name': 'Jeremy', 'link': 'https://stackoverflow.com/users/824142/jeremy'}",False,87,1,0,,1624391423,1624293367,1624391423.0,68071666,CC BY-SA 4.0,https://stackoverflow.com/questions/68071666/capture-image-from-secondary-monitor-cropping-and-saving,"Capture Image from Secondary Monitor, cropping, and saving",,,
1266,"['c++', 'json', 'qt']","{'account_id': 21751307, 'reputation': 81, 'user_id': 16057246, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f3cfb79265bc025861adccc446a9b8a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'miladjurablu', 'link': 'https://stackoverflow.com/users/16057246/miladjurablu'}",False,71,0,1,,1624390703,1624390703,,68089822,CC BY-SA 4.0,https://stackoverflow.com/questions/68089822/how-to-use-qjsondocument-to-show-the-json-in-array,how to use QJsonDocument to show the json in array,,,
1267,"['c++', 'ios', 'xcode']","{'account_id': 5621704, 'reputation': 575, 'user_id': 4451319, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/6d29ef27e0b889c5b232f491d6d0d1b4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Edward Pizzurro', 'link': 'https://stackoverflow.com/users/4451319/edward-pizzurro'}",False,78,0,2,,1624388363,1624382529,1624388363.0,68088184,CC BY-SA 4.0,https://stackoverflow.com/questions/68088184/use-a-wav-file-in-c-in-xcode,Use a .wav file in C++ in Xcode,,,
1268,"['c++', 'cgal']","{'account_id': 21888622, 'reputation': 55, 'user_id': 16175952, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwJf9FaaHYw1Ve17a9KIzYg2Fh2lCDkEUKWyV4K=k-s256', 'display_name': 'Xiang Yue', 'link': 'https://stackoverflow.com/users/16175952/xiang-yue'}",True,77,1,0,,1624384551,1624374666,1624376559.0,68086180,CC BY-SA 4.0,https://stackoverflow.com/questions/68086180/problem-with-multi-threaded-construction-of-nef-polyhedrons-from-a-same-polyhedr,Problem with multi-threaded construction of Nef Polyhedrons from a same Polyhedron,68088653.0,,
1269,"['c++', 'syntax', 'sdl']","{'account_id': 22023424, 'reputation': 33, 'user_id': 16291861, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/5827569827285145/picture?type=large', 'display_name': 'Anthony', 'link': 'https://stackoverflow.com/users/16291861/anthony'}",False,60,0,0,,1624384084,1624383648,1624384084.0,68088449,,https://stackoverflow.com/questions/68088449/why-does-not-contain-second-closing-bracket,Why does &#39;;&#39; not contain second closing bracket?,,1624384154.0,Duplicate
1270,"['c++', 'templates', 'types']","{'account_id': 5375126, 'reputation': 5, 'user_id': 4282320, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1092041793/picture?type=large', 'display_name': 'Fab D&#39;', 'link': 'https://stackoverflow.com/users/4282320/fab-d'}",True,59,1,0,,1624382997,1624380894,1624381401.0,68087801,CC BY-SA 4.0,https://stackoverflow.com/questions/68087801/how-do-i-get-the-template-function-type-when-passing-a-stdvectort,How do I get the template function type when passing a std::vector&lt;T&gt;?,68088300.0,,
1271,"['c++', 'function', 'class']","{'account_id': 18349597, 'reputation': 331, 'user_id': 13364090, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhRJniju76-loVQtpekjTXRz9zl1jIEp9EBCmu8bg=k-s256', 'display_name': 'Miraz', 'link': 'https://stackoverflow.com/users/13364090/miraz'}",False,56,0,0,,1624382033,1624379589,1624382033.0,68087479,CC BY-SA 4.0,https://stackoverflow.com/questions/68087479/passing-a-memberwhich-is-a-class-of-an-arrayof-class-to-a-function,Passing a member(which is a class) of an array(of class&#39;) to a function,,,
1272,"['c++', 'shell']","{'account_id': 21986789, 'reputation': 21, 'user_id': 16260916, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2d53cd183a6045e402f325f1fbbb14d?s=256&d=identicon&r=PG&f=1', 'display_name': 'MejorSP', 'link': 'https://stackoverflow.com/users/16260916/mejorsp'}",False,42,0,0,,1624380733,1624378930,1624380733.0,68087317,CC BY-SA 4.0,https://stackoverflow.com/questions/68087317/problem-using-system-to-call-executable-application-that-requires-user-input,Problem using system() to call executable application that requires user input,,,
1273,"['c++', 'opengl']","{'account_id': 20476508, 'reputation': 1, 'user_id': 15114627, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c21b530d7d107c4a96c75d0fe18914d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nicol&#225;s Castellanos', 'link': 'https://stackoverflow.com/users/15114627/nicol%c3%a1s-castellanos'}",False,43,0,0,,1624380691,1624380691,,68087742,CC BY-SA 4.0,https://stackoverflow.com/questions/68087742/opengl-execution-error-maybe-the-computer,OpenGL execution error (maybe the computer),,,
1274,"['c++', 'armadillo']","{'account_id': 21943155, 'reputation': 532, 'user_id': 16223413, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/517415270d721597e7e1aa145d1a0c32?s=256&d=identicon&r=PG&f=1', 'display_name': 'DHJ', 'link': 'https://stackoverflow.com/users/16223413/dhj'}",True,188,1,0,,1624380594,1624207648,1624256859.0,68058071,CC BY-SA 4.0,https://stackoverflow.com/questions/68058071/replacing-matrix-of-indices-with-corresponding-vector-with-armadillo,replacing matrix of indices with corresponding vector with armadillo,68062475.0,,
1275,"['c++', 'compiler-errors', 'return-type']","{'account_id': 14377710, 'reputation': 21, 'user_id': 16290900, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-bWK-kkOlTWU/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DVMQ83elWlWdu3-nTQ59Wk1G9V4BA/mo/photo.jpg?sz=256', 'display_name': 'doodad', 'link': 'https://stackoverflow.com/users/16290900/doodad'}",False,164,0,1,,1624380386,1624379081,1624380386.0,68087354,CC BY-SA 4.0,https://stackoverflow.com/questions/68087354/function-return-type-mismatch-between-header-and-corresponding-source-file-in-c,Function return type mismatch between header and corresponding source file in C++,,,
1276,"['c++', 'c-preprocessor']","{'account_id': 8147892, 'reputation': 435, 'user_id': 6135986, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/cd35824fbf36fc6dab4a580356fb6f3d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Richard Garfield', 'link': 'https://stackoverflow.com/users/6135986/richard-garfield'}",True,103,1,0,,1624379770,1624379495,,68087458,CC BY-SA 4.0,https://stackoverflow.com/questions/68087458/preprocessor-directive-in-middle-of-c-function,Preprocessor directive in middle of c++ function?,68087520.0,,
1277,"['c++', 'file-handling']","{'account_id': 21997443, 'reputation': 67, 'user_id': 16269701, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ab096bddb7f537aface82a63041984e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rishabh Gupta', 'link': 'https://stackoverflow.com/users/16269701/rishabh-gupta'}",True,480,2,0,,1624378949,1624377577,1624378024.0,68086980,CC BY-SA 4.0,https://stackoverflow.com/questions/68086980/one-extra-line-being-read-in-file-handling,One extra line being read in file handling,68087059.0,,
1278,"['c++', 'copy-constructor', 'derived-class', 'copy-assignment', 'deleted-functions']","{'account_id': 8860436, 'reputation': 43310, 'user_id': 7509065, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RZLo7.png?s=256&g=1', 'display_name': 'Joseph Sible-Reinstate Monica', 'link': 'https://stackoverflow.com/users/7509065/joseph-sible-reinstate-monica'}",True,549,2,5,,1624378711,1624339740,,68077995,CC BY-SA 4.0,https://stackoverflow.com/questions/68077995/would-a-derived-class-ever-have-an-implicit-copy-constructor-or-assignment-opera,Would a derived class ever have an implicit copy constructor or assignment operator when it&#39;s deleted in the base class?,68087265.0,,
1279,"['c++', 'multithreading']","{'account_id': 15154289, 'reputation': 5, 'user_id': 10935672, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-gftybZIINns/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcb7OfG5IvwqyREr9103mA7O4CcUdw/mo/photo.jpg?sz=256', 'display_name': 'Jack Zhang', 'link': 'https://stackoverflow.com/users/10935672/jack-zhang'}",True,278,2,0,,1624378529,1624378109,1624378294.0,68087119,CC BY-SA 4.0,https://stackoverflow.com/questions/68087119/what-is-the-scope-of-stdmutex-object,What is the scope of std::mutex object?,68087176.0,,
1280,"['c++', 'c++20', 'concept']","{'account_id': 15879627, 'reputation': 175, 'user_id': 11457732, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d78efc5d2fa6dabe15ae63c18b1357d6?s=256&d=identicon&r=PG', 'display_name': 'rencedm112', 'link': 'https://stackoverflow.com/users/11457732/rencedm112'}",True,193,1,3,,1624378345,1624375189,1624378345.0,68086323,CC BY-SA 4.0,https://stackoverflow.com/questions/68086323/c-concepts-compound-requirements-without-noexcept-and-return-type-requirement,C++ Concepts Compound Requirements without noexcept and return-type-requirement vs Simple Requirements,68086829.0,,
1281,"['c++', 'inheritance', 'multiple-inheritance']","{'account_id': 11356400, 'reputation': 1, 'user_id': 8325897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db6b6d5e3ce9b1e07b1ec78dc559974f?s=256&d=identicon&r=PG&f=1', 'display_name': 'P.Gab', 'link': 'https://stackoverflow.com/users/8325897/p-gab'}",False,83,0,0,,1624377154,1624377154,,68086873,CC BY-SA 4.0,https://stackoverflow.com/questions/68086873/c-multiple-inheritance-assign-base-class-to-derived-class,C++ multiple inheritance assign base class to derived class,,,
1282,"['c++', 'oop']","{'account_id': 19680030, 'reputation': 11, 'user_id': 14407346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38df5ffabb92079b34f933579b06caac?s=256&d=identicon&r=PG&f=1', 'display_name': 'ccryptocoder', 'link': 'https://stackoverflow.com/users/14407346/ccryptocoder'}",True,714,3,1,,1624376939,1624375713,,68086478,CC BY-SA 4.0,https://stackoverflow.com/questions/68086478/error-variable-point-a-has-initializer-but-incomplete-type-whats-wrong-with,Error: variable &quot;Point a&quot; has initializer but incomplete type. What&#39;s wrong with my code?,,,
1283,"['c++', 'c', 'makefile']","{'account_id': 1900589, 'reputation': 3008, 'user_id': 1716525, 'user_type': 'registered', 'accept_rate': 48, 'profile_image': 'https://i.stack.imgur.com/Fn3LA.jpg?s=256&g=1', 'display_name': 'Kumar Roshan Mehta', 'link': 'https://stackoverflow.com/users/1716525/kumar-roshan-mehta'}",True,188,1,0,,1624376727,1624375710,1624376439.0,68086474,CC BY-SA 4.0,https://stackoverflow.com/questions/68086474/why-the-compile-line-is-wrong-which-makes-it-not-able-to-find-the-header-file,Why the compile line is wrong which makes it not able to find the header file,68086765.0,,
1284,"['c++', 'credential-providers', 'windows-credential-provider']","{'account_id': 21794316, 'reputation': 43, 'user_id': 16094105, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bacac983314a9abaacd6efc86bcddddf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Charles.W', 'link': 'https://stackoverflow.com/users/16094105/charles-w'}",True,364,1,1,,1624375816,1623133893,1624375816.0,67882496,CC BY-SA 4.0,https://stackoverflow.com/questions/67882496/how-to-make-a-v2-credential-provider-initialize-its-credentials-without-icreden,how to make a v2 credential provider initialize its credentials without `ICredentialProviderUser` object?,67886105.0,,
1285,"['c++', 'c', 'couchbase']","{'account_id': 22022359, 'reputation': 11, 'user_id': 16290968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2a668d379bd58b8876541f3c57981be6?s=256&d=identicon&r=PG&f=1', 'display_name': 'ghallow', 'link': 'https://stackoverflow.com/users/16290968/ghallow'}",False,14,0,1,,1624375560,1624375560,,68086431,,https://stackoverflow.com/questions/68086431/how-to-resolve-error-lnk2019-unresolved-external-symbol-imp-lcb-createopts-c,How to resolve &quot;Error LNK2019 unresolved external symbol __imp__lcb_createopts_create referenced in function _main&quot;,,1624375602.0,Duplicate
1286,"['c++', 'arduino', 'wifi', 'esp32']","{'account_id': 18662567, 'reputation': 17, 'user_id': 13603411, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/85eefbb8fc8b852faf4082c5b244a7b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'OneStepAhead', 'link': 'https://stackoverflow.com/users/13603411/onestepahead'}",True,1373,2,1,,1624375456,1624355666,1624358044.0,68081392,CC BY-SA 4.0,https://stackoverflow.com/questions/68081392/esp32-connecting-to-wi-fi-using-string-ssid,ESP32 connecting to Wi-fi using String ssid,,,
1287,"['c++', 'unreal-engine5']","{'account_id': 20791761, 'reputation': 67, 'user_id': 15269774, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b10ed7b7406a3845570a3df7cf486ef2?s=256&d=identicon&r=PG', 'display_name': 'gabrielcassimiro', 'link': 'https://stackoverflow.com/users/15269774/gabrielcassimiro'}",True,2866,1,0,,1624374973,1624284949,,68069554,CC BY-SA 4.0,https://stackoverflow.com/questions/68069554/error-when-trying-to-compile-scripts-c-unreal-engine-5,Error when trying to compile scripts C++ - Unreal Engine 5,68086264.0,,
1288,"['c++', 'string', 'while-loop']","{'account_id': 21275505, 'reputation': 1, 'user_id': 15654454, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/jD2AZ.jpg?s=256&g=1', 'display_name': 'Swaraj Sharma', 'link': 'https://stackoverflow.com/users/15654454/swaraj-sharma'}",True,59,1,0,,1624373997,1624373835,,68085936,CC BY-SA 4.0,https://stackoverflow.com/questions/68085936/how-is-the-while-loop-iterating,How is the while-loop iterating?,,,
1289,"['c++', 'memory', 'data-structures', 'tuples', 'maps']","{'account_id': 9651575, 'reputation': 31, 'user_id': 9114517, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e8ca125304b80ffe609e5d5271ddc582?s=256&d=identicon&r=PG&f=1', 'display_name': 'twoface', 'link': 'https://stackoverflow.com/users/9114517/twoface'}",True,131,1,0,,1624373702,1624373187,1624373702.0,68085764,CC BY-SA 4.0,https://stackoverflow.com/questions/68085764/increment-tuples-in-a-map,Increment tuples in a map,68085841.0,,
1290,"['c++', 'fstream', 'getline']","{'account_id': 14069043, 'reputation': 892, 'user_id': 10798503, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-W-6ylYa46f0/AAAAAAAAAAI/AAAAAAAAAG4/FBbH0TQie8k/photo.jpg?sz=256', 'display_name': 'yarin Cohen', 'link': 'https://stackoverflow.com/users/10798503/yarin-cohen'}",True,81,1,0,,1624373548,1624366256,,68083878,CC BY-SA 4.0,https://stackoverflow.com/questions/68083878/no-instance-of-getline-matches-the-argument-list,no instance of &quot;getline&quot; matches the argument list,68084564.0,,
1291,"['c++', 'assembly', 'visual-c++', 'x86-64', 'backtrace']","{'account_id': 22021504, 'reputation': 1, 'user_id': 16290266, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gje7WR_WojdMBmGaoFCN-8NwIcIRqc3N7A2oQAr=k-s256', 'display_name': 'senlin zhu', 'link': 'https://stackoverflow.com/users/16290266/senlin-zhu'}",False,87,0,0,,1624373473,1624373167,1624373473.0,68085758,CC BY-SA 4.0,https://stackoverflow.com/questions/68085758/how-do-i-get-stack-call-information-in-an-x64-program,How do I get stack call information in an x64 program?,,,
1292,"['python', 'c++', 'qt', 'qprocess']","{'account_id': 17256636, 'reputation': 31, 'user_id': 12495574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a555e55379ff0e36ebb7e5613128ce97?s=256&d=identicon&r=PG&f=1', 'display_name': 'mahya', 'link': 'https://stackoverflow.com/users/12495574/mahya'}",False,127,1,0,,1624373055,1624207576,1624297566.0,68058060,CC BY-SA 4.0,https://stackoverflow.com/questions/68058060/how-to-debug-qprocess-script-to-find-the-line-error-comes-from,How to debug QProcess script to find the line error comes from?,,,
1293,"['c++', 'c', 'file', 'url', 'download']","{'account_id': 19930676, 'reputation': 1, 'user_id': 14604346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/13da5af7126edf2726babacf2da5253d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ynk00', 'link': 'https://stackoverflow.com/users/14604346/ynk00'}",False,287,0,0,,1624372737,1624350406,1624372737.0,68080067,CC BY-SA 4.0,https://stackoverflow.com/questions/68080067/how-can-i-define-a-user-agent-in-the-urldownloadtofile-function-for-c,How can I define a user agent in the URLDownloadToFile function for c++?,,,
1294,"['c++', 'pointers']","{'account_id': 16714665, 'reputation': 313, 'user_id': 12081075, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/878097285960589/picture?type=large', 'display_name': 'Mwt_0239', 'link': 'https://stackoverflow.com/users/12081075/mwt-0239'}",True,102,1,-2,,1624372118,1624371966,,68085378,,https://stackoverflow.com/questions/68085378/pointers-c-w-does-not-name-a-type,Pointers c++ &quot;w does not name a type&quot;,68085412.0,1624374879.0,Duplicate
1295,"['c++', 'stdarray']","{'account_id': 4462333, 'reputation': 379, 'user_id': 3630804, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/018fa934c3e754aeb503ef04a849162c?s=256&d=identicon&r=PG&f=1', 'display_name': 'TeenyTinySparkles', 'link': 'https://stackoverflow.com/users/3630804/teenytinysparkles'}",True,70,1,-1,,1624371738,1624369729,1624371037.0,68084758,CC BY-SA 4.0,https://stackoverflow.com/questions/68084758/is-calling-x-stdarrayt-n-same-as-declaring-stdarrayt-n-x,"Is calling x = std::array&lt;T, N&gt; () same as declaring std::array&lt;T, N&gt; x?",68085211.0,,
1296,"['c++', 'file', 'save', 'getline', 'data-retrieval']","{'account_id': 21884136, 'reputation': 1, 'user_id': 16171985, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ea819f9cc094bcdb9023aeedf8fb85d?s=256&d=identicon&r=PG&f=1', 'display_name': 'BuckyE', 'link': 'https://stackoverflow.com/users/16171985/buckye'}",False,120,1,0,,1624370831,1624322036,,68076160,CC BY-SA 4.0,https://stackoverflow.com/questions/68076160/how-to-make-menu-to-save-or-retrieve-user-input-data-to-file,How to make menu to save or retrieve user input data to file?,,,
1297,"['c++', 'templates', 'global-variables', 'static-variables']","{'account_id': 2929474, 'reputation': 357, 'user_id': 2510104, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/43adc529f4d7d1064fe61c95ccb6554c?s=256&d=identicon&r=PG', 'display_name': 'Amir', 'link': 'https://stackoverflow.com/users/2510104/amir'}",True,103,2,1,,1624370769,1624369022,,68084572,CC BY-SA 4.0,https://stackoverflow.com/questions/68084572/how-to-implement-static-variable-functionality-for-templates-in-c,How to implement static variable functionality for templates in C++,68085059.0,,
1298,"['c++', 'vector', 'shared-ptr', 'smart-pointers', 'unique-ptr']","{'account_id': 17228043, 'reputation': 5, 'user_id': 12473256, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac777d34cf96b56c9aa5b5ba038cdb5c?s=256&d=identicon&r=PG&f=1', 'display_name': 'patro98', 'link': 'https://stackoverflow.com/users/12473256/patro98'}",True,70,2,0,,1624370530,1624369802,1624369839.0,68084781,CC BY-SA 4.0,https://stackoverflow.com/questions/68084781/vector-and-smart-pointer-i-dont-get-the-actual-numbers,Vector and smart_pointer. I don&#39;t get the actual numbers,68084833.0,,
1299,"['c++', 'boost', 'c++17']","{'account_id': 989223, 'reputation': 7050, 'user_id': 1006955, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://i.stack.imgur.com/lW3E1.jpg?s=256&g=1', 'display_name': 'Nobilis', 'link': 'https://stackoverflow.com/users/1006955/nobilis'}",True,98,3,-1,,1624370212,1624360652,1624369388.0,68082565,CC BY-SA 4.0,https://stackoverflow.com/questions/68082565/iterator-over-a-container-of-classes-structs-that-accesses-their-member-fields-o,Iterator over a container of classes/structs that accesses their member fields on being derefenced,,,
1300,['c++'],"{'account_id': 20125355, 'reputation': 43, 'user_id': 14758945, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/711df41b423a89d86bb8e5dd3f2c4b27?s=256&d=identicon&r=PG&f=1', 'display_name': 'eric1379', 'link': 'https://stackoverflow.com/users/14758945/eric1379'}",True,48,1,0,,1624369714,1624369322,,68084658,CC BY-SA 4.0,https://stackoverflow.com/questions/68084658/trying-to-add-objects-to-vector-and-display-the-results-but-its-not-working-gett,Trying to add objects to vector and display the results but its not working getting a seg fault,,,
1301,"['c++', 'arrays', 'vector', 'sum', 'runtime']","{'account_id': 18906967, 'reputation': 13, 'user_id': 13793899, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/75dd116507226795afda295b6bf21ebb?s=256&d=identicon&r=PG&f=1', 'display_name': 'AnveK', 'link': 'https://stackoverflow.com/users/13793899/anvek'}",False,45,0,0,,1624368734,1624368734,,68084506,CC BY-SA 4.0,https://stackoverflow.com/questions/68084506/why-i-m-getting-heap-overflow-runtime-error-when-my-output-is-correct,"Why I m getting Heap Overflow Runtime Error, when my output is correct?",,,
