,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,closed_date,closed_reason,protected_date,migrated_from,locked_date
1438,"['c++', 'while-loop', 'stack', 'store', 'memset']","{'account_id': 16127809, 'reputation': 19, 'user_id': 11705372, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/872d73511093c42de671c4722a2ef9d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sahil Amin', 'link': 'https://stackoverflow.com/users/11705372/sahil-amin'}",True,70,59442857.0,1,0,1577004992,1577002647,59442637,CC BY-SA 4.0,https://stackoverflow.com/questions/59442637/find-next-greater-element-of-a-array-in-on-using-one-memset-array-and-a-single,find next greater element of a array in O(n) using one memset array and a single stack,1577004044.0,,,,,
1439,"['c++', 'csv']","{'account_id': 15847680, 'reputation': 58, 'user_id': 11434481, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/02bc93ced341ea6bbbd34722714db85d?s=256&d=identicon&r=PG&f=1', 'display_name': 'OSentrk', 'link': 'https://stackoverflow.com/users/11434481/osentrk'}",True,131,59439573.0,2,-2,1577004963,1576958028,59439416,CC BY-SA 4.0,https://stackoverflow.com/questions/59439416/read-csv-file-very-fast,Read CSV File Very Fast,1576969730.0,,,,,
1440,"['c++', 'string', 'coding-style']","{'account_id': 17359428, 'reputation': 118, 'user_id': 12576076, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mB_6RwQ5lgLMegP91a1BKxfw-ooj7o6cU61uHu-=k-s256', 'display_name': 'Amit Nandal', 'link': 'https://stackoverflow.com/users/12576076/amit-nandal'}",True,157,,2,0,1577002793,1576940513,59437224,CC BY-SA 4.0,https://stackoverflow.com/questions/59437224/about-strings-in-c,about strings in c++,1576967808.0,,,,,
1441,"['c++', 'stdmap']","{'account_id': 8458948, 'reputation': 1088, 'user_id': 6345323, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f6dbbb0c750be6073b0d251899c74a47?s=256&d=identicon&r=PG&f=1', 'display_name': 'yaodav', 'link': 'https://stackoverflow.com/users/6345323/yaodav'}",False,484,,0,0,1577002646,1577002646,59442636,,https://stackoverflow.com/questions/59442636/using-double-or-float-as-key-in-stdmap,using double or float as key in std::map,,1577024740.0,Duplicate,,,
1442,"['c++', 'constructor', 'initializer-list']","{'account_id': 3480449, 'reputation': 9186, 'user_id': 2912665, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/XrRhd.jpg?s=256&g=1', 'display_name': 'CinCout', 'link': 'https://stackoverflow.com/users/2912665/cincout'}",True,101,59426220.0,2,0,1577001946,1576848612,59426054,CC BY-SA 4.0,https://stackoverflow.com/questions/59426054/order-of-initialization-of-class-member-variables,Order of initialization of class member variables,1576995546.0,,,,,
1443,"['c++', 'depth-first-search']","{'account_id': 14140449, 'reputation': 1, 'user_id': 10215434, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-np46NMmdhqc/AAAAAAAAAAI/AAAAAAAAAAw/crZfhbXT3gE/photo.jpg?sz=256', 'display_name': 'CryLights', 'link': 'https://stackoverflow.com/users/10215434/crylights'}",False,151,,0,0,1577001719,1577001719,59442556,CC BY-SA 4.0,https://stackoverflow.com/questions/59442556/patterns-in-a-3x3-grid,Patterns in a 3x3 grid,,,,,,
1444,['c++'],"{'account_id': 17134434, 'reputation': 1, 'user_id': 12399821, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e5003f5b9fc4b4d8c0728890b5c0f7cf?s=256&d=identicon&r=PG&f=1', 'display_name': 'Morgan Weiss', 'link': 'https://stackoverflow.com/users/12399821/morgan-weiss'}",True,94,,1,0,1577001658,1577000858,59442480,CC BY-SA 4.0,https://stackoverflow.com/questions/59442480/getting-a-c2039-swap-is-not-a-member-error-how-do-i-fix-this,"Getting a C2039: &#39;swap&#39;: is not a member error, how do I fix this?",,,,,,
1445,"['c++', 'sorting']","{'account_id': 17334810, 'reputation': 47, 'user_id': 12556961, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-oSFRGw0P5bU/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reln9XM6dwBRuYsh9MRJ8uPwQowmg/photo.jpg?sz=256', 'display_name': 'Semiron', 'link': 'https://stackoverflow.com/users/12556961/semiron'}",True,647,59434228.0,1,-1,1577001166,1576858066,59428228,CC BY-SA 4.0,https://stackoverflow.com/questions/59428228/read-a-set-of-user-input-sort-in-ascending-order-and-print-the-result,"Read a set of user input, sort in ascending order, and print the result",1576904400.0,,,,,
1446,"['c++', 'sorting', 'matrix']","{'account_id': 12820585, 'reputation': 53, 'user_id': 9345630, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-78SYGnYvsSI/AAAAAAAAAAI/AAAAAAAAAB8/LzbfKd5yL-I/photo.jpg?sz=256', 'display_name': 'Andrew Kasyanov', 'link': 'https://stackoverflow.com/users/9345630/andrew-kasyanov'}",True,110,,1,0,1577000267,1576784653,59416006,CC BY-SA 4.0,https://stackoverflow.com/questions/59416006/sort-matrix-by-scheme,Sort matrix by scheme,1577000267.0,,,,,
1447,"['c++', 'qt', 'opengl', 'opengl-compat', 'texturing']","{'account_id': 10649093, 'reputation': 109, 'user_id': 7840726, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/1767702923a856604b37ed93e1242d7a?s=256&d=identicon&r=PG&f=1', 'display_name': 'L2C', 'link': 'https://stackoverflow.com/users/7840726/l2c'}",True,75,59442400.0,1,1,1576999798,1576972151,59440677,CC BY-SA 4.0,https://stackoverflow.com/questions/59440677/applying-2d-texture-to-single-cube-face-with-change-in-z-direction-in-opengl,Applying 2d texture to single cube face with change in z direction in opengl,1576999798.0,,,,,
1448,"['c++', 'arrays', 'memory', 'declaration']","{'account_id': 6968463, 'reputation': 3650, 'user_id': 5345646, 'user_type': 'registered', 'accept_rate': 95, 'profile_image': 'https://i.stack.imgur.com/hTuR0.jpg?s=256&g=1', 'display_name': 'Mooncrater', 'link': 'https://stackoverflow.com/users/5345646/mooncrater'}",False,59,,0,0,1576998314,1576993069,59441869,CC BY-SA 4.0,https://stackoverflow.com/questions/59441869/declaring-and-using-an-array-of-size-n-vs-declaring-and-using-n-variables,Declaring and using an array of size n vs declaring and using n variables,1576998314.0,,,,,
1449,"['c++', 'encryption', 'cryptography', 'key-generator', 'seal']","{'account_id': 17359915, 'reputation': 31, 'user_id': 12576452, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1e0cb9a6e41443bf0db8c12c6251ba48?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dylan', 'link': 'https://stackoverflow.com/users/12576452/dylan'}",False,715,,0,3,1576998237,1576946711,59438047,CC BY-SA 4.0,https://stackoverflow.com/questions/59438047/i-can-t-understand-the-better-galoiskey-creating-with-microsoft-seal,I can‘t understand the better GaloisKey creating with Microsoft SEAL?,1576998237.0,,,,,
1450,"['c++', 'c++11', 'linked-list']","{'account_id': 8654729, 'reputation': 398, 'user_id': 6479352, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://lh4.googleusercontent.com/-bu23f1OMAwY/AAAAAAAAAAI/AAAAAAAAALA/_74QtIhZ5Vk/photo.jpg?sz=256', 'display_name': 'Salman hassan', 'link': 'https://stackoverflow.com/users/6479352/salman-hassan'}",True,1379,59404256.0,2,0,1576997017,1576735941,59404130,CC BY-SA 4.0,https://stackoverflow.com/questions/59404130/search-name-in-a-linked-list-in-c,Search NAME in a Linked List in C++,1576797094.0,,,,,
1451,"['c++', 'for-loop', 'vector', 'types']","{'account_id': 11984262, 'reputation': 131, 'user_id': 8769184, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9d71efddc61e7802c83effe01b6ff20?s=256&d=identicon&r=PG&f=1', 'display_name': 'Kyuhwan Yeon', 'link': 'https://stackoverflow.com/users/8769184/kyuhwan-yeon'}",True,139,59441630.0,1,0,1576990365,1576987989,59441566,CC BY-SA 4.0,https://stackoverflow.com/questions/59441566/2d-vector-for-loop-c,2d vector for-loop c++,,,,,,
1452,"['c++', 'gcc', 'cmake']","{'account_id': 13989178, 'reputation': 869, 'user_id': 10132474, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-AVPTggLmjAA/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7pfugAkCJgTGLxaIjWJuXxBK837QA/mo/photo.jpg?sz=256', 'display_name': 'coin cheung', 'link': 'https://stackoverflow.com/users/10132474/coin-cheung'}",False,39,,0,1,1576990059,1576990059,59441680,CC BY-SA 4.0,https://stackoverflow.com/questions/59441680/use-compiled-gcc-to-compile-my-code-but-cannot-found-certain-header-files,"Use compiled gcc to compile my code, but cannot found certain header files",,,,,,
1453,"['c++', 'visual-c++']","{'account_id': 15306124, 'reputation': 185, 'user_id': 11042805, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-bo0lpztD9W0/AAAAAAAAAAI/AAAAAAAAAAA/ACevoQOvGBTlpME3Q3dcf6ipUedruLDS1g/mo/photo.jpg?sz=256', 'display_name': 'Kyle C', 'link': 'https://stackoverflow.com/users/11042805/kyle-c'}",False,41,,0,0,1576988162,1576988162,59441577,,https://stackoverflow.com/questions/59441577/why-do-i-need-to-use-stdthis-threadyield-for-this-program-to-work-correctl,Why do I need to use std::this_thread::yield() for this program to work correctly?,,1576993917.0,Duplicate,,,
1454,"['c++', 'openmp']","{'account_id': 13694063, 'reputation': 851, 'user_id': 9881203, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XdUIqdMkCWA/AAAAAAAAAAI/AAAAAAAAAAA/4252rscbv5M/photo.jpg?sz=256', 'display_name': 'Sean', 'link': 'https://stackoverflow.com/users/9881203/sean'}",True,2565,59441407.0,1,2,1576985803,1576919688,59434959,CC BY-SA 4.0,https://stackoverflow.com/questions/59434959/openmp-omp-get-num-threads-v-s-omp-get-max-threads,OpenMP omp_get_num_threads() V.S. omp_get_max_threads(),,,,,,
1455,"['c++', 'cmake']","{'account_id': 15841627, 'reputation': 35, 'user_id': 11429962, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/100001626232335/picture?type=large', 'display_name': 'Stephen Fang', 'link': 'https://stackoverflow.com/users/11429962/stephen-fang'}",False,416,,0,0,1576985802,1576985802,59441440,CC BY-SA 4.0,https://stackoverflow.com/questions/59441440/cmake-build-error-for-lower-version-of-cmake,Cmake build error for lower version of Cmake?,,,,,,
1456,"['c++', 'templates', 'recursion']","{'account_id': 2202790, 'reputation': 147, 'user_id': 1946763, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5ef92216bf9f94e0c3e0444913ce8c71?s=256&d=identicon&r=PG', 'display_name': 'Mikhail', 'link': 'https://stackoverflow.com/users/1946763/mikhail'}",True,259,59441430.0,1,1,1576985568,1576924412,59435419,CC BY-SA 4.0,https://stackoverflow.com/questions/59435419/c-recursive-member-function-template,C++: recursive member function template,,,,,,
1457,"['c++', 'c', 'linux', 'networking', 'udp']","{'account_id': 7617193, 'reputation': 53, 'user_id': 5776257, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bdbc447bdb91bdbd27feac5a099a09b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'WEPIOD', 'link': 'https://stackoverflow.com/users/5776257/wepiod'}",True,167,59385398.0,1,0,1576985407,1576498211,59356399,CC BY-SA 4.0,https://stackoverflow.com/questions/59356399/address-family-not-supported-when-sending-data-to-multiple-clients-udp,Address family not supported when sending data to multiple clients UDP,1576588381.0,,,,,
1458,['c++'],"{'account_id': 17360252, 'reputation': 1, 'user_id': 12576711, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a93f85b4bebdaf7779d01113df8f38b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fatherboard28', 'link': 'https://stackoverflow.com/users/12576711/fatherboard28'}",True,50,,2,0,1576982365,1576950998,59438558,CC BY-SA 4.0,https://stackoverflow.com/questions/59438558/can-this-get-to-the-end-of-the-function-and-not-return-anything,Can this get to the end of the function and not return anything?,,,,,,
1459,"['c++', 'visual-studio']","{'account_id': 17361864, 'reputation': 11, 'user_id': 12577920, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mD6M7PrdG1SX8OgJBs4FFbKcJAI_cRpw761mzEC=k-s256', 'display_name': 'Tandrato', 'link': 'https://stackoverflow.com/users/12577920/tandrato'}",False,35,,0,1,1576981492,1576980302,59441176,,https://stackoverflow.com/questions/59441176/how-to-disable-certain-display-is-quite-disturbing,How To Disable certain display is quite disturbing?,1576981492.0,1576981655.0,Duplicate,,,
1460,"['c++', 'c++11']","{'user_type': 'does_not_exist', 'display_name': 'user11121949'}",True,121,,1,0,1576981188,1576965376,59440106,CC BY-SA 4.0,https://stackoverflow.com/questions/59440106/comment-a-line-make-the-code-works-while-without-it-the-code-doesnt-work,"Comment a line make the code works, while without it the code doesn&#39;t work",,,,,,
1461,"['c++', 'optimization', 'time']","{'account_id': 15205961, 'reputation': 33, 'user_id': 10972400, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-iaJxFmOnNP4/AAAAAAAAAAI/AAAAAAAAAH4/iYFbxngPSOg/photo.jpg?sz=256', 'display_name': 'lonskyne', 'link': 'https://stackoverflow.com/users/10972400/lonskyne'}",True,75,59437055.0,2,3,1576980053,1576935697,59436660,CC BY-SA 4.0,https://stackoverflow.com/questions/59436660/did-a-competitive-like-problem-right-but-need-help-on-improving-its-efficiency,Did a competitive-like problem right but need help on improving its efficiency,1576941207.0,,,,,
1462,"['c++', 'string', 'malloc', 'dynamic-memory-allocation']","{'account_id': 17361511, 'reputation': 3, 'user_id': 12577648, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/SWi1n.jpg?s=256&g=1', 'display_name': 'Shaun the Sheep', 'link': 'https://stackoverflow.com/users/12577648/shaun-the-sheep'}",True,68,,1,-1,1576979973,1576974879,59440856,CC BY-SA 4.0,https://stackoverflow.com/questions/59440856/how-can-i-properly-dynamically-allocate-memory-for-an-array-of-strings,How can I properly dynamically allocate memory for an &quot;array&quot; of strings,,,,,,
1463,"['c++', 'class', 'oop', 'arduino']","{'account_id': 3612035, 'reputation': 1812, 'user_id': 3012814, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sebi2020', 'link': 'https://stackoverflow.com/users/3012814/sebi2020'}",True,70,59441002.0,1,-2,1576977237,1576928948,59435926,,https://stackoverflow.com/questions/59435926/c-object-reference-returns-different-values,C++ object reference returns different values,1576941355.0,1577068130.0,Not suitable for this site,,,
1464,"['c++', 'visual-c++']","{'account_id': 8946835, 'reputation': 31, 'user_id': 6673992, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/qx6Pb.jpg?s=256&g=1', 'display_name': 'breh', 'link': 'https://stackoverflow.com/users/6673992/breh'}",False,51,,0,0,1576975725,1576975725,59440914,CC BY-SA 4.0,https://stackoverflow.com/questions/59440914/how-do-i-create-a-list-of-functions-that-have-an-unspecified-return-type,How do I create a list of functions that have an unspecified return type?,,,,,,
1465,"['c++', 'unicode', 'file-rename']","{'account_id': 8849854, 'reputation': 81, 'user_id': 6609506, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/379677478dea7bd889da65e3a80417a7?s=256&d=identicon&r=PG&f=1', 'display_name': 'MrErfan', 'link': 'https://stackoverflow.com/users/6609506/mrerfan'}",True,151,,1,0,1576974937,1576929089,59435937,CC BY-SA 4.0,https://stackoverflow.com/questions/59435937/c-renaming-filename-other-language,c++ renaming filename other language,1576929789.0,,,,,
1466,"['c++', 'rvalue-reference', 'rvalue', 'stdoptional', 'stdmove']","{'account_id': 17361362, 'reputation': 14, 'user_id': 12577532, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/cb955b0bb5bca4dc7c2a7ef152053d2e?s=256&d=identicon&r=PG&f=1', 'display_name': 'smakethunter', 'link': 'https://stackoverflow.com/users/12577532/smakethunter'}",False,55,,0,0,1576969653,1576969448,59440496,CC BY-SA 4.0,https://stackoverflow.com/questions/59440496/variable-pointing-on-empty-space-while-passing-aguments-using-stdmove-from-std,Variable pointing on empty space while passing aguments using std::move from std::optional buffer,1576969653.0,,,,,
1467,"['c++', 'c++11', 'lambda', 'std-function', 'stdbind']","{'account_id': 2468869, 'reputation': 1464, 'user_id': 2151275, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/2d9bf4f71e74bb9681f47ba862067c48?s=256&d=identicon&r=PG', 'display_name': 'heLomaN', 'link': 'https://stackoverflow.com/users/2151275/heloman'}",True,601,,2,3,1576968922,1576912447,59434251,CC BY-SA 4.0,https://stackoverflow.com/questions/59434251/should-we-check-a-function-not-empty-before-applied-with-stdbind,Should we check a function not empty before applied with std::bind?,1576968922.0,,,,,
1468,"['c++', 'sorting', 'vector', 'struct']","{'account_id': 11334812, 'reputation': 13348, 'user_id': 9666018, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/opmIo.jpg?s=256&g=1', 'display_name': 'A M', 'link': 'https://stackoverflow.com/users/9666018/a-m'}",True,79,59439362.0,3,1,1576965927,1576952808,59438787,CC BY-SA 4.0,https://stackoverflow.com/questions/59438787/sort-just-one-member-of-the-classes-in-a-vector-leaving-the-other-members-uncha,"Sort just one member of the classes in a vector, leaving the other members unchanged",1576954052.0,,,,,
1469,"['c++', 'assembly', 'memory', 'cpu']","{'account_id': 17196046, 'reputation': 1, 'user_id': 12448771, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-6Ibw5WjRpPA/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcab_E47GmTQMPKIOawCjHoUDYHtw/photo.jpg?sz=256', 'display_name': 'Nima Tahermirzaei', 'link': 'https://stackoverflow.com/users/12448771/nima-tahermirzaei'}",True,288,,1,-1,1576965025,1576951114,59438570,CC BY-SA 4.0,https://stackoverflow.com/questions/59438570/can-i-change-cpu-mode-to-read-memory,Can I change CPU mode to read memory?,1576963399.0,,,,,
1470,"['c++', 'multithreading', 'io', 'ros', 'can-bus']","{'account_id': 13422663, 'reputation': 377, 'user_id': 9684956, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-R5K0pI5UV3c/AAAAAAAAAAI/AAAAAAAAAEc/-hAAKfQrXeY/photo.jpg?sz=256', 'display_name': 'Jai', 'link': 'https://stackoverflow.com/users/9684956/jai'}",True,2620,59419058.0,2,2,1576964756,1576771869,59413344,CC BY-SA 4.0,https://stackoverflow.com/questions/59413344/how-to-exit-a-c-program-with-ctrlc-if-i-o-read-is-in-blocking-stage,"How to exit a C++ program with Ctrl+C, if I/O read() is in blocking stage?",1576775568.0,,,,,
1471,"['c++', 'qt', 'cmake', 'clion', 'dynamic-linking']","{'account_id': 3168850, 'reputation': 351, 'user_id': 2678272, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rAohs.png?s=256&g=1', 'display_name': 'NicoKNL', 'link': 'https://stackoverflow.com/users/2678272/nicoknl'}",True,1200,59440037.0,1,6,1576964548,1575510267,59187030,CC BY-SA 4.0,https://stackoverflow.com/questions/59187030/why-can-clion-correctly-build-and-link-qt-but-not-run-my-executable,"Why can CLion correctly build and link Qt, but not run my executable?",1592644375.0,,,,,
1472,"['c++', 'visual-studio-2019']","{'account_id': 3303631, 'reputation': 69, 'user_id': 2779124, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user2779124', 'link': 'https://stackoverflow.com/users/2779124/user2779124'}",False,1431,,0,1,1576964183,1576964183,59439996,CC BY-SA 4.0,https://stackoverflow.com/questions/59439996/visual-studio-2019-not-recognising-include-iostream,Visual studio 2019 not recognising #include &lt;iostream&gt;,,,,,,
1473,"['c++', 'conditional-statements', 'std']","{'account_id': 17212648, 'reputation': 23, 'user_id': 12461527, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-uDHsMdgMHqM/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcuASsKty0F5x7c0SgPoJ9Rvsmsdw/photo.jpg?sz=256', 'display_name': 'Quantum', 'link': 'https://stackoverflow.com/users/12461527/quantum'}",True,128,59438794.0,1,2,1576961503,1576950792,59438536,CC BY-SA 4.0,https://stackoverflow.com/questions/59438536/c-conditional-layout-of-class-members,C++ Conditional layout of class members,1576951866.0,,,,,
1474,"['c++', 'sockets', 'libcurl', 'curlpp']","{'account_id': 11708076, 'reputation': 196, 'user_id': 8570956, 'user_type': 'registered', 'accept_rate': 22, 'profile_image': 'https://www.gravatar.com/avatar/12827abf1189a402068f4f2c11687f4c?s=256&d=identicon&r=PG&f=1', 'display_name': 'B. Hoeper', 'link': 'https://stackoverflow.com/users/8570956/b-hoeper'}",True,103,,1,1,1576960616,1576780561,59415231,CC BY-SA 4.0,https://stackoverflow.com/questions/59415231/how-can-i-get-an-html-on-a-local-ip-using-libcurl,How can I get an HTML on a local IP using libcurl?,1576960616.0,,,,,
1475,"['c++', 'inheritance', 'virtual-functions']","{'account_id': 16251781, 'reputation': 1, 'user_id': 11735546, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5b54e1dc5406ef32781d9f3f4426ff6c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jesse O&#39;Brien', 'link': 'https://stackoverflow.com/users/11735546/jesse-obrien'}",True,135,,1,0,1576958020,1576957762,59439388,CC BY-SA 4.0,https://stackoverflow.com/questions/59439388/different-arguments-to-pure-virtual-functions-c,Different arguments to pure virtual functions c++,,,,,,
1476,"['c++', 'c++11', 'pointers', 'vector', 'operators']","{'account_id': 17294152, 'reputation': 63, 'user_id': 12525178, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/2581514478642943/picture?type=large', 'display_name': 'JBG', 'link': 'https://stackoverflow.com/users/12525178/jbg'}",True,74,59439058.0,2,0,1576954990,1576952483,59438736,CC BY-SA 4.0,https://stackoverflow.com/questions/59438736/problem-using-vector-of-pointers-with-code-c-and-doubts-regarding-the-conve,Problem using vector of pointers (with code) C++ (and doubts regarding the convenience of its use),,,,,,
1477,"['c++', 'dll', 'autohotkey', 'optional-parameters']","{'account_id': 6643115, 'reputation': 11, 'user_id': 5128200, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/03d79cdb0986ac44c53067ea2dc7f9c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'SourceX', 'link': 'https://stackoverflow.com/users/5128200/sourcex'}",False,548,,0,0,1576954852,1576954852,59439039,CC BY-SA 4.0,https://stackoverflow.com/questions/59439039/how-do-i-define-a-default-parameter-for-a-function-in-a-dll,How do I define a default parameter for a function in a DLL?,,,,,,
1478,"['c++', 'sfinae']","{'account_id': 12635760, 'reputation': 2492, 'user_id': 9185253, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/114451586026362/picture?type=large', 'display_name': 'Maestro', 'link': 'https://stackoverflow.com/users/9185253/maestro'}",True,54,59438978.0,1,1,1576954229,1576953203,59438836,CC BY-SA 4.0,https://stackoverflow.com/questions/59438836/how-to-deactivate-non-integral-versions-of-my-powt-using-sfinae,How to deactivate non-integral versions of my `Pow(T)` using SFINAE?,,,,,,
1479,"['c++', 'c']","{'user_type': 'does_not_exist', 'display_name': 'user5483294'}",True,239,,1,0,1576952350,1576583600,59373725,CC BY-SA 4.0,https://stackoverflow.com/questions/59373725/how-do-i-get-the-console-output-to-write-over-the-console-rather-than-do-plainte,How do I get the console output to write over the console rather than do plaintext output?,1576952350.0,,,,,
1480,"['c++', 'winapi', 'cancellation-token']","{'account_id': 14293859, 'reputation': 33, 'user_id': 10325075, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/psgkd.png?s=256&g=1', 'display_name': 'Nu pogodi', 'link': 'https://stackoverflow.com/users/10325075/nu-pogodi'}",False,130,,0,0,1576952186,1576949462,59438374,CC BY-SA 4.0,https://stackoverflow.com/questions/59438374/cancellation-token-is-set-to-canceled-state-immediately-after-its-creation,cancellation_token is set to canceled state immediately after its creation,1576952186.0,,,,,
1481,"['c++', 'image-processing']","{'account_id': 10991886, 'reputation': 93, 'user_id': 8075554, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/07220c28a07c68fdb42dc9164f04027d?s=256&d=identicon&r=PG&f=1', 'display_name': 'tsorina', 'link': 'https://stackoverflow.com/users/8075554/tsorina'}",False,30,,0,1,1576951439,1576951439,59438610,CC BY-SA 4.0,https://stackoverflow.com/questions/59438610/hog-cells-and-blocks,HOG cells and blocks,,,,,,
1482,"['c++', 'turbo-c++']","{'account_id': 16005917, 'reputation': 23, 'user_id': 12168521, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-7hP226737hM/AAAAAAAAAAI/AAAAAAAAAYk/O-H9f7hVDOM/photo.jpg?sz=256', 'display_name': 'buggy', 'link': 'https://stackoverflow.com/users/12168521/buggy'}",True,196,59438378.0,1,1,1576949502,1576054053,59281843,CC BY-SA 4.0,https://stackoverflow.com/questions/59281843/how-do-i-retrieve-a-linked-list-from-a-file-in-turbo-c,How do I retrieve a linked list from a file (in Turbo C++),,,,,,
1483,"['c++', 'templates', 'c++17', 'variadic-templates', 'typetraits']","{'account_id': 2527520, 'reputation': 1962, 'user_id': 2287458, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/dAyBK.jpg?s=256&g=1', 'display_name': 'Phil-ZXX', 'link': 'https://stackoverflow.com/users/2287458/phil-zxx'}",True,173,59438128.0,1,6,1576947465,1576945624,59437916,CC BY-SA 4.0,https://stackoverflow.com/questions/59437916/check-if-class-is-of-template-specialization-with-template-arguments-like-bool,Check if class is of template specialization (with template arguments like bool or int),,,,,,
1484,"['c++', 'arduino']","{'account_id': 3612035, 'reputation': 1812, 'user_id': 3012814, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sebi2020', 'link': 'https://stackoverflow.com/users/3012814/sebi2020'}",True,47,59438046.0,1,0,1576946709,1576946324,59437999,CC BY-SA 4.0,https://stackoverflow.com/questions/59437999/field-in-object-reference-returns-different-values-in-different-methods,Field in object reference returns different values in different methods,,,,,,
1485,"['c++', 'uml', 'typedef']","{'account_id': 9824262, 'reputation': 87, 'user_id': 7277836, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/741c37973a832e93ae87d61aa7008d73?s=256&d=identicon&r=PG&f=1', 'display_name': 'digitalTrilunaire', 'link': 'https://stackoverflow.com/users/7277836/digitaltrilunaire'}",True,221,59437910.0,2,0,1576946088,1576837832,59423745,CC BY-SA 4.0,https://stackoverflow.com/questions/59423745/complex-typedef-in-uml,Complex typedef in UML,,,,,,
1486,"['c++', 'memory-management', 'ctime', 'memory-corruption']","{'account_id': 13966241, 'reputation': 11, 'user_id': 10085940, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-XmB7zpaxLPI/AAAAAAAAAAI/AAAAAAAAABQ/QEd0OJ1fHKc/photo.jpg?sz=256', 'display_name': 'leonyuuu', 'link': 'https://stackoverflow.com/users/10085940/leonyuuu'}",True,1602,59405000.0,2,-2,1576946040,1576736424,59404212,,https://stackoverflow.com/questions/59404212/c-program-error-malloc-memory-corruption,C++ program error: malloc(): memory corruption,1576946040.0,1576742753.0,Not suitable for this site,,,
