,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,closed_date,last_edit_date,closed_reason,accepted_answer_id
356,['c++'],"{'account_id': 5276147, 'reputation': 824, 'user_id': 7077761, 'user_type': 'registered', 'accept_rate': 29, 'profile_image': 'https://www.gravatar.com/avatar/73cb4730cf40c0297fe57a2fd07f7e2f?s=256&d=identicon&r=PG&f=1', 'display_name': 'math_lover', 'link': 'https://stackoverflow.com/users/7077761/math-lover'}",True,512,3,0,1602412533,1586981657,61237823,CC BY-SA 4.0,https://stackoverflow.com/questions/61237823/c-rookie-calculating-distance-between-two-points,C++ rookie: calculating distance between two points,,1602412533.0,,61238017.0
357,['c++'],"{'account_id': 18419281, 'reputation': 11, 'user_id': 13417346, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/db7f181646197784c56ad2b5e78a519a?s=256&d=identicon&r=PG&f=1', 'display_name': 'jecireg', 'link': 'https://stackoverflow.com/users/13417346/jecireg'}",False,59,1,0,1602412487,1587992248,61459443,CC BY-SA 4.0,https://stackoverflow.com/questions/61459443/c-execution-time-for-swapping-two-dimensional-arrays,C++ execution time for swapping two dimensional arrays,,1602412487.0,,
358,"['c++', 'cmake', 'clang-tidy']","{'account_id': 2524587, 'reputation': 3816, 'user_id': 2194193, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/WHD9t.gif?s=256&g=1', 'display_name': 'Resurrection', 'link': 'https://stackoverflow.com/users/2194193/resurrection'}",True,2201,1,3,1602110614,1586812917,61196994,CC BY-SA 4.0,https://stackoverflow.com/questions/61196994/how-to-use-system-headers-with-cmake-and-clang-tidy,How to use SYSTEM headers with CMake and clang-tidy?,,,,64253330.0
359,"['c++', 'cmake', 'clang']","{'account_id': 18147672, 'reputation': 361, 'user_id': 13200816, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-SOQe9vgRE5s/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO71yduAj1UKouW-kjn173uUumrhQ/photo.jpg?sz=256', 'display_name': 'Brandon Lee', 'link': 'https://stackoverflow.com/users/13200816/brandon-lee'}",True,2344,1,5,1602105057,1585853590,60999003,CC BY-SA 4.0,https://stackoverflow.com/questions/60999003/can-i-use-clang-tidy-file-with-cmakelist-txt,Can I use .clang-tidy file with CMakeList.txt?,,,,
360,"['c++', 'binary-tree']","{'account_id': 18354672, 'reputation': 9, 'user_id': 13367991, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjufy-BERxpsr-zVEyZ1WphY7gjilUxBmE02p6n3Q=k-s256', 'display_name': 'maricona', 'link': 'https://stackoverflow.com/users/13367991/maricona'}",False,84,2,0,1601992389,1587444062,61336079,CC BY-SA 4.0,https://stackoverflow.com/questions/61336079/need-help-searching-a-binary-tree,Need help searching a binary tree,,1601992389.0,,
361,['c++'],"{'account_id': 5950100, 'reputation': 103, 'user_id': 13365272, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-b98I9APtIu4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdRo-XjWfJyJA9KQk4BLz_uF_iHvw/photo.jpg?sz=256', 'display_name': 'Aidan Gallagher', 'link': 'https://stackoverflow.com/users/13365272/aidan-gallagher'}",True,512,5,3,1601890563,1587409565,61330098,CC BY-SA 4.0,https://stackoverflow.com/questions/61330098/why-dont-standard-containers-like-stdvector-implement-interfaces,Why don&#39;t standard containers like std::vector implement interfaces?,,1590305376.0,,61331041.0
362,"['c++', 'eclipse', 'autocomplete']","{'account_id': 8925717, 'reputation': 195, 'user_id': 9650200, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/m0kd7.jpg?s=256&g=1', 'display_name': 'Khaled Ismail', 'link': 'https://stackoverflow.com/users/9650200/khaled-ismail'}",False,1229,0,1,1601888752,1586026326,61033187,CC BY-SA 4.0,https://stackoverflow.com/questions/61033187/enable-autocomplete-in-eclipse-2020-03-for-c-c,Enable autocomplete in Eclipse 2020-03 for C/C++,,1586377794.0,,
363,"['c++', 'input', 'getch', 'kbhit']","{'account_id': 17474327, 'reputation': 73, 'user_id': 12669503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/38d6070681024522cbfbff24e9e03653?s=256&d=identicon&r=PG&f=1', 'display_name': 'h4cktivist', 'link': 'https://stackoverflow.com/users/12669503/h4cktivist'}",True,682,1,0,1601849159,1588074911,61479597,CC BY-SA 4.0,https://stackoverflow.com/questions/61479597/how-can-i-use-kbhit-and-getch-on-linux-c,How can I use kbhit() and getch() on Linux? C++,,1588075282.0,,64199477.0
364,"['c++', 'macos', 'qt', 'serial-port', 'qmake']","{'account_id': 1898299, 'reputation': 11488, 'user_id': 4999991, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/y69di.png?s=256&g=1', 'display_name': 'Foad S. Farimani', 'link': 'https://stackoverflow.com/users/4999991/foad-s-farimani'}",False,847,0,1,1601848368,1587678984,61397688,CC BY-SA 4.0,https://stackoverflow.com/questions/61397688/how-to-install-qt-serialport-on-macos,How to install Qt Serialport on macOS?,,1601848368.0,,
365,"['c++', 'exception']","{'account_id': 15456646, 'reputation': 261, 'user_id': 11162066, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31c7450ef2a42ebadac12e427ea354ed?s=256&d=identicon&r=PG&f=1', 'display_name': 'John O&#39;brien', 'link': 'https://stackoverflow.com/users/11162066/john-obrien'}",True,298,2,8,1601582787,1587335852,61312555,CC BY-SA 4.0,https://stackoverflow.com/questions/61312555/is-it-ok-to-store-information-regarding-an-error-in-an-exception-object,Is it OK to store information regarding an error in an Exception object?,,1587466507.0,,64162493.0
366,"['c++', 'mqtt', 'libmosquitto', 'pahocpp']","{'account_id': 1555436, 'reputation': 2023, 'user_id': 1446710, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://www.gravatar.com/avatar/c4f2399b89fc2225c9507ea0d7e797ec?s=256&d=identicon&r=PG', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/1446710/daniel'}",True,23015,2,10,1601329787,1587481911,61346851,CC BY-SA 4.0,https://stackoverflow.com/questions/61346851/mqtt-c-client,MQTT C++ client,,,,61356488.0
367,"['c++', 'class', 'g++', 'cout']","{'account_id': 5330364, 'reputation': 197, 'user_id': 4251079, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1701ea3a9884c10227519c614809b79c?s=256&d=identicon&r=PG&f=1', 'display_name': 'hyuk myeong', 'link': 'https://stackoverflow.com/users/4251079/hyuk-myeong'}",True,48,1,0,1601201956,1587110497,61266780,CC BY-SA 4.0,https://stackoverflow.com/questions/61266780/why-an-object-is-created-if-i-try-to-print-a-classs-non-static-member-function,Why an object is created if I try to print a class&#39;s non-static member function&#39;s address in c++?,,1601201956.0,,
368,"['python', 'c++', 'cpython', 'pybind11']","{'account_id': 902489, 'reputation': 22782, 'user_id': 2736559, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/VVvJ4.jpg?s=256&g=1', 'display_name': 'Hossein', 'link': 'https://stackoverflow.com/users/2736559/hossein'}",True,376,1,0,1600627341,1586678329,61168438,CC BY-SA 4.0,https://stackoverflow.com/questions/61168438/pybind11-why-doesnt-asyn-call-from-python-execute-the-callbacks-properly-in-c,Pybind11: Why doesn&#39;t asyn call from Python execute the callbacks properly in C++?,,1600627341.0,,61283853.0
369,"['c++', 'type-erasure']","{'account_id': 15990265, 'reputation': 993, 'user_id': 11539646, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/9gH5v.jpg?s=256&g=1', 'display_name': 'BlueTune', 'link': 'https://stackoverflow.com/users/11539646/bluetune'}",True,749,2,2,1600495458,1587638697,61385288,CC BY-SA 4.0,https://stackoverflow.com/questions/61385288/is-there-a-more-elegant-way-for-undoing-type-erasure-with-a-saved-type-using-c,Is there a more elegant way for undoing type erasure with a &quot;saved&quot; type using c++17/c++20?,,,,
370,"['c++', 'colors', 'console-application', 'codeblocks']","{'account_id': 17732118, 'reputation': 1, 'user_id': 12874459, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/42451674cc14ed51823af36363dcf309?s=256&d=identicon&r=PG&f=1', 'display_name': 'Skald', 'link': 'https://stackoverflow.com/users/12874459/skald'}",False,193,0,0,1600440762,1587751474,61414677,CC BY-SA 4.0,https://stackoverflow.com/questions/61414677/how-to-display-a-color-with-a-string-like-033190m-in-codeblocks-with-c,How to display a color with a string like &quot;\033[1;90m&quot; in code::blocks with c++?,,1600440762.0,,
371,"['c++', 'g++', 'python-c-api', 'pybind11']","{'account_id': 902489, 'reputation': 22782, 'user_id': 2736559, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/VVvJ4.jpg?s=256&g=1', 'display_name': 'Hossein', 'link': 'https://stackoverflow.com/users/2736559/hossein'}",True,4248,1,2,1600291763,1586191613,61064801,CC BY-SA 4.0,https://stackoverflow.com/questions/61064801/getting-undefined-reference-when-trying-to-build-a-pybind11-project-using-gcc,Getting undefined reference when trying to build a pybind11 project using gcc,,1600291763.0,,61085569.0
372,"['c++', 'qt', 'camera', 'ueye']","{'account_id': 7952321, 'reputation': 91, 'user_id': 6049677, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/2cc036baba275e2260d28a618cb7be5c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Vijay Yadav', 'link': 'https://stackoverflow.com/users/6049677/vijay-yadav'}",False,219,1,0,1600255923,1586785231,61189169,CC BY-SA 4.0,https://stackoverflow.com/questions/61189169/ueye-camera-snapshot-is-white-using-qt,Ueye Camera snapshot is White using Qt,,1586878931.0,,
373,"['c++', 'data-structures']","{'account_id': 17273777, 'reputation': 209, 'user_id': 12508832, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HgGdy.jpg?s=256&g=1', 'display_name': 'sɪʒɪhɪŋ βɪstɦa kxɐll', 'link': 'https://stackoverflow.com/users/12508832/s%c9%aa%ca%92%c9%aah%c9%aa%c5%8b-%ce%b2%c9%aast%c9%a6a-kx%c9%90ll'}",True,141,1,0,1599921593,1585674987,60956233,CC BY-SA 4.0,https://stackoverflow.com/questions/60956233/may-a-hashtable-store-its-keys-in-c,May a hashtable store its keys in C++?,,1599921593.0,,60956638.0
374,"['c++', 'c', 'linux', 'drawing', 'motif']","{'account_id': 16691582, 'reputation': 141, 'user_id': 12532285, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/3Fp8Z.png?s=256&g=1', 'display_name': 'overlord', 'link': 'https://stackoverflow.com/users/12532285/overlord'}",False,98,2,1,1599864290,1587407450,61329506,CC BY-SA 4.0,https://stackoverflow.com/questions/61329506/column-packed-rowcolumn-class-for-motif-library-c,Column-Packed RowColumn Class for Motif Library (C)?,,1592644375.0,,
375,"['c++', 'windows', 'trace', 'etw']","{'account_id': 18276064, 'reputation': 1, 'user_id': 13305844, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-2p3v2rweNPA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNjvchBq4Y_83ApJ6q6PYSxQ8utbg/photo.jpg?sz=256', 'display_name': 'Jeff Kouba', 'link': 'https://stackoverflow.com/users/13305844/jeff-kouba'}",False,859,1,0,1599759199,1586813483,61197136,CC BY-SA 4.0,https://stackoverflow.com/questions/61197136/not-receiving-microsoft-windows-kernel-process-events-from-real-time-etw-consume,not receiving Microsoft-Windows-Kernel-Process events from real time ETW consumer,,1586887984.0,,
376,"['c++', 'opengl', 'glm-math', 'assimp']","{'user_type': 'does_not_exist', 'display_name': 'user13362870'}",True,559,1,0,1599583959,1588011712,61465738,CC BY-SA 4.0,https://stackoverflow.com/questions/61465738/incorrect-bone-transforms-assimp,Incorrect Bone Transforms Assimp,,1592644375.0,,63798356.0
377,"['c++', 'arrays', 'output', 'character']","{'account_id': 6804736, 'reputation': 47, 'user_id': 11688337, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-0AuOyNg0LuI/AAAAAAAAAAI/AAAAAAAAAjk/1kBw7krnZq0/photo.jpg?sz=256', 'display_name': 'Chhavi Bansal', 'link': 'https://stackoverflow.com/users/11688337/chhavi-bansal'}",True,56,1,-1,1599548840,1586451838,61126425,CC BY-SA 4.0,https://stackoverflow.com/questions/61126425/how-is-the-output-for-the-following-cpp-program-justified,How is the output for the following cpp program justified,,1599548840.0,,
378,"['c++', 'codeblocks']","{'account_id': 18362967, 'reputation': 1, 'user_id': 13374665, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-n7-QhHRABkc/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMdEUycZKYqUUaZDH3VCs8EXfJTWA/photo.jpg?sz=256', 'display_name': 'Dheeraj Goel', 'link': 'https://stackoverflow.com/users/13374665/dheeraj-goel'}",False,174,3,-4,1599514654,1587495335,61351045,CC BY-SA 4.0,https://stackoverflow.com/questions/61351045/calling-functions-from-another-file-in-main-cpp,calling functions from another file in main.cpp,,,,
379,"['c++', 'direct2d', 'direct3d11']","{'account_id': 11098373, 'reputation': 33, 'user_id': 9555984, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ad3c18af78b192d31de940d1e2179fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'Man', 'link': 'https://stackoverflow.com/users/9555984/man'}",True,504,1,2,1599158888,1586236061,61073177,CC BY-SA 4.0,https://stackoverflow.com/questions/61073177/why-is-d2d-drawing-under-d3d11,Why is D2D drawing under D3D11?,,,,61113947.0
380,"['c++', 'windows', 'makefile', 'cmake', 'nmake']","{'account_id': 2345937, 'reputation': 2913, 'user_id': 2056201, 'user_type': 'registered', 'accept_rate': 23, 'profile_image': 'https://www.gravatar.com/avatar/bba9995d4071b28c1f54bcb8ae03a1f2?s=256&d=identicon&r=PG', 'display_name': 'Mich', 'link': 'https://stackoverflow.com/users/2056201/mich'}",False,1426,1,2,1599061775,1586459130,61128461,CC BY-SA 4.0,https://stackoverflow.com/questions/61128461/how-to-change-build-machine-type-with-cmake,How to change build machine type with CMake,,1586460570.0,,
381,"['c++', 'encryption', 'cryptography', 'aes', 'crypto++']","{'account_id': 18341824, 'reputation': 51, 'user_id': 13357898, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3898419454f31e828ba0812f8b79d8bb?s=256&d=identicon&r=PG&f=1', 'display_name': 'Johnny Rebel', 'link': 'https://stackoverflow.com/users/13357898/johnny-rebel'}",True,1981,1,5,1598827325,1587344748,61313699,CC BY-SA 4.0,https://stackoverflow.com/questions/61313699/crypto-how-to-realize-media-file-encryption,(Crypto++) How to realize media file encryption?,,1587345343.0,,
382,"['c++', 'sfml']","{'account_id': 14830736, 'reputation': 211, 'user_id': 10710268, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-o0EfNE4kgDE/AAAAAAAAAAI/AAAAAAAAAAA/AGDgw-ipmBT2VuSBROhaETZKR2_k64LZJw/mo/photo.jpg?sz=256', 'display_name': 'John Studio', 'link': 'https://stackoverflow.com/users/10710268/john-studio'}",False,100,1,0,1598657285,1588178179,61506865,CC BY-SA 4.0,https://stackoverflow.com/questions/61506865/cant-compile-c-sfml-dll-how-to-fix,can&#39;t compile C++/SFML DLL. How to fix?,,1598657285.0,,
383,"['c++', 'g++', 'clang++', 'extern', 'linkage']","{'account_id': 5330364, 'reputation': 197, 'user_id': 4251079, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1701ea3a9884c10227519c614809b79c?s=256&d=identicon&r=PG&f=1', 'display_name': 'hyuk myeong', 'link': 'https://stackoverflow.com/users/4251079/hyuk-myeong'}",True,238,1,11,1598406882,1587140633,61276220,CC BY-SA 4.0,https://stackoverflow.com/questions/61276220/why-same-named-extern-local-variables-in-different-blocks-get-different-linkages,Why same named extern local variables in different blocks get different linkages between compilers in c++?,,1598406882.0,,61419730.0
384,"['c++', 'c++11']","{'account_id': 17877830, 'reputation': 521, 'user_id': 12987382, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi9SJPhHp0BrBeBsLZIWzBWRPgOHT3kbp-rb9AIMA=k-s256', 'display_name': 'Qiu YU', 'link': 'https://stackoverflow.com/users/12987382/qiu-yu'}",True,98,3,2,1598322599,1587733537,61409070,CC BY-SA 4.0,https://stackoverflow.com/questions/61409070/variable-sized-object-may-not-be-initialized-problem-in-array,Variable-sized object may not be initialized problem in array,,1587746328.0,,61409303.0
385,"['c++', 'linux', 'opengl', 'overlay', 'glfw']","{'account_id': 9945660, 'reputation': 71, 'user_id': 7360485, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d0115ed4609987b66a7a81b343a760ce?s=256&d=identicon&r=PG&f=1', 'display_name': 'slauko', 'link': 'https://stackoverflow.com/users/7360485/slauko'}",True,1267,1,3,1598110497,1588101602,61488266,CC BY-SA 4.0,https://stackoverflow.com/questions/61488266/click-through-glfw-window,&quot;Click-through&quot; GLFW window?,,1588102976.0,,
386,"['c++', 'opengl']","{'account_id': 15556863, 'reputation': 1, 'user_id': 11223035, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-GqZli2cBwDg/AAAAAAAAAAI/AAAAAAAAAjs/41WxU0IVY_U/photo.jpg?sz=256', 'display_name': 'Jo Ca', 'link': 'https://stackoverflow.com/users/11223035/jo-ca'}",False,87,1,0,1597997763,1588183481,61508617,CC BY-SA 4.0,https://stackoverflow.com/questions/61508617/im-trying-to-apply-a-texture-to-a-square-in-my-project-but-when-i-draw-said-sq,"I&#39;m trying to apply a texture to a square in my project, but when i draw said square it shows up just white",,1597997763.0,,
387,"['c++', 'c++17', 'clang-format']","{'account_id': 207555, 'reputation': 5443, 'user_id': 457488, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/3265ae55bf80e40f9fe031c6378306e6?s=256&d=identicon&r=PG', 'display_name': 'Brad', 'link': 'https://stackoverflow.com/users/457488/brad'}",True,1316,1,3,1597978587,1585947559,61020329,CC BY-SA 4.0,https://stackoverflow.com/questions/61020329/convert-to-c17-nested-namespaces-in-clang-format,Convert to C++17 nested namespaces in clang-format?,,1585947687.0,,63515870.0
388,"['c++', 'multidimensional-array', 'dynamic-arrays']","{'account_id': 15075360, 'reputation': 49, 'user_id': 10879642, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-KqkjMQ1T-AU/AAAAAAAAAAI/AAAAAAAAAAA/AKxrwcaWt1o1G6iXU-6oYuQJTKugJEcbyA/mo/photo.jpg?sz=256', 'display_name': 'Христо Тодоров', 'link': 'https://stackoverflow.com/users/10879642/%d0%a5%d1%80%d0%b8%d1%81%d1%82%d0%be-%d0%a2%d0%be%d0%b4%d0%be%d1%80%d0%be%d0%b2'}",True,217,4,0,1597806422,1587288815,61302207,CC BY-SA 4.0,https://stackoverflow.com/questions/61302207/how-to-declare-2d-dynamic-array-in-c,How to declare 2D dynamic array in C++,,1587312153.0,,
389,"['c++', 'asynchronous', 'network-programming', 'boost-asio']","{'account_id': 2134090, 'reputation': 1044, 'user_id': 1894275, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/6273edf80a5de747e7ea34edd26d4707?s=256&d=identicon&r=PG', 'display_name': 'SAMPro', 'link': 'https://stackoverflow.com/users/1894275/sampro'}",False,319,1,1,1597760713,1586587753,61153075,CC BY-SA 4.0,https://stackoverflow.com/questions/61153075/problem-with-async-read-when-packet-length-is-more-or-less,Problem with async_read when packet length is more or less,,1597757973.0,,
390,"['c++', 'syntax-error', 'declaration', 'greatest-common-divisor']","{'account_id': 16311138, 'reputation': 13, 'user_id': 13176116, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-vUA-ohKMcDA/AAAAAAAAAAI/AAAAAAAARoE/-UJHGgDqmQw/photo.jpg?sz=256', 'display_name': 'Om Khanna', 'link': 'https://stackoverflow.com/users/13176116/om-khanna'}",True,124,1,0,1597758234,1585696562,60961355,CC BY-SA 4.0,https://stackoverflow.com/questions/60961355/greatest-common-divider-program-not-working-as-expected,Greatest common divider program not working as expected,,1597758234.0,,60961525.0
391,"['c++', 'visual-studio-code', 'mingw-w64', 'vscode-debugger', 'win64']","{'account_id': 3177877, 'reputation': 1539, 'user_id': 2685300, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/k1UUb.png?s=256&g=1', 'display_name': 'Schneider Infosystems Ltd', 'link': 'https://stackoverflow.com/users/2685300/schneider-infosystems-ltd'}",False,971,0,2,1597674070,1587746912,61413356,CC BY-SA 4.0,https://stackoverflow.com/questions/61413356/vscode-mingw-w64-how-to-stop-the-gdb-debugger-at-a-breakpoint-inside-a-dll,VSCode/MinGW-w64: How to stop the GDB debugger at a breakpoint inside a DLL?,,1597674070.0,,
392,['c++'],"{'account_id': 17273777, 'reputation': 209, 'user_id': 12508832, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/HgGdy.jpg?s=256&g=1', 'display_name': 'sɪʒɪhɪŋ βɪstɦa kxɐll', 'link': 'https://stackoverflow.com/users/12508832/s%c9%aa%ca%92%c9%aah%c9%aa%c5%8b-%ce%b2%c9%aast%c9%a6a-kx%c9%90ll'}",True,50,2,0,1597635136,1586195514,61065871,CC BY-SA 4.0,https://stackoverflow.com/questions/61065871/error-when-trying-to-deallocate-binary-search-tree-only-with-primitive-data-typ,Error when trying to deallocate binary search tree (only with primitive data types),,1586200567.0,,63444200.0
393,['c++'],"{'account_id': 15602876, 'reputation': 105, 'user_id': 11256497, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-qj8mGkyLvPs/AAAAAAAAAAI/AAAAAAAAAPE/-A8dg9vTKE8/photo.jpg?sz=256', 'display_name': 'Seif Boukhatem', 'link': 'https://stackoverflow.com/users/11256497/seif-boukhatem'}",True,983,3,3,1597531148,1588081286,61481647,CC BY-SA 4.0,https://stackoverflow.com/questions/61481647/how-to-use-iterators-for-2d-arrays-in-c,How to use iterators for 2d arrays in c++?,,1597531148.0,,
394,"['c++', 'node.js', 'npm', 'node-addon-api']","{'account_id': 17592055, 'reputation': 13, 'user_id': 12763704, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBshQhGP2G8Quti8vmT0Fs5F5tv8myc4szz1JkSog=k-s256', 'display_name': 'Nick Boyajian', 'link': 'https://stackoverflow.com/users/12763704/nick-boyajian'}",False,766,1,0,1597308715,1586445501,61124489,CC BY-SA 4.0,https://stackoverflow.com/questions/61124489/c-addon-wont-compile-with-node-12,C++ addon won&#39;t compile with node 12,,,,
395,"['c++', 'unreal-engine4']","{'account_id': 16892617, 'reputation': 75, 'user_id': 12215965, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBPk_ywTGj8gEYv8xFW9ky0GjyLOf_fOz-m6TZcKQ=k-s256', 'display_name': 'Zain', 'link': 'https://stackoverflow.com/users/12215965/zain'}",True,16479,1,4,1597191419,1588011596,61465707,CC BY-SA 4.0,https://stackoverflow.com/questions/61465707/i-am-not-able-to-create-a-unreal-engine-4-c-project,I am not able to create a unreal engine 4 c++ project,,,,62175802.0
396,"['c++', 'linux', 'gtk', 'gtk3', 'gtkmm']","{'account_id': 18435418, 'reputation': 41, 'user_id': 13429404, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8874b1af0b527d4e1618e2ea25ecf2c1?s=256&d=identicon&r=PG&f=1', 'display_name': 'Perukii', 'link': 'https://stackoverflow.com/users/13429404/perukii'}",True,1979,3,0,1597169650,1588121379,61492408,CC BY-SA 4.0,https://stackoverflow.com/questions/61492408/how-to-fix-gtkmm-warning-deprecated-declarations,how to fix gtkmm warning : deprecated-declarations,,,,61493136.0
397,"['c++', 'zeromq']","{'account_id': 18056374, 'reputation': 11, 'user_id': 13124736, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc7596d392cc67df2a20622cb4a820ca?s=256&d=identicon&r=PG&f=1', 'display_name': 'Haribe', 'link': 'https://stackoverflow.com/users/13124736/haribe'}",True,1029,2,1,1597114318,1587132727,61273689,CC BY-SA 4.0,https://stackoverflow.com/questions/61273689/zeromq-python-to-c-pub-sub,ZeroMQ python to c++ Pub / Sub,,1587157628.0,,
398,"['c++', 'qt', 'visual-c++', 'mingw']","{'account_id': 4122551, 'reputation': 304, 'user_id': 3382486, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Nimo', 'link': 'https://stackoverflow.com/users/3382486/nimo'}",True,2341,1,3,1597034538,1586691622,61170838,CC BY-SA 4.0,https://stackoverflow.com/questions/61170838/qt-compiler-macros-not-defined-on-project-start,QT COMPILER_MACROS not defined on project start,,,,
399,"['c++', 'meson-build']","{'account_id': 16074418, 'reputation': 211, 'user_id': 12113024, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vmyxD.jpg?s=256&g=1', 'display_name': '小奥利奥', 'link': 'https://stackoverflow.com/users/12113024/%e5%b0%8f%e5%a5%a5%e5%88%a9%e5%a5%a5'}",True,638,1,0,1596840009,1587739125,61410910,CC BY-SA 4.0,https://stackoverflow.com/questions/61410910/how-to-change-output-directory-of-a-meson-subproject,How to change output directory of a meson subproject?,,,,63309987.0
400,"['c++', 'vector', 'erase']","{'account_id': 15608993, 'reputation': 3, 'user_id': 11260975, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3bbead40d7ee1116b2d6647577a6b490?s=256&d=identicon&r=PG&f=1', 'display_name': 'batman', 'link': 'https://stackoverflow.com/users/11260975/batman'}",True,189,2,-1,1596825926,1585930694,61016157,CC BY-SA 4.0,https://stackoverflow.com/questions/61016157/erasing-elements-from-a-vector-hackerrank,erasing elements from a vector (hackerrank),,1585933436.0,,61017567.0
401,"['c++', 'windows', 'ntfs', 'ntfs-mft']","{'account_id': 18259783, 'reputation': 1, 'user_id': 13292836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7ded66bc7fc544f532507400f145bb4b?s=256&d=identicon&r=PG&f=1', 'display_name': '16Shadows', 'link': 'https://stackoverflow.com/users/13292836/16shadows'}",False,259,1,0,1596752400,1586687533,61170062,CC BY-SA 4.0,https://stackoverflow.com/questions/61170062/why-do-files-which-are-not-deleted-point-to-invalid-ntfs-mft-records,"Why do files, which are not deleted, point to invalid NTFS MFT records?",,1586692742.0,,
402,"['c++', 'opengl', 'makefile', 'linker-errors']","{'account_id': 18336581, 'reputation': 23, 'user_id': 13353866, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f20b90318d9349ba7c705c68cc22622c?s=256&d=identicon&r=PG&f=1', 'display_name': 'LittleMew', 'link': 'https://stackoverflow.com/users/13353866/littlemew'}",True,566,1,0,1596740197,1587489836,61349412,CC BY-SA 4.0,https://stackoverflow.com/questions/61349412/why-gcc-can-not-find-the-header-files-in-includes-folder,Why GCC can not find the header files in includes folder?,,1596740197.0,,61349692.0
