,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,protected_date,migrated_from,community_owned_date
1225,"['c++', 'qt']","{'account_id': 1299975, 'reputation': 7288, 'user_id': 1250107, 'user_type': 'registered', 'accept_rate': 46, 'profile_image': 'https://i.stack.imgur.com/ZXKP9.jpg?s=256&g=1', 'display_name': 'Umer Farooq', 'link': 'https://stackoverflow.com/users/1250107/umer-farooq'}",True,7820,3,5,1372075924,1331139516,1331141998.0,9605897,CC BY-SA 3.0,https://stackoverflow.com/questions/9605897/qt-error-cannot-open-output-file-debug,Qt error: cannot open output file debug,,,,,,
1226,"['c++', 'string', 'parsing', 'scanf']","{'account_id': 526168, 'reputation': 10830, 'user_id': 919747, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/291c33625deabed28aea713a55208c3f?s=256&d=identicon&r=PG', 'display_name': 'Jason R', 'link': 'https://stackoverflow.com/users/919747/jason-r'}",True,8824,3,24,1371850690,1332431156,1332431809.0,9825768,CC BY-SA 3.0,https://stackoverflow.com/questions/9825768/safer-but-easy-to-use-and-flexible-c-alternative-to-sscanf,Safer but easy-to-use and flexible C++ alternative to sscanf(),9832875.0,,,,,
1227,"['c++', 'memory', 'memory-address']","{'account_id': 128288, 'reputation': 6645, 'user_id': 326017, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/d48fc52f18d9d0aad6bfbff50a6af2bc?s=256&d=identicon&r=PG', 'display_name': 'brigadir', 'link': 'https://stackoverflow.com/users/326017/brigadir'}",True,1022,4,1,1371572753,1331722556,1371572753.0,9700555,CC BY-SA 3.0,https://stackoverflow.com/questions/9700555/reserved-pointer-addresses-using-as-special-cases,Reserved pointer addresses (using as special cases),9700705.0,,,,,
1228,"['c++', 'pointers', 'memory-address']","{'account_id': 1053660, 'reputation': 225, 'user_id': 1056878, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/ea0de2c8bf8ef6e6af34582cd4987cc6?s=256&d=identicon&r=PG', 'display_name': 'Jojo Jonas', 'link': 'https://stackoverflow.com/users/1056878/jojo-jonas'}",True,162,2,0,1371563633,1331518639,1371563633.0,9660966,CC BY-SA 3.0,https://stackoverflow.com/questions/9660966/c-address-handling-pointers,C++ address handling (pointers),9660986.0,,,,,
1229,"['c++', 'pointers', 'stringstream', 'memory-address']","{'account_id': 985637, 'reputation': 3280, 'user_id': 1004211, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/490a33dc2429cbd669bd4471d7aedc1d?s=256&d=identicon&r=PG', 'display_name': 'Prismatic', 'link': 'https://stackoverflow.com/users/1004211/prismatic'}",True,1254,4,4,1371391599,1331272471,1495540553.0,9629572,,https://stackoverflow.com/questions/9629572/the-first-string-argument-to-a-stringstream-is-saved-as-a-pointer-garbage,The first string argument to a stringstream is saved as a pointer/garbage,9630162.0,1331315078.0,exact duplicate,,,
1230,"['javascript', 'jquery', 'c++', 'python', 'ajax']","{'account_id': 558946, 'reputation': 953, 'user_id': 1247145, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/3c6ed40ed05b936e8c0db96649ee823c?s=256&d=identicon&r=PG', 'display_name': 'user', 'link': 'https://stackoverflow.com/users/1247145/user'}",True,9476,1,6,1371148816,1332842687,1495542760.0,9887372,,https://stackoverflow.com/questions/9887372/call-python-from-javascript,Call python from javascript,9890194.0,1349275168.0,exact duplicate,,,
1231,"['c++', 'arrays', 'char', 'memory-address']","{'account_id': 1291026, 'reputation': 93, 'user_id': 1243132, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b908898eb32717d20d8b1ce9d2bb94d6?s=256&d=identicon&r=PG', 'display_name': 'Evan G', 'link': 'https://stackoverflow.com/users/1243132/evan-g'}",True,6688,2,9,1371133784,1330618395,1371133784.0,9519749,CC BY-SA 3.0,https://stackoverflow.com/questions/9519749/how-do-i-get-the-address-of-elements-in-a-char-array,How do I get the address of elements in a char array?,9519805.0,,,,,
1232,"['c++', 'file', 'linked-list']","{'account_id': 1056012, 'reputation': 27, 'user_id': 1058713, 'user_type': 'registered', 'accept_rate': 20, 'profile_image': 'https://www.gravatar.com/avatar/4aa1b62761151e6127c8d8d7eb0aa504?s=256&d=identicon&r=PG', 'display_name': 'T T', 'link': 'https://stackoverflow.com/users/1058713/t-t'}",True,1526,3,0,1371131169,1332615641,1371131169.0,9854596,CC BY-SA 3.0,https://stackoverflow.com/questions/9854596/how-to-write-a-linked-list-object-to-a-file,How to write a linked list object to a file,,,,,,
1233,"['c++', 'data-structures', 'int', 'long-integer', 'memory-address']","{'account_id': 147269, 'reputation': 831, 'user_id': 358261, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/9a71253d794cd7b9f81f4a2c8f79c39a?s=256&d=identicon&r=PG', 'display_name': 'Basmah', 'link': 'https://stackoverflow.com/users/358261/basmah'}",True,2354,2,1,1371082261,1332086886,1371082261.0,9759819,CC BY-SA 3.0,https://stackoverflow.com/questions/9759819/which-data-structure-to-store-addresses-of-objects-in-c,Which data structure to store addresses of objects in C++,9759838.0,,,,,
1234,"['c++', 'pointers', 'inheritance', 'c++-address']","{'account_id': 1368606, 'reputation': 29, 'user_id': 1304450, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/d2bb860edcdf98c9299969b4ec3bce55?s=256&d=identicon&r=PG', 'display_name': 'Alejandro Gonzalez', 'link': 'https://stackoverflow.com/users/1304450/alejandro-gonzalez'}",True,2242,2,-2,1371077546,1333165420,1371077546.0,9952849,CC BY-SA 3.0,https://stackoverflow.com/questions/9952849/pointer-will-randomly-print-its-address-instead-of-its-pointed-value-c,"Pointer will randomly print it&#39;s address instead of it&#39;s pointed value, C++",9952879.0,,,,,
1235,"['c++', 'arrays', 'for-loop', 'memory-address']","{'account_id': 1167618, 'reputation': 623, 'user_id': 1145538, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/2eca560ad1efa5d4528c5877357ce7da?s=256&d=identicon&r=PG', 'display_name': 'user1145538', 'link': 'https://stackoverflow.com/users/1145538/user1145538'}",True,4450,2,0,1371072332,1333064177,1371072332.0,9935131,CC BY-SA 3.0,https://stackoverflow.com/questions/9935131/c-array-for-loop-printing-addresses-instead-of-values,C++: array for loop printing addresses instead of values,,,,,,
1236,"['c++', 'boost', 'boost-build', 'boost-log']","{'account_id': 7838, 'reputation': 21956, 'user_id': 13767, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/b043ead577679feb2f4f4c3e4bb4700f?s=256&d=identicon&r=PG', 'display_name': 'Rafał Rawicki', 'link': 'https://stackoverflow.com/users/13767/rafa%c5%82-rawicki'}",False,1205,1,3,1370935463,1331161269,1367397241.0,9610462,CC BY-SA 3.0,https://stackoverflow.com/questions/9610462/how-to-compile-boost-log-standalone,How to compile Boost.Log standalone,,,,,,
1237,"['c++', 'windows']","{'account_id': 1030047, 'reputation': 2427, 'user_id': 1038554, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/d848e0ba9a156cce66a9cbbcbedf35c1?s=256&d=identicon&r=PG', 'display_name': 'Fylix', 'link': 'https://stackoverflow.com/users/1038554/fylix'}",True,8771,2,4,1370925175,1332536033,1332537437.0,9846363,CC BY-SA 3.0,https://stackoverflow.com/questions/9846363/bring-to-front-window-using-its-process-name-in-c,Bring to front window using its process name in C++,9846519.0,,,,,
1238,"['c++', 'arrays', 'xcode', 'string', 'xcode4']","{'account_id': 297539, 'reputation': 1142, 'user_id': 603117, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/hixZC.jpg?s=256&g=1', 'display_name': 'bobthemac', 'link': 'https://stackoverflow.com/users/603117/bobthemac'}",True,12127,3,1,1370841246,1330816570,1370841246.0,9550712,CC BY-SA 3.0,https://stackoverflow.com/questions/9550712/variable-length-array-of-non-pod-element-type-string-aka-basic-stringchar,Variable length array of non-POD element type &#39;string&#39; (aka &#39;basic_string&lt;char&gt;&#39;) c++,9550788.0,,,,,
1239,"['c++', 'compiler-errors', 'filestreams']","{'account_id': 1298534, 'reputation': 31, 'user_id': 1248923, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5d5fb2c289c0b816f95e64c76bf096e1?s=256&d=identicon&r=PG', 'display_name': 'user1248923', 'link': 'https://stackoverflow.com/users/1248923/user1248923'}",True,10814,1,2,1370758409,1330914520,1370758409.0,9560938,CC BY-SA 3.0,https://stackoverflow.com/questions/9560938/error-invalid-operands-to-binary-operator,error: &#39;invalid operands&#39; to binary operator &lt;&lt;,,,,,,
1240,['c++'],"{'account_id': 477002, 'reputation': 355, 'user_id': 888216, 'user_type': 'registered', 'accept_rate': 11, 'profile_image': 'https://www.gravatar.com/avatar/36c9266d3fc5f54de98c9e53452139ba?s=256&d=identicon&r=PG', 'display_name': 'Roger Luo', 'link': 'https://stackoverflow.com/users/888216/roger-luo'}",True,955,3,4,1370619588,1331647053,1370619588.0,9685462,CC BY-SA 3.0,https://stackoverflow.com/questions/9685462/about-return-const-reference-in-c,About return const reference in C++,,,,,,
1241,"['c++', 'stl', 'vector']","{'account_id': 167484, 'reputation': 10827, 'user_id': 392315, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/a4118da2b35833e7123c069c1d468bbe?s=256&d=identicon&r=PG', 'display_name': 'Asha', 'link': 'https://stackoverflow.com/users/392315/asha'}",True,266,3,7,1370228228,1332740798,1495541485.0,9867206,CC BY-SA 3.0,https://stackoverflow.com/questions/9867206/practical-use-of-vectormax-size,Practical use of vector::max_size,9867807.0,,,,,
1242,"['c#', 'c++', 'asp.net', 'dll']","{'account_id': 208361, 'reputation': 5764, 'user_id': 458790, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/c6b1fadce368a0d1a5a0f316d2a08aac?s=256&d=identicon&r=PG', 'display_name': 'Cipher', 'link': 'https://stackoverflow.com/users/458790/cipher'}",True,2980,3,2,1370015696,1332837487,1332837570.0,9885977,CC BY-SA 3.0,https://stackoverflow.com/questions/9885977/p-invoke-in-asp-net-dll-not-found-exception,P/Invoke in ASP.NET (Dll not found exception),9886043.0,,,,,
1243,"['c++', 'search', 'stl', 'std-pair', 'stdset']","{'account_id': 1348457, 'reputation': 71, 'user_id': 1288735, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9da96ff0656c3869e029baa0dc17f134?s=256&d=identicon&r=PG', 'display_name': 'user1288735', 'link': 'https://stackoverflow.com/users/1288735/user1288735'}",True,11260,3,7,1369999634,1332521719,1335992138.0,9843278,CC BY-SA 3.0,https://stackoverflow.com/questions/9843278/c-set-search-for-pair-element,C++ set search for pair element?,,,,,,
1244,"['c++', 'msdn']","{'account_id': 799730, 'reputation': 68, 'user_id': 901293, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3f288fa23b1bd5238f3ae66b5c2e71ab?s=256&d=identicon&r=PG', 'display_name': 'Chris', 'link': 'https://stackoverflow.com/users/901293/chris'}",True,2877,1,4,1369915324,1332553316,,9848423,CC BY-SA 3.0,https://stackoverflow.com/questions/9848423/c-systemparametersinfo-with-spi-setmouse-does-not-seem-to-change-cursor-spee,(C++) SystemParametersInfo with SPI_SetMouse does not seem to change cursor speed,16814574.0,,,,,
1245,"['c++', 'linked-list', 'stack', 'postfix-notation']","{'account_id': 1333858, 'reputation': 55, 'user_id': 1277102, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d149f6f90cef0718878d7f6e7cb18862?s=256&d=identicon&r=PG', 'display_name': 'Eric', 'link': 'https://stackoverflow.com/users/1277102/eric'}",True,1966,2,1,1369695479,1332867521,1369695479.0,9894166,CC BY-SA 3.0,https://stackoverflow.com/questions/9894166/debugging-postfix-calculator,Debugging postfix calculator,9894405.0,,,,,
1246,"['c++', 'winapi', 'vector', 'directx']","{'account_id': 1132814, 'reputation': 691, 'user_id': 1118495, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/cc45c855d7c8f3cf2a78d17a718a2724?s=256&d=identicon&r=PG', 'display_name': 'P. Avery', 'link': 'https://stackoverflow.com/users/1118495/p-avery'}",True,3783,2,1,1369614477,1332282274,,9795936,CC BY-SA 3.0,https://stackoverflow.com/questions/9795936/calculating-the-angle-between-two-vectors-using-dot-product,Calculating the Angle Between Two vectors Using Dot Product,,,,,,
1247,['c++'],"{'account_id': 1285247, 'reputation': 123, 'user_id': 1238461, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/80445ff251c41cab325811757112c97c?s=256&d=identicon&r=PG', 'display_name': 'SP3CH8TR', 'link': 'https://stackoverflow.com/users/1238461/sp3ch8tr'}",True,7267,3,2,1369275494,1332429179,1332439943.0,9825114,CC BY-SA 3.0,https://stackoverflow.com/questions/9825114/gethostbyaddr-returns-0,gethostbyaddr returns 0,9825250.0,,,,,
1248,"['c++', 'using', 'hp-ux']","{'account_id': 1325223, 'reputation': 3, 'user_id': 1270194, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9cb07e0e57c12338a7a7827c05befd5f?s=256&d=identicon&r=PG', 'display_name': 'Rafael Ortolan', 'link': 'https://stackoverflow.com/users/1270194/rafael-ortolan'}",True,219,1,0,1369206951,1331762202,1369206951.0,9710889,CC BY-SA 3.0,https://stackoverflow.com/questions/9710889/hp-ux-c-ac-compiler-bug-with-using-statements-for-pure-virtual-methods,HP-UX C/aC++ compiler bug with using-statements for pure virtual methods,9712631.0,,,,,
1249,"['c++', 'constructor', 'function-declaration', 'most-vexing-parse']","{'account_id': 474623, 'reputation': 8123, 'user_id': 884412, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/1ac6f71f76aaf92324224dfc30d4ee2e?s=256&d=identicon&r=PG', 'display_name': 'penelope', 'link': 'https://stackoverflow.com/users/884412/penelope'}",True,1142,4,6,1368803952,1332167901,1495540347.0,9772152,CC BY-SA 3.0,https://stackoverflow.com/questions/9772152/c-declares-a-function-instead-of-calling-a-complex-constructor,C++ declares a function instead of calling a complex constructor,9789495.0,,,,,
1250,"['c++', 'arrays', 'struct']","{'account_id': 1086623, 'reputation': 6284, 'user_id': 1082181, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://i.stack.imgur.com/y5clT.jpg?s=256&g=1', 'display_name': 'Rameez Hussain', 'link': 'https://stackoverflow.com/users/1082181/rameez-hussain'}",True,46176,5,-1,1368791946,1333151063,,9951678,CC BY-SA 3.0,https://stackoverflow.com/questions/9951678/initializing-an-empty-array-in-c,Initializing an empty array in C++,9951710.0,,,,,
1251,"['c++', 'c', 'segmentation-fault', '64-bit']","{'account_id': 268758, 'reputation': 1788, 'user_id': 557697, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/82301ed8aa65de5383cd5907257a0118?s=256&d=identicon&r=PG', 'display_name': 'Frederico Schardong', 'link': 'https://stackoverflow.com/users/557697/frederico-schardong'}",True,1365,3,3,1368632262,1333150557,1368632262.0,9951625,CC BY-SA 3.0,https://stackoverflow.com/questions/9951625/u-int64-t-array,u_int64_t array,9951648.0,,,,,
1252,"['c++', 'cross-platform', 'wxwidgets', 'upgrade']","{'account_id': 8502, 'reputation': 35548, 'user_id': 15369, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/418a18dde0d9cb4cc434bd38a329190c?s=256&d=identicon&r=PG', 'display_name': 'Jon Cage', 'link': 'https://stackoverflow.com/users/15369/jon-cage'}",True,225,2,2,1368275871,1330934264,1368275791.0,9563331,CC BY-SA 3.0,https://stackoverflow.com/questions/9563331/how-can-i-keep-my-cross-platform-gui-application-up-to-date,How can I keep my cross-platform GUI application up to date?,9584505.0,,,,,
1253,"['c++', 'syntax']","{'account_id': 1352510, 'reputation': 6768, 'user_id': 1291716, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://i.stack.imgur.com/T2MSG.jpg?s=256&g=1', 'display_name': 'Sayakiss', 'link': 'https://stackoverflow.com/users/1291716/sayakiss'}",True,3802,1,0,1368275579,1332704966,1368275579.0,9863417,CC BY-SA 3.0,https://stackoverflow.com/questions/9863417/invalid-use-of-non-static-data-member,Invalid use of non-static data member,9863452.0,,,,,
1254,"['c++', 'boost-program-options']","{'account_id': 388544, 'reputation': 2627, 'user_id': 747544, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://i.stack.imgur.com/UJHHn.png?s=256&g=1', 'display_name': '2NinerRomeo', 'link': 'https://stackoverflow.com/users/747544/2ninerromeo'}",False,283,1,4,1367987201,1332957004,1332968388.0,9913008,CC BY-SA 3.0,https://stackoverflow.com/questions/9913008/is-there-a-parser-that-interprets-colon-and-comma-notation,Is there a parser that interprets colon and comma notation?,,,,,,
1255,"['c++', 'wxwidgets']","{'account_id': 1274646, 'reputation': 87, 'user_id': 1230136, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/b9d7dc2ffdbec837cfbd8d5282912185?s=256&d=identicon&r=PG', 'display_name': 'Pillar', 'link': 'https://stackoverflow.com/users/1230136/pillar'}",True,2269,1,0,1367919140,1331711432,1331902801.0,9697799,CC BY-SA 3.0,https://stackoverflow.com/questions/9697799/how-to-make-popup-image-wxwidgets,How to make popup image? wxWidgets,9700363.0,,,,,
1256,"['c++', 'c', 'bison', 'flex-lexer']","{'account_id': 143307, 'reputation': 592, 'user_id': 351554, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6537c0a681d22d4a3f7bf4ce7d209a0f?s=256&d=identicon&r=PG', 'display_name': 'Suresh', 'link': 'https://stackoverflow.com/users/351554/suresh'}",True,192,1,1,1367872161,1331015569,1367872161.0,9578996,CC BY-SA 3.0,https://stackoverflow.com/questions/9578996/setting-up-a-passthrough-rule-in-bison,Setting up a passthrough rule in bison,9579055.0,,,,,
1257,"['c++', 'c++builder', 'tokenize', 'plagiarism-detection']","{'account_id': 1321062, 'reputation': 17, 'user_id': 1266886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8bee384e0a5b6364b3d35c0dce32617a?s=256&d=identicon&r=PG', 'display_name': 'moradpro', 'link': 'https://stackoverflow.com/users/1266886/moradpro'}",True,3298,1,1,1367850143,1332168524,1495542266.0,9772301,,https://stackoverflow.com/questions/9772301/how-to-tokenize-a-c-source-code-file-convert-to-sequence-of-tokens,how to tokenize a c++ source code file (convert to sequence of tokens)?,,1333331086.0,exact duplicate,,,
1258,"['c++', 'xml-parsing', 'pugixml']","{'account_id': 338964, 'reputation': 2198, 'user_id': 668138, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/ehDDe.jpg?s=256&g=1', 'display_name': 'Grego', 'link': 'https://stackoverflow.com/users/668138/grego'}",True,11752,3,2,1367764126,1332343288,,9807560,CC BY-SA 3.0,https://stackoverflow.com/questions/9807560/pugixml-c-getting-content-of-an-element-or-a-tag,PugiXML C++ getting content of an element (or a tag),9809372.0,,,,,
1259,['c++'],"{'account_id': 1141019, 'reputation': 1854, 'user_id': 1124914, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c1e5204ac1415737c5bda8d91e1b79ef?s=256&d=identicon&r=PG', 'display_name': 'Milad R', 'link': 'https://stackoverflow.com/users/1124914/milad-r'}",True,9965,4,4,1367524408,1331916231,,9741194,CC BY-SA 3.0,https://stackoverflow.com/questions/9741194/how-to-insert-multiple-value-in-vector-in-c,How to insert multiple value in vector in C++?,9741253.0,,,,,
1260,"['c++', 'boost', 'sfinae']","{'account_id': 187896, 'reputation': 13141, 'user_id': 426288, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/c1d8cb07e879e73849d78880f86f0591?s=256&d=identicon&r=PG', 'display_name': 'Juraj Blaho', 'link': 'https://stackoverflow.com/users/426288/juraj-blaho'}",True,1401,1,6,1367485027,1332857505,1495534120.0,9891260,,https://stackoverflow.com/questions/9891260/boostenable-if-c-does-not-seem-to-work,boost::enable_if_c does not seem to work,9891800.0,1332878725.0,exact duplicate,,,
1261,"['c++', 'windows', 'sockets', 'winsock']","{'account_id': 214259, 'reputation': 5776, 'user_id': 468130, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/2779805d13710983cec344b6a3a31a98?s=256&d=identicon&r=PG', 'display_name': 'Josh', 'link': 'https://stackoverflow.com/users/468130/josh'}",True,1984,2,1,1367455830,1332534824,,9846165,CC BY-SA 3.0,https://stackoverflow.com/questions/9846165/winsock-recv-not-working-after-shutdown,Winsock recv not working after shutdown,9846247.0,,,,,
1262,['c++'],"{'account_id': 1292664, 'reputation': 21, 'user_id': 1244445, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/470348fba36f34d41f21de66ba6fbb5d?s=256&d=identicon&r=PG', 'display_name': 'user1244445', 'link': 'https://stackoverflow.com/users/1244445/user1244445'}",True,486,5,-1,1367429211,1330669854,1330670703.0,9529034,CC BY-SA 3.0,https://stackoverflow.com/questions/9529034/basic-if-else-if-in-c,Basic If/Else if in C++,,,,,,
1263,"['c++', 'python', 'c', 'interpreter']","{'user_type': 'does_not_exist', 'display_name': 'user2058002'}",True,12061,3,4,1367242087,1332125875,1367242087.0,9764451,CC BY-SA 3.0,https://stackoverflow.com/questions/9764451/c-c-python-interpreter,C/C++ Python interpreter,9764462.0,,,,,
1264,"['c++', 'sorting', 'vector', 'erase']","{'account_id': 297539, 'reputation': 1142, 'user_id': 603117, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/hixZC.jpg?s=256&g=1', 'display_name': 'bobthemac', 'link': 'https://stackoverflow.com/users/603117/bobthemac'}",True,583,3,1,1367002991,1331223753,1331224368.0,9621064,CC BY-SA 3.0,https://stackoverflow.com/questions/9621064/vector-sort-and-erase-wont-work,vector sort and erase won&#39;t work,9621670.0,,,,,
1265,"['c++', 'string', 'text', 'parameters', 'fstream']","{'account_id': 1202328, 'reputation': 152, 'user_id': 1172716, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/4b953cb1654ae74a8136258cbca938da?s=256&d=identicon&r=PG', 'display_name': 'baris_ercan', 'link': 'https://stackoverflow.com/users/1172716/baris-ercan'}",True,104,3,0,1366900605,1331675725,,9692808,CC BY-SA 3.0,https://stackoverflow.com/questions/9692808/fstream-class-and-using-strings-as-parameters,FStream class and using strings as parameters,9692864.0,,,,,
1266,['c++'],"{'account_id': 1266060, 'reputation': 373, 'user_id': 1223340, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/666aedb80ec29e83f69d8532e25b6f99?s=256&d=identicon&r=PG', 'display_name': 'visanio_learner', 'link': 'https://stackoverflow.com/users/1223340/visanio-learner'}",True,139,4,1,1366718257,1331121741,1331121929.0,9601147,CC BY-SA 3.0,https://stackoverflow.com/questions/9601147/escape-code-constants-in-c,escape code Constants in C++,9601194.0,,,,,
1267,"['c++', 'c++11', 'operator-overloading', 'move']","{'account_id': 1349881, 'reputation': 441, 'user_id': 1289844, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/49d5a19705ec114a64b393a2a45e7e77?s=256&d=identicon&r=PG', 'display_name': 'iheap', 'link': 'https://stackoverflow.com/users/1289844/iheap'}",True,1768,2,7,1366611860,1332586819,1495540832.0,9851188,CC BY-SA 3.0,https://stackoverflow.com/questions/9851188/does-it-make-sense-to-use-move-semantics-for-operator-and-or-operator,Does it make sense to use move semantics for operator+ and/or operator+=?,9851423.0,,,,,
1268,"['c++', 'windows', 'mfc']","{'account_id': 282375, 'reputation': 1714, 'user_id': 579228, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://www.gravatar.com/avatar/12a65897f41d3c7fc778990b078cf762?s=256&d=identicon&r=PG', 'display_name': 'James', 'link': 'https://stackoverflow.com/users/579228/james'}",False,487,2,0,1366465458,1332862815,,9892881,CC BY-SA 3.0,https://stackoverflow.com/questions/9892881/ctreeview-mfc-what-do-the-following-meantvif-handle-tvif-image-tvif-param-tvif,CTreeView MFC; what do the following mean?TVIF_HANDLE TVIF_IMAGE TVIF_PARAM TVIF_TEXT,,,,,,
1269,"['c++', 'qt', 'namespaces', 'qt4']","{'account_id': 432244, 'reputation': 4632, 'user_id': 816892, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/203cadc8467e3add61b5cdcdfd224cf4?s=256&d=identicon&r=PG', 'display_name': 'Topo', 'link': 'https://stackoverflow.com/users/816892/topo'}",True,2556,2,1,1366457090,1331427841,1331429510.0,9651558,CC BY-SA 3.0,https://stackoverflow.com/questions/9651558/trying-to-access-class-in-namespace-ui,Trying to access class in namespace Ui,9651717.0,,,,,
1270,"['c++', 'c', 'opencv']","{'account_id': 1160607, 'reputation': 732, 'user_id': 1140170, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://www.gravatar.com/avatar/a54c6b713fede470609d7361e4fca5d1?s=256&d=identicon&r=PG', 'display_name': 'ATG', 'link': 'https://stackoverflow.com/users/1140170/atg'}",True,10023,3,3,1366269444,1331623936,1361489384.0,9679953,CC BY-SA 3.0,https://stackoverflow.com/questions/9679953/how-to-access-the-elements-of-single-channel-iplimage-in-opencv,How to access the elements of single channel IplImage in Opencv,9694221.0,,,,,
1271,"['c++', 'c++11', 'variadic-templates', 'compile-time', 'typechecking']","{'account_id': 932526, 'reputation': 59146, 'user_id': 962089, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/b6SVs.jpg?s=256&g=1', 'display_name': 'chris', 'link': 'https://stackoverflow.com/users/962089/chris'}",True,5183,3,12,1365886367,1331243316,1365886367.0,9625526,CC BY-SA 3.0,https://stackoverflow.com/questions/9625526/check-at-compile-time-if-template-argument-is-void,Check at Compile-Time if Template Argument is void,9626284.0,,,,,
1272,"['php', 'c++', 'http']","{'account_id': 1362269, 'reputation': 379, 'user_id': 1299412, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/b15a3f0ebe30d8bfe9ce81936277c23c?s=256&d=identicon&r=PG', 'display_name': 'user1299412', 'link': 'https://stackoverflow.com/users/1299412/user1299412'}",True,2054,2,1,1365866870,1332974844,1333013183.0,9916782,CC BY-SA 3.0,https://stackoverflow.com/questions/9916782/simple-c-web-server-with-php-support,Simple C++ web server with php support,9917655.0,,,,,
1273,"['c++', 'build', 'build-automation', 'multiplatform']","{'account_id': 69303, 'reputation': 71232, 'user_id': 201725, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/616f7a1cbb20fe949d883393657c039a?s=256&d=identicon&r=PG', 'display_name': 'Jan Hudec', 'link': 'https://stackoverflow.com/users/201725/jan-hudec'}",True,1891,2,8,1365762828,1332945634,1495542180.0,9909846,CC BY-SA 3.0,https://stackoverflow.com/questions/9909846/build-tools-for-multiple-mobile-platforms,Build tools for multiple mobile platforms,10310992.0,,,,,
