,tags,owner,is_answered,view_count,closed_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,closed_reason,title,content_license,protected_date,migrated_from,community_owned_date,locked_date
1353,"['c++', 'python', 'linux', 'perforce', 'vms']","{'account_id': 899415, 'reputation': 325, 'user_id': 935927, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/fa60b4be1515e1d6f7efbc73ca822a6e?s=256&d=identicon&r=PG', 'display_name': 'dtustudy68', 'link': 'https://stackoverflow.com/users/935927/dtustudy68'}",True,283,,,2,1,1351908047,1346425725,,12218088,https://stackoverflow.com/questions/12218088/how-to-do-code-review-debug-coding-test-version-control-for-c-on-perforce-and,,How to do code-review/debug/coding/test/version-control for C++ on perforce and VMS,CC BY-SA 3.0,,,,
1354,"['c++', 'boost', 'boost-asio']","{'user_type': 'does_not_exist', 'display_name': 'user1690595'}",True,16156,,12542642.0,1,6,1351814899,1348305097,1351814899.0,12542460,https://stackoverflow.com/questions/12542460/boost-asio-host-not-found-authorative,,boost asio: &quot;host not found (authorative)&quot;,CC BY-SA 3.0,,,,
1355,"['c++', 'code-generation', 'llvm', 'llvm-ir']","{'account_id': 259071, 'reputation': 200645, 'user_id': 541686, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/f2d0d2c0f7a83e2f8797a5ae79a324b6?s=256&d=identicon&r=PG', 'display_name': 'user541686', 'link': 'https://stackoverflow.com/users/541686/user541686'}",False,332,,,1,1,1351779335,1347572530,,12415196,https://stackoverflow.com/questions/12415196/how-to-control-the-location-of-a-global-variable-in-llvm-ir,,How to control the location of a global variable in LLVM IR?,CC BY-SA 3.0,,,,
1356,"['iphone', 'c++', 'objective-c', 'xcode']","{'account_id': 336354, 'reputation': 2768, 'user_id': 663965, 'user_type': 'registered', 'accept_rate': 32, 'profile_image': 'https://www.gravatar.com/avatar/0592195586bbcd7bc4a11c9d626d643e?s=256&d=identicon&r=PG', 'display_name': 'Shanmugaraja G', 'link': 'https://stackoverflow.com/users/663965/shanmugaraja-g'}",True,1370,,12389144.0,1,1,1351736383,1347455808,1351736383.0,12389102,https://stackoverflow.com/questions/12389102/how-to-add-c-files-in-iphone-project,,How to add C++ files in iphone project,CC BY-SA 3.0,,,,
1357,"['c++', 'database', 'qt', 'user-interface']","{'account_id': 1608428, 'reputation': 167, 'user_id': 1488019, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/69c92dd6bd91dec33f01195fea4c64eb?s=256&d=identicon&r=PG', 'display_name': 'Souad', 'link': 'https://stackoverflow.com/users/1488019/souad'}",False,207,,,1,1,1351609302,1346832852,,12277176,https://stackoverflow.com/questions/12277176/selection-of-qtreewidgetitem,,Selection of QTreeWidgetItem,CC BY-SA 3.0,,,,
1358,"['c++', 'qt', 'key', 'keyboard-shortcuts', 'qdialog']","{'account_id': 292436, 'reputation': 2408, 'user_id': 595189, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/0c5da98f74dca1e9d3b9b61a725e05fc?s=256&d=identicon&r=PG', 'display_name': 'TeaOverflow', 'link': 'https://stackoverflow.com/users/595189/teaoverflow'}",True,937,,13141521.0,1,4,1351608437,1347377520,1347381337.0,12373221,https://stackoverflow.com/questions/12373221/qinputdialog-confirm-with-enter-key,,QInputDialog - confirm with enter-key,CC BY-SA 3.0,,,,
1359,"['c++', 'mfc', 'mingw32']","{'account_id': 1889553, 'reputation': 384, 'user_id': 1708011, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/2f5230a4085ff3d480b0461465a8ac29?s=256&d=identicon&r=PG', 'display_name': 'Snuff Movie', 'link': 'https://stackoverflow.com/users/1708011/snuff-movie'}",True,323,,12662437.0,2,0,1351575471,1349011924,1351575471.0,12661618,https://stackoverflow.com/questions/12661618/compiling-a-simple-mfc-project,,Compiling a simple MFC project,CC BY-SA 3.0,,,,
1360,"['c++', 'eclipse', 'shared-libraries', 'eclipse-cdt']","{'account_id': 135548, 'reputation': 6256, 'user_id': 338476, 'user_type': 'registered', 'accept_rate': 49, 'profile_image': 'https://www.gravatar.com/avatar/c28b92ae5611083c82d6cde165ab29c0?s=256&d=identicon&r=PG', 'display_name': 'tzippy', 'link': 'https://stackoverflow.com/users/338476/tzippy'}",True,3688,,,3,6,1351521183,1347870191,1347880022.0,12455508,https://stackoverflow.com/questions/12455508/eclipse-cdt-includes-header-file-correct-compiles-but-highlights-source-code,,"Eclipse cdt: Includes header file correct, compiles, but highlights source code: &quot;Unresolved inclusion&quot;",CC BY-SA 3.0,,,,
1361,"['c++', 'tokenize', 'strtok']","{'account_id': 1319579, 'reputation': 2921, 'user_id': 1265665, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/e21fd5a568efd7cc261c4286293b8314?s=256&d=identicon&r=PG', 'display_name': 'Daniel Del Core', 'link': 'https://stackoverflow.com/users/1265665/daniel-del-core'}",True,35252,1348809873.0,12627333.0,4,8,1351516255,1348768199,1495540011.0,12627262,https://stackoverflow.com/questions/12627262/c-tokenize-std-string,exact duplicate,c++ tokenize std string,,,,,
1362,"['c++', 'knapsack-problem']","{'account_id': 1262767, 'reputation': 949, 'user_id': 1220659, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/d865b339116862462c0effa57e028e77?s=256&d=identicon&r=PG', 'display_name': 'bibbsey', 'link': 'https://stackoverflow.com/users/1220659/bibbsey'}",False,518,,,1,0,1351494702,1348741591,1348742240.0,12619238,https://stackoverflow.com/questions/12619238/knapsack-how-to-identify-which-weights-are-used,,Knapsack - How to identify which weights are used?,CC BY-SA 3.0,,,,
1363,"['c++', 'copy-constructor']","{'account_id': 1664234, 'reputation': 1859, 'user_id': 1531979, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/24f40ac23e9e609c168d26b6ed6aad4b?s=256&d=identicon&r=PG', 'display_name': 'oopsi', 'link': 'https://stackoverflow.com/users/1531979/oopsi'}",True,1334,,12324211.0,3,2,1351362017,1347045894,1351362017.0,12324195,https://stackoverflow.com/questions/12324195/c-function-argument-passed-by-value,,C++ function argument passed by value,CC BY-SA 3.0,,,,
1364,"['c++', 'video', 'opencv', 'tracking', 'simulation']","{'account_id': 1211576, 'reputation': 2220, 'user_id': 1180004, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/a6c712d78b4cacef78144ee7674d0196?s=256&d=identicon&r=PG', 'display_name': 'Quentin Geissmann', 'link': 'https://stackoverflow.com/users/1180004/quentin-geissmann'}",True,794,,,1,14,1351279466,1346692831,1350726747.0,12251913,https://stackoverflow.com/questions/12251913/framework-for-benchmarking-my-tracking-algorithm,,Framework for benchmarking my tracking algorithm,CC BY-SA 3.0,,,,
1365,"['java', 'c++', 'c', 'arrays', 'sorting']","{'account_id': 375561, 'reputation': 163, 'user_id': 726480, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/57656346abfb69594d29328ea78f3159?s=256&d=identicon&r=PG', 'display_name': 'zetologos', 'link': 'https://stackoverflow.com/users/726480/zetologos'}",True,163,,,1,0,1351275572,1347994349,1351275572.0,12483188,https://stackoverflow.com/questions/12483188/how-do-i-sort-these-values-while-retaining-initial-index,,How do I sort these values while retaining initial index?,CC BY-SA 3.0,,,,
1366,"['c++', 'sap-iq']","{'account_id': 910554, 'reputation': 104, 'user_id': 944519, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7e7422fab118e3b089f6ed543bda153d?s=256&d=identicon&r=PG', 'display_name': 'Nyozeko', 'link': 'https://stackoverflow.com/users/944519/nyozeko'}",True,252,,13084144.0,1,1,1351243190,1347378186,1347443328.0,12373408,https://stackoverflow.com/questions/12373408/sybaseiq-issue-on-disconnecting-named-pipe-on-a-load-table,,SybaseIQ issue on Disconnecting named pipe (on a LOAD TABLE),CC BY-SA 3.0,,,,
1367,"['c++', 'c', 'computational-geometry', 'cgal', 'voronoi']","{'account_id': 1861045, 'reputation': 417, 'user_id': 1685627, 'user_type': 'registered', 'accept_rate': 55, 'profile_image': 'https://www.gravatar.com/avatar/374d377dab3e2f81ecb323bfbd720c4a?s=256&d=identicon&r=PG', 'display_name': 'aptypr', 'link': 'https://stackoverflow.com/users/1685627/aptypr'}",True,1191,1432606017.0,,2,2,1351238051,1348136312,1348139757.0,12510575,https://stackoverflow.com/questions/12510575/higher-order-voronoi-diagram,Not suitable for this site,Higher order voronoi diagram,,,,,
1368,"['c++', 'visual-studio-2010', 'visual-c++', 'dll', 'linker']","{'account_id': 1099845, 'reputation': 843, 'user_id': 1092524, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://www.gravatar.com/avatar/bb3ac3127b177cdc8fd512c744e74bd3?s=256&d=identicon&r=PG', 'display_name': 'giraffee', 'link': 'https://stackoverflow.com/users/1092524/giraffee'}",True,279,,13079132.0,1,0,1351210290,1348423285,1348436057.0,12554787,https://stackoverflow.com/questions/12554787/lnk2019-against-carray-add-getat-getsize-all-includes-are-present,,"LNK2019 Against CArray Add, GetAt, GetSize, all includes are present",CC BY-SA 3.0,,,,
1369,"['c++', 'autocomplete', 'cmake', 'sublimetext2', 'sublimetext']","{'account_id': 956643, 'reputation': 6416, 'user_id': 1062484, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://i.stack.imgur.com/S7r1l.jpg?s=256&g=1', 'display_name': 'Subhamoy S.', 'link': 'https://stackoverflow.com/users/1062484/subhamoy-s'}",True,11141,,13079020.0,1,11,1351209315,1346882716,,12290456,https://stackoverflow.com/questions/12290456/efficiently-using-sublimetext-with-sublimeclang-for-cmake-c-projects,,Efficiently Using SublimeText with SublimeClang for CMake/C++ Projects,CC BY-SA 3.0,,,,
1370,"['c++', 'xaml', 'windows-8', 'microsoft-metro']","{'account_id': 424079, 'reputation': 10023, 'user_id': 803882, 'user_type': 'registered', 'accept_rate': 42, 'profile_image': 'https://www.gravatar.com/avatar/ab9cb1bfb11884f79baaf04bac292977?s=256&d=identicon&r=PG', 'display_name': 'VaporwareWolf', 'link': 'https://stackoverflow.com/users/803882/vaporwarewolf'}",True,461,,,2,0,1351199528,1347403863,1347430352.0,12379004,https://stackoverflow.com/questions/12379004/how-to-make-http-post-get-in-a-c-metro-app,,How to make HTTP POST/GET in a c++ metro app?,CC BY-SA 3.0,,,,
1371,"['c++', 'stress-testing']","{'account_id': 364578, 'reputation': 2723, 'user_id': 709038, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/f454f53882065e18db5b42a8f7916765?s=256&d=identicon&r=PG', 'display_name': 'performanceuser', 'link': 'https://stackoverflow.com/users/709038/performanceuser'}",True,934,,13074242.0,3,1,1351187084,1347320159,,12360845,https://stackoverflow.com/questions/12360845/why-beginthread-return-error-enomem,,Why _beginthread return error ENOMEM,CC BY-SA 3.0,,,,
1372,"['c#', 'c++', 'windows', 'winapi']","{'account_id': 1836555, 'reputation': 21, 'user_id': 1666818, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bc12662636890e905a211721a4440171?s=256&d=identicon&r=PG', 'display_name': 'user1666818', 'link': 'https://stackoverflow.com/users/1666818/user1666818'}",True,637,,,1,2,1351154917,1347479558,1347486427.0,12395327,https://stackoverflow.com/questions/12395327/win32-openfiledialog-does-not-filter-docx-shortcuts,,Win32 OpenFileDialog Does Not Filter *.DOCX Shortcuts,CC BY-SA 3.0,,,,
1373,"['c++', 'serial-port', 'arduino']","{'account_id': 1829395, 'reputation': 41, 'user_id': 1661283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e0ebb2a2d687531e7e08a3365c85969?s=256&d=identicon&r=PG', 'display_name': 'user1661283', 'link': 'https://stackoverflow.com/users/1661283/user1661283'}",False,2824,,,1,3,1351118488,1347313265,1349466450.0,12359889,https://stackoverflow.com/questions/12359889/arduino-softwareserial-library-mod-to-allow-8-o-1-com,,Arduino SoftwareSerial library mod to allow 8-O-1 com,CC BY-SA 3.0,,,,
1374,"['c++', 'c', 'ubuntu-12.04', 'gloox']","{'account_id': 1778775, 'reputation': 781, 'user_id': 1622006, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/625744e50870607ab24dc6f2fde19fb4?s=256&d=identicon&r=PG', 'display_name': 'Nabijon', 'link': 'https://stackoverflow.com/users/1622006/nabijon'}",True,485,,,2,0,1351107678,1347082713,,12328326,https://stackoverflow.com/questions/12328326/cant-work-with-gloox-library-in-ubuntu-12-04-64-bit,,Can&#39;t work with gloox library in ubuntu 12.04 64-bit,CC BY-SA 3.0,,,,
1375,"['c++', 'boost-asio']","{'account_id': 242607, 'reputation': 433, 'user_id': 514230, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/b1cb7a4718976da5a00a3c8f68996a69?s=256&d=identicon&r=PG', 'display_name': 'thammi', 'link': 'https://stackoverflow.com/users/514230/thammi'}",True,2346,,12645217.0,4,2,1351098028,1348821867,1351098028.0,12636592,https://stackoverflow.com/questions/12636592/asynchronous-helper-library-for-c,,Asynchronous helper library for C++,CC BY-SA 3.0,,,,
1376,"['c++', 'qt', 'graph', 'qwt', 'linegraph']","{'account_id': 280898, 'reputation': 1523, 'user_id': 576872, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/hxvfD.jpg?s=256&g=1', 'display_name': 'Stals', 'link': 'https://stackoverflow.com/users/576872/stals'}",True,5397,,12236363.0,3,1,1351081507,1346498302,1349699657.0,12227268,https://stackoverflow.com/questions/12227268/how-to-draw-and-edit-line-graphs-in-qt,,How to draw and edit line graphs in Qt,CC BY-SA 3.0,,,,
1377,"['c++', 'aix', 'corba', 'idl', 'xlc']","{'account_id': 429903, 'reputation': 7646, 'user_id': 813040, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://i.stack.imgur.com/v7hWO.png?s=256&g=1', 'display_name': 'roymustang86', 'link': 'https://stackoverflow.com/users/813040/roymustang86'}",True,271,,13039119.0,1,1,1351025870,1348154428,1348154736.0,12515758,https://stackoverflow.com/questions/12515758/problems-after-upgrading-ibm-c-compiler-from-xlc-r-10-0-to-11-1,,Problems after upgrading IBM C++ compiler from xlc_R 10.0 to 11.1,CC BY-SA 3.0,,,,
1378,"['c++', 'eclipse-cdt']","{'account_id': 1847530, 'reputation': 29, 'user_id': 1674929, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/5bfc9ca99e19e4e8aa23d5c544257b82?s=256&d=identicon&r=PG', 'display_name': 'Sa mid', 'link': 'https://stackoverflow.com/users/1674929/sa-mid'}",True,276,,,1,0,1351021949,1347745704,1347874472.0,12442787,https://stackoverflow.com/questions/12442787/error-building-a-c-program-on-eclipse-indigo,,Error building a C++ program on Eclipse Indigo,CC BY-SA 3.0,,,,
1379,"['c++', 'box2d']","{'account_id': 1836388, 'reputation': 71, 'user_id': 1666687, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/5b525cc5afde1957d2f49fac9b22a4ef?s=256&d=identicon&r=PG', 'display_name': 'William Osborne', 'link': 'https://stackoverflow.com/users/1666687/william-osborne'}",True,421,,13037894.0,1,1,1351020990,1347478825,,12395141,https://stackoverflow.com/questions/12395141/finding-the-centre-of-a-fixture-in-box2d,,Finding the centre of a fixture in Box2D,CC BY-SA 3.0,,,,
1380,"['c++', 'debugging', 'solaris', 'aix', 'dbx']","{'account_id': 1882043, 'reputation': 59, 'user_id': 1702005, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/30413fdea8dd2db6bde0a0ca4f4b71db?s=256&d=identicon&r=PG', 'display_name': 'Prajjwal Devkota', 'link': 'https://stackoverflow.com/users/1702005/prajjwal-devkota'}",False,285,,,1,2,1350997410,1348714101,1348716345.0,12613376,https://stackoverflow.com/questions/12613376/dbx-aix-equivalents-of-the-solaris-version,,DBX: AIX equivalents of the Solaris version,CC BY-SA 3.0,,,,
1381,"['c++', 'parallel-processing']","{'account_id': 1638781, 'reputation': 3885, 'user_id': 1511627, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/9a8513dc1b879269f630838c24c0f4ec?s=256&d=identicon&r=PG', 'display_name': 'Yellow', 'link': 'https://stackoverflow.com/users/1511627/yellow'}",True,731,,,2,1,1350995213,1348680623,,12607216,https://stackoverflow.com/questions/12607216/marginal-performance-gain-using-concurrencyparallel-for,,Marginal performance gain using Concurrency::parallel_for(),CC BY-SA 3.0,,,,
1382,"['c++', 'winapi']","{'account_id': 305047, 'reputation': 21684, 'user_id': 614944, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://i.stack.imgur.com/GUMTm.jpg?s=256&g=1', 'display_name': 'daisy', 'link': 'https://stackoverflow.com/users/614944/daisy'}",True,1062,,12526369.0,2,2,1350972943,1348194327,1350972943.0,12523465,https://stackoverflow.com/questions/12523465/how-should-one-retrieve-the-word-under-cursor-of-current-active-window,,"How should one retrieve the word under cursor, of current active window?",CC BY-SA 3.0,,,,
1383,"['c++', 'opencv', 'colors', 'extract', 'gaussian']","{'account_id': 1714680, 'reputation': 3402, 'user_id': 1572032, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://www.gravatar.com/avatar/ea0597078448c718d9101a7030ed3f4a?s=256&d=identicon&r=PG&f=1', 'display_name': 'E_learner', 'link': 'https://stackoverflow.com/users/1572032/e-learner'}",True,17768,,13014985.0,1,7,1350920782,1348039752,1350399459.0,12490256,https://stackoverflow.com/questions/12490256/opencv-color-extraction-based-on-gaussian-mixture-model,,OpenCV: color extraction based on Gaussian mixture model,CC BY-SA 3.0,,,,
1384,"['c++', 'macros', 'warnings', 'visual-studio-2012', 'wdk']","{'account_id': 251382, 'reputation': 34065, 'user_id': 528724, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b428b7a4d372791efff952dafecd5782?s=256&d=identicon&r=PG', 'display_name': 'Mahesh', 'link': 'https://stackoverflow.com/users/528724/mahesh'}",True,9240,,,2,0,1350912314,1348157288,,12516584,https://stackoverflow.com/questions/12516584/macro-redefinition-warnings,,Macro redefinition warnings,CC BY-SA 3.0,,,,
1385,"['c++', 'parsing', 'boost', 'boost-spirit-qi']","{'account_id': 1379579, 'reputation': 545, 'user_id': 1312892, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/d6cdbf3617fa608afbbb2f70b95b41a2?s=256&d=identicon&r=PG', 'display_name': 'Wei Song', 'link': 'https://stackoverflow.com/users/1312892/wei-song'}",True,1210,,12285026.0,1,0,1350873399,1346859086,1350873399.0,12284910,https://stackoverflow.com/questions/12284910/use-boost-spirit-qi-to-parse-into-vector,,use Boost.Spirit.Qi to parse into vector,CC BY-SA 3.0,,,,
1386,"['c++', 'arrays', 'vector']","{'account_id': 1844134, 'reputation': 21, 'user_id': 1672883, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e60d10dc8c7277e960f32554465b555?s=256&d=identicon&r=PG', 'display_name': 'Rick Huenink', 'link': 'https://stackoverflow.com/users/1672883/rick-huenink'}",True,131,,,2,1,1350851193,1348546339,1350851193.0,12576100,https://stackoverflow.com/questions/12576100/program-to-initialize-a-vector-from-an-array-of-ints-cout-is-getting-error,,Program to initialize a vector from an array of ints. Cout is getting error?,CC BY-SA 3.0,,,,
1387,"['c++', 'twain', 'image-scanner']","{'account_id': 1026336, 'reputation': 1523, 'user_id': 1035567, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/915ad63132c5c9feb2d9cf60a0e8a53b?s=256&d=identicon&r=PG', 'display_name': 'Ekaterina Mishina', 'link': 'https://stackoverflow.com/users/1035567/ekaterina-mishina'}",True,6963,,,1,3,1350787681,1348153352,1350403751.0,12515451,https://stackoverflow.com/questions/12515451/twain-example-c,,"TWAIN example, C++",CC BY-SA 3.0,,,,
1388,"['c++', 'visual-studio', 'compiler-construction']","{'account_id': 1384069, 'reputation': 1310, 'user_id': 1316465, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/f211ce1ca0a29ab1007bc2a5fc73e175?s=256&d=identicon&r=PG', 'display_name': 'thed0ctor', 'link': 'https://stackoverflow.com/users/1316465/thed0ctor'}",True,2981,,,1,4,1350787453,1346852348,1350787453.0,12282805,https://stackoverflow.com/questions/12282805/what-compiler-does-visual-studio-2012-use-for-c-and-is-it-compatible-can-i-use,,what compiler does visual studio 2012 use for C++ and is it compatible/can I use it with codeblocks?,CC BY-SA 3.0,,,,
1389,"['c++', 'windows-runtime']","{'account_id': 9008, 'reputation': 6917, 'user_id': 16460, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/314c68904153558f77a68628bec810fe?s=256&d=identicon&r=PG', 'display_name': 'Andrew Garrison', 'link': 'https://stackoverflow.com/users/16460/andrew-garrison'}",True,3754,,12354780.0,3,4,1350787217,1347290608,1350787217.0,12354737,https://stackoverflow.com/questions/12354737/how-do-you-create-a-new-guid-in-c-in-winrt,,How do you create a new GUID in C++ in WinRT?,CC BY-SA 3.0,,,,
1390,"['c++', 'windows-runtime']","{'account_id': 9008, 'reputation': 6917, 'user_id': 16460, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/314c68904153558f77a68628bec810fe?s=256&d=identicon&r=PG', 'display_name': 'Andrew Garrison', 'link': 'https://stackoverflow.com/users/16460/andrew-garrison'}",True,1671,,12357700.0,1,0,1350787194,1347293111,1350787194.0,12355417,https://stackoverflow.com/questions/12355417/how-do-i-perform-a-sha512-hash-in-c-winrt,,How do I perform a SHA512 hash in C++ WinRT?,CC BY-SA 3.0,,,,
1391,"['c++', 'stl']","{'account_id': 166760, 'reputation': 33906, 'user_id': 391104, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/ec5ada4e8208a8fa410847ae421bf229?s=256&d=identicon&r=PG', 'display_name': 'q0987', 'link': 'https://stackoverflow.com/users/391104/q0987'}",True,67,,,1,0,1350732188,1348593714,1348901651.0,12587995,https://stackoverflow.com/questions/12587995/issues-with-the-usage-of-associative-containers-with-a-customized-comparison-typ,,Issues with the usage of associative containers with a customized comparison type,CC BY-SA 3.0,,,,
1392,"['c++', 'image-processing', 'cuda', 'nvidia']","{'account_id': 130290, 'reputation': 8241, 'user_id': 1133286, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/e56d25a40f2c0e4e6696b9738877fce8?s=256&d=identicon&r=PG', 'display_name': 'solvingPuzzles', 'link': 'https://stackoverflow.com/users/1133286/solvingpuzzles'}",True,1106,,12985407.0,3,3,1350709145,1348806756,1349443925.0,12633614,https://stackoverflow.com/questions/12633614/setting-pixel-values-in-nvidia-npp-imagecpu-objects,,Setting pixel values in Nvidia NPP ImageCPU objects?,CC BY-SA 3.0,,,,
1393,"['c++', 'sqlite', 'windows-8', 'arm']","{'user_type': 'does_not_exist', 'display_name': 'user1237395'}",True,458,,12945728.0,1,1,1350522762,1348465883,1348537946.0,12559528,https://stackoverflow.com/questions/12559528/crash-in-sqlite3-on-windows-rt-arm-platform,,Crash in SQLite3 on Windows RT ARM platform,CC BY-SA 3.0,,,,
1394,"['c++', 'templates', 'visual-c++', 'c++03']","{'account_id': 1749942, 'reputation': 8669, 'user_id': 1599260, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/05a92ec76b4f33674a0eca13ca56c3bd?s=256&d=identicon&r=PG', 'display_name': 'Rost', 'link': 'https://stackoverflow.com/users/1599260/rost'}",True,2042,,12922717.0,4,3,1350467621,1348776169,,12629191,https://stackoverflow.com/questions/12629191/compile-time-error-for-non-instantiated-template-members-instead-of-link-time-er,,Compile-time error for non-instantiated template members instead of link-time error,CC BY-SA 3.0,,,,
1395,"['c++', 'object', 'memory', 'pointers', 'shared']","{'account_id': 1150912, 'reputation': 243, 'user_id': 1132655, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/73852bfec1cc083bf30a657479e97e9e?s=256&d=identicon&r=PG', 'display_name': 'user1132655', 'link': 'https://stackoverflow.com/users/1132655/user1132655'}",False,173,,,1,0,1350465013,1348677254,,12606374,https://stackoverflow.com/questions/12606374/how-to-point-shm-object-to-an-other-shm-object,,how to point shm object to an other shm object,CC BY-SA 3.0,,,,
1396,"['c++', 'qt']","{'account_id': 150776, 'reputation': 1059, 'user_id': 364197, 'user_type': 'registered', 'accept_rate': 98, 'profile_image': 'https://www.gravatar.com/avatar/9612a7cc1efc946a96b53154af69b47f?s=256&d=identicon&r=PG', 'display_name': 'DarwinIcesurfer', 'link': 'https://stackoverflow.com/users/364197/darwinicesurfer'}",True,977,,12929282.0,1,2,1350460017,1347417768,1347501481.0,12380556,https://stackoverflow.com/questions/12380556/qt-widget-painting-from-slideshow-demo,,Qt Widget Painting from slideshow demo,CC BY-SA 3.0,,,,
1397,"['c#', 'c++', 'com', 'safearray']","{'account_id': 82454, 'reputation': 4630, 'user_id': 231826, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://www.gravatar.com/avatar/4eedf2a257ec3d80eb6b14ede73473b6?s=256&d=identicon&r=PG', 'display_name': 'TrustyCoder', 'link': 'https://stackoverflow.com/users/231826/trustycoder'}",True,4986,,12537413.0,2,0,1350425340,1348253756,,12536566,https://stackoverflow.com/questions/12536566/marshaling-a-safearray-of-managed-structures-by-com-interop,,Marshaling a SAFEARRAY of Managed Structures by COM Interop,CC BY-SA 3.0,,,,
1398,"['c++', 'unicode', 'icu']","{'account_id': 1847972, 'reputation': 213, 'user_id': 1675224, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/15fb00dce5f4dcbf915ded7cc9235fec?s=256&d=identicon&r=PG', 'display_name': 'user1675224', 'link': 'https://stackoverflow.com/users/1675224/user1675224'}",True,109,,,1,0,1350408834,1348748898,,12621403,https://stackoverflow.com/questions/12621403/utext-openutf8-return-error-for-string-mod-12k,,utext_openUTF8 return error for string &quot;mod-12k&quot;;,CC BY-SA 3.0,,,,
1399,"['c++', 'qt', 'events', 'text-editor', 'paint']","{'account_id': 1809483, 'reputation': 13, 'user_id': 1645847, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fc9c98b5ceafb2774d39c60a047d71d0?s=256&d=identicon&r=PG', 'display_name': 'Pista', 'link': 'https://stackoverflow.com/users/1645847/pista'}",False,92,,,1,1,1350403863,1347118028,,12332009,https://stackoverflow.com/questions/12332009/restore-textcursor-after-paintevent,,Restore TextCursor after paintEvent,CC BY-SA 3.0,,,,
1400,"['c++', 'pointers']","{'account_id': 1729114, 'reputation': 123, 'user_id': 1583115, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/63486e9d8e910b660207d2884077eece?s=256&d=identicon&r=PG', 'display_name': 'user1583115', 'link': 'https://stackoverflow.com/users/1583115/user1583115'}",True,1723,,,4,-2,1350393942,1346439667,1346439943.0,12221170,https://stackoverflow.com/questions/12221170/pointers-to-pointers-c,,Pointers to Pointers (C++),CC BY-SA 3.0,,,,
