,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
1403,"['c++', 'oop', 'data-structures']","{'account_id': 16746243, 'reputation': 1, 'user_id': 12104395, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10220299671941236/picture?type=large', 'display_name': 'Aldo', 'link': 'https://stackoverflow.com/users/12104395/aldo'}",False,44,0,0,1569197967,1569197733,1569197967.0,58054335,CC BY-SA 4.0,https://stackoverflow.com/questions/58054335/how-to-print-show-an-entire-list-of-objects,How to print/show an entire list of objects?,,,,,
1404,"['c++', 'opengl']","{'user_type': 'does_not_exist', 'display_name': 'user11824328'}",True,62,1,2,1569197347,1569187386,,58053495,CC BY-SA 4.0,https://stackoverflow.com/questions/58053495/errors-during-creation-of-opengl-objects,Errors during creation of OpenGL objects,58054295.0,,,,
1405,"['c++', 'visual-studio', 'input', 'cin']","{'account_id': 16344964, 'reputation': 17, 'user_id': 11804970, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6ccaa3ff3efbb62b8bf8623a74d4a210?s=256&d=identicon&r=PG&f=1', 'display_name': 'YoYoYo', 'link': 'https://stackoverflow.com/users/11804970/yoyoyo'}",False,251,1,0,1569196204,1569179867,,58052644,CC BY-SA 4.0,https://stackoverflow.com/questions/58052644/is-there-a-way-to-use-getline-with-an-external-text-file-then-get-control-back,Is there a way to use getline() with an external text file then get control back for cin to take input from console?,,,,,
1406,"['c++', 'c', 'loops', 'for-loop', 'decrement']","{'account_id': 12115900, 'reputation': 1, 'user_id': 8850120, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b5802447afc547b7c2e2d24747f84944?s=256&d=identicon&r=PG', 'display_name': 'user8850120', 'link': 'https://stackoverflow.com/users/8850120/user8850120'}",True,95,2,-1,1569195867,1569146519,1569174502.0,58048089,CC BY-SA 4.0,https://stackoverflow.com/questions/58048089/how-does-the-p-work-in-forp-l-eleml-length-1p-q-p,How does the &#39;--p&#39; work in for(p=&amp;(*L).elem[(*L).length-1];p&gt;=q;--p)?,,,,,
1407,"['c++', 'hex', 'octal']","{'account_id': 16745393, 'reputation': 53, 'user_id': 12103836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c263ed20e39787d6a746d614cc15995?s=256&d=identicon&r=PG&f=1', 'display_name': 'EndlessTilt', 'link': 'https://stackoverflow.com/users/12103836/endlesstilt'}",True,162,1,5,1569195215,1569195029,,58054105,CC BY-SA 4.0,https://stackoverflow.com/questions/58054105/how-do-i-make-the-system-print-0x-before-the-hex-number-0-before-the-octal-num,How do I make the system print 0x before the hex number &amp; 0 before the octal number?,58054114.0,,,,
1408,"['c++', 'arrays', 'search']","{'account_id': 16015550, 'reputation': 102, 'user_id': 11558385, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/46bb5b8d8d2b06d5385b3b6f7538b0b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Josh W.', 'link': 'https://stackoverflow.com/users/11558385/josh-w'}",True,55,1,0,1569194749,1569188647,1569190834.0,58053628,CC BY-SA 4.0,https://stackoverflow.com/questions/58053628/how-to-create-a-function-which-finds-a-match-of-a-word-in-a-text-including-with,How to create a function which finds a match of a word in a text including with skippings,58053989.0,,,,
1409,"['c++', 'methods']","{'account_id': 14780621, 'reputation': 137, 'user_id': 11540746, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4338a27fafbb6dfdaac5323b9e351a96?s=256&d=identicon&r=PG&f=1', 'display_name': 'S moran', 'link': 'https://stackoverflow.com/users/11540746/s-moran'}",False,52,0,0,1569194262,1569155865,1569194262.0,58049293,CC BY-SA 4.0,https://stackoverflow.com/questions/58049293/references-pointers-and-methods-trying-to-learn-good-c-practice,References/pointers and methods... trying to learn good c++ practice,,,,,
1410,"['c++', 'linker-errors']","{'account_id': 14731765, 'reputation': 5, 'user_id': 10638813, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-IYnEhoVf7gA/AAAAAAAAAAI/AAAAAAAAAig/DXAuPcLqesw/photo.jpg?sz=256', 'display_name': 'Jaydon Vanloo', 'link': 'https://stackoverflow.com/users/10638813/jaydon-vanloo'}",True,856,1,-3,1569192618,1569191301,1569192618.0,58053846,,https://stackoverflow.com/questions/58053846/how-to-fix-was-not-declared-in-scope,How to fix was not declared in scope,,1569219436.0,Not suitable for this site,,
1411,"['c++', 'unix', 'network-programming']","{'account_id': 14410852, 'reputation': 116, 'user_id': 10409703, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ff11032a8bc3ae2c678a7fa53ed71a1d?s=256&d=identicon&r=PG&f=1', 'display_name': 'joshbusiness', 'link': 'https://stackoverflow.com/users/10409703/joshbusiness'}",False,632,1,0,1569192149,1569180673,1569187259.0,58052740,CC BY-SA 4.0,https://stackoverflow.com/questions/58052740/how-can-i-print-the-value-of-a-port-number,How can I print the value of a Port Number?,,,,,
1412,"['c++', 'getline', 'stringstream']","{'account_id': 16745393, 'reputation': 53, 'user_id': 12103836, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c263ed20e39787d6a746d614cc15995?s=256&d=identicon&r=PG&f=1', 'display_name': 'EndlessTilt', 'link': 'https://stackoverflow.com/users/12103836/endlesstilt'}",True,202,1,-1,1569191859,1569180028,1569191840.0,58052664,CC BY-SA 4.0,https://stackoverflow.com/questions/58052664/why-is-stringstream-only-reading-the-first-digit-in-my-integer-how-do-i-make-it,Why is stringstream only reading the first digit in my integer? How do I make it so it only moves on at a blank space?,58052732.0,,,,
1413,"['c++', 'makefile', 'std', 'shared']","{'account_id': 16745676, 'reputation': 3, 'user_id': 12104017, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/79af81666b805ac737376bfd1836552f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Goxman', 'link': 'https://stackoverflow.com/users/12104017/goxman'}",True,1140,2,0,1569191364,1569186153,1569191364.0,58053377,CC BY-SA 4.0,https://stackoverflow.com/questions/58053377/stdmake-shared-not-working-but-creating-the-pointer-using-new-works-fine,"std::make_shared not working, but creating the pointer using &quot;new&quot; works fine",58053598.0,,,,
1414,"['c++', 'wrapper']","{'account_id': 9955630, 'reputation': 443, 'user_id': 7366657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95e8a23de75cd25dd19ad30635827b05?s=256&d=identicon&r=PG&f=1', 'display_name': 'A 786', 'link': 'https://stackoverflow.com/users/7366657/a-786'}",False,485,1,1,1569188764,1569187571,1569187947.0,58053518,CC BY-SA 4.0,https://stackoverflow.com/questions/58053518/c-wrapper-for-threadx-rtos,C++ Wrapper for threadx RTOS?,,,,,
1415,"['c++', 'go', 'swig', 'libraries']","{'account_id': 14354911, 'reputation': 553, 'user_id': 10369131, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/834863476885527/picture?type=large', 'display_name': 'Anton', 'link': 'https://stackoverflow.com/users/10369131/anton'}",True,3096,1,2,1569187904,1569156928,1569187904.0,58049430,CC BY-SA 4.0,https://stackoverflow.com/questions/58049430/how-to-use-c-shared-library-in-go-code-with-the-help-of-swig,How to use C++ shared library in Go code with the help of SWIG?,58051755.0,,,,
1416,"['c++', 'variables', 'constants', 'declaration']","{'account_id': 15514573, 'reputation': 31, 'user_id': 11192494, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/565159357298906/picture?type=large', 'display_name': 'dlp_coasters', 'link': 'https://stackoverflow.com/users/11192494/dlp-coasters'}",True,45,1,0,1569187706,1569179079,,58052559,CC BY-SA 4.0,https://stackoverflow.com/questions/58052559/should-i-declare-a-multiplier-number-as-a-constant-or-use-it-directly-as-written,Should I declare a multiplier number as a constant or use it directly as written without declaring?,,,,,
1417,"['c++', 'algorithm', 'depth-first-search']","{'account_id': 16745094, 'reputation': 1, 'user_id': 12103631, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBYbJpm1QCzLzjdxr_N4VdsVFt7OpHNlnufaEONww=k-s256', 'display_name': 'frustbuzzly', 'link': 'https://stackoverflow.com/users/12103631/frustbuzzly'}",False,31,1,-1,1569185193,1569176155,,58052130,CC BY-SA 4.0,https://stackoverflow.com/questions/58052130/cant-find-the-error-in-depth-first-search-code-that-runs-forever,can&#39;t find the error in Depth First Search code that runs forever,,,,,
1418,['c++'],"{'account_id': 4652196, 'reputation': 5857, 'user_id': 4049658, 'user_type': 'registered', 'accept_rate': 61, 'profile_image': 'https://www.gravatar.com/avatar/cc923cb7c9b2d8add8f2f373a8ffe0f5?s=256&d=identicon&r=PG&f=1', 'display_name': 'user81993', 'link': 'https://stackoverflow.com/users/4049658/user81993'}",True,851,3,4,1569184598,1569180285,,58052698,CC BY-SA 4.0,https://stackoverflow.com/questions/58052698/is-it-possible-to-peek-at-the-next-element-in-a-range-for-loop,Is it possible to peek at the next element in a range-for loop?,58052734.0,,,,
1419,"['c++', 'qt', 'qt-designer']","{'account_id': 9748780, 'reputation': 43, 'user_id': 7227785, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fbf46a837d616f4f9aa53e345a15df2c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Pat cm pro', 'link': 'https://stackoverflow.com/users/7227785/pat-cm-pro'}",True,337,1,0,1569184527,1568502834,,57939943,CC BY-SA 4.0,https://stackoverflow.com/questions/57939943/how-qcombobox-change-text-of-a-line-edit,How Qcombobox change text of a line edit,58037241.0,,,,
1420,"['c++', 'c++11']","{'account_id': 16122530, 'reputation': 377, 'user_id': 11638153, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1e00e3ad6c21fc0896e84b89a3d10a1?s=256&d=identicon&r=PG&f=1', 'display_name': 'ewr3243', 'link': 'https://stackoverflow.com/users/11638153/ewr3243'}",True,270,1,0,1569184252,1569184078,,58053134,CC BY-SA 4.0,https://stackoverflow.com/questions/58053134/assigning-vector-as-value-to-key-in-stdunordered-map,Assigning vector as value to key in std::unordered_map,58053155.0,,,,
1421,"['c++', 'box2d']","{'account_id': 3131828, 'reputation': 4093, 'user_id': 2649384, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/07fcf64005a81f4b34618c50a15f2b20?s=256&d=identicon&r=PG', 'display_name': 'Izzo', 'link': 'https://stackoverflow.com/users/2649384/izzo'}",True,238,2,-1,1569182433,1569180347,,58052707,CC BY-SA 4.0,https://stackoverflow.com/questions/58052707/whats-the-easiest-way-to-calculate-the-position-of-a-square-fixture-in-box2d,What&#39;s the easiest way to calculate the position of a square fixture in Box2D?,58052955.0,,,,
1422,"['c++', 'arrays']","{'account_id': 16531494, 'reputation': 65, 'user_id': 11944570, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/TogwW.jpg?s=256&g=1', 'display_name': 'inout', 'link': 'https://stackoverflow.com/users/11944570/inout'}",True,208,1,3,1569181718,1569176993,1569177941.0,58052273,CC BY-SA 4.0,https://stackoverflow.com/questions/58052273/what-c-compiler-option-do-i-use-to-trigger-array-out-of-bounds-error,What C++ compiler option do i use to trigger array out of bounds error?,,,,,
1423,"['c++', 'unreal-engine4']","{'account_id': 16745125, 'reputation': 1, 'user_id': 12103654, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e1e7f907c4c6946fe708e2a30eeef8d8?s=256&d=identicon&r=PG&f=1', 'display_name': 'SC0TTii', 'link': 'https://stackoverflow.com/users/12103654/sc0ttii'}",False,463,0,0,1569176688,1569176688,,58052217,CC BY-SA 4.0,https://stackoverflow.com/questions/58052217/unreal-engine-pointers-issue-not-understanding,Unreal Engine Pointers Issue (Not Understanding),,,,,
1424,"['c++', 'arrays', 'stack']","{'account_id': 16734421, 'reputation': 163, 'user_id': 12095936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40e654e7789184ab742703dd0e90e943?s=256&d=identicon&r=PG&f=1', 'display_name': 'asymmetriq', 'link': 'https://stackoverflow.com/users/12095936/asymmetriq'}",True,23,1,0,1569176339,1569174123,1569175860.0,58051830,CC BY-SA 4.0,https://stackoverflow.com/questions/58051830/last-commands-output-is-doubled-trying-to-print-stack-elements,Last command&#39;s output is doubled (trying to print stack elements),58052164.0,,,,
1425,"['c++', 'stack']","{'account_id': 16734421, 'reputation': 163, 'user_id': 12095936, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40e654e7789184ab742703dd0e90e943?s=256&d=identicon&r=PG&f=1', 'display_name': 'asymmetriq', 'link': 'https://stackoverflow.com/users/12095936/asymmetriq'}",True,154,2,0,1569174222,1569152671,1569154433.0,58048891,CC BY-SA 4.0,https://stackoverflow.com/questions/58048891/stack-implementation-using-array-ways-to-improve-code,Stack implementation using Array (ways to improve code),58049317.0,,,,
1426,"['c++', 'queue']","{'account_id': 16614471, 'reputation': 128, 'user_id': 12008009, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0dc8f9655a12b495db199a162575888?s=256&d=identicon&r=PG', 'display_name': 'srbemr', 'link': 'https://stackoverflow.com/users/12008009/srbemr'}",True,1567,2,1,1569172947,1569168324,,58051000,CC BY-SA 4.0,https://stackoverflow.com/questions/58051000/how-to-store-multiple-queue-in-array,How to store multiple queue in array?,58051162.0,,,,
1427,"['c++', 'arrays', 'g++']","{'user_type': 'does_not_exist', 'display_name': 'user11982735'}",True,324,1,-1,1569172456,1569169827,,58051232,CC BY-SA 4.0,https://stackoverflow.com/questions/58051232/what-does-the-error-invalid-types-for-array-subscript-mean,What does the error &quot;invalid types ... for array subscript&quot; mean?,58051399.0,,,,
1428,"['c++', 'c++11']","{'account_id': 14533457, 'reputation': 342, 'user_id': 12102870, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-OumuTJxmnlU/AAAAAAAAAAI/AAAAAAAAAAA/AAN31DUZiYq3v1OFq523J2OpwUHrFRIGJw/mo/photo.jpg?sz=256', 'display_name': 'Samuel', 'link': 'https://stackoverflow.com/users/12102870/samuel'}",True,285,2,5,1569171770,1569161882,1569171770.0,58050067,CC BY-SA 4.0,https://stackoverflow.com/questions/58050067/how-to-bind-parameters-recursively-to-a-function,How to bind parameters recursively to a function?,58050312.0,,,,
1429,['c++'],"{'account_id': 8436158, 'reputation': 530, 'user_id': 6395007, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/1023008521099676/picture?type=large', 'display_name': 'Ionut Alexandru', 'link': 'https://stackoverflow.com/users/6395007/ionut-alexandru'}",True,347,2,1,1569171770,1569163174,1569171770.0,58050245,CC BY-SA 4.0,https://stackoverflow.com/questions/58050245/binary-reversed-to-decimal-number,Binary reversed to decimal number,58050625.0,,,,
1430,"['c++', 'windows', 'winapi', 'libav']","{'account_id': 1561298, 'reputation': 12428, 'user_id': 1451110, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/8db1beb1451956240960e2254d4a3f64?s=256&d=identicon&r=PG', 'display_name': 'CodeAngry', 'link': 'https://stackoverflow.com/users/1451110/codeangry'}",False,53,0,0,1569171362,1569171362,,58051439,CC BY-SA 4.0,https://stackoverflow.com/questions/58051439/what-is-the-path-from-bitmapwaves-to-rtsp-twitch-via-c-c-in-windows,What is the path from BITMAP[+WAVE(s)] to RTSP (Twitch) via C/C++ in Windows?,,,,,
1431,"['c++', 'divide-and-conquer']","{'account_id': 14786762, 'reputation': 114, 'user_id': 10678742, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-RPjzdVcmkU8/AAAAAAAAAAI/AAAAAAAAACM/k6DtHcy3Y_I/photo.jpg?sz=256', 'display_name': 'Kan', 'link': 'https://stackoverflow.com/users/10678742/kan'}",False,353,0,0,1569171288,1569171288,,58051430,CC BY-SA 4.0,https://stackoverflow.com/questions/58051430/maximum-subarray-sum-and-those-index-divide-and-conquer,Maximum Subarray sum and those index-Divide and Conquer,,,,,
1432,"['c++', 'arrays', 'sorting', 'visual-c++']","{'account_id': 16744437, 'reputation': 3, 'user_id': 12103171, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e0ab6f8d23368a558d2aef272c211bfa?s=256&d=identicon&r=PG&f=1', 'display_name': 'NukeMaster', 'link': 'https://stackoverflow.com/users/12103171/nukemaster'}",True,193,2,0,1569170490,1569168159,1569170010.0,58050978,CC BY-SA 4.0,https://stackoverflow.com/questions/58050978/how-to-sort-multiple-arrays-based-on-one-and-print-them-out,How to sort multiple arrays based on one and print them out,58051327.0,,,,
1433,"['c++', 'vector', 'iterator', 'erase']","{'account_id': 12439717, 'reputation': 383, 'user_id': 9058538, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b72bd2f96ff5a91d9f871935a899e04c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ovidiu Firescu', 'link': 'https://stackoverflow.com/users/9058538/ovidiu-firescu'}",True,150,3,0,1569169648,1569090657,,58043034,CC BY-SA 4.0,https://stackoverflow.com/questions/58043034/erase-function-of-the-stdvector,Erase function of the std::vector,58044109.0,,,,
1434,"['c++', 'templates', 'inheritance', 'gcc', 'constants']","{'account_id': 15601398, 'reputation': 2151, 'user_id': 11255447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8df72cdbb62b1cf94eff00f4ae6c99e3?s=256&d=identicon&r=PG', 'display_name': 'aparpara', 'link': 'https://stackoverflow.com/users/11255447/aparpara'}",False,40,0,0,1569169587,1569167728,1569169587.0,58050923,CC BY-SA 4.0,https://stackoverflow.com/questions/58050923/why-gcc-started-checking-non-instantiated-methods-of-template-classes-in-v-7-1,Why gcc started checking non-instantiated methods of template classes in v. 7.1?,,,,,
1435,"['c++', 'amazon-web-services', 'cmake', 'aws-cloud9']","{'account_id': 5583864, 'reputation': 611, 'user_id': 4424930, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://lh6.googleusercontent.com/-IgniAzAzzNA/AAAAAAAAAAI/AAAAAAAAABc/-svftlC8sVg/photo.jpg?sz=256', 'display_name': 'Maximilian', 'link': 'https://stackoverflow.com/users/4424930/maximilian'}",True,801,1,1,1569169498,1569153995,1569169346.0,58049050,CC BY-SA 4.0,https://stackoverflow.com/questions/58049050/problems-installing-aws-c-sdk-on-cloud9,Problems installing AWS C++ SDK on Cloud9,58051184.0,,,,
1436,"['c++', 'c++17', 'variadic-templates', 'template-meta-programming']","{'account_id': 131639, 'reputation': 19890, 'user_id': 331785, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/5348f77500c08a662088203ef1b4be27?s=256&d=identicon&r=PG', 'display_name': 'Baruch', 'link': 'https://stackoverflow.com/users/331785/baruch'}",True,221,1,3,1569169401,1569158736,1569160853.0,58049650,CC BY-SA 4.0,https://stackoverflow.com/questions/58049650/slice-integer-parameter-pack,Slice integer parameter pack,58049795.0,,,,
1437,"['c++', 'loops', 'for-loop']","{'account_id': 16742637, 'reputation': 3, 'user_id': 12101850, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AAuE7mBnhoCbl0MHUrF8L2X4xWYPBdirn1GtDMGGdRc=k-s256', 'display_name': 'Te Matau O Te Rangi Allen', 'link': 'https://stackoverflow.com/users/12101850/te-matau-o-te-rangi-allen'}",True,96,1,-4,1569168174,1569137250,1569137690.0,58047008,CC BY-SA 4.0,https://stackoverflow.com/questions/58047008/for-loop-isnt-running-c,For loop isn&#39;t running C++,58047396.0,,,,
1438,['c++'],"{'account_id': 14911345, 'reputation': 17, 'user_id': 10766746, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/df58c105f01c1a51cd022e017634c650?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mr.Weson', 'link': 'https://stackoverflow.com/users/10766746/mr-weson'}",True,70,1,-5,1569166909,1568801844,1569166909.0,57990421,CC BY-SA 4.0,https://stackoverflow.com/questions/57990421/c-primer-plus-list10-9-the-top-pointer-problem,C++ primer plus list:10.9 The “top” pointer problem,57990497.0,,,,
1439,"['c++', 'parallel-processing', 'openmp']","{'account_id': 9413554, 'reputation': 1, 'user_id': 7001897, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-iBGnHQdwwvk/AAAAAAAAAAI/AAAAAAAAAWA/UKhhmICZajY/photo.jpg?sz=256', 'display_name': 'Matteo Sacco', 'link': 'https://stackoverflow.com/users/7001897/matteo-sacco'}",False,134,1,-1,1569164355,1569081472,1569164082.0,58041869,CC BY-SA 4.0,https://stackoverflow.com/questions/58041869/how-to-parellalize-histogram-addition,How to parellalize histogram addition?,,,,,
1440,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user12098083'}",True,49,1,1,1569163493,1569129776,,58046285,CC BY-SA 4.0,https://stackoverflow.com/questions/58046285/spliting-string-input-and-find-if-characters-are-valid,spliting string input and find if characters are valid,,,,,
1441,"['c++', 'arrays', 'element']","{'account_id': 10623864, 'reputation': 25, 'user_id': 7824081, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f24a6bf3de073b608770c3e5f9d0c7f8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cloppy', 'link': 'https://stackoverflow.com/users/7824081/cloppy'}",True,78,1,0,1569163057,1569158571,1569163057.0,58049628,CC BY-SA 4.0,https://stackoverflow.com/questions/58049628/array-initialised-with-all-elements-as-zero-is-spitting-out-random-numbers,Array initialised with all elements as zero is spitting out random numbers,58049855.0,,,,
1442,"['c++', 'constructor', 'constants', 'variadic']","{'account_id': 12666250, 'reputation': 539, 'user_id': 9205446, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-k0eBEZh5FSE/AAAAAAAAAAI/AAAAAAAAAB4/PnaLocfTGfM/photo.jpg?sz=256', 'display_name': 'Emil Kabirov', 'link': 'https://stackoverflow.com/users/9205446/emil-kabirov'}",True,118,2,2,1569161070,1569155585,1569155720.0,58049248,CC BY-SA 4.0,https://stackoverflow.com/questions/58049248/initialize-const-array-in-a-variadic-constructor,Initialize const array in a variadic constructor,58049953.0,,,,
1443,"['c++', 'templates', 'c++14', 'sfinae', 'enable-if']","{'account_id': 13658422, 'reputation': 148, 'user_id': 9854242, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2da5b67d40caf13c9f35fb72d851a6ef?s=256&d=identicon&r=PG&f=1', 'display_name': 'flamingo', 'link': 'https://stackoverflow.com/users/9854242/flamingo'}",True,300,1,1,1569158959,1569152730,1569158959.0,58048902,CC BY-SA 4.0,https://stackoverflow.com/questions/58048902/function-overloading-with-templates-applying-enable-if-only-when-alternative-f,Function overloading with templates - applying enable_if only when alternative function exists,58049108.0,,,,
1444,"['c++', 'c', 'sqlite', 'embedded-linux', 'static-linking']","{'account_id': 10748769, 'reputation': 33, 'user_id': 12102100, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/299335943812961/picture?type=large', 'display_name': 'Mohammed Fawaz', 'link': 'https://stackoverflow.com/users/12102100/mohammed-fawaz'}",True,682,1,0,1569156725,1569154875,1569155128.0,58049159,,https://stackoverflow.com/questions/58049159/how-to-link-a-sqlite-c-file-the-amalgamation-with-cpp-application,How to link a SQLite c file (the Amalgamation) with cpp application?,58049196.0,1569156450.0,Duplicate,,
1445,"['c++', 'dllimport', 'dllexport']","{'account_id': 15439325, 'reputation': 1686, 'user_id': 12091999, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Ig8DH.jpg?s=256&g=1', 'display_name': 'metablaster', 'link': 'https://stackoverflow.com/users/12091999/metablaster'}",True,1377,1,1,1569155806,1569153960,1569155720.0,58049045,CC BY-SA 4.0,https://stackoverflow.com/questions/58049045/dllexport-functions-not-exported,dllexport functions not exported,58049281.0,,,,
1446,"['c++', 'qt', 'stl']","{'account_id': 16735042, 'reputation': 21, 'user_id': 12096412, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/59530c399403e64d71d5a13ddf11c64c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Sergey', 'link': 'https://stackoverflow.com/users/12096412/sergey'}",False,209,0,2,1569155325,1568995829,1569155325.0,58031895,CC BY-SA 4.0,https://stackoverflow.com/questions/58031895/using-stdarray-as-a-key-for-qhash,Using std::array as a key for QHash,,,,,
1447,"['c++', 'unicode', 'utf-8']","{'account_id': 12797276, 'reputation': 17547, 'user_id': 9259778, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/R157q.jpg?s=256&g=1', 'display_name': 'Nurbol Alpysbayev', 'link': 'https://stackoverflow.com/users/9259778/nurbol-alpysbayev'}",True,614,1,0,1569154837,1569132809,1569152322.0,58046533,CC BY-SA 4.0,https://stackoverflow.com/questions/58046533/how-to-correctly-skip-unicode-utf-8-characters,How to correctly skip unicode (UTF-8) characters?,58047867.0,,,,
1448,"['c++', '3d', 'collision']","{'account_id': 15929303, 'reputation': 21, 'user_id': 11494122, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-iHLXFQnLdxE/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3reuPwzAuNDpqFA6Zec7doM-DHGMvA/mo/photo.jpg?sz=256', 'display_name': 'ENx2', 'link': 'https://stackoverflow.com/users/11494122/enx2'}",False,23,0,0,1569154696,1569154696,,58049136,CC BY-SA 4.0,https://stackoverflow.com/questions/58049136/how-can-i-make-my-collisionplanes-pick-up-more-then-1-plane-from-a-obj-file,How can i make my collisionplanes pick up more then 1 plane from a obj-file,,,,,
1449,"['c++', 'arrays', 'sorting', 'merge', 'mergesort']","{'account_id': 16724094, 'reputation': 1, 'user_id': 12088117, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/956f2876bb31fd43177bd4c7e1c0526a?s=256&d=identicon&r=PG&f=1', 'display_name': 'bmontemayor', 'link': 'https://stackoverflow.com/users/12088117/bmontemayor'}",False,58,1,-5,1569153970,1568864522,1568872385.0,58003428,CC BY-SA 4.0,https://stackoverflow.com/questions/58003428/im-coding-a-mergesort-that-splits-into-3-i-have-no-idea-why-it-does-not-work,"I&#39;m coding a mergesort that splits into 3, i have no idea why it does not work",,,,,
1450,"['c++', 'c++11', 'move', 'stdvector']","{'account_id': 5157228, 'reputation': 152, 'user_id': 4130128, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8e842161b49311cda184d30a3b5ac93b?s=256&d=identicon&r=PG&f=1', 'display_name': 'mpsido', 'link': 'https://stackoverflow.com/users/4130128/mpsido'}",False,93,1,0,1569153667,1569151949,1569153667.0,58048789,,https://stackoverflow.com/questions/58048789/cant-erase-from-vector-after-having-moved-out-some-elements,Can&#39;t erase from vector after having moved out some elements,,1569154294.0,Duplicate,,
1451,"['c++', 'cmake', 'linker']","{'account_id': 7002669, 'reputation': 31, 'user_id': 5372494, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9504b979de87ff59fcb7344517ae0418?s=256&d=identicon&r=PG&f=1', 'display_name': 'Thms KiG', 'link': 'https://stackoverflow.com/users/5372494/thms-kig'}",True,1048,1,2,1569152529,1569092672,1569152529.0,58043280,CC BY-SA 4.0,https://stackoverflow.com/questions/58043280/allow-mutual-dependencies-in-cmake,Allow mutual dependencies in Cmake,58048266.0,,,,
