,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date
1607,"['c++', 'reference', 'move-semantics']","{'account_id': 16350675, 'reputation': 1, 'user_id': 12429775, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-N_lhzrybdaw/AAAAAAAAAAI/AAAAAAAAAEk/khHEWy4KFWM/photo.jpg?sz=256', 'display_name': 'Harry Cooke', 'link': 'https://stackoverflow.com/users/12429775/harry-cooke'}",False,21,,0,0,1603382054,1603381622,1603382054.0,64485863,,https://stackoverflow.com/questions/64485863/passing-rvalue-to-const-reference-behaves-oddly-when-going-via-longer-route,Passing rvalue to const reference behaves oddly when going via longer route,1603382149.0,Duplicate,
1608,"['c++', 'multithreading', 'qt']","{'account_id': 19096254, 'reputation': 53, 'user_id': 14485320, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-XihCo1qqrTU/AAAAAAAAAAI/AAAAAAAAAAA/YlWnir1T7dw/photo.jpg?sz=256', 'display_name': '517453088qqcom', 'link': 'https://stackoverflow.com/users/14485320/517453088qqcom'}",False,80,,0,0,1603382045,1603382045,,64485986,CC BY-SA 4.0,https://stackoverflow.com/questions/64485986/how-to-avoid-thread-block-in-qt-when-using-delay-function-in-multiple-threads,How to avoid thread block in Qt when using delay function in multiple threads?,,,
1609,['c++'],"{'account_id': 10528572, 'reputation': 594, 'user_id': 7758765, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/31c6963ac41170217e28cf1b41358a1b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Welgriv', 'link': 'https://stackoverflow.com/users/7758765/welgriv'}",True,63,64484331.0,2,0,1603381882,1603372344,1603376934.0,64483040,CC BY-SA 4.0,https://stackoverflow.com/questions/64483040/resolve-ambigus-function-call-when-the-only-difference-is-a-parameter-passed-by,Resolve ambigus function call when the only difference is a parameter passed by reference or by copy,,,
1610,"['c++', 'stl', 'stm32', 'interrupt-handling']","{'account_id': 19792772, 'reputation': 33, 'user_id': 14495431, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/324f6cafd90141bde806ff4d6fbaea0e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marcus', 'link': 'https://stackoverflow.com/users/14495431/marcus'}",False,241,,0,2,1603380876,1603361401,1603380876.0,64480037,CC BY-SA 4.0,https://stackoverflow.com/questions/64480037/how-to-safely-use-stdfunction-in-interrupts-handlers-on-emended-system,how to safely use std::function in interrupts handlers on emended system?,,,
1611,"['c++', 'fmt', 'wofstream']","{'account_id': 19642790, 'reputation': 528, 'user_id': 14378480, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/rMCpI.jpg?s=256&g=1', 'display_name': 'jesses', 'link': 'https://stackoverflow.com/users/14378480/jesses'}",True,392,64471407.0,1,1,1603379317,1603268710,,64459598,CC BY-SA 4.0,https://stackoverflow.com/questions/64459598/whats-the-canonical-way-to-use-the-fmtlib-with-wofstream,What&#39;s the canonical way to use the fmtlib with wofstream,,,
1612,['c++'],"{'user_type': 'does_not_exist', 'display_name': 'user14280993'}",True,50,,1,-1,1603379252,1603378112,1603378349.0,64484806,CC BY-SA 4.0,https://stackoverflow.com/questions/64484806/how-to-call-a-value-inside-a-function,How to call a value inside a function?,,,
1613,"['c++', 'inline', 'crtp']","{'account_id': 19437017, 'reputation': 11, 'user_id': 14216253, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04bbad66059230fc6377a86524711de6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Umakanta Senapati', 'link': 'https://stackoverflow.com/users/14216253/umakanta-senapati'}",False,88,,0,1,1603378716,1603378599,1603378716.0,64484963,CC BY-SA 4.0,https://stackoverflow.com/questions/64484963/crtp-is-taking-more-time-than-dynamic-dispatch,CRTP is taking more time than dynamic dispatch,,,
1614,"['c#', 'c++', 'point-cloud-library']","{'account_id': 18573250, 'reputation': 23, 'user_id': 13534594, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9db437a777a754c0aba2371243887ba?s=256&d=identicon&r=PG&f=1', 'display_name': 'Schimpf', 'link': 'https://stackoverflow.com/users/13534594/schimpf'}",False,215,,0,0,1603378618,1603291634,1603378618.0,64466135,CC BY-SA 4.0,https://stackoverflow.com/questions/64466135/calling-a-c-function-from-c-program,Calling a C++ function from C# program,,,
1615,"['c++', 'c++11']","{'account_id': 18526509, 'reputation': 15, 'user_id': 13498283, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95076a82d7f7827ce8182b46104eb1d2?s=256&d=identicon&r=PG&f=1', 'display_name': 'kostasch', 'link': 'https://stackoverflow.com/users/13498283/kostasch'}",True,53,64484914.0,1,1,1603378450,1603375946,,64484121,CC BY-SA 4.0,https://stackoverflow.com/questions/64484121/implementing-efficient-insertion-on-a-custom-unordered-map-container-in-c,Implementing efficient insertion on a custom unordered_map container in C++,,,
1616,"['c++', 'windows', 'visual-c++']","{'account_id': 18187834, 'reputation': 41, 'user_id': 13234177, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiX48QvNw8unwQK_buW9JDzzFRrq_8iH9Zlr04z=k-s256', 'display_name': 'Nikhil Nayak', 'link': 'https://stackoverflow.com/users/13234177/nikhil-nayak'}",False,181,,0,0,1603378127,1603378127,,64484817,CC BY-SA 4.0,https://stackoverflow.com/questions/64484817/get-all-pixels-from-the-screen-as-arrayc-windows,"Get All Pixels From The Screen As Array(C++, Windows)",,,
1617,"['c++', 'default-value', 'member-initialization']","{'account_id': 4419892, 'reputation': 2517, 'user_id': 3600266, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Eternal', 'link': 'https://stackoverflow.com/users/3600266/eternal'}",True,277,,2,3,1603376876,1603365883,1603368939.0,64481212,CC BY-SA 4.0,https://stackoverflow.com/questions/64481212/how-do-i-set-a-default-value-for-a-class-member-with-something-other-than-its-in,How do I set a default value for a class member with something other than its initializer list constructor,,,
1618,"['c++', 'types', 'embedded', '32bit-64bit', 'can-bus']","{'account_id': 14563303, 'reputation': 143, 'user_id': 10518799, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7a548f3fcde761e1ecd9042d25dfb617?s=256&d=identicon&r=PG&f=1', 'display_name': 'S.Xu', 'link': 'https://stackoverflow.com/users/10518799/s-xu'}",False,1003,,1,0,1603376367,1603332776,,64474252,CC BY-SA 4.0,https://stackoverflow.com/questions/64474252/what-exactly-does-dps-per-lsb-mean,What exactly does &quot;dps per LSB&quot; mean?,,,
1619,"['c++', 'qt', 'qml']","{'account_id': 11851367, 'reputation': 1754, 'user_id': 10035361, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Rajcx.png?s=256&g=1', 'display_name': 'Chilarai', 'link': 'https://stackoverflow.com/users/10035361/chilarai'}",True,173,64482549.0,1,1,1603375237,1603363784,1603370470.0,64480690,CC BY-SA 4.0,https://stackoverflow.com/questions/64480690/why-qtextdocument-background-color-changes-only-once,Why QTextDocument background color changes only once?,,,
1620,"['c++', 'clang++', 'c++20']","{'account_id': 1570913, 'reputation': 11540, 'user_id': 1458617, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/0790c4e75c14c45344fef4937aac2e8a?s=256&d=identicon&r=PG', 'display_name': 'Rudolfs Bundulis', 'link': 'https://stackoverflow.com/users/1458617/rudolfs-bundulis'}",True,535,64483814.0,1,4,1603374946,1603374045,,64483538,CC BY-SA 4.0,https://stackoverflow.com/questions/64483538/apple-clang-and-c20-operator-ambiguity-with-inherited-comparison-operator,Apple clang and C++20 operator ambiguity with inherited comparison operator,,,
1621,"['c++', 'operator-overloading']","{'account_id': 19798646, 'reputation': 5, 'user_id': 14500162, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gi3UeDfHojFcPvjp9YkEzZvVHlGUf8--mCgEaBVCg=k-s256', 'display_name': 'Katrine Rav', 'link': 'https://stackoverflow.com/users/14500162/katrine-rav'}",True,62,64483203.0,1,0,1603374495,1603372315,1603372482.0,64483031,CC BY-SA 4.0,https://stackoverflow.com/questions/64483031/overloading-operator-to-print-vectormyclass,Overloading &lt;&lt; operator to print vector&lt;MyClass&gt;,,,
1622,"['c++', 'multithreading', 'server', 'save', 'autosave']","{'account_id': 5742372, 'reputation': 21, 'user_id': 4534665, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6e78129c466d1df25a670470a42e31bf?s=256&d=identicon&r=PG&f=1', 'display_name': 'nofavor', 'link': 'https://stackoverflow.com/users/4534665/nofavor'}",False,58,,0,1,1603374154,1603371168,1603374154.0,64482651,CC BY-SA 4.0,https://stackoverflow.com/questions/64482651/c-prevent-system-exit-before-save-completes,C++ Prevent System Exit before save completes,,,
1623,"['c++', 'visual-studio', 'visual-c++', 'linker', 'mingw']","{'account_id': 4509745, 'reputation': 484, 'user_id': 3666209, 'user_type': 'registered', 'accept_rate': 73, 'profile_image': 'https://www.gravatar.com/avatar/873ad16d9ce106b8ebf42fd3c8194239?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cody', 'link': 'https://stackoverflow.com/users/3666209/cody'}",False,169,,0,0,1603373684,1603363547,1603373684.0,64480618,CC BY-SA 4.0,https://stackoverflow.com/questions/64480618/msvc-programs-calling-an-mingw-dll,MSVC programs calling an MinGW DLL,,,
1624,['c++'],"{'account_id': 19606920, 'reputation': 41, 'user_id': 14350371, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/174U6.jpg?s=256&g=1', 'display_name': 'Hassan', 'link': 'https://stackoverflow.com/users/14350371/hassan'}",False,40,,2,0,1603373381,1603336614,1603358549.0,64474765,CC BY-SA 4.0,https://stackoverflow.com/questions/64474765/multi-dimentional-array-how-to-display-else-statement-once,"Multi-Dimentional Array, how to display else statement once?",,,
1625,"['c++', 'linux', 'windows', 'clang', 'cross-platform']","{'account_id': 19570119, 'reputation': 68, 'user_id': 14321464, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bcc978e875323f7c02058c09a0279a99?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jacobson123', 'link': 'https://stackoverflow.com/users/14321464/jacobson123'}",True,600,64483266.0,1,0,1603373152,1603372774,1603373114.0,64483167,CC BY-SA 4.0,https://stackoverflow.com/questions/64483167/got-undeclared-identifier-error-for-a-function-argument-c-in-linux-but-not,"Got undeclared identifier error for a function argument (C++) in Linux, but not in Windows",,,
1626,"['c++', 'iomanip']","{'account_id': 14891124, 'reputation': 61, 'user_id': 10752744, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-uBo4vJZ7ig0/AAAAAAAAAAI/AAAAAAAAADE/PdR0mwodCnU/photo.jpg?sz=256', 'display_name': 'Samuel', 'link': 'https://stackoverflow.com/users/10752744/samuel'}",True,63,,1,1,1603371948,1603340209,1603371948.0,64475240,CC BY-SA 4.0,https://stackoverflow.com/questions/64475240/how-to-use-setfill-in-iomanip-more-fluently,How to use setfill() in &lt;iomanip&gt; more fluently?,,,
1627,"['c++', 'multithreading', 'winapi']","{'account_id': 19446455, 'reputation': 51, 'user_id': 14223847, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-gxmPlfg3C8g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnx6WKCOBJxtAm9fpsn_KWSR4ifow/photo.jpg?sz=256', 'display_name': 'Cayoot', 'link': 'https://stackoverflow.com/users/14223847/cayoot'}",True,118,64482649.0,1,0,1603371691,1603370408,1603370564.0,64482435,CC BY-SA 4.0,https://stackoverflow.com/questions/64482435/thread-ordering-service-isnt-enabled,Thread Ordering Service isn&#39;t enabled,,,
1628,"['c++', 'multithreading']","{'account_id': 9033405, 'reputation': 117, 'user_id': 6730282, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://lh5.googleusercontent.com/-ICPOj0F_ZNQ/AAAAAAAAAAI/AAAAAAAAACU/osRMOJwRs5w/photo.jpg?sz=256', 'display_name': 'kg99', 'link': 'https://stackoverflow.com/users/6730282/kg99'}",False,77,,0,0,1603371524,1603371394,1603371524.0,64482717,CC BY-SA 4.0,https://stackoverflow.com/questions/64482717/c-run-fnuctions-in-thread-on-demand,C++ run fnuctions in thread on demand,,,
1629,"['c++', 'c', 'winapi', 'network-programming']","{'account_id': 529455, 'reputation': 288, 'user_id': 906473, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ad8d8d302f46914bdab79121b45f2b66?s=256&d=identicon&r=PG', 'display_name': 'ultimA', 'link': 'https://stackoverflow.com/users/906473/ultima'}",True,493,64482724.0,1,4,1603371409,1602112725,1602120996.0,64253605,CC BY-SA 4.0,https://stackoverflow.com/questions/64253605/windows-api-for-dns-change-notification,Windows API for DNS change notification,,,
1630,"['c++', 'binary', 'addition']","{'account_id': 9740316, 'reputation': 190, 'user_id': 7222153, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/vlBdd.jpg?s=256&g=1', 'display_name': 'Antoni Kępiński', 'link': 'https://stackoverflow.com/users/7222153/antoni-k%c4%99pi%c5%84ski'}",False,482,,2,0,1603370951,1603365172,,64481029,CC BY-SA 4.0,https://stackoverflow.com/questions/64481029/problems-with-adding-binary-numbers-in-c-without-using-arrays-vectors,Problems with adding binary numbers in C++ without using arrays/vectors,,,
1631,"['c++', 'chromium']","{'account_id': 16140292, 'reputation': 1, 'user_id': 11651647, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-jNwK5rJaMjQ/AAAAAAAAAAI/AAAAAAAAAKA/Uj7GT5zOqPc/photo.jpg?sz=256', 'display_name': 'Algorithm Plus', 'link': 'https://stackoverflow.com/users/11651647/algorithm-plus'}",False,63,,0,0,1603370718,1603362862,1603370718.0,64480445,CC BY-SA 4.0,https://stackoverflow.com/questions/64480445/compile-chromium-with-extensions-and-command-line-switchs,compile Chromium with Extensions and command line switchs,,,
1632,"['c++', 'pointers']","{'account_id': 5905565, 'reputation': 49, 'user_id': 8411577, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72e90176dd450c813eb4c3f3a7705a20?s=256&d=identicon&r=PG&f=1', 'display_name': 'Marzz', 'link': 'https://stackoverflow.com/users/8411577/marzz'}",True,101,64436750.0,1,0,1603370574,1603152300,1603370574.0,64436686,CC BY-SA 4.0,https://stackoverflow.com/questions/64436686/initialize-a-vector-of-classes-that-have-member-pointers-to-another-class-membe,Initialize a vector of classes that have member pointers to another class&#39; member variables,,,
1633,"['c++', 'std']","{'account_id': 9668176, 'reputation': 228, 'user_id': 7174052, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d71df5cc5d95a6352be27b17da7fd740?s=256&d=identicon&r=PG&f=1', 'display_name': 'mpeschke', 'link': 'https://stackoverflow.com/users/7174052/mpeschke'}",True,146,,1,1,1603370564,1603370315,,64482415,CC BY-SA 4.0,https://stackoverflow.com/questions/64482415/why-does-stdconjdouble-d-does-not-return-a-double-but-a-stdcomplexdo,Why does `std::conj(double d)` does not return a `double` but a `std::complex&lt;double&gt;`?,,,
1634,"['c++', 'gcc', 'makefile', 'libpq', 'libpqxx']","{'account_id': 5219222, 'reputation': 83, 'user_id': 4173204, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9440e7f92d6c19f4597f8ff871c08517?s=256&d=identicon&r=PG&f=1', 'display_name': 'Zyxl', 'link': 'https://stackoverflow.com/users/4173204/zyxl'}",False,718,,0,0,1603370510,1603370510,,64482457,CC BY-SA 4.0,https://stackoverflow.com/questions/64482457/cant-find-libpq-library-for-c-program-using-libpqxx,Can&#39;t find libpq library for C++ program using libpqxx,,,
1635,"['c++', 'floating-point', 'double', 'c++14', 'tostring']","{'account_id': 242612, 'reputation': 66548, 'user_id': 514235, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/73c478b60c371abe43bb7ac15ff3666d?s=256&d=identicon&r=PG', 'display_name': 'iammilind', 'link': 'https://stackoverflow.com/users/514235/iammilind'}",True,659,64481641.0,2,0,1603370036,1603366861,,64481481,,https://stackoverflow.com/questions/64481481/how-to-avoid-stdto-string-making-a-very-small-double-number-to-0,How to avoid `std::to_string()` making a very small double number to 0?,1603429524.0,Duplicate,
1636,"['c++', 'c', 'visual-studio-code', 'compiler-errors', 'libraries']","{'account_id': 19798109, 'reputation': 1, 'user_id': 14499709, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f39153eb0d92ff6ee528eada18025d48?s=256&d=identicon&r=PG&f=1', 'display_name': 'sLorKinG', 'link': 'https://stackoverflow.com/users/14499709/slorking'}",False,716,,0,0,1603368518,1603368383,1603368518.0,64481866,CC BY-SA 4.0,https://stackoverflow.com/questions/64481866/external-libraries-dont-work-c-c-visual-studio-code,External libraries dont work (C/C++) visual studio code,,,
1637,"['c++', 'c', 'memory-leaks']","{'account_id': 19698480, 'reputation': 1, 'user_id': 14421839, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjf41UMfWqQ56dvBVPptoerzD1W67U_YJOs1TzywQ=k-s256', 'display_name': 'user14421839', 'link': 'https://stackoverflow.com/users/14421839/user14421839'}",True,176,,4,-1,1603368338,1602265382,,64284867,CC BY-SA 4.0,https://stackoverflow.com/questions/64284867/how-to-release-the-memory-outside-of-a-function-if-i-forgot-to-release-the-memor,How to release the memory outside of a function if I forgot to release the memory before the function returns,,,
1638,"['c++', 'recursion', 'wildcard-expansion']","{'account_id': 2611588, 'reputation': 1, 'user_id': 11698637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a65c05a16f79257750a698281ad4640e?s=256&d=identicon&r=PG&f=1', 'display_name': 'user11698637', 'link': 'https://stackoverflow.com/users/11698637/user11698637'}",False,168,,0,0,1603367926,1603363508,1603367926.0,64480605,CC BY-SA 4.0,https://stackoverflow.com/questions/64480605/wildcard-expansion-in-c,Wildcard expansion in c++,,,
1639,"['android', 'c++', 'opencv', 'cmake']","{'account_id': 3758327, 'reputation': 765, 'user_id': 3124150, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/2dWBs.png?s=256&g=1', 'display_name': 'EmmanuelMess', 'link': 'https://stackoverflow.com/users/3124150/emmanuelmess'}",False,259,,0,2,1603367836,1602710798,1603239354.0,64361730,CC BY-SA 4.0,https://stackoverflow.com/questions/64361730/building-opencv-statically-in-app-fails-error-undefined-reference-to-ippicvsr,Building OpenCV statically in app fails &quot;error: undefined reference to &#39;ippicvsRound_64f&#39;&quot;,,,
1640,"['c++', 'enum-class', 'std-bitset']","{'account_id': 10007484, 'reputation': 33, 'user_id': 7401458, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/197ea9ce2e99c9a1bf0d87441b13c69d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Dragon s Den', 'link': 'https://stackoverflow.com/users/7401458/dragon-s-den'}",True,38,64474237.0,1,0,1603366792,1603332084,1603366792.0,64474157,CC BY-SA 4.0,https://stackoverflow.com/questions/64474157/expose-a-private-stdbitset-field-that-is-inside-a-class-for-modification,Expose a private std::bitset field that is inside a class for modification,,,
1641,"['c++', 'dll', 'protocol-buffers']","{'account_id': 8225161, 'reputation': 1284, 'user_id': 6187682, 'user_type': 'registered', 'accept_rate': 52, 'profile_image': 'https://lh5.googleusercontent.com/-S5RpRvzUcMQ/AAAAAAAAAAI/AAAAAAAAQKs/IMT5rsd-mbs/photo.jpg?sz=256', 'display_name': 'Jessica Chambers', 'link': 'https://stackoverflow.com/users/6187682/jessica-chambers'}",True,1220,,1,1,1603366038,1603209793,1603366038.0,64449006,CC BY-SA 4.0,https://stackoverflow.com/questions/64449006/generate-a-dll-which-uses-protocol-buffers,Generate a DLL which uses protocol-buffers,,,
1642,['c++'],"{'account_id': 1056843, 'reputation': 596, 'user_id': 1059348, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1fecb3d413d7b9d577a3a7544b3e9bd8?s=256&d=identicon&r=PG', 'display_name': 'handy', 'link': 'https://stackoverflow.com/users/1059348/handy'}",True,30,64481169.0,1,0,1603365690,1603364824,1603364993.0,64480952,CC BY-SA 4.0,https://stackoverflow.com/questions/64480952/how-are-missing-template-arguments-deduced-when-function-argument-is-a-2d-array,How are Missing Template Arguments Deduced when Function Argument is a 2D Array,,,
1643,['c++'],"{'account_id': 16833006, 'reputation': 85, 'user_id': 12170465, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ae2b338af2c4181e1f5f06671cc06958?s=256&d=identicon&r=PG&f=1', 'display_name': 'Piamoon', 'link': 'https://stackoverflow.com/users/12170465/piamoon'}",True,175,64480380.0,3,1,1603365553,1603360853,,64479879,CC BY-SA 4.0,https://stackoverflow.com/questions/64479879/c-using-this-keyword-in-member-initialization-list,C++ using &#39;this&#39; keyword in member initialization list,,,
1644,"['c++', 'g++', 'clang++', 'abi']","{'account_id': 15991102, 'reputation': 162, 'user_id': 11540281, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/40c27e1058df678f4db47f9e85b25c29?s=256&d=identicon&r=PG&f=1', 'display_name': 'RobertSzili', 'link': 'https://stackoverflow.com/users/11540281/robertszili'}",False,23,,0,0,1603364459,1603364459,,64480853,,https://stackoverflow.com/questions/64480853/c-abi-changes,C++ ABI changes,1603365039.0,Duplicate,
1645,['c++'],"{'account_id': 19796793, 'reputation': 1, 'user_id': 14498613, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c52e2ef67f6c7be84c79002233289326?s=256&d=identicon&r=PG&f=1', 'display_name': 'Alivia', 'link': 'https://stackoverflow.com/users/14498613/alivia'}",True,64,,1,-2,1603364165,1603358250,,64479091,,https://stackoverflow.com/questions/64479091/im-a-beginner-and-i-dint-understand-what-the-error-is-can-you-help-girl,I&#39;m a beginner and i dint understand what the error is. Can you help girl?,1603361618.0,Not suitable for this site,
1646,"['c++', 'typetraits', 'c++-standard-library', 'allocator']","{'account_id': 4516432, 'reputation': 356, 'user_id': 3671106, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5c0ab2f5020c23eb3ca2b830f49b93b5?s=256&d=identicon&r=PG&f=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/3671106/daniel'}",True,93,,1,3,1603361795,1603361110,,64479957,CC BY-SA 4.0,https://stackoverflow.com/questions/64479957/why-is-stdallocator-not-trivially-copyable,Why is std::allocator not trivially copyable?,,,
1647,['c++'],"{'account_id': 7998123, 'reputation': 361, 'user_id': 6400436, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e480a6f4c4ac38046ff4ed20e4a43fa5?s=256&d=identicon&r=PG&f=1', 'display_name': 'christo', 'link': 'https://stackoverflow.com/users/6400436/christo'}",True,1655,,1,10,1603361468,1603361179,,64479978,,https://stackoverflow.com/questions/64479978/in-c-when-should-we-use-stdany-stdvariant-or-stdoptional,"In C++ when should we use std::any, std::variant or std::optional?",1603366336.0,Opinion-based,
1648,"['c++', 'templates']","{'account_id': 14037461, 'reputation': 381, 'user_id': 10139793, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-yniuXUKWXmo/AAAAAAAAAAI/AAAAAAAAAAA/AAnnY7qT8eBjDM6gj4Blo5EcTKkpZLZlQg/mo/photo.jpg?sz=256', 'display_name': 'eucristian', 'link': 'https://stackoverflow.com/users/10139793/eucristian'}",False,15,,0,1,1603361457,1603361457,,64480050,,https://stackoverflow.com/questions/64480050/class-instance-template-syntax,Class instance template syntax,1603361766.0,Duplicate,
1649,"['c++', 'class', 'constructor']","{'account_id': 19796588, 'reputation': 127, 'user_id': 14498455, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/134d01cf7ef2738bb22dd1dcb34f910b?s=256&d=identicon&r=PG&f=1', 'display_name': 'KeepRunning85', 'link': 'https://stackoverflow.com/users/14498455/keeprunning85'}",True,65,64479449.0,1,0,1603359413,1603358303,,64479106,CC BY-SA 4.0,https://stackoverflow.com/questions/64479106/how-to-create-member-objects-by-class-constructor,How to create member objects by class constructor?,,,
1650,"['c++', 'compiler-errors']","{'account_id': 19429410, 'reputation': 1, 'user_id': 14210201, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9f1ffc732ffd6f335ac8d3973904acbd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ajay Kumar', 'link': 'https://stackoverflow.com/users/14210201/ajay-kumar'}",False,70,,1,-1,1603358490,1603356288,,64478526,CC BY-SA 4.0,https://stackoverflow.com/questions/64478526/why-i-am-getting-error-in-the-below-c-code-error-expression-list-treated-as,why i am getting error in the below C++ code : error: expression list treated as compound expression in initializer [-fpermissive],,,
1651,['c++'],"{'account_id': 10225416, 'reputation': 47, 'user_id': 7548193, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/c13zM.jpg?s=256&g=1', 'display_name': 'Vamshi Marati', 'link': 'https://stackoverflow.com/users/7548193/vamshi-marati'}",True,76,,1,-1,1603358330,1603355308,1603355436.0,64478235,CC BY-SA 4.0,https://stackoverflow.com/questions/64478235/what-is-data-overriding-in-c,what is data overriding in c++?,,,
1652,"['c++', 'qt', 'focus', 'qtableview', 'qtvirtualkeyboard']","{'account_id': 3879945, 'reputation': 452, 'user_id': 3212782, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://i.stack.imgur.com/N5pFR.jpg?s=256&g=1', 'display_name': 'Simpsons', 'link': 'https://stackoverflow.com/users/3212782/simpsons'}",True,824,64479054.0,1,2,1603358118,1603115602,1603116089.0,64428819,CC BY-SA 4.0,https://stackoverflow.com/questions/64428819/qtvirtualkeyboard-focus-problem-when-editing-a-cell-in-a-qtableview,QtVirtualKeyboard focus problem when editing a cell in a QTableView,,,
1653,"['c++', 'visual-studio-code', 'vscode-settings', 'vscode-debugger']","{'account_id': 16026358, 'reputation': 1, 'user_id': 11566495, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b21507f9a5989d2e7c632a29507ebe78?s=256&d=identicon&r=PG&f=1', 'display_name': 'user11566495', 'link': 'https://stackoverflow.com/users/11566495/user11566495'}",False,99,,0,0,1603357561,1603305630,1603357561.0,64469762,CC BY-SA 4.0,https://stackoverflow.com/questions/64469762/debug-c-in-vs-code,debug c++ in VS Code,,,
1654,"['c++', 'c++11', 'compiler-errors', 'header-files', 'undefined-reference']","{'account_id': 4742578, 'reputation': 115, 'user_id': 11405814, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/uzJQL.jpg?s=256&g=1', 'display_name': 'wakanada', 'link': 'https://stackoverflow.com/users/11405814/wakanada'}",False,1612,,1,1,1603356608,1603355993,1603356608.0,64478435,,https://stackoverflow.com/questions/64478435/undefined-reference-to-class-constructor-h-files,Undefined reference to class constructor h files,1603356681.0,Duplicate,
1655,"['android', 'c++', 'opencv', 'android-ndk']","{'account_id': 4964330, 'reputation': 2787, 'user_id': 3994228, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/CKWtf.jpg?s=256&g=1', 'display_name': 'Milind Deore', 'link': 'https://stackoverflow.com/users/3994228/milind-deore'}",False,139,,0,1,1603356591,1603356591,,64478611,CC BY-SA 4.0,https://stackoverflow.com/questions/64478611/c-opencv-camera-control-apis-vs-android-ndk-camera-apis,C++ : Opencv Camera control APIs Vs Android NDK Camera APIs,,,
