,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,locked_date,migrated_from
519,"['c++', 'wxwidgets']","{'account_id': 19297631, 'reputation': 41, 'user_id': 14106269, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pxw4o.jpg?s=256&g=1', 'display_name': 'tokyo', 'link': 'https://stackoverflow.com/users/14106269/tokyo'}",True,30,74229330.0,1,0,1666914237,1666879343,,74223378,CC BY-SA 4.0,https://stackoverflow.com/questions/74223378/wxwidgets-setting-an-image-as-background,wxWidgets - setting an image as background,,,,
520,"['c++', 'sorting']","{'account_id': 26754741, 'reputation': 1, 'user_id': 20353540, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0DIM3Gm46c-mgA2SuaLhg5c48ZaB1ISVvIv-5N6A=k-s256', 'display_name': 'Shubham Tewari', 'link': 'https://stackoverflow.com/users/20353540/shubham-tewari'}",False,25,,0,-3,1666913199,1666912812,,74229211,,https://stackoverflow.com/questions/74229211/i-tried-to-do-selction-sorting,I tried to do selction sorting,1666913100.0,Duplicate,,
521,"['c++', 'object', 'append', 'structure', 'driver']","{'account_id': 25286501, 'reputation': 1, 'user_id': 19113377, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/8b7b2005bdd2446f7f94760559c8cbdf?s=256&d=identicon&r=PG', 'display_name': 'Johnnywiki', 'link': 'https://stackoverflow.com/users/19113377/johnnywiki'}",False,21,,0,-1,1666912003,1666912003,,74229146,CC BY-SA 4.0,https://stackoverflow.com/questions/74229146/trouble-appending-a-client-to-a-driver-in-c,Trouble appending a client to a driver in c++,,,,
522,"['c++', 'build', 'scons', 'emscripten']","{'account_id': 16141523, 'reputation': 27, 'user_id': 11652509, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-sx_T2otcieQ/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfDEAYH1uc8sW0REg7nQOGuPHij-w/mo/photo.jpg?sz=256', 'display_name': 'Oriol Capdevila', 'link': 'https://stackoverflow.com/users/11652509/oriol-capdevila'}",False,42,,1,0,1666912002,1666900079,,74227546,CC BY-SA 4.0,https://stackoverflow.com/questions/74227546/compiling-c-with-scons-and-emscripten,Compiling C++ with Scons and Emscripten,,,,
523,"['c++', 'virtual-destructor']","{'account_id': 18508075, 'reputation': 155, 'user_id': 13483951, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e4fc96bfcd2ec3585f1a9997a6527f35?s=256&d=identicon&r=PG&f=1', 'display_name': 'DigitalRomance', 'link': 'https://stackoverflow.com/users/13483951/digitalromance'}",True,62,,1,-1,1666908844,1666908542,1666908844.0,74228812,CC BY-SA 4.0,https://stackoverflow.com/questions/74228812/i-dont-understand-c-primer-explanation-about-virtual-destructor,I don&#39;t understand C++ Primer explanation about virtual destructor,,,,
524,"['c++', 'performance', 'path-finding', 'a-star']","{'account_id': 24921877, 'reputation': 1, 'user_id': 18790058, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiaR2nczkbGQkx9ezPAREIz7oUkCisyNq-qNbFh=k-s256', 'display_name': 'Isak True', 'link': 'https://stackoverflow.com/users/18790058/isak-true'}",False,43,,0,-1,1666906979,1666906525,1666906979.0,74228564,CC BY-SA 4.0,https://stackoverflow.com/questions/74228564/how-to-can-i-make-my-a-star-implementation-faster,how to can I make my A-star implementation faster?,,,,
525,"['c++', 'algorithm', 'sorting', 'stdvector', 'stdstring']","{'account_id': 21235355, 'reputation': 11, 'user_id': 15619607, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiEV3rvLSPAEcORqtZTEUcIDGUhh9Q10BXtLAo7_A=k-s256', 'display_name': 'Roger', 'link': 'https://stackoverflow.com/users/15619607/roger'}",True,64,,2,-2,1666906562,1666903173,1666903953.0,74228060,,https://stackoverflow.com/questions/74228060/how-to-sort-a-string-of-name-and-age-based-on-age-using-stl-algorithms-in-c,How to sort a string of name and age based on age using STL algorithms in. c++,1666917849.0,Needs details or clarity,,
526,"['c++', 'omnet++']","{'account_id': 21122497, 'reputation': 11, 'user_id': 15528244, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-87qL89Kpzag/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckUp-EbqJc5wu0oztMl3Of03S_ZoA/s96-c/photo.jpg?sz=256', 'display_name': 'Nihan', 'link': 'https://stackoverflow.com/users/15528244/nihan'}",True,48,,1,0,1666905294,1666786023,1666786380.0,74207491,CC BY-SA 4.0,https://stackoverflow.com/questions/74207491/findmodulebypathhost-returns-nullptr-in-omnet,findModuleByPath(&quot;host&quot;) returns nullptr in OMNeT++,,,,
527,"['c++', 'geometry', 'sfml', 'vertex-array']","{'account_id': 26741071, 'reputation': 1, 'user_id': 20341842, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu1_4GY1vDAgrx6P1pYkTbHa2UlbkEGDsUvdN_5Z=k-s256', 'display_name': 'AnishG555', 'link': 'https://stackoverflow.com/users/20341842/anishg555'}",False,36,,0,0,1666905278,1666905278,,74228392,CC BY-SA 4.0,https://stackoverflow.com/questions/74228392/how-would-i-draw-a-circle-using-an-sfml-vertex-array,How would I draw a circle using an SFML vertex array?,,,,
528,"['c++', 'visual-studio-code', 'linked-list']","{'account_id': 25487572, 'reputation': 1, 'user_id': 19282929, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjq7z9QAhZwI2uaOHCx4-36vEfyk-8FrdCPUpqkHA=k-s256', 'display_name': 'Dandan She', 'link': 'https://stackoverflow.com/users/19282929/dandan-she'}",False,36,,0,-2,1666904706,1666892277,1666904706.0,74226153,CC BY-SA 4.0,https://stackoverflow.com/questions/74226153/vscode-shows-different-results-than-online-compiler,VScode shows different results than online compiler?,,,,
529,"['c++', 'templates', 'constexpr']","{'account_id': 3722871, 'reputation': 93, 'user_id': 3097466, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LBo5n.jpg?s=256&g=1', 'display_name': 'rmsantos', 'link': 'https://stackoverflow.com/users/3097466/rmsantos'}",False,33,,0,1,1666902581,1666902121,1666902581.0,74227900,,https://stackoverflow.com/questions/74227900/can-we-use-a-templated-variable-as-an-input-to-a-constexpr-function,Can we use a templated variable as an input to a constexpr function?,1666903232.0,Duplicate,,
530,"['c++', 'windows', 'api', 'winapi', 'windows-api-code-pack']","{'account_id': 26113553, 'reputation': 107, 'user_id': 20333579, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/ZRrZB.jpg?s=256&g=1', 'display_name': '01001010', 'link': 'https://stackoverflow.com/users/20333579/01001010'}",False,45,,0,-1,1666902552,1666902552,,74227964,CC BY-SA 4.0,https://stackoverflow.com/questions/74227964/fetch-bring-about-the-windows-user-and-group-names-in-c-application,Fetch/ bring about the windows user and group names in c++ application?,,,,
531,"['c++', 'printing', 'console', 'popen']","{'account_id': 6641517, 'reputation': 1, 'user_id': 20352346, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-neAlGK_4uvk/AAAAAAAAAAI/AAAAAAAAACI/7vEiirRXeBk/photo.jpg?sz=256', 'display_name': 'hio hoi', 'link': 'https://stackoverflow.com/users/20352346/hio-hoi'}",False,43,,0,0,1666901728,1666901728,,74227850,CC BY-SA 4.0,https://stackoverflow.com/questions/74227850/how-to-prevent-child-process-from-printing-into-console,How to prevent child process from printing into console,,,,
532,"['c++', 'macos', 'makefile', 'sdl']","{'account_id': 24471154, 'reputation': 5, 'user_id': 18390870, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzUkt-Pg5gkJcv0NY9lWORxz06Vgwkif_fjl9c=k-s256', 'display_name': 'Cheese Danish', 'link': 'https://stackoverflow.com/users/18390870/cheese-danish'}",False,53,,1,-1,1666900666,1666900110,1666900666.0,74227553,CC BY-SA 4.0,https://stackoverflow.com/questions/74227553/how-to-include-libraries-into-a-executable-in-c,How to include libraries into a executable in c++,,,,
533,['c++'],"{'account_id': 26753356, 'reputation': 1, 'user_id': 20352383, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d22f060f78f830d4fe0396b943afe0e8?s=256&d=identicon&r=PG', 'display_name': 'Vyycx', 'link': 'https://stackoverflow.com/users/20352383/vyycx'}",False,30,,0,-2,1666900145,1666900024,1666900145.0,74227541,CC BY-SA 4.0,https://stackoverflow.com/questions/74227541/how-do-i-fix-the-error-no-matching-function-for-call-to,"How do I fix the &quot;error, no matching function for call to ...&quot;",,,,
534,"['c++', 'multithreading', 'c++11', 'matrix', 'synchronization']","{'account_id': 22480475, 'reputation': 3, 'user_id': 16679629, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/3c42082005b8b78218a3833ef242c2b6?s=256&d=identicon&r=PG&f=1', 'display_name': 'user16679629', 'link': 'https://stackoverflow.com/users/16679629/user16679629'}",False,27,,0,0,1666899568,1666897103,1666899568.0,74227017,CC BY-SA 4.0,https://stackoverflow.com/questions/74227017/how-to-access-and-modify-the-elements-of-the-same-matrix-using-p-threads,How to access (and modify) the elements of the same matrix using p threads?,,,,
535,"['c++', 'visual-c++', 'c++20', 'constexpr', 'compiler-bug']","{'account_id': 8208200, 'reputation': 625, 'user_id': 6177253, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xaqwu.jpg?s=256&g=1', 'display_name': 'saxbophone', 'link': 'https://stackoverflow.com/users/6177253/saxbophone'}",True,99,74227141.0,2,5,1666898317,1666895090,1666898317.0,74226681,CC BY-SA 4.0,https://stackoverflow.com/questions/74226681/why-does-msvc-say-a-call-to-a-virtual-constexpr-functional-call-operator-does-no,Why does MSVC say a call to a virtual constexpr functional call operator does not result in a constant expression?,,,,
536,"['c++', 'oop', 'inheritance', 'object-oriented-analysis']","{'account_id': 12691950, 'reputation': 51, 'user_id': 18304441, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4b4b3155a2744bf55d77a2af76e0c3d5?s=256&d=identicon&r=PG', 'display_name': 'R Karandikar', 'link': 'https://stackoverflow.com/users/18304441/r-karandikar'}",False,35,,0,0,1666898303,1666897902,,74227160,,https://stackoverflow.com/questions/74227160/calling-a-function-of-the-derived-class-from-a-variable-type-of-parent-class,Calling a function of the derived class from a variable type of parent class,1666898262.0,Duplicate,,
537,['c++'],"{'account_id': 991453, 'reputation': 2645, 'user_id': 1008636, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/ccc21c214b56f40fa518bedf7dd02819?s=256&d=identicon&r=PG', 'display_name': 'user1008636', 'link': 'https://stackoverflow.com/users/1008636/user1008636'}",True,67,,2,-3,1666898289,1666894232,1666895919.0,74226534,,https://stackoverflow.com/questions/74226534/why-cant-a-static-variable-defined-in-one-cpp-file-be-found-in-another-in-c,Why can&#39;t a static variable defined in one cpp file be found in another in c++?,1666943775.0,Not suitable for this site,,
538,"['c++', 'function', 'pointers', 'constants', 'const-pointer']","{'account_id': 26685796, 'reputation': 23, 'user_id': 20295136, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2b28f88c97cd21e190571168d86993dd?s=256&d=identicon&r=PG', 'display_name': 'Zydak', 'link': 'https://stackoverflow.com/users/20295136/zydak'}",False,66,,1,2,1666898195,1666797068,1666801536.0,74210092,CC BY-SA 4.0,https://stackoverflow.com/questions/74210092/function-returning-const-pointer,function returning const pointer,,,,
539,"['c++', 'oop', 'design-patterns', 'polymorphism', 'condition-variable']","{'account_id': 19919727, 'reputation': 35, 'user_id': 14595867, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8dac2a291c6d4a242f37cde663cc527?s=256&d=identicon&r=PG&f=1', 'display_name': 'mbulucay', 'link': 'https://stackoverflow.com/users/14595867/mbulucay'}",False,12,,0,-1,1666896495,1666895239,1666895976.0,74226712,CC BY-SA 4.0,https://stackoverflow.com/questions/74226712/sending-condition-varible-signal-from-abstarct-base-class-to-derived-classes,Sending Condition Varible Signal From Abstarct Base Class to Derived Classes,,,,
540,"['c++', 'arrays', 'vector', 'stl']","{'account_id': 14667335, 'reputation': 1, 'user_id': 10592812, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f9086b0adfeef5aa49f6d0564a96d6f4?s=256&d=identicon&r=PG&f=1', 'display_name': 'K.Lee', 'link': 'https://stackoverflow.com/users/10592812/k-lee'}",False,40,,0,0,1666895572,1666894877,1666895572.0,74226647,CC BY-SA 4.0,https://stackoverflow.com/questions/74226647/stdcopy-contents-into-vector-field-under-the-structure,std::copy contents into vector field under the structure,,,,
541,"['c++', 'algorithm', 'binary-tree']","{'account_id': 5818871, 'reputation': 498, 'user_id': 7700802, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/ade1368521f15e2a728422f50ac96b88?s=256&d=identicon&r=PG&f=1', 'display_name': 'Wolfy', 'link': 'https://stackoverflow.com/users/7700802/wolfy'}",True,27,74226646.0,1,0,1666894865,1666893625,,74226424,CC BY-SA 4.0,https://stackoverflow.com/questions/74226424/logic-involved-in-solving-for-binary-tree-maximum-sum,Logic involved in solving for binary tree maximum sum,,,,
542,"['c++', 'optimization', 'roofline']","{'account_id': 13797820, 'reputation': 39, 'user_id': 9958578, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-NyOwbEKA4ho/AAAAAAAAAAI/AAAAAAAAAAA/flc3uXTEnv8/photo.jpg?sz=256', 'display_name': 'Lance', 'link': 'https://stackoverflow.com/users/9958578/lance'}",False,38,,1,1,1666894781,1666856972,1666894781.0,74218511,CC BY-SA 4.0,https://stackoverflow.com/questions/74218511/one-point-is-outside-of-the-area-of-roofline-model,One point is outside of the area of Roofline model,,,,
543,"['c++', 'loops', 'output', 'prefix']","{'account_id': 21925595, 'reputation': 1, 'user_id': 16208262, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyYCeRntrbcjkzGgEigza7p8-_iillx7Q9bxF3p=k-s256', 'display_name': 'Michał Matusik', 'link': 'https://stackoverflow.com/users/16208262/micha%c5%82-matusik'}",False,41,,1,0,1666894307,1666883887,,74224438,CC BY-SA 4.0,https://stackoverflow.com/questions/74224438/getting-wrong-numbers-from-prefix-array,Getting wrong numbers from prefix array,,,,
544,"['c++', 'standards']","{'account_id': 26752136, 'reputation': 63, 'user_id': 20351324, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu0FBoysKuNhZNiHDu5gAVBIZ--XLw3UdDNa839C=k-s256', 'display_name': '余国良', 'link': 'https://stackoverflow.com/users/20351324/%e4%bd%99%e5%9b%bd%e8%89%af'}",True,103,74226088.0,3,6,1666894294,1666891184,1666894294.0,74225934,CC BY-SA 4.0,https://stackoverflow.com/questions/74225934/new-ptr-t-static-casttptr,new (ptr) T() == static_cast&lt;T*&gt;(ptr)?,,,,
545,"['c++', 'c-preprocessor']","{'account_id': 472928, 'reputation': 3931, 'user_id': 881712, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://www.gravatar.com/avatar/852956f1a8a603a7d09d10e856f821be?s=256&d=identicon&r=PG', 'display_name': 'Mark', 'link': 'https://stackoverflow.com/users/881712/mark'}",True,58,74226507.0,3,1,1666894060,1666893207,,74226345,CC BY-SA 4.0,https://stackoverflow.com/questions/74226345/make-simple-calculations-with-c-pre-processor,Make simple calculations with C++ pre-processor,,,,
546,"['c++', 'exception', 'matrix']","{'account_id': 17026301, 'reputation': 1, 'user_id': 12317452, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5692239cdf63ed2a06b97120562faec?s=256&d=identicon&r=PG&f=1', 'display_name': 'Enor', 'link': 'https://stackoverflow.com/users/12317452/enor'}",False,29,,0,-2,1666893619,1666893351,1666893619.0,74226370,CC BY-SA 4.0,https://stackoverflow.com/questions/74226370/unhandled-exception-at-0x00007ff9bf5aafec-ucrtbased-dll-an-invalid-parameter-w,Unhandled exception at 0x00007FF9BF5AAFEC (ucrtbased.dll) An invalid parameter was passed to a function that considers invalid parameters fatal,,,,
547,"['c++', 'vtk']","{'account_id': 7056247, 'reputation': 930, 'user_id': 5403466, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/9d2024715232484a2e467afa8de1af7c?s=256&d=identicon&r=PG&f=1', 'display_name': 'Tyler Shellberg', 'link': 'https://stackoverflow.com/users/5403466/tyler-shellberg'}",True,14,74225939.0,1,0,1666893503,1666885581,1666889242.0,74224816,CC BY-SA 4.0,https://stackoverflow.com/questions/74224816/how-to-use-vtkdatasetattributes-to-hide-some-cells-from-rendering-in-a-structure,How to use vtkDataSetAttributes to hide some cells from rendering in a structured grid?,,,,
548,"['c++', 'numpy', 'performance', 'c++20', 'scientific-computing']","{'account_id': 25334905, 'reputation': 1, 'user_id': 19154198, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyJ-MRQ21vlu3lQO1ApE9Hj0hrvQnT7xzvHGgx6=k-s256', 'display_name': 'Thomas Toseland', 'link': 'https://stackoverflow.com/users/19154198/thomas-toseland'}",False,23,,0,-1,1666893148,1666892977,1666893148.0,74226310,CC BY-SA 4.0,https://stackoverflow.com/questions/74226310/c-20-for-cupy-can-i-possibly-use-it-there,C++-20 for cupy - can I possibly use it there?,,,,
549,"['c++', 'mysql', 'macos']","{'account_id': 3106126, 'reputation': 20167, 'user_id': 2628868, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://i.stack.imgur.com/IcdU7.jpg?s=256&g=1', 'display_name': 'Dolphin', 'link': 'https://stackoverflow.com/users/2628868/dolphin'}",False,13,,0,0,1666892134,1666892134,,74226124,CC BY-SA 4.0,https://stackoverflow.com/questions/74226124/make2-no-rule-to-make-target-share-messages-to-error-log-txt-needed-by,"make[2]: *** No rule to make target `share/messages_to_error_log.txt&#39;, needed by `include/mysqld_error.h&#39;. Stop",,,,
550,"['c++', 'file', 'readdir', 'opendir']","{'account_id': 26549415, 'reputation': 9, 'user_id': 20178983, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu2N7c_gcsvmy2Ld8-Ig0MfdGn3wrVCiQx_W_r7A=k-s256', 'display_name': 'urbanc cladr', 'link': 'https://stackoverflow.com/users/20178983/urbanc-cladr'}",False,31,,0,0,1666889735,1666889189,1666889735.0,74225551,CC BY-SA 4.0,https://stackoverflow.com/questions/74225551/readdir-list-files-with-full-path-c,readdir() List files with full path - C++,,,,
551,"['c++', 'algorithm', 'recursion', 'math']","{'account_id': 19556350, 'reputation': 1, 'user_id': 14310629, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-lKfGAnVoOsg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckQes3nOo09WRuDBECvSLPz_9jIIg/photo.jpg?sz=256', 'display_name': 'Сергей Долгоруков', 'link': 'https://stackoverflow.com/users/14310629/%d0%a1%d0%b5%d1%80%d0%b3%d0%b5%d0%b9-%d0%94%d0%be%d0%bb%d0%b3%d0%be%d1%80%d1%83%d0%ba%d0%be%d0%b2'}",False,120,,2,0,1666889104,1666380468,1666396194.0,74158384,CC BY-SA 4.0,https://stackoverflow.com/questions/74158384/c-recursion-why-wont-my-recursion-method-call-back-to-itself,C++ recursion. Why won&#39;t my recursion method call back to itself,,,,
552,"['c++', 'visual-studio-2019']","{'account_id': 20955651, 'reputation': 5, 'user_id': 15396233, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiOhe1U4oITVUjwFvYiPdFEN3gKIwqexa3mLyHE=k-s256', 'display_name': 'Markus Vaittinen', 'link': 'https://stackoverflow.com/users/15396233/markus-vaittinen'}",True,77,74225369.0,1,0,1666888693,1666832053,1666887843.0,74215648,CC BY-SA 4.0,https://stackoverflow.com/questions/74215648/how-to-suppress-unscoped-enum-warning-in-custom-namespace,How to suppress unscoped enum warning in custom namespace?,,,,
553,"['c++', 'memory', 'heap-memory', 'dynamic-memory-allocation', 'new-operator']","{'account_id': 4756998, 'reputation': 528, 'user_id': 4020435, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/68d937b9d275b1c74c75dfde3fbca520?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fijoy Vadakkumpadan', 'link': 'https://stackoverflow.com/users/4020435/fijoy-vadakkumpadan'}",False,54,,0,1,1666888295,1666886915,1666888295.0,74225091,CC BY-SA 4.0,https://stackoverflow.com/questions/74225091/how-does-the-time-complexity-of-dynamic-memory-allocation-in-c-depend-on-alloc,How does the time complexity of dynamic memory allocation in C++ depend on allocation size?,,,,
554,"['c++', 'compiler-errors']","{'account_id': 17902364, 'reputation': 219, 'user_id': 14363307, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/FPsHu.jpg?s=256&g=1', 'display_name': 'kubo', 'link': 'https://stackoverflow.com/users/14363307/kubo'}",True,32,,1,0,1666887454,1666886758,,74225053,,https://stackoverflow.com/questions/74225053/redefinition-with-typedef-expected-member-name-or-after-declaration-specifi,Redefinition with typedef: expected member name or &#39;;&#39; after declaration specifiers,1666887727.0,Not suitable for this site,,
555,"['c++', 'string', 'sorting']","{'account_id': 26721542, 'reputation': 3, 'user_id': 20325281, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/ALm5wu00Jc3-RXku98WLXG2_OJa3_yWUW0wGZ_zdX3WqKA=k-s256', 'display_name': 'Gently Barry', 'link': 'https://stackoverflow.com/users/20325281/gently-barry'}",False,45,,1,1,1666887016,1666873591,1666874036.0,74222016,CC BY-SA 4.0,https://stackoverflow.com/questions/74222016/sorting-function-with-output-to-a-separate-file,Sorting function with output to a separate file,,,,
556,"['c++', 'linux', 'cmake', 'openmp', 'dynamic-linking']","{'account_id': 11236541, 'reputation': 757, 'user_id': 8242494, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/bZWeg.png?s=256&g=1', 'display_name': 'gonidelis', 'link': 'https://stackoverflow.com/users/8242494/gonidelis'}",True,54,74225020.0,1,0,1666886610,1666802983,,74211453,CC BY-SA 4.0,https://stackoverflow.com/questions/74211453/external-openmp-build-does-not-set-threads-equal-to-omp-num-threads,External openMP build does not set threads equal to OMP_NUM_THREADS,,,,
557,['c++'],"{'account_id': 23194817, 'reputation': 23, 'user_id': 17290618, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/21cd0d48624b77fe60b0ef45d3fc83f0?s=256&d=identicon&r=PG', 'display_name': 'Dede Kurniawan', 'link': 'https://stackoverflow.com/users/17290618/dede-kurniawan'}",False,36,,0,-1,1666886203,1666886203,,74224941,,https://stackoverflow.com/questions/74224941/why-char-array-does-not-show-address-of-each-elements,Why Char Array does not show address of each elements?,1666886370.0,Duplicate,,
558,"['c++', 'http', 'sockets', 'parsing', 'server']","{'account_id': 23419152, 'reputation': 5, 'user_id': 17479657, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6c712a4df12ef28ef7e2cf9d986a4b66?s=256&d=identicon&r=PG', 'display_name': 'Noctuelles', 'link': 'https://stackoverflow.com/users/17479657/noctuelles'}",True,93,74224913.0,1,0,1666886077,1666880201,,74223602,,https://stackoverflow.com/questions/74223602/should-i-use-stdstring-in-a-web-server-for-parsing-a-client-request,Should i use std::string in a web server for parsing a client request?,1666974429.0,Opinion-based,,
559,"['c++', 'visual-studio', 'perlin-noise']","{'account_id': 3216315, 'reputation': 199, 'user_id': 2714919, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/c21136a01a8e00425d1848aa807aa250?s=256&d=identicon&r=PG', 'display_name': 'Rich95', 'link': 'https://stackoverflow.com/users/2714919/rich95'}",True,88,74202981.0,1,-1,1666886034,1666760721,1666885749.0,74202928,,https://stackoverflow.com/questions/74202928/what-does-it-mean-to-instantiate-a-class,What does it mean to &#39;instantiate&#39; a class?,1666885856.0,Duplicate,,
560,"['c++', 'opencv', 'makefile', 'gnu-make']","{'account_id': 26750844, 'reputation': 1, 'user_id': 20350229, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a5fb37f6b464f6f338324852ce668caa?s=256&d=identicon&r=PG', 'display_name': 'taikuus', 'link': 'https://stackoverflow.com/users/20350229/taikuus'}",False,18,,1,0,1666885889,1666883113,,74224265,CC BY-SA 4.0,https://stackoverflow.com/questions/74224265/opencv-hpp-is-not-found-when-compiling-with-makefile-in-c,opencv.hpp is not found when compiling with makefile in c++,,,,
561,"['c++', 'node.js', 'wstring', 'n-api']","{'account_id': 399610, 'reputation': 5886, 'user_id': 765076, 'user_type': 'registered', 'accept_rate': 59, 'profile_image': 'https://i.stack.imgur.com/ksBrE.jpg?s=256&g=1', 'display_name': 'Shane Gannon', 'link': 'https://stackoverflow.com/users/765076/shane-gannon'}",False,20,,1,0,1666885874,1666728327,,74199620,CC BY-SA 4.0,https://stackoverflow.com/questions/74199620/how-to-handle-wstring-with-nodejss-n-api,How to handle wstring with NodeJS&#39;s N-API?,,,,
562,"['c++', 'qt', 'qtreewidget']","{'account_id': 1082963, 'reputation': 1776, 'user_id': 1079430, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/6bf00489520e8f013752bac52318def2?s=256&d=identicon&r=PG', 'display_name': 'Bri Bri', 'link': 'https://stackoverflow.com/users/1079430/bri-bri'}",False,7,,0,0,1666885518,1666885518,,74224800,CC BY-SA 4.0,https://stackoverflow.com/questions/74224800/how-to-get-a-signal-from-qtreewidget-when-its-selection-is-changed-by-user-actio,"How to get a signal from QTreeWidget when its selection is changed by user action, but not programmatically?",,,,
563,"['c++', 'objective-c', 'xcode', 'macos']","{'account_id': 4367817, 'reputation': 897, 'user_id': 3562972, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/05a0767fce7028fcf9231f8f492c2889?s=256&d=identicon&r=PG&f=1', 'display_name': 'Titus', 'link': 'https://stackoverflow.com/users/3562972/titus'}",False,31,,0,0,1666884651,1666875326,1666884651.0,74222410,CC BY-SA 4.0,https://stackoverflow.com/questions/74222410/error-atomic-cannot-be-applied-to-qualified-type-nsobjectos-dispatch-source,Error: _Atomic cannot be applied to qualified type &#39;NSObject&lt;OS_dispatch_source&gt; *__strong&#39;,,,,
564,"['c++', 'json', 'nlohmann-json']","{'account_id': 4298052, 'reputation': 11553, 'user_id': 3512538, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/6Om7A.png?s=256&g=1', 'display_name': 'CIsForCookies', 'link': 'https://stackoverflow.com/users/3512538/cisforcookies'}",False,36,,0,0,1666884471,1666880900,1666884471.0,74223758,CC BY-SA 4.0,https://stackoverflow.com/questions/74223758/how-to-parse-nested-json-using-multiple-from-json-functions,how to parse nested json using multiple from_json functions?,,,,
565,"['c++', 'opengl', 'vertex-attributes']","{'account_id': 19217213, 'reputation': 5, 'user_id': 14041737, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/04efb8e87b8a49f4baedab3cbd8e9162?s=256&d=identicon&r=PG&f=1', 'display_name': 'qqpilla', 'link': 'https://stackoverflow.com/users/14041737/qqpilla'}",True,38,74224431.0,1,0,1666884207,1666882892,,74224218,CC BY-SA 4.0,https://stackoverflow.com/questions/74224218/what-happens-when-gldrawinstanced-is-called-with-primcount-greater-than-how-m,What happens when glDraw*Instanced() is called with primcount greater than how many times a vertex attribute can get updated?,,,,
