,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,accepted_answer_id,closed_reason,protected_date,migrated_from
1168,"['c++', 'opencv']","{'account_id': 19266434, 'reputation': 93, 'user_id': 14081282, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-Xu5WYWm-H8w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck4-9dnmB0FP5-3te6gh8cChhdrIQ/photo.jpg?sz=256', 'display_name': 'rog', 'link': 'https://stackoverflow.com/users/14081282/rog'}",False,271,0,0,1598463997,1598459337,1598463997.0,63601869,CC BY-SA 4.0,https://stackoverflow.com/questions/63601869/error-in-compiling-opencv-program-with-g-and-clang,Error in compiling opencv program with g++ and clang,,,,,
1169,"['c++', 'random', 'boost', 'std', 'mt19937']","{'account_id': 359424, 'reputation': 27186, 'user_id': 700825, 'user_type': 'registered', 'accept_rate': 72, 'profile_image': 'https://www.gravatar.com/avatar/6aea6e2f57f2a7b1cd6870375fbdc42f?s=256&d=identicon&r=PG', 'display_name': 'NoSenseEtAl', 'link': 'https://stackoverflow.com/users/700825/nosenseetal'}",True,367,1,3,1598463704,1598457370,1598458512.0,63601328,CC BY-SA 4.0,https://stackoverflow.com/questions/63601328/why-do-std-implementations-of-mt19937-have-double-sizeof-as-boost-version,Why do STD implementations of mt19937 have double sizeof as boost version?,,63601819.0,,,
1170,"['c++', 'matrix', 'transform', 'glm-math']","{'account_id': 10819970, 'reputation': 393, 'user_id': 7957776, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/RWq4z.png?s=256&g=1', 'display_name': 'Stefan Bauer', 'link': 'https://stackoverflow.com/users/7957776/stefan-bauer'}",False,35,0,0,1598463048,1598462905,1598463048.0,63602818,CC BY-SA 4.0,https://stackoverflow.com/questions/63602818/when-using-transformation-matrices-how-does-one-convert-orientation-and-scaling,"When using transformation matrices, how does one convert orientation and scaling from a global frame of reference into a local one?",,,,,
1171,"['c++', 'linux', 'lapack', 'blas']","{'account_id': 14829185, 'reputation': 654, 'user_id': 11637415, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a87317dc3f7e26b490dbcb46712cb9ab?s=256&d=identicon&r=PG&f=1', 'display_name': 'GeneralCode', 'link': 'https://stackoverflow.com/users/11637415/generalcode'}",True,4085,2,3,1598462355,1598455215,1598462355.0,63600714,CC BY-SA 4.0,https://stackoverflow.com/questions/63600714/how-to-build-blas-and-lapack-for-use-in-c-on-linux-cluster,How to build BLAS and LAPACK for use in C++ on Linux cluster?,,63602683.0,,,
1172,"['c++', 'lua', 'compilation', 'luajit', 'luabridge']","{'account_id': 1239508, 'reputation': 33, 'user_id': 1202442, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d115496ef6de2eec5d128dbc744b8e4d?s=256&d=identicon&r=PG', 'display_name': 'ImStackWIthWorkOverflow', 'link': 'https://stackoverflow.com/users/1202442/imstackwithworkoverflow'}",True,74,1,0,1598462293,1598452134,1598460472.0,63599864,CC BY-SA 4.0,https://stackoverflow.com/questions/63599864/luabridge-indescriptive-errors,LuaBridge Indescriptive errors,,,,,
1173,"['c++', 'multidimensional-array', 'multimap']","{'account_id': 19186583, 'reputation': 25, 'user_id': 14017267, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/37f896cb21151ffd8e39aa6a7a8dbb77?s=256&d=identicon&r=PG&f=1', 'display_name': 'kbaud', 'link': 'https://stackoverflow.com/users/14017267/kbaud'}",True,335,1,-3,1598462119,1596750913,1596751196.0,63292298,CC BY-SA 4.0,https://stackoverflow.com/questions/63292298/are-multi-dimensional-multi-maps-possible,Are multi-dimensional multi maps possible?,,63602629.0,,,
1174,"['c++', 'function-pointers', 'pointer-to-member']","{'account_id': 19345540, 'reputation': 127, 'user_id': 14144190, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0a15ca068a6d7502f76080229b5a7c83?s=256&d=identicon&r=PG&f=1', 'display_name': 'jf192210', 'link': 'https://stackoverflow.com/users/14144190/jf192210'}",True,417,2,2,1598461781,1598030230,1598031489.0,63527325,CC BY-SA 4.0,https://stackoverflow.com/questions/63527325/obtaining-a-function-pointer-to-a-non-static-member-function,Obtaining a function pointer to a non static member function,,63527364.0,,,
1175,"['java', 'c++', 'oop', 'inheritance', 'abstraction']","{'account_id': 16248912, 'reputation': 23, 'user_id': 11733351, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a19b91ee3aa2dbb9a59ae89567436e3b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Steve Siddu', 'link': 'https://stackoverflow.com/users/11733351/steve-siddu'}",True,82,2,1,1598461547,1598460651,,63602229,CC BY-SA 4.0,https://stackoverflow.com/questions/63602229/how-to-implement-an-abstarct-classs-method-in-sub-class-by-getting-variables-of,How to implement an abstarct class&#39;s method in sub-class by getting variables of it&#39;s parents class using a constructor in c++,,63602471.0,,,
1176,"['c++', 'clang++']","{'account_id': 204840, 'reputation': 15769, 'user_id': 453271, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/G7rcK.png?s=256&g=1', 'display_name': 'Andriy Tylychko', 'link': 'https://stackoverflow.com/users/453271/andriy-tylychko'}",False,284,0,3,1598460955,1598460528,1598460955.0,63602194,CC BY-SA 4.0,https://stackoverflow.com/questions/63602194/why-clang-doesnt-reuse-stack-space,why clang doesn&#39;t reuse stack space?,,,,,
1177,['c++'],"{'account_id': 18823021, 'reputation': 35, 'user_id': 13728589, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b9f90e9a04508d82b22e4baea1e51fd3?s=256&d=identicon&r=PG&f=1', 'display_name': 'Fred', 'link': 'https://stackoverflow.com/users/13728589/fred'}",True,227,1,0,1598460700,1598451452,1598451495.0,63599636,CC BY-SA 4.0,https://stackoverflow.com/questions/63599636/algorithm-for-the-cube-root-find-in-c,Algorithm for the cube root Find in C++,,63599861.0,,,
1178,"['c++', 'arrays', 'c', 'pointers']","{'account_id': 17424219, 'reputation': 1010, 'user_id': 12629252, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/NJHwG.jpg?s=256&g=1', 'display_name': 'easy_breezy', 'link': 'https://stackoverflow.com/users/12629252/easy-breezy'}",False,633,1,-1,1598460581,1598458148,,63601537,,https://stackoverflow.com/questions/63601537/c-pass-array-to-function-without-copy,C++ pass array to function without copy,1598458960.0,,Duplicate,,
1179,"['c++', 'opencv', 'camera']","{'account_id': 18076350, 'reputation': 1, 'user_id': 13139502, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhI488UjaWMNLD8XDiM3kQGHhZk0R5wtFSEQxe5Ug=k-s256', 'display_name': 'Sepideh Ghanaat', 'link': 'https://stackoverflow.com/users/13139502/sepideh-ghanaat'}",False,274,1,-1,1598459650,1596517949,,63240617,CC BY-SA 4.0,https://stackoverflow.com/questions/63240617/how-configured-basler-camera-to-dont-get-duplicate-image,How configured basler camera to don&#39;t get duplicate image,,,,,
1180,"['c++', 'vector', 'stl', 'dynamic-programming']","{'account_id': 18485462, 'reputation': 99, 'user_id': 13466550, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-TJ7GZRNe22E/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP5s6ScXzCbX4LVSXrj8pSFc57i7w/photo.jpg?sz=256', 'display_name': 'Jash Jain', 'link': 'https://stackoverflow.com/users/13466550/jash-jain'}",True,101,1,0,1598459120,1598454840,1598456773.0,63600627,CC BY-SA 4.0,https://stackoverflow.com/questions/63600627/segmentation-fault-in-vector-of-vector,Segmentation fault in vector of vector,,63601571.0,,,
1181,"['c++', 'codeblocks', 'header-files']","{'account_id': 19360024, 'reputation': 21, 'user_id': 14155452, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/xqrIJ.jpg?s=256&g=1', 'display_name': 'Ryan Fritz', 'link': 'https://stackoverflow.com/users/14155452/ryan-fritz'}",False,142,0,0,1598458849,1598451213,1598458849.0,63599557,CC BY-SA 4.0,https://stackoverflow.com/questions/63599557/how-to-include-user-defined-header-files-in-your-source-code-in-codeblocks-if,How to Include user-defined Header files in your source code in Code::blocks if Your Header file is present in the same directory as your source file?,,,,,
1182,"['c++', 'linker', 'sdl', 'msvc12']","{'account_id': 19236179, 'reputation': 11, 'user_id': 14057082, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GiGP_LDCfUbsuvmGT-rXN_mmnRONCoNy4RyYHZb=k-s256', 'display_name': 'Ruan Lucas', 'link': 'https://stackoverflow.com/users/14057082/ruan-lucas'}",False,842,0,1,1598458697,1598410344,1598458697.0,63589774,CC BY-SA 4.0,https://stackoverflow.com/questions/63589774/how-to-add-a-static-libraries-in-vs-code-c,How to add a static libraries in vs code c++?,,,,,
1183,"['python', 'c++', 'unreal-engine4', 'jedi-vim']","{'account_id': 5901210, 'reputation': 106, 'user_id': 4644664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de231c385eaa920ca8b676eeb1118f68?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jorge Alberto Calleros Ram&#237;rez', 'link': 'https://stackoverflow.com/users/4644664/jorge-alberto-calleros-ram%c3%adrez'}",True,105,1,1,1598458587,1598448944,1598458137.0,63598882,CC BY-SA 4.0,https://stackoverflow.com/questions/63598882/calling-pyobject-call-from-thread-causes-stack-overflow,Calling PyObject_Call from thread causes stack overflow,,,,,
1184,"['c++', 'collision-detection', 'physics-engine', 'bulletphysics', 'bullet']","{'account_id': 1762894, 'reputation': 2309, 'user_id': 1609485, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/1KzNA.jpg?s=256&g=1', 'display_name': 'whitwhoa', 'link': 'https://stackoverflow.com/users/1609485/whitwhoa'}",True,408,1,0,1598457578,1598414091,,63590249,CC BY-SA 4.0,https://stackoverflow.com/questions/63590249/bullet-physics-resetting-rigidbody-origin-after-manually-setting,Bullet Physics resetting rigidbody origin after manually setting,,63601383.0,,,
1185,['c++'],"{'account_id': 15579395, 'reputation': 41, 'user_id': 11284870, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/cvNlh.jpg?s=256&g=1', 'display_name': 'SirRollalot', 'link': 'https://stackoverflow.com/users/11284870/sirrollalot'}",True,31,1,0,1598457075,1598456676,,63601137,,https://stackoverflow.com/questions/63601137/variable-declaration-with-two-const,variable declaration with two const,1598456793.0,,Duplicate,,
1186,"['c++', 'structure', 'function-definition']","{'account_id': 19379564, 'reputation': 3, 'user_id': 14171140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ce323218791f3705b781bf433a0fe953?s=256&d=identicon&r=PG&f=1', 'display_name': 'B_V', 'link': 'https://stackoverflow.com/users/14171140/b-v'}",True,72,1,-2,1598456926,1598456565,1598456663.0,63601103,,https://stackoverflow.com/questions/63601103/error-expected-primary-expression-before-in-function-definition-c,error - &#39;expected primary expression before...&#39; in function definition (C++),1598457483.0,63601208.0,Not suitable for this site,,
1187,"['python', 'c++', 'c', 'shared-libraries']","{'account_id': 4400234, 'reputation': 1172, 'user_id': 3586151, 'user_type': 'registered', 'accept_rate': 64, 'profile_image': 'https://graph.facebook.com/8637474/picture?type=large', 'display_name': 'loneraver', 'link': 'https://stackoverflow.com/users/3586151/loneraver'}",False,43,0,0,1598456117,1598456117,,63600978,CC BY-SA 4.0,https://stackoverflow.com/questions/63600978/check-c-and-c-shared-library-linker-dependencies-from-python,Check C and C++ shared library linker dependencies from Python,,,,,
1188,"['c++', 'for-loop', 'brute-force']","{'account_id': 18149454, 'reputation': 11, 'user_id': 13202394, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e3b21ba64c32c437946a9d9e13ff3f7?s=256&d=identicon&r=PG&f=1', 'display_name': 'pancakes324', 'link': 'https://stackoverflow.com/users/13202394/pancakes324'}",True,105,2,-1,1598455938,1598455227,,63600717,CC BY-SA 4.0,https://stackoverflow.com/questions/63600717/function-is-exiting-loop-too-early,Function is exiting loop too early,,,,,
1189,"['c++', 'visual-studio', 'visual-c++']","{'account_id': 19335070, 'reputation': 125, 'user_id': 14135811, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/47f979858c8a2401bc4781acc8bf8750?s=256&d=identicon&r=PG&f=1', 'display_name': 'Derek81', 'link': 'https://stackoverflow.com/users/14135811/derek81'}",False,62,0,0,1598454382,1598454382,,63600512,CC BY-SA 4.0,https://stackoverflow.com/questions/63600512/calculationg-time-in-game-msg-loop,Calculationg time in game msg loop,,,,,
1190,"['c++', 'const-cast']","{'account_id': 1684928, 'reputation': 359, 'user_id': 1548418, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/a553af9b3cbd96986a0405e29936b6bc?s=256&d=identicon&r=PG', 'display_name': 'user1548418', 'link': 'https://stackoverflow.com/users/1548418/user1548418'}",True,108,2,1,1598454082,1598452416,,63599944,CC BY-SA 4.0,https://stackoverflow.com/questions/63599944/a-benevolent-case-for-const-cast,A benevolent case for const_cast?,,,,,
1191,"['c++', 'class', 'pointers', 'inheritance', 'polymorphism']","{'account_id': 19308615, 'reputation': 15, 'user_id': 14114896, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4aba41dd891ae32c17911ac54164fbb8?s=256&d=identicon&r=PG&f=1', 'display_name': 'finicu', 'link': 'https://stackoverflow.com/users/14114896/finicu'}",True,56,1,1,1598453945,1598453449,,63600246,CC BY-SA 4.0,https://stackoverflow.com/questions/63600246/polymorphism-c-field-of-base-pointer-not-using-value-given-by-derived-class-c,Polymorphism C++: field of base pointer not using value given by derived class constructor,,63600263.0,,,
1192,"['c++', 'windows', 'caching', 'tlb']","{'account_id': 1341331, 'reputation': 4419, 'user_id': 1282931, 'user_type': 'registered', 'accept_rate': 31, 'profile_image': 'https://i.stack.imgur.com/7TwwM.jpg?s=256&g=1', 'display_name': 'matthias_buehlmann', 'link': 'https://stackoverflow.com/users/1282931/matthias-buehlmann'}",False,121,0,1,1598453743,1598453743,,63600329,CC BY-SA 4.0,https://stackoverflow.com/questions/63600329/how-to-monitor-tlb-misses-windows,How to monitor TLB misses (windows)?,,,,,
1193,"['c++', 'templates']","{'account_id': 19290836, 'reputation': 161, 'user_id': 14100889, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94d7994a5961f41fba99ddff34401908?s=256&d=identicon&r=PG&f=1', 'display_name': 'ony_pox232', 'link': 'https://stackoverflow.com/users/14100889/ony-pox232'}",True,95,1,2,1598453735,1598452833,,63600072,CC BY-SA 4.0,https://stackoverflow.com/questions/63600072/c-template-specialization-with-derived-class,c++ Template specialization with derived class,,63600321.0,,,
1194,"['c++', 'visual-studio', 'file-handling']","{'account_id': 19225049, 'reputation': 1, 'user_id': 14048101, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/26267085f51c375a53c9873113afe50c?s=256&d=identicon&r=PG&f=1', 'display_name': 'kartik30369', 'link': 'https://stackoverflow.com/users/14048101/kartik30369'}",False,24,0,0,1598453173,1598452777,1598453173.0,63600056,,https://stackoverflow.com/questions/63600056/how-do-change-the-default-directory-for-file-creation,How do change the default directory for file creation?,1598453494.0,,Duplicate,,
1195,"['c++', 'arrays', 'string', 'random']","{'account_id': 18973429, 'reputation': 69, 'user_id': 13846410, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/--80sRHO_YNU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckoAXH34PAy9SrBK1ALZnMr34KxgQ/photo.jpg?sz=256', 'display_name': 'Croximo Crox', 'link': 'https://stackoverflow.com/users/13846410/croximo-crox'}",True,244,1,0,1598452697,1598449313,,63598984,CC BY-SA 4.0,https://stackoverflow.com/questions/63598984/random-and-replacement-characters-in-c-output,Random and replacement characters in c++ output,,63599895.0,,,
1196,"['c++', 'algorithm', 'data-structures', 'linked-list', 'singly-linked-list']","{'account_id': 19354023, 'reputation': 281, 'user_id': 14150709, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/5qXwv.jpg?s=256&g=1', 'display_name': 'Himanshu Ranjan', 'link': 'https://stackoverflow.com/users/14150709/himanshu-ranjan'}",True,68,1,0,1598452588,1598451960,1598452337.0,63599794,CC BY-SA 4.0,https://stackoverflow.com/questions/63599794/why-this-program-is-not-able-to-merge-2-linked-list-in-sorted-order,Why this program is not able to merge 2 Linked List in Sorted order?,,63599889.0,,,
1197,"['c++', 'pointers', 'reference', 'compiler-optimization']","{'account_id': 18039687, 'reputation': 179, 'user_id': 13422243, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10e98bbdb6c85a851de2d9b2cab2bad5?s=256&d=identicon&r=PG&f=1', 'display_name': 'linternetsansfil', 'link': 'https://stackoverflow.com/users/13422243/linternetsansfil'}",True,117,3,0,1598452111,1598432342,,63594120,CC BY-SA 4.0,https://stackoverflow.com/questions/63594120/do-references-always-create-an-implicit-pointer,Do references always create an implicit pointer?,,,,,
1198,['c++'],"{'account_id': 16446840, 'reputation': 347, 'user_id': 11881401, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/10538f1f984ee186d2b7579f5a411237?s=256&d=identicon&r=PG&f=1', 'display_name': 'Henry Wise', 'link': 'https://stackoverflow.com/users/11881401/henry-wise'}",True,603,1,1,1598451944,1598449431,,63599011,CC BY-SA 4.0,https://stackoverflow.com/questions/63599011/getting-reference-of-the-front-element-when-queue-is-popped,Getting reference of the front element when queue is popped,,,,,
1199,"['c++', 'stl', 'queue']","{'account_id': 4929951, 'reputation': 245, 'user_id': 3970061, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'rahul sharma', 'link': 'https://stackoverflow.com/users/3970061/rahul-sharma'}",True,307,1,0,1598451792,1598449603,,63599075,CC BY-SA 4.0,https://stackoverflow.com/questions/63599075/queue-swap-c-stl,Queue Swap C++ STL,,,,,
1200,['c++'],"{'account_id': 19378227, 'reputation': 1, 'user_id': 14170082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/fced17b3c0efea471a516a3ce1a5142a?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arcane', 'link': 'https://stackoverflow.com/users/14170082/arcane'}",True,61,2,-1,1598451308,1598445772,1598445982.0,63597962,CC BY-SA 4.0,https://stackoverflow.com/questions/63597962/c-error-variable-declared-void-when-passing-array-into-function,C++ error variable declared void when passing array into function,,,,,
1201,"['c++', 'windows']","{'account_id': 229223, 'reputation': 1636, 'user_id': 492034, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/f88b5ee10330dd2e3558ca0d69db070c?s=256&d=identicon&r=PG', 'display_name': 'marco', 'link': 'https://stackoverflow.com/users/492034/marco'}",True,186,1,0,1598450640,1598448798,,63598840,CC BY-SA 4.0,https://stackoverflow.com/questions/63598840/c-windows-catch-process-exit-from-task-manager,C++ - Windows - catch process exit from Task Manager,,63599389.0,,,
1202,"['c++', 'boost']","{'account_id': 168490, 'reputation': 14448, 'user_id': 393984, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/ad1eabf5d0b6cbdb2d24db2e8d16e1b9?s=256&d=identicon&r=PG', 'display_name': 'grunk', 'link': 'https://stackoverflow.com/users/393984/grunk'}",True,301,1,2,1598449820,1598445814,1598448050.0,63597974,CC BY-SA 4.0,https://stackoverflow.com/questions/63597974/parsing-string-to-boostposix-timeptime-with-milliseconds,Parsing string to boost::posix_time::ptime with milliseconds,,,,,
1203,"['c++', 'audio', 'uwp', 'c++-winrt']","{'account_id': 2895111, 'reputation': 3842, 'user_id': 2483065, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/445fde8324a574466843732d0934404d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Logman', 'link': 'https://stackoverflow.com/users/2483065/logman'}",False,101,0,0,1598449703,1598449703,,63599109,CC BY-SA 4.0,https://stackoverflow.com/questions/63599109/delay-intput-in-windows-media-audio-audiograph,Delay intput in Windows.Media.Audio.AudioGraph,,,,,
1204,"['c++', 'exponent', 'error-correction']","{'account_id': 16489162, 'reputation': 45, 'user_id': 11913587, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-gJMb-Lzvs4Y/AAAAAAAAAAI/AAAAAAAAAMw/Fo39P81DlSU/photo.jpg?sz=256', 'display_name': 'Kaushik Mahadevan', 'link': 'https://stackoverflow.com/users/11913587/kaushik-mahadevan'}",True,621,2,0,1598449388,1598437617,1598449388.0,63595622,CC BY-SA 4.0,https://stackoverflow.com/questions/63595622/my-code-to-find-all-pairs-of-numbers-such-that-xy-yx-producing-the-wrong-out,My code to find all pairs of numbers such that x^y &gt; y^x producing the wrong output,,63596398.0,,,
1205,"['c++', 'multithreading', 'synchronization']","{'account_id': 14653816, 'reputation': 99, 'user_id': 10583005, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-Lh8R9iL2Euw/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbDuBUU9zxdRtev1Y1iDehN0eDnPSA/mo/photo.jpg?sz=256', 'display_name': 'GiovanniSan', 'link': 'https://stackoverflow.com/users/10583005/giovannisan'}",False,123,0,1,1598449074,1598448681,1598449074.0,63598807,CC BY-SA 4.0,https://stackoverflow.com/questions/63598807/cant-benefit-from-multithreading-and-dont-know-why,Can&#39;t benefit from multithreading and don&#39;t know why,,,,,
1206,"['c++', 'error-handling']","{'user_type': 'does_not_exist', 'display_name': 'user14248283'}",True,330,1,0,1598449067,1598430982,1598431336.0,63593743,CC BY-SA 4.0,https://stackoverflow.com/questions/63593743/process-returned-1073741819-0xc0000005-execution-time-2-049-s,Process returned -1073741819 (0xC0000005) execution time : 2.049 s,,63594352.0,,,
1207,['c++'],"{'account_id': 6432297, 'reputation': 419, 'user_id': 4984930, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/bfcaa29e41761a344f017643494d48c7?s=256&d=identicon&r=PG&f=1', 'display_name': 'Amogh Joshi', 'link': 'https://stackoverflow.com/users/4984930/amogh-joshi'}",True,105,2,0,1598449056,1598426217,,63592404,CC BY-SA 4.0,https://stackoverflow.com/questions/63592404/how-is-this-c-expression-evaluated,How is this C++ expression evaluated?,,63592469.0,,,
1208,"['c++', 'xml', 'qt', 'qxmlstreamreader']","{'account_id': 10056837, 'reputation': 93, 'user_id': 7434770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/94e1f74611b194cfa7605e91f6476483?s=256&d=identicon&r=PG&f=1', 'display_name': 'Garu94', 'link': 'https://stackoverflow.com/users/7434770/garu94'}",False,137,0,0,1598449046,1598448641,1598449046.0,63598790,CC BY-SA 4.0,https://stackoverflow.com/questions/63598790/parsing-texts-from-xml-file-with-qxmlstreamreader-n-replaced-with-n,"Parsing texts from XML file with QXmlStreamReader, &#39;\n&#39; replaced with &#39;\\n&#39;",,,,,
1209,"['c++', 'debugging', 'compiler-optimization', 'constexpr']","{'account_id': 18913281, 'reputation': 23, 'user_id': 13798907, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GghOGWIqR-h9qrqbjwIkjlqDm_-gXzBYIQznZ1zcQ=k-s256', 'display_name': 'Fensox', 'link': 'https://stackoverflow.com/users/13798907/fensox'}",True,277,1,0,1598448274,1598446694,1598447427.0,63598209,CC BY-SA 4.0,https://stackoverflow.com/questions/63598209/will-a-modern-c-compiler-optimize-away-false-constexpr-conditionals,Will a modern C++ compiler optimize away false constexpr conditionals?,,63598412.0,,,
1210,"['c++', 'floating-point', 'bitwise-operators', 'intrinsics']","{'account_id': 18563720, 'reputation': 61, 'user_id': 13527176, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gg8WVTwcRyzzQVP5SpxNDtl2Q59BoBMaNBB0hyHug=k-s256', 'display_name': 'Zeyad Khattab', 'link': 'https://stackoverflow.com/users/13527176/zeyad-khattab'}",True,118,1,0,1598448094,1598447710,,63598488,CC BY-SA 4.0,https://stackoverflow.com/questions/63598488/how-to-implement-mm-and-ps,How to implement _mm_and_ps?,,,,,
1211,"['c++', 'armadillo']","{'account_id': 19174736, 'reputation': 59, 'user_id': 14007680, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/606d442dec4c9859542f81b07b203a86?s=256&d=identicon&r=PG&f=1', 'display_name': 'bayesNie', 'link': 'https://stackoverflow.com/users/14007680/bayesnie'}",True,91,1,0,1598448010,1598440323,1598448010.0,63596395,CC BY-SA 4.0,https://stackoverflow.com/questions/63596395/how-to-do-bit-wise-and-between-multi-dimensional-arrays-using-armadillo-in-c,How to do bit-wise AND between multi-dimensional arrays using armadillo in C++?,,63597747.0,,,
1212,"['c++', 'inheritance', 'move-semantics', 'assignment-operator']","{'account_id': 1604190, 'reputation': 3831, 'user_id': 1484601, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/47efacf4f9467b85d64477b9e0f0c31f?s=256&d=identicon&r=PG', 'display_name': 'Vince', 'link': 'https://stackoverflow.com/users/1484601/vince'}",True,127,1,0,1598446821,1598446313,,63598109,CC BY-SA 4.0,https://stackoverflow.com/questions/63598109/c-move-assignement-operator-and-inheritance,c++ : move assignement operator and inheritance,,,,,
1213,"['c++', 'templates', 'eigen', 'eigen3']","{'account_id': 19253087, 'reputation': 131, 'user_id': 14070605, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a31f5f8236729d7c52a7bb48ca344637?s=256&d=identicon&r=PG&f=1', 'display_name': 'A_Man', 'link': 'https://stackoverflow.com/users/14070605/a-man'}",True,180,2,1,1598446574,1598434069,1598434204.0,63594614,CC BY-SA 4.0,https://stackoverflow.com/questions/63594614/generic-eigen-matrix-vector-object-transfer-to-a-custom-matrix-vector-container,Generic Eigen Matrix/Vector object transfer to a custom matrix/vector container,,63594756.0,,,
1214,"['c++', 'g++', 'openmp', 'simd', 'c++-experimental']","{'account_id': 3348421, 'reputation': 203, 'user_id': 3476835, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/752856165/picture?type=large', 'display_name': 'Nigel Overmars', 'link': 'https://stackoverflow.com/users/3476835/nigel-overmars'}",False,409,1,3,1598446060,1597845598,1598304042.0,63488675,CC BY-SA 4.0,https://stackoverflow.com/questions/63488675/using-openmp-threads-and-stdexperimentalsimd-to-compute-the-mandelbrot-set,Using OpenMP threads and std::(experimental::)simd to compute the Mandelbrot set,,,,,
1215,"['c++', 'memory-leaks', 'valgrind', 'memcheck']","{'account_id': 14845944, 'reputation': 1, 'user_id': 10721247, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ab33fafa2f7f3234873b8eba7ce2634b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Aaron', 'link': 'https://stackoverflow.com/users/10721247/aaron'}",False,160,1,-1,1598445672,1598365424,,63580991,CC BY-SA 4.0,https://stackoverflow.com/questions/63580991/valgrind-memcheck-get-instead-of-method-names,Valgrind memcheck - get ??? instead of method names,,,,,
