,tags,owner,is_answered,view_count,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,protected_date,migrated_from
1546,"['c++', 'c', 'compiler-construction', 'standards']","{'account_id': 103039, 'reputation': 14985, 'user_id': 276193, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/3d9b60ead1b0c8420c03b203832e8d5f?s=256&d=identicon&r=PG', 'display_name': 'learnvst', 'link': 'https://stackoverflow.com/users/276193/learnvst'}",True,789,10225113.0,5,6,1347493452,1334826975,1347493452.0,10225042,CC BY-SA 3.0,https://stackoverflow.com/questions/10225042/why-are-function-argument-names-unimportant-in-c-declarations,Why are function argument names unimportant in c++ declarations?,,,,,
1547,"['c++', 'windows', 'linux', 'unicode', 'cross-platform']","{'account_id': 18692, 'reputation': 3215, 'user_id': 43058, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://i.stack.imgur.com/nBDKF.jpg?s=256&g=1', 'display_name': 'Jesse Pepper', 'link': 'https://stackoverflow.com/users/43058/jesse-pepper'}",True,2409,12114971.0,5,10,1347417163,1333358941,,9973930,CC BY-SA 3.0,https://stackoverflow.com/questions/9973930/cross-platform-c-use-the-native-string-encoding-or-standardise-across-platfor,Cross-platform C++: Use the native string encoding or standardise across platforms?,,,,,
1548,"['c++', 'mysql', 'mysql-connector']","{'account_id': 1068365, 'reputation': 24182, 'user_id': 1068266, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/RiiGR.jpg?s=256&g=1', 'display_name': 'Levi Botelho', 'link': 'https://stackoverflow.com/users/1068266/levi-botelho'}",True,3549,10562996.0,2,4,1347392810,1334353840,1334355132.0,10148773,CC BY-SA 3.0,https://stackoverflow.com/questions/10148773/mysql-connector-c-invalid-pointer,MySQL Connector C++ - Invalid Pointer,,,,,
1549,"['c++', 'performance', 'c++11', 'fft']","{'account_id': 7906, 'reputation': 47645, 'user_id': 13924, 'user_type': 'registered', 'accept_rate': 45, 'profile_image': 'https://i.stack.imgur.com/rRkqv.jpg?s=256&g=1', 'display_name': 'J D', 'link': 'https://stackoverflow.com/users/13924/j-d'}",True,8932,,1,16,1347337230,1334225593,1334228503.0,10121574,CC BY-SA 3.0,https://stackoverflow.com/questions/10121574/safe-and-fast-fft,Safe and fast FFT,,,,,
1550,['c++'],"{'account_id': 83698, 'reputation': 1667, 'user_id': 234495, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/bfd5a665a46d86e1014341ba2b1af874?s=256&d=identicon&r=PG', 'display_name': 'vamsi', 'link': 'https://stackoverflow.com/users/234495/vamsi'}",True,150,10041611.0,3,1,1347307492,1333704409,,10041576,CC BY-SA 3.0,https://stackoverflow.com/questions/10041576/how-can-i-implement-a-method-as-final-final-as-in-java-in-c,How can I implement a method as final (final as in JAVA) in C++?,,,,,
1551,"['c++', 'marshalling', 'com-interop']","{'account_id': 37896, 'reputation': 15567, 'user_id': 108493, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/176fcb7e1c5e573c488bf615d1b52a9e?s=256&d=identicon&r=PG', 'display_name': 'Dabblernl', 'link': 'https://stackoverflow.com/users/108493/dabblernl'}",True,186,10356397.0,2,2,1347207001,1335531574,1347206780.0,10351068,CC BY-SA 3.0,https://stackoverflow.com/questions/10351068/please-help-me-to-marshal-this-array-of-structs-to-c,Please help me to Marshal this array of structs to C++,,,,,
1552,"['c++', 'algorithm', 'pattern-matching']","{'account_id': 183728, 'reputation': 3626, 'user_id': 419284, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/2c9fdfde3e44539d2cb2770ac87537c0?s=256&d=identicon&r=PG', 'display_name': 'LoveTW', 'link': 'https://stackoverflow.com/users/419284/lovetw'}",False,244,,2,0,1347019455,1333630759,1347019455.0,10029085,CC BY-SA 3.0,https://stackoverflow.com/questions/10029085/how-to-compare-two-patterns-efficiently-in-c,How to compare two patterns efficiently in C++,,,,,
1553,"['c++', 'c', 'puzzle']","{'account_id': 165146, 'reputation': 20209, 'user_id': 388350, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/60346b32bca3921a2df539d340066825?s=256&d=identicon&r=PG', 'display_name': 'Shubham', 'link': 'https://stackoverflow.com/users/388350/shubham'}",True,2843,10105471.0,11,8,1347018400,1334144647,,10105229,,https://stackoverflow.com/questions/10105229/c-c-puzzle-to-print-values-from-1-15-15-1-with-a-single-for-loop,C/C++ Puzzle: To print values from 1..15 15..1 with a single for loop,1334160057.0,not a real question,,,
1554,"['c++', 'qt', 'topmost']","{'account_id': 1415599, 'reputation': 107, 'user_id': 1341329, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9d621e9502945b9bac4672b6ca240e8e?s=256&d=identicon&r=PG', 'display_name': 'pogdhu', 'link': 'https://stackoverflow.com/users/1341329/pogdhu'}",True,9472,,3,9,1347009662,1334756830,,10210754,CC BY-SA 3.0,https://stackoverflow.com/questions/10210754/how-to-make-a-window-appear-on-top-of-everything-even-full-screen-games-c-q,How to make a window appear on top of everything (even full screen games!) c++/Qt,,,,,
1555,"['c++', 'numbers', 'double', 'sum']","{'account_id': 1436533, 'reputation': 2806, 'user_id': 1357764, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/3a3fdec2053422b22465044453d2a089?s=256&d=identicon&r=PG', 'display_name': 'Nurlan', 'link': 'https://stackoverflow.com/users/1357764/nurlan'}",True,10284,10330857.0,8,14,1346935768,1335429930,1335874517.0,10330002,CC BY-SA 3.0,https://stackoverflow.com/questions/10330002/sum-of-small-double-numbers-c,sum of small double numbers c++,,,,,
1556,"['c++', 'c', 'python-3.x', 'twain']","{'account_id': 1026336, 'reputation': 1523, 'user_id': 1035567, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/915ad63132c5c9feb2d9cf60a0e8a53b?s=256&d=identicon&r=PG', 'display_name': 'Ekaterina Mishina', 'link': 'https://stackoverflow.com/users/1035567/ekaterina-mishina'}",True,1070,,1,0,1346922225,1334561778,1334666548.0,10170252,CC BY-SA 3.0,https://stackoverflow.com/questions/10170252/python3-or-c-c-twain-interface,Python3 or C/C++: TWAIN interface,,,,,
1557,"['c++', 'compare', 'quicksort']","{'account_id': 1424600, 'reputation': 77, 'user_id': 1348463, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://www.gravatar.com/avatar/fa8a209b17482605e2b71b2c288690e3?s=256&d=identicon&r=PG', 'display_name': 'user1348463', 'link': 'https://stackoverflow.com/users/1348463/user1348463'}",True,255,,2,1,1346912828,1335021563,1346912828.0,10260243,CC BY-SA 3.0,https://stackoverflow.com/questions/10260243/how-to-compare-strings-using,"How to compare strings using (&lt;,&gt;)",,,,,
1558,"['c++', 'file', 'input']","{'account_id': 1370833, 'reputation': 3, 'user_id': 1306082, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/65be76559f2c63e8cb828a1756f2349b?s=256&d=identicon&r=PG', 'display_name': 'user1306082', 'link': 'https://stackoverflow.com/users/1306082/user1306082'}",True,160,9963295.0,2,0,1346911901,1333271748,1346911901.0,9963258,CC BY-SA 3.0,https://stackoverflow.com/questions/9963258/c-file-input-output-strange-behavior-of-the-variable,C++ File input/output strange behavior of the variable,,,,,
1559,"['c++', 'class', 'return-value']","{'account_id': 1001265, 'reputation': 663, 'user_id': 1016059, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/f5c3525d90d4b8c52efb4b9197e47db6?s=256&d=identicon&r=PG', 'display_name': 'Bogdan Maier', 'link': 'https://stackoverflow.com/users/1016059/bogdan-maier'}",True,3725,10130782.0,7,2,1346870909,1334260379,1346870909.0,10130755,CC BY-SA 3.0,https://stackoverflow.com/questions/10130755/classes-get-function-return-more-than-one-value,Classes - Get function - return more than one value,,,,,
1560,"['c++', 'static', 'complex-numbers']","{'user_type': 'does_not_exist', 'display_name': 'user466534'}",True,300,10257918.0,2,0,1346854503,1335001967,1346854503.0,10257903,CC BY-SA 3.0,https://stackoverflow.com/questions/10257903/static-keyword-error-in-complex-numbers-class,static keyword error in complex number&#39;s class,,,,,
1561,"['c++', 'image', 'opencv', 'similarity']","{'account_id': 380069, 'reputation': 864, 'user_id': 1086644, 'user_type': 'registered', 'accept_rate': 58, 'profile_image': 'https://www.gravatar.com/avatar/a58e13526a2dc520a5a20a0295cd90ae?s=256&d=identicon&r=PG&f=1', 'display_name': 'NOP', 'link': 'https://stackoverflow.com/users/1086644/nop'}",True,2635,,1,4,1346828992,1334021117,,10081960,CC BY-SA 3.0,https://stackoverflow.com/questions/10081960/opencv-fast-way-to-compare-frames-for-similarity,OpenCV: Fast way to compare frames for similarity,,,,,
1562,"['c++', 'boost', 'map', 'shared-memory']","{'account_id': 475351, 'reputation': 918, 'user_id': 885618, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/1cf126c7cc681ba9a8f5c7df53ca13e1?s=256&d=identicon&r=PG', 'display_name': 'Oliver', 'link': 'https://stackoverflow.com/users/885618/oliver'}",True,301,12276241.0,1,1,1346828977,1335095976,1335096303.0,10267747,CC BY-SA 3.0,https://stackoverflow.com/questions/10267747/boost-shared-memory-map-reattach,Boost Shared Memory Map reattach,,,,,
1563,"['c++', 'c++11', 'inline', 'constexpr', 'static-assert']","{'account_id': 454585, 'reputation': 25297, 'user_id': 852254, 'user_type': 'registered', 'accept_rate': 92, 'profile_image': 'https://i.stack.imgur.com/HU9ak.jpg?s=256&g=1', 'display_name': 'David Stone', 'link': 'https://stackoverflow.com/users/852254/david-stone'}",True,5476,,3,14,1346804038,1335159354,1495540048.0,10275300,CC BY-SA 3.0,https://stackoverflow.com/questions/10275300/constexpr-static-assert-and-inlining,"constexpr, static_assert, and inlining",,,,,
1564,"['c++', 'audio', 'xaudio2']","{'account_id': 1320365, 'reputation': 153, 'user_id': 1266334, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://www.gravatar.com/avatar/c36253c57a011be456b2b28bf27222a4?s=256&d=identicon&r=PG', 'display_name': 'user1266334', 'link': 'https://stackoverflow.com/users/1266334/user1266334'}",False,710,,1,0,1346757193,1335538719,,10352987,CC BY-SA 3.0,https://stackoverflow.com/questions/10352987/xaudio2-delay-with-small-buffer-size,XAudio2 delay with small buffer size,,,,,
1565,"['c++', 'path-finding']","{'account_id': 1011218, 'reputation': 2785, 'user_id': 1023753, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/a801bb769a73e5d0d73a15fb6eb78ba6?s=256&d=identicon&r=PG', 'display_name': 'noisy cat', 'link': 'https://stackoverflow.com/users/1023753/noisy-cat'}",True,2396,9992892.0,5,2,1346413435,1333454452,1333455250.0,9992823,CC BY-SA 3.0,https://stackoverflow.com/questions/9992823/pathfinding-in-platform-game-in-c,Pathfinding in platform game in C++,,,,,
1566,"['android', 'c++', 'debugging', 'android-ndk', 'gdb']","{'account_id': 66482, 'reputation': 1313, 'user_id': 194990, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/49e1a408e0be7ef200cbe25d55077c8d?s=256&d=identicon&r=PG', 'display_name': 'ThreaderSlash', 'link': 'https://stackoverflow.com/users/194990/threaderslash'}",True,4177,12183363.0,1,9,1346261152,1333467719,,9996738,CC BY-SA 3.0,https://stackoverflow.com/questions/9996738/android-ndk-find-dynamic-link-unable-to-debug-library,Android NDK find dynamic link : unable to debug library,,,,,
1567,"['c++', 'templates']","{'account_id': 213288, 'reputation': 438, 'user_id': 466604, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://i.stack.imgur.com/isPXF.jpg?s=256&g=1', 'display_name': 'arithma', 'link': 'https://stackoverflow.com/users/466604/arithma'}",True,102,10313046.0,1,1,1346132874,1335346545,1346132874.0,10312975,CC BY-SA 3.0,https://stackoverflow.com/questions/10312975/avoiding-circular-class-dependencies-when-definitions-are-required,Avoiding circular class dependencies when definitions are required,,,,,
1568,"['c++', 'user-interface', 'console']","{'account_id': 967492, 'reputation': 937, 'user_id': 990639, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://www.gravatar.com/avatar/ed00e3d75e08a128aaa9dbf21d1035ce?s=256&d=identicon&r=PG', 'display_name': 'Eugene', 'link': 'https://stackoverflow.com/users/990639/eugene'}",True,4126,10068055.0,4,0,1346096679,1333934705,,10067978,CC BY-SA 3.0,https://stackoverflow.com/questions/10067978/adding-gui-to-c-win32-console,Adding GUI to c++ win32 console,,,,,
1569,"['c++', 'qt', 'vtk']","{'account_id': 464814, 'reputation': 4244, 'user_id': 868546, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/05c689f8a9d6a545795c89c6118f47db?s=256&d=identicon&r=PG', 'display_name': 'Drise', 'link': 'https://stackoverflow.com/users/868546/drise'}",True,1704,12145897.0,1,1,1346091805,1334784576,1334790298.0,10218316,CC BY-SA 3.0,https://stackoverflow.com/questions/10218316/add-and-remove-vtkchartxy-vtkcontextview-within-a-qvtkwidget-renderer,Add and remove vtkChartXY/vtkContextView within a QVTKWidget renderer,,,,,
1570,"['c++', 'c++11', 'unions', 'strict-aliasing', 'type-punning']","{'account_id': 907035, 'reputation': 3430, 'user_id': 941699, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/ffe975ddb6128672b5e3f7d578aa3d03?s=256&d=identicon&r=PG', 'display_name': 'cooky451', 'link': 'https://stackoverflow.com/users/941699/cooky451'}",True,6627,,4,20,1346076574,1333283651,1346076574.0,9964418,CC BY-SA 3.0,https://stackoverflow.com/questions/9964418/strict-aliasing-and-alignment,strict aliasing and alignment,,,,,
1571,['c++'],"{'account_id': 1046397, 'reputation': 2694, 'user_id': 1051292, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/89cce8b59e351225f874e8d24c9215f4?s=256&d=identicon&r=PG', 'display_name': 'Kevin', 'link': 'https://stackoverflow.com/users/1051292/kevin'}",True,136,10205797.0,3,0,1346015106,1334737831,1346015106.0,10205661,CC BY-SA 3.0,https://stackoverflow.com/questions/10205661/calling-method-from-parent-class,calling method from parent class,,,,,
1572,"['c++', 'struct', 'g++', 'unions']","{'account_id': 371696, 'reputation': 571, 'user_id': 720366, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/9d4b56529baeebacb31775f512966f50?s=256&d=identicon&r=PG', 'display_name': 'djfoxmccloud', 'link': 'https://stackoverflow.com/users/720366/djfoxmccloud'}",True,2490,10175015.0,3,2,1346003897,1334582450,1346003897.0,10174955,CC BY-SA 3.0,https://stackoverflow.com/questions/10174955/union-initialisation-in-a-struct,Union initialisation in a struct,,,,,
1573,"['c++', 'boost', 'syntax', 'tree', 'calculator']","{'account_id': 960926, 'reputation': 2771, 'user_id': 985292, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/e6ca85a16a179e7fdc825f2159d5aff1?s=256&d=identicon&r=PG', 'display_name': 'Johannes', 'link': 'https://stackoverflow.com/users/985292/johannes'}",True,453,12119729.0,1,0,1345875912,1334222261,1334250636.0,10120735,CC BY-SA 3.0,https://stackoverflow.com/questions/10120735/separating-ast-creation-and-computation-with-boost-spirit,Separating AST creation and computation with boost spirit,,,,,
1574,"['c++', 'boost-spirit-qi']","{'account_id': 1293424, 'reputation': 630, 'user_id': 1245083, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://i.stack.imgur.com/AkFFt.png?s=256&g=1', 'display_name': 'Giuliano', 'link': 'https://stackoverflow.com/users/1245083/giuliano'}",True,1180,12093312.0,1,6,1345730185,1335443555,1345730185.0,10333487,CC BY-SA 3.0,https://stackoverflow.com/questions/10333487/spiritqi-passing-inherited-attribute-reference-to-phoenixfunction,spirit::qi : passing inherited attribute reference to phoenix::function,,,,,
1575,"['c++', 'opengl', 'glsl']","{'account_id': 1027131, 'reputation': 3946, 'user_id': 1036205, 'user_type': 'registered', 'accept_rate': 76, 'profile_image': 'https://www.gravatar.com/avatar/0a0a329edf5916b9e2e4d025b1875383?s=256&d=identicon&r=PG', 'display_name': 'Rookie', 'link': 'https://stackoverflow.com/users/1036205/rookie'}",True,6357,12035779.0,3,11,1345575984,1335538294,1345575984.0,10352870,CC BY-SA 3.0,https://stackoverflow.com/questions/10352870/how-to-draw-smooth-lines-in-2d-scene-with-opengl-without-using-gl-line-smooth,How to draw smooth lines in 2D scene with OpenGL without using GL_LINE_SMOOTH?,,,,,
1576,"['c++', 'python', 'python-c-api', 'python-c-extension']","{'account_id': 1181955, 'reputation': 19302, 'user_id': 1156707, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/99055b620fb3a9d30a8f6ac480c25227?s=256&d=identicon&r=PG', 'display_name': 'Louis Thibault', 'link': 'https://stackoverflow.com/users/1156707/louis-thibault'}",True,1036,10368244.0,2,1,1345507105,1335652300,1345507105.0,10368141,CC BY-SA 3.0,https://stackoverflow.com/questions/10368141/is-the-python-c-api-entirely-compatible-with-c,Is the python C API entirely compatible with C++?,,,,,
1577,"['c++', 'matlab', 'visual-c++', 'udp', 'simulink']","{'account_id': 1070331, 'reputation': 53, 'user_id': 1069791, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/70b1b93a152f037cf3137f72540a9e3e?s=256&d=identicon&r=PG', 'display_name': 'Tapia', 'link': 'https://stackoverflow.com/users/1069791/tapia'}",True,1608,,1,1,1345468364,1334610657,,10181786,CC BY-SA 3.0,https://stackoverflow.com/questions/10181786/how-can-i-run-a-c-program-as-a-simulink-block,How can I run a C++ program as a Simulink block?,,,,,
1578,"['c++', 'python', 'boost-python', 'python-module', 'python-c-api']","{'account_id': 460915, 'reputation': 5230, 'user_id': 862300, 'user_type': 'registered', 'accept_rate': 62, 'profile_image': 'https://i.stack.imgur.com/N2p1n.jpg?s=256&g=1', 'display_name': 'pezcode', 'link': 'https://stackoverflow.com/users/862300/pezcode'}",True,813,,1,2,1345368046,1335537904,1345368046.0,10352786,CC BY-SA 3.0,https://stackoverflow.com/questions/10352786/dynamically-loading-a-python-module-from-a-dll-with-boost-python,Dynamically loading a python module from a DLL with Boost.Python,,,,,
1579,"['c++', 'compilation', 'header-files']","{'account_id': 147254, 'reputation': 3586, 'user_id': 358242, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://www.gravatar.com/avatar/dfc8e7dc00d92d43d9a64c5b70839015?s=256&d=identicon&r=PG', 'display_name': 'RnMss', 'link': 'https://stackoverflow.com/users/358242/rnmss'}",True,417,10155902.0,5,2,1345134956,1334425140,1345134728.0,10155839,CC BY-SA 3.0,https://stackoverflow.com/questions/10155839/does-putting-a-whole-class-definition-in-a-h-make-the-executable-larger,Does putting a whole class definition in a &quot;.h&quot; make the executable larger?,,,,,
1580,"['c++', 'com', 'asp-classic', 'scheduled-tasks', 'impersonation']","{'account_id': 1079248, 'reputation': 872, 'user_id': 1076691, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/39c967cfb8476e16ce25cb3fb08cf59d?s=256&d=identicon&r=PG', 'display_name': 'fhevol', 'link': 'https://stackoverflow.com/users/1076691/fhevol'}",True,301,11975086.0,1,1,1345055842,1335492605,,10343899,CC BY-SA 3.0,https://stackoverflow.com/questions/10343899/classic-asp-and-itaskscheduler-access-denied-error,Classic ASP and ITaskScheduler access denied error,,,,,
1581,"['c++', 'opengl', 'polygon', 'smoothing', 'curve']","{'account_id': 411609, 'reputation': 187, 'user_id': 784176, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/803eb850b7e3d96d32512392226d0069?s=256&d=identicon&r=PG&f=1', 'display_name': 'cafaxo', 'link': 'https://stackoverflow.com/users/784176/cafaxo'}",True,1222,10363694.0,1,6,1344956392,1335616274,1344956392.0,10363499,CC BY-SA 3.0,https://stackoverflow.com/questions/10363499/opengl-create-complex-and-smoothed-polygons,OpenGL: create complex and smoothed polygons,,,,,
1582,"['c++', 'c', 'interface', 'swig', 'language-binding']","{'account_id': 1007912, 'reputation': 107, 'user_id': 1021140, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d3aa1598721cad0225e37af11627a8b7?s=256&d=identicon&r=PG', 'display_name': 'c0f33.alex', 'link': 'https://stackoverflow.com/users/1021140/c0f33-alex'}",True,1878,10008434.0,1,2,1344936755,1333461690,,9994887,CC BY-SA 3.0,https://stackoverflow.com/questions/9994887/extending-incomplete-types-swig,extending &#39;incomplete&#39; types (SWIG),,,,,
1583,"['c++', 'opencv', 'kinect']","{'account_id': 142797, 'reputation': 732, 'user_id': 350724, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/117366c0599a626cbcc33fb6c100434c?s=256&d=identicon&r=PG', 'display_name': 'Simon Campbell', 'link': 'https://stackoverflow.com/users/350724/simon-campbell'}",True,4172,10132587.0,1,2,1344934760,1334205044,1334205388.0,10117396,CC BY-SA 3.0,https://stackoverflow.com/questions/10117396/trouble-fitting-depth-image-to-rgb-image-using-kinect-1-0-sdk,Trouble fitting depth image to RGB image using Kinect 1.0 SDK,,,,1344937513.0,
1584,"['c++', 'api', 'qt', 'opengl']","{'account_id': 102556, 'reputation': 10460, 'user_id': 275221, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/1e38611c46e24593fe8eecbb0a2d87c3?s=256&d=identicon&r=PG', 'display_name': 'sorush-r', 'link': 'https://stackoverflow.com/users/275221/sorush-r'}",True,9570,10129056.0,2,8,1344506932,1334251275,,10128576,,https://stackoverflow.com/questions/10128576/loading-3d-model-into-opengl-scene,Loading 3d model into OpenGL scene,1521333215.0,Not suitable for this site,,,
1585,"['c++', 'visual-c++', 'win32gui']","{'account_id': 1408903, 'reputation': 1, 'user_id': 1335919, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5a43818cea9b979104468ea3f18f930c?s=256&d=identicon&r=PG', 'display_name': 'user1335919', 'link': 'https://stackoverflow.com/users/1335919/user1335919'}",False,1461,,1,0,1344463271,1334568170,1334572013.0,10171555,CC BY-SA 3.0,https://stackoverflow.com/questions/10171555/user-defined-windows-shortcut-for-menu-in-pages,User defined Windows shortcut for menu in pages,,,,,
1586,"['c++', 'algorithm', 'image-processing', 'computer-vision', 'fft']","{'account_id': 1397361, 'reputation': 4334, 'user_id': 1326876, 'user_type': 'registered', 'accept_rate': 60, 'profile_image': 'https://www.gravatar.com/avatar/d36eef32625367a43da63a9909ba716e?s=256&d=identicon&r=PG', 'display_name': 'Phorce', 'link': 'https://stackoverflow.com/users/1326876/phorce'}",True,386,,3,3,1344375981,1334666235,1334666288.0,10191397,CC BY-SA 3.0,https://stackoverflow.com/questions/10191397/target-detection-algorithm-suggestions,Target Detection - Algorithm suggestions,,,,,
1587,"['c++', 'opengl', 'opencv', 'openscenegraph']","{'account_id': 1265316, 'reputation': 339, 'user_id': 1222733, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://www.gravatar.com/avatar/b6fcee074685b410c7628b93a3953697?s=256&d=identicon&r=PG', 'display_name': 'Balaji Sridharan', 'link': 'https://stackoverflow.com/users/1222733/balaji-sridharan'}",True,730,10199467.0,1,0,1344264171,1334696409,1344264171.0,10199075,CC BY-SA 3.0,https://stackoverflow.com/questions/10199075/rgb-image-from-osgviewer,RGB image from osg::viewer,,,,,
1588,"['c++', 'opengl', 'openscenegraph']","{'account_id': 1355789, 'reputation': 31082, 'user_id': 1294207, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/Inny3.jpg?s=256&g=1', 'display_name': 'Fantastic Mr Fox', 'link': 'https://stackoverflow.com/users/1294207/fantastic-mr-fox'}",True,974,10184312.0,1,1,1344264130,1334551227,1344264130.0,10168792,CC BY-SA 3.0,https://stackoverflow.com/questions/10168792/image-is-disappearing-with-rotation-in-osg,Image is disappearing with rotation in OSG,,,,,
1589,"['c++', 'gdal', 'openscenegraph']","{'account_id': 150664, 'reputation': 2805, 'user_id': 364015, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/07eb11995a862fa3e2bb1a6c4f3c5def?s=256&d=identicon&r=PG', 'display_name': 'jakev', 'link': 'https://stackoverflow.com/users/364015/jakev'}",True,493,10231673.0,1,0,1344264107,1334849604,1344264107.0,10231577,CC BY-SA 3.0,https://stackoverflow.com/questions/10231577/is-there-a-gdal-driver-for-the-openscenegraph-osg-ive-formats,Is there a GDAL driver for the OpenSceneGraph osg \ ive format(s)?,,,,,
1590,"['c++', 'opengl', 'lighting', 'openscenegraph']","{'account_id': 1355789, 'reputation': 31082, 'user_id': 1294207, 'user_type': 'registered', 'accept_rate': 94, 'profile_image': 'https://i.stack.imgur.com/Inny3.jpg?s=256&g=1', 'display_name': 'Fantastic Mr Fox', 'link': 'https://stackoverflow.com/users/1294207/fantastic-mr-fox'}",True,5475,10418971.0,1,4,1344264061,1335490241,1344264061.0,10343643,CC BY-SA 3.0,https://stackoverflow.com/questions/10343643/create-sun-light-source-in-osg,Create Sun light source in OSG,,,,,
1591,"['c++', 'constructor', 'virtual-inheritance']","{'account_id': 379901, 'reputation': 1934, 'user_id': 733583, 'user_type': 'registered', 'accept_rate': 54, 'profile_image': 'https://www.gravatar.com/avatar/493b7564f5e0ef24ad76c6e5ef8a4d0a?s=256&d=identicon&r=PG', 'display_name': 'Kundan Kumar', 'link': 'https://stackoverflow.com/users/733583/kundan-kumar'}",True,153,,3,1,1344119264,1335271896,1344119264.0,10298207,CC BY-SA 3.0,https://stackoverflow.com/questions/10298207/virtual-inheritance,virtual inheritance,,,,,
1592,"['c++', 'winapi', 'visual-c++']","{'account_id': 212626, 'reputation': 9449, 'user_id': 465558, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/6bef631b2e4da7009c8e1483e1222c9c?s=256&d=identicon&r=PG', 'display_name': 'Yanshof', 'link': 'https://stackoverflow.com/users/465558/yanshof'}",True,520,10281000.0,2,2,1343942521,1335179297,1343942521.0,10279372,CC BY-SA 3.0,https://stackoverflow.com/questions/10279372/is-it-possible-to-call-writefile-and-the-application-will-wait-for-the-callback,Is it possible to call WriteFile and the application will wait for the callback forever?,,,,,
1593,"['c++', 'g++', 'openmp', 'icc', 'restrict-qualifier']","{'account_id': 288054, 'reputation': 5302, 'user_id': 588243, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/7134a1b3bb60919edcbf78eab4e0992d?s=256&d=identicon&r=PG', 'display_name': 'Torbj&#246;rn', 'link': 'https://stackoverflow.com/users/588243/torbj%c3%b6rn'}",True,1378,10107060.0,1,0,1343932000,1334135584,1343932000.0,10103038,CC BY-SA 3.0,https://stackoverflow.com/questions/10103038/openmp-with-restrict-pointers-fails-with-icc-while-gcc-g-succeeds,OpenMP with restrict pointers fails with ICC while GCC/G++ succeeds,,,,,
