,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,last_edit_date,accepted_answer_id,closed_date,closed_reason,migrated_from,locked_date
1430,"['c++', 'linux', 'boost', 'linker', 'qmake']","{'account_id': 25022715, 'reputation': 21, 'user_id': 18881244, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Giy1eX3g3C4zLwO-pNNLXN3ybZkUZU9qD0dMH-uYw=k-s256', 'display_name': 'Albion st', 'link': 'https://stackoverflow.com/users/18881244/albion-st'}",False,69,1,1,1650541132,1650467685,71942152,CC BY-SA 4.0,https://stackoverflow.com/questions/71942152/why-cannot-linking-lboost-system-it-just-dont-work,Why cannot linking -lboost_system it just dont work,1650468058.0,,,,,
1431,"['c++', 'c', 'performance']","{'account_id': 20880728, 'reputation': 35, 'user_id': 15338520, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjjAdKyal_V5aLg8NZmWnLMvfEfkUzLIlJG4yoj=k-s256', 'display_name': 'Eolien55', 'link': 'https://stackoverflow.com/users/15338520/eolien55'}",True,308,2,1,1650541109,1650216253,71903953,CC BY-SA 4.0,https://stackoverflow.com/questions/71903953/why-is-c-slower-than-c-when-doing-literaly-nothing,Why is C++ slower than C when doing literaly nothing,1650351385.0,71904351.0,,,,
1432,"['c++', 'arduino', 'esp32', 'arduino-esp32']","{'account_id': 24642641, 'reputation': 53, 'user_id': 18540664, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e95860faa7a091a98485905352dc73a1?s=256&d=identicon&r=PG', 'display_name': 'bull19', 'link': 'https://stackoverflow.com/users/18540664/bull19'}",True,77,1,-1,1650540560,1650536687,71952859,CC BY-SA 4.0,https://stackoverflow.com/questions/71952859/why-can%c2%b4t-i-write-char-to-string,Why can&#180;t I write char to String?,1650540560.0,,,,,
1433,"['c++', 'arrays', 'image-processing', 'pixel']","{'account_id': 20076899, 'reputation': 33, 'user_id': 14720460, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c2044d3d6e23d7315a87286fd7a27c6e?s=256&d=identicon&r=PG&f=1', 'display_name': 'Leanne', 'link': 'https://stackoverflow.com/users/14720460/leanne'}",False,67,0,0,1650540094,1650540094,71953581,CC BY-SA 4.0,https://stackoverflow.com/questions/71953581/shrink-image-using-c,Shrink image using C++,,,,,,
1434,"['c++', 'qt', 'debugging', 'qml', 'gdb']","{'account_id': 25005087, 'reputation': 13, 'user_id': 18865121, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/6cbd4422a639515a5a8319f8282f53f8?s=256&d=identicon&r=PG', 'display_name': 'S F', 'link': 'https://stackoverflow.com/users/18865121/s-f'}",False,90,0,1,1650539555,1650539555,71953481,CC BY-SA 4.0,https://stackoverflow.com/questions/71953481/qt-unexpected-gdb-exit,QT: Unexpected GDB Exit,,,,,,
1435,['c++'],"{'account_id': 24940687, 'reputation': 81, 'user_id': 18806627, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjJikvlmg4-yPsHvX0hPxxz65GXbmuQtSeBN29qOA=k-s256', 'display_name': 'Fabrice Sch&#246;neberger', 'link': 'https://stackoverflow.com/users/18806627/fabrice-sch%c3%b6neberger'}",True,92,2,2,1650538860,1650498290,71947312,CC BY-SA 4.0,https://stackoverflow.com/questions/71947312/non-consistent-if-statment-in-c,Non consistent if statment in C++,,71947664.0,,,,
1436,"['c++', 'ios', 'objective-c', 'xcode']","{'account_id': 11890515, 'reputation': 3497, 'user_id': 8701527, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/24f6d46adaf92c57eb4bdc89ca3c8774?s=256&d=identicon&r=PG&f=1', 'display_name': 'iRohitBhatia', 'link': 'https://stackoverflow.com/users/8701527/irohitbhatia'}",True,3839,2,5,1650538201,1649715839,71834977,CC BY-SA 4.0,https://stackoverflow.com/questions/71834977/undefined-symbols-for-architecture-x86-64-objc-class-xyx,Undefined symbols for architecture x86_64: &quot;_OBJC_CLASS_$_XYX&quot;,,,,,,
1437,"['c++', 'qt', 'qcamera']","{'account_id': 25034806, 'reputation': 93, 'user_id': 18892295, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/g1Puc.png?s=256&g=1', 'display_name': 'Yoruk', 'link': 'https://stackoverflow.com/users/18892295/yoruk'}",False,94,0,0,1650537213,1650537213,71952993,CC BY-SA 4.0,https://stackoverflow.com/questions/71952993/qcamera-help-setting-one-resolution-for-viewport-preview-and-a-bigger-one-for,QCamera - help setting one resolution for viewport preview and a bigger one for capture,,,,,,
1438,"['python', 'c++', 'matrix']","{'account_id': 25034543, 'reputation': 11, 'user_id': 18892049, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GirV_xo0hCRIytQ4YcZQ1jI9Z559OZtnQNq5Xs5Uw=k-s256', 'display_name': 'ren_ysf', 'link': 'https://stackoverflow.com/users/18892049/ren-ysf'}",False,21,0,1,1650536422,1650536422,71952807,CC BY-SA 4.0,https://stackoverflow.com/questions/71952807/amg8833-processing-not-running,AMG8833 Processing Not Running,,,,,,
1439,"['c++', 'gcc', 'optimization', 'static-variables']","{'account_id': 18406052, 'reputation': 2885, 'user_id': 13407802, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/7f6a39f10f10a54cfacccef752cc1e37?s=256&d=identicon&r=PG&f=1', 'display_name': 'digito_evo', 'link': 'https://stackoverflow.com/users/13407802/digito-evo'}",True,79,1,1,1650536290,1650531606,71951670,CC BY-SA 4.0,https://stackoverflow.com/questions/71951670/using-static-variables-vs-automatic-doesnt-impact-the-run-time-performance,Using static variables Vs automatic doesn&#39;t impact the run-time performance,,71952569.0,,,,
1440,"['c++', 'macos', 'qt', 'cmake', 'dylib']","{'account_id': 6576696, 'reputation': 5019, 'user_id': 5082463, 'user_type': 'registered', 'accept_rate': 74, 'profile_image': 'https://www.gravatar.com/avatar/877843e34372342a80c73f38ee79ad60?s=256&d=identicon&r=PG&f=1', 'display_name': 'KcFnMi', 'link': 'https://stackoverflow.com/users/5082463/kcfnmi'}",False,265,0,0,1650536092,1650534116,71952250,CC BY-SA 4.0,https://stackoverflow.com/questions/71952250/cmake-target-link-libraries-private-or-public-on-cutelogger,cmake target_link_libraries PRIVATE or PUBLIC on CuteLogger,1650536092.0,,,,,
1441,"['c++', 'opengl', 'graphics', '3d', 'glut']","{'account_id': 13838700, 'reputation': 1, 'user_id': 9989609, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/l8bqV.jpg?s=256&g=1', 'display_name': 'rafsan', 'link': 'https://stackoverflow.com/users/9989609/rafsan'}",False,132,0,0,1650535782,1650447137,71937311,CC BY-SA 4.0,https://stackoverflow.com/questions/71937311/rotation-in-x-axis-for-object-opengl,Rotation in X axis for object OpenGL,1650535782.0,,,,,
1442,"['c++', 'visual-studio', 'error-handling', 'encoding', 'game-engine']","{'account_id': 18053123, 'reputation': 1, 'user_id': 13122303, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/72758d73a01e45c0fd034f6fd98d8080?s=256&d=identicon&r=PG&f=1', 'display_name': 'Swasthik Shetty', 'link': 'https://stackoverflow.com/users/13122303/swasthik-shetty'}",False,303,0,0,1650535048,1650534493,71952348,CC BY-SA 4.0,https://stackoverflow.com/questions/71952348/compiler-error-c2664-cannot-convert-argument-1-from-tchar-to-stdinitiali,Compiler Error C2664 - Cannot convert argument 1 from &quot;TCHAR*&quot; to &quot;std::initializer_list&lt;_Elem&gt;&quot;,1650535048.0,,,,,
1443,['c++'],"{'account_id': 23493951, 'reputation': 45, 'user_id': 17544634, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzry7vFAgPiU0VZR2HUXjbhVSVPWsRNCPCEeGPK=k-s256', 'display_name': 'Jonson', 'link': 'https://stackoverflow.com/users/17544634/jonson'}",True,93,1,0,1650534919,1650529487,71951159,CC BY-SA 4.0,https://stackoverflow.com/questions/71951159/how-do-i-find-the-line-number-and-line-item-number-in-a-text-file,How do I find the line number and line item number in a text file?,,71952159.0,,,,
1444,['c++'],"{'account_id': 25033432, 'reputation': 11, 'user_id': 18891025, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c006d09ec2227041a31e6c97e547adf8?s=256&d=identicon&r=PG', 'display_name': 'noxx', 'link': 'https://stackoverflow.com/users/18891025/noxx'}",False,50,0,0,1650534495,1650531581,71951662,CC BY-SA 4.0,https://stackoverflow.com/questions/71951662/is-there-any-way-to-save-the-filename-by-following-the-user-input-i-want-the-fi,is there any way to save the filename by following the user input? i want the file to be saved into data/&lt;uname&gt;.txt,1650531844.0,,,,,
1445,"['c++', 'cuda', 'gpu']","{'account_id': 7836365, 'reputation': 1674, 'user_id': 5924264, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://www.gravatar.com/avatar/98ba12b151229c872d6c7a5ce668301a?s=256&d=identicon&r=PG&f=1', 'display_name': 'roulette01', 'link': 'https://stackoverflow.com/users/5924264/roulette01'}",True,56,1,-4,1650532080,1650505361,71948002,,https://stackoverflow.com/questions/71948002/accessing-memory-allocated-on-cuda,Accessing memory allocated on CUDA,1650505721.0,,1650581938.0,Needs more focus,,
1446,"['c++', 'language-lawyer', 'c++20', 'c++-concepts']","{'account_id': 18471377, 'reputation': 1750, 'user_id': 13456180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e14d16bcb86448bc27bec24adb2ab1a8?s=256&d=identicon&r=PG&f=1', 'display_name': 'VainMan', 'link': 'https://stackoverflow.com/users/13456180/vainman'}",False,490,1,22,1650530019,1649642787,71822010,CC BY-SA 4.0,https://stackoverflow.com/questions/71822010/why-is-substitution-failure-in-parameter-mappings-considered-ill-formed,Why is substitution failure in parameter mappings considered ill-formed?,1650040629.0,,,,,
1447,"['c++', 'debugging']","{'account_id': 24577195, 'reputation': 19, 'user_id': 18482878, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a8ba3beccf131d589f8525f8743ae311?s=256&d=identicon&r=PG', 'display_name': 'Sourabh Singh Yadav', 'link': 'https://stackoverflow.com/users/18482878/sourabh-singh-yadav'}",True,56,2,0,1650529879,1650529025,71951059,CC BY-SA 4.0,https://stackoverflow.com/questions/71951059/bug-in-vector-of-list,Bug in vector of list,1650529879.0,,,,,
1448,"['c++', 'arduino-uno']","{'account_id': 21421466, 'reputation': 3, 'user_id': 15779655, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-RDWEMeQ53Zo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck6_6b9C2XkWYoccR9JYHSIgs4QiQ/s96-c/photo.jpg?sz=256', 'display_name': 'mtom', 'link': 'https://stackoverflow.com/users/15779655/mtom'}",True,47,1,-2,1650528943,1650491905,71946611,CC BY-SA 4.0,https://stackoverflow.com/questions/71946611/trouble-merging-3-programs-into-one-for-a-arduino-robot-project,Trouble merging 3 programs into one for a Arduino robot project,1650528943.0,71946728.0,,,,
1449,"['c++', 'qt', 'boost', 'qt5', 'boost-graph']","{'account_id': 19679943, 'reputation': 191, 'user_id': 14407275, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c1054b664013c7be0eb314d1dce5158e?s=256&d=identicon&r=PG&f=1', 'display_name': 'tushar', 'link': 'https://stackoverflow.com/users/14407275/tushar'}",False,70,0,0,1650528842,1650528332,71950913,CC BY-SA 4.0,https://stackoverflow.com/questions/71950913/how-to-store-pointer-on-qgraphicsitem-using-setdata-in-qt,How to store pointer on QGraphicsItem using setData in Qt?,1650528842.0,,,,,
1450,"['c++', 'boost', 'clang-format']","{'account_id': 6476474, 'reputation': 242, 'user_id': 5014941, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/f4I1N.jpg?s=256&g=1', 'display_name': 'martin.zaenker', 'link': 'https://stackoverflow.com/users/5014941/martin-zaenker'}",False,55,0,5,1650528604,1650528604,71950967,CC BY-SA 4.0,https://stackoverflow.com/questions/71950967/clang-format-wrongly-detects-operator-boost-serialization,Clang-Format wrongly detects &amp; operator (boost serialization),,,,,,
1451,"['python', 'c++', 'opencv', 'kinect']","{'account_id': 9808730, 'reputation': 6448, 'user_id': 7267640, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://i.stack.imgur.com/oBhYX.jpg?s=256&g=1', 'display_name': 'Luuk Wuijster', 'link': 'https://stackoverflow.com/users/7267640/luuk-wuijster'}",False,173,0,0,1650528591,1650528591,71950962,CC BY-SA 4.0,https://stackoverflow.com/questions/71950962/azure-kinect-c-green-screen-example-in-python-how-to-create-an-opencv-mask,Azure Kinect - c++ green screen example in Python - How to create an openCV mask from a depth image?,,,,,,
1452,"['c++', 'recursion', 'substring']","{'account_id': 20178507, 'reputation': 1, 'user_id': 18888677, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/DkexS.jpg?s=256&g=1', 'display_name': 'NemesisTCO', 'link': 'https://stackoverflow.com/users/18888677/nemesistco'}",False,55,1,-1,1650527120,1650518971,71949367,CC BY-SA 4.0,https://stackoverflow.com/questions/71949367/issue-with-substring-search-when-using-recursion,Issue with substring search when using recursion,,,,,,
1453,"['c++', 'cmake', 'include-path', 'pkg-config']","{'account_id': 79407, 'reputation': 12813, 'user_id': 225186, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/dbc60362bf2df08202ff198e00085a5c?s=256&d=identicon&r=PG', 'display_name': 'alfC', 'link': 'https://stackoverflow.com/users/225186/alfc'}",False,33,0,0,1650526235,1650522905,71949891,,https://stackoverflow.com/questions/71949891/avoid-bad-include-paths-in-cmakes-pkg-config-fallback,Avoid bad include paths in CMake&#39;s pkg-config fallback,1650526235.0,,1650527099.0,Duplicate,,
1454,['c++'],"{'account_id': 1191551, 'reputation': 323, 'user_id': 1164199, 'user_type': 'registered', 'accept_rate': 6, 'profile_image': 'https://www.gravatar.com/avatar/b087950eae4cc21d1c7133e69794b5c8?s=256&d=identicon&r=PG', 'display_name': 'user1164199', 'link': 'https://stackoverflow.com/users/1164199/user1164199'}",True,89,1,0,1650523880,1650467848,71942194,CC BY-SA 4.0,https://stackoverflow.com/questions/71942194/c-is-it-possible-to-use-base-class-reference-variables-in-a-derived-class,C++: Is it possible to use base class reference variables in a derived class?,1650468039.0,,,,,
1455,"['c++', 'matrix', 'data-structures', 'graph', 'backtracking']","{'account_id': 25031061, 'reputation': 1, 'user_id': 18888846, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx5GDMpBkkOIJ2BhuRzsaOH0coMhBZoNy9zJ8VY=k-s256', 'display_name': 'Soham Mishra', 'link': 'https://stackoverflow.com/users/18888846/soham-mishra'}",False,76,0,0,1650522224,1650522224,71949788,CC BY-SA 4.0,https://stackoverflow.com/questions/71949788/you-are-given-matrix-graph-problem-find-the-minimum-level-required-to-reach-the,you are given matrix graph problem find the minimum level required to reach the end,,,,,,
1456,"['c++', 'c++11', 'misra']","{'account_id': 264156, 'reputation': 2290, 'user_id': 550235, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/934de7ad57af9a8f6a37e0c78017f942?s=256&d=identicon&r=PG', 'display_name': 'Russ Schultz', 'link': 'https://stackoverflow.com/users/550235/russ-schultz'}",True,183,1,4,1650521923,1650426440,71933869,CC BY-SA 4.0,https://stackoverflow.com/questions/71933869/can-anybody-provide-a-misra-c-compliant-offsetof-macro-template-function-tha,Can anybody provide a MISRA C++ compliant &#39;offsetof&#39; macro/template/function that works with static_assert?,,71934908.0,,,,
1457,"['android', 'c++', 'java-native-interface', 'javacpp']","{'account_id': 22918449, 'reputation': 11, 'user_id': 17054671, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyeEkgEeA4WUvnz4Tyfw0gZtcRM_0JE7_L4uK5g=k-s256', 'display_name': 'Dragon', 'link': 'https://stackoverflow.com/users/17054671/dragon'}",False,23,0,0,1650521250,1650521250,71949665,,https://stackoverflow.com/questions/71949665/calling-c-function-from-jni-android,Calling C++ function from JNI Android,,,1650522716.0,Duplicate,,
1458,"['c++', 'casting', 'void-pointers']","{'account_id': 4609750, 'reputation': 49, 'user_id': 3738211, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'user3738211', 'link': 'https://stackoverflow.com/users/3738211/user3738211'}",True,187,1,0,1650520560,1650511375,71948568,CC BY-SA 4.0,https://stackoverflow.com/questions/71948568/convert-void-pointer-to-a-dynamic-type,Convert void pointer to a dynamic type,1650512316.0,71948740.0,,,,
1459,"['c++', 'oracle', 'stored-procedures', 'plsql', 'odbc']","{'account_id': 15893899, 'reputation': 100, 'user_id': 11468164, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-rnpQqhiLhlI/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rcJ55P3vUk4A4m76uo5DcvvZbd9qg/mo/photo.jpg?sz=256', 'display_name': 'Sayooj Balakrishnan', 'link': 'https://stackoverflow.com/users/11468164/sayooj-balakrishnan'}",False,27,0,0,1650519360,1650519360,71949401,CC BY-SA 4.0,https://stackoverflow.com/questions/71949401/sqlbinding-of-sys-refcursor-for-c-call-using-stored-procs,SqlBinding of sys_refcursor for C++ call using stored procs,,,,,,
1460,"['c++', 'cmake']","{'account_id': 4893505, 'reputation': 4995, 'user_id': 3943868, 'user_type': 'registered', 'accept_rate': 57, 'profile_image': 'https://lh3.googleusercontent.com/-swRsP46mbOM/AAAAAAAAAAI/AAAAAAAAAAA/AKF05nDXd35-wgFUunYOlpBSMnvFhD82kw/photo.jpg?sz=256', 'display_name': 'marlon', 'link': 'https://stackoverflow.com/users/3943868/marlon'}",True,89,1,1,1650518848,1650517366,71949173,CC BY-SA 4.0,https://stackoverflow.com/questions/71949173/how-to-print-out-debug-info-to-terminal-when-running-c-with-cmake,How to print out debug info to terminal when running c++ with CMake?,,71949353.0,,,,
1461,['c++'],"{'account_id': 18433184, 'reputation': 165, 'user_id': 16452929, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/423509fcc1a4f41f87d6d0ed54db3547?s=256&d=identicon&r=PG&f=1', 'display_name': 'CS1999', 'link': 'https://stackoverflow.com/users/16452929/cs1999'}",False,29,0,0,1650518772,1650518497,71949304,CC BY-SA 4.0,https://stackoverflow.com/questions/71949304/running-into-unexpected-error-while-running-c-code-on-clion-ide,Running into unexpected error while running C++ code on CLion IDE,1650518772.0,,,,,
1462,"['c++', 'c++20']","{'account_id': 1734967, 'reputation': 1574, 'user_id': 1587755, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6bfa53480be2aca93ac528eda21a7d3?s=256&d=identicon&r=PG', 'display_name': 'Taekahn', 'link': 'https://stackoverflow.com/users/1587755/taekahn'}",True,99,1,0,1650511211,1650508980,71948320,CC BY-SA 4.0,https://stackoverflow.com/questions/71948320/check-each-member-of-a-template-parameter-pack-for-equality,Check each member of a template parameter pack for equality,,71948503.0,,,,
1463,"['c++', 'windows', 'winapi', 'audio', 'windows-core-audio']","{'account_id': 1434399, 'reputation': 10565, 'user_id': 1356110, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/har6o.jpg?s=256&g=1', 'display_name': 'Ashot', 'link': 'https://stackoverflow.com/users/1356110/ashot'}",True,104,1,0,1650510562,1650460144,71940273,CC BY-SA 4.0,https://stackoverflow.com/questions/71940273/how-to-check-if-mmdevice-is-captured-exclusively,How to check if MMDevice is captured exclusively?,1650461075.0,,,,,
1464,"['c++', 'class']","{'account_id': 24725438, 'reputation': 3, 'user_id': 18614001, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ca2aa54cfc60940608bf5b693c55d6e?s=256&d=identicon&r=PG', 'display_name': 'SeekerZombie', 'link': 'https://stackoverflow.com/users/18614001/seekerzombie'}",True,84,2,0,1650509704,1650508872,71948304,CC BY-SA 4.0,https://stackoverflow.com/questions/71948304/undefined-reference-to-studenttypestudenttype,Undefined reference to studentType::studentType(),1650509462.0,71948382.0,,,,
1465,"['c++', 'visual-studio', 'linker-errors', 'unresolved-external']","{'account_id': 22734563, 'reputation': 35, 'user_id': 16896948, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b50f05907cca50b4165146d9af23914f?s=256&d=identicon&r=PG&f=1', 'display_name': 'Toasdn', 'link': 'https://stackoverflow.com/users/16896948/toasdn'}",True,407,1,0,1650507894,1650478661,71944404,CC BY-SA 4.0,https://stackoverflow.com/questions/71944404/vs-2022-unresolved-external-error-when-calling-methods-that-are-defined-outsi,VS 2022: &quot;Unresolved external&quot; error when calling methods that are defined outside of the class definition,,71948222.0,,,,
1466,"['c++', 'fft', 'physics']","{'account_id': 22909665, 'reputation': 11, 'user_id': 17047153, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Ggpv6kmMEolxgNydGO2AWJfRITuwod4UdHclz1Utw=k-s256', 'display_name': 'Laura Martins', 'link': 'https://stackoverflow.com/users/17047153/laura-martins'}",False,40,0,1,1650507364,1650507364,71948172,CC BY-SA 4.0,https://stackoverflow.com/questions/71948172/cannot-make-sense-of-this-error-error-endpoints-do-not-enclose-a-minimum-gsl,Cannot make sense of this error (ERROR: endpoints do not enclose a minimum (gsl: fsolver.c:126)),,,,,,
1467,"['c++', 'c++11', 'tuples']","{'account_id': 17838874, 'reputation': 207, 'user_id': 12957196, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a6825e6100532290e264e45083096dd9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Long', 'link': 'https://stackoverflow.com/users/12957196/long'}",False,96,1,0,1650505848,1650417178,71933035,CC BY-SA 4.0,https://stackoverflow.com/questions/71933035/how-to-write-a-copy-constructor-for-a-template-containing-stdtuple-which-is-no,How to write a copy constructor for a template containing std::tuple which is not always copiable,1650417653.0,,,,,
1468,"['c++', 'oop', 'inheritance', 'overriding', 'stdvector']","{'account_id': 1999400, 'reputation': 1203, 'user_id': 1790803, 'user_type': 'registered', 'accept_rate': 84, 'profile_image': 'https://www.gravatar.com/avatar/ee793f7b16bb432cfd455d4a2884d5af?s=256&d=identicon&r=PG', 'display_name': 'Henrik Hillestad L&#248;vold', 'link': 'https://stackoverflow.com/users/1790803/henrik-hillestad-l%c3%b8vold'}",True,185,2,1,1650504646,1650503261,71947828,CC BY-SA 4.0,https://stackoverflow.com/questions/71947828/calling-overridden-methods-from-a-vector-of-superclass-pointers,Calling overridden methods from a vector of superclass pointers,1650504646.0,71947897.0,,,,
1469,"['c++', 'embedded', 'mbed']","{'account_id': 25024981, 'reputation': 11, 'user_id': 18883291, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/dd21139897203d9f5efe29ea310c7d72?s=256&d=identicon&r=PG', 'display_name': 'Sophia2003', 'link': 'https://stackoverflow.com/users/18883291/sophia2003'}",False,99,2,0,1650501415,1650479828,71944647,CC BY-SA 4.0,https://stackoverflow.com/questions/71944647/button-that-turns-off-all-features,button that turns off all features,1650494142.0,,,,,
1470,"['python', 'c++', 'tensorflow', 'ctypes', 'cppflow']","{'account_id': 21986740, 'reputation': 1, 'user_id': 16260878, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjLG6MvpiRhoKATZZbDmsMCs93ly3vu14lZG1MiuA=k-s256', 'display_name': 'chouchene amrou', 'link': 'https://stackoverflow.com/users/16260878/chouchene-amrou'}",False,72,0,0,1650499895,1650469156,71942508,CC BY-SA 4.0,https://stackoverflow.com/questions/71942508/calling-c-functions-in-python-undefined-symbol-tf-deletetensor,calling c++ functions in python: undefined symbol: TF_DeleteTensor,1650499895.0,,,,,
1471,"['python', 'c++', 'pygame', 'package', 'pypy']","{'account_id': 19783080, 'reputation': 159, 'user_id': 15613034, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhGJFJodKTD0XzNrvvyOSJsPGhtYwF1ox90eQAZLQ=k-s256', 'display_name': 'ordptt', 'link': 'https://stackoverflow.com/users/15613034/ordptt'}",False,257,0,1,1650499602,1650499602,71947466,,https://stackoverflow.com/questions/71947466/installing-pygame-with-pypy,Installing pygame with PyPy,,,1667300910.0,Duplicate,,
1472,"['c++', 'maps']","{'user_type': 'does_not_exist', 'display_name': 'user12580002'}",True,491,1,0,1650497487,1650490258,71946389,CC BY-SA 4.0,https://stackoverflow.com/questions/71946389/c-removing-element-in-map-in-map,C++ removing element in map in map,,71946751.0,,,,
1473,"['c++', 'arrays', 'string']","{'account_id': 23944536, 'reputation': 1, 'user_id': 17937078, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwZj8CPlxPrYOeQ4S6NHIiBGIfOPek_Bk62oPQS=k-s256', 'display_name': 'Riley Carr', 'link': 'https://stackoverflow.com/users/17937078/riley-carr'}",True,51,1,-3,1650496963,1650494739,71946949,,https://stackoverflow.com/questions/71946949/repeated-expansion-of-dynamic-string-array-breaks-when-array-size-3,Repeated Expansion of Dynamic String Array Breaks When Array Size &gt;= 3,1650496963.0,,1650526129.0,Not suitable for this site,,
1474,"['c++', 'string']","{'account_id': 22267448, 'reputation': 25, 'user_id': 16498005, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gj936M80o4vVo7qrVOsnWGlZdpoxvmOUIufawSO=k-s256', 'display_name': 'Islam Aliev', 'link': 'https://stackoverflow.com/users/16498005/islam-aliev'}",False,47,0,0,1650494921,1650491743,71946592,,https://stackoverflow.com/questions/71946592/what-is-the-difference-between-these-two-string-statements,What is the difference between these two string statements?,1650494921.0,,1650495253.0,Duplicate,,
1475,"['c++', 'stack-overflow']","{'account_id': 25021594, 'reputation': 1, 'user_id': 18880236, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJzp7-SYhjT8KXA9Y1caJ5cgh9wbUy3SP3yvw0Zd=k-s256', 'display_name': 'Durgesh Saini', 'link': 'https://stackoverflow.com/users/18880236/durgesh-saini'}",True,78,1,-2,1650494683,1650462235,71940830,,https://stackoverflow.com/questions/71940830/why-do-i-get-a-recursion-call-runtime-error,Why do I get a recursion call runtime error?,1650494683.0,,1650462492.0,Not suitable for this site,,
1476,"['c++', 'lambda']","{'account_id': 18879159, 'reputation': 1, 'user_id': 18884586, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/278ccbf466c69f52dfd1e7ae7516958b?s=256&d=identicon&r=PG&f=1', 'display_name': 'Ark', 'link': 'https://stackoverflow.com/users/18884586/ark'}",True,87,2,0,1650490023,1650489767,71946335,CC BY-SA 4.0,https://stackoverflow.com/questions/71946335/how-to-pass-a-lambda-in-place-a-reference-to-a-functtor,How to pass a lambda in place a reference to a functtor,1650490023.0,,,,,
1477,"['c++', 'c++14', 'constexpr', 'constexpr-function']","{'account_id': 21300274, 'reputation': 1, 'user_id': 16972547, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/97638ef02b5845c59bb445c5de283426?s=256&d=identicon&r=PG', 'display_name': 'mada', 'link': 'https://stackoverflow.com/users/16972547/mada'}",False,164,1,0,1650489269,1650429333,71934148,CC BY-SA 4.0,https://stackoverflow.com/questions/71934148/confusion-about-constexpr-function-body,confusion about constexpr function body,1650489269.0,,,,,
