,tags,owner,is_answered,view_count,closed_date,answer_count,score,last_activity_date,creation_date,question_id,link,closed_reason,title,bounty_amount,bounty_closes_date,last_edit_date,content_license,accepted_answer_id
1211,"['c#', 'winforms', 'clickonce', 'squirrel.windows']","{'account_id': 1534946, 'reputation': 13021, 'user_id': 1431250, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/KN8OF.png?s=256&g=1', 'display_name': 'Abhijeet', 'link': 'https://stackoverflow.com/users/1431250/abhijeet'}",True,88,,1,0,1661597378,1661595735,73510148,https://stackoverflow.com/questions/73510148/why-auto-update-does-not-work-for-sample-myapp-using-squirrel-windows,,Why Auto Update does not work for sample MyApp using Squirrel.Windows,,,1661597378.0,CC BY-SA 4.0,73510292.0
1212,"['c#', 'dependency-injection', '.net-6.0', 'circular-dependency', 'clean-architecture']","{'account_id': 2032964, 'reputation': 459, 'user_id': 1816114, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/1ba716c2a4411aad418806acc24fdbac?s=256&d=identicon&r=PG', 'display_name': 'ecasper', 'link': 'https://stackoverflow.com/users/1816114/ecasper'}",True,97,,1,0,1661597282,1661538570,73505176,https://stackoverflow.com/questions/73505176/a-possible-circular-dependency-with-dependency-injection,,A possible circular dependency with Dependency Injection,,,1661581620.0,CC BY-SA 4.0,
1213,"['c#', 'apache-spark', 'xunit']","{'account_id': 5624495, 'reputation': 731, 'user_id': 6225526, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/98dea12b9bf76d2f86f4965b09e19527?s=256&d=identicon&r=PG&f=1', 'display_name': 'Selva', 'link': 'https://stackoverflow.com/users/6225526/selva'}",False,19,,0,2,1661596335,1661596335,73510214,https://stackoverflow.com/questions/73510214/how-to-display-a-spark-dataframe-using-quick-watch-in-visual-studio-while-using,,How to display a Spark dataframe using Quick watch in Visual Studio while using xunit?,,,,CC BY-SA 4.0,
1214,"['c#', 'unity3d', 'variables', '2d', 'game-development']","{'account_id': 24906589, 'reputation': 49, 'user_id': 18776586, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJx-E0G8c_Z0KwUXG3Z7R_x0s41aQuAkQ1_pdaWd=k-s256', 'display_name': 'cyber blade', 'link': 'https://stackoverflow.com/users/18776586/cyber-blade'}",False,30,,1,2,1661594817,1661574495,73508359,https://stackoverflow.com/questions/73508359/im-stuck-on-enemy-2d-ai-code-in-this-tutorial,,I&#39;m stuck on enemy 2D AI code in this tutorial,,,,CC BY-SA 4.0,
1215,"['c#', '.net-core']","{'account_id': 3943282, 'reputation': 19, 'user_id': 4935545, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f41cb64008fe241b9555aade5066fc6a?s=256&d=identicon&r=PG&f=1', 'display_name': 'user1', 'link': 'https://stackoverflow.com/users/4935545/user1'}",True,58,,1,-1,1661594336,1661589856,73509534,https://stackoverflow.com/questions/73509534/set-out-of-office-message-for-others-using-microsoft-apis,,Set out of office message for others using Microsoft APIs,,,,CC BY-SA 4.0,
1216,"['c#', 'loops', 'datagridview']","{'account_id': 25718171, 'reputation': 35, 'user_id': 19475562, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/76af4a617af3244e01b74b4d63fd85ea?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rafael Suazo', 'link': 'https://stackoverflow.com/users/19475562/rafael-suazo'}",True,38,,1,0,1661593497,1661530516,73503878,https://stackoverflow.com/questions/73503878/comparing-two-datagridviews-and-deleting-the-values-of-the-second-if-exists-in-t,,Comparing two DataGridViews and deleting the values of the second if exists in the first one,,,1661533087.0,CC BY-SA 4.0,73504016.0
1217,"['c#', 'microsoft-graph-api']","{'account_id': 5445493, 'reputation': 904, 'user_id': 4332208, 'user_type': 'registered', 'accept_rate': 87, 'profile_image': 'https://i.stack.imgur.com/WlLUI.jpg?s=256&g=1', 'display_name': 'S4NDM4N', 'link': 'https://stackoverflow.com/users/4332208/s4ndm4n'}",False,201,,0,0,1661593487,1661581075,73508783,https://stackoverflow.com/questions/73508783/is-there-a-way-to-get-the-recipients-email-using-graph-api,,Is there a way to get the recipients email using graph API?,,,1661593487.0,CC BY-SA 4.0,
1218,"['c#', 'dependency-injection', 'module', 'inversion-of-control', 'ninject']","{'account_id': 999012, 'reputation': 5860, 'user_id': 1014281, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://i.stack.imgur.com/yCqd2.jpg?s=256&g=1', 'display_name': 'iappwebdev', 'link': 'https://stackoverflow.com/users/1014281/iappwebdev'}",False,48,,0,0,1661592615,1661553602,73507061,https://stackoverflow.com/questions/73507061/load-dynamically-all-ninject-modules-in-assembly,,Load dynamically all Ninject modules in assembly,,,1661592615.0,CC BY-SA 4.0,
1219,"['c#', 'xml']","{'account_id': 1812072, 'reputation': 3275, 'user_id': 1647913, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://www.gravatar.com/avatar/2c81f1ae904b58fec109eb3f450bbf28?s=256&d=identicon&r=PG', 'display_name': 'vineel', 'link': 'https://stackoverflow.com/users/1647913/vineel'}",True,27,1661517459.0,2,0,1661592287,1661517206,73501100,https://stackoverflow.com/questions/73501100/how-to-get-xml-innertext-with-namespace-using-xdocument-linq-and-xmldocument-i,Duplicate,How to get xml innertext with namespace using XDocument (LINQ) and XmlDocument in C#,,,1661592287.0,,73501180.0
1220,"['c#', 'vb.net', 'unc']","{'account_id': 22273794, 'reputation': 143, 'user_id': 16503313, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f33abc27a0e882d81d9074fc3e2a543d?s=256&d=identicon&r=PG&f=1', 'display_name': 'Max Headroom', 'link': 'https://stackoverflow.com/users/16503313/max-headroom'}",False,60,,0,0,1661592234,1661545487,73506161,https://stackoverflow.com/questions/73506161/problems-converting-c-unc-path-conversion-code-to-vb-net,,Problems converting C# UNC path conversion code to VB.net,,,1661592234.0,CC BY-SA 4.0,
1221,"['c#', 'visual-studio', 'editorconfig']","{'account_id': 43858, 'reputation': 33815, 'user_id': 128384, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/cf6f92bfb2a16c0e2c6ca7aef4440862?s=256&d=identicon&r=PG', 'display_name': 'stijn', 'link': 'https://stackoverflow.com/users/128384/stijn'}",True,157,,1,1,1661591817,1661591507,73509690,https://stackoverflow.com/questions/73509690/how-to-format-c-code-in-an-automated-way,,How to format C# code in an automated way?,,,,CC BY-SA 4.0,73509726.0
1222,"['c#', 'asp.net-mvc', 'postgresql', 'docker']","{'account_id': 18165281, 'reputation': 534, 'user_id': 13215988, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b530eed03c01214c1c86dc707a028495?s=256&d=identicon&r=PG&f=1', 'display_name': 'ChristianOConnor', 'link': 'https://stackoverflow.com/users/13215988/christianoconnor'}",False,66,,1,1,1661591764,1661554448,73507139,https://stackoverflow.com/questions/73507139/trying-to-connect-c-asp-net-mvc-app-to-a-docker-container-running-postgres-and,,Trying to connect C# ASP.NET MVC app to a docker container running postgres and I keep getting &quot;password authentication failed&quot;,,,,CC BY-SA 4.0,
1223,"['c#', 'winforms']","{'user_type': 'does_not_exist', 'display_name': 'user19335999'}",True,54,,2,1,1661589736,1661497826,73497321,https://stackoverflow.com/questions/73497321/increment-column-header-text-datagridview,,Increment column header text Datagridview,,,1661498016.0,CC BY-SA 4.0,73498812.0
1224,"['c#', 'telnet', '.net-framework-version', '.net-4.6.2']","{'account_id': 17376539, 'reputation': 161, 'user_id': 12589591, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-XU1uxKKx_Qw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rdOQf8ulet7O8GfRcEj79VJoIMOSQ/photo.jpg?sz=256', 'display_name': 'Hem Bhagat', 'link': 'https://stackoverflow.com/users/12589591/hem-bhagat'}",False,136,,1,-1,1661589646,1660289098,73330625,https://stackoverflow.com/questions/73330625/send-and-receive-message-from-a-telnet-server-using-c-and-net-framework-4-6-2,,Send and receive message from a Telnet server using C# and .NET Framework 4.6.2,,,,CC BY-SA 4.0,
1225,"['c#', 'reactjs', 'asp.net']","{'account_id': 20695088, 'reputation': 65, 'user_id': 15195483, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/ac867c48e9283068fa1b392c746d30fe?s=256&d=identicon&r=PG&f=1', 'display_name': 'dtk77', 'link': 'https://stackoverflow.com/users/15195483/dtk77'}",False,147,,0,2,1661589322,1661582325,73508890,https://stackoverflow.com/questions/73508890/template-asp-net-with-the-react-template-on-iis-error-404,,Template ASP.NET with the React template on IIS - error 404,,,1661589322.0,CC BY-SA 4.0,
1226,"['c#', 'unity3d', 'joystick']","{'account_id': 23720782, 'reputation': 25, 'user_id': 17741369, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyaCiGzwnW_qUa5ZVqm_t-yj4ccO044muWmx2A1=k-s256', 'display_name': 'Luke', 'link': 'https://stackoverflow.com/users/17741369/luke'}",False,33,,1,0,1661588922,1661083262,73434213,https://stackoverflow.com/questions/73434213/unity-joystick-android-camera-spinning-intermittent-problem,,Unity - Joystick Android camera spinning intermittent problem,,,,CC BY-SA 4.0,
1227,"['c#', 'firebase', 'asp.net-core']","{'account_id': 24998963, 'reputation': 3, 'user_id': 18859541, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b538cf49ccdf2069f6fe9da8e42dc6bb?s=256&d=identicon&r=PG', 'display_name': 'un4ss1gn3d', 'link': 'https://stackoverflow.com/users/18859541/un4ss1gn3d'}",False,24,,0,0,1661582611,1661576899,73508519,https://stackoverflow.com/questions/73508519/firebase-app-named-myapp-already-exists-with-null-checks,,Firebase app named MyApp already exists (with null checks),,,1661582611.0,CC BY-SA 4.0,
1228,"['c#', '.net', 'asp.net-core', 'system.diagnostics']","{'account_id': 33594, 'reputation': 5542, 'user_id': 94155, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/01e4f322a1f169a6c3765bf337ddb68a?s=256&d=identicon&r=PG', 'display_name': 'Gary', 'link': 'https://stackoverflow.com/users/94155/gary'}",False,231,,0,0,1661582006,1661581435,73508813,https://stackoverflow.com/questions/73508813/system-diagnostics-meters-in-a-library,,System.Diagnostics.Meters in a library,,,1661582006.0,CC BY-SA 4.0,
1229,"['c#', 'com', 'com-interop', 'class-library']","{'account_id': 10000889, 'reputation': 29, 'user_id': 7396896, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/e71b7696198c22ea396fc571075525c4?s=256&d=identicon&r=PG&f=1', 'display_name': 'myajax95', 'link': 'https://stackoverflow.com/users/7396896/myajax95'}",False,43,,0,0,1661581090,1661551019,73506825,https://stackoverflow.com/questions/73506825/how-to-load-a-com-component-with-certain-interface-from-a-dll-file-in-c,,How to load a COM component with certain interface from a DLL file in C#,,,1661581090.0,CC BY-SA 4.0,
1230,"['javascript', 'c#', 'ajax']","{'account_id': 23973000, 'reputation': 401, 'user_id': 17961431, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJywKqYsLSd1jPPEkhyMLoR1gUTp8kB1Cs9RzjYb=k-s256', 'display_name': 'Dev Beginner ', 'link': 'https://stackoverflow.com/users/17961431/dev-beginner'}",False,59,,0,0,1661579970,1661577175,73508542,https://stackoverflow.com/questions/73508542/calculation-within-javascript,,Calculation within JavaScript,,,1661579970.0,CC BY-SA 4.0,
1231,"['c#', '.net-core', 'blazor-server-side']","{'account_id': 26169760, 'reputation': 1, 'user_id': 19854969, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucrs5_2VKBXKZ9AnWXed4PZKtqIK_oV7119gPsG5Yg=k-s256', 'display_name': 'Razack reds', 'link': 'https://stackoverflow.com/users/19854969/razack-reds'}",False,39,,0,0,1661577652,1661568156,73508014,https://stackoverflow.com/questions/73508014/entity-framework-with-blazor-updates-model-but-cant-update-related-models-rep,,"Entity Framework with Blazor, updates model but can&#39;t update related models (repository pattern, Blazor server)",,,1661577652.0,CC BY-SA 4.0,
1232,"['c#', 'oop', 'architecture', 'modeling']","{'account_id': 24196033, 'reputation': 59, 'user_id': 18154574, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2e1bb4375e02ef086f9bf9688c2b1d9a?s=256&d=identicon&r=PG', 'display_name': 'user18154574', 'link': 'https://stackoverflow.com/users/18154574/user18154574'}",True,203,,2,1,1661576133,1661269411,73461586,https://stackoverflow.com/questions/73461586/reuse-dto-with-different-child-nested-object,,Reuse DTO with different child/nested object,,,,CC BY-SA 4.0,73462572.0
1233,"['c#', 'asp.net-core', 'asp.net-core-3.1', 'restsharp']","{'account_id': 6774316, 'reputation': 3113, 'user_id': 5216651, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://www.gravatar.com/avatar/d5afb8df66b98797e5bd9bfe1b0e5dcd?s=256&d=identicon&r=PG&f=1', 'display_name': 'Caverman', 'link': 'https://stackoverflow.com/users/5216651/caverman'}",False,265,,0,0,1661574879,1661574879,73508382,https://stackoverflow.com/questions/73508382/restsharp-v107-simple-request-not-working,,RestSharp v107 simple request not working,,,,CC BY-SA 4.0,
1234,"['c#', 'foreach', 'ienumerable']","{'account_id': 24239962, 'reputation': 3, 'user_id': 18192490, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgDXamD4sjhXzZK8hcx5odiiN7WJ_SziKl96O0LSQ=k-s256', 'display_name': 'Marwan Ahmed', 'link': 'https://stackoverflow.com/users/18192490/marwan-ahmed'}",True,79,,1,0,1661574066,1661452524,73492269,https://stackoverflow.com/questions/73492269/why-an-empty-foreach-clause-change-the-yield-output-of-recursive-ienumerable-fun,,Why an empty foreach clause change the yield output of recursive IEnumerable function?,,,1661456635.0,CC BY-SA 4.0,
1235,"['c#', 'windows']","{'account_id': 5714535, 'reputation': 103, 'user_id': 4515757, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/c986b24229e69655c8ddb011b4d05960?s=256&d=identicon&r=PG&f=1', 'display_name': 'Cade', 'link': 'https://stackoverflow.com/users/4515757/cade'}",False,32,1661734861.0,1,0,1661572457,1661570811,73508148,https://stackoverflow.com/questions/73508148/get-mousepointer-state-in-c,Duplicate,Get Mousepointer state in C#,,,,,
1236,"['c#', 'selenium', 'interface', 'intellisense']","{'account_id': 26153053, 'reputation': 11, 'user_id': 19840702, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a9bef775bc04d9da237c3ee543c543d5?s=256&d=identicon&r=PG', 'display_name': 'ComplexSimplicity ', 'link': 'https://stackoverflow.com/users/19840702/complexsimplicity'}",True,40,,1,1,1661572063,1661374602,73479384,https://stackoverflow.com/questions/73479384/csharp-selenium-creating-generic-interface-that-will-reference-each-implementati,,CSharp selenium Creating generic Interface that will reference each implementations readonly fields using intellisense when referencing,,,1661572063.0,CC BY-SA 4.0,
1237,"['c#', 'validation', '.net-6.0']","{'account_id': 37010, 'reputation': 15168, 'user_id': 105717, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/a1a4723f0bcd9ea701a6a0f2e24075b4?s=256&d=identicon&r=PG', 'display_name': 'Dov', 'link': 'https://stackoverflow.com/users/105717/dov'}",True,55,,1,1,1661570565,1661547602,73506420,https://stackoverflow.com/questions/73506420/stringlength-validation-always-returns-true,,StringLength validation always returns true,,,1661570565.0,CC BY-SA 4.0,73506508.0
1238,"['c#', 'mongodb']","{'account_id': 25817418, 'reputation': 45, 'user_id': 19557139, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ba576a5e52867e4389e65ef699317c1?s=256&d=identicon&r=PG', 'display_name': 'NewCSharp', 'link': 'https://stackoverflow.com/users/19557139/newcsharp'}",True,51,,1,0,1661570254,1661432619,73488027,https://stackoverflow.com/questions/73488027/how-to-indexkeysdefinitionbuilder-change-to-indexkeysdefinition-mongodb-in-c,,How to IndexKeysDefinitionBuilder change to IndexKeysDefinition (MongoDB in C#),,,,CC BY-SA 4.0,73508124.0
1239,"['c#', 'asp.net-core']","{'account_id': 5567639, 'reputation': 29, 'user_id': 4414260, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://www.gravatar.com/avatar/51405304112e89546a70794b505131a9?s=256&d=identicon&r=PG', 'display_name': 'Raj Lone', 'link': 'https://stackoverflow.com/users/4414260/raj-lone'}",False,61,,0,1,1661567723,1661567723,73507984,https://stackoverflow.com/questions/73507984/how-to-dynamically-configure-external-login-providers-with-asp-net-core,,How to dynamically configure external login providers with ASP.NET Core,,,,CC BY-SA 4.0,
1240,"['c#', 'unity3d']","{'account_id': 14629150, 'reputation': 789, 'user_id': 10565555, 'user_type': 'registered', 'profile_image': 'https://lh6.googleusercontent.com/-9CISvR6VK0U/AAAAAAAAAAI/AAAAAAAAAAA/ABtNlbBM3a-D1UVXOe08ChJ66btxKqn6jw/mo/photo.jpg?sz=256', 'display_name': 'Dubi Duboni', 'link': 'https://stackoverflow.com/users/10565555/dubi-duboni'}",False,38,,0,0,1661566813,1661566813,73507938,https://stackoverflow.com/questions/73507938/what-is-the-best-way-to-know-when-coroutine-has-ended-and-in-what-state,,What is the best way to know when coroutine has ended and in what state?,,,,CC BY-SA 4.0,
1241,"['c#', 'asp.net', 'api', 'frameworks']","{'account_id': 19936242, 'reputation': 57, 'user_id': 14608852, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9af88a38f01d08c217dd6c512685b253?s=256&d=identicon&r=PG&f=1', 'display_name': 'unsettled_duck', 'link': 'https://stackoverflow.com/users/14608852/unsettled-duck'}",False,357,,1,1,1661565709,1661548213,73506503,https://stackoverflow.com/questions/73506503/net-framework-web-api-no-iformfile-so-what-should-i-do,,".NET Framework Web API, no IFormFile so what should I do?",,,1661565709.0,CC BY-SA 4.0,
1242,"['c#', 'list', 'xamarin.forms', 'observable', 'collectionview']","{'account_id': 14289687, 'reputation': 15, 'user_id': 10322062, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/fw1O5.jpg?s=256&g=1', 'display_name': 'Kettan Sinha', 'link': 'https://stackoverflow.com/users/10322062/kettan-sinha'}",False,71,,0,0,1661564446,1661564446,73507823,https://stackoverflow.com/questions/73507823/collectionview-showing-emptyview-contents-even-after-having-a-data-in-my-list-x,,CollectionView showing EmptyView contents even after having a data in my list. Xamarin,,,,CC BY-SA 4.0,
1243,"['c#', 'mediaelement']","{'account_id': 6618968, 'reputation': 11, 'user_id': 5111333, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2aabb87511b77d334566b41a85270962?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mike', 'link': 'https://stackoverflow.com/users/5111333/mike'}",False,15,,0,0,1661564264,1661564105,73507801,https://stackoverflow.com/questions/73507801/how-to-make-mediaelement-in-c-work-with-the-wmpdvd-protocol-for-wpf-application,,How to make MediaElement in C# work with the WMPDVD protocol for wpf applications?,,,1661564264.0,CC BY-SA 4.0,
1244,"['c#', 'asp.net-mvc', 'entity-framework']","{'account_id': 8637243, 'reputation': 55, 'user_id': 6470019, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0c3a55985cbd332cce52f81d71a9e890?s=256&d=identicon&r=PG&f=1', 'display_name': 'Jakub Gwiazda', 'link': 'https://stackoverflow.com/users/6470019/jakub-gwiazda'}",True,38,,1,0,1661562837,1661474348,73494945,https://stackoverflow.com/questions/73494945/putting-data-from-two-tabels-in-one-viewdata,,Putting data from two tabels in one ViewData,,,,CC BY-SA 4.0,73495317.0
1245,"['c#', '.net', 'winforms']","{'account_id': 21472069, 'reputation': 35, 'user_id': 15820897, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f2e06c66845f91895c87b4cab580cc1a?s=256&d=identicon&r=PG&f=1', 'display_name': 'dogukanbicer', 'link': 'https://stackoverflow.com/users/15820897/dogukanbicer'}",True,246,,1,-2,1661561354,1660947740,73422766,https://stackoverflow.com/questions/73422766/changing-the-color-of-the-title-bar-c-win-11,,Changing the color of the title bar c# win 11,,,,CC BY-SA 4.0,73423887.0
1246,['c#'],"{'account_id': 26154192, 'reputation': 25, 'user_id': 19841654, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AItbvmn9syTBBHRVTG6L7tgzMKEBadzzQfXtlKgFDsr-=k-s256', 'display_name': 'blyyzz', 'link': 'https://stackoverflow.com/users/19841654/blyyzz'}",True,75,,4,0,1661558343,1661549977,73506724,https://stackoverflow.com/questions/73506724/c-loop-through-two-variables,,C# loop through two variables,,,,CC BY-SA 4.0,73507466.0
1247,"['c#', 'angular', 'asp.net-core']","{'account_id': 12579, 'reputation': 887, 'user_id': 24856, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/23e48cfc23281d88f54dca67f76123c2?s=256&d=identicon&r=PG', 'display_name': 'Turp', 'link': 'https://stackoverflow.com/users/24856/turp'}",True,77,,1,0,1661558039,1661558039,73507435,https://stackoverflow.com/questions/73507435/configure-asp-net-core-antiforgery-to-work-with-angular-spa,,Configure ASP.Net Core Antiforgery to work with Angular SPA,,,,CC BY-SA 4.0,
1248,"['c#', 'git', 'console-application']","{'account_id': 12602521, 'reputation': 1, 'user_id': 9164759, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4a45fac5fa09afb113445795c23d0829?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.eh.Saf', 'link': 'https://stackoverflow.com/users/9164759/m-eh-saf'}",False,106,,2,-2,1661557533,1661503488,73498336,https://stackoverflow.com/questions/73498336/how-to-add-a-recently-added-c-class-library-to-the-existing-git-repository-that,,How to add a recently added C# Class library to the existing Git repository that the solution is already connected to,,,1661557533.0,CC BY-SA 4.0,
1249,"['c#', '.net-core', 'asp.net-core-webapi']","{'account_id': 22373122, 'reputation': 81, 'user_id': 16587876, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxMAxQomlKLRdkxomouQXuLgMgacXH2-k9HH69-=k-s256', 'display_name': 'Pablo Fuenzalida', 'link': 'https://stackoverflow.com/users/16587876/pablo-fuenzalida'}",False,20,1661555472.0,0,0,1661556842,1661553782,73507071,https://stackoverflow.com/questions/73507071/how-to-retrieve-an-object-returned-by-an-api-method-in-net-core-if-i-call-the-a,Duplicate,How to retrieve an object returned by an API method in .net core if I call the API from an action?,,,1661556842.0,,
1250,['c#'],"{'account_id': 14814079, 'reputation': 131, 'user_id': 14159600, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/33ad77b7361bb1e845deb893221ad898?s=256&d=identicon&r=PG&f=1', 'display_name': 'M.J', 'link': 'https://stackoverflow.com/users/14159600/m-j'}",False,18,,1,0,1661556554,1661555362,73507223,https://stackoverflow.com/questions/73507223/how-to-run-void-after-bringtofront-panel,,how to run void after bringtofront panel,,,,CC BY-SA 4.0,
1251,"['c#', 'multithreading', 'winforms']","{'account_id': 26160835, 'reputation': 11, 'user_id': 19847414, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AFdZucqePugVQ3nfu6215vpA_NgEqDZtOsEZLoIIxk_4=k-s256', 'display_name': 'herry jack', 'link': 'https://stackoverflow.com/users/19847414/herry-jack'}",False,46,,0,0,1661556304,1661550328,73506761,https://stackoverflow.com/questions/73506761/stop-running-worker-thread-by-button-click-event,,Stop running worker thread by button click event,,,1661556304.0,CC BY-SA 4.0,
1252,"['c#', 'linq', 'ienumerable']","{'account_id': 30856, 'reputation': 10035, 'user_id': 84395, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://www.gravatar.com/avatar/5a33e112a880f4dcb3644113d26e00f6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Which One', 'link': 'https://stackoverflow.com/users/84395/which-one'}",True,101,1661557005.0,2,1,1661555257,1661551818,73506908,https://stackoverflow.com/questions/73506908/efficient-way-to-check-if-ienumerable-contains-exactly-one-element,Duplicate,Efficient way to check if IEnumerable contains exactly one element,,,1661552029.0,,
1253,"['c#', 'winui-3']","{'account_id': 5369292, 'reputation': 1695, 'user_id': 4278282, 'user_type': 'registered', 'accept_rate': 91, 'profile_image': 'https://www.gravatar.com/avatar/54b37d0f15b0cf40aab8286384ad17a6?s=256&d=identicon&r=PG&f=1', 'display_name': 'Siyh', 'link': 'https://stackoverflow.com/users/4278282/siyh'}",True,36,,1,0,1661554475,1661529982,73503779,https://stackoverflow.com/questions/73503779/how-do-a-make-a-textblock-control-that-can-be-disabled-in-winui3,,How do a make a TextBlock control that can be disabled in WinUI3?,,,,CC BY-SA 4.0,73507143.0
1254,"['c#', 'dataset']","{'account_id': 19100890, 'reputation': 21, 'user_id': 13949215, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/9001922db8fa966e9841a6a453ccb181?s=256&d=identicon&r=PG&f=1', 'display_name': 'drewpie', 'link': 'https://stackoverflow.com/users/13949215/drewpie'}",True,38,,1,0,1661552146,1661551373,73506860,https://stackoverflow.com/questions/73506860/saving-data-from-datagridview-to-a-dataset,,Saving data from datagridview to a dataset,,,,CC BY-SA 4.0,73506932.0
1255,"['c#', 'azure', 'triggers', 'azure-storage', 'azure-table-storage']","{'account_id': 4251809, 'reputation': 113, 'user_id': 3478645, 'user_type': 'registered', 'accept_rate': 75, 'profile_image': 'https://i.stack.imgur.com/MONNC.jpg?s=256&g=1', 'display_name': 'Strawberry', 'link': 'https://stackoverflow.com/users/3478645/strawberry'}",False,74,,1,1,1661551864,1661545368,73506144,https://stackoverflow.com/questions/73506144/how-to-listen-for-a-new-record-insert-via-c-in-azure-tables,,How to listen for a new record insert via C# in Azure tables,,,1661546177.0,CC BY-SA 4.0,
1256,"['c#', 'asynchronous']","{'account_id': 468996, 'reputation': 7349, 'user_id': 875295, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://i.stack.imgur.com/1rKE0.jpg?s=256&g=1', 'display_name': 'lezebulon', 'link': 'https://stackoverflow.com/users/875295/lezebulon'}",True,75,,1,4,1661551717,1661549689,73506685,https://stackoverflow.com/questions/73506685/is-blocking-code-really-expensive-on-modern-systems,,Is Blocking code really expensive on modern systems?,,,,CC BY-SA 4.0,73506855.0
1257,"['c#', 'json']","{'account_id': 24419182, 'reputation': 11, 'user_id': 18345691, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GhtmjHg07K5XIe9xp8s32pWny_fdnMiDnpjiMwo=k-s256', 'display_name': 'Mariusz Witczak', 'link': 'https://stackoverflow.com/users/18345691/mariusz-witczak'}",False,69,,2,0,1661551284,1661541748,73505664,https://stackoverflow.com/questions/73505664/json-array-convert-to-array-of-objects,,JSON Array convert to array of objects,,,1661551284.0,CC BY-SA 4.0,
1258,"['c#', 'botframework']","{'account_id': 16411145, 'reputation': 33, 'user_id': 11854411, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/de47f6f454553e2797bad9753c1ec5da?s=256&d=identicon&r=PG&f=1', 'display_name': 'Rich H.', 'link': 'https://stackoverflow.com/users/11854411/rich-h'}",False,111,,0,1,1661549872,1661549872,73506711,https://stackoverflow.com/questions/73506711/how-to-convert-from-botframeworkadapter-to-cloudadapter,,How to convert from BotFrameworkAdapter to CloudAdapter,,,,CC BY-SA 4.0,
