,tags,owner,is_answered,view_count,protected_date,accepted_answer_id,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,content_license,link,title,closed_date,closed_reason,community_owned_date,migrated_from
1592,"['c#', 'outlook']","{'account_id': 411026, 'reputation': 61, 'user_id': 783217, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/2c333cfcb8ff466b535be70ccb5a6485?s=256&d=identicon&r=PG', 'display_name': 'Teyhouse', 'link': 'https://stackoverflow.com/users/783217/teyhouse'}",False,556,,,0,1,1429452720,1355503234,1429452720.0,13882794,CC BY-SA 3.0,https://stackoverflow.com/questions/13882794/vsto-outlook-2013,VSTO Outlook 2013,,,,
1593,"['c#', 'fluent-nhibernate']","{'account_id': 1266814, 'reputation': 1245, 'user_id': 1223948, 'user_type': 'registered', 'accept_rate': 56, 'profile_image': 'https://i.stack.imgur.com/gkyOZ.jpg?s=256&g=1', 'display_name': 'Kiwanax', 'link': 'https://stackoverflow.com/users/1223948/kiwanax'}",True,61,,14040237.0,1,2,1429233328,1356521880,,14040081,CC BY-SA 3.0,https://stackoverflow.com/questions/14040081/creating-entity-searchs-by-properties-values,Creating entity searchs by properties values,,,,
1594,"['c#', 'sql-server-2008', 'query-optimization']","{'account_id': 2106179, 'reputation': 430, 'user_id': 1872466, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b313942ac67c3fc5b826e892b880fc50?s=256&d=identicon&r=PG', 'display_name': 'judian', 'link': 'https://stackoverflow.com/users/1872466/judian'}",True,1197,,,4,4,1429091064,1354538272,1429091064.0,13683440,CC BY-SA 3.0,https://stackoverflow.com/questions/13683440/how-to-determine-if-query-of-sql-is-too-complex,How to determine if query of SQL is too complex?,,,,
1595,"['c#', 'wpf', 'inversion-of-control', 'mvvm-light', 'windows-store-apps']","{'account_id': 148953, 'reputation': 23740, 'user_id': 361100, 'user_type': 'registered', 'accept_rate': 82, 'profile_image': 'https://www.gravatar.com/avatar/ffb9333d75edeed98ca5ea6923bff208?s=256&d=identicon&r=PG', 'display_name': 'Youngjae', 'link': 'https://stackoverflow.com/users/361100/youngjae'}",True,47130,,13805067.0,1,60,1429065007,1355117879,1429065007.0,13795596,,https://stackoverflow.com/questions/13795596/how-to-use-mvvmlight-simpleioc,how to use MVVMLight SimpleIoc?,1428891153.0,Not suitable for this site,,
1596,"['c#', 'javascript', 'jquery', 'ajax', 'wcf']","{'account_id': 776728, 'reputation': 2393, 'user_id': 1198860, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/27c4ed79c0cbb1824c05982bf38a824c?s=256&d=identicon&r=PG', 'display_name': 'Clinton Ward', 'link': 'https://stackoverflow.com/users/1198860/clinton-ward'}",True,4359,,,2,0,1429047410,1354377821,1354380155.0,13661105,CC BY-SA 3.0,https://stackoverflow.com/questions/13661105/working-example-of-ajax-file-upload-to-wcf-service,Working example of AJAX file upload to WCF service,,,,
1597,"['c#', 'autofac']","{'account_id': 57428, 'reputation': 38286, 'user_id': 172029, 'user_type': 'registered', 'accept_rate': 96, 'profile_image': 'https://www.gravatar.com/avatar/7dad762f14e1dbd51422909b92db233f?s=256&d=identicon&r=PG', 'display_name': 'David Pfeffer', 'link': 'https://stackoverflow.com/users/172029/david-pfeffer'}",True,7653,,14061978.0,2,7,1428985330,1356643448,1356643588.0,14061472,CC BY-SA 3.0,https://stackoverflow.com/questions/14061472/get-all-registered-implementations-of-an-interface-in-autofac,Get all registered implementations of an interface in Autofac,,,,
1598,"['c#', '.net', 'file', 'filestream']","{'account_id': 2151791, 'reputation': 23, 'user_id': 1907973, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e6cfdc7e156307a8bc99cfe8c9e423da?s=256&d=identicon&r=PG', 'display_name': 'phoenix', 'link': 'https://stackoverflow.com/users/1907973/phoenix'}",True,194,,13902387.0,1,2,1428553810,1355669006,1428553810.0,13902369,CC BY-SA 3.0,https://stackoverflow.com/questions/13902369/memory-consumed-by-an-idle-file-stream,Memory Consumed by an Idle File Stream,,,,
1599,"['c#', 'actionscript-3', 'apache-flex', 'sockets', 'air']","{'account_id': 2040260, 'reputation': 3188, 'user_id': 1821647, 'user_type': 'registered', 'accept_rate': 78, 'profile_image': 'https://i.stack.imgur.com/hyXyc.jpg?s=256&g=1', 'display_name': 'Schr&#246;dinger&#39;s Box', 'link': 'https://stackoverflow.com/users/1821647/schr%c3%b6dingers-box'}",True,2204,,13858417.0,1,1,1428517546,1354806590,1356515734.0,13746553,CC BY-SA 3.0,https://stackoverflow.com/questions/13746553/send-file-from-c-server-to-as3-air-clients-using-sockets-in-a-local-network-w,Send file from C# Server to AS3 AIR Clients using Sockets in a Local Network - with sample,,,,
1600,"['c#', 'generics', 'stack']","{'account_id': 1726623, 'reputation': 1926, 'user_id': 1581132, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6fd26d3646e07199b4e69d4d3fba4501?s=256&d=identicon&r=PG', 'display_name': 'Alagesan Palani', 'link': 'https://stackoverflow.com/users/1581132/alagesan-palani'}",True,5004,,14056262.0,4,5,1428486934,1356618431,1495540713.0,14056224,CC BY-SA 3.0,https://stackoverflow.com/questions/14056224/implementing-generic-stack-using-array-in-c,Implementing Generic stack using array in c#,,,,
1601,"['c#', 'winforms', 'mvp']","{'account_id': 2132854, 'reputation': 2087, 'user_id': 1893261, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/bwI6v.jpg?s=256&g=1', 'display_name': 'Shukhrat Raimov', 'link': 'https://stackoverflow.com/users/1893261/shukhrat-raimov'}",True,12315,,13898620.0,2,0,1428469190,1355627978,1355634072.0,13898310,CC BY-SA 3.0,https://stackoverflow.com/questions/13898310/multiple-windows-forms-on-one-application,Multiple Windows Forms on one application,,,,
1602,"['c#', 'asp.net', 'image']","{'account_id': 1102392, 'reputation': 337, 'user_id': 1094514, 'user_type': 'registered', 'accept_rate': 47, 'profile_image': 'https://www.gravatar.com/avatar/6cc562d05e235d6870a763a65cbfcde6?s=256&d=identicon&r=PG', 'display_name': 'Troy Loberger', 'link': 'https://stackoverflow.com/users/1094514/troy-loberger'}",True,2555,,,3,0,1428432545,1354731212,1495541186.0,13729719,,https://stackoverflow.com/questions/13729719/bytearray-to-asp-image,ByteArray to asp Image,1354774686.0,exact duplicate,,
1603,"['c#', 'asp.net-mvc', 'razor', 'webgrid']","{'account_id': 2131202, 'reputation': 41, 'user_id': 1891996, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/f5ffe1e7a866d378e727dfd364d57837?s=256&d=identicon&r=PG', 'display_name': 'Lindsay', 'link': 'https://stackoverflow.com/users/1891996/lindsay'}",True,1830,,,1,1,1428286353,1355153424,1428286164.0,13803954,CC BY-SA 3.0,https://stackoverflow.com/questions/13803954/webgrid-checkbox-mvc-razor,WebGrid checkbox MVC Razor,,,,
1604,"['c#', 'asp.net', 'phantomjs']","{'account_id': 11936, 'reputation': 13473, 'user_id': 23249, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/beb1242c1536a9100cf252943e94ec26?s=256&d=identicon&r=PG', 'display_name': 'Elie', 'link': 'https://stackoverflow.com/users/23249/elie'}",True,17717,,,2,17,1428236125,1356577646,,14048895,CC BY-SA 3.0,https://stackoverflow.com/questions/14048895/running-phantomjs-using-c-to-grab-snapshot-of-webpage,Running Phantomjs using C# to grab snapshot of webpage,,,,
1605,"['c#', 'datatable', 'ienumerable']","{'account_id': 1335761, 'reputation': 5301, 'user_id': 1278561, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/ddda7f523105fc2aabfb9434c5ddd01f?s=256&d=identicon&r=PG', 'display_name': 'GPGVM', 'link': 'https://stackoverflow.com/users/1278561/gpgvm'}",True,595,,,2,0,1428082921,1355592812,1355765181.0,13894500,CC BY-SA 3.0,https://stackoverflow.com/questions/13894500/ienumerable-or-datatable-for-updates,IEnumerable or DataTable for Updates,,,,
1606,"['c#', '.net', 'string']","{'account_id': 256931, 'reputation': 7195, 'user_id': 537980, 'user_type': 'registered', 'accept_rate': 63, 'profile_image': 'https://i.stack.imgur.com/DZUB4.png?s=256&g=1', 'display_name': 'ctrl-alt-delor', 'link': 'https://stackoverflow.com/users/537980/ctrl-alt-delor'}",True,4115,,13817561.0,3,2,1427478051,1355179749,1407259421.0,13810664,CC BY-SA 3.0,https://stackoverflow.com/questions/13810664/fast-custom-string-splitting,fast custom string splitting,,,,
1607,"['c#', 'list', 'sharepoint']","{'account_id': 1244885, 'reputation': 75, 'user_id': 1206559, 'user_type': 'registered', 'accept_rate': 0, 'profile_image': 'https://www.gravatar.com/avatar/ed2d7b37804258e760ec0b5282857234?s=256&d=identicon&r=PG', 'display_name': 'Christer L&#246;wing', 'link': 'https://stackoverflow.com/users/1206559/christer-l%c3%b6wing'}",True,1302,,,1,1,1427416522,1355905055,1427416522.0,13948097,CC BY-SA 3.0,https://stackoverflow.com/questions/13948097/sharepoint-note-programmatically-write-error,SharePoint note programmatically write error,,,,
1608,"['c#', 'visual-studio', 'sdk', 'visual-studio-2012', 'windows-phone-8']","{'account_id': 1116230, 'reputation': 1474, 'user_id': 1105488, 'user_type': 'registered', 'accept_rate': 43, 'profile_image': 'https://i.stack.imgur.com/aRE4A.jpg?s=256&g=1', 'display_name': 'marco birchler', 'link': 'https://stackoverflow.com/users/1105488/marco-birchler'}",True,1460,,13960594.0,4,1,1427378765,1355578944,1355579501.0,13892716,CC BY-SA 3.0,https://stackoverflow.com/questions/13892716/could-not-load-microsoft-build-dll-in-windows-phone-8-sdk-and-vs-2012,Could not load Microsoft.Build.dll in Windows Phone 8 SDK and VS 2012,,,,
1609,"['c#', 'calculator']","{'account_id': 2112561, 'reputation': 9, 'user_id': 1877539, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/73e25f84d5da780228f51eb2d56f955e?s=256&d=identicon&r=PG', 'display_name': 'JOSHUA PINKHAM', 'link': 'https://stackoverflow.com/users/1877539/joshua-pinkham'}",False,808,,,3,0,1427323072,1355778653,1355778766.0,13922256,CC BY-SA 3.0,https://stackoverflow.com/questions/13922256/homeandlearn-calculator-the-textdisplay-doesnt-clear-whatsoever-when-i-hit-the,HomeandLearn Calculator: the textDisplay doesn&#39;t clear whatsoever when I hit the btnPlus button.,,,,
1610,"['c#', '.net', 'cpu', 'affinity']","{'account_id': 2117698, 'reputation': 139, 'user_id': 1881592, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/eb496f545c10684c55211abe76963bf7?s=256&d=identicon&r=PG', 'display_name': 'Kandpal Lalit', 'link': 'https://stackoverflow.com/users/1881592/kandpal-lalit'}",True,7716,,13834615.0,4,5,1427246472,1355296077,1355296726.0,13834588,CC BY-SA 3.0,https://stackoverflow.com/questions/13834588/to-set-the-affinity-of-cpus-using-c,To set the affinity of CPUs using C#,,,,
1611,"['c#', '.net', 'memory', 'csharpcodeprovider']","{'account_id': 1983276, 'reputation': 787, 'user_id': 1779304, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/eM6Q6.jpg?s=256&g=1', 'display_name': 'David von Tamar', 'link': 'https://stackoverflow.com/users/1779304/david-von-tamar'}",True,714,,14059782.0,3,2,1427056617,1356601122,1427056617.0,14052466,CC BY-SA 3.0,https://stackoverflow.com/questions/14052466/releasing-from-memory-the-code-generated-by-csharpcodeprovider,Releasing from memory the code generated by CSharpCodeProvider,,,,
1612,"['c#', '.net', 'windows', 'windows-media-center', 'mediacenter']","{'account_id': 89900, 'reputation': 6174, 'user_id': 247730, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://www.gravatar.com/avatar/d70fcf5ed1663dcaa9a68145abd470d5?s=256&d=identicon&r=PG', 'display_name': 'Ryan', 'link': 'https://stackoverflow.com/users/247730/ryan'}",True,260,,,2,0,1426981693,1355682261,,13904223,CC BY-SA 3.0,https://stackoverflow.com/questions/13904223/additional-assemblies-media-center-plugin,Additional Assemblies Media Center Plugin,,,,
1613,"['c#', 'wpf', 'async-await', 'asp.net-web-api']","{'account_id': 1798094, 'reputation': 21, 'user_id': 1637049, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4cc15a0e388e9bf738404eaa1e79ec3d?s=256&d=identicon&r=PG', 'display_name': 'StriderGax', 'link': 'https://stackoverflow.com/users/1637049/stridergax'}",True,2320,,13953515.0,4,0,1426801412,1355771361,1355772613.0,13920523,CC BY-SA 3.0,https://stackoverflow.com/questions/13920523/wpf-webapi-httpclient-await-ui-delay,WPF &gt; WEBAPI &gt; HttpClient &gt; AWAIT = UI Delay,,,,
1614,"['c#', 'generics', 'equality']","{'account_id': 22848, 'reputation': 128304, 'user_id': 56778, 'user_type': 'registered', 'accept_rate': 93, 'profile_image': 'https://www.gravatar.com/avatar/34b152ef95a49568ce45df38cd87e54b?s=256&d=identicon&r=PG', 'display_name': 'Jim Mischel', 'link': 'https://stackoverflow.com/users/56778/jim-mischel'}",True,6811,,13831818.0,4,28,1426773997,1355278378,1426773997.0,13831725,CC BY-SA 3.0,https://stackoverflow.com/questions/13831725/should-an-implementation-of-iequalitycomparer-equals-allow-null-values,Should an implementation of IEqualityComparer.Equals allow null values?,,,,
1615,"['c#', '.net', 'visual-studio-2010', 'visual-studio', 'visual-studio-2012']","{'account_id': 1029173, 'reputation': 8978, 'user_id': 1037845, 'user_type': 'registered', 'accept_rate': 69, 'profile_image': 'https://www.gravatar.com/avatar/c60a8e54c48218ac35a6915dae8ea573?s=256&d=identicon&r=PG', 'display_name': 'Fcoder', 'link': 'https://stackoverflow.com/users/1037845/fcoder'}",True,17683,,,4,1,1426697366,1355600064,,13895479,CC BY-SA 3.0,https://stackoverflow.com/questions/13895479/open-visual-studio-2012-projects-in-visual-studio-2008,open visual studio 2012 projects in visual studio 2008,,,,
1616,"['c#', 'regex', 'list', 'replace', 'character']","{'account_id': 118974, 'reputation': 22034, 'user_id': 310370, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/9e2286b1ad0b7f20a5dbe9114a0a1bda?s=256&d=identicon&r=PG', 'display_name': 'MonsterMMORPG', 'link': 'https://stackoverflow.com/users/310370/monstermmorpg'}",True,3607,,13824763.0,5,1,1426658499,1355244305,1426658499.0,13824649,CC BY-SA 3.0,https://stackoverflow.com/questions/13824649/how-to-remove-characters-from-a-string-except-those-in-a-list,"How to remove characters from a string, except those in a list",,,,
1617,"['c#', 'navigation', 'microsoft-metro', 'windows-runtime']","{'account_id': 1066602, 'reputation': 972, 'user_id': 1067005, 'user_type': 'registered', 'accept_rate': 53, 'profile_image': 'https://i.stack.imgur.com/PdV7f.jpg?s=256&g=1', 'display_name': 'Shashwat Black', 'link': 'https://stackoverflow.com/users/1067005/shashwat-black'}",True,2565,,13833498.0,6,11,1426635597,1355245860,1355291100.0,13825085,CC BY-SA 3.0,https://stackoverflow.com/questions/13825085/not-able-to-navigate-to-pages-on-windows-metro-app-using-c,Not able to navigate to pages on Windows Metro App using c#,,,,
1618,"['c#', 'xml', 'regex', 'xpath', 'json.net']","{'account_id': 369444, 'reputation': 970, 'user_id': 716833, 'user_type': 'registered', 'accept_rate': 65, 'profile_image': 'https://www.gravatar.com/avatar/2e6fc6843936be0444fb2b11bf90b106?s=256&d=identicon&r=PG', 'display_name': 'keyr', 'link': 'https://stackoverflow.com/users/716833/keyr'}",True,6704,,29082554.0,2,6,1426524834,1354988676,1495535303.0,13780097,CC BY-SA 3.0,https://stackoverflow.com/questions/13780097/json-net-can-jobject-selecttoken-do-the-same-thing-the-xpath-can-do-if-yes-wha,Json.net: Can JObject.SelectToken do the same thing the XPath can do? If yes what are the syntax?,,,,
1619,"['c#', 'vb6', 'sap']","{'account_id': 1950344, 'reputation': 581, 'user_id': 1754572, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1ebc47165561f831feb20d78471fe788?s=256&d=identicon&r=PG&f=1', 'display_name': 'Goran Štuc', 'link': 'https://stackoverflow.com/users/1754572/goran-%c5%a0tuc'}",True,5657,,21998470.0,5,7,1426266103,1354730603,1354870268.0,13729561,CC BY-SA 3.0,https://stackoverflow.com/questions/13729561/get-guiapplication-of-running-sap-logon-vb6-to-c,get GuiApplication of running Sap logon vb6 to c#,,,,
1620,"['c#', 'winforms']","{'account_id': 2018512, 'reputation': 239, 'user_id': 1805226, 'user_type': 'registered', 'accept_rate': 44, 'profile_image': 'https://www.gravatar.com/avatar/3ea041d93e1ddf4f0dc15a21189e968b?s=256&d=identicon&r=PG', 'display_name': 'Derek', 'link': 'https://stackoverflow.com/users/1805226/derek'}",True,2933,,,2,0,1426256795,1354648013,1354648120.0,13710121,CC BY-SA 3.0,https://stackoverflow.com/questions/13710121/grey-out-entire-windows-screen,Grey out entire windows screen,,,,
1621,"['c#', 'events', 'geometry', 'vtk']","{'account_id': 2104320, 'reputation': 25, 'user_id': 1871036, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/2ea807e3810432fe9dbf71fb76dfb114?s=256&d=identicon&r=PG', 'display_name': 'rcjuliano', 'link': 'https://stackoverflow.com/users/1871036/rcjuliano'}",True,393,,13809309.0,1,-1,1426131428,1354483426,1426131428.0,13673998,CC BY-SA 3.0,https://stackoverflow.com/questions/13673998/how-can-i-raise-mouseclick-event-on-sphere,How can I raise MouseClick Event on Sphere,,,,
1622,"['c#', 'html', 'winforms', 'webbrowser-control', 'propertychanged']","{'account_id': 2174612, 'reputation': 31, 'user_id': 1925606, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c40237f716617bf657f744b40e9a47d6?s=256&d=identicon&r=PG', 'display_name': 'zerocube', 'link': 'https://stackoverflow.com/users/1925606/zerocube'}",False,2354,,,3,3,1425660823,1356303099,1356304730.0,14015340,CC BY-SA 3.0,https://stackoverflow.com/questions/14015340/webbrowser-onpropertychange-event-is-not-firing,WebBrowser OnPropertyChange event is not firing,,,,
1623,"['c#', 'excel']","{'account_id': 1162130, 'reputation': 694, 'user_id': 1141430, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/ef129cb44f5e292dafa72cdc34d44658?s=256&d=identicon&r=PG', 'display_name': 'HeinrichStack', 'link': 'https://stackoverflow.com/users/1141430/heinrichstack'}",True,2311,,,3,1,1425634192,1355075212,1355133242.0,13789970,CC BY-SA 3.0,https://stackoverflow.com/questions/13789970/setsourcedata-correct-call-parameters,SetSourceData correct call parameters,,,,
1624,"['c#', 'forms', 'time', 'response', 'keydown']","{'account_id': 1971974, 'reputation': 585, 'user_id': 1770679, 'user_type': 'registered', 'accept_rate': 89, 'profile_image': 'https://i.stack.imgur.com/9qZtG.jpg?s=256&g=1', 'display_name': 'Roy Doron', 'link': 'https://stackoverflow.com/users/1770679/roy-doron'}",True,190,,13936807.0,2,0,1425438560,1355845914,1425438560.0,13936640,CC BY-SA 3.0,https://stackoverflow.com/questions/13936640/how-to-capture-a-time-interval-while-waiting-for-user-input,How to capture a time interval while waiting for user input?,,,,
1625,"['c#', 'winforms', 'datagridview', 'datagridviewcheckboxcell']","{'account_id': 103348, 'reputation': 7754, 'user_id': 276859, 'user_type': 'registered', 'accept_rate': 51, 'profile_image': 'https://i.stack.imgur.com/9WS7C.jpg?s=256&g=1', 'display_name': 'Kiran', 'link': 'https://stackoverflow.com/users/276859/kiran'}",True,7752,,,4,4,1425374709,1354513353,,13677794,CC BY-SA 3.0,https://stackoverflow.com/questions/13677794/checkbox-in-the-datagridview-not-updating,Checkbox in the Datagridview not updating,,,,
1626,"['c#', 'visual-studio', 'windows-8', 'windows-store-apps', 'windows-store']","{'account_id': 331774, 'reputation': 5128, 'user_id': 656677, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/efa4eff0a32320175f5e5ec42c3c9305?s=256&d=identicon&r=PG', 'display_name': 'chinabuffet', 'link': 'https://stackoverflow.com/users/656677/chinabuffet'}",True,5063,,13957138.0,5,7,1425332395,1355929847,,13955297,CC BY-SA 3.0,https://stackoverflow.com/questions/13955297/windows-8-blank-app-dep0700-error,Windows 8 Blank App + DEP0700 error,,,,
1627,"['c#', 'email', 'asynchronous', 'asp.net-mvc-4', 'postal']","{'account_id': 262909, 'reputation': 410, 'user_id': 548118, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/373ea602f04f85a010673dca32fc1ff6?s=256&d=identicon&r=PG', 'display_name': 'glowworms', 'link': 'https://stackoverflow.com/users/548118/glowworms'}",True,4005,,13994242.0,2,0,1425318108,1356089002,1425318108.0,13989226,CC BY-SA 3.0,https://stackoverflow.com/questions/13989226/getting-error-when-i-send-email-using-postal-mvc-and-sendasync,Getting error when I send email using Postal MVC and SendAsync(),,,,
1628,"['c#', 'ms-word']","{'account_id': 1808728, 'reputation': 172, 'user_id': 1645218, 'user_type': 'registered', 'accept_rate': 80, 'profile_image': 'https://www.gravatar.com/avatar/ab3fed92482eebb0eb4ab7b3c92542d4?s=256&d=identicon&r=PG&f=1', 'display_name': 'ReeReeBosley', 'link': 'https://stackoverflow.com/users/1645218/reereebosley'}",True,795,,14047380.0,3,2,1425228588,1356562491,1425228588.0,14047288,CC BY-SA 3.0,https://stackoverflow.com/questions/14047288/am-i-able-to-scan-a-document-and-extract-certain-words,Am I able to scan a document and extract certain words?,,,,
1629,"['c#', 'ms-word', 'interop']","{'account_id': 1166434, 'reputation': 147, 'user_id': 1144589, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/189fd852c7f443a273b527696b0cd27e?s=256&d=identicon&r=PG', 'display_name': 'ninten', 'link': 'https://stackoverflow.com/users/1144589/ninten'}",True,4343,,13988126.0,2,1,1425228568,1356022558,1425228568.0,13976941,CC BY-SA 3.0,https://stackoverflow.com/questions/13976941/restart-list-numbering-with-c-word-interop,Restart List Numbering with C# Word Interop,,,,
1630,"['c#', 'ms-word']","{'account_id': 1964781, 'reputation': 134, 'user_id': 1765335, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/feaed576bd54ad56f436c203c480484d?s=256&d=identicon&r=PG', 'display_name': 'Ruben', 'link': 'https://stackoverflow.com/users/1765335/ruben'}",True,1090,,13912730.0,1,0,1425228535,1355737110,1425228535.0,13911577,CC BY-SA 3.0,https://stackoverflow.com/questions/13911577/not-able-to-save-a-word-file,Not able to save a word file,,,,
1631,"['c#', 'ms-word', 'office-interop']","{'account_id': 1579152, 'reputation': 43, 'user_id': 1464886, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/efecd5ced38b1f6abd228ee2d2e618dd?s=256&d=identicon&r=PG', 'display_name': 'Skel363', 'link': 'https://stackoverflow.com/users/1464886/skel363'}",True,1375,,,1,1,1425170678,1355317782,1425170678.0,13840568,CC BY-SA 3.0,https://stackoverflow.com/questions/13840568/max-rows-microsoft-office-interop-word-table,Max Rows Microsoft.Office.Interop.Word.Table,,,,
1632,"['c#', 'ms-word', 'openxml']","{'account_id': 1563127, 'reputation': 1928, 'user_id': 1452542, 'user_type': 'registered', 'accept_rate': 85, 'profile_image': 'https://www.gravatar.com/avatar/cbda2309e19850795f078c04ba58570f?s=256&d=identicon&r=PG', 'display_name': 'AustinT', 'link': 'https://stackoverflow.com/users/1452542/austint'}",True,11352,,15524865.0,1,12,1425170645,1355241492,1425170645.0,13823668,CC BY-SA 3.0,https://stackoverflow.com/questions/13823668/how-to-get-rid-of-my-after-spacing-on-open-xml,How to get rid of my &quot;After Spacing&quot; on open xml,,,,
1633,"['c#', 'for-loop', 'geometry']","{'account_id': 2107428, 'reputation': 848, 'user_id': 1873436, 'user_type': 'registered', 'accept_rate': 81, 'profile_image': 'https://www.gravatar.com/avatar/b8385ded0850eda9190c75d48f7c9536?s=256&d=identicon&r=PG', 'display_name': 'Nave Tseva', 'link': 'https://stackoverflow.com/users/1873436/nave-tseva'}",True,2155,,13807834.0,4,1,1425152673,1355167770,1425152673.0,13807773,CC BY-SA 3.0,https://stackoverflow.com/questions/13807773/pointer-triangle-in-c,Pointer triangle in C#,,,,
1634,"['c#', 'wpf', 'xaml']","{'account_id': 30088, 'reputation': 33931, 'user_id': 81800, 'user_type': 'registered', 'accept_rate': 86, 'profile_image': 'https://i.stack.imgur.com/n66qf.png?s=256&g=1', 'display_name': 'Ivan Prodanov', 'link': 'https://stackoverflow.com/users/81800/ivan-prodanov'}",True,17637,,13968498.0,2,23,1425046843,1355993632,,13968321,CC BY-SA 3.0,https://stackoverflow.com/questions/13968321/what-does-datacontext-binding-mean,What does DataContext=&quot;{Binding}&quot; mean?,,,,
1635,"['c#', '.net', 'xml']","{'account_id': 1838629, 'reputation': 7344, 'user_id': 1668501, 'user_type': 'registered', 'accept_rate': 68, 'profile_image': 'https://i.stack.imgur.com/PdcOK.jpg?s=256&g=1', 'display_name': 'Jameel Moideen', 'link': 'https://stackoverflow.com/users/1668501/jameel-moideen'}",True,15488,,14053976.0,5,0,1425035439,1356607331,1356624734.0,14053857,CC BY-SA 3.0,https://stackoverflow.com/questions/14053857/get-all-the-attribute-values-of-nodes-from-an-xml-file,Get all the attribute values of nodes from an XML File,,,,
1636,"['c#', 'linux', 'mono', 'parallel-port']","{'account_id': 41857, 'reputation': 540, 'user_id': 121766, 'user_type': 'registered', 'accept_rate': 70, 'profile_image': 'https://www.gravatar.com/avatar/b7c3486f1a6733bf41aa30e2f046f0ae?s=256&d=identicon&r=PG', 'display_name': 'Iain Carlin', 'link': 'https://stackoverflow.com/users/121766/iain-carlin'}",True,936,,13857675.0,2,0,1424918004,1355183733,1355218764.0,13811395,CC BY-SA 3.0,https://stackoverflow.com/questions/13811395/control-parallel-port-using-c-mono-in-linux,Control parallel port using C# Mono in Linux,,,,
1637,"['c#', 'visual-studio-2010', 'resharper', 'partial-classes', 'resharper-6.1']","{'account_id': 1621220, 'reputation': 16481, 'user_id': 1497720, 'user_type': 'registered', 'accept_rate': 41, 'profile_image': 'https://www.gravatar.com/avatar/e7fb41c0ef8fc026892a668008b05098?s=256&d=identicon&r=PG', 'display_name': 'william007', 'link': 'https://stackoverflow.com/users/1497720/william007'}",True,2028,,14041447.0,2,9,1424790784,1356529287,,14041408,CC BY-SA 3.0,https://stackoverflow.com/questions/14041408/show-all-files-contain-same-partial-class,Show all files contain same partial class,,,,
1638,"['c#', 'wcf', 'wcf-binding']","{'account_id': 302275, 'reputation': 3500, 'user_id': 610561, 'user_type': 'registered', 'accept_rate': 100, 'profile_image': 'https://i.stack.imgur.com/QeHxV.jpg?s=256&g=1', 'display_name': 'VulgarBinary', 'link': 'https://stackoverflow.com/users/610561/vulgarbinary'}",True,1229,,13977383.0,1,7,1424763551,1356022491,1356022796.0,13976911,CC BY-SA 3.0,https://stackoverflow.com/questions/13976911/wcf-abstract-base-class-with-complex-collection-of-abstract-types-not-being-incl,WCF Abstract base class with complex collection of abstract types not being included for deserialization in service response,,,,
1639,"['c#', '.net', 'directoryentry']","{'account_id': 468774, 'reputation': 1848, 'user_id': 874953, 'user_type': 'registered', 'accept_rate': 83, 'profile_image': 'https://i.stack.imgur.com/cIt7Z.jpg?s=256&g=1', 'display_name': 'sagar', 'link': 'https://stackoverflow.com/users/874953/sagar'}",True,7820,,13959359.0,2,3,1424719052,1355931584,,13955880,CC BY-SA 3.0,https://stackoverflow.com/questions/13955880/system-io-filenotfoundexception-the-network-path-was-not-found-exception-while,System.IO.FileNotFoundException: The network path was not found. Exception while using DirectoryEntry object on windows 7,,,,
