,tags,owner,is_answered,view_count,answer_count,score,last_activity_date,creation_date,question_id,content_license,link,title,accepted_answer_id,last_edit_date,closed_date,closed_reason,locked_date
1210,"['c#', 'visual-studio', 'google-chrome', 'debugging']","{'account_id': 73062, 'reputation': 1893, 'user_id': 210619, 'user_type': 'registered', 'accept_rate': 97, 'profile_image': 'https://www.gravatar.com/avatar/239e7b1d98934e4538462bea4c86c530?s=256&d=identicon&r=PG', 'display_name': 'Dan7el', 'link': 'https://stackoverflow.com/users/210619/dan7el'}",False,278,0,0,1651066377,1651066377,72029721,CC BY-SA 4.0,https://stackoverflow.com/questions/72029721/visual-studio-2019-2022-open-iis-express-chrome-browser-window-in-monitor-a-i,Visual Studio 2019/2022 -- Open IIS Express Chrome Browser Window in Monitor A instead of Monitor B when Debugging,,,,,
1211,"['c#', 'unity3d', 'animation']","{'account_id': 25064431, 'reputation': 3, 'user_id': 18918916, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GgOmZaKHu55ELLcw7FCdXz5mfd3vj5RUH2jNv70Sw=k-s256', 'display_name': 'ItzTmod', 'link': 'https://stackoverflow.com/users/18918916/itztmod'}",False,318,2,0,1651066341,1650993299,72017998,CC BY-SA 4.0,https://stackoverflow.com/questions/72017998/gameobject-doesnt-reset-its-position-after-the-animation-is-finished,GameObject doesn&#39;t reset its position after the animation is finished,,,,,
1212,"['c#', 'google-chrome', 'browser', 'ui-automation', 'microsoft-ui-automation']","{'account_id': 72764, 'reputation': 4226, 'user_id': 209920, 'user_type': 'registered', 'accept_rate': 88, 'profile_image': 'https://www.gravatar.com/avatar/ae95cc81e95a764f5d3f15b0bf02a458?s=256&d=identicon&r=PG', 'display_name': 'Dave Mackey', 'link': 'https://stackoverflow.com/users/209920/dave-mackey'}",False,286,0,1,1651066166,1650988379,72016954,CC BY-SA 4.0,https://stackoverflow.com/questions/72016954/is-there-a-way-to-get-the-url-of-a-site-opened-in-a-browser-in-app-mode-using-mi,Is there a way to get the URL of a site opened in a browser in app mode using Microsoft&#39;s UI Automation API?,,1651066166.0,,,
1213,"['c#', '.net', 'linq2db']","{'account_id': 375210, 'reputation': 2584, 'user_id': 1108279, 'user_type': 'registered', 'accept_rate': 77, 'profile_image': 'https://www.gravatar.com/avatar/8ceab1df9b9083d662c34efd1b7c7868?s=256&d=identicon&r=PG', 'display_name': 'pregmatch', 'link': 'https://stackoverflow.com/users/1108279/pregmatch'}",True,345,1,0,1651065972,1650328483,71918418,CC BY-SA 4.0,https://stackoverflow.com/questions/71918418/how-to-use-linq2db-to-insert-sql-geography,How to use linq2db to insert sql geography?,71925969.0,1651065972.0,,,
1214,"['c#', 'asp.net-core', 'serialization', 'byte', 'binaryformatter']","{'account_id': 280449, 'reputation': 77, 'user_id': 576156, 'user_type': 'registered', 'accept_rate': 25, 'profile_image': 'https://www.gravatar.com/avatar/1ce061e01aaaa786eab0c53fed464147?s=256&d=identicon&r=PG', 'display_name': 'Hope', 'link': 'https://stackoverflow.com/users/576156/hope'}",False,430,3,0,1651065711,1650576520,71961066,CC BY-SA 4.0,https://stackoverflow.com/questions/71961066/deserialize-array-that-was-serialized-with-binaryformatter-without-using-binary,"Deserialize array that was Serialized with BinaryFormatter, without using BinaryFormatter to deserialize",,1650997294.0,,,
1215,"['c#', 'wpf', 'autofac', 'reactiveui', 'splat']","{'account_id': 962378, 'reputation': 878, 'user_id': 986451, 'user_type': 'registered', 'accept_rate': 90, 'profile_image': 'https://www.gravatar.com/avatar/af23a835ecc5aa8c2c149118680ea5a8?s=256&d=identicon&r=PG', 'display_name': 'Michael', 'link': 'https://stackoverflow.com/users/986451/michael'}",True,208,1,2,1651065697,1650182527,71900247,CC BY-SA 4.0,https://stackoverflow.com/questions/71900247/reactiveui-how-can-i-replace-the-default-iviewlocator-when-using-autofac,ReactiveUi: How can I replace the default IViewLocator when using AutoFac?,72029357.0,,,,
1216,"['c#', 'xml', 'vb.net', 'xml-parsing']","{'account_id': 25114196, 'reputation': 1, 'user_id': 18963447, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/0e906e5fbee8c69b86111d42775d37b5?s=256&d=identicon&r=PG', 'display_name': 'Harish', 'link': 'https://stackoverflow.com/users/18963447/harish'}",True,572,1,0,1651065677,1651054622,72027060,CC BY-SA 4.0,https://stackoverflow.com/questions/72027060/error-hexadecimal-value-0x00-is-an-invalid-character-while-downloading-xml,"Error &#39;.&#39;, hexadecimal value 0x00, is an invalid character while downloading XML file from a network path",72029536.0,1651057810.0,,,
1217,"['c#', 'asp.net', 'asp.net-mvc']","{'account_id': 22960674, 'reputation': 27, 'user_id': 17090596, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJxWR_GcsuTZUnYHgc7R9wwwxG6l2Mov8koqqi79=k-s256', 'display_name': 'Mazhar Khan', 'link': 'https://stackoverflow.com/users/17090596/mazhar-khan'}",True,449,1,0,1651065485,1651064894,72029335,CC BY-SA 4.0,https://stackoverflow.com/questions/72029335/how-to-manage-timer-with-interval,how to manage Timer with Interval,72029491.0,,,,
1218,"['c#', 'visual-studio', 'port', 'sikuli', 'imageprocessor']","{'account_id': 24985715, 'reputation': 11, 'user_id': 18847526, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/e193c4e2a2289338e005098d47280931?s=256&d=identicon&r=PG', 'display_name': 'G&#252;rkan', 'link': 'https://stackoverflow.com/users/18847526/g%c3%bcrkan'}",False,105,0,1,1651065236,1650611954,71964839,CC BY-SA 4.0,https://stackoverflow.com/questions/71964839/visual-studio-with-c-socketexception-no-connection-could-be-made-because-the-t,visual studio with c# SocketException: No connection could be made because the target machine actively refused it 127.0.0.1:8080 error,,1651065236.0,,,
1219,"['c#', '.net-core', 'entity-framework-core', 'ef-code-first']","{'account_id': 3308749, 'reputation': 202, 'user_id': 2782728, 'user_type': 'registered', 'accept_rate': 30, 'profile_image': 'https://www.gravatar.com/avatar/?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mustafa', 'link': 'https://stackoverflow.com/users/2782728/mustafa'}",False,73,0,0,1651065201,1651065201,72029417,CC BY-SA 4.0,https://stackoverflow.com/questions/72029417/efcore-soft-deleted-entity-still-appears-in-next-get-query,EFCore - Soft deleted entity still appears in next get query,,,,,
1220,"['c#', 'wpf', 'mvvm', 'icommand', 'relaycommand']","{'account_id': 13760858, 'reputation': 609, 'user_id': 9930637, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a06f30fffb3565e516ce7e3bceac161a?s=256&d=identicon&r=PG&f=1', 'display_name': 'timunix', 'link': 'https://stackoverflow.com/users/9930637/timunix'}",True,119,1,0,1651064975,1651062142,72028630,CC BY-SA 4.0,https://stackoverflow.com/questions/72028630/relay-command-canexecute-is-only-invoked-in-the-viewmodels-constuctor-once-but-w,Relay Command CanExecute is only invoked in the viewmodels constuctor once but won&#39;t invoke again when Properties are changed,72028964.0,,,,
1221,"['c#', 'ffmpeg']","{'account_id': 24892048, 'reputation': 3, 'user_id': 18958741, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/af48c74a7a16e0ce244ccfba2afb8dbd?s=256&d=identicon&r=PG', 'display_name': 'umpyloompy', 'link': 'https://stackoverflow.com/users/18958741/umpyloompy'}",False,66,1,0,1651064830,1651012757,72021285,CC BY-SA 4.0,https://stackoverflow.com/questions/72021285/ffmpeg-trouble-with-concatenating-video-videoaudio,FFMPEG trouble with concatenating Video + Video[+Audio],,,,,
1222,"['c#', 'wpf']","{'account_id': 3687478, 'reputation': 861, 'user_id': 7107097, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/4a2ab24dc07ff2eaddeff5f7243779c5?s=256&d=identicon&r=PG&f=1', 'display_name': 'WSC', 'link': 'https://stackoverflow.com/users/7107097/wsc'}",True,44,2,0,1651064113,1650989481,72017185,CC BY-SA 4.0,https://stackoverflow.com/questions/72017185/where-should-the-command-and-command-canexecute-logic-of-my-usercontrol-reside,Where should the Command and Command_CanExecute logic of my UserControl reside?,,,,,
1223,"['c#', 'wpf', 'xaml', 'listboxitem']","{'account_id': 25115235, 'reputation': 13, 'user_id': 18964359, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/5665872e56e89a4799ff51c65c221e83?s=256&d=identicon&r=PG', 'display_name': 'tojadol208', 'link': 'https://stackoverflow.com/users/18964359/tojadol208'}",True,58,1,1,1651064051,1651061374,72028462,CC BY-SA 4.0,https://stackoverflow.com/questions/72028462/centering-listboxitem-content-horizontally-and-vertically-in-wpf,Centering ListBoxItem content horizontally and vertically in WPF,72029018.0,1651063259.0,,,
1224,"['c#', 'com', 'com-interop', 'gac', 'interopservices']","{'account_id': 9692244, 'reputation': 90, 'user_id': 7189958, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/298962817104615/picture?type=large', 'display_name': 'Frank Heimes', 'link': 'https://stackoverflow.com/users/7189958/frank-heimes'}",False,31,0,0,1651064048,1651064048,72029150,CC BY-SA 4.0,https://stackoverflow.com/questions/72029150/how-to-debug-failed-calls-to-convertassemblytotypelib,How to debug failed calls to ConvertAssemblyToTypeLib()?,,,,,
1225,"['c#', 'asynchronous', 'async-await', '.net-6.0']","{'account_id': 9976290, 'reputation': 15294, 'user_id': 7380779, 'user_type': 'registered', 'profile_image': 'https://graph.facebook.com/10211702939720023/picture?type=large', 'display_name': 'Frenchy', 'link': 'https://stackoverflow.com/users/7380779/frenchy'}",True,96,1,2,1651063737,1651062546,72028737,CC BY-SA 4.0,https://stackoverflow.com/questions/72028737/cut-a-list-in-3-parts-to-speed-up-async-function,Cut a list in 3 parts to speed up Async function,72028996.0,1651063150.0,,,
1226,"['c#', 'unity3d']","{'account_id': 8120787, 'reputation': 33, 'user_id': 6117631, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b10bdd784567b8745ec6d62faf4d42c8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Faizan Rizvi', 'link': 'https://stackoverflow.com/users/6117631/faizan-rizvi'}",True,106,1,0,1651063727,1651061192,72028425,CC BY-SA 4.0,https://stackoverflow.com/questions/72028425/how-can-i-detect-transparent-areas-in-a-sprite-in-unity,How can I detect transparent areas in a sprite in Unity,72028960.0,,,,
1227,"['c#', 'asp.net', 'linq']","{'account_id': 19566012, 'reputation': 3, 'user_id': 14318151, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/Pls0D.jpg?s=256&g=1', 'display_name': 'RickRieger', 'link': 'https://stackoverflow.com/users/14318151/rickrieger'}",False,74,1,0,1651063435,1651020911,72022129,CC BY-SA 4.0,https://stackoverflow.com/questions/72022129/after-retrieving-data-from-a-table-i-am-trying-to-condense-a-list-of-dictionari,"After retrieving data from a table, I am trying to condense a list of dictionaries to unique key values for &quot;platform&quot; with sum of &quot;global sales&quot;",,,,,
1228,"['c#', 'asp.net-core', 'logging', 'iis', 'microsoft.extensions.logging']","{'account_id': 10006266, 'reputation': 331, 'user_id': 7400630, 'user_type': 'registered', 'accept_rate': 79, 'profile_image': 'https://www.gravatar.com/avatar/1a1b693bc1f7ce2efdb6aa682d363e41?s=256&d=identicon&r=PG&f=1', 'display_name': 'I am not Fat', 'link': 'https://stackoverflow.com/users/7400630/i-am-not-fat'}",False,95,0,0,1651063274,1651058929,72027937,CC BY-SA 4.0,https://stackoverflow.com/questions/72027937/why-is-nothing-being-logged,Why is nothing being logged?,,1651063274.0,,,
1229,"['c#', 'azure', 'xslt', 'azure-api-management']","{'account_id': 4896443, 'reputation': 137, 'user_id': 3945914, 'user_type': 'registered', 'accept_rate': 67, 'profile_image': 'https://www.gravatar.com/avatar/e98faabe476040b8a24753842182473e?s=256&d=identicon&r=PG', 'display_name': 'drewglew', 'link': 'https://stackoverflow.com/users/3945914/drewglew'}",False,84,0,0,1651063218,1651061031,72028383,CC BY-SA 4.0,https://stackoverflow.com/questions/72028383/execute-xslt-from-apim-policy-containing-script,Execute XSLT from APIM Policy containing script,,1651062029.0,,,
1230,"['c#', 'mongodb', 'mongodb-query']","{'account_id': 19818450, 'reputation': 11, 'user_id': 14800321, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14Gjg7UJRhdEpv4xu9o4VbMvgZXQXrZQqxR6xD4vrWw=k-s256', 'display_name': 'samivagyok', 'link': 'https://stackoverflow.com/users/14800321/samivagyok'}",False,257,1,0,1651063086,1651054644,72027068,CC BY-SA 4.0,https://stackoverflow.com/questions/72027068/how-to-aggregate-an-ifindfluent-list-in-mongodb-c-driver,How to Aggregate an IFindFluent list in MongoDB C# Driver,,,,,
1231,"['python', 'c#', 'windows']","{'account_id': 2759624, 'reputation': 1, 'user_id': 2376773, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d92f27305d18bd11bf904228d2dce944?s=256&d=identicon&r=PG', 'display_name': 'Shahar Melamed', 'link': 'https://stackoverflow.com/users/2376773/shahar-melamed'}",False,34,0,0,1651062460,1651062460,72028717,CC BY-SA 4.0,https://stackoverflow.com/questions/72028717/validate-python-code-correcteness-windows-command-line,Validate python code correcteness windows command line,,,,,
1232,"['c#', 'c++', '.net', 'dll']","{'account_id': 17007321, 'reputation': 13, 'user_id': 12303222, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-PFoemdvlNhw/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfTaTfeuDbG7iMBwGwqOilNRaBLbg/photo.jpg?sz=256', 'display_name': 'PAVEL-ALEXANDRU BAJENARU', 'link': 'https://stackoverflow.com/users/12303222/pavel-alexandru-bajenaru'}",False,100,0,0,1651062233,1649157669,71750860,CC BY-SA 4.0,https://stackoverflow.com/questions/71750860/convert-float-pointer-returned-by-c-dll-function-to-float-c,Convert float pointer returned by c++ DLL function to float C#,,1651062233.0,,,
1233,"['c#', 'blazor', 'blazor-server-side', 'blazor-webassembly']","{'account_id': 25110463, 'reputation': 1, 'user_id': 18960180, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b90a9af4864e154522ba8a26a13136b8?s=256&d=identicon&r=PG&f=1', 'display_name': 'Mar', 'link': 'https://stackoverflow.com/users/18960180/mar'}",True,664,3,0,1651062117,1651029713,72022890,CC BY-SA 4.0,https://stackoverflow.com/questions/72022890/is-system-data-datatable-available-in-blazor,Is System.Data.DataTable available in Blazor?,,1651030100.0,,,
1234,"['c#', 'elasticsearch', '.net-core']","{'account_id': 2528602, 'reputation': 43, 'user_id': 2197391, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/LXLRn.png?s=256&g=1', 'display_name': 'jason.galea', 'link': 'https://stackoverflow.com/users/2197391/jason-galea'}",True,235,1,0,1651062051,1651020913,72022130,CC BY-SA 4.0,https://stackoverflow.com/questions/72022130/guidance-needed-for-elastic-6-8-to-7-17-upgrade-with-c-client,Guidance needed for Elastic 6.8 to 7.17 upgrade with C# client,72028604.0,,,,
1235,"['c#', 'vb.net', 'webview2']","{'account_id': 23761427, 'reputation': 1, 'user_id': 17776770, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/4e59825705afe593ab85c782696dbe28?s=256&d=identicon&r=PG', 'display_name': 'Immortale_', 'link': 'https://stackoverflow.com/users/17776770/immortale'}",False,272,0,0,1651061973,1651061973,72028587,CC BY-SA 4.0,https://stackoverflow.com/questions/72028587/proxy-authentication-with-webview21,Proxy authentication with WebView21,,,,,
1236,"['c#', 'entity-framework', 'moq', 'automoq']","{'account_id': 18142766, 'reputation': 1, 'user_id': 13196427, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/-U-3BdErZado/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMf3ECNVUc3HUHHfUkw35IUe56u5g/photo.jpg?sz=256', 'display_name': 'VDA', 'link': 'https://stackoverflow.com/users/13196427/vda'}",False,76,0,0,1651061623,1651056382,72027433,CC BY-SA 4.0,https://stackoverflow.com/questions/72027433/moq-setup-dont-working-while-trying-to-automate-it,"Moq Setup dont working, while trying to automate it",,1651061623.0,,,
1237,['c#'],"{'account_id': 25115090, 'reputation': 13, 'user_id': 18964226, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/1a9c6d3803e1e2f8b3b62b85f7a21e3f?s=256&d=identicon&r=PG', 'display_name': 'Colodoro', 'link': 'https://stackoverflow.com/users/18964226/colodoro'}",True,85,1,-2,1651061569,1651060659,72028304,CC BY-SA 4.0,https://stackoverflow.com/questions/72028304/how-do-i-shift-all-elements-by-1-position-after-a-certain-index-in-an-array-c,How do I shift all elements by 1 position after a certain index in an array? c#,72028508.0,,,,
1238,"['c#', 'unity3d']","{'account_id': 17506070, 'reputation': 35, 'user_id': 12989719, 'user_type': 'registered', 'profile_image': 'https://lh4.googleusercontent.com/-WU_h6KzSmg4/AAAAAAAAAAI/AAAAAAAAAAA/ACHi3rfGDmYviCi4f1nIxuRev5NMfYVx-w/photo.jpg?sz=256', 'display_name': 'dahko37', 'link': 'https://stackoverflow.com/users/12989719/dahko37'}",True,35,1,0,1651061424,1651048383,72025648,CC BY-SA 4.0,https://stackoverflow.com/questions/72025648/my-raycast-is-not-detecting-objects-properly,My raycast is not detecting objects properly,72028475.0,,,,
1239,"['c#', 'excel', 'winforms', 'newline']","{'account_id': 24142028, 'reputation': 1, 'user_id': 18108109, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/44da6b0d9ff0a938d53cf767d62c5fb7?s=256&d=identicon&r=PG', 'display_name': 'OnePunchMahn', 'link': 'https://stackoverflow.com/users/18108109/onepunchmahn'}",False,120,1,0,1651061393,1651044860,72024919,CC BY-SA 4.0,https://stackoverflow.com/questions/72024919/newline-character-being-exported-to-excel,Newline character being exported to Excel,,,,,
1240,"['c#', 'visual-studio', 'winforms']","{'account_id': 24314238, 'reputation': 13, 'user_id': 18255715, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJwSFiJ9J9WLAisZ1iHT3ucmS60AFWq0IZmurxZD=k-s256', 'display_name': 'nai hamdan', 'link': 'https://stackoverflow.com/users/18255715/nai-hamdan'}",False,166,0,0,1651061368,1651050229,72026099,CC BY-SA 4.0,https://stackoverflow.com/questions/72026099/horizontal-scrolling-not-working-with-autoscroll-in-c,Horizontal Scrolling not working with autoscroll in C#,,1651061368.0,,,
1241,"['c#', 'kubernetes', 'ignite']","{'account_id': 25038715, 'reputation': 25, 'user_id': 18895826, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/gHBQr.jpg?s=256&g=1', 'display_name': 'Prem', 'link': 'https://stackoverflow.com/users/18895826/prem'}",True,131,1,1,1651061005,1650555977,71957287,CC BY-SA 4.0,https://stackoverflow.com/questions/71957287/apache-ignite-c-client-connection-configuration-for-kubernetes,Apache Ignite C# Client Connection configuration for kubernetes,71970070.0,1650579304.0,,,
1242,"['c#', 'asp.net-core', 'razor']","{'account_id': 3195367, 'reputation': 159, 'user_id': 2821240, 'user_type': 'registered', 'accept_rate': 33, 'profile_image': 'https://www.gravatar.com/avatar/fe9444d7883603e7cfca710d9656bf09?s=256&d=identicon&r=PG&f=1', 'display_name': 'Out Of Bounds', 'link': 'https://stackoverflow.com/users/2821240/out-of-bounds'}",True,40,1,0,1651060783,1651055808,72027313,CC BY-SA 4.0,https://stackoverflow.com/questions/72027313/binding-input-of-list-of-objects-without-knowing-the-number-of-objects-the-user,Binding input of list of objects without knowing the number of objects the user will feed,72027971.0,1651060783.0,,,
1243,"['c#', 'uwp', 'winui-3']","{'account_id': 19948316, 'reputation': 83, 'user_id': 14618503, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c5bda7136af6c898ad1bcbba75b29ff9?s=256&d=identicon&r=PG&f=1', 'display_name': 'AtosNicoS', 'link': 'https://stackoverflow.com/users/14618503/atosnicos'}",False,235,1,0,1651060637,1651053937,72026897,CC BY-SA 4.0,https://stackoverflow.com/questions/72026897/uwp-winui3-binding-by-elementname-inside-usercontrol-custom-content-dependencypr,UWP/WinUI3 Binding by ElementName inside UserControl custom Content DependencyProperty,,,,,
1244,"['c#', 'sockets', 'unity3d']","{'account_id': 14678089, 'reputation': 1, 'user_id': 10600506, 'user_type': 'registered', 'profile_image': 'https://i.stack.imgur.com/1Agxk.jpg?s=256&g=1', 'display_name': 'Mushhood Afsar', 'link': 'https://stackoverflow.com/users/10600506/mushhood-afsar'}",False,69,0,0,1651060152,1651057362,72027645,CC BY-SA 4.0,https://stackoverflow.com/questions/72027645/how-to-transform-my-c-client-code-into-unity-c-script,How to transform my C# client code into unity c# script,,1651060152.0,,,
1245,['c#'],"{'account_id': 14993014, 'reputation': 1, 'user_id': 11844645, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/d305a7a9661cc63b70f21d64a10dbba9?s=256&d=identicon&r=PG&f=1', 'display_name': 'Arshad warsi', 'link': 'https://stackoverflow.com/users/11844645/arshad-warsi'}",True,122,2,0,1651060021,1650975899,72013920,CC BY-SA 4.0,https://stackoverflow.com/questions/72013920/how-to-run-azure-function-quarter-of-first-month-and-quarter-of-last-month,How to run azure function quarter of first month and quarter of last month,,1651060021.0,,,
1246,"['c#', 'datagridview', 'windows-forms-designer']","{'account_id': 19853917, 'reputation': 1, 'user_id': 14543823, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/a4e2557e37559b59cd78e2c10e489311?s=256&d=identicon&r=PG&f=1', 'display_name': 'krzysiu858519581', 'link': 'https://stackoverflow.com/users/14543823/krzysiu858519581'}",False,41,1,0,1651059935,1651040024,72024036,CC BY-SA 4.0,https://stackoverflow.com/questions/72024036/datagridview-extra-grey-space-after-last-row,DataGridView - extra grey space after last row,,1651049322.0,,,
1247,"['c#', 'asp.net-mvc', '.net-core', 'asp.net-web-api']","{'account_id': 24108084, 'reputation': 3, 'user_id': 18079016, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a/AATXAJyOprD1XCbpuOIV_fSpiVf8Y1Jcbimw9WB-VmVE=k-s256', 'display_name': 'Saghar Francis', 'link': 'https://stackoverflow.com/users/18079016/saghar-francis'}",False,83,0,0,1651059906,1651057515,72027673,CC BY-SA 4.0,https://stackoverflow.com/questions/72027673/while-returning-file-from-a-endpoint-getting-message-saying-unrecognized-respon,While returning file from a endpoint getting message saying: Unrecognized response type; displaying content as text,,1651059906.0,,,
1248,"['c#', 'variables', 'constructor', 'inline', 'expression-body']","{'account_id': 3412234, 'reputation': 456, 'user_id': 2861913, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://i.stack.imgur.com/3PJTG.jpg?s=256&g=1', 'display_name': 'Daniel', 'link': 'https://stackoverflow.com/users/2861913/daniel'}",True,151,2,0,1651059758,1651051736,72026410,CC BY-SA 4.0,https://stackoverflow.com/questions/72026410/declare-inline-variables-everywhere-in-c-like-in-a-base-constructor-call-where,Declare inline variables everywhere in C# (like in a base-constructor-call where declaring is not feasible),72026411.0,1651059758.0,,,
1249,"['c#', 'unit-testing', 'unity3d', 'windows-mixed-reality']","{'account_id': 25113201, 'reputation': 11, 'user_id': 18962572, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GjamlgyQqdoS6WxGGvEYHdrUr_xRf73z5fHTjOT=k-s256', 'display_name': 'Chethan V', 'link': 'https://stackoverflow.com/users/18962572/chethan-v'}",False,733,1,1,1651059748,1651053324,72026762,CC BY-SA 4.0,https://stackoverflow.com/questions/72026762/how-to-fix-the-type-or-namespace-name-ui-does-not-exist-in-the-namespace-afte,How to fix &quot;The type or namespace name &#39;UI&#39; does not exist in the namespace after implementing Unit test cases in Unity using TestRunner,,,,,
1250,"['c#', '.net']","{'account_id': 6184989, 'reputation': 689, 'user_id': 4819355, 'user_type': 'registered', 'accept_rate': 50, 'profile_image': 'https://www.gravatar.com/avatar/6773a1539ae9cf3f8397d21688151fe8?s=256&d=identicon&r=PG&f=1', 'display_name': 'JohnUbuntu', 'link': 'https://stackoverflow.com/users/4819355/johnubuntu'}",False,51,0,1,1651059633,1651059353,72028024,CC BY-SA 4.0,https://stackoverflow.com/questions/72028024/recursive-generics-mapping,Recursive generics mapping,,1651059633.0,,,
1251,"['c#', 'navigationview', 'xaml-islands']","{'account_id': 24794893, 'reputation': 1, 'user_id': 18677681, 'user_type': 'registered', 'profile_image': 'https://lh3.googleusercontent.com/a-/AOh14GihE9KFIwqa0xxrQcd8MABP2n09cjqvFx5EyDSz=k-s256', 'display_name': 'milU', 'link': 'https://stackoverflow.com/users/18677681/milu'}",False,18,0,0,1651058737,1651058737,72027900,CC BY-SA 4.0,https://stackoverflow.com/questions/72027900/how-can-i-create-hierarchical-menu-items-in-a-navigationview-in-code-behind,How can I create hierarchical menu items in a NavigationView in code behind?,,,,,
1252,"['c#', 'specflow']","{'account_id': 78939, 'reputation': 95, 'user_id': 224265, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/c71155f0a31c81c7bde151debb11d181?s=256&d=identicon&r=PG', 'display_name': 'Erdem', 'link': 'https://stackoverflow.com/users/224265/erdem'}",True,34,1,0,1651058232,1651053371,72026774,CC BY-SA 4.0,https://stackoverflow.com/questions/72026774/how-to-modify-specflow-code-generation-behaviour,How to modify SpecFlow code generation behaviour,,,,,
1253,"['c#', 'wpf', 'performance']","{'account_id': 481650, 'reputation': 557, 'user_id': 895589, 'user_type': 'registered', 'accept_rate': 71, 'profile_image': 'https://www.gravatar.com/avatar/edf8c89adb71d4763f9c75a6892f1388?s=256&d=identicon&r=PG', 'display_name': 'Toast', 'link': 'https://stackoverflow.com/users/895589/toast'}",True,143,2,-2,1651058193,1650397365,71930463,CC BY-SA 4.0,https://stackoverflow.com/questions/71930463/how-to-make-adding-controls-in-a-wpf-application-faster,How to make adding controls in a WPF application faster,72024710.0,1650468871.0,,,
1254,"['c#', 'oauth', 'google-oauth']","{'account_id': 19634033, 'reputation': 975, 'user_id': 14371645, 'user_type': 'registered', 'profile_image': 'https://lh5.googleusercontent.com/-738L1v-PKzY/AAAAAAAAAAI/AAAAAAAADjE/AMZuuckfDfe1WIeAz0GX4ecHvxD9OIT6tg/photo.jpg?sz=256', 'display_name': 'Lakshaya U.', 'link': 'https://stackoverflow.com/users/14371645/lakshaya-u'}",True,73,2,1,1651057967,1651052528,72026576,CC BY-SA 4.0,https://stackoverflow.com/questions/72026576/is-it-good-practice-to-declare-authorization-credentials-in-plain-text,Is it good practice to declare authorization credentials in plain text?,72027647.0,1651057967.0,,,
1255,"['c#', 'winforms', 'webview2']","{'account_id': 24106906, 'reputation': 11, 'user_id': 18077974, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/95c95fb921cc5d809c2e75249d38b2c5?s=256&d=identicon&r=PG', 'display_name': 'NoobyGamr', 'link': 'https://stackoverflow.com/users/18077974/noobygamr'}",False,339,1,0,1651057680,1651051979,72026461,CC BY-SA 4.0,https://stackoverflow.com/questions/72026461/corewebview2-returned-null,CoreWebView2 returned null,,,,,
1256,"['c#', '.net', 'string', 'winforms']","{'account_id': 24989607, 'reputation': 17, 'user_id': 18850968, 'user_type': 'registered', 'profile_image': 'https://www.gravatar.com/avatar/b2f2906edbe7d7953213f1fabd42fe02?s=256&d=identicon&r=PG', 'display_name': 'Theoneguy', 'link': 'https://stackoverflow.com/users/18850968/theoneguy'}",True,63,1,-3,1651057226,1651031786,72023074,CC BY-SA 4.0,https://stackoverflow.com/questions/72023074/how-to-return-how-many-times-a-timer-function-has-run-in-c,How to return how many times a timer function has run in c#,,1651057226.0,,,
